,Capital Reign,Miss Fox,Not Another Reiby,Goofy Mick,Zains Girl,Command Approved,Suprina,Esteemed Lady,Vegas Raider,Boomsong
11-01-2023 16:07:25.135953,"(7.5, 9.0, 8.693103448275862)","(10.0, 12.5, 11.531578947368422)","(12.0, 16.5, 15.5)","(10.0, 15.0, 14.666666666666666)","(9.0, 12.5, 12.24468085106383)","(3.3, 3.7, 3.6239669421487606)","(9.0, 11.0, 10.721238938053098)","(21.0, 34.0, 29.5)","(11.0, 15.5, 15.285714285714285)","(8.5, 9.4, 8.963636363636363)"
11-01-2023 16:07:26.652957,"(7.5, 9.0, 8.693103448275862)","(10.0, 12.5, 11.531578947368422)","(12.0, 16.5, 15.5)","(10.0, 15.0, 14.666666666666666)","(9.0, 12.5, 12.24468085106383)","(3.3, 3.7, 3.6239669421487606)","(9.0, 11.0, 10.721238938053098)","(21.0, 34.0, 29.5)","(11.0, 15.5, 15.285714285714285)","(8.5, 9.4, 8.963636363636363)"
11-01-2023 16:07:28.104359,"(7.5, 9.0, 8.693103448275862)","(10.0, 12.5, 11.531578947368422)","(12.0, 16.5, 15.5)","(10.0, 15.0, 14.666666666666666)","(9.0, 12.5, 12.24468085106383)","(3.3, 3.7, 3.62)","(9.0, 11.0, 10.721238938053098)","(21.0, 34.0, 29.5)","(11.0, 15.5, 15.285714285714285)","(8.5, 9.4, 8.963636363636363)"
11-01-2023 16:07:29.522217,"(7.5, 9.0, 8.693103448275862)","(10.0, 12.5, 11.531578947368422)","(12.0, 16.5, 15.5)","(10.0, 15.0, 14.666666666666666)","(9.0, 12.5, 12.24468085106383)","(3.3, 3.7, 3.62)","(9.0, 11.0, 10.721238938053098)","(21.0, 34.0, 29.5)","(11.0, 15.5, 15.285714285714285)","(8.5, 9.4, 8.963636363636363)"
11-01-2023 16:07:30.938573,"(7.5, 9.0, 8.690434782608696)","(10.0, 12.5, 11.531578947368422)","(12.0, 16.5, 15.5)","(10.0, 15.0, 14.666666666666666)","(9.0, 12.5, 12.24468085106383)","(3.3, 3.7, 3.6148148148148147)","(9.0, 11.0, 10.721238938053098)","(21.0, 34.0, 29.5)","(11.0, 15.5, 15.285714285714285)","(8.5, 9.4, 8.963636363636363)"
11-01-2023 16:07:32.444762,"(7.5, 9.0, 8.851282051282052)","(10.0, 12.5, 11.587378640776699)","(12.0, 16.5, 15.576923076923077)","(10.0, 15.0, 14.571428571428571)","(9.0, 12.5, 12.25)","(3.3, 3.7, 3.6214285714285714)","(9.0, 11.0, 10.72983870967742)","(21.0, 34.0, 32.6)","(11.0, 15.5, 15.285714285714285)","(8.5, 9.4, 9.066666666666666)"
11-01-2023 16:07:33.942047,"(7.5, 9.0, 8.851282051282052)","(10.0, 12.5, 11.56)","(12.0, 16.5, 15.576923076923077)","(10.0, 15.0, 14.071428571428571)","(9.0, 12.5, 12.25)","(3.3, 3.7, 3.646067415730337)","(9.0, 11.0, 10.713675213675213)","(21.0, 34.0, 32.6)","(11.0, 15.5, 15.285714285714285)","(8.5, 9.4, 9.036363636363637)"
11-01-2023 16:07:35.633549,"(7.5, 9.0, 8.851282051282052)","(10.0, 12.5, 11.56)","(12.0, 16.5, 15.576923076923077)","(10.0, 14.5, 14.071428571428571)","(9.0, 12.5, 12.25)","(3.3, 3.7, 3.6271523178807947)","(9.0, 11.0, 10.713675213675213)","(21.0, 34.0, 32.6)","(11.0, 15.5, 15.285714285714285)","(8.5, 9.4, 9.036363636363637)"
11-01-2023 16:07:37.260700,"(7.5, 9.0, 8.851282051282052)","(10.0, 12.5, 11.56)","(12.0, 16.5, 15.576923076923077)","(10.0, 14.5, 14.481481481481481)","(9.0, 12.5, 12.192307692307692)","(3.3, 3.7, 3.639047619047619)","(9.0, 11.0, 10.713675213675213)","(21.0, 34.0, 32.6)","(11.0, 15.5, 15.285714285714285)","(8.5, 9.4, 9.133333333333333)"
11-01-2023 16:07:38.974346,"(7.5, 9.0, 8.851282051282052)","(10.0, 12.5, 11.56)","(12.0, 16.5, 15.576923076923077)","(10.0, 14.5, 14.95890410958904)","(9.0, 12.5, 12.264705882352942)","(3.3, 3.7, 3.5863636363636364)","(9.0, 11.0, 10.713675213675213)","(21.0, 34.0, 32.6)","(11.0, 15.5, 15.285714285714285)","(8.5, 9.4, 9.133333333333333)"
11-01-2023 16:07:41.522882,"(7.5, 9.0, 8.851282051282052)","(10.0, 12.5, 11.557142857142857)","(12.0, 16.5, 15.576923076923077)","(10.0, 15.0, 14.960526315789474)","(9.0, 12.5, 12.264705882352942)","(3.3, 3.6, 3.586065573770492)","(9.0, 11.0, 10.713675213675213)","(21.0, 34.0, 32.6)","(11.0, 15.5, 15.285714285714285)","(8.5, 9.4, 9.3)"
11-01-2023 16:07:43.533627,"(7.5, 9.0, 8.851282051282052)","(10.0, 12.5, 11.557142857142857)","(12.0, 16.5, 15.576923076923077)","(10.0, 15.0, 14.955223880597014)","(9.0, 12.5, 12.264705882352942)","(3.3, 3.6, 3.5914285714285716)","(9.0, 11.0, 10.713675213675213)","(21.0, 34.0, 32.6)","(11.0, 15.5, 15.285714285714285)","(8.0, 9.4, 9.3)"
11-01-2023 16:07:45.067432,"(7.5, 9.0, 8.851282051282052)","(10.0, 12.5, 11.557142857142857)","(12.0, 16.5, 15.576923076923077)","(10.0, 15.0, 14.955223880597014)","(9.0, 12.5, 12.264705882352942)","(3.3, 3.6, 3.6470588235294117)","(9.0, 11.0, 10.713675213675213)","(21.0, 34.0, 31.666666666666668)","(11.0, 15.5, 15.285714285714285)","(8.0, 9.4, 9.3)"
11-01-2023 16:07:46.484481,"(7.5, 9.0, 8.851282051282052)","(10.0, 12.5, 11.557142857142857)","(12.0, 16.5, 15.576923076923077)","(10.0, 15.0, 14.955223880597014)","(9.0, 12.5, 12.166666666666666)","(3.3, 3.7, 3.661538461538462)","(9.0, 11.0, 10.984375)","(21.0, 34.0, 31.666666666666668)","(11.0, 15.5, 15.285714285714285)","(8.0, 9.4, 9.3)"
11-01-2023 16:07:47.952145,"(7.5, 9.0, 8.851282051282052)","(10.0, 12.5, 11.557142857142857)","(12.0, 16.5, 15.576923076923077)","(10.0, 15.0, 14.955223880597014)","(9.0, 12.5, 12.166666666666666)","(3.3, 3.7, 3.661538461538462)","(9.0, 11.0, 10.984375)","(21.0, 34.0, 31.666666666666668)","(11.0, 15.5, 15.285714285714285)","(8.0, 9.4, 9.3)"
11-01-2023 16:07:49.424493,"(7.5, 9.0, 8.851282051282052)","(10.0, 12.5, 11.557142857142857)","(12.0, 16.5, 15.576923076923077)","(10.0, 15.0, 14.955223880597014)","(9.0, 12.5, 12.166666666666666)","(3.3, 3.7, 3.661538461538462)","(9.0, 11.0, 10.984375)","(21.0, 34.0, 31.666666666666668)","(11.0, 15.5, 15.285714285714285)","(8.0, 9.4, 9.3)"
11-01-2023 16:07:50.912657,"(7.5, 9.0, 8.851282051282052)","(10.0, 12.5, 11.557142857142857)","(12.0, 16.5, 15.576923076923077)","(10.0, 15.0, 14.955223880597014)","(9.0, 12.5, 12.166666666666666)","(3.3, 3.7, 3.661538461538462)","(9.0, 11.0, 10.984375)","(21.0, 34.0, 31.666666666666668)","(11.0, 15.5, 15.285714285714285)","(8.0, 9.4, 9.3)"
11-01-2023 16:07:52.421161,"(7.5, 9.0, 8.851282051282052)","(10.0, 12.5, 11.557142857142857)","(12.0, 16.5, 15.576923076923077)","(10.0, 15.0, 14.928571428571429)","(9.0, 12.5, 12.0)","(3.3, 3.7, 3.661538461538462)","(9.0, 11.0, 10.992248062015504)","(21.0, 34.0, 31.666666666666668)","(11.0, 15.5, 15.285714285714285)","(8.0, 9.4, 9.03076923076923)"
11-01-2023 16:07:53.949463,"(7.5, 9.0, 8.818750000000001)","(10.0, 12.5, 11.557142857142857)","(12.0, 16.5, 15.576923076923077)","(10.0, 15.0, 14.928571428571429)","(9.0, 12.5, 12.0)","(3.3, 3.7, 3.6965517241379313)","(9.0, 11.0, 10.992248062015504)","(21.0, 34.0, 31.666666666666668)","(11.0, 15.5, 15.285714285714285)","(8.0, 9.4, 9.03076923076923)"
11-01-2023 16:07:55.371957,"(7.5, 9.0, 8.818750000000001)","(10.0, 12.5, 11.557142857142857)","(12.0, 16.5, 15.576923076923077)","(10.0, 15.0, 14.928571428571429)","(9.0, 12.5, 12.23913043478261)","(3.3, 3.7, 3.7375)","(9.0, 11.0, 10.992248062015504)","(21.0, 34.0, 31.941176470588236)","(11.0, 15.5, 15.285714285714285)","(8.0, 9.4, 9.03076923076923)"
11-01-2023 16:07:56.890410,"(7.5, 9.0, 8.81875)","(10.0, 12.5, 11.557142857142857)","(12.0, 16.5, 15.535714285714286)","(10.0, 15.0, 14.928571428571429)","(9.0, 12.5, 12.038461538461538)","(3.3, 3.75, 3.7426829268292683)","(9.0, 11.0, 10.99074074074074)","(21.0, 34.0, 31.941176470588236)","(11.0, 15.5, 15.285714285714285)","(8.0, 9.4, 9.147368421052631)"
11-01-2023 16:07:58.382572,"(7.5, 9.0, 8.89)","(10.0, 12.5, 11.557142857142857)","(12.0, 16.5, 15.535714285714286)","(10.0, 15.0, 14.928571428571429)","(9.0, 12.5, 12.038461538461538)","(3.3, 3.75, 3.7427710843373494)","(9.0, 11.0, 10.99074074074074)","(21.0, 34.0, 31.941176470588236)","(11.0, 15.5, 15.285714285714285)","(8.0, 9.4, 9.147368421052631)"
11-01-2023 16:07:59.797886,"(7.5, 9.0, 8.89)","(10.0, 12.5, 11.557142857142857)","(12.0, 16.5, 15.714285714285714)","(10.0, 15.0, 14.91891891891892)","(9.0, 12.5, 12.038461538461538)","(3.3, 3.75, 3.7427710843373494)","(9.0, 11.0, 10.99074074074074)","(21.0, 34.0, 31.941176470588236)","(11.0, 15.5, 15.285714285714285)","(8.0, 9.4, 9.047058823529412)"
11-01-2023 16:08:01.139352,"(7.5, 9.0, 8.89)","(10.0, 12.5, 11.557142857142857)","(12.0, 16.0, 15.714285714285714)","(10.0, 15.0, 14.91891891891892)","(9.0, 12.5, 12.038461538461538)","(3.3, 3.75, 3.7427710843373494)","(9.0, 11.0, 10.99074074074074)","(21.0, 34.0, 31.941176470588236)","(11.0, 15.5, 15.285714285714285)","(8.0, 9.4, 8.950000000000001)"
11-01-2023 16:08:02.536193,"(7.5, 9.0, 8.89)","(10.0, 12.5, 11.557142857142857)","(12.0, 16.0, 15.75)","(10.0, 15.0, 14.91891891891892)","(9.0, 12.5, 12.038461538461538)","(3.3, 3.75, 3.7427710843373494)","(9.0, 11.0, 10.99074074074074)","(21.0, 34.0, 31.941176470588236)","(11.0, 15.5, 15.285714285714285)","(8.0, 9.4, 8.870588235294118)"
11-01-2023 16:08:03.898250,"(7.5, 9.0, 8.89)","(10.0, 12.5, 11.557142857142857)","(12.0, 16.0, 15.75)","(10.0, 15.0, 14.863636363636363)","(9.0, 12.5, 12.038461538461538)","(3.3, 3.75, 3.7427710843373494)","(9.0, 11.0, 10.99074074074074)","(21.0, 34.0, 31.941176470588236)","(11.0, 15.5, 15.285714285714285)","(8.0, 9.4, 8.98181818181818)"
11-01-2023 16:08:05.282558,"(7.5, 9.0, 8.89)","(10.0, 12.5, 11.515151515151516)","(12.0, 16.0, 15.75)","(10.0, 15.0, 14.98076923076923)","(9.0, 12.5, 12.451807228915662)","(3.3, 3.75, 3.7427710843373494)","(9.0, 11.0, 10.99074074074074)","(21.0, 34.0, 27.771428571428572)","(11.0, 15.5, 15.285714285714285)","(8.0, 9.2, 8.49056603773585)"
11-01-2023 16:08:06.726446,"(7.5, 9.0, 8.89)","(10.0, 12.0, 11.515151515151516)","(12.0, 16.0, 15.75)","(10.0, 15.0, 14.98076923076923)","(9.0, 12.5, 12.456521739130435)","(3.3, 3.75, 3.7427710843373494)","(9.0, 11.0, 10.99074074074074)","(21.0, 30.0, 27.214285714285715)","(11.0, 15.5, 15.285714285714285)","(8.0, 9.0, 8.4375)"
11-01-2023 16:08:08.134840,"(7.5, 9.0, 8.89)","(10.0, 12.0, 11.5)","(12.0, 16.0, 15.714285714285714)","(10.0, 15.0, 14.980392156862745)","(9.0, 12.5, 12.456521739130435)","(3.3, 3.75, 3.7430232558139536)","(9.0, 11.0, 10.990291262135923)","(21.0, 30.0, 27.483870967741936)","(11.0, 15.5, 15.285714285714285)","(8.0, 9.0, 8.566265060240964)"
11-01-2023 16:08:09.610273,"(7.5, 9.0, 8.832)","(10.0, 11.5, 11.495535714285714)","(12.0, 16.0, 15.714285714285714)","(10.0, 15.0, 14.980392156862745)","(9.0, 12.5, 12.456521739130435)","(3.3, 3.75, 3.7803738317757007)","(9.0, 11.0, 10.990291262135923)","(21.0, 30.0, 27.310344827586206)","(11.0, 15.5, 15.285714285714285)","(8.0, 9.0, 8.566265060240964)"
11-01-2023 16:08:10.957839,"(7.5, 9.0, 8.832)","(10.0, 11.5, 11.495535714285714)","(12.0, 16.0, 15.714285714285714)","(10.0, 15.0, 14.980392156862745)","(9.0, 12.5, 12.456521739130435)","(3.3, 3.8, 3.7828054298642533)","(9.0, 11.0, 10.954954954954955)","(21.0, 30.0, 27.310344827586206)","(11.0, 15.5, 15.285714285714285)","(8.0, 9.0, 8.566265060240964)"
11-01-2023 16:08:12.255255,"(7.5, 9.0, 8.832)","(10.0, 11.5, 11.495535714285714)","(12.0, 16.0, 15.714285714285714)","(10.0, 15.0, 14.980392156862745)","(9.0, 12.5, 12.456521739130435)","(3.3, 3.8, 3.7493333333333334)","(9.0, 11.0, 10.954954954954955)","(21.0, 30.0, 27.310344827586206)","(11.0, 15.5, 15.285714285714285)","(8.0, 9.0, 8.228070175438596)"
11-01-2023 16:08:13.573974,"(7.5, 9.0, 8.882926829268293)","(10.0, 11.5, 11.495535714285714)","(12.0, 16.0, 15.714285714285714)","(10.0, 15.0, 14.980392156862745)","(9.0, 12.5, 12.456521739130435)","(3.3, 3.8, 3.789937106918239)","(9.0, 11.0, 10.954954954954955)","(21.0, 30.0, 27.310344827586206)","(11.0, 15.5, 15.285714285714285)","(8.0, 9.0, 8.24)"
11-01-2023 16:08:14.842322,"(7.5, 9.0, 8.941463414634146)","(10.0, 11.5, 11.495535714285714)","(12.0, 16.0, 15.714285714285714)","(10.0, 15.0, 14.980392156862745)","(9.0, 12.5, 12.456521739130435)","(3.3, 3.8, 3.789937106918239)","(9.0, 11.0, 10.954954954954955)","(21.0, 30.0, 27.310344827586206)","(11.0, 15.5, 15.285714285714285)","(8.0, 8.4, 8.228070175438596)"
11-01-2023 16:08:16.065051,"(7.5, 9.0, 8.882926829268293)","(10.0, 11.5, 11.495535714285714)","(12.0, 16.0, 15.714285714285714)","(10.0, 15.0, 14.980392156862745)","(9.0, 12.5, 12.456521739130435)","(3.3, 3.8, 3.789937106918239)","(9.0, 11.0, 10.954954954954955)","(21.0, 30.0, 27.310344827586206)","(11.0, 15.5, 15.285714285714285)","(8.0, 9.0, 8.228070175438596)"
11-01-2023 16:08:17.314915,"(7.5, 9.0, 8.882926829268293)","(10.0, 11.5, 11.495535714285714)","(12.0, 16.0, 15.714285714285714)","(10.0, 15.0, 14.980392156862745)","(9.0, 12.5, 12.456521739130435)","(3.3, 3.8, 3.789937106918239)","(9.0, 11.0, 10.954128440366972)","(21.0, 30.0, 27.310344827586206)","(11.0, 15.5, 15.285714285714285)","(8.0, 9.0, 8.323076923076922)"
11-01-2023 16:08:18.565927,"(7.5, 8.8, 8.725)","(10.0, 11.5, 11.495535714285714)","(12.0, 16.0, 15.75)","(10.0, 15.0, 14.980392156862745)","(9.0, 12.5, 12.456521739130435)","(3.3, 3.8, 3.761904761904762)","(9.0, 11.0, 10.954128440366972)","(21.0, 30.0, 27.310344827586206)","(11.0, 15.5, 15.285714285714285)","(8.0, 9.0, 9.028571428571428)"
11-01-2023 16:08:19.851655,"(7.5, 9.0, 8.904761904761905)","(10.0, 11.5, 11.49537037037037)","(12.0, 16.0, 15.75)","(10.0, 15.0, 14.980392156862745)","(9.0, 12.5, 12.456521739130435)","(3.3, 3.8, 3.765217391304348)","(9.0, 11.0, 10.954128440366972)","(21.0, 30.0, 27.310344827586206)","(11.0, 15.5, 15.285714285714285)","(8.0, 9.2, 9.046153846153846)"
11-01-2023 16:08:21.229144,"(7.5, 9.0, 8.945945945945946)","(10.0, 11.5, 11.495535714285714)","(12.0, 16.0, 15.75)","(10.0, 15.0, 14.980392156862745)","(9.0, 12.5, 12.456521739130435)","(3.3, 3.8, 3.765217391304348)","(9.0, 11.0, 10.954128440366972)","(21.0, 30.0, 27.310344827586206)","(11.0, 15.5, 15.285714285714285)","(8.0, 9.2, 9.046153846153846)"
11-01-2023 16:08:22.480234,"(7.5, 9.0, 8.945945945945946)","(10.0, 11.5, 11.495535714285714)","(12.0, 16.0, 15.75)","(10.0, 15.0, 14.980392156862745)","(9.0, 12.5, 12.456521739130435)","(3.3, 3.8, 3.765217391304348)","(9.0, 11.0, 10.954128440366972)","(21.0, 30.0, 27.310344827586206)","(11.0, 15.5, 15.285714285714285)","(8.0, 9.2, 8.884210526315789)"
11-01-2023 16:08:23.672067,"(7.5, 9.0, 8.945945945945946)","(10.0, 12.0, 11.506976744186046)","(12.0, 16.0, 15.75)","(10.0, 15.0, 14.980392156862745)","(9.0, 12.5, 12.456521739130435)","(3.3, 3.8, 3.765217391304348)","(9.0, 11.0, 10.954128440366972)","(21.0, 30.0, 27.310344827586206)","(11.0, 15.5, 15.285714285714285)","(8.0, 9.2, 8.45)"
11-01-2023 16:08:24.850275,"(7.5, 9.0, 8.96)","(10.0, 12.0, 11.519047619047619)","(12.0, 16.0, 15.75)","(10.0, 15.0, 14.980392156862745)","(9.0, 12.5, 12.456521739130435)","(3.3, 3.8, 3.765217391304348)","(9.0, 11.0, 10.954128440366972)","(21.0, 30.0, 27.310344827586206)","(11.0, 15.5, 15.285714285714285)","(8.0, 9.2, 9.174999999999999)"
11-01-2023 16:08:26.024219,"(7.5, 9.0, 8.96)","(10.0, 12.0, 11.519047619047619)","(12.0, 16.0, 15.75)","(10.0, 15.0, 14.980392156862745)","(9.0, 12.5, 12.456521739130435)","(3.3, 3.8, 3.7567567567567566)","(9.0, 11.0, 10.954128440366972)","(21.0, 30.0, 27.310344827586206)","(11.0, 15.5, 15.285714285714285)","(8.0, 9.2, 9.174358974358974)"
11-01-2023 16:08:27.269310,"(7.5, 9.0, 8.962962962962964)","(10.0, 12.0, 11.519047619047619)","(12.0, 16.0, 15.75)","(10.0, 15.0, 14.981132075471699)","(9.0, 12.5, 12.456521739130435)","(3.3, 3.8, 3.7567567567567566)","(9.0, 11.0, 10.954128440366972)","(21.0, 30.0, 27.310344827586206)","(11.0, 15.5, 15.285714285714285)","(8.0, 9.2, 9.355555555555556)"
11-01-2023 16:08:28.550674,"(7.5, 9.0, 8.962962962962964)","(10.0, 12.0, 11.72316384180791)","(12.0, 16.0, 15.75)","(10.0, 15.0, 14.981132075471699)","(9.0, 12.5, 12.456521739130435)","(3.3, 3.8, 3.7567567567567566)","(9.0, 11.0, 10.954128440366972)","(21.0, 30.0, 27.310344827586206)","(11.0, 15.5, 15.285714285714285)","(8.0, 9.4, 9.355555555555556)"
11-01-2023 16:08:29.819555,"(7.5, 9.0, 8.962962962962964)","(10.0, 12.0, 11.72316384180791)","(12.0, 16.0, 15.75)","(10.0, 15.0, 14.981132075471699)","(9.0, 12.5, 12.456521739130435)","(3.3, 3.8, 3.7567567567567566)","(9.0, 11.0, 10.954128440366972)","(21.0, 30.0, 27.310344827586206)","(11.0, 15.5, 15.2)","(8.0, 9.4, 9.355555555555556)"
11-01-2023 16:08:31.053704,"(7.5, 9.4, 9.0)","(10.0, 12.0, 11.72316384180791)","(12.0, 16.0, 15.75)","(10.0, 15.0, 14.981132075471699)","(9.0, 12.5, 12.456521739130435)","(3.3, 3.8, 3.811904761904762)","(9.0, 11.0, 10.954128440366972)","(21.0, 30.0, 27.310344827586206)","(11.0, 15.5, 15.2)","(8.0, 9.4, 9.145454545454545)"
11-01-2023 16:08:32.254129,"(8.0, 9.4, 8.938823529411765)","(10.0, 12.0, 11.549107142857142)","(12.0, 16.0, 15.75)","(10.0, 15.0, 14.981132075471699)","(9.0, 12.5, 12.456521739130435)","(3.3, 3.85, 3.8430232558139537)","(9.0, 11.0, 10.954128440366972)","(21.0, 30.0, 27.310344827586206)","(11.0, 15.5, 15.2)","(8.0, 9.2, 9.145454545454545)"
11-01-2023 16:08:33.615940,"(8.0, 9.4, 9.092307692307692)","(10.0, 12.0, 11.549107142857142)","(12.0, 16.0, 15.75)","(10.0, 15.0, 14.981132075471699)","(9.0, 12.5, 12.456521739130435)","(3.3, 3.85, 3.8430232558139537)","(9.0, 11.0, 10.954128440366972)","(21.0, 30.0, 27.310344827586206)","(11.0, 15.5, 15.166666666666666)","(8.0, 9.2, 9.145454545454545)"
11-01-2023 16:08:34.869159,"(8.0, 9.4, 9.325925925925926)","(10.0, 12.0, 11.549107142857142)","(12.0, 16.0, 15.75)","(10.0, 15.0, 14.985507246376812)","(9.0, 12.5, 12.456521739130435)","(3.3, 3.85, 3.8202564102564103)","(9.0, 11.0, 10.954128440366972)","(21.0, 30.0, 27.310344827586206)","(11.0, 15.5, 14.571428571428571)","(8.0, 9.2, 9.145454545454545)"
11-01-2023 16:08:36.085478,"(8.0, 9.4, 9.325925925925926)","(10.0, 12.0, 11.549107142857142)","(12.0, 16.0, 15.75)","(10.0, 15.0, 14.985507246376812)","(9.0, 12.5, 12.456521739130435)","(3.3, 3.85, 3.8202564102564103)","(9.0, 11.0, 10.954128440366972)","(21.0, 30.0, 27.310344827586206)","(11.0, 15.0, 14.571428571428571)","(8.0, 9.2, 9.355555555555556)"
11-01-2023 16:08:37.340274,"(8.0, 9.4, 9.325925925925926)","(10.0, 12.0, 11.549107142857142)","(12.0, 16.0, 15.75)","(10.0, 15.0, 14.985507246376812)","(9.0, 12.5, 12.454545454545455)","(3.3, 3.85, 3.841907514450867)","(9.0, 11.0, 10.954128440366972)","(21.0, 30.0, 27.310344827586206)","(11.0, 15.0, 14.571428571428571)","(8.0, 9.4, 9.355555555555556)"
11-01-2023 16:08:38.789012,"(8.0, 9.4, 9.325925925925926)","(10.0, 12.0, 11.549107142857142)","(12.0, 16.0, 15.947368421052632)","(10.0, 15.0, 14.985507246376812)","(9.0, 12.5, 12.454545454545455)","(3.3, 3.85, 3.8088516746411485)","(9.0, 11.0, 10.954128440366972)","(21.0, 30.0, 27.310344827586206)","(11.0, 15.0, 14.571428571428571)","(8.0, 9.4, 9.355555555555556)"
11-01-2023 16:08:40.142371,"(8.0, 9.4, 9.325925925925926)","(10.0, 12.0, 11.549107142857142)","(12.0, 16.0, 15.947368421052632)","(10.0, 15.0, 14.985507246376812)","(9.0, 12.5, 12.454545454545455)","(3.3, 3.85, 3.8088516746411485)","(9.0, 11.0, 10.954128440366972)","(21.0, 30.0, 27.310344827586206)","(11.0, 15.0, 14.571428571428571)","(8.0, 9.4, 9.355555555555556)"
11-01-2023 16:08:41.622576,"(8.0, 9.4, 9.325925925925926)","(10.0, 12.0, 11.540909090909091)","(12.0, 16.0, 15.666666666666666)","(11.0, 15.0, 14.985507246376812)","(9.0, 12.5, 12.454545454545455)","(3.3, 3.85, 3.8103864734299515)","(9.0, 11.0, 10.954128440366972)","(21.0, 30.0, 27.310344827586206)","(11.0, 15.0, 14.571428571428571)","(8.0, 9.4, 9.355555555555556)"
11-01-2023 16:08:42.887209,"(8.0, 9.4, 9.325925925925926)","(10.0, 12.0, 11.540909090909091)","(12.0, 16.0, 15.666666666666666)","(11.0, 15.0, 14.985507246376812)","(9.0, 12.5, 12.454545454545455)","(3.3, 3.85, 3.8103864734299515)","(9.0, 11.0, 10.954128440366972)","(21.0, 30.0, 27.310344827586206)","(11.0, 15.0, 14.571428571428571)","(8.0, 9.4, 9.355555555555556)"
11-01-2023 16:08:44.085299,"(8.0, 9.4, 9.325925925925926)","(10.0, 12.0, 11.540909090909091)","(12.0, 16.0, 15.666666666666666)","(11.0, 15.0, 14.985507246376812)","(9.0, 12.5, 12.454545454545455)","(3.3, 3.85, 3.787759336099585)","(9.0, 11.0, 10.954128440366972)","(21.0, 30.0, 27.310344827586206)","(11.0, 15.0, 14.571428571428571)","(8.0, 9.4, 9.355555555555556)"
11-01-2023 16:08:45.386272,"(8.0, 9.4, 9.325925925925926)","(10.0, 12.0, 11.540909090909091)","(12.0, 16.0, 15.666666666666666)","(11.0, 15.0, 14.985507246376812)","(9.0, 12.5, 12.454545454545455)","(3.3, 3.85, 3.7662500000000003)","(9.0, 11.0, 10.93421052631579)","(21.0, 30.0, 27.310344827586206)","(11.0, 15.0, 14.571428571428571)","(8.0, 9.4, 9.3)"
11-01-2023 16:08:46.641575,"(8.0, 9.4, 9.325925925925926)","(10.0, 12.0, 11.540909090909091)","(12.0, 16.0, 15.666666666666666)","(11.0, 15.0, 15.272727272727273)","(9.0, 12.5, 12.433333333333334)","(3.3, 3.85, 3.7854838709677416)","(9.0, 11.0, 10.93421052631579)","(21.0, 30.0, 27.310344827586206)","(11.0, 15.0, 14.333333333333334)","(8.0, 9.4, 9.3)"
11-01-2023 16:08:48.039187,"(8.0, 9.4, 9.325925925925926)","(10.0, 12.0, 11.540909090909091)","(12.0, 16.0, 15.666666666666666)","(11.0, 15.5, 15.307692307692308)","(9.0, 12.5, 12.433333333333334)","(3.3, 3.8, 3.7854838709677416)","(9.0, 11.0, 10.914772727272727)","(21.0, 30.0, 27.310344827586206)","(11.0, 15.0, 14.333333333333334)","(8.0, 9.4, 9.3)"
11-01-2023 16:08:49.548725,"(8.0, 9.4, 9.303614457831326)","(10.0, 12.0, 11.540909090909091)","(12.0, 16.0, 15.666666666666666)","(11.0, 15.5, 15.307692307692308)","(9.0, 12.5, 12.433333333333334)","(3.3, 3.8, 3.7854838709677416)","(9.0, 11.0, 10.914772727272727)","(21.0, 30.0, 27.310344827586206)","(11.0, 15.0, 14.333333333333334)","(8.0, 9.4, 9.3)"
11-01-2023 16:08:50.881522,"(8.0, 9.4, 9.303614457831326)","(10.0, 12.0, 11.540909090909091)","(12.0, 16.0, 15.666666666666666)","(11.0, 15.5, 15.307692307692308)","(9.0, 12.5, 12.433333333333334)","(3.3, 3.8, 3.7854838709677416)","(9.0, 11.0, 10.914772727272727)","(21.0, 30.0, 27.310344827586206)","(11.0, 15.0, 14.333333333333334)","(8.0, 9.4, 9.3)"
11-01-2023 16:08:52.153662,"(8.0, 9.4, 9.303614457831326)","(10.0, 12.0, 11.78125)","(12.0, 16.0, 15.666666666666666)","(11.0, 15.5, 15.307692307692308)","(9.0, 12.5, 12.2)","(3.3, 3.8, 3.7854838709677416)","(9.0, 11.0, 10.914772727272727)","(21.0, 30.0, 28.153846153846153)","(11.0, 15.0, 14.333333333333334)","(8.0, 9.4, 9.3)"
11-01-2023 16:08:53.445636,"(8.0, 9.4, 9.303614457831326)","(10.0, 12.0, 11.587378640776699)","(12.0, 16.0, 15.666666666666666)","(11.0, 15.5, 15.307692307692308)","(9.0, 12.5, 11.75)","(3.3, 3.8, 3.7854838709677416)","(9.0, 11.0, 10.914772727272727)","(21.0, 32.0, 29.25)","(11.0, 15.0, 14.333333333333334)","(8.0, 9.4, 9.3)"
11-01-2023 16:08:54.731966,"(8.0, 9.4, 9.286363636363637)","(10.0, 12.5, 12.052380952380952)","(12.0, 16.0, 15.5)","(11.0, 15.5, 15.307692307692308)","(9.0, 12.0, 11.75)","(3.3, 3.8, 3.7662500000000003)","(9.0, 11.0, 10.914772727272727)","(21.0, 30.0, 29.25)","(11.0, 15.0, 14.571428571428571)","(8.0, 9.4, 9.3)"
