,Capital Reign,Miss Fox,Not Another Reiby,Goofy Mick,Zains Girl,Command Approved,Suprina,Esteemed Lady,Vegas Raider,Boomsong
11-01-2023 15:56:07.406763,"(7.0, 8.4, 8.354716981132075)","(12.0, 15.0, 14.333333333333334)","(10.0, 20.0, 17.375)","(8.0, 12.0, 11.21875)","(7.0, 9.0, 8.37142857142857)","(3.5, 4.1, 4.0024999999999995)","(9.0, 11.0, 9.817224880382776)","(31.0, 50.0, 41.0)","(9.0, 17.0, 13.0)","(8.5, 11.0, 10.466666666666667)"
11-01-2023 15:56:08.873597,"(7.0, 8.4, 8.354716981132075)","(12.0, 15.0, 14.333333333333334)","(10.0, 20.0, 17.375)","(8.0, 12.0, 11.21875)","(7.0, 9.0, 8.37142857142857)","(3.5, 4.1, 3.929411764705882)","(9.0, 11.0, 9.817224880382776)","(31.0, 50.0, 41.0)","(9.0, 17.0, 12.5)","(8.5, 11.0, 10.466666666666667)"
11-01-2023 15:56:10.320963,"(7.0, 8.4, 8.354716981132075)","(12.0, 15.0, 14.333333333333334)","(10.0, 20.0, 17.375)","(8.0, 12.0, 11.21875)","(7.0, 9.0, 8.37142857142857)","(3.5, 4.1, 3.929411764705882)","(9.0, 11.0, 9.817224880382776)","(31.0, 50.0, 41.0)","(9.0, 17.0, 12.5)","(8.5, 11.0, 10.466666666666667)"
11-01-2023 15:56:11.722612,"(7.0, 8.4, 8.354716981132075)","(12.0, 15.0, 14.333333333333334)","(10.0, 20.0, 17.375)","(8.0, 12.0, 11.21875)","(7.0, 9.0, 8.37142857142857)","(3.5, 4.1, 3.929411764705882)","(9.0, 11.0, 9.817224880382776)","(31.0, 50.0, 41.0)","(9.0, 17.0, 12.5)","(8.5, 11.0, 10.466666666666667)"
11-01-2023 15:56:13.115476,"(7.0, 8.4, 8.354716981132075)","(12.0, 15.0, 14.333333333333334)","(10.0, 20.0, 17.375)","(8.0, 12.0, 11.21875)","(7.0, 9.0, 8.37142857142857)","(3.5, 4.1, 3.929411764705882)","(9.0, 11.0, 9.817224880382776)","(31.0, 50.0, 41.0)","(9.0, 17.0, 12.5)","(8.5, 11.0, 10.466666666666667)"
11-01-2023 15:56:14.508733,"(7.0, 8.4, 8.354716981132075)","(12.0, 15.0, 14.333333333333334)","(10.0, 20.0, 17.375)","(8.0, 12.0, 11.21875)","(7.0, 9.0, 8.37142857142857)","(3.5, 4.1, 4.019444444444444)","(9.0, 11.0, 9.817224880382776)","(31.0, 50.0, 41.0)","(9.0, 17.0, 12.5)","(8.5, 11.0, 10.466666666666667)"
11-01-2023 15:56:16.222798,"(7.0, 8.4, 8.354716981132075)","(12.0, 15.0, 14.333333333333334)","(10.0, 20.0, 17.375)","(8.0, 12.0, 11.21875)","(7.0, 9.0, 8.37142857142857)","(3.5, 4.1, 4.019444444444444)","(9.0, 11.0, 9.817224880382776)","(31.0, 50.0, 41.0)","(9.0, 17.0, 12.5)","(8.5, 11.0, 10.466666666666667)"
11-01-2023 15:56:17.631637,"(7.0, 8.4, 8.354716981132075)","(12.0, 15.0, 14.333333333333334)","(10.0, 20.0, 17.375)","(8.0, 12.0, 11.21875)","(7.0, 9.0, 8.37142857142857)","(3.5, 4.1, 4.019444444444444)","(9.0, 11.0, 9.817224880382776)","(31.0, 50.0, 41.0)","(9.0, 17.0, 12.5)","(8.5, 11.0, 10.466666666666667)"
11-01-2023 15:56:19.262415,"(7.0, 8.4, 8.354716981132075)","(12.0, 15.0, 14.333333333333334)","(10.0, 20.0, 17.375)","(8.0, 12.0, 11.21875)","(7.0, 9.0, 8.37142857142857)","(3.5, 4.1, 3.9242424242424243)","(9.0, 11.0, 9.805797101449276)","(31.0, 50.0, 37.333333333333336)","(9.0, 17.0, 12.5)","(8.5, 11.0, 10.466666666666667)"
11-01-2023 15:56:20.772831,"(7.0, 8.4, 8.231192660550459)","(12.0, 16.0, 14.666666666666666)","(10.0, 20.0, 17.375)","(8.0, 12.0, 11.21875)","(7.0, 9.0, 8.37142857142857)","(3.5, 4.1, 3.9242424242424243)","(9.0, 11.0, 9.805797101449276)","(31.0, 48.0, 36.666666666666664)","(9.0, 17.0, 14.428571428571429)","(8.5, 11.0, 10.466666666666667)"
11-01-2023 15:56:22.212685,"(7.0, 8.6, 8.231192660550459)","(12.0, 15.5, 14.666666666666666)","(10.0, 20.0, 17.375)","(8.0, 12.0, 11.21875)","(7.0, 9.0, 8.37142857142857)","(3.5, 4.1, 4.166666666666667)","(9.0, 11.0, 9.805797101449276)","(31.0, 46.0, 36.666666666666664)","(9.0, 17.0, 14.428571428571429)","(8.5, 11.0, 10.466666666666667)"
11-01-2023 15:56:23.613610,"(7.0, 8.6, 8.113709677419354)","(12.0, 15.5, 14.666666666666666)","(10.0, 20.0, 17.375)","(8.0, 12.0, 11.21875)","(7.0, 9.0, 8.37142857142857)","(3.5, 4.2, 4.18)","(9.0, 11.0, 9.805797101449276)","(31.0, 46.0, 36.666666666666664)","(9.0, 17.0, 14.428571428571429)","(8.5, 11.0, 10.466666666666667)"
11-01-2023 15:56:24.916692,"(7.0, 8.6, 8.113709677419354)","(12.0, 15.5, 14.666666666666666)","(10.0, 20.0, 17.375)","(8.0, 12.0, 11.21875)","(7.0, 9.0, 8.37142857142857)","(3.5, 4.2, 4.18)","(9.0, 11.0, 9.805797101449276)","(31.0, 46.0, 36.666666666666664)","(9.0, 17.0, 14.428571428571429)","(8.5, 11.0, 10.466666666666667)"
11-01-2023 15:56:26.434215,"(7.0, 8.6, 8.113709677419354)","(12.0, 15.5, 14.666666666666666)","(10.0, 20.0, 17.375)","(8.0, 12.0, 11.21875)","(7.0, 9.0, 8.37142857142857)","(3.5, 4.2, 4.18)","(9.0, 11.0, 9.805797101449276)","(31.0, 46.0, 36.666666666666664)","(9.0, 17.0, 14.428571428571429)","(8.5, 11.0, 10.466666666666667)"
11-01-2023 15:56:27.988297,"(7.0, 8.6, 8.113709677419354)","(12.0, 15.5, 14.666666666666666)","(10.0, 20.0, 17.375)","(8.0, 12.0, 11.21875)","(7.0, 9.0, 8.37142857142857)","(3.5, 4.2, 4.18)","(9.0, 11.0, 9.805797101449276)","(31.0, 46.0, 36.666666666666664)","(9.0, 17.0, 14.428571428571429)","(8.5, 11.0, 10.466666666666667)"
11-01-2023 15:56:29.529884,"(7.0, 8.6, 8.113709677419354)","(12.0, 15.5, 14.666666666666666)","(10.0, 20.0, 17.375)","(8.0, 12.0, 11.21875)","(7.0, 9.0, 8.37142857142857)","(3.5, 4.2, 4.18)","(9.0, 11.0, 9.805797101449276)","(31.0, 46.0, 36.666666666666664)","(9.0, 17.0, 14.428571428571429)","(8.5, 11.0, 10.466666666666667)"
11-01-2023 15:56:31.259088,"(7.0, 8.6, 8.113709677419354)","(12.0, 15.5, 14.666666666666666)","(10.0, 20.0, 17.375)","(8.0, 12.0, 11.21875)","(7.0, 9.0, 8.37142857142857)","(3.5, 4.2, 4.18)","(9.0, 11.0, 9.805797101449276)","(31.0, 46.0, 36.666666666666664)","(9.0, 17.0, 14.428571428571429)","(8.5, 11.0, 10.466666666666667)"
11-01-2023 15:56:33.126699,"(7.0, 8.6, 8.113709677419354)","(12.0, 15.5, 14.666666666666666)","(10.0, 20.0, 17.375)","(8.0, 12.0, 11.21875)","(7.0, 9.0, 8.37142857142857)","(3.5, 4.2, 4.042105263157895)","(9.0, 11.0, 9.805797101449276)","(31.0, 46.0, 36.666666666666664)","(9.0, 17.0, 14.428571428571429)","(8.5, 11.0, 10.466666666666667)"
11-01-2023 15:56:34.605291,"(7.0, 8.6, 8.113709677419354)","(12.0, 15.5, 14.666666666666666)","(10.0, 20.0, 17.375)","(8.0, 12.0, 11.21875)","(7.0, 9.0, 8.37142857142857)","(3.5, 4.2, 4.133333333333334)","(9.0, 11.0, 9.805797101449276)","(31.0, 46.0, 36.666666666666664)","(9.0, 17.0, 14.428571428571429)","(8.5, 11.0, 10.466666666666667)"
11-01-2023 15:56:36.104359,"(7.0, 8.6, 8.113709677419354)","(12.0, 15.5, 14.666666666666666)","(10.0, 20.0, 17.375)","(8.0, 12.0, 11.21875)","(7.0, 9.0, 8.37142857142857)","(3.5, 4.2, 4.133333333333334)","(9.0, 11.0, 9.805797101449276)","(31.0, 46.0, 36.666666666666664)","(9.0, 17.0, 14.428571428571429)","(8.5, 11.0, 10.466666666666667)"
11-01-2023 15:56:37.674034,"(7.0, 8.6, 8.113709677419354)","(12.0, 15.5, 14.666666666666666)","(10.0, 20.0, 17.375)","(8.0, 12.0, 11.21875)","(7.0, 9.0, 8.37142857142857)","(3.5, 4.2, 4.133333333333334)","(9.0, 11.0, 9.805797101449276)","(31.0, 46.0, 36.666666666666664)","(9.0, 17.0, 14.428571428571429)","(8.5, 11.0, 10.466666666666667)"
11-01-2023 15:56:38.933154,"(7.0, 8.6, 8.113709677419354)","(12.0, 15.5, 14.666666666666666)","(10.0, 20.0, 17.375)","(8.0, 12.0, 11.21875)","(7.0, 9.0, 8.37142857142857)","(3.5, 4.2, 4.08125)","(9.0, 11.0, 9.805797101449276)","(31.0, 46.0, 36.666666666666664)","(9.0, 17.0, 14.428571428571429)","(8.5, 11.0, 10.466666666666667)"
11-01-2023 15:56:40.418043,"(7.0, 8.6, 8.113709677419354)","(12.0, 15.5, 14.666666666666666)","(10.0, 20.0, 17.375)","(8.0, 12.0, 11.21875)","(7.0, 9.0, 8.37142857142857)","(3.5, 4.2, 4.08125)","(9.0, 11.0, 9.80566037735849)","(31.0, 46.0, 36.666666666666664)","(9.0, 17.0, 14.428571428571429)","(8.5, 11.0, 10.466666666666667)"
11-01-2023 15:56:41.853947,"(7.0, 8.6, 8.103703703703705)","(12.0, 15.5, 14.666666666666666)","(10.0, 20.0, 17.375)","(8.0, 12.0, 11.21875)","(7.0, 9.0, 8.37142857142857)","(3.5, 4.2, 4.08125)","(9.0, 11.0, 9.80566037735849)","(31.0, 46.0, 36.666666666666664)","(9.0, 17.0, 14.428571428571429)","(8.5, 11.0, 10.774193548387096)"
11-01-2023 15:56:43.280708,"(7.0, 8.6, 8.103703703703705)","(12.0, 15.5, 14.666666666666666)","(10.0, 20.0, 17.375)","(8.0, 12.0, 11.21875)","(7.0, 9.0, 8.578947368421053)","(3.5, 4.2, 4.08125)","(9.0, 11.0, 9.80566037735849)","(31.0, 46.0, 36.666666666666664)","(9.0, 17.0, 14.428571428571429)","(8.5, 11.0, 10.774193548387096)"
11-01-2023 15:56:44.724101,"(7.0, 8.6, 8.103703703703705)","(12.0, 15.5, 14.666666666666666)","(10.0, 20.0, 17.375)","(8.0, 12.0, 11.21875)","(7.0, 9.4, 8.65)","(3.5, 4.2, 4.08125)","(9.0, 11.0, 9.80566037735849)","(31.0, 46.0, 36.666666666666664)","(9.0, 17.0, 14.428571428571429)","(8.5, 11.0, 10.25)"
11-01-2023 15:56:46.182658,"(7.0, 8.6, 8.103703703703705)","(12.0, 15.5, 14.666666666666666)","(10.0, 20.0, 17.375)","(8.0, 12.0, 11.21875)","(7.0, 9.4, 8.65)","(3.5, 4.2, 4.08125)","(9.0, 11.0, 9.80566037735849)","(31.0, 46.0, 36.666666666666664)","(9.0, 17.0, 14.428571428571429)","(8.5, 11.0, 10.25)"
11-01-2023 15:56:47.678028,"(7.0, 8.6, 8.103703703703705)","(12.0, 15.5, 14.666666666666666)","(10.0, 20.0, 17.375)","(8.0, 12.0, 11.21875)","(7.0, 9.4, 8.811764705882354)","(3.5, 4.2, 4.08125)","(9.0, 11.0, 9.958024691358025)","(31.0, 46.0, 36.666666666666664)","(9.0, 17.0, 14.428571428571429)","(8.5, 11.0, 10.25)"
11-01-2023 15:56:49.090013,"(7.0, 8.6, 8.101612903225806)","(12.0, 15.5, 14.666666666666666)","(10.0, 20.0, 17.375)","(8.0, 12.0, 11.21875)","(7.0, 9.4, 8.811764705882354)","(3.5, 4.2, 4.116875)","(9.0, 11.0, 9.958024691358025)","(31.0, 46.0, 36.666666666666664)","(9.0, 17.0, 14.428571428571429)","(8.5, 11.0, 10.1)"
11-01-2023 15:56:50.450926,"(7.0, 8.6, 8.101612903225806)","(12.0, 15.5, 13.413793103448276)","(10.0, 20.0, 17.375)","(8.0, 12.0, 11.21875)","(7.0, 9.4, 8.811764705882354)","(3.5, 4.2, 4.027916666666667)","(9.0, 11.0, 9.958024691358025)","(31.0, 46.0, 36.666666666666664)","(9.0, 17.0, 14.428571428571429)","(8.5, 10.5, 10.18888888888889)"
11-01-2023 15:56:51.787729,"(7.0, 8.6, 8.101612903225806)","(12.0, 16.0, 14.666666666666666)","(10.0, 20.0, 17.375)","(8.0, 12.0, 11.21875)","(7.0, 9.4, 8.811764705882354)","(3.5, 4.2, 4.009677419354839)","(9.0, 11.0, 9.958024691358025)","(31.0, 46.0, 36.666666666666664)","(9.0, 17.0, 14.428571428571429)","(8.5, 10.5, 10.18888888888889)"
11-01-2023 15:56:53.176775,"(7.0, 8.6, 8.101612903225806)","(12.0, 15.5, 14.666666666666666)","(10.0, 20.0, 17.375)","(8.0, 12.0, 11.21875)","(7.0, 9.4, 8.65)","(3.5, 4.2, 4.009677419354839)","(9.0, 11.0, 9.958024691358025)","(31.0, 46.0, 36.666666666666664)","(9.0, 17.0, 14.428571428571429)","(8.5, 10.5, 10.18888888888889)"
11-01-2023 15:56:54.599977,"(7.0, 8.6, 8.101612903225806)","(12.0, 15.5, 14.666666666666666)","(10.0, 20.0, 17.375)","(8.0, 12.0, 11.21875)","(7.0, 9.4, 8.811764705882354)","(3.5, 4.2, 4.027916666666667)","(9.0, 11.0, 9.958024691358025)","(31.0, 46.0, 36.666666666666664)","(9.0, 17.0, 14.428571428571429)","(8.5, 10.5, 10.18888888888889)"
11-01-2023 15:56:56.036150,"(7.0, 8.6, 8.101612903225806)","(12.0, 15.5, 14.666666666666666)","(10.0, 20.0, 17.375)","(8.0, 12.0, 11.21875)","(7.0, 9.4, 8.811764705882354)","(3.5, 4.2, 4.027916666666667)","(9.0, 11.0, 9.958024691358025)","(31.0, 46.0, 37.75)","(9.0, 17.0, 14.428571428571429)","(8.5, 10.5, 10.18888888888889)"
11-01-2023 15:56:57.264528,"(7.0, 8.6, 8.101612903225806)","(12.0, 15.5, 14.666666666666666)","(10.0, 20.0, 17.375)","(8.0, 12.0, 11.21875)","(7.0, 9.4, 8.811764705882354)","(3.5, 4.2, 3.914516129032258)","(9.0, 11.0, 9.958024691358025)","(31.0, 55.0, 37.75)","(9.0, 17.0, 14.428571428571429)","(8.5, 10.5, 10.18888888888889)"
11-01-2023 15:56:58.552423,"(7.0, 8.6, 8.101612903225806)","(12.0, 15.5, 14.666666666666666)","(10.0, 20.0, 17.375)","(8.0, 12.0, 11.21875)","(7.0, 9.4, 8.811764705882354)","(3.5, 4.2, 3.914516129032258)","(9.0, 11.0, 9.958024691358025)","(31.0, 55.0, 37.75)","(9.0, 17.0, 14.428571428571429)","(8.5, 10.5, 10.18888888888889)"
11-01-2023 15:56:59.891691,"(7.0, 8.6, 8.101612903225806)","(12.0, 15.5, 14.666666666666666)","(10.0, 20.0, 17.375)","(8.0, 12.0, 11.21875)","(7.0, 9.4, 8.811764705882354)","(3.5, 4.2, 3.9318181818181817)","(9.0, 11.0, 9.958024691358025)","(31.0, 55.0, 37.75)","(9.0, 17.0, 14.428571428571429)","(8.5, 10.5, 10.313333333333334)"
11-01-2023 15:57:01.179338,"(7.0, 8.6, 8.101612903225806)","(12.0, 15.5, 15.11111111111111)","(10.0, 20.0, 17.375)","(8.0, 12.0, 11.21875)","(7.0, 9.4, 8.504477611940299)","(3.5, 4.2, 3.9318181818181817)","(9.0, 11.0, 9.958024691358025)","(31.0, 55.0, 37.75)","(9.0, 17.0, 14.428571428571429)","(8.5, 10.5, 10.313333333333334)"
11-01-2023 15:57:02.550188,"(7.0, 8.6, 8.101612903225806)","(12.0, 15.5, 15.166666666666666)","(10.0, 20.0, 17.375)","(8.0, 12.0, 11.21875)","(7.0, 9.4, 8.504477611940299)","(3.5, 4.2, 3.9318181818181817)","(9.0, 11.0, 9.958024691358025)","(31.0, 55.0, 37.75)","(9.0, 17.0, 14.428571428571429)","(8.5, 10.5, 10.313333333333334)"
11-01-2023 15:57:03.941838,"(7.0, 8.6, 8.101612903225806)","(12.0, 15.5, 14.891304347826086)","(10.0, 20.0, 17.375)","(8.0, 12.0, 11.21875)","(7.0, 9.4, 8.504477611940299)","(3.5, 4.2, 3.9318181818181817)","(9.0, 11.0, 9.958024691358025)","(31.0, 55.0, 37.75)","(9.0, 17.0, 14.428571428571429)","(8.5, 10.5, 10.313333333333334)"
11-01-2023 15:57:05.471057,"(7.0, 8.6, 8.101612903225806)","(12.0, 15.5, 14.891304347826086)","(10.0, 20.0, 17.375)","(8.0, 12.0, 11.21875)","(7.0, 9.4, 8.309090909090909)","(3.5, 4.2, 3.9318181818181817)","(9.0, 11.0, 9.958024691358025)","(31.0, 55.0, 38.0)","(9.0, 17.0, 10.125)","(8.5, 10.5, 10.313333333333334)"
11-01-2023 15:57:06.736211,"(7.0, 8.6, 8.101612903225806)","(12.0, 15.5, 14.891304347826086)","(10.0, 20.0, 17.375)","(8.0, 12.0, 11.21875)","(7.0, 9.4, 8.309090909090909)","(3.5, 4.2, 3.9318181818181817)","(9.0, 11.0, 9.958024691358025)","(31.0, 50.0, 38.0)","(9.0, 10.5, 14.075)","(8.5, 10.5, 10.313333333333334)"
11-01-2023 15:57:08.049958,"(7.0, 8.6, 8.101612903225806)","(12.0, 15.5, 14.891304347826086)","(10.0, 20.0, 17.375)","(8.0, 12.0, 11.21875)","(7.0, 9.4, 8.309090909090909)","(3.5, 4.2, 3.9318181818181817)","(9.0, 11.0, 9.958024691358025)","(31.0, 50.0, 38.0)","(9.0, 17.0, 15.2)","(8.5, 10.5, 10.313333333333334)"
11-01-2023 15:57:09.392349,"(7.0, 8.6, 8.101612903225806)","(12.0, 15.5, 14.891304347826086)","(10.0, 20.0, 17.375)","(8.0, 12.0, 11.21875)","(7.0, 9.4, 8.309090909090909)","(3.5, 4.2, 3.9318181818181817)","(9.0, 11.0, 9.958024691358025)","(31.0, 50.0, 38.0)","(9.0, 17.0, 12.25)","(8.5, 10.5, 10.313333333333334)"
11-01-2023 15:57:10.788012,"(7.0, 8.6, 8.155395683453238)","(12.0, 15.5, 14.891304347826086)","(10.0, 20.0, 17.375)","(8.0, 12.0, 11.21875)","(7.0, 9.4, 8.309090909090909)","(3.5, 4.2, 3.9318181818181817)","(9.0, 11.0, 9.958024691358025)","(31.0, 50.0, 38.0)","(9.0, 17.0, 12.25)","(8.5, 10.5, 10.625)"
11-01-2023 15:57:12.144690,"(7.0, 8.6, 8.155395683453238)","(12.0, 15.5, 14.3)","(10.0, 20.0, 17.375)","(8.0, 12.0, 11.21875)","(7.0, 9.4, 8.309090909090909)","(3.5, 4.2, 3.9318181818181817)","(9.0, 11.0, 9.958024691358025)","(31.0, 50.0, 38.0)","(9.0, 17.0, 13.3)","(8.5, 11.0, 10.625)"
11-01-2023 15:57:13.485796,"(7.0, 8.6, 8.155395683453238)","(12.0, 15.5, 14.3)","(10.0, 20.0, 17.375)","(8.0, 12.0, 11.21875)","(7.0, 9.4, 8.866666666666665)","(3.5, 4.2, 3.9318181818181817)","(9.0, 11.0, 9.958024691358025)","(31.0, 50.0, 38.0)","(9.0, 17.0, 13.3)","(8.5, 11.0, 10.75)"
11-01-2023 15:57:14.792263,"(7.0, 8.6, 8.155395683453238)","(12.0, 15.5, 14.3)","(10.0, 20.0, 17.375)","(8.0, 12.0, 11.21875)","(7.0, 9.2, 8.866666666666665)","(3.5, 4.2, 3.997945205479452)","(9.0, 11.0, 9.958024691358025)","(31.0, 50.0, 37.333333333333336)","(9.0, 17.0, 14.528571428571428)","(8.5, 11.0, 10.378260869565217)"
11-01-2023 15:57:16.063239,"(7.0, 8.6, 8.155395683453238)","(12.0, 13.5, 12.785714285714286)","(10.0, 20.0, 17.375)","(8.0, 12.0, 11.21875)","(7.0, 9.2, 8.866666666666665)","(3.5, 4.2, 4.055555555555555)","(9.0, 11.0, 9.958024691358025)","(31.0, 48.0, 37.333333333333336)","(9.0, 16.5, 15.948)","(8.5, 10.5, 10.378260869565217)"
11-01-2023 15:57:17.544801,"(7.0, 8.6, 8.155395683453238)","(12.0, 13.5, 14.3)","(10.0, 20.0, 17.375)","(8.0, 12.0, 11.21875)","(7.0, 9.2, 8.866666666666665)","(3.5, 4.1, 4.017741935483871)","(9.0, 11.0, 9.958024691358025)","(31.0, 48.0, 37.333333333333336)","(9.0, 16.5, 16.007142857142856)","(8.5, 10.5, 10.378260869565217)"
11-01-2023 15:57:19.043387,"(7.0, 8.6, 8.155395683453238)","(12.0, 15.5, 14.3)","(10.0, 20.0, 17.375)","(8.0, 12.0, 11.21875)","(7.0, 9.2, 8.933333333333334)","(3.5, 4.1, 4.01)","(9.0, 11.0, 9.958024691358025)","(31.0, 48.0, 37.333333333333336)","(9.0, 16.5, 16.007142857142856)","(8.5, 10.5, 10.378260869565217)"
11-01-2023 15:57:20.456840,"(7.0, 8.6, 8.155395683453238)","(12.0, 15.5, 14.3)","(10.0, 20.0, 17.375)","(8.0, 12.0, 11.21875)","(7.0, 9.2, 8.933333333333334)","(3.5, 4.1, 4.035975609756098)","(9.0, 11.0, 9.958024691358025)","(31.0, 48.0, 37.333333333333336)","(9.0, 16.5, 16.007142857142856)","(8.5, 10.5, 10.378260869565217)"
