,Jemeldi,Billionair Baby,Hard To Say,Roll Up,Busting,Cripps Tonite,Corfe Castle,Junqueira,Shaquila,Wowits Willywonka,Alert State,Mishani Persuasion
07-01-2023 14:54:13.162880,"(31.0, 55.0, 49.166666666666664)","(18.0, 29.0, 27.73469387755102)","(9.0, 11.0, 10.752032520325203)","(21.0, 36.0, 34.76923076923077)","(3.8, 4.4, 4.345161290322581)","(14.0, 17.0, 16.677419354838708)","(8.0, 9.2, 9.186915887850466)","(2.35, 2.84, 2.8223673469387753)","(17.0, 22.0, 21.466666666666665)","(61.0, 80.0, 75.16129032258064)","(51.0, 90.0, 86.25)","(91.0, 220.0, 215.0)"
07-01-2023 14:54:14.689904,"(31.0, 55.0, 49.166666666666664)","(18.0, 29.0, 27.73469387755102)","(9.0, 11.0, 10.752032520325203)","(21.0, 36.0, 34.76923076923077)","(3.8, 4.4, 4.345161290322581)","(14.0, 17.0, 16.294871794871796)","(8.0, 9.2, 9.186915887850466)","(2.35, 2.84, 2.8223673469387753)","(17.0, 22.0, 21.466666666666665)","(61.0, 80.0, 75.16129032258064)","(51.0, 90.0, 86.25)","(91.0, 220.0, 215.0)"
07-01-2023 14:54:16.257830,"(31.0, 55.0, 49.166666666666664)","(18.0, 29.0, 27.73469387755102)","(9.0, 11.0, 10.752032520325203)","(21.0, 36.0, 34.76923076923077)","(3.8, 4.4, 4.345161290322581)","(14.0, 17.0, 16.17910447761194)","(8.0, 9.2, 9.186915887850466)","(2.35, 2.84, 2.8220746887966803)","(17.0, 22.0, 21.466666666666665)","(61.0, 80.0, 75.16129032258064)","(51.0, 90.0, 93.75)","(91.0, 220.0, 215.0)"
07-01-2023 14:54:17.836169,"(31.0, 55.0, 49.166666666666664)","(18.0, 29.0, 27.73469387755102)","(9.0, 11.0, 10.752032520325203)","(21.0, 36.0, 34.76923076923077)","(3.8, 4.4, 4.345161290322581)","(14.0, 17.0, 16.17910447761194)","(8.0, 9.2, 9.153846153846153)","(2.35, 2.84, 2.8220746887966803)","(17.0, 22.0, 21.466666666666665)","(61.0, 80.0, 75.16129032258064)","(51.0, 100.0, 93.75)","(91.0, 220.0, 215.0)"
07-01-2023 14:54:19.315398,"(31.0, 55.0, 49.166666666666664)","(18.0, 29.0, 27.73469387755102)","(9.0, 11.0, 10.752032520325203)","(21.0, 36.0, 34.76923076923077)","(3.8, 4.4, 4.345161290322581)","(14.0, 17.0, 16.17910447761194)","(8.0, 9.2, 9.153846153846153)","(2.35, 2.84, 2.8220746887966803)","(17.0, 22.0, 21.466666666666665)","(61.0, 80.0, 75.16129032258064)","(51.0, 100.0, 93.75)","(91.0, 220.0, 215.0)"
07-01-2023 14:54:20.771229,"(31.0, 55.0, 49.166666666666664)","(18.0, 29.0, 27.73469387755102)","(9.0, 11.0, 10.752032520325203)","(21.0, 36.0, 34.76923076923077)","(3.8, 4.4, 4.345161290322581)","(14.0, 17.0, 16.17391304347826)","(8.0, 9.2, 9.153846153846153)","(2.35, 2.84, 2.8220746887966803)","(17.0, 22.0, 21.466666666666665)","(61.0, 80.0, 75.16129032258064)","(51.0, 100.0, 93.75)","(91.0, 220.0, 215.0)"
07-01-2023 14:54:22.271653,"(31.0, 55.0, 49.166666666666664)","(18.0, 29.0, 27.73469387755102)","(9.0, 11.0, 10.752032520325203)","(21.0, 36.0, 34.76923076923077)","(3.8, 4.4, 4.345161290322581)","(14.0, 17.0, 16.17391304347826)","(8.0, 9.2, 9.153846153846153)","(2.35, 2.84, 2.8220746887966803)","(17.0, 22.0, 21.466666666666665)","(61.0, 80.0, 75.16129032258064)","(51.0, 100.0, 93.75)","(91.0, 220.0, 215.0)"
07-01-2023 14:54:23.814720,"(31.0, 55.0, 49.166666666666664)","(18.0, 29.0, 27.73469387755102)","(9.0, 11.0, 10.752032520325203)","(21.0, 36.0, 34.76923076923077)","(3.8, 4.4, 4.345161290322581)","(14.0, 17.0, 16.17391304347826)","(8.0, 9.2, 9.153846153846153)","(2.35, 2.84, 2.8220746887966803)","(17.0, 22.0, 21.466666666666665)","(61.0, 80.0, 75.16129032258064)","(51.0, 100.0, 93.75)","(91.0, 220.0, 215.0)"
07-01-2023 14:54:25.318727,"(31.0, 55.0, 49.166666666666664)","(18.0, 29.0, 27.73469387755102)","(9.0, 11.0, 10.752032520325203)","(21.0, 36.0, 34.76923076923077)","(3.8, 4.4, 4.345161290322581)","(14.0, 17.0, 16.194444444444443)","(8.0, 9.2, 9.153846153846153)","(2.35, 2.84, 2.8260696517412933)","(17.0, 22.0, 21.466666666666665)","(61.0, 80.0, 75.16129032258064)","(51.0, 100.0, 93.75)","(91.0, 220.0, 215.0)"
07-01-2023 14:54:26.909715,"(31.0, 55.0, 49.166666666666664)","(18.0, 29.0, 27.73469387755102)","(9.0, 11.0, 10.752032520325203)","(21.0, 36.0, 34.76923076923077)","(3.8, 4.4, 4.345161290322581)","(14.0, 16.5, 16.194444444444443)","(8.0, 9.2, 9.153846153846153)","(2.35, 2.84, 2.8260696517412933)","(17.0, 22.0, 21.466666666666665)","(61.0, 80.0, 75.16129032258064)","(51.0, 100.0, 93.75)","(91.0, 220.0, 215.0)"
07-01-2023 14:54:28.523020,"(31.0, 55.0, 49.166666666666664)","(18.0, 29.0, 27.73469387755102)","(9.0, 11.0, 10.752032520325203)","(21.0, 36.0, 34.76923076923077)","(3.8, 4.4, 4.345161290322581)","(14.0, 16.5, 16.194444444444443)","(8.0, 9.2, 9.153846153846153)","(2.35, 2.84, 2.8260696517412933)","(17.0, 22.0, 21.466666666666665)","(61.0, 80.0, 75.16129032258064)","(51.0, 100.0, 93.75)","(91.0, 220.0, 215.0)"
07-01-2023 14:54:30.147796,"(31.0, 55.0, 49.166666666666664)","(18.0, 29.0, 27.73469387755102)","(9.0, 11.0, 10.752032520325203)","(21.0, 36.0, 34.76923076923077)","(3.8, 4.4, 4.345161290322581)","(14.0, 16.5, 16.614285714285714)","(8.0, 9.2, 9.153846153846153)","(2.35, 2.84, 2.825126050420168)","(17.0, 22.0, 21.466666666666665)","(61.0, 80.0, 75.16129032258064)","(51.0, 100.0, 93.75)","(91.0, 220.0, 215.0)"
07-01-2023 14:54:31.718169,"(31.0, 55.0, 49.166666666666664)","(18.0, 29.0, 27.73469387755102)","(9.0, 11.0, 10.752032520325203)","(21.0, 36.0, 34.76923076923077)","(3.8, 4.4, 4.345161290322581)","(14.0, 17.0, 16.629032258064516)","(8.0, 9.2, 9.153846153846153)","(2.35, 2.84, 2.825126050420168)","(17.0, 22.0, 21.466666666666665)","(61.0, 80.0, 75.16129032258064)","(51.0, 100.0, 93.75)","(91.0, 220.0, 215.0)"
07-01-2023 14:54:33.309653,"(31.0, 55.0, 49.166666666666664)","(18.0, 29.0, 27.73469387755102)","(9.0, 11.0, 10.752032520325203)","(21.0, 36.0, 34.76923076923077)","(3.8, 4.4, 4.345161290322581)","(14.0, 17.0, 16.629032258064516)","(8.0, 9.2, 9.153846153846153)","(2.35, 2.84, 2.825126050420168)","(17.0, 22.0, 21.466666666666665)","(61.0, 80.0, 75.16129032258064)","(51.0, 100.0, 93.75)","(91.0, 220.0, 215.0)"
07-01-2023 14:54:34.847735,"(31.0, 55.0, 49.166666666666664)","(18.0, 29.0, 27.73469387755102)","(9.0, 11.0, 10.752032520325203)","(21.0, 36.0, 34.76923076923077)","(3.8, 4.4, 4.345161290322581)","(14.0, 17.0, 16.261904761904763)","(8.0, 9.2, 9.148571428571428)","(2.35, 2.84, 2.825126050420168)","(17.0, 22.0, 21.466666666666665)","(61.0, 80.0, 75.16129032258064)","(51.0, 100.0, 93.75)","(91.0, 220.0, 215.0)"
07-01-2023 14:54:36.388583,"(31.0, 55.0, 49.166666666666664)","(18.0, 29.0, 27.73469387755102)","(9.0, 11.0, 10.752032520325203)","(21.0, 36.0, 34.76923076923077)","(3.8, 4.4, 4.345161290322581)","(14.0, 17.0, 16.261904761904763)","(8.0, 9.2, 9.148571428571428)","(2.35, 2.84, 2.825126050420168)","(17.0, 22.0, 21.424)","(61.0, 80.0, 75.16129032258064)","(51.0, 100.0, 93.75)","(91.0, 220.0, 215.0)"
07-01-2023 14:54:37.932619,"(31.0, 55.0, 49.166666666666664)","(18.0, 29.0, 27.73469387755102)","(9.0, 11.0, 10.752032520325203)","(21.0, 36.0, 34.76923076923077)","(3.8, 4.4, 4.345161290322581)","(14.0, 17.0, 16.261904761904763)","(8.0, 9.2, 9.148571428571428)","(2.35, 2.84, 2.825126050420168)","(17.0, 22.0, 21.424)","(61.0, 80.0, 75.16129032258064)","(51.0, 100.0, 93.75)","(91.0, 220.0, 215.0)"
07-01-2023 14:54:39.751519,"(31.0, 55.0, 49.166666666666664)","(18.0, 29.0, 27.73469387755102)","(9.0, 11.0, 10.741525423728813)","(21.0, 36.0, 34.76923076923077)","(3.8, 4.4, 4.345161290322581)","(14.0, 17.0, 16.261904761904763)","(8.0, 9.2, 9.148571428571428)","(2.35, 2.84, 2.825126050420168)","(17.0, 22.0, 21.424)","(61.0, 80.0, 75.16129032258064)","(51.0, 100.0, 93.75)","(91.0, 220.0, 215.0)"
07-01-2023 14:54:41.482672,"(31.0, 55.0, 49.166666666666664)","(18.0, 29.0, 27.73469387755102)","(9.0, 11.0, 10.741525423728813)","(21.0, 36.0, 34.76923076923077)","(3.8, 4.4, 4.345161290322581)","(14.0, 17.0, 16.261904761904763)","(8.0, 9.2, 9.148571428571428)","(2.35, 2.84, 2.8233802816901408)","(17.0, 22.0, 21.424)","(61.0, 80.0, 75.16129032258064)","(51.0, 100.0, 93.75)","(91.0, 220.0, 215.0)"
07-01-2023 14:54:43.164191,"(31.0, 55.0, 49.166666666666664)","(18.0, 29.0, 27.73469387755102)","(9.0, 11.0, 10.741525423728813)","(21.0, 36.0, 34.76923076923077)","(3.8, 4.4, 4.345161290322581)","(14.0, 17.0, 16.261904761904763)","(8.0, 9.2, 9.148571428571428)","(2.35, 2.84, 2.8233802816901408)","(17.0, 22.0, 21.424)","(61.0, 80.0, 75.16129032258064)","(51.0, 100.0, 93.75)","(91.0, 220.0, 215.0)"
07-01-2023 14:54:44.831410,"(31.0, 55.0, 49.166666666666664)","(18.0, 29.0, 27.73469387755102)","(9.0, 11.0, 10.741525423728813)","(21.0, 36.0, 34.76923076923077)","(3.8, 4.4, 4.345161290322581)","(14.0, 17.0, 16.621951219512194)","(8.0, 9.2, 9.148571428571428)","(2.35, 2.84, 2.8233802816901408)","(17.0, 22.0, 21.424)","(61.0, 80.0, 75.16129032258064)","(51.0, 100.0, 93.75)","(91.0, 220.0, 215.0)"
07-01-2023 14:54:46.480472,"(31.0, 55.0, 49.166666666666664)","(18.0, 29.0, 27.73469387755102)","(9.0, 11.0, 10.741525423728813)","(21.0, 36.0, 34.76923076923077)","(3.8, 4.4, 4.345161290322581)","(14.0, 17.0, 16.621951219512194)","(8.0, 9.2, 9.153846153846153)","(2.35, 2.84, 2.8233802816901408)","(17.0, 22.0, 21.424)","(61.0, 80.0, 75.16129032258064)","(51.0, 100.0, 93.75)","(91.0, 220.0, 215.0)"
07-01-2023 14:54:48.061651,"(31.0, 55.0, 49.166666666666664)","(18.0, 29.0, 27.73469387755102)","(9.0, 11.0, 10.741525423728813)","(21.0, 36.0, 34.76923076923077)","(3.8, 4.4, 4.345161290322581)","(14.0, 17.0, 16.621951219512194)","(8.0, 9.2, 9.153846153846153)","(2.35, 2.84, 2.8233802816901408)","(17.0, 22.0, 21.424)","(61.0, 80.0, 75.16129032258064)","(51.0, 100.0, 93.75)","(91.0, 220.0, 215.0)"
07-01-2023 14:54:49.538435,"(31.0, 55.0, 49.166666666666664)","(18.0, 29.0, 27.73469387755102)","(9.0, 11.0, 10.741525423728813)","(21.0, 36.0, 34.76923076923077)","(3.8, 4.4, 4.345161290322581)","(14.0, 17.0, 16.621951219512194)","(8.0, 9.2, 9.153846153846153)","(2.35, 2.84, 2.8233802816901408)","(17.0, 22.0, 21.424)","(61.0, 80.0, 75.16129032258064)","(51.0, 100.0, 93.75)","(91.0, 220.0, 215.0)"
07-01-2023 14:54:50.978006,"(31.0, 55.0, 49.166666666666664)","(18.0, 29.0, 27.73469387755102)","(9.0, 11.0, 10.741525423728813)","(21.0, 36.0, 34.76923076923077)","(3.8, 4.4, 4.345161290322581)","(14.0, 17.0, 16.621951219512194)","(8.0, 9.2, 9.153846153846153)","(2.35, 2.84, 2.8233802816901408)","(17.0, 22.0, 21.424)","(61.0, 80.0, 75.16129032258064)","(51.0, 100.0, 93.75)","(91.0, 220.0, 215.0)"
07-01-2023 14:54:52.480602,"(31.0, 55.0, 49.166666666666664)","(18.0, 29.0, 27.73469387755102)","(9.0, 11.0, 10.741525423728813)","(21.0, 36.0, 34.76923076923077)","(3.8, 4.4, 4.345161290322581)","(14.0, 17.0, 16.621951219512194)","(8.0, 9.2, 9.153846153846153)","(2.35, 2.84, 2.8233802816901408)","(17.0, 22.0, 21.424)","(61.0, 80.0, 75.16129032258064)","(51.0, 100.0, 93.75)","(91.0, 220.0, 215.0)"
07-01-2023 14:54:54.096166,"(31.0, 55.0, 49.166666666666664)","(18.0, 29.0, 27.73469387755102)","(9.0, 11.0, 10.741525423728813)","(21.0, 36.0, 34.76923076923077)","(3.8, 4.4, 4.345161290322581)","(14.0, 17.0, 16.621951219512194)","(8.0, 9.2, 9.153846153846153)","(2.35, 2.84, 2.8233802816901408)","(17.0, 22.0, 21.424)","(61.0, 80.0, 75.16129032258064)","(51.0, 100.0, 93.75)","(91.0, 220.0, 215.0)"
07-01-2023 14:54:55.558674,"(31.0, 55.0, 49.166666666666664)","(18.0, 29.0, 27.73469387755102)","(9.0, 11.0, 10.741525423728813)","(21.0, 36.0, 34.76923076923077)","(3.8, 4.4, 4.345161290322581)","(14.0, 17.0, 16.621951219512194)","(8.0, 9.2, 9.153846153846153)","(2.35, 2.84, 2.8233802816901408)","(17.0, 22.0, 21.424)","(61.0, 80.0, 75.16129032258064)","(51.0, 100.0, 93.75)","(91.0, 220.0, 215.0)"
07-01-2023 14:54:56.989648,"(31.0, 55.0, 49.166666666666664)","(18.0, 29.0, 27.73469387755102)","(9.0, 11.0, 10.741525423728813)","(21.0, 36.0, 34.76923076923077)","(3.8, 4.4, 4.345161290322581)","(14.0, 17.0, 16.621951219512194)","(8.0, 9.2, 9.153846153846153)","(2.35, 2.84, 2.8233802816901408)","(17.0, 22.0, 21.424)","(61.0, 80.0, 75.16129032258064)","(51.0, 100.0, 93.75)","(91.0, 220.0, 215.0)"
07-01-2023 14:54:58.443408,"(31.0, 55.0, 49.166666666666664)","(18.0, 29.0, 27.73469387755102)","(9.0, 11.0, 10.741525423728813)","(21.0, 36.0, 34.76923076923077)","(3.8, 4.4, 4.345161290322581)","(14.0, 17.0, 16.621951219512194)","(8.0, 9.2, 9.153846153846153)","(2.35, 2.84, 2.8233802816901408)","(17.0, 22.0, 21.424)","(61.0, 80.0, 75.16129032258064)","(51.0, 100.0, 93.75)","(91.0, 220.0, 215.0)"
07-01-2023 14:55:00.013350,"(31.0, 55.0, 49.166666666666664)","(18.0, 29.0, 27.73469387755102)","(9.0, 11.0, 10.741525423728813)","(21.0, 36.0, 34.76923076923077)","(3.8, 4.4, 4.345161290322581)","(14.0, 17.0, 16.621951219512194)","(8.0, 9.2, 9.153846153846153)","(2.35, 2.84, 2.8056880733944953)","(17.0, 22.0, 21.424)","(61.0, 80.0, 75.16129032258064)","(51.0, 100.0, 93.75)","(91.0, 220.0, 215.0)"
07-01-2023 14:55:01.435168,"(31.0, 55.0, 49.166666666666664)","(18.0, 29.0, 27.830188679245282)","(9.0, 11.0, 10.759842519685039)","(21.0, 36.0, 34.857142857142854)","(3.8, 4.4, 4.349337748344371)","(14.0, 17.0, 16.670212765957448)","(8.0, 9.2, 9.159550561797753)","(2.35, 2.82, 2.8092413793103446)","(17.0, 22.0, 21.446153846153845)","(61.0, 80.0, 75.16129032258064)","(51.0, 100.0, 95.0)","(91.0, 220.0, 215.33333333333334)"
07-01-2023 14:55:02.921691,"(31.0, 55.0, 49.166666666666664)","(18.0, 29.0, 27.830188679245282)","(9.0, 11.0, 10.759842519685039)","(21.0, 36.0, 34.857142857142854)","(3.8, 4.4, 4.349337748344371)","(14.0, 17.0, 16.670212765957448)","(8.0, 9.2, 9.159550561797753)","(2.35, 2.82, 2.8092413793103446)","(17.0, 22.0, 21.446153846153845)","(61.0, 80.0, 75.16129032258064)","(51.0, 100.0, 95.0)","(91.0, 220.0, 190.0)"
07-01-2023 14:55:04.425848,"(31.0, 55.0, 49.166666666666664)","(18.0, 29.0, 27.830188679245282)","(9.0, 11.0, 10.759842519685039)","(21.0, 36.0, 34.857142857142854)","(3.8, 4.4, 4.349310344827586)","(14.0, 17.0, 16.670212765957448)","(8.0, 9.2, 9.159550561797753)","(2.35, 2.82, 2.8092413793103446)","(17.0, 22.0, 21.446153846153845)","(61.0, 80.0, 75.16129032258064)","(51.0, 100.0, 95.0)","(91.0, 220.0, 190.0)"
07-01-2023 14:55:05.893860,"(31.0, 55.0, 49.166666666666664)","(18.0, 29.0, 27.830188679245282)","(9.0, 11.0, 10.759842519685039)","(21.0, 36.0, 34.857142857142854)","(3.8, 4.4, 4.349310344827586)","(14.0, 17.0, 16.670212765957448)","(8.0, 9.2, 9.159550561797753)","(2.35, 2.82, 2.8092413793103446)","(17.0, 22.0, 21.446153846153845)","(61.0, 80.0, 75.16129032258064)","(51.0, 100.0, 95.0)","(91.0, 220.0, 190.0)"
07-01-2023 14:55:07.396703,"(31.0, 55.0, 49.166666666666664)","(18.0, 29.0, 27.85185185185185)","(9.0, 11.0, 10.767175572519085)","(21.0, 36.0, 34.883720930232556)","(3.8, 4.4, 4.350671140939597)","(14.0, 17.0, 16.683673469387756)","(8.0, 9.2, 9.161290322580644)","(2.35, 2.82, 2.804705882352941)","(17.0, 22.0, 21.454545454545453)","(61.0, 80.0, 75.16129032258064)","(51.0, 100.0, 95.83333333333334)","(91.0, 220.0, 200.0)"
07-01-2023 14:55:08.918477,"(31.0, 55.0, 49.473684210526315)","(18.0, 29.0, 27.85185185185185)","(9.0, 11.0, 10.767175572519085)","(21.0, 36.0, 34.883720930232556)","(3.8, 4.4, 4.350671140939597)","(14.0, 17.0, 16.683673469387756)","(8.0, 9.2, 9.161290322580644)","(2.35, 2.82, 2.804705882352941)","(17.0, 22.0, 21.454545454545453)","(61.0, 80.0, 75.16129032258064)","(51.0, 100.0, 95.83333333333334)","(91.0, 220.0, 200.0)"
07-01-2023 14:55:10.495938,"(31.0, 55.0, 49.473684210526315)","(18.0, 29.0, 27.85185185185185)","(9.0, 11.0, 10.767175572519085)","(21.0, 36.0, 34.883720930232556)","(3.8, 4.4, 4.350671140939597)","(14.0, 17.0, 16.683673469387756)","(8.0, 9.2, 9.161290322580644)","(2.35, 2.82, 2.804705882352941)","(17.0, 22.0, 21.454545454545453)","(61.0, 80.0, 75.16129032258064)","(51.0, 100.0, 95.83333333333334)","(91.0, 220.0, 200.0)"
07-01-2023 14:55:11.980227,"(31.0, 55.0, 49.473684210526315)","(18.0, 29.0, 27.85185185185185)","(9.0, 11.0, 10.767175572519085)","(21.0, 36.0, 34.883720930232556)","(3.8, 4.4, 4.350671140939597)","(14.0, 17.0, 16.683673469387756)","(8.0, 9.2, 9.161290322580644)","(2.35, 2.82, 2.804705882352941)","(17.0, 22.0, 21.454545454545453)","(61.0, 80.0, 75.16129032258064)","(51.0, 100.0, 95.83333333333334)","(91.0, 220.0, 200.0)"
07-01-2023 14:55:13.557938,"(31.0, 55.0, 49.473684210526315)","(18.0, 29.0, 27.85185185185185)","(9.0, 11.0, 10.804487179487179)","(21.0, 36.0, 34.883720930232556)","(3.8, 4.4, 4.350671140939597)","(14.0, 17.0, 16.683673469387756)","(8.0, 9.2, 9.161290322580644)","(2.35, 2.82, 2.804705882352941)","(17.0, 22.0, 21.454545454545453)","(61.0, 80.0, 75.16129032258064)","(51.0, 100.0, 95.83333333333334)","(91.0, 220.0, 200.0)"
07-01-2023 14:55:15.085646,"(31.0, 55.0, 49.473684210526315)","(18.0, 29.0, 27.85185185185185)","(9.0, 11.0, 10.804487179487179)","(21.0, 36.0, 34.883720930232556)","(3.8, 4.4, 4.350671140939597)","(14.0, 17.0, 16.683673469387756)","(8.0, 9.2, 9.161290322580644)","(2.35, 2.82, 2.804705882352941)","(17.0, 22.0, 21.454545454545453)","(61.0, 80.0, 75.16129032258064)","(51.0, 100.0, 95.83333333333334)","(91.0, 220.0, 200.0)"
07-01-2023 14:55:16.651894,"(31.0, 55.0, 49.473684210526315)","(18.0, 29.0, 27.85185185185185)","(9.0, 11.0, 10.804487179487179)","(21.0, 36.0, 34.883720930232556)","(3.8, 4.4, 4.350671140939597)","(14.0, 17.0, 16.683673469387756)","(8.0, 9.2, 9.167567567567566)","(2.35, 2.82, 2.801443298969072)","(17.0, 22.0, 21.454545454545453)","(61.0, 80.0, 75.16129032258064)","(51.0, 100.0, 95.83333333333334)","(91.0, 220.0, 200.0)"
07-01-2023 14:55:18.349279,"(31.0, 55.0, 49.473684210526315)","(18.0, 29.0, 27.85185185185185)","(9.0, 11.0, 10.804487179487179)","(21.0, 36.0, 34.883720930232556)","(3.8, 4.4, 4.350671140939597)","(14.0, 17.0, 16.683673469387756)","(8.0, 9.2, 9.167567567567566)","(2.35, 2.82, 2.801443298969072)","(17.0, 22.0, 21.454545454545453)","(61.0, 80.0, 75.16129032258064)","(51.0, 100.0, 95.83333333333334)","(91.0, 220.0, 200.0)"
07-01-2023 14:55:20.107788,"(31.0, 55.0, 49.473684210526315)","(18.0, 29.0, 27.85185185185185)","(9.0, 11.0, 10.804487179487179)","(21.0, 36.0, 34.883720930232556)","(3.8, 4.4, 4.350671140939597)","(14.0, 17.0, 16.683673469387756)","(8.0, 9.2, 9.167567567567566)","(2.35, 2.82, 2.801443298969072)","(17.0, 22.0, 21.454545454545453)","(61.0, 80.0, 75.16129032258064)","(51.0, 100.0, 95.83333333333334)","(91.0, 220.0, 200.0)"
07-01-2023 14:55:22.108121,"(31.0, 55.0, 49.473684210526315)","(18.0, 29.0, 27.85185185185185)","(9.0, 11.0, 10.786144578313253)","(21.0, 36.0, 34.883720930232556)","(3.8, 4.4, 4.350671140939597)","(14.0, 17.0, 16.683673469387756)","(8.0, 9.2, 9.167567567567566)","(2.35, 2.82, 2.801443298969072)","(17.0, 22.0, 21.454545454545453)","(61.0, 80.0, 75.16129032258064)","(51.0, 100.0, 95.83333333333334)","(91.0, 220.0, 200.0)"
