,Influencer,Kanga Lights,Helmet Giblet,Spring Bonnie,Escape Inn,Crazy Dream,Entice,Pyrotechnic
07-12-2022 13:34:28.709182,"(3.6, 4.3, 4.13125)","(18.0, 26.0, 22.071428571428573)","(9.0, 11.5, 10.738095238095237)","(2.9, 3.3, 3.261111111111111)","(21.0, 29.0, 24.344827586206897)","(5.5, 8.0, 7.683870967741935)","(7.5, 19.0, 17.75)","(7.5, 15.5, 15.326923076923077)"
07-12-2022 13:34:29.763552,"(3.6, 4.3, 4.015789473684211)","(18.0, 26.0, 22.082474226804123)","(9.0, 11.5, 10.763157894736842)","(2.9, 3.35, 3.2394736842105263)","(21.0, 29.0, 23.153846153846153)","(5.5, 8.2, 7.683870967741935)","(7.5, 19.0, 17.75)","(7.5, 15.5, 15.326923076923077)"
07-12-2022 13:34:31.030822,"(3.6, 4.3, 4.015789473684211)","(18.0, 26.0, 22.082474226804123)","(9.0, 11.5, 10.763157894736842)","(2.9, 3.35, 3.2416666666666667)","(21.0, 28.0, 22.113636363636363)","(5.5, 8.2, 7.683870967741935)","(7.5, 19.0, 17.958333333333332)","(7.5, 15.5, 15.326923076923077)"
07-12-2022 13:34:32.291933,"(3.6, 4.3, 4.015789473684211)","(18.0, 26.0, 22.082474226804123)","(9.0, 11.5, 10.763157894736842)","(2.9, 3.35, 3.208695652173913)","(21.0, 28.0, 22.08888888888889)","(5.5, 8.2, 7.584615384615384)","(7.5, 19.0, 17.958333333333332)","(7.5, 15.5, 15.326923076923077)"
07-12-2022 13:34:33.471370,"(3.6, 4.3, 4.015789473684211)","(18.0, 26.0, 22.082474226804123)","(9.0, 11.5, 10.763157894736842)","(2.9, 3.35, 3.1694444444444447)","(21.0, 28.0, 22.555555555555557)","(5.5, 8.2, 7.5600000000000005)","(7.5, 19.0, 17.958333333333332)","(7.5, 15.5, 15.326923076923077)"
07-12-2022 13:34:34.647716,"(3.6, 4.3, 4.015789473684211)","(18.0, 26.0, 22.082474226804123)","(9.0, 11.5, 10.763157894736842)","(2.9, 3.35, 3.260344827586207)","(21.0, 27.0, 22.024390243902438)","(5.5, 8.2, 7.533333333333333)","(7.5, 19.0, 17.958333333333332)","(7.5, 15.5, 15.326923076923077)"
07-12-2022 13:34:35.848342,"(3.6, 4.3, 4.015789473684211)","(18.0, 26.0, 22.082474226804123)","(9.0, 11.5, 10.763157894736842)","(2.9, 3.35, 3.260344827586207)","(21.0, 27.0, 22.024390243902438)","(5.5, 8.2, 7.533333333333333)","(7.5, 19.0, 17.958333333333332)","(7.5, 15.5, 15.326923076923077)"
07-12-2022 13:34:37.001709,"(3.6, 4.3, 4.015789473684211)","(18.0, 26.0, 22.082474226804123)","(9.0, 11.5, 10.763157894736842)","(2.9, 3.35, 3.287931034482759)","(21.0, 27.0, 23.916666666666668)","(5.5, 8.2, 6.680000000000001)","(7.5, 19.0, 17.958333333333332)","(7.5, 15.5, 15.379999999999999)"
07-12-2022 13:34:38.109578,"(3.6, 4.3, 4.015789473684211)","(18.0, 26.0, 22.082474226804123)","(9.0, 11.5, 10.763157894736842)","(2.9, 3.35, 3.287931034482759)","(21.0, 26.0, 23.058823529411764)","(5.5, 7.8, 6.866666666666667)","(7.5, 19.0, 17.958333333333332)","(7.5, 15.5, 15.379999999999999)"
07-12-2022 13:34:39.267751,"(3.6, 4.3, 3.9733333333333336)","(18.0, 26.0, 22.082474226804123)","(9.0, 11.5, 10.794117647058824)","(2.9, 3.35, 3.3153846153846156)","(21.0, 26.0, 22.037037037037038)","(5.5, 7.8, 6.6947368421052635)","(7.5, 19.0, 17.958333333333332)","(7.5, 15.5, 15.379999999999999)"
07-12-2022 13:34:40.488173,"(3.6, 4.3, 3.9733333333333336)","(18.0, 26.0, 22.082474226804123)","(9.0, 11.5, 10.794117647058824)","(2.9, 3.35, 3.29375)","(21.0, 25.0, 21.96551724137931)","(5.5, 7.8, 6.711111111111111)","(7.5, 19.0, 17.958333333333332)","(7.5, 15.5, 15.379999999999999)"
07-12-2022 13:34:41.539071,"(3.6, 4.3, 3.9684210526315793)","(18.0, 26.0, 22.082474226804123)","(9.0, 11.5, 10.794117647058824)","(2.9, 3.35, 3.29375)","(21.0, 25.0, 21.595744680851062)","(5.5, 7.8, 6.6947368421052635)","(7.5, 19.0, 17.958333333333332)","(7.5, 15.5, 15.379999999999999)"
07-12-2022 13:34:42.611715,"(3.6, 4.3, 4.0777777777777775)","(18.0, 26.0, 22.082474226804123)","(9.0, 11.5, 10.794117647058824)","(2.9, 3.35, 3.29375)","(21.0, 25.0, 21.509090909090908)","(5.5, 7.8, 6.6947368421052635)","(7.5, 19.0, 17.958333333333332)","(7.5, 15.5, 15.379999999999999)"
07-12-2022 13:34:43.738410,"(3.3, 4.3, 4.05)","(19.0, 26.0, 22.082474226804123)","(8.5, 11.5, 10.794117647058824)","(2.9, 3.35, 3.29375)","(21.0, 25.0, 21.509090909090908)","(6.0, 7.8, 6.6947368421052635)","(8.0, 19.0, 17.958333333333332)","(8.5, 15.5, 15.379999999999999)"
07-12-2022 13:34:44.798744,"(3.3, 4.3, 4.05)","(19.0, 26.0, 22.082474226804123)","(8.5, 11.5, 10.794117647058824)","(2.9, 3.35, 3.29375)","(21.0, 25.0, 21.509090909090908)","(6.0, 7.8, 6.6947368421052635)","(8.0, 19.0, 17.958333333333332)","(8.5, 15.5, 16.285714285714285)"
07-12-2022 13:34:45.913148,"(3.3, 4.2, 4.1)","(19.0, 26.0, 22.082474226804123)","(8.5, 11.5, 10.794117647058824)","(2.9, 3.4, 3.325)","(21.0, 25.0, 21.509090909090908)","(6.0, 7.8, 6.6947368421052635)","(8.0, 19.0, 17.958333333333332)","(8.5, 17.0, 15.40909090909091)"
07-12-2022 13:34:47.065610,"(3.3, 4.2, 4.065)","(19.0, 26.0, 22.082474226804123)","(8.5, 11.5, 10.794117647058824)","(2.9, 3.4, 3.3)","(21.0, 25.0, 24.0625)","(6.0, 7.8, 6.6947368421052635)","(8.0, 19.0, 17.958333333333332)","(8.5, 16.5, 16.31818181818182)"
07-12-2022 13:34:48.225441,"(3.3, 4.2, 4.065)","(19.0, 26.0, 22.082474226804123)","(8.5, 11.5, 10.794117647058824)","(2.9, 3.4, 3.351923076923077)","(21.0, 25.0, 24.06382978723404)","(6.0, 7.8, 6.6947368421052635)","(8.0, 19.0, 17.75)","(8.5, 16.5, 16.31818181818182)"
07-12-2022 13:34:49.408826,"(3.3, 4.2, 4.137209302325582)","(19.0, 26.0, 22.082474226804123)","(8.5, 11.5, 10.794117647058824)","(2.9, 3.4, 3.351923076923077)","(21.0, 25.0, 24.06382978723404)","(6.0, 7.8, 6.608695652173913)","(8.0, 19.0, 17.958333333333332)","(8.5, 16.5, 16.377551020408163)"
07-12-2022 13:34:50.475249,"(3.3, 4.2, 4.161290322580645)","(19.0, 26.0, 22.082474226804123)","(8.5, 11.5, 10.794117647058824)","(2.9, 3.4, 3.351923076923077)","(21.0, 25.0, 24.06382978723404)","(6.0, 7.6, 6.844444444444445)","(8.0, 19.0, 17.958333333333332)","(8.5, 16.5, 16.377551020408163)"
07-12-2022 13:34:51.570785,"(3.3, 4.2, 4.161290322580645)","(19.0, 26.0, 22.082474226804123)","(8.5, 11.5, 10.794117647058824)","(2.9, 3.4, 3.351923076923077)","(21.0, 25.0, 24.06382978723404)","(6.0, 7.4, 6.622222222222223)","(8.0, 19.0, 19.125)","(8.5, 16.5, 16.377551020408163)"
07-12-2022 13:34:52.742800,"(3.3, 4.2, 4.161290322580645)","(19.0, 26.0, 22.082474226804123)","(8.5, 11.5, 10.794117647058824)","(2.9, 3.4, 3.351923076923077)","(21.0, 25.0, 24.06382978723404)","(6.0, 7.4, 6.610526315789474)","(8.0, 19.5, 19.125)","(8.5, 16.5, 16.377551020408163)"
07-12-2022 13:34:53.992891,"(3.3, 4.2, 4.161290322580645)","(19.0, 26.0, 22.082474226804123)","(8.5, 11.5, 10.794117647058824)","(2.9, 3.4, 3.31)","(21.0, 25.0, 24.06382978723404)","(6.0, 7.4, 6.610526315789474)","(8.0, 19.5, 18.6)","(8.5, 16.5, 16.26923076923077)"
07-12-2022 13:34:55.191669,"(3.3, 4.2, 4.161290322580645)","(19.0, 26.0, 22.082474226804123)","(8.5, 11.5, 10.794117647058824)","(2.9, 3.4, 3.328)","(21.0, 25.0, 24.06382978723404)","(6.0, 7.4, 6.610526315789474)","(8.5, 19.5, 18.6)","(8.5, 16.5, 16.377551020408163)"
07-12-2022 13:34:56.342249,"(3.3, 4.2, 4.161290322580645)","(19.0, 26.0, 22.082474226804123)","(8.5, 11.5, 10.794117647058824)","(2.9, 3.4, 3.328)","(21.0, 25.0, 24.06382978723404)","(6.0, 7.4, 6.610526315789474)","(8.5, 19.5, 18.6)","(8.5, 16.5, 16.377551020408163)"
07-12-2022 13:34:57.444136,"(3.3, 4.2, 4.161290322580645)","(19.0, 26.0, 22.082474226804123)","(8.5, 11.5, 10.777777777777779)","(2.9, 3.4, 3.328)","(21.0, 25.0, 24.06382978723404)","(6.0, 7.4, 6.610526315789474)","(8.5, 19.5, 18.6)","(8.5, 16.5, 16.377551020408163)"
07-12-2022 13:34:58.547569,"(3.3, 4.2, 4.161290322580645)","(19.0, 26.0, 22.082474226804123)","(8.5, 11.5, 10.777777777777779)","(2.9, 3.4, 3.31)","(21.0, 25.0, 24.083333333333332)","(6.0, 7.4, 6.610526315789474)","(8.5, 19.5, 19.125)","(8.5, 16.5, 16.26923076923077)"
07-12-2022 13:34:59.788146,"(3.3, 4.2, 4.161290322580645)","(19.0, 26.0, 22.082474226804123)","(8.5, 11.5, 10.735294117647058)","(2.9, 3.4, 3.31)","(21.0, 25.0, 24.083333333333332)","(6.0, 7.4, 6.610526315789474)","(8.5, 19.5, 19.125)","(8.5, 16.5, 16.377551020408163)"
07-12-2022 13:35:00.882203,"(3.3, 4.2, 4.161290322580645)","(19.0, 26.0, 22.082474226804123)","(8.5, 11.5, 10.735294117647058)","(2.9, 3.4, 3.31)","(21.0, 25.0, 24.083333333333332)","(6.0, 7.4, 6.541176470588236)","(8.5, 19.5, 18.6)","(8.5, 16.5, 16.09090909090909)"
07-12-2022 13:35:02.052434,"(3.3, 4.2, 4.172972972972973)","(19.0, 26.0, 22.082474226804123)","(8.5, 11.5, 10.735294117647058)","(2.9, 3.4, 3.31)","(21.0, 25.0, 24.09090909090909)","(6.0, 7.2, 6.76)","(8.5, 19.5, 19.125)","(8.5, 16.5, 16.35483870967742)"
07-12-2022 13:35:03.064515,"(3.3, 4.2, 4.172972972972973)","(19.0, 26.0, 22.082474226804123)","(8.5, 11.5, 10.735294117647058)","(2.9, 3.4, 3.31)","(21.0, 25.0, 24.5)","(6.0, 7.0, 6.625)","(8.5, 19.5, 19.125)","(8.5, 16.5, 16.35483870967742)"
07-12-2022 13:35:04.148635,"(3.3, 4.2, 4.172972972972973)","(19.0, 26.0, 22.082474226804123)","(8.5, 11.5, 10.735294117647058)","(2.9, 3.4, 3.31)","(21.0, 25.0, 27.46153846153846)","(6.0, 7.0, 6.538461538461538)","(8.5, 19.5, 18.6)","(8.5, 16.5, 16.35483870967742)"
07-12-2022 13:35:05.284426,"(3.3, 4.2, 4.172972972972973)","(19.0, 26.0, 22.129032258064516)","(8.5, 11.5, 10.69047619047619)","(2.9, 3.4, 3.31)","(21.0, 29.0, 25.363636363636363)","(6.0, 7.0, 6.625)","(8.5, 19.5, 19.125)","(8.5, 16.5, 16.41176470588235)"
07-12-2022 13:35:06.412487,"(3.3, 4.2, 4.172972972972973)","(19.0, 26.0, 22.129032258064516)","(8.5, 11.5, 10.69047619047619)","(2.9, 3.4, 3.3181818181818183)","(21.0, 29.0, 25.714285714285715)","(6.0, 7.0, 6.538461538461538)","(8.5, 19.5, 18.6)","(8.5, 16.5, 17.22222222222222)"
07-12-2022 13:35:07.763345,"(3.3, 4.2, 4.172972972972973)","(19.0, 26.0, 22.129032258064516)","(8.5, 11.5, 10.69047619047619)","(2.9, 3.4, 3.323809523809524)","(21.0, 28.0, 25.0)","(6.0, 7.0, 6.625)","(8.5, 19.5, 18.25)","(8.5, 17.5, 17.22222222222222)"
07-12-2022 13:35:09.008677,"(3.3, 4.2, 4.172972972972973)","(19.0, 26.0, 22.129032258064516)","(8.5, 11.5, 10.69047619047619)","(2.9, 3.4, 3.323809523809524)","(21.0, 28.0, 25.0)","(6.0, 7.0, 6.625)","(8.5, 19.5, 18.0)","(8.5, 17.5, 17.205882352941178)"
07-12-2022 13:35:10.059076,"(3.3, 4.2, 4.173684210526316)","(19.0, 26.0, 22.129032258064516)","(8.5, 11.5, 10.69047619047619)","(2.9, 3.4, 3.323809523809524)","(20.0, 28.0, 25.0)","(6.0, 7.0, 6.625)","(9.0, 19.5, 18.0)","(9.0, 17.5, 17.205882352941178)"
07-12-2022 13:35:11.179340,"(3.3, 4.2, 4.133333333333334)","(19.0, 26.0, 22.129032258064516)","(8.5, 11.5, 10.69047619047619)","(2.9, 3.4, 3.323809523809524)","(20.0, 28.0, 25.0)","(6.0, 7.0, 6.538461538461538)","(9.0, 19.5, 18.25)","(9.0, 17.5, 17.205882352941178)"
07-12-2022 13:35:12.252918,"(3.3, 4.2, 4.1000000000000005)","(19.0, 26.0, 22.129032258064516)","(8.5, 11.5, 10.69047619047619)","(2.9, 3.4, 3.323809523809524)","(20.0, 28.0, 25.0)","(6.0, 7.0, 6.625)","(9.0, 19.5, 18.25)","(9.0, 17.5, 17.205882352941178)"
07-12-2022 13:35:13.306838,"(3.3, 4.2, 4.1000000000000005)","(19.0, 26.0, 22.129032258064516)","(8.5, 11.5, 10.69047619047619)","(2.9, 3.4, 3.323809523809524)","(20.0, 28.0, 25.0)","(6.0, 7.0, 6.538461538461538)","(9.0, 19.5, 18.25)","(9.0, 17.5, 17.205882352941178)"
07-12-2022 13:35:14.443713,"(3.3, 4.2, 4.0)","(19.0, 26.0, 22.129032258064516)","(8.5, 11.5, 10.69047619047619)","(2.9, 3.4, 3.323809523809524)","(20.0, 28.0, 25.0)","(6.0, 7.0, 6.538461538461538)","(9.0, 19.5, 18.25)","(9.0, 17.5, 17.205882352941178)"
07-12-2022 13:35:15.641254,"(3.3, 4.2, 4.0)","(19.0, 26.0, 22.129032258064516)","(8.5, 11.5, 10.69047619047619)","(2.9, 3.4, 3.158333333333333)","(20.0, 28.0, 25.0)","(6.0, 7.0, 6.538461538461538)","(9.0, 19.5, 18.25)","(9.0, 17.5, 17.205882352941178)"
07-12-2022 13:35:16.701155,"(3.2, 4.2, 4.0)","(19.0, 26.0, 22.129032258064516)","(8.5, 11.5, 10.69047619047619)","(2.8, 3.2, 3.158333333333333)","(20.0, 28.0, 25.0)","(5.5, 7.0, 6.666666666666667)","(10.0, 19.5, 18.25)","(10.0, 17.5, 17.205882352941178)"
07-12-2022 13:35:17.771335,"(3.2, 4.2, 4.04)","(19.0, 26.0, 22.129032258064516)","(8.5, 11.5, 10.69047619047619)","(2.8, 3.4, 3.3157894736842106)","(20.0, 28.0, 25.0)","(5.5, 7.0, 6.666666666666667)","(10.0, 19.5, 18.25)","(10.0, 17.5, 17.205882352941178)"
07-12-2022 13:35:18.836181,"(3.2, 4.2, 4.04)","(19.0, 26.0, 22.129032258064516)","(8.5, 11.5, 10.722222222222221)","(2.8, 3.4, 3.2857142857142856)","(20.0, 28.0, 25.0)","(5.5, 7.0, 6.666666666666667)","(10.0, 19.5, 18.25)","(10.0, 17.5, 16.40909090909091)"
07-12-2022 13:35:19.988253,"(3.2, 4.2, 4.04)","(19.0, 26.0, 22.129032258064516)","(8.5, 11.5, 10.722222222222221)","(2.8, 3.4, 3.2666666666666666)","(20.0, 28.0, 25.0)","(5.5, 7.0, 6.5285714285714285)","(10.0, 19.5, 18.25)","(10.0, 17.5, 17.15714285714286)"
07-12-2022 13:35:21.097345,"(3.2, 4.2, 4.04)","(19.0, 26.0, 22.129032258064516)","(8.5, 11.5, 10.722222222222221)","(2.8, 3.4, 3.2666666666666666)","(20.0, 28.0, 25.0)","(5.5, 7.0, 6.5285714285714285)","(10.0, 19.5, 18.25)","(10.0, 17.5, 17.28181818181818)"
07-12-2022 13:35:22.155546,"(3.2, 4.2, 4.04)","(19.0, 26.0, 22.129032258064516)","(8.5, 11.5, 10.722222222222221)","(2.8, 3.4, 3.2666666666666666)","(20.0, 28.0, 25.0)","(5.5, 7.0, 6.5285714285714285)","(10.0, 19.5, 18.25)","(10.0, 17.5, 17.28181818181818)"
07-12-2022 13:35:23.174224,"(3.2, 4.2, 4.04)","(19.0, 26.0, 22.129032258064516)","(8.5, 11.5, 10.722222222222221)","(2.8, 3.4, 3.265)","(20.0, 28.0, 26.727272727272727)","(5.5, 7.0, 6.5285714285714285)","(10.0, 19.5, 18.25)","(10.0, 17.5, 17.28181818181818)"
07-12-2022 13:35:24.192183,"(3.2, 4.2, 4.04)","(19.0, 26.0, 22.129032258064516)","(8.5, 11.5, 10.722222222222221)","(2.8, 3.4, 3.2875)","(20.0, 27.0, 26.727272727272727)","(5.5, 7.0, 6.5285714285714285)","(10.0, 19.5, 18.25)","(10.0, 17.5, 17.28181818181818)"
07-12-2022 13:35:25.213275,"(3.2, 4.2, 4.04)","(19.0, 26.0, 22.129032258064516)","(8.5, 11.5, 10.722222222222221)","(2.8, 3.35, 3.3000000000000003)","(20.0, 27.0, 26.727272727272727)","(5.5, 7.0, 6.5285714285714285)","(10.0, 19.5, 18.25)","(10.0, 17.5, 17.28181818181818)"
07-12-2022 13:35:26.282839,"(3.2, 4.2, 4.168)","(19.0, 26.0, 22.129032258064516)","(8.5, 11.5, 10.722222222222221)","(2.8, 3.35, 3.3000000000000003)","(20.0, 27.0, 26.727272727272727)","(5.5, 7.0, 6.5285714285714285)","(10.0, 19.5, 18.25)","(10.0, 17.5, 17.28181818181818)"
07-12-2022 13:35:27.378700,"(3.2, 4.2, 4.168)","(19.0, 26.0, 22.129032258064516)","(8.5, 11.5, 10.722222222222221)","(2.8, 3.35, 3.2642857142857142)","(20.0, 27.0, 26.727272727272727)","(5.5, 7.0, 6.5285714285714285)","(10.0, 19.5, 18.25)","(10.0, 17.5, 17.28181818181818)"
07-12-2022 13:35:28.561208,"(3.2, 4.2, 4.178378378378379)","(19.0, 26.0, 22.129032258064516)","(8.5, 11.5, 10.722222222222221)","(2.8, 3.35, 3.2576923076923077)","(20.0, 27.0, 26.727272727272727)","(5.5, 7.0, 6.5285714285714285)","(10.0, 19.5, 18.25)","(10.0, 17.5, 17.28181818181818)"
07-12-2022 13:35:29.616158,"(3.2, 4.3, 4.183333333333334)","(19.0, 26.0, 22.129032258064516)","(8.5, 11.5, 10.722222222222221)","(2.8, 3.35, 3.2576923076923077)","(20.0, 27.0, 26.727272727272727)","(5.5, 7.0, 6.5285714285714285)","(10.0, 19.5, 18.25)","(10.0, 17.5, 17.28181818181818)"
07-12-2022 13:35:30.698132,"(3.2, 4.3, 4.183333333333334)","(19.0, 26.0, 22.129032258064516)","(8.5, 11.5, 10.722222222222221)","(2.8, 3.35, 3.2681818181818185)","(20.0, 27.0, 26.727272727272727)","(5.5, 7.0, 6.5285714285714285)","(10.0, 19.5, 18.25)","(10.0, 17.5, 17.28181818181818)"
07-12-2022 13:35:31.794931,"(3.2, 4.3, 4.183333333333334)","(19.0, 26.0, 22.129032258064516)","(8.5, 11.5, 10.722222222222221)","(2.8, 3.35, 3.2681818181818185)","(20.0, 27.0, 26.727272727272727)","(5.5, 7.0, 6.5285714285714285)","(10.0, 19.5, 18.25)","(10.0, 17.5, 17.28181818181818)"
07-12-2022 13:35:32.810159,"(3.2, 4.3, 4.183333333333334)","(19.0, 26.0, 22.129032258064516)","(8.5, 11.5, 10.722222222222221)","(2.8, 3.35, 3.2681818181818185)","(20.0, 27.0, 25.81818181818182)","(5.5, 7.0, 6.5512195121951216)","(10.0, 19.5, 18.136363636363637)","(10.0, 17.5, 17.28181818181818)"
07-12-2022 13:35:33.825035,"(3.2, 4.3, 4.1090909090909085)","(19.0, 26.0, 22.082474226804123)","(8.5, 11.5, 9.8)","(2.8, 3.55, 3.5124999999999997)","(20.0, 26.0, 25.81818181818182)","(5.5, 6.8, 6.5512195121951216)","(10.0, 19.5, 18.136363636363637)","(10.0, 17.5, 17.28181818181818)"
07-12-2022 13:35:34.828991,"(3.2, 4.3, 4.108695652173913)","(19.0, 26.0, 22.082474226804123)","(8.5, 11.5, 10.046153846153846)","(2.8, 3.55, 3.503448275862069)","(20.0, 26.0, 25.81818181818182)","(5.5, 6.8, 6.5512195121951216)","(10.0, 19.5, 18.136363636363637)","(10.0, 17.5, 17.28181818181818)"
07-12-2022 13:35:35.862964,"(3.2, 4.3, 4.108695652173913)","(19.0, 26.0, 22.082474226804123)","(8.5, 11.5, 9.96)","(2.8, 3.55, 3.5064516129032257)","(20.0, 26.0, 25.5)","(5.5, 6.6, 6.4526315789473685)","(10.0, 19.5, 18.136363636363637)","(10.0, 17.5, 17.28181818181818)"
07-12-2022 13:35:36.879723,"(3.2, 4.3, 4.108695652173913)","(19.0, 26.0, 22.082474226804123)","(8.5, 11.5, 9.96)","(2.8, 3.55, 3.5064516129032257)","(20.0, 26.0, 25.5)","(5.5, 6.6, 6.4526315789473685)","(10.0, 19.5, 18.136363636363637)","(10.0, 17.5, 17.28181818181818)"
07-12-2022 13:35:37.958060,"(3.2, 4.3, 4.173684210526316)","(19.0, 26.0, 22.082474226804123)","(8.5, 11.0, 10.822222222222223)","(2.8, 3.6, 3.5393939393939395)","(20.0, 26.0, 25.2)","(5.5, 6.6, 6.466666666666667)","(10.0, 19.5, 18.136363636363637)","(10.0, 17.5, 17.264705882352942)"
07-12-2022 13:35:39.026355,"(3.2, 4.3, 4.108695652173913)","(19.0, 26.0, 22.082474226804123)","(8.5, 11.5, 9.3)","(2.8, 3.6, 3.5393939393939395)","(20.0, 26.0, 24.46153846153846)","(5.5, 6.6, 6.542857142857143)","(10.0, 19.5, 18.0)","(10.0, 17.5, 17.264705882352942)"
07-12-2022 13:35:40.052734,"(3.2, 4.3, 4.108695652173913)","(19.0, 26.0, 22.082474226804123)","(8.5, 11.5, 9.491304347826087)","(2.8, 3.6, 3.5393939393939395)","(20.0, 26.0, 24.46153846153846)","(5.5, 6.6, 6.49090909090909)","(10.0, 18.5, 17.5)","(10.0, 17.5, 17.264705882352942)"
07-12-2022 13:35:41.092902,"(3.2, 4.3, 4.108695652173913)","(19.0, 26.0, 22.082474226804123)","(8.5, 11.5, 9.510526315789473)","(2.8, 3.6, 3.497727272727273)","(20.0, 26.0, 24.666666666666668)","(5.5, 6.6, 6.542857142857143)","(10.0, 18.5, 17.5)","(10.0, 17.5, 17.264705882352942)"
07-12-2022 13:35:42.066703,"(3.2, 4.3, 4.108695652173913)","(19.0, 26.0, 22.082474226804123)","(8.5, 11.5, 9.510526315789473)","(2.8, 3.6, 3.497727272727273)","(20.0, 26.0, 24.666666666666668)","(5.5, 6.6, 6.49090909090909)","(10.0, 18.5, 17.5)","(10.0, 17.5, 16.681818181818183)"
07-12-2022 13:35:43.111514,"(3.2, 4.3, 4.108695652173913)","(19.0, 26.0, 22.082474226804123)","(8.5, 11.0, 9.469565217391304)","(2.8, 3.6, 3.47)","(20.0, 26.0, 24.666666666666668)","(5.5, 6.6, 6.509677419354839)","(10.0, 18.5, 17.5)","(10.0, 17.5, 16.75)"
07-12-2022 13:35:44.151051,"(3.2, 4.3, 4.108695652173913)","(19.0, 26.0, 22.082474226804123)","(8.5, 11.0, 9.696296296296296)","(2.8, 3.6, 3.48125)","(20.0, 26.0, 24.666666666666668)","(5.5, 6.6, 6.49090909090909)","(10.0, 18.5, 17.833333333333332)","(10.0, 17.5, 17.21875)"
07-12-2022 13:35:45.203060,"(3.2, 4.3, 4.108695652173913)","(19.0, 26.0, 22.082474226804123)","(8.5, 10.5, 9.858333333333334)","(2.8, 3.55, 3.48125)","(20.0, 26.0, 24.666666666666668)","(5.5, 6.6, 6.542857142857143)","(10.0, 18.5, 17.5)","(10.0, 17.5, 17.397727272727273)"
07-12-2022 13:35:46.229902,"(3.2, 4.3, 4.18)","(19.0, 26.0, 22.082474226804123)","(8.5, 10.5, 9.823076923076924)","(2.8, 3.65, 3.5691176470588233)","(20.0, 26.0, 24.666666666666668)","(5.5, 6.6, 6.49090909090909)","(10.0, 18.5, 17.5)","(10.0, 17.5, 17.402173913043477)"
07-12-2022 13:35:47.549907,"(3.2, 4.3, 4.186792452830189)","(19.0, 26.0, 22.071428571428573)","(8.5, 10.5, 9.3125)","(2.8, 3.65, 3.5025)","(20.0, 26.0, 24.666666666666668)","(5.5, 6.6, 6.509677419354839)","(10.0, 18.5, 17.833333333333332)","(10.0, 17.5, 17.402173913043477)"
07-12-2022 13:35:48.633325,"(3.2, 4.3, 4.109523809523809)","(19.0, 26.0, 22.071428571428573)","(8.5, 10.5, 9.3125)","(2.8, 3.6, 3.4657894736842105)","(20.0, 26.0, 24.666666666666668)","(5.5, 6.6, 6.542857142857143)","(10.0, 18.5, 17.5)","(10.0, 17.5, 17.402173913043477)"
07-12-2022 13:35:49.782293,"(3.2, 4.3, 4.108695652173913)","(19.0, 26.0, 22.071428571428573)","(8.5, 10.5, 9.555555555555555)","(2.8, 3.6, 3.4937500000000004)","(20.0, 26.0, 24.666666666666668)","(5.5, 6.6, 6.49090909090909)","(10.0, 18.5, 17.833333333333332)","(10.0, 17.5, 17.402173913043477)"
07-12-2022 13:35:51.038702,"(3.2, 4.3, 4.108695652173913)","(19.0, 26.0, 22.09375)","(8.5, 10.5, 9.375)","(2.8, 3.6, 3.4937500000000004)","(20.0, 26.0, 25.2)","(5.5, 6.6, 6.505263157894737)","(10.0, 18.5, 17.657894736842106)","(10.0, 17.5, 17.41176470588235)"
07-12-2022 13:35:52.314911,"(3.2, 4.2, 4.1692307692307695)","(19.0, 26.0, 22.1734693877551)","(8.5, 10.5, 9.375)","(2.8, 3.6, 3.5272727272727273)","(20.0, 26.0, 25.2)","(5.5, 6.6, 6.505263157894737)","(10.0, 18.5, 14.615384615384615)","(10.0, 17.5, 17.41176470588235)"
07-12-2022 13:35:53.544738,"(3.2, 4.3, 4.108333333333333)","(19.0, 26.0, 22.451612903225808)","(8.5, 10.5, 9.375)","(2.8, 3.65, 3.5549999999999997)","(20.0, 26.0, 24.8)","(5.5, 6.6, 6.505263157894737)","(10.0, 16.0, 14.758620689655173)","(10.0, 17.5, 17.41176470588235)"
07-12-2022 13:35:54.796634,"(3.2, 4.3, 4.107142857142857)","(19.0, 26.0, 22.534653465346533)","(8.5, 10.5, 9.384615384615385)","(2.8, 3.65, 3.5549999999999997)","(20.0, 26.0, 24.8)","(5.5, 6.6, 6.505263157894737)","(10.0, 16.0, 14.838709677419354)","(10.0, 17.5, 17.41176470588235)"
07-12-2022 13:35:55.993096,"(3.2, 4.3, 4.107142857142857)","(19.0, 26.0, 22.5979381443299)","(8.5, 10.0, 9.2)","(2.8, 3.65, 3.55625)","(20.0, 26.0, 24.8)","(5.5, 6.6, 6.551515151515151)","(10.0, 16.0, 14.838709677419354)","(10.0, 17.5, 17.41176470588235)"
07-12-2022 13:35:57.278841,"(3.2, 4.3, 4.123076923076923)","(19.0, 26.0, 22.5979381443299)","(8.5, 9.4, 9.133333333333333)","(2.8, 3.65, 3.55625)","(20.0, 26.0, 25.2)","(5.5, 6.6, 6.469767441860465)","(10.0, 16.0, 17.12162162162162)","(10.0, 17.5, 17.166666666666668)"
