,Knights Cross,Urana Fernando,Mcivor Jack,Cookie Delight,Lala Santa,Prussian Spirit,Birdbrook,Red Hot Lady
11-01-2023 14:39:13.924445,"(13.0, 21.0, 20.423076923076923)","(10.0, 14.0, 13.076923076923077)","(26.0, 70.0, 56.23529411764706)","(2.7, 3.3, 3.2653846153846153)","(4.4, 5.7, 5.442857142857143)","(7.5, 9.4, 9.100000000000001)","(6.0, 8.0, 7.314285714285714)","(6.0, 8.8, 8.35)"
11-01-2023 14:39:15.192435,"(13.0, 21.0, 20.423076923076923)","(10.0, 14.0, 12.81578947368421)","(26.0, 70.0, 60.0)","(2.7, 3.3, 3.25)","(4.4, 5.7, 5.442857142857143)","(7.5, 9.4, 9.0)","(6.0, 8.0, 7.314285714285714)","(6.0, 8.4, 8.15)"
11-01-2023 14:39:16.551239,"(13.0, 21.0, 20.423076923076923)","(10.0, 14.0, 12.81578947368421)","(26.0, 70.0, 60.0)","(2.7, 3.3, 3.24375)","(4.4, 5.7, 5.442857142857143)","(7.5, 9.4, 8.775)","(6.0, 8.0, 7.535483870967742)","(6.0, 8.6, 8.49090909090909)"
11-01-2023 14:39:17.891318,"(13.0, 21.0, 20.423076923076923)","(10.0, 14.0, 13.153846153846153)","(26.0, 70.0, 56.23529411764706)","(2.7, 3.3, 3.24375)","(4.4, 5.7, 5.5)","(7.5, 9.4, 9.047058823529412)","(6.0, 8.0, 7.648780487804878)","(6.0, 8.6, 8.494117647058824)"
11-01-2023 14:39:19.111142,"(13.0, 21.0, 20.423076923076923)","(10.0, 14.0, 13.153846153846153)","(26.0, 70.0, 60.0)","(2.7, 3.3, 3.2653846153846153)","(4.4, 5.8, 5.5)","(7.5, 9.4, 9.047058823529412)","(6.0, 8.0, 7.648780487804878)","(6.0, 8.6, 8.311111111111112)"
11-01-2023 14:39:20.453528,"(13.0, 21.0, 20.423076923076923)","(10.0, 14.0, 13.153846153846153)","(26.0, 70.0, 60.0)","(2.7, 3.3, 3.2653846153846153)","(4.4, 5.8, 5.550000000000001)","(7.5, 9.4, 9.092307692307692)","(6.0, 8.0, 7.648780487804878)","(6.0, 8.6, 8.311111111111112)"
11-01-2023 14:39:21.886742,"(13.0, 21.0, 20.423076923076923)","(10.0, 14.0, 13.153846153846153)","(26.0, 70.0, 60.0)","(2.7, 3.3, 3.2333333333333334)","(4.4, 5.7, 5.550000000000001)","(7.5, 9.4, 8.976470588235294)","(6.0, 8.0, 7.718918918918919)","(6.0, 8.6, 8.311111111111112)"
11-01-2023 14:39:23.170627,"(13.0, 21.0, 20.423076923076923)","(10.0, 14.0, 12.166666666666666)","(26.0, 70.0, 56.23529411764706)","(2.7, 3.25, 3.2409090909090907)","(4.4, 5.7, 5.658823529411764)","(7.5, 9.0, 8.976470588235294)","(6.0, 8.0, 7.442857142857143)","(6.0, 8.6, 8.381818181818181)"
11-01-2023 14:39:24.399212,"(13.0, 21.0, 20.423076923076923)","(10.0, 14.0, 12.166666666666666)","(26.0, 70.0, 57.0)","(2.7, 3.25, 3.195)","(4.4, 5.8, 5.637037037037037)","(7.5, 9.0, 8.981818181818182)","(6.0, 8.0, 7.45)","(6.0, 8.6, 8.381818181818181)"
11-01-2023 14:39:25.667488,"(13.0, 21.0, 20.423076923076923)","(10.0, 14.0, 12.133333333333333)","(26.0, 70.0, 60.714285714285715)","(2.7, 3.25, 3.195)","(4.4, 5.8, 5.637037037037037)","(7.5, 9.0, 8.981818181818182)","(6.0, 8.0, 7.79375)","(6.0, 8.6, 8.434482758620689)"
11-01-2023 14:39:26.953299,"(13.0, 21.0, 20.423076923076923)","(10.0, 14.0, 12.6875)","(26.0, 70.0, 60.714285714285715)","(2.7, 3.25, 3.195)","(4.4, 5.8, 5.637037037037037)","(7.5, 9.0, 9.222222222222223)","(6.0, 8.0, 7.79375)","(6.0, 8.6, 8.434482758620689)"
11-01-2023 14:39:28.096114,"(13.0, 21.0, 20.423076923076923)","(10.0, 14.0, 12.6875)","(26.0, 70.0, 57.0)","(2.7, 3.25, 3.1973684210526314)","(4.4, 5.8, 5.68)","(7.5, 9.4, 9.141935483870968)","(6.0, 8.0, 7.79375)","(6.0, 8.6, 8.434482758620689)"
11-01-2023 14:39:29.232761,"(13.0, 21.0, 20.423076923076923)","(10.0, 14.0, 12.6875)","(26.0, 70.0, 57.0)","(2.7, 3.25, 3.172222222222222)","(4.4, 5.7, 5.550000000000001)","(7.5, 9.4, 9.222222222222223)","(6.0, 8.0, 7.79375)","(6.0, 8.6, 8.452631578947368)"
11-01-2023 14:39:30.361510,"(13.0, 21.0, 20.423076923076923)","(10.0, 14.0, 12.6875)","(26.0, 70.0, 60.714285714285715)","(2.7, 3.25, 3.172222222222222)","(4.4, 5.7, 5.683333333333334)","(7.5, 9.4, 9.181818181818182)","(6.0, 8.0, 7.79375)","(6.0, 8.6, 8.452631578947368)"
11-01-2023 14:39:31.469030,"(13.0, 21.0, 20.423076923076923)","(10.0, 14.0, 12.6875)","(26.0, 70.0, 60.714285714285715)","(2.7, 3.25, 3.2393939393939393)","(4.4, 5.7, 5.550000000000001)","(7.5, 9.4, 9.25)","(6.0, 8.0, 7.661538461538461)","(6.0, 8.6, 8.452631578947368)"
11-01-2023 14:39:32.610309,"(13.0, 21.0, 20.642857142857142)","(10.0, 14.0, 11.666666666666666)","(26.0, 70.0, 57.0)","(2.7, 3.25, 3.23828125)","(4.4, 5.7, 5.550000000000001)","(7.5, 9.4, 9.23030303030303)","(6.0, 8.0, 7.9)","(6.0, 8.6, 8.452631578947368)"
11-01-2023 14:39:33.715020,"(13.0, 21.0, 20.642857142857142)","(10.0, 14.0, 12.5)","(26.0, 70.0, 60.714285714285715)","(2.7, 3.25, 3.2378048780487805)","(4.4, 5.7, 5.550000000000001)","(7.5, 9.4, 9.23030303030303)","(6.0, 8.0, 7.942857142857143)","(6.0, 8.6, 8.452631578947368)"
11-01-2023 14:39:34.736061,"(13.0, 21.0, 20.527027027027028)","(10.0, 14.0, 12.5)","(26.0, 70.0, 60.714285714285715)","(2.7, 3.25, 3.232421875)","(4.4, 5.7, 5.421052631578948)","(7.5, 9.4, 9.156521739130435)","(6.0, 8.0, 7.976470588235294)","(6.0, 8.6, 8.483333333333333)"
11-01-2023 14:39:35.776703,"(13.0, 21.0, 20.527027027027028)","(10.0, 14.0, 12.5)","(26.0, 70.0, 57.0)","(2.7, 3.25, 3.232421875)","(4.4, 5.8, 5.42)","(7.5, 9.4, 9.156521739130435)","(6.0, 8.0, 7.982608695652174)","(6.0, 8.6, 8.483333333333333)"
11-01-2023 14:39:36.900849,"(13.0, 21.0, 20.527027027027028)","(10.0, 14.0, 12.25)","(26.0, 70.0, 60.714285714285715)","(2.7, 3.25, 3.275)","(4.4, 5.8, 5.550000000000001)","(7.5, 9.4, 9.156521739130435)","(6.0, 8.0, 7.982608695652174)","(6.0, 8.6, 8.483333333333333)"
11-01-2023 14:39:38.020476,"(13.0, 21.0, 20.51388888888889)","(10.0, 14.0, 12.764705882352942)","(26.0, 70.0, 57.0)","(2.7, 3.3, 3.260869565217391)","(4.4, 5.7, 5.4375)","(7.5, 9.4, 8.7)","(6.0, 8.0, 7.982608695652174)","(6.0, 8.6, 8.483333333333333)"
11-01-2023 14:39:39.144376,"(13.0, 21.0, 20.51388888888889)","(10.0, 14.0, 12.64516129032258)","(26.0, 70.0, 61.53846153846154)","(2.7, 3.3, 3.2357142857142858)","(4.4, 5.7, 5.5)","(7.5, 9.4, 8.9)","(6.0, 8.0, 7.982608695652174)","(6.0, 8.6, 8.483333333333333)"
11-01-2023 14:39:40.270564,"(13.0, 21.0, 20.51388888888889)","(10.0, 14.0, 12.821428571428571)","(26.0, 70.0, 60.0)","(2.7, 3.25, 3.27)","(4.4, 5.6, 5.3999999999999995)","(7.5, 9.4, 9.149999999999999)","(6.0, 8.0, 7.982608695652174)","(6.0, 8.6, 8.483333333333333)"
11-01-2023 14:39:41.366642,"(13.0, 21.0, 20.51388888888889)","(10.0, 14.0, 12.821428571428571)","(26.0, 70.0, 60.0)","(2.7, 3.3, 3.27)","(4.4, 5.6, 5.413793103448276)","(7.5, 9.2, 8.866666666666665)","(6.0, 8.0, 7.985185185185185)","(6.0, 8.6, 8.446153846153846)"
11-01-2023 14:39:42.451627,"(13.0, 21.0, 20.51388888888889)","(10.0, 13.5, 12.461538461538462)","(26.0, 70.0, 59.411764705882355)","(2.7, 3.3, 3.236666666666667)","(4.4, 5.6, 5.34)","(7.5, 9.2, 8.9375)","(6.0, 8.0, 7.985185185185185)","(6.0, 8.6, 8.945454545454545)"
11-01-2023 14:39:43.508351,"(13.0, 21.0, 20.51388888888889)","(10.0, 13.5, 12.58695652173913)","(26.0, 70.0, 62.30769230769231)","(2.7, 3.25, 3.236666666666667)","(4.4, 5.5, 5.34)","(7.5, 9.2, 8.654545454545454)","(6.0, 8.0, 7.9818181818181815)","(6.0, 9.0, 8.95)"
11-01-2023 14:39:44.544324,"(13.0, 21.0, 20.51388888888889)","(10.0, 13.5, 12.625)","(26.0, 70.0, 62.30769230769231)","(2.7, 3.25, 3.21)","(4.4, 5.5, 5.34)","(7.5, 9.2, 8.654545454545454)","(6.0, 8.0, 7.9818181818181815)","(6.0, 9.0, 8.866666666666667)"
11-01-2023 14:39:45.603544,"(13.0, 21.0, 20.51388888888889)","(10.0, 13.5, 12.625)","(26.0, 70.0, 59.411764705882355)","(2.7, 3.25, 3.23)","(4.4, 5.5, 5.34)","(7.5, 9.2, 8.866666666666667)","(6.0, 8.0, 7.9818181818181815)","(6.0, 9.0, 8.95)"
11-01-2023 14:39:46.662570,"(13.0, 21.0, 20.3125)","(10.0, 13.5, 12.566666666666666)","(26.0, 70.0, 62.30769230769231)","(2.7, 3.25, 3.23)","(4.4, 5.5, 5.361538461538462)","(7.5, 9.2, 8.924137931034483)","(6.0, 8.0, 7.9818181818181815)","(6.0, 9.0, 8.933333333333334)"
11-01-2023 14:39:47.701572,"(13.0, 21.0, 19.821428571428573)","(10.0, 13.5, 12.625)","(26.0, 70.0, 60.0)","(2.7, 3.25, 3.238785046728972)","(4.4, 5.5, 5.389473684210526)","(7.5, 9.2, 8.964705882352941)","(6.0, 8.0, 8.088888888888889)","(6.0, 9.0, 8.85)"
11-01-2023 14:39:48.787613,"(13.0, 21.0, 20.3125)","(10.0, 13.5, 13.035714285714286)","(26.0, 70.0, 59.5)","(2.7, 3.25, 3.1475247524752477)","(4.4, 5.5, 5.389473684210526)","(7.5, 9.2, 8.964705882352941)","(6.0, 8.2, 7.933333333333333)","(6.0, 9.0, 8.953846153846154)"
11-01-2023 14:39:49.872300,"(13.0, 21.0, 20.3125)","(10.0, 13.5, 12.571428571428571)","(26.0, 70.0, 59.5)","(2.7, 3.15, 3.14537037037037)","(4.4, 5.5, 5.389473684210526)","(7.5, 9.2, 8.964705882352941)","(6.0, 8.2, 7.92)","(6.0, 9.0, 8.9875)"
11-01-2023 14:39:50.972348,"(13.0, 21.0, 20.3125)","(10.0, 13.5, 12.571428571428571)","(26.0, 70.0, 59.5)","(2.7, 3.15, 3.147950819672131)","(4.4, 5.5, 5.4)","(7.5, 9.2, 8.964705882352941)","(6.0, 8.4, 8.088000000000001)","(6.0, 9.0, 8.9875)"
11-01-2023 14:39:52.000642,"(13.0, 21.0, 20.3125)","(10.0, 13.5, 12.633333333333333)","(26.0, 70.0, 59.5)","(2.7, 3.15, 3.147950819672131)","(4.4, 5.5, 5.328571428571428)","(7.5, 9.2, 8.964705882352941)","(6.0, 8.4, 7.994594594594594)","(6.0, 9.0, 8.9875)"
11-01-2023 14:39:53.024771,"(13.0, 21.0, 20.3125)","(10.0, 13.5, 12.633333333333333)","(26.0, 70.0, 58.94736842105263)","(2.7, 3.15, 3.146062992125984)","(4.4, 5.5, 5.332)","(7.5, 9.2, 8.96923076923077)","(6.0, 8.4, 7.994594594594594)","(6.0, 9.0, 8.9875)"
11-01-2023 14:39:54.092407,"(13.0, 21.0, 20.3125)","(10.0, 13.5, 12.6)","(26.0, 70.0, 58.94736842105263)","(2.7, 3.15, 3.146062992125984)","(4.4, 5.5, 5.332)","(7.5, 9.2, 8.96923076923077)","(6.0, 8.4, 8.052631578947368)","(6.0, 9.0, 9.136842105263158)"
11-01-2023 14:39:55.232524,"(13.0, 21.0, 20.25)","(10.0, 13.5, 12.6)","(26.0, 70.0, 58.94736842105263)","(2.7, 3.15, 3.147950819672131)","(4.4, 5.5, 5.332)","(7.5, 9.2, 9.006451612903225)","(6.0, 8.2, 7.977777777777777)","(6.0, 9.2, 9.136842105263158)"
11-01-2023 14:39:56.281976,"(13.0, 21.0, 20.25)","(10.0, 13.5, 12.633333333333333)","(26.0, 70.0, 58.94736842105263)","(2.7, 3.15, 3.1471311475409833)","(4.4, 5.5, 5.288888888888889)","(7.5, 9.2, 9.037837837837838)","(6.0, 8.2, 7.96)","(6.0, 9.2, 9.307692307692308)"
11-01-2023 14:39:57.352627,"(13.0, 21.0, 20.25)","(10.0, 13.5, 12.571428571428571)","(26.0, 70.0, 61.25)","(2.7, 3.2, 3.1885245901639347)","(4.4, 5.4, 5.305882352941177)","(7.5, 9.2, 9.0)","(6.0, 8.2, 8.008695652173913)","(6.0, 9.4, 9.2125)"
11-01-2023 14:39:58.422737,"(13.0, 21.0, 20.25)","(10.0, 13.5, 12.571428571428571)","(26.0, 70.0, 61.25)","(2.7, 3.2, 3.1864077669902913)","(4.4, 5.4, 5.275)","(7.5, 9.2, 9.0)","(6.0, 8.2, 8.008695652173913)","(6.0, 9.4, 9.2125)"
11-01-2023 14:39:59.479555,"(13.0, 21.0, 20.25)","(10.0, 13.5, 12.571428571428571)","(26.0, 70.0, 61.25)","(2.7, 3.2, 3.1864077669902913)","(4.4, 5.4, 5.323076923076924)","(7.5, 9.2, 9.018181818181818)","(6.0, 8.2, 8.0)","(6.0, 9.4, 9.2125)"
11-01-2023 14:40:00.616471,"(13.0, 21.0, 20.25)","(10.0, 13.5, 12.633333333333333)","(26.0, 70.0, 61.25)","(2.7, 3.2, 3.186)","(4.4, 5.4, 5.316666666666667)","(7.5, 9.2, 9.018181818181818)","(6.0, 8.2, 8.0)","(6.0, 9.4, 9.2125)"
11-01-2023 14:40:01.752588,"(13.0, 21.0, 20.25)","(10.0, 13.5, 12.633333333333333)","(26.0, 70.0, 61.25)","(2.7, 3.2, 3.184761904761905)","(4.4, 5.4, 5.257142857142857)","(7.5, 9.2, 8.784615384615384)","(6.0, 8.2, 8.028571428571428)","(6.0, 9.4, 9.147368421052633)"
11-01-2023 14:40:02.881905,"(13.0, 21.0, 20.25)","(10.0, 13.5, 12.633333333333333)","(26.0, 70.0, 61.25)","(2.7, 3.2, 3.1948453608247425)","(4.4, 5.4, 5.293333333333334)","(7.5, 9.2, 8.8)","(6.0, 8.2, 8.028571428571428)","(6.0, 9.4, 9.147368421052633)"
11-01-2023 14:40:04.043264,"(13.0, 21.0, 20.25)","(10.0, 13.5, 12.633333333333333)","(26.0, 70.0, 61.25)","(2.7, 3.2, 3.1901960784313728)","(4.4, 5.4, 5.316666666666667)","(7.5, 9.0, 8.96)","(6.0, 8.2, 8.028571428571428)","(6.0, 9.4, 9.064)"
11-01-2023 14:40:05.210485,"(13.0, 21.0, 20.25)","(10.0, 13.5, 12.571428571428571)","(26.0, 70.0, 61.25)","(2.7, 3.2, 3.1901960784313728)","(4.4, 5.4, 5.257142857142857)","(7.5, 9.0, 8.986666666666666)","(6.0, 8.2, 8.028571428571428)","(6.0, 9.4, 9.155555555555555)"
11-01-2023 14:40:06.318860,"(13.0, 21.0, 20.25)","(10.0, 13.5, 12.72)","(26.0, 70.0, 61.25)","(2.7, 3.2, 3.1447368421052633)","(4.4, 5.4, 5.316666666666667)","(7.5, 9.0, 9.1625)","(6.0, 8.2, 8.028571428571428)","(6.0, 9.2, 9.049999999999999)"
11-01-2023 14:40:07.371827,"(13.0, 21.0, 20.25)","(10.0, 13.5, 13.035714285714286)","(26.0, 70.0, 61.25)","(2.6, 3.15, 3.147252747252747)","(4.4, 5.4, 5.24)","(7.0, 9.2, 9.1625)","(6.0, 8.2, 7.966666666666667)","(6.0, 9.2, 9.08695652173913)"
11-01-2023 14:40:08.402098,"(13.0, 21.0, 20.25)","(10.0, 13.5, 13.035714285714286)","(26.0, 70.0, 61.25)","(2.6, 3.15, 3.147252747252747)","(4.4, 5.4, 5.24)","(7.0, 9.2, 9.1625)","(6.0, 8.0, 7.8933333333333335)","(6.0, 9.4, 9.057142857142857)"
11-01-2023 14:40:09.540906,"(13.0, 21.0, 20.34)","(10.0, 13.5, 13.035714285714286)","(26.0, 70.0, 61.25)","(2.6, 3.15, 3.144897959183673)","(4.4, 5.4, 5.293333333333334)","(7.0, 9.2, 9.35)","(6.0, 8.0, 7.783333333333333)","(6.0, 9.4, 9.189473684210526)"
11-01-2023 14:40:10.548369,"(13.0, 21.0, 20.34)","(10.0, 13.5, 12.777777777777779)","(26.0, 70.0, 61.25)","(2.6, 3.15, 3.144897959183673)","(4.4, 5.4, 5.24)","(7.0, 9.6, 9.676923076923078)","(6.0, 8.0, 7.763636363636364)","(6.0, 9.4, 9.042105263157895)"
11-01-2023 14:40:11.594290,"(13.0, 21.0, 20.34)","(10.0, 13.5, 12.571428571428571)","(26.0, 70.0, 61.25)","(2.6, 3.15, 3.147252747252747)","(4.4, 5.4, 5.305882352941177)","(7.0, 9.8, 9.60952380952381)","(6.0, 8.0, 7.65)","(6.0, 9.2, 9.042105263157895)"
11-01-2023 14:40:12.677433,"(13.0, 21.0, 20.34)","(10.0, 13.5, 12.576923076923077)","(26.0, 70.0, 60.869565217391305)","(2.6, 3.15, 3.1466216216216214)","(4.4, 5.4, 5.24)","(7.0, 10.5, 9.73)","(6.0, 7.8, 7.745454545454545)","(6.0, 9.2, 9.16)"
11-01-2023 14:40:13.755726,"(13.0, 21.0, 20.34)","(10.0, 13.5, 12.576923076923077)","(26.0, 70.0, 60.869565217391305)","(2.6, 3.15, 3.1438144329896907)","(4.4, 5.4, 5.293333333333334)","(7.0, 10.0, 9.788235294117648)","(6.0, 7.8, 7.542857142857143)","(6.0, 9.2, 9.16)"
11-01-2023 14:40:14.883063,"(13.0, 21.0, 20.34)","(10.0, 13.5, 12.576923076923077)","(26.0, 70.0, 60.869565217391305)","(2.6, 3.15, 3.1438144329896907)","(4.4, 5.4, 5.257142857142857)","(7.0, 10.0, 9.788235294117648)","(6.0, 7.6, 7.333333333333333)","(6.0, 9.2, 9.16)"
11-01-2023 14:40:16.077152,"(13.0, 21.0, 20.34)","(10.0, 13.5, 12.576923076923077)","(26.0, 70.0, 60.869565217391305)","(2.6, 3.15, 3.1438144329896907)","(4.4, 5.4, 5.257142857142857)","(7.0, 10.0, 9.788235294117648)","(6.0, 7.6, 7.333333333333333)","(6.0, 9.2, 9.16)"
11-01-2023 14:40:17.181487,"(13.0, 21.0, 20.34)","(10.0, 13.5, 12.576923076923077)","(26.0, 70.0, 60.869565217391305)","(2.6, 3.15, 3.1473118279569894)","(4.4, 5.4, 5.293333333333334)","(7.0, 10.0, 9.73)","(6.0, 7.6, 7.296)","(6.0, 9.2, 9.16)"
11-01-2023 14:40:18.297089,"(13.0, 21.0, 20.34)","(10.0, 13.5, 12.576923076923077)","(26.0, 70.0, 60.869565217391305)","(2.6, 3.15, 3.1473118279569894)","(4.4, 5.4, 5.293333333333334)","(7.0, 10.0, 9.8125)","(6.0, 7.6, 7.296)","(6.0, 9.2, 9.16)"
11-01-2023 14:40:19.397556,"(13.0, 21.0, 20.3125)","(10.0, 13.5, 12.576923076923077)","(26.0, 70.0, 60.625)","(2.6, 3.15, 3.146875)","(4.4, 5.4, 5.257142857142857)","(7.0, 10.0, 9.8125)","(6.0, 7.6, 7.292307692307692)","(6.0, 9.2, 9.16)"
11-01-2023 14:40:20.539436,"(13.0, 21.0, 20.3125)","(10.0, 13.5, 12.576923076923077)","(26.0, 70.0, 60.625)","(2.6, 3.15, 3.146875)","(4.4, 5.4, 5.257142857142857)","(7.0, 10.0, 9.8125)","(6.0, 7.6, 7.292307692307692)","(6.0, 9.2, 9.16)"
11-01-2023 14:40:21.667968,"(13.0, 21.0, 20.3125)","(10.0, 13.5, 12.576923076923077)","(26.0, 70.0, 60.625)","(2.6, 3.15, 3.144761904761905)","(4.4, 5.4, 5.293333333333334)","(7.0, 10.0, 9.775)","(6.0, 7.6, 7.2827586206896555)","(6.0, 9.2, 9.200000000000001)"
11-01-2023 14:40:22.788273,"(13.0, 21.0, 20.3125)","(10.0, 13.5, 12.576923076923077)","(26.0, 70.0, 60.625)","(2.6, 3.15, 3.144761904761905)","(4.4, 5.4, 5.293333333333334)","(7.0, 10.0, 9.85)","(6.0, 7.6, 7.2827586206896555)","(6.0, 9.4, 9.0)"
11-01-2023 14:40:23.818669,"(13.0, 21.0, 20.3125)","(10.0, 13.5, 12.576923076923077)","(26.0, 70.0, 60.625)","(2.6, 3.15, 3.144761904761905)","(4.4, 5.4, 5.293333333333334)","(7.0, 10.0, 9.85)","(6.0, 7.6, 7.2827586206896555)","(6.0, 9.2, 9.133333333333333)"
11-01-2023 14:40:24.883039,"(13.0, 21.0, 20.3125)","(10.0, 13.5, 12.576923076923077)","(26.0, 70.0, 60.625)","(2.6, 3.15, 3.1447115384615385)","(4.4, 5.4, 5.347368421052632)","(7.0, 10.0, 9.85)","(6.0, 7.6, 7.2827586206896555)","(6.0, 9.2, 9.142857142857142)"
11-01-2023 14:40:26.016037,"(13.0, 21.0, 20.3125)","(10.0, 13.5, 12.576923076923077)","(26.0, 70.0, 60.625)","(2.6, 3.15, 3.146969696969697)","(4.4, 5.4, 5.347368421052632)","(7.0, 10.0, 9.85)","(6.0, 7.6, 7.2827586206896555)","(6.5, 9.2, 9.0)"
11-01-2023 14:40:27.184467,"(14.0, 21.0, 20.3125)","(10.0, 13.5, 12.576923076923077)","(31.0, 70.0, 60.625)","(2.6, 3.15, 3.147029702970297)","(4.2, 5.4, 5.233333333333333)","(7.0, 10.0, 9.775)","(6.0, 7.6, 7.232)","(6.5, 9.2, 9.233333333333334)"
11-01-2023 14:40:28.333906,"(14.0, 21.0, 20.34)","(10.0, 13.5, 12.576923076923077)","(31.0, 70.0, 60.625)","(2.6, 3.15, 3.144761904761905)","(4.2, 5.4, 5.285714285714286)","(7.0, 10.0, 9.85)","(6.0, 7.6, 7.232)","(6.5, 9.4, 9.154545454545454)"
11-01-2023 14:40:29.494148,"(14.0, 21.0, 20.34)","(10.0, 13.5, 12.576923076923077)","(31.0, 70.0, 60.625)","(2.6, 3.15, 3.1434579439252337)","(4.2, 5.4, 5.257142857142857)","(7.0, 10.0, 9.85)","(6.0, 7.6, 7.233333333333333)","(6.5, 9.4, 9.233333333333334)"
11-01-2023 14:40:30.675702,"(14.0, 21.0, 20.34)","(10.0, 13.5, 12.576923076923077)","(31.0, 70.0, 60.625)","(2.6, 3.15, 3.1434579439252337)","(4.2, 5.4, 5.233333333333333)","(7.0, 10.0, 9.85)","(6.0, 7.6, 7.233333333333333)","(6.5, 9.4, 9.233333333333334)"
11-01-2023 14:40:31.830408,"(14.0, 21.0, 20.34)","(10.0, 13.5, 12.576923076923077)","(31.0, 70.0, 60.625)","(2.6, 3.15, 3.1434579439252337)","(4.2, 5.4, 5.222222222222222)","(7.0, 10.0, 9.775)","(6.0, 7.6, 7.233333333333333)","(6.5, 9.4, 9.233333333333334)"
11-01-2023 14:40:32.951765,"(14.0, 21.0, 20.34)","(10.0, 13.5, 12.978260869565217)","(31.0, 70.0, 60.625)","(2.6, 3.15, 3.1465)","(4.2, 5.4, 5.2846153846153845)","(7.0, 10.0, 9.775)","(6.0, 7.6, 7.233333333333333)","(6.5, 9.4, 9.154545454545454)"
11-01-2023 14:40:34.038953,"(14.0, 21.0, 20.34)","(10.0, 13.5, 12.928571428571429)","(31.0, 70.0, 60.625)","(2.6, 3.15, 3.148901098901099)","(4.2, 5.3, 5.233333333333333)","(7.0, 10.0, 9.775)","(6.0, 7.6, 7.233333333333333)","(6.5, 9.4, 9.112)"
11-01-2023 14:40:35.134866,"(14.0, 21.0, 20.545454545454547)","(10.0, 13.5, 12.833333333333334)","(31.0, 70.0, 60.625)","(2.6, 3.15, 3.148901098901099)","(4.2, 5.3, 5.233333333333333)","(7.0, 10.0, 9.775)","(6.0, 7.6, 7.233333333333333)","(6.5, 9.4, 9.112)"
11-01-2023 14:40:36.207734,"(14.0, 24.0, 22.59375)","(10.0, 13.5, 12.978260869565217)","(31.0, 70.0, 60.625)","(2.6, 3.15, 3.148901098901099)","(4.2, 5.3, 5.233333333333333)","(7.0, 10.0, 9.775)","(6.0, 7.6, 7.233333333333333)","(6.5, 9.4, 9.233333333333334)"
11-01-2023 14:40:37.378190,"(14.0, 24.0, 22.41176470588235)","(10.0, 13.5, 12.833333333333334)","(31.0, 70.0, 60.625)","(2.6, 3.15, 3.146354166666667)","(4.2, 5.3, 5.1909090909090905)","(7.0, 10.0, 9.775)","(6.0, 7.6, 7.233333333333333)","(6.5, 9.4, 9.125)"
11-01-2023 14:40:38.565660,"(14.0, 24.0, 21.857142857142858)","(10.0, 13.5, 12.928571428571429)","(31.0, 70.0, 60.625)","(2.6, 3.15, 3.146354166666667)","(4.2, 5.3, 5.225)","(7.0, 10.0, 9.721428571428572)","(6.0, 7.6, 7.233333333333333)","(6.5, 9.4, 9.125)"
11-01-2023 14:40:39.808855,"(14.0, 23.0, 22.708333333333332)","(10.0, 13.5, 12.978260869565217)","(31.0, 70.0, 60.625)","(2.6, 3.15, 3.238888888888889)","(4.2, 5.3, 5.166666666666667)","(7.0, 10.0, 9.690322580645162)","(6.0, 7.6, 7.233333333333333)","(6.5, 9.4, 9.08235294117647)"
11-01-2023 14:40:41.019614,"(14.0, 22.0, 21.642857142857142)","(10.0, 13.5, 12.978260869565217)","(31.0, 70.0, 60.625)","(2.6, 3.25, 3.191176470588235)","(4.2, 5.2, 5.183333333333334)","(7.0, 10.0, 9.721428571428572)","(6.0, 7.6, 7.232)","(6.5, 9.2, 9.088888888888889)"
11-01-2023 14:40:42.292778,"(14.0, 22.0, 21.02777777777778)","(10.0, 13.5, 13.131578947368421)","(31.0, 70.0, 60.625)","(2.6, 3.25, 3.235)","(4.2, 5.2, 5.18)","(7.0, 10.0, 9.721428571428572)","(6.0, 7.6, 7.232)","(6.5, 9.2, 9.233333333333334)"
11-01-2023 14:40:43.507228,"(14.0, 22.0, 21.066666666666666)","(10.0, 13.5, 13.131578947368421)","(31.0, 70.0, 60.625)","(2.6, 3.25, 3.23)","(4.2, 5.3, 5.18)","(7.0, 10.0, 9.614285714285714)","(6.0, 7.6, 7.232)","(6.5, 9.4, 9.17142857142857)"
11-01-2023 14:40:44.632683,"(14.0, 22.0, 21.391304347826086)","(10.0, 13.5, 13.021739130434783)","(31.0, 70.0, 60.625)","(2.6, 3.25, 3.18974358974359)","(4.2, 5.3, 5.18)","(7.0, 10.0, 9.614285714285714)","(6.0, 7.6, 7.230769230769231)","(6.5, 9.2, 9.233333333333334)"
11-01-2023 14:40:45.719388,"(14.0, 22.0, 21.454545454545453)","(10.0, 13.5, 13.3)","(31.0, 70.0, 60.625)","(2.6, 3.2, 3.195890410958904)","(4.2, 5.3, 5.18)","(7.0, 10.0, 9.614285714285714)","(6.0, 7.6, 7.230769230769231)","(6.5, 9.4, 9.233333333333334)"
11-01-2023 14:40:46.834484,"(14.0, 22.0, 21.454545454545453)","(10.0, 14.0, 13.470588235294118)","(31.0, 70.0, 60.625)","(2.6, 3.2, 3.194827586206897)","(4.2, 5.3, 5.156521739130435)","(7.0, 10.0, 9.614285714285714)","(6.0, 7.6, 7.230769230769231)","(6.5, 9.4, 9.233333333333334)"
