,Hayley Shian,Waikarie Peg,Zihuatanejo,Henry Delatt,Lonely Tuna,Our Girl Siara,Long Way Out,Our Turn
08-01-2023 17:22:01.585557,"(4.0, 7.6, 7.155555555555555)","(5.5, 9.4, 9.100000000000001)","(9.0, 15.5, 14.075)","(31.0, 40.0, 37.9375)","(31.0, 70.0, 65.77777777777777)","(4.6, 7.0, 6.3)","(10.0, 23.0, 14.75)","(2.4, 2.82, 2.78)"
08-01-2023 17:22:02.780352,"(4.0, 7.6, 7.155555555555555)","(5.5, 9.4, 9.100000000000001)","(9.0, 15.5, 13.82857142857143)","(31.0, 40.0, 37.9375)","(31.0, 70.0, 65.77777777777777)","(4.6, 7.0, 6.3)","(10.0, 23.0, 14.75)","(2.4, 2.82, 2.78)"
08-01-2023 17:22:04.106209,"(4.0, 7.6, 7.155555555555555)","(5.5, 9.4, 9.100000000000001)","(9.0, 14.5, 14.306666666666667)","(31.0, 40.0, 37.9375)","(31.0, 70.0, 65.77777777777777)","(4.6, 7.0, 6.3)","(10.0, 23.0, 14.75)","(2.4, 2.82, 2.777142857142857)"
08-01-2023 17:22:05.408792,"(4.0, 7.6, 7.155555555555555)","(5.5, 9.4, 9.16)","(9.0, 15.0, 14.306666666666667)","(31.0, 40.0, 37.9375)","(31.0, 70.0, 65.77777777777777)","(4.6, 7.0, 6.336842105263158)","(10.0, 23.0, 14.75)","(2.4, 2.82, 2.777142857142857)"
08-01-2023 17:22:06.756482,"(4.0, 7.6, 7.266666666666666)","(5.5, 9.4, 8.35)","(9.0, 15.0, 14.306666666666667)","(31.0, 40.0, 37.9375)","(31.0, 70.0, 65.77777777777777)","(4.6, 7.0, 6.336842105263158)","(10.0, 23.0, 14.75)","(2.4, 2.82, 2.777142857142857)"
08-01-2023 17:22:08.292184,"(4.0, 7.2, 6.933333333333334)","(5.5, 9.4, 8.414285714285715)","(9.0, 15.0, 13.571428571428571)","(31.0, 40.0, 37.9375)","(31.0, 70.0, 65.77777777777777)","(4.6, 7.0, 6.336842105263158)","(10.0, 23.0, 17.5)","(2.4, 2.82, 2.777142857142857)"
08-01-2023 17:22:09.698966,"(4.0, 7.2, 6.933333333333334)","(5.5, 9.2, 8.75)","(9.0, 15.0, 14.0)","(31.0, 40.0, 38.53333333333333)","(31.0, 70.0, 65.77777777777777)","(4.6, 7.0, 6.336842105263158)","(10.0, 23.0, 17.5)","(2.4, 2.82, 2.777142857142857)"
08-01-2023 17:22:10.958263,"(4.0, 7.2, 6.933333333333334)","(5.5, 9.0, 8.75)","(9.0, 15.0, 14.0)","(31.0, 40.0, 38.53333333333333)","(31.0, 70.0, 65.77777777777777)","(4.6, 7.0, 6.336842105263158)","(10.0, 23.0, 17.5)","(2.4, 2.82, 2.777142857142857)"
08-01-2023 17:22:12.136181,"(4.0, 7.2, 6.658823529411765)","(5.5, 9.0, 8.75)","(9.0, 15.0, 14.0)","(31.0, 40.0, 38.53333333333333)","(31.0, 70.0, 66.4)","(4.6, 7.0, 6.336842105263158)","(10.0, 23.0, 17.5)","(2.4, 2.82, 2.777142857142857)"
08-01-2023 17:22:13.401771,"(4.0, 7.4, 7.0285714285714285)","(5.5, 9.0, 8.75)","(9.0, 15.0, 14.0)","(31.0, 40.0, 38.53333333333333)","(31.0, 75.0, 66.4)","(4.6, 7.0, 6.336842105263158)","(10.0, 23.0, 17.5)","(2.4, 2.82, 2.80125)"
08-01-2023 17:22:14.605945,"(4.0, 7.6, 7.0285714285714285)","(5.5, 9.0, 8.75)","(9.0, 15.0, 14.0)","(31.0, 40.0, 38.53333333333333)","(31.0, 75.0, 66.4)","(4.6, 7.0, 6.336842105263158)","(10.0, 23.0, 17.5)","(2.4, 2.82, 2.80125)"
08-01-2023 17:22:15.789514,"(4.0, 7.2, 6.933333333333334)","(5.5, 9.0, 8.75)","(9.0, 15.0, 14.0)","(31.0, 40.0, 38.53333333333333)","(31.0, 75.0, 66.4)","(4.6, 7.0, 6.336842105263158)","(10.0, 23.0, 17.5)","(2.4, 2.82, 2.80125)"
08-01-2023 17:22:16.899739,"(4.0, 7.2, 6.933333333333334)","(5.5, 9.0, 8.75)","(9.0, 15.0, 14.0)","(31.0, 40.0, 38.53333333333333)","(31.0, 75.0, 66.4)","(4.6, 7.0, 6.336842105263158)","(10.0, 23.0, 17.5)","(2.4, 2.82, 2.80125)"
08-01-2023 17:22:18.014992,"(4.0, 7.4, 6.658823529411765)","(5.5, 9.0, 8.75)","(9.0, 15.0, 14.0)","(31.0, 40.0, 38.53333333333333)","(31.0, 75.0, 66.4)","(4.6, 7.0, 6.336842105263158)","(10.0, 23.0, 17.5)","(2.4, 2.82, 2.80125)"
08-01-2023 17:22:19.208252,"(4.0, 7.6, 7.0285714285714285)","(6.0, 9.0, 8.75)","(9.0, 15.0, 13.595238095238095)","(31.0, 40.0, 38.53333333333333)","(31.0, 75.0, 66.4)","(4.6, 7.0, 6.336842105263158)","(10.0, 23.0, 17.5)","(2.4, 2.82, 2.80125)"
08-01-2023 17:22:20.382828,"(4.0, 7.2, 6.933333333333334)","(6.0, 9.0, 8.75)","(9.0, 15.5, 13.595238095238095)","(31.0, 40.0, 38.53333333333333)","(31.0, 75.0, 66.4)","(4.6, 7.0, 6.336842105263158)","(10.0, 23.0, 17.5)","(2.4, 2.82, 2.80125)"
08-01-2023 17:22:21.572562,"(4.0, 7.2, 6.933333333333334)","(6.0, 9.0, 8.75)","(9.0, 15.5, 13.595238095238095)","(31.0, 40.0, 38.53333333333333)","(31.0, 75.0, 66.4)","(4.6, 7.0, 6.336842105263158)","(10.0, 23.0, 17.5)","(2.4, 2.82, 2.80125)"
08-01-2023 17:22:22.794999,"(4.0, 7.6, 7.138461538461538)","(6.0, 9.0, 8.75)","(9.0, 15.5, 13.326086956521738)","(31.0, 40.0, 38.53333333333333)","(31.0, 75.0, 66.4)","(4.6, 7.0, 6.336842105263158)","(10.0, 23.0, 17.5)","(2.4, 2.82, 2.80125)"
08-01-2023 17:22:24.006204,"(4.0, 7.4, 6.658823529411765)","(6.0, 9.0, 8.75)","(9.0, 15.5, 13.326086956521738)","(31.0, 40.0, 38.53333333333333)","(31.0, 75.0, 66.4)","(4.6, 7.0, 6.325)","(10.0, 23.0, 17.5)","(2.4, 2.82, 2.80125)"
08-01-2023 17:22:25.288559,"(4.0, 7.2, 6.933333333333334)","(6.0, 9.0, 8.75)","(9.0, 15.5, 13.326086956521738)","(31.0, 40.0, 38.53333333333333)","(31.0, 75.0, 62.714285714285715)","(4.6, 7.0, 6.206666666666667)","(10.0, 23.0, 17.5)","(2.4, 2.82, 2.80125)"
08-01-2023 17:22:26.533285,"(4.0, 7.6, 7.138461538461538)","(6.0, 9.0, 8.75)","(9.0, 15.5, 13.5)","(31.0, 40.0, 38.53333333333333)","(31.0, 75.0, 62.714285714285715)","(4.6, 7.0, 6.138461538461539)","(10.0, 23.0, 17.5)","(2.4, 2.82, 2.8114285714285714)"
08-01-2023 17:22:27.793011,"(4.0, 7.2, 6.933333333333334)","(6.0, 9.0, 8.75)","(9.0, 15.5, 14.78888888888889)","(31.0, 40.0, 38.53333333333333)","(31.0, 75.0, 62.714285714285715)","(4.6, 7.0, 5.88)","(10.0, 23.0, 17.5)","(2.4, 2.82, 2.8114285714285714)"
08-01-2023 17:22:29.070200,"(4.0, 7.6, 7.0)","(6.0, 9.0, 8.75)","(9.0, 15.5, 12.954545454545455)","(31.0, 40.0, 38.53333333333333)","(31.0, 75.0, 62.714285714285715)","(4.6, 7.0, 6.138461538461539)","(10.0, 23.0, 17.5)","(2.4, 2.82, 2.8114285714285714)"
08-01-2023 17:22:30.249811,"(4.0, 7.2, 6.844444444444445)","(6.0, 9.0, 8.75)","(9.0, 15.5, 12.954545454545455)","(31.0, 40.0, 38.53333333333333)","(31.0, 75.0, 62.714285714285715)","(4.6, 7.0, 6.1923076923076925)","(10.0, 23.0, 17.5)","(2.4, 2.82, 2.8114285714285714)"
08-01-2023 17:22:31.390740,"(4.0, 7.6, 6.872727272727272)","(6.0, 9.0, 8.75)","(9.0, 15.5, 12.954545454545455)","(31.0, 40.0, 38.53333333333333)","(31.0, 75.0, 62.714285714285715)","(4.6, 7.0, 5.95)","(10.0, 23.0, 17.5)","(2.4, 2.82, 2.8114285714285714)"
08-01-2023 17:22:32.515022,"(4.0, 7.6, 6.872727272727272)","(6.0, 9.0, 8.75)","(9.0, 15.5, 12.954545454545455)","(31.0, 40.0, 38.53333333333333)","(31.0, 75.0, 62.714285714285715)","(4.6, 7.0, 6.1923076923076925)","(10.0, 23.0, 17.5)","(2.4, 2.82, 2.8114285714285714)"
08-01-2023 17:22:33.659195,"(4.0, 7.2, 6.844444444444445)","(6.0, 9.0, 8.75)","(9.0, 15.5, 12.954545454545455)","(31.0, 40.0, 38.53333333333333)","(31.0, 75.0, 62.714285714285715)","(4.6, 7.0, 6.1923076923076925)","(10.0, 23.0, 17.5)","(2.4, 2.82, 2.8114285714285714)"
08-01-2023 17:22:34.838486,"(4.0, 7.2, 6.844444444444445)","(6.0, 9.0, 8.75)","(9.0, 15.5, 13.346153846153847)","(31.0, 40.0, 38.53333333333333)","(31.0, 75.0, 64.75)","(4.6, 7.0, 6.1923076923076925)","(10.0, 23.0, 17.5)","(2.4, 2.82, 2.8114285714285714)"
08-01-2023 17:22:36.033005,"(4.0, 7.2, 6.844444444444445)","(6.0, 9.0, 8.75)","(9.0, 15.5, 13.346153846153847)","(31.0, 40.0, 38.53333333333333)","(31.0, 75.0, 64.75)","(4.6, 7.0, 6.1923076923076925)","(10.0, 23.0, 17.5)","(2.4, 2.82, 2.8114285714285714)"
08-01-2023 17:22:37.242691,"(4.0, 7.2, 6.844444444444445)","(6.0, 9.0, 8.75)","(9.0, 15.5, 13.346153846153847)","(31.0, 40.0, 38.53333333333333)","(31.0, 75.0, 64.75)","(4.6, 7.0, 6.1923076923076925)","(10.0, 23.0, 17.5)","(2.4, 2.82, 2.8084615384615383)"
08-01-2023 17:22:38.410085,"(4.0, 7.2, 6.844444444444445)","(6.0, 9.0, 8.75)","(9.0, 15.5, 13.346153846153847)","(31.0, 40.0, 38.53333333333333)","(31.0, 75.0, 64.75)","(4.6, 7.0, 6.1923076923076925)","(10.0, 23.0, 17.5)","(2.4, 2.82, 2.8084615384615383)"
08-01-2023 17:22:39.569343,"(4.0, 7.2, 6.844444444444445)","(6.0, 9.0, 8.75)","(9.0, 15.5, 13.346153846153847)","(31.0, 40.0, 38.53333333333333)","(31.0, 75.0, 55.6)","(4.6, 7.0, 6.1923076923076925)","(10.0, 23.0, 17.5)","(2.4, 2.82, 2.8084615384615383)"
08-01-2023 17:22:40.682110,"(4.0, 7.2, 6.844444444444445)","(6.0, 9.0, 8.75)","(9.0, 15.5, 13.346153846153847)","(31.0, 40.0, 38.53333333333333)","(31.0, 70.0, 60.57142857142857)","(4.6, 7.0, 6.1923076923076925)","(10.0, 23.0, 17.5)","(2.4, 2.82, 2.8084615384615383)"
08-01-2023 17:22:41.850108,"(4.0, 7.2, 6.844444444444445)","(6.0, 9.0, 8.75)","(9.0, 15.5, 13.346153846153847)","(31.0, 40.0, 38.53333333333333)","(31.0, 65.0, 60.57142857142857)","(4.6, 7.0, 6.1923076923076925)","(10.0, 23.0, 17.5)","(2.4, 2.82, 2.8084615384615383)"
08-01-2023 17:22:43.018868,"(4.0, 7.2, 6.844444444444445)","(6.0, 9.0, 8.75)","(9.0, 15.5, 13.346153846153847)","(31.0, 40.0, 38.53333333333333)","(31.0, 65.0, 60.57142857142857)","(4.6, 7.0, 6.1923076923076925)","(10.0, 23.0, 17.5)","(2.4, 2.82, 2.8084615384615383)"
08-01-2023 17:22:44.314659,"(4.0, 7.2, 6.844444444444445)","(6.0, 9.0, 8.75)","(9.0, 15.5, 13.346153846153847)","(31.0, 40.0, 38.53333333333333)","(31.0, 65.0, 60.57142857142857)","(4.6, 7.0, 6.1923076923076925)","(10.0, 23.0, 17.5)","(2.4, 2.82, 2.8084615384615383)"
08-01-2023 17:22:45.558803,"(4.0, 7.2, 6.844444444444445)","(6.0, 9.0, 8.75)","(9.0, 15.5, 13.346153846153847)","(31.0, 40.0, 38.53333333333333)","(31.0, 65.0, 60.57142857142857)","(4.6, 7.0, 6.1923076923076925)","(10.0, 23.0, 17.5)","(2.4, 2.82, 2.8084615384615383)"
08-01-2023 17:22:46.861014,"(4.0, 7.2, 6.844444444444445)","(6.0, 9.0, 8.75)","(9.0, 15.5, 13.346153846153847)","(31.0, 40.0, 38.53333333333333)","(31.0, 65.0, 60.57142857142857)","(4.6, 7.0, 6.1923076923076925)","(10.0, 23.0, 17.5)","(2.4, 2.82, 2.816)"
08-01-2023 17:22:48.174647,"(4.0, 7.2, 6.844444444444445)","(6.0, 9.0, 8.75)","(9.0, 15.5, 13.346153846153847)","(31.0, 40.0, 38.53333333333333)","(31.0, 65.0, 60.57142857142857)","(4.6, 7.0, 6.385714285714285)","(10.0, 23.0, 17.5)","(2.4, 2.84, 2.815)"
08-01-2023 17:22:49.537032,"(4.0, 7.2, 6.844444444444445)","(6.0, 9.0, 8.75)","(9.0, 15.5, 13.346153846153847)","(31.0, 40.0, 38.53333333333333)","(31.0, 65.0, 60.57142857142857)","(4.6, 6.6, 6.385714285714285)","(10.0, 23.0, 17.5)","(2.4, 2.86, 2.815)"
08-01-2023 17:22:50.751799,"(4.0, 7.2, 6.844444444444445)","(6.0, 9.0, 8.75)","(8.5, 15.5, 13.346153846153847)","(31.0, 40.0, 38.53333333333333)","(31.0, 65.0, 60.57142857142857)","(4.6, 6.6, 6.385714285714285)","(10.0, 23.0, 17.5)","(2.4, 2.86, 2.815)"
08-01-2023 17:22:51.934755,"(4.0, 7.2, 6.844444444444445)","(6.0, 9.0, 8.75)","(8.5, 15.5, 13.346153846153847)","(31.0, 40.0, 38.53333333333333)","(31.0, 65.0, 60.57142857142857)","(4.6, 6.6, 6.385714285714285)","(10.0, 23.0, 17.5)","(2.4, 2.86, 2.815)"
08-01-2023 17:22:53.111803,"(4.0, 7.2, 6.844444444444445)","(6.0, 9.0, 8.75)","(8.5, 15.5, 13.346153846153847)","(31.0, 40.0, 38.53333333333333)","(31.0, 65.0, 60.57142857142857)","(4.6, 6.6, 6.054545454545455)","(10.0, 23.0, 17.5)","(2.4, 2.86, 2.815)"
08-01-2023 17:22:54.282374,"(4.0, 7.2, 6.844444444444445)","(6.0, 9.0, 8.75)","(8.5, 15.5, 13.346153846153847)","(31.0, 40.0, 38.53333333333333)","(31.0, 65.0, 60.57142857142857)","(4.6, 6.6, 6.054545454545455)","(10.0, 23.0, 17.5)","(2.4, 2.86, 2.815)"
08-01-2023 17:22:55.354810,"(4.0, 7.2, 6.844444444444445)","(6.0, 9.0, 8.75)","(8.5, 15.5, 13.346153846153847)","(31.0, 40.0, 38.53333333333333)","(31.0, 65.0, 60.57142857142857)","(4.6, 6.6, 6.054545454545455)","(10.0, 23.0, 17.5)","(2.4, 2.86, 2.815)"
08-01-2023 17:22:56.539612,"(4.0, 7.2, 6.844444444444445)","(6.0, 9.0, 8.75)","(8.5, 15.5, 13.346153846153847)","(31.0, 40.0, 38.53333333333333)","(31.0, 65.0, 60.57142857142857)","(4.6, 6.6, 6.054545454545455)","(10.0, 23.0, 17.5)","(2.4, 2.86, 2.815)"
08-01-2023 17:22:57.616204,"(4.0, 7.2, 6.844444444444445)","(6.0, 9.0, 8.75)","(8.5, 15.5, 13.346153846153847)","(31.0, 40.0, 38.53333333333333)","(31.0, 65.0, 60.57142857142857)","(4.6, 6.6, 6.054545454545455)","(10.0, 23.0, 17.5)","(2.4, 2.86, 2.815)"
08-01-2023 17:22:58.791167,"(4.0, 7.2, 6.844444444444445)","(6.0, 9.0, 8.75)","(8.5, 15.5, 13.346153846153847)","(31.0, 40.0, 38.53333333333333)","(31.0, 65.0, 60.57142857142857)","(4.6, 6.6, 6.054545454545455)","(10.0, 23.0, 17.5)","(2.4, 2.86, 2.815)"
08-01-2023 17:22:59.900841,"(4.0, 7.2, 6.844444444444445)","(6.0, 9.0, 8.75)","(8.5, 15.5, 13.346153846153847)","(31.0, 40.0, 38.53333333333333)","(31.0, 65.0, 60.57142857142857)","(4.6, 6.6, 6.054545454545455)","(10.0, 23.0, 17.5)","(2.4, 2.86, 2.815)"
08-01-2023 17:23:01.018874,"(4.0, 7.2, 6.844444444444445)","(6.0, 9.0, 8.75)","(8.5, 15.5, 13.346153846153847)","(31.0, 40.0, 38.53333333333333)","(31.0, 65.0, 60.57142857142857)","(4.6, 6.6, 6.054545454545455)","(10.0, 23.0, 17.5)","(2.4, 2.86, 2.815)"
08-01-2023 17:23:02.213381,"(4.0, 7.2, 6.844444444444445)","(6.0, 9.0, 8.75)","(8.5, 15.5, 13.346153846153847)","(31.0, 40.0, 38.53333333333333)","(31.0, 65.0, 60.57142857142857)","(4.6, 6.6, 6.054545454545455)","(10.0, 23.0, 17.5)","(2.4, 2.86, 2.815)"
08-01-2023 17:23:03.386506,"(4.0, 7.2, 6.844444444444445)","(6.0, 9.0, 8.75)","(8.5, 15.5, 13.346153846153847)","(31.0, 40.0, 38.53333333333333)","(31.0, 65.0, 60.57142857142857)","(4.6, 6.6, 6.054545454545455)","(10.0, 23.0, 17.5)","(2.4, 2.86, 2.815)"
08-01-2023 17:23:04.482012,"(4.0, 7.2, 6.844444444444445)","(6.0, 9.0, 8.75)","(8.5, 15.5, 13.346153846153847)","(31.0, 40.0, 38.53333333333333)","(31.0, 65.0, 60.57142857142857)","(4.6, 6.6, 6.054545454545455)","(10.0, 23.0, 17.5)","(2.4, 2.86, 2.815)"
08-01-2023 17:23:05.532985,"(4.0, 7.2, 6.844444444444445)","(6.0, 9.0, 8.75)","(8.5, 15.5, 13.346153846153847)","(31.0, 40.0, 38.53333333333333)","(31.0, 65.0, 60.57142857142857)","(4.6, 6.6, 6.054545454545455)","(10.0, 23.0, 17.5)","(2.4, 2.86, 2.815)"
08-01-2023 17:23:06.644291,"(4.0, 7.2, 6.844444444444445)","(6.0, 9.0, 8.75)","(8.5, 15.5, 13.346153846153847)","(31.0, 40.0, 38.53333333333333)","(31.0, 65.0, 60.57142857142857)","(4.6, 6.6, 6.054545454545455)","(10.0, 23.0, 17.5)","(2.4, 2.86, 2.8436363636363633)"
08-01-2023 17:23:07.687216,"(4.0, 7.2, 6.844444444444445)","(6.0, 9.0, 8.75)","(8.5, 15.5, 13.346153846153847)","(31.0, 40.0, 38.53333333333333)","(31.0, 65.0, 60.57142857142857)","(4.6, 6.6, 6.054545454545455)","(10.0, 23.0, 17.5)","(2.4, 2.86, 2.8436363636363633)"
08-01-2023 17:23:08.804500,"(4.0, 7.2, 6.844444444444445)","(6.0, 9.0, 8.75)","(8.5, 16.5, 15.166666666666666)","(31.0, 40.0, 38.53333333333333)","(31.0, 65.0, 60.57142857142857)","(4.6, 6.6, 6.054545454545455)","(10.0, 23.0, 17.5)","(2.4, 2.86, 2.8436363636363633)"
08-01-2023 17:23:09.841599,"(4.0, 7.2, 6.844444444444445)","(6.0, 9.0, 8.75)","(8.5, 16.5, 14.5)","(31.0, 40.0, 38.53333333333333)","(31.0, 65.0, 60.57142857142857)","(4.6, 6.6, 6.054545454545455)","(10.0, 23.0, 17.5)","(2.4, 2.86, 2.8436363636363633)"
08-01-2023 17:23:10.869244,"(4.0, 7.2, 6.844444444444445)","(6.0, 9.0, 8.75)","(8.5, 16.5, 14.7)","(31.0, 40.0, 38.53333333333333)","(31.0, 65.0, 60.57142857142857)","(4.6, 6.6, 6.054545454545455)","(10.0, 23.0, 17.5)","(2.4, 2.86, 2.8517647058823528)"
08-01-2023 17:23:11.950191,"(4.0, 7.2, 6.844444444444445)","(6.0, 9.0, 8.75)","(8.5, 16.5, 14.7)","(31.0, 40.0, 38.53333333333333)","(31.0, 65.0, 60.57142857142857)","(4.6, 6.6, 6.054545454545455)","(10.0, 23.0, 17.5)","(2.4, 2.88, 2.856)"
08-01-2023 17:23:12.952652,"(4.0, 7.2, 6.844444444444445)","(6.0, 9.0, 8.75)","(8.5, 16.5, 14.7)","(31.0, 40.0, 38.53333333333333)","(31.0, 65.0, 60.57142857142857)","(4.6, 6.6, 6.054545454545455)","(10.0, 23.0, 17.5)","(2.4, 2.88, 2.856)"
08-01-2023 17:23:13.972030,"(4.0, 7.2, 6.844444444444445)","(6.0, 9.0, 8.75)","(8.5, 16.5, 14.7)","(31.0, 40.0, 38.53333333333333)","(31.0, 65.0, 60.57142857142857)","(4.6, 6.6, 6.054545454545455)","(10.0, 23.0, 17.5)","(2.4, 2.88, 2.856)"
08-01-2023 17:23:15.053656,"(4.0, 7.2, 6.844444444444445)","(6.0, 9.0, 8.75)","(8.5, 16.5, 14.7)","(31.0, 40.0, 38.53333333333333)","(31.0, 65.0, 60.57142857142857)","(4.6, 6.6, 6.054545454545455)","(10.0, 23.0, 17.5)","(2.4, 2.88, 2.856)"
08-01-2023 17:23:16.093866,"(4.0, 7.2, 6.844444444444445)","(6.0, 9.0, 8.75)","(8.5, 16.5, 14.7)","(31.0, 40.0, 38.53333333333333)","(31.0, 65.0, 60.57142857142857)","(4.6, 6.6, 6.155555555555555)","(10.0, 23.0, 17.5)","(2.4, 2.88, 2.856)"
08-01-2023 17:23:17.110352,"(4.0, 7.2, 6.844444444444445)","(6.0, 9.0, 8.75)","(8.5, 16.5, 14.7)","(31.0, 40.0, 38.53333333333333)","(31.0, 65.0, 60.57142857142857)","(4.6, 6.6, 6.155555555555555)","(10.0, 23.0, 17.5)","(2.4, 2.88, 2.856)"
08-01-2023 17:23:18.181848,"(4.0, 7.2, 6.844444444444445)","(6.0, 9.0, 8.75)","(8.5, 16.5, 14.7)","(31.0, 40.0, 38.53333333333333)","(31.0, 65.0, 60.57142857142857)","(4.6, 6.4, 6.171428571428572)","(10.0, 23.0, 17.5)","(2.4, 2.88, 2.856)"
08-01-2023 17:23:19.384894,"(4.0, 7.2, 6.844444444444445)","(6.0, 9.0, 8.75)","(8.5, 16.5, 14.7)","(31.0, 40.0, 38.53333333333333)","(31.0, 65.0, 61.125)","(4.6, 6.4, 6.171428571428572)","(10.0, 23.0, 17.5)","(2.4, 2.88, 2.856)"
08-01-2023 17:23:20.450155,"(4.0, 7.2, 6.844444444444445)","(6.0, 9.0, 8.75)","(8.5, 16.5, 14.7)","(31.0, 40.0, 38.53333333333333)","(31.0, 65.0, 61.125)","(4.6, 6.4, 6.171428571428572)","(10.0, 23.0, 17.5)","(2.4, 2.88, 2.856)"
08-01-2023 17:23:21.567803,"(4.0, 7.2, 6.844444444444445)","(6.0, 9.0, 8.75)","(8.5, 16.5, 14.7)","(31.0, 40.0, 38.53333333333333)","(31.0, 65.0, 61.125)","(4.6, 6.4, 6.171428571428572)","(10.0, 23.0, 17.5)","(2.4, 2.88, 2.856)"
08-01-2023 17:23:22.699420,"(4.0, 7.2, 6.844444444444445)","(6.0, 9.0, 8.75)","(8.5, 16.5, 14.7)","(31.0, 40.0, 38.53333333333333)","(31.0, 65.0, 61.125)","(4.6, 6.4, 6.171428571428572)","(10.0, 23.0, 17.5)","(2.4, 2.88, 2.856)"
08-01-2023 17:23:23.849066,"(4.0, 7.2, 6.844444444444445)","(6.0, 9.0, 8.75)","(8.5, 16.5, 14.7)","(31.0, 40.0, 38.53333333333333)","(31.0, 65.0, 61.125)","(4.6, 6.4, 6.171428571428572)","(10.0, 23.0, 17.5)","(2.4, 2.88, 2.856)"
08-01-2023 17:23:24.831543,"(4.0, 7.2, 6.844444444444445)","(6.0, 9.0, 8.75)","(8.5, 16.5, 14.7)","(31.0, 40.0, 38.53333333333333)","(31.0, 65.0, 61.125)","(4.6, 6.4, 6.171428571428572)","(10.0, 23.0, 17.5)","(2.4, 2.88, 2.856)"
08-01-2023 17:23:25.910688,"(4.0, 7.2, 6.844444444444445)","(6.0, 9.0, 8.75)","(8.5, 16.5, 14.7)","(31.0, 40.0, 38.53333333333333)","(31.0, 65.0, 61.125)","(4.6, 6.4, 6.171428571428572)","(10.0, 23.0, 17.5)","(2.4, 2.88, 2.856)"
08-01-2023 17:23:26.913475,"(4.0, 7.2, 6.844444444444445)","(6.0, 9.0, 8.75)","(8.5, 16.5, 14.7)","(31.0, 40.0, 38.53333333333333)","(31.0, 65.0, 61.125)","(4.6, 6.4, 6.171428571428572)","(10.0, 23.0, 17.5)","(2.4, 2.88, 2.856)"
08-01-2023 17:23:27.902659,"(4.0, 7.2, 6.844444444444445)","(6.0, 9.0, 8.75)","(8.5, 16.5, 14.7)","(31.0, 40.0, 38.53333333333333)","(31.0, 65.0, 61.125)","(4.6, 6.4, 6.171428571428572)","(10.0, 23.0, 17.5)","(2.4, 2.88, 2.856)"
08-01-2023 17:23:28.859699,"(4.0, 7.2, 6.844444444444445)","(6.0, 9.0, 8.75)","(8.5, 16.5, 14.7)","(31.0, 40.0, 38.53333333333333)","(31.0, 65.0, 61.125)","(4.6, 6.4, 6.171428571428572)","(10.0, 23.0, 17.5)","(2.4, 2.88, 2.856)"
08-01-2023 17:23:29.872142,"(4.0, 7.2, 6.844444444444445)","(6.0, 9.0, 8.75)","(8.5, 16.5, 14.7)","(31.0, 40.0, 38.53333333333333)","(31.0, 65.0, 61.125)","(4.6, 6.4, 6.171428571428572)","(10.0, 23.0, 17.5)","(2.4, 2.88, 2.856)"
08-01-2023 17:23:30.942158,"(4.0, 7.2, 6.844444444444445)","(6.0, 9.0, 8.75)","(8.5, 16.5, 14.7)","(31.0, 40.0, 38.53333333333333)","(31.0, 65.0, 61.125)","(4.6, 6.4, 6.171428571428572)","(10.0, 23.0, 17.5)","(2.4, 2.88, 2.856)"
08-01-2023 17:23:32.249540,"(4.0, 7.2, 6.844444444444445)","(6.0, 9.0, 8.75)","(8.5, 16.5, 14.7)","(31.0, 40.0, 37.411764705882355)","(31.0, 65.0, 61.125)","(4.6, 6.4, 6.171428571428572)","(10.0, 23.0, 17.5)","(2.4, 2.84, 2.828)"
08-01-2023 17:23:33.422522,"(4.0, 7.2, 6.844444444444445)","(6.0, 9.0, 8.75)","(8.5, 16.5, 14.7)","(31.0, 40.0, 37.411764705882355)","(31.0, 65.0, 61.125)","(4.6, 6.4, 6.171428571428572)","(10.0, 23.0, 17.5)","(2.4, 2.84, 2.828)"
08-01-2023 17:23:34.424888,"(4.0, 7.2, 6.844444444444445)","(6.0, 9.0, 8.75)","(8.5, 16.5, 14.7)","(31.0, 40.0, 37.411764705882355)","(31.0, 65.0, 61.125)","(4.6, 6.4, 6.171428571428572)","(10.0, 23.0, 17.5)","(2.4, 2.84, 2.828)"
08-01-2023 17:23:35.503802,"(4.0, 7.2, 6.844444444444445)","(6.0, 9.0, 8.75)","(8.5, 16.5, 14.7)","(31.0, 40.0, 37.411764705882355)","(31.0, 65.0, 61.125)","(4.6, 6.4, 6.050000000000001)","(10.0, 23.0, 17.5)","(2.4, 2.84, 2.828)"
08-01-2023 17:23:36.587286,"(4.0, 7.2, 6.7)","(6.0, 9.0, 8.55)","(8.5, 16.5, 14.7)","(31.0, 40.0, 37.411764705882355)","(31.0, 65.0, 61.125)","(4.6, 6.4, 6.050000000000001)","(10.0, 23.0, 17.5)","(2.4, 2.84, 2.828)"
08-01-2023 17:23:37.611289,"(4.0, 7.2, 6.866666666666667)","(6.0, 9.0, 8.55)","(8.5, 16.5, 14.7)","(31.0, 40.0, 36.0)","(31.0, 65.0, 61.125)","(4.6, 6.4, 6.050000000000001)","(10.0, 23.0, 17.5)","(2.4, 2.84, 2.8099999999999996)"
