,Rothwell Boy,My Bro Jill,Wild Jewel,Pyrenees Chateau,Wild Storms,Cruisy Magic,Bourne Supremacy,Skipper Jack
16-12-2022 14:12:55.588036,"(2.7, 3.95, 3.765217391304348)","(2.6, 2.74, 2.6966666666666668)","(15.0, 70.0, 57.05882352941177)","(31.0, 60.0, 43.578947368421055)","(41.0, 260.0, 225.0)","(31.0, 290.0, 263.2142857142857)","(3.8, 5.8, 5.429411764705883)","(8.0, 21.0, 20.076923076923077)"
16-12-2022 14:12:56.657028,"(2.7, 3.95, 3.765217391304348)","(2.6, 2.74, 2.6966666666666668)","(15.0, 70.0, 57.05882352941177)","(31.0, 60.0, 43.578947368421055)","(41.0, 260.0, 225.0)","(31.0, 290.0, 263.2142857142857)","(3.8, 5.8, 5.429411764705883)","(8.0, 21.0, 20.076923076923077)"
16-12-2022 14:12:57.648135,"(2.7, 3.95, 3.765217391304348)","(2.6, 2.74, 2.6966666666666668)","(15.0, 70.0, 57.05882352941177)","(31.0, 60.0, 43.578947368421055)","(41.0, 260.0, 225.0)","(31.0, 290.0, 263.2142857142857)","(3.8, 5.8, 5.275)","(8.0, 21.0, 20.076923076923077)"
16-12-2022 14:12:58.657635,"(2.7, 3.95, 3.765217391304348)","(2.6, 2.74, 2.6966666666666668)","(15.0, 70.0, 57.05882352941177)","(31.0, 60.0, 43.578947368421055)","(41.0, 260.0, 225.0)","(31.0, 290.0, 263.2142857142857)","(3.8, 5.8, 5.333333333333333)","(8.0, 21.0, 20.076923076923077)"
16-12-2022 14:12:59.682556,"(2.7, 3.95, 3.765217391304348)","(2.6, 2.74, 2.688)","(15.0, 70.0, 57.05882352941177)","(31.0, 60.0, 43.578947368421055)","(41.0, 260.0, 225.0)","(31.0, 290.0, 263.2142857142857)","(3.8, 5.8, 5.333333333333333)","(8.0, 21.0, 20.076923076923077)"
16-12-2022 14:13:00.712312,"(2.7, 3.95, 3.765217391304348)","(2.6, 2.74, 2.688)","(15.0, 70.0, 57.05882352941177)","(31.0, 60.0, 43.578947368421055)","(41.0, 260.0, 225.0)","(31.0, 290.0, 262.22222222222223)","(3.8, 5.8, 5.333333333333333)","(8.0, 21.0, 20.076923076923077)"
16-12-2022 14:13:01.758128,"(2.7, 3.95, 3.6795454545454547)","(2.6, 2.74, 2.7008695652173915)","(15.0, 65.0, 55.25)","(31.0, 60.0, 43.578947368421055)","(41.0, 260.0, 225.0)","(31.0, 290.0, 262.22222222222223)","(3.8, 5.8, 5.333333333333333)","(8.0, 21.0, 20.076923076923077)"
16-12-2022 14:13:02.748577,"(2.7, 3.9, 3.6083333333333334)","(2.6, 2.74, 2.7008695652173915)","(15.0, 65.0, 52.0)","(31.0, 60.0, 43.578947368421055)","(41.0, 260.0, 225.0)","(31.0, 290.0, 262.22222222222223)","(3.8, 5.8, 5.275)","(8.0, 21.0, 20.214285714285715)"
16-12-2022 14:13:03.817547,"(2.7, 3.85, 3.4692307692307693)","(2.6, 2.74, 2.7008695652173915)","(15.0, 65.0, 40.33333333333333)","(31.0, 60.0, 39.42857142857143)","(41.0, 260.0, 225.0)","(31.0, 290.0, 262.22222222222223)","(3.8, 5.8, 5.391666666666667)","(8.0, 21.0, 20.3125)"
16-12-2022 14:13:04.849174,"(2.7, 3.85, 3.4794117647058824)","(2.6, 2.74, 2.7008695652173915)","(15.0, 65.0, 45.36363636363636)","(31.0, 60.0, 39.42857142857143)","(41.0, 260.0, 225.0)","(31.0, 290.0, 262.22222222222223)","(3.8, 5.8, 5.391666666666667)","(8.0, 21.0, 20.3125)"
16-12-2022 14:13:05.973001,"(2.7, 3.85, 3.4794117647058824)","(2.6, 2.74, 2.7008695652173915)","(15.0, 65.0, 48.38461538461539)","(31.0, 60.0, 39.42857142857143)","(41.0, 260.0, 225.0)","(31.0, 290.0, 262.22222222222223)","(3.8, 5.8, 5.391666666666667)","(8.0, 21.0, 20.3125)"
16-12-2022 14:13:07.134492,"(2.7, 3.85, 3.5269230769230773)","(2.6, 2.74, 2.7008695652173915)","(15.0, 65.0, 48.38461538461539)","(31.0, 60.0, 39.42857142857143)","(41.0, 260.0, 225.0)","(31.0, 290.0, 262.22222222222223)","(3.8, 5.8, 5.333333333333333)","(8.0, 21.0, 18.708333333333332)"
16-12-2022 14:13:08.246846,"(2.7, 3.8, 3.542105263157895)","(2.6, 2.74, 2.7008695652173915)","(15.0, 65.0, 48.84615384615385)","(31.0, 60.0, 39.42857142857143)","(41.0, 260.0, 225.0)","(31.0, 290.0, 262.22222222222223)","(3.8, 5.8, 5.333333333333333)","(8.0, 21.0, 18.708333333333332)"
16-12-2022 14:13:09.373705,"(2.7, 3.8, 3.533333333333333)","(2.6, 2.74, 2.7008695652173915)","(15.0, 65.0, 48.84615384615385)","(31.0, 60.0, 39.42857142857143)","(41.0, 260.0, 217.6470588235294)","(31.0, 290.0, 252.30769230769232)","(3.8, 5.8, 5.391666666666667)","(8.0, 21.0, 20.3125)"
16-12-2022 14:13:10.411899,"(2.7, 3.8, 3.5037037037037035)","(2.6, 2.74, 2.6900000000000004)","(15.0, 65.0, 41.666666666666664)","(31.0, 60.0, 39.42857142857143)","(41.0, 240.0, 192.5)","(31.0, 270.0, 237.1428571428571)","(3.8, 5.8, 5.391666666666667)","(8.0, 21.0, 20.3125)"
16-12-2022 14:13:11.438141,"(2.7, 3.8, 3.4875)","(2.6, 2.74, 2.670769230769231)","(15.0, 65.0, 41.666666666666664)","(31.0, 60.0, 39.42857142857143)","(41.0, 240.0, 192.5)","(31.0, 270.0, 237.1428571428571)","(3.8, 5.8, 5.391666666666667)","(8.0, 21.0, 20.3125)"
16-12-2022 14:13:12.497869,"(2.7, 3.8, 3.5428571428571427)","(2.6, 2.74, 2.6622222222222223)","(15.0, 65.0, 50.0)","(31.0, 60.0, 39.42857142857143)","(41.0, 240.0, 192.5)","(31.0, 270.0, 237.1428571428571)","(3.8, 5.8, 5.333333333333333)","(8.0, 21.0, 19.9)"
16-12-2022 14:13:13.526794,"(2.7, 3.8, 3.5428571428571427)","(2.6, 2.72, 2.66)","(15.0, 65.0, 50.0)","(31.0, 60.0, 43.578947368421055)","(41.0, 240.0, 192.5)","(31.0, 270.0, 237.1428571428571)","(3.8, 5.8, 5.391666666666667)","(8.0, 21.0, 17.944444444444443)"
16-12-2022 14:13:14.528381,"(2.7, 3.8, 3.5428571428571427)","(2.6, 2.72, 2.656)","(15.0, 65.0, 53.94736842105263)","(31.0, 60.0, 43.05882352941177)","(41.0, 240.0, 192.5)","(31.0, 270.0, 237.1428571428571)","(3.8, 5.8, 5.391666666666667)","(8.0, 21.0, 17.944444444444443)"
16-12-2022 14:13:15.556591,"(2.7, 3.8, 3.4612903225806453)","(2.6, 2.72, 2.656)","(15.0, 65.0, 53.94736842105263)","(31.0, 60.0, 46.90909090909091)","(41.0, 240.0, 192.5)","(31.0, 270.0, 237.1428571428571)","(3.8, 5.8, 5.511764705882353)","(8.0, 21.0, 17.944444444444443)"
16-12-2022 14:13:16.553321,"(2.7, 3.75, 3.553125)","(2.6, 2.72, 2.656)","(15.0, 65.0, 53.94736842105263)","(31.0, 60.0, 46.90909090909091)","(41.0, 240.0, 202.0)","(31.0, 270.0, 237.1428571428571)","(3.8, 5.8, 5.511764705882353)","(8.0, 21.0, 19.9)"
16-12-2022 14:13:17.663969,"(2.7, 3.75, 3.5694444444444446)","(2.6, 2.72, 2.656)","(15.0, 65.0, 53.94736842105263)","(31.0, 60.0, 46.90909090909091)","(41.0, 240.0, 202.0)","(31.0, 270.0, 242.12121212121212)","(3.8, 5.8, 5.391666666666667)","(8.0, 21.0, 20.45)"
16-12-2022 14:13:18.725287,"(2.7, 3.7, 3.555555555555556)","(2.6, 2.72, 2.656)","(15.0, 65.0, 53.94736842105263)","(31.0, 60.0, 46.90909090909091)","(41.0, 240.0, 202.0)","(31.0, 270.0, 242.12121212121212)","(3.8, 5.8, 5.45)","(8.0, 21.0, 20.45)"
16-12-2022 14:13:19.853057,"(2.7, 3.7, 3.555555555555556)","(2.6, 2.72, 2.656)","(15.0, 65.0, 53.94736842105263)","(31.0, 60.0, 46.90909090909091)","(41.0, 240.0, 202.0)","(31.0, 270.0, 242.12121212121212)","(3.8, 5.8, 5.45)","(8.0, 21.0, 20.633333333333333)"
16-12-2022 14:13:20.894349,"(2.7, 3.7, 3.505)","(2.6, 2.72, 2.656)","(15.0, 65.0, 53.94736842105263)","(31.0, 60.0, 46.90909090909091)","(41.0, 240.0, 202.0)","(31.0, 270.0, 242.12121212121212)","(3.8, 5.8, 5.45)","(8.0, 21.0, 20.633333333333333)"
16-12-2022 14:13:21.941882,"(2.7, 3.7, 3.505)","(2.6, 2.72, 2.656)","(15.0, 65.0, 53.94736842105263)","(31.0, 60.0, 46.90909090909091)","(41.0, 240.0, 202.0)","(31.0, 270.0, 242.12121212121212)","(3.8, 5.8, 5.45)","(8.0, 21.0, 20.633333333333333)"
16-12-2022 14:13:22.992236,"(2.7, 3.65, 3.575)","(2.6, 2.72, 2.656)","(15.0, 65.0, 53.94736842105263)","(31.0, 60.0, 46.90909090909091)","(41.0, 240.0, 202.0)","(31.0, 270.0, 242.12121212121212)","(3.8, 5.8, 5.511764705882353)","(8.0, 21.0, 20.633333333333333)"
16-12-2022 14:13:24.094708,"(2.7, 3.65, 3.5441176470588234)","(2.6, 2.72, 2.656)","(15.0, 65.0, 53.94736842105263)","(31.0, 60.0, 46.90909090909091)","(41.0, 240.0, 202.0)","(31.0, 270.0, 242.12121212121212)","(3.8, 5.8, 5.45)","(8.0, 21.0, 20.633333333333333)"
16-12-2022 14:13:25.143438,"(2.7, 3.65, 3.5441176470588234)","(2.6, 2.72, 2.656)","(15.0, 65.0, 53.94736842105263)","(31.0, 60.0, 46.90909090909091)","(41.0, 240.0, 202.0)","(31.0, 270.0, 237.1428571428571)","(3.8, 5.8, 5.45)","(8.0, 21.0, 20.633333333333333)"
16-12-2022 14:13:26.156589,"(2.7, 3.65, 3.4921052631578946)","(2.6, 2.72, 2.656)","(15.0, 65.0, 53.94736842105263)","(31.0, 60.0, 46.90909090909091)","(41.0, 240.0, 202.0)","(31.0, 270.0, 237.1428571428571)","(3.8, 5.8, 5.552941176470588)","(8.0, 21.0, 20.633333333333333)"
16-12-2022 14:13:27.170095,"(2.7, 3.65, 3.410869565217391)","(2.6, 2.6, 2.5203418803418804)","(15.0, 65.0, 53.94736842105263)","(31.0, 60.0, 46.90909090909091)","(41.0, 240.0, 202.0)","(31.0, 270.0, 230.34482758620692)","(3.8, 5.8, 5.575)","(8.0, 21.0, 20.633333333333333)"
16-12-2022 14:13:28.155090,"(2.7, 3.65, 3.486206896551724)","(2.6, 2.6, 2.5203418803418804)","(15.0, 65.0, 53.94736842105263)","(31.0, 60.0, 46.90909090909091)","(41.0, 240.0, 202.0)","(31.0, 270.0, 230.34482758620692)","(3.8, 5.8, 5.661538461538462)","(8.0, 21.0, 20.633333333333333)"
16-12-2022 14:13:29.161184,"(2.7, 3.6, 3.525)","(2.6, 2.6, 2.5203418803418804)","(15.0, 65.0, 53.94736842105263)","(31.0, 60.0, 46.90909090909091)","(41.0, 240.0, 202.0)","(31.0, 270.0, 230.34482758620692)","(3.8, 5.8, 5.6125)","(8.0, 21.0, 19.35)"
16-12-2022 14:13:30.155850,"(2.7, 3.6, 3.525)","(2.6, 2.62, 2.5700000000000003)","(15.0, 65.0, 53.94736842105263)","(31.0, 60.0, 46.90909090909091)","(41.0, 240.0, 202.0)","(31.0, 270.0, 80.0)","(3.8, 5.8, 5.6125)","(8.0, 21.0, 16.714285714285715)"
16-12-2022 14:13:31.171862,"(2.7, 3.6, 3.525)","(2.6, 2.62, 2.6033333333333335)","(15.0, 65.0, 36.714285714285715)","(31.0, 60.0, 46.90909090909091)","(41.0, 240.0, 142.5)","(31.0, 270.0, 94.0)","(3.8, 5.8, 5.6125)","(8.0, 21.0, 17.818181818181817)"
16-12-2022 14:13:32.200176,"(2.7, 3.6, 3.4909090909090907)","(2.6, 2.62, 2.6033333333333335)","(15.0, 65.0, 36.125)","(31.0, 60.0, 46.90909090909091)","(41.0, 230.0, 72.5)","(31.0, 250.0, 94.0)","(3.8, 5.8, 5.661538461538462)","(8.0, 21.0, 17.818181818181817)"
16-12-2022 14:13:33.337874,"(2.7, 3.6, 3.5181818181818185)","(2.6, 2.62, 2.6033333333333335)","(15.0, 65.0, 36.125)","(31.0, 60.0, 46.90909090909091)","(41.0, 230.0, 82.5)","(31.0, 250.0, 94.0)","(3.8, 5.8, 5.661538461538462)","(8.0, 21.0, 18.083333333333332)"
16-12-2022 14:13:34.601629,"(2.7, 3.6, 3.496875)","(2.6, 2.62, 2.595)","(15.0, 65.0, 52.8421052631579)","(31.0, 60.0, 46.90909090909091)","(41.0, 220.0, 82.5)","(31.0, 250.0, 94.0)","(3.8, 5.8, 5.6125)","(8.0, 21.0, 18.083333333333332)"
16-12-2022 14:13:35.637965,"(2.7, 3.6, 3.496875)","(2.6, 2.62, 2.595)","(15.0, 65.0, 52.8421052631579)","(31.0, 60.0, 46.90909090909091)","(41.0, 220.0, 82.5)","(31.0, 250.0, 94.0)","(3.8, 5.8, 5.6125)","(8.0, 21.0, 18.083333333333332)"
16-12-2022 14:13:36.718848,"(2.7, 3.6, 3.4608695652173913)","(2.6, 2.62, 2.5533333333333332)","(15.0, 65.0, 55.375)","(31.0, 60.0, 46.90909090909091)","(41.0, 220.0, 120.0)","(31.0, 250.0, 94.0)","(3.8, 5.8, 5.6125)","(8.0, 21.0, 18.375)"
16-12-2022 14:13:37.902965,"(2.7, 3.6, 3.4608695652173913)","(2.6, 2.62, 2.545)","(15.0, 65.0, 55.375)","(31.0, 60.0, 46.90909090909091)","(41.0, 220.0, 120.0)","(31.0, 250.0, 188.20000000000002)","(3.8, 5.8, 5.661538461538462)","(8.0, 21.0, 18.857142857142858)"
16-12-2022 14:13:39.017031,"(2.7, 3.6, 3.5238095238095237)","(2.6, 2.62, 2.545)","(15.0, 65.0, 55.375)","(31.0, 60.0, 46.90909090909091)","(41.0, 220.0, 120.0)","(31.0, 250.0, 188.20000000000002)","(3.8, 5.8, 5.508333333333333)","(8.0, 21.0, 19.342105263157894)"
16-12-2022 14:13:40.081706,"(2.7, 3.6, 3.5238095238095237)","(2.6, 2.62, 2.545)","(15.0, 65.0, 55.375)","(31.0, 60.0, 46.90909090909091)","(41.0, 220.0, 120.0)","(31.0, 250.0, 188.20000000000002)","(3.8, 5.8, 5.594117647058823)","(8.0, 21.0, 19.342105263157894)"
16-12-2022 14:13:41.213036,"(2.7, 3.6, 3.5238095238095237)","(2.6, 2.62, 2.545)","(15.0, 65.0, 55.375)","(31.0, 60.0, 46.90909090909091)","(41.0, 220.0, 120.0)","(31.0, 250.0, 188.20000000000002)","(3.8, 5.8, 5.594117647058823)","(8.0, 21.0, 19.6875)"
16-12-2022 14:13:42.371571,"(2.7, 3.6, 3.4608695652173913)","(2.6, 2.62, 2.545)","(15.0, 65.0, 55.375)","(31.0, 60.0, 46.90909090909091)","(41.0, 220.0, 120.0)","(31.0, 250.0, 188.20000000000002)","(3.8, 5.8, 5.716666666666667)","(8.0, 21.0, 19.6875)"
16-12-2022 14:13:43.385446,"(2.7, 3.6, 3.4608695652173913)","(2.6, 2.62, 2.545)","(15.0, 65.0, 55.375)","(31.0, 60.0, 46.90909090909091)","(41.0, 220.0, 120.0)","(31.0, 250.0, 188.20000000000002)","(3.8, 5.8, 5.716666666666667)","(8.0, 21.0, 19.59375)"
16-12-2022 14:13:44.431777,"(2.7, 3.6, 3.5238095238095237)","(2.6, 2.62, 2.545)","(15.0, 65.0, 55.375)","(31.0, 60.0, 46.90909090909091)","(41.0, 220.0, 120.0)","(31.0, 250.0, 188.20000000000002)","(3.8, 5.8, 5.684615384615385)","(8.0, 21.0, 19.59375)"
16-12-2022 14:13:45.407414,"(2.7, 3.6, 3.5238095238095237)","(2.6, 2.62, 2.5290909090909093)","(15.0, 65.0, 55.375)","(31.0, 60.0, 46.90909090909091)","(41.0, 220.0, 120.0)","(31.0, 250.0, 147.0)","(3.8, 5.8, 5.566666666666666)","(8.0, 21.0, 19.913793103448278)"
16-12-2022 14:13:46.485603,"(2.8, 3.6, 3.5238095238095237)","(2.4, 2.62, 2.5276923076923077)","(17.0, 65.0, 49.5)","(31.0, 60.0, 46.90909090909091)","(41.0, 220.0, 87.14285714285714)","(31.0, 250.0, 86.8)","(4.2, 5.8, 5.566666666666666)","(8.5, 21.0, 19.666666666666668)"
16-12-2022 14:13:47.538039,"(2.8, 3.6, 3.4608695652173913)","(2.4, 2.62, 2.5290909090909093)","(17.0, 65.0, 39.625)","(31.0, 60.0, 46.90909090909091)","(41.0, 220.0, 87.14285714285714)","(31.0, 250.0, 86.8)","(4.2, 5.8, 5.566666666666666)","(8.5, 21.0, 18.166666666666668)"
16-12-2022 14:13:48.552129,"(2.8, 3.6, 3.5238095238095237)","(2.4, 2.56, 2.54)","(17.0, 65.0, 49.38461538461539)","(31.0, 60.0, 46.90909090909091)","(41.0, 220.0, 87.14285714285714)","(31.0, 250.0, 86.8)","(4.2, 5.8, 5.594117647058823)","(8.5, 24.0, 17.75)"
16-12-2022 14:13:49.619277,"(2.8, 3.6, 3.5238095238095237)","(2.4, 2.56, 2.526666666666667)","(17.0, 65.0, 53.72222222222222)","(31.0, 60.0, 46.90909090909091)","(41.0, 220.0, 120.0)","(31.0, 250.0, 86.8)","(4.2, 5.8, 5.566666666666666)","(8.5, 23.0, 17.75)"
16-12-2022 14:13:50.845193,"(2.8, 3.6, 3.5238095238095237)","(2.4, 2.56, 2.526666666666667)","(17.0, 65.0, 53.72222222222222)","(31.0, 60.0, 46.90909090909091)","(41.0, 220.0, 120.0)","(31.0, 250.0, 134.57142857142856)","(4.2, 5.8, 5.566666666666666)","(8.5, 23.0, 17.88888888888889)"
16-12-2022 14:13:51.880618,"(2.8, 3.6, 3.5238095238095237)","(2.4, 2.54, 2.5233333333333334)","(17.0, 65.0, 53.72222222222222)","(31.0, 60.0, 46.90909090909091)","(41.0, 220.0, 120.0)","(31.0, 250.0, 134.57142857142856)","(4.2, 5.8, 5.707692307692308)","(8.5, 21.0, 18.333333333333332)"
16-12-2022 14:13:52.964420,"(2.8, 3.6, 3.44)","(2.4, 2.54, 2.5233333333333334)","(17.0, 65.0, 53.18518518518519)","(31.0, 60.0, 46.90909090909091)","(41.0, 220.0, 179.0909090909091)","(31.0, 250.0, 134.57142857142856)","(4.2, 5.8, 5.65)","(8.5, 21.0, 19.545454545454547)"
16-12-2022 14:13:54.031156,"(2.8, 3.6, 3.4857142857142858)","(2.4, 2.54, 2.5233333333333334)","(17.0, 65.0, 53.18518518518519)","(31.0, 60.0, 46.90909090909091)","(41.0, 220.0, 179.0909090909091)","(31.0, 250.0, 134.57142857142856)","(4.2, 5.8, 5.566666666666666)","(8.5, 21.0, 19.545454545454547)"
16-12-2022 14:13:55.049151,"(2.8, 3.6, 3.4857142857142858)","(2.4, 2.54, 2.486153846153846)","(17.0, 65.0, 53.18518518518519)","(31.0, 60.0, 46.90909090909091)","(41.0, 220.0, 179.0909090909091)","(31.0, 250.0, 134.57142857142856)","(4.2, 5.8, 5.625)","(8.5, 21.0, 19.8)"
16-12-2022 14:13:56.038762,"(2.8, 3.6, 3.4857142857142858)","(2.4, 2.52, 2.5130434782608697)","(17.0, 65.0, 53.18518518518519)","(31.0, 60.0, 46.90909090909091)","(41.0, 220.0, 179.0909090909091)","(31.0, 250.0, 134.57142857142856)","(4.2, 5.8, 5.653846153846154)","(8.5, 21.0, 19.8)"
16-12-2022 14:13:57.077231,"(2.8, 3.6, 3.431578947368421)","(2.4, 2.52, 2.5130434782608697)","(17.0, 65.0, 53.18518518518519)","(31.0, 60.0, 46.285714285714285)","(41.0, 220.0, 179.0909090909091)","(31.0, 250.0, 134.57142857142856)","(4.2, 5.9, 5.681818181818182)","(8.5, 21.0, 19.8)"
16-12-2022 14:13:58.090663,"(2.8, 3.6, 3.431578947368421)","(2.4, 2.52, 2.5130434782608697)","(17.0, 65.0, 53.18518518518519)","(31.0, 60.0, 46.285714285714285)","(41.0, 220.0, 179.0909090909091)","(31.0, 250.0, 134.57142857142856)","(4.2, 5.9, 5.7125)","(8.5, 21.0, 20.2)"
16-12-2022 14:13:59.156354,"(2.8, 3.6, 3.5238095238095237)","(2.4, 2.52, 2.5130434782608697)","(17.0, 65.0, 53.18518518518519)","(31.0, 60.0, 45.0)","(41.0, 220.0, 179.0909090909091)","(31.0, 250.0, 134.57142857142856)","(4.2, 5.9, 5.7125)","(8.5, 21.0, 20.2)"
16-12-2022 14:14:00.223433,"(2.8, 3.6, 3.5238095238095237)","(2.4, 2.52, 2.5130434782608697)","(17.0, 65.0, 53.18518518518519)","(31.0, 60.0, 44.64)","(41.0, 220.0, 179.0909090909091)","(31.0, 250.0, 134.57142857142856)","(4.2, 5.9, 5.681818181818182)","(8.5, 21.0, 20.2)"
16-12-2022 14:14:01.544083,"(2.8, 3.6, 3.5238095238095237)","(2.4, 2.52, 2.498181818181818)","(17.0, 65.0, 53.18518518518519)","(31.0, 60.0, 41.473684210526315)","(41.0, 220.0, 191.15384615384613)","(31.0, 250.0, 149.0)","(4.2, 5.9, 5.633333333333334)","(8.5, 21.0, 19.526315789473685)"
16-12-2022 14:14:02.607292,"(2.8, 3.6, 3.5238095238095237)","(2.4, 2.52, 2.498181818181818)","(17.0, 65.0, 53.18518518518519)","(31.0, 60.0, 41.473684210526315)","(41.0, 220.0, 121.13636363636363)","(31.0, 250.0, 194.9090909090909)","(4.2, 5.9, 5.633333333333334)","(8.5, 21.0, 18.2)"
16-12-2022 14:14:03.663269,"(2.8, 3.6, 3.5238095238095237)","(2.4, 2.52, 2.498181818181818)","(17.0, 65.0, 52.730769230769226)","(31.0, 60.0, 41.473684210526315)","(41.0, 220.0, 121.13636363636363)","(31.0, 250.0, 194.9090909090909)","(4.2, 5.9, 5.65)","(8.5, 21.0, 18.2)"
16-12-2022 14:14:04.747568,"(2.8, 3.6, 3.5238095238095237)","(2.4, 2.52, 2.498181818181818)","(17.0, 65.0, 52.730769230769226)","(31.0, 60.0, 40.869565217391305)","(41.0, 220.0, 121.13636363636363)","(31.0, 250.0, 194.9090909090909)","(4.2, 5.9, 5.7125)","(8.5, 21.0, 18.2)"
16-12-2022 14:14:05.729825,"(2.8, 3.6, 3.5238095238095237)","(2.4, 2.52, 2.506666666666667)","(17.0, 65.0, 52.730769230769226)","(31.0, 60.0, 40.869565217391305)","(41.0, 220.0, 129.375)","(31.0, 250.0, 194.9090909090909)","(4.2, 5.9, 5.633333333333334)","(8.5, 21.0, 18.2)"
16-12-2022 14:14:06.758999,"(2.8, 3.6, 3.5238095238095237)","(2.4, 2.48, 2.476)","(17.0, 65.0, 52.730769230769226)","(31.0, 60.0, 40.869565217391305)","(41.0, 220.0, 149.83870967741936)","(31.0, 250.0, 194.9090909090909)","(4.2, 5.9, 5.633333333333334)","(8.5, 21.0, 18.2)"
16-12-2022 14:14:07.940756,"(2.8, 3.6, 3.5238095238095237)","(2.25, 2.48, 2.476)","(20.0, 65.0, 52.730769230769226)","(31.0, 60.0, 44.375)","(41.0, 220.0, 165.0)","(31.0, 250.0, 205.73333333333332)","(4.2, 5.9, 5.681818181818182)","(10.0, 21.0, 18.2)"
16-12-2022 14:14:09.050003,"(2.8, 3.6, 3.431578947368421)","(2.25, 2.48, 2.476)","(20.0, 65.0, 52.730769230769226)","(31.0, 55.0, 42.0)","(41.0, 210.0, 155.0)","(31.0, 230.0, 139.56521739130434)","(4.2, 5.9, 5.7125)","(10.0, 21.0, 19.923076923076923)"
16-12-2022 14:14:10.098710,"(2.8, 3.6, 3.5238095238095237)","(2.25, 2.48, 2.476)","(20.0, 65.0, 52.730769230769226)","(31.0, 50.0, 45.5)","(41.0, 200.0, 162.5)","(31.0, 210.0, 124.91666666666667)","(4.2, 5.9, 5.7125)","(10.0, 21.0, 19.652173913043477)"
16-12-2022 14:14:11.239162,"(2.8, 3.6, 3.5238095238095237)","(2.25, 2.48, 2.476)","(20.0, 65.0, 52.730769230769226)","(31.0, 48.0, 45.5)","(41.0, 200.0, 162.5)","(31.0, 190.0, 113.92857142857143)","(4.2, 5.9, 5.633333333333334)","(10.0, 22.0, 19.333333333333332)"
16-12-2022 14:14:12.246433,"(2.8, 3.6, 3.5238095238095237)","(2.25, 2.46, 2.4566666666666666)","(20.0, 65.0, 52.730769230769226)","(31.0, 48.0, 45.5)","(41.0, 200.0, 162.5)","(31.0, 190.0, 113.92857142857143)","(4.2, 5.9, 5.633333333333334)","(10.0, 22.0, 19.75)"
16-12-2022 14:14:13.328543,"(2.8, 3.6, 3.431578947368421)","(2.25, 2.46, 2.456923076923077)","(20.0, 65.0, 52.730769230769226)","(31.0, 48.0, 45.5)","(41.0, 200.0, 162.5)","(31.0, 190.0, 113.92857142857143)","(4.2, 5.9, 5.681818181818182)","(10.0, 22.0, 20.38)"
16-12-2022 14:14:14.389588,"(2.8, 3.6, 3.431578947368421)","(2.25, 2.48, 2.4753846153846153)","(20.0, 65.0, 52.730769230769226)","(31.0, 48.0, 45.5)","(41.0, 200.0, 162.5)","(31.0, 190.0, 133.8)","(4.2, 5.9, 5.7125)","(10.0, 22.0, 20.38)"
16-12-2022 14:14:15.470709,"(2.8, 3.6, 3.5238095238095237)","(2.25, 2.48, 2.4753846153846153)","(20.0, 65.0, 52.730769230769226)","(31.0, 48.0, 45.5)","(41.0, 200.0, 162.5)","(31.0, 180.0, 136.11111111111111)","(4.2, 5.9, 5.633333333333334)","(10.0, 22.0, 20.38)"
16-12-2022 14:14:16.537003,"(2.8, 3.6, 3.5238095238095237)","(2.25, 2.46, 2.454285714285714)","(20.0, 65.0, 40.25)","(31.0, 48.0, 45.5)","(41.0, 200.0, 162.5)","(31.0, 170.0, 83.33333333333334)","(4.2, 5.9, 5.681818181818182)","(10.0, 22.0, 20.38)"
16-12-2022 14:14:17.553520,"(2.8, 3.6, 3.5238095238095237)","(2.25, 2.46, 2.44)","(20.0, 65.0, 40.25)","(31.0, 48.0, 40.5)","(41.0, 200.0, 90.9090909090909)","(31.0, 150.0, 61.111111111111114)","(4.2, 5.9, 5.75)","(10.0, 22.0, 20.38)"
16-12-2022 14:14:18.576596,"(2.8, 3.6, 3.431578947368421)","(2.25, 2.46, 2.44)","(20.0, 65.0, 40.25)","(31.0, 48.0, 40.30769230769231)","(41.0, 200.0, 90.9090909090909)","(31.0, 150.0, 60.0)","(4.2, 5.9, 5.75)","(10.0, 22.0, 20.38)"
16-12-2022 14:14:19.607731,"(2.8, 3.6, 3.5238095238095237)","(2.25, 2.46, 2.4066666666666667)","(20.0, 65.0, 40.25)","(31.0, 48.0, 41.333333333333336)","(41.0, 200.0, 90.9090909090909)","(31.0, 150.0, 60.0)","(4.2, 5.9, 5.681818181818182)","(10.0, 22.0, 20.928571428571427)"
16-12-2022 14:14:20.606760,"(2.8, 3.6, 3.5238095238095237)","(2.25, 2.44, 2.4299999999999997)","(20.0, 65.0, 51.5)","(31.0, 48.0, 41.333333333333336)","(41.0, 200.0, 90.9090909090909)","(31.0, 150.0, 60.0)","(4.2, 5.9, 5.933333333333334)","(10.0, 22.0, 20.928571428571427)"
16-12-2022 14:14:21.730737,"(2.8, 3.6, 3.5238095238095237)","(2.25, 2.44, 2.422222222222222)","(20.0, 65.0, 51.5)","(31.0, 46.0, 42.0)","(41.0, 200.0, 145.45454545454544)","(31.0, 150.0, 72.5)","(4.2, 6.0, 5.825)","(10.0, 22.0, 20.928571428571427)"
