,Vidris Bale,Scarlett Express,Malibu Bale,She Devil,Riverdale Bud,Judys Redeemer,Tiggerlong Egg
10-01-2023 14:27:52.196731,"(3.6, 4.8, 4.55)","(8.0, 14.5, 13.847826086956522)","(14.0, 22.0, 17.1875)","(4.0, 6.0, 5.48)","(21.0, 40.0, 30.25)","(3.0, 3.25, 3.073529411764706)","(5.0, 10.0, 7.79)"
10-01-2023 14:27:53.270170,"(3.6, 4.8, 4.55)","(8.0, 14.5, 13.847826086956522)","(14.0, 22.0, 17.1875)","(4.0, 6.0, 5.48)","(21.0, 40.0, 30.25)","(3.0, 3.25, 3.073529411764706)","(5.0, 10.0, 7.79)"
10-01-2023 14:27:54.477782,"(3.6, 4.8, 4.55)","(8.0, 14.5, 13.847826086956522)","(14.0, 22.0, 17.1875)","(4.0, 6.0, 5.48)","(21.0, 40.0, 30.25)","(3.0, 3.25, 3.073529411764706)","(5.0, 10.0, 7.79)"
10-01-2023 14:27:55.719499,"(3.6, 4.8, 4.55)","(8.0, 14.5, 13.847826086956522)","(14.0, 22.0, 17.1875)","(4.0, 6.0, 5.48)","(21.0, 40.0, 30.25)","(3.0, 3.25, 3.073529411764706)","(5.0, 10.0, 7.79)"
10-01-2023 14:27:56.827767,"(3.6, 4.8, 4.55)","(8.0, 14.5, 13.847826086956522)","(14.0, 22.0, 17.1875)","(4.0, 6.0, 5.48)","(21.0, 40.0, 30.25)","(3.0, 3.25, 3.073529411764706)","(5.0, 10.0, 7.79)"
10-01-2023 14:27:57.989494,"(3.6, 4.8, 4.55)","(8.0, 14.5, 13.847826086956522)","(14.0, 22.0, 17.1875)","(4.0, 6.0, 5.48)","(21.0, 40.0, 30.25)","(3.0, 3.25, 3.073529411764706)","(5.0, 10.0, 7.79)"
10-01-2023 14:27:59.182953,"(3.6, 4.8, 4.55)","(8.0, 14.5, 13.847826086956522)","(14.0, 22.0, 17.1875)","(4.0, 6.0, 5.48)","(21.0, 40.0, 30.25)","(3.0, 3.25, 3.073529411764706)","(5.0, 10.0, 7.79)"
10-01-2023 14:28:00.537160,"(3.6, 4.8, 4.55)","(8.0, 14.5, 13.847826086956522)","(14.0, 22.0, 17.1875)","(4.0, 6.0, 5.48)","(21.0, 40.0, 30.25)","(3.0, 3.25, 3.073529411764706)","(5.0, 10.0, 7.79)"
10-01-2023 14:28:01.884509,"(3.6, 4.8, 4.55)","(8.0, 14.5, 13.847826086956522)","(14.0, 22.0, 17.1875)","(4.0, 6.0, 5.48)","(21.0, 40.0, 30.25)","(3.0, 3.25, 3.073529411764706)","(5.0, 10.0, 7.79)"
10-01-2023 14:28:03.117956,"(3.6, 4.8, 4.55)","(8.0, 14.5, 13.847826086956522)","(14.0, 22.0, 17.1875)","(4.0, 6.0, 5.48)","(21.0, 40.0, 30.25)","(3.0, 3.25, 3.073529411764706)","(5.0, 10.0, 7.79)"
10-01-2023 14:28:04.303999,"(3.6, 4.8, 4.55)","(8.0, 14.5, 13.847826086956522)","(14.0, 22.0, 17.1875)","(4.0, 6.0, 5.48)","(21.0, 40.0, 30.25)","(3.0, 3.25, 3.073529411764706)","(5.0, 10.0, 7.79)"
10-01-2023 14:28:05.456868,"(3.6, 4.8, 4.55)","(8.0, 14.5, 13.847826086956522)","(14.0, 22.0, 17.1875)","(4.0, 6.0, 5.566666666666666)","(21.0, 40.0, 30.25)","(3.0, 3.25, 3.0476190476190474)","(5.0, 10.0, 8.0)"
10-01-2023 14:28:06.526007,"(3.6, 4.8, 4.758333333333333)","(8.0, 14.5, 13.847826086956522)","(14.0, 22.0, 17.1875)","(4.0, 6.0, 5.566666666666666)","(21.0, 40.0, 30.25)","(3.0, 3.2, 3.0476190476190474)","(5.0, 9.8, 8.0)"
10-01-2023 14:28:07.980400,"(3.6, 4.8, 4.72)","(8.0, 14.5, 13.847826086956522)","(14.0, 22.0, 17.1875)","(4.0, 6.0, 5.566666666666666)","(21.0, 40.0, 30.25)","(3.0, 3.2, 3.0476190476190474)","(5.0, 9.8, 8.0)"
10-01-2023 14:28:09.126827,"(3.6, 4.8, 4.72)","(8.0, 14.5, 13.847826086956522)","(14.0, 22.0, 17.1875)","(4.0, 6.0, 5.566666666666666)","(21.0, 40.0, 30.25)","(3.0, 3.2, 3.0476190476190474)","(5.0, 9.8, 8.0)"
10-01-2023 14:28:10.279523,"(3.6, 4.8, 4.72)","(8.0, 14.5, 13.847826086956522)","(14.0, 22.0, 17.1875)","(4.0, 6.0, 5.566666666666666)","(21.0, 40.0, 30.25)","(3.0, 3.2, 3.0476190476190474)","(5.0, 9.8, 8.0)"
10-01-2023 14:28:11.355475,"(3.6, 4.8, 4.72)","(8.0, 14.5, 13.847826086956522)","(14.0, 22.0, 17.1875)","(4.0, 6.0, 5.566666666666666)","(21.0, 40.0, 30.25)","(3.0, 3.2, 3.0476190476190474)","(5.0, 9.8, 8.0)"
10-01-2023 14:28:12.461960,"(3.6, 4.8, 4.72)","(8.0, 14.5, 13.847826086956522)","(14.0, 22.0, 17.1875)","(4.0, 6.0, 5.566666666666666)","(21.0, 40.0, 30.25)","(3.0, 3.2, 3.0476190476190474)","(5.0, 9.8, 8.0)"
10-01-2023 14:28:13.562834,"(3.6, 4.8, 4.72)","(8.0, 14.5, 13.847826086956522)","(14.0, 22.0, 17.1875)","(4.0, 6.0, 5.807407407407407)","(21.0, 40.0, 30.25)","(3.0, 3.2, 3.0476190476190474)","(5.0, 9.8, 7.760000000000001)"
10-01-2023 14:28:14.833258,"(3.6, 4.8, 4.72)","(8.0, 14.5, 13.847826086956522)","(14.0, 22.0, 17.1875)","(4.0, 6.0, 5.807407407407407)","(21.0, 40.0, 30.25)","(3.0, 3.2, 3.0476190476190474)","(5.0, 9.8, 7.760000000000001)"
10-01-2023 14:28:16.114779,"(3.6, 4.8, 4.72)","(8.0, 14.5, 13.847826086956522)","(14.0, 22.0, 17.1875)","(4.0, 6.0, 5.807407407407407)","(21.0, 40.0, 30.25)","(3.0, 3.2, 3.0476190476190474)","(5.0, 9.8, 7.760000000000001)"
10-01-2023 14:28:17.211248,"(3.6, 4.8, 4.72)","(8.0, 14.5, 13.847826086956522)","(14.0, 22.0, 17.1875)","(4.0, 6.0, 5.628571428571429)","(21.0, 40.0, 30.25)","(3.0, 3.2, 3.0476190476190474)","(5.0, 9.8, 7.760000000000001)"
10-01-2023 14:28:18.361953,"(3.6, 4.8, 4.773333333333333)","(8.0, 14.5, 13.847826086956522)","(14.0, 22.0, 17.1875)","(4.0, 6.0, 5.834482758620689)","(21.0, 40.0, 30.25)","(3.0, 3.2, 3.0476190476190474)","(5.0, 9.8, 7.760000000000001)"
10-01-2023 14:28:19.804046,"(3.6, 4.8, 4.786206896551724)","(8.0, 14.5, 13.847826086956522)","(14.0, 22.0, 17.1875)","(4.0, 6.0, 5.834482758620689)","(21.0, 40.0, 30.25)","(3.0, 3.2, 3.0476190476190474)","(5.0, 9.8, 7.760000000000001)"
10-01-2023 14:28:20.985593,"(3.6, 4.8, 4.786206896551724)","(8.0, 14.5, 13.847826086956522)","(14.0, 22.0, 17.1875)","(4.0, 6.0, 5.834482758620689)","(21.0, 40.0, 30.25)","(3.0, 3.2, 3.0476190476190474)","(5.0, 9.8, 7.760000000000001)"
10-01-2023 14:28:22.206423,"(3.6, 4.8, 4.786206896551724)","(8.0, 14.5, 13.847826086956522)","(14.0, 22.0, 17.1875)","(4.0, 6.0, 5.834482758620689)","(21.0, 40.0, 30.25)","(3.0, 3.2, 3.0476190476190474)","(5.0, 9.8, 7.760000000000001)"
10-01-2023 14:28:23.326443,"(3.6, 4.8, 4.786206896551724)","(8.0, 14.5, 13.847826086956522)","(14.0, 22.0, 17.1875)","(4.0, 6.0, 5.834482758620689)","(21.0, 40.0, 30.25)","(3.0, 3.2, 3.0476190476190474)","(5.0, 9.8, 7.760000000000001)"
10-01-2023 14:28:24.396210,"(3.6, 4.8, 4.786206896551724)","(8.0, 14.5, 13.847826086956522)","(14.0, 22.0, 17.1875)","(4.0, 6.0, 5.834482758620689)","(21.0, 40.0, 30.25)","(3.0, 3.2, 3.0476190476190474)","(5.0, 9.8, 7.760000000000001)"
10-01-2023 14:28:25.554795,"(3.6, 4.8, 4.786206896551724)","(8.0, 14.5, 13.847826086956522)","(14.0, 22.0, 17.1875)","(4.0, 6.0, 5.834482758620689)","(21.0, 40.0, 30.25)","(3.0, 3.2, 3.0476190476190474)","(5.0, 9.8, 7.760000000000001)"
10-01-2023 14:28:26.734719,"(3.6, 4.8, 4.786206896551724)","(8.0, 14.5, 13.847826086956522)","(14.0, 22.0, 17.1875)","(4.0, 6.0, 5.834482758620689)","(21.0, 40.0, 30.25)","(3.0, 3.2, 3.0476190476190474)","(5.0, 9.8, 7.760000000000001)"
10-01-2023 14:28:27.931463,"(3.6, 4.8, 4.786206896551724)","(8.0, 14.5, 13.847826086956522)","(14.0, 22.0, 17.1875)","(4.0, 6.0, 5.834482758620689)","(21.0, 40.0, 30.25)","(3.0, 3.2, 3.0476190476190474)","(5.0, 9.8, 7.760000000000001)"
10-01-2023 14:28:29.114233,"(3.6, 4.8, 4.786206896551724)","(8.0, 14.5, 13.847826086956522)","(14.0, 22.0, 17.1875)","(4.0, 6.0, 5.834482758620689)","(21.0, 40.0, 30.25)","(3.0, 3.2, 3.0476190476190474)","(5.0, 9.8, 7.760000000000001)"
10-01-2023 14:28:30.313042,"(3.6, 4.9, 4.722222222222222)","(8.0, 14.5, 13.847826086956522)","(14.0, 22.0, 17.1875)","(4.0, 6.0, 5.834482758620689)","(21.0, 40.0, 30.25)","(3.0, 3.2, 3.04)","(5.0, 9.8, 7.760000000000001)"
10-01-2023 14:28:31.391480,"(3.6, 4.9, 4.722222222222222)","(8.0, 14.5, 13.847826086956522)","(14.0, 22.0, 17.1875)","(4.0, 6.0, 5.12)","(21.0, 40.0, 30.25)","(3.0, 3.2, 3.037391304347826)","(5.0, 9.8, 7.760000000000001)"
10-01-2023 14:28:32.709440,"(3.6, 4.9, 4.754545454545455)","(8.0, 14.5, 13.847826086956522)","(14.0, 22.0, 17.1875)","(4.0, 6.0, 5.12)","(21.0, 40.0, 30.25)","(3.0, 3.2, 3.037391304347826)","(5.0, 9.8, 7.760000000000001)"
10-01-2023 14:28:33.971289,"(3.6, 4.9, 4.754545454545455)","(8.0, 14.5, 13.847826086956522)","(14.0, 22.0, 17.1875)","(4.0, 6.0, 5.12)","(21.0, 40.0, 30.25)","(3.0, 3.2, 3.037391304347826)","(5.0, 9.8, 7.760000000000001)"
10-01-2023 14:28:35.147026,"(3.6, 4.9, 4.754545454545455)","(8.0, 14.5, 13.847826086956522)","(14.0, 22.0, 17.1875)","(4.0, 6.0, 5.870588235294118)","(21.0, 40.0, 30.25)","(3.0, 3.2, 3.037391304347826)","(5.0, 9.8, 7.760000000000001)"
10-01-2023 14:28:36.289527,"(3.6, 4.9, 4.754545454545455)","(8.0, 14.5, 13.847826086956522)","(14.0, 22.0, 17.1875)","(4.0, 6.0, 5.870588235294118)","(21.0, 40.0, 30.25)","(3.0, 3.2, 3.037391304347826)","(5.0, 9.8, 7.760000000000001)"
10-01-2023 14:28:37.639511,"(3.6, 4.9, 4.754545454545455)","(8.0, 14.5, 13.847826086956522)","(14.0, 22.0, 17.1875)","(4.0, 6.0, 5.924137931034483)","(21.0, 40.0, 30.25)","(3.0, 3.2, 3.037391304347826)","(5.0, 9.8, 7.760000000000001)"
10-01-2023 14:28:38.991727,"(3.6, 4.9, 4.754545454545455)","(8.0, 14.5, 13.847826086956522)","(14.0, 22.0, 17.1875)","(4.0, 6.0, 5.333333333333333)","(21.0, 40.0, 30.25)","(3.0, 3.2, 3.037391304347826)","(5.0, 9.8, 7.760000000000001)"
10-01-2023 14:28:40.267764,"(3.6, 4.9, 4.754545454545455)","(8.0, 14.5, 13.847826086956522)","(14.0, 22.0, 17.1875)","(4.0, 6.0, 5.333333333333333)","(21.0, 40.0, 30.25)","(3.0, 3.2, 3.037391304347826)","(5.0, 9.8, 7.760000000000001)"
10-01-2023 14:28:41.444351,"(3.6, 4.9, 4.754545454545455)","(8.0, 14.5, 13.847826086956522)","(14.0, 22.0, 17.1875)","(4.0, 6.0, 5.333333333333333)","(21.0, 40.0, 30.25)","(3.0, 3.2, 3.037391304347826)","(5.0, 9.8, 7.760000000000001)"
10-01-2023 14:28:42.648750,"(3.6, 4.9, 4.754545454545455)","(8.0, 14.5, 13.847826086956522)","(14.0, 22.0, 17.1875)","(4.0, 6.0, 5.333333333333333)","(21.0, 40.0, 30.25)","(3.0, 3.2, 3.037391304347826)","(5.0, 9.8, 7.760000000000001)"
10-01-2023 14:28:43.798210,"(3.6, 4.9, 4.754545454545455)","(8.0, 14.5, 13.847826086956522)","(14.0, 22.0, 17.1875)","(4.0, 6.0, 5.333333333333333)","(21.0, 40.0, 30.25)","(3.0, 3.2, 3.037391304347826)","(5.0, 9.8, 7.760000000000001)"
10-01-2023 14:28:44.921677,"(3.6, 4.9, 4.754545454545455)","(8.0, 14.5, 13.847826086956522)","(14.0, 22.0, 17.1875)","(4.0, 6.0, 5.333333333333333)","(21.0, 40.0, 30.25)","(3.0, 3.2, 3.037391304347826)","(5.0, 9.8, 7.760000000000001)"
10-01-2023 14:28:46.142915,"(3.6, 4.9, 4.754545454545455)","(8.0, 14.5, 13.847826086956522)","(14.0, 22.0, 17.1875)","(4.0, 6.0, 5.333333333333333)","(21.0, 40.0, 30.25)","(3.0, 3.2, 3.037391304347826)","(5.0, 9.8, 7.760000000000001)"
10-01-2023 14:28:47.248853,"(3.6, 4.9, 4.754545454545455)","(8.0, 14.5, 13.847826086956522)","(14.0, 22.0, 17.1875)","(4.0, 6.0, 5.333333333333333)","(21.0, 40.0, 30.25)","(3.0, 3.2, 3.037391304347826)","(5.0, 9.8, 7.760000000000001)"
10-01-2023 14:28:48.471894,"(3.6, 4.9, 4.754545454545455)","(8.0, 14.5, 13.847826086956522)","(14.0, 22.0, 17.1875)","(4.0, 6.0, 5.833333333333333)","(21.0, 40.0, 30.25)","(3.0, 3.2, 3.037391304347826)","(5.0, 9.8, 7.760000000000001)"
10-01-2023 14:28:49.589256,"(3.6, 4.9, 4.754545454545455)","(8.0, 14.5, 13.847826086956522)","(14.0, 22.0, 17.1875)","(4.0, 6.0, 5.833333333333333)","(21.0, 40.0, 30.25)","(3.0, 3.2, 3.037391304347826)","(5.0, 9.8, 7.760000000000001)"
10-01-2023 14:28:50.735827,"(3.6, 4.9, 4.754545454545455)","(8.0, 14.5, 13.847826086956522)","(14.0, 22.0, 17.1875)","(4.0, 6.0, 5.909090909090909)","(21.0, 40.0, 30.25)","(3.0, 3.2, 3.037391304347826)","(5.0, 9.8, 7.760000000000001)"
10-01-2023 14:28:51.953420,"(3.6, 4.9, 4.754545454545455)","(8.0, 14.5, 13.847826086956522)","(14.0, 22.0, 17.1875)","(4.0, 6.0, 5.909090909090909)","(21.0, 40.0, 30.25)","(3.0, 3.2, 3.037391304347826)","(5.0, 9.8, 7.760000000000001)"
10-01-2023 14:28:53.208832,"(3.6, 4.9, 4.754545454545455)","(8.0, 14.5, 13.847826086956522)","(14.0, 22.0, 17.1875)","(4.0, 6.0, 5.909090909090909)","(21.0, 40.0, 30.25)","(3.0, 3.2, 3.037391304347826)","(5.0, 9.8, 7.760000000000001)"
10-01-2023 14:28:54.365569,"(3.6, 4.9, 4.754545454545455)","(8.0, 14.5, 13.847826086956522)","(14.0, 22.0, 17.1875)","(4.0, 6.0, 5.909090909090909)","(21.0, 40.0, 30.25)","(3.0, 3.2, 3.037391304347826)","(5.0, 9.8, 7.760000000000001)"
10-01-2023 14:28:55.474739,"(3.6, 4.9, 4.754545454545455)","(8.0, 14.5, 13.847826086956522)","(14.0, 22.0, 17.1875)","(4.0, 6.0, 5.909090909090909)","(21.0, 40.0, 30.25)","(3.0, 3.2, 3.037391304347826)","(5.0, 9.8, 7.760000000000001)"
10-01-2023 14:28:56.615415,"(3.6, 4.9, 4.754545454545455)","(8.0, 14.5, 13.847826086956522)","(14.0, 22.0, 17.1875)","(4.0, 6.0, 5.909090909090909)","(21.0, 40.0, 30.25)","(3.0, 3.2, 3.037391304347826)","(5.0, 9.6, 9.05)"
10-01-2023 14:28:57.891136,"(3.6, 4.9, 4.754545454545455)","(8.0, 14.5, 13.847826086956522)","(14.0, 22.0, 17.1875)","(4.0, 6.0, 5.909090909090909)","(21.0, 40.0, 30.25)","(3.0, 3.2, 3.037391304347826)","(5.0, 9.6, 9.05)"
10-01-2023 14:28:59.068385,"(3.6, 4.9, 4.754545454545455)","(8.0, 14.5, 13.847826086956522)","(14.0, 22.0, 17.1875)","(4.0, 6.0, 5.909090909090909)","(21.0, 40.0, 30.25)","(3.0, 3.2, 2.9544444444444444)","(5.0, 9.6, 9.05)"
10-01-2023 14:29:00.241637,"(3.6, 4.9, 4.754545454545455)","(8.0, 14.5, 13.847826086956522)","(14.0, 22.0, 17.1875)","(4.0, 6.0, 5.909090909090909)","(21.0, 40.0, 30.25)","(3.0, 3.2, 3.0083333333333333)","(5.0, 9.6, 9.05)"
10-01-2023 14:29:01.275475,"(3.6, 4.9, 4.754545454545455)","(8.0, 14.5, 13.847826086956522)","(14.0, 22.0, 17.1875)","(4.0, 6.0, 5.909090909090909)","(21.0, 40.0, 30.25)","(3.0, 3.2, 3.0083333333333333)","(5.0, 9.6, 9.05)"
10-01-2023 14:29:02.395412,"(3.6, 4.9, 4.754545454545455)","(8.0, 14.5, 13.847826086956522)","(14.0, 22.0, 17.1875)","(4.0, 6.0, 5.909090909090909)","(21.0, 40.0, 30.25)","(3.0, 3.2, 2.9796875)","(5.0, 9.6, 9.05)"
10-01-2023 14:29:03.496242,"(3.6, 4.9, 4.754545454545455)","(8.0, 14.5, 13.847826086956522)","(14.0, 22.0, 17.1875)","(4.0, 6.0, 5.909090909090909)","(21.0, 40.0, 30.25)","(3.0, 3.2, 3.028787878787879)","(5.0, 9.6, 9.05)"
10-01-2023 14:29:04.663406,"(3.6, 4.9, 4.754545454545455)","(8.0, 14.5, 13.847826086956522)","(14.0, 22.0, 17.1875)","(4.0, 6.0, 5.909090909090909)","(21.0, 40.0, 30.25)","(3.0, 3.15, 3.028787878787879)","(5.0, 9.6, 9.05)"
10-01-2023 14:29:05.806421,"(3.6, 4.9, 4.754545454545455)","(8.0, 14.5, 13.847826086956522)","(14.0, 22.0, 17.1875)","(4.0, 6.0, 5.909090909090909)","(21.0, 40.0, 30.25)","(3.0, 3.15, 3.028787878787879)","(5.0, 9.6, 9.05)"
10-01-2023 14:29:06.942193,"(3.6, 4.9, 4.754545454545455)","(8.0, 14.5, 13.847826086956522)","(14.0, 22.0, 18.333333333333332)","(4.0, 6.0, 5.7407407407407405)","(21.0, 40.0, 29.0)","(3.0, 3.15, 3.022894736842105)","(5.0, 9.6, 9.355555555555554)"
10-01-2023 14:29:08.134532,"(3.6, 4.9, 4.800000000000001)","(8.0, 14.5, 13.964285714285714)","(14.0, 22.0, 18.791666666666668)","(4.0, 6.0, 5.7407407407407405)","(21.0, 40.0, 29.444444444444443)","(3.0, 3.15, 2.9447727272727273)","(5.0, 9.6, 9.355555555555554)"
10-01-2023 14:29:09.363448,"(3.6, 4.9, 4.800000000000001)","(8.0, 14.5, 13.982758620689655)","(14.0, 22.0, 17.1875)","(4.0, 6.0, 5.909090909090909)","(21.0, 38.0, 32.5)","(3.0, 3.15, 2.9447727272727273)","(5.0, 9.6, 9.05)"
10-01-2023 14:29:10.589355,"(3.6, 4.9, 4.800000000000001)","(8.0, 14.5, 13.982758620689655)","(14.0, 22.0, 17.1875)","(4.0, 6.0, 5.909090909090909)","(21.0, 38.0, 29.0)","(3.0, 3.15, 2.9447727272727273)","(5.0, 9.6, 9.05)"
10-01-2023 14:29:11.858371,"(3.6, 4.9, 4.838461538461539)","(8.0, 14.5, 13.982758620689655)","(14.0, 22.0, 18.333333333333332)","(4.0, 6.0, 5.7407407407407405)","(21.0, 38.0, 29.75)","(3.0, 3.15, 2.9447727272727273)","(5.0, 9.6, 9.355555555555554)"
10-01-2023 14:29:13.289809,"(3.6, 4.9, 4.838461538461539)","(8.0, 14.5, 13.982758620689655)","(14.0, 22.0, 18.333333333333332)","(4.0, 6.0, 5.7407407407407405)","(21.0, 38.0, 28.692307692307693)","(3.0, 3.15, 2.925227272727273)","(5.0, 9.6, 9.355555555555554)"
10-01-2023 14:29:14.484821,"(3.6, 4.9, 4.838461538461539)","(8.0, 14.5, 13.982758620689655)","(14.0, 22.0, 17.1875)","(4.0, 6.0, 5.909090909090909)","(21.0, 38.0, 28.692307692307693)","(3.0, 3.15, 2.925227272727273)","(5.0, 9.6, 9.05)"
10-01-2023 14:29:15.576610,"(3.6, 4.9, 4.838461538461539)","(8.0, 14.5, 13.982758620689655)","(14.0, 22.0, 17.1875)","(4.0, 6.0, 5.909090909090909)","(21.0, 38.0, 28.692307692307693)","(3.0, 3.15, 2.925227272727273)","(5.0, 9.6, 9.442857142857143)"
10-01-2023 14:29:16.771538,"(3.6, 4.9, 4.838461538461539)","(8.0, 14.5, 13.982758620689655)","(14.0, 22.0, 18.333333333333332)","(4.0, 6.0, 5.7407407407407405)","(21.0, 38.0, 28.692307692307693)","(3.0, 3.15, 2.925227272727273)","(5.0, 9.6, 9.484210526315788)"
10-01-2023 14:29:17.960247,"(3.6, 4.9, 4.838461538461539)","(8.0, 14.5, 13.982758620689655)","(14.0, 22.0, 17.1875)","(4.0, 6.0, 5.909090909090909)","(21.0, 38.0, 28.692307692307693)","(3.0, 3.15, 2.925227272727273)","(5.0, 9.6, 9.484210526315788)"
10-01-2023 14:29:18.943161,"(3.6, 4.9, 4.838461538461539)","(8.0, 14.5, 13.982758620689655)","(14.0, 22.0, 17.1875)","(4.0, 6.0, 5.909090909090909)","(21.0, 38.0, 28.692307692307693)","(3.0, 3.15, 2.925227272727273)","(5.0, 9.6, 9.484210526315788)"
10-01-2023 14:29:20.061175,"(3.6, 4.9, 4.838461538461539)","(8.0, 14.5, 13.982758620689655)","(14.0, 22.0, 17.1875)","(4.0, 6.0, 5.888888888888889)","(21.0, 38.0, 28.692307692307693)","(3.0, 3.15, 2.925111111111111)","(5.0, 9.6, 9.484210526315788)"
10-01-2023 14:29:21.163395,"(3.6, 4.9, 4.838461538461539)","(8.0, 14.5, 13.982758620689655)","(14.0, 22.0, 18.333333333333332)","(4.0, 6.0, 5.695652173913043)","(21.0, 38.0, 28.692307692307693)","(3.0, 3.15, 2.925111111111111)","(5.0, 9.6, 9.484210526315788)"
10-01-2023 14:29:22.239788,"(3.6, 4.9, 4.838461538461539)","(8.0, 14.5, 13.982758620689655)","(14.0, 22.0, 17.1875)","(4.0, 6.0, 5.695652173913043)","(21.0, 38.0, 28.692307692307693)","(3.0, 3.15, 2.925111111111111)","(5.0, 9.6, 9.484210526315788)"
10-01-2023 14:29:23.332299,"(3.6, 4.9, 4.855555555555556)","(8.0, 14.5, 13.982758620689655)","(14.0, 22.0, 18.333333333333332)","(4.0, 6.0, 5.695652173913043)","(21.0, 38.0, 28.692307692307693)","(3.0, 3.15, 2.925111111111111)","(5.0, 9.6, 9.484210526315788)"
10-01-2023 14:29:24.566219,"(3.6, 4.9, 4.856756756756757)","(8.0, 14.5, 14.333333333333332)","(14.0, 21.0, 19.5)","(4.0, 6.0, 5.888888888888889)","(21.0, 38.0, 29.571428571428573)","(3.0, 3.15, 2.925111111111111)","(5.0, 9.6, 8.971428571428572)"
10-01-2023 14:29:25.823341,"(3.6, 4.9, 4.856756756756757)","(8.0, 14.5, 14.333333333333332)","(14.0, 20.0, 19.63157894736842)","(4.0, 6.0, 5.484848484848484)","(21.0, 36.0, 27.956521739130434)","(3.0, 3.15, 2.924181818181818)","(5.0, 9.6, 8.971428571428572)"
10-01-2023 14:29:27.057273,"(3.6, 4.9, 4.856756756756757)","(8.0, 14.5, 14.333333333333332)","(14.0, 20.0, 18.419354838709676)","(4.0, 6.0, 5.484848484848484)","(21.0, 38.0, 27.916666666666668)","(3.0, 3.15, 2.924181818181818)","(5.0, 9.6, 8.847368421052632)"
10-01-2023 14:29:28.184946,"(3.6, 4.9, 4.856756756756757)","(8.0, 14.5, 14.333333333333332)","(14.0, 20.0, 18.419354838709676)","(4.0, 6.0, 5.484848484848484)","(21.0, 38.0, 27.916666666666668)","(3.0, 3.15, 2.924181818181818)","(5.0, 9.6, 8.847368421052632)"
10-01-2023 14:29:29.364810,"(3.6, 4.9, 4.856756756756757)","(8.0, 14.5, 14.333333333333332)","(14.0, 20.0, 18.419354838709676)","(4.0, 6.0, 5.484848484848484)","(21.0, 38.0, 27.916666666666668)","(3.0, 3.15, 2.924181818181818)","(5.0, 9.6, 8.866666666666667)"
10-01-2023 14:29:30.573208,"(3.6, 4.9, 4.856756756756757)","(8.0, 14.5, 14.333333333333332)","(14.0, 20.0, 18.419354838709676)","(4.0, 6.0, 5.484848484848484)","(21.0, 38.0, 27.916666666666668)","(3.0, 3.15, 2.924181818181818)","(5.0, 9.6, 8.866666666666667)"
10-01-2023 14:29:31.700671,"(3.6, 4.9, 4.856756756756757)","(8.0, 14.5, 14.333333333333332)","(14.0, 20.0, 18.419354838709676)","(4.0, 6.0, 5.484848484848484)","(21.0, 38.0, 27.916666666666668)","(3.0, 3.15, 2.924181818181818)","(5.0, 9.6, 8.866666666666667)"
10-01-2023 14:29:32.821334,"(3.6, 4.9, 4.856756756756757)","(8.0, 14.5, 14.333333333333332)","(14.0, 20.0, 18.419354838709676)","(4.0, 6.0, 5.484848484848484)","(21.0, 38.0, 27.916666666666668)","(3.0, 3.15, 2.924181818181818)","(5.0, 9.6, 8.866666666666667)"
10-01-2023 14:29:33.956871,"(3.6, 4.9, 4.856756756756757)","(8.0, 14.5, 14.333333333333332)","(14.0, 20.0, 18.419354838709676)","(4.0, 6.0, 5.484848484848484)","(21.0, 38.0, 27.916666666666668)","(3.0, 3.15, 2.924181818181818)","(5.0, 9.6, 8.866666666666667)"
10-01-2023 14:29:35.050673,"(3.6, 4.9, 4.856756756756757)","(8.0, 14.5, 14.333333333333332)","(14.0, 20.0, 18.419354838709676)","(4.0, 6.0, 5.484848484848484)","(21.0, 38.0, 27.916666666666668)","(3.0, 3.15, 2.924181818181818)","(5.0, 9.6, 8.866666666666667)"
10-01-2023 14:29:36.141557,"(3.6, 4.9, 4.856756756756757)","(8.0, 14.5, 14.333333333333332)","(14.0, 20.0, 18.419354838709676)","(4.0, 6.0, 5.484848484848484)","(21.0, 38.0, 27.916666666666668)","(3.0, 3.15, 2.924181818181818)","(5.0, 9.6, 8.866666666666667)"
10-01-2023 14:29:37.290697,"(3.6, 4.9, 4.856756756756757)","(8.0, 14.5, 14.333333333333332)","(14.0, 20.0, 18.419354838709676)","(4.0, 6.0, 5.484848484848484)","(21.0, 38.0, 27.916666666666668)","(3.0, 3.15, 2.924181818181818)","(5.0, 9.6, 8.945945945945946)"
10-01-2023 14:29:38.312553,"(3.6, 4.9, 4.856756756756757)","(8.0, 14.5, 14.333333333333332)","(14.0, 20.0, 18.419354838709676)","(4.0, 6.0, 5.484848484848484)","(21.0, 38.0, 27.916666666666668)","(3.0, 3.15, 2.924181818181818)","(5.0, 9.6, 8.945945945945946)"
10-01-2023 14:29:39.366736,"(3.6, 4.9, 4.856756756756757)","(8.0, 14.5, 14.333333333333332)","(14.0, 20.0, 18.419354838709676)","(4.0, 6.0, 5.484848484848484)","(21.0, 38.0, 27.916666666666668)","(3.0, 3.15, 2.924181818181818)","(5.0, 9.6, 8.945945945945946)"
