,Goodtime Libby,Shoobees Spirit,Rocknroll Gronk,Cincinnati,Layden,Starzzz Destiny
14-12-2022 14:20:55.253774,"(8.0, 10.5, 9.65625)","(2.0, 2.34, 2.2983333333333333)","(2.9, 3.95, 3.825)","(26.0, 34.0, 28.75)","(16.0, 27.0, 25.333333333333332)","(6.5, 8.0, 7.831578947368421)"
14-12-2022 14:20:56.365249,"(8.0, 10.5, 9.65625)","(2.0, 2.34, 2.2983333333333333)","(2.9, 3.95, 3.825)","(26.0, 34.0, 28.75)","(16.0, 27.0, 25.333333333333332)","(6.5, 8.0, 7.466666666666667)"
14-12-2022 14:20:57.447432,"(8.0, 10.5, 9.695121951219512)","(2.0, 2.4, 2.31)","(2.9, 3.95, 3.825)","(26.0, 32.0, 30.846153846153847)","(16.0, 27.0, 25.333333333333332)","(6.5, 8.0, 7.6000000000000005)"
14-12-2022 14:20:58.538991,"(8.0, 10.5, 9.695121951219512)","(2.0, 2.4, 2.31)","(2.9, 3.95, 3.8000000000000003)","(26.0, 32.0, 28.11111111111111)","(16.0, 27.0, 24.666666666666668)","(6.5, 8.0, 7.6000000000000005)"
14-12-2022 14:20:59.630100,"(8.0, 10.0, 9.8)","(2.0, 2.4, 2.31)","(2.9, 3.95, 3.825)","(26.0, 32.0, 29.666666666666668)","(16.0, 26.0, 24.666666666666668)","(6.5, 8.0, 7.6000000000000005)"
14-12-2022 14:21:00.734349,"(8.0, 10.0, 9.8)","(2.0, 2.4, 2.31)","(2.9, 3.95, 3.825)","(26.0, 32.0, 29.666666666666668)","(16.0, 26.0, 24.666666666666668)","(6.5, 8.0, 7.8)"
14-12-2022 14:21:01.854637,"(8.0, 10.0, 9.8)","(2.0, 2.4, 2.31)","(2.9, 3.95, 3.8071428571428574)","(26.0, 32.0, 29.375)","(16.0, 26.0, 24.4)","(6.5, 8.0, 7.8)"
14-12-2022 14:21:03.023348,"(8.0, 10.5, 10.045454545454545)","(2.0, 2.38, 2.3153846153846156)","(2.9, 3.95, 3.8925925925925924)","(26.0, 32.0, 29.375)","(16.0, 26.0, 21.666666666666668)","(6.5, 8.0, 7.490909090909091)"
14-12-2022 14:21:04.178365,"(7.5, 10.5, 9.628124999999999)","(1.95, 2.38, 2.32)","(3.0, 4.1, 3.9642857142857144)","(21.0, 32.0, 29.375)","(16.0, 26.0, 20.15)","(6.5, 8.0, 7.490909090909091)"
14-12-2022 14:21:05.331369,"(7.5, 10.5, 9.626470588235295)","(1.95, 2.38, 2.32)","(3.0, 4.0, 3.797727272727273)","(21.0, 32.0, 29.375)","(16.0, 26.0, 21.125)","(6.5, 8.0, 7.533333333333333)"
14-12-2022 14:21:06.417904,"(7.5, 10.5, 9.626470588235295)","(1.95, 2.38, 2.32)","(3.0, 4.1, 3.797727272727273)","(21.0, 32.0, 29.375)","(16.0, 26.0, 21.8)","(6.5, 8.0, 7.533333333333333)"
14-12-2022 14:21:07.402357,"(7.5, 10.5, 9.626470588235295)","(1.95, 2.38, 2.32)","(3.0, 4.1, 3.797727272727273)","(21.0, 32.0, 28.88888888888889)","(16.0, 26.0, 21.8)","(6.5, 8.0, 7.533333333333333)"
14-12-2022 14:21:08.480327,"(7.5, 10.5, 9.626470588235295)","(1.95, 2.38, 2.32)","(3.0, 4.0, 3.9375)","(21.0, 32.0, 28.88888888888889)","(16.0, 26.0, 23.0)","(6.5, 8.0, 7.688888888888889)"
14-12-2022 14:21:09.578488,"(7.5, 10.5, 9.626470588235295)","(1.95, 2.38, 2.32)","(3.0, 4.0, 3.814285714285714)","(21.0, 32.0, 28.88888888888889)","(16.0, 26.0, 23.0)","(6.5, 8.0, 7.745454545454545)"
14-12-2022 14:21:10.696309,"(7.5, 10.5, 9.626470588235295)","(1.95, 2.38, 2.32)","(3.0, 3.9, 3.7846153846153845)","(21.0, 32.0, 30.0)","(16.0, 26.0, 24.125)","(6.5, 8.0, 7.688888888888889)"
14-12-2022 14:21:11.845581,"(7.5, 10.5, 9.626470588235295)","(1.95, 2.38, 2.3434782608695652)","(3.0, 3.9, 3.7846153846153845)","(21.0, 32.0, 29.333333333333332)","(16.0, 26.0, 22.666666666666668)","(6.5, 8.0, 7.533333333333333)"
14-12-2022 14:21:12.876313,"(7.5, 10.0, 9.8)","(1.95, 2.38, 2.3434782608695652)","(3.0, 3.9, 3.7846153846153845)","(21.0, 32.0, 29.333333333333332)","(16.0, 26.0, 23.5)","(6.5, 8.0, 7.533333333333333)"
14-12-2022 14:21:13.837487,"(7.5, 10.0, 9.8)","(1.95, 2.38, 2.3434782608695652)","(3.0, 3.9, 3.7846153846153845)","(21.0, 32.0, 29.333333333333332)","(16.0, 26.0, 23.5)","(6.5, 8.0, 7.533333333333333)"
14-12-2022 14:21:14.859863,"(7.5, 10.0, 9.8)","(1.95, 2.36, 2.3216)","(3.0, 3.9, 3.7846153846153845)","(21.0, 32.0, 30.0)","(16.0, 26.0, 23.5)","(6.5, 8.0, 7.533333333333333)"
14-12-2022 14:21:15.929631,"(7.5, 10.0, 9.8)","(1.95, 2.36, 2.3)","(3.0, 3.9, 3.8666666666666667)","(21.0, 32.0, 29.818181818181817)","(16.0, 26.0, 25.0)","(6.5, 8.0, 7.8352941176470585)"
14-12-2022 14:21:17.093629,"(7.5, 10.5, 10.057142857142857)","(1.95, 2.36, 2.3)","(3.0, 3.9, 3.8666666666666667)","(21.0, 32.0, 29.818181818181817)","(16.0, 26.0, 25.0)","(6.5, 8.0, 7.8352941176470585)"
14-12-2022 14:21:18.275297,"(7.5, 10.5, 10.057142857142857)","(1.95, 2.36, 2.2896551724137932)","(3.0, 3.9, 3.8666666666666667)","(21.0, 32.0, 29.818181818181817)","(16.0, 26.0, 25.272727272727273)","(6.5, 8.0, 7.8352941176470585)"
14-12-2022 14:21:19.451207,"(7.5, 10.5, 10.057142857142857)","(1.95, 2.36, 2.3013793103448275)","(3.2, 3.9, 3.8666666666666667)","(19.0, 32.0, 29.818181818181817)","(16.0, 26.0, 19.59375)","(6.5, 8.0, 7.8352941176470585)"
14-12-2022 14:21:20.723270,"(7.5, 10.5, 10.057142857142857)","(1.95, 2.38, 2.3216216216216217)","(3.2, 3.9, 3.995833333333333)","(19.0, 32.0, 29.916666666666668)","(16.0, 21.0, 20.333333333333332)","(6.5, 8.0, 8.280000000000001)"
14-12-2022 14:21:21.717018,"(7.5, 10.5, 9.940000000000001)","(1.95, 2.38, 2.232727272727273)","(3.2, 4.1, 3.995833333333333)","(19.0, 34.0, 29.916666666666668)","(16.0, 22.0, 19.61904761904762)","(6.5, 8.4, 8.280000000000001)"
14-12-2022 14:21:22.817770,"(7.5, 10.5, 9.940000000000001)","(1.95, 2.38, 2.2225)","(3.2, 4.1, 3.980952380952381)","(19.0, 34.0, 28.555555555555557)","(16.0, 22.0, 20.0)","(6.5, 8.4, 8.280000000000001)"
14-12-2022 14:21:23.954688,"(7.5, 10.5, 9.940000000000001)","(1.95, 2.38, 2.2225)","(3.2, 4.1, 3.980952380952381)","(19.0, 34.0, 28.555555555555557)","(16.0, 21.0, 20.0)","(6.5, 8.4, 8.280000000000001)"
14-12-2022 14:21:25.104952,"(7.5, 10.5, 9.940000000000001)","(1.95, 2.38, 2.225263157894737)","(3.2, 4.1, 4.002777777777777)","(19.0, 34.0, 28.615384615384617)","(16.0, 21.0, 20.0)","(6.5, 8.4, 8.280000000000001)"
14-12-2022 14:21:26.229282,"(7.5, 10.5, 9.940000000000001)","(1.95, 2.32, 2.225263157894737)","(3.2, 4.1, 3.980952380952381)","(19.0, 34.0, 27.692307692307693)","(16.0, 21.0, 20.0)","(6.5, 8.4, 8.280000000000001)"
14-12-2022 14:21:27.308318,"(7.5, 10.5, 9.940000000000001)","(1.95, 2.32, 2.225263157894737)","(3.2, 4.1, 3.980952380952381)","(19.0, 32.0, 29.2)","(16.0, 21.0, 19.6)","(6.5, 8.4, 8.280000000000001)"
14-12-2022 14:21:28.313192,"(7.5, 10.5, 9.940000000000001)","(1.95, 2.32, 2.225263157894737)","(3.2, 4.1, 3.980952380952381)","(19.0, 32.0, 29.846153846153847)","(16.0, 22.0, 19.6)","(6.5, 8.4, 8.280000000000001)"
14-12-2022 14:21:29.467323,"(7.5, 10.5, 9.940000000000001)","(1.95, 2.32, 2.225263157894737)","(3.2, 4.1, 3.980952380952381)","(17.0, 32.0, 29.846153846153847)","(16.0, 22.0, 19.75)","(6.5, 8.4, 8.280000000000001)"
14-12-2022 14:21:30.661398,"(7.5, 10.5, 9.940000000000001)","(1.95, 2.32, 2.225263157894737)","(3.2, 4.1, 3.980952380952381)","(17.0, 32.0, 29.846153846153847)","(16.0, 21.0, 19.75)","(6.5, 8.4, 8.280000000000001)"
14-12-2022 14:21:31.878681,"(7.5, 10.5, 9.940000000000001)","(1.95, 2.32, 2.225263157894737)","(3.2, 4.1, 3.980952380952381)","(17.0, 32.0, 29.846153846153847)","(16.0, 21.0, 19.75)","(6.5, 8.4, 8.280000000000001)"
14-12-2022 14:21:33.107500,"(7.5, 10.5, 9.940000000000001)","(1.95, 2.32, 2.225263157894737)","(3.2, 4.1, 4.055555555555555)","(17.0, 32.0, 29.846153846153847)","(16.0, 21.0, 19.75)","(6.5, 8.4, 8.280000000000001)"
14-12-2022 14:21:34.350963,"(7.5, 10.5, 10.03448275862069)","(1.95, 2.32, 2.217142857142857)","(3.2, 4.1, 4.055555555555555)","(17.0, 32.0, 29.333333333333332)","(16.0, 21.0, 19.666666666666668)","(6.5, 8.4, 8.280000000000001)"
14-12-2022 14:21:35.503529,"(7.5, 10.5, 10.038461538461538)","(1.95, 2.32, 2.236923076923077)","(3.2, 4.1, 4.055555555555555)","(18.0, 32.0, 30.0)","(16.0, 21.0, 19.666666666666668)","(6.5, 8.4, 8.8)"
14-12-2022 14:21:36.573489,"(7.5, 10.5, 10.038461538461538)","(1.95, 2.3, 2.230769230769231)","(3.2, 4.1, 4.055555555555555)","(18.0, 32.0, 27.5)","(16.0, 21.0, 19.666666666666668)","(6.5, 9.6, 9.322222222222223)"
14-12-2022 14:21:37.595291,"(7.5, 10.5, 10.129032258064516)","(1.95, 2.3, 2.230769230769231)","(3.2, 4.1, 4.074999999999999)","(18.0, 32.0, 27.714285714285715)","(16.0, 21.0, 19.666666666666668)","(6.5, 9.4, 8.85)"
14-12-2022 14:21:38.625164,"(7.5, 10.5, 10.129032258064516)","(1.95, 2.3, 2.230769230769231)","(3.2, 4.1, 4.074999999999999)","(18.0, 30.0, 27.714285714285715)","(16.0, 21.0, 19.666666666666668)","(6.5, 9.2, 8.85)"
14-12-2022 14:21:39.660963,"(7.5, 10.5, 10.129032258064516)","(1.95, 2.3, 2.210526315789474)","(3.2, 4.1, 4.074999999999999)","(18.0, 30.0, 27.714285714285715)","(16.0, 21.0, 18.875)","(6.5, 9.2, 8.76)"
14-12-2022 14:21:40.718343,"(7.5, 10.5, 10.129032258064516)","(1.95, 2.32, 2.21)","(3.2, 4.1, 4.074999999999999)","(18.0, 30.0, 27.647058823529413)","(16.0, 20.0, 18.875)","(6.5, 9.2, 8.876470588235293)"
14-12-2022 14:21:41.817641,"(7.5, 10.5, 10.18918918918919)","(1.95, 2.32, 2.21)","(3.2, 4.1, 4.076666666666666)","(18.0, 30.0, 27.647058823529413)","(16.0, 20.0, 18.875)","(6.5, 9.2, 8.876470588235293)"
14-12-2022 14:21:42.925278,"(7.5, 10.5, 10.18918918918919)","(1.95, 2.3, 2.2222222222222223)","(3.2, 4.1, 4.076666666666666)","(18.0, 30.0, 27.647058823529413)","(16.0, 20.0, 18.875)","(6.5, 9.2, 8.942857142857143)"
14-12-2022 14:21:44.042591,"(7.5, 10.5, 10.10344827586207)","(1.95, 2.3, 2.2222222222222223)","(3.2, 4.1, 4.061111111111111)","(18.0, 30.0, 28.0)","(16.0, 20.0, 18.875)","(6.5, 9.0, 8.85)"
14-12-2022 14:21:45.145267,"(7.5, 10.5, 10.10344827586207)","(1.95, 2.18, 2.1743478260869566)","(3.2, 4.1, 4.061111111111111)","(17.0, 30.0, 28.46153846153846)","(16.0, 20.0, 18.875)","(6.5, 9.0, 8.555555555555555)"
14-12-2022 14:21:46.235401,"(7.5, 10.5, 10.10344827586207)","(1.95, 2.3, 2.2269565217391305)","(3.2, 4.1, 4.078571428571428)","(17.0, 30.0, 28.46153846153846)","(16.0, 20.0, 18.875)","(6.5, 9.0, 8.446153846153846)"
14-12-2022 14:21:47.303843,"(7.5, 10.5, 10.10344827586207)","(1.95, 2.3, 2.2269565217391305)","(3.2, 4.1, 4.078571428571428)","(17.0, 32.0, 28.9375)","(16.0, 20.0, 18.875)","(6.5, 9.0, 8.446153846153846)"
14-12-2022 14:21:48.340921,"(7.5, 10.5, 10.107142857142858)","(1.95, 2.3, 2.2269565217391305)","(3.2, 4.1, 4.078571428571428)","(17.0, 32.0, 28.5)","(16.0, 20.0, 18.875)","(6.5, 9.0, 8.228571428571428)"
14-12-2022 14:21:49.346565,"(7.5, 10.5, 10.107142857142858)","(1.95, 2.3, 2.252)","(3.2, 4.1, 4.078571428571428)","(17.0, 32.0, 28.5)","(16.0, 20.0, 18.875)","(6.5, 9.0, 8.600000000000001)"
14-12-2022 14:21:50.384769,"(7.5, 10.5, 10.107142857142858)","(1.95, 2.3, 2.252)","(3.2, 4.1, 4.078571428571428)","(17.0, 32.0, 28.5)","(16.0, 20.0, 18.875)","(6.5, 8.8, 8.600000000000001)"
14-12-2022 14:21:51.398081,"(7.5, 10.5, 10.107142857142858)","(1.95, 2.3, 2.252)","(3.2, 4.1, 4.078571428571428)","(17.0, 32.0, 28.5)","(16.0, 20.0, 18.875)","(6.5, 8.8, 8.600000000000001)"
14-12-2022 14:21:52.452947,"(7.5, 10.5, 10.107142857142858)","(1.95, 2.3, 2.252)","(3.2, 4.1, 4.078571428571428)","(17.0, 32.0, 28.5)","(16.0, 20.0, 18.875)","(6.5, 8.8, 8.600000000000001)"
14-12-2022 14:21:53.536528,"(7.5, 10.5, 10.107142857142858)","(1.95, 2.3, 2.252)","(3.2, 4.1, 4.006896551724138)","(17.0, 32.0, 28.5)","(16.0, 20.0, 18.875)","(6.5, 8.8, 8.381818181818181)"
14-12-2022 14:21:54.612434,"(7.5, 10.5, 9.950000000000001)","(1.95, 2.3, 2.252)","(3.2, 4.2, 4.006666666666667)","(17.0, 32.0, 28.5)","(16.0, 20.0, 18.875)","(6.5, 8.6, 8.461538461538462)"
14-12-2022 14:21:55.729054,"(7.5, 10.5, 9.990909090909092)","(1.95, 2.3, 2.243)","(3.2, 4.2, 4.006666666666667)","(17.0, 32.0, 28.5)","(16.0, 20.0, 18.875)","(6.5, 8.6, 8.494117647058824)"
14-12-2022 14:21:56.828563,"(7.5, 10.5, 9.990909090909092)","(1.95, 2.3, 2.236666666666667)","(3.2, 4.2, 4.006666666666667)","(17.0, 32.0, 28.5)","(16.0, 20.0, 18.875)","(6.5, 8.6, 8.494117647058824)"
14-12-2022 14:21:57.906484,"(7.5, 10.5, 9.940000000000001)","(1.95, 2.3, 2.236666666666667)","(3.2, 4.2, 4.006666666666667)","(17.0, 32.0, 28.5)","(16.0, 20.0, 18.875)","(6.5, 8.6, 8.494117647058824)"
14-12-2022 14:21:58.914302,"(7.5, 10.5, 9.940000000000001)","(1.95, 2.3, 2.236666666666667)","(3.2, 4.2, 4.006060606060606)","(17.0, 32.0, 28.5)","(16.0, 20.0, 18.875)","(6.5, 8.6, 8.299999999999999)"
14-12-2022 14:21:59.950276,"(7.5, 10.5, 9.990909090909092)","(1.95, 2.3, 2.2472222222222222)","(3.2, 4.2, 3.9638297872340424)","(17.0, 26.0, 24.0)","(16.0, 20.0, 18.875)","(6.5, 8.6, 8.163636363636364)"
14-12-2022 14:22:00.987955,"(7.5, 10.0, 9.733333333333333)","(1.95, 2.3, 2.2472222222222222)","(3.2, 4.2, 3.9638297872340424)","(17.0, 27.0, 23.296296296296298)","(16.0, 20.0, 18.875)","(6.5, 8.6, 8.163636363636364)"
14-12-2022 14:22:02.023193,"(7.5, 10.0, 9.733333333333333)","(1.95, 2.3, 2.2548387096774194)","(3.2, 4.2, 3.9638297872340424)","(17.0, 27.0, 23.551724137931036)","(16.0, 20.0, 18.875)","(6.5, 8.6, 8.333333333333332)"
14-12-2022 14:22:03.067624,"(7.5, 10.0, 9.861538461538462)","(1.95, 2.3, 2.247272727272727)","(3.2, 4.2, 4.052307692307692)","(17.0, 27.0, 23.551724137931036)","(16.0, 20.0, 18.875)","(6.5, 8.6, 8.049999999999999)"
14-12-2022 14:22:04.169354,"(7.5, 10.0, 9.861538461538462)","(1.95, 2.3, 2.247272727272727)","(3.2, 4.2, 4.123684210526316)","(17.0, 27.0, 23.551724137931036)","(16.0, 20.0, 19.15625)","(6.5, 8.6, 8.52)"
14-12-2022 14:22:05.180552,"(7.5, 10.0, 9.905263157894737)","(1.95, 2.2, 2.1632601880877744)","(3.2, 4.2, 4.123684210526316)","(17.0, 27.0, 23.551724137931036)","(16.0, 20.0, 19.181818181818183)","(6.5, 9.0, 8.472727272727273)"
14-12-2022 14:22:06.214260,"(8.0, 10.0, 9.91764705882353)","(1.95, 2.2, 2.184119241192412)","(3.3, 4.2, 4.1375)","(17.0, 27.0, 23.484848484848484)","(16.0, 20.0, 19.181818181818183)","(7.0, 9.2, 8.472727272727273)"
14-12-2022 14:22:07.244515,"(8.0, 10.0, 9.91764705882353)","(1.95, 2.2, 2.1836312849162014)","(3.3, 4.2, 4.127272727272727)","(17.0, 27.0, 22.166666666666668)","(16.0, 20.0, 19.181818181818183)","(7.0, 9.2, 8.721739130434782)"
14-12-2022 14:22:08.275776,"(8.0, 10.0, 9.872727272727273)","(1.95, 2.3, 2.218153846153846)","(3.3, 4.2, 4.109433962264151)","(17.0, 27.0, 22.606060606060606)","(16.0, 20.0, 19.181818181818183)","(7.0, 9.0, 8.721739130434782)"
14-12-2022 14:22:09.315396,"(8.0, 10.0, 9.872727272727273)","(1.95, 2.3, 2.1854545454545455)","(3.3, 4.2, 4.109433962264151)","(17.0, 27.0, 22.606060606060606)","(16.0, 20.0, 19.181818181818183)","(7.0, 9.0, 8.6)"
14-12-2022 14:22:10.470040,"(8.0, 10.0, 9.872727272727273)","(1.95, 2.28, 2.1981818181818182)","(3.3, 4.2, 4.109433962264151)","(17.0, 27.0, 22.606060606060606)","(16.0, 20.0, 19.357142857142858)","(7.0, 9.0, 8.6)"
14-12-2022 14:22:11.570236,"(8.0, 10.0, 9.872727272727273)","(1.95, 2.28, 2.2225531914893617)","(3.3, 4.2, 4.122580645161291)","(17.0, 27.0, 22.606060606060606)","(16.0, 20.0, 19.25)","(7.0, 9.0, 8.733333333333334)"
14-12-2022 14:22:12.719048,"(8.0, 10.0, 9.872727272727273)","(1.95, 2.28, 2.224888888888889)","(3.3, 4.2, 4.122580645161291)","(17.0, 27.0, 23.258064516129032)","(16.0, 20.0, 19.25)","(7.0, 9.0, 8.775)"
14-12-2022 14:22:13.821178,"(8.0, 10.0, 9.857142857142858)","(1.95, 2.28, 2.224888888888889)","(3.3, 4.2, 4.122580645161291)","(17.0, 27.0, 23.258064516129032)","(16.0, 20.0, 19.25)","(7.0, 9.0, 8.861538461538462)"
14-12-2022 14:22:14.916619,"(8.0, 10.0, 9.857142857142858)","(1.95, 2.28, 2.204848484848485)","(3.3, 4.2, 4.1375)","(17.0, 27.0, 23.258064516129032)","(16.0, 20.0, 19.25)","(7.0, 9.0, 8.861538461538462)"
14-12-2022 14:22:15.969760,"(8.0, 10.0, 9.857142857142858)","(1.95, 2.28, 2.204848484848485)","(3.3, 4.2, 4.1375)","(17.0, 27.0, 23.258064516129032)","(16.0, 20.0, 19.25)","(7.0, 9.0, 8.861538461538462)"
14-12-2022 14:22:17.051535,"(8.0, 10.0, 9.857142857142858)","(1.95, 2.28, 2.204848484848485)","(3.3, 4.2, 4.1375)","(17.0, 27.0, 23.258064516129032)","(16.0, 20.0, 19.25)","(7.0, 9.0, 8.861538461538462)"
14-12-2022 14:22:18.242097,"(8.0, 10.0, 9.857142857142858)","(1.95, 2.28, 2.2386666666666666)","(3.3, 4.2, 4.1375)","(17.0, 27.0, 23.484848484848484)","(16.0, 20.0, 19.357142857142858)","(7.0, 9.0, 8.861538461538462)"
14-12-2022 14:22:19.552164,"(8.0, 10.0, 9.857142857142858)","(1.95, 2.28, 2.2386666666666666)","(3.3, 4.2, 4.1375)","(17.0, 26.0, 24.09090909090909)","(16.0, 20.0, 19.25)","(7.0, 9.0, 8.861538461538462)"
14-12-2022 14:22:20.765755,"(8.0, 10.0, 9.857142857142858)","(1.95, 2.28, 2.2386666666666666)","(3.3, 4.2, 4.1375)","(17.0, 26.0, 24.90909090909091)","(16.0, 20.0, 19.25)","(7.0, 9.0, 8.88)"
14-12-2022 14:22:21.946497,"(8.0, 10.0, 9.857142857142858)","(1.95, 2.28, 2.24125)","(3.3, 4.2, 4.1375)","(17.0, 26.0, 23.875)","(16.0, 20.0, 19.25)","(7.0, 9.0, 8.88)"
14-12-2022 14:22:23.088653,"(8.0, 10.0, 9.857142857142858)","(1.95, 2.28, 2.2426506024096384)","(3.3, 4.2, 4.1375)","(17.0, 27.0, 23.77777777777778)","(16.0, 20.0, 19.25)","(7.0, 9.0, 8.82)"
14-12-2022 14:22:24.215052,"(8.0, 10.0, 9.857142857142858)","(1.95, 2.28, 2.2426506024096384)","(3.3, 4.2, 4.122580645161291)","(17.0, 27.0, 23.77777777777778)","(16.0, 20.0, 19.25)","(7.0, 9.0, 8.9)"
14-12-2022 14:22:25.253546,"(8.0, 10.0, 9.857142857142858)","(1.95, 2.28, 2.2426506024096384)","(3.3, 4.2, 4.122580645161291)","(17.0, 27.0, 23.77777777777778)","(16.0, 20.0, 19.25)","(7.0, 9.2, 8.924137931034483)"
14-12-2022 14:22:26.300415,"(8.0, 10.0, 9.857142857142858)","(1.95, 2.28, 2.2426506024096384)","(3.3, 4.2, 4.131034482758621)","(17.0, 27.0, 23.77777777777778)","(16.0, 20.0, 19.25)","(7.0, 9.2, 9.034482758620689)"
14-12-2022 14:22:27.394733,"(8.0, 10.0, 9.857142857142858)","(1.95, 2.28, 2.2426506024096384)","(3.3, 4.2, 4.131034482758621)","(17.0, 27.0, 23.77777777777778)","(16.0, 20.0, 19.25)","(7.0, 9.2, 9.034482758620689)"
14-12-2022 14:22:28.479091,"(8.0, 10.0, 9.857142857142858)","(1.95, 2.28, 2.2426506024096384)","(3.3, 4.2, 4.131034482758621)","(17.0, 27.0, 22.857142857142858)","(16.0, 20.0, 19.25)","(7.0, 9.2, 9.034482758620689)"
14-12-2022 14:22:29.621300,"(8.0, 10.0, 9.857142857142858)","(1.95, 2.28, 2.224888888888889)","(3.3, 4.2, 4.005451448040886)","(17.0, 27.0, 23.133333333333333)","(16.0, 20.0, 19.25)","(7.0, 9.2, 9.034482758620689)"
14-12-2022 14:22:30.771558,"(8.0, 10.0, 9.872727272727273)","(1.95, 2.28, 2.224888888888889)","(3.3, 4.1, 4.005451448040886)","(17.0, 27.0, 23.333333333333332)","(16.0, 20.0, 19.25)","(7.0, 9.2, 8.899999999999999)"
14-12-2022 14:22:31.908161,"(8.0, 10.0, 9.857142857142858)","(1.95, 2.28, 2.2155555555555555)","(3.3, 4.1, 3.9210526315789473)","(17.0, 26.0, 24.0)","(16.0, 20.0, 19.113636363636363)","(7.0, 9.2, 9.117647058823529)"
14-12-2022 14:22:33.043734,"(8.0, 10.0, 9.857142857142858)","(1.95, 2.28, 2.231666666666667)","(3.3, 4.0, 3.9210526315789473)","(17.0, 26.0, 24.0)","(16.0, 20.0, 19.113636363636363)","(7.0, 9.4, 9.142857142857142)"
14-12-2022 14:22:34.150761,"(8.0, 10.0, 9.872727272727273)","(1.95, 2.28, 2.2414285714285715)","(3.3, 4.0, 3.9594594594594597)","(17.0, 26.0, 24.09090909090909)","(16.0, 20.0, 19.625)","(7.0, 9.4, 9.5)"
14-12-2022 14:22:35.284295,"(8.0, 10.5, 9.932075471698115)","(1.95, 2.26, 2.2312)","(3.3, 4.0, 3.948780487804878)","(17.0, 26.0, 24.09090909090909)","(16.0, 20.0, 19.625)","(7.0, 9.8, 9.585714285714287)"
14-12-2022 14:22:36.342257,"(8.0, 10.5, 9.925)","(1.95, 2.26, 2.204615384615385)","(3.3, 4.0, 3.948780487804878)","(17.0, 26.0, 24.384615384615383)","(16.0, 20.0, 19.625)","(7.0, 9.8, 9.386666666666667)"
14-12-2022 14:22:37.320266,"(8.0, 10.5, 9.925)","(1.95, 2.26, 2.212)","(3.3, 4.0, 3.948780487804878)","(17.0, 26.0, 24.384615384615383)","(16.0, 20.0, 19.625)","(7.0, 9.6, 9.386666666666667)"
14-12-2022 14:22:38.426469,"(8.0, 10.5, 9.718867924528302)","(1.95, 2.26, 2.2085714285714286)","(3.3, 4.0, 3.9594594594594597)","(17.0, 26.0, 24.384615384615383)","(16.0, 20.0, 19.625)","(7.0, 9.6, 9.386666666666667)"
14-12-2022 14:22:39.507363,"(8.0, 10.5, 9.718867924528302)","(1.95, 2.26, 2.2010526315789476)","(3.3, 4.0, 3.9594594594594597)","(17.0, 26.0, 24.384615384615383)","(16.0, 20.0, 19.625)","(7.0, 9.6, 9.476923076923077)"
14-12-2022 14:22:40.529624,"(8.0, 10.5, 9.842857142857143)","(1.95, 2.26, 2.2010526315789476)","(3.3, 4.0, 3.9594594594594597)","(17.0, 26.0, 24.384615384615383)","(16.0, 20.0, 19.625)","(7.0, 9.6, 9.476923076923077)"
14-12-2022 14:22:41.590294,"(8.0, 10.5, 9.842857142857143)","(1.95, 2.26, 2.2010526315789476)","(3.3, 4.0, 3.9594594594594597)","(17.0, 26.0, 24.384615384615383)","(16.0, 20.0, 19.6)","(7.0, 9.6, 9.523809523809524)"
14-12-2022 14:22:42.582165,"(8.0, 10.5, 9.747272727272726)","(1.95, 2.26, 2.2010526315789476)","(3.3, 4.0, 3.9594594594594597)","(17.0, 26.0, 24.384615384615383)","(16.0, 20.0, 19.6)","(7.0, 9.6, 9.523809523809524)"
14-12-2022 14:22:43.569242,"(8.0, 10.5, 9.836842105263157)","(1.95, 2.26, 2.2383333333333333)","(3.3, 3.85, 3.802355072463768)","(17.0, 26.0, 24.384615384615383)","(16.0, 20.0, 20.137931034482758)","(7.0, 9.6, 9.568421052631578)"
14-12-2022 14:22:44.593378,"(8.0, 10.5, 9.836842105263157)","(1.95, 2.28, 2.230769230769231)","(3.3, 3.85, 3.800283553875236)","(17.0, 26.0, 25.142857142857142)","(16.0, 22.0, 20.0)","(7.0, 9.6, 9.568421052631578)"
14-12-2022 14:22:45.680215,"(8.0, 10.5, 9.836842105263157)","(1.95, 2.28, 2.230769230769231)","(3.3, 3.85, 3.928125)","(17.0, 26.0, 24.0)","(16.0, 22.0, 20.216216216216218)","(7.0, 9.6, 9.568421052631578)"
14-12-2022 14:22:46.780510,"(8.0, 10.5, 9.863076923076923)","(1.95, 2.2, 2.180371747211896)","(3.3, 4.0, 3.9774193548387093)","(17.0, 26.0, 24.0)","(16.0, 22.0, 20.216216216216218)","(7.0, 9.6, 9.690909090909091)"
14-12-2022 14:22:47.836639,"(8.0, 10.5, 9.927272727272728)","(1.95, 2.2, 2.1801346801346804)","(3.3, 4.1, 3.9685714285714284)","(17.0, 26.0, 24.285714285714285)","(16.0, 22.0, 20.216216216216218)","(7.0, 9.8, 9.690909090909091)"
14-12-2022 14:22:48.819052,"(8.0, 10.5, 9.927272727272728)","(1.95, 2.18, 2.1796782841823057)","(3.3, 4.1, 3.9954545454545456)","(17.0, 26.0, 24.4)","(16.0, 22.0, 20.216216216216218)","(7.0, 9.8, 9.690909090909091)"
