,Idol First,Goldstar Noodle,Know Ego,Broken Bonds,Irish Coffee,Know Will,Infinity One,Got Faith
09-01-2023 10:45:47.250503,"(7.5, 29.0, 23.055555555555557)","(21.0, 220.0, 109.44444444444444)","(11.0, 48.0, 34.607142857142854)","(3.6, 10.5, 7.816666666666666)","(3.6, 5.2, 4.171428571428572)","(2.4, 4.6, 3.9668965517241377)","(31.0, 310.0, 239.0)","(31.0, 280.0, 104.84615384615384)"
09-01-2023 10:45:48.400830,"(7.5, 29.0, 23.055555555555557)","(21.0, 220.0, 109.44444444444444)","(11.0, 48.0, 34.607142857142854)","(3.6, 10.5, 7.816666666666666)","(3.6, 5.2, 4.171428571428572)","(2.4, 4.6, 3.9668965517241377)","(31.0, 310.0, 239.0)","(31.0, 280.0, 104.84615384615384)"
09-01-2023 10:45:49.587449,"(7.5, 29.0, 23.055555555555557)","(21.0, 220.0, 109.44444444444444)","(11.0, 48.0, 34.607142857142854)","(3.6, 10.5, 7.816666666666666)","(3.6, 5.2, 4.171428571428572)","(2.4, 4.6, 3.9668965517241377)","(31.0, 310.0, 239.0)","(31.0, 280.0, 104.84615384615384)"
09-01-2023 10:45:50.717163,"(7.5, 29.0, 23.055555555555557)","(21.0, 220.0, 109.44444444444444)","(11.0, 48.0, 34.607142857142854)","(3.6, 10.5, 7.816666666666666)","(3.6, 5.2, 4.171428571428572)","(2.4, 4.6, 3.9668965517241377)","(31.0, 310.0, 239.0)","(31.0, 280.0, 104.84615384615384)"
09-01-2023 10:45:51.840154,"(7.5, 29.0, 23.055555555555557)","(21.0, 220.0, 109.44444444444444)","(11.0, 48.0, 34.607142857142854)","(3.6, 10.5, 7.816666666666666)","(3.6, 5.2, 4.171428571428572)","(2.4, 4.6, 3.9668965517241377)","(31.0, 310.0, 239.0)","(31.0, 280.0, 104.84615384615384)"
09-01-2023 10:45:53.050676,"(7.5, 29.0, 23.055555555555557)","(21.0, 220.0, 109.44444444444444)","(11.0, 48.0, 34.607142857142854)","(3.6, 10.5, 7.816666666666666)","(3.6, 5.2, 4.171428571428572)","(2.4, 4.6, 3.9668965517241377)","(31.0, 310.0, 239.0)","(31.0, 280.0, 104.84615384615384)"
09-01-2023 10:45:54.129048,"(7.5, 29.0, 23.055555555555557)","(21.0, 220.0, 109.44444444444444)","(11.0, 48.0, 34.607142857142854)","(3.6, 10.5, 7.816666666666666)","(3.6, 5.2, 4.171428571428572)","(2.4, 4.6, 3.9668965517241377)","(31.0, 310.0, 239.0)","(31.0, 280.0, 104.84615384615384)"
09-01-2023 10:45:55.248114,"(7.5, 29.0, 23.055555555555557)","(21.0, 220.0, 109.44444444444444)","(11.0, 48.0, 34.607142857142854)","(3.6, 10.5, 7.816666666666666)","(3.6, 5.2, 4.171428571428572)","(2.4, 4.6, 3.9668965517241377)","(31.0, 310.0, 239.0)","(31.0, 280.0, 104.84615384615384)"
09-01-2023 10:45:56.429191,"(7.5, 29.0, 23.055555555555557)","(21.0, 220.0, 109.44444444444444)","(11.0, 48.0, 34.607142857142854)","(3.6, 10.5, 7.816666666666666)","(3.6, 5.2, 4.171428571428572)","(2.4, 4.6, 3.9668965517241377)","(31.0, 310.0, 239.0)","(31.0, 280.0, 104.84615384615384)"
09-01-2023 10:45:57.510028,"(7.5, 29.0, 23.055555555555557)","(21.0, 220.0, 109.44444444444444)","(11.0, 48.0, 34.607142857142854)","(3.6, 10.5, 7.816666666666666)","(3.6, 5.2, 4.171428571428572)","(2.4, 4.6, 3.9668965517241377)","(31.0, 310.0, 239.0)","(31.0, 280.0, 104.84615384615384)"
09-01-2023 10:45:58.609572,"(7.5, 29.0, 23.055555555555557)","(21.0, 220.0, 109.44444444444444)","(11.0, 48.0, 34.607142857142854)","(3.6, 10.5, 7.816666666666666)","(3.6, 5.2, 4.171428571428572)","(2.4, 4.6, 3.9668965517241377)","(31.0, 310.0, 239.0)","(31.0, 280.0, 104.84615384615384)"
09-01-2023 10:45:59.742665,"(7.5, 29.0, 23.055555555555557)","(21.0, 220.0, 109.44444444444444)","(11.0, 48.0, 34.607142857142854)","(3.6, 10.5, 7.816666666666666)","(3.6, 5.2, 4.171428571428572)","(2.4, 4.6, 3.9668965517241377)","(31.0, 310.0, 239.0)","(31.0, 280.0, 104.84615384615384)"
09-01-2023 10:46:00.892290,"(7.5, 29.0, 23.055555555555557)","(21.0, 220.0, 109.44444444444444)","(11.0, 48.0, 34.607142857142854)","(3.6, 10.5, 7.816666666666666)","(3.6, 5.2, 4.171428571428572)","(2.4, 4.6, 3.9668965517241377)","(31.0, 310.0, 239.0)","(31.0, 280.0, 104.84615384615384)"
09-01-2023 10:46:02.026347,"(7.5, 29.0, 23.055555555555557)","(21.0, 220.0, 109.44444444444444)","(11.0, 48.0, 34.607142857142854)","(3.6, 10.5, 7.816666666666666)","(3.6, 5.2, 4.171428571428572)","(2.4, 4.6, 3.9668965517241377)","(31.0, 310.0, 239.0)","(31.0, 280.0, 104.84615384615384)"
09-01-2023 10:46:03.139142,"(7.5, 29.0, 23.055555555555557)","(21.0, 220.0, 109.44444444444444)","(11.0, 48.0, 34.607142857142854)","(3.6, 10.5, 7.816666666666666)","(3.6, 5.2, 4.171428571428572)","(2.4, 4.6, 3.9668965517241377)","(31.0, 310.0, 239.0)","(31.0, 280.0, 104.84615384615384)"
09-01-2023 10:46:04.228190,"(7.5, 29.0, 23.055555555555557)","(21.0, 220.0, 109.44444444444444)","(11.0, 48.0, 34.607142857142854)","(3.6, 10.5, 7.816666666666666)","(3.6, 5.2, 4.171428571428572)","(2.4, 4.6, 3.9668965517241377)","(31.0, 310.0, 239.0)","(31.0, 280.0, 104.84615384615384)"
09-01-2023 10:46:05.276808,"(7.5, 29.0, 23.055555555555557)","(21.0, 220.0, 109.44444444444444)","(11.0, 48.0, 34.607142857142854)","(3.6, 10.5, 7.816666666666666)","(3.6, 5.2, 4.171428571428572)","(2.4, 4.6, 3.9668965517241377)","(31.0, 310.0, 239.0)","(31.0, 280.0, 104.84615384615384)"
09-01-2023 10:46:06.409579,"(7.5, 29.0, 23.055555555555557)","(21.0, 220.0, 109.44444444444444)","(11.0, 48.0, 34.607142857142854)","(3.6, 10.5, 7.816666666666666)","(3.6, 5.2, 4.171428571428572)","(2.4, 4.6, 3.9668965517241377)","(31.0, 310.0, 239.0)","(31.0, 280.0, 104.84615384615384)"
09-01-2023 10:46:07.493715,"(7.5, 29.0, 23.055555555555557)","(21.0, 220.0, 109.44444444444444)","(11.0, 48.0, 34.607142857142854)","(3.6, 10.5, 7.816666666666666)","(3.6, 5.2, 4.171428571428572)","(2.4, 4.6, 3.9668965517241377)","(31.0, 310.0, 239.0)","(31.0, 280.0, 104.84615384615384)"
09-01-2023 10:46:08.636180,"(7.5, 29.0, 23.055555555555557)","(21.0, 220.0, 109.44444444444444)","(11.0, 48.0, 34.607142857142854)","(3.6, 10.5, 7.816666666666666)","(3.6, 5.2, 4.171428571428572)","(2.4, 4.6, 3.9668965517241377)","(31.0, 310.0, 239.0)","(31.0, 280.0, 104.84615384615384)"
09-01-2023 10:46:09.800484,"(7.5, 29.0, 23.055555555555557)","(21.0, 220.0, 109.44444444444444)","(11.0, 48.0, 34.607142857142854)","(3.6, 10.5, 7.816666666666666)","(3.6, 5.2, 4.171428571428572)","(2.4, 4.6, 3.9668965517241377)","(31.0, 310.0, 239.0)","(31.0, 280.0, 104.84615384615384)"
09-01-2023 10:46:10.930803,"(7.5, 29.0, 23.055555555555557)","(21.0, 220.0, 109.44444444444444)","(11.0, 48.0, 34.607142857142854)","(3.6, 10.5, 7.816666666666666)","(3.6, 5.2, 4.171428571428572)","(2.4, 4.6, 3.9668965517241377)","(31.0, 310.0, 239.0)","(31.0, 280.0, 104.84615384615384)"
09-01-2023 10:46:11.999080,"(7.5, 29.0, 23.055555555555557)","(21.0, 220.0, 109.44444444444444)","(11.0, 48.0, 34.607142857142854)","(3.6, 10.5, 7.816666666666666)","(3.6, 5.2, 4.171428571428572)","(2.4, 4.6, 3.9668965517241377)","(31.0, 310.0, 239.0)","(31.0, 280.0, 104.84615384615384)"
09-01-2023 10:46:13.148485,"(7.5, 29.0, 23.055555555555557)","(21.0, 220.0, 109.44444444444444)","(11.0, 48.0, 34.607142857142854)","(3.6, 10.5, 7.816666666666666)","(3.6, 5.2, 4.171428571428572)","(2.4, 4.6, 3.9668965517241377)","(31.0, 310.0, 239.0)","(31.0, 280.0, 104.84615384615384)"
09-01-2023 10:46:14.253865,"(7.5, 29.0, 23.055555555555557)","(21.0, 220.0, 109.44444444444444)","(11.0, 48.0, 34.607142857142854)","(3.6, 10.5, 7.816666666666666)","(3.6, 5.2, 4.171428571428572)","(2.4, 4.6, 3.9668965517241377)","(31.0, 310.0, 239.0)","(31.0, 280.0, 104.84615384615384)"
09-01-2023 10:46:15.269105,"(7.5, 29.0, 23.055555555555557)","(21.0, 220.0, 109.44444444444444)","(11.0, 48.0, 34.607142857142854)","(3.6, 10.5, 7.816666666666666)","(3.6, 5.2, 4.171428571428572)","(2.4, 4.6, 3.9668965517241377)","(31.0, 310.0, 239.0)","(31.0, 280.0, 104.84615384615384)"
09-01-2023 10:46:16.313691,"(7.5, 29.0, 23.055555555555557)","(21.0, 220.0, 109.44444444444444)","(11.0, 48.0, 34.607142857142854)","(3.6, 10.5, 7.816666666666666)","(3.6, 5.2, 4.171428571428572)","(2.4, 4.6, 3.9668965517241377)","(31.0, 310.0, 239.0)","(31.0, 280.0, 104.84615384615384)"
09-01-2023 10:46:17.313435,"(7.5, 29.0, 23.055555555555557)","(21.0, 220.0, 109.44444444444444)","(11.0, 48.0, 34.607142857142854)","(3.6, 10.5, 7.816666666666666)","(3.6, 5.2, 4.171428571428572)","(2.4, 4.6, 3.9668965517241377)","(31.0, 310.0, 239.0)","(31.0, 280.0, 104.84615384615384)"
09-01-2023 10:46:18.277839,"(7.5, 29.0, 23.055555555555557)","(21.0, 220.0, 109.44444444444444)","(11.0, 48.0, 34.607142857142854)","(3.6, 10.5, 7.816666666666666)","(3.6, 5.2, 4.171428571428572)","(2.4, 4.6, 3.9668965517241377)","(31.0, 310.0, 239.0)","(31.0, 280.0, 104.84615384615384)"
09-01-2023 10:46:19.266791,"(7.5, 29.0, 23.055555555555557)","(21.0, 220.0, 109.44444444444444)","(11.0, 48.0, 34.607142857142854)","(3.6, 10.5, 7.816666666666666)","(3.6, 5.2, 4.171428571428572)","(2.4, 4.6, 3.9668965517241377)","(31.0, 310.0, 239.0)","(31.0, 280.0, 104.84615384615384)"
09-01-2023 10:46:20.279495,"(7.5, 29.0, 23.055555555555557)","(21.0, 220.0, 109.44444444444444)","(11.0, 48.0, 34.607142857142854)","(3.6, 10.5, 7.816666666666666)","(3.6, 5.2, 4.171428571428572)","(2.4, 4.6, 3.9668965517241377)","(31.0, 310.0, 239.0)","(31.0, 280.0, 104.84615384615384)"
09-01-2023 10:46:21.339329,"(7.5, 29.0, 23.055555555555557)","(21.0, 220.0, 109.44444444444444)","(11.0, 48.0, 34.607142857142854)","(3.6, 10.5, 7.816666666666666)","(3.6, 5.2, 4.171428571428572)","(2.4, 4.6, 3.9668965517241377)","(31.0, 310.0, 239.0)","(31.0, 280.0, 104.84615384615384)"
09-01-2023 10:46:22.390069,"(7.5, 29.0, 23.055555555555557)","(21.0, 220.0, 109.44444444444444)","(11.0, 48.0, 34.607142857142854)","(3.6, 10.5, 7.816666666666666)","(3.6, 5.2, 4.171428571428572)","(2.4, 4.6, 3.9668965517241377)","(31.0, 310.0, 239.0)","(31.0, 280.0, 104.84615384615384)"
09-01-2023 10:46:23.461567,"(7.5, 29.0, 23.055555555555557)","(21.0, 220.0, 109.44444444444444)","(11.0, 48.0, 34.607142857142854)","(3.6, 10.5, 7.816666666666666)","(3.6, 5.2, 4.171428571428572)","(2.4, 4.6, 3.9668965517241377)","(31.0, 310.0, 239.0)","(31.0, 280.0, 104.84615384615384)"
09-01-2023 10:46:24.588831,"(7.5, 29.0, 23.055555555555557)","(21.0, 220.0, 109.44444444444444)","(11.0, 48.0, 34.607142857142854)","(3.6, 10.5, 7.816666666666666)","(3.6, 5.2, 4.171428571428572)","(2.4, 4.6, 3.9668965517241377)","(31.0, 310.0, 239.0)","(31.0, 280.0, 104.84615384615384)"
09-01-2023 10:46:25.706316,"(7.5, 29.0, 23.055555555555557)","(21.0, 220.0, 109.44444444444444)","(11.0, 48.0, 34.607142857142854)","(3.6, 10.5, 7.816666666666666)","(3.6, 5.2, 4.171428571428572)","(2.4, 4.6, 3.9668965517241377)","(31.0, 310.0, 239.0)","(31.0, 280.0, 104.84615384615384)"
09-01-2023 10:46:26.862930,"(7.5, 29.0, 23.055555555555557)","(21.0, 220.0, 109.44444444444444)","(11.0, 48.0, 34.607142857142854)","(3.6, 10.5, 7.816666666666666)","(3.6, 5.2, 4.171428571428572)","(2.4, 4.6, 3.9668965517241377)","(31.0, 310.0, 239.0)","(31.0, 280.0, 104.84615384615384)"
09-01-2023 10:46:27.991786,"(7.5, 29.0, 23.055555555555557)","(21.0, 220.0, 109.44444444444444)","(11.0, 48.0, 34.607142857142854)","(3.6, 10.5, 7.816666666666666)","(3.6, 5.2, 4.171428571428572)","(2.4, 4.6, 3.9668965517241377)","(31.0, 310.0, 239.0)","(31.0, 280.0, 104.84615384615384)"
09-01-2023 10:46:29.117453,"(7.5, 29.0, 23.055555555555557)","(21.0, 220.0, 109.44444444444444)","(11.0, 48.0, 34.607142857142854)","(3.6, 10.5, 7.816666666666666)","(3.6, 5.2, 4.171428571428572)","(2.4, 4.6, 3.9668965517241377)","(31.0, 310.0, 239.0)","(31.0, 280.0, 104.84615384615384)"
09-01-2023 10:46:30.318195,"(7.5, 29.0, 23.055555555555557)","(21.0, 220.0, 109.44444444444444)","(11.0, 48.0, 34.607142857142854)","(3.6, 10.5, 7.816666666666666)","(3.6, 5.2, 4.171428571428572)","(2.4, 4.6, 3.9668965517241377)","(31.0, 310.0, 239.0)","(31.0, 280.0, 104.84615384615384)"
09-01-2023 10:46:31.466994,"(7.5, 29.0, 23.055555555555557)","(21.0, 220.0, 109.44444444444444)","(11.0, 48.0, 34.607142857142854)","(3.6, 10.5, 7.816666666666666)","(3.6, 5.2, 4.171428571428572)","(2.4, 4.6, 3.9668965517241377)","(31.0, 310.0, 239.0)","(31.0, 280.0, 104.84615384615384)"
09-01-2023 10:46:32.583017,"(7.5, 29.0, 23.055555555555557)","(21.0, 220.0, 109.44444444444444)","(11.0, 48.0, 34.607142857142854)","(3.6, 10.5, 7.816666666666666)","(3.6, 5.2, 4.171428571428572)","(2.4, 4.6, 3.9668965517241377)","(31.0, 310.0, 239.0)","(31.0, 280.0, 104.84615384615384)"
09-01-2023 10:46:33.729092,"(7.5, 29.0, 23.055555555555557)","(21.0, 220.0, 109.44444444444444)","(11.0, 48.0, 34.607142857142854)","(3.6, 10.5, 7.816666666666666)","(3.6, 5.2, 4.171428571428572)","(2.4, 4.6, 3.9668965517241377)","(31.0, 310.0, 239.0)","(31.0, 280.0, 104.84615384615384)"
09-01-2023 10:46:34.797792,"(7.5, 29.0, 23.055555555555557)","(21.0, 220.0, 109.44444444444444)","(11.0, 48.0, 34.607142857142854)","(3.6, 10.5, 7.816666666666666)","(3.6, 5.2, 4.171428571428572)","(2.4, 4.6, 3.9668965517241377)","(31.0, 310.0, 239.0)","(31.0, 280.0, 104.84615384615384)"
09-01-2023 10:46:35.951255,"(7.5, 29.0, 23.055555555555557)","(21.0, 220.0, 109.44444444444444)","(11.0, 48.0, 34.607142857142854)","(3.6, 10.5, 7.816666666666666)","(3.6, 5.2, 4.171428571428572)","(2.4, 4.6, 3.9668965517241377)","(31.0, 310.0, 239.0)","(31.0, 280.0, 104.84615384615384)"
09-01-2023 10:46:37.083116,"(7.5, 29.0, 23.055555555555557)","(21.0, 220.0, 109.44444444444444)","(11.0, 48.0, 34.607142857142854)","(3.6, 10.5, 7.816666666666666)","(3.6, 5.2, 4.171428571428572)","(2.4, 4.6, 3.9668965517241377)","(31.0, 310.0, 239.0)","(31.0, 280.0, 104.84615384615384)"
09-01-2023 10:46:38.177941,"(7.5, 29.0, 23.055555555555557)","(21.0, 220.0, 109.44444444444444)","(11.0, 48.0, 34.607142857142854)","(3.6, 10.5, 7.816666666666666)","(3.6, 5.2, 4.171428571428572)","(2.4, 4.6, 3.9668965517241377)","(31.0, 310.0, 239.0)","(31.0, 280.0, 104.84615384615384)"
09-01-2023 10:46:39.316491,"(7.5, 29.0, 23.055555555555557)","(21.0, 220.0, 109.44444444444444)","(11.0, 48.0, 34.607142857142854)","(3.6, 10.5, 7.816666666666666)","(3.6, 5.2, 4.171428571428572)","(2.4, 4.6, 3.9668965517241377)","(31.0, 310.0, 239.0)","(31.0, 280.0, 104.84615384615384)"
09-01-2023 10:46:40.396648,"(7.5, 29.0, 23.055555555555557)","(21.0, 220.0, 109.44444444444444)","(11.0, 48.0, 34.607142857142854)","(3.6, 10.5, 7.816666666666666)","(3.6, 5.2, 4.171428571428572)","(2.4, 4.6, 3.9668965517241377)","(31.0, 310.0, 239.0)","(31.0, 280.0, 104.84615384615384)"
09-01-2023 10:46:41.484142,"(7.5, 29.0, 23.055555555555557)","(21.0, 220.0, 109.44444444444444)","(11.0, 48.0, 34.607142857142854)","(3.6, 10.5, 7.816666666666666)","(3.6, 5.2, 4.171428571428572)","(2.4, 4.6, 3.9668965517241377)","(31.0, 310.0, 239.0)","(31.0, 280.0, 104.84615384615384)"
09-01-2023 10:46:42.627872,"(7.5, 29.0, 23.055555555555557)","(21.0, 220.0, 109.44444444444444)","(11.0, 48.0, 34.607142857142854)","(3.6, 10.5, 7.816666666666666)","(3.6, 5.2, 4.171428571428572)","(2.4, 4.6, 3.9668965517241377)","(31.0, 310.0, 239.0)","(31.0, 280.0, 104.84615384615384)"
09-01-2023 10:46:43.748558,"(7.5, 29.0, 23.055555555555557)","(21.0, 220.0, 109.44444444444444)","(11.0, 48.0, 34.607142857142854)","(3.6, 10.5, 7.816666666666666)","(3.6, 5.2, 4.171428571428572)","(2.4, 4.6, 3.9668965517241377)","(31.0, 310.0, 239.0)","(31.0, 280.0, 104.84615384615384)"
09-01-2023 10:46:44.850478,"(7.5, 29.0, 23.055555555555557)","(21.0, 220.0, 109.44444444444444)","(11.0, 48.0, 34.607142857142854)","(3.6, 10.5, 7.816666666666666)","(3.6, 5.2, 4.171428571428572)","(2.4, 4.6, 3.9668965517241377)","(31.0, 310.0, 239.0)","(31.0, 280.0, 104.84615384615384)"
09-01-2023 10:46:45.919558,"(7.5, 29.0, 23.055555555555557)","(21.0, 220.0, 109.44444444444444)","(11.0, 48.0, 34.607142857142854)","(3.6, 10.5, 7.816666666666666)","(3.6, 5.2, 4.171428571428572)","(2.4, 4.6, 3.9668965517241377)","(31.0, 310.0, 239.0)","(31.0, 280.0, 104.84615384615384)"
09-01-2023 10:46:46.960473,"(7.5, 29.0, 23.055555555555557)","(21.0, 220.0, 109.44444444444444)","(11.0, 48.0, 34.607142857142854)","(3.6, 10.5, 7.816666666666666)","(3.6, 5.2, 4.171428571428572)","(2.4, 4.6, 3.9668965517241377)","(31.0, 310.0, 239.0)","(31.0, 280.0, 104.84615384615384)"
09-01-2023 10:46:48.032523,"(7.5, 29.0, 23.055555555555557)","(21.0, 220.0, 109.44444444444444)","(11.0, 48.0, 34.607142857142854)","(3.6, 10.5, 7.816666666666666)","(3.6, 5.2, 4.171428571428572)","(2.4, 4.6, 3.9668965517241377)","(31.0, 310.0, 239.0)","(31.0, 280.0, 104.84615384615384)"
09-01-2023 10:46:49.092247,"(7.5, 29.0, 23.055555555555557)","(21.0, 220.0, 109.44444444444444)","(11.0, 48.0, 34.607142857142854)","(3.6, 10.5, 7.816666666666666)","(3.6, 5.2, 4.171428571428572)","(2.4, 4.6, 3.9668965517241377)","(31.0, 310.0, 239.0)","(31.0, 280.0, 104.84615384615384)"
09-01-2023 10:46:50.151809,"(7.5, 29.0, 23.055555555555557)","(21.0, 220.0, 109.44444444444444)","(11.0, 48.0, 34.607142857142854)","(3.6, 10.5, 7.816666666666666)","(3.6, 5.2, 4.171428571428572)","(2.4, 4.6, 3.9668965517241377)","(31.0, 310.0, 239.0)","(31.0, 280.0, 104.84615384615384)"
09-01-2023 10:46:51.255064,"(7.5, 29.0, 23.055555555555557)","(21.0, 220.0, 109.44444444444444)","(11.0, 48.0, 34.607142857142854)","(3.6, 10.5, 7.816666666666666)","(3.6, 5.2, 4.171428571428572)","(2.4, 4.6, 3.9668965517241377)","(31.0, 310.0, 239.0)","(31.0, 280.0, 104.84615384615384)"
09-01-2023 10:46:52.341564,"(7.5, 29.0, 23.055555555555557)","(21.0, 220.0, 109.44444444444444)","(11.0, 48.0, 34.607142857142854)","(3.6, 10.5, 7.816666666666666)","(3.6, 5.2, 4.171428571428572)","(2.4, 4.6, 3.9668965517241377)","(31.0, 310.0, 239.0)","(31.0, 280.0, 104.84615384615384)"
09-01-2023 10:46:53.407152,"(7.5, 29.0, 23.055555555555557)","(21.0, 220.0, 109.44444444444444)","(11.0, 48.0, 34.607142857142854)","(3.6, 10.5, 7.816666666666666)","(3.6, 5.2, 4.171428571428572)","(2.4, 4.6, 3.9668965517241377)","(31.0, 310.0, 239.0)","(31.0, 280.0, 104.84615384615384)"
09-01-2023 10:46:54.520343,"(7.5, 29.0, 23.055555555555557)","(21.0, 220.0, 109.44444444444444)","(11.0, 48.0, 34.607142857142854)","(3.6, 10.5, 7.816666666666666)","(3.6, 5.2, 4.171428571428572)","(2.4, 4.6, 3.9668965517241377)","(31.0, 310.0, 239.0)","(31.0, 280.0, 104.84615384615384)"
09-01-2023 10:46:55.591682,"(7.5, 29.0, 23.055555555555557)","(21.0, 220.0, 109.44444444444444)","(11.0, 48.0, 34.607142857142854)","(3.6, 10.5, 7.816666666666666)","(3.6, 5.2, 4.171428571428572)","(2.4, 4.6, 3.9668965517241377)","(31.0, 310.0, 239.0)","(31.0, 280.0, 104.84615384615384)"
09-01-2023 10:46:56.684805,"(7.5, 29.0, 23.055555555555557)","(21.0, 220.0, 109.44444444444444)","(11.0, 48.0, 34.607142857142854)","(3.6, 10.5, 7.816666666666666)","(3.6, 5.2, 4.171428571428572)","(2.4, 4.6, 3.9668965517241377)","(31.0, 310.0, 239.0)","(31.0, 280.0, 104.84615384615384)"
09-01-2023 10:46:57.799946,"(7.5, 29.0, 23.055555555555557)","(21.0, 220.0, 109.44444444444444)","(11.0, 48.0, 34.607142857142854)","(3.6, 10.5, 7.816666666666666)","(3.6, 5.2, 4.171428571428572)","(2.4, 4.6, 3.9668965517241377)","(31.0, 310.0, 239.0)","(31.0, 280.0, 104.84615384615384)"
09-01-2023 10:46:58.890969,"(7.5, 29.0, 23.055555555555557)","(21.0, 220.0, 109.44444444444444)","(11.0, 48.0, 34.607142857142854)","(3.6, 10.5, 7.816666666666666)","(3.6, 5.2, 4.171428571428572)","(2.4, 4.6, 3.9668965517241377)","(31.0, 310.0, 239.0)","(31.0, 280.0, 104.84615384615384)"
09-01-2023 10:46:59.962520,"(7.5, 29.0, 23.055555555555557)","(21.0, 220.0, 109.44444444444444)","(11.0, 48.0, 34.607142857142854)","(3.6, 10.5, 7.816666666666666)","(3.6, 5.2, 4.171428571428572)","(2.4, 4.6, 3.9668965517241377)","(31.0, 310.0, 239.0)","(31.0, 280.0, 104.84615384615384)"
09-01-2023 10:47:01.002788,"(7.5, 29.0, 23.055555555555557)","(21.0, 220.0, 109.44444444444444)","(11.0, 48.0, 34.607142857142854)","(3.6, 10.5, 7.816666666666666)","(3.6, 5.2, 4.171428571428572)","(2.4, 4.6, 3.9668965517241377)","(31.0, 310.0, 239.0)","(31.0, 280.0, 104.84615384615384)"
09-01-2023 10:47:02.031053,"(7.5, 29.0, 23.055555555555557)","(21.0, 220.0, 109.44444444444444)","(11.0, 48.0, 34.607142857142854)","(3.6, 10.5, 7.816666666666666)","(3.6, 5.2, 4.171428571428572)","(2.4, 4.6, 3.9668965517241377)","(31.0, 310.0, 239.0)","(31.0, 280.0, 104.84615384615384)"
09-01-2023 10:47:03.031985,"(7.5, 29.0, 23.055555555555557)","(21.0, 220.0, 109.44444444444444)","(11.0, 48.0, 34.607142857142854)","(3.6, 10.5, 7.816666666666666)","(3.6, 5.2, 4.171428571428572)","(2.4, 4.6, 3.9668965517241377)","(31.0, 310.0, 239.0)","(31.0, 280.0, 104.84615384615384)"
09-01-2023 10:47:04.003849,"(7.5, 29.0, 23.055555555555557)","(21.0, 220.0, 109.44444444444444)","(11.0, 48.0, 34.607142857142854)","(3.6, 10.5, 7.816666666666666)","(3.6, 5.2, 4.171428571428572)","(2.4, 4.6, 3.9668965517241377)","(31.0, 310.0, 239.0)","(31.0, 280.0, 104.84615384615384)"
09-01-2023 10:47:04.971903,"(7.5, 29.0, 23.055555555555557)","(21.0, 220.0, 109.44444444444444)","(11.0, 48.0, 34.607142857142854)","(3.6, 10.5, 7.816666666666666)","(3.6, 5.2, 4.171428571428572)","(2.4, 4.6, 3.9668965517241377)","(31.0, 310.0, 239.0)","(31.0, 280.0, 104.84615384615384)"
09-01-2023 10:47:05.971182,"(7.5, 29.0, 23.055555555555557)","(21.0, 220.0, 109.44444444444444)","(11.0, 48.0, 34.607142857142854)","(3.6, 10.5, 7.816666666666666)","(3.6, 5.2, 4.171428571428572)","(2.4, 4.6, 3.9668965517241377)","(31.0, 310.0, 239.0)","(31.0, 280.0, 104.84615384615384)"
09-01-2023 10:47:07.067963,"(7.5, 29.0, 23.055555555555557)","(21.0, 220.0, 109.44444444444444)","(11.0, 48.0, 34.607142857142854)","(3.6, 10.5, 7.816666666666666)","(3.6, 5.2, 4.171428571428572)","(2.4, 4.6, 3.9668965517241377)","(31.0, 310.0, 239.0)","(31.0, 280.0, 104.84615384615384)"
09-01-2023 10:47:08.146305,"(7.5, 29.0, 23.055555555555557)","(21.0, 220.0, 109.44444444444444)","(11.0, 48.0, 34.607142857142854)","(3.6, 10.5, 7.816666666666666)","(3.6, 5.2, 4.171428571428572)","(2.4, 4.6, 3.9668965517241377)","(31.0, 310.0, 239.0)","(31.0, 280.0, 104.84615384615384)"
09-01-2023 10:47:09.236463,"(7.5, 29.0, 23.055555555555557)","(21.0, 220.0, 109.44444444444444)","(11.0, 48.0, 34.607142857142854)","(3.6, 10.5, 7.816666666666666)","(3.6, 5.2, 4.171428571428572)","(2.4, 4.6, 3.9668965517241377)","(31.0, 310.0, 239.0)","(31.0, 280.0, 104.84615384615384)"
09-01-2023 10:47:10.347788,"(7.5, 29.0, 23.055555555555557)","(21.0, 220.0, 109.44444444444444)","(11.0, 48.0, 34.607142857142854)","(3.6, 10.5, 7.816666666666666)","(3.6, 5.2, 4.171428571428572)","(2.4, 4.6, 3.9668965517241377)","(31.0, 310.0, 239.0)","(31.0, 280.0, 104.84615384615384)"
09-01-2023 10:47:11.454553,"(7.5, 29.0, 23.055555555555557)","(21.0, 220.0, 109.44444444444444)","(11.0, 48.0, 34.607142857142854)","(3.6, 10.5, 7.816666666666666)","(3.6, 5.2, 4.171428571428572)","(2.4, 4.6, 3.9668965517241377)","(31.0, 310.0, 239.0)","(31.0, 280.0, 104.84615384615384)"
09-01-2023 10:47:12.592990,"(7.5, 29.0, 23.055555555555557)","(21.0, 220.0, 109.44444444444444)","(11.0, 48.0, 34.607142857142854)","(3.6, 10.5, 7.816666666666666)","(3.6, 5.2, 4.171428571428572)","(2.4, 4.6, 3.9668965517241377)","(31.0, 310.0, 239.0)","(31.0, 280.0, 104.84615384615384)"
