,In Chevron We Trust Nz,Motu Amethyst Nz,Yogi,Precious Cullen Nz,Lifeinheaven,Miss Pau,Tell Me This Nz,Tracer Bullet,The Harris Hawk
11-01-2023 18:18:48.680172,"(2.9, 99999, 99990)","(5.5, 99999, 99990)","(3.4, 3.85, 3.754)","(41.0, 99999, 99990)","(16.0, 26.0, 23.88888888888889)","(101.0, 410.0, 374.44444444444446)","(5.5, 99999, 99990)","(18.0, 24.0, 22.0)","(9.0, 13.0, 12.857142857142858)"
11-01-2023 18:18:49.773439,"(2.9, 99999, 99990)","(5.5, 99999, 99990)","(3.4, 3.85, 3.754)","(41.0, 99999, 99990)","(16.0, 26.0, 23.88888888888889)","(101.0, 410.0, 356.6666666666667)","(5.5, 99999, 99990)","(18.0, 24.0, 22.333333333333332)","(9.0, 13.0, 12.857142857142858)"
11-01-2023 18:18:51.329586,"(2.9, 99999, 99990)","(5.5, 99999, 99990)","(3.3, 3.85, 3.7547619047619047)","(41.0, 99999, 99990)","(16.0, 26.0, 23.88888888888889)","(101.0, 410.0, 356.6666666666667)","(5.5, 99999, 99990)","(18.0, 23.0, 22.5)","(9.0, 13.0, 12.857142857142858)"
11-01-2023 18:18:52.750994,"(2.9, 99999, 99990)","(5.5, 99999, 99990)","(3.3, 3.85, 3.754)","(41.0, 99999, 99990)","(16.0, 26.0, 23.88888888888889)","(101.0, 410.0, 356.6666666666667)","(5.5, 99999, 99990)","(18.0, 24.0, 22.09090909090909)","(9.0, 13.0, 12.857142857142858)"
11-01-2023 18:18:53.995799,"(2.9, 99999, 99990)","(5.5, 99999, 99990)","(3.3, 3.85, 3.754)","(41.0, 99999, 99990)","(16.0, 26.0, 23.625)","(101.0, 410.0, 356.6666666666667)","(5.5, 99999, 99990)","(18.0, 24.0, 22.09090909090909)","(9.0, 13.0, 12.521739130434783)"
11-01-2023 18:18:55.293340,"(2.9, 99999, 99990)","(5.5, 99999, 99990)","(3.3, 3.85, 3.7642857142857142)","(41.0, 99999, 99990)","(16.0, 26.0, 23.625)","(101.0, 410.0, 356.6666666666667)","(5.5, 99999, 99990)","(18.0, 24.0, 22.09090909090909)","(9.0, 13.5, 12.521739130434783)"
11-01-2023 18:18:56.447383,"(2.9, 99999, 99990)","(5.5, 99999, 99990)","(3.3, 3.85, 3.7642857142857142)","(41.0, 99999, 99990)","(16.0, 26.0, 23.625)","(101.0, 410.0, 356.6666666666667)","(5.5, 99999, 99990)","(18.0, 24.0, 22.09090909090909)","(9.0, 13.5, 12.521739130434783)"
11-01-2023 18:18:57.669746,"(2.9, 99999, 99990)","(5.5, 99999, 99990)","(3.3, 3.85, 3.7642857142857142)","(41.0, 99999, 99990)","(16.0, 26.0, 23.625)","(101.0, 410.0, 356.6666666666667)","(5.5, 99999, 99990)","(18.0, 24.0, 22.09090909090909)","(9.0, 13.5, 12.545454545454545)"
11-01-2023 18:18:58.845855,"(2.9, 99999, 99990)","(5.5, 99999, 99990)","(3.3, 3.85, 3.7642857142857142)","(41.0, 99999, 99990)","(16.0, 26.0, 24.272727272727273)","(101.0, 410.0, 356.6666666666667)","(5.5, 99999, 99990)","(18.0, 24.0, 22.09090909090909)","(9.0, 13.5, 12.545454545454545)"
11-01-2023 18:18:59.985185,"(2.9, 99999, 99990)","(5.5, 99999, 99990)","(3.3, 3.85, 3.7642857142857142)","(41.0, 99999, 99990)","(16.0, 26.0, 24.272727272727273)","(101.0, 410.0, 356.6666666666667)","(5.5, 99999, 99990)","(18.0, 24.0, 20.390243902439025)","(9.0, 13.5, 12.545454545454545)"
11-01-2023 18:19:01.165227,"(2.9, 99999, 99990)","(5.5, 99999, 99990)","(3.3, 3.85, 3.7642857142857142)","(41.0, 99999, 99990)","(16.0, 26.0, 24.272727272727273)","(101.0, 410.0, 356.6666666666667)","(5.5, 99999, 99990)","(18.0, 24.0, 20.972727272727273)","(9.0, 13.5, 12.423076923076923)"
11-01-2023 18:19:02.308241,"(2.9, 99999, 99990)","(5.5, 99999, 99990)","(3.3, 3.85, 3.788095238095238)","(41.0, 99999, 99990)","(16.0, 26.0, 24.105263157894736)","(101.0, 410.0, 356.6666666666667)","(5.5, 99999, 99990)","(18.0, 24.0, 20.735294117647058)","(9.0, 13.5, 12.51923076923077)"
11-01-2023 18:19:03.591900,"(2.9, 99999, 99990)","(5.5, 99999, 99990)","(3.3, 3.85, 3.7725)","(51.0, 99999, 99990)","(16.0, 26.0, 24.105263157894736)","(101.0, 410.0, 356.6666666666667)","(5.5, 99999, 99990)","(18.0, 24.0, 20.735294117647058)","(9.0, 13.5, 12.51923076923077)"
11-01-2023 18:19:04.909543,"(2.9, 99999, 99990)","(5.5, 99999, 99990)","(3.3, 3.85, 3.7725)","(51.0, 99999, 99990)","(16.0, 26.0, 24.105263157894736)","(101.0, 410.0, 356.6666666666667)","(5.5, 99999, 99990)","(18.0, 24.0, 20.735294117647058)","(9.0, 13.5, 12.620689655172415)"
11-01-2023 18:19:06.191363,"(2.9, 99999, 99990)","(5.5, 99999, 99990)","(3.3, 3.85, 3.7725)","(51.0, 99999, 99990)","(16.0, 26.0, 24.105263157894736)","(101.0, 410.0, 356.6666666666667)","(5.5, 99999, 99990)","(18.0, 24.0, 20.735294117647058)","(9.0, 13.5, 12.654545454545454)"
11-01-2023 18:19:07.523853,"(2.9, 99999, 99990)","(5.5, 99999, 99990)","(3.3, 3.85, 3.7725)","(51.0, 99999, 99990)","(16.0, 26.0, 24.105263157894736)","(101.0, 410.0, 356.6666666666667)","(5.5, 99999, 99990)","(18.0, 24.0, 20.735294117647058)","(9.0, 13.5, 12.566037735849056)"
11-01-2023 18:19:08.870237,"(2.9, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 3.85, 3.7790322580645164)","(51.0, 99999, 99990)","(16.0, 26.0, 24.5)","(101.0, 410.0, 356.6666666666667)","(5.5, 99999, 99990)","(18.0, 24.0, 20.735294117647058)","(9.0, 13.5, 12.631578947368421)"
11-01-2023 18:19:09.993531,"(2.9, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 3.85, 3.7790322580645164)","(51.0, 99999, 99990)","(16.0, 26.0, 24.666666666666668)","(101.0, 410.0, 356.6666666666667)","(5.5, 99999, 99990)","(18.0, 24.0, 20.735294117647058)","(9.0, 13.5, 12.631578947368421)"
11-01-2023 18:19:11.211382,"(2.9, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 3.85, 3.790909090909091)","(51.0, 99999, 99990)","(16.0, 26.0, 24.935483870967744)","(101.0, 410.0, 356.6666666666667)","(5.5, 99999, 99990)","(18.0, 24.0, 20.735294117647058)","(9.0, 13.5, 12.631578947368421)"
11-01-2023 18:19:12.329967,"(3.0, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 3.85, 3.8128571428571427)","(61.0, 99999, 99990)","(15.0, 26.0, 24.68)","(101.0, 410.0, 356.6666666666667)","(6.0, 99999, 99990)","(18.0, 24.0, 21.026785714285715)","(10.0, 13.5, 12.529411764705882)"
11-01-2023 18:19:13.445596,"(3.0, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 3.85, 3.8128571428571427)","(61.0, 99999, 99990)","(15.0, 26.0, 24.68)","(101.0, 410.0, 356.6666666666667)","(6.0, 99999, 99990)","(18.0, 24.0, 21.026785714285715)","(10.0, 13.5, 12.529411764705882)"
11-01-2023 18:19:14.584810,"(3.0, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 3.85, 3.780232558139535)","(61.0, 99999, 99990)","(15.0, 26.0, 24.68)","(101.0, 410.0, 356.6666666666667)","(6.0, 99999, 99990)","(18.0, 24.0, 21.578125)","(10.0, 13.5, 12.5625)"
11-01-2023 18:19:15.674042,"(3.0, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 3.9, 3.817948717948718)","(61.0, 99999, 99990)","(15.0, 26.0, 24.90909090909091)","(101.0, 410.0, 378.0)","(6.0, 99999, 99990)","(18.0, 23.0, 22.8)","(10.0, 13.5, 12.112244897959183)"
11-01-2023 18:19:16.866710,"(3.0, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 3.9, 3.7661290322580645)","(61.0, 99999, 99990)","(15.0, 26.0, 24.833333333333332)","(101.0, 410.0, 378.0)","(6.0, 99999, 99990)","(18.0, 23.0, 21.19148936170213)","(10.0, 13.5, 12.596153846153847)"
11-01-2023 18:19:17.982411,"(3.0, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 3.8, 3.552439024390244)","(61.0, 99999, 99990)","(15.0, 26.0, 26.8)","(101.0, 410.0, 356.6666666666667)","(6.0, 99999, 99990)","(18.0, 24.0, 22.0)","(10.0, 13.0, 12.46875)"
11-01-2023 18:19:19.213620,"(3.0, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 3.6, 3.4115384615384614)","(61.0, 99999, 99990)","(15.0, 29.0, 26.6)","(101.0, 410.0, 364.2857142857143)","(6.0, 99999, 99990)","(18.0, 24.0, 26.666666666666668)","(10.0, 13.5, 12.416666666666666)"
11-01-2023 18:19:20.394891,"(3.0, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 3.45, 3.1941176470588233)","(61.0, 99999, 99990)","(15.0, 29.0, 24.76923076923077)","(101.0, 410.0, 392.22222222222223)","(6.0, 99999, 99990)","(18.0, 32.0, 31.2)","(10.0, 13.5, 12.928571428571429)"
11-01-2023 18:19:21.554771,"(3.0, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 3.4, 3.1833333333333336)","(61.0, 99999, 99990)","(15.0, 26.0, 25.25)","(101.0, 410.0, 342.3076923076923)","(6.0, 99999, 99990)","(18.0, 32.0, 29.0)","(10.0, 13.5, 13.392857142857142)"
11-01-2023 18:19:22.733859,"(3.0, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 3.35, 3.1142857142857143)","(61.0, 99999, 99990)","(15.0, 26.0, 25.25)","(101.0, 400.0, 335.7142857142857)","(6.0, 99999, 99990)","(18.0, 32.0, 30.909090909090907)","(10.0, 13.5, 13.392857142857142)"
11-01-2023 18:19:23.978011,"(3.0, 99999, 99990)","(5.0, 99999, 99990)","(3.1, 3.3, 3.1107142857142858)","(61.0, 99999, 99990)","(16.0, 26.0, 25.25)","(101.0, 400.0, 335.7142857142857)","(6.0, 99999, 99990)","(19.0, 32.0, 31.25)","(10.0, 13.5, 13.478260869565217)"
11-01-2023 18:19:25.289279,"(3.0, 99999, 99990)","(5.0, 99999, 99990)","(3.1, 3.25, 3.1515384615384616)","(61.0, 99999, 99990)","(16.0, 26.0, 24.8)","(101.0, 400.0, 343.3333333333333)","(6.0, 99999, 99990)","(19.0, 32.0, 31.25)","(10.0, 14.0, 13.478260869565217)"
11-01-2023 18:19:26.674454,"(3.0, 99999, 99990)","(5.0, 99999, 99990)","(3.1, 3.25, 3.206122448979592)","(61.0, 99999, 99990)","(16.0, 26.0, 24.285714285714285)","(101.0, 390.0, 310.0)","(6.0, 99999, 99990)","(19.0, 32.0, 29.727272727272727)","(10.0, 14.0, 13.181818181818182)"
11-01-2023 18:19:28.044643,"(3.1, 99999, 99990)","(5.5, 99999, 99990)","(3.0, 3.3, 3.206122448979592)","(61.0, 99999, 99990)","(15.0, 26.0, 24.285714285714285)","(101.0, 390.0, 310.0)","(6.5, 99999, 99990)","(19.0, 32.0, 29.727272727272727)","(10.0, 14.0, 13.181818181818182)"
11-01-2023 18:19:29.210569,"(3.1, 99999, 99990)","(5.5, 99999, 99990)","(3.0, 3.25, 3.192105263157895)","(61.0, 99999, 99990)","(15.0, 23.0, 22.22222222222222)","(101.0, 390.0, 310.0)","(6.5, 99999, 99990)","(19.0, 32.0, 30.333333333333332)","(10.0, 14.0, 12.916666666666666)"
11-01-2023 18:19:30.956255,"(3.1, 99999, 99990)","(5.5, 99999, 99990)","(3.0, 3.25, 3.1925)","(61.0, 99999, 99990)","(15.0, 24.0, 23.0)","(101.0, 390.0, 247.77777777777777)","(6.5, 99999, 99990)","(19.0, 32.0, 31.615384615384617)","(10.0, 14.0, 12.661764705882353)"
11-01-2023 18:19:32.433525,"(3.1, 99999, 99990)","(5.5, 99999, 99990)","(3.0, 3.25, 3.2466666666666666)","(61.0, 99999, 99990)","(15.0, 24.0, 23.142857142857142)","(101.0, 390.0, 247.77777777777777)","(6.5, 99999, 99990)","(19.0, 32.0, 31.615384615384617)","(10.0, 13.5, 12.583333333333334)"
11-01-2023 18:19:33.688626,"(3.1, 99999, 99990)","(5.5, 99999, 99990)","(3.0, 3.25, 3.2607142857142857)","(61.0, 99999, 99990)","(15.0, 24.0, 21.88888888888889)","(101.0, 390.0, 247.77777777777777)","(6.5, 99999, 99990)","(19.0, 32.0, 31.0)","(10.0, 13.0, 12.416666666666666)"
11-01-2023 18:19:35.051161,"(3.1, 99999, 99990)","(5.5, 99999, 99990)","(3.0, 3.3, 3.278260869565217)","(61.0, 99999, 99990)","(15.0, 23.0, 19.7972972972973)","(101.0, 390.0, 305.0)","(6.5, 99999, 99990)","(20.0, 32.0, 30.5)","(10.0, 13.0, 12.416666666666666)"
11-01-2023 18:19:36.317875,"(3.1, 99999, 99990)","(5.5, 99999, 99990)","(3.0, 3.3, 3.278260869565217)","(61.0, 99999, 99990)","(15.0, 20.0, 19.7972972972973)","(101.0, 380.0, 305.0)","(6.5, 99999, 99990)","(20.0, 32.0, 30.5)","(10.0, 13.0, 12.583333333333334)"
11-01-2023 18:19:37.737560,"(3.1, 99999, 99990)","(5.0, 99999, 99990)","(3.0, 3.35, 3.368333333333333)","(61.0, 99999, 99990)","(15.0, 20.0, 19.833333333333332)","(101.0, 370.0, 245.55555555555554)","(6.5, 99999, 99990)","(20.0, 32.0, 30.4375)","(10.0, 13.0, 12.416666666666666)"
11-01-2023 18:19:38.934277,"(3.1, 99999, 99990)","(5.0, 99999, 99990)","(3.0, 3.4, 3.4547169811320755)","(61.0, 99999, 99990)","(15.0, 20.0, 19.125)","(101.0, 370.0, 245.55555555555554)","(6.5, 99999, 99990)","(20.0, 32.0, 28.615384615384617)","(10.0, 13.0, 12.82258064516129)"
11-01-2023 18:19:40.067001,"(3.1, 99999, 99990)","(5.0, 99999, 99990)","(3.0, 3.5, 3.44)","(61.0, 99999, 99990)","(15.0, 19.5, 19.125)","(101.0, 370.0, 245.55555555555554)","(6.5, 99999, 99990)","(20.0, 32.0, 29.666666666666668)","(10.0, 13.5, 12.642857142857142)"
11-01-2023 18:19:41.268055,"(3.1, 99999, 99990)","(5.0, 99999, 99990)","(3.0, 3.6, 3.5941176470588236)","(61.0, 99999, 99990)","(15.0, 19.5, 18.807692307692307)","(101.0, 360.0, 251.66666666666666)","(6.5, 99999, 99990)","(20.0, 32.0, 29.375)","(10.0, 13.0, 12.5)"
11-01-2023 18:19:42.442119,"(3.1, 99999, 99990)","(5.0, 99999, 99990)","(3.0, 3.65, 3.5922222222222224)","(61.0, 99999, 99990)","(15.0, 19.5, 18.1)","(101.0, 360.0, 243.33333333333334)","(6.5, 99999, 99990)","(20.0, 32.0, 28.5)","(10.0, 13.0, 12.434782608695652)"
11-01-2023 18:19:43.557200,"(3.1, 99999, 99990)","(5.0, 99999, 99990)","(3.0, 3.65, 3.56875)","(61.0, 99999, 99990)","(15.0, 19.0, 18.08695652173913)","(101.0, 350.0, 243.33333333333334)","(6.5, 99999, 99990)","(20.0, 29.0, 28.714285714285715)","(10.0, 13.0, 12.304347826086957)"
11-01-2023 18:19:44.780332,"(3.1, 99999, 99990)","(5.0, 99999, 99990)","(3.0, 3.65, 3.5827586206896553)","(61.0, 99999, 99990)","(15.0, 19.0, 18.1)","(101.0, 350.0, 243.33333333333334)","(6.5, 99999, 99990)","(20.0, 29.0, 28.636363636363637)","(10.0, 13.0, 12.9)"
11-01-2023 18:19:46.098120,"(3.1, 99999, 99990)","(5.0, 99999, 99990)","(3.0, 3.65, 3.6)","(61.0, 99999, 99990)","(15.0, 19.0, 18.166666666666668)","(101.0, 350.0, 243.33333333333334)","(6.5, 99999, 99990)","(20.0, 29.0, 28.846153846153847)","(10.0, 13.0, 13.043478260869565)"
11-01-2023 18:19:47.664964,"(3.1, 99999, 99990)","(5.0, 99999, 99990)","(3.1, 3.65, 3.6472972972972975)","(61.0, 99999, 99990)","(15.0, 18.5, 18.0625)","(101.0, 350.0, 247.14285714285714)","(6.5, 99999, 99990)","(20.0, 29.0, 28.846153846153847)","(10.0, 13.5, 12.722222222222221)"
11-01-2023 18:19:49.116004,"(3.1, 99999, 99990)","(5.0, 99999, 99990)","(3.1, 3.7, 3.574)","(61.0, 99999, 99990)","(15.0, 18.5, 18.055555555555557)","(101.0, 350.0, 247.14285714285714)","(6.5, 99999, 99990)","(20.0, 29.0, 30.529411764705884)","(10.0, 13.5, 12.357142857142858)"
11-01-2023 18:19:50.588213,"(3.3, 99999, 99990)","(5.0, 99999, 99990)","(3.0, 3.6, 3.574)","(61.0, 99999, 99990)","(15.0, 18.5, 18.055555555555557)","(101.0, 350.0, 247.14285714285714)","(6.5, 99999, 99990)","(21.0, 32.0, 30.88888888888889)","(10.0, 13.5, 12.53125)"
11-01-2023 18:19:51.909185,"(3.3, 99999, 99990)","(5.0, 99999, 99990)","(3.0, 3.7, 3.684)","(61.0, 99999, 99990)","(15.0, 18.5, 18.136363636363637)","(101.0, 350.0, 267.5)","(6.5, 99999, 99990)","(21.0, 32.0, 31.666666666666664)","(10.0, 13.0, 12.210526315789474)"
11-01-2023 18:19:53.129159,"(3.3, 99999, 99990)","(5.0, 99999, 99990)","(3.0, 3.7, 3.623170731707317)","(61.0, 99999, 99990)","(14.0, 18.5, 17.642857142857142)","(101.0, 350.0, 276.6666666666667)","(6.5, 99999, 99990)","(21.0, 32.0, 31.733333333333334)","(10.0, 13.0, 12.482758620689655)"
11-01-2023 18:19:54.434946,"(3.3, 99999, 99990)","(5.0, 99999, 99990)","(3.0, 3.65, 3.642857142857143)","(61.0, 99999, 99990)","(14.0, 18.5, 17.78)","(101.0, 350.0, 270.0)","(6.5, 99999, 99990)","(21.0, 32.0, 27.416666666666668)","(10.0, 13.0, 11.985294117647058)"
11-01-2023 18:19:55.820145,"(3.3, 99999, 99990)","(5.0, 99999, 99990)","(3.0, 3.65, 3.642857142857143)","(61.0, 99999, 99990)","(14.0, 18.5, 17.78)","(101.0, 350.0, 270.0)","(6.5, 99999, 99990)","(21.0, 32.0, 27.416666666666668)","(10.0, 13.0, 11.985294117647058)"
11-01-2023 18:19:57.011869,"(3.3, 99999, 99990)","(5.0, 99999, 99990)","(3.0, 3.75, 3.727272727272727)","(61.0, 99999, 99990)","(14.0, 18.0, 17.857142857142858)","(101.0, 350.0, 280.0)","(6.5, 99999, 99990)","(21.0, 29.0, 27.0)","(10.0, 12.5, 11.75)"
11-01-2023 18:19:58.164765,"(3.3, 99999, 99990)","(5.0, 99999, 99990)","(3.0, 3.75, 3.727272727272727)","(61.0, 99999, 99990)","(14.0, 18.0, 17.857142857142858)","(101.0, 350.0, 280.0)","(6.5, 99999, 99990)","(21.0, 29.0, 27.782608695652172)","(10.0, 12.5, 11.8125)"
11-01-2023 18:19:59.349972,"(3.3, 99999, 99990)","(5.0, 99999, 99990)","(3.0, 3.8, 3.772413793103448)","(61.0, 99999, 99990)","(14.0, 18.0, 16.375)","(101.0, 350.0, 280.0)","(6.5, 99999, 99990)","(21.0, 29.0, 27.823529411764707)","(10.0, 12.5, 11.617021276595745)"
11-01-2023 18:20:00.472792,"(3.3, 99999, 99990)","(5.0, 99999, 99990)","(3.0, 3.8, 3.772413793103448)","(61.0, 99999, 99990)","(14.0, 16.5, 16.375)","(101.0, 350.0, 280.0)","(6.5, 99999, 99990)","(21.0, 28.0, 27.285714285714285)","(10.0, 12.0, 11.666666666666666)"
11-01-2023 18:20:01.623777,"(3.3, 99999, 99990)","(5.0, 99999, 99990)","(3.0, 3.75, 3.7147058823529413)","(61.0, 99999, 99990)","(14.0, 17.5, 17.333333333333332)","(101.0, 350.0, 308.75)","(6.5, 99999, 99990)","(21.0, 29.0, 27.25)","(10.0, 12.0, 13.181818181818182)"
11-01-2023 18:20:02.747636,"(3.3, 99999, 99990)","(5.0, 99999, 99990)","(3.0, 3.8, 3.721739130434783)","(61.0, 99999, 99990)","(14.0, 18.0, 17.333333333333332)","(101.0, 350.0, 354.2857142857143)","(6.5, 99999, 99990)","(21.0, 28.0, 26.875)","(10.0, 13.5, 12.794117647058824)"
11-01-2023 18:20:04.112685,"(3.3, 99999, 99990)","(5.0, 99999, 99990)","(3.0, 3.8, 3.717857142857143)","(61.0, 99999, 99990)","(14.0, 17.5, 17.785714285714285)","(101.0, 400.0, 331.42857142857144)","(6.5, 99999, 99990)","(21.0, 28.0, 24.030927835051546)","(10.0, 13.5, 13.071428571428571)"
11-01-2023 18:20:05.386909,"(3.3, 99999, 99990)","(5.0, 99999, 99990)","(3.0, 3.8, 3.7526315789473683)","(61.0, 99999, 99990)","(14.0, 18.5, 17.738095238095237)","(101.0, 400.0, 331.42857142857144)","(6.5, 99999, 99990)","(21.0, 25.0, 24.040816326530614)","(10.0, 13.5, 13.166666666666666)"
11-01-2023 18:20:06.823590,"(3.3, 99999, 99990)","(5.0, 99999, 99990)","(3.0, 3.8, 3.7745283018867926)","(61.0, 99999, 99990)","(14.0, 18.5, 18.083333333333332)","(101.0, 400.0, 331.42857142857144)","(6.5, 99999, 99990)","(21.0, 25.0, 24.06)","(10.0, 13.5, 13.76923076923077)"
11-01-2023 18:20:08.385776,"(3.3, 99999, 99990)","(5.0, 99999, 99990)","(3.0, 3.8, 3.829)","(61.0, 99999, 99990)","(14.0, 18.5, 17.73076923076923)","(101.0, 400.0, 352.0)","(6.5, 99999, 99990)","(21.0, 25.0, 24.06)","(10.0, 14.0, 13.666666666666666)"
11-01-2023 18:20:09.635631,"(3.3, 99999, 99990)","(5.0, 99999, 99990)","(3.0, 3.85, 3.829)","(61.0, 99999, 99990)","(14.0, 18.5, 18.083333333333332)","(101.0, 380.0, 352.0)","(6.5, 99999, 99990)","(21.0, 25.0, 24.06)","(10.0, 14.0, 13.875)"
11-01-2023 18:20:10.921228,"(3.3, 99999, 99990)","(5.5, 99999, 99990)","(3.0, 3.9, 3.8957142857142855)","(61.0, 99999, 99990)","(14.0, 18.5, 18.083333333333332)","(101.0, 380.0, 352.0)","(6.5, 99999, 99990)","(19.0, 25.0, 24.06)","(10.0, 14.0, 13.875)"
11-01-2023 18:20:12.162431,"(3.3, 99999, 99990)","(5.5, 99999, 99990)","(3.0, 3.8, 3.766265060240964)","(61.0, 99999, 99990)","(14.0, 18.5, 18.083333333333332)","(101.0, 380.0, 333.3333333333333)","(6.5, 99999, 99990)","(19.0, 25.0, 24.06)","(10.0, 14.0, 13.636363636363637)"
11-01-2023 18:20:13.340592,"(3.3, 99999, 99990)","(5.5, 99999, 99990)","(3.0, 3.8, 3.772)","(61.0, 99999, 99990)","(14.0, 18.5, 18.083333333333332)","(101.0, 380.0, 280.0)","(6.5, 99999, 99990)","(19.0, 25.0, 24.096153846153847)","(10.0, 14.0, 13.666666666666666)"
11-01-2023 18:20:14.550352,"(3.3, 99999, 99990)","(4.8, 99999, 99990)","(3.1, 3.8, 3.8446153846153845)","(61.0, 99999, 99990)","(14.0, 18.5, 18.05)","(101.0, 370.0, 325.0)","(6.5, 99999, 99990)","(19.0, 25.0, 22.5)","(10.0, 14.0, 13.857142857142858)"
11-01-2023 18:20:15.711633,"(3.3, 99999, 99990)","(4.8, 99999, 99990)","(3.1, 3.9, 3.9259615384615385)","(61.0, 99999, 99990)","(14.0, 18.5, 18.05)","(101.0, 410.0, 308.0)","(6.5, 99999, 99990)","(19.0, 24.0, 22.5)","(10.0, 14.5, 13.857142857142858)"
11-01-2023 18:20:17.010632,"(3.3, 99999, 99990)","(4.8, 99999, 99990)","(3.1, 3.95, 3.9142857142857146)","(61.0, 99999, 99990)","(14.0, 18.5, 18.05)","(101.0, 410.0, 308.0)","(6.5, 99999, 99990)","(19.0, 24.0, 21.428571428571427)","(10.0, 14.5, 13.761904761904763)"
11-01-2023 18:20:18.246862,"(3.3, 99999, 99990)","(4.8, 99999, 99990)","(3.1, 3.95, 3.912121212121212)","(61.0, 99999, 99990)","(14.0, 18.5, 17.625)","(101.0, 410.0, 308.0)","(6.5, 99999, 99990)","(19.0, 24.0, 21.42105263157895)","(10.0, 14.0, 13.761904761904763)"
11-01-2023 18:20:19.505409,"(3.3, 99999, 99990)","(4.8, 99999, 99990)","(3.1, 3.95, 3.8425)","(61.0, 99999, 99990)","(14.0, 18.0, 17.25)","(101.0, 410.0, 308.0)","(6.5, 99999, 99990)","(19.0, 25.0, 21.42105263157895)","(10.0, 14.0, 13.722222222222221)"
11-01-2023 18:20:20.731187,"(3.3, 99999, 99990)","(4.8, 99999, 99990)","(3.1, 3.9, 3.8478260869565215)","(61.0, 99999, 99990)","(14.0, 17.5, 17.25)","(101.0, 410.0, 308.0)","(6.5, 99999, 99990)","(19.0, 25.0, 21.163265306122447)","(10.0, 14.0, 13.722222222222221)"
11-01-2023 18:20:21.924725,"(3.3, 99999, 99990)","(4.8, 99999, 99990)","(3.1, 3.9, 3.851020408163265)","(61.0, 99999, 99990)","(14.0, 17.5, 17.234375)","(101.0, 410.0, 308.0)","(6.5, 99999, 99990)","(19.0, 25.0, 23.0)","(10.0, 14.0, 13.86111111111111)"
11-01-2023 18:20:23.076396,"(3.3, 99999, 99990)","(4.8, 99999, 99990)","(3.1, 3.9, 3.8714285714285714)","(61.0, 99999, 99990)","(14.0, 18.5, 18.34328358208955)","(101.0, 410.0, 308.0)","(6.5, 99999, 99990)","(19.0, 24.0, 23.0)","(10.0, 14.0, 13.880952380952381)"
11-01-2023 18:20:24.239469,"(3.2, 99999, 99990)","(4.8, 99999, 99990)","(3.1, 3.9, 3.8714285714285714)","(61.0, 99999, 99990)","(14.0, 18.5, 18.34328358208955)","(101.0, 410.0, 308.0)","(7.0, 99999, 99990)","(19.0, 24.0, 23.0)","(10.0, 14.0, 14.131578947368421)"
11-01-2023 18:20:25.263404,"(3.2, 99999, 99990)","(4.8, 99999, 99990)","(3.1, 3.95, 3.877922077922078)","(61.0, 99999, 99990)","(14.0, 18.5, 18.34328358208955)","(101.0, 410.0, 308.0)","(7.0, 99999, 99990)","(19.0, 24.0, 23.0)","(10.0, 14.5, 14.131578947368421)"
11-01-2023 18:20:26.371990,"(3.2, 99999, 99990)","(4.8, 99999, 99990)","(3.1, 3.95, 3.9333333333333336)","(61.0, 99999, 99990)","(14.0, 18.5, 18.34328358208955)","(101.0, 410.0, 308.0)","(7.0, 99999, 99990)","(19.0, 24.0, 23.0)","(10.0, 14.5, 14.258620689655173)"
11-01-2023 18:20:27.482177,"(3.2, 99999, 99990)","(4.8, 99999, 99990)","(3.1, 3.95, 3.9321428571428574)","(61.0, 99999, 99990)","(14.0, 18.5, 17.88235294117647)","(101.0, 410.0, 308.0)","(7.0, 99999, 99990)","(19.0, 24.0, 23.0)","(10.0, 14.5, 14.208333333333334)"
11-01-2023 18:20:28.616679,"(3.2, 99999, 99990)","(4.8, 99999, 99990)","(3.1, 3.95, 3.9321428571428574)","(61.0, 99999, 99990)","(14.0, 18.5, 17.625)","(101.0, 410.0, 308.0)","(7.0, 99999, 99990)","(19.0, 24.0, 21.70175438596491)","(10.0, 14.5, 14.263157894736842)"
11-01-2023 18:20:29.842081,"(3.2, 99999, 99990)","(4.8, 99999, 99990)","(3.1, 3.95, 3.9279411764705885)","(61.0, 99999, 99990)","(14.0, 18.5, 17.5)","(101.0, 410.0, 308.0)","(7.0, 99999, 99990)","(19.0, 25.0, 24.265625)","(10.0, 14.5, 14.295454545454545)"
