,Runaway To Mars,Fix You,Call Me Trinity,Canya Mia,Eugenius,Fortified Mack
07-12-2022 20:40:35.050478,"(1.75, 2.24, 2.125714285714286)","(81.0, 460.0, 450.0)","(81.0, 510.0, 216.66666666666666)","(3.9, 6.6, 6.15)","(12.0, 15.0, 13.528735632183908)","(3.3, 4.2, 3.7875)"
07-12-2022 20:40:36.163809,"(1.75, 2.04, 2.0157575757575756)","(81.0, 460.0, 410.0)","(81.0, 510.0, 216.66666666666666)","(3.9, 6.6, 6.15)","(12.0, 15.0, 13.528735632183908)","(3.3, 4.2, 3.85)"
07-12-2022 20:40:37.294463,"(1.75, 2.02, 1.9825)","(81.0, 460.0, 422.5)","(61.0, 510.0, 216.66666666666666)","(4.0, 6.6, 6.15)","(12.0, 15.0, 13.545454545454545)","(3.3, 4.2, 3.772222222222222)"
07-12-2022 20:40:38.381952,"(1.75, 1.98, 1.974)","(81.0, 460.0, 422.5)","(61.0, 510.0, 216.66666666666666)","(4.0, 6.6, 6.15)","(12.0, 15.0, 13.571428571428571)","(3.3, 4.2, 3.9749999999999996)"
07-12-2022 20:40:39.351461,"(1.75, 1.98, 1.97)","(81.0, 460.0, 360.0)","(61.0, 510.0, 216.66666666666666)","(4.0, 6.8, 6.485714285714286)","(12.0, 15.0, 13.571428571428571)","(3.3, 4.3, 3.9749999999999996)"
07-12-2022 20:40:40.560903,"(1.75, 2.0, 1.9666666666666666)","(81.0, 460.0, 411.6666666666667)","(61.0, 510.0, 216.66666666666666)","(4.0, 6.8, 6.633333333333333)","(12.0, 15.0, 13.571428571428571)","(3.3, 4.3, 4.2)"
07-12-2022 20:40:41.796824,"(1.75, 2.0, 1.9931818181818182)","(81.0, 460.0, 411.6666666666667)","(61.0, 510.0, 216.66666666666666)","(4.0, 6.8, 6.7375)","(12.0, 15.0, 13.571428571428571)","(3.3, 4.3, 4.0)"
07-12-2022 20:40:43.092182,"(1.75, 2.0, 1.9953125)","(81.0, 460.0, 411.6666666666667)","(61.0, 510.0, 216.66666666666666)","(4.0, 6.8, 6.7375)","(12.0, 15.0, 13.571428571428571)","(3.3, 4.3, 4.0)"
07-12-2022 20:40:44.368127,"(1.75, 2.02, 1.9959615384615386)","(81.0, 460.0, 360.0)","(61.0, 510.0, 216.66666666666666)","(4.0, 6.8, 6.7375)","(12.0, 15.0, 13.571428571428571)","(3.3, 4.3, 3.9749999999999996)"
07-12-2022 20:40:45.749128,"(1.75, 2.0, 1.9938235294117648)","(81.0, 460.0, 360.0)","(61.0, 510.0, 216.66666666666666)","(4.0, 6.8, 6.752380952380952)","(12.0, 15.0, 13.571428571428571)","(3.3, 4.3, 4.2)"
07-12-2022 20:40:47.101061,"(1.75, 2.02, 2.0109090909090908)","(81.0, 460.0, 411.6666666666667)","(61.0, 510.0, 216.66666666666666)","(4.0, 7.0, 6.915625)","(12.0, 15.0, 13.571428571428571)","(3.3, 4.3, 4.0)"
07-12-2022 20:40:48.469497,"(1.75, 2.02, 2.0109090909090908)","(81.0, 460.0, 411.6666666666667)","(61.0, 510.0, 216.66666666666666)","(4.0, 7.2, 6.915625)","(12.0, 15.0, 13.571428571428571)","(3.3, 4.3, 4.0)"
07-12-2022 20:40:49.852358,"(1.75, 2.02, 1.9814814814814814)","(81.0, 460.0, 360.0)","(61.0, 510.0, 216.66666666666666)","(4.0, 7.2, 6.828571428571429)","(12.0, 15.0, 13.571428571428571)","(3.3, 4.3, 3.6636363636363636)"
07-12-2022 20:40:51.069569,"(1.75, 2.02, 1.9826666666666666)","(81.0, 460.0, 360.0)","(61.0, 510.0, 216.66666666666666)","(4.0, 7.2, 6.545454545454546)","(12.0, 15.0, 13.571428571428571)","(3.3, 4.3, 3.853125)"
07-12-2022 20:40:52.135371,"(1.75, 2.02, 1.9826666666666666)","(81.0, 460.0, 454.91803278688525)","(61.0, 510.0, 216.66666666666666)","(4.0, 7.2, 6.4)","(12.0, 15.0, 13.571428571428571)","(3.3, 4.3, 3.75)"
07-12-2022 20:40:53.220899,"(1.75, 2.02, 1.9826666666666666)","(81.0, 460.0, 411.6666666666667)","(61.0, 510.0, 216.66666666666666)","(4.0, 7.2, 6.4)","(12.0, 15.0, 14.2)","(3.3, 4.3, 3.7375000000000003)"
07-12-2022 20:40:54.291308,"(1.75, 2.02, 2.0025)","(81.0, 460.0, 411.6666666666667)","(61.0, 510.0, 216.66666666666666)","(4.0, 7.2, 6.947619047619048)","(12.0, 14.5, 14.2)","(3.3, 4.3, 3.746153846153846)"
07-12-2022 20:40:55.417363,"(1.75, 2.02, 2.0025)","(81.0, 460.0, 411.6666666666667)","(61.0, 510.0, 328.0)","(4.0, 7.0, 6.654545454545454)","(12.0, 14.5, 13.9)","(3.3, 4.3, 3.8947368421052633)"
07-12-2022 20:40:56.481727,"(1.75, 2.02, 1.9978947368421052)","(81.0, 460.0, 411.6666666666667)","(61.0, 510.0, 328.0)","(4.0, 7.2, 6.533333333333333)","(12.0, 14.5, 13.45)","(3.3, 4.3, 3.8947368421052633)"
07-12-2022 20:40:57.640354,"(1.75, 2.02, 1.9965217391304348)","(81.0, 460.0, 411.6666666666667)","(61.0, 510.0, 328.0)","(4.0, 7.2, 6.533333333333333)","(12.0, 14.5, 13.45)","(3.3, 4.3, 3.8794117647058823)"
07-12-2022 20:40:58.810903,"(1.75, 2.02, 1.9965217391304348)","(81.0, 460.0, 167.14285714285714)","(61.0, 510.0, 328.0)","(4.0, 7.2, 6.94)","(12.0, 14.5, 13.45)","(3.3, 4.3, 3.754545454545455)"
07-12-2022 20:40:59.893325,"(1.7, 2.02, 1.9975)","(81.0, 170.0, 167.14285714285714)","(61.0, 510.0, 328.0)","(4.4, 7.2, 6.866666666666667)","(12.0, 14.5, 13.45)","(3.3, 4.3, 3.911764705882353)"
07-12-2022 20:41:00.973674,"(1.7, 2.02, 1.9975)","(81.0, 170.0, 167.3913043478261)","(61.0, 510.0, 191.5)","(4.4, 7.0, 6.973170731707317)","(12.0, 14.5, 13.45)","(3.3, 4.3, 3.933333333333333)"
07-12-2022 20:41:02.093208,"(1.7, 2.02, 2.01625)","(81.0, 170.0, 165.0)","(61.0, 500.0, 367.14285714285717)","(4.4, 7.0, 6.973170731707317)","(12.0, 14.5, 13.45)","(3.3, 4.3, 3.8454545454545452)"
07-12-2022 20:41:03.198679,"(1.7, 2.02, 2.01625)","(81.0, 170.0, 165.0)","(61.0, 490.0, 254.44444444444443)","(4.4, 7.0, 6.778048780487805)","(12.0, 14.5, 13.4)","(3.3, 4.3, 3.8454545454545452)"
07-12-2022 20:41:04.316414,"(1.7, 2.02, 2.01625)","(81.0, 170.0, 165.0)","(61.0, 410.0, 313.75)","(4.4, 6.8, 6.633333333333333)","(12.0, 14.5, 13.4)","(3.3, 4.3, 3.8454545454545452)"
07-12-2022 20:41:05.320389,"(1.7, 2.02, 2.01625)","(81.0, 170.0, 168.46153846153845)","(61.0, 400.0, 313.75)","(4.4, 6.8, 6.633333333333333)","(12.0, 14.5, 13.4)","(3.3, 4.3, 3.8454545454545452)"
07-12-2022 20:41:06.363447,"(1.7, 2.02, 2.01625)","(81.0, 170.0, 165.0)","(61.0, 400.0, 313.75)","(4.4, 6.8, 6.633333333333333)","(12.0, 14.5, 13.4)","(3.3, 4.3, 3.8454545454545452)"
07-12-2022 20:41:07.452430,"(1.7, 2.04, 2.0015853658536584)","(81.0, 170.0, 165.0)","(61.0, 400.0, 141.25)","(4.4, 6.8, 6.633333333333333)","(12.0, 14.5, 13.4)","(3.3, 4.3, 3.8454545454545452)"
07-12-2022 20:41:08.478507,"(1.7, 2.04, 2.0001162790697675)","(81.0, 170.0, 165.0)","(61.0, 400.0, 141.25)","(4.4, 6.8, 6.633333333333333)","(12.0, 14.5, 13.4)","(3.3, 4.3, 4.010714285714286)"
07-12-2022 20:41:09.471710,"(1.7, 2.04, 2.0001162790697675)","(101.0, 170.0, 165.0)","(61.0, 400.0, 141.25)","(4.4, 6.8, 6.390909090909091)","(12.0, 14.5, 13.387640449438202)","(3.3, 4.3, 3.94)"
07-12-2022 20:41:10.487435,"(1.7, 2.04, 2.019807692307692)","(101.0, 170.0, 165.0)","(61.0, 390.0, 365.7142857142857)","(4.4, 6.8, 6.514285714285714)","(12.0, 14.5, 13.387640449438202)","(3.3, 4.3, 3.94)"
07-12-2022 20:41:11.514674,"(1.7, 2.04, 2.0288636363636363)","(101.0, 170.0, 165.0)","(51.0, 390.0, 365.7142857142857)","(4.4, 6.8, 6.514285714285714)","(12.0, 14.5, 13.387640449438202)","(3.3, 4.3, 3.94)"
07-12-2022 20:41:12.604681,"(1.7, 2.04, 2.0288636363636363)","(101.0, 170.0, 165.0)","(51.0, 390.0, 365.7142857142857)","(4.4, 6.8, 6.514285714285714)","(12.0, 14.5, 13.387640449438202)","(3.2, 4.3, 4.05)"
07-12-2022 20:41:13.661010,"(1.7, 2.04, 2.02775)","(101.0, 170.0, 165.0)","(51.0, 390.0, 365.7142857142857)","(4.4, 6.8, 6.514285714285714)","(12.0, 14.5, 13.387640449438202)","(3.2, 4.2, 4.10625)"
07-12-2022 20:41:14.731790,"(1.7, 2.04, 2.023720930232558)","(101.0, 170.0, 165.0)","(51.0, 390.0, 365.7142857142857)","(4.4, 6.8, 6.514285714285714)","(12.0, 14.5, 13.387640449438202)","(3.2, 4.2, 4.10625)"
07-12-2022 20:41:15.833314,"(1.7, 2.04, 2.023720930232558)","(101.0, 170.0, 165.0)","(51.0, 390.0, 365.7142857142857)","(4.4, 6.8, 6.514285714285714)","(12.0, 14.5, 13.387640449438202)","(3.2, 4.2, 4.10625)"
07-12-2022 20:41:16.812008,"(1.7, 2.04, 2.023720930232558)","(101.0, 170.0, 165.0)","(51.0, 390.0, 365.7142857142857)","(4.4, 6.8, 6.514285714285714)","(12.0, 14.5, 13.387640449438202)","(3.2, 4.2, 4.05)"
07-12-2022 20:41:17.852371,"(1.7, 2.04, 2.023720930232558)","(101.0, 170.0, 165.0)","(51.0, 390.0, 365.7142857142857)","(4.4, 6.8, 6.5777777777777775)","(12.0, 14.5, 13.387640449438202)","(3.2, 4.2, 4.05)"
07-12-2022 20:41:18.890875,"(1.7, 1.98, 1.9649999999999999)","(101.0, 170.0, 165.0)","(51.0, 390.0, 365.7142857142857)","(4.4, 6.8, 6.514285714285714)","(12.0, 14.5, 13.41566265060241)","(3.2, 4.3, 4.03)"
07-12-2022 20:41:19.975628,"(1.7, 1.98, 1.9649999999999999)","(101.0, 170.0, 165.0)","(51.0, 390.0, 365.7142857142857)","(4.4, 6.8, 6.514285714285714)","(12.0, 14.5, 13.41566265060241)","(3.2, 4.3, 4.03)"
07-12-2022 20:41:21.042985,"(1.7, 2.04, 1.9933333333333334)","(101.0, 170.0, 165.0)","(51.0, 390.0, 365.7142857142857)","(4.4, 6.8, 6.6125)","(12.0, 14.5, 13.41566265060241)","(3.2, 4.3, 4.03)"
07-12-2022 20:41:22.181276,"(1.7, 2.04, 1.9672727272727273)","(101.0, 170.0, 165.0)","(51.0, 390.0, 218.0)","(4.6, 6.8, 6.466666666666667)","(12.0, 14.5, 13.41566265060241)","(3.2, 4.3, 4.03)"
07-12-2022 20:41:23.279573,"(1.7, 1.97, 1.96)","(101.0, 170.0, 165.0)","(51.0, 390.0, 218.0)","(4.6, 6.8, 6.5777777777777775)","(12.0, 14.5, 13.41566265060241)","(3.2, 4.3, 3.86)"
07-12-2022 20:41:24.336849,"(1.7, 1.97, 1.952222222222222)","(101.0, 170.0, 165.0)","(51.0, 380.0, 87.75)","(4.6, 6.8, 6.355555555555555)","(12.0, 14.5, 13.41566265060241)","(3.2, 4.3, 3.7685714285714287)"
07-12-2022 20:41:25.344590,"(1.7, 1.97, 1.954)","(101.0, 170.0, 165.0)","(51.0, 380.0, 71.6923076923077)","(4.6, 6.8, 6.355555555555555)","(12.0, 14.5, 13.472602739726028)","(3.2, 4.4, 3.811111111111111)"
07-12-2022 20:41:26.329296,"(1.7, 1.97, 1.954)","(101.0, 170.0, 165.0)","(51.0, 380.0, 71.6923076923077)","(4.6, 6.8, 6.355555555555555)","(12.0, 14.5, 13.525974025974026)","(3.2, 4.3, 4.0120000000000005)"
07-12-2022 20:41:27.332015,"(1.7, 2.0, 1.975)","(101.0, 170.0, 165.0)","(51.0, 380.0, 71.6923076923077)","(4.6, 6.8, 6.355555555555555)","(12.0, 14.5, 13.472602739726028)","(3.2, 4.3, 4.0120000000000005)"
07-12-2022 20:41:28.459602,"(1.7, 2.0, 1.9583333333333333)","(101.0, 170.0, 165.0)","(51.0, 380.0, 71.6923076923077)","(4.6, 6.8, 6.355555555555555)","(12.0, 14.5, 13.472602739726028)","(3.2, 4.3, 3.8625)"
07-12-2022 20:41:29.583686,"(1.7, 2.0, 1.975)","(101.0, 170.0, 165.0)","(51.0, 380.0, 71.6923076923077)","(4.6, 6.8, 6.355555555555555)","(12.0, 14.5, 13.472602739726028)","(3.2, 4.3, 3.8416666666666663)"
07-12-2022 20:41:30.742266,"(1.7, 2.0, 1.9849999999999999)","(101.0, 170.0, 165.0)","(51.0, 380.0, 71.6923076923077)","(4.6, 6.8, 6.355555555555555)","(12.0, 14.5, 13.472602739726028)","(3.2, 4.3, 3.8416666666666663)"
07-12-2022 20:41:31.843393,"(1.7, 2.0, 1.9849999999999999)","(101.0, 170.0, 165.0)","(51.0, 380.0, 71.6923076923077)","(4.6, 6.8, 6.133333333333333)","(12.0, 14.5, 13.472602739726028)","(3.2, 4.3, 3.8416666666666663)"
07-12-2022 20:41:32.844930,"(1.7, 2.02, 1.99)","(101.0, 170.0, 165.0)","(51.0, 380.0, 71.6923076923077)","(4.6, 6.8, 6.133333333333333)","(12.0, 14.5, 13.472602739726028)","(3.2, 4.3, 3.8416666666666663)"
07-12-2022 20:41:33.743980,"(1.7, 1.97, 1.9566666666666666)","(101.0, 170.0, 165.0)","(51.0, 380.0, 71.6923076923077)","(4.6, 6.8, 6.133333333333333)","(12.0, 14.5, 13.472602739726028)","(3.2, 4.3, 3.8416666666666663)"
07-12-2022 20:41:34.685446,"(1.7, 1.97, 1.9642857142857142)","(101.0, 170.0, 165.0)","(51.0, 380.0, 71.6923076923077)","(4.6, 6.8, 6.133333333333333)","(12.0, 14.5, 13.525974025974026)","(3.2, 4.3, 3.907142857142857)"
07-12-2022 20:41:35.943408,"(1.7, 1.97, 1.9566666666666666)","(101.0, 170.0, 165.0)","(51.0, 380.0, 71.6923076923077)","(4.6, 6.8, 6.355555555555555)","(12.0, 14.5, 13.525974025974026)","(3.2, 4.3, 3.907142857142857)"
07-12-2022 20:41:36.886555,"(1.7, 1.97, 1.9566666666666666)","(101.0, 170.0, 165.0)","(51.0, 380.0, 71.6923076923077)","(4.6, 6.8, 6.228571428571429)","(12.0, 14.5, 13.472602739726028)","(3.2, 4.3, 3.90625)"
07-12-2022 20:41:37.845774,"(1.7, 1.95, 1.9302739726027396)","(101.0, 170.0, 165.0)","(51.0, 380.0, 177.2)","(4.6, 6.8, 6.228571428571429)","(12.0, 14.5, 13.472602739726028)","(3.2, 4.3, 4.09)"
07-12-2022 20:41:38.918950,"(1.7, 1.95, 1.930281690140845)","(101.0, 170.0, 165.0)","(51.0, 360.0, 315.77777777777777)","(4.6, 6.8, 6.228571428571429)","(12.0, 14.5, 13.525974025974026)","(3.2, 4.3, 4.084615384615384)"
07-12-2022 20:41:39.893716,"(1.7, 1.95, 1.930281690140845)","(101.0, 170.0, 165.0)","(51.0, 350.0, 315.77777777777777)","(4.6, 6.8, 6.228571428571429)","(12.0, 14.5, 13.525974025974026)","(3.2, 4.3, 4.084615384615384)"
07-12-2022 20:41:40.951290,"(1.7, 1.95, 1.9305405405405405)","(101.0, 170.0, 165.0)","(51.0, 350.0, 96.66666666666666)","(4.6, 6.8, 6.228571428571429)","(12.0, 14.5, 13.472602739726028)","(3.2, 4.3, 4.084615384615384)"
07-12-2022 20:41:41.981541,"(1.7, 1.95, 1.9305405405405405)","(101.0, 170.0, 165.0)","(51.0, 330.0, 188.0)","(4.6, 6.8, 6.228571428571429)","(12.0, 14.5, 13.472602739726028)","(3.2, 4.3, 4.084615384615384)"
07-12-2022 20:41:42.953186,"(1.7, 1.95, 1.9305405405405405)","(101.0, 170.0, 165.0)","(51.0, 320.0, 183.0)","(4.6, 6.8, 6.228571428571429)","(12.0, 14.5, 13.472602739726028)","(3.2, 4.3, 4.084615384615384)"
07-12-2022 20:41:44.073217,"(1.7, 1.95, 1.935)","(101.0, 170.0, 165.0)","(51.0, 320.0, 280.8571428571429)","(4.6, 6.8, 6.211764705882353)","(12.0, 14.5, 13.532894736842104)","(3.2, 4.3, 3.90625)"
07-12-2022 20:41:45.204876,"(1.7, 1.93, 1.915)","(101.0, 170.0, 165.0)","(51.0, 320.0, 292.6)","(4.6, 7.2, 6.194594594594594)","(12.0, 14.5, 13.532894736842104)","(3.2, 4.3, 3.90625)"
07-12-2022 20:41:46.290946,"(1.65, 1.93, 1.915)","(101.0, 170.0, 165.0)","(51.0, 320.0, 125.71428571428571)","(4.6, 7.2, 6.714285714285714)","(12.0, 14.5, 13.532894736842104)","(3.3, 4.3, 3.9)"
07-12-2022 20:41:47.289742,"(1.65, 1.93, 1.9104878048780487)","(101.0, 170.0, 165.0)","(51.0, 320.0, 125.71428571428571)","(4.6, 7.0, 6.454545454545455)","(12.0, 14.5, 13.532894736842104)","(3.3, 4.2, 3.9)"
07-12-2022 20:41:48.460024,"(1.65, 1.93, 1.9104878048780487)","(101.0, 170.0, 165.0)","(51.0, 320.0, 218.0)","(4.6, 7.0, 6.454545454545455)","(12.0, 14.5, 13.532894736842104)","(3.3, 4.2, 3.9)"
07-12-2022 20:41:49.507847,"(1.65, 1.93, 1.9104878048780487)","(101.0, 170.0, 165.0)","(41.0, 320.0, 218.0)","(4.6, 7.0, 6.4375)","(12.0, 14.5, 13.532894736842104)","(3.3, 4.2, 4.083333333333334)"
07-12-2022 20:41:50.523378,"(1.65, 1.93, 1.9108695652173913)","(101.0, 170.0, 165.0)","(41.0, 320.0, 229.33333333333331)","(4.6, 7.0, 6.4375)","(12.0, 14.5, 13.532894736842104)","(3.3, 4.2, 4.083333333333334)"
07-12-2022 20:41:51.621919,"(1.65, 1.93, 1.9108695652173913)","(101.0, 170.0, 166.0)","(41.0, 320.0, 140.0)","(4.6, 7.0, 6.3)","(12.0, 14.5, 13.81)","(3.3, 4.2, 4.38)"
07-12-2022 20:41:52.801693,"(1.65, 1.92, 1.8225)","(101.0, 170.0, 166.0)","(41.0, 320.0, 140.0)","(4.8, 7.2, 6.16)","(12.0, 14.5, 13.81)","(3.3, 5.1, 4.395238095238096)"
07-12-2022 20:41:53.898965,"(1.65, 1.92, 1.9142307692307692)","(101.0, 170.0, 167.77777777777777)","(41.0, 320.0, 252.0)","(4.8, 7.2, 6.571428571428571)","(12.0, 14.5, 13.75)","(3.3, 4.8, 4.653125)"
07-12-2022 20:41:54.944627,"(1.65, 1.92, 1.911)","(101.0, 170.0, 166.0)","(41.0, 320.0, 252.0)","(4.8, 7.0, 6.571428571428571)","(12.0, 14.5, 13.75)","(3.3, 4.7, 4.5600000000000005)"
07-12-2022 20:41:56.084368,"(1.65, 1.92, 1.9133333333333333)","(101.0, 170.0, 166.0)","(41.0, 320.0, 140.0)","(4.8, 7.0, 6.363636363636363)","(12.0, 14.5, 13.75)","(3.3, 4.7, 4.135483870967742)"
07-12-2022 20:41:57.228308,"(1.65, 1.9, 1.8948837209302325)","(101.0, 170.0, 166.0)","(41.0, 320.0, 140.0)","(4.8, 7.0, 6.363636363636363)","(12.0, 14.5, 13.75)","(3.3, 4.7, 4.2)"
07-12-2022 20:41:58.276053,"(1.65, 1.9, 1.8948837209302325)","(101.0, 170.0, 166.0)","(41.0, 320.0, 140.0)","(4.8, 7.0, 5.402481389578164)","(12.0, 14.5, 14.0)","(3.3, 4.7, 4.607407407407407)"
07-12-2022 20:41:59.345331,"(1.65, 1.91, 1.907560975609756)","(101.0, 170.0, 166.0)","(41.0, 320.0, 140.0)","(4.8, 5.5, 5.402481389578164)","(12.0, 14.5, 16.75)","(3.3, 4.7, 4.0717948717948715)"
07-12-2022 20:42:00.429540,"(1.65, 2.0, 1.9915384615384615)","(101.0, 170.0, 166.0)","(41.0, 320.0, 158.0)","(4.8, 5.5, 4.6168284789644005)","(12.0, 20.0, 17.23076923076923)","(3.3, 4.7, 4.117647058823529)"
07-12-2022 20:42:01.642158,"(1.65, 2.0, 1.95)","(101.0, 170.0, 166.0)","(41.0, 320.0, 252.5)","(4.8, 5.0, 4.803344481605351)","(12.0, 20.0, 17.0)","(3.3, 4.7, 4.385714285714285)"
07-12-2022 20:42:02.704482,"(1.65, 1.99, 1.9836363636363636)","(101.0, 170.0, 166.0)","(41.0, 320.0, 252.5)","(4.8, 5.0, 4.8026845637583895)","(12.0, 20.0, 18.333333333333332)","(3.3, 4.5, 4.3826086956521735)"
07-12-2022 20:42:03.964172,"(1.65, 1.99, 1.9868)","(101.0, 170.0, 166.0)","(41.0, 320.0, 246.36363636363637)","(4.8, 5.0, 4.802768166089965)","(12.0, 20.0, 18.857142857142858)","(3.3, 4.6, 4.45)"
07-12-2022 20:42:05.131760,"(1.65, 1.99, 1.9876)","(101.0, 170.0, 166.0)","(41.0, 320.0, 252.5)","(4.8, 5.0, 4.802888086642599)","(12.0, 19.5, 18.714285714285715)","(3.3, 4.6, 4.3088235294117645)"
07-12-2022 20:42:06.270507,"(1.65, 2.0, 1.978)","(101.0, 170.0, 166.0)","(41.0, 320.0, 275.0)","(4.8, 5.0, 4.605776173285198)","(12.0, 19.0, 17.88888888888889)","(3.3, 4.6, 4.309677419354839)"
07-12-2022 20:42:07.447849,"(1.65, 2.0, 1.95)","(101.0, 170.0, 166.0)","(41.0, 300.0, 270.625)","(4.8, 5.0, 4.412014134275618)","(12.0, 19.0, 16.5)","(3.3, 4.6, 4.423529411764706)"
07-12-2022 20:42:08.279746,"(1.65, 2.02, 2.0147540983606556)","(101.0, 170.0, 166.0)","(41.0, 300.0, 270.625)","(4.4, 4.6, 4.412014134275618)","(12.0, 19.0, 16.5)","(3.4, 4.6, 4.423529411764706)"
07-12-2022 20:42:09.252314,"(1.65, 2.02, 2.010588235294118)","(101.0, 170.0, 166.0)","(41.0, 300.0, 270.625)","(4.4, 5.1, 4.933333333333334)","(12.0, 19.0, 17.75)","(3.4, 4.6, 4.3088235294117645)"
07-12-2022 20:42:10.264624,"(1.65, 2.02, 2.0144)","(101.0, 170.0, 166.0)","(41.0, 300.0, 247.77777777777777)","(4.4, 5.0, 4.8374999999999995)","(12.0, 19.0, 17.75)","(3.4, 4.6, 4.307894736842105)"
07-12-2022 20:42:11.350139,"(1.65, 2.02, 1.9866666666666666)","(101.0, 170.0, 166.0)","(41.0, 300.0, 191.53846153846155)","(4.4, 5.1, 4.9173913043478255)","(12.0, 19.0, 17.75)","(3.4, 4.6, 4.307894736842105)"
07-12-2022 20:42:12.435812,"(1.65, 2.02, 2.0)","(101.0, 170.0, 166.0)","(41.0, 300.0, 131.25)","(4.4, 5.1, 4.9173913043478255)","(12.0, 19.0, 17.75)","(3.4, 4.6, 4.307894736842105)"
07-12-2022 20:42:13.588606,"(1.65, 2.02, 1.9933333333333334)","(101.0, 240.0, 190.0)","(41.0, 300.0, 187.5)","(4.4, 5.1, 4.8545454545454545)","(12.0, 19.0, 17.823529411764707)","(3.4, 4.6, 4.1090909090909085)"
07-12-2022 20:42:14.671921,"(1.65, 2.02, 2.0184313725490197)","(101.0, 230.0, 202.0)","(41.0, 300.0, 215.625)","(4.4, 5.1, 4.8545454545454545)","(12.0, 19.0, 17.666666666666668)","(3.4, 4.2, 4.085714285714285)"
07-12-2022 20:42:15.800660,"(1.65, 2.06, 2.0365217391304347)","(101.0, 230.0, 186.25)","(41.0, 300.0, 215.625)","(4.4, 5.1, 4.877419354838709)","(12.0, 19.0, 17.666666666666668)","(3.4, 4.4, 4.127272727272727)"
07-12-2022 20:42:16.895011,"(1.65, 2.06, 2.0060000000000002)","(101.0, 230.0, 200.0)","(41.0, 300.0, 193.42105263157896)","(4.4, 5.1, 4.877419354838709)","(12.0, 19.0, 17.666666666666668)","(3.4, 4.4, 4.127272727272727)"
07-12-2022 20:42:17.983322,"(1.65, 2.06, 2.0195)","(101.0, 230.0, 200.0)","(41.0, 290.0, 221.66666666666666)","(4.4, 5.1, 4.877419354838709)","(12.0, 19.0, 17.666666666666668)","(3.4, 4.4, 4.066666666666666)"
07-12-2022 20:42:19.100646,"(1.65, 2.06, 2.025714285714286)","(101.0, 230.0, 205.0)","(41.0, 270.0, 228.8888888888889)","(4.4, 5.1, 4.877419354838709)","(12.0, 19.0, 17.666666666666668)","(3.4, 4.4, 4.053846153846154)"
07-12-2022 20:42:20.229196,"(1.65, 2.06, 2.036)","(101.0, 230.0, 205.0)","(41.0, 270.0, 225.0)","(4.4, 5.1, 4.877419354838709)","(12.0, 19.0, 17.75)","(3.4, 4.4, 4.05625)"
07-12-2022 20:42:21.270812,"(1.65, 2.06, 2.025)","(101.0, 230.0, 205.0)","(41.0, 270.0, 225.0)","(4.4, 5.1, 4.853571428571429)","(12.0, 19.0, 18.11764705882353)","(3.4, 4.3, 4.045)"
07-12-2022 20:42:22.315160,"(1.65, 2.06, 2.026842105263158)","(101.0, 230.0, 205.0)","(41.0, 270.0, 225.0)","(4.4, 5.1, 4.888235294117647)","(12.0, 19.0, 18.11764705882353)","(3.4, 4.3, 3.988888888888889)"
07-12-2022 20:42:23.283717,"(1.65, 2.12, 2.0933333333333333)","(101.0, 230.0, 205.0)","(41.0, 240.0, 218.57142857142856)","(4.4, 5.1, 4.888235294117647)","(12.0, 19.0, 18.11764705882353)","(3.4, 4.3, 3.988888888888889)"
07-12-2022 20:42:24.164630,"(1.65, 2.12, 2.1104761904761906)","(101.0, 230.0, 212.0)","(51.0, 240.0, 218.57142857142856)","(4.4, 5.1, 4.888235294117647)","(12.0, 19.0, 17.88888888888889)","(3.4, 4.2, 4.05)"
07-12-2022 20:42:25.142383,"(1.65, 2.12, 2.1036363636363635)","(101.0, 230.0, 212.0)","(51.0, 250.0, 210.0)","(4.4, 5.1, 4.78421052631579)","(12.0, 19.0, 18.333333333333332)","(3.4, 4.2, 4.009090909090909)"
07-12-2022 20:42:26.153188,"(1.65, 2.12, 2.079090909090909)","(101.0, 230.0, 212.0)","(51.0, 250.0, 210.0)","(4.4, 5.1, 4.766666666666667)","(12.0, 19.0, 18.846153846153847)","(3.4, 4.2, 4.009090909090909)"
07-12-2022 20:42:27.230761,"(1.65, 2.12, 2.086666666666667)","(101.0, 230.0, 212.0)","(51.0, 250.0, 210.0)","(4.4, 5.1, 4.766666666666667)","(12.0, 19.0, 18.846153846153847)","(3.4, 4.2, 4.009090909090909)"
07-12-2022 20:42:28.348914,"(1.7, 2.12, 2.0808695652173914)","(101.0, 230.0, 212.0)","(51.0, 250.0, 195.0)","(4.4, 5.1, 4.985)","(13.0, 19.0, 18.846153846153847)","(3.3, 4.2, 4.009090909090909)"
07-12-2022 20:42:29.674444,"(1.7, 2.12, 2.076)","(101.0, 230.0, 211.25)","(51.0, 230.0, 195.0)","(4.4, 5.0, 4.980327868852459)","(13.0, 19.0, 18.846153846153847)","(3.3, 4.2, 4.009090909090909)"
07-12-2022 20:42:30.815688,"(1.7, 2.1, 2.0733333333333333)","(101.0, 230.0, 211.25)","(51.0, 230.0, 195.0)","(4.4, 5.0, 4.84)","(13.0, 19.0, 19.804878048780488)","(3.3, 4.2, 3.8333333333333335)"
07-12-2022 20:42:32.084927,"(1.7, 2.1, 2.085)","(101.0, 230.0, 212.0)","(51.0, 230.0, 165.0)","(4.4, 5.0, 4.84)","(13.0, 20.0, 19.944444444444443)","(3.3, 4.0, 3.95)"
