,Redwana,Flaming Homer,City Mission,Pretty Slick,Twisted Sister,Levalet,Kingmate,Mishani Jet,Mishani Merlot
06-01-2023 13:22:11.521643,"(8.5, 13.5, 13.142857142857142)","(6.5, 8.8, 8.394594594594594)","(7.5, 9.2, 9.08)","(2.0, 2.46, 2.4417391304347826)","(4.0, 5.3, 5.188888888888888)","(13.0, 25.0, 23.285714285714285)","(31.0, 50.0, 45.2)","(101.0, 200.0, 160.625)","(101.0, 230.0, 226.42857142857144)"
06-01-2023 13:22:12.794132,"(8.5, 13.5, 13.142857142857142)","(6.5, 8.8, 8.394594594594594)","(7.5, 9.2, 9.08)","(2.0, 2.46, 2.4417391304347826)","(4.0, 5.3, 5.188888888888888)","(13.0, 25.0, 23.285714285714285)","(31.0, 50.0, 45.2)","(101.0, 200.0, 160.625)","(101.0, 230.0, 226.42857142857144)"
06-01-2023 13:22:14.104373,"(8.5, 13.5, 13.142857142857142)","(6.5, 8.8, 8.394594594594594)","(7.5, 9.2, 9.08)","(2.0, 2.46, 2.4417391304347826)","(4.0, 5.3, 5.188888888888888)","(13.0, 25.0, 23.285714285714285)","(31.0, 50.0, 45.2)","(101.0, 200.0, 160.625)","(101.0, 230.0, 226.42857142857144)"
06-01-2023 13:22:15.305861,"(8.5, 13.5, 13.142857142857142)","(6.5, 8.8, 8.394594594594594)","(7.5, 9.2, 9.08)","(2.0, 2.46, 2.4417391304347826)","(4.0, 5.3, 5.188888888888888)","(13.0, 25.0, 23.285714285714285)","(31.0, 50.0, 45.2)","(101.0, 200.0, 160.625)","(101.0, 230.0, 226.42857142857144)"
06-01-2023 13:22:16.559715,"(8.5, 13.5, 13.142857142857142)","(6.5, 8.8, 8.394594594594594)","(7.5, 9.2, 9.08)","(2.0, 2.46, 2.4417391304347826)","(4.0, 5.3, 5.188888888888888)","(13.0, 25.0, 23.285714285714285)","(31.0, 50.0, 45.2)","(101.0, 200.0, 160.625)","(101.0, 230.0, 226.42857142857144)"
06-01-2023 13:22:17.973831,"(8.5, 13.5, 13.142857142857142)","(6.5, 8.8, 8.394594594594594)","(7.5, 9.2, 9.08)","(2.0, 2.46, 2.4417391304347826)","(4.0, 5.3, 5.188888888888888)","(13.0, 25.0, 23.285714285714285)","(31.0, 50.0, 45.2)","(101.0, 200.0, 160.625)","(101.0, 230.0, 226.42857142857144)"
06-01-2023 13:22:19.396635,"(8.5, 13.5, 13.34375)","(6.5, 8.8, 8.358823529411765)","(7.5, 9.2, 9.08)","(2.0, 2.46, 2.4765217391304346)","(4.0, 5.3, 5.133333333333333)","(13.0, 25.0, 23.285714285714285)","(31.0, 50.0, 46.0)","(101.0, 200.0, 160.625)","(101.0, 230.0, 226.42857142857144)"
06-01-2023 13:22:20.682555,"(8.5, 14.0, 13.34375)","(6.5, 8.8, 8.358823529411765)","(7.5, 9.2, 9.08)","(2.0, 2.5, 2.4765217391304346)","(4.0, 5.3, 5.133333333333333)","(13.0, 25.0, 24.125)","(31.0, 50.0, 46.0)","(101.0, 200.0, 160.625)","(101.0, 230.0, 228.14814814814815)"
06-01-2023 13:22:21.950737,"(8.5, 14.0, 13.34375)","(6.5, 8.8, 8.358823529411765)","(7.5, 9.2, 9.08)","(2.0, 2.5, 2.4765217391304346)","(4.0, 5.3, 5.133333333333333)","(13.0, 26.0, 24.125)","(31.0, 50.0, 46.0)","(101.0, 200.0, 160.625)","(101.0, 230.0, 228.14814814814815)"
06-01-2023 13:22:23.163294,"(8.5, 14.0, 13.34375)","(6.5, 8.8, 8.358823529411765)","(7.5, 9.2, 9.08)","(2.0, 2.5, 2.4765217391304346)","(4.0, 5.3, 5.133333333333333)","(13.0, 26.0, 24.125)","(31.0, 50.0, 46.0)","(101.0, 200.0, 160.625)","(101.0, 230.0, 228.14814814814815)"
06-01-2023 13:22:24.338955,"(8.5, 14.0, 13.34375)","(6.5, 8.8, 8.358823529411765)","(7.5, 9.2, 9.08)","(2.0, 2.5, 2.4765217391304346)","(4.0, 5.3, 5.133333333333333)","(13.0, 26.0, 24.125)","(31.0, 50.0, 40.666666666666664)","(101.0, 200.0, 160.625)","(101.0, 230.0, 228.14814814814815)"
06-01-2023 13:22:25.554909,"(8.5, 14.0, 13.34375)","(6.5, 8.8, 8.358823529411765)","(7.5, 9.2, 9.08)","(2.0, 2.5, 2.4765217391304346)","(4.0, 5.3, 5.133333333333333)","(13.0, 26.0, 24.333333333333332)","(31.0, 50.0, 40.666666666666664)","(101.0, 200.0, 160.625)","(101.0, 230.0, 228.14814814814815)"
06-01-2023 13:22:26.722940,"(8.5, 14.0, 13.34375)","(6.5, 8.8, 8.358823529411765)","(7.5, 9.2, 9.08)","(2.0, 2.5, 2.4765217391304346)","(4.0, 5.3, 5.133333333333333)","(13.0, 25.0, 24.333333333333332)","(31.0, 50.0, 40.666666666666664)","(101.0, 200.0, 160.625)","(101.0, 230.0, 226.66666666666666)"
06-01-2023 13:22:28.012833,"(8.5, 14.0, 13.34375)","(6.5, 8.8, 8.358823529411765)","(7.5, 9.2, 9.08)","(2.0, 2.5, 2.4765217391304346)","(4.0, 5.3, 5.133333333333333)","(13.0, 25.0, 24.333333333333332)","(31.0, 50.0, 40.666666666666664)","(101.0, 200.0, 160.625)","(101.0, 230.0, 226.66666666666666)"
06-01-2023 13:22:29.182008,"(8.5, 14.0, 13.34375)","(6.5, 8.8, 8.358823529411765)","(7.5, 9.2, 9.08)","(2.0, 2.5, 2.4765217391304346)","(4.0, 5.3, 5.133333333333333)","(13.0, 25.0, 24.333333333333332)","(31.0, 50.0, 40.666666666666664)","(101.0, 200.0, 160.625)","(101.0, 230.0, 226.66666666666666)"
06-01-2023 13:22:30.338240,"(8.5, 14.0, 13.34375)","(6.5, 8.8, 8.358823529411765)","(7.5, 9.2, 9.08)","(2.0, 2.5, 2.4765217391304346)","(4.0, 5.3, 5.133333333333333)","(13.0, 25.0, 24.333333333333332)","(31.0, 50.0, 44.4)","(101.0, 200.0, 160.625)","(101.0, 230.0, 226.66666666666666)"
06-01-2023 13:22:31.852852,"(8.5, 14.0, 13.34375)","(6.5, 8.8, 8.358823529411765)","(7.5, 9.2, 9.08)","(2.0, 2.5, 2.4765217391304346)","(4.0, 5.3, 5.133333333333333)","(13.0, 25.0, 24.333333333333332)","(31.0, 50.0, 44.4)","(101.0, 200.0, 160.625)","(101.0, 230.0, 226.66666666666666)"
06-01-2023 13:22:33.157567,"(8.5, 14.0, 13.34375)","(6.5, 8.8, 8.358823529411765)","(7.5, 9.2, 9.08)","(2.0, 2.5, 2.4765217391304346)","(4.0, 5.3, 5.216666666666667)","(13.0, 25.0, 23.0)","(31.0, 50.0, 47.84615384615385)","(101.0, 200.0, 160.625)","(101.0, 230.0, 226.66666666666666)"
06-01-2023 13:22:34.448368,"(8.5, 14.0, 13.34375)","(6.5, 8.8, 8.358823529411765)","(7.5, 9.2, 9.08)","(2.0, 2.5, 2.4765217391304346)","(4.0, 5.3, 5.216666666666667)","(13.0, 24.0, 23.0)","(31.0, 50.0, 47.84615384615385)","(101.0, 200.0, 160.625)","(101.0, 230.0, 226.66666666666666)"
06-01-2023 13:22:35.910911,"(8.5, 14.0, 13.34375)","(6.5, 8.8, 8.358823529411765)","(7.5, 9.2, 9.08)","(2.0, 2.5, 2.4765217391304346)","(4.0, 5.3, 5.216666666666667)","(13.0, 24.0, 23.0)","(31.0, 50.0, 47.84615384615385)","(101.0, 200.0, 160.625)","(101.0, 230.0, 226.66666666666666)"
06-01-2023 13:22:37.290934,"(8.5, 14.0, 13.34375)","(6.5, 8.8, 8.358823529411765)","(7.5, 9.2, 9.08)","(2.0, 2.5, 2.4765217391304346)","(4.0, 5.3, 5.216666666666667)","(13.0, 24.0, 23.0)","(31.0, 50.0, 47.84615384615385)","(101.0, 200.0, 160.625)","(101.0, 230.0, 226.66666666666666)"
06-01-2023 13:22:38.630275,"(8.5, 14.0, 13.34375)","(6.5, 8.8, 8.358823529411765)","(7.5, 9.2, 8.545454545454545)","(2.0, 2.5, 2.4765217391304346)","(4.0, 5.3, 5.216666666666667)","(13.0, 24.0, 23.0)","(31.0, 50.0, 47.84615384615385)","(101.0, 200.0, 160.625)","(101.0, 230.0, 226.66666666666666)"
06-01-2023 13:22:39.885503,"(8.5, 14.0, 13.34375)","(6.5, 8.8, 8.358823529411765)","(7.5, 9.2, 8.545454545454545)","(2.0, 2.5, 2.4765217391304346)","(4.0, 5.3, 5.216666666666667)","(13.0, 24.0, 23.0)","(31.0, 50.0, 47.84615384615385)","(101.0, 200.0, 160.625)","(101.0, 230.0, 226.66666666666666)"
06-01-2023 13:22:41.193095,"(8.5, 14.0, 13.34375)","(6.5, 8.8, 8.358823529411765)","(7.5, 9.2, 8.545454545454545)","(2.0, 2.5, 2.4765217391304346)","(4.0, 5.3, 5.216666666666667)","(13.0, 24.0, 23.0)","(31.0, 50.0, 47.84615384615385)","(101.0, 200.0, 160.625)","(101.0, 230.0, 226.66666666666666)"
06-01-2023 13:22:42.589398,"(8.5, 14.0, 13.34375)","(6.5, 8.8, 8.358823529411765)","(7.5, 9.2, 8.545454545454545)","(2.0, 2.5, 2.4765217391304346)","(4.0, 5.3, 5.216666666666667)","(13.0, 24.0, 23.0)","(31.0, 50.0, 47.84615384615385)","(101.0, 200.0, 160.625)","(101.0, 230.0, 226.66666666666666)"
06-01-2023 13:22:44.190207,"(8.5, 14.0, 13.34375)","(6.5, 8.8, 8.358823529411765)","(7.5, 9.2, 8.545454545454545)","(2.0, 2.5, 2.4765217391304346)","(4.0, 5.3, 5.216666666666667)","(13.0, 24.0, 23.0)","(31.0, 50.0, 47.84615384615385)","(101.0, 200.0, 160.625)","(101.0, 230.0, 226.66666666666666)"
06-01-2023 13:22:45.665624,"(8.5, 14.0, 13.34375)","(6.5, 8.8, 8.358823529411765)","(7.5, 9.2, 8.545454545454545)","(2.0, 2.5, 2.4765217391304346)","(4.0, 5.3, 5.216666666666667)","(13.0, 24.0, 23.0)","(31.0, 50.0, 44.0)","(101.0, 200.0, 160.625)","(101.0, 230.0, 226.66666666666666)"
06-01-2023 13:22:47.245190,"(8.5, 14.0, 13.34375)","(6.5, 8.8, 8.358823529411765)","(7.5, 9.2, 8.545454545454545)","(2.0, 2.5, 2.4765217391304346)","(4.0, 5.3, 5.216666666666667)","(13.0, 24.0, 23.0)","(31.0, 50.0, 44.0)","(101.0, 200.0, 160.625)","(101.0, 230.0, 226.66666666666666)"
06-01-2023 13:22:48.654636,"(8.5, 14.0, 13.34375)","(6.5, 8.8, 8.358823529411765)","(7.5, 9.2, 8.8)","(2.0, 2.5, 2.4765217391304346)","(4.0, 5.3, 5.216666666666667)","(13.0, 24.0, 23.0)","(31.0, 50.0, 44.0)","(101.0, 200.0, 160.625)","(101.0, 230.0, 226.66666666666666)"
06-01-2023 13:22:49.904184,"(8.5, 14.0, 13.34375)","(6.5, 8.8, 8.358823529411765)","(7.5, 9.2, 8.8)","(2.0, 2.5, 2.4765217391304346)","(4.0, 5.3, 5.216666666666667)","(13.0, 24.0, 23.0)","(31.0, 50.0, 44.0)","(101.0, 200.0, 160.625)","(101.0, 230.0, 226.66666666666666)"
06-01-2023 13:22:51.095000,"(8.5, 14.0, 13.34375)","(6.5, 8.8, 8.358823529411765)","(7.5, 9.2, 8.8)","(2.0, 2.5, 2.4765217391304346)","(4.0, 5.3, 5.216666666666667)","(13.0, 24.0, 23.0)","(31.0, 50.0, 44.0)","(101.0, 200.0, 160.625)","(101.0, 230.0, 226.66666666666666)"
06-01-2023 13:22:52.298023,"(8.5, 14.0, 13.34375)","(6.5, 8.8, 8.358823529411765)","(7.5, 9.2, 8.8)","(2.0, 2.5, 2.4765217391304346)","(4.0, 5.3, 5.216666666666667)","(13.0, 24.0, 23.0)","(31.0, 50.0, 44.0)","(101.0, 200.0, 160.625)","(101.0, 230.0, 226.66666666666666)"
06-01-2023 13:22:53.561378,"(8.5, 14.0, 13.34375)","(6.5, 8.8, 8.358823529411765)","(7.5, 9.2, 8.8)","(2.0, 2.5, 2.4765217391304346)","(4.0, 5.3, 5.216666666666667)","(13.0, 24.0, 23.0)","(31.0, 50.0, 47.33333333333333)","(101.0, 200.0, 160.625)","(101.0, 230.0, 226.66666666666666)"
06-01-2023 13:22:54.799757,"(8.5, 14.0, 13.34375)","(6.5, 8.8, 8.358823529411765)","(7.5, 9.2, 8.8)","(2.0, 2.5, 2.4765217391304346)","(4.0, 5.3, 5.216666666666667)","(13.0, 24.0, 23.0)","(31.0, 50.0, 47.6)","(101.0, 200.0, 160.625)","(101.0, 230.0, 226.66666666666666)"
06-01-2023 13:22:56.029751,"(8.5, 14.0, 13.34375)","(6.5, 8.8, 8.358823529411765)","(7.5, 9.2, 8.8)","(2.0, 2.5, 2.4765217391304346)","(4.0, 5.3, 5.216666666666667)","(13.0, 24.0, 23.0)","(31.0, 50.0, 47.6)","(101.0, 200.0, 125.0)","(101.0, 230.0, 226.66666666666666)"
06-01-2023 13:22:57.281572,"(8.5, 14.0, 13.34375)","(6.5, 8.8, 8.358823529411765)","(7.5, 9.2, 8.8)","(2.0, 2.5, 2.4765217391304346)","(4.0, 5.3, 5.216666666666667)","(13.0, 24.0, 24.125)","(31.0, 50.0, 47.6)","(101.0, 200.0, 125.0)","(101.0, 230.0, 226.66666666666666)"
06-01-2023 13:22:58.415586,"(8.5, 14.0, 13.34375)","(6.5, 8.8, 8.358823529411765)","(7.5, 9.2, 8.8)","(2.0, 2.5, 2.4765217391304346)","(4.0, 5.3, 5.216666666666667)","(13.0, 26.0, 24.75)","(31.0, 50.0, 47.6)","(101.0, 200.0, 125.0)","(101.0, 230.0, 226.66666666666666)"
06-01-2023 13:22:59.634116,"(8.5, 14.0, 13.34375)","(6.5, 8.8, 8.358823529411765)","(7.5, 9.2, 8.8)","(2.0, 2.5, 2.4765217391304346)","(4.0, 5.3, 5.216666666666667)","(13.0, 26.0, 24.75)","(31.0, 50.0, 47.6)","(101.0, 200.0, 125.0)","(101.0, 230.0, 226.66666666666666)"
06-01-2023 13:23:00.937011,"(8.5, 14.0, 13.34375)","(6.5, 8.8, 8.358823529411765)","(7.5, 9.2, 8.8)","(2.0, 2.5, 2.4765217391304346)","(4.0, 5.3, 5.216666666666667)","(13.0, 26.0, 24.75)","(31.0, 50.0, 47.6)","(101.0, 200.0, 125.0)","(101.0, 230.0, 226.66666666666666)"
06-01-2023 13:23:02.395990,"(8.5, 14.0, 13.34375)","(6.5, 8.8, 8.358823529411765)","(7.5, 9.2, 8.8)","(2.0, 2.5, 2.4765217391304346)","(4.0, 5.3, 5.216666666666667)","(13.0, 26.0, 24.75)","(31.0, 50.0, 47.6)","(101.0, 200.0, 125.0)","(101.0, 230.0, 226.66666666666666)"
06-01-2023 13:23:03.716574,"(8.5, 14.0, 13.34375)","(6.5, 8.8, 8.358823529411765)","(7.5, 9.2, 8.8)","(2.0, 2.5, 2.4765217391304346)","(4.0, 5.3, 5.216666666666667)","(13.0, 26.0, 24.75)","(31.0, 50.0, 47.6)","(101.0, 200.0, 125.0)","(101.0, 230.0, 226.66666666666666)"
06-01-2023 13:23:05.088349,"(8.5, 14.0, 12.95)","(6.5, 8.8, 8.358823529411765)","(7.5, 9.2, 8.8)","(2.0, 2.5, 2.4765217391304346)","(4.0, 5.3, 5.216666666666667)","(13.0, 26.0, 24.75)","(31.0, 50.0, 43.333333333333336)","(101.0, 200.0, 125.0)","(101.0, 230.0, 227.0)"
06-01-2023 13:23:06.429048,"(8.5, 13.0, 12.972222222222221)","(6.5, 8.8, 8.358823529411765)","(7.5, 9.2, 8.8)","(2.0, 2.5, 2.4765217391304346)","(4.0, 5.3, 5.216666666666667)","(13.0, 26.0, 24.75)","(31.0, 50.0, 43.333333333333336)","(101.0, 200.0, 125.0)","(101.0, 230.0, 227.0)"
06-01-2023 13:23:07.717455,"(8.5, 13.0, 12.972222222222221)","(6.5, 8.8, 8.358823529411765)","(7.5, 9.2, 8.8)","(2.0, 2.5, 2.4765217391304346)","(4.0, 5.3, 5.216666666666667)","(13.0, 26.0, 24.75)","(31.0, 50.0, 43.333333333333336)","(101.0, 200.0, 125.0)","(101.0, 230.0, 227.0)"
06-01-2023 13:23:09.012188,"(8.5, 13.0, 12.972222222222221)","(6.5, 8.8, 8.358823529411765)","(7.5, 9.2, 8.8)","(2.0, 2.5, 2.4765217391304346)","(4.0, 5.3, 5.216666666666667)","(13.0, 26.0, 24.75)","(31.0, 50.0, 43.333333333333336)","(101.0, 200.0, 125.0)","(101.0, 230.0, 227.0)"
06-01-2023 13:23:10.396422,"(8.5, 13.0, 12.972222222222221)","(6.5, 8.8, 8.358823529411765)","(7.5, 9.2, 8.8)","(2.0, 2.5, 2.4765217391304346)","(4.0, 5.3, 5.216666666666667)","(13.0, 26.0, 24.75)","(31.0, 50.0, 43.333333333333336)","(101.0, 200.0, 125.0)","(101.0, 230.0, 227.0)"
06-01-2023 13:23:11.889158,"(8.5, 13.0, 12.954545454545455)","(6.5, 8.8, 8.358823529411765)","(7.5, 9.2, 8.8)","(2.0, 2.5, 2.4765217391304346)","(4.0, 5.3, 5.216666666666667)","(13.0, 26.0, 24.75)","(31.0, 50.0, 43.333333333333336)","(101.0, 200.0, 125.0)","(101.0, 230.0, 227.0)"
06-01-2023 13:23:13.325375,"(8.5, 13.0, 12.954545454545455)","(6.5, 8.8, 8.358823529411765)","(7.5, 9.2, 8.8)","(2.0, 2.5, 2.4765217391304346)","(4.0, 5.3, 5.216666666666667)","(13.0, 26.0, 24.75)","(31.0, 50.0, 43.333333333333336)","(101.0, 200.0, 125.0)","(101.0, 230.0, 227.0)"
06-01-2023 13:23:14.673183,"(8.5, 13.0, 12.954545454545455)","(6.5, 8.8, 8.358823529411765)","(7.5, 9.2, 8.8)","(2.0, 2.5, 2.4765217391304346)","(4.0, 5.3, 5.216666666666667)","(13.0, 26.0, 24.75)","(31.0, 50.0, 43.333333333333336)","(101.0, 200.0, 125.0)","(101.0, 230.0, 227.0)"
06-01-2023 13:23:16.268688,"(8.5, 13.0, 12.954545454545455)","(6.5, 8.8, 8.358823529411765)","(7.5, 9.2, 8.8)","(2.0, 2.5, 2.4765217391304346)","(4.0, 5.3, 5.216666666666667)","(13.0, 26.0, 24.75)","(31.0, 50.0, 43.333333333333336)","(101.0, 200.0, 125.0)","(101.0, 230.0, 227.0)"
06-01-2023 13:23:17.954731,"(8.5, 13.0, 12.954545454545455)","(6.5, 8.8, 8.358823529411765)","(7.5, 9.2, 8.8)","(2.0, 2.5, 2.4765217391304346)","(4.0, 5.3, 5.216666666666667)","(13.0, 26.0, 24.75)","(31.0, 50.0, 43.333333333333336)","(101.0, 200.0, 125.0)","(101.0, 230.0, 227.0)"
06-01-2023 13:23:19.313963,"(8.5, 13.0, 12.954545454545455)","(6.5, 8.8, 8.371428571428572)","(7.5, 9.2, 8.8)","(2.0, 2.5, 2.2802843601895733)","(4.0, 5.3, 5.228571428571429)","(13.0, 26.0, 25.444444444444443)","(31.0, 50.0, 43.333333333333336)","(101.0, 200.0, 125.0)","(101.0, 230.0, 227.0)"
06-01-2023 13:23:20.684494,"(8.5, 14.0, 13.653846153846153)","(6.5, 8.8, 8.358823529411765)","(7.5, 9.2, 8.8)","(2.0, 2.3, 2.26604081632653)","(4.0, 5.3, 5.4)","(13.0, 26.0, 23.071428571428573)","(31.0, 50.0, 43.333333333333336)","(101.0, 200.0, 125.0)","(101.0, 230.0, 389.0)"
06-01-2023 13:23:22.052630,"(8.5, 14.0, 13.653846153846153)","(6.5, 8.8, 8.358823529411765)","(7.5, 9.2, 8.8)","(2.0, 2.3, 2.26604081632653)","(4.0, 5.6, 5.468965517241379)","(13.0, 27.0, 23.071428571428573)","(31.0, 50.0, 43.333333333333336)","(101.0, 200.0, 125.0)","(101.0, 410.0, 389.0)"
06-01-2023 13:23:23.360036,"(8.5, 14.0, 13.653846153846153)","(6.5, 8.8, 8.358823529411765)","(7.5, 9.2, 8.8)","(2.0, 2.3, 2.2664628820960697)","(4.0, 5.8, 5.468965517241379)","(13.0, 27.0, 23.071428571428573)","(31.0, 50.0, 43.333333333333336)","(101.0, 200.0, 125.0)","(101.0, 410.0, 389.0)"
06-01-2023 13:23:24.673312,"(8.5, 14.0, 13.653846153846153)","(6.5, 8.8, 8.358823529411765)","(7.5, 9.2, 8.8)","(2.0, 2.3, 2.2664628820960697)","(4.0, 5.8, 5.468965517241379)","(13.0, 27.0, 24.066666666666666)","(31.0, 50.0, 43.333333333333336)","(101.0, 200.0, 125.0)","(101.0, 410.0, 363.6363636363636)"
06-01-2023 13:23:25.965800,"(8.5, 14.0, 13.653846153846153)","(6.5, 8.8, 8.358823529411765)","(7.5, 9.2, 8.8)","(2.0, 2.3, 2.2664628820960697)","(4.0, 5.8, 5.468965517241379)","(13.0, 27.0, 24.066666666666666)","(31.0, 50.0, 43.333333333333336)","(101.0, 200.0, 125.0)","(101.0, 400.0, 363.6363636363636)"
06-01-2023 13:23:27.248866,"(8.5, 14.0, 13.863636363636363)","(6.5, 8.8, 8.358823529411765)","(7.5, 9.2, 8.8)","(2.0, 2.3, 2.2833898305084745)","(4.0, 5.8, 5.468965517241379)","(13.0, 27.0, 24.066666666666666)","(31.0, 50.0, 43.333333333333336)","(101.0, 200.0, 125.0)","(101.0, 400.0, 363.6363636363636)"
06-01-2023 13:23:28.511243,"(8.5, 14.5, 14.3)","(6.5, 8.8, 8.358823529411765)","(7.5, 9.2, 8.8)","(2.0, 2.48, 2.3024999999999998)","(4.0, 5.8, 5.428571428571429)","(13.0, 27.0, 26.2)","(31.0, 50.0, 43.333333333333336)","(101.0, 200.0, 120.0)","(101.0, 400.0, 363.6363636363636)"
06-01-2023 13:23:29.780331,"(8.5, 14.5, 14.3)","(6.5, 8.8, 8.358823529411765)","(7.5, 9.2, 8.8)","(2.0, 2.46, 2.3024999999999998)","(4.0, 5.6, 5.428571428571429)","(13.0, 27.0, 26.333333333333332)","(31.0, 50.0, 43.333333333333336)","(101.0, 200.0, 145.0)","(101.0, 400.0, 363.6363636363636)"
06-01-2023 13:23:31.094335,"(8.5, 14.5, 14.3)","(6.5, 8.8, 8.358823529411765)","(7.5, 9.2, 8.8)","(2.0, 2.46, 2.3024999999999998)","(4.0, 5.6, 5.428571428571429)","(13.0, 28.0, 26.333333333333332)","(31.0, 50.0, 47.333333333333336)","(101.0, 190.0, 125.0)","(101.0, 400.0, 363.6363636363636)"
06-01-2023 13:23:32.465526,"(8.5, 14.5, 14.3)","(6.5, 8.8, 8.358823529411765)","(7.5, 9.2, 8.8)","(2.0, 2.46, 2.3024999999999998)","(4.0, 5.6, 5.428571428571429)","(13.0, 28.0, 26.333333333333332)","(31.0, 50.0, 47.333333333333336)","(101.0, 200.0, 125.0)","(101.0, 400.0, 363.6363636363636)"
06-01-2023 13:23:33.797476,"(8.5, 14.5, 14.3)","(6.5, 8.8, 8.358823529411765)","(7.5, 9.2, 8.8)","(2.0, 2.46, 2.3024999999999998)","(4.0, 5.6, 5.428571428571429)","(13.0, 28.0, 26.333333333333332)","(31.0, 50.0, 47.333333333333336)","(101.0, 200.0, 134.0)","(101.0, 400.0, 363.6363636363636)"
06-01-2023 13:23:35.108301,"(8.5, 14.5, 14.3)","(6.5, 8.8, 8.358823529411765)","(7.5, 9.2, 8.8)","(2.0, 2.46, 2.3024999999999998)","(4.0, 5.6, 5.428571428571429)","(13.0, 28.0, 26.333333333333332)","(31.0, 50.0, 47.333333333333336)","(101.0, 200.0, 134.0)","(101.0, 400.0, 363.6363636363636)"
06-01-2023 13:23:36.425982,"(9.0, 14.5, 14.3)","(7.0, 8.8, 8.358823529411765)","(8.0, 9.2, 8.8)","(2.0, 2.46, 2.3024999999999998)","(4.0, 5.6, 5.428571428571429)","(14.0, 28.0, 26.333333333333332)","(41.0, 50.0, 47.333333333333336)","(101.0, 200.0, 134.0)","(101.0, 400.0, 363.6363636363636)"
