,Redwana,Flaming Homer,City Mission,Pretty Slick,Twisted Sister,Levalet,Kingmate,Mishani Jet,Mishani Merlot
06-01-2023 13:28:32.549944,"(10.0, 17.5, 17.166666666666668)","(7.0, 8.8, 8.48235294117647)","(7.0, 9.0, 8.896774193548387)","(2.0, 2.1, 2.083076923076923)","(4.2, 5.8, 5.588888888888889)","(16.0, 48.0, 45.5)","(31.0, 85.0, 71.66666666666667)","(91.0, 210.0, 155.0)","(101.0, 430.0, 407.0)"
06-01-2023 13:28:33.900666,"(10.0, 17.5, 17.166666666666668)","(7.0, 8.8, 8.48235294117647)","(7.0, 9.0, 8.896774193548387)","(2.0, 2.1, 2.061904761904762)","(4.2, 5.8, 5.588888888888889)","(16.0, 48.0, 46.18181818181818)","(31.0, 80.0, 71.66666666666667)","(91.0, 210.0, 155.0)","(101.0, 440.0, 531.6666666666666)"
06-01-2023 13:28:35.220803,"(10.0, 17.5, 17.166666666666668)","(7.0, 8.8, 8.48235294117647)","(7.0, 9.0, 8.896774193548387)","(2.0, 2.08, 2.0412738853503187)","(4.2, 5.8, 5.588888888888889)","(16.0, 48.0, 46.75)","(31.0, 80.0, 69.28571428571429)","(91.0, 210.0, 155.0)","(101.0, 550.0, 531.6666666666666)"
06-01-2023 13:28:36.456216,"(10.0, 17.5, 17.166666666666668)","(7.0, 8.8, 8.536585365853659)","(7.0, 9.0, 8.896774193548387)","(2.0, 2.06, 2.0412738853503187)","(4.2, 5.8, 5.588888888888889)","(16.0, 48.0, 46.75)","(31.0, 80.0, 69.28571428571429)","(91.0, 210.0, 155.0)","(101.0, 550.0, 531.6666666666666)"
06-01-2023 13:28:37.708465,"(10.0, 17.5, 17.166666666666668)","(7.0, 8.8, 8.536585365853659)","(7.0, 9.0, 8.847619047619048)","(2.0, 2.06, 2.0412820512820513)","(4.2, 5.8, 5.588888888888889)","(16.0, 48.0, 46.75)","(31.0, 80.0, 69.28571428571429)","(91.0, 210.0, 155.0)","(101.0, 550.0, 531.6666666666666)"
06-01-2023 13:28:38.999013,"(10.0, 17.5, 17.166666666666668)","(7.0, 8.8, 8.515789473684212)","(7.0, 9.0, 8.847619047619048)","(2.0, 2.06, 2.0486486486486486)","(4.2, 5.8, 5.588888888888889)","(16.0, 48.0, 46.75)","(31.0, 80.0, 69.28571428571429)","(91.0, 210.0, 155.0)","(101.0, 550.0, 531.6666666666666)"
06-01-2023 13:28:40.402189,"(10.0, 17.5, 17.166666666666668)","(7.0, 8.8, 8.515789473684212)","(7.0, 9.0, 8.847619047619048)","(2.0, 2.06, 2.055945945945946)","(4.2, 5.8, 5.588888888888889)","(17.0, 48.0, 46.75)","(31.0, 80.0, 69.28571428571429)","(91.0, 210.0, 155.0)","(101.0, 550.0, 531.6666666666666)"
06-01-2023 13:28:41.800438,"(10.0, 17.5, 17.166666666666668)","(7.0, 8.8, 8.515789473684212)","(7.0, 9.0, 8.847619047619048)","(2.0, 2.06, 2.050487804878049)","(4.2, 5.8, 5.627272727272727)","(17.0, 48.0, 46.75)","(31.0, 80.0, 69.28571428571429)","(91.0, 210.0, 195.625)","(101.0, 550.0, 531.6666666666666)"
06-01-2023 13:28:43.172594,"(10.0, 17.5, 17.166666666666668)","(7.0, 8.8, 8.515789473684212)","(7.0, 9.0, 8.847619047619048)","(2.0, 2.06, 2.0522772277227723)","(4.2, 5.8, 5.65)","(17.0, 48.0, 46.75)","(31.0, 80.0, 69.28571428571429)","(91.0, 210.0, 195.625)","(101.0, 550.0, 531.6666666666666)"
06-01-2023 13:28:44.604679,"(10.0, 17.5, 17.166666666666668)","(7.0, 8.8, 8.515789473684212)","(7.0, 9.0, 8.847619047619048)","(2.0, 2.06, 2.0522772277227723)","(4.2, 5.8, 5.65)","(17.0, 48.0, 46.75)","(31.0, 80.0, 69.28571428571429)","(91.0, 210.0, 168.88888888888889)","(101.0, 550.0, 531.6666666666666)"
06-01-2023 13:28:46.025308,"(10.0, 17.5, 17.166666666666668)","(7.0, 8.8, 8.515789473684212)","(7.0, 9.0, 8.847619047619048)","(2.0, 2.06, 2.036923076923077)","(4.2, 5.8, 5.728)","(17.0, 48.0, 46.75)","(31.0, 80.0, 69.28571428571429)","(91.0, 190.0, 168.88888888888889)","(101.0, 550.0, 531.6666666666666)"
06-01-2023 13:28:47.426519,"(10.0, 17.5, 17.166666666666668)","(7.0, 8.8, 8.515789473684212)","(7.0, 9.0, 8.847619047619048)","(2.0, 2.04, 2.036923076923077)","(4.2, 5.8, 5.728)","(17.0, 48.0, 46.75)","(31.0, 80.0, 69.28571428571429)","(91.0, 190.0, 168.88888888888889)","(101.0, 550.0, 531.6666666666666)"
06-01-2023 13:28:48.722863,"(10.0, 17.5, 17.166666666666668)","(7.0, 8.8, 8.515789473684212)","(7.0, 9.0, 8.847619047619048)","(2.0, 2.04, 2.0334177215189873)","(4.2, 5.8, 5.728)","(17.0, 48.0, 46.75)","(31.0, 80.0, 69.28571428571429)","(91.0, 190.0, 168.88888888888889)","(101.0, 550.0, 531.6666666666666)"
06-01-2023 13:28:50.006772,"(10.0, 17.5, 17.166666666666668)","(7.0, 8.8, 8.50810810810811)","(7.0, 9.0, 8.847619047619048)","(2.0, 2.04, 2.0334177215189873)","(4.2, 5.8, 5.728)","(17.0, 48.0, 46.82352941176471)","(31.0, 80.0, 69.28571428571429)","(91.0, 190.0, 168.88888888888889)","(101.0, 550.0, 531.6666666666666)"
06-01-2023 13:28:51.305347,"(10.0, 17.5, 17.166666666666668)","(7.0, 8.8, 8.174)","(7.0, 9.0, 8.847619047619048)","(2.0, 2.04, 2.0313333333333334)","(4.2, 5.8, 5.733333333333333)","(17.0, 48.0, 46.57142857142857)","(31.0, 80.0, 69.28571428571429)","(91.0, 190.0, 168.88888888888889)","(101.0, 550.0, 531.6666666666666)"
06-01-2023 13:28:52.583211,"(10.0, 17.5, 17.1875)","(7.0, 8.2, 8.266666666666667)","(7.0, 9.0, 8.885714285714286)","(2.0, 2.04, 2.0343478260869565)","(4.2, 5.8, 5.8933333333333335)","(17.0, 48.0, 46.46153846153846)","(31.0, 80.0, 69.28571428571429)","(91.0, 190.0, 168.88888888888889)","(101.0, 550.0, 531.6666666666666)"
06-01-2023 13:28:53.859379,"(10.0, 17.5, 17.348484848484848)","(7.0, 8.8, 8.48125)","(7.0, 9.0, 8.885714285714286)","(2.0, 2.04, 1.990718954248366)","(4.2, 6.0, 5.8)","(17.0, 48.0, 46.46153846153846)","(31.0, 80.0, 69.28571428571429)","(91.0, 190.0, 168.88888888888889)","(101.0, 550.0, 531.6666666666666)"
06-01-2023 13:28:55.130619,"(10.0, 17.5, 17.348484848484848)","(7.0, 8.8, 8.48125)","(7.0, 9.0, 8.892307692307693)","(2.0, 2.0, 1.9903401360544217)","(4.2, 6.0, 5.928888888888888)","(17.0, 48.0, 45.714285714285715)","(31.0, 80.0, 69.28571428571429)","(91.0, 190.0, 161.11111111111111)","(101.0, 550.0, 506.3157894736842)"
06-01-2023 13:28:56.459383,"(10.0, 17.5, 17.348484848484848)","(7.0, 8.8, 8.570786516853932)","(7.0, 9.2, 9.066666666666666)","(2.0, 2.0, 1.9847311827956988)","(4.2, 6.0, 5.928888888888888)","(17.0, 48.0, 45.714285714285715)","(31.0, 80.0, 73.18181818181819)","(91.0, 180.0, 161.11111111111111)","(101.0, 540.0, 506.3157894736842)"
06-01-2023 13:28:57.754756,"(10.0, 17.5, 17.348484848484848)","(7.0, 8.8, 8.573333333333334)","(7.0, 9.2, 9.063157894736841)","(2.0, 2.0, 1.9890948275862068)","(4.2, 6.0, 5.76)","(17.0, 48.0, 45.714285714285715)","(31.0, 80.0, 73.18181818181819)","(91.0, 180.0, 161.11111111111111)","(101.0, 540.0, 506.3157894736842)"
06-01-2023 13:28:59.075113,"(10.0, 17.5, 17.348484848484848)","(7.0, 8.8, 8.578260869565218)","(7.0, 9.2, 9.063157894736841)","(2.0, 1.99, 1.981923076923077)","(4.2, 6.0, 5.825)","(17.0, 48.0, 45.714285714285715)","(31.0, 80.0, 73.18181818181819)","(91.0, 180.0, 126.66666666666667)","(101.0, 540.0, 506.3157894736842)"
06-01-2023 13:29:00.470363,"(10.0, 17.5, 17.348484848484848)","(7.0, 8.8, 8.578260869565218)","(7.0, 9.2, 9.063157894736841)","(2.0, 1.99, 1.982222222222222)","(4.2, 6.0, 5.8297297297297295)","(17.0, 48.0, 45.714285714285715)","(31.0, 80.0, 65.71428571428572)","(91.0, 180.0, 161.11111111111111)","(101.0, 540.0, 506.3157894736842)"
06-01-2023 13:29:01.854547,"(10.0, 17.5, 17.348484848484848)","(7.0, 8.8, 8.578260869565218)","(7.0, 9.2, 9.063157894736841)","(2.0, 1.99, 1.9797560975609756)","(4.2, 6.0, 5.85)","(17.0, 48.0, 45.0)","(31.0, 80.0, 70.0)","(91.0, 180.0, 161.11111111111111)","(101.0, 540.0, 506.3157894736842)"
06-01-2023 13:29:03.261630,"(10.0, 18.0, 18.25)","(7.0, 8.8, 8.582978723404256)","(7.0, 9.2, 9.008333333333333)","(2.0, 1.99, 1.9797560975609756)","(4.2, 6.0, 5.8534883720930235)","(17.0, 48.0, 45.0)","(31.0, 75.0, 70.0)","(91.0, 180.0, 161.11111111111111)","(101.0, 540.0, 506.3157894736842)"
06-01-2023 13:29:04.679165,"(10.0, 19.5, 19.166666666666668)","(7.0, 8.8, 8.61111111111111)","(7.0, 9.2, 8.986363636363636)","(2.0, 1.99, 1.9831147540983607)","(4.2, 6.0, 5.8297297297297295)","(17.0, 48.0, 46.285714285714285)","(31.0, 75.0, 70.0)","(91.0, 180.0, 161.11111111111111)","(101.0, 540.0, 459.54545454545456)"
06-01-2023 13:29:06.604244,"(10.0, 20.0, 17.894736842105264)","(7.0, 8.8, 8.694573643410854)","(7.0, 9.0, 8.853543307086614)","(2.0, 1.99, 1.9831147540983607)","(4.2, 6.0, 5.92608695652174)","(17.0, 48.0, 47.6)","(31.0, 75.0, 74.23076923076923)","(91.0, 180.0, 167.5)","(101.0, 520.0, 462.8571428571429)"
06-01-2023 13:29:08.098831,"(10.0, 19.0, 17.85)","(7.0, 8.8, 8.681739130434783)","(7.0, 9.0, 8.7625)","(2.0, 1.99, 1.9831147540983607)","(4.2, 6.2, 5.96)","(17.0, 48.0, 49.333333333333336)","(31.0, 75.0, 74.23076923076923)","(91.0, 180.0, 167.5)","(101.0, 520.0, 465.4545454545455)"
06-01-2023 13:29:09.600219,"(10.0, 19.0, 17.85)","(7.0, 8.8, 8.689430894308943)","(7.0, 9.0, 8.756410256410255)","(2.0, 1.99, 1.9712820512820513)","(4.2, 6.2, 5.988888888888889)","(17.0, 50.0, 49.63636363636364)","(31.0, 75.0, 74.23076923076923)","(91.0, 180.0, 167.5)","(101.0, 520.0, 465.4545454545455)"
06-01-2023 13:29:11.103883,"(10.0, 19.0, 18.44736842105263)","(7.0, 8.8, 8.689430894308943)","(7.0, 9.0, 8.787692307692309)","(2.0, 1.98, 1.9712820512820513)","(4.2, 6.2, 6.050000000000001)","(17.0, 50.0, 49.333333333333336)","(31.0, 75.0, 73.57142857142857)","(91.0, 180.0, 167.5)","(101.0, 520.0, 465.4545454545455)"
06-01-2023 13:29:12.672031,"(10.0, 19.0, 18.44736842105263)","(7.0, 8.8, 8.689430894308943)","(7.0, 8.8, 8.78688524590164)","(2.0, 1.98, 1.9712820512820513)","(4.2, 6.2, 5.963157894736843)","(17.0, 50.0, 51.294117647058826)","(31.0, 75.0, 73.57142857142857)","(91.0, 180.0, 167.5)","(101.0, 520.0, 465.4545454545455)"
06-01-2023 13:29:14.153968,"(10.0, 19.0, 18.25)","(7.0, 8.8, 8.77)","(7.0, 8.8, 8.78688524590164)","(2.0, 1.98, 1.9621052631578948)","(4.2, 6.0, 5.963157894736843)","(17.0, 55.0, 49.214285714285715)","(31.0, 75.0, 73.57142857142857)","(91.0, 180.0, 167.5)","(101.0, 520.0, 282.5)"
06-01-2023 13:29:15.572463,"(10.0, 19.0, 18.25)","(7.0, 9.0, 8.783783783783784)","(7.0, 8.8, 8.748051948051948)","(2.0, 1.98, 1.9615384615384615)","(4.2, 6.0, 5.957142857142857)","(17.0, 55.0, 52.375)","(31.0, 75.0, 73.57142857142857)","(91.0, 180.0, 167.5)","(101.0, 440.0, 280.0)"
06-01-2023 13:29:16.992962,"(10.0, 19.0, 18.5625)","(7.0, 9.0, 8.813953488372093)","(7.0, 9.0, 8.739024390243902)","(2.0, 1.98, 1.9615384615384615)","(4.2, 6.2, 5.957142857142857)","(17.0, 55.0, 52.375)","(31.0, 75.0, 73.57142857142857)","(91.0, 180.0, 167.5)","(101.0, 530.0, 282.5)"
06-01-2023 13:29:18.363275,"(10.0, 19.0, 18.5625)","(7.0, 9.0, 8.813953488372093)","(7.0, 9.0, 8.725274725274724)","(2.0, 1.98, 1.9695652173913043)","(4.2, 6.2, 5.9363636363636365)","(17.0, 55.0, 52.0)","(31.0, 75.0, 73.57142857142857)","(91.0, 180.0, 167.5)","(101.0, 440.0, 276.6666666666667)"
06-01-2023 13:29:19.687319,"(10.0, 19.0, 18.637931034482758)","(7.0, 9.0, 8.794871794871794)","(7.0, 9.0, 8.725274725274724)","(2.0, 1.98, 1.9695652173913043)","(4.2, 6.0, 5.9363636363636365)","(17.0, 55.0, 52.0)","(31.0, 75.0, 73.57142857142857)","(91.0, 180.0, 167.5)","(101.0, 510.0, 320.0)"
06-01-2023 13:29:21.204658,"(10.0, 19.0, 18.637931034482758)","(7.0, 9.0, 9.06060606060606)","(7.0, 9.0, 8.789473684210527)","(2.0, 1.98, 1.971186440677966)","(4.2, 6.0, 5.927397260273973)","(17.0, 55.0, 52.0)","(31.0, 75.0, 77.5)","(91.0, 180.0, 153.33333333333334)","(101.0, 500.0, 320.0)"
06-01-2023 13:29:22.898221,"(10.0, 19.0, 18.637931034482758)","(7.0, 9.4, 8.972727272727273)","(7.0, 8.8, 8.724137931034482)","(2.0, 1.99, 1.971186440677966)","(4.2, 6.4, 6.014864864864865)","(17.0, 55.0, 52.0)","(31.0, 85.0, 77.5)","(91.0, 180.0, 153.33333333333334)","(101.0, 500.0, 320.0)"
06-01-2023 13:29:24.977658,"(10.0, 19.0, 18.637931034482758)","(7.0, 9.0, 8.782978723404256)","(7.0, 9.0, 8.76875)","(2.0, 1.99, 1.9756716417910447)","(4.2, 6.4, 6.08918918918919)","(17.0, 55.0, 51.666666666666664)","(31.0, 85.0, 76.81818181818181)","(91.0, 180.0, 153.33333333333334)","(101.0, 500.0, 320.0)"
06-01-2023 13:29:26.486198,"(10.0, 19.0, 18.637931034482758)","(7.0, 9.0, 8.615094339622642)","(7.0, 8.8, 8.76875)","(2.0, 1.98, 1.9756716417910447)","(4.2, 6.4, 6.08918918918919)","(17.0, 55.0, 52.45454545454545)","(31.0, 85.0, 76.81818181818181)","(91.0, 180.0, 153.33333333333334)","(101.0, 500.0, 285.0)"
06-01-2023 13:29:27.913971,"(10.0, 19.0, 18.637931034482758)","(7.0, 9.0, 8.611111111111112)","(7.0, 8.8, 8.76875)","(1.95, 1.98, 1.9756716417910447)","(4.2, 6.4, 6.08918918918919)","(17.0, 55.0, 51.888888888888886)","(41.0, 85.0, 76.81818181818181)","(81.0, 180.0, 153.33333333333334)","(101.0, 450.0, 287.5)"
06-01-2023 13:29:29.190581,"(10.0, 19.0, 19.357142857142858)","(7.0, 8.8, 8.558333333333334)","(7.0, 8.8, 8.76875)","(1.95, 1.98, 1.9756716417910447)","(4.2, 6.4, 6.071428571428572)","(17.0, 55.0, 52.375)","(41.0, 85.0, 76.81818181818181)","(81.0, 180.0, 151.25)","(101.0, 460.0, 273.3333333333333)"
06-01-2023 13:29:30.561917,"(10.0, 20.0, 19.357142857142858)","(7.0, 8.8, 8.558333333333334)","(7.0, 8.8, 8.752112676056338)","(1.95, 1.98, 1.9757142857142858)","(4.2, 6.4, 6.1322580645161295)","(17.0, 55.0, 52.9)","(41.0, 85.0, 76.81818181818181)","(81.0, 170.0, 137.85714285714286)","(101.0, 490.0, 285.0)"
06-01-2023 13:29:31.949516,"(10.0, 20.0, 19.357142857142858)","(7.0, 8.8, 8.672527472527474)","(7.0, 8.8, 8.740259740259742)","(1.95, 1.98, 1.9683)","(4.2, 6.2, 6.1475)","(17.0, 55.0, 52.9)","(41.0, 85.0, 76.81818181818181)","(81.0, 170.0, 137.85714285714286)","(101.0, 450.0, 287.5)"
06-01-2023 13:29:33.401823,"(10.0, 20.0, 19.795454545454547)","(7.0, 8.8, 8.672527472527474)","(7.0, 8.8, 8.740259740259742)","(1.95, 1.97, 1.9683)","(4.2, 6.2, 6.1475)","(17.0, 55.0, 54.11764705882353)","(41.0, 85.0, 76.81818181818181)","(81.0, 170.0, 137.85714285714286)","(101.0, 460.0, 290.0)"
06-01-2023 13:29:34.818323,"(10.0, 20.0, 19.795454545454547)","(7.0, 8.8, 8.702439024390245)","(7.0, 8.8, 8.740259740259742)","(1.95, 1.97, 1.957787234042553)","(4.2, 6.2, 6.1475)","(17.0, 55.0, 54.11764705882353)","(41.0, 85.0, 76.81818181818181)","(81.0, 170.0, 131.66666666666666)","(101.0, 470.0, 313.3333333333333)"
06-01-2023 13:29:36.141286,"(10.0, 20.0, 19.795454545454547)","(7.0, 8.8, 8.702439024390245)","(7.0, 8.8, 8.754285714285714)","(1.95, 1.96, 1.9534177215189874)","(4.2, 6.2, 6.1475)","(18.0, 55.0, 54.11764705882353)","(41.0, 85.0, 76.81818181818181)","(81.0, 150.0, 131.66666666666666)","(101.0, 480.0, 295.0)"
06-01-2023 13:29:37.524849,"(10.0, 20.0, 19.76)","(7.0, 8.8, 8.702439024390245)","(7.0, 8.8, 8.754285714285714)","(1.95, 1.96, 1.9534177215189874)","(4.2, 6.2, 6.1475)","(18.0, 55.0, 54.11764705882353)","(41.0, 85.0, 76.81818181818181)","(81.0, 150.0, 131.66666666666666)","(101.0, 620.0, 295.0)"
06-01-2023 13:29:38.998748,"(10.0, 20.0, 19.72222222222222)","(7.0, 8.8, 8.704761904761906)","(7.0, 8.8, 8.766153846153847)","(1.95, 1.96, 1.9530666666666667)","(4.2, 6.2, 6.158)","(18.0, 55.0, 54.11764705882353)","(41.0, 85.0, 76.81818181818181)","(81.0, 150.0, 131.66666666666666)","(101.0, 620.0, 295.0)"
06-01-2023 13:29:40.481685,"(10.0, 20.0, 19.72222222222222)","(7.0, 8.8, 8.704761904761906)","(7.0, 8.8, 8.766153846153847)","(1.95, 1.96, 1.951875)","(4.2, 6.2, 6.158)","(18.0, 55.0, 54.11764705882353)","(41.0, 85.0, 76.81818181818181)","(81.0, 150.0, 138.33333333333334)","(101.0, 620.0, 290.0)"
06-01-2023 13:29:43.904332,"(10.0, 20.0, 19.375)","(7.0, 8.8, 8.703614457831327)","(7.0, 8.8, 8.973770491803279)","(1.95, 1.96, 1.942020202020202)","(4.2, 6.2, 6.158)","(18.0, 55.0, 53.888888888888886)","(41.0, 85.0, 76.81818181818181)","(81.0, 160.0, 138.33333333333334)","(101.0, 450.0, 340.0)"
06-01-2023 13:29:45.650758,"(10.0, 20.0, 19.615384615384617)","(7.0, 8.8, 8.705882352941178)","(7.0, 9.0, 8.881481481481481)","(1.95, 1.96, 1.9436697247706423)","(4.2, 6.2, 6.118181818181818)","(18.0, 55.0, 54.25)","(31.0, 85.0, 76.81818181818181)","(91.0, 160.0, 116.66666666666667)","(101.0, 450.0, 340.0)"
06-01-2023 13:29:47.147373,"(10.0, 20.0, 19.615384615384617)","(7.0, 8.8, 8.748837209302327)","(7.0, 9.0, 8.85909090909091)","(1.9, 1.96, 1.9450420168067226)","(4.2, 6.2, 6.105714285714286)","(18.0, 55.0, 54.4)","(31.0, 85.0, 76.81818181818181)","(91.0, 160.0, 116.66666666666667)","(101.0, 450.0, 340.0)"
06-01-2023 13:29:48.688250,"(11.0, 20.0, 19.615384615384617)","(7.5, 8.8, 8.748837209302327)","(7.0, 9.0, 8.85909090909091)","(1.85, 1.96, 1.948)","(4.6, 6.2, 6.0680000000000005)","(21.0, 55.0, 57.5)","(41.0, 85.0, 76.81818181818181)","(81.0, 160.0, 116.66666666666667)","(101.0, 450.0, 340.0)"
06-01-2023 13:29:50.149283,"(11.0, 20.0, 19.615384615384617)","(7.5, 8.8, 8.748837209302327)","(7.0, 9.0, 8.85909090909091)","(1.85, 1.96, 1.948)","(4.6, 6.2, 6.0680000000000005)","(21.0, 60.0, 57.5)","(41.0, 85.0, 76.81818181818181)","(81.0, 160.0, 113.33333333333333)","(101.0, 450.0, 340.0)"
06-01-2023 13:29:51.635279,"(11.0, 20.0, 19.615384615384617)","(7.5, 8.8, 8.9625)","(7.0, 9.0, 8.862222222222222)","(1.85, 1.96, 1.948)","(4.6, 6.2, 6.050000000000001)","(21.0, 60.0, 57.5)","(41.0, 85.0, 76.81818181818181)","(81.0, 150.0, 127.5)","(101.0, 450.0, 340.0)"
06-01-2023 13:29:53.157797,"(11.0, 20.0, 19.615384615384617)","(7.5, 9.0, 8.9625)","(7.0, 9.0, 8.862222222222222)","(1.85, 1.96, 1.948)","(4.6, 6.2, 6.050000000000001)","(21.0, 60.0, 57.5)","(41.0, 85.0, 76.81818181818181)","(81.0, 160.0, 127.5)","(101.0, 450.0, 340.0)"
06-01-2023 13:29:54.590650,"(11.0, 20.0, 19.615384615384617)","(7.5, 9.0, 8.975)","(7.0, 9.0, 8.862222222222222)","(1.85, 1.96, 1.9312941176470588)","(4.6, 6.2, 6.050000000000001)","(21.0, 60.0, 57.5)","(41.0, 85.0, 76.81818181818181)","(81.0, 160.0, 127.5)","(101.0, 450.0, 340.0)"
06-01-2023 13:29:56.041632,"(11.0, 20.0, 19.615384615384617)","(7.5, 9.0, 8.885714285714286)","(7.0, 9.0, 8.912)","(1.85, 1.94, 1.9312941176470588)","(4.6, 6.2, 6.050000000000001)","(21.0, 60.0, 57.5)","(41.0, 85.0, 76.81818181818181)","(81.0, 160.0, 127.5)","(101.0, 450.0, 330.0)"
06-01-2023 13:29:57.574851,"(11.0, 20.0, 19.615384615384617)","(7.5, 9.0, 8.88923076923077)","(7.0, 9.0, 8.955555555555556)","(1.85, 1.94, 1.9312941176470588)","(4.6, 6.2, 6.055555555555556)","(21.0, 60.0, 57.5)","(41.0, 85.0, 76.81818181818181)","(81.0, 160.0, 127.5)","(101.0, 430.0, 330.0)"
06-01-2023 13:29:59.055613,"(11.0, 20.0, 19.615384615384617)","(7.5, 9.0, 8.890076335877863)","(7.0, 9.0, 8.885714285714286)","(1.8, 1.94, 1.932079207920792)","(4.6, 6.2, 6.055555555555556)","(21.0, 60.0, 62.5)","(41.0, 85.0, 76.81818181818181)","(81.0, 160.0, 127.5)","(101.0, 430.0, 330.0)"
06-01-2023 13:30:00.611534,"(11.0, 20.0, 19.789473684210527)","(7.5, 9.0, 8.890076335877863)","(7.0, 9.0, 8.894736842105264)","(1.8, 1.94, 1.920952380952381)","(4.6, 6.2, 6.109302325581395)","(21.0, 65.0, 62.5)","(41.0, 85.0, 76.81818181818181)","(81.0, 160.0, 127.5)","(101.0, 430.0, 330.0)"
06-01-2023 13:30:02.213651,"(11.0, 20.0, 19.84)","(7.5, 9.0, 8.890076335877863)","(7.0, 9.0, 8.956521739130435)","(1.8, 1.94, 1.9206382978723404)","(4.6, 6.2, 6.109302325581395)","(21.0, 65.0, 62.5)","(41.0, 85.0, 76.81818181818181)","(81.0, 160.0, 127.5)","(101.0, 430.0, 330.0)"
06-01-2023 13:30:03.904712,"(11.0, 20.0, 20.175)","(7.5, 9.0, 8.890076335877863)","(7.0, 9.0, 8.956521739130435)","(1.8, 1.94, 1.923157894736842)","(4.6, 6.2, 6.109302325581395)","(21.0, 65.0, 63.57142857142857)","(41.0, 85.0, 76.81818181818181)","(81.0, 160.0, 127.5)","(101.0, 430.0, 330.0)"
06-01-2023 13:30:05.403498,"(11.0, 21.0, 19.54)","(7.5, 9.0, 8.902702702702703)","(7.0, 9.0, 8.721951219512196)","(1.8, 1.94, 1.9252380952380952)","(4.6, 6.2, 6.172916666666667)","(21.0, 65.0, 64.70588235294117)","(41.0, 85.0, 80.38461538461539)","(81.0, 160.0, 155.0)","(101.0, 430.0, 330.0)"
06-01-2023 13:30:06.860888,"(11.0, 20.0, 19.54)","(7.5, 9.0, 8.935483870967742)","(7.0, 8.8, 8.72967032967033)","(1.8, 1.95, 1.9273913043478261)","(4.6, 6.2, 6.180434782608696)","(21.0, 65.0, 64.72222222222223)","(41.0, 85.0, 80.38461538461539)","(81.0, 160.0, 159.0909090909091)","(101.0, 430.0, 261.6666666666667)"
06-01-2023 13:30:08.448076,"(11.0, 20.0, 19.66176470588235)","(7.5, 9.0, 8.935483870967742)","(7.0, 8.8, 8.72967032967033)","(1.8, 1.95, 1.9226315789473682)","(4.6, 6.2, 6.180434782608696)","(21.0, 65.0, 64.72222222222223)","(41.0, 85.0, 80.38461538461539)","(81.0, 170.0, 159.0909090909091)","(101.0, 420.0, 310.0)"
06-01-2023 13:30:10.014374,"(11.0, 20.0, 19.66176470588235)","(7.5, 9.0, 8.935483870967742)","(7.0, 8.8, 8.725581395348838)","(1.8, 1.95, 1.9228571428571428)","(4.6, 6.2, 6.181443298969072)","(21.0, 65.0, 64.72222222222223)","(41.0, 85.0, 80.38461538461539)","(81.0, 170.0, 159.0909090909091)","(101.0, 390.0, 320.0)"
06-01-2023 13:30:11.492370,"(11.0, 20.0, 19.735294117647058)","(7.5, 9.0, 8.935483870967742)","(7.0, 8.8, 8.725581395348838)","(1.8, 1.93, 1.9228571428571428)","(4.6, 6.2, 6.181443298969072)","(21.0, 65.0, 74.16666666666667)","(41.0, 85.0, 80.38461538461539)","(81.0, 170.0, 159.0909090909091)","(101.0, 410.0, 315.0)"
06-01-2023 13:30:12.932031,"(11.0, 20.0, 19.72222222222222)","(7.5, 9.0, 8.940298507462687)","(7.0, 8.8, 8.696428571428571)","(1.8, 1.93, 1.9284848484848485)","(4.6, 6.2, 6.174712643678161)","(21.0, 75.0, 74.16666666666667)","(41.0, 85.0, 80.38461538461539)","(81.0, 170.0, 159.0909090909091)","(101.0, 400.0, 315.0)"
06-01-2023 13:30:14.356435,"(11.0, 20.0, 19.807692307692307)","(7.5, 9.0, 8.940298507462687)","(7.0, 8.8, 8.698245614035088)","(1.8, 1.93, 1.928507462686567)","(4.6, 6.2, 6.174712643678161)","(21.0, 75.0, 74.16666666666667)","(41.0, 85.0, 80.38461538461539)","(81.0, 170.0, 159.0909090909091)","(101.0, 400.0, 270.0)"
06-01-2023 13:30:15.927525,"(11.0, 20.0, 20.5)","(7.5, 9.0, 8.934146341463414)","(7.0, 8.8, 8.696428571428571)","(1.8, 1.93, 1.9014084507042253)","(4.6, 6.2, 6.178217821782178)","(21.0, 75.0, 74.16666666666667)","(41.0, 85.0, 80.38461538461539)","(81.0, 170.0, 159.0909090909091)","(101.0, 390.0, 320.0)"
06-01-2023 13:30:17.438305,"(11.0, 21.0, 20.423076923076923)","(7.5, 9.0, 8.934146341463414)","(7.0, 8.8, 8.696428571428571)","(1.8, 1.91, 1.9014084507042253)","(4.6, 6.2, 6.177083333333334)","(21.0, 75.0, 81.0)","(41.0, 85.0, 81.66666666666667)","(81.0, 170.0, 159.0909090909091)","(101.0, 410.0, 320.0)"
06-01-2023 13:30:18.992349,"(11.0, 21.0, 20.482758620689655)","(7.5, 9.0, 8.934146341463414)","(7.0, 8.8, 8.7125)","(1.8, 1.91, 1.9005681818181817)","(4.6, 6.2, 6.177083333333334)","(21.0, 85.0, 83.0)","(41.0, 85.0, 81.66666666666667)","(81.0, 170.0, 159.0909090909091)","(101.0, 410.0, 267.5)"
