,Yeva Bale,Jagora Bale,Blazing Tokyo,Under The Thumb,Mr Natural,Freeway Split,Zinnia Herrera
10,"[datetime.datetime(2022, 11, 28, 17, 54, 20, 559651), 7.5, 15.0]","[datetime.datetime(2022, 11, 28, 17, 54, 20, 559651), 14.0, 36.0]","[datetime.datetime(2022, 11, 28, 17, 54, 20, 559651), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 17, 54, 20, 559651), 2.4, 4.1]","[datetime.datetime(2022, 11, 28, 17, 54, 20, 559651), 2.4, 3.75]","[datetime.datetime(2022, 11, 28, 17, 54, 20, 559651), 8.5, 19.0]","[datetime.datetime(2022, 11, 28, 17, 54, 20, 559651), 10.0, 23.0]"
11,"[datetime.datetime(2022, 11, 28, 17, 54, 21, 675231), 7.5, 15.0]","[datetime.datetime(2022, 11, 28, 17, 54, 21, 675231), 14.0, 36.0]","[datetime.datetime(2022, 11, 28, 17, 54, 21, 675231), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 17, 54, 21, 675231), 2.4, 4.1]","[datetime.datetime(2022, 11, 28, 17, 54, 21, 675231), 2.4, 3.75]","[datetime.datetime(2022, 11, 28, 17, 54, 21, 675231), 8.5, 19.0]","[datetime.datetime(2022, 11, 28, 17, 54, 21, 675231), 10.0, 23.0]"
12,"[datetime.datetime(2022, 11, 28, 17, 54, 22, 795970), 7.5, 15.0]","[datetime.datetime(2022, 11, 28, 17, 54, 22, 795970), 14.0, 36.0]","[datetime.datetime(2022, 11, 28, 17, 54, 22, 795970), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 17, 54, 22, 795970), 2.4, 4.1]","[datetime.datetime(2022, 11, 28, 17, 54, 22, 795970), 2.4, 3.75]","[datetime.datetime(2022, 11, 28, 17, 54, 22, 795970), 8.5, 19.0]","[datetime.datetime(2022, 11, 28, 17, 54, 22, 795970), 10.0, 23.0]"
13,"[datetime.datetime(2022, 11, 28, 17, 54, 23, 916557), 7.5, 15.0]","[datetime.datetime(2022, 11, 28, 17, 54, 23, 916557), 14.0, 36.0]","[datetime.datetime(2022, 11, 28, 17, 54, 23, 916557), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 17, 54, 23, 916557), 2.4, 4.1]","[datetime.datetime(2022, 11, 28, 17, 54, 23, 916557), 2.4, 3.75]","[datetime.datetime(2022, 11, 28, 17, 54, 23, 916557), 8.5, 19.0]","[datetime.datetime(2022, 11, 28, 17, 54, 23, 916557), 10.0, 23.0]"
14,"[datetime.datetime(2022, 11, 28, 17, 54, 25, 43712), 7.5, 15.0]","[datetime.datetime(2022, 11, 28, 17, 54, 25, 43712), 14.0, 36.0]","[datetime.datetime(2022, 11, 28, 17, 54, 25, 43712), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 17, 54, 25, 43712), 2.4, 4.1]","[datetime.datetime(2022, 11, 28, 17, 54, 25, 43712), 2.4, 3.75]","[datetime.datetime(2022, 11, 28, 17, 54, 25, 43712), 8.5, 19.0]","[datetime.datetime(2022, 11, 28, 17, 54, 25, 43712), 10.0, 23.0]"
15,"[datetime.datetime(2022, 11, 28, 17, 54, 26, 156650), 7.5, 15.0]","[datetime.datetime(2022, 11, 28, 17, 54, 26, 156650), 14.0, 36.0]","[datetime.datetime(2022, 11, 28, 17, 54, 26, 156650), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 17, 54, 26, 156650), 2.4, 4.1]","[datetime.datetime(2022, 11, 28, 17, 54, 26, 156650), 2.4, 3.75]","[datetime.datetime(2022, 11, 28, 17, 54, 26, 156650), 8.5, 19.0]","[datetime.datetime(2022, 11, 28, 17, 54, 26, 156650), 10.0, 23.0]"
16,"[datetime.datetime(2022, 11, 28, 17, 54, 27, 269050), 7.5, 15.0]","[datetime.datetime(2022, 11, 28, 17, 54, 27, 269050), 14.0, 36.0]","[datetime.datetime(2022, 11, 28, 17, 54, 27, 269050), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 17, 54, 27, 269050), 2.4, 4.1]","[datetime.datetime(2022, 11, 28, 17, 54, 27, 269050), 2.4, 3.75]","[datetime.datetime(2022, 11, 28, 17, 54, 27, 269050), 8.5, 19.0]","[datetime.datetime(2022, 11, 28, 17, 54, 27, 269050), 10.0, 23.0]"
17,"[datetime.datetime(2022, 11, 28, 17, 54, 28, 384828), 7.5, 15.0]","[datetime.datetime(2022, 11, 28, 17, 54, 28, 384828), 14.0, 36.0]","[datetime.datetime(2022, 11, 28, 17, 54, 28, 384828), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 17, 54, 28, 384828), 2.4, 4.1]","[datetime.datetime(2022, 11, 28, 17, 54, 28, 384828), 2.4, 3.75]","[datetime.datetime(2022, 11, 28, 17, 54, 28, 384828), 8.5, 19.0]","[datetime.datetime(2022, 11, 28, 17, 54, 28, 384828), 10.0, 23.0]"
18,"[datetime.datetime(2022, 11, 28, 17, 54, 29, 507976), 7.5, 15.0]","[datetime.datetime(2022, 11, 28, 17, 54, 29, 507976), 14.0, 36.0]","[datetime.datetime(2022, 11, 28, 17, 54, 29, 507976), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 17, 54, 29, 507976), 2.4, 4.1]","[datetime.datetime(2022, 11, 28, 17, 54, 29, 507976), 2.4, 3.75]","[datetime.datetime(2022, 11, 28, 17, 54, 29, 507976), 8.5, 19.0]","[datetime.datetime(2022, 11, 28, 17, 54, 29, 507976), 10.0, 23.0]"
19,"[datetime.datetime(2022, 11, 28, 17, 54, 30, 620704), 7.5, 15.0]","[datetime.datetime(2022, 11, 28, 17, 54, 30, 620704), 14.0, 36.0]","[datetime.datetime(2022, 11, 28, 17, 54, 30, 620704), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 17, 54, 30, 620704), 2.4, 4.1]","[datetime.datetime(2022, 11, 28, 17, 54, 30, 620704), 2.4, 3.75]","[datetime.datetime(2022, 11, 28, 17, 54, 30, 620704), 8.5, 19.0]","[datetime.datetime(2022, 11, 28, 17, 54, 30, 620704), 10.0, 23.0]"
20,"[datetime.datetime(2022, 11, 28, 17, 54, 31, 741590), 7.5, 15.0]","[datetime.datetime(2022, 11, 28, 17, 54, 31, 741590), 14.0, 36.0]","[datetime.datetime(2022, 11, 28, 17, 54, 31, 741590), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 17, 54, 31, 741590), 2.4, 4.1]","[datetime.datetime(2022, 11, 28, 17, 54, 31, 741590), 2.4, 3.75]","[datetime.datetime(2022, 11, 28, 17, 54, 31, 741590), 8.5, 19.0]","[datetime.datetime(2022, 11, 28, 17, 54, 31, 741590), 10.0, 23.0]"
21,"[datetime.datetime(2022, 11, 28, 17, 54, 32, 878357), 7.5, 15.0]","[datetime.datetime(2022, 11, 28, 17, 54, 32, 878357), 14.0, 36.0]","[datetime.datetime(2022, 11, 28, 17, 54, 32, 878357), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 17, 54, 32, 878357), 2.4, 4.1]","[datetime.datetime(2022, 11, 28, 17, 54, 32, 878357), 2.4, 3.75]","[datetime.datetime(2022, 11, 28, 17, 54, 32, 878357), 8.5, 19.0]","[datetime.datetime(2022, 11, 28, 17, 54, 32, 878357), 10.0, 23.0]"
22,"[datetime.datetime(2022, 11, 28, 17, 54, 34, 9127), 7.5, 15.0]","[datetime.datetime(2022, 11, 28, 17, 54, 34, 9127), 14.0, 36.0]","[datetime.datetime(2022, 11, 28, 17, 54, 34, 9127), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 17, 54, 34, 9127), 2.4, 4.1]","[datetime.datetime(2022, 11, 28, 17, 54, 34, 9127), 2.4, 3.75]","[datetime.datetime(2022, 11, 28, 17, 54, 34, 9127), 8.5, 19.0]","[datetime.datetime(2022, 11, 28, 17, 54, 34, 9127), 10.0, 23.0]"
23,"[datetime.datetime(2022, 11, 28, 17, 54, 35, 133089), 7.5, 15.0]","[datetime.datetime(2022, 11, 28, 17, 54, 35, 133089), 14.0, 36.0]","[datetime.datetime(2022, 11, 28, 17, 54, 35, 133089), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 17, 54, 35, 133089), 2.4, 4.1]","[datetime.datetime(2022, 11, 28, 17, 54, 35, 133089), 2.4, 3.75]","[datetime.datetime(2022, 11, 28, 17, 54, 35, 133089), 8.5, 19.0]","[datetime.datetime(2022, 11, 28, 17, 54, 35, 133089), 10.0, 23.0]"
24,"[datetime.datetime(2022, 11, 28, 17, 54, 36, 257672), 7.5, 15.0]","[datetime.datetime(2022, 11, 28, 17, 54, 36, 257672), 14.0, 36.0]","[datetime.datetime(2022, 11, 28, 17, 54, 36, 257672), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 17, 54, 36, 257672), 2.4, 4.1]","[datetime.datetime(2022, 11, 28, 17, 54, 36, 257672), 2.4, 3.75]","[datetime.datetime(2022, 11, 28, 17, 54, 36, 257672), 8.5, 19.0]","[datetime.datetime(2022, 11, 28, 17, 54, 36, 257672), 10.0, 23.0]"
25,"[datetime.datetime(2022, 11, 28, 17, 54, 37, 389982), 7.5, 15.0]","[datetime.datetime(2022, 11, 28, 17, 54, 37, 389982), 14.0, 36.0]","[datetime.datetime(2022, 11, 28, 17, 54, 37, 389982), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 17, 54, 37, 389982), 2.4, 4.1]","[datetime.datetime(2022, 11, 28, 17, 54, 37, 389982), 2.4, 3.75]","[datetime.datetime(2022, 11, 28, 17, 54, 37, 389982), 8.5, 19.0]","[datetime.datetime(2022, 11, 28, 17, 54, 37, 389982), 10.0, 23.0]"
26,"[datetime.datetime(2022, 11, 28, 17, 54, 38, 531461), 7.5, 15.0]","[datetime.datetime(2022, 11, 28, 17, 54, 38, 531461), 14.0, 36.0]","[datetime.datetime(2022, 11, 28, 17, 54, 38, 531461), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 17, 54, 38, 531461), 2.4, 4.1]","[datetime.datetime(2022, 11, 28, 17, 54, 38, 531461), 2.4, 3.75]","[datetime.datetime(2022, 11, 28, 17, 54, 38, 531461), 8.5, 19.0]","[datetime.datetime(2022, 11, 28, 17, 54, 38, 531461), 10.0, 23.0]"
27,"[datetime.datetime(2022, 11, 28, 17, 54, 39, 708585), 7.5, 15.0]","[datetime.datetime(2022, 11, 28, 17, 54, 39, 708585), 14.0, 36.0]","[datetime.datetime(2022, 11, 28, 17, 54, 39, 708585), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 17, 54, 39, 708585), 2.4, 4.1]","[datetime.datetime(2022, 11, 28, 17, 54, 39, 708585), 2.4, 3.75]","[datetime.datetime(2022, 11, 28, 17, 54, 39, 708585), 8.5, 19.0]","[datetime.datetime(2022, 11, 28, 17, 54, 39, 708585), 10.0, 23.0]"
28,"[datetime.datetime(2022, 11, 28, 17, 54, 40, 825271), 7.5, 15.0]","[datetime.datetime(2022, 11, 28, 17, 54, 40, 825271), 14.0, 36.0]","[datetime.datetime(2022, 11, 28, 17, 54, 40, 825271), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 17, 54, 40, 825271), 2.4, 4.1]","[datetime.datetime(2022, 11, 28, 17, 54, 40, 825271), 2.4, 3.75]","[datetime.datetime(2022, 11, 28, 17, 54, 40, 825271), 8.5, 19.0]","[datetime.datetime(2022, 11, 28, 17, 54, 40, 825271), 10.0, 23.0]"
29,"[datetime.datetime(2022, 11, 28, 17, 54, 41, 962433), 7.5, 15.0]","[datetime.datetime(2022, 11, 28, 17, 54, 41, 962433), 14.0, 36.0]","[datetime.datetime(2022, 11, 28, 17, 54, 41, 962433), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 17, 54, 41, 962433), 2.4, 4.1]","[datetime.datetime(2022, 11, 28, 17, 54, 41, 962433), 2.4, 3.75]","[datetime.datetime(2022, 11, 28, 17, 54, 41, 962433), 8.5, 19.0]","[datetime.datetime(2022, 11, 28, 17, 54, 41, 962433), 10.0, 23.0]"
30,"[datetime.datetime(2022, 11, 28, 17, 54, 43, 84483), 7.5, 15.0]","[datetime.datetime(2022, 11, 28, 17, 54, 43, 84483), 14.0, 36.0]","[datetime.datetime(2022, 11, 28, 17, 54, 43, 84483), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 17, 54, 43, 84483), 2.4, 4.1]","[datetime.datetime(2022, 11, 28, 17, 54, 43, 84483), 2.4, 3.75]","[datetime.datetime(2022, 11, 28, 17, 54, 43, 84483), 8.5, 19.0]","[datetime.datetime(2022, 11, 28, 17, 54, 43, 84483), 10.0, 23.0]"
31,"[datetime.datetime(2022, 11, 28, 17, 54, 44, 249005), 7.5, 15.0]","[datetime.datetime(2022, 11, 28, 17, 54, 44, 249005), 14.0, 36.0]","[datetime.datetime(2022, 11, 28, 17, 54, 44, 249005), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 17, 54, 44, 249005), 2.4, 4.1]","[datetime.datetime(2022, 11, 28, 17, 54, 44, 249005), 2.4, 3.75]","[datetime.datetime(2022, 11, 28, 17, 54, 44, 249005), 8.5, 19.0]","[datetime.datetime(2022, 11, 28, 17, 54, 44, 249005), 10.0, 23.0]"
32,"[datetime.datetime(2022, 11, 28, 17, 54, 45, 369577), 7.5, 15.0]","[datetime.datetime(2022, 11, 28, 17, 54, 45, 369577), 14.0, 36.0]","[datetime.datetime(2022, 11, 28, 17, 54, 45, 369577), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 17, 54, 45, 369577), 2.4, 4.1]","[datetime.datetime(2022, 11, 28, 17, 54, 45, 369577), 2.4, 3.75]","[datetime.datetime(2022, 11, 28, 17, 54, 45, 369577), 8.5, 19.0]","[datetime.datetime(2022, 11, 28, 17, 54, 45, 369577), 10.0, 23.0]"
33,"[datetime.datetime(2022, 11, 28, 17, 54, 46, 495685), 7.5, 15.0]","[datetime.datetime(2022, 11, 28, 17, 54, 46, 495685), 14.0, 36.0]","[datetime.datetime(2022, 11, 28, 17, 54, 46, 495685), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 17, 54, 46, 495685), 2.4, 4.1]","[datetime.datetime(2022, 11, 28, 17, 54, 46, 495685), 2.4, 3.75]","[datetime.datetime(2022, 11, 28, 17, 54, 46, 495685), 8.5, 19.0]","[datetime.datetime(2022, 11, 28, 17, 54, 46, 495685), 10.0, 23.0]"
34,"[datetime.datetime(2022, 11, 28, 17, 54, 47, 609058), 7.5, 15.0]","[datetime.datetime(2022, 11, 28, 17, 54, 47, 609058), 14.0, 36.0]","[datetime.datetime(2022, 11, 28, 17, 54, 47, 609058), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 17, 54, 47, 609058), 2.4, 4.1]","[datetime.datetime(2022, 11, 28, 17, 54, 47, 609058), 2.4, 3.75]","[datetime.datetime(2022, 11, 28, 17, 54, 47, 609058), 8.5, 19.0]","[datetime.datetime(2022, 11, 28, 17, 54, 47, 609058), 10.0, 23.0]"
35,"[datetime.datetime(2022, 11, 28, 17, 54, 48, 724653), 7.5, 15.0]","[datetime.datetime(2022, 11, 28, 17, 54, 48, 724653), 14.0, 36.0]","[datetime.datetime(2022, 11, 28, 17, 54, 48, 724653), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 17, 54, 48, 724653), 2.4, 4.1]","[datetime.datetime(2022, 11, 28, 17, 54, 48, 724653), 2.4, 3.75]","[datetime.datetime(2022, 11, 28, 17, 54, 48, 724653), 8.5, 19.0]","[datetime.datetime(2022, 11, 28, 17, 54, 48, 724653), 10.0, 23.0]"
36,"[datetime.datetime(2022, 11, 28, 17, 54, 49, 847608), 7.5, 15.0]","[datetime.datetime(2022, 11, 28, 17, 54, 49, 847608), 14.0, 36.0]","[datetime.datetime(2022, 11, 28, 17, 54, 49, 847608), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 17, 54, 49, 847608), 2.4, 4.1]","[datetime.datetime(2022, 11, 28, 17, 54, 49, 847608), 2.4, 3.75]","[datetime.datetime(2022, 11, 28, 17, 54, 49, 847608), 8.5, 19.0]","[datetime.datetime(2022, 11, 28, 17, 54, 49, 847608), 10.0, 23.0]"
37,"[datetime.datetime(2022, 11, 28, 17, 54, 50, 971738), 7.5, 15.0]","[datetime.datetime(2022, 11, 28, 17, 54, 50, 971738), 14.0, 36.0]","[datetime.datetime(2022, 11, 28, 17, 54, 50, 971738), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 17, 54, 50, 971738), 2.4, 4.1]","[datetime.datetime(2022, 11, 28, 17, 54, 50, 971738), 2.4, 3.75]","[datetime.datetime(2022, 11, 28, 17, 54, 50, 971738), 8.5, 19.0]","[datetime.datetime(2022, 11, 28, 17, 54, 50, 971738), 10.0, 23.0]"
38,"[datetime.datetime(2022, 11, 28, 17, 54, 52, 89971), 7.5, 15.0]","[datetime.datetime(2022, 11, 28, 17, 54, 52, 89971), 14.0, 36.0]","[datetime.datetime(2022, 11, 28, 17, 54, 52, 89971), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 17, 54, 52, 89971), 2.4, 4.1]","[datetime.datetime(2022, 11, 28, 17, 54, 52, 89971), 2.4, 3.75]","[datetime.datetime(2022, 11, 28, 17, 54, 52, 89971), 8.5, 19.0]","[datetime.datetime(2022, 11, 28, 17, 54, 52, 89971), 10.0, 23.0]"
39,"[datetime.datetime(2022, 11, 28, 17, 54, 53, 206902), 7.5, 15.0]","[datetime.datetime(2022, 11, 28, 17, 54, 53, 206902), 14.0, 36.0]","[datetime.datetime(2022, 11, 28, 17, 54, 53, 206902), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 17, 54, 53, 206902), 2.4, 4.1]","[datetime.datetime(2022, 11, 28, 17, 54, 53, 206902), 2.4, 3.75]","[datetime.datetime(2022, 11, 28, 17, 54, 53, 206902), 8.5, 19.0]","[datetime.datetime(2022, 11, 28, 17, 54, 53, 206902), 10.0, 23.0]"
40,"[datetime.datetime(2022, 11, 28, 17, 54, 54, 338970), 7.5, 15.0]","[datetime.datetime(2022, 11, 28, 17, 54, 54, 338970), 14.0, 36.0]","[datetime.datetime(2022, 11, 28, 17, 54, 54, 338970), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 17, 54, 54, 338970), 2.4, 4.1]","[datetime.datetime(2022, 11, 28, 17, 54, 54, 338970), 2.4, 3.75]","[datetime.datetime(2022, 11, 28, 17, 54, 54, 338970), 8.5, 19.0]","[datetime.datetime(2022, 11, 28, 17, 54, 54, 338970), 10.0, 23.0]"
41,"[datetime.datetime(2022, 11, 28, 17, 54, 55, 459359), 7.5, 14.5]","[datetime.datetime(2022, 11, 28, 17, 54, 55, 459359), 14.0, 36.0]","[datetime.datetime(2022, 11, 28, 17, 54, 55, 459359), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 17, 54, 55, 459359), 2.4, 4.1]","[datetime.datetime(2022, 11, 28, 17, 54, 55, 459359), 2.4, 3.75]","[datetime.datetime(2022, 11, 28, 17, 54, 55, 459359), 8.5, 18.5]","[datetime.datetime(2022, 11, 28, 17, 54, 55, 459359), 10.0, 23.0]"
42,"[datetime.datetime(2022, 11, 28, 17, 54, 56, 677140), 7.5, 14.5]","[datetime.datetime(2022, 11, 28, 17, 54, 56, 677140), 14.0, 36.0]","[datetime.datetime(2022, 11, 28, 17, 54, 56, 677140), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 17, 54, 56, 677140), 2.4, 4.1]","[datetime.datetime(2022, 11, 28, 17, 54, 56, 677140), 2.4, 3.75]","[datetime.datetime(2022, 11, 28, 17, 54, 56, 677140), 8.5, 18.5]","[datetime.datetime(2022, 11, 28, 17, 54, 56, 677140), 10.0, 23.0]"
43,"[datetime.datetime(2022, 11, 28, 17, 54, 57, 789407), 7.5, 14.5]","[datetime.datetime(2022, 11, 28, 17, 54, 57, 789407), 14.0, 36.0]","[datetime.datetime(2022, 11, 28, 17, 54, 57, 789407), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 17, 54, 57, 789407), 2.4, 4.1]","[datetime.datetime(2022, 11, 28, 17, 54, 57, 789407), 2.4, 3.75]","[datetime.datetime(2022, 11, 28, 17, 54, 57, 789407), 8.5, 18.5]","[datetime.datetime(2022, 11, 28, 17, 54, 57, 789407), 10.0, 23.0]"
44,"[datetime.datetime(2022, 11, 28, 17, 54, 58, 928946), 7.5, 14.5]","[datetime.datetime(2022, 11, 28, 17, 54, 58, 928946), 14.0, 36.0]","[datetime.datetime(2022, 11, 28, 17, 54, 58, 928946), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 17, 54, 58, 928946), 2.4, 4.1]","[datetime.datetime(2022, 11, 28, 17, 54, 58, 928946), 2.4, 3.75]","[datetime.datetime(2022, 11, 28, 17, 54, 58, 928946), 8.5, 18.5]","[datetime.datetime(2022, 11, 28, 17, 54, 58, 928946), 10.0, 23.0]"
45,"[datetime.datetime(2022, 11, 28, 17, 55, 0, 48377), 7.5, 14.5]","[datetime.datetime(2022, 11, 28, 17, 55, 0, 48377), 14.0, 36.0]","[datetime.datetime(2022, 11, 28, 17, 55, 0, 48377), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 17, 55, 0, 48377), 2.4, 4.1]","[datetime.datetime(2022, 11, 28, 17, 55, 0, 48377), 2.4, 3.75]","[datetime.datetime(2022, 11, 28, 17, 55, 0, 48377), 8.5, 18.5]","[datetime.datetime(2022, 11, 28, 17, 55, 0, 48377), 10.0, 23.0]"
