,Aston Simpkin,Zac The Black,Master Mars,Minnesota Nights,Cockney Sparrow,Frankies Vision,Dixie Zambora,Spot On Ginger
09-01-2023 12:15:52.878710,"(7.5, 10.5, 9.681818181818182)","(8.5, 16.5, 16.323529411764707)","(9.0, 11.5, 10.2)","(16.0, 26.0, 24.909090909090907)","(3.8, 4.4, 4.2153846153846155)","(91.0, 480.0, 300.0)","(2.6, 2.88, 2.7977777777777777)","(4.6, 11.0, 10.775)"
09-01-2023 12:15:53.978071,"(7.5, 10.5, 9.576923076923077)","(8.5, 16.5, 16.323529411764707)","(9.0, 11.5, 10.2)","(16.0, 26.0, 24.909090909090907)","(3.8, 4.4, 4.2153846153846155)","(91.0, 480.0, 300.0)","(2.6, 2.86, 2.7906666666666666)","(4.6, 11.0, 10.775)"
09-01-2023 12:15:55.036122,"(7.5, 10.5, 9.576923076923077)","(8.5, 16.5, 16.323529411764707)","(9.0, 11.5, 10.2)","(16.0, 26.0, 25.0)","(3.8, 4.4, 4.2153846153846155)","(91.0, 480.0, 300.0)","(2.6, 2.86, 2.7906666666666666)","(4.6, 11.0, 10.775)"
09-01-2023 12:15:56.057275,"(7.5, 10.5, 9.576923076923077)","(8.5, 16.5, 16.352941176470587)","(9.0, 11.5, 10.2)","(16.0, 26.0, 25.166666666666668)","(3.8, 4.4, 4.2153846153846155)","(91.0, 480.0, 300.0)","(2.6, 2.86, 2.7906666666666666)","(4.6, 11.0, 10.775)"
09-01-2023 12:15:57.112006,"(7.5, 10.5, 9.576923076923077)","(8.5, 16.5, 16.307692307692307)","(9.0, 11.5, 10.2)","(16.0, 26.0, 25.166666666666668)","(3.8, 4.4, 4.2153846153846155)","(91.0, 480.0, 300.0)","(2.6, 2.86, 2.7906666666666666)","(4.6, 11.0, 10.775)"
09-01-2023 12:15:58.229055,"(7.5, 10.5, 9.576923076923077)","(8.5, 16.5, 16.307692307692307)","(9.0, 11.5, 10.2)","(16.0, 26.0, 25.166666666666668)","(3.8, 4.4, 4.19375)","(91.0, 480.0, 300.0)","(2.6, 2.86, 2.7906666666666666)","(4.6, 11.0, 10.459999999999999)"
09-01-2023 12:15:59.250230,"(7.5, 10.5, 9.576923076923077)","(8.5, 16.5, 16.307692307692307)","(9.0, 11.5, 10.2)","(16.0, 26.0, 25.166666666666668)","(3.8, 4.4, 4.19375)","(91.0, 480.0, 300.0)","(2.6, 2.86, 2.7906666666666666)","(4.6, 11.0, 10.459999999999999)"
09-01-2023 12:16:00.303641,"(7.5, 10.5, 9.576923076923077)","(8.5, 16.5, 16.307692307692307)","(9.0, 11.5, 10.2)","(16.0, 26.0, 25.166666666666668)","(3.8, 4.4, 4.2153846153846155)","(91.0, 480.0, 300.0)","(2.6, 2.86, 2.7906666666666666)","(4.6, 11.0, 10.459999999999999)"
09-01-2023 12:16:01.301030,"(7.5, 10.5, 9.576923076923077)","(8.5, 16.5, 16.352941176470587)","(9.0, 11.5, 10.2)","(16.0, 26.0, 25.166666666666668)","(3.8, 4.4, 4.2153846153846155)","(91.0, 480.0, 300.0)","(2.6, 2.86, 2.7906666666666666)","(4.6, 11.0, 10.459999999999999)"
09-01-2023 12:16:02.455574,"(7.5, 10.5, 9.576923076923077)","(8.5, 16.5, 15.5)","(9.0, 11.5, 10.158823529411764)","(16.0, 26.0, 25.166666666666668)","(3.8, 4.4, 4.2153846153846155)","(91.0, 480.0, 300.0)","(2.6, 2.86, 2.7906666666666666)","(4.6, 11.0, 10.459999999999999)"
09-01-2023 12:16:03.506975,"(7.5, 10.5, 9.576923076923077)","(8.5, 16.5, 15.5)","(9.0, 11.5, 10.158823529411764)","(16.0, 26.0, 25.166666666666668)","(3.8, 4.4, 4.19375)","(91.0, 480.0, 390.0)","(2.6, 2.86, 2.7699999999999996)","(4.6, 11.0, 10.261538461538462)"
09-01-2023 12:16:04.566200,"(7.5, 10.5, 9.833333333333334)","(8.5, 16.5, 15.5)","(9.0, 11.5, 10.095652173913043)","(16.0, 26.0, 25.375)","(3.8, 4.4, 4.315789473684211)","(91.0, 480.0, 390.0)","(2.6, 2.86, 2.8166666666666664)","(4.6, 11.0, 9.71764705882353)"
09-01-2023 12:16:05.620440,"(7.5, 10.5, 9.409090909090908)","(8.5, 16.5, 15.833333333333334)","(9.0, 11.5, 10.095652173913043)","(16.0, 26.0, 25.375)","(3.8, 4.4, 4.315789473684211)","(91.0, 480.0, 390.0)","(2.6, 2.84, 2.8117647058823527)","(4.6, 10.0, 9.6)"
09-01-2023 12:16:06.707812,"(7.5, 10.5, 9.681818181818182)","(8.5, 16.5, 16.25)","(9.0, 11.5, 10.095652173913043)","(16.0, 26.0, 25.23076923076923)","(3.8, 4.4, 4.315789473684211)","(91.0, 480.0, 390.0)","(2.6, 2.84, 2.7688888888888887)","(4.6, 10.0, 9.6)"
09-01-2023 12:16:07.761238,"(7.5, 10.5, 9.375)","(8.5, 16.5, 16.25)","(9.0, 11.5, 10.095652173913043)","(16.0, 26.0, 25.23076923076923)","(3.8, 4.4, 4.44375)","(91.0, 480.0, 390.0)","(2.6, 2.8, 2.77)","(4.6, 10.0, 9.63076923076923)"
09-01-2023 12:16:08.801207,"(7.5, 10.5, 10.153846153846153)","(8.5, 16.5, 15.833333333333334)","(9.0, 11.5, 10.095652173913043)","(16.0, 26.0, 25.23076923076923)","(3.8, 4.5, 4.55)","(91.0, 480.0, 300.0)","(2.6, 2.8, 2.7375)","(4.6, 10.0, 9.288888888888888)"
09-01-2023 12:16:09.879733,"(7.5, 10.5, 10.153846153846153)","(8.5, 16.5, 16.25)","(9.0, 11.5, 10.095652173913043)","(16.0, 26.0, 25.23076923076923)","(3.8, 4.6, 4.514285714285714)","(91.0, 390.0, 323.3333333333333)","(2.6, 2.8, 2.718947368421053)","(4.6, 10.0, 9.85)"
09-01-2023 12:16:10.916104,"(7.5, 10.5, 10.153846153846153)","(8.5, 16.5, 16.1)","(9.0, 11.5, 10.095652173913043)","(16.0, 26.0, 25.23076923076923)","(3.8, 4.6, 4.55)","(91.0, 380.0, 295.0)","(2.6, 2.82, 2.7163636363636363)","(4.6, 10.5, 10.336842105263157)"
09-01-2023 12:16:11.949211,"(7.5, 10.5, 9.9375)","(8.5, 16.5, 15.576923076923077)","(9.0, 11.5, 10.095652173913043)","(16.0, 26.0, 25.23076923076923)","(3.8, 4.6, 4.514285714285714)","(91.0, 380.0, 323.3333333333333)","(2.6, 2.82, 2.713636363636364)","(4.6, 11.0, 10.336842105263157)"
09-01-2023 12:16:12.921298,"(7.5, 10.5, 9.98)","(8.5, 16.5, 16.1)","(9.0, 11.5, 10.095652173913043)","(16.0, 26.0, 25.23076923076923)","(3.8, 4.6, 4.507692307692308)","(91.0, 380.0, 323.3333333333333)","(2.6, 2.8, 2.7511111111111113)","(4.6, 11.0, 9.703703703703704)"
09-01-2023 12:16:13.951109,"(7.5, 9.8, 9.466666666666667)","(8.5, 16.5, 15.833333333333334)","(9.0, 11.5, 10.095652173913043)","(16.0, 26.0, 25.23076923076923)","(3.8, 4.6, 4.466666666666667)","(91.0, 380.0, 323.3333333333333)","(2.6, 2.8, 2.7525)","(4.6, 10.0, 9.666666666666666)"
09-01-2023 12:16:14.955478,"(7.5, 9.8, 9.585714285714285)","(8.5, 16.5, 16.25)","(9.0, 11.5, 10.095652173913043)","(16.0, 26.0, 25.23076923076923)","(3.8, 4.6, 4.514285714285714)","(91.0, 380.0, 323.3333333333333)","(2.6, 2.8, 2.750434782608696)","(4.6, 10.0, 9.666666666666666)"
09-01-2023 12:16:15.978376,"(7.5, 9.8, 9.585714285714285)","(8.5, 17.5, 15.833333333333334)","(9.0, 11.5, 10.095652173913043)","(16.0, 26.0, 25.23076923076923)","(3.8, 4.6, 4.466666666666667)","(91.0, 380.0, 323.3333333333333)","(2.6, 2.8, 2.750434782608696)","(4.6, 10.0, 9.666666666666666)"
09-01-2023 12:16:17.025705,"(7.5, 9.8, 9.466666666666667)","(8.5, 17.5, 15.833333333333334)","(9.0, 11.5, 10.095652173913043)","(16.0, 26.0, 25.23076923076923)","(3.8, 4.6, 4.514285714285714)","(91.0, 380.0, 323.3333333333333)","(2.6, 2.8, 2.750434782608696)","(4.6, 10.0, 9.666666666666666)"
09-01-2023 12:16:18.114228,"(7.5, 9.8, 9.585714285714285)","(8.5, 17.5, 16.5)","(9.0, 11.5, 10.095652173913043)","(16.0, 26.0, 25.23076923076923)","(3.8, 4.6, 4.4941176470588236)","(91.0, 380.0, 323.3333333333333)","(2.6, 2.8, 2.712)","(4.6, 10.0, 10.413333333333334)"
09-01-2023 12:16:19.219419,"(7.5, 10.5, 10.24)","(8.5, 17.5, 15.833333333333334)","(9.0, 11.5, 10.095652173913043)","(16.0, 26.0, 25.23076923076923)","(3.8, 4.6, 4.4941176470588236)","(91.0, 380.0, 323.3333333333333)","(2.6, 2.8, 2.712)","(4.6, 10.5, 10.413333333333334)"
09-01-2023 12:16:20.321350,"(7.5, 11.0, 9.854545454545454)","(8.5, 19.0, 17.8)","(9.0, 11.5, 10.095652173913043)","(16.0, 26.0, 25.46666666666667)","(3.8, 4.6, 4.449999999999999)","(91.0, 380.0, 323.3333333333333)","(2.6, 2.78, 2.7074418604651163)","(4.6, 11.0, 10.459999999999999)"
09-01-2023 12:16:21.386574,"(7.5, 11.0, 9.936363636363636)","(8.5, 19.0, 16.846153846153847)","(9.0, 11.5, 10.038461538461538)","(16.0, 26.0, 25.46666666666667)","(3.8, 4.6, 4.4941176470588236)","(91.0, 380.0, 295.0)","(2.6, 2.78, 2.749090909090909)","(4.6, 11.0, 9.666666666666666)"
09-01-2023 12:16:22.479308,"(7.5, 10.0, 9.555555555555555)","(8.5, 18.5, 17.75)","(9.0, 11.5, 10.038461538461538)","(16.0, 26.0, 25.46666666666667)","(3.8, 4.6, 4.449999999999999)","(91.0, 380.0, 323.3333333333333)","(2.6, 2.76, 2.749090909090909)","(4.6, 10.0, 9.666666666666666)"
09-01-2023 12:16:23.591690,"(7.5, 10.0, 9.714285714285714)","(8.5, 18.5, 17.40909090909091)","(9.0, 11.5, 10.095652173913043)","(16.0, 26.0, 25.46666666666667)","(3.8, 4.6, 4.449999999999999)","(91.0, 380.0, 390.0)","(2.6, 2.76, 2.71)","(4.6, 10.0, 9.666666666666666)"
09-01-2023 12:16:24.619231,"(7.5, 10.0, 9.37037037037037)","(8.5, 18.5, 17.45)","(9.0, 11.5, 10.095652173913043)","(16.0, 26.0, 25.46666666666667)","(3.8, 4.6, 4.4941176470588236)","(91.0, 480.0, 300.0)","(2.6, 2.76, 2.7377777777777776)","(4.6, 10.0, 9.666666666666666)"
09-01-2023 12:16:25.621615,"(7.5, 10.0, 9.433333333333334)","(8.5, 18.5, 17.18)","(9.0, 11.5, 10.521212121212121)","(16.0, 26.0, 25.46666666666667)","(3.8, 4.6, 4.449999999999999)","(91.0, 480.0, 345.0)","(2.6, 2.76, 2.7586666666666666)","(4.6, 10.0, 9.666666666666666)"
09-01-2023 12:16:26.671101,"(7.5, 10.0, 9.433333333333334)","(8.5, 18.5, 17.18)","(9.0, 11.5, 10.521212121212121)","(16.0, 26.0, 25.68)","(3.8, 4.6, 4.4941176470588236)","(91.0, 480.0, 323.3333333333333)","(2.6, 2.76, 2.721081081081081)","(4.6, 10.0, 10.11)"
09-01-2023 12:16:27.673325,"(7.5, 10.0, 9.541666666666666)","(8.5, 18.5, 16.5)","(9.0, 11.5, 10.521212121212121)","(16.0, 26.0, 25.68)","(3.8, 4.6, 4.529411764705882)","(91.0, 380.0, 390.0)","(2.6, 2.76, 2.7239999999999998)","(4.6, 10.5, 9.666666666666666)"
09-01-2023 12:16:28.712219,"(7.5, 10.0, 9.541666666666666)","(8.5, 18.5, 16.863636363636363)","(9.0, 11.5, 10.825806451612904)","(16.0, 26.0, 25.61904761904762)","(3.8, 4.6, 4.5777777777777775)","(91.0, 480.0, 316.6666666666667)","(2.6, 2.76, 2.7175)","(4.6, 10.0, 9.666666666666666)"
09-01-2023 12:16:29.753055,"(7.5, 10.0, 9.541666666666666)","(8.5, 18.5, 16.863636363636363)","(9.0, 11.5, 10.565000000000001)","(16.0, 26.0, 25.61904761904762)","(3.8, 4.6, 4.545454545454545)","(91.0, 370.0, 316.6666666666667)","(2.6, 2.76, 2.768)","(4.6, 10.0, 9.416666666666666)"
09-01-2023 12:16:30.819085,"(7.5, 10.0, 9.541666666666666)","(8.5, 18.5, 17.214285714285715)","(9.0, 11.5, 10.565000000000001)","(16.0, 26.0, 25.61904761904762)","(3.8, 4.6, 4.545454545454545)","(91.0, 370.0, 290.0)","(2.6, 2.78, 2.772)","(4.6, 9.6, 9.390476190476189)"
09-01-2023 12:16:31.859504,"(7.5, 10.0, 9.541666666666666)","(8.5, 18.5, 17.214285714285715)","(9.0, 11.5, 10.565000000000001)","(16.0, 26.0, 25.61904761904762)","(3.8, 4.6, 4.539130434782608)","(91.0, 370.0, 316.6666666666667)","(2.6, 2.78, 2.7741176470588234)","(4.6, 9.6, 9.507692307692308)"
09-01-2023 12:16:32.953145,"(7.5, 10.0, 9.68421052631579)","(8.5, 18.5, 17.214285714285715)","(9.0, 11.5, 10.395)","(16.0, 29.0, 27.5)","(3.8, 4.6, 4.526315789473684)","(91.0, 370.0, 316.6666666666667)","(2.6, 2.8, 2.7181818181818183)","(4.6, 9.6, 9.466666666666667)"
09-01-2023 12:16:34.037358,"(7.5, 10.0, 9.65)","(8.5, 18.5, 17.166666666666668)","(9.0, 11.0, 10.266666666666667)","(16.0, 29.0, 26.967741935483872)","(3.8, 4.6, 4.526315789473684)","(91.0, 370.0, 316.6666666666667)","(2.6, 2.8, 2.776923076923077)","(4.6, 9.6, 9.466666666666667)"
09-01-2023 12:16:35.070644,"(7.5, 10.0, 9.65)","(8.5, 18.5, 17.236842105263158)","(9.0, 11.0, 10.472)","(16.0, 29.0, 25.5)","(3.8, 4.6, 4.509090909090909)","(91.0, 370.0, 290.0)","(2.6, 2.8, 2.776923076923077)","(4.6, 9.6, 9.563636363636363)"
09-01-2023 12:16:36.120966,"(7.5, 9.8, 9.742857142857144)","(8.5, 18.5, 16.41304347826087)","(9.0, 11.0, 10.446153846153846)","(16.0, 29.0, 28.5)","(3.8, 4.6, 4.509090909090909)","(91.0, 370.0, 316.6666666666667)","(2.6, 2.8, 2.7741176470588234)","(4.6, 9.6, 9.563636363636363)"
09-01-2023 12:16:37.184216,"(7.5, 9.8, 9.742857142857144)","(8.5, 18.5, 17.15)","(9.0, 11.0, 10.446153846153846)","(16.0, 29.0, 28.636363636363637)","(3.8, 4.6, 4.413793103448276)","(91.0, 370.0, 290.0)","(2.6, 2.8, 2.7741176470588234)","(4.6, 9.6, 9.390476190476189)"
09-01-2023 12:16:38.228559,"(7.5, 10.0, 9.619047619047619)","(8.5, 18.5, 17.333333333333332)","(9.0, 11.0, 10.446153846153846)","(16.0, 29.0, 28.636363636363637)","(3.8, 4.6, 4.392307692307692)","(91.0, 370.0, 316.6666666666667)","(2.6, 2.8, 2.783333333333333)","(4.6, 9.6, 9.266666666666666)"
09-01-2023 12:16:39.242279,"(7.5, 10.0, 9.416666666666666)","(8.5, 18.5, 17.3)","(9.0, 11.0, 10.472)","(16.0, 29.0, 28.636363636363637)","(3.8, 4.6, 4.3)","(91.0, 370.0, 316.6666666666667)","(2.6, 2.8, 2.7874999999999996)","(4.6, 9.4, 8.672727272727272)"
09-01-2023 12:16:40.283700,"(7.5, 10.0, 9.391304347826086)","(8.5, 18.5, 17.3)","(9.0, 11.0, 10.472)","(16.0, 29.0, 28.636363636363637)","(3.8, 4.6, 4.2444444444444445)","(91.0, 370.0, 316.6666666666667)","(2.6, 2.8, 2.804)","(4.6, 9.4, 8.879999999999999)"
09-01-2023 12:16:41.325830,"(7.5, 10.0, 9.391304347826086)","(8.5, 18.5, 17.3)","(9.0, 11.0, 10.472)","(16.0, 29.0, 28.636363636363637)","(3.8, 4.6, 4.3)","(91.0, 370.0, 256.6666666666667)","(2.6, 2.82, 2.7885714285714283)","(4.6, 9.2, 8.98181818181818)"
09-01-2023 12:16:42.353250,"(7.5, 10.0, 9.533333333333333)","(8.5, 18.5, 17.3)","(9.0, 11.0, 10.472)","(16.0, 29.0, 28.636363636363637)","(3.8, 4.6, 4.2444444444444445)","(91.0, 490.0, 390.0)","(2.6, 2.82, 2.804)","(4.6, 9.2, 8.8)"
09-01-2023 12:16:43.407191,"(7.5, 10.0, 9.533333333333333)","(8.5, 18.5, 17.3)","(9.0, 11.0, 10.472)","(16.0, 29.0, 28.636363636363637)","(3.8, 4.6, 4.2444444444444445)","(91.0, 480.0, 390.0)","(2.6, 2.82, 2.792)","(4.6, 9.2, 8.55)"
09-01-2023 12:16:44.418363,"(7.5, 10.0, 9.533333333333333)","(8.5, 18.5, 17.3)","(9.0, 11.0, 10.472)","(16.0, 29.0, 28.636363636363637)","(3.8, 4.6, 4.3)","(91.0, 480.0, 390.0)","(2.6, 2.82, 2.7876923076923075)","(4.6, 9.2, 8.82857142857143)"
09-01-2023 12:16:45.460458,"(7.5, 10.0, 9.533333333333333)","(8.5, 18.5, 16.934782608695652)","(9.0, 11.0, 10.472)","(16.0, 29.0, 28.636363636363637)","(3.8, 4.6, 4.2444444444444445)","(91.0, 480.0, 390.0)","(2.6, 2.82, 2.8049999999999997)","(4.6, 9.2, 8.82857142857143)"
09-01-2023 12:16:46.504851,"(7.5, 10.5, 10.252173913043478)","(8.5, 18.5, 16.934782608695652)","(9.0, 11.0, 10.472)","(16.0, 29.0, 28.636363636363637)","(3.8, 4.6, 4.3)","(91.0, 480.0, 390.0)","(2.6, 2.82, 2.7925)","(4.6, 9.2, 8.672727272727274)"
09-01-2023 12:16:47.571104,"(7.5, 11.0, 10.255172413793103)","(8.5, 18.5, 17.375)","(9.0, 11.0, 10.472)","(16.0, 29.0, 28.636363636363637)","(3.8, 4.6, 4.2444444444444445)","(91.0, 480.0, 390.0)","(2.6, 2.82, 2.8085714285714283)","(4.6, 8.8, 8.672727272727274)"
09-01-2023 12:16:48.616413,"(7.5, 11.0, 10.255172413793103)","(9.0, 18.5, 17.375)","(8.5, 11.0, 10.472)","(16.0, 29.0, 28.636363636363637)","(3.9, 4.6, 4.2444444444444445)","(101.0, 480.0, 345.0)","(2.5, 2.82, 2.8085714285714283)","(5.0, 8.8, 8.672727272727274)"
09-01-2023 12:16:49.675837,"(7.5, 11.0, 10.255172413793103)","(9.0, 19.0, 18.875)","(8.5, 11.0, 10.472)","(16.0, 29.0, 28.636363636363637)","(3.9, 4.6, 4.3)","(101.0, 480.0, 390.0)","(2.5, 2.82, 2.7966666666666664)","(5.0, 8.8, 8.814285714285713)"
09-01-2023 12:16:50.709683,"(7.5, 11.0, 10.255172413793103)","(9.0, 19.0, 18.6)","(8.5, 11.0, 10.472)","(16.0, 29.0, 28.636363636363637)","(3.9, 4.6, 4.2444444444444445)","(101.0, 480.0, 316.6666666666667)","(2.5, 2.82, 2.798181818181818)","(5.0, 9.2, 8.91578947368421)"
09-01-2023 12:16:51.814250,"(7.5, 11.0, 10.255172413793103)","(9.0, 19.0, 18.6)","(8.5, 11.0, 10.472)","(16.0, 29.0, 28.636363636363637)","(3.9, 4.6, 4.3)","(101.0, 370.0, 310.0)","(2.5, 2.82, 2.7925)","(5.0, 9.2, 9.426086956521738)"
09-01-2023 12:16:52.892754,"(7.5, 11.0, 10.255172413793103)","(9.0, 19.0, 18.6)","(8.5, 11.0, 10.472)","(16.0, 29.0, 28.636363636363637)","(3.9, 4.6, 4.2444444444444445)","(101.0, 360.0, 310.0)","(2.5, 2.82, 2.7876923076923075)","(5.0, 9.6, 9.426086956521738)"
09-01-2023 12:16:53.950343,"(7.5, 10.5, 10.138095238095238)","(9.0, 19.0, 17.526315789473685)","(8.5, 11.0, 10.472)","(16.0, 29.0, 28.636363636363637)","(3.9, 4.6, 4.3)","(101.0, 360.0, 310.0)","(2.5, 2.82, 2.8049999999999997)","(5.0, 9.6, 9.426086956521738)"
09-01-2023 12:16:55.016333,"(7.5, 10.5, 9.708333333333332)","(9.0, 19.0, 17.764705882352942)","(8.5, 11.0, 10.472)","(16.0, 29.0, 28.636363636363637)","(3.9, 4.6, 4.2444444444444445)","(101.0, 360.0, 285.0)","(2.5, 2.82, 2.8085714285714283)","(5.0, 9.6, 8.916666666666666)"
09-01-2023 12:16:56.066151,"(7.5, 10.5, 9.585185185185185)","(9.0, 19.0, 18.25)","(8.5, 11.0, 10.472)","(16.0, 29.0, 28.636363636363637)","(3.9, 4.6, 4.2444444444444445)","(101.0, 360.0, 310.0)","(2.5, 2.82, 2.794285714285714)","(5.0, 9.0, 9.55)"
09-01-2023 12:16:57.099473,"(7.5, 10.5, 9.585185185185185)","(9.0, 19.0, 18.0)","(8.5, 11.0, 10.472)","(16.0, 29.0, 28.636363636363637)","(3.9, 4.6, 4.2444444444444445)","(101.0, 360.0, 310.0)","(2.5, 2.82, 2.803076923076923)","(5.0, 9.8, 9.55)"
09-01-2023 12:16:58.114485,"(7.5, 10.5, 9.585185185185185)","(9.0, 19.0, 17.666666666666668)","(8.5, 11.0, 10.472)","(16.0, 29.0, 28.636363636363637)","(3.9, 4.6, 4.2444444444444445)","(101.0, 360.0, 310.0)","(2.5, 2.84, 2.807272727272727)","(5.0, 9.8, 9.55)"
09-01-2023 12:16:59.156520,"(7.5, 10.5, 9.585185185185185)","(9.0, 19.0, 17.6)","(8.5, 11.0, 10.472)","(16.0, 29.0, 28.636363636363637)","(3.9, 4.6, 4.278947368421052)","(101.0, 360.0, 310.0)","(2.5, 2.84, 2.7930434782608695)","(5.0, 9.8, 9.55)"
09-01-2023 12:17:00.175564,"(7.5, 10.5, 9.53913043478261)","(9.0, 19.0, 17.5)","(8.5, 11.0, 10.305263157894737)","(16.0, 29.0, 28.636363636363637)","(3.9, 4.5, 4.276923076923077)","(101.0, 360.0, 310.0)","(2.5, 2.84, 2.795)","(5.0, 9.8, 9.55)"
09-01-2023 12:17:01.228820,"(7.5, 10.5, 9.876666666666667)","(9.0, 21.0, 20.428571428571427)","(8.5, 11.0, 10.217391304347826)","(16.0, 29.0, 28.636363636363637)","(3.9, 4.4, 4.256)","(101.0, 360.0, 310.0)","(2.5, 2.84, 2.78)","(5.0, 9.8, 9.416666666666666)"
09-01-2023 12:17:02.286710,"(7.5, 10.5, 9.933333333333334)","(9.0, 21.0, 17.571428571428573)","(8.5, 11.0, 10.217391304347826)","(16.0, 29.0, 28.636363636363637)","(3.9, 4.4, 4.247619047619048)","(101.0, 360.0, 310.0)","(2.5, 2.84, 2.777647058823529)","(5.0, 10.0, 9.290909090909091)"
09-01-2023 12:17:03.366484,"(7.5, 10.0, 9.657142857142857)","(9.0, 21.0, 17.444444444444443)","(8.5, 10.5, 10.1)","(16.0, 29.0, 28.636363636363637)","(3.9, 4.4, 4.231578947368421)","(101.0, 360.0, 310.0)","(2.5, 2.82, 2.802222222222222)","(5.0, 9.8, 9.075)"
09-01-2023 12:17:04.438813,"(7.5, 10.0, 9.88)","(9.0, 21.0, 17.444444444444443)","(8.5, 10.5, 10.1)","(16.0, 29.0, 28.555555555555557)","(3.9, 4.4, 4.266666666666667)","(101.0, 360.0, 310.0)","(2.5, 2.82, 2.8)","(5.0, 9.2, 9.08235294117647)"
09-01-2023 12:17:05.479918,"(7.5, 10.0, 9.92)","(9.0, 21.0, 17.8)","(8.5, 10.5, 10.1)","(16.0, 29.0, 28.5)","(3.9, 4.4, 4.276190476190476)","(101.0, 360.0, 235.45454545454544)","(2.5, 2.82, 2.7987499999999996)","(5.0, 9.2, 9.08235294117647)"
09-01-2023 12:17:06.554070,"(7.5, 10.0, 9.84)","(9.0, 20.0, 17.428571428571427)","(8.5, 10.5, 10.1)","(16.0, 29.0, 28.555555555555557)","(3.9, 4.4, 4.2375)","(101.0, 490.0, 390.0)","(2.5, 2.84, 2.7987499999999996)","(5.0, 9.2, 9.08235294117647)"
09-01-2023 12:17:07.607799,"(7.5, 10.0, 9.92)","(9.0, 20.0, 17.272727272727273)","(8.5, 10.5, 10.1)","(16.0, 29.0, 28.555555555555557)","(3.9, 4.4, 4.276190476190476)","(101.0, 480.0, 390.0)","(2.5, 2.84, 2.7987499999999996)","(5.0, 9.2, 9.08235294117647)"
09-01-2023 12:17:08.744746,"(7.5, 10.0, 9.84)","(9.0, 20.0, 17.272727272727273)","(8.5, 10.5, 10.1)","(16.0, 29.0, 28.555555555555557)","(3.9, 4.4, 4.276190476190476)","(101.0, 480.0, 390.0)","(2.5, 2.84, 2.7987499999999996)","(5.0, 9.2, 9.08235294117647)"
09-01-2023 12:17:09.852834,"(7.5, 10.0, 9.942857142857143)","(9.0, 20.0, 17.23076923076923)","(8.5, 10.5, 10.1)","(16.0, 29.0, 28.555555555555557)","(3.9, 4.4, 4.203846153846154)","(101.0, 480.0, 390.0)","(2.5, 2.84, 2.7766666666666664)","(5.0, 9.2, 9.389473684210525)"
09-01-2023 12:17:10.904687,"(7.5, 10.5, 10.004761904761905)","(9.0, 20.0, 17.23076923076923)","(8.5, 10.5, 10.1)","(16.0, 29.0, 28.555555555555557)","(3.9, 4.4, 4.203846153846154)","(101.0, 480.0, 390.0)","(2.5, 2.84, 2.7766666666666664)","(5.0, 9.6, 9.389473684210525)"
09-01-2023 12:17:12.012139,"(7.5, 10.5, 10.004761904761905)","(9.0, 20.0, 17.23076923076923)","(8.5, 10.5, 10.1)","(16.0, 29.0, 28.555555555555557)","(3.9, 4.4, 4.203846153846154)","(101.0, 480.0, 284.2857142857143)","(2.5, 2.84, 2.808333333333333)","(5.0, 9.6, 9.094736842105263)"
09-01-2023 12:17:13.056097,"(7.5, 10.5, 10.004761904761905)","(9.0, 20.0, 17.428571428571427)","(8.5, 10.5, 10.1)","(16.0, 29.0, 28.555555555555557)","(3.9, 4.4, 4.269230769230769)","(101.0, 470.0, 241.25)","(2.5, 2.84, 2.7866666666666666)","(5.0, 9.2, 9.094736842105263)"
09-01-2023 12:17:14.132099,"(7.5, 10.5, 9.95)","(9.0, 20.0, 18.285714285714285)","(8.5, 10.5, 10.1)","(16.0, 29.0, 28.555555555555557)","(3.9, 4.4, 4.238095238095238)","(101.0, 460.0, 310.0)","(2.5, 2.84, 2.7866666666666666)","(5.0, 9.2, 9.094736842105263)"
09-01-2023 12:17:15.201692,"(7.5, 10.5, 9.457894736842105)","(9.0, 20.0, 18.11764705882353)","(8.5, 10.5, 10.1)","(16.0, 29.0, 28.555555555555557)","(3.9, 4.4, 4.238095238095238)","(101.0, 360.0, 285.0)","(2.5, 2.84, 2.7866666666666666)","(5.0, 9.2, 9.094736842105263)"
09-01-2023 12:17:16.248497,"(7.5, 10.5, 9.457894736842105)","(9.0, 19.0, 18.5)","(8.5, 10.5, 10.175609756097561)","(16.0, 29.0, 28.666666666666668)","(3.9, 4.4, 4.269230769230769)","(101.0, 360.0, 280.0)","(2.5, 2.84, 2.7866666666666666)","(5.0, 9.2, 9.094736842105263)"
09-01-2023 12:17:17.284852,"(7.5, 10.5, 9.675)","(9.0, 19.0, 18.5)","(8.5, 10.5, 10.175609756097561)","(16.0, 29.0, 28.85185185185185)","(3.9, 4.4, 4.290322580645162)","(101.0, 350.0, 285.0)","(2.5, 2.84, 2.772307692307692)","(5.0, 9.2, 9.244444444444444)"
09-01-2023 12:17:18.403921,"(7.5, 10.5, 9.852941176470589)","(9.0, 19.0, 18.6)","(8.5, 10.5, 10.175609756097561)","(16.0, 29.0, 28.85185185185185)","(3.9, 4.4, 4.307142857142858)","(101.0, 350.0, 285.0)","(2.5, 2.84, 2.7788235294117647)","(5.0, 9.6, 9.076923076923077)"
