,Goldstar Toby,Gitan,Humbling,Goldstar Carlito,Opawa Conan,Opawa Kyle,Zipping Ontario,Epic Cruze
15-12-2022 15:59:48.785811,"(7.5, 17.0, 15.266666666666666)","(3.2, 4.2, 3.75)","(16.0, 40.0, 39.07692307692308)","(4.6, 5.7, 5.595238095238095)","(3.4, 4.1, 3.825)","(8.5, 9.8, 8.933333333333334)","(17.0, 44.0, 33.714285714285715)","(10.0, 17.5, 16.52777777777778)"
15-12-2022 15:59:49.845136,"(7.5, 17.0, 15.266666666666666)","(3.2, 4.2, 3.98)","(16.0, 40.0, 34.5)","(4.6, 5.7, 5.595238095238095)","(3.4, 4.1, 3.914285714285714)","(8.5, 9.8, 9.090909090909092)","(17.0, 44.0, 33.333333333333336)","(10.0, 17.5, 16.52777777777778)"
15-12-2022 15:59:50.861176,"(7.5, 17.0, 15.021739130434783)","(3.2, 4.1, 3.7727272727272725)","(16.0, 40.0, 39.214285714285715)","(4.6, 5.7, 5.595238095238095)","(3.4, 4.0, 3.9166666666666665)","(8.5, 9.8, 9.180952380952382)","(17.0, 44.0, 32.8)","(10.0, 17.5, 16.52777777777778)"
15-12-2022 15:59:51.923182,"(7.5, 17.0, 15.021739130434783)","(3.2, 4.1, 3.7727272727272725)","(16.0, 40.0, 39.214285714285715)","(4.6, 5.7, 5.595238095238095)","(3.4, 4.0, 3.875)","(8.5, 9.8, 9.180952380952382)","(17.0, 44.0, 32.8)","(10.0, 17.5, 16.52777777777778)"
15-12-2022 15:59:52.964232,"(7.5, 17.0, 15.558823529411764)","(3.2, 4.1, 3.8428571428571425)","(16.0, 40.0, 39.214285714285715)","(4.6, 5.7, 5.595238095238095)","(3.4, 4.0, 3.892857142857143)","(8.5, 9.8, 9.180952380952382)","(17.0, 44.0, 33.333333333333336)","(10.0, 17.5, 16.52777777777778)"
15-12-2022 15:59:54.008255,"(7.5, 17.0, 15.558823529411764)","(3.2, 4.1, 3.823076923076923)","(16.0, 40.0, 39.214285714285715)","(4.6, 5.7, 5.595238095238095)","(3.4, 3.95, 3.8642857142857143)","(8.5, 9.8, 9.180952380952382)","(17.0, 44.0, 33.333333333333336)","(10.0, 17.5, 16.52777777777778)"
15-12-2022 15:59:55.025183,"(7.5, 17.0, 15.558823529411764)","(3.2, 4.1, 3.823076923076923)","(16.0, 40.0, 39.214285714285715)","(4.6, 5.7, 5.595238095238095)","(3.4, 3.95, 3.8195652173913044)","(8.5, 9.8, 9.3)","(17.0, 44.0, 33.333333333333336)","(10.0, 17.5, 16.178571428571427)"
15-12-2022 15:59:56.068556,"(7.5, 17.0, 15.833333333333334)","(3.2, 4.1, 3.823076923076923)","(16.0, 40.0, 37.8)","(4.6, 5.7, 5.595238095238095)","(3.4, 3.95, 3.8521739130434782)","(8.5, 9.8, 9.3)","(17.0, 44.0, 33.333333333333336)","(10.0, 16.5, 15.9375)"
15-12-2022 15:59:57.080040,"(7.5, 17.0, 16.526315789473685)","(3.2, 4.1, 3.823076923076923)","(16.0, 40.0, 37.8)","(4.6, 5.7, 5.595238095238095)","(3.4, 3.95, 3.8521739130434782)","(8.5, 9.8, 9.3)","(17.0, 44.0, 33.333333333333336)","(10.0, 16.5, 16.25)"
15-12-2022 15:59:58.108890,"(8.0, 17.0, 16.526315789473685)","(3.2, 4.1, 3.9499999999999997)","(16.0, 40.0, 39.266666666666666)","(4.6, 5.7, 5.595238095238095)","(3.4, 3.95, 3.8521739130434782)","(8.5, 9.8, 9.3)","(17.0, 44.0, 33.333333333333336)","(10.0, 17.0, 16.2)"
15-12-2022 15:59:59.115312,"(8.0, 17.0, 16.08695652173913)","(3.2, 4.2, 3.8249999999999997)","(16.0, 40.0, 39.266666666666666)","(4.6, 5.7, 5.58)","(3.4, 3.95, 3.8521739130434782)","(8.5, 9.8, 9.3)","(17.0, 44.0, 33.333333333333336)","(10.0, 17.0, 16.2)"
15-12-2022 16:00:00.169140,"(8.0, 17.0, 16.08695652173913)","(3.2, 4.2, 3.82)","(16.0, 40.0, 39.266666666666666)","(4.6, 5.7, 5.58)","(3.4, 3.95, 3.7)","(8.5, 9.8, 8.6625)","(17.0, 44.0, 36.61538461538461)","(10.0, 17.0, 17.333333333333332)"
15-12-2022 16:00:01.180562,"(8.0, 17.0, 15.6)","(3.2, 4.2, 3.82)","(16.0, 40.0, 39.266666666666666)","(4.6, 5.7, 5.58)","(3.4, 3.95, 3.7)","(8.5, 9.8, 8.6625)","(17.0, 44.0, 36.61538461538461)","(10.0, 18.5, 17.333333333333332)"
15-12-2022 16:00:02.157092,"(8.0, 17.0, 15.6)","(3.2, 4.2, 3.82)","(16.0, 40.0, 39.266666666666666)","(4.6, 5.7, 5.595238095238095)","(3.4, 3.95, 3.6687499999999997)","(8.5, 9.8, 8.563636363636363)","(17.0, 44.0, 36.61538461538461)","(10.0, 18.5, 17.333333333333332)"
15-12-2022 16:00:03.110446,"(8.0, 17.0, 15.6)","(3.2, 4.2, 3.8666666666666667)","(16.0, 40.0, 39.266666666666666)","(4.6, 5.7, 5.595238095238095)","(3.4, 3.95, 3.7)","(8.5, 9.8, 8.792592592592593)","(17.0, 44.0, 36.61538461538461)","(10.0, 18.5, 17.333333333333332)"
15-12-2022 16:00:04.127241,"(8.0, 17.0, 15.6)","(3.2, 4.2, 3.8363636363636364)","(16.0, 40.0, 39.15384615384615)","(4.6, 5.7, 5.595238095238095)","(3.4, 3.95, 3.5166666666666666)","(8.5, 9.8, 8.44)","(17.0, 44.0, 37.0)","(10.0, 18.5, 17.333333333333332)"
15-12-2022 16:00:05.119458,"(8.0, 17.0, 14.8125)","(3.2, 4.2, 4.085714285714285)","(16.0, 40.0, 39.15384615384615)","(4.6, 5.7, 5.595238095238095)","(3.4, 3.95, 3.8)","(8.5, 9.8, 8.5)","(19.0, 44.0, 37.0)","(10.0, 18.5, 17.333333333333332)"
15-12-2022 16:00:06.140992,"(8.0, 17.0, 14.8125)","(3.2, 4.2, 4.0)","(16.0, 40.0, 39.15384615384615)","(4.6, 5.7, 5.595238095238095)","(3.4, 3.9, 3.7)","(8.5, 9.8, 8.712)","(19.0, 44.0, 37.0)","(10.0, 18.5, 17.333333333333332)"
15-12-2022 16:00:07.222405,"(8.0, 17.0, 14.8125)","(3.2, 4.5, 4.01875)","(16.0, 40.0, 39.15384615384615)","(4.6, 5.7, 5.595238095238095)","(3.4, 3.9, 3.7346153846153847)","(8.5, 9.8, 9.407692307692308)","(19.0, 44.0, 37.0)","(10.0, 18.5, 16.82608695652174)"
15-12-2022 16:00:08.255300,"(8.0, 17.0, 14.8125)","(3.2, 4.5, 3.94)","(16.0, 40.0, 39.15384615384615)","(4.6, 5.7, 5.58)","(3.4, 3.85, 3.7346153846153847)","(8.5, 9.8, 9.730357142857143)","(19.0, 44.0, 37.0)","(10.0, 18.0, 16.82608695652174)"
15-12-2022 16:00:09.283629,"(8.0, 17.0, 14.8125)","(3.2, 4.5, 3.94)","(16.0, 40.0, 39.15384615384615)","(4.6, 5.7, 5.681818181818182)","(3.4, 3.85, 3.691176470588235)","(8.5, 9.8, 9.730357142857143)","(19.0, 44.0, 37.0)","(10.0, 18.0, 16.666666666666668)"
15-12-2022 16:00:10.371504,"(8.0, 17.0, 14.8125)","(3.2, 4.5, 3.9666666666666663)","(16.0, 40.0, 39.15384615384615)","(4.6, 5.7, 5.625)","(3.4, 3.85, 3.676470588235294)","(8.5, 9.8, 9.730357142857143)","(19.0, 44.0, 37.0)","(10.0, 17.5, 17.058823529411764)"
15-12-2022 16:00:11.397635,"(8.0, 17.0, 14.8125)","(3.2, 4.4, 3.95)","(16.0, 40.0, 39.15384615384615)","(4.6, 5.7, 5.545454545454546)","(3.4, 3.8, 3.676470588235294)","(8.5, 9.8, 9.730357142857143)","(19.0, 44.0, 37.0)","(10.0, 17.5, 16.666666666666668)"
15-12-2022 16:00:12.447615,"(8.0, 17.0, 15.653846153846153)","(3.2, 4.4, 3.925)","(16.0, 40.0, 39.15384615384615)","(4.6, 5.7, 5.545454545454546)","(3.4, 3.8, 3.65)","(8.5, 9.8, 9.730357142857143)","(19.0, 44.0, 37.0)","(10.0, 17.5, 16.666666666666668)"
15-12-2022 16:00:13.497785,"(8.0, 17.0, 15.653846153846153)","(3.2, 4.4, 4.1)","(16.0, 40.0, 39.15384615384615)","(4.6, 5.7, 5.545454545454546)","(3.4, 3.8, 3.65)","(8.5, 9.8, 9.730357142857143)","(19.0, 44.0, 30.0)","(10.0, 17.5, 16.666666666666668)"
15-12-2022 16:00:14.578464,"(8.0, 17.0, 15.653846153846153)","(3.2, 4.4, 4.0)","(16.0, 40.0, 39.15384615384615)","(4.6, 5.7, 5.545454545454546)","(3.3, 3.75, 3.65625)","(8.5, 9.8, 9.730357142857143)","(19.0, 44.0, 34.529411764705884)","(10.0, 17.5, 16.666666666666668)"
15-12-2022 16:00:15.639892,"(8.0, 17.0, 15.653846153846153)","(3.2, 4.4, 4.1)","(16.0, 40.0, 39.15384615384615)","(4.6, 5.7, 5.545454545454546)","(3.3, 3.75, 3.6315789473684212)","(8.5, 9.8, 9.730357142857143)","(19.0, 44.0, 34.529411764705884)","(10.0, 17.5, 16.666666666666668)"
15-12-2022 16:00:16.698678,"(8.0, 17.0, 15.653846153846153)","(3.2, 4.4, 4.1)","(16.0, 40.0, 39.15384615384615)","(4.6, 5.7, 5.545454545454546)","(3.3, 3.75, 3.6374999999999997)","(8.5, 9.8, 9.730357142857143)","(19.0, 44.0, 32.0)","(10.0, 17.5, 16.666666666666668)"
15-12-2022 16:00:17.714658,"(8.0, 17.0, 15.653846153846153)","(3.2, 4.4, 4.0)","(16.0, 40.0, 39.15384615384615)","(4.6, 5.7, 5.545454545454546)","(3.3, 3.75, 3.6374999999999997)","(8.5, 9.8, 9.730357142857143)","(19.0, 42.0, 32.0)","(10.0, 17.5, 16.666666666666668)"
15-12-2022 16:00:18.720380,"(8.0, 17.0, 15.653846153846153)","(3.2, 4.4, 4.1)","(16.0, 40.0, 39.15384615384615)","(4.6, 5.7, 5.545454545454546)","(3.3, 3.75, 3.6374999999999997)","(8.5, 9.8, 9.730357142857143)","(19.0, 42.0, 35.666666666666664)","(10.0, 17.5, 17.058823529411764)"
15-12-2022 16:00:19.761803,"(8.0, 17.0, 15.653846153846153)","(3.2, 4.4, 4.1)","(16.0, 40.0, 39.15384615384615)","(4.6, 5.7, 5.545454545454546)","(3.3, 3.75, 3.6374999999999997)","(8.5, 9.8, 9.730357142857143)","(19.0, 42.0, 39.625)","(10.0, 17.5, 17.058823529411764)"
15-12-2022 16:00:20.753187,"(8.0, 17.0, 15.653846153846153)","(3.2, 4.4, 4.0)","(16.0, 40.0, 39.08333333333333)","(4.6, 5.6, 5.566666666666666)","(3.3, 3.75, 3.6323529411764706)","(8.5, 9.8, 9.730357142857143)","(17.0, 42.0, 39.625)","(10.0, 17.5, 16.666666666666668)"
15-12-2022 16:00:21.798134,"(8.0, 17.0, 15.653846153846153)","(3.2, 4.4, 4.1)","(16.0, 40.0, 35.0)","(4.6, 5.6, 5.566666666666666)","(3.3, 3.75, 3.6184210526315788)","(8.5, 9.8, 9.730357142857143)","(17.0, 42.0, 39.625)","(10.0, 17.5, 17.058823529411764)"
15-12-2022 16:00:22.820043,"(8.0, 17.0, 15.653846153846153)","(3.2, 4.4, 4.0)","(16.0, 40.0, 35.0)","(4.6, 5.6, 5.55)","(3.3, 3.75, 3.7329545454545454)","(8.5, 9.8, 9.725714285714286)","(17.0, 42.0, 39.625)","(10.0, 17.5, 17.058823529411764)"
15-12-2022 16:00:23.829160,"(9.0, 17.0, 15.653846153846153)","(3.2, 4.4, 3.9)","(18.0, 40.0, 39.23076923076923)","(4.6, 5.6, 5.566666666666666)","(3.3, 3.75, 3.7392857142857143)","(8.0, 9.8, 9.725714285714286)","(17.0, 42.0, 39.625)","(11.0, 17.5, 17.058823529411764)"
15-12-2022 16:00:24.786698,"(9.0, 17.0, 15.653846153846153)","(3.2, 4.4, 3.8499999999999996)","(18.0, 40.0, 39.23076923076923)","(4.6, 5.6, 5.55)","(3.3, 3.75, 3.7392857142857143)","(8.0, 9.8, 9.725714285714286)","(17.0, 42.0, 39.625)","(11.0, 17.5, 17.058823529411764)"
15-12-2022 16:00:25.814510,"(9.0, 17.0, 15.653846153846153)","(3.2, 4.4, 3.8857142857142857)","(18.0, 40.0, 39.23076923076923)","(4.6, 5.6, 5.566666666666666)","(3.3, 3.75, 3.7392857142857143)","(8.0, 11.5, 11.476288659793815)","(17.0, 42.0, 39.625)","(11.0, 17.5, 17.058823529411764)"
15-12-2022 16:00:26.818170,"(9.0, 17.0, 15.653846153846153)","(3.2, 4.4, 3.8375)","(18.0, 40.0, 39.23076923076923)","(4.6, 5.6, 5.55)","(3.3, 3.75, 3.7329545454545454)","(8.0, 11.5, 11.302857142857142)","(17.0, 42.0, 39.625)","(11.0, 17.5, 17.058823529411764)"
15-12-2022 16:00:27.831269,"(9.0, 17.0, 15.653846153846153)","(3.2, 4.4, 3.8666666666666667)","(18.0, 40.0, 39.23076923076923)","(4.6, 5.6, 5.566666666666666)","(3.3, 3.75, 3.7216981132075473)","(8.0, 11.5, 11.166129032258064)","(17.0, 42.0, 39.625)","(11.0, 17.5, 17.058823529411764)"
15-12-2022 16:00:28.887231,"(9.0, 13.5, 13.375)","(3.2, 4.4, 4.2444444444444445)","(18.0, 40.0, 39.23076923076923)","(4.6, 5.6, 5.5212765957446805)","(3.3, 3.75, 3.691176470588235)","(8.0, 11.5, 9.781818181818181)","(17.0, 42.0, 35.64705882352941)","(11.0, 17.5, 17.058823529411764)"
15-12-2022 16:00:29.980708,"(9.0, 13.5, 13.25)","(3.2, 4.4, 4.216666666666667)","(18.0, 40.0, 38.57142857142857)","(4.6, 5.6, 5.5212765957446805)","(3.3, 3.75, 3.691176470588235)","(8.0, 11.5, 10.391666666666666)","(17.0, 42.0, 33.473684210526315)","(11.0, 17.5, 17.058823529411764)"
15-12-2022 16:00:31.061368,"(9.0, 13.5, 13.25)","(3.2, 4.4, 4.2)","(18.0, 40.0, 33.75)","(4.6, 5.6, 5.5212765957446805)","(3.2, 3.75, 3.691176470588235)","(8.0, 11.5, 10.278571428571428)","(17.0, 42.0, 31.2)","(11.0, 17.5, 17.058823529411764)"
15-12-2022 16:00:32.147094,"(9.0, 13.5, 12.75)","(3.2, 4.4, 4.321052631578947)","(18.0, 40.0, 33.0)","(4.6, 5.6, 5.5212765957446805)","(3.2, 3.75, 3.691176470588235)","(8.0, 11.5, 10.821428571428571)","(17.0, 42.0, 31.2)","(11.0, 17.5, 17.153846153846153)"
15-12-2022 16:00:33.201523,"(9.0, 13.5, 12.75)","(3.2, 4.4, 4.1230769230769235)","(19.0, 40.0, 33.0)","(4.6, 5.6, 5.541666666666666)","(3.2, 3.75, 3.7216981132075473)","(8.0, 11.5, 10.821428571428571)","(17.0, 42.0, 31.714285714285715)","(11.0, 19.0, 17.0)"
15-12-2022 16:00:34.225120,"(9.0, 13.5, 12.75)","(3.2, 4.4, 4.188235294117647)","(19.0, 40.0, 33.0)","(4.6, 5.6, 5.541666666666666)","(3.2, 3.75, 3.7216981132075473)","(8.0, 11.5, 10.821428571428571)","(17.0, 42.0, 31.714285714285715)","(11.0, 19.0, 17.0)"
15-12-2022 16:00:35.283237,"(9.0, 13.5, 12.75)","(3.2, 4.5, 4.316666666666666)","(19.0, 40.0, 33.0)","(4.6, 5.5, 5.239622641509434)","(3.2, 3.75, 3.7216981132075473)","(8.0, 11.5, 10.083333333333334)","(17.0, 42.0, 31.714285714285715)","(11.0, 19.0, 17.0)"
15-12-2022 16:00:36.295521,"(9.0, 13.5, 12.75)","(3.2, 4.5, 4.273529411764706)","(19.0, 40.0, 33.1578947368421)","(4.6, 5.4, 5.2)","(3.2, 3.75, 3.7083333333333335)","(8.0, 11.5, 10.65)","(17.0, 42.0, 31.714285714285715)","(11.0, 19.0, 17.0)"
15-12-2022 16:00:37.287008,"(9.0, 13.5, 12.75)","(3.2, 4.5, 4.273529411764706)","(19.0, 40.0, 33.1578947368421)","(4.6, 5.3, 4.871428571428571)","(3.2, 3.85, 3.79)","(8.0, 11.5, 10.65)","(17.0, 42.0, 31.714285714285715)","(11.0, 19.0, 16.714285714285715)"
15-12-2022 16:00:38.594548,"(9.0, 13.5, 13.066666666666666)","(3.2, 4.5, 4.316666666666666)","(19.0, 40.0, 33.1578947368421)","(4.6, 5.3, 4.833333333333333)","(3.2, 3.85, 3.6863636363636365)","(8.0, 11.5, 10.65)","(17.0, 42.0, 37.5)","(11.0, 19.0, 17.285714285714285)"
15-12-2022 16:00:40.028360,"(9.0, 13.5, 13.163636363636364)","(3.2, 4.5, 4.316666666666666)","(19.0, 38.0, 32.4)","(4.6, 5.3, 4.988888888888889)","(3.2, 3.85, 3.6863636363636365)","(8.0, 11.5, 9.612903225806452)","(17.0, 40.0, 36.0)","(11.0, 19.0, 17.285714285714285)"
15-12-2022 16:00:41.070412,"(9.0, 13.5, 13.163636363636364)","(3.2, 4.5, 4.316666666666666)","(19.0, 38.0, 32.4)","(4.6, 5.3, 4.988888888888889)","(3.2, 3.85, 3.6863636363636365)","(8.0, 9.8, 9.612903225806452)","(17.0, 38.0, 30.0)","(11.0, 19.0, 17.56)"
15-12-2022 16:00:42.198588,"(9.0, 13.5, 13.163636363636364)","(3.2, 4.5, 4.25)","(19.0, 38.0, 32.4)","(4.6, 5.3, 4.988888888888889)","(3.2, 3.85, 3.7441176470588236)","(8.0, 9.8, 9.592156862745098)","(17.0, 38.0, 30.0)","(11.0, 19.0, 17.56)"
15-12-2022 16:00:43.190852,"(9.0, 13.5, 12.8)","(3.2, 4.5, 4.242857142857143)","(19.0, 38.0, 33.2)","(4.6, 5.3, 5.005263157894737)","(3.2, 3.85, 3.7441176470588236)","(8.0, 9.6, 9.592156862745098)","(17.0, 38.0, 30.0)","(11.0, 19.0, 17.56)"
15-12-2022 16:00:44.202479,"(9.0, 13.5, 13.25)","(3.2, 4.5, 4.371428571428571)","(19.0, 38.0, 34.25)","(4.6, 5.3, 5.005263157894737)","(3.2, 3.85, 3.7441176470588236)","(8.0, 9.6, 9.0)","(17.0, 38.0, 30.0)","(11.0, 19.0, 17.56)"
15-12-2022 16:00:45.393676,"(9.0, 13.5, 13.25)","(3.2, 4.5, 4.430434782608695)","(19.0, 38.0, 34.666666666666664)","(4.6, 5.3, 5.005263157894737)","(3.2, 3.85, 3.7441176470588236)","(8.0, 9.6, 9.3)","(18.0, 38.0, 30.0)","(11.0, 19.0, 17.56)"
15-12-2022 16:00:46.479313,"(9.0, 13.5, 10.352713178294573)","(3.3, 4.5, 4.371428571428571)","(20.0, 38.0, 34.666666666666664)","(4.6, 5.3, 5.005263157894737)","(3.2, 3.85, 3.7441176470588236)","(8.0, 9.6, 9.3)","(18.0, 38.0, 30.0)","(11.0, 19.0, 16.75)"
15-12-2022 16:00:47.565798,"(9.0, 13.0, 12.785714285714285)","(3.3, 4.5, 4.371428571428571)","(20.0, 38.0, 34.666666666666664)","(4.6, 5.3, 5.005263157894737)","(3.2, 3.85, 3.7441176470588236)","(8.0, 9.6, 9.3)","(18.0, 38.0, 30.0)","(11.0, 19.0, 16.948275862068964)"
15-12-2022 16:00:48.844513,"(9.0, 13.0, 12.785714285714285)","(3.3, 4.5, 4.371428571428571)","(20.0, 38.0, 34.666666666666664)","(4.6, 5.3, 5.005263157894737)","(3.2, 3.85, 3.7441176470588236)","(8.0, 9.6, 9.45)","(18.0, 38.0, 30.0)","(11.0, 19.0, 16.166666666666668)"
15-12-2022 16:00:49.851069,"(9.0, 13.0, 12.785714285714285)","(3.3, 4.5, 4.371428571428571)","(20.0, 38.0, 34.666666666666664)","(4.6, 5.3, 5.005263157894737)","(3.2, 3.85, 3.7441176470588236)","(8.0, 9.6, 9.45)","(18.0, 38.0, 30.0)","(11.0, 19.0, 17.24137931034483)"
15-12-2022 16:00:51.115746,"(9.0, 13.0, 12.666666666666666)","(3.3, 4.5, 4.377272727272727)","(20.0, 38.0, 35.5)","(4.6, 5.2, 5.151612903225806)","(3.2, 3.9, 3.7249999999999996)","(8.0, 9.6, 9.45)","(18.0, 38.0, 30.545454545454547)","(11.0, 19.0, 17.5)"
15-12-2022 16:00:52.162415,"(9.0, 13.0, 10.07563025210084)","(3.3, 4.5, 4.420588235294118)","(20.0, 38.0, 35.5)","(4.6, 5.2, 5.151612903225806)","(3.2, 3.9, 3.7249999999999996)","(8.0, 9.6, 9.9)","(18.0, 36.0, 29.454545454545453)","(11.0, 19.0, 17.5)"
15-12-2022 16:00:53.249942,"(9.0, 12.5, 10.074257425742575)","(3.3, 5.1, 4.8999999999999995)","(20.0, 38.0, 35.142857142857146)","(4.6, 5.2, 5.151612903225806)","(3.2, 3.9, 3.6421052631578945)","(8.0, 11.0, 9.636363636363637)","(18.0, 34.0, 28.0)","(11.0, 19.0, 17.5)"
15-12-2022 16:00:54.386209,"(9.0, 12.0, 9.544444444444444)","(3.3, 5.1, 4.633333333333334)","(20.0, 38.0, 35.5)","(4.6, 5.2, 5.128571428571429)","(3.2, 3.9, 3.6421052631578945)","(8.0, 10.5, 9.353846153846154)","(18.0, 34.0, 28.0)","(11.0, 19.0, 17.3)"
15-12-2022 16:00:55.504884,"(8.5, 11.5, 9.56030534351145)","(3.3, 5.1, 4.91578947368421)","(20.0, 38.0, 35.5)","(4.6, 5.2, 5.128571428571429)","(3.2, 3.9, 3.7039999999999997)","(8.0, 10.0, 9.353846153846154)","(18.0, 34.0, 28.0)","(11.0, 19.0, 17.3)"
15-12-2022 16:00:56.551242,"(8.5, 11.5, 9.557894736842105)","(3.3, 5.1, 4.766666666666667)","(20.0, 38.0, 35.142857142857146)","(4.6, 5.2, 5.094736842105263)","(3.2, 3.9, 3.7039999999999997)","(8.0, 10.0, 8.976923076923077)","(18.0, 34.0, 28.0)","(11.0, 19.0, 17.3)"
15-12-2022 16:00:57.654552,"(8.5, 11.0, 10.127272727272727)","(3.3, 5.1, 4.933333333333333)","(20.0, 38.0, 36.46153846153846)","(4.6, 5.2, 5.144444444444445)","(3.2, 3.9, 3.7249999999999996)","(8.0, 9.8, 8.927272727272726)","(18.0, 34.0, 28.0)","(11.0, 19.0, 17.3)"
15-12-2022 16:00:58.808969,"(8.5, 11.0, 10.127272727272727)","(3.3, 5.1, 4.933333333333333)","(20.0, 38.0, 36.46153846153846)","(4.6, 5.2, 5.144444444444445)","(3.2, 3.9, 3.7249999999999996)","(8.0, 9.2, 8.927272727272726)","(18.0, 34.0, 28.0)","(11.0, 19.0, 17.3)"
15-12-2022 16:00:59.896696,"(8.5, 11.0, 10.127272727272727)","(3.3, 5.1, 4.933333333333333)","(20.0, 38.0, 36.90909090909091)","(4.6, 5.2, 5.113043478260869)","(3.2, 3.9, 3.7249999999999996)","(8.0, 9.2, 8.927272727272726)","(18.0, 34.0, 27.7)","(11.0, 19.0, 17.772727272727273)"
15-12-2022 16:01:01.040179,"(8.0, 11.0, 10.542857142857143)","(3.4, 5.1, 4.839130434782609)","(20.0, 38.0, 36.90909090909091)","(4.6, 5.2, 5.04)","(3.2, 3.9, 3.7249999999999996)","(8.0, 9.2, 8.927272727272726)","(18.0, 34.0, 27.7)","(11.0, 19.0, 17.772727272727273)"
15-12-2022 16:01:02.110194,"(8.0, 11.0, 10.542857142857143)","(3.4, 5.1, 4.933333333333333)","(20.0, 38.0, 36.90909090909091)","(4.6, 5.2, 5.129411764705883)","(3.2, 3.9, 3.7249999999999996)","(8.0, 9.2, 8.927272727272726)","(18.0, 34.0, 27.7)","(11.0, 19.0, 17.727272727272727)"
15-12-2022 16:01:03.156855,"(8.0, 11.0, 10.68)","(3.4, 5.1, 4.788888888888889)","(20.0, 38.0, 36.90909090909091)","(4.6, 5.2, 5.138636363636364)","(3.2, 3.9, 3.7796874999999996)","(8.0, 9.2, 8.95)","(18.0, 34.0, 27.7)","(11.0, 19.0, 17.727272727272727)"
15-12-2022 16:01:04.199002,"(8.0, 11.0, 10.709090909090909)","(3.4, 5.1, 4.490322580645161)","(20.0, 38.0, 37.0)","(4.6, 5.2, 5.138461538461539)","(3.2, 3.9, 3.5285714285714285)","(8.0, 9.8, 9.200000000000001)","(18.0, 32.0, 26.5)","(11.0, 19.0, 18.035714285714285)"
15-12-2022 16:01:05.210524,"(8.0, 11.0, 10.466666666666667)","(3.4, 5.0, 4.742857142857143)","(20.0, 40.0, 39.2)","(4.6, 5.2, 5.02)","(3.2, 3.85, 3.6884615384615387)","(8.0, 9.8, 9.192857142857143)","(18.0, 30.0, 28.5)","(11.0, 19.0, 18.035714285714285)"
15-12-2022 16:01:06.199666,"(8.0, 11.0, 10.68)","(3.4, 5.0, 4.707692307692308)","(20.0, 40.0, 39.2)","(4.6, 5.2, 5.04)","(3.2, 3.85, 3.6898305084745764)","(8.0, 9.8, 9.166666666666668)","(18.0, 30.0, 26.53846153846154)","(11.0, 19.0, 17.5625)"
15-12-2022 16:01:07.199817,"(8.0, 11.5, 11.33)","(3.4, 5.0, 4.67906976744186)","(20.0, 40.0, 39.6)","(4.6, 5.2, 5.04)","(3.2, 3.85, 3.5887096774193545)","(8.0, 9.8, 9.357894736842105)","(18.0, 30.0, 27.0)","(11.0, 18.5, 17.38888888888889)"
15-12-2022 16:01:08.213606,"(8.0, 11.5, 10.75625)","(3.4, 4.9, 4.6454545454545455)","(20.0, 40.0, 39.6)","(4.6, 5.2, 5.02)","(3.2, 3.85, 3.6971698113207547)","(8.0, 9.8, 9.376470588235295)","(18.0, 30.0, 25.0)","(11.0, 18.5, 17.38888888888889)"
15-12-2022 16:01:09.222262,"(8.0, 11.5, 10.75625)","(3.4, 4.9, 4.6454545454545455)","(20.0, 40.0, 39.6)","(4.6, 5.2, 5.138461538461539)","(3.2, 3.85, 3.7253846153846153)","(8.0, 9.8, 9.376470588235295)","(18.0, 30.0, 26.11111111111111)","(11.0, 18.5, 17.339285714285715)"
15-12-2022 16:01:10.200034,"(8.0, 12.0, 11.1375)","(3.4, 4.9, 4.719354838709678)","(20.0, 40.0, 39.6)","(4.6, 5.2, 5.1)","(3.2, 3.85, 3.7253846153846153)","(8.0, 9.8, 9.357894736842105)","(18.0, 30.0, 28.125)","(11.0, 18.5, 17.339285714285715)"
15-12-2022 16:01:11.270500,"(8.0, 12.0, 11.093023255813954)","(3.4, 4.8, 4.696153846153846)","(20.0, 40.0, 39.6)","(4.6, 5.2, 5.069230769230769)","(3.2, 3.85, 3.7253846153846153)","(8.0, 9.8, 9.414285714285715)","(18.0, 29.0, 26.666666666666664)","(11.0, 18.5, 17.630434782608695)"
15-12-2022 16:01:12.273520,"(8.0, 9.6, 9.399999999999999)","(3.4, 4.8, 4.699999999999999)","(20.0, 40.0, 39.6)","(4.6, 5.2, 5.140000000000001)","(3.2, 3.85, 3.6833333333333336)","(8.0, 9.8, 9.5)","(18.0, 29.0, 26.529411764705884)","(11.0, 18.5, 17.25)"
15-12-2022 16:01:13.276161,"(8.0, 10.5, 9.782608695652174)","(3.4, 4.8, 4.741176470588235)","(20.0, 40.0, 39.6)","(4.6, 5.3, 5.170175438596491)","(3.2, 3.8, 3.6914285714285713)","(8.0, 9.8, 9.5)","(18.0, 29.0, 26.529411764705884)","(11.0, 18.0, 17.25)"
15-12-2022 16:01:14.341233,"(8.0, 10.5, 9.947368421052632)","(3.4, 4.8, 4.714285714285714)","(20.0, 40.0, 39.6)","(4.6, 5.3, 5.170175438596491)","(3.2, 3.8, 3.726923076923077)","(8.0, 10.0, 9.76)","(18.0, 29.0, 26.5)","(11.0, 18.0, 17.166666666666668)"
