,Choir Boy,Dixon Bay,Sarodec,Liability,Elected,Hokahey,Ready For Better,Wickedn Lovinit
08-01-2023 13:57:45.696589,"(5.5, 7.8, 7.637037037037037)","(9.0, 13.0, 12.8)","(41.0, 170.0, 122.5)","(6.0, 7.4, 7.300709219858156)","(6.5, 8.4, 8.254545454545454)","(3.1, 4.7, 4.639130434782609)","(4.6, 5.3, 5.264556962025316)","(8.5, 10.5, 10.44)"
08-01-2023 13:57:46.784620,"(5.5, 7.8, 7.637037037037037)","(9.0, 13.0, 12.857142857142858)","(41.0, 170.0, 122.5)","(6.0, 7.4, 7.300709219858156)","(6.5, 8.4, 8.254545454545454)","(3.1, 4.7, 4.639130434782609)","(4.6, 5.3, 5.264556962025316)","(8.5, 10.5, 10.44)"
08-01-2023 13:57:47.910773,"(5.5, 7.8, 7.637037037037037)","(9.0, 13.0, 12.857142857142858)","(41.0, 170.0, 96.25)","(6.0, 7.4, 7.300709219858156)","(6.5, 8.4, 8.254545454545454)","(3.1, 4.7, 4.639130434782609)","(4.6, 5.3, 5.264556962025316)","(8.5, 10.5, 10.44)"
08-01-2023 13:57:49.088599,"(5.5, 7.8, 7.637037037037037)","(9.0, 13.0, 12.782608695652174)","(41.0, 160.0, 109.0)","(6.0, 7.4, 7.300709219858156)","(6.5, 8.4, 8.254545454545454)","(3.1, 4.7, 4.591428571428572)","(4.6, 5.3, 5.264556962025316)","(8.5, 10.5, 10.44)"
08-01-2023 13:57:50.270052,"(5.5, 7.8, 7.637037037037037)","(9.0, 13.0, 12.782608695652174)","(41.0, 160.0, 109.0)","(6.0, 7.4, 7.300709219858156)","(6.5, 8.4, 8.254545454545454)","(3.1, 4.7, 4.578571428571428)","(4.6, 5.3, 5.264556962025316)","(8.5, 10.5, 10.44)"
08-01-2023 13:57:51.481901,"(5.5, 7.8, 7.637037037037037)","(9.0, 13.0, 12.782608695652174)","(41.0, 160.0, 109.0)","(6.0, 7.4, 7.300709219858156)","(6.5, 8.4, 8.254545454545454)","(3.1, 4.6, 4.578571428571428)","(4.6, 5.3, 5.264556962025316)","(8.5, 10.5, 10.44)"
08-01-2023 13:57:52.634544,"(5.5, 7.8, 7.637037037037037)","(9.0, 13.0, 12.782608695652174)","(41.0, 160.0, 109.0)","(6.0, 7.4, 7.300709219858156)","(6.5, 8.4, 8.254545454545454)","(3.1, 4.6, 4.578571428571428)","(4.6, 5.3, 5.264556962025316)","(8.5, 10.5, 10.44)"
08-01-2023 13:57:53.793192,"(5.5, 7.8, 7.637037037037037)","(9.0, 13.0, 12.782608695652174)","(41.0, 150.0, 94.0)","(6.0, 7.4, 7.300709219858156)","(6.5, 8.4, 8.254545454545454)","(3.1, 4.6, 4.578571428571428)","(4.6, 5.3, 5.264556962025316)","(8.5, 10.5, 10.55)"
08-01-2023 13:57:54.917435,"(5.5, 7.8, 7.637037037037037)","(9.0, 13.0, 12.782608695652174)","(41.0, 150.0, 94.0)","(6.0, 7.4, 7.300709219858156)","(6.5, 8.4, 8.254545454545454)","(3.1, 4.6, 4.578571428571428)","(4.6, 5.3, 5.264556962025316)","(8.5, 11.0, 10.55)"
08-01-2023 13:57:55.993061,"(5.5, 7.8, 7.637037037037037)","(9.0, 13.0, 12.782608695652174)","(41.0, 150.0, 94.0)","(6.0, 7.4, 7.300709219858156)","(6.5, 8.4, 8.254545454545454)","(3.1, 4.6, 4.578571428571428)","(4.6, 5.3, 5.264556962025316)","(8.5, 11.0, 10.55)"
08-01-2023 13:57:57.088092,"(5.5, 7.8, 7.637037037037037)","(9.0, 13.0, 12.782608695652174)","(41.0, 150.0, 107.14285714285714)","(6.0, 7.4, 7.300709219858156)","(6.5, 8.4, 8.254545454545454)","(3.1, 4.6, 4.578571428571428)","(4.6, 5.3, 5.264556962025316)","(8.5, 11.0, 10.55)"
08-01-2023 13:57:58.202440,"(5.5, 7.8, 7.637037037037037)","(9.0, 13.0, 12.782608695652174)","(41.0, 150.0, 107.14285714285714)","(6.0, 7.4, 7.300709219858156)","(6.5, 8.4, 8.254545454545454)","(3.1, 4.6, 4.578571428571428)","(4.6, 5.3, 5.264556962025316)","(8.5, 11.0, 10.55)"
08-01-2023 13:57:59.299008,"(5.5, 7.8, 7.637037037037037)","(9.0, 13.0, 12.782608695652174)","(41.0, 150.0, 107.14285714285714)","(6.0, 7.4, 7.300709219858156)","(6.5, 8.4, 8.254545454545454)","(3.1, 4.6, 4.578571428571428)","(4.6, 5.3, 5.264556962025316)","(8.5, 11.0, 10.55)"
08-01-2023 13:58:00.414195,"(5.5, 7.8, 7.637037037037037)","(9.0, 13.0, 12.75609756097561)","(41.0, 150.0, 107.14285714285714)","(6.0, 7.4, 7.300709219858156)","(6.5, 8.4, 8.254545454545454)","(3.1, 4.6, 4.531818181818181)","(4.6, 5.3, 5.264556962025316)","(8.5, 11.0, 10.55)"
08-01-2023 13:58:01.527778,"(5.5, 7.8, 7.637037037037037)","(9.0, 13.0, 12.736842105263158)","(41.0, 150.0, 107.14285714285714)","(6.0, 7.4, 7.286486486486487)","(6.5, 8.4, 8.293333333333333)","(3.1, 4.6, 4.531818181818181)","(4.6, 5.3, 5.264556962025316)","(8.5, 11.0, 10.55)"
08-01-2023 13:58:02.603325,"(5.5, 7.8, 7.637037037037037)","(9.0, 13.0, 12.736842105263158)","(41.0, 150.0, 100.0)","(6.0, 7.4, 7.286486486486487)","(6.5, 8.4, 8.293333333333333)","(3.1, 4.6, 4.531818181818181)","(4.6, 5.3, 5.264556962025316)","(8.5, 11.0, 10.55)"
08-01-2023 13:58:03.660019,"(5.5, 7.8, 7.637037037037037)","(9.0, 13.0, 12.67741935483871)","(41.0, 150.0, 100.0)","(6.0, 7.4, 7.286486486486487)","(6.5, 8.4, 8.293333333333333)","(3.1, 4.6, 4.531818181818181)","(4.6, 5.3, 5.264556962025316)","(8.5, 11.0, 10.55)"
08-01-2023 13:58:04.686321,"(5.5, 7.8, 7.637037037037037)","(9.0, 13.0, 12.67741935483871)","(41.0, 150.0, 100.0)","(6.0, 7.4, 7.286486486486487)","(6.5, 8.4, 8.293333333333333)","(3.1, 4.6, 4.531818181818181)","(4.6, 5.3, 5.264556962025316)","(8.5, 11.0, 10.55)"
08-01-2023 13:58:05.705858,"(5.5, 7.8, 7.637037037037037)","(9.0, 13.0, 12.67741935483871)","(41.0, 150.0, 100.0)","(6.0, 7.4, 7.286486486486487)","(6.5, 8.4, 8.293333333333333)","(3.1, 4.6, 4.531818181818181)","(4.6, 5.3, 5.264556962025316)","(8.5, 11.0, 10.55)"
08-01-2023 13:58:06.781082,"(5.5, 7.8, 7.637037037037037)","(9.0, 13.0, 12.67741935483871)","(41.0, 150.0, 100.0)","(6.0, 7.4, 7.286486486486487)","(6.5, 8.4, 8.293333333333333)","(3.1, 4.6, 4.531818181818181)","(4.6, 5.3, 5.264556962025316)","(8.5, 11.0, 10.55)"
08-01-2023 13:58:07.812511,"(5.5, 7.8, 7.637037037037037)","(9.0, 13.0, 12.67741935483871)","(41.0, 160.0, 100.0)","(6.0, 7.4, 7.286486486486487)","(6.5, 8.4, 8.293333333333333)","(3.1, 4.6, 4.531818181818181)","(4.6, 5.3, 5.264556962025316)","(8.5, 11.0, 10.55)"
08-01-2023 13:58:08.835226,"(5.5, 7.8, 7.637037037037037)","(9.0, 13.0, 12.67741935483871)","(41.0, 160.0, 100.0)","(6.0, 7.4, 7.286486486486487)","(6.5, 8.4, 8.293333333333333)","(3.1, 4.6, 4.531818181818181)","(4.6, 5.3, 5.264556962025316)","(8.5, 11.0, 10.55)"
08-01-2023 13:58:09.858580,"(5.5, 7.8, 7.637037037037037)","(9.0, 13.0, 12.67741935483871)","(41.0, 160.0, 100.0)","(6.0, 7.4, 7.286486486486487)","(6.5, 8.4, 8.293333333333333)","(3.1, 4.6, 4.531818181818181)","(4.6, 5.3, 5.264556962025316)","(8.5, 11.0, 10.55)"
08-01-2023 13:58:10.872487,"(5.5, 7.8, 7.637037037037037)","(9.0, 13.0, 12.67741935483871)","(41.0, 160.0, 100.0)","(6.0, 7.4, 7.286486486486487)","(6.5, 8.4, 8.293333333333333)","(3.1, 4.6, 4.531818181818181)","(4.6, 5.3, 5.264556962025316)","(8.5, 11.0, 10.55)"
08-01-2023 13:58:11.922977,"(5.5, 7.8, 7.637037037037037)","(10.0, 13.0, 12.67741935483871)","(41.0, 120.0, 110.0)","(6.0, 7.4, 7.286486486486487)","(6.5, 8.4, 8.057142857142857)","(3.1, 4.6, 4.531818181818181)","(4.6, 5.3, 5.264556962025316)","(8.5, 11.0, 10.55)"
08-01-2023 13:58:12.994349,"(5.5, 7.8, 7.637037037037037)","(10.0, 13.0, 12.67741935483871)","(41.0, 120.0, 110.0)","(6.0, 7.4, 7.286486486486487)","(6.5, 8.4, 8.057142857142857)","(3.1, 4.6, 4.531818181818181)","(4.6, 5.3, 5.264556962025316)","(8.5, 11.0, 10.55)"
08-01-2023 13:58:14.053134,"(5.5, 7.8, 7.637037037037037)","(10.0, 13.0, 12.67741935483871)","(41.0, 120.0, 110.0)","(6.0, 7.4, 7.286486486486487)","(6.5, 8.4, 8.1)","(3.1, 4.6, 4.531818181818181)","(4.6, 5.3, 5.264556962025316)","(8.5, 11.0, 10.55)"
08-01-2023 13:58:15.111373,"(5.5, 7.8, 7.637037037037037)","(10.0, 13.0, 12.67741935483871)","(41.0, 120.0, 110.0)","(6.0, 7.4, 7.286486486486487)","(6.5, 8.4, 8.1)","(3.1, 4.6, 4.531818181818181)","(4.6, 5.3, 5.264556962025316)","(8.5, 11.0, 10.55)"
08-01-2023 13:58:16.133345,"(5.5, 7.8, 7.637037037037037)","(10.0, 13.0, 12.67741935483871)","(41.0, 120.0, 110.0)","(6.0, 7.4, 7.286486486486487)","(6.5, 8.4, 8.1)","(3.1, 4.6, 4.531818181818181)","(4.6, 5.3, 5.264556962025316)","(8.5, 11.0, 10.55)"
08-01-2023 13:58:17.137324,"(5.5, 7.8, 7.637037037037037)","(10.0, 13.0, 12.67741935483871)","(41.0, 120.0, 110.0)","(6.0, 7.4, 7.286486486486487)","(6.5, 8.4, 8.1)","(3.1, 4.6, 4.531818181818181)","(4.6, 5.3, 5.264556962025316)","(8.5, 11.0, 10.55)"
08-01-2023 13:58:18.201764,"(5.5, 7.8, 7.637037037037037)","(10.0, 13.0, 12.67741935483871)","(41.0, 120.0, 110.0)","(6.0, 7.4, 7.286486486486487)","(6.5, 8.4, 8.1)","(3.1, 4.6, 4.541379310344827)","(4.6, 5.3, 5.264556962025316)","(8.5, 11.0, 10.55)"
08-01-2023 13:58:19.219751,"(5.5, 7.8, 7.637037037037037)","(10.0, 13.0, 12.67741935483871)","(41.0, 120.0, 110.0)","(6.0, 7.4, 7.286486486486487)","(6.5, 8.4, 8.1)","(3.1, 4.6, 4.541379310344827)","(4.6, 5.3, 5.264556962025316)","(8.5, 11.0, 10.55)"
08-01-2023 13:58:20.195281,"(5.5, 7.8, 7.637037037037037)","(10.0, 13.0, 12.67741935483871)","(41.0, 120.0, 102.5)","(6.0, 7.4, 7.286486486486487)","(6.5, 8.4, 8.1)","(3.1, 4.6, 4.541379310344827)","(4.6, 5.3, 5.264556962025316)","(8.5, 11.0, 10.55)"
08-01-2023 13:58:21.192867,"(5.5, 7.8, 7.637037037037037)","(10.0, 13.0, 12.67741935483871)","(41.0, 120.0, 102.5)","(6.0, 7.4, 7.286486486486487)","(6.5, 8.4, 8.1)","(3.1, 4.6, 4.541379310344827)","(4.6, 5.3, 5.264556962025316)","(8.5, 11.0, 10.55)"
08-01-2023 13:58:22.256773,"(5.5, 7.8, 7.637037037037037)","(10.0, 13.0, 12.67741935483871)","(41.0, 120.0, 102.5)","(6.0, 7.4, 7.286486486486487)","(6.5, 8.4, 8.1)","(3.1, 4.6, 4.541379310344827)","(4.6, 5.3, 5.264556962025316)","(8.5, 11.0, 10.55)"
08-01-2023 13:58:23.357898,"(5.5, 7.8, 7.637037037037037)","(10.0, 12.5, 12.394736842105264)","(41.0, 120.0, 102.5)","(6.0, 7.4, 7.286486486486487)","(6.5, 8.4, 8.1)","(3.1, 4.6, 4.541379310344827)","(4.6, 5.3, 5.264556962025316)","(8.5, 11.0, 10.55)"
08-01-2023 13:58:24.472553,"(5.5, 7.8, 7.637037037037037)","(10.0, 12.5, 12.394736842105264)","(41.0, 120.0, 102.5)","(6.0, 7.4, 7.286486486486487)","(6.5, 8.4, 8.1)","(3.1, 4.6, 4.541379310344827)","(4.6, 5.3, 5.264556962025316)","(8.5, 11.0, 10.55)"
08-01-2023 13:58:25.568540,"(5.5, 7.8, 7.637037037037037)","(10.0, 12.5, 12.394736842105264)","(41.0, 120.0, 102.5)","(6.0, 7.4, 7.286486486486487)","(6.5, 8.4, 8.1)","(3.1, 4.6, 4.541379310344827)","(4.6, 5.3, 5.264556962025316)","(8.5, 11.0, 10.55)"
08-01-2023 13:58:26.849680,"(5.5, 7.8, 7.637037037037037)","(10.0, 12.5, 12.394736842105264)","(41.0, 120.0, 102.5)","(6.0, 7.4, 7.286486486486487)","(6.5, 8.4, 8.1)","(3.1, 4.6, 4.541379310344827)","(4.6, 5.3, 5.264556962025316)","(8.5, 11.0, 10.55)"
08-01-2023 13:58:28.063507,"(5.5, 7.8, 7.637037037037037)","(10.0, 12.5, 12.394736842105264)","(41.0, 120.0, 102.5)","(6.0, 7.4, 7.286486486486487)","(6.5, 8.4, 8.1)","(3.1, 4.6, 4.541379310344827)","(4.6, 5.3, 5.264556962025316)","(8.5, 11.0, 10.55)"
08-01-2023 13:58:29.279209,"(5.5, 7.8, 7.637037037037037)","(10.0, 12.5, 12.394736842105264)","(41.0, 120.0, 102.5)","(6.0, 7.4, 7.286486486486487)","(6.5, 8.4, 8.1)","(3.1, 4.6, 4.541379310344827)","(4.6, 5.3, 5.264556962025316)","(8.5, 11.0, 10.55)"
08-01-2023 13:58:30.483726,"(5.5, 7.8, 7.637037037037037)","(10.0, 12.5, 12.394736842105264)","(41.0, 120.0, 102.5)","(6.0, 7.4, 7.286486486486487)","(6.5, 8.4, 8.1)","(3.1, 4.6, 4.541379310344827)","(4.6, 5.3, 5.264556962025316)","(8.5, 11.0, 10.55)"
08-01-2023 13:58:31.754959,"(5.5, 7.8, 7.637037037037037)","(10.0, 12.5, 12.394736842105264)","(41.0, 120.0, 102.5)","(6.0, 7.4, 7.286486486486487)","(6.5, 8.4, 8.1)","(3.1, 4.6, 4.541379310344827)","(4.6, 5.3, 5.264556962025316)","(8.5, 11.0, 10.55)"
08-01-2023 13:58:32.981418,"(5.5, 7.8, 7.637037037037037)","(10.0, 12.5, 12.394736842105264)","(41.0, 120.0, 102.5)","(6.0, 7.4, 7.286486486486487)","(6.5, 8.4, 8.1)","(3.1, 4.6, 4.541379310344827)","(4.6, 5.3, 5.264556962025316)","(8.5, 11.0, 10.55)"
08-01-2023 13:58:34.121660,"(5.5, 7.8, 7.637037037037037)","(10.0, 12.5, 12.394736842105264)","(41.0, 120.0, 102.5)","(6.0, 7.4, 7.286486486486487)","(6.5, 8.4, 8.1)","(3.1, 4.6, 4.541379310344827)","(4.6, 5.3, 5.264556962025316)","(8.5, 11.0, 10.55)"
08-01-2023 13:58:35.245693,"(5.5, 7.8, 7.637037037037037)","(10.0, 12.5, 12.394736842105264)","(41.0, 120.0, 102.5)","(6.0, 7.4, 7.286486486486487)","(6.5, 8.4, 8.133333333333333)","(3.1, 4.6, 4.541379310344827)","(4.6, 5.3, 5.264556962025316)","(8.5, 11.0, 10.55)"
08-01-2023 13:58:36.295373,"(5.5, 7.8, 7.637037037037037)","(10.0, 12.5, 12.394736842105264)","(41.0, 120.0, 102.5)","(6.0, 7.4, 7.286486486486487)","(6.5, 8.4, 8.133333333333333)","(3.1, 4.6, 4.541379310344827)","(4.6, 5.3, 5.264556962025316)","(8.5, 11.0, 10.55)"
08-01-2023 13:58:37.356004,"(5.5, 7.8, 7.637037037037037)","(10.0, 12.5, 12.394736842105264)","(41.0, 120.0, 102.5)","(6.0, 7.4, 7.286486486486487)","(6.5, 8.4, 8.133333333333333)","(3.1, 4.6, 4.541379310344827)","(4.6, 5.3, 5.264556962025316)","(8.5, 11.0, 10.55)"
08-01-2023 13:58:38.440002,"(5.5, 7.8, 7.637037037037037)","(10.0, 12.5, 12.394736842105264)","(41.0, 120.0, 102.5)","(6.0, 7.4, 7.286486486486487)","(6.5, 8.4, 8.133333333333333)","(3.1, 4.6, 4.541379310344827)","(4.6, 5.3, 5.264556962025316)","(8.5, 11.0, 10.55)"
08-01-2023 13:58:39.573365,"(5.5, 7.8, 7.637037037037037)","(10.0, 12.5, 12.394736842105264)","(41.0, 120.0, 102.5)","(6.0, 7.4, 7.286486486486487)","(6.5, 8.4, 8.133333333333333)","(3.1, 4.6, 4.541379310344827)","(4.6, 5.3, 5.264556962025316)","(8.5, 11.0, 10.55)"
08-01-2023 13:58:40.695675,"(5.5, 7.8, 7.637037037037037)","(10.0, 12.5, 12.394736842105264)","(41.0, 120.0, 102.5)","(6.0, 7.4, 7.286486486486487)","(6.5, 8.4, 8.133333333333333)","(3.1, 4.6, 4.541379310344827)","(4.6, 5.3, 5.264556962025316)","(8.5, 11.0, 10.55)"
08-01-2023 13:58:41.759025,"(5.5, 7.8, 7.637037037037037)","(10.0, 12.5, 12.394736842105264)","(41.0, 120.0, 102.5)","(6.0, 7.4, 7.286486486486487)","(6.5, 8.4, 8.133333333333333)","(3.1, 4.6, 4.541379310344827)","(4.6, 5.3, 5.264556962025316)","(8.5, 11.0, 10.55)"
08-01-2023 13:58:42.868628,"(5.5, 7.8, 7.637037037037037)","(10.0, 12.5, 12.394736842105264)","(41.0, 120.0, 102.5)","(6.0, 7.4, 7.286486486486487)","(6.5, 8.4, 8.133333333333333)","(3.1, 4.6, 4.541379310344827)","(4.6, 5.3, 5.264556962025316)","(8.5, 11.0, 10.55)"
08-01-2023 13:58:43.898216,"(5.5, 7.8, 7.637037037037037)","(10.0, 12.5, 12.394736842105264)","(41.0, 120.0, 102.5)","(6.0, 7.4, 7.286486486486487)","(6.5, 8.4, 8.133333333333333)","(3.1, 4.6, 4.541379310344827)","(4.6, 5.3, 5.264556962025316)","(8.5, 11.0, 10.55)"
08-01-2023 13:58:44.986612,"(5.5, 7.8, 7.637037037037037)","(10.0, 12.5, 12.394736842105264)","(41.0, 120.0, 90.83333333333333)","(6.0, 7.4, 7.286486486486487)","(6.5, 8.4, 8.133333333333333)","(3.1, 4.6, 4.541379310344827)","(4.6, 5.3, 5.264556962025316)","(8.5, 11.0, 10.55)"
08-01-2023 13:58:46.026296,"(5.5, 7.8, 7.637037037037037)","(10.0, 12.5, 12.394736842105264)","(41.0, 120.0, 90.83333333333333)","(6.0, 7.4, 7.286486486486487)","(6.5, 8.4, 8.133333333333333)","(3.1, 4.6, 4.541379310344827)","(4.6, 5.3, 5.264556962025316)","(8.5, 11.0, 10.55)"
08-01-2023 13:58:47.150099,"(5.5, 7.8, 7.637037037037037)","(10.0, 12.5, 12.394736842105264)","(41.0, 120.0, 90.83333333333333)","(6.0, 7.4, 7.286486486486487)","(6.5, 8.4, 8.133333333333333)","(3.1, 4.6, 4.529166666666667)","(4.6, 5.3, 5.315789473684211)","(8.5, 11.0, 10.55)"
08-01-2023 13:58:48.221439,"(5.5, 7.8, 7.637037037037037)","(10.0, 12.5, 12.394736842105264)","(41.0, 120.0, 90.83333333333333)","(6.0, 7.4, 7.286486486486487)","(6.5, 8.4, 8.133333333333333)","(3.1, 4.6, 4.529166666666667)","(4.6, 5.4, 5.315789473684211)","(8.5, 11.0, 10.55)"
08-01-2023 13:58:49.248339,"(5.5, 7.8, 7.637037037037037)","(10.0, 12.5, 12.394736842105264)","(41.0, 120.0, 90.83333333333333)","(6.0, 7.4, 7.286486486486487)","(6.5, 8.4, 8.133333333333333)","(3.1, 4.6, 4.529166666666667)","(4.6, 5.4, 5.315789473684211)","(8.5, 11.0, 10.55)"
08-01-2023 13:58:50.280287,"(5.5, 7.8, 7.637037037037037)","(10.0, 12.5, 12.394736842105264)","(41.0, 120.0, 90.83333333333333)","(6.0, 7.4, 7.286486486486487)","(6.5, 8.4, 8.133333333333333)","(3.1, 4.6, 4.529166666666667)","(4.6, 5.4, 5.315789473684211)","(8.5, 11.0, 10.55)"
08-01-2023 13:58:51.337596,"(5.5, 7.8, 7.637037037037037)","(10.0, 12.5, 12.394736842105264)","(41.0, 120.0, 90.83333333333333)","(6.0, 7.4, 7.286486486486487)","(6.5, 8.4, 8.133333333333333)","(3.1, 4.6, 4.529166666666667)","(4.6, 5.4, 5.315789473684211)","(8.5, 11.0, 10.55)"
08-01-2023 13:58:52.423377,"(5.5, 7.8, 7.637037037037037)","(10.0, 12.5, 12.394736842105264)","(41.0, 120.0, 90.83333333333333)","(6.0, 7.4, 7.286486486486487)","(6.5, 8.4, 8.133333333333333)","(3.1, 4.6, 4.529166666666667)","(4.6, 5.4, 5.315789473684211)","(8.5, 11.0, 10.55)"
08-01-2023 13:58:53.527029,"(5.5, 7.8, 7.637037037037037)","(10.0, 12.5, 12.394736842105264)","(41.0, 120.0, 90.83333333333333)","(6.0, 7.4, 7.286486486486487)","(6.5, 8.4, 8.133333333333333)","(3.1, 4.6, 4.529166666666667)","(4.6, 5.4, 5.315789473684211)","(8.5, 11.0, 10.55)"
08-01-2023 13:58:54.610261,"(5.5, 7.8, 7.637037037037037)","(10.0, 12.5, 12.394736842105264)","(41.0, 120.0, 90.83333333333333)","(6.0, 7.4, 7.286486486486487)","(6.5, 8.4, 8.133333333333333)","(3.1, 4.6, 4.529166666666667)","(4.6, 5.4, 5.315789473684211)","(8.5, 11.0, 10.55)"
08-01-2023 13:58:55.669028,"(5.5, 7.8, 7.637037037037037)","(10.0, 12.5, 12.394736842105264)","(41.0, 120.0, 90.83333333333333)","(6.0, 7.4, 7.286486486486487)","(6.5, 8.4, 8.133333333333333)","(3.1, 4.6, 4.529166666666667)","(4.6, 5.4, 5.315789473684211)","(8.5, 11.0, 10.55)"
08-01-2023 13:58:56.692121,"(5.5, 7.8, 7.637037037037037)","(10.0, 12.5, 12.394736842105264)","(41.0, 120.0, 90.83333333333333)","(6.0, 7.4, 7.286486486486487)","(6.5, 8.4, 8.133333333333333)","(3.1, 4.6, 4.529166666666667)","(4.6, 5.4, 5.315789473684211)","(8.5, 11.0, 10.55)"
08-01-2023 13:58:57.765886,"(5.5, 7.8, 7.637037037037037)","(10.0, 12.5, 12.394736842105264)","(41.0, 120.0, 90.83333333333333)","(6.0, 7.4, 7.286486486486487)","(6.5, 8.4, 8.133333333333333)","(3.1, 4.6, 4.529166666666667)","(4.6, 5.4, 5.315789473684211)","(8.5, 11.0, 10.55)"
08-01-2023 13:58:58.864693,"(5.5, 7.8, 7.637037037037037)","(10.0, 12.5, 12.394736842105264)","(41.0, 120.0, 90.83333333333333)","(6.0, 7.4, 7.286486486486487)","(6.5, 8.4, 8.133333333333333)","(3.1, 4.6, 4.529166666666667)","(4.6, 5.4, 5.315789473684211)","(8.5, 11.0, 10.55)"
08-01-2023 13:59:00.014670,"(5.5, 7.8, 7.637037037037037)","(10.0, 12.5, 12.394736842105264)","(41.0, 120.0, 90.83333333333333)","(6.0, 7.4, 7.286486486486487)","(6.5, 8.4, 8.133333333333333)","(3.1, 4.6, 4.541379310344827)","(4.6, 5.4, 5.315789473684211)","(8.5, 11.0, 10.55)"
08-01-2023 13:59:01.115643,"(5.5, 7.8, 7.637037037037037)","(10.0, 12.5, 12.394736842105264)","(41.0, 120.0, 90.83333333333333)","(6.0, 7.4, 7.286486486486487)","(6.5, 8.4, 8.133333333333333)","(3.1, 4.6, 4.541379310344827)","(4.6, 5.4, 5.315789473684211)","(8.5, 11.0, 10.55)"
08-01-2023 13:59:02.193485,"(5.5, 7.8, 7.637037037037037)","(10.0, 12.5, 12.394736842105264)","(41.0, 110.0, 93.33333333333333)","(6.0, 7.4, 7.286486486486487)","(6.5, 8.4, 8.133333333333333)","(3.1, 4.6, 4.541379310344827)","(4.6, 5.4, 5.315789473684211)","(8.5, 11.0, 10.55)"
08-01-2023 13:59:03.273936,"(5.5, 7.8, 7.637037037037037)","(10.0, 12.5, 12.394736842105264)","(41.0, 110.0, 93.33333333333333)","(6.0, 7.4, 7.286486486486487)","(6.5, 8.4, 8.133333333333333)","(3.1, 4.6, 4.541379310344827)","(4.6, 5.4, 5.315789473684211)","(8.5, 11.0, 10.55)"
08-01-2023 13:59:04.375695,"(5.5, 7.8, 7.637037037037037)","(10.0, 12.5, 12.394736842105264)","(41.0, 110.0, 93.33333333333333)","(6.0, 7.4, 7.286486486486487)","(6.5, 8.4, 8.133333333333333)","(3.1, 4.6, 4.541379310344827)","(4.6, 5.4, 5.315789473684211)","(8.5, 11.0, 10.55)"
08-01-2023 13:59:05.533186,"(5.5, 7.8, 7.637037037037037)","(10.0, 12.5, 12.394736842105264)","(41.0, 110.0, 93.33333333333333)","(6.0, 7.4, 7.298591549295775)","(6.5, 8.4, 8.133333333333333)","(3.1, 4.6, 4.541379310344827)","(4.6, 5.4, 5.315789473684211)","(8.5, 11.0, 10.55)"
08-01-2023 13:59:06.730117,"(5.5, 7.8, 7.637037037037037)","(10.0, 12.5, 12.394736842105264)","(41.0, 110.0, 93.33333333333333)","(6.0, 7.4, 7.298591549295775)","(6.5, 8.4, 8.133333333333333)","(3.1, 4.6, 4.541379310344827)","(4.6, 5.4, 5.315789473684211)","(8.5, 11.0, 10.55)"
08-01-2023 13:59:07.961168,"(5.5, 7.8, 7.637037037037037)","(10.0, 12.5, 12.394736842105264)","(41.0, 110.0, 93.33333333333333)","(6.0, 7.4, 7.298591549295775)","(6.5, 8.4, 8.133333333333333)","(3.1, 4.6, 4.541379310344827)","(4.6, 5.4, 5.315789473684211)","(8.5, 11.0, 10.55)"
08-01-2023 13:59:09.220480,"(5.5, 7.8, 7.637037037037037)","(10.0, 12.5, 12.394736842105264)","(41.0, 110.0, 93.33333333333333)","(6.0, 7.4, 7.298591549295775)","(6.5, 8.4, 8.133333333333333)","(3.1, 4.6, 4.541379310344827)","(4.6, 5.4, 5.315789473684211)","(8.5, 11.0, 10.55)"
08-01-2023 13:59:10.523853,"(5.5, 7.8, 7.637037037037037)","(10.0, 12.5, 12.394736842105264)","(41.0, 110.0, 93.33333333333333)","(6.0, 7.4, 7.298591549295775)","(6.5, 8.4, 8.133333333333333)","(3.1, 4.6, 4.541379310344827)","(4.6, 5.4, 5.315789473684211)","(8.5, 11.0, 10.55)"
08-01-2023 13:59:11.704919,"(5.5, 7.8, 7.637037037037037)","(10.0, 12.5, 12.394736842105264)","(41.0, 110.0, 93.33333333333333)","(6.0, 7.4, 7.298591549295775)","(6.5, 8.4, 8.133333333333333)","(3.1, 4.6, 4.541379310344827)","(4.6, 5.4, 5.315789473684211)","(8.5, 11.0, 10.55)"
08-01-2023 13:59:12.966633,"(5.5, 7.8, 7.637037037037037)","(10.0, 12.5, 12.394736842105264)","(41.0, 110.0, 93.33333333333333)","(6.0, 7.4, 7.298591549295775)","(6.5, 8.4, 8.133333333333333)","(3.1, 4.6, 4.541379310344827)","(4.6, 5.4, 5.315789473684211)","(8.5, 11.0, 10.55)"
08-01-2023 13:59:14.049551,"(5.5, 7.8, 7.637037037037037)","(10.0, 12.5, 12.394736842105264)","(41.0, 110.0, 93.33333333333333)","(6.0, 7.4, 7.298591549295775)","(6.5, 8.4, 8.133333333333333)","(3.1, 4.6, 4.541379310344827)","(4.6, 5.4, 5.315789473684211)","(8.5, 11.0, 10.55)"
