,Peking Goose,Shutdown,Farmor Order,Free Drop,Just Like Honey,Money Tears,Skyline,Big Nose Ted
07-01-2023 17:24:28.040942,"(61.0, 540.0, 131.66666666666669)","(3.3, 4.5, 4.328571428571428)","(16.0, 44.0, 27.88888888888889)","(6.0, 9.6, 7.92)","(4.2, 7.6, 4.72)","(3.9, 9.0, 5.666666666666667)","(9.0, 19.0, 17.4)","(5.5, 10.5, 7.135294117647058)"
07-01-2023 17:24:29.040818,"(61.0, 540.0, 131.66666666666669)","(3.3, 4.5, 4.328571428571428)","(16.0, 44.0, 27.88888888888889)","(6.0, 9.6, 7.92)","(4.2, 7.6, 4.72)","(3.9, 9.0, 5.666666666666667)","(9.0, 19.0, 17.4)","(5.5, 10.5, 7.135294117647058)"
07-01-2023 17:24:30.088309,"(61.0, 530.0, 146.0)","(3.3, 4.5, 4.328571428571428)","(16.0, 44.0, 27.88888888888889)","(6.0, 9.6, 7.92)","(4.2, 7.6, 4.72)","(3.9, 9.0, 5.666666666666667)","(9.0, 19.0, 17.4)","(5.5, 10.5, 7.135294117647058)"
07-01-2023 17:24:31.180945,"(61.0, 530.0, 146.0)","(3.3, 4.5, 4.328571428571428)","(16.0, 44.0, 27.88888888888889)","(6.0, 9.6, 7.92)","(4.2, 7.6, 4.72)","(3.9, 9.0, 5.666666666666667)","(9.0, 19.0, 17.4)","(5.5, 10.5, 7.135294117647058)"
07-01-2023 17:24:32.241114,"(61.0, 530.0, 146.0)","(3.3, 4.5, 4.328571428571428)","(16.0, 44.0, 27.88888888888889)","(6.0, 9.6, 7.92)","(4.2, 7.6, 4.72)","(3.9, 9.0, 5.666666666666667)","(9.0, 19.0, 17.4)","(5.5, 10.5, 7.135294117647058)"
07-01-2023 17:24:33.315144,"(61.0, 530.0, 146.0)","(3.3, 4.5, 4.328571428571428)","(16.0, 44.0, 27.88888888888889)","(6.0, 9.6, 7.92)","(4.2, 7.6, 4.72)","(3.9, 9.0, 5.666666666666667)","(9.0, 19.0, 17.4)","(5.5, 10.5, 7.135294117647058)"
07-01-2023 17:24:34.374063,"(61.0, 530.0, 146.0)","(3.3, 4.5, 4.328571428571428)","(16.0, 44.0, 27.88888888888889)","(6.0, 9.6, 7.92)","(4.2, 7.6, 4.72)","(3.9, 9.0, 5.666666666666667)","(9.0, 19.0, 17.4)","(5.5, 10.5, 7.135294117647058)"
07-01-2023 17:24:35.441257,"(61.0, 530.0, 146.0)","(3.3, 4.5, 4.328571428571428)","(16.0, 44.0, 27.88888888888889)","(6.0, 9.6, 7.92)","(4.2, 7.6, 4.72)","(3.9, 9.0, 5.666666666666667)","(9.0, 19.0, 17.4)","(5.5, 10.5, 7.135294117647058)"
07-01-2023 17:24:36.466926,"(61.0, 530.0, 146.0)","(3.3, 4.5, 4.328571428571428)","(16.0, 44.0, 27.88888888888889)","(6.0, 9.6, 7.92)","(4.2, 7.6, 4.72)","(3.9, 9.0, 5.666666666666667)","(9.0, 19.0, 17.4)","(5.5, 10.5, 7.135294117647058)"
07-01-2023 17:24:37.536070,"(61.0, 530.0, 146.0)","(3.3, 4.5, 4.328571428571428)","(16.0, 44.0, 27.88888888888889)","(6.0, 9.6, 7.92)","(4.2, 7.6, 4.72)","(3.9, 9.0, 5.666666666666667)","(9.0, 19.0, 17.4)","(5.5, 10.5, 7.135294117647058)"
07-01-2023 17:24:38.560756,"(61.0, 530.0, 146.0)","(3.3, 4.5, 4.328571428571428)","(16.0, 44.0, 27.88888888888889)","(6.0, 9.6, 7.92)","(4.2, 7.6, 4.72)","(3.9, 9.0, 5.666666666666667)","(9.0, 19.0, 17.4)","(5.5, 10.5, 7.135294117647058)"
07-01-2023 17:24:39.607574,"(61.0, 530.0, 146.0)","(3.3, 4.5, 4.328571428571428)","(16.0, 44.0, 27.88888888888889)","(6.0, 9.6, 7.92)","(4.2, 7.6, 4.72)","(3.9, 9.0, 5.666666666666667)","(9.0, 19.0, 17.4)","(5.5, 10.5, 7.135294117647058)"
07-01-2023 17:24:40.673922,"(61.0, 530.0, 146.0)","(3.3, 4.5, 4.328571428571428)","(16.0, 44.0, 27.88888888888889)","(6.0, 9.6, 7.92)","(4.2, 7.6, 4.72)","(3.9, 9.0, 5.666666666666667)","(9.0, 19.0, 15.9)","(5.5, 10.5, 7.135294117647058)"
07-01-2023 17:24:41.736128,"(61.0, 530.0, 146.0)","(3.3, 4.5, 4.328571428571428)","(16.0, 44.0, 24.666666666666664)","(6.0, 9.6, 7.92)","(4.2, 7.6, 4.72)","(3.9, 9.0, 5.666666666666667)","(9.0, 18.5, 15.9)","(5.5, 10.5, 7.135294117647058)"
07-01-2023 17:24:42.816665,"(61.0, 530.0, 146.0)","(3.3, 4.5, 4.328571428571428)","(16.0, 44.0, 24.666666666666664)","(6.0, 9.6, 7.92)","(4.2, 7.6, 4.72)","(3.9, 9.0, 4.771428571428571)","(9.0, 18.5, 15.9)","(5.5, 10.5, 7.135294117647058)"
07-01-2023 17:24:43.932274,"(61.0, 530.0, 146.0)","(3.3, 4.5, 4.328571428571428)","(16.0, 44.0, 24.666666666666664)","(6.0, 9.6, 7.92)","(4.2, 7.6, 4.72)","(3.9, 9.4, 4.771428571428571)","(9.0, 18.5, 15.9)","(5.5, 10.5, 7.135294117647058)"
07-01-2023 17:24:44.945244,"(61.0, 530.0, 146.0)","(3.3, 4.5, 4.328571428571428)","(16.0, 44.0, 24.666666666666664)","(6.0, 9.6, 7.92)","(4.2, 7.6, 4.72)","(3.9, 9.4, 5.155555555555555)","(9.0, 18.5, 15.9)","(5.5, 10.5, 7.135294117647058)"
07-01-2023 17:24:45.893476,"(61.0, 530.0, 146.0)","(3.3, 4.5, 4.328571428571428)","(16.0, 44.0, 24.666666666666664)","(6.0, 9.6, 7.92)","(4.2, 7.6, 4.72)","(3.9, 9.2, 5.155555555555555)","(9.0, 18.5, 15.9)","(5.5, 10.5, 7.135294117647058)"
07-01-2023 17:24:46.902903,"(61.0, 530.0, 146.0)","(3.3, 4.5, 4.328571428571428)","(16.0, 44.0, 24.666666666666664)","(6.0, 9.6, 7.92)","(4.2, 7.6, 4.72)","(3.9, 9.2, 5.155555555555555)","(9.0, 18.5, 15.9)","(5.5, 10.5, 7.135294117647058)"
07-01-2023 17:24:47.913244,"(61.0, 530.0, 146.0)","(3.3, 4.5, 4.328571428571428)","(16.0, 44.0, 24.666666666666664)","(6.0, 9.6, 7.92)","(4.2, 7.6, 4.72)","(3.9, 9.2, 5.155555555555555)","(9.0, 18.5, 15.9)","(5.5, 10.5, 7.135294117647058)"
07-01-2023 17:24:48.988443,"(61.0, 530.0, 146.0)","(3.3, 4.5, 4.328571428571428)","(16.0, 44.0, 24.666666666666664)","(6.0, 9.6, 7.92)","(4.2, 7.6, 4.72)","(3.9, 9.2, 5.155555555555555)","(9.0, 18.5, 15.9)","(5.5, 10.5, 7.135294117647058)"
07-01-2023 17:24:50.006475,"(61.0, 530.0, 146.0)","(3.3, 4.5, 4.328571428571428)","(16.0, 44.0, 24.666666666666664)","(6.0, 9.6, 7.92)","(4.2, 7.6, 4.72)","(3.9, 9.2, 5.155555555555555)","(9.0, 18.5, 15.9)","(5.5, 10.5, 7.135294117647058)"
07-01-2023 17:24:51.021685,"(61.0, 530.0, 146.0)","(3.3, 4.5, 4.328571428571428)","(16.0, 44.0, 24.666666666666664)","(6.0, 9.6, 7.92)","(4.2, 7.6, 4.72)","(3.9, 9.2, 5.155555555555555)","(9.0, 18.5, 15.9)","(5.5, 10.5, 7.135294117647058)"
07-01-2023 17:24:52.034487,"(61.0, 530.0, 146.0)","(3.3, 4.5, 4.328571428571428)","(16.0, 44.0, 24.666666666666664)","(6.0, 9.6, 7.92)","(4.2, 7.6, 4.72)","(3.9, 9.2, 5.155555555555555)","(9.0, 18.5, 15.9)","(5.5, 10.5, 7.135294117647058)"
07-01-2023 17:24:52.999211,"(61.0, 530.0, 146.0)","(3.3, 4.5, 4.328571428571428)","(16.0, 44.0, 24.666666666666664)","(6.0, 9.6, 7.92)","(4.2, 7.6, 4.72)","(3.9, 9.2, 5.155555555555555)","(9.0, 18.5, 15.9)","(5.5, 10.5, 7.135294117647058)"
07-01-2023 17:24:54.018298,"(61.0, 530.0, 146.0)","(3.3, 4.5, 4.328571428571428)","(16.0, 44.0, 24.666666666666664)","(6.0, 9.6, 7.92)","(4.2, 7.6, 4.72)","(3.9, 9.2, 5.155555555555555)","(9.0, 18.5, 15.9)","(5.5, 10.5, 7.135294117647058)"
07-01-2023 17:24:55.045360,"(61.0, 540.0, 99.0)","(3.3, 4.5, 4.328571428571428)","(16.0, 44.0, 24.666666666666664)","(6.0, 9.6, 7.92)","(4.2, 7.6, 4.72)","(3.9, 9.2, 5.155555555555555)","(9.0, 18.5, 15.9)","(5.5, 10.5, 7.135294117647058)"
07-01-2023 17:24:56.121374,"(61.0, 540.0, 99.0)","(3.3, 4.5, 4.328571428571428)","(16.0, 44.0, 24.666666666666664)","(6.0, 9.6, 7.92)","(4.2, 7.6, 4.72)","(3.9, 9.2, 5.155555555555555)","(9.0, 18.5, 15.9)","(5.5, 10.5, 7.135294117647058)"
07-01-2023 17:24:57.191755,"(61.0, 540.0, 99.0)","(3.3, 4.5, 4.328571428571428)","(16.0, 44.0, 24.666666666666664)","(6.0, 9.6, 7.92)","(4.2, 7.6, 4.72)","(3.9, 9.2, 5.155555555555555)","(9.0, 18.5, 15.9)","(5.5, 10.5, 7.135294117647058)"
07-01-2023 17:24:58.288326,"(61.0, 540.0, 99.0)","(3.3, 4.5, 4.328571428571428)","(16.0, 44.0, 24.666666666666664)","(6.0, 9.6, 7.92)","(4.2, 7.6, 4.72)","(3.9, 9.2, 5.155555555555555)","(9.0, 18.5, 15.9)","(5.5, 10.5, 7.135294117647058)"
07-01-2023 17:24:59.323313,"(61.0, 540.0, 99.0)","(3.3, 4.5, 4.328571428571428)","(16.0, 44.0, 24.666666666666664)","(6.0, 9.6, 7.92)","(4.2, 7.6, 4.72)","(3.9, 9.2, 5.155555555555555)","(9.0, 18.5, 15.9)","(5.5, 10.5, 7.135294117647058)"
07-01-2023 17:25:00.384106,"(61.0, 540.0, 99.0)","(3.3, 4.5, 4.328571428571428)","(16.0, 44.0, 24.666666666666664)","(6.0, 9.6, 7.92)","(4.2, 7.6, 4.72)","(3.9, 9.2, 5.155555555555555)","(9.0, 18.5, 15.9)","(5.5, 10.5, 7.135294117647058)"
07-01-2023 17:25:01.369522,"(61.0, 540.0, 99.0)","(3.3, 4.5, 4.328571428571428)","(16.0, 44.0, 24.666666666666664)","(6.0, 9.6, 7.92)","(4.2, 7.6, 4.72)","(3.9, 9.2, 5.155555555555555)","(9.0, 18.5, 15.9)","(5.5, 10.5, 7.135294117647058)"
07-01-2023 17:25:02.441421,"(61.0, 540.0, 99.0)","(3.3, 4.5, 4.328571428571428)","(16.0, 44.0, 24.666666666666664)","(6.0, 9.6, 7.92)","(4.2, 7.6, 4.72)","(3.9, 9.2, 5.155555555555555)","(9.0, 18.5, 15.9)","(5.5, 10.5, 7.135294117647058)"
07-01-2023 17:25:03.480331,"(61.0, 540.0, 99.0)","(3.3, 4.5, 4.328571428571428)","(16.0, 44.0, 24.666666666666664)","(6.0, 9.6, 7.92)","(4.2, 7.6, 4.72)","(3.9, 9.2, 5.155555555555555)","(9.0, 18.5, 15.9)","(5.5, 10.5, 7.135294117647058)"
07-01-2023 17:25:04.572597,"(61.0, 540.0, 99.0)","(3.3, 4.5, 4.328571428571428)","(16.0, 44.0, 24.666666666666664)","(6.0, 9.6, 8.778947368421052)","(4.2, 7.6, 4.72)","(3.9, 9.2, 5.155555555555555)","(9.0, 18.5, 15.9)","(5.5, 10.5, 7.135294117647058)"
07-01-2023 17:25:05.612236,"(61.0, 540.0, 99.0)","(3.3, 4.5, 4.328571428571428)","(16.0, 44.0, 24.666666666666664)","(6.0, 9.6, 8.778947368421052)","(4.2, 7.6, 4.72)","(3.9, 9.2, 5.155555555555555)","(9.0, 18.5, 15.9)","(5.5, 10.5, 7.135294117647058)"
07-01-2023 17:25:06.659688,"(61.0, 540.0, 99.0)","(3.3, 4.5, 4.328571428571428)","(16.0, 44.0, 24.666666666666664)","(6.0, 9.6, 8.778947368421052)","(4.2, 7.6, 4.72)","(3.9, 9.2, 5.155555555555555)","(9.0, 18.5, 15.9)","(5.5, 10.5, 7.135294117647058)"
07-01-2023 17:25:07.648584,"(61.0, 540.0, 99.0)","(3.3, 4.5, 4.328571428571428)","(16.0, 44.0, 24.666666666666664)","(6.0, 9.6, 8.778947368421052)","(4.2, 7.6, 4.72)","(3.9, 9.2, 5.155555555555555)","(9.0, 18.5, 15.9)","(5.5, 10.5, 7.135294117647058)"
07-01-2023 17:25:08.590445,"(61.0, 540.0, 99.0)","(3.3, 4.5, 4.328571428571428)","(16.0, 44.0, 24.666666666666664)","(6.0, 9.6, 8.778947368421052)","(4.2, 7.6, 4.72)","(3.9, 9.2, 5.155555555555555)","(9.0, 18.5, 15.9)","(5.5, 10.5, 7.135294117647058)"
07-01-2023 17:25:09.616050,"(61.0, 540.0, 99.0)","(3.3, 4.5, 4.328571428571428)","(16.0, 44.0, 24.666666666666664)","(6.0, 9.6, 8.778947368421052)","(4.2, 7.6, 4.72)","(3.9, 9.2, 5.155555555555555)","(9.0, 18.5, 15.9)","(5.5, 10.5, 7.135294117647058)"
07-01-2023 17:25:10.624367,"(61.0, 540.0, 99.0)","(3.3, 4.5, 4.328571428571428)","(16.0, 44.0, 24.666666666666664)","(6.0, 9.6, 8.778947368421052)","(4.2, 7.6, 4.72)","(3.9, 9.2, 5.155555555555555)","(9.0, 18.5, 15.9)","(5.5, 10.5, 7.135294117647058)"
07-01-2023 17:25:11.662254,"(61.0, 540.0, 99.0)","(3.3, 4.5, 4.328571428571428)","(16.0, 44.0, 24.666666666666664)","(6.0, 9.6, 8.778947368421052)","(4.2, 7.6, 4.72)","(3.9, 9.2, 5.155555555555555)","(9.0, 18.5, 15.9)","(5.5, 10.5, 7.135294117647058)"
07-01-2023 17:25:12.697512,"(61.0, 540.0, 99.0)","(3.3, 4.5, 4.328571428571428)","(16.0, 44.0, 24.666666666666664)","(6.0, 9.6, 8.778947368421052)","(4.2, 7.6, 4.72)","(3.9, 9.2, 5.155555555555555)","(9.0, 18.5, 15.9)","(5.5, 10.5, 7.135294117647058)"
07-01-2023 17:25:13.752004,"(61.0, 540.0, 99.0)","(3.3, 4.5, 4.328571428571428)","(16.0, 44.0, 24.666666666666664)","(6.0, 9.6, 8.778947368421052)","(4.2, 7.6, 4.72)","(3.9, 9.2, 5.155555555555555)","(9.0, 18.5, 15.9)","(5.5, 10.5, 7.135294117647058)"
07-01-2023 17:25:14.702361,"(61.0, 540.0, 99.0)","(3.3, 4.5, 4.328571428571428)","(16.0, 44.0, 24.666666666666664)","(6.0, 9.6, 8.778947368421052)","(4.2, 7.6, 4.72)","(3.9, 9.2, 5.155555555555555)","(9.0, 18.5, 15.9)","(5.5, 10.5, 7.135294117647058)"
07-01-2023 17:25:15.675893,"(61.0, 540.0, 99.0)","(3.3, 4.5, 4.328571428571428)","(16.0, 44.0, 24.666666666666664)","(6.0, 9.6, 8.778947368421052)","(4.2, 7.6, 4.72)","(3.9, 9.2, 5.155555555555555)","(9.0, 18.5, 15.9)","(5.5, 10.5, 7.135294117647058)"
07-01-2023 17:25:16.658303,"(61.0, 540.0, 99.0)","(3.3, 4.5, 4.328571428571428)","(16.0, 44.0, 24.666666666666664)","(6.0, 9.6, 8.778947368421052)","(4.2, 7.6, 4.72)","(3.9, 9.2, 5.155555555555555)","(9.0, 18.5, 15.9)","(5.5, 10.5, 7.135294117647058)"
07-01-2023 17:25:17.645412,"(61.0, 540.0, 99.0)","(3.3, 4.5, 4.328571428571428)","(16.0, 44.0, 24.666666666666664)","(6.0, 9.6, 8.778947368421052)","(4.2, 7.6, 4.72)","(3.9, 9.2, 5.155555555555555)","(9.0, 18.5, 15.9)","(5.5, 10.5, 7.135294117647058)"
07-01-2023 17:25:18.711101,"(61.0, 540.0, 99.0)","(3.3, 4.5, 4.328571428571428)","(16.0, 44.0, 24.666666666666664)","(6.0, 9.6, 8.778947368421052)","(4.2, 7.6, 4.72)","(3.9, 9.2, 5.155555555555555)","(9.0, 18.5, 15.9)","(5.5, 10.5, 7.135294117647058)"
07-01-2023 17:25:19.745916,"(61.0, 540.0, 99.0)","(3.3, 4.5, 4.328571428571428)","(16.0, 44.0, 24.666666666666664)","(6.0, 9.6, 8.778947368421052)","(4.2, 7.6, 4.72)","(3.9, 9.2, 5.155555555555555)","(9.0, 18.5, 15.9)","(5.5, 10.5, 7.135294117647058)"
07-01-2023 17:25:20.810137,"(61.0, 540.0, 99.0)","(3.3, 4.5, 4.328571428571428)","(16.0, 44.0, 24.666666666666664)","(6.0, 9.6, 8.778947368421052)","(4.2, 7.6, 4.72)","(3.9, 9.2, 5.155555555555555)","(9.0, 18.5, 15.9)","(5.5, 10.5, 7.135294117647058)"
07-01-2023 17:25:21.784992,"(61.0, 540.0, 99.0)","(3.3, 4.5, 4.328571428571428)","(16.0, 44.0, 24.666666666666664)","(6.0, 9.6, 8.778947368421052)","(4.2, 7.6, 4.72)","(3.9, 9.2, 5.155555555555555)","(9.0, 18.5, 15.9)","(5.5, 10.5, 7.135294117647058)"
07-01-2023 17:25:22.758434,"(61.0, 540.0, 99.0)","(3.3, 4.5, 4.328571428571428)","(16.0, 44.0, 24.666666666666664)","(6.0, 9.6, 8.778947368421052)","(4.2, 7.6, 4.72)","(3.9, 9.2, 5.155555555555555)","(9.0, 18.5, 15.9)","(5.5, 10.5, 7.135294117647058)"
07-01-2023 17:25:23.783300,"(61.0, 540.0, 99.0)","(3.3, 4.5, 4.328571428571428)","(16.0, 44.0, 24.666666666666664)","(6.0, 9.6, 8.778947368421052)","(4.2, 7.6, 4.72)","(3.9, 9.2, 5.155555555555555)","(9.0, 18.5, 15.9)","(5.5, 10.5, 7.135294117647058)"
