,Peking Goose,Shutdown,Farmor Order,Free Drop,Just Like Honey,Money Tears,Skyline,Big Nose Ted
07-01-2023 17:32:21.343148,"(61.0, 160.0, 123.07692307692308)","(3.3, 3.55, 3.520833333333333)","(16.0, 26.0, 19.6)","(6.0, 9.2, 9.094736842105263)","(4.2, 5.4, 4.583870967741936)","(3.9, 12.0, 10.7625)","(9.0, 13.5, 13.0625)","(5.5, 10.5, 8.145454545454545)"
07-01-2023 17:32:22.436662,"(61.0, 140.0, 132.5)","(3.3, 3.55, 3.520833333333333)","(16.0, 26.0, 19.6)","(6.0, 9.2, 9.094736842105263)","(4.2, 5.4, 4.583870967741936)","(3.9, 12.0, 10.031578947368422)","(9.0, 13.5, 13.0625)","(5.5, 10.5, 8.145454545454545)"
07-01-2023 17:32:23.574300,"(61.0, 140.0, 125.0)","(3.3, 3.55, 3.520833333333333)","(16.0, 26.0, 19.6)","(6.0, 9.2, 9.094736842105263)","(4.2, 5.4, 4.583870967741936)","(3.9, 12.0, 10.031578947368422)","(9.0, 13.5, 13.0625)","(5.5, 10.5, 8.145454545454545)"
07-01-2023 17:32:24.751238,"(61.0, 140.0, 125.0)","(3.3, 3.55, 3.520833333333333)","(16.0, 26.0, 19.6)","(6.0, 9.2, 9.094736842105263)","(4.2, 5.4, 4.583870967741936)","(3.9, 12.0, 10.031578947368422)","(9.0, 13.5, 13.0625)","(5.5, 10.5, 8.145454545454545)"
07-01-2023 17:32:25.909862,"(61.0, 140.0, 125.0)","(3.3, 3.55, 3.520833333333333)","(16.0, 26.0, 19.6)","(6.0, 9.2, 9.094736842105263)","(4.2, 5.4, 4.583870967741936)","(3.9, 12.0, 10.614814814814814)","(9.0, 13.5, 12.227272727272727)","(5.5, 10.5, 8.145454545454545)"
07-01-2023 17:32:26.947448,"(61.0, 130.0, 103.07692307692308)","(3.3, 3.55, 3.520833333333333)","(16.0, 26.0, 19.6)","(6.0, 9.2, 9.094736842105263)","(4.2, 5.4, 4.583870967741936)","(3.9, 12.0, 10.614814814814814)","(9.0, 13.5, 12.227272727272727)","(5.5, 10.5, 8.145454545454545)"
07-01-2023 17:32:27.979310,"(61.0, 130.0, 103.07692307692308)","(3.3, 3.55, 3.520833333333333)","(16.0, 26.0, 19.6)","(6.0, 9.2, 9.094736842105263)","(4.2, 5.4, 4.583870967741936)","(3.9, 12.0, 10.614814814814814)","(9.0, 13.5, 10.7)","(5.5, 10.5, 8.145454545454545)"
07-01-2023 17:32:29.070315,"(61.0, 130.0, 103.07692307692308)","(3.3, 3.55, 3.520833333333333)","(16.0, 26.0, 19.6)","(6.0, 9.2, 9.094736842105263)","(4.2, 5.4, 4.583870967741936)","(3.9, 12.0, 10.614814814814814)","(9.0, 13.5, 10.7)","(5.5, 10.5, 8.145454545454545)"
07-01-2023 17:32:30.203988,"(61.0, 130.0, 103.07692307692308)","(3.3, 3.55, 3.520833333333333)","(16.0, 26.0, 19.6)","(6.0, 9.2, 9.094736842105263)","(4.2, 5.4, 4.583870967741936)","(3.9, 12.0, 10.614814814814814)","(9.0, 13.5, 10.7)","(5.5, 10.5, 8.145454545454545)"
07-01-2023 17:32:31.419979,"(61.0, 130.0, 110.0)","(3.3, 3.55, 3.520833333333333)","(16.0, 26.0, 19.6)","(6.0, 9.2, 9.094736842105263)","(4.2, 5.4, 4.575)","(3.9, 12.0, 10.614814814814814)","(9.0, 13.5, 12.333333333333332)","(5.5, 10.5, 8.145454545454545)"
07-01-2023 17:32:32.539013,"(61.0, 120.0, 110.0)","(3.3, 3.55, 3.520833333333333)","(16.0, 26.0, 19.6)","(6.0, 9.2, 9.094736842105263)","(4.2, 5.4, 4.575)","(3.9, 12.0, 10.614814814814814)","(9.0, 13.0, 12.333333333333332)","(5.5, 10.5, 8.145454545454545)"
07-01-2023 17:32:33.646422,"(61.0, 110.0, 88.125)","(3.3, 3.55, 3.520833333333333)","(16.0, 26.0, 19.6)","(6.0, 9.2, 9.094736842105263)","(4.2, 5.4, 4.575)","(3.9, 12.0, 10.614814814814814)","(9.0, 13.0, 10.636363636363637)","(5.5, 10.5, 8.145454545454545)"
07-01-2023 17:32:34.728181,"(61.0, 110.0, 88.125)","(3.3, 3.55, 3.496153846153846)","(16.0, 26.0, 19.6)","(6.0, 9.2, 9.094736842105263)","(4.2, 5.4, 4.575)","(3.9, 12.0, 10.614814814814814)","(9.0, 13.0, 10.636363636363637)","(5.5, 10.5, 8.145454545454545)"
07-01-2023 17:32:35.777326,"(61.0, 110.0, 88.125)","(3.3, 3.55, 3.496153846153846)","(16.0, 26.0, 19.6)","(6.0, 9.2, 9.094736842105263)","(4.2, 5.4, 4.575)","(3.9, 12.0, 10.614814814814814)","(9.0, 13.0, 10.636363636363637)","(5.5, 10.5, 8.145454545454545)"
07-01-2023 17:32:36.959273,"(61.0, 110.0, 88.125)","(3.3, 3.55, 3.4)","(16.0, 26.0, 19.6)","(6.0, 9.2, 9.094736842105263)","(4.2, 5.4, 4.575)","(3.9, 12.0, 10.533333333333333)","(9.0, 13.0, 10.636363636363637)","(5.5, 10.5, 8.145454545454545)"
07-01-2023 17:32:38.165793,"(61.0, 110.0, 88.125)","(3.3, 3.55, 3.4)","(16.0, 26.0, 19.6)","(6.0, 9.2, 8.3)","(4.2, 5.4, 4.575)","(3.9, 11.5, 10.52)","(9.0, 13.0, 10.636363636363637)","(5.5, 10.5, 8.145454545454545)"
07-01-2023 17:32:39.402612,"(61.0, 100.0, 82.85714285714286)","(3.3, 3.55, 3.4)","(16.0, 26.0, 19.6)","(6.0, 9.2, 8.3)","(4.2, 5.4, 4.575)","(3.9, 11.0, 10.52)","(9.0, 13.0, 10.636363636363637)","(5.5, 10.5, 8.145454545454545)"
07-01-2023 17:32:40.629064,"(61.0, 95.0, 83.0)","(3.3, 3.55, 3.4)","(16.0, 26.0, 19.6)","(6.0, 9.2, 8.3)","(4.2, 5.4, 4.575)","(3.9, 11.0, 10.52)","(9.0, 13.0, 10.891891891891891)","(5.5, 10.5, 8.145454545454545)"
07-01-2023 17:32:41.906539,"(61.0, 95.0, 87.22222222222223)","(3.3, 3.55, 3.4)","(16.0, 26.0, 19.6)","(6.0, 9.2, 8.3)","(4.2, 5.4, 4.575)","(3.9, 11.0, 10.2)","(9.0, 13.0, 10.891891891891891)","(5.5, 10.5, 8.19)"
07-01-2023 17:32:43.312939,"(61.0, 95.0, 84.5)","(3.3, 3.55, 3.4)","(16.0, 26.0, 24.0)","(6.0, 9.2, 8.3)","(4.2, 5.4, 4.575)","(3.9, 11.0, 10.4)","(9.0, 13.0, 10.891891891891891)","(5.5, 10.5, 8.272727272727273)"
07-01-2023 17:32:44.550454,"(61.0, 90.0, 78.0)","(3.3, 3.55, 3.4)","(16.0, 26.0, 24.57142857142857)","(6.0, 9.2, 8.3)","(4.2, 5.4, 4.575)","(3.9, 11.0, 10.755555555555556)","(9.0, 13.0, 10.891891891891891)","(5.5, 10.5, 8.05)"
07-01-2023 17:32:45.790179,"(61.0, 85.0, 77.0)","(3.3, 3.55, 3.4)","(16.0, 26.0, 20.4)","(6.0, 9.2, 8.3)","(4.2, 5.4, 4.566666666666666)","(3.9, 11.0, 10.78)","(9.0, 13.0, 10.891891891891891)","(5.5, 10.5, 8.145454545454545)"
07-01-2023 17:32:47.048937,"(61.0, 85.0, 77.0)","(3.3, 3.55, 3.4)","(16.0, 26.0, 20.4)","(6.0, 9.2, 8.3)","(4.2, 5.4, 4.566666666666666)","(3.9, 11.0, 10.870588235294118)","(9.0, 13.0, 10.891891891891891)","(5.5, 10.5, 8.145454545454545)"
07-01-2023 17:32:48.173796,"(61.0, 85.0, 77.0)","(3.3, 3.55, 3.4)","(16.0, 26.0, 20.4)","(6.0, 9.2, 8.3)","(4.2, 5.4, 4.566666666666666)","(3.9, 11.0, 10.870588235294118)","(9.0, 13.0, 10.891891891891891)","(5.5, 10.5, 8.145454545454545)"
07-01-2023 17:32:49.278642,"(61.0, 85.0, 77.0)","(3.3, 3.55, 3.4)","(16.0, 26.0, 20.4)","(6.0, 9.2, 8.3)","(4.2, 5.4, 4.566666666666666)","(3.9, 11.0, 10.870588235294118)","(9.0, 13.0, 10.891891891891891)","(5.5, 10.5, 8.145454545454545)"
07-01-2023 17:32:50.372236,"(61.0, 85.0, 77.0)","(3.3, 3.55, 3.4)","(16.0, 26.0, 20.4)","(6.0, 9.2, 8.3)","(4.2, 5.4, 4.566666666666666)","(3.9, 11.0, 10.870588235294118)","(9.0, 13.0, 10.891891891891891)","(5.5, 10.5, 8.145454545454545)"
07-01-2023 17:32:51.563832,"(61.0, 85.0, 77.0)","(3.3, 3.55, 3.4)","(16.0, 26.0, 20.4)","(6.0, 9.2, 8.3)","(4.2, 5.4, 4.566666666666666)","(3.9, 11.0, 10.870588235294118)","(9.0, 13.0, 10.891891891891891)","(5.5, 10.5, 8.145454545454545)"
07-01-2023 17:32:52.768381,"(61.0, 85.0, 77.0)","(3.3, 3.55, 3.4)","(16.0, 26.0, 20.4)","(6.0, 9.2, 8.3)","(4.2, 5.4, 4.566666666666666)","(3.9, 11.0, 10.870588235294118)","(9.0, 13.0, 10.891891891891891)","(5.5, 10.5, 8.145454545454545)"
07-01-2023 17:32:53.995246,"(61.0, 85.0, 77.0)","(3.3, 3.55, 3.4)","(16.0, 26.0, 20.4)","(6.0, 9.2, 8.3)","(4.2, 5.4, 4.566666666666666)","(3.9, 11.0, 10.870588235294118)","(9.0, 13.0, 10.891891891891891)","(5.5, 10.5, 8.145454545454545)"
07-01-2023 17:32:55.143608,"(61.0, 85.0, 77.0)","(3.3, 3.55, 3.4)","(16.0, 26.0, 20.4)","(6.0, 9.2, 8.3)","(4.2, 5.4, 4.566666666666666)","(3.9, 11.0, 10.870588235294118)","(9.0, 13.0, 10.891891891891891)","(5.5, 10.5, 8.145454545454545)"
07-01-2023 17:32:56.280129,"(61.0, 85.0, 77.0)","(3.3, 3.55, 3.4)","(16.0, 26.0, 20.4)","(6.0, 9.2, 8.3)","(4.2, 5.4, 4.566666666666666)","(3.9, 11.0, 10.870588235294118)","(9.0, 13.0, 10.891891891891891)","(5.5, 10.5, 8.145454545454545)"
07-01-2023 17:32:57.352659,"(61.0, 85.0, 77.0)","(3.3, 3.55, 3.4)","(16.0, 26.0, 20.4)","(6.0, 9.2, 8.3)","(4.2, 5.4, 4.566666666666666)","(3.9, 11.0, 10.870588235294118)","(9.0, 13.0, 10.891891891891891)","(5.5, 10.5, 8.145454545454545)"
07-01-2023 17:32:58.476816,"(61.0, 85.0, 77.0)","(3.3, 3.55, 3.4)","(16.0, 26.0, 20.4)","(6.0, 9.2, 8.3)","(4.2, 5.4, 4.566666666666666)","(3.9, 11.0, 10.870588235294118)","(9.0, 13.0, 10.891891891891891)","(5.5, 10.5, 8.145454545454545)"
07-01-2023 17:32:59.673687,"(61.0, 85.0, 77.0)","(3.3, 3.55, 3.4)","(16.0, 26.0, 20.4)","(6.0, 9.2, 8.3)","(4.2, 5.4, 4.566666666666666)","(3.9, 11.0, 10.870588235294118)","(9.0, 13.0, 10.891891891891891)","(5.5, 10.5, 8.145454545454545)"
07-01-2023 17:33:00.941721,"(61.0, 85.0, 77.0)","(3.3, 3.55, 3.4)","(16.0, 26.0, 20.4)","(6.0, 9.2, 8.3)","(4.2, 5.4, 4.566666666666666)","(3.9, 11.0, 10.870588235294118)","(9.0, 13.0, 10.891891891891891)","(5.5, 10.5, 8.145454545454545)"
07-01-2023 17:33:02.041430,"(61.0, 85.0, 77.0)","(3.3, 3.55, 3.4)","(16.0, 26.0, 20.4)","(6.0, 9.2, 8.3)","(4.2, 5.4, 4.566666666666666)","(3.9, 11.0, 10.870588235294118)","(9.0, 13.0, 10.891891891891891)","(5.5, 10.5, 8.145454545454545)"
07-01-2023 17:33:03.114148,"(61.0, 85.0, 77.0)","(3.3, 3.55, 3.4)","(16.0, 26.0, 20.4)","(6.0, 9.2, 8.3)","(4.2, 5.4, 4.566666666666666)","(3.9, 11.0, 10.870588235294118)","(9.0, 13.0, 10.891891891891891)","(5.5, 10.5, 8.145454545454545)"
07-01-2023 17:33:04.184992,"(61.0, 85.0, 77.0)","(3.3, 3.55, 3.4)","(16.0, 26.0, 20.4)","(6.0, 9.2, 8.3)","(4.2, 5.4, 4.566666666666666)","(3.9, 11.0, 10.870588235294118)","(9.0, 13.0, 10.891891891891891)","(5.5, 10.5, 8.145454545454545)"
07-01-2023 17:33:05.326588,"(61.0, 85.0, 77.0)","(3.3, 3.55, 3.4)","(16.0, 26.0, 20.4)","(6.0, 9.2, 8.3)","(4.2, 5.4, 4.566666666666666)","(3.9, 11.0, 10.870588235294118)","(9.0, 13.0, 10.891891891891891)","(5.5, 10.5, 8.145454545454545)"
07-01-2023 17:33:06.509633,"(61.0, 85.0, 77.0)","(3.3, 3.55, 3.496153846153846)","(16.0, 26.0, 20.4)","(6.0, 9.2, 8.3)","(4.2, 5.4, 4.566666666666666)","(3.9, 11.0, 10.870588235294118)","(9.0, 13.0, 10.891891891891891)","(5.5, 10.5, 8.145454545454545)"
07-01-2023 17:33:07.815622,"(61.0, 85.0, 77.0)","(3.3, 3.55, 3.496153846153846)","(16.0, 26.0, 20.4)","(6.0, 9.2, 8.3)","(4.2, 5.4, 4.566666666666666)","(3.9, 11.0, 10.870588235294118)","(9.0, 13.0, 10.891891891891891)","(5.5, 10.5, 8.145454545454545)"
07-01-2023 17:33:09.101420,"(61.0, 85.0, 77.0)","(3.3, 3.55, 3.496153846153846)","(16.0, 26.0, 20.4)","(6.0, 9.2, 8.3)","(4.2, 5.4, 4.566666666666666)","(3.9, 11.0, 10.870588235294118)","(9.0, 13.0, 10.891891891891891)","(5.5, 10.5, 8.145454545454545)"
07-01-2023 17:33:10.343489,"(61.0, 85.0, 77.0)","(3.3, 3.55, 3.496153846153846)","(16.0, 26.0, 20.4)","(6.0, 9.2, 8.3)","(4.2, 5.4, 4.566666666666666)","(3.9, 11.0, 10.870588235294118)","(9.0, 13.0, 11.030303030303031)","(5.5, 10.5, 8.145454545454545)"
07-01-2023 17:33:11.591998,"(61.0, 85.0, 77.0)","(3.3, 3.55, 3.496153846153846)","(16.0, 26.0, 20.4)","(6.0, 9.2, 8.3)","(4.2, 5.4, 4.566666666666666)","(3.9, 11.0, 10.870588235294118)","(9.0, 12.5, 12.0)","(5.5, 9.8, 8.0)"
07-01-2023 17:33:12.691209,"(61.0, 85.0, 77.0)","(3.3, 3.55, 3.496153846153846)","(16.0, 26.0, 20.4)","(6.0, 9.2, 8.3)","(4.2, 5.4, 4.566666666666666)","(3.9, 11.0, 10.870588235294118)","(9.0, 12.5, 10.973684210526315)","(5.5, 9.8, 8.066666666666666)"
07-01-2023 17:33:13.813268,"(61.0, 85.0, 77.0)","(3.3, 3.55, 3.496153846153846)","(16.0, 26.0, 20.4)","(6.0, 9.2, 8.3)","(4.2, 5.4, 4.566666666666666)","(3.9, 11.0, 10.870588235294118)","(9.0, 12.5, 11.066666666666666)","(5.5, 9.8, 8.120000000000001)"
07-01-2023 17:33:14.926882,"(61.0, 85.0, 77.0)","(3.3, 3.55, 3.496153846153846)","(16.0, 26.0, 20.4)","(6.0, 9.2, 8.3)","(4.2, 5.4, 4.566666666666666)","(3.9, 11.0, 10.870588235294118)","(9.0, 12.0, 11.066666666666666)","(5.5, 9.8, 8.120000000000001)"
07-01-2023 17:33:16.122001,"(61.0, 85.0, 77.0)","(3.3, 3.55, 3.496153846153846)","(16.0, 26.0, 20.4)","(6.0, 9.2, 8.3)","(4.2, 5.4, 4.566666666666666)","(3.9, 11.0, 10.870588235294118)","(9.0, 12.0, 10.372093023255815)","(5.5, 9.8, 8.120000000000001)"
07-01-2023 17:33:17.345817,"(61.0, 85.0, 77.0)","(3.3, 3.55, 3.496153846153846)","(16.0, 26.0, 20.4)","(6.0, 9.2, 8.3)","(4.2, 5.4, 4.566666666666666)","(3.9, 11.0, 10.870588235294118)","(9.0, 12.0, 10.372093023255815)","(5.5, 9.8, 8.120000000000001)"
07-01-2023 17:33:18.425539,"(61.0, 85.0, 77.0)","(3.3, 3.55, 3.496153846153846)","(16.0, 26.0, 20.4)","(6.0, 9.2, 8.3)","(4.2, 5.4, 4.566666666666666)","(3.9, 11.0, 10.870588235294118)","(9.0, 12.0, 10.372093023255815)","(5.5, 9.8, 8.120000000000001)"
07-01-2023 17:33:19.460159,"(61.0, 85.0, 77.0)","(3.3, 3.55, 3.496153846153846)","(16.0, 26.0, 20.4)","(6.0, 9.2, 8.3)","(4.2, 5.4, 4.5588235294117645)","(3.9, 11.0, 10.870588235294118)","(9.0, 12.0, 10.372093023255815)","(5.5, 9.8, 8.120000000000001)"
07-01-2023 17:33:20.573298,"(61.0, 85.0, 77.0)","(3.3, 3.55, 3.496153846153846)","(16.0, 26.0, 20.4)","(6.0, 9.2, 8.3)","(4.2, 5.4, 4.5588235294117645)","(3.9, 11.0, 10.870588235294118)","(9.0, 12.0, 10.372093023255815)","(5.5, 9.8, 8.120000000000001)"
07-01-2023 17:33:21.719006,"(61.0, 85.0, 77.0)","(3.3, 3.55, 3.496153846153846)","(16.0, 26.0, 20.4)","(6.0, 9.2, 8.3)","(4.2, 5.4, 4.5588235294117645)","(3.9, 11.0, 10.870588235294118)","(9.0, 12.0, 10.372093023255815)","(5.5, 9.8, 8.120000000000001)"
07-01-2023 17:33:22.938306,"(61.0, 85.0, 73.0)","(3.3, 3.55, 3.496153846153846)","(16.0, 26.0, 20.4)","(6.0, 9.2, 8.3)","(4.2, 5.4, 4.5588235294117645)","(3.9, 11.0, 10.870588235294118)","(9.0, 12.0, 10.372093023255815)","(5.5, 9.8, 8.120000000000001)"
07-01-2023 17:33:24.078621,"(61.0, 85.0, 73.0)","(3.3, 3.55, 3.496153846153846)","(16.0, 26.0, 20.4)","(6.0, 9.2, 8.3)","(4.2, 5.4, 4.5588235294117645)","(3.9, 11.0, 10.870588235294118)","(9.0, 12.0, 10.372093023255815)","(5.5, 9.8, 8.120000000000001)"
07-01-2023 17:33:25.152009,"(61.0, 85.0, 73.0)","(3.3, 3.55, 3.496153846153846)","(16.0, 26.0, 20.4)","(6.0, 9.2, 8.3)","(4.2, 5.4, 4.5588235294117645)","(3.9, 11.0, 10.870588235294118)","(9.0, 12.0, 10.372093023255815)","(5.5, 9.8, 8.120000000000001)"
07-01-2023 17:33:26.273395,"(61.0, 85.0, 73.0)","(3.3, 3.55, 3.496153846153846)","(16.0, 26.0, 20.4)","(6.0, 9.2, 8.3)","(4.2, 5.4, 4.5588235294117645)","(3.9, 11.0, 8.243243243243242)","(9.0, 12.0, 10.372093023255815)","(5.5, 9.8, 8.120000000000001)"
07-01-2023 17:33:27.380174,"(61.0, 85.0, 73.0)","(3.3, 3.55, 3.496153846153846)","(16.0, 26.0, 20.4)","(6.0, 9.2, 8.3)","(4.2, 5.4, 4.5588235294117645)","(3.9, 8.4, 8.243243243243242)","(9.0, 12.0, 10.372093023255815)","(5.5, 9.8, 8.120000000000001)"
07-01-2023 17:33:28.498244,"(61.0, 85.0, 73.0)","(3.3, 3.55, 3.496153846153846)","(16.0, 26.0, 20.4)","(6.0, 9.2, 8.3)","(4.2, 5.4, 4.5588235294117645)","(3.9, 8.4, 8.243243243243242)","(9.0, 12.0, 10.372093023255815)","(5.5, 9.8, 8.120000000000001)"
07-01-2023 17:33:29.660263,"(61.0, 85.0, 73.0)","(3.3, 3.55, 3.496153846153846)","(16.0, 26.0, 20.4)","(6.0, 9.2, 8.3)","(4.2, 5.4, 4.603448275862069)","(3.9, 8.4, 8.213793103448275)","(9.0, 12.0, 10.372093023255815)","(5.5, 9.8, 8.120000000000001)"
07-01-2023 17:33:30.977854,"(61.0, 85.0, 73.0)","(3.3, 3.55, 3.496153846153846)","(16.0, 26.0, 20.4)","(6.0, 9.2, 8.3)","(4.2, 5.4, 4.603448275862069)","(3.9, 8.0, 7.804347826086956)","(9.0, 12.0, 10.372093023255815)","(5.5, 9.8, 8.120000000000001)"
07-01-2023 17:33:32.178585,"(61.0, 85.0, 73.0)","(3.3, 3.55, 3.496153846153846)","(16.0, 26.0, 20.4)","(6.0, 9.2, 8.3)","(4.2, 5.4, 4.603448275862069)","(3.9, 8.0, 7.4972972972972975)","(9.0, 12.0, 10.372093023255815)","(5.5, 9.8, 8.120000000000001)"
07-01-2023 17:33:33.395542,"(61.0, 85.0, 73.0)","(3.3, 3.55, 3.496153846153846)","(16.0, 26.0, 20.4)","(6.0, 9.2, 8.3)","(4.2, 5.4, 4.603448275862069)","(3.9, 8.0, 7.483333333333333)","(9.0, 12.0, 10.372093023255815)","(5.5, 9.8, 8.120000000000001)"
07-01-2023 17:33:34.574929,"(61.0, 85.0, 73.0)","(3.3, 3.55, 3.496153846153846)","(16.0, 26.0, 20.4)","(6.0, 9.2, 8.3)","(4.2, 5.4, 4.445454545454546)","(3.9, 8.0, 6.608163265306122)","(9.0, 12.0, 10.372093023255815)","(5.5, 9.8, 7.361290322580645)"
07-01-2023 17:33:35.710795,"(61.0, 85.0, 73.0)","(3.3, 3.55, 3.496153846153846)","(16.0, 26.0, 20.4)","(6.0, 9.2, 8.3)","(4.2, 5.4, 4.445454545454546)","(3.9, 6.8, 6.451851851851852)","(9.0, 12.0, 10.372093023255815)","(5.5, 9.8, 7.361290322580645)"
07-01-2023 17:33:36.933777,"(61.0, 85.0, 73.0)","(3.3, 3.55, 3.4499999999999997)","(16.0, 26.0, 20.4)","(6.0, 9.2, 8.3)","(4.2, 5.4, 4.445454545454546)","(3.9, 6.8, 6.451851851851852)","(9.0, 12.0, 10.372093023255815)","(5.5, 9.8, 7.46)"
07-01-2023 17:33:38.078527,"(61.0, 85.0, 73.0)","(3.3, 3.55, 3.4499999999999997)","(16.0, 26.0, 20.4)","(6.0, 9.2, 8.3)","(4.2, 5.4, 4.836585365853659)","(3.9, 6.8, 7.578947368421052)","(9.0, 12.0, 10.372093023255815)","(5.5, 9.8, 8.92)"
07-01-2023 17:33:39.235893,"(61.0, 85.0, 73.0)","(3.3, 3.55, 3.496153846153846)","(16.0, 26.0, 20.4)","(6.0, 9.2, 8.3)","(4.2, 5.4, 4.836585365853659)","(3.9, 7.8, 7.52)","(9.0, 12.0, 10.372093023255815)","(5.5, 9.4, 8.85)"
07-01-2023 17:33:40.307764,"(61.0, 85.0, 73.0)","(3.3, 3.55, 3.496153846153846)","(16.0, 26.0, 20.4)","(6.0, 9.2, 8.3)","(4.2, 5.4, 4.836585365853659)","(3.9, 7.8, 7.52)","(9.0, 12.0, 10.372093023255815)","(5.5, 9.4, 8.8)"
07-01-2023 17:33:41.356060,"(61.0, 85.0, 73.0)","(3.3, 3.65, 3.3833333333333333)","(16.0, 26.0, 20.4)","(6.0, 9.2, 8.3)","(4.2, 5.4, 4.836585365853659)","(3.9, 7.8, 7.52)","(9.0, 12.0, 10.372093023255815)","(5.5, 9.4, 8.8)"
07-01-2023 17:33:42.474657,"(61.0, 85.0, 73.0)","(3.3, 3.6, 3.4833333333333334)","(16.0, 26.0, 20.4)","(6.0, 9.2, 8.3)","(4.2, 5.4, 4.836585365853659)","(3.9, 7.8, 7.52)","(9.0, 12.0, 10.372093023255815)","(5.5, 9.4, 8.8)"
07-01-2023 17:33:43.624687,"(61.0, 85.0, 73.0)","(3.3, 3.6, 3.4833333333333334)","(16.0, 26.0, 20.4)","(6.0, 9.2, 8.3)","(4.2, 5.4, 4.836585365853659)","(3.9, 7.8, 7.52)","(9.0, 12.0, 10.372093023255815)","(5.5, 9.4, 8.8)"
07-01-2023 17:33:44.857656,"(61.0, 85.0, 73.0)","(3.3, 3.6, 3.4833333333333334)","(16.0, 26.0, 20.4)","(6.0, 9.2, 8.3)","(4.2, 5.4, 4.836585365853659)","(3.9, 7.8, 7.533333333333333)","(9.0, 12.0, 10.372093023255815)","(5.5, 9.4, 9.100000000000001)"
07-01-2023 17:33:46.021752,"(61.0, 85.0, 73.0)","(3.3, 3.6, 3.4833333333333334)","(16.0, 26.0, 20.4)","(6.0, 9.2, 8.3)","(4.2, 5.4, 4.836585365853659)","(3.9, 7.8, 7.56)","(9.0, 12.0, 10.372093023255815)","(5.5, 9.4, 9.100000000000001)"
07-01-2023 17:33:47.222843,"(61.0, 85.0, 73.0)","(3.3, 3.6, 3.5789473684210527)","(16.0, 26.0, 20.4)","(6.0, 9.2, 8.3)","(4.2, 5.4, 4.836585365853659)","(3.9, 7.8, 7.588235294117647)","(9.0, 12.0, 10.372093023255815)","(5.5, 9.4, 8.8)"
07-01-2023 17:33:48.622285,"(61.0, 85.0, 73.0)","(3.3, 3.6, 3.4833333333333334)","(16.0, 26.0, 20.4)","(6.0, 9.2, 8.3)","(4.2, 5.4, 4.836585365853659)","(3.9, 7.8, 7.588235294117647)","(9.0, 12.0, 10.372093023255815)","(5.5, 9.4, 8.8)"
07-01-2023 17:33:49.853757,"(61.0, 85.0, 73.0)","(3.3, 3.6, 3.4833333333333334)","(16.0, 26.0, 20.4)","(6.0, 9.2, 8.3)","(4.2, 5.4, 4.836585365853659)","(3.9, 7.8, 7.6)","(9.0, 12.0, 10.372093023255815)","(5.5, 9.4, 8.8)"
07-01-2023 17:33:51.131058,"(61.0, 85.0, 73.0)","(3.3, 3.6, 3.5789473684210527)","(16.0, 26.0, 20.4)","(6.0, 9.2, 8.3)","(4.2, 5.4, 4.836585365853659)","(3.9, 7.8, 7.6)","(9.0, 12.0, 10.372093023255815)","(5.5, 9.4, 8.8)"
07-01-2023 17:33:52.381711,"(61.0, 85.0, 76.42857142857143)","(3.3, 3.6, 3.3472222222222223)","(16.0, 26.0, 20.4)","(6.0, 9.2, 8.3)","(4.2, 5.4, 4.836585365853659)","(3.9, 7.8, 7.6)","(9.0, 12.0, 10.372093023255815)","(5.5, 9.4, 8.8)"
07-01-2023 17:33:53.685304,"(61.0, 85.0, 76.42857142857143)","(3.3, 3.6, 3.3472222222222223)","(16.0, 26.0, 20.4)","(6.0, 9.2, 8.3)","(4.2, 5.4, 4.836585365853659)","(3.9, 7.8, 7.6)","(9.0, 12.0, 10.372093023255815)","(5.5, 9.4, 8.8)"
07-01-2023 17:33:54.939492,"(61.0, 85.0, 76.42857142857143)","(3.3, 3.6, 3.3472222222222223)","(16.0, 26.0, 20.4)","(6.0, 9.2, 8.3)","(4.2, 5.4, 4.836585365853659)","(3.9, 7.8, 7.6)","(9.0, 12.0, 10.372093023255815)","(5.5, 9.4, 8.8)"
07-01-2023 17:33:56.112648,"(61.0, 85.0, 76.42857142857143)","(3.3, 3.6, 3.3421052631578947)","(16.0, 26.0, 20.4)","(6.0, 9.2, 8.3)","(4.2, 5.4, 4.445454545454546)","(3.9, 7.8, 7.6)","(9.0, 12.0, 10.372093023255815)","(5.5, 9.4, 8.8)"
07-01-2023 17:33:57.215829,"(61.0, 85.0, 76.42857142857143)","(3.3, 3.6, 3.3421052631578947)","(16.0, 26.0, 20.4)","(6.0, 9.2, 8.3)","(4.2, 5.4, 4.445454545454546)","(3.9, 7.8, 7.6)","(9.0, 12.0, 10.372093023255815)","(5.5, 9.4, 8.8)"
07-01-2023 17:33:58.310240,"(61.0, 85.0, 76.42857142857143)","(3.3, 3.6, 3.3421052631578947)","(16.0, 26.0, 20.4)","(6.0, 9.2, 8.3)","(4.2, 5.4, 4.445454545454546)","(3.9, 7.8, 7.6)","(9.0, 12.0, 10.372093023255815)","(5.5, 9.4, 7.9)"
07-01-2023 17:33:59.411080,"(61.0, 85.0, 76.42857142857143)","(3.3, 3.6, 3.355)","(16.0, 26.0, 20.4)","(6.0, 9.2, 8.3)","(4.2, 5.4, 4.445454545454546)","(3.9, 7.8, 7.6)","(9.0, 12.0, 10.372093023255815)","(5.5, 9.4, 7.9)"
