,Big Brew,Smiling Spaniard,Jaggers Lady,Myola Red Boy,All Inn Maggie,Mr Deeds,Speedy Muffin,Slingshot Bruno
09-01-2023 16:35:09.829560,"(3.7, 5.1, 4.7785714285714285)","(6.0, 8.6, 7.832)","(5.5, 7.4, 7.1930069930069935)","(81.0, 340.0, 230.0)","(21.0, 30.0, 26.5)","(5.0, 6.6, 6.133333333333334)","(14.0, 25.0, 23.73076923076923)","(2.7, 3.85, 3.6785714285714284)"
09-01-2023 16:35:11.551729,"(3.7, 5.1, 4.7785714285714285)","(6.0, 8.6, 7.832)","(5.5, 7.4, 7.1930069930069935)","(81.0, 340.0, 230.0)","(21.0, 30.0, 26.5)","(5.0, 6.6, 6.133333333333334)","(14.0, 25.0, 23.73076923076923)","(2.7, 3.85, 3.6785714285714284)"
09-01-2023 16:35:13.107483,"(3.7, 5.1, 4.7785714285714285)","(6.0, 8.6, 7.832)","(5.5, 7.4, 7.1930069930069935)","(81.0, 340.0, 230.0)","(21.0, 30.0, 26.5)","(5.0, 6.6, 6.055555555555555)","(14.0, 25.0, 23.73076923076923)","(2.7, 3.85, 3.6785714285714284)"
09-01-2023 16:35:14.659608,"(3.7, 5.1, 4.875)","(6.0, 8.6, 7.832)","(5.5, 7.4, 7.1930069930069935)","(81.0, 340.0, 230.0)","(21.0, 30.0, 26.5)","(5.0, 6.6, 6.055555555555555)","(14.0, 25.0, 23.73076923076923)","(2.7, 3.85, 3.6785714285714284)"
09-01-2023 16:35:15.805929,"(3.7, 5.1, 4.875)","(6.0, 8.6, 7.832)","(5.5, 7.4, 7.193728222996516)","(81.0, 340.0, 230.0)","(21.0, 30.0, 24.0)","(5.0, 6.6, 6.055555555555555)","(14.0, 25.0, 23.73076923076923)","(2.7, 3.85, 3.6785714285714284)"
09-01-2023 16:35:16.930508,"(3.7, 5.1, 4.7785714285714285)","(6.0, 8.6, 7.832)","(5.5, 7.4, 7.193728222996516)","(81.0, 340.0, 230.0)","(21.0, 30.0, 24.0)","(5.0, 6.6, 6.055555555555555)","(14.0, 25.0, 23.73076923076923)","(2.7, 3.85, 3.6785714285714284)"
09-01-2023 16:35:18.097548,"(3.7, 5.1, 4.7785714285714285)","(6.0, 8.6, 7.7272727272727275)","(5.5, 7.4, 7.193728222996516)","(81.0, 350.0, 166.0)","(21.0, 30.0, 24.0)","(5.0, 6.6, 6.055555555555555)","(14.0, 25.0, 23.73076923076923)","(2.7, 3.85, 3.6785714285714284)"
09-01-2023 16:35:19.328546,"(3.7, 5.1, 4.7785714285714285)","(6.0, 8.6, 7.832)","(5.5, 7.4, 7.193728222996516)","(81.0, 340.0, 230.0)","(21.0, 30.0, 24.0)","(5.0, 6.6, 6.055555555555555)","(14.0, 25.0, 23.73076923076923)","(2.7, 3.85, 3.6785714285714284)"
09-01-2023 16:35:20.460349,"(3.7, 5.1, 4.7785714285714285)","(6.0, 8.6, 7.832)","(5.5, 7.4, 7.193728222996516)","(81.0, 340.0, 230.0)","(21.0, 30.0, 26.4)","(5.0, 6.6, 6.055555555555555)","(14.0, 25.0, 23.73076923076923)","(2.7, 3.85, 3.6785714285714284)"
09-01-2023 16:35:21.690638,"(3.7, 5.1, 4.7785714285714285)","(6.0, 8.6, 7.7272727272727275)","(5.5, 7.4, 7.193728222996516)","(81.0, 340.0, 230.0)","(21.0, 30.0, 26.4)","(5.0, 6.6, 6.055555555555555)","(14.0, 25.0, 23.73076923076923)","(2.7, 3.85, 3.6785714285714284)"
09-01-2023 16:35:22.781487,"(3.7, 5.1, 4.7785714285714285)","(6.0, 8.6, 7.832)","(5.5, 7.4, 7.193728222996516)","(81.0, 340.0, 230.0)","(21.0, 30.0, 26.4)","(5.0, 6.6, 6.055555555555555)","(14.0, 25.0, 23.73076923076923)","(2.7, 3.85, 3.6785714285714284)"
09-01-2023 16:35:23.880419,"(3.7, 5.1, 4.7785714285714285)","(6.0, 8.6, 7.832)","(5.5, 7.4, 7.193728222996516)","(81.0, 340.0, 230.0)","(21.0, 30.0, 26.4)","(5.0, 6.6, 6.055555555555555)","(14.0, 25.0, 23.73076923076923)","(2.7, 3.85, 3.6785714285714284)"
09-01-2023 16:35:25.110889,"(3.7, 5.1, 4.7785714285714285)","(6.0, 8.6, 7.832)","(5.5, 7.4, 7.193728222996516)","(81.0, 340.0, 230.0)","(21.0, 30.0, 26.4)","(5.0, 6.6, 6.055555555555555)","(14.0, 25.0, 23.73076923076923)","(2.7, 3.85, 3.6785714285714284)"
09-01-2023 16:35:26.312061,"(3.7, 5.1, 4.7785714285714285)","(6.0, 8.6, 7.832)","(5.5, 7.4, 7.193728222996516)","(81.0, 340.0, 230.0)","(21.0, 30.0, 26.4)","(5.0, 6.6, 6.055555555555555)","(14.0, 25.0, 23.73076923076923)","(2.7, 3.85, 3.6785714285714284)"
09-01-2023 16:35:27.608457,"(3.7, 5.1, 4.7785714285714285)","(6.0, 8.6, 7.832)","(5.5, 7.4, 7.193728222996516)","(81.0, 340.0, 230.0)","(21.0, 30.0, 26.4)","(5.0, 6.6, 6.055555555555555)","(14.0, 25.0, 23.73076923076923)","(2.7, 3.85, 3.6785714285714284)"
09-01-2023 16:35:28.761207,"(3.7, 5.1, 4.7785714285714285)","(6.0, 8.6, 7.832)","(5.5, 7.4, 7.193728222996516)","(81.0, 340.0, 230.0)","(21.0, 30.0, 26.4)","(5.0, 6.6, 6.055555555555555)","(14.0, 25.0, 23.73076923076923)","(2.7, 3.85, 3.67)"
09-01-2023 16:35:29.842728,"(3.7, 5.1, 4.7785714285714285)","(6.0, 8.6, 7.832)","(5.5, 7.4, 7.193728222996516)","(81.0, 340.0, 230.0)","(21.0, 30.0, 27.5)","(5.0, 6.6, 6.055555555555555)","(14.0, 25.0, 23.73076923076923)","(2.7, 3.85, 3.67)"
09-01-2023 16:35:31.216082,"(3.7, 5.1, 4.7785714285714285)","(6.0, 8.6, 7.832)","(5.5, 7.4, 7.193728222996516)","(81.0, 340.0, 230.0)","(21.0, 30.0, 27.0)","(5.0, 6.6, 6.055555555555555)","(14.0, 25.0, 23.73076923076923)","(2.7, 3.85, 3.67)"
09-01-2023 16:35:32.339253,"(3.8, 5.1, 4.7785714285714285)","(6.0, 8.6, 7.7272727272727275)","(5.5, 7.4, 7.193728222996516)","(71.0, 340.0, 230.0)","(21.0, 30.0, 27.0)","(5.0, 6.6, 6.055555555555555)","(14.0, 25.0, 23.73076923076923)","(2.7, 3.85, 3.67)"
09-01-2023 16:35:33.468101,"(3.8, 5.1, 4.7785714285714285)","(6.0, 8.6, 7.7272727272727275)","(5.5, 7.4, 7.193728222996516)","(71.0, 340.0, 282.5)","(21.0, 30.0, 27.0)","(5.0, 6.6, 6.055555555555555)","(14.0, 25.0, 23.73076923076923)","(2.7, 3.85, 3.67)"
09-01-2023 16:35:34.567878,"(3.8, 5.1, 4.7785714285714285)","(6.0, 8.6, 7.7272727272727275)","(5.5, 7.4, 7.193728222996516)","(71.0, 340.0, 248.0)","(21.0, 30.0, 27.0)","(5.0, 6.6, 6.055555555555555)","(14.0, 25.0, 23.73076923076923)","(2.7, 3.85, 3.67)"
09-01-2023 16:35:35.779814,"(3.8, 5.1, 4.7785714285714285)","(6.0, 8.6, 7.7272727272727275)","(5.5, 7.4, 7.193728222996516)","(71.0, 320.0, 250.0)","(21.0, 30.0, 27.0)","(5.0, 6.6, 6.055555555555555)","(14.0, 25.0, 23.73076923076923)","(2.7, 3.85, 3.67)"
09-01-2023 16:35:36.876816,"(3.8, 5.1, 4.7785714285714285)","(6.0, 8.6, 7.7272727272727275)","(5.5, 7.4, 7.193728222996516)","(71.0, 310.0, 254.0)","(21.0, 30.0, 27.0)","(5.0, 6.6, 6.055555555555555)","(14.0, 25.0, 23.73076923076923)","(2.7, 3.85, 3.6785714285714284)"
09-01-2023 16:35:37.937518,"(3.8, 5.1, 4.7785714285714285)","(6.0, 8.6, 7.7272727272727275)","(5.5, 7.4, 7.193728222996516)","(71.0, 290.0, 190.0)","(21.0, 30.0, 27.0)","(5.0, 6.6, 6.055555555555555)","(14.0, 25.0, 23.73076923076923)","(2.7, 3.85, 3.67)"
09-01-2023 16:35:39.082919,"(3.8, 5.1, 4.7785714285714285)","(6.0, 8.6, 7.7272727272727275)","(5.5, 7.4, 7.191666666666666)","(71.0, 290.0, 238.0)","(21.0, 30.0, 27.0)","(5.0, 6.6, 6.090909090909091)","(14.0, 25.0, 23.73076923076923)","(2.7, 3.85, 3.67)"
09-01-2023 16:35:40.381840,"(3.8, 5.1, 4.7785714285714285)","(6.0, 8.6, 7.7272727272727275)","(5.5, 7.4, 7.191666666666666)","(71.0, 270.0, 185.0)","(21.0, 30.0, 27.0)","(5.0, 6.6, 6.090909090909091)","(14.0, 25.0, 23.73076923076923)","(2.7, 3.85, 3.6785714285714284)"
09-01-2023 16:35:41.510132,"(3.8, 5.1, 4.7785714285714285)","(6.0, 8.6, 7.7272727272727275)","(5.5, 7.4, 7.191666666666666)","(71.0, 260.0, 222.0)","(21.0, 30.0, 27.0)","(5.0, 6.6, 6.090909090909091)","(14.0, 25.0, 23.73076923076923)","(2.7, 3.85, 3.6785714285714284)"
09-01-2023 16:35:42.737178,"(3.8, 5.1, 4.7785714285714285)","(6.0, 8.6, 7.7272727272727275)","(5.5, 7.4, 7.191666666666666)","(71.0, 250.0, 172.22222222222223)","(21.0, 30.0, 27.0)","(5.0, 6.6, 6.090909090909091)","(14.0, 25.0, 23.73076923076923)","(2.7, 3.85, 3.7150000000000003)"
09-01-2023 16:35:43.923784,"(3.8, 5.1, 4.7785714285714285)","(6.0, 8.6, 7.688000000000001)","(5.5, 7.4, 7.191666666666666)","(71.0, 250.0, 206.0)","(21.0, 30.0, 27.0)","(5.0, 6.6, 6.090909090909091)","(14.0, 25.0, 23.73076923076923)","(2.7, 3.85, 3.7214285714285715)"
09-01-2023 16:35:45.073878,"(3.8, 5.1, 4.7785714285714285)","(6.0, 8.6, 7.676923076923077)","(5.5, 7.4, 7.191666666666666)","(71.0, 230.0, 190.0)","(21.0, 30.0, 27.0)","(5.0, 6.6, 6.090909090909091)","(14.0, 25.0, 23.73076923076923)","(2.7, 3.85, 3.7214285714285715)"
09-01-2023 16:35:46.163001,"(3.8, 5.1, 4.7785714285714285)","(6.0, 8.6, 7.676923076923077)","(5.5, 7.4, 7.191666666666666)","(71.0, 230.0, 150.0)","(21.0, 30.0, 27.0)","(5.0, 6.6, 6.090909090909091)","(14.0, 25.0, 23.73076923076923)","(2.7, 3.85, 3.7214285714285715)"
09-01-2023 16:35:47.206717,"(3.8, 5.1, 4.7785714285714285)","(6.0, 8.6, 7.71304347826087)","(5.5, 7.4, 7.191666666666666)","(71.0, 220.0, 160.0)","(21.0, 30.0, 27.0)","(5.0, 6.6, 5.666666666666667)","(14.0, 25.0, 23.73076923076923)","(2.7, 3.85, 3.7214285714285715)"
09-01-2023 16:35:48.363133,"(3.8, 5.1, 4.7785714285714285)","(6.0, 8.6, 7.7272727272727275)","(5.5, 7.4, 6.816438356164383)","(71.0, 210.0, 136.0)","(21.0, 30.0, 27.6)","(5.0, 6.4, 5.7125)","(14.0, 25.0, 23.73076923076923)","(2.7, 3.85, 3.7214285714285715)"
09-01-2023 16:35:49.551617,"(3.8, 5.1, 4.7785714285714285)","(6.0, 8.6, 7.7272727272727275)","(5.5, 7.4, 6.892857142857142)","(71.0, 200.0, 130.0)","(21.0, 30.0, 27.6)","(5.0, 6.2, 5.752941176470588)","(14.0, 25.0, 23.73076923076923)","(2.7, 3.85, 3.7214285714285715)"
09-01-2023 16:35:50.789674,"(3.8, 5.1, 4.7785714285714285)","(6.0, 8.6, 7.7272727272727275)","(5.5, 7.4, 6.874074074074074)","(71.0, 200.0, 130.0)","(21.0, 30.0, 27.6)","(5.0, 6.0, 5.752941176470588)","(14.0, 25.0, 23.73076923076923)","(2.7, 3.85, 3.7214285714285715)"
09-01-2023 16:35:51.982825,"(3.8, 5.1, 4.7785714285714285)","(6.0, 8.6, 7.7272727272727275)","(5.5, 7.4, 6.874074074074074)","(71.0, 200.0, 128.88888888888889)","(21.0, 30.0, 27.6)","(5.0, 6.0, 5.8500000000000005)","(14.0, 25.0, 23.73076923076923)","(2.7, 3.85, 3.7214285714285715)"
09-01-2023 16:35:53.083163,"(3.8, 5.1, 4.7785714285714285)","(6.0, 8.6, 7.7272727272727275)","(5.5, 7.4, 6.874074074074074)","(71.0, 200.0, 128.88888888888889)","(21.0, 30.0, 27.6)","(5.0, 5.9, 5.8500000000000005)","(14.0, 25.0, 23.73076923076923)","(2.7, 3.85, 3.825)"
09-01-2023 16:35:54.456805,"(3.8, 5.1, 4.7785714285714285)","(6.0, 8.6, 7.7272727272727275)","(5.5, 7.2, 6.8)","(71.0, 200.0, 128.88888888888889)","(21.0, 30.0, 27.6)","(5.0, 5.9, 5.800000000000001)","(14.0, 25.0, 23.73076923076923)","(2.7, 3.95, 3.7600000000000002)"
09-01-2023 16:35:55.496076,"(3.8, 5.1, 4.7785714285714285)","(6.0, 8.6, 7.7272727272727275)","(5.5, 7.4, 6.8)","(71.0, 200.0, 128.88888888888889)","(21.0, 30.0, 27.6)","(5.0, 5.9, 5.800000000000001)","(14.0, 25.0, 23.73076923076923)","(2.7, 4.0, 3.7600000000000002)"
09-01-2023 16:35:56.516024,"(3.8, 5.1, 4.7785714285714285)","(6.0, 8.6, 7.7272727272727275)","(5.5, 7.4, 6.8545454545454545)","(71.0, 200.0, 128.88888888888889)","(21.0, 30.0, 27.6)","(5.0, 5.9, 5.846153846153847)","(14.0, 25.0, 23.73076923076923)","(2.7, 4.0, 3.7600000000000002)"
09-01-2023 16:35:57.594901,"(3.8, 5.1, 4.827272727272727)","(6.0, 8.6, 7.7272727272727275)","(5.5, 7.4, 6.8545454545454545)","(71.0, 200.0, 128.88888888888889)","(21.0, 30.0, 27.6)","(5.0, 5.9, 5.846153846153847)","(14.0, 25.0, 23.73076923076923)","(2.7, 4.0, 3.7600000000000002)"
09-01-2023 16:35:58.728668,"(3.8, 5.1, 4.827272727272727)","(6.0, 8.6, 7.7272727272727275)","(5.5, 7.4, 6.8545454545454545)","(71.0, 200.0, 128.88888888888889)","(21.0, 30.0, 27.6)","(5.0, 5.9, 5.846153846153847)","(14.0, 25.0, 23.73076923076923)","(2.7, 4.0, 3.7600000000000002)"
09-01-2023 16:35:59.848673,"(3.8, 5.1, 4.7785714285714285)","(6.0, 8.6, 7.7272727272727275)","(5.5, 7.4, 6.8545454545454545)","(71.0, 200.0, 128.88888888888889)","(21.0, 30.0, 27.6)","(5.0, 5.9, 5.846153846153847)","(14.0, 25.0, 23.73076923076923)","(2.7, 4.0, 3.7600000000000002)"
09-01-2023 16:36:01.174418,"(3.8, 5.1, 4.7785714285714285)","(6.0, 8.6, 7.7272727272727275)","(5.5, 7.4, 6.8545454545454545)","(71.0, 200.0, 128.88888888888889)","(21.0, 30.0, 27.6)","(5.0, 5.9, 5.846153846153847)","(14.0, 25.0, 23.73076923076923)","(2.7, 4.0, 3.7600000000000002)"
09-01-2023 16:36:02.368476,"(3.8, 5.1, 4.7785714285714285)","(6.0, 8.6, 7.7272727272727275)","(5.5, 7.4, 6.8545454545454545)","(71.0, 200.0, 128.88888888888889)","(21.0, 30.0, 27.6)","(5.0, 5.9, 5.846153846153847)","(14.0, 25.0, 23.73076923076923)","(2.7, 4.0, 3.7600000000000002)"
09-01-2023 16:36:03.516975,"(3.8, 5.1, 4.827272727272727)","(6.0, 8.6, 7.7272727272727275)","(5.5, 7.4, 6.8545454545454545)","(71.0, 200.0, 128.88888888888889)","(21.0, 30.0, 27.6)","(5.0, 5.9, 5.714285714285714)","(14.0, 25.0, 23.73076923076923)","(2.7, 4.0, 3.7600000000000002)"
09-01-2023 16:36:04.786836,"(3.8, 5.1, 4.7785714285714285)","(6.0, 8.6, 7.7272727272727275)","(5.5, 7.4, 6.84)","(71.0, 200.0, 130.0)","(21.0, 30.0, 27.6)","(5.0, 5.8, 5.575)","(14.0, 25.0, 23.73076923076923)","(2.7, 4.0, 3.7600000000000002)"
09-01-2023 16:36:06.188653,"(3.8, 5.1, 4.827272727272727)","(6.0, 8.6, 7.7272727272727275)","(5.5, 7.4, 6.875)","(71.0, 200.0, 130.0)","(21.0, 30.0, 27.6)","(5.0, 5.7, 5.575)","(14.0, 25.0, 23.73076923076923)","(2.7, 4.0, 3.7600000000000002)"
09-01-2023 16:36:07.584001,"(3.8, 5.1, 4.827272727272727)","(6.0, 8.6, 7.76)","(5.5, 7.4, 6.875)","(71.0, 200.0, 130.0)","(21.0, 30.0, 27.6)","(5.0, 5.7, 5.575)","(14.0, 25.0, 23.73076923076923)","(2.7, 4.0, 3.79)"
09-01-2023 16:36:09.143441,"(3.8, 5.1, 4.827272727272727)","(6.0, 8.6, 7.869565217391305)","(5.5, 7.4, 6.875)","(71.0, 200.0, 155.0)","(21.0, 30.0, 27.6)","(5.0, 5.7, 5.5)","(14.0, 25.0, 23.73076923076923)","(2.7, 3.95, 3.7535714285714286)"
09-01-2023 16:36:10.451337,"(3.8, 5.1, 4.885714285714285)","(6.0, 8.6, 7.869565217391305)","(5.5, 7.4, 6.875)","(71.0, 190.0, 130.0)","(21.0, 30.0, 27.6)","(5.0, 5.7, 5.5)","(14.0, 25.0, 23.73076923076923)","(2.7, 3.85, 3.5)"
09-01-2023 16:36:11.593423,"(3.8, 5.1, 4.881818181818182)","(6.0, 8.6, 7.76)","(5.5, 7.4, 6.875)","(71.0, 180.0, 145.0)","(21.0, 30.0, 27.6)","(5.0, 5.7, 5.5)","(14.0, 25.0, 23.73076923076923)","(2.7, 3.85, 3.6944444444444446)"
09-01-2023 16:36:13.046207,"(3.8, 5.1, 4.881818181818182)","(6.0, 8.6, 7.869565217391305)","(5.5, 7.4, 6.875)","(71.0, 170.0, 145.0)","(21.0, 30.0, 27.6)","(5.0, 5.7, 5.5)","(14.0, 25.0, 23.73076923076923)","(2.7, 3.85, 3.7227272727272727)"
09-01-2023 16:36:14.189038,"(3.8, 5.1, 4.881818181818182)","(6.0, 8.6, 7.869565217391305)","(5.5, 7.4, 6.875)","(71.0, 170.0, 145.0)","(21.0, 30.0, 27.6)","(5.0, 5.7, 5.5)","(14.0, 25.0, 23.73076923076923)","(2.7, 3.85, 3.7227272727272727)"
09-01-2023 16:36:15.488842,"(3.8, 5.1, 4.881818181818182)","(6.0, 8.6, 7.869565217391305)","(5.5, 7.4, 6.875)","(71.0, 170.0, 145.0)","(21.0, 30.0, 27.6)","(5.0, 5.7, 5.5)","(14.0, 25.0, 23.73076923076923)","(2.7, 3.85, 3.772222222222222)"
09-01-2023 16:36:16.628052,"(3.8, 5.1, 4.881818181818182)","(6.0, 8.6, 7.76)","(5.5, 7.4, 6.875)","(71.0, 170.0, 145.0)","(21.0, 30.0, 28.5)","(5.0, 5.7, 5.5)","(14.0, 25.0, 23.73076923076923)","(2.7, 3.85, 3.765151515151515)"
09-01-2023 16:36:17.775345,"(3.8, 5.1, 4.881818181818182)","(6.0, 8.6, 7.76)","(5.5, 7.4, 6.84)","(71.0, 170.0, 145.0)","(21.0, 30.0, 32.0)","(5.0, 5.7, 5.5)","(14.0, 25.0, 23.73076923076923)","(2.7, 3.85, 3.759677419354839)"
09-01-2023 16:36:19.012125,"(3.8, 5.1, 4.881818181818182)","(6.0, 8.6, 7.76)","(5.5, 7.4, 6.875)","(71.0, 170.0, 145.0)","(21.0, 34.0, 33.0)","(5.0, 5.7, 5.5)","(14.0, 25.0, 23.73076923076923)","(2.7, 3.85, 3.759677419354839)"
09-01-2023 16:36:20.104694,"(3.8, 5.1, 4.881818181818182)","(6.0, 8.6, 7.76)","(5.5, 7.4, 6.875)","(71.0, 170.0, 145.0)","(21.0, 36.0, 29.6)","(5.0, 5.7, 5.414285714285715)","(14.0, 25.0, 23.73076923076923)","(2.7, 3.85, 3.759677419354839)"
09-01-2023 16:36:21.103275,"(3.8, 5.1, 4.881818181818182)","(6.0, 8.6, 7.76)","(5.5, 7.4, 6.84)","(71.0, 170.0, 145.0)","(21.0, 36.0, 29.6)","(5.0, 5.7, 5.414285714285715)","(14.0, 25.0, 23.73076923076923)","(2.7, 3.85, 3.759677419354839)"
09-01-2023 16:36:22.224988,"(3.8, 5.1, 4.9)","(6.0, 8.6, 7.76)","(5.5, 7.4, 6.84)","(71.0, 170.0, 145.0)","(21.0, 36.0, 29.6)","(5.0, 5.7, 5.414285714285715)","(14.0, 25.0, 23.73076923076923)","(2.7, 3.85, 3.759677419354839)"
09-01-2023 16:36:23.325179,"(3.8, 5.1, 4.884615384615384)","(6.0, 8.6, 7.76)","(5.5, 7.4, 6.84)","(71.0, 170.0, 145.0)","(21.0, 36.0, 29.6)","(5.0, 5.7, 5.414285714285715)","(14.0, 25.0, 23.73076923076923)","(2.7, 3.85, 3.759677419354839)"
09-01-2023 16:36:24.376161,"(3.8, 5.1, 4.884615384615384)","(6.0, 8.6, 7.76)","(5.5, 7.4, 6.875)","(71.0, 170.0, 145.0)","(21.0, 36.0, 29.6)","(5.0, 5.7, 5.414285714285715)","(14.0, 25.0, 23.73076923076923)","(2.7, 3.85, 3.759677419354839)"
09-01-2023 16:36:25.469094,"(3.8, 5.1, 4.866666666666666)","(6.0, 8.6, 7.76)","(5.5, 7.4, 6.875)","(71.0, 170.0, 145.0)","(21.0, 36.0, 32.0)","(5.0, 5.7, 5.5)","(14.0, 25.0, 23.73076923076923)","(2.7, 3.85, 3.775)"
09-01-2023 16:36:26.698992,"(3.8, 5.1, 4.866666666666666)","(6.0, 8.6, 7.7272727272727275)","(5.5, 7.4, 6.84)","(71.0, 170.0, 145.0)","(21.0, 36.0, 30.666666666666668)","(5.0, 5.7, 5.375)","(14.0, 25.0, 23.73076923076923)","(2.7, 3.85, 3.75625)"
09-01-2023 16:36:27.860285,"(3.8, 5.1, 4.866666666666666)","(6.0, 8.6, 7.7272727272727275)","(5.5, 7.4, 6.84)","(71.0, 170.0, 145.0)","(21.0, 36.0, 30.666666666666668)","(5.0, 5.6, 5.2)","(14.0, 25.0, 23.73076923076923)","(2.7, 3.85, 3.75625)"
09-01-2023 16:36:28.892466,"(3.8, 5.1, 4.866666666666666)","(6.0, 8.6, 7.7272727272727275)","(5.5, 7.4, 6.84)","(71.0, 170.0, 145.0)","(21.0, 36.0, 30.666666666666668)","(5.0, 5.5, 5.2)","(14.0, 25.0, 23.73076923076923)","(2.7, 3.85, 3.75625)"
09-01-2023 16:36:29.934196,"(3.8, 5.1, 4.866666666666666)","(6.0, 8.6, 7.7272727272727275)","(5.5, 7.4, 6.84)","(71.0, 170.0, 145.0)","(21.0, 36.0, 30.666666666666668)","(5.0, 5.5, 5.2)","(14.0, 25.0, 23.73076923076923)","(2.7, 3.85, 3.803846153846154)"
09-01-2023 16:36:31.046393,"(3.8, 5.1, 4.866666666666666)","(6.0, 8.6, 7.7272727272727275)","(5.5, 7.4, 6.875)","(71.0, 170.0, 145.0)","(21.0, 36.0, 30.666666666666668)","(5.0, 5.5, 5.2)","(14.0, 25.0, 23.73076923076923)","(2.7, 3.85, 3.7333333333333334)"
09-01-2023 16:36:32.210735,"(3.8, 5.1, 4.866666666666666)","(6.0, 8.6, 7.7272727272727275)","(5.5, 7.4, 6.95)","(71.0, 170.0, 145.0)","(21.0, 36.0, 30.666666666666668)","(5.0, 5.5, 5.2)","(14.0, 25.0, 23.73076923076923)","(2.7, 3.85, 3.75625)"
09-01-2023 16:36:33.327487,"(3.8, 5.1, 4.866666666666666)","(6.0, 8.6, 7.7272727272727275)","(5.5, 7.4, 6.95)","(71.0, 170.0, 145.0)","(21.0, 36.0, 30.666666666666668)","(5.0, 5.5, 5.2)","(14.0, 25.0, 23.73076923076923)","(2.7, 3.85, 3.75625)"
09-01-2023 16:36:34.431380,"(3.8, 5.1, 4.866666666666666)","(6.0, 8.6, 7.7272727272727275)","(5.5, 7.4, 6.95)","(71.0, 170.0, 145.0)","(21.0, 36.0, 30.666666666666668)","(5.0, 5.5, 5.2)","(14.0, 25.0, 23.73076923076923)","(2.7, 3.85, 3.75625)"
09-01-2023 16:36:35.457703,"(3.8, 5.1, 4.866666666666666)","(6.0, 8.6, 7.7272727272727275)","(5.5, 7.4, 6.95)","(71.0, 170.0, 145.0)","(21.0, 36.0, 30.666666666666668)","(5.0, 5.5, 5.2)","(14.0, 25.0, 23.73076923076923)","(2.7, 3.85, 3.803846153846154)"
09-01-2023 16:36:36.469568,"(3.8, 5.1, 4.6625)","(6.0, 8.6, 7.7272727272727275)","(5.5, 7.4, 6.95)","(71.0, 170.0, 145.0)","(21.0, 36.0, 30.666666666666668)","(5.0, 5.5, 5.2)","(14.0, 25.0, 23.73076923076923)","(2.7, 3.85, 3.7607142857142857)"
09-01-2023 16:36:37.511260,"(3.8, 5.1, 4.866666666666666)","(6.0, 8.4, 7.861538461538462)","(5.5, 7.4, 6.95)","(71.0, 170.0, 145.0)","(21.0, 36.0, 30.666666666666668)","(5.0, 5.5, 5.2)","(14.0, 25.0, 23.73076923076923)","(2.7, 3.85, 3.7607142857142857)"
09-01-2023 16:36:38.534503,"(3.8, 5.1, 4.866666666666666)","(6.0, 8.4, 7.861538461538462)","(5.5, 7.4, 6.95)","(71.0, 170.0, 145.0)","(21.0, 36.0, 30.666666666666668)","(5.0, 5.5, 5.2)","(14.0, 25.0, 23.73076923076923)","(2.7, 3.85, 3.7607142857142857)"
09-01-2023 16:36:39.613522,"(3.8, 5.1, 4.866666666666666)","(6.0, 8.4, 7.861538461538462)","(5.5, 7.4, 6.95)","(71.0, 170.0, 145.0)","(21.0, 36.0, 30.666666666666668)","(5.0, 5.5, 5.2)","(14.0, 25.0, 23.73076923076923)","(2.7, 3.85, 3.8045454545454547)"
09-01-2023 16:36:40.701984,"(3.8, 5.1, 4.913333333333333)","(6.0, 8.4, 7.733333333333333)","(5.5, 7.4, 6.95)","(71.0, 170.0, 145.0)","(21.0, 36.0, 30.666666666666668)","(5.0, 5.5, 5.2)","(14.0, 25.0, 23.73076923076923)","(2.7, 3.85, 3.8045454545454547)"
09-01-2023 16:36:41.824797,"(3.8, 5.1, 4.913333333333333)","(6.0, 8.4, 7.733333333333333)","(5.5, 7.4, 6.95)","(71.0, 170.0, 145.0)","(21.0, 36.0, 30.666666666666668)","(4.8, 5.5, 5.2)","(15.0, 25.0, 23.73076923076923)","(2.7, 3.85, 3.7607142857142857)"
09-01-2023 16:36:43.125478,"(3.8, 5.1, 4.972727272727273)","(6.0, 8.4, 7.733333333333333)","(5.5, 7.4, 7.026666666666666)","(71.0, 170.0, 145.0)","(21.0, 36.0, 30.666666666666668)","(4.8, 5.5, 5.2)","(15.0, 25.0, 23.73076923076923)","(2.7, 3.85, 3.725)"
09-01-2023 16:36:44.198960,"(3.8, 5.1, 4.935294117647059)","(6.0, 8.4, 7.733333333333333)","(5.5, 7.4, 7.026666666666666)","(71.0, 170.0, 145.0)","(21.0, 36.0, 30.666666666666668)","(4.8, 5.5, 5.214285714285714)","(15.0, 25.0, 23.82142857142857)","(2.7, 3.85, 3.81)"
09-01-2023 16:36:45.210681,"(3.8, 5.1, 4.949999999999999)","(6.0, 8.4, 7.733333333333333)","(5.5, 7.4, 7.026666666666666)","(71.0, 170.0, 145.0)","(21.0, 36.0, 30.666666666666668)","(4.8, 5.3, 5.214285714285714)","(15.0, 25.0, 23.82142857142857)","(2.7, 3.85, 3.85)"
09-01-2023 16:36:46.178546,"(3.8, 5.2, 5.133333333333334)","(6.0, 8.4, 7.733333333333333)","(5.5, 7.4, 7.026666666666666)","(71.0, 170.0, 145.0)","(21.0, 36.0, 30.666666666666668)","(4.8, 5.3, 5.214285714285714)","(15.0, 25.0, 23.82142857142857)","(2.7, 3.9, 3.85)"
