,Rachmaninov,Jesper Fast,Vertigo,Annas Boy,Sonoma Tyron,Martha Stuart,Lauries Legacy,Salvo,Boss Kenny
16-12-2022 15:06:16.001530,"(15.0, 44.0, 36.0)","(21.0, 120.0, 51.46153846153846)","(13.0, 29.0, 18.5)","(3.4, 3.85, 3.713636363636364)","(12.0, 19.5, 18.5)","(5.0, 8.8, 7.2)","(4.0, 5.9, 4.928571428571429)","(11.0, 28.0, 18.0)","(5.0, 8.6, 7.047058823529412)"
16-12-2022 15:06:17.067884,"(15.0, 44.0, 36.0)","(21.0, 120.0, 51.46153846153846)","(13.0, 29.0, 18.5)","(3.4, 3.85, 3.713636363636364)","(12.0, 19.5, 18.5)","(5.0, 8.8, 7.2)","(4.0, 5.9, 4.928571428571429)","(11.0, 28.0, 18.0)","(5.0, 8.6, 7.047058823529412)"
16-12-2022 15:06:18.174616,"(15.0, 44.0, 36.0)","(21.0, 120.0, 51.46153846153846)","(13.0, 29.0, 18.5)","(3.4, 3.85, 3.713636363636364)","(12.0, 19.5, 18.5)","(5.0, 8.8, 7.2)","(4.0, 5.9, 4.928571428571429)","(11.0, 28.0, 18.0)","(5.0, 8.6, 7.047058823529412)"
16-12-2022 15:06:19.288567,"(15.0, 44.0, 36.0)","(21.0, 120.0, 51.46153846153846)","(13.0, 29.0, 18.5)","(3.4, 3.85, 3.690909090909091)","(12.0, 19.5, 18.5)","(5.0, 8.8, 7.25)","(3.9, 5.9, 4.928571428571429)","(11.0, 28.0, 18.0)","(5.0, 8.6, 7.047058823529412)"
16-12-2022 15:06:20.444093,"(15.0, 44.0, 36.0)","(21.0, 120.0, 51.46153846153846)","(13.0, 29.0, 18.5)","(3.4, 3.8, 3.690909090909091)","(12.0, 19.5, 18.5)","(5.0, 8.8, 7.323809523809524)","(3.9, 5.9, 4.928571428571429)","(11.0, 28.0, 18.0)","(5.0, 8.6, 7.047058823529412)"
16-12-2022 15:06:21.660464,"(15.0, 44.0, 36.0)","(21.0, 120.0, 51.46153846153846)","(13.0, 29.0, 18.5)","(3.4, 3.8, 3.690909090909091)","(12.0, 19.5, 18.5)","(5.0, 8.8, 7.323809523809524)","(3.9, 5.9, 4.928571428571429)","(11.0, 28.0, 18.0)","(5.0, 8.6, 7.047058823529412)"
16-12-2022 15:06:22.939608,"(15.0, 44.0, 36.0)","(21.0, 120.0, 51.46153846153846)","(13.0, 29.0, 18.5)","(3.4, 3.8, 3.690909090909091)","(12.0, 19.5, 18.5)","(5.0, 8.8, 7.323809523809524)","(3.9, 5.9, 4.928571428571429)","(11.0, 28.0, 18.0)","(5.0, 8.6, 7.047058823529412)"
16-12-2022 15:06:24.253829,"(15.0, 44.0, 36.0)","(21.0, 120.0, 51.46153846153846)","(13.0, 29.0, 18.5)","(3.4, 3.8, 3.6681818181818184)","(12.0, 19.5, 18.5)","(5.0, 8.8, 7.300000000000001)","(3.9, 5.9, 4.928571428571429)","(11.0, 28.0, 18.0)","(5.0, 8.6, 7.04375)"
16-12-2022 15:06:25.685740,"(15.0, 44.0, 36.0)","(21.0, 120.0, 51.46153846153846)","(13.0, 29.0, 18.5)","(3.4, 3.75, 3.5500000000000003)","(12.0, 19.5, 15.75)","(5.0, 8.8, 7.300000000000001)","(3.9, 5.9, 4.628571428571429)","(11.0, 28.0, 18.0)","(5.0, 8.4, 7.04375)"
16-12-2022 15:06:27.011559,"(15.0, 44.0, 24.333333333333336)","(21.0, 120.0, 51.46153846153846)","(13.0, 29.0, 18.5)","(3.4, 3.75, 3.6136363636363638)","(12.0, 19.5, 18.818181818181817)","(5.0, 8.8, 7.300000000000001)","(3.9, 6.2, 4.9714285714285715)","(11.0, 28.0, 18.0)","(5.0, 8.4, 7.65625)"
16-12-2022 15:06:28.143505,"(15.0, 44.0, 36.625)","(21.0, 120.0, 51.46153846153846)","(13.0, 29.0, 18.5)","(3.4, 3.75, 3.6136363636363638)","(12.0, 19.5, 18.818181818181817)","(5.0, 8.8, 7.300000000000001)","(3.9, 6.0, 4.9714285714285715)","(11.0, 28.0, 18.0)","(5.0, 8.4, 6.09)"
16-12-2022 15:06:29.294637,"(15.0, 44.0, 36.625)","(21.0, 120.0, 51.46153846153846)","(13.0, 29.0, 18.5)","(3.4, 3.75, 3.8333333333333335)","(12.0, 19.5, 18.818181818181817)","(5.0, 8.8, 5.981818181818182)","(3.9, 6.0, 4.9714285714285715)","(11.0, 28.0, 18.0)","(5.0, 8.4, 6.09)"
16-12-2022 15:06:30.527309,"(15.0, 44.0, 36.625)","(21.0, 120.0, 51.46153846153846)","(13.0, 29.0, 18.5)","(3.4, 4.5, 3.8333333333333335)","(12.0, 19.5, 18.818181818181817)","(5.0, 8.8, 5.981818181818182)","(3.9, 6.0, 4.9714285714285715)","(11.0, 28.0, 18.0)","(5.0, 8.4, 6.09)"
16-12-2022 15:06:31.746712,"(15.0, 44.0, 36.625)","(21.0, 120.0, 51.46153846153846)","(13.0, 29.0, 18.5)","(3.4, 4.5, 3.8333333333333335)","(12.0, 19.5, 18.818181818181817)","(5.0, 8.8, 5.981818181818182)","(3.9, 6.0, 4.9714285714285715)","(11.0, 28.0, 18.0)","(5.0, 8.4, 6.09)"
16-12-2022 15:06:32.890871,"(15.0, 44.0, 36.625)","(21.0, 120.0, 51.46153846153846)","(13.0, 29.0, 18.5)","(3.4, 4.5, 3.8333333333333335)","(12.0, 19.5, 18.818181818181817)","(5.0, 8.8, 5.981818181818182)","(3.9, 6.0, 4.9714285714285715)","(11.0, 28.0, 17.0)","(5.0, 8.4, 6.09)"
16-12-2022 15:06:34.060018,"(15.0, 44.0, 35.57142857142857)","(21.0, 120.0, 51.46153846153846)","(13.0, 29.0, 18.5)","(3.4, 4.5, 3.8333333333333335)","(12.0, 19.5, 18.818181818181817)","(5.0, 8.8, 5.981818181818182)","(3.9, 6.0, 4.9714285714285715)","(11.0, 28.0, 17.0)","(5.0, 8.4, 6.09)"
16-12-2022 15:06:35.187674,"(15.0, 44.0, 36.625)","(21.0, 120.0, 51.46153846153846)","(13.0, 29.0, 18.5)","(3.4, 4.5, 3.8333333333333335)","(12.0, 19.5, 18.818181818181817)","(5.0, 8.8, 5.981818181818182)","(3.9, 6.0, 4.9714285714285715)","(11.0, 28.0, 17.333333333333332)","(5.0, 8.4, 6.09)"
16-12-2022 15:06:36.389492,"(15.0, 44.0, 36.625)","(21.0, 120.0, 51.46153846153846)","(13.0, 29.0, 18.5)","(3.4, 4.5, 4.0)","(12.0, 19.5, 19.03125)","(5.0, 8.8, 7.435714285714286)","(3.9, 6.0, 4.953846153846154)","(11.0, 28.0, 16.25)","(5.0, 8.4, 6.09)"
16-12-2022 15:06:37.640154,"(15.0, 44.0, 36.625)","(21.0, 120.0, 51.46153846153846)","(13.0, 29.0, 18.5)","(3.4, 4.4, 4.0)","(12.0, 19.5, 19.03125)","(5.0, 8.4, 7.435714285714286)","(3.9, 6.0, 4.953846153846154)","(11.0, 29.0, 16.25)","(5.0, 8.4, 7.0)"
16-12-2022 15:06:38.848023,"(15.0, 44.0, 36.625)","(21.0, 120.0, 51.46153846153846)","(13.0, 29.0, 18.5)","(3.4, 4.4, 4.0)","(12.0, 19.5, 19.03125)","(5.0, 8.4, 7.435714285714286)","(3.9, 6.0, 4.953846153846154)","(11.0, 29.0, 16.25)","(5.0, 8.4, 7.0)"
16-12-2022 15:06:40.065829,"(15.0, 44.0, 36.625)","(21.0, 120.0, 51.46153846153846)","(13.0, 29.0, 22.0)","(3.4, 4.4, 3.75)","(12.0, 19.5, 17.875)","(5.0, 8.4, 8.35)","(3.9, 6.0, 4.915384615384616)","(11.0, 29.0, 16.25)","(5.0, 8.4, 7.0)"
16-12-2022 15:06:41.268867,"(15.0, 44.0, 35.714285714285715)","(21.0, 120.0, 51.46153846153846)","(14.0, 29.0, 22.0)","(3.4, 4.3, 3.75)","(12.0, 19.5, 17.2)","(5.0, 9.2, 8.16842105263158)","(4.0, 5.9, 4.915384615384616)","(11.0, 29.0, 16.25)","(5.0, 8.4, 7.0)"
16-12-2022 15:06:42.441627,"(15.0, 44.0, 34.5)","(21.0, 120.0, 51.46153846153846)","(14.0, 29.0, 22.0)","(3.4, 4.3, 3.5208333333333335)","(12.0, 20.0, 17.2)","(5.0, 8.8, 8.16842105263158)","(4.0, 5.9, 4.915384615384616)","(11.0, 29.0, 16.25)","(5.0, 8.4, 7.0)"
16-12-2022 15:06:43.611335,"(15.0, 44.0, 34.5)","(21.0, 120.0, 51.46153846153846)","(14.0, 29.0, 22.0)","(3.4, 4.3, 3.5208333333333335)","(12.0, 20.0, 17.2)","(5.0, 8.8, 8.16842105263158)","(4.0, 5.9, 4.915384615384616)","(11.0, 29.0, 16.25)","(5.0, 8.4, 7.0)"
16-12-2022 15:06:44.880376,"(15.0, 44.0, 34.5)","(21.0, 120.0, 51.46153846153846)","(14.0, 29.0, 22.0)","(3.3, 4.3, 3.5208333333333335)","(12.0, 20.0, 17.2)","(5.0, 8.8, 8.16842105263158)","(4.0, 5.9, 4.915384615384616)","(11.0, 29.0, 16.25)","(5.0, 8.4, 7.0)"
16-12-2022 15:06:46.159497,"(15.0, 44.0, 34.5)","(21.0, 120.0, 51.46153846153846)","(14.0, 29.0, 22.0)","(3.3, 4.3, 3.5208333333333335)","(12.0, 20.0, 17.2)","(5.0, 8.8, 7.4071428571428575)","(4.0, 5.9, 4.915384615384616)","(11.0, 29.0, 16.25)","(5.0, 8.4, 7.0)"
16-12-2022 15:06:47.354910,"(15.0, 44.0, 34.5)","(21.0, 120.0, 51.46153846153846)","(14.0, 29.0, 22.0)","(3.3, 4.3, 3.5208333333333335)","(12.0, 20.0, 17.2)","(5.0, 8.8, 7.4071428571428575)","(4.0, 5.9, 4.8769230769230765)","(11.0, 29.0, 16.25)","(5.0, 8.4, 7.0)"
16-12-2022 15:06:48.508079,"(15.0, 44.0, 34.5)","(21.0, 120.0, 51.46153846153846)","(14.0, 29.0, 22.0)","(3.3, 4.3, 3.5208333333333335)","(12.0, 20.0, 17.2)","(5.0, 8.8, 7.4071428571428575)","(4.0, 5.8, 4.8769230769230765)","(11.0, 29.0, 16.25)","(5.0, 8.4, 7.0)"
16-12-2022 15:06:49.626028,"(15.0, 44.0, 34.5)","(21.0, 120.0, 51.46153846153846)","(14.0, 29.0, 22.0)","(3.3, 4.3, 3.64)","(12.0, 20.0, 17.2)","(5.0, 8.8, 6.968181818181819)","(4.0, 5.8, 4.8769230769230765)","(11.0, 29.0, 16.25)","(5.0, 8.4, 7.0)"
16-12-2022 15:06:50.740932,"(15.0, 44.0, 34.5)","(21.0, 120.0, 51.46153846153846)","(14.0, 29.0, 22.0)","(3.3, 4.4, 3.64)","(12.0, 20.0, 17.2)","(5.0, 8.8, 6.968181818181819)","(4.0, 5.8, 4.8769230769230765)","(11.0, 29.0, 16.25)","(5.0, 8.4, 7.0)"
16-12-2022 15:06:51.824589,"(15.0, 44.0, 34.5)","(21.0, 120.0, 51.46153846153846)","(14.0, 29.0, 22.0)","(3.3, 4.4, 3.64)","(12.0, 20.0, 17.2)","(5.0, 8.8, 6.968181818181819)","(4.0, 5.8, 4.8769230769230765)","(11.0, 29.0, 16.25)","(5.0, 8.4, 6.887499999999999)"
16-12-2022 15:06:52.956284,"(15.0, 44.0, 34.5)","(21.0, 120.0, 51.46153846153846)","(14.0, 29.0, 22.0)","(3.3, 4.4, 3.64)","(12.0, 20.0, 17.2)","(5.0, 8.8, 5.921428571428572)","(4.0, 5.8, 4.953846153846154)","(11.0, 29.0, 16.25)","(5.0, 8.2, 6.887499999999999)"
16-12-2022 15:06:54.113709,"(15.0, 46.0, 27.4)","(21.0, 120.0, 51.46153846153846)","(14.0, 29.0, 22.0)","(3.3, 4.4, 3.64)","(12.0, 20.0, 17.2)","(5.0, 8.8, 5.921428571428572)","(4.0, 6.0, 4.953846153846154)","(11.0, 29.0, 16.25)","(5.0, 8.2, 6.887499999999999)"
16-12-2022 15:06:55.233081,"(15.0, 46.0, 27.4)","(21.0, 120.0, 51.46153846153846)","(14.0, 29.0, 22.0)","(3.3, 4.4, 3.64)","(12.0, 20.0, 17.2)","(5.0, 8.8, 5.921428571428572)","(4.0, 6.0, 4.953846153846154)","(11.0, 29.0, 16.25)","(5.0, 8.2, 6.887499999999999)"
16-12-2022 15:06:56.355660,"(15.0, 44.0, 29.5)","(21.0, 120.0, 51.46153846153846)","(14.0, 29.0, 22.0)","(3.3, 4.4, 3.64)","(12.0, 20.0, 17.2)","(5.0, 8.8, 5.921428571428572)","(4.0, 6.0, 4.953846153846154)","(11.0, 29.0, 16.25)","(5.0, 8.2, 6.887499999999999)"
16-12-2022 15:06:57.546569,"(15.0, 44.0, 29.5)","(21.0, 120.0, 51.46153846153846)","(15.0, 29.0, 22.0)","(3.3, 4.4, 3.64)","(12.0, 20.0, 17.2)","(5.0, 8.8, 5.921428571428572)","(4.0, 6.0, 4.953846153846154)","(11.0, 29.0, 16.25)","(5.0, 8.2, 6.887499999999999)"
16-12-2022 15:06:58.715714,"(15.0, 44.0, 29.5)","(21.0, 120.0, 51.46153846153846)","(15.0, 29.0, 22.0)","(3.3, 4.4, 3.64)","(12.0, 20.0, 17.2)","(5.0, 8.8, 7.294736842105263)","(4.0, 6.0, 4.953846153846154)","(11.0, 29.0, 16.25)","(5.0, 8.2, 6.887499999999999)"
16-12-2022 15:06:59.855758,"(15.0, 44.0, 29.5)","(21.0, 120.0, 51.46153846153846)","(15.0, 29.0, 22.0)","(3.3, 4.4, 3.64)","(12.0, 20.0, 16.31578947368421)","(5.0, 8.8, 7.294736842105263)","(4.0, 6.0, 4.953846153846154)","(11.0, 29.0, 16.25)","(5.0, 8.2, 6.887499999999999)"
16-12-2022 15:07:01.031866,"(15.0, 44.0, 29.5)","(21.0, 120.0, 51.46153846153846)","(15.0, 29.0, 18.5)","(3.3, 4.4, 3.5714285714285716)","(12.0, 20.0, 16.31578947368421)","(5.0, 8.8, 7.6695652173913045)","(4.0, 6.0, 4.915384615384616)","(11.0, 29.0, 16.25)","(5.0, 8.2, 6.887499999999999)"
16-12-2022 15:07:02.249782,"(15.0, 44.0, 29.5)","(21.0, 120.0, 51.46153846153846)","(15.0, 29.0, 18.5)","(3.3, 4.3, 3.5714285714285716)","(12.0, 20.0, 16.31578947368421)","(5.0, 8.8, 7.709090909090909)","(4.0, 5.9, 4.915384615384616)","(11.0, 29.0, 16.25)","(5.0, 8.2, 6.887499999999999)"
16-12-2022 15:07:03.384962,"(15.0, 44.0, 29.5)","(21.0, 120.0, 51.46153846153846)","(15.0, 29.0, 18.5)","(3.3, 4.3, 3.875)","(12.0, 20.0, 15.666666666666668)","(5.0, 8.8, 7.709090909090909)","(4.0, 5.9, 4.915384615384616)","(11.0, 29.0, 16.25)","(5.0, 8.2, 6.508333333333333)"
16-12-2022 15:07:04.500930,"(15.0, 44.0, 35.857142857142854)","(21.0, 120.0, 51.46153846153846)","(15.0, 29.0, 18.5)","(3.3, 4.3, 3.875)","(12.0, 20.0, 16.57894736842105)","(5.0, 8.8, 7.709090909090909)","(4.0, 5.9, 4.915384615384616)","(11.0, 29.0, 16.25)","(5.0, 8.2, 6.508333333333333)"
16-12-2022 15:07:05.659235,"(15.0, 44.0, 35.857142857142854)","(21.0, 120.0, 51.46153846153846)","(15.0, 29.0, 18.5)","(3.3, 4.3, 3.718421052631579)","(12.0, 20.0, 16.57894736842105)","(5.0, 8.8, 7.709090909090909)","(4.0, 5.9, 4.915384615384616)","(11.0, 29.0, 16.25)","(5.0, 8.2, 6.508333333333333)"
16-12-2022 15:07:06.812948,"(15.0, 44.0, 35.857142857142854)","(21.0, 120.0, 51.46153846153846)","(15.0, 29.0, 18.5)","(3.3, 4.3, 3.718421052631579)","(12.0, 20.0, 16.57894736842105)","(5.0, 8.8, 7.709090909090909)","(4.0, 5.9, 4.915384615384616)","(11.0, 29.0, 16.25)","(5.0, 8.2, 6.508333333333333)"
16-12-2022 15:07:08.030000,"(15.0, 44.0, 35.857142857142854)","(21.0, 120.0, 51.46153846153846)","(15.0, 29.0, 18.5)","(3.3, 4.3, 3.5562500000000004)","(12.0, 20.0, 15.357142857142858)","(5.0, 8.8, 7.333333333333333)","(4.0, 5.9, 4.627586206896551)","(11.0, 29.0, 16.25)","(5.0, 8.2, 7.774509803921568)"
16-12-2022 15:07:09.205108,"(15.0, 44.0, 29.5)","(21.0, 120.0, 59.4)","(15.0, 29.0, 18.5)","(3.3, 4.3, 3.833333333333333)","(12.0, 20.0, 15.357142857142858)","(5.0, 8.8, 7.333333333333333)","(4.0, 6.2, 4.8769230769230765)","(11.0, 29.0, 15.875)","(5.0, 8.2, 6.566666666666666)"
16-12-2022 15:07:10.435165,"(15.0, 46.0, 30.5)","(21.0, 120.0, 59.4)","(15.0, 29.0, 18.5)","(3.3, 4.3, 3.833333333333333)","(12.0, 20.0, 18.3)","(5.0, 8.8, 7.333333333333333)","(4.0, 5.8, 4.8769230769230765)","(11.0, 29.0, 15.875)","(5.0, 8.2, 6.566666666666666)"
16-12-2022 15:07:11.604462,"(15.0, 46.0, 30.5)","(21.0, 120.0, 59.4)","(15.0, 29.0, 18.5)","(3.3, 4.3, 3.833333333333333)","(12.0, 19.5, 18.3)","(5.0, 8.8, 7.294736842105263)","(4.0, 5.8, 4.8769230769230765)","(11.0, 29.0, 15.875)","(5.0, 8.2, 6.566666666666666)"
16-12-2022 15:07:12.817244,"(15.0, 46.0, 30.5)","(21.0, 120.0, 59.4)","(15.0, 29.0, 18.5)","(3.3, 4.3, 3.833333333333333)","(12.0, 19.5, 18.3)","(5.0, 8.8, 7.294736842105263)","(4.0, 5.8, 4.8769230769230765)","(11.0, 29.0, 15.875)","(5.0, 8.2, 6.566666666666666)"
16-12-2022 15:07:14.377320,"(15.0, 46.0, 30.5)","(21.0, 120.0, 51.46153846153846)","(15.0, 29.0, 18.5)","(3.3, 4.3, 3.833333333333333)","(12.0, 19.5, 18.3)","(5.0, 8.8, 7.294736842105263)","(4.0, 5.8, 4.8769230769230765)","(11.0, 29.0, 20.5)","(5.0, 8.2, 6.566666666666666)"
16-12-2022 15:07:15.759258,"(15.0, 46.0, 30.5)","(21.0, 120.0, 51.46153846153846)","(15.0, 29.0, 18.5)","(3.3, 4.3, 3.833333333333333)","(12.0, 19.5, 18.3)","(5.0, 8.8, 7.294736842105263)","(4.0, 5.8, 4.8769230769230765)","(11.0, 29.0, 20.5)","(5.0, 8.2, 6.566666666666666)"
16-12-2022 15:07:16.985266,"(15.0, 46.0, 30.5)","(21.0, 120.0, 51.46153846153846)","(15.0, 29.0, 18.5)","(3.3, 4.3, 3.5125)","(12.0, 19.5, 18.583333333333332)","(5.0, 8.8, 7.6695652173913045)","(4.0, 5.8, 4.883333333333333)","(11.0, 29.0, 24.363636363636363)","(5.0, 8.2, 6.449999999999999)"
16-12-2022 15:07:18.181303,"(15.0, 46.0, 30.5)","(21.0, 120.0, 51.46153846153846)","(15.0, 29.0, 18.5)","(3.3, 4.2, 3.5125)","(12.0, 19.5, 18.583333333333332)","(5.0, 8.8, 7.6695652173913045)","(4.0, 5.7, 4.883333333333333)","(11.0, 29.0, 16.625)","(5.0, 8.2, 6.9312499999999995)"
16-12-2022 15:07:19.431508,"(15.0, 46.0, 30.5)","(21.0, 120.0, 51.46153846153846)","(15.0, 29.0, 22.25)","(3.3, 4.2, 3.5125)","(12.0, 19.5, 18.583333333333332)","(5.0, 8.8, 7.871428571428572)","(4.0, 5.7, 4.883333333333333)","(11.0, 29.0, 20.75)","(5.0, 8.2, 6.9312499999999995)"
16-12-2022 15:07:20.670585,"(15.0, 46.0, 30.5)","(21.0, 120.0, 51.46153846153846)","(15.0, 29.0, 22.25)","(3.3, 4.2, 3.5125)","(12.0, 19.5, 18.583333333333332)","(5.0, 8.8, 7.911111111111111)","(4.0, 5.7, 4.883333333333333)","(11.0, 29.0, 26.642857142857142)","(5.0, 8.2, 7.2333333333333325)"
16-12-2022 15:07:21.879478,"(15.0, 46.0, 37.285714285714285)","(21.0, 120.0, 51.46153846153846)","(15.0, 29.0, 22.25)","(3.3, 4.2, 3.5125)","(12.0, 19.5, 18.666666666666668)","(5.0, 8.8, 7.911111111111111)","(4.0, 5.7, 4.838461538461538)","(11.0, 29.0, 26.642857142857142)","(5.0, 8.2, 7.2333333333333325)"
16-12-2022 15:07:23.077782,"(15.0, 46.0, 37.285714285714285)","(21.0, 120.0, 51.46153846153846)","(14.0, 29.0, 22.25)","(3.4, 4.2, 3.5125)","(12.0, 19.5, 18.666666666666668)","(5.0, 8.8, 7.911111111111111)","(4.0, 5.7, 4.838461538461538)","(11.0, 29.0, 26.642857142857142)","(5.0, 8.2, 7.2333333333333325)"
16-12-2022 15:07:24.278888,"(15.0, 46.0, 37.285714285714285)","(21.0, 120.0, 51.46153846153846)","(14.0, 29.0, 22.25)","(3.4, 4.2, 3.5125)","(12.0, 19.5, 18.666666666666668)","(5.0, 8.8, 7.911111111111111)","(4.0, 5.7, 4.838461538461538)","(11.0, 29.0, 26.642857142857142)","(5.0, 8.2, 7.2333333333333325)"
16-12-2022 15:07:25.568009,"(15.0, 46.0, 37.285714285714285)","(21.0, 120.0, 51.46153846153846)","(14.0, 29.0, 22.25)","(3.4, 4.2, 3.5125)","(12.0, 19.5, 18.666666666666668)","(5.0, 8.8, 7.911111111111111)","(4.0, 5.7, 4.633333333333333)","(11.0, 29.0, 23.5)","(5.0, 8.2, 7.2333333333333325)"
16-12-2022 15:07:26.879380,"(15.0, 46.0, 34.0)","(21.0, 120.0, 51.46153846153846)","(14.0, 29.0, 25.31818181818182)","(3.3, 4.2, 3.4875000000000003)","(12.0, 19.5, 18.666666666666668)","(5.5, 8.8, 7.911111111111111)","(4.0, 5.7, 4.201298701298701)","(12.0, 29.0, 23.5)","(5.0, 8.2, 7.2333333333333325)"
16-12-2022 15:07:28.242855,"(15.0, 46.0, 34.0)","(21.0, 120.0, 51.46153846153846)","(14.0, 29.0, 25.31818181818182)","(3.3, 4.2, 3.7714285714285714)","(12.0, 19.5, 18.666666666666668)","(5.5, 8.8, 7.3882352941176475)","(4.0, 4.3, 4.201298701298701)","(12.0, 29.0, 16.625)","(5.0, 8.2, 6.9312499999999995)"
16-12-2022 15:07:29.818895,"(15.0, 46.0, 30.5)","(21.0, 120.0, 51.46153846153846)","(14.0, 29.0, 25.31818181818182)","(3.3, 4.2, 3.7714285714285714)","(12.0, 19.5, 18.1)","(5.5, 8.8, 7.569230769230769)","(4.0, 4.3, 4.201298701298701)","(12.0, 29.0, 16.625)","(5.0, 8.2, 6.9312499999999995)"
16-12-2022 15:07:31.309531,"(15.0, 46.0, 25.333333333333336)","(21.0, 120.0, 51.46153846153846)","(14.0, 29.0, 25.31818181818182)","(3.3, 4.2, 3.7714285714285714)","(12.0, 19.5, 18.1)","(5.5, 8.8, 8.133333333333333)","(4.0, 4.3, 4.201298701298701)","(12.0, 29.0, 20.75)","(5.0, 8.2, 6.9312499999999995)"
16-12-2022 15:07:32.483838,"(15.0, 46.0, 25.333333333333336)","(21.0, 120.0, 51.46153846153846)","(14.0, 29.0, 25.31818181818182)","(3.3, 4.2, 3.7714285714285714)","(12.0, 19.5, 18.75)","(5.5, 9.2, 8.133333333333333)","(4.0, 4.3, 4.201298701298701)","(12.0, 29.0, 20.75)","(5.0, 8.2, 6.9312499999999995)"
16-12-2022 15:07:33.602532,"(15.0, 46.0, 32.888888888888886)","(21.0, 120.0, 51.46153846153846)","(14.0, 29.0, 25.31818181818182)","(3.3, 4.2, 3.5333333333333337)","(12.0, 19.5, 18.75)","(5.5, 9.2, 7.657142857142857)","(4.0, 4.3, 4.201298701298701)","(12.0, 29.0, 25.7)","(5.0, 8.2, 6.9312499999999995)"
16-12-2022 15:07:34.798543,"(15.0, 46.0, 37.57142857142857)","(21.0, 120.0, 51.46153846153846)","(14.0, 29.0, 25.31818181818182)","(3.3, 4.2, 3.5333333333333337)","(12.0, 19.5, 18.75)","(5.5, 9.2, 7.657142857142857)","(4.0, 4.3, 4.201298701298701)","(12.0, 29.0, 25.7)","(5.0, 8.2, 6.9312499999999995)"
16-12-2022 15:07:35.976207,"(15.0, 46.0, 37.57142857142857)","(21.0, 120.0, 51.46153846153846)","(14.0, 29.0, 25.31818181818182)","(3.3, 4.2, 3.5333333333333337)","(12.0, 19.5, 18.75)","(5.5, 9.2, 7.800000000000001)","(4.0, 4.3, 4.201298701298701)","(12.0, 29.0, 24.875)","(5.0, 8.2, 6.9312499999999995)"
16-12-2022 15:07:37.231307,"(15.0, 46.0, 37.57142857142857)","(21.0, 120.0, 51.46153846153846)","(14.0, 29.0, 25.31818181818182)","(3.3, 4.2, 4.066666666666666)","(12.0, 19.5, 18.75)","(5.5, 8.8, 7.800000000000001)","(4.0, 4.3, 4.201298701298701)","(12.0, 29.0, 24.875)","(5.0, 8.2, 6.9312499999999995)"
16-12-2022 15:07:38.454707,"(15.0, 46.0, 37.57142857142857)","(21.0, 120.0, 51.46153846153846)","(14.0, 29.0, 19.25)","(3.3, 4.2, 3.88)","(12.0, 19.5, 18.75)","(5.5, 8.8, 7.800000000000001)","(4.0, 4.3, 4.201298701298701)","(12.0, 29.0, 24.875)","(5.0, 8.2, 6.9312499999999995)"
16-12-2022 15:07:39.689389,"(15.0, 46.0, 37.57142857142857)","(21.0, 120.0, 51.46153846153846)","(14.0, 29.0, 22.5)","(3.3, 4.2, 3.88)","(12.0, 19.5, 18.75)","(5.5, 8.8, 7.9)","(4.0, 4.3, 4.201298701298701)","(12.0, 29.0, 24.875)","(5.0, 8.2, 6.9312499999999995)"
16-12-2022 15:07:40.986714,"(15.0, 46.0, 37.57142857142857)","(21.0, 120.0, 51.46153846153846)","(14.0, 29.0, 22.5)","(3.3, 4.2, 3.7714285714285714)","(12.0, 19.5, 18.3)","(5.5, 9.0, 7.3999999999999995)","(4.0, 4.3, 4.133333333333333)","(12.0, 29.0, 16.625)","(5.0, 8.2, 6.9312499999999995)"
16-12-2022 15:07:42.234054,"(15.0, 46.0, 30.5)","(21.0, 120.0, 51.46153846153846)","(14.0, 29.0, 22.5)","(3.3, 4.2, 3.7714285714285714)","(12.0, 19.5, 18.3)","(5.5, 9.2, 7.9)","(4.0, 4.2, 4.1891891891891895)","(12.0, 29.0, 16.625)","(5.0, 8.2, 6.24)"
16-12-2022 15:07:43.512566,"(15.0, 46.0, 30.5)","(21.0, 120.0, 51.46153846153846)","(14.0, 29.0, 22.5)","(3.3, 4.2, 3.7714285714285714)","(12.0, 19.5, 18.3)","(5.5, 9.0, 7.9)","(4.0, 4.2, 4.1761904761904765)","(12.0, 29.0, 25.7)","(5.0, 8.2, 6.029999999999999)"
16-12-2022 15:07:44.780182,"(15.0, 46.0, 35.66666666666667)","(21.0, 120.0, 44.625)","(14.0, 29.0, 22.5)","(3.3, 4.2, 3.5333333333333337)","(12.0, 19.5, 18.3)","(5.5, 9.0, 7.533333333333333)","(4.0, 4.2, 4.041747572815534)","(12.0, 29.0, 20.75)","(5.0, 8.2, 6.029999999999999)"
16-12-2022 15:07:46.094421,"(15.0, 46.0, 35.66666666666667)","(21.0, 120.0, 44.625)","(14.0, 29.0, 22.5)","(3.3, 4.2, 3.5333333333333337)","(12.0, 19.5, 18.3)","(5.5, 9.0, 7.823529411764706)","(4.0, 4.3, 3.987058823529412)","(12.0, 29.0, 20.75)","(5.0, 8.2, 6.066666666666666)"
