,Avery Blue,Mischievous Curlin,Rose Dawson,Luxury Liner,The Great Haynes,Sheza Girly Girl,Shezarunaway,Angels Advocate
08-01-2023 10:10:17.132577,"(17.0, 99999, 99990)","(26.0, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:10:18.307206,"(17.0, 99999, 99990)","(26.0, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:10:19.496192,"(17.0, 99999, 99990)","(26.0, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:10:20.641376,"(17.0, 99999, 99990)","(26.0, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:10:21.788193,"(17.0, 99999, 99990)","(26.0, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:10:22.928087,"(17.0, 99999, 99990)","(26.0, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:10:24.079614,"(17.0, 99999, 99990)","(26.0, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:10:25.234822,"(17.0, 99999, 99990)","(26.0, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:10:26.378876,"(17.0, 99999, 99990)","(26.0, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:10:27.550869,"(17.0, 99999, 99990)","(26.0, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:10:28.715831,"(17.0, 99999, 99990)","(26.0, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:10:29.885642,"(17.0, 99999, 99990)","(26.0, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:10:31.038483,"(17.0, 99999, 99990)","(26.0, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:10:32.190332,"(17.0, 99999, 99990)","(26.0, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:10:33.341363,"(17.0, 99999, 99990)","(26.0, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:10:34.498344,"(17.0, 99999, 99990)","(26.0, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:10:35.631145,"(17.0, 99999, 99990)","(26.0, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:10:36.799964,"(17.0, 99999, 99990)","(26.0, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:10:37.951890,"(17.0, 99999, 99990)","(26.0, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:10:39.114135,"(17.0, 99999, 99990)","(26.0, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:10:40.262175,"(17.0, 99999, 99990)","(26.0, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:10:41.424604,"(17.0, 99999, 99990)","(26.0, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:10:42.574698,"(17.0, 99999, 99990)","(26.0, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:10:43.745165,"(17.0, 99999, 99990)","(26.0, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:10:44.885861,"(17.0, 99999, 99990)","(26.0, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:10:46.042711,"(17.0, 99999, 99990)","(26.0, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:10:47.208944,"(17.0, 99999, 99990)","(26.0, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:10:48.354020,"(17.0, 99999, 99990)","(26.0, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:10:49.518333,"(17.0, 99999, 99990)","(26.0, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:10:50.668020,"(17.0, 99999, 99990)","(26.0, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:10:51.831226,"(17.0, 99999, 99990)","(26.0, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:10:52.973763,"(17.0, 99999, 99990)","(26.0, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:10:54.124633,"(17.0, 99999, 99990)","(26.0, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:10:55.289683,"(17.0, 99999, 99990)","(26.0, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:10:56.426875,"(17.0, 99999, 99990)","(26.0, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:10:57.565721,"(17.0, 99999, 99990)","(26.0, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:10:58.722971,"(17.0, 99999, 99990)","(26.0, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:10:59.878602,"(17.0, 99999, 99990)","(26.0, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:11:01.032164,"(17.0, 99999, 99990)","(26.0, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:11:02.185238,"(17.0, 99999, 99990)","(26.0, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:11:03.341671,"(17.0, 99999, 99990)","(26.0, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:11:04.490264,"(17.0, 99999, 99990)","(26.0, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:11:05.632398,"(17.0, 99999, 99990)","(26.0, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:11:06.792942,"(17.0, 99999, 99990)","(26.0, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:11:07.934377,"(17.0, 99999, 99990)","(26.0, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:11:09.083362,"(17.0, 99999, 99990)","(26.0, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:11:10.245092,"(17.0, 99999, 99990)","(26.0, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:11:11.393144,"(17.0, 99999, 99990)","(26.0, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:11:12.523467,"(17.0, 99999, 99990)","(26.0, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:11:13.677531,"(17.0, 99999, 99990)","(26.0, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:11:14.836022,"(17.0, 99999, 99990)","(26.0, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:11:15.980592,"(17.0, 99999, 99990)","(26.0, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:11:17.130438,"(17.0, 99999, 99990)","(26.0, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:11:18.278411,"(17.0, 99999, 99990)","(26.0, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:11:19.443251,"(17.0, 99999, 99990)","(26.0, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:11:20.590382,"(17.0, 99999, 99990)","(26.0, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:11:21.736712,"(17.0, 99999, 99990)","(26.0, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:11:22.878932,"(17.0, 99999, 99990)","(26.0, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:11:24.030451,"(17.0, 99999, 99990)","(26.0, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:11:25.183546,"(17.0, 99999, 99990)","(26.0, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:11:26.334262,"(17.0, 99999, 99990)","(26.0, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:11:27.487923,"(17.0, 99999, 99990)","(26.0, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:11:28.623305,"(17.0, 99999, 99990)","(26.0, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:11:29.770240,"(17.0, 99999, 99990)","(26.0, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:11:30.945009,"(17.0, 99999, 99990)","(26.0, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:11:32.090525,"(17.0, 99999, 99990)","(26.0, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:11:33.235896,"(17.0, 99999, 99990)","(26.0, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:11:34.408917,"(17.0, 99999, 99990)","(26.0, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:11:35.546869,"(17.0, 99999, 99990)","(26.0, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:11:36.699580,"(17.0, 99999, 99990)","(26.0, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:11:37.873140,"(17.0, 99999, 99990)","(26.0, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:11:39.023157,"(17.0, 99999, 99990)","(26.0, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:11:40.167752,"(17.0, 99999, 99990)","(26.0, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:11:41.318438,"(17.0, 99999, 99990)","(26.0, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:11:42.484802,"(17.0, 99999, 99990)","(26.0, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:11:43.625429,"(17.0, 99999, 99990)","(26.0, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:11:44.776019,"(17.0, 99999, 99990)","(26.0, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:11:45.933267,"(17.0, 99999, 99990)","(26.0, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:11:47.088998,"(17.0, 99999, 99990)","(26.0, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:11:48.235356,"(17.0, 99999, 99990)","(26.0, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:11:49.402953,"(17.0, 99999, 99990)","(26.0, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:11:50.536433,"(17.0, 99999, 99990)","(26.0, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:11:51.690825,"(17.0, 99999, 99990)","(26.0, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:11:52.839078,"(17.0, 99999, 99990)","(26.0, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:11:53.997116,"(17.0, 99999, 99990)","(26.0, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:11:55.152613,"(17.0, 99999, 99990)","(26.0, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:11:56.297701,"(17.0, 99999, 99990)","(26.0, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:11:57.456497,"(17.0, 99999, 99990)","(26.0, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:11:58.616190,"(17.0, 99999, 99990)","(26.0, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:11:59.763122,"(17.0, 99999, 99990)","(26.0, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:12:00.934199,"(17.0, 99999, 99990)","(26.0, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:12:02.089431,"(17.0, 99999, 99990)","(26.0, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:12:03.234764,"(17.0, 99999, 99990)","(26.0, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:12:04.376973,"(17.0, 99999, 99990)","(26.0, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:12:05.543806,"(17.0, 99999, 99990)","(26.0, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:12:06.700716,"(17.0, 99999, 99990)","(26.0, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:12:07.862226,"(17.0, 99999, 99990)","(26.0, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:12:09.020170,"(17.0, 99999, 99990)","(31.0, 99999, 99990)","(7.5, 99999, 99990)","(4.4, 99999, 99990)","(7.5, 99999, 99990)","(4.2, 99999, 99990)","(31.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 10:12:10.179557,"(17.0, 99999, 99990)","(31.0, 99999, 99990)","(7.5, 99999, 99990)","(4.4, 99999, 99990)","(7.5, 99999, 99990)","(4.2, 99999, 99990)","(31.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 10:12:11.327066,"(17.0, 99999, 99990)","(31.0, 99999, 99990)","(7.5, 99999, 99990)","(4.4, 99999, 99990)","(7.5, 99999, 99990)","(4.2, 99999, 99990)","(31.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 10:12:12.481252,"(17.0, 99999, 99990)","(31.0, 99999, 99990)","(7.5, 99999, 99990)","(4.4, 99999, 99990)","(7.5, 99999, 99990)","(4.2, 99999, 99990)","(31.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 10:12:13.639436,"(17.0, 99999, 99990)","(31.0, 99999, 99990)","(7.5, 99999, 99990)","(4.4, 99999, 99990)","(7.5, 99999, 99990)","(4.2, 99999, 99990)","(31.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 10:12:14.785829,"(17.0, 99999, 99990)","(31.0, 99999, 99990)","(7.5, 99999, 99990)","(4.4, 99999, 99990)","(7.5, 99999, 99990)","(4.2, 99999, 99990)","(31.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 10:12:15.939719,"(17.0, 99999, 99990)","(31.0, 99999, 99990)","(7.5, 99999, 99990)","(4.4, 99999, 99990)","(7.5, 99999, 99990)","(4.2, 99999, 99990)","(31.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 10:12:17.122476,"(17.0, 99999, 99990)","(31.0, 99999, 99990)","(7.5, 99999, 99990)","(4.4, 99999, 99990)","(7.5, 99999, 99990)","(4.2, 99999, 99990)","(31.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 10:12:18.300419,"(17.0, 99999, 99990)","(31.0, 99999, 99990)","(7.5, 99999, 99990)","(4.4, 99999, 99990)","(7.5, 99999, 99990)","(4.2, 99999, 99990)","(31.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 10:12:19.452145,"(17.0, 99999, 99990)","(31.0, 99999, 99990)","(7.5, 99999, 99990)","(4.4, 99999, 99990)","(7.5, 99999, 99990)","(4.2, 99999, 99990)","(31.0, 99999, 99990)","(2.6, 99999, 99990)"
