,Zip Up Andy,Rigg,Smokin Charlie,Berns Ability,Nangar Troy,Gypsy Yankee,Rev Up Freddy
06-01-2023 15:38:58.531233,"(9.0, 15.5, 13.842105263157894)","(3.9, 4.7, 4.571428571428571)","(5.0, 7.4, 6.4)","(3.7, 4.0, 3.708333333333333)","(18.0, 55.0, 45.565217391304344)","(2.9, 4.0, 3.723076923076923)","(21.0, 160.0, 84.0)"
06-01-2023 15:38:59.627847,"(9.0, 15.5, 13.842105263157894)","(3.9, 4.7, 4.618181818181818)","(5.0, 7.4, 6.114285714285715)","(3.7, 4.0, 3.708333333333333)","(18.0, 55.0, 45.565217391304344)","(2.9, 4.0, 3.723076923076923)","(21.0, 160.0, 84.0)"
06-01-2023 15:39:00.783522,"(9.0, 15.5, 13.842105263157894)","(3.9, 4.7, 4.618181818181818)","(5.0, 7.4, 6.114285714285715)","(3.7, 4.0, 3.708333333333333)","(18.0, 55.0, 45.565217391304344)","(2.9, 4.0, 3.723076923076923)","(21.0, 160.0, 84.0)"
06-01-2023 15:39:01.982447,"(9.0, 15.5, 13.842105263157894)","(3.9, 4.7, 4.618181818181818)","(5.0, 7.4, 6.114285714285715)","(3.7, 4.0, 3.708333333333333)","(18.0, 55.0, 45.565217391304344)","(2.9, 4.0, 3.723076923076923)","(21.0, 160.0, 84.0)"
06-01-2023 15:39:03.240484,"(9.0, 15.5, 13.842105263157894)","(3.9, 4.7, 4.618181818181818)","(5.0, 7.4, 6.114285714285715)","(3.7, 4.0, 3.708333333333333)","(18.0, 55.0, 45.13636363636364)","(2.9, 4.0, 3.723076923076923)","(21.0, 160.0, 84.0)"
06-01-2023 15:39:04.473534,"(9.0, 15.5, 13.842105263157894)","(3.9, 4.7, 4.618181818181818)","(5.0, 7.4, 6.114285714285715)","(3.7, 4.0, 3.708333333333333)","(18.0, 55.0, 45.13636363636364)","(2.9, 4.0, 3.723076923076923)","(21.0, 160.0, 84.0)"
06-01-2023 15:39:05.609504,"(9.0, 15.5, 13.842105263157894)","(3.9, 4.7, 4.618181818181818)","(5.0, 7.4, 6.114285714285715)","(3.7, 4.0, 4.016666666666667)","(18.0, 55.0, 45.13636363636364)","(2.9, 4.0, 3.723076923076923)","(21.0, 160.0, 84.0)"
06-01-2023 15:39:06.714104,"(9.0, 15.5, 13.842105263157894)","(3.9, 4.7, 4.618181818181818)","(5.0, 7.4, 6.114285714285715)","(3.7, 4.2, 4.016666666666667)","(18.0, 55.0, 45.13636363636364)","(2.9, 4.0, 3.723076923076923)","(21.0, 160.0, 84.0)"
06-01-2023 15:39:07.772098,"(9.0, 15.5, 13.842105263157894)","(3.9, 4.7, 4.618181818181818)","(5.0, 7.4, 6.4)","(3.7, 4.2, 4.016666666666667)","(18.0, 55.0, 45.13636363636364)","(2.9, 4.0, 3.723076923076923)","(21.0, 160.0, 84.0)"
06-01-2023 15:39:08.878088,"(9.0, 15.5, 13.842105263157894)","(3.9, 4.7, 4.618181818181818)","(5.0, 7.4, 6.4)","(3.7, 4.2, 4.016666666666667)","(18.0, 55.0, 45.13636363636364)","(2.9, 4.0, 3.723076923076923)","(21.0, 160.0, 84.0)"
06-01-2023 15:39:10.009020,"(9.0, 15.5, 13.842105263157894)","(3.9, 4.7, 4.618181818181818)","(5.0, 7.4, 6.4)","(3.7, 4.2, 4.016666666666667)","(18.0, 55.0, 45.13636363636364)","(2.9, 4.0, 3.723076923076923)","(21.0, 160.0, 84.0)"
06-01-2023 15:39:11.102245,"(9.0, 15.5, 13.842105263157894)","(3.9, 4.7, 4.618181818181818)","(5.0, 7.4, 6.4)","(3.7, 4.2, 4.016666666666667)","(18.0, 55.0, 45.13636363636364)","(2.9, 4.0, 3.7107142857142854)","(21.0, 160.0, 84.0)"
06-01-2023 15:39:12.150920,"(9.0, 15.0, 14.692307692307693)","(3.9, 4.7, 4.618181818181818)","(5.0, 7.4, 6.4)","(3.7, 4.2, 4.016666666666667)","(18.0, 55.0, 45.13636363636364)","(2.9, 4.0, 3.7107142857142854)","(21.0, 160.0, 84.0)"
06-01-2023 15:39:13.249877,"(9.0, 15.0, 14.692307692307693)","(3.9, 4.7, 4.618181818181818)","(5.0, 7.4, 6.025)","(3.7, 4.2, 4.016666666666667)","(18.0, 55.0, 45.13636363636364)","(2.9, 4.0, 3.7107142857142854)","(21.0, 160.0, 84.0)"
06-01-2023 15:39:14.311765,"(9.0, 15.0, 14.692307692307693)","(3.9, 4.7, 4.618181818181818)","(5.0, 7.4, 6.0875)","(3.7, 4.2, 4.016666666666667)","(18.0, 55.0, 45.13636363636364)","(2.9, 4.0, 3.7107142857142854)","(21.0, 160.0, 84.0)"
06-01-2023 15:39:15.355648,"(9.0, 15.0, 14.692307692307693)","(3.9, 4.7, 4.618181818181818)","(5.0, 7.2, 6.0625)","(3.7, 4.2, 4.016666666666667)","(18.0, 55.0, 45.13636363636364)","(2.9, 4.0, 3.7107142857142854)","(21.0, 160.0, 84.0)"
06-01-2023 15:39:16.435030,"(9.0, 15.0, 14.692307692307693)","(3.9, 4.7, 4.618181818181818)","(5.0, 7.2, 6.0625)","(3.7, 4.2, 4.016666666666667)","(18.0, 55.0, 45.13636363636364)","(2.9, 4.0, 3.7107142857142854)","(21.0, 160.0, 84.0)"
06-01-2023 15:39:17.465561,"(9.0, 15.0, 14.692307692307693)","(3.9, 4.7, 4.618181818181818)","(5.0, 7.2, 6.0625)","(3.7, 4.2, 4.016666666666667)","(18.0, 55.0, 51.35294117647059)","(2.9, 4.0, 3.7107142857142854)","(21.0, 160.0, 84.0)"
06-01-2023 15:39:18.529704,"(9.0, 15.0, 14.692307692307693)","(3.9, 4.7, 4.618181818181818)","(5.0, 7.2, 6.0625)","(3.7, 4.2, 4.016666666666667)","(18.0, 55.0, 51.35294117647059)","(2.9, 4.0, 3.7107142857142854)","(21.0, 160.0, 84.0)"
06-01-2023 15:39:19.544556,"(9.0, 15.0, 14.692307692307693)","(3.9, 4.7, 4.618181818181818)","(5.0, 7.2, 6.0625)","(3.7, 4.2, 4.016666666666667)","(18.0, 55.0, 51.35294117647059)","(2.9, 4.0, 3.7107142857142854)","(21.0, 160.0, 84.0)"
06-01-2023 15:39:20.659135,"(9.0, 15.0, 14.692307692307693)","(3.9, 4.7, 4.618181818181818)","(5.0, 7.2, 6.0625)","(3.7, 4.2, 4.016666666666667)","(18.0, 55.0, 51.35294117647059)","(2.9, 4.0, 3.7107142857142854)","(21.0, 160.0, 84.0)"
06-01-2023 15:39:21.709477,"(9.0, 15.0, 14.692307692307693)","(3.9, 4.7, 4.618181818181818)","(5.0, 7.2, 6.0625)","(3.7, 4.2, 4.016666666666667)","(18.0, 55.0, 51.35294117647059)","(2.9, 4.0, 3.7107142857142854)","(21.0, 160.0, 84.0)"
06-01-2023 15:39:22.743540,"(9.0, 15.0, 14.692307692307693)","(3.9, 4.7, 4.618181818181818)","(5.0, 7.2, 6.0625)","(3.7, 4.2, 4.016666666666667)","(18.0, 55.0, 51.35294117647059)","(2.9, 4.0, 3.7107142857142854)","(21.0, 160.0, 84.0)"
06-01-2023 15:39:23.951626,"(9.0, 15.0, 14.826086956521738)","(3.9, 4.7, 4.6571428571428575)","(5.0, 7.2, 6.0625)","(3.7, 4.2, 4.016666666666667)","(18.0, 55.0, 51.35294117647059)","(2.9, 4.0, 3.7107142857142854)","(21.0, 160.0, 84.0)"
06-01-2023 15:39:25.065627,"(9.0, 15.0, 13.833333333333334)","(3.9, 4.7, 4.6571428571428575)","(5.0, 7.2, 6.4363636363636365)","(3.7, 4.2, 3.7249999999999996)","(18.0, 55.0, 51.35294117647059)","(2.9, 4.0, 3.7107142857142854)","(21.0, 160.0, 80.0)"
06-01-2023 15:39:26.280853,"(9.0, 15.5, 13.5)","(3.9, 4.7, 4.3)","(5.0, 7.2, 6.4222222222222225)","(3.7, 4.1, 3.7249999999999996)","(18.0, 55.0, 52.7037037037037)","(2.9, 4.0, 3.5725)","(21.0, 160.0, 80.0)"
06-01-2023 15:39:27.615971,"(9.0, 15.5, 13.5)","(3.9, 4.7, 4.3)","(5.0, 7.2, 6.4222222222222225)","(3.7, 4.1, 3.7249999999999996)","(18.0, 55.0, 52.7037037037037)","(2.9, 4.0, 3.5725)","(21.0, 160.0, 80.0)"
06-01-2023 15:39:28.715396,"(9.0, 15.5, 13.5)","(3.9, 4.7, 4.3)","(5.0, 7.2, 6.4222222222222225)","(3.7, 4.1, 3.7249999999999996)","(18.0, 55.0, 52.7037037037037)","(2.9, 4.0, 3.5725)","(21.0, 160.0, 80.0)"
06-01-2023 15:39:30.000124,"(9.0, 15.5, 14.333333333333332)","(3.9, 4.7, 4.3)","(5.0, 7.2, 6.4222222222222225)","(3.7, 4.1, 3.7249999999999996)","(18.0, 55.0, 52.7037037037037)","(2.9, 4.0, 3.5725)","(21.0, 160.0, 80.0)"
06-01-2023 15:39:31.184054,"(9.0, 15.5, 14.333333333333332)","(3.9, 4.7, 4.3)","(5.0, 7.2, 6.4222222222222225)","(3.7, 4.1, 3.7249999999999996)","(18.0, 55.0, 43.0)","(2.9, 4.0, 3.576470588235294)","(21.0, 160.0, 80.0)"
06-01-2023 15:39:32.357861,"(9.0, 15.5, 14.026315789473685)","(3.9, 4.7, 4.3)","(5.0, 7.2, 6.4222222222222225)","(3.7, 4.1, 3.7249999999999996)","(18.0, 55.0, 43.0)","(2.9, 4.0, 3.576470588235294)","(21.0, 160.0, 80.0)"
06-01-2023 15:39:33.525809,"(9.0, 15.5, 14.423076923076923)","(3.9, 4.7, 4.633333333333334)","(5.0, 7.2, 6.325)","(3.7, 4.1, 3.7249999999999996)","(18.0, 55.0, 47.75)","(2.9, 4.0, 3.576470588235294)","(21.0, 160.0, 80.0)"
06-01-2023 15:39:34.663931,"(9.0, 15.5, 12.777777777777779)","(3.9, 4.7, 4.633333333333334)","(5.0, 7.2, 6.325)","(3.7, 4.1, 3.7249999999999996)","(18.0, 55.0, 48.0)","(2.9, 4.0, 3.576470588235294)","(21.0, 160.0, 80.0)"
06-01-2023 15:39:35.773702,"(9.0, 15.5, 12.777777777777779)","(3.9, 4.7, 4.638461538461539)","(5.0, 7.2, 6.616666666666667)","(3.7, 4.1, 3.7249999999999996)","(18.0, 55.0, 48.77777777777778)","(2.9, 4.0, 3.576470588235294)","(21.0, 160.0, 80.0)"
06-01-2023 15:39:36.875753,"(9.0, 15.5, 12.777777777777779)","(3.9, 4.7, 4.638461538461539)","(5.0, 7.2, 6.775757575757576)","(3.7, 4.1, 3.5999999999999996)","(18.0, 55.0, 51.888888888888886)","(2.9, 4.0, 3.576470588235294)","(21.0, 160.0, 80.0)"
06-01-2023 15:39:37.943047,"(9.0, 15.5, 12.777777777777779)","(3.9, 4.7, 4.638461538461539)","(5.0, 7.2, 6.775757575757576)","(3.7, 4.1, 3.5999999999999996)","(18.0, 55.0, 51.888888888888886)","(2.9, 4.0, 3.578125)","(21.0, 160.0, 80.0)"
06-01-2023 15:39:39.081134,"(9.0, 15.5, 12.777777777777779)","(3.8, 4.8, 4.06875)","(5.0, 7.2, 6.775757575757576)","(3.5, 4.0, 3.857142857142857)","(18.0, 55.0, 51.5)","(3.0, 4.0, 3.578125)","(26.0, 160.0, 80.0)"
06-01-2023 15:39:40.233468,"(9.0, 15.5, 12.777777777777779)","(3.8, 4.7, 4.325)","(5.0, 7.2, 6.775757575757576)","(3.5, 4.0, 3.857142857142857)","(18.0, 55.0, 51.5)","(3.0, 4.0, 3.56551724137931)","(26.0, 160.0, 80.0)"
06-01-2023 15:39:41.540636,"(9.0, 15.5, 12.777777777777779)","(3.8, 4.7, 4.325)","(5.0, 7.2, 6.930769230769231)","(3.5, 4.0, 3.857142857142857)","(18.0, 55.0, 51.5)","(3.0, 4.0, 3.59)","(26.0, 160.0, 66.66666666666667)"
06-01-2023 15:39:42.786021,"(9.0, 15.5, 12.777777777777779)","(3.8, 4.7, 4.325)","(5.0, 7.2, 6.930769230769231)","(3.5, 4.0, 3.9952380952380953)","(18.0, 55.0, 51.5)","(3.0, 3.95, 3.59)","(26.0, 160.0, 66.66666666666667)"
06-01-2023 15:39:44.011224,"(9.0, 15.5, 14.210526315789473)","(3.8, 4.7, 4.325)","(5.0, 7.2, 6.930769230769231)","(3.5, 4.0, 3.9952380952380953)","(18.0, 55.0, 51.5)","(3.0, 3.95, 3.59)","(26.0, 160.0, 66.66666666666667)"
06-01-2023 15:39:45.127773,"(9.0, 15.5, 14.625)","(3.8, 4.7, 4.6375)","(5.0, 7.2, 7.352)","(3.5, 4.0, 3.9864864864864864)","(18.0, 55.0, 41.5)","(3.0, 3.95, 3.5766666666666667)","(26.0, 160.0, 94.54545454545455)"
06-01-2023 15:39:46.283629,"(9.0, 15.5, 14.916666666666668)","(3.8, 4.7, 4.35)","(5.0, 7.4, 6.9)","(3.5, 4.0, 3.9864864864864864)","(18.0, 55.0, 49.8)","(3.0, 3.95, 3.566)","(26.0, 160.0, 94.54545454545455)"
06-01-2023 15:39:47.468847,"(9.0, 15.5, 14.413793103448276)","(3.8, 4.7, 4.35)","(5.0, 7.4, 7.275)","(3.5, 4.0, 3.9864864864864864)","(18.0, 55.0, 42.85)","(3.0, 3.95, 3.566)","(26.0, 160.0, 83.5)"
06-01-2023 15:39:48.640205,"(9.0, 15.5, 14.916666666666668)","(3.8, 4.7, 4.35)","(5.0, 7.4, 7.28888888888889)","(3.5, 4.0, 3.9864864864864864)","(18.0, 55.0, 40.0)","(3.0, 3.95, 3.5608108108108105)","(26.0, 160.0, 83.125)"
06-01-2023 15:39:49.761535,"(9.0, 15.5, 14.916666666666668)","(3.8, 4.7, 4.175)","(5.0, 7.4, 7.15)","(3.5, 4.0, 3.9927536231884058)","(18.0, 50.0, 47.77777777777778)","(3.0, 3.95, 3.5608108108108105)","(26.0, 140.0, 83.125)"
06-01-2023 15:39:50.940450,"(9.0, 15.5, 14.413793103448276)","(3.9, 4.8, 4.1)","(5.0, 7.4, 7.15)","(3.2, 4.0, 4.28)","(19.0, 50.0, 48.888888888888886)","(3.1, 3.95, 3.5608108108108105)","(26.0, 140.0, 83.125)"
06-01-2023 15:39:52.067589,"(10.0, 15.5, 14.413793103448276)","(3.9, 5.1, 4.1)","(5.0, 7.4, 7.28888888888889)","(3.2, 4.3, 4.125)","(19.0, 50.0, 48.0)","(3.1, 3.95, 3.5608108108108105)","(26.0, 140.0, 83.125)"
06-01-2023 15:39:53.106517,"(10.0, 15.5, 14.916666666666668)","(3.9, 5.1, 4.576190476190476)","(5.0, 7.4, 7.15)","(3.2, 4.3, 4.125)","(19.0, 50.0, 44.666666666666664)","(3.1, 3.95, 3.5608108108108105)","(26.0, 140.0, 70.35714285714286)"
06-01-2023 15:39:54.153159,"(10.0, 15.5, 14.413793103448276)","(3.9, 5.1, 4.152631578947368)","(5.0, 7.4, 7.15)","(3.2, 4.3, 4.125)","(19.0, 50.0, 47.42857142857143)","(3.1, 3.95, 3.5608108108108105)","(26.0, 140.0, 70.35714285714286)"
06-01-2023 15:39:55.222308,"(10.0, 15.5, 14.916666666666668)","(3.9, 5.0, 4.55)","(5.0, 6.2, 5.85)","(3.2, 4.3, 4.125)","(19.0, 50.0, 42.0)","(3.1, 3.95, 3.5608108108108105)","(26.0, 140.0, 83.125)"
06-01-2023 15:39:56.285394,"(10.0, 15.5, 14.916666666666668)","(3.9, 5.0, 4.6923076923076925)","(5.0, 6.2, 6.0)","(3.2, 4.3, 4.263636363636364)","(19.0, 50.0, 35.23076923076923)","(3.1, 3.95, 3.598780487804878)","(26.0, 140.0, 81.05263157894737)"
06-01-2023 15:39:57.412768,"(10.0, 15.5, 14.413793103448276)","(3.9, 5.0, 4.631578947368421)","(5.0, 6.2, 5.533333333333333)","(3.2, 4.3, 4.233333333333333)","(19.0, 50.0, 39.89473684210526)","(3.1, 3.95, 3.598780487804878)","(26.0, 140.0, 74.66666666666667)"
06-01-2023 15:39:58.477815,"(10.0, 15.5, 14.916666666666668)","(3.9, 5.0, 4.5396825396825395)","(5.0, 6.2, 5.488888888888889)","(3.2, 4.3, 4.233333333333333)","(19.0, 50.0, 42.32)","(3.1, 3.95, 3.5954545454545452)","(26.0, 140.0, 86.47058823529412)"
06-01-2023 15:39:59.569069,"(10.0, 15.5, 14.916666666666668)","(3.9, 4.9, 4.633333333333334)","(5.0, 6.2, 5.488888888888889)","(3.2, 4.3, 4.263636363636364)","(19.0, 50.0, 41.6)","(3.1, 3.95, 3.5954545454545452)","(26.0, 140.0, 79.33333333333333)"
06-01-2023 15:40:00.578933,"(10.0, 15.5, 14.413793103448276)","(3.9, 4.9, 4.3076923076923075)","(5.0, 6.2, 5.6)","(3.2, 4.3, 4.263636363636364)","(19.0, 50.0, 39.23076923076923)","(3.1, 3.95, 3.7249999999999996)","(26.0, 140.0, 86.47058823529412)"
06-01-2023 15:40:01.701090,"(10.0, 15.5, 14.916666666666668)","(3.9, 4.9, 4.581818181818182)","(5.0, 6.2, 5.5)","(3.2, 4.3, 4.26)","(19.0, 50.0, 42.22222222222222)","(3.1, 3.9, 3.6666666666666665)","(26.0, 140.0, 86.47058823529412)"
06-01-2023 15:40:02.925710,"(10.0, 15.5, 14.916666666666668)","(3.9, 4.9, 4.354411764705882)","(5.0, 6.2, 5.5)","(3.2, 4.3, 4.26)","(19.0, 50.0, 44.81481481481482)","(3.1, 3.9, 3.647222222222222)","(26.0, 140.0, 86.47058823529412)"
06-01-2023 15:40:04.002600,"(10.0, 15.5, 14.916666666666668)","(3.9, 4.9, 4.354411764705882)","(5.0, 6.2, 5.5)","(3.2, 4.3, 4.26)","(19.0, 50.0, 39.09090909090909)","(3.1, 3.9, 3.5846153846153843)","(26.0, 140.0, 86.47058823529412)"
06-01-2023 15:40:05.237792,"(10.0, 15.5, 14.413793103448276)","(3.9, 4.8, 4.490322580645161)","(5.0, 6.2, 5.5)","(3.2, 4.3, 4.35)","(19.0, 50.0, 39.09090909090909)","(3.1, 3.7, 3.60625)","(26.0, 140.0, 79.33333333333333)"
06-01-2023 15:40:06.431949,"(10.0, 15.5, 14.916666666666668)","(3.9, 4.8, 4.490322580645161)","(5.0, 6.2, 5.5)","(3.2, 4.5, 4.270588235294118)","(19.0, 50.0, 39.09090909090909)","(3.1, 3.7, 3.60625)","(26.0, 140.0, 86.47058823529412)"
06-01-2023 15:40:07.487186,"(10.0, 15.5, 14.916666666666668)","(3.9, 4.8, 4.521428571428571)","(5.0, 6.2, 5.5)","(3.2, 4.5, 4.175)","(19.0, 50.0, 41.42857142857143)","(3.1, 3.7, 3.5846153846153843)","(26.0, 140.0, 79.33333333333333)"
06-01-2023 15:40:08.657143,"(10.0, 15.5, 14.413793103448276)","(3.9, 4.8, 4.4)","(5.0, 6.2, 5.5)","(3.2, 4.5, 4.2)","(19.0, 50.0, 45.86206896551724)","(3.1, 3.7, 3.60625)","(26.0, 140.0, 74.66666666666667)"
06-01-2023 15:40:09.655432,"(10.0, 15.5, 14.916666666666668)","(3.9, 4.8, 4.4)","(5.0, 6.2, 5.5)","(3.2, 4.5, 4.2)","(19.0, 50.0, 45.86206896551724)","(3.1, 3.7, 3.60625)","(26.0, 140.0, 74.66666666666667)"
06-01-2023 15:40:10.648203,"(10.0, 15.5, 14.916666666666668)","(3.9, 4.8, 4.4)","(5.0, 6.2, 5.5)","(3.2, 4.5, 4.3)","(19.0, 50.0, 45.86206896551724)","(3.1, 3.7, 3.5749999999999997)","(26.0, 140.0, 83.66666666666667)"
06-01-2023 15:40:11.653099,"(10.0, 15.5, 14.413793103448276)","(3.9, 4.8, 4.4)","(5.0, 6.2, 5.5)","(3.2, 4.5, 4.3)","(19.0, 50.0, 45.86206896551724)","(3.1, 3.7, 3.5749999999999997)","(26.0, 140.0, 85.0)"
06-01-2023 15:40:12.647563,"(10.0, 15.5, 14.916666666666668)","(3.9, 4.8, 4.304651162790698)","(5.0, 6.2, 5.5)","(3.2, 4.5, 4.0875)","(19.0, 50.0, 45.86206896551724)","(3.1, 3.7, 3.5749999999999997)","(26.0, 140.0, 75.83333333333333)"
06-01-2023 15:40:13.691825,"(10.0, 15.5, 14.692307692307693)","(3.9, 4.8, 4.304651162790698)","(5.0, 6.2, 5.472727272727273)","(3.2, 4.5, 4.130434782608695)","(19.0, 50.0, 45.86206896551724)","(3.1, 3.7, 3.5749999999999997)","(26.0, 140.0, 75.83333333333333)"
06-01-2023 15:40:14.709350,"(10.0, 15.5, 15.088235294117647)","(3.9, 4.8, 4.35625)","(5.0, 6.2, 5.472727272727273)","(3.2, 4.5, 4.130434782608695)","(19.0, 50.0, 45.86206896551724)","(3.1, 3.7, 3.5749999999999997)","(26.0, 140.0, 85.0)"
06-01-2023 15:40:15.765478,"(10.0, 15.5, 15.088235294117647)","(3.9, 4.8, 4.35625)","(5.0, 6.2, 5.857142857142857)","(3.2, 4.5, 4.280769230769231)","(19.0, 50.0, 45.86206896551724)","(3.1, 3.7, 3.5749999999999997)","(26.0, 140.0, 84.28571428571429)"
06-01-2023 15:40:17.034469,"(10.0, 15.5, 15.121621621621621)","(3.9, 4.8, 4.35625)","(5.0, 6.2, 5.866666666666666)","(3.2, 4.5, 4.288888888888889)","(19.0, 50.0, 46.92307692307692)","(3.1, 3.7, 3.5660714285714286)","(26.0, 140.0, 75.38461538461539)"
06-01-2023 15:40:18.605043,"(10.0, 15.5, 15.121621621621621)","(3.9, 4.8, 4.35625)","(5.0, 6.2, 5.920930232558139)","(3.2, 4.5, 4.288888888888889)","(19.0, 50.0, 46.92307692307692)","(3.1, 3.7, 3.5660714285714286)","(26.0, 140.0, 90.29411764705883)"
06-01-2023 15:40:19.949965,"(10.0, 15.5, 15.121621621621621)","(3.9, 4.8, 4.35625)","(5.0, 6.2, 5.920930232558139)","(3.2, 4.5, 4.2625)","(21.0, 50.0, 46.92307692307692)","(3.1, 3.7, 3.5660714285714286)","(26.0, 140.0, 90.29411764705883)"
06-01-2023 15:40:21.146675,"(10.0, 15.5, 15.121621621621621)","(3.9, 4.8, 4.35)","(5.0, 6.2, 5.945)","(3.2, 4.5, 4.29047619047619)","(21.0, 50.0, 46.92307692307692)","(3.1, 3.7, 3.3125)","(26.0, 140.0, 91.25)"
06-01-2023 15:40:22.317584,"(10.0, 15.5, 15.121621621621621)","(3.9, 4.8, 4.35)","(5.0, 6.2, 5.885185185185185)","(3.2, 4.5, 4.29047619047619)","(21.0, 50.0, 46.92307692307692)","(3.1, 3.7, 3.3125)","(26.0, 140.0, 88.57142857142857)"
06-01-2023 15:40:23.502113,"(10.0, 15.5, 15.121621621621621)","(3.9, 4.8, 4.35)","(5.0, 6.2, 5.934375)","(3.2, 4.5, 4.225)","(21.0, 50.0, 46.92307692307692)","(3.1, 3.7, 3.3233333333333333)","(26.0, 140.0, 84.28571428571429)"
06-01-2023 15:40:24.618637,"(10.0, 15.5, 15.121621621621621)","(3.9, 4.8, 4.35)","(5.0, 6.2, 5.934375)","(3.2, 4.5, 4.225)","(21.0, 50.0, 46.92307692307692)","(3.1, 3.65, 3.3848837209302327)","(26.0, 140.0, 91.25)"
06-01-2023 15:40:25.759231,"(10.0, 15.5, 15.121621621621621)","(3.9, 4.8, 4.504166666666666)","(5.0, 6.2, 5.992682926829269)","(3.2, 4.5, 4.29047619047619)","(21.0, 50.0, 46.84210526315789)","(3.1, 3.65, 3.4064102564102563)","(26.0, 140.0, 88.57142857142857)"
06-01-2023 15:40:26.913699,"(10.0, 15.5, 15.121621621621621)","(3.9, 4.8, 4.504166666666666)","(5.0, 6.2, 5.972727272727273)","(3.2, 4.5, 4.225)","(21.0, 50.0, 46.92307692307692)","(3.1, 3.65, 3.407142857142857)","(26.0, 140.0, 84.28571428571429)"
06-01-2023 15:40:28.052406,"(10.0, 15.5, 15.121621621621621)","(3.9, 4.8, 4.504166666666666)","(5.0, 6.2, 5.972727272727273)","(3.2, 4.5, 4.225)","(21.0, 50.0, 42.30769230769231)","(3.1, 3.65, 3.5059322033898304)","(26.0, 140.0, 91.25)"
06-01-2023 15:40:29.155192,"(10.0, 15.5, 15.397058823529411)","(3.9, 4.8, 4.504166666666666)","(5.0, 6.2, 6.024324324324325)","(3.2, 4.5, 4.29047619047619)","(21.0, 50.0, 42.30769230769231)","(3.1, 3.65, 3.525)","(26.0, 140.0, 88.57142857142857)"
06-01-2023 15:40:30.361485,"(10.0, 15.5, 15.0)","(3.9, 4.8, 4.382352941176471)","(5.0, 6.2, 5.872727272727273)","(3.2, 4.5, 4.205263157894737)","(21.0, 50.0, 44.44444444444444)","(3.1, 3.65, 3.4833333333333334)","(26.0, 140.0, 91.25)"
06-01-2023 15:40:31.546778,"(10.0, 15.5, 15.384615384615385)","(3.9, 4.8, 4.382352941176471)","(5.0, 6.2, 5.6000000000000005)","(3.2, 4.5, 4.205263157894737)","(21.0, 50.0, 45.23809523809524)","(3.1, 3.65, 3.4833333333333334)","(26.0, 140.0, 91.25)"
06-01-2023 15:40:32.714293,"(10.0, 15.5, 14.0)","(3.9, 4.8, 4.382352941176471)","(5.0, 6.2, 5.720000000000001)","(3.2, 4.5, 4.266666666666667)","(21.0, 50.0, 45.23809523809524)","(3.1, 3.65, 3.4833333333333334)","(26.0, 140.0, 88.57142857142857)"
06-01-2023 15:40:33.876358,"(10.0, 15.5, 15.40625)","(3.9, 4.8, 4.409890109890109)","(5.0, 6.2, 5.720000000000001)","(3.2, 4.5, 4.225)","(21.0, 50.0, 47.5609756097561)","(3.1, 3.65, 3.4833333333333334)","(26.0, 140.0, 89.23076923076923)"
06-01-2023 15:40:34.872811,"(10.0, 15.5, 15.013513513513514)","(3.9, 4.8, 4.409890109890109)","(5.0, 6.2, 5.720000000000001)","(3.2, 4.5, 4.225)","(21.0, 50.0, 47.22222222222222)","(3.1, 3.55, 3.4833333333333334)","(26.0, 140.0, 88.57142857142857)"
06-01-2023 15:40:36.053445,"(10.0, 15.5, 13.833333333333334)","(3.9, 4.8, 4.409890109890109)","(5.0, 6.2, 5.720000000000001)","(3.2, 4.5, 4.29047619047619)","(21.0, 50.0, 47.22222222222222)","(3.1, 3.55, 3.5)","(26.0, 140.0, 88.57142857142857)"
06-01-2023 15:40:37.262672,"(10.0, 15.5, 14.875)","(3.9, 4.8, 4.409890109890109)","(5.0, 6.2, 5.720000000000001)","(3.2, 4.5, 4.225)","(21.0, 50.0, 47.22222222222222)","(3.1, 3.55, 3.4833333333333334)","(26.0, 140.0, 88.57142857142857)"
06-01-2023 15:40:38.452292,"(10.0, 15.5, 14.0)","(3.9, 4.8, 4.409890109890109)","(5.0, 6.2, 5.75)","(3.2, 4.5, 4.225)","(21.0, 50.0, 47.22222222222222)","(3.1, 3.55, 3.5)","(26.0, 140.0, 75.38461538461539)"
06-01-2023 15:40:39.565527,"(10.0, 15.5, 14.0)","(3.9, 4.8, 4.274074074074075)","(5.0, 6.8, 6.2)","(3.2, 4.5, 4.29047619047619)","(21.0, 50.0, 47.22222222222222)","(3.1, 3.55, 3.4833333333333334)","(26.0, 140.0, 88.57142857142857)"
06-01-2023 15:40:40.621852,"(10.0, 15.5, 15.0)","(3.9, 4.7, 4.557142857142857)","(5.0, 6.6, 6.24)","(3.2, 4.5, 4.225)","(21.0, 50.0, 47.22222222222222)","(3.1, 3.65, 3.4833333333333334)","(26.0, 140.0, 88.57142857142857)"
06-01-2023 15:40:41.854503,"(10.0, 15.5, 15.0)","(3.9, 4.7, 4.463157894736843)","(5.0, 6.8, 6.338461538461538)","(3.2, 4.5, 4.29047619047619)","(21.0, 50.0, 47.22222222222222)","(3.1, 3.65, 3.4833333333333334)","(26.0, 140.0, 88.57142857142857)"
