,Buddys Tale,Harmony Nation,Damreel,Chayse N Storms,Renault,Friend Of God,The Houseman,Hes Viral,It Must Be Love,Alaltun,Nitroglycerine,The Angels Kiss
12-01-2023 16:55:15.267576,"(10.0, 12.5, 12.25)","(17.0, 24.0, 22.75)","(7.0, 10.0, 9.893333333333333)","(8.5, 10.0, 9.596491228070176)","(21.0, 27.0, 26.666666666666668)","(2.7, 3.2, 3.3210526315789473)","(7.0, 9.8, 9.425)","(21.0, 25.0, 24.944444444444443)","(17.0, 21.0, 20.5)","(41.0, 110.0, 109.52380952380952)","(9.0, 13.0, 12.955882352941176)","(21.0, 26.0, 23.136363636363637)"
12-01-2023 16:55:16.920032,"(10.0, 12.5, 12.228915662650602)","(17.0, 24.0, 22.75)","(7.0, 10.0, 9.876923076923077)","(8.5, 9.8, 9.508823529411766)","(21.0, 27.0, 26.666666666666668)","(2.7, 3.35, 3.3210526315789473)","(7.0, 9.8, 9.284210526315789)","(21.0, 25.0, 24.944444444444443)","(17.0, 22.0, 20.8)","(41.0, 110.0, 109.52380952380952)","(9.0, 13.0, 12.955882352941176)","(21.0, 25.0, 23.2)"
12-01-2023 16:55:18.631686,"(10.0, 12.5, 12.208791208791208)","(17.0, 24.0, 22.75)","(7.0, 10.0, 9.876923076923077)","(8.5, 9.8, 9.576271186440678)","(21.0, 27.0, 26.25)","(2.7, 3.35, 3.331896551724138)","(7.0, 9.6, 9.251612903225807)","(21.0, 25.0, 24.944444444444443)","(17.0, 22.0, 20.90909090909091)","(41.0, 110.0, 109.52380952380952)","(9.0, 13.0, 12.955882352941176)","(21.0, 25.0, 23.2)"
12-01-2023 16:55:20.248966,"(10.0, 12.5, 12.208791208791208)","(17.0, 24.0, 23.0)","(7.0, 10.0, 9.876923076923077)","(8.5, 9.8, 9.576271186440678)","(21.0, 27.0, 26.25)","(2.7, 3.35, 3.24)","(7.0, 9.6, 9.292307692307691)","(21.0, 25.0, 24.944444444444443)","(17.0, 22.0, 20.90909090909091)","(41.0, 110.0, 109.52380952380952)","(9.0, 13.0, 12.878378378378379)","(21.0, 25.0, 23.2)"
12-01-2023 16:55:21.829368,"(10.0, 12.5, 12.208791208791208)","(17.0, 24.0, 23.0)","(7.0, 10.0, 9.876923076923077)","(8.5, 9.8, 9.32325581395349)","(21.0, 27.0, 26.416666666666668)","(2.7, 3.35, 3.2375000000000003)","(7.0, 9.6, 9.3)","(21.0, 25.0, 24.944444444444443)","(17.0, 22.0, 20.90909090909091)","(41.0, 110.0, 109.52380952380952)","(9.0, 13.0, 12.878378378378379)","(21.0, 25.0, 23.2)"
12-01-2023 16:55:23.973379,"(10.0, 12.5, 12.311475409836065)","(17.0, 24.0, 23.0)","(7.0, 10.0, 9.954285714285714)","(8.5, 9.4, 9.30958904109589)","(21.0, 27.0, 26.454545454545453)","(2.7, 3.35, 3.2375000000000003)","(7.0, 9.6, 9.292682926829269)","(21.0, 25.0, 24.8125)","(17.0, 22.0, 20.90909090909091)","(41.0, 110.0, 109.61538461538461)","(9.0, 13.0, 12.691489361702128)","(21.0, 25.0, 23.615384615384617)"
12-01-2023 16:55:25.891572,"(10.0, 12.5, 12.311475409836065)","(17.0, 24.0, 23.0)","(7.0, 10.0, 9.955555555555556)","(8.5, 9.4, 9.308333333333334)","(21.0, 27.0, 26.13157894736842)","(2.7, 3.35, 3.255263157894737)","(7.0, 9.6, 9.229411764705882)","(21.0, 26.0, 25.076923076923077)","(17.0, 22.0, 20.90909090909091)","(41.0, 110.0, 109.6774193548387)","(9.0, 13.0, 12.63855421686747)","(21.0, 25.0, 23.615384615384617)"
12-01-2023 16:55:27.617030,"(10.0, 12.5, 12.3203125)","(17.0, 24.0, 23.0625)","(7.0, 10.0, 9.927272727272728)","(8.5, 9.4, 9.334653465346534)","(21.0, 27.0, 26.153846153846153)","(2.7, 3.35, 3.2982142857142858)","(7.0, 9.6, 9.218181818181819)","(21.0, 26.0, 25.076923076923077)","(17.0, 22.0, 20.772727272727273)","(41.0, 110.0, 109.6774193548387)","(9.0, 13.0, 12.647058823529411)","(21.0, 25.0, 23.666666666666668)"
12-01-2023 16:55:29.594782,"(10.0, 12.5, 12.427083333333334)","(17.0, 24.0, 22.666666666666668)","(7.0, 10.0, 9.927272727272728)","(8.5, 9.4, 9.329787234042554)","(21.0, 27.0, 26.193548387096776)","(2.7, 3.4, 3.3362745098039217)","(7.0, 9.6, 9.15)","(21.0, 26.0, 25.2)","(17.0, 22.0, 20.076923076923077)","(41.0, 110.0, 109.56521739130434)","(9.0, 12.5, 12.029411764705882)","(21.0, 25.0, 23.666666666666668)"
12-01-2023 16:55:31.420754,"(10.0, 12.5, 12.336065573770492)","(17.0, 24.0, 22.666666666666668)","(7.0, 10.0, 9.9)","(8.5, 9.4, 9.548837209302325)","(21.0, 27.0, 26.15)","(2.7, 3.45, 3.373529411764706)","(7.0, 9.6, 9.890265486725664)","(21.0, 26.0, 24.96153846153846)","(17.0, 21.0, 21.454545454545453)","(41.0, 110.0, 109.56521739130434)","(9.0, 12.5, 12.029411764705882)","(21.0, 25.0, 23.555555555555557)"
12-01-2023 16:55:33.160965,"(10.0, 12.5, 12.336065573770492)","(17.0, 24.0, 22.666666666666668)","(7.0, 10.0, 9.9)","(8.5, 9.6, 9.48125)","(21.0, 27.0, 26.15)","(2.7, 3.4, 3.35)","(7.0, 10.0, 9.91851851851852)","(21.0, 25.0, 27.2)","(17.0, 22.0, 20.714285714285715)","(41.0, 110.0, 109.56521739130434)","(9.0, 12.0, 11.892857142857142)","(21.0, 25.0, 23.555555555555557)"
12-01-2023 16:55:34.755787,"(10.0, 12.5, 12.336065573770492)","(17.0, 24.0, 22.666666666666668)","(7.0, 10.0, 9.927272727272728)","(8.5, 9.6, 9.477419354838709)","(21.0, 27.0, 26.157894736842106)","(2.7, 3.4, 3.26875)","(7.0, 10.0, 9.91851851851852)","(21.0, 28.0, 26.75)","(17.0, 21.0, 20.857142857142858)","(41.0, 110.0, 109.56521739130434)","(9.0, 12.0, 11.892857142857142)","(21.0, 25.0, 23.555555555555557)"
12-01-2023 16:55:36.487115,"(10.0, 12.5, 12.3203125)","(17.0, 24.0, 22.666666666666668)","(7.0, 10.0, 9.857142857142858)","(8.5, 9.6, 9.343589743589744)","(21.0, 27.0, 26.157894736842106)","(2.7, 3.3, 3.319047619047619)","(7.0, 10.0, 9.914285714285715)","(21.0, 27.0, 26.75)","(17.0, 22.0, 20.636363636363637)","(41.0, 110.0, 109.52380952380952)","(9.0, 12.0, 11.892857142857142)","(21.0, 25.0, 23.555555555555557)"
12-01-2023 16:55:38.138562,"(10.0, 12.5, 12.336065573770492)","(17.0, 24.0, 22.666666666666668)","(7.0, 10.0, 9.857142857142858)","(8.5, 9.4, 9.343589743589744)","(21.0, 27.0, 26.157894736842106)","(2.7, 3.4, 3.315384615384615)","(7.0, 10.0, 9.917241379310346)","(21.0, 27.0, 26.75)","(17.0, 21.0, 20.529411764705884)","(41.0, 110.0, 109.52380952380952)","(9.0, 12.0, 11.892857142857142)","(21.0, 24.0, 23.5)"
12-01-2023 16:55:39.838945,"(10.0, 12.5, 12.336065573770492)","(17.0, 24.0, 22.666666666666668)","(7.0, 10.0, 9.857142857142858)","(8.5, 9.4, 9.343589743589744)","(21.0, 27.0, 26.157894736842106)","(2.7, 3.4, 3.3727272727272726)","(7.0, 10.0, 9.84)","(21.0, 27.0, 26.75)","(17.0, 21.0, 20.529411764705884)","(41.0, 110.0, 109.52380952380952)","(9.0, 12.0, 11.892857142857142)","(21.0, 24.0, 23.5)"
12-01-2023 16:55:41.640787,"(10.0, 12.5, 12.42)","(17.0, 24.0, 22.666666666666668)","(7.0, 10.0, 9.862068965517242)","(8.5, 9.4, 9.243478260869566)","(21.0, 27.0, 26.181818181818183)","(2.7, 3.4, 3.3499999999999996)","(7.0, 10.0, 9.707692307692309)","(21.0, 27.0, 26.75)","(17.0, 21.0, 20.529411764705884)","(41.0, 110.0, 109.52380952380952)","(9.0, 12.0, 11.892857142857142)","(21.0, 24.0, 23.5)"
12-01-2023 16:55:43.376596,"(10.0, 12.5, 12.422222222222222)","(17.0, 24.0, 22.666666666666668)","(7.0, 10.0, 9.835227272727272)","(8.5, 9.4, 9.12)","(21.0, 27.0, 26.181818181818183)","(2.7, 3.4, 3.3428571428571425)","(7.0, 9.8, 9.5875)","(21.0, 27.0, 26.846153846153847)","(17.0, 21.0, 20.529411764705884)","(41.0, 110.0, 109.52380952380952)","(9.0, 12.0, 11.8125)","(21.0, 24.0, 23.5)"
12-01-2023 16:55:45.086974,"(10.0, 12.5, 12.3)","(17.0, 24.0, 22.666666666666668)","(7.0, 10.5, 9.82089552238806)","(8.5, 9.2, 9.159374999999999)","(21.0, 27.0, 26.15)","(2.7, 3.4, 3.39375)","(7.0, 10.0, 9.542105263157895)","(21.0, 27.0, 26.846153846153847)","(17.0, 21.0, 20.444444444444443)","(41.0, 110.0, 109.52380952380952)","(9.0, 12.0, 11.733333333333333)","(21.0, 24.0, 23.454545454545453)"
12-01-2023 16:55:46.750936,"(10.0, 12.5, 12.3)","(17.0, 24.0, 22.666666666666668)","(7.0, 10.5, 9.820289855072465)","(8.5, 9.2, 9.047368421052632)","(21.0, 27.0, 26.16216216216216)","(2.7, 3.45, 3.375)","(7.0, 10.0, 9.528571428571428)","(21.0, 27.0, 26.75)","(17.0, 21.0, 20.444444444444443)","(41.0, 110.0, 109.52380952380952)","(9.0, 12.0, 11.323529411764707)","(21.0, 24.0, 23.454545454545453)"
12-01-2023 16:55:48.397809,"(10.0, 12.5, 12.321428571428571)","(17.0, 24.0, 22.666666666666668)","(7.0, 10.5, 9.83)","(8.5, 9.2, 9.034285714285714)","(21.0, 27.0, 26.16216216216216)","(2.7, 3.45, 3.342857142857143)","(7.0, 10.0, 9.633333333333333)","(21.0, 27.0, 26.75)","(17.0, 21.0, 20.444444444444443)","(41.0, 110.0, 109.52380952380952)","(9.0, 11.5, 11.227272727272727)","(21.0, 24.0, 23.5)"
12-01-2023 16:55:49.959623,"(10.0, 12.5, 12.327586206896552)","(17.0, 24.0, 22.666666666666668)","(7.0, 10.5, 9.820289855072465)","(8.5, 9.2, 8.764516129032257)","(21.0, 27.0, 26.205128205128204)","(2.7, 3.45, 3.3499999999999996)","(7.0, 10.0, 9.917073170731708)","(21.0, 27.0, 26.75)","(17.0, 21.0, 20.473684210526315)","(41.0, 110.0, 109.52380952380952)","(9.0, 11.5, 11.227272727272727)","(21.0, 24.0, 23.6)"
12-01-2023 16:55:51.928111,"(10.0, 12.5, 12.336065573770492)","(17.0, 24.0, 22.8)","(7.0, 10.5, 9.89090909090909)","(8.5, 9.0, 8.771875)","(21.0, 27.0, 26.24390243902439)","(2.7, 3.4, 3.3973684210526316)","(7.0, 10.0, 9.922727272727274)","(21.0, 27.0, 26.8)","(17.0, 21.0, 20.5)","(41.0, 110.0, 109.52380952380952)","(9.0, 11.5, 11.3)","(21.0, 24.0, 23.636363636363637)"
12-01-2023 16:55:53.925983,"(10.0, 12.5, 12.330508474576272)","(17.0, 24.0, 22.25)","(7.0, 10.5, 9.916666666666666)","(8.5, 9.0, 8.713725490196078)","(21.0, 27.0, 26.24390243902439)","(2.7, 3.45, 3.3973684210526316)","(7.0, 10.0, 9.924444444444445)","(21.0, 27.0, 26.8)","(17.0, 21.0, 20.9)","(41.0, 110.0, 109.52380952380952)","(9.0, 11.5, 11.3)","(21.0, 24.0, 23.636363636363637)"
12-01-2023 16:55:55.757171,"(10.0, 12.5, 12.38679245283019)","(17.0, 24.0, 22.25)","(7.0, 10.5, 9.916666666666666)","(8.5, 9.0, 8.666666666666666)","(21.0, 27.0, 26.21875)","(2.7, 3.45, 3.3973684210526316)","(7.0, 10.0, 10.770700636942674)","(21.0, 27.0, 26.8)","(17.0, 21.0, 20.9)","(41.0, 110.0, 109.52380952380952)","(9.0, 11.5, 11.166666666666666)","(21.0, 24.0, 23.7)"
12-01-2023 16:55:57.545399,"(10.0, 12.5, 12.38679245283019)","(17.0, 24.0, 22.25)","(7.0, 10.5, 9.916666666666666)","(8.5, 8.8, 8.646153846153846)","(21.0, 27.0, 26.285714285714285)","(2.7, 3.45, 3.3499999999999996)","(7.0, 11.0, 10.897321428571429)","(21.0, 27.0, 26.8)","(17.0, 21.0, 20.25)","(41.0, 110.0, 109.52380952380952)","(9.0, 11.5, 10.9)","(21.0, 24.0, 23.7)"
12-01-2023 16:55:59.677058,"(10.0, 12.5, 12.336065573770492)","(17.0, 24.0, 21.97674418604651)","(7.0, 10.5, 9.916666666666666)","(8.5, 8.8, 8.752)","(21.0, 27.0, 26.24390243902439)","(2.7, 3.4, 3.3776923076923078)","(7.0, 11.0, 10.897321428571429)","(21.0, 27.0, 26.8)","(17.0, 21.0, 20.5)","(41.0, 110.0, 109.52380952380952)","(9.0, 11.0, 10.857142857142858)","(21.0, 24.0, 23.636363636363637)"
12-01-2023 16:56:01.564071,"(10.0, 12.5, 12.321428571428571)","(17.0, 23.0, 21.77777777777778)","(7.0, 10.5, 9.916666666666666)","(8.5, 8.8, 8.670967741935485)","(21.0, 27.0, 26.24390243902439)","(2.7, 3.4, 3.3758333333333335)","(7.0, 11.0, 10.897321428571429)","(21.0, 27.0, 26.77777777777778)","(17.0, 21.0, 20.875)","(41.0, 110.0, 109.52380952380952)","(9.0, 11.0, 10.703703703703704)","(21.0, 24.0, 23.705882352941178)"
12-01-2023 16:56:03.244825,"(10.0, 12.5, 12.314814814814815)","(17.0, 23.0, 22.4375)","(7.0, 10.5, 9.817721518987343)","(8.5, 8.8, 8.670967741935485)","(21.0, 27.0, 26.054054054054053)","(2.7, 3.4, 3.3754237288135593)","(7.0, 11.0, 10.897321428571429)","(21.0, 27.0, 26.857142857142858)","(17.0, 21.0, 20.5)","(41.0, 110.0, 109.52380952380952)","(9.0, 11.0, 10.416666666666666)","(21.0, 24.0, 23.8)"
12-01-2023 16:56:05.053806,"(10.0, 12.5, 12.324561403508772)","(17.0, 23.0, 22.379310344827587)","(7.0, 10.5, 9.817721518987343)","(8.5, 8.8, 8.725581395348838)","(21.0, 27.0, 25.680851063829788)","(2.7, 3.4, 3.3754237288135593)","(7.0, 11.0, 10.897321428571429)","(21.0, 27.0, 26.857142857142858)","(17.0, 21.0, 20.5)","(41.0, 110.0, 109.52380952380952)","(9.0, 10.0, 9.826548672566373)","(21.0, 24.0, 23.8)"
12-01-2023 16:56:06.860104,"(10.0, 12.5, 12.318181818181818)","(17.0, 23.0, 22.448275862068964)","(7.0, 10.5, 9.936585365853658)","(8.5, 8.8, 8.725581395348838)","(21.0, 27.0, 25.680851063829788)","(2.7, 3.4, 3.372115384615385)","(7.0, 11.0, 10.942105263157895)","(21.0, 28.0, 26.5)","(17.0, 21.0, 20.5)","(41.0, 110.0, 109.52380952380952)","(9.0, 10.0, 9.822222222222223)","(21.0, 24.0, 23.8)"
12-01-2023 16:56:08.715328,"(10.0, 12.5, 12.204347826086957)","(17.0, 23.0, 22.448275862068964)","(7.0, 10.5, 9.901111111111112)","(8.5, 8.8, 8.695)","(21.0, 27.0, 25.363636363636363)","(2.7, 3.4, 3.3666666666666667)","(7.0, 11.0, 10.823770491803279)","(21.0, 28.0, 26.77777777777778)","(17.0, 21.0, 21.0)","(41.0, 110.0, 128.88888888888889)","(9.0, 10.0, 10.647058823529411)","(21.0, 24.0, 23.952380952380953)"
12-01-2023 16:56:10.345937,"(10.0, 12.5, 12.204347826086957)","(17.0, 23.0, 22.448275862068964)","(7.0, 10.5, 9.942857142857143)","(8.5, 8.8, 8.64516129032258)","(21.0, 26.0, 25.236842105263158)","(2.7, 3.4, 3.3499999999999996)","(7.0, 11.0, 11.027027027027026)","(21.0, 27.0, 26.77777777777778)","(17.0, 22.0, 21.41176470588235)","(41.0, 130.0, 136.8421052631579)","(9.0, 11.0, 10.647058823529411)","(21.0, 24.0, 24.21212121212121)"
12-01-2023 16:56:11.950003,"(10.0, 12.5, 12.188)","(17.0, 23.0, 22.666666666666668)","(7.0, 10.0, 9.942857142857143)","(8.5, 8.8, 8.666666666666666)","(21.0, 26.0, 25.333333333333332)","(2.7, 3.4, 3.3499999999999996)","(7.0, 11.5, 10.96236559139785)","(21.0, 27.0, 26.77777777777778)","(17.0, 22.0, 21.043478260869566)","(41.0, 140.0, 136.8421052631579)","(9.0, 11.0, 10.794117647058824)","(21.0, 25.0, 24.21212121212121)"
12-01-2023 16:56:13.695472,"(10.0, 12.5, 12.188)","(17.0, 23.0, 22.515151515151516)","(7.0, 10.0, 9.969811320754717)","(8.5, 8.8, 8.642622950819671)","(21.0, 26.0, 25.333333333333332)","(2.7, 3.4, 3.330769230769231)","(7.0, 11.5, 10.925287356321839)","(21.0, 27.0, 26.77777777777778)","(17.0, 22.0, 20.857142857142858)","(41.0, 140.0, 136.8421052631579)","(9.0, 11.0, 10.81081081081081)","(21.0, 25.0, 24.05263157894737)"
12-01-2023 16:56:15.438685,"(10.0, 12.5, 12.188)","(17.0, 23.0, 22.515151515151516)","(7.0, 10.0, 9.969811320754717)","(8.5, 8.8, 8.642622950819671)","(21.0, 26.0, 25.333333333333332)","(2.7, 3.35, 3.330769230769231)","(7.0, 11.5, 10.897590361445783)","(21.0, 27.0, 26.77777777777778)","(17.0, 22.0, 20.857142857142858)","(41.0, 140.0, 136.8421052631579)","(9.0, 11.0, 10.81081081081081)","(21.0, 25.0, 24.05263157894737)"
12-01-2023 16:56:17.053858,"(10.0, 12.5, 12.188)","(17.0, 23.0, 22.666666666666668)","(7.0, 10.0, 9.971428571428572)","(8.5, 8.8, 8.55438596491228)","(21.0, 26.0, 25.5625)","(2.7, 3.35, 3.3524590163934427)","(7.0, 11.5, 10.976190476190476)","(21.0, 27.0, 26.88888888888889)","(17.0, 22.0, 20.857142857142858)","(41.0, 140.0, 136.8421052631579)","(9.0, 11.0, 10.766666666666667)","(21.0, 25.0, 24.05263157894737)"
12-01-2023 16:56:18.735932,"(10.0, 12.5, 12.188)","(17.0, 23.0, 22.666666666666668)","(7.0, 10.0, 9.974193548387097)","(8.5, 8.6, 8.541935483870967)","(21.0, 26.0, 25.5625)","(2.7, 3.4, 3.364880952380952)","(7.0, 11.0, 10.7375)","(21.0, 27.0, 26.88888888888889)","(17.0, 22.0, 20.857142857142858)","(41.0, 140.0, 137.0)","(9.0, 11.0, 10.695121951219512)","(21.0, 25.0, 24.025641025641026)"
12-01-2023 16:56:20.721303,"(10.0, 12.5, 12.145454545454545)","(17.0, 23.0, 23.47222222222222)","(7.0, 10.0, 9.974193548387097)","(8.5, 8.6, 8.553571428571429)","(21.0, 26.0, 25.5625)","(2.7, 3.4, 3.3729357798165136)","(7.0, 11.0, 10.704225352112676)","(21.0, 27.0, 26.88888888888889)","(17.0, 22.0, 20.857142857142858)","(41.0, 140.0, 137.0)","(9.0, 11.0, 10.695121951219512)","(21.0, 25.0, 24.025641025641026)"
12-01-2023 16:56:22.641846,"(10.0, 12.5, 12.16)","(17.0, 24.0, 23.708333333333332)","(7.0, 10.0, 9.974193548387097)","(8.5, 8.6, 8.540625)","(21.0, 26.0, 25.5)","(2.7, 3.4, 3.3621951219512196)","(7.0, 11.0, 10.69078947368421)","(21.0, 27.0, 26.88888888888889)","(17.0, 22.0, 20.75)","(41.0, 140.0, 137.0)","(9.0, 11.0, 10.666666666666666)","(21.0, 25.0, 24.0)"
12-01-2023 16:56:24.390864,"(10.0, 12.5, 12.155339805825243)","(17.0, 24.0, 23.772727272727273)","(7.0, 10.0, 9.974193548387097)","(8.5, 8.6, 8.645517241379311)","(21.0, 27.0, 26.28205128205128)","(2.7, 3.4, 3.3602564102564103)","(7.0, 11.0, 10.664473684210526)","(21.0, 27.0, 26.88888888888889)","(17.0, 22.0, 20.75)","(41.0, 140.0, 137.0)","(9.0, 11.0, 10.755555555555556)","(21.0, 25.0, 24.0)"
12-01-2023 16:56:26.395313,"(10.0, 12.5, 11.484848484848484)","(17.0, 24.0, 23.125)","(7.0, 10.0, 9.974193548387097)","(8.0, 8.8, 8.645517241379311)","(21.0, 27.0, 26.166666666666668)","(2.8, 3.4, 3.3671875)","(7.0, 11.0, 10.625)","(21.0, 27.0, 26.88888888888889)","(17.0, 22.0, 20.75)","(41.0, 140.0, 137.0)","(9.0, 11.0, 10.73469387755102)","(21.0, 25.0, 24.05)"
12-01-2023 16:56:28.236561,"(10.0, 11.5, 11.1875)","(17.0, 24.0, 23.24137931034483)","(7.0, 10.0, 10.158974358974358)","(8.0, 8.8, 8.687898089171975)","(21.0, 27.0, 26.15909090909091)","(2.8, 3.4, 3.3848837209302327)","(7.0, 11.0, 10.625)","(21.0, 27.0, 26.91304347826087)","(17.0, 22.0, 21.0)","(41.0, 140.0, 131.42857142857142)","(9.0, 11.0, 10.886363636363637)","(21.0, 25.0, 24.05)"
12-01-2023 16:56:30.027145,"(10.0, 11.5, 11.1875)","(17.0, 24.0, 23.24137931034483)","(7.0, 10.5, 10.156687898089173)","(8.0, 8.8, 8.68421052631579)","(21.0, 27.0, 26.15909090909091)","(2.8, 3.4, 3.3823809523809527)","(7.0, 11.0, 10.625)","(21.0, 27.0, 27.64)","(17.0, 22.0, 21.0)","(41.0, 140.0, 131.42857142857142)","(9.0, 11.5, 10.886363636363637)","(21.0, 25.0, 24.05)"
12-01-2023 16:56:31.866045,"(10.0, 11.5, 11.136363636363637)","(17.0, 24.0, 23.24137931034483)","(7.0, 10.5, 10.156687898089173)","(8.0, 8.8, 8.68421052631579)","(21.0, 27.0, 25.60377358490566)","(2.8, 3.45, 3.361764705882353)","(7.0, 11.0, 10.818181818181818)","(21.0, 28.0, 26.81818181818182)","(17.0, 22.0, 21.0)","(41.0, 140.0, 131.42857142857142)","(9.0, 11.5, 11.118181818181817)","(21.0, 25.0, 24.05)"
12-01-2023 16:56:33.663853,"(10.0, 11.5, 11.27659574468085)","(17.0, 24.0, 23.24137931034483)","(7.0, 10.5, 10.140666666666666)","(8.0, 8.8, 8.587826086956522)","(21.0, 27.0, 25.60377358490566)","(2.8, 3.45, 3.3948275862068966)","(8.0, 11.5, 10.779069767441861)","(21.0, 27.0, 26.764705882352942)","(17.0, 22.0, 21.0)","(41.0, 140.0, 131.42857142857142)","(9.0, 11.5, 11.121621621621621)","(21.0, 25.0, 24.05)"
12-01-2023 16:56:35.530403,"(10.0, 11.5, 11.277777777777779)","(17.0, 24.0, 23.24137931034483)","(7.0, 10.5, 10.140666666666666)","(8.0, 8.6, 8.795454545454547)","(21.0, 27.0, 25.4)","(2.8, 3.45, 3.376)","(8.0, 11.5, 10.779069767441861)","(21.0, 27.0, 26.764705882352942)","(17.0, 22.0, 21.0)","(41.0, 140.0, 131.42857142857142)","(9.0, 11.5, 11.136363636363637)","(21.0, 25.0, 24.0)"
12-01-2023 16:56:37.334038,"(10.0, 11.5, 11.3125)","(17.0, 24.0, 23.24137931034483)","(7.0, 10.5, 10.140666666666666)","(8.0, 8.8, 8.605882352941178)","(21.0, 27.0, 25.37837837837838)","(2.8, 3.4, 3.376)","(8.0, 11.5, 10.779069767441861)","(21.0, 27.0, 26.764705882352942)","(17.0, 22.0, 21.043478260869566)","(41.0, 140.0, 131.42857142857142)","(9.0, 11.5, 11.333333333333334)","(21.0, 25.0, 24.0)"
12-01-2023 16:56:39.062391,"(9.0, 11.5, 11.353932584269662)","(18.0, 24.0, 24.357142857142858)","(8.0, 10.5, 10.140666666666666)","(8.0, 8.8, 8.575409836065573)","(21.0, 27.0, 25.341463414634145)","(2.9, 3.4, 3.3826666666666667)","(8.5, 11.5, 10.903846153846153)","(21.0, 27.0, 26.764705882352942)","(17.0, 22.0, 21.043478260869566)","(51.0, 140.0, 131.42857142857142)","(9.0, 11.5, 11.227272727272727)","(21.0, 25.0, 24.05)"
12-01-2023 16:56:40.921706,"(9.0, 11.5, 11.23404255319149)","(18.0, 25.0, 24.357142857142858)","(8.0, 10.5, 10.140666666666666)","(8.0, 8.6, 8.556204379562043)","(21.0, 27.0, 25.341463414634145)","(2.9, 3.4, 3.391836734693878)","(8.5, 11.5, 10.875)","(21.0, 27.0, 26.733333333333334)","(17.0, 22.0, 21.263157894736842)","(51.0, 140.0, 131.42857142857142)","(9.0, 11.5, 11.178571428571429)","(21.0, 25.0, 24.05)"
12-01-2023 16:56:42.602373,"(9.0, 11.5, 11.211340206185566)","(18.0, 25.0, 24.263157894736842)","(8.0, 10.5, 10.264545454545456)","(8.0, 8.6, 8.580530973451328)","(21.0, 27.0, 25.341463414634145)","(2.9, 3.45, 3.392452830188679)","(8.5, 11.0, 10.875)","(21.0, 27.0, 26.2)","(17.0, 22.0, 21.043478260869566)","(51.0, 140.0, 131.42857142857142)","(9.0, 11.5, 11.222222222222221)","(21.0, 25.0, 24.136363636363637)"
12-01-2023 16:56:44.765059,"(9.0, 11.5, 11.311764705882354)","(18.0, 26.0, 24.666666666666668)","(8.0, 10.5, 10.302197802197803)","(8.0, 8.6, 8.581818181818182)","(21.0, 27.0, 25.341463414634145)","(2.9, 3.4, 3.3128571428571427)","(8.5, 11.0, 10.796875)","(21.0, 27.0, 26.294117647058822)","(17.0, 22.0, 21.043478260869566)","(51.0, 140.0, 131.42857142857142)","(9.0, 11.5, 11.384615384615385)","(21.0, 25.0, 24.38888888888889)"
12-01-2023 16:56:46.749397,"(9.0, 11.5, 11.311764705882354)","(18.0, 26.0, 24.666666666666668)","(8.0, 10.5, 10.302197802197803)","(8.0, 8.6, 8.581818181818182)","(21.0, 27.0, 25.341463414634145)","(2.9, 3.35, 3.3128571428571427)","(8.5, 11.0, 10.796875)","(21.0, 27.0, 26.833333333333332)","(17.0, 22.0, 21.263157894736842)","(51.0, 140.0, 131.42857142857142)","(9.0, 11.5, 11.416666666666666)","(21.0, 25.0, 24.38888888888889)"
12-01-2023 16:56:48.672181,"(9.0, 11.0, 10.94)","(18.0, 24.0, 23.394736842105264)","(8.0, 10.5, 10.495145631067961)","(8.0, 8.6, 8.665420560747664)","(21.0, 27.0, 25.341463414634145)","(2.9, 3.35, 3.308333333333333)","(8.5, 11.0, 10.744444444444444)","(21.0, 27.0, 26.894736842105264)","(17.0, 22.0, 21.263157894736842)","(51.0, 140.0, 131.42857142857142)","(9.0, 11.5, 11.44915254237288)","(21.0, 25.0, 24.428571428571427)"
12-01-2023 16:56:50.414362,"(9.0, 11.0, 10.94)","(18.0, 24.0, 23.394736842105264)","(8.0, 10.5, 10.495495495495495)","(8.0, 8.8, 8.625531914893617)","(21.0, 27.0, 24.477272727272727)","(2.9, 3.35, 3.307142857142857)","(8.5, 11.0, 10.744444444444444)","(21.0, 27.0, 26.894736842105264)","(17.0, 22.0, 21.263157894736842)","(51.0, 140.0, 131.42857142857142)","(9.0, 11.5, 11.455223880597014)","(21.0, 25.0, 24.428571428571427)"
12-01-2023 16:56:52.103206,"(9.0, 11.0, 10.955882352941176)","(18.0, 24.0, 23.394736842105264)","(8.0, 10.5, 10.495495495495495)","(8.0, 8.8, 8.625531914893617)","(21.0, 25.0, 24.477272727272727)","(2.9, 3.35, 3.307142857142857)","(8.5, 11.0, 10.744444444444444)","(21.0, 27.0, 26.894736842105264)","(17.0, 22.0, 21.263157894736842)","(51.0, 140.0, 131.42857142857142)","(9.0, 11.5, 11.455223880597014)","(21.0, 25.0, 24.428571428571427)"
12-01-2023 16:56:53.846440,"(9.0, 11.5, 11.043859649122806)","(18.0, 24.0, 23.652173913043477)","(8.0, 11.0, 10.524390243902438)","(8.0, 8.8, 8.7)","(21.0, 27.0, 25.193548387096776)","(2.9, 3.35, 3.307142857142857)","(8.5, 11.0, 10.75)","(21.0, 27.0, 26.894736842105264)","(17.0, 22.0, 21.2)","(51.0, 140.0, 131.42857142857142)","(9.0, 11.5, 10.808080808080808)","(21.0, 25.0, 24.428571428571427)"
