,Velocity Alexa,Heslea,Emerald Swift,Systems Down,Broombrae Blaze,Zipping Mork,Lektra Left
11-01-2023 19:47:37.098045,"(21.0, 75.0, 49.0)","(1.85, 3.0, 2.16)","(10.0, 20.0, 14.7)","(9.0, 18.5, 14.15)","(19.0, 42.0, 33.83333333333333)","(4.0, 6.8, 4.25)","(4.8, 7.8, 4.921428571428572)"
11-01-2023 19:47:38.387037,"(21.0, 75.0, 49.0)","(1.85, 3.0, 2.16)","(10.0, 20.0, 14.7)","(9.0, 18.5, 14.15)","(19.0, 42.0, 33.83333333333333)","(4.0, 6.8, 4.25)","(4.8, 7.8, 4.921428571428572)"
11-01-2023 19:47:39.785770,"(21.0, 75.0, 49.0)","(1.85, 3.0, 2.16)","(10.0, 20.0, 14.7)","(9.0, 18.5, 13.033333333333333)","(19.0, 42.0, 33.83333333333333)","(4.0, 6.8, 4.25)","(4.8, 7.8, 4.921428571428572)"
11-01-2023 19:47:41.225777,"(21.0, 75.0, 49.0)","(1.85, 3.0, 2.16)","(10.0, 20.0, 14.7)","(9.0, 19.5, 11.185714285714287)","(19.0, 42.0, 33.83333333333333)","(4.0, 6.8, 4.25)","(4.8, 7.8, 4.921428571428572)"
11-01-2023 19:47:42.605456,"(21.0, 75.0, 49.0)","(1.85, 3.0, 2.16)","(10.0, 20.0, 16.46666666666667)","(9.0, 19.5, 11.012500000000001)","(19.0, 42.0, 33.83333333333333)","(4.0, 6.8, 4.25)","(4.8, 7.8, 4.921428571428572)"
11-01-2023 19:47:43.794924,"(21.0, 75.0, 49.0)","(1.85, 3.0, 2.16)","(10.0, 20.0, 14.7)","(9.0, 19.5, 11.012500000000001)","(19.0, 42.0, 29.75)","(4.0, 6.8, 4.25)","(4.8, 7.8, 4.921428571428572)"
11-01-2023 19:47:44.998478,"(21.0, 75.0, 49.0)","(1.85, 3.0, 2.16)","(10.0, 20.0, 14.7)","(9.0, 19.5, 11.012500000000001)","(19.0, 42.0, 29.75)","(4.0, 6.8, 4.25)","(4.8, 7.8, 4.921428571428572)"
11-01-2023 19:47:46.276759,"(21.0, 75.0, 49.0)","(1.85, 3.0, 2.36)","(10.0, 20.0, 14.7)","(9.0, 19.5, 11.012500000000001)","(19.0, 42.0, 33.83333333333333)","(4.0, 6.8, 4.25)","(4.8, 7.8, 4.921428571428572)"
11-01-2023 19:47:47.592029,"(21.0, 75.0, 49.0)","(1.85, 3.0, 2.36)","(10.0, 20.0, 14.7)","(9.0, 19.5, 11.012500000000001)","(19.0, 42.0, 33.83333333333333)","(4.0, 6.8, 4.25)","(4.8, 7.8, 4.921428571428572)"
11-01-2023 19:47:48.841471,"(21.0, 75.0, 49.0)","(1.85, 3.0, 2.36)","(10.0, 20.0, 14.7)","(10.0, 19.5, 13.9)","(19.0, 42.0, 33.83333333333333)","(4.0, 6.8, 5.25)","(4.8, 7.8, 6.050000000000001)"
11-01-2023 19:47:50.127336,"(21.0, 75.0, 49.0)","(1.85, 3.0, 2.36)","(10.0, 20.0, 14.7)","(10.0, 18.0, 13.9)","(19.0, 42.0, 33.83333333333333)","(4.0, 6.4, 5.25)","(4.8, 7.4, 6.050000000000001)"
11-01-2023 19:47:51.390978,"(21.0, 75.0, 49.0)","(1.85, 3.0, 2.36)","(10.0, 20.0, 14.7)","(10.0, 18.0, 13.9)","(19.0, 42.0, 33.83333333333333)","(4.0, 6.4, 5.25)","(4.8, 7.4, 6.050000000000001)"
11-01-2023 19:47:52.726583,"(21.0, 75.0, 49.0)","(1.85, 3.0, 2.36)","(10.0, 20.0, 14.7)","(10.0, 18.0, 13.9)","(19.0, 42.0, 33.83333333333333)","(4.0, 6.4, 5.25)","(4.8, 7.4, 6.050000000000001)"
11-01-2023 19:47:54.088697,"(21.0, 75.0, 49.0)","(1.85, 3.0, 2.36)","(10.0, 20.0, 14.7)","(10.0, 18.0, 13.9)","(19.0, 42.0, 33.83333333333333)","(4.0, 6.4, 5.25)","(4.8, 7.4, 6.050000000000001)"
11-01-2023 19:47:55.432573,"(21.0, 75.0, 49.0)","(1.85, 3.0, 2.36)","(10.0, 20.0, 14.7)","(10.0, 18.0, 13.9)","(19.0, 42.0, 33.83333333333333)","(4.0, 6.4, 5.25)","(4.8, 7.4, 6.050000000000001)"
11-01-2023 19:47:56.695997,"(21.0, 75.0, 49.0)","(1.85, 3.0, 2.36)","(10.0, 20.0, 14.7)","(10.0, 18.0, 13.9)","(19.0, 42.0, 33.83333333333333)","(4.0, 6.4, 5.25)","(4.8, 7.4, 6.050000000000001)"
11-01-2023 19:47:58.106537,"(21.0, 75.0, 49.0)","(1.85, 3.0, 2.36)","(10.0, 20.0, 14.7)","(10.0, 18.0, 13.9)","(19.0, 42.0, 33.83333333333333)","(4.0, 6.4, 5.25)","(4.8, 7.4, 6.050000000000001)"
11-01-2023 19:47:59.377026,"(21.0, 75.0, 49.0)","(1.85, 3.0, 2.36)","(10.0, 20.0, 14.7)","(10.0, 18.0, 13.9)","(19.0, 42.0, 35.875)","(4.0, 6.4, 5.25)","(4.8, 7.4, 6.050000000000001)"
11-01-2023 19:48:00.702767,"(21.0, 75.0, 49.0)","(1.85, 3.0, 2.36)","(10.0, 20.0, 14.7)","(10.0, 18.0, 11.74)","(19.0, 42.0, 37.1)","(4.0, 6.4, 4.3999999999999995)","(4.8, 7.4, 5.216666666666667)"
11-01-2023 19:48:01.985218,"(21.0, 75.0, 49.0)","(1.85, 3.0, 2.36)","(10.0, 20.0, 14.7)","(10.0, 19.5, 14.4)","(19.0, 42.0, 37.1)","(4.0, 6.8, 5.35)","(4.8, 7.8, 6.15)"
11-01-2023 19:48:03.288635,"(21.0, 75.0, 49.0)","(1.85, 3.0, 2.0755555555555554)","(10.0, 20.0, 14.7)","(10.0, 19.0, 14.4)","(19.0, 42.0, 37.1)","(4.0, 6.6, 5.35)","(4.8, 7.6, 6.15)"
11-01-2023 19:48:04.576712,"(21.0, 75.0, 49.0)","(1.85, 3.0, 2.395555555555555)","(10.0, 20.0, 14.7)","(10.0, 19.0, 14.4)","(19.0, 42.0, 37.1)","(4.0, 6.6, 5.35)","(4.8, 7.6, 6.15)"
11-01-2023 19:48:05.850599,"(21.0, 75.0, 49.0)","(1.85, 3.0, 2.395555555555555)","(10.0, 20.0, 14.7)","(10.0, 19.0, 14.4)","(19.0, 42.0, 37.1)","(4.0, 6.6, 5.35)","(4.8, 7.6, 6.15)"
11-01-2023 19:48:07.174454,"(21.0, 75.0, 49.0)","(1.85, 3.0, 2.395555555555555)","(10.0, 20.0, 16.53333333333333)","(10.0, 19.0, 10.32857142857143)","(19.0, 42.0, 37.1)","(4.0, 6.6, 4.316666666666666)","(4.8, 7.6, 5.183333333333334)"
11-01-2023 19:48:08.483042,"(21.0, 70.0, 34.75)","(1.85, 3.0, 2.395555555555555)","(10.0, 20.0, 17.96)","(10.0, 13.5, 11.4)","(19.0, 42.0, 30.357142857142858)","(4.0, 5.4, 4.699999999999999)","(4.8, 7.6, 6.050000000000001)"
11-01-2023 19:48:09.588044,"(21.0, 65.0, 44.0)","(1.85, 3.0, 2.395555555555555)","(10.0, 20.0, 17.96)","(10.0, 13.0, 11.4)","(19.0, 40.0, 33.9)","(4.0, 5.3, 4.699999999999999)","(4.8, 7.4, 6.050000000000001)"
11-01-2023 19:48:10.697887,"(21.0, 65.0, 44.0)","(1.85, 3.0, 2.395555555555555)","(10.0, 20.0, 17.96)","(10.0, 13.0, 11.4)","(19.0, 38.0, 35.5)","(4.0, 5.3, 4.699999999999999)","(4.8, 7.4, 6.050000000000001)"
11-01-2023 19:48:11.861871,"(21.0, 65.0, 44.0)","(1.85, 3.0, 2.395555555555555)","(10.0, 20.0, 17.96)","(10.0, 13.0, 11.4)","(19.0, 40.0, 35.5)","(4.0, 5.3, 4.699999999999999)","(4.8, 7.4, 6.050000000000001)"
11-01-2023 19:48:13.347038,"(21.0, 65.0, 30.125)","(1.85, 3.0, 2.395555555555555)","(10.0, 20.0, 17.96)","(10.0, 13.0, 11.2)","(19.0, 40.0, 34.375)","(4.0, 5.3, 4.292307692307692)","(4.8, 7.4, 7.166666666666667)"
11-01-2023 19:48:14.675356,"(21.0, 80.0, 51.5)","(1.85, 3.0, 2.395555555555555)","(10.0, 20.0, 17.96)","(10.0, 13.0, 11.3)","(19.0, 40.0, 32.5)","(4.0, 6.6, 5.25)","(4.8, 7.4, 6.050000000000001)"
11-01-2023 19:48:16.011853,"(21.0, 75.0, 49.0)","(1.85, 3.0, 2.395555555555555)","(10.0, 20.0, 17.96)","(10.0, 13.0, 11.3)","(19.0, 40.0, 32.5)","(4.0, 6.4, 5.25)","(4.8, 7.4, 6.050000000000001)"
11-01-2023 19:48:17.320965,"(21.0, 75.0, 49.0)","(1.85, 3.0, 2.395555555555555)","(10.0, 20.0, 17.96)","(10.0, 13.0, 11.3)","(19.0, 40.0, 32.5)","(4.0, 6.4, 5.25)","(4.8, 7.4, 6.050000000000001)"
11-01-2023 19:48:18.690935,"(21.0, 75.0, 49.0)","(1.85, 3.0, 2.395555555555555)","(10.0, 20.0, 17.96)","(10.0, 13.0, 11.3)","(19.0, 40.0, 32.5)","(4.0, 6.4, 5.25)","(4.8, 7.4, 6.050000000000001)"
11-01-2023 19:48:20.044016,"(21.0, 75.0, 49.0)","(1.85, 3.0, 2.395555555555555)","(10.0, 20.0, 17.96)","(10.0, 13.0, 11.3)","(19.0, 40.0, 32.5)","(4.0, 6.4, 5.25)","(4.8, 7.4, 5.114285714285715)"
11-01-2023 19:48:21.252962,"(21.0, 75.0, 49.0)","(1.85, 3.0, 2.395555555555555)","(10.0, 20.0, 17.96)","(10.0, 13.0, 11.3)","(19.0, 40.0, 36.785714285714285)","(4.0, 6.4, 5.25)","(4.8, 7.6, 6.050000000000001)"
11-01-2023 19:48:22.375251,"(21.0, 75.0, 49.0)","(1.85, 3.0, 2.395555555555555)","(10.0, 20.0, 17.96)","(10.0, 13.0, 11.3)","(19.0, 40.0, 36.785714285714285)","(4.0, 6.4, 5.25)","(4.8, 7.4, 6.050000000000001)"
11-01-2023 19:48:23.500426,"(21.0, 75.0, 49.0)","(1.85, 3.0, 2.395555555555555)","(10.0, 20.0, 17.96)","(10.0, 13.0, 11.3)","(19.0, 40.0, 36.785714285714285)","(4.0, 6.4, 5.25)","(4.8, 7.4, 4.86875)"
11-01-2023 19:48:24.632190,"(21.0, 75.0, 49.0)","(1.85, 3.0, 2.395555555555555)","(10.0, 20.0, 17.96)","(10.0, 13.0, 11.3)","(19.0, 40.0, 36.785714285714285)","(4.0, 6.4, 5.25)","(4.8, 7.4, 4.858823529411765)"
11-01-2023 19:48:25.726728,"(21.0, 75.0, 49.0)","(1.85, 3.0, 2.395555555555555)","(10.0, 20.0, 17.96)","(10.0, 13.0, 11.3)","(19.0, 40.0, 36.785714285714285)","(4.0, 6.4, 6.181818181818182)","(4.8, 7.4, 4.858823529411765)"
11-01-2023 19:48:27.116608,"(21.0, 75.0, 49.0)","(1.85, 3.0, 2.395555555555555)","(10.0, 20.0, 17.96)","(10.0, 13.0, 11.3)","(19.0, 40.0, 36.785714285714285)","(4.0, 6.4, 5.25)","(4.8, 7.4, 4.858823529411765)"
11-01-2023 19:48:28.317570,"(21.0, 75.0, 49.0)","(1.85, 3.0, 2.395555555555555)","(10.0, 20.0, 16.666666666666668)","(10.0, 13.0, 10.085714285714285)","(19.0, 40.0, 35.6)","(4.0, 6.4, 5.094444444444445)","(4.8, 7.4, 5.342857142857143)"
11-01-2023 19:48:29.599671,"(21.0, 75.0, 49.0)","(1.85, 3.0, 2.395555555555555)","(10.0, 20.0, 16.833333333333332)","(10.0, 13.0, 11.3)","(19.0, 40.0, 38.8)","(4.0, 5.4, 5.228571428571429)","(4.8, 7.4, 5.342857142857143)"
11-01-2023 19:48:30.943797,"(21.0, 75.0, 49.0)","(1.85, 3.0, 2.395555555555555)","(10.0, 20.0, 17.625)","(10.0, 13.0, 13.55)","(19.0, 44.0, 31.25)","(4.0, 5.3, 5.228571428571429)","(4.8, 7.4, 5.342857142857143)"
11-01-2023 19:48:32.182010,"(21.0, 75.0, 49.0)","(1.85, 3.0, 2.395555555555555)","(10.0, 20.0, 15.5)","(10.0, 17.5, 12.366666666666667)","(19.0, 44.0, 31.25)","(4.0, 5.3, 5.228571428571429)","(4.8, 7.4, 5.342857142857143)"
11-01-2023 19:48:33.454224,"(21.0, 75.0, 49.0)","(1.85, 3.0, 2.395555555555555)","(10.0, 19.5, 15.5)","(10.0, 17.5, 12.366666666666667)","(19.0, 44.0, 31.25)","(4.0, 5.3, 5.228571428571429)","(4.8, 7.4, 5.342857142857143)"
11-01-2023 19:48:34.666102,"(21.0, 75.0, 49.0)","(1.85, 3.0, 2.395555555555555)","(10.0, 19.5, 15.5)","(10.0, 17.5, 15.357142857142858)","(19.0, 44.0, 31.25)","(4.0, 5.3, 5.228571428571429)","(4.8, 7.4, 5.342857142857143)"
11-01-2023 19:48:35.808485,"(21.0, 75.0, 49.0)","(1.85, 3.0, 2.395555555555555)","(10.0, 19.5, 15.5)","(10.0, 17.5, 15.357142857142858)","(19.0, 44.0, 31.25)","(4.0, 5.3, 5.228571428571429)","(4.8, 7.4, 5.342857142857143)"
11-01-2023 19:48:36.933626,"(21.0, 75.0, 49.0)","(1.85, 3.0, 2.395555555555555)","(10.0, 19.5, 15.5)","(10.0, 17.5, 15.357142857142858)","(19.0, 44.0, 31.25)","(4.0, 5.3, 5.228571428571429)","(4.8, 7.4, 5.342857142857143)"
11-01-2023 19:48:38.245149,"(21.0, 75.0, 49.0)","(1.85, 3.0, 2.395555555555555)","(10.0, 19.5, 15.5)","(10.0, 17.5, 15.166666666666668)","(19.0, 44.0, 31.25)","(4.0, 5.3, 5.228571428571429)","(4.8, 7.4, 5.342857142857143)"
11-01-2023 19:48:39.668248,"(21.0, 70.0, 44.0)","(1.85, 3.0, 2.395555555555555)","(10.0, 19.5, 15.5)","(10.0, 17.5, 15.166666666666668)","(19.0, 44.0, 31.25)","(4.0, 5.3, 5.228571428571429)","(4.8, 7.4, 5.342857142857143)"
11-01-2023 19:48:40.878683,"(21.0, 65.0, 44.0)","(1.85, 3.0, 2.63)","(10.0, 19.5, 18.333333333333336)","(10.0, 17.5, 15.166666666666668)","(19.0, 44.0, 31.25)","(4.0, 5.3, 5.0625)","(4.8, 7.4, 5.54516129032258)"
11-01-2023 19:48:42.099519,"(21.0, 65.0, 51.0)","(1.85, 2.94, 2.63)","(10.0, 19.5, 18.333333333333336)","(10.0, 17.5, 15.166666666666668)","(19.0, 44.0, 31.25)","(4.0, 6.0, 5.0625)","(4.8, 7.4, 5.884615384615384)"
11-01-2023 19:48:43.245801,"(21.0, 65.0, 51.0)","(1.85, 2.94, 2.63)","(10.0, 19.5, 18.333333333333336)","(10.0, 17.5, 15.166666666666668)","(19.0, 44.0, 31.25)","(4.0, 6.0, 5.0625)","(4.8, 6.8, 6.225)"
11-01-2023 19:48:44.440353,"(21.0, 65.0, 51.0)","(1.85, 2.94, 2.63)","(10.0, 19.5, 18.333333333333336)","(10.0, 17.5, 15.166666666666668)","(19.0, 44.0, 23.6)","(4.0, 6.0, 5.433333333333334)","(4.8, 6.6, 6.557142857142857)"
11-01-2023 19:48:45.581607,"(21.0, 65.0, 51.0)","(1.85, 2.94, 2.63)","(10.0, 19.5, 18.333333333333336)","(10.0, 17.5, 15.166666666666668)","(19.0, 44.0, 23.6)","(4.0, 5.9, 5.475)","(4.8, 6.8, 6.557142857142857)"
11-01-2023 19:48:46.712231,"(21.0, 65.0, 51.0)","(1.85, 2.94, 2.63)","(10.0, 19.5, 16.833333333333332)","(10.0, 17.5, 15.166666666666668)","(19.0, 44.0, 23.6)","(4.0, 5.8, 4.85)","(4.8, 6.8, 6.557142857142857)"
11-01-2023 19:48:48.114370,"(21.0, 65.0, 51.0)","(1.85, 2.94, 2.4233333333333333)","(10.0, 19.5, 18.333333333333336)","(10.0, 17.5, 15.166666666666668)","(19.0, 44.0, 21.05)","(4.0, 5.9, 5.683333333333334)","(4.8, 6.8, 5.949999999999999)"
11-01-2023 19:48:49.347118,"(21.0, 65.0, 51.0)","(1.85, 2.88, 2.59)","(10.0, 19.5, 18.333333333333336)","(10.0, 17.5, 15.166666666666668)","(19.0, 44.0, 29.25)","(4.0, 5.9, 5.790909090909091)","(4.8, 6.8, 5.949999999999999)"
11-01-2023 19:48:50.425295,"(21.0, 65.0, 51.0)","(1.85, 2.86, 2.59)","(10.0, 19.5, 18.333333333333336)","(10.0, 17.5, 15.166666666666668)","(19.0, 40.0, 29.25)","(4.0, 5.9, 5.790909090909091)","(4.8, 6.8, 5.949999999999999)"
11-01-2023 19:48:51.639265,"(21.0, 65.0, 51.0)","(1.85, 2.86, 2.59)","(10.0, 19.5, 18.333333333333336)","(10.0, 17.5, 15.166666666666668)","(19.0, 40.0, 29.25)","(4.0, 5.9, 5.790909090909091)","(4.8, 6.8, 5.949999999999999)"
11-01-2023 19:48:52.921750,"(21.0, 65.0, 51.0)","(1.85, 2.86, 2.59)","(10.0, 19.5, 18.333333333333336)","(10.0, 17.5, 15.166666666666668)","(19.0, 40.0, 29.25)","(4.0, 5.9, 5.790909090909091)","(4.8, 6.8, 5.949999999999999)"
11-01-2023 19:48:54.175859,"(21.0, 65.0, 51.0)","(1.85, 2.86, 2.59)","(10.0, 19.5, 16.833333333333332)","(10.0, 17.5, 15.166666666666668)","(19.0, 40.0, 29.25)","(4.0, 5.9, 5.609090909090909)","(4.8, 6.8, 5.949999999999999)"
11-01-2023 19:48:55.462752,"(21.0, 65.0, 51.0)","(1.85, 2.86, 2.59)","(10.0, 19.5, 13.1)","(10.0, 17.5, 15.166666666666668)","(19.0, 40.0, 29.25)","(4.0, 5.7, 5.7)","(4.8, 6.8, 5.949999999999999)"
11-01-2023 19:48:56.668191,"(21.0, 65.0, 51.0)","(1.85, 2.78, 2.55)","(10.0, 15.5, 15.125)","(10.0, 17.5, 15.166666666666668)","(19.0, 40.0, 29.25)","(4.0, 5.8, 5.7)","(4.8, 6.8, 5.949999999999999)"
11-01-2023 19:48:57.880546,"(21.0, 65.0, 59.625)","(1.85, 2.78, 2.55)","(10.0, 15.5, 15.125)","(10.0, 17.5, 15.166666666666668)","(19.0, 40.0, 29.25)","(4.0, 5.8, 5.7)","(4.8, 6.8, 5.949999999999999)"
11-01-2023 19:48:58.970364,"(21.0, 65.0, 59.625)","(1.85, 2.78, 2.55)","(10.0, 15.5, 15.125)","(10.0, 17.5, 15.166666666666668)","(19.0, 40.0, 29.25)","(4.0, 5.8, 5.7)","(4.8, 6.8, 5.949999999999999)"
11-01-2023 19:49:00.140446,"(21.0, 65.0, 59.625)","(1.85, 2.78, 2.55)","(10.0, 15.5, 17.9375)","(10.0, 17.5, 15.166666666666668)","(19.0, 40.0, 29.25)","(4.0, 5.8, 5.7)","(4.8, 6.8, 5.949999999999999)"
11-01-2023 19:49:01.348408,"(21.0, 65.0, 59.625)","(1.85, 2.78, 2.55)","(10.0, 20.0, 17.9375)","(10.0, 17.5, 15.166666666666668)","(19.0, 40.0, 29.25)","(4.0, 5.8, 5.3)","(4.8, 6.8, 5.949999999999999)"
11-01-2023 19:49:02.590502,"(21.0, 65.0, 59.625)","(1.85, 2.96, 2.51)","(10.0, 20.0, 18.5)","(10.0, 17.5, 15.166666666666668)","(19.0, 40.0, 29.25)","(4.0, 5.8, 5.5)","(4.8, 6.8, 5.949999999999999)"
11-01-2023 19:49:03.846606,"(21.0, 65.0, 59.625)","(1.85, 2.7, 2.51)","(10.0, 19.5, 18.5)","(10.0, 17.5, 15.166666666666668)","(19.0, 40.0, 29.25)","(4.0, 5.7, 5.5)","(4.8, 6.8, 5.816666666666667)"
11-01-2023 19:49:05.060708,"(21.0, 65.0, 59.625)","(1.85, 2.7, 2.51)","(10.0, 19.5, 18.5)","(10.0, 17.5, 15.166666666666668)","(19.0, 40.0, 29.25)","(4.0, 5.7, 5.5)","(4.8, 5.9, 5.816666666666667)"
11-01-2023 19:49:06.213931,"(21.0, 65.0, 59.625)","(1.85, 2.7, 2.51)","(10.0, 19.5, 18.5)","(10.0, 17.5, 15.166666666666668)","(19.0, 40.0, 23.2)","(4.0, 5.7, 5.4714285714285715)","(4.8, 5.9, 5.816666666666667)"
11-01-2023 19:49:07.447133,"(21.0, 65.0, 59.625)","(1.85, 2.7, 2.51)","(10.0, 19.5, 18.5)","(10.0, 17.5, 15.166666666666668)","(19.0, 42.0, 23.2)","(4.0, 5.7, 5.4714285714285715)","(4.8, 5.9, 5.816666666666667)"
11-01-2023 19:49:08.647340,"(21.0, 65.0, 59.625)","(1.85, 2.7, 2.51)","(10.0, 19.5, 16.5)","(10.0, 17.5, 15.166666666666668)","(19.0, 42.0, 23.2)","(4.0, 5.7, 5.4714285714285715)","(4.8, 5.9, 5.8100000000000005)"
11-01-2023 19:49:09.889518,"(21.0, 65.0, 59.625)","(1.85, 2.62, 2.37)","(10.0, 19.5, 16.0)","(10.0, 17.5, 15.166666666666668)","(19.0, 42.0, 23.2)","(4.0, 5.7, 5.4714285714285715)","(4.8, 5.9, 5.818181818181818)"
11-01-2023 19:49:11.246475,"(21.0, 65.0, 59.625)","(1.85, 2.6, 2.46)","(10.0, 19.5, 18.5)","(10.0, 17.5, 15.166666666666668)","(19.0, 42.0, 23.2)","(4.0, 5.7, 5.4714285714285715)","(4.8, 5.9, 5.818181818181818)"
11-01-2023 19:49:12.412558,"(21.0, 55.0, 45.099999999999994)","(1.85, 2.6, 2.46)","(10.0, 19.5, 18.5)","(10.0, 17.5, 15.166666666666668)","(19.0, 42.0, 23.2)","(4.0, 5.7, 5.4714285714285715)","(4.8, 5.9, 5.818181818181818)"
11-01-2023 19:49:13.546816,"(21.0, 55.0, 35.0)","(1.85, 2.6, 2.46)","(10.0, 19.5, 18.5)","(10.0, 17.5, 14.5)","(19.0, 42.0, 23.2)","(4.0, 5.7, 5.5)","(4.8, 5.9, 5.818181818181818)"
11-01-2023 19:49:14.743200,"(21.0, 55.0, 35.0)","(1.85, 2.6, 2.46)","(10.0, 19.5, 18.4)","(10.0, 16.5, 15.3)","(19.0, 42.0, 26.333333333333332)","(4.0, 5.7, 5.5)","(4.8, 5.9, 5.818181818181818)"
11-01-2023 19:49:15.942231,"(21.0, 55.0, 36.666666666666664)","(1.85, 2.6, 2.36)","(10.0, 19.5, 18.4)","(10.0, 16.5, 14.5)","(19.0, 42.0, 26.333333333333332)","(4.0, 5.7, 5.5)","(4.8, 5.9, 5.818181818181818)"
11-01-2023 19:49:17.127452,"(21.0, 55.0, 37.77777777777778)","(1.85, 2.56, 2.36)","(10.0, 19.5, 18.4)","(10.0, 16.5, 14.5)","(19.0, 42.0, 26.333333333333332)","(4.0, 5.7, 5.5)","(4.8, 5.9, 5.811111111111112)"
11-01-2023 19:49:18.429640,"(21.0, 55.0, 37.77777777777778)","(1.85, 2.54, 2.4299999999999997)","(10.0, 19.5, 16.25)","(10.0, 16.5, 15.3)","(19.0, 42.0, 26.333333333333332)","(4.0, 5.7, 5.5)","(4.8, 5.9, 5.811111111111112)"
11-01-2023 19:49:19.641520,"(21.0, 55.0, 38.333333333333336)","(1.85, 2.54, 2.4299999999999997)","(10.0, 19.5, 15.0)","(10.0, 16.5, 15.3)","(19.0, 42.0, 26.333333333333332)","(4.0, 5.7, 5.269230769230769)","(4.8, 5.9, 5.811111111111112)"
11-01-2023 19:49:20.913746,"(21.0, 55.0, 38.333333333333336)","(1.85, 2.54, 2.4299999999999997)","(10.0, 19.0, 17.285714285714285)","(10.0, 16.5, 14.5)","(19.0, 42.0, 26.333333333333332)","(4.0, 5.7, 5.427272727272728)","(4.8, 5.9, 5.811111111111112)"
11-01-2023 19:49:22.271228,"(21.0, 55.0, 38.333333333333336)","(1.85, 2.54, 2.4299999999999997)","(10.0, 19.0, 17.428571428571427)","(10.0, 16.5, 14.5)","(19.0, 42.0, 26.333333333333332)","(4.0, 5.7, 5.427272727272728)","(4.8, 5.9, 5.811111111111112)"
11-01-2023 19:49:23.724609,"(21.0, 55.0, 38.333333333333336)","(1.85, 2.54, 2.42)","(10.0, 19.0, 17.428571428571427)","(10.0, 16.5, 14.5)","(19.0, 42.0, 26.333333333333332)","(4.0, 5.7, 5.427272727272728)","(4.8, 5.9, 5.811111111111112)"
11-01-2023 19:49:25.143744,"(21.0, 55.0, 38.333333333333336)","(1.85, 2.52, 2.42)","(10.0, 19.0, 17.428571428571427)","(10.0, 16.5, 14.5)","(19.0, 42.0, 26.333333333333332)","(4.0, 5.7, 5.427272727272728)","(4.8, 5.9, 5.760000000000001)"
11-01-2023 19:49:26.374660,"(21.0, 55.0, 38.333333333333336)","(1.85, 2.52, 2.42)","(10.0, 19.0, 17.928571428571427)","(10.0, 16.5, 14.5)","(19.0, 42.0, 26.333333333333332)","(4.0, 5.7, 5.427272727272728)","(4.8, 5.9, 5.760000000000001)"
11-01-2023 19:49:27.599187,"(21.0, 55.0, 38.333333333333336)","(1.85, 2.52, 2.42)","(10.0, 19.5, 17.75)","(10.0, 16.5, 15.3)","(19.0, 42.0, 26.333333333333332)","(4.0, 5.7, 5.4818181818181815)","(4.8, 5.9, 5.760000000000001)"
11-01-2023 19:49:28.794851,"(21.0, 55.0, 38.333333333333336)","(1.85, 2.52, 2.42)","(10.0, 19.0, 18.071428571428573)","(10.0, 16.5, 15.3)","(19.0, 42.0, 26.333333333333332)","(4.0, 5.7, 5.411111111111111)","(4.8, 5.9, 5.760000000000001)"
11-01-2023 19:49:30.041198,"(21.0, 55.0, 38.333333333333336)","(1.85, 2.52, 2.353333333333333)","(10.0, 19.5, 17.714285714285715)","(10.0, 16.5, 14.5)","(19.0, 42.0, 26.333333333333332)","(4.0, 5.7, 5.411111111111111)","(4.8, 5.9, 5.760000000000001)"
11-01-2023 19:49:31.191828,"(21.0, 55.0, 38.333333333333336)","(1.85, 2.46, 2.3433333333333333)","(10.0, 19.0, 17.357142857142858)","(10.0, 16.5, 14.5)","(19.0, 42.0, 26.333333333333332)","(4.0, 5.7, 5.411111111111111)","(4.8, 5.9, 5.760000000000001)"
11-01-2023 19:49:32.259380,"(21.0, 55.0, 38.333333333333336)","(1.85, 2.44, 2.356)","(10.0, 18.5, 17.357142857142858)","(10.0, 16.5, 14.5)","(19.0, 42.0, 26.333333333333332)","(4.0, 5.7, 5.411111111111111)","(4.8, 5.9, 5.760000000000001)"
11-01-2023 19:49:33.379754,"(21.0, 55.0, 38.333333333333336)","(1.85, 2.44, 2.3666666666666667)","(10.0, 18.5, 17.3125)","(10.0, 16.5, 15.3)","(19.0, 42.0, 26.333333333333332)","(4.0, 5.7, 5.411111111111111)","(4.8, 5.9, 5.760000000000001)"
11-01-2023 19:49:34.616813,"(21.0, 55.0, 38.333333333333336)","(1.85, 2.44, 2.3771428571428572)","(10.0, 19.0, 15.25)","(10.0, 16.5, 15.3)","(19.0, 42.0, 26.333333333333332)","(4.0, 5.7, 5.080952380952381)","(4.8, 5.9, 5.166666666666667)"
11-01-2023 19:49:35.831931,"(21.0, 55.0, 38.333333333333336)","(1.85, 2.44, 2.3771428571428572)","(10.0, 19.0, 15.5)","(10.0, 16.5, 12.833333333333334)","(19.0, 42.0, 35.5)","(4.0, 5.7, 5.266666666666667)","(4.8, 5.9, 5.5200000000000005)"
11-01-2023 19:49:37.004665,"(21.0, 55.0, 30.833333333333332)","(1.85, 2.44, 2.38)","(10.0, 18.5, 16.0)","(10.0, 16.5, 12.833333333333334)","(19.0, 44.0, 24.166666666666668)","(4.0, 5.7, 5.266666666666667)","(4.8, 5.7, 5.5200000000000005)"
