,Idealrockidealroll,Southshore Nz,Stormy Sanz,Military Man Nz,Kenya Nz,Cheddar Valley Nz,Sharmey,Rocks Arnt Pets,Kiavino Stride,Where Ya Bin Nz,Believe In Forever
08-01-2023 19:16:25.181677,"(1.1, 1.38, 1.3735483870967742)","(26.0, 99999, 99990)","(20.0, 38.0, 30.666666666666664)","(71.0, 99999, 99990)","(31.0, 99999, 99990)","(51.0, 99999, 99990)","(21.0, 48.0, 44.285714285714285)","(16.0, 38.0, 35.3125)","(51.0, 160.0, 131.42857142857144)","(19.0, 99999, 99990)","(18.0, 42.0, 32.4)"
08-01-2023 19:16:26.881760,"(1.1, 1.38, 1.3735483870967742)","(26.0, 99999, 99990)","(20.0, 38.0, 30.666666666666664)","(71.0, 99999, 99990)","(31.0, 99999, 99990)","(51.0, 99999, 99990)","(21.0, 48.0, 44.285714285714285)","(16.0, 38.0, 27.5)","(51.0, 160.0, 131.42857142857144)","(19.0, 99999, 99990)","(18.0, 42.0, 34.0)"
08-01-2023 19:16:28.572348,"(1.1, 1.38, 1.3735483870967742)","(26.0, 99999, 99990)","(20.0, 38.0, 30.666666666666664)","(71.0, 99999, 99990)","(31.0, 99999, 99990)","(51.0, 99999, 99990)","(21.0, 48.0, 44.285714285714285)","(16.0, 38.0, 27.5)","(51.0, 160.0, 131.42857142857144)","(19.0, 99999, 99990)","(18.0, 42.0, 34.0)"
08-01-2023 19:16:30.260323,"(1.1, 1.38, 1.3735483870967742)","(26.0, 99999, 99990)","(20.0, 38.0, 30.666666666666664)","(71.0, 99999, 99990)","(31.0, 99999, 99990)","(51.0, 99999, 99990)","(21.0, 48.0, 44.285714285714285)","(16.0, 38.0, 27.5)","(51.0, 160.0, 131.42857142857144)","(19.0, 99999, 99990)","(18.0, 42.0, 34.0)"
08-01-2023 19:16:31.954123,"(1.1, 1.38, 1.3735483870967742)","(26.0, 99999, 99990)","(20.0, 38.0, 30.666666666666664)","(71.0, 99999, 99990)","(31.0, 99999, 99990)","(51.0, 99999, 99990)","(21.0, 48.0, 44.285714285714285)","(16.0, 38.0, 27.5)","(51.0, 160.0, 131.42857142857144)","(19.0, 99999, 99990)","(18.0, 42.0, 34.0)"
08-01-2023 19:16:33.671306,"(1.1, 1.38, 1.3735483870967742)","(26.0, 99999, 99990)","(20.0, 38.0, 30.666666666666664)","(71.0, 99999, 99990)","(31.0, 99999, 99990)","(51.0, 99999, 99990)","(21.0, 48.0, 44.285714285714285)","(16.0, 38.0, 27.5)","(51.0, 160.0, 131.42857142857144)","(19.0, 99999, 99990)","(18.0, 42.0, 34.0)"
08-01-2023 19:16:35.390384,"(1.1, 1.38, 1.3735483870967742)","(26.0, 99999, 99990)","(20.0, 38.0, 30.666666666666664)","(71.0, 99999, 99990)","(31.0, 99999, 99990)","(51.0, 99999, 99990)","(21.0, 48.0, 44.285714285714285)","(16.0, 38.0, 27.5)","(51.0, 160.0, 131.42857142857144)","(19.0, 99999, 99990)","(18.0, 42.0, 34.0)"
08-01-2023 19:16:37.354895,"(1.1, 1.38, 1.3735483870967742)","(26.0, 99999, 99990)","(20.0, 38.0, 30.666666666666664)","(71.0, 99999, 99990)","(31.0, 99999, 99990)","(51.0, 99999, 99990)","(21.0, 48.0, 44.285714285714285)","(16.0, 38.0, 27.5)","(51.0, 160.0, 131.42857142857144)","(19.0, 99999, 99990)","(18.0, 42.0, 34.0)"
08-01-2023 19:16:39.510260,"(1.1, 1.38, 1.3735483870967742)","(26.0, 99999, 99990)","(20.0, 38.0, 23.333333333333332)","(71.0, 99999, 99990)","(31.0, 99999, 99990)","(51.0, 99999, 99990)","(21.0, 48.0, 44.285714285714285)","(16.0, 38.0, 27.5)","(51.0, 160.0, 131.42857142857144)","(19.0, 99999, 99990)","(18.0, 42.0, 34.0)"
08-01-2023 19:16:41.133746,"(1.1, 1.38, 1.3735483870967742)","(26.0, 99999, 99990)","(20.0, 38.0, 23.333333333333332)","(71.0, 99999, 99990)","(31.0, 99999, 99990)","(51.0, 99999, 99990)","(21.0, 48.0, 44.42857142857143)","(16.0, 38.0, 27.5)","(51.0, 160.0, 131.42857142857144)","(19.0, 99999, 99990)","(18.0, 42.0, 34.0)"
08-01-2023 19:16:42.781036,"(1.1, 1.38, 1.3735483870967742)","(26.0, 99999, 99990)","(20.0, 38.0, 23.333333333333332)","(71.0, 99999, 99990)","(31.0, 99999, 99990)","(51.0, 99999, 99990)","(21.0, 48.0, 44.42857142857143)","(16.0, 38.0, 27.5)","(51.0, 160.0, 131.42857142857144)","(19.0, 99999, 99990)","(18.0, 42.0, 34.0)"
08-01-2023 19:16:44.474516,"(1.1, 1.38, 1.3735483870967742)","(26.0, 99999, 99990)","(20.0, 38.0, 23.333333333333332)","(71.0, 99999, 99990)","(31.0, 99999, 99990)","(51.0, 99999, 99990)","(21.0, 48.0, 44.42857142857143)","(16.0, 38.0, 27.5)","(51.0, 160.0, 131.42857142857144)","(19.0, 99999, 99990)","(18.0, 42.0, 34.0)"
08-01-2023 19:16:46.111005,"(1.1, 1.38, 1.3735483870967742)","(26.0, 99999, 99990)","(20.0, 38.0, 23.333333333333332)","(71.0, 99999, 99990)","(31.0, 99999, 99990)","(51.0, 99999, 99990)","(21.0, 48.0, 44.42857142857143)","(16.0, 38.0, 27.5)","(51.0, 160.0, 131.42857142857144)","(19.0, 99999, 99990)","(18.0, 42.0, 34.0)"
08-01-2023 19:16:47.666308,"(1.1, 1.38, 1.3735483870967742)","(26.0, 99999, 99990)","(20.0, 38.0, 23.333333333333332)","(71.0, 99999, 99990)","(31.0, 99999, 99990)","(51.0, 99999, 99990)","(21.0, 48.0, 44.42857142857143)","(16.0, 38.0, 27.5)","(51.0, 160.0, 131.42857142857144)","(19.0, 99999, 99990)","(18.0, 42.0, 34.0)"
08-01-2023 19:16:49.277288,"(1.1, 1.38, 1.3735483870967742)","(26.0, 99999, 99990)","(20.0, 38.0, 23.333333333333332)","(71.0, 99999, 99990)","(31.0, 99999, 99990)","(51.0, 99999, 99990)","(21.0, 48.0, 44.42857142857143)","(16.0, 38.0, 27.5)","(51.0, 160.0, 131.42857142857144)","(19.0, 99999, 99990)","(18.0, 42.0, 34.0)"
08-01-2023 19:16:50.946535,"(1.1, 1.38, 1.3735483870967742)","(26.0, 99999, 99990)","(20.0, 38.0, 23.333333333333332)","(71.0, 99999, 99990)","(31.0, 99999, 99990)","(51.0, 99999, 99990)","(21.0, 48.0, 44.42857142857143)","(16.0, 38.0, 27.5)","(51.0, 160.0, 131.42857142857144)","(19.0, 99999, 99990)","(18.0, 42.0, 34.0)"
08-01-2023 19:16:52.593944,"(1.1, 1.38, 1.3735483870967742)","(26.0, 99999, 99990)","(20.0, 38.0, 23.333333333333332)","(71.0, 99999, 99990)","(31.0, 99999, 99990)","(51.0, 99999, 99990)","(21.0, 48.0, 44.42857142857143)","(16.0, 38.0, 27.25)","(51.0, 160.0, 131.42857142857144)","(19.0, 99999, 99990)","(18.0, 42.0, 34.0)"
08-01-2023 19:16:54.264097,"(1.1, 1.38, 1.3735483870967742)","(26.0, 99999, 99990)","(20.0, 38.0, 23.333333333333332)","(71.0, 99999, 99990)","(31.0, 99999, 99990)","(51.0, 99999, 99990)","(21.0, 48.0, 44.42857142857143)","(16.0, 38.0, 27.25)","(51.0, 160.0, 131.42857142857144)","(19.0, 99999, 99990)","(18.0, 42.0, 34.0)"
08-01-2023 19:16:55.931498,"(1.1, 1.38, 1.3735483870967742)","(26.0, 99999, 99990)","(20.0, 38.0, 23.333333333333332)","(71.0, 99999, 99990)","(31.0, 99999, 99990)","(51.0, 99999, 99990)","(21.0, 48.0, 44.42857142857143)","(16.0, 38.0, 27.25)","(51.0, 160.0, 131.42857142857144)","(19.0, 99999, 99990)","(18.0, 42.0, 34.0)"
08-01-2023 19:16:57.558153,"(1.1, 1.38, 1.3735483870967742)","(26.0, 99999, 99990)","(20.0, 38.0, 23.333333333333332)","(71.0, 99999, 99990)","(31.0, 99999, 99990)","(51.0, 99999, 99990)","(21.0, 48.0, 44.42857142857143)","(16.0, 38.0, 27.25)","(51.0, 160.0, 131.42857142857144)","(19.0, 99999, 99990)","(18.0, 42.0, 34.0)"
08-01-2023 19:16:59.201393,"(1.1, 1.38, 1.3735483870967742)","(26.0, 99999, 99990)","(20.0, 38.0, 23.333333333333332)","(71.0, 99999, 99990)","(31.0, 99999, 99990)","(51.0, 99999, 99990)","(21.0, 48.0, 44.42857142857143)","(16.0, 38.0, 27.25)","(51.0, 160.0, 131.42857142857144)","(19.0, 99999, 99990)","(18.0, 42.0, 34.0)"
08-01-2023 19:17:00.840864,"(1.1, 1.38, 1.3735483870967742)","(26.0, 99999, 99990)","(20.0, 38.0, 23.333333333333332)","(71.0, 99999, 99990)","(31.0, 99999, 99990)","(51.0, 99999, 99990)","(21.0, 48.0, 44.42857142857143)","(16.0, 38.0, 27.25)","(51.0, 160.0, 131.42857142857144)","(19.0, 99999, 99990)","(18.0, 42.0, 34.0)"
08-01-2023 19:17:02.419391,"(1.1, 1.38, 1.3735483870967742)","(26.0, 99999, 99990)","(20.0, 38.0, 23.333333333333332)","(71.0, 99999, 99990)","(31.0, 99999, 99990)","(51.0, 99999, 99990)","(21.0, 48.0, 44.42857142857143)","(16.0, 38.0, 27.25)","(51.0, 160.0, 131.42857142857144)","(19.0, 99999, 99990)","(18.0, 42.0, 34.0)"
08-01-2023 19:17:04.153615,"(1.1, 1.38, 1.3735483870967742)","(26.0, 99999, 99990)","(20.0, 38.0, 23.333333333333332)","(71.0, 99999, 99990)","(31.0, 99999, 99990)","(51.0, 99999, 99990)","(21.0, 48.0, 44.42857142857143)","(16.0, 38.0, 27.25)","(51.0, 160.0, 131.42857142857144)","(19.0, 99999, 99990)","(18.0, 42.0, 34.0)"
08-01-2023 19:17:05.782118,"(1.1, 1.38, 1.3735483870967742)","(26.0, 99999, 99990)","(20.0, 38.0, 23.333333333333332)","(71.0, 99999, 99990)","(31.0, 99999, 99990)","(51.0, 99999, 99990)","(21.0, 48.0, 44.42857142857143)","(16.0, 38.0, 27.25)","(51.0, 160.0, 131.42857142857144)","(19.0, 99999, 99990)","(18.0, 42.0, 34.0)"
08-01-2023 19:17:07.442690,"(1.1, 1.38, 1.3735483870967742)","(26.0, 99999, 99990)","(20.0, 38.0, 23.333333333333332)","(71.0, 99999, 99990)","(31.0, 99999, 99990)","(51.0, 99999, 99990)","(21.0, 48.0, 44.42857142857143)","(16.0, 38.0, 27.25)","(51.0, 160.0, 131.42857142857144)","(19.0, 99999, 99990)","(18.0, 42.0, 34.0)"
08-01-2023 19:17:09.311912,"(1.1, 1.38, 1.3735483870967742)","(26.0, 99999, 99990)","(20.0, 38.0, 23.333333333333332)","(71.0, 99999, 99990)","(31.0, 99999, 99990)","(51.0, 99999, 99990)","(21.0, 48.0, 44.42857142857143)","(16.0, 38.0, 27.25)","(51.0, 160.0, 131.42857142857144)","(19.0, 99999, 99990)","(18.0, 42.0, 34.0)"
08-01-2023 19:17:11.279541,"(1.1, 1.38, 1.3735483870967742)","(26.0, 99999, 99990)","(20.0, 38.0, 23.333333333333332)","(71.0, 99999, 99990)","(31.0, 99999, 99990)","(51.0, 99999, 99990)","(21.0, 48.0, 40.0)","(16.0, 38.0, 27.25)","(51.0, 160.0, 131.42857142857144)","(19.0, 99999, 99990)","(18.0, 42.0, 34.0)"
08-01-2023 19:17:13.020117,"(1.1, 1.38, 1.3735483870967742)","(26.0, 99999, 99990)","(20.0, 38.0, 23.333333333333332)","(71.0, 99999, 99990)","(31.0, 99999, 99990)","(51.0, 99999, 99990)","(21.0, 48.0, 40.0)","(16.0, 38.0, 27.25)","(51.0, 160.0, 131.42857142857144)","(19.0, 99999, 99990)","(18.0, 42.0, 34.0)"
08-01-2023 19:17:14.596731,"(1.1, 1.38, 1.3735483870967742)","(26.0, 99999, 99990)","(20.0, 38.0, 23.333333333333332)","(71.0, 99999, 99990)","(31.0, 99999, 99990)","(51.0, 99999, 99990)","(21.0, 48.0, 40.0)","(16.0, 38.0, 27.25)","(51.0, 160.0, 131.42857142857144)","(19.0, 99999, 99990)","(18.0, 42.0, 34.0)"
08-01-2023 19:17:16.472115,"(1.1, 1.38, 1.3735483870967742)","(26.0, 99999, 99990)","(20.0, 38.0, 23.333333333333332)","(71.0, 99999, 99990)","(31.0, 99999, 99990)","(51.0, 99999, 99990)","(21.0, 48.0, 40.0)","(16.0, 38.0, 27.25)","(51.0, 160.0, 131.42857142857144)","(19.0, 99999, 99990)","(18.0, 42.0, 34.0)"
08-01-2023 19:17:18.230996,"(1.1, 1.38, 1.3735483870967742)","(26.0, 99999, 99990)","(20.0, 38.0, 23.333333333333332)","(71.0, 99999, 99990)","(31.0, 99999, 99990)","(51.0, 99999, 99990)","(21.0, 48.0, 40.0)","(16.0, 38.0, 27.25)","(51.0, 160.0, 131.42857142857144)","(19.0, 99999, 99990)","(18.0, 42.0, 34.0)"
08-01-2023 19:17:19.845884,"(1.1, 1.38, 1.3735483870967742)","(26.0, 99999, 99990)","(20.0, 38.0, 23.333333333333332)","(71.0, 99999, 99990)","(31.0, 99999, 99990)","(51.0, 99999, 99990)","(21.0, 48.0, 40.0)","(16.0, 38.0, 27.25)","(51.0, 160.0, 131.42857142857144)","(19.0, 99999, 99990)","(18.0, 42.0, 34.0)"
08-01-2023 19:17:21.379047,"(1.1, 1.38, 1.3735483870967742)","(26.0, 99999, 99990)","(20.0, 38.0, 23.333333333333332)","(71.0, 99999, 99990)","(31.0, 99999, 99990)","(51.0, 99999, 99990)","(21.0, 48.0, 40.0)","(16.0, 38.0, 27.25)","(51.0, 160.0, 131.42857142857144)","(19.0, 99999, 99990)","(18.0, 42.0, 34.0)"
08-01-2023 19:17:22.939047,"(1.1, 1.38, 1.3735483870967742)","(26.0, 99999, 99990)","(20.0, 38.0, 23.333333333333332)","(71.0, 99999, 99990)","(31.0, 99999, 99990)","(51.0, 99999, 99990)","(21.0, 48.0, 40.0)","(16.0, 38.0, 27.25)","(51.0, 160.0, 131.42857142857144)","(19.0, 99999, 99990)","(18.0, 42.0, 34.0)"
08-01-2023 19:17:24.474939,"(1.1, 1.38, 1.3735483870967742)","(26.0, 99999, 99990)","(20.0, 38.0, 23.333333333333332)","(71.0, 99999, 99990)","(31.0, 99999, 99990)","(51.0, 99999, 99990)","(21.0, 48.0, 40.0)","(16.0, 38.0, 27.25)","(51.0, 160.0, 131.42857142857144)","(19.0, 99999, 99990)","(18.0, 42.0, 34.0)"
08-01-2023 19:17:25.997053,"(1.1, 1.38, 1.3735483870967742)","(26.0, 99999, 99990)","(20.0, 38.0, 23.333333333333332)","(71.0, 99999, 99990)","(31.0, 99999, 99990)","(51.0, 99999, 99990)","(21.0, 48.0, 40.0)","(16.0, 38.0, 27.25)","(51.0, 160.0, 131.42857142857144)","(19.0, 99999, 99990)","(18.0, 42.0, 34.0)"
08-01-2023 19:17:27.608611,"(1.1, 1.38, 1.3735483870967742)","(26.0, 99999, 99990)","(20.0, 38.0, 23.333333333333332)","(71.0, 99999, 99990)","(31.0, 99999, 99990)","(51.0, 99999, 99990)","(21.0, 48.0, 40.0)","(16.0, 38.0, 27.25)","(51.0, 160.0, 131.42857142857144)","(19.0, 99999, 99990)","(18.0, 42.0, 34.0)"
08-01-2023 19:17:29.439594,"(1.1, 1.38, 1.3735483870967742)","(26.0, 99999, 99990)","(20.0, 38.0, 23.333333333333332)","(71.0, 99999, 99990)","(31.0, 99999, 99990)","(51.0, 99999, 99990)","(21.0, 48.0, 40.0)","(16.0, 38.0, 27.25)","(51.0, 160.0, 131.42857142857144)","(19.0, 99999, 99990)","(18.0, 42.0, 34.0)"
08-01-2023 19:17:31.270284,"(1.1, 1.38, 1.3735483870967742)","(26.0, 99999, 99990)","(20.0, 38.0, 23.333333333333332)","(71.0, 99999, 99990)","(31.0, 99999, 99990)","(51.0, 99999, 99990)","(21.0, 48.0, 40.0)","(16.0, 38.0, 27.25)","(51.0, 160.0, 131.42857142857144)","(19.0, 99999, 99990)","(18.0, 42.0, 34.0)"
08-01-2023 19:17:32.998153,"(1.1, 1.38, 1.3735483870967742)","(26.0, 99999, 99990)","(20.0, 38.0, 23.333333333333332)","(71.0, 99999, 99990)","(31.0, 99999, 99990)","(51.0, 99999, 99990)","(21.0, 48.0, 40.0)","(16.0, 38.0, 27.25)","(51.0, 160.0, 131.42857142857144)","(19.0, 99999, 99990)","(18.0, 42.0, 34.0)"
08-01-2023 19:17:34.688456,"(1.1, 1.38, 1.3028125)","(26.0, 99999, 99990)","(20.0, 38.0, 23.333333333333332)","(71.0, 99999, 99990)","(31.0, 99999, 99990)","(51.0, 99999, 99990)","(21.0, 48.0, 40.0)","(16.0, 38.0, 27.25)","(51.0, 160.0, 131.42857142857144)","(19.0, 99999, 99990)","(18.0, 42.0, 34.0)"
08-01-2023 19:17:36.282023,"(1.1, 1.34, 1.2855555555555556)","(26.0, 99999, 99990)","(20.0, 38.0, 23.333333333333332)","(71.0, 99999, 99990)","(31.0, 99999, 99990)","(51.0, 99999, 99990)","(21.0, 48.0, 40.0)","(16.0, 38.0, 27.25)","(51.0, 160.0, 131.42857142857144)","(19.0, 99999, 99990)","(18.0, 42.0, 34.0)"
08-01-2023 19:17:37.777487,"(1.1, 1.38, 1.2855555555555556)","(26.0, 99999, 99990)","(20.0, 38.0, 23.333333333333332)","(71.0, 99999, 99990)","(31.0, 99999, 99990)","(51.0, 99999, 99990)","(21.0, 48.0, 40.0)","(16.0, 38.0, 27.25)","(51.0, 160.0, 131.42857142857144)","(19.0, 99999, 99990)","(18.0, 42.0, 34.0)"
08-01-2023 19:17:39.186973,"(1.1, 1.38, 1.2855555555555556)","(26.0, 99999, 99990)","(20.0, 38.0, 23.333333333333332)","(71.0, 99999, 99990)","(31.0, 99999, 99990)","(51.0, 99999, 99990)","(21.0, 48.0, 40.0)","(16.0, 38.0, 27.25)","(51.0, 160.0, 131.42857142857144)","(19.0, 99999, 99990)","(18.0, 42.0, 34.0)"
08-01-2023 19:17:40.637658,"(1.1, 1.38, 1.2855555555555556)","(26.0, 99999, 99990)","(20.0, 38.0, 30.666666666666664)","(71.0, 99999, 99990)","(31.0, 99999, 99990)","(51.0, 99999, 99990)","(21.0, 48.0, 44.285714285714285)","(16.0, 38.0, 27.25)","(51.0, 160.0, 131.42857142857144)","(19.0, 99999, 99990)","(18.0, 42.0, 34.0)"
08-01-2023 19:17:42.087862,"(1.1, 1.37, 1.3014285714285714)","(26.0, 99999, 99990)","(20.0, 38.0, 30.666666666666664)","(71.0, 99999, 99990)","(31.0, 99999, 99990)","(51.0, 99999, 99990)","(21.0, 48.0, 44.285714285714285)","(16.0, 38.0, 27.25)","(51.0, 160.0, 131.42857142857144)","(19.0, 99999, 99990)","(18.0, 42.0, 34.0)"
08-01-2023 19:17:43.632847,"(1.1, 1.37, 1.3014285714285714)","(26.0, 99999, 99990)","(20.0, 38.0, 30.666666666666664)","(71.0, 99999, 99990)","(31.0, 99999, 99990)","(51.0, 99999, 99990)","(21.0, 48.0, 44.285714285714285)","(16.0, 38.0, 27.25)","(51.0, 160.0, 131.42857142857144)","(19.0, 99999, 99990)","(18.0, 42.0, 34.0)"
08-01-2023 19:17:44.996718,"(1.1, 1.37, 1.3014285714285714)","(26.0, 99999, 99990)","(20.0, 38.0, 30.666666666666664)","(71.0, 99999, 99990)","(31.0, 99999, 99990)","(51.0, 99999, 99990)","(21.0, 48.0, 44.285714285714285)","(16.0, 38.0, 27.25)","(51.0, 160.0, 131.42857142857144)","(19.0, 99999, 99990)","(18.0, 42.0, 34.0)"
08-01-2023 19:17:46.385991,"(1.1, 1.37, 1.3014285714285714)","(26.0, 99999, 99990)","(20.0, 38.0, 30.666666666666664)","(71.0, 99999, 99990)","(31.0, 99999, 99990)","(51.0, 99999, 99990)","(21.0, 48.0, 44.285714285714285)","(16.0, 38.0, 27.25)","(51.0, 160.0, 131.42857142857144)","(19.0, 99999, 99990)","(18.0, 42.0, 34.0)"
08-01-2023 19:17:47.677053,"(1.1, 1.37, 1.3014285714285714)","(26.0, 99999, 99990)","(20.0, 38.0, 30.666666666666664)","(71.0, 99999, 99990)","(31.0, 99999, 99990)","(51.0, 99999, 99990)","(21.0, 48.0, 44.285714285714285)","(16.0, 38.0, 27.25)","(51.0, 160.0, 131.42857142857144)","(19.0, 99999, 99990)","(18.0, 42.0, 34.0)"
08-01-2023 19:17:48.978861,"(1.1, 1.37, 1.3014285714285714)","(26.0, 99999, 99990)","(20.0, 38.0, 30.666666666666664)","(71.0, 99999, 99990)","(31.0, 99999, 99990)","(51.0, 99999, 99990)","(21.0, 48.0, 44.285714285714285)","(16.0, 38.0, 27.25)","(51.0, 160.0, 131.42857142857144)","(19.0, 99999, 99990)","(18.0, 42.0, 34.0)"
08-01-2023 19:17:50.302638,"(1.1, 1.37, 1.3014285714285714)","(26.0, 99999, 99990)","(20.0, 38.0, 30.666666666666664)","(71.0, 99999, 99990)","(31.0, 99999, 99990)","(51.0, 99999, 99990)","(21.0, 48.0, 44.285714285714285)","(16.0, 38.0, 27.25)","(51.0, 160.0, 131.42857142857144)","(19.0, 99999, 99990)","(18.0, 42.0, 34.0)"
08-01-2023 19:17:51.744929,"(1.1, 1.37, 1.3014285714285714)","(26.0, 99999, 99990)","(20.0, 38.0, 30.666666666666664)","(71.0, 99999, 99990)","(31.0, 99999, 99990)","(51.0, 99999, 99990)","(21.0, 48.0, 44.285714285714285)","(16.0, 38.0, 27.25)","(51.0, 160.0, 131.42857142857144)","(19.0, 99999, 99990)","(18.0, 42.0, 34.0)"
08-01-2023 19:17:53.249798,"(1.1, 1.37, 1.3014285714285714)","(26.0, 99999, 99990)","(20.0, 38.0, 30.666666666666664)","(71.0, 99999, 99990)","(31.0, 99999, 99990)","(51.0, 99999, 99990)","(21.0, 48.0, 44.285714285714285)","(16.0, 38.0, 27.25)","(51.0, 160.0, 131.42857142857144)","(19.0, 99999, 99990)","(18.0, 42.0, 34.0)"
08-01-2023 19:17:54.593908,"(1.1, 1.37, 1.3014285714285714)","(26.0, 99999, 99990)","(20.0, 38.0, 30.666666666666664)","(71.0, 99999, 99990)","(31.0, 99999, 99990)","(51.0, 99999, 99990)","(21.0, 48.0, 44.285714285714285)","(16.0, 38.0, 27.25)","(51.0, 160.0, 131.42857142857144)","(19.0, 99999, 99990)","(18.0, 42.0, 34.0)"
08-01-2023 19:17:55.961766,"(1.1, 1.37, 1.3014285714285714)","(26.0, 99999, 99990)","(20.0, 38.0, 30.666666666666664)","(71.0, 99999, 99990)","(31.0, 99999, 99990)","(51.0, 99999, 99990)","(21.0, 48.0, 44.285714285714285)","(16.0, 38.0, 27.25)","(51.0, 160.0, 131.42857142857144)","(19.0, 99999, 99990)","(18.0, 42.0, 34.0)"
08-01-2023 19:17:57.380706,"(1.1, 1.37, 1.3014285714285714)","(26.0, 99999, 99990)","(20.0, 38.0, 30.666666666666664)","(71.0, 99999, 99990)","(31.0, 99999, 99990)","(51.0, 99999, 99990)","(21.0, 48.0, 44.285714285714285)","(16.0, 38.0, 27.25)","(51.0, 160.0, 131.42857142857144)","(19.0, 99999, 99990)","(18.0, 42.0, 34.0)"
08-01-2023 19:17:58.810799,"(1.1, 1.37, 1.3014285714285714)","(26.0, 99999, 99990)","(20.0, 38.0, 30.666666666666664)","(71.0, 99999, 99990)","(31.0, 99999, 99990)","(51.0, 99999, 99990)","(21.0, 48.0, 44.285714285714285)","(16.0, 38.0, 27.25)","(51.0, 160.0, 131.42857142857144)","(19.0, 99999, 99990)","(18.0, 42.0, 34.0)"
08-01-2023 19:18:00.356307,"(1.1, 1.37, 1.3014285714285714)","(26.0, 99999, 99990)","(20.0, 38.0, 30.666666666666664)","(71.0, 99999, 99990)","(31.0, 99999, 99990)","(51.0, 99999, 99990)","(21.0, 48.0, 44.285714285714285)","(16.0, 38.0, 27.25)","(51.0, 160.0, 131.42857142857144)","(19.0, 99999, 99990)","(18.0, 42.0, 34.0)"
08-01-2023 19:18:01.855093,"(1.1, 1.37, 1.3014285714285714)","(26.0, 99999, 99990)","(20.0, 38.0, 30.666666666666664)","(71.0, 99999, 99990)","(31.0, 99999, 99990)","(51.0, 99999, 99990)","(21.0, 48.0, 44.285714285714285)","(16.0, 38.0, 27.25)","(51.0, 160.0, 131.42857142857144)","(19.0, 99999, 99990)","(18.0, 42.0, 34.0)"
08-01-2023 19:18:03.292410,"(1.1, 1.37, 1.3014285714285714)","(26.0, 99999, 99990)","(20.0, 38.0, 30.666666666666664)","(71.0, 99999, 99990)","(31.0, 99999, 99990)","(51.0, 99999, 99990)","(21.0, 48.0, 44.285714285714285)","(16.0, 38.0, 27.25)","(51.0, 160.0, 131.42857142857144)","(19.0, 99999, 99990)","(18.0, 42.0, 34.0)"
08-01-2023 19:18:04.721079,"(1.1, 1.37, 1.3014285714285714)","(26.0, 99999, 99990)","(20.0, 38.0, 30.666666666666664)","(71.0, 99999, 99990)","(31.0, 99999, 99990)","(51.0, 99999, 99990)","(21.0, 48.0, 44.285714285714285)","(16.0, 38.0, 27.25)","(51.0, 160.0, 131.42857142857144)","(19.0, 99999, 99990)","(18.0, 42.0, 34.0)"
08-01-2023 19:18:06.291624,"(1.1, 1.37, 1.322)","(26.0, 99999, 99990)","(20.0, 38.0, 30.666666666666664)","(71.0, 99999, 99990)","(31.0, 99999, 99990)","(51.0, 99999, 99990)","(21.0, 48.0, 44.285714285714285)","(16.0, 38.0, 27.25)","(51.0, 160.0, 131.42857142857144)","(19.0, 99999, 99990)","(18.0, 42.0, 34.0)"
08-01-2023 19:18:07.830800,"(1.1, 1.37, 1.322)","(26.0, 99999, 99990)","(20.0, 38.0, 30.666666666666664)","(71.0, 99999, 99990)","(31.0, 99999, 99990)","(51.0, 99999, 99990)","(21.0, 48.0, 44.285714285714285)","(16.0, 38.0, 27.25)","(51.0, 160.0, 131.42857142857144)","(19.0, 99999, 99990)","(18.0, 42.0, 34.0)"
08-01-2023 19:18:09.358400,"(1.1, 1.37, 1.322)","(26.0, 99999, 99990)","(20.0, 38.0, 30.666666666666664)","(71.0, 99999, 99990)","(31.0, 99999, 99990)","(51.0, 99999, 99990)","(21.0, 48.0, 44.285714285714285)","(16.0, 38.0, 35.3125)","(51.0, 160.0, 131.42857142857144)","(19.0, 99999, 99990)","(18.0, 42.0, 34.0)"
08-01-2023 19:18:10.920858,"(1.1, 1.37, 1.322)","(26.0, 99999, 99990)","(20.0, 38.0, 30.666666666666664)","(71.0, 99999, 99990)","(31.0, 99999, 99990)","(51.0, 99999, 99990)","(21.0, 48.0, 44.285714285714285)","(16.0, 38.0, 35.3125)","(51.0, 160.0, 131.42857142857144)","(19.0, 99999, 99990)","(18.0, 42.0, 34.0)"
08-01-2023 19:18:12.375534,"(1.1, 1.37, 1.322)","(26.0, 99999, 99990)","(20.0, 38.0, 23.333333333333332)","(71.0, 99999, 99990)","(31.0, 99999, 99990)","(51.0, 99999, 99990)","(21.0, 48.0, 44.285714285714285)","(16.0, 38.0, 35.3125)","(51.0, 160.0, 131.42857142857144)","(19.0, 99999, 99990)","(18.0, 42.0, 34.0)"
08-01-2023 19:18:13.839858,"(1.1, 1.37, 1.322)","(26.0, 99999, 99990)","(20.0, 38.0, 23.333333333333332)","(71.0, 99999, 99990)","(31.0, 99999, 99990)","(51.0, 99999, 99990)","(21.0, 48.0, 44.285714285714285)","(16.0, 38.0, 35.3125)","(51.0, 160.0, 131.42857142857144)","(19.0, 99999, 99990)","(18.0, 42.0, 34.0)"
