,Weblec Star,Windy Storm,Fernandos Quest,Beatrix Bale,Extreme Rock,Black Compass
11-01-2023 12:10:20.798117,"(4.4, 7.6, 7.511111111111111)","(4.8, 7.4, 7.297435897435898)","(2.1, 2.14, 2.1275)","(13.0, 18.0, 17.81081081081081)","(31.0, 60.0, 47.4)","(4.4, 5.6, 5.538461538461538)"
11-01-2023 12:10:21.762075,"(4.4, 7.6, 7.257142857142857)","(4.8, 7.4, 7.222222222222222)","(2.1, 2.16, 2.123)","(13.0, 18.0, 17.829268292682926)","(31.0, 60.0, 47.4)","(4.4, 5.6, 5.555555555555555)"
11-01-2023 12:10:22.658268,"(4.4, 7.0, 6.9818181818181815)","(4.8, 7.4, 7.214285714285714)","(2.1, 2.16, 2.142857142857143)","(13.0, 18.0, 17.829268292682926)","(26.0, 60.0, 47.4)","(4.4, 5.6, 5.538461538461538)"
11-01-2023 12:10:23.576233,"(4.4, 7.0, 6.927272727272727)","(4.8, 7.6, 7.270886075949367)","(2.1, 2.16, 2.144615384615385)","(13.0, 18.0, 17.894736842105264)","(26.0, 60.0, 47.4)","(4.4, 5.6, 5.555555555555555)"
11-01-2023 12:10:24.602405,"(4.4, 7.0, 6.824)","(4.8, 7.6, 7.368421052631579)","(2.1, 2.18, 2.1566666666666667)","(13.0, 18.5, 18.26923076923077)","(26.0, 60.0, 47.4)","(4.4, 5.6, 5.538461538461538)"
11-01-2023 12:10:25.545396,"(4.8, 7.0, 6.848275862068966)","(4.8, 7.6, 7.368421052631579)","(2.0, 2.16, 2.1566666666666667)","(13.0, 18.5, 18.26923076923077)","(26.0, 60.0, 47.4)","(4.4, 5.6, 5.538461538461538)"
11-01-2023 12:10:26.529277,"(4.8, 7.0, 6.7846153846153845)","(4.8, 7.6, 7.368421052631579)","(2.0, 2.16, 2.1566666666666667)","(13.0, 18.5, 18.285714285714285)","(26.0, 60.0, 47.4)","(4.4, 5.6, 5.573333333333333)"
11-01-2023 12:10:27.456135,"(4.8, 7.0, 6.7846153846153845)","(4.8, 7.6, 7.396923076923077)","(2.0, 2.16, 2.1533333333333333)","(13.0, 18.5, 18.233333333333334)","(26.0, 60.0, 47.4)","(4.4, 5.6, 5.552941176470588)"
11-01-2023 12:10:28.391949,"(4.8, 7.0, 6.7846153846153845)","(4.8, 7.6, 7.396923076923077)","(2.0, 2.16, 2.1533333333333333)","(13.0, 18.5, 18.233333333333334)","(26.0, 60.0, 47.4)","(4.4, 5.6, 5.573333333333333)"
11-01-2023 12:10:29.289242,"(4.8, 7.0, 6.7846153846153845)","(4.8, 7.6, 7.396923076923077)","(2.0, 2.16, 2.1533333333333333)","(13.0, 18.5, 18.233333333333334)","(26.0, 60.0, 47.4)","(4.4, 5.6, 5.511111111111111)"
11-01-2023 12:10:30.131734,"(4.8, 7.0, 6.8533333333333335)","(4.8, 7.6, 7.396923076923077)","(2.0, 2.16, 2.148)","(13.0, 18.5, 18.233333333333334)","(26.0, 60.0, 47.4)","(4.4, 5.6, 5.511111111111111)"
11-01-2023 12:10:31.058991,"(4.8, 7.2, 6.933333333333334)","(4.8, 7.6, 7.396923076923077)","(2.0, 2.16, 2.1504000000000003)","(13.0, 18.5, 18.233333333333334)","(26.0, 60.0, 47.4)","(4.4, 5.6, 5.511111111111111)"
11-01-2023 12:10:32.066843,"(4.8, 7.0, 6.933333333333334)","(4.8, 7.6, 7.396923076923077)","(2.0, 2.16, 2.144347826086957)","(13.0, 18.5, 18.233333333333334)","(26.0, 60.0, 47.4)","(4.4, 5.6, 5.52)"
11-01-2023 12:10:33.072623,"(4.8, 7.0, 6.96)","(4.8, 7.6, 7.396923076923077)","(2.0, 2.16, 2.148)","(13.0, 18.5, 18.233333333333334)","(26.0, 60.0, 47.4)","(4.4, 5.6, 5.52)"
11-01-2023 12:10:34.083141,"(4.8, 7.0, 6.975)","(4.8, 7.6, 7.396923076923077)","(2.0, 2.16, 2.1424000000000003)","(13.0, 18.5, 18.142857142857142)","(31.0, 60.0, 47.4)","(4.4, 5.6, 5.511111111111111)"
11-01-2023 12:10:34.962896,"(5.0, 7.2, 6.969230769230769)","(4.8, 7.6, 7.396923076923077)","(2.0, 2.16, 2.1416666666666666)","(13.0, 22.0, 18.142857142857142)","(31.0, 60.0, 47.4)","(4.4, 5.6, 5.511111111111111)"
11-01-2023 12:10:35.857005,"(5.0, 7.2, 6.92)","(4.8, 7.6, 7.396923076923077)","(2.0, 2.16, 2.1416666666666666)","(13.0, 22.0, 19.115384615384617)","(31.0, 60.0, 47.4)","(4.4, 5.6, 5.5)"
11-01-2023 12:10:36.760557,"(5.0, 6.8, 6.752380952380952)","(4.8, 7.6, 7.396923076923077)","(2.0, 2.16, 2.1448275862068966)","(13.0, 22.0, 19.115384615384617)","(31.0, 60.0, 47.4)","(4.4, 5.6, 5.533333333333333)"
11-01-2023 12:10:37.721305,"(5.0, 6.8, 6.752380952380952)","(4.8, 7.6, 7.396923076923077)","(2.0, 2.16, 2.1408)","(13.0, 21.0, 17.9375)","(31.0, 60.0, 47.4)","(4.4, 5.6, 5.5)"
11-01-2023 12:10:38.733383,"(5.0, 6.8, 6.752380952380952)","(4.8, 7.6, 7.396923076923077)","(2.0, 2.16, 2.14625)","(13.0, 21.0, 18.06756756756757)","(31.0, 60.0, 47.4)","(4.4, 5.6, 5.533333333333333)"
11-01-2023 12:10:39.702372,"(5.0, 6.6, 6.481481481481482)","(4.8, 7.6, 7.396923076923077)","(2.0, 2.16, 2.14625)","(13.0, 21.0, 17.808823529411764)","(31.0, 60.0, 47.4)","(4.4, 5.6, 5.533333333333333)"
11-01-2023 12:10:40.654092,"(5.0, 6.6, 6.48)","(4.8, 7.6, 7.396923076923077)","(2.0, 2.16, 2.14625)","(13.0, 21.0, 17.677966101694917)","(31.0, 60.0, 47.4)","(4.4, 5.6, 5.52)"
11-01-2023 12:10:41.577685,"(5.0, 6.8, 6.488888888888889)","(4.8, 7.6, 7.396923076923077)","(2.0, 2.16, 2.14625)","(13.0, 21.0, 17.677966101694917)","(31.0, 60.0, 47.4)","(4.4, 5.6, 5.533333333333333)"
11-01-2023 12:10:42.485669,"(5.0, 6.8, 6.5)","(4.8, 7.6, 7.396923076923077)","(2.0, 2.16, 2.1362962962962966)","(13.0, 21.0, 17.85593220338983)","(31.0, 60.0, 47.4)","(4.4, 5.6, 5.533333333333333)"
11-01-2023 12:10:43.423383,"(5.0, 6.8, 6.5)","(4.8, 7.6, 7.396923076923077)","(2.0, 2.16, 2.1472)","(13.0, 21.0, 17.6875)","(31.0, 60.0, 47.4)","(4.4, 5.6, 5.52)"
11-01-2023 12:10:44.341636,"(5.0, 6.8, 6.5)","(4.8, 7.6, 7.396923076923077)","(2.0, 2.18, 2.1507317073170733)","(13.0, 21.0, 18.239436619718308)","(31.0, 60.0, 47.4)","(4.4, 5.6, 5.466666666666667)"
11-01-2023 12:10:45.330378,"(5.0, 6.8, 6.564705882352941)","(4.8, 7.6, 7.396923076923077)","(2.0, 2.18, 2.1452173913043477)","(13.0, 20.0, 19.625)","(31.0, 60.0, 47.4)","(4.4, 5.6, 5.5)"
11-01-2023 12:10:46.281899,"(5.0, 6.8, 6.564705882352941)","(4.8, 7.6, 7.4)","(2.0, 2.18, 2.1452173913043477)","(13.0, 20.0, 19.391304347826086)","(31.0, 60.0, 47.4)","(4.4, 5.6, 5.476923076923077)"
11-01-2023 12:10:47.291042,"(5.0, 6.8, 6.564705882352941)","(4.8, 7.6, 7.4)","(2.0, 2.16, 2.148)","(13.0, 20.0, 19.391304347826086)","(31.0, 60.0, 47.4)","(4.4, 5.6, 5.533333333333333)"
11-01-2023 12:10:48.295964,"(5.0, 6.8, 6.564705882352941)","(4.8, 7.6, 7.4)","(2.0, 2.16, 2.148)","(13.0, 20.0, 19.391304347826086)","(31.0, 60.0, 47.4)","(4.4, 5.6, 5.5)"
11-01-2023 12:10:49.243647,"(5.0, 6.8, 6.555555555555555)","(4.8, 7.6, 7.4)","(2.0, 2.18, 2.142962962962963)","(13.0, 20.0, 19.307692307692307)","(31.0, 60.0, 49.5)","(4.4, 5.6, 5.533333333333333)"
11-01-2023 12:10:50.097596,"(5.0, 6.8, 6.555555555555555)","(4.8, 7.6, 7.4818181818181815)","(2.0, 2.18, 2.142622950819672)","(13.0, 20.0, 19.307692307692307)","(31.0, 60.0, 49.5)","(4.4, 5.6, 5.533333333333333)"
11-01-2023 12:10:50.963086,"(5.0, 6.8, 6.555555555555555)","(4.8, 8.0, 7.7875)","(2.0, 2.16, 2.1424000000000003)","(13.0, 20.0, 19.130434782608695)","(31.0, 60.0, 48.0)","(4.4, 5.6, 5.5)"
11-01-2023 12:10:51.883549,"(5.0, 6.8, 6.555555555555555)","(4.8, 8.0, 7.866666666666666)","(2.0, 2.16, 2.1433333333333335)","(13.0, 20.0, 19.25925925925926)","(31.0, 60.0, 49.5)","(4.4, 5.6, 5.5)"
11-01-2023 12:10:52.835328,"(5.0, 6.8, 6.555555555555555)","(4.8, 8.0, 7.873170731707317)","(2.0, 2.14, 2.1323076923076925)","(13.0, 20.0, 19.307692307692307)","(31.0, 60.0, 49.5)","(4.4, 5.6, 5.466666666666667)"
11-01-2023 12:10:53.855993,"(5.0, 6.8, 6.555555555555555)","(4.8, 8.0, 7.859459459459459)","(2.0, 2.14, 2.1323076923076925)","(13.0, 19.5, 18.59090909090909)","(31.0, 60.0, 49.5)","(4.4, 5.6, 5.52)"
11-01-2023 12:10:54.806165,"(5.0, 6.8, 6.555555555555555)","(4.8, 8.0, 7.859459459459459)","(2.0, 2.14, 2.1323076923076925)","(13.0, 19.5, 18.59090909090909)","(31.0, 60.0, 49.5)","(4.4, 5.6, 5.485714285714286)"
11-01-2023 12:10:55.778306,"(5.0, 6.8, 6.555555555555555)","(4.8, 8.0, 7.9818181818181815)","(2.0, 2.14, 2.1323076923076925)","(13.0, 19.5, 18.833333333333332)","(31.0, 60.0, 49.5)","(4.4, 5.6, 5.509090909090909)"
11-01-2023 12:10:56.661746,"(5.0, 6.8, 6.555555555555555)","(4.8, 8.2, 7.96)","(2.0, 2.14, 2.1323076923076925)","(13.0, 19.5, 19.318181818181817)","(31.0, 60.0, 49.5)","(4.4, 5.6, 5.4941176470588236)"
11-01-2023 12:10:57.578547,"(5.0, 6.8, 6.555555555555555)","(4.8, 8.2, 8.028571428571428)","(2.0, 2.14, 2.1323076923076925)","(13.0, 19.5, 19.318181818181817)","(31.0, 60.0, 49.5)","(4.4, 5.6, 5.5058823529411764)"
11-01-2023 12:10:58.499068,"(5.0, 6.8, 6.555555555555555)","(4.8, 8.2, 8.028571428571428)","(2.0, 2.12, 2.109620253164557)","(13.0, 19.5, 19.3)","(31.0, 60.0, 49.5)","(4.4, 5.6, 5.55)"
11-01-2023 12:10:59.531818,"(5.0, 6.8, 6.507692307692308)","(4.8, 8.2, 8.049999999999999)","(2.0, 2.14, 2.132)","(13.0, 19.5, 19.3)","(31.0, 60.0, 49.5)","(4.4, 5.6, 5.4941176470588236)"
11-01-2023 12:11:00.546919,"(5.0, 6.8, 6.5120000000000005)","(4.8, 8.2, 8.18095238095238)","(2.0, 2.14, 2.132)","(13.0, 19.5, 19.3)","(31.0, 60.0, 49.5)","(4.4, 5.6, 5.4941176470588236)"
11-01-2023 12:11:01.546709,"(5.0, 6.8, 6.521739130434783)","(4.8, 8.2, 8.133333333333333)","(2.0, 2.14, 2.132)","(13.0, 19.5, 19.3)","(31.0, 60.0, 48.0)","(4.4, 5.6, 5.4941176470588236)"
11-01-2023 12:11:02.488072,"(5.0, 6.8, 6.521739130434783)","(4.8, 8.2, 8.187096774193547)","(2.0, 2.14, 2.1233333333333335)","(13.0, 19.5, 19.3)","(31.0, 60.0, 48.0)","(4.4, 5.6, 5.4941176470588236)"
11-01-2023 12:11:03.329994,"(5.0, 6.8, 6.521739130434783)","(4.8, 8.2, 8.088888888888889)","(2.0, 2.14, 2.1173333333333333)","(13.0, 19.5, 19.3)","(31.0, 60.0, 48.0)","(4.4, 5.6, 5.4941176470588236)"
11-01-2023 12:11:04.194567,"(5.0, 6.8, 6.521739130434783)","(4.8, 8.4, 8.22)","(2.0, 2.14, 2.1173333333333333)","(13.0, 19.5, 19.27777777777778)","(31.0, 60.0, 48.0)","(4.4, 5.6, 5.4941176470588236)"
11-01-2023 12:11:05.175050,"(5.0, 6.8, 6.575)","(4.8, 8.4, 8.22)","(2.0, 2.14, 2.1173333333333333)","(13.0, 19.5, 19.27777777777778)","(31.0, 60.0, 48.0)","(4.4, 5.6, 5.4941176470588236)"
11-01-2023 12:11:06.155929,"(5.0, 6.8, 6.575)","(4.8, 8.4, 8.22)","(2.0, 2.14, 2.116774193548387)","(13.0, 19.5, 19.27777777777778)","(31.0, 60.0, 48.0)","(4.4, 5.6, 5.4941176470588236)"
11-01-2023 12:11:07.152093,"(5.0, 6.8, 6.575)","(4.8, 8.4, 8.22)","(2.0, 2.14, 2.116774193548387)","(13.0, 19.5, 19.27777777777778)","(31.0, 60.0, 49.5)","(4.4, 5.6, 5.4941176470588236)"
11-01-2023 12:11:08.135196,"(5.0, 6.8, 6.575)","(5.5, 8.4, 8.31219512195122)","(1.9, 2.14, 2.1175)","(13.0, 19.5, 19.27777777777778)","(31.0, 60.0, 49.5)","(4.4, 5.6, 5.4941176470588236)"
11-01-2023 12:11:09.100736,"(5.0, 6.8, 6.643478260869565)","(5.5, 8.4, 8.32)","(1.9, 2.14, 2.1133333333333333)","(13.0, 19.5, 19.3)","(31.0, 60.0, 49.5)","(4.4, 5.6, 5.461538461538462)"
11-01-2023 12:11:09.961702,"(5.0, 6.8, 6.666666666666667)","(5.5, 8.4, 8.31219512195122)","(1.9, 2.14, 2.111803278688525)","(13.0, 19.5, 19.3)","(31.0, 60.0, 49.5)","(4.4, 5.6, 5.45)"
11-01-2023 12:11:10.867029,"(5.0, 6.8, 6.619999999999999)","(5.5, 8.6, 8.46086956521739)","(1.9, 2.14, 2.111803278688525)","(13.0, 19.5, 19.3)","(31.0, 60.0, 48.0)","(4.4, 5.6, 5.44)"
11-01-2023 12:11:11.831951,"(5.0, 6.8, 6.625)","(5.5, 8.6, 8.46086956521739)","(1.9, 2.12, 2.1189473684210527)","(13.0, 19.5, 19.3)","(31.0, 60.0, 48.0)","(4.4, 5.6, 5.44)"
11-01-2023 12:11:12.811855,"(5.0, 7.0, 6.5777777777777775)","(5.5, 8.6, 8.45)","(1.9, 2.1, 2.0888235294117647)","(13.0, 19.5, 19.357142857142858)","(31.0, 60.0, 49.5)","(4.4, 5.6, 5.5058823529411764)"
11-01-2023 12:11:13.770744,"(5.0, 6.6, 6.428571428571429)","(5.5, 9.0, 8.9)","(1.9, 2.1, 2.0857943925233644)","(13.0, 19.5, 19.357142857142858)","(31.0, 60.0, 48.0)","(4.4, 5.6, 5.52)"
11-01-2023 12:11:14.684028,"(5.0, 6.6, 6.333333333333333)","(5.5, 8.8, 8.688888888888888)","(1.9, 2.08, 2.06875)","(13.0, 21.0, 19.53125)","(31.0, 60.0, 48.0)","(4.4, 5.6, 5.48)"
11-01-2023 12:11:15.594197,"(5.0, 6.6, 6.435294117647059)","(5.5, 8.8, 8.766666666666667)","(1.9, 2.08, 2.065964912280702)","(13.0, 21.0, 19.529411764705884)","(31.0, 60.0, 48.0)","(4.4, 5.6, 5.48)"
11-01-2023 12:11:16.461224,"(5.0, 6.6, 6.5636363636363635)","(5.5, 9.0, 8.933333333333334)","(1.9, 2.08, 2.055)","(13.0, 21.0, 19.557692307692307)","(31.0, 60.0, 51.0)","(4.4, 5.7, 5.6)"
11-01-2023 12:11:17.383986,"(5.0, 6.4, 6.380000000000001)","(5.5, 8.8, 8.766666666666667)","(1.9, 2.1, 2.078888888888889)","(13.0, 20.0, 19.8)","(31.0, 60.0, 51.0)","(4.4, 5.7, 5.6)"
11-01-2023 12:11:18.300069,"(5.0, 6.4, 6.3500000000000005)","(5.5, 8.8, 8.766666666666667)","(1.9, 2.1, 2.072972972972973)","(13.0, 20.0, 19.8)","(31.0, 60.0, 51.0)","(4.4, 5.7, 5.6)"
11-01-2023 12:11:19.259106,"(5.0, 6.4, 6.375)","(5.5, 8.8, 8.742857142857144)","(1.9, 2.1, 2.081951219512195)","(13.0, 19.0, 18.75)","(31.0, 60.0, 51.0)","(4.4, 5.7, 5.6)"
11-01-2023 12:11:20.215640,"(5.0, 6.4, 6.3500000000000005)","(5.5, 9.0, 8.975)","(1.9, 2.1, 2.082222222222222)","(13.0, 19.0, 18.7)","(31.0, 60.0, 51.0)","(4.4, 5.7, 5.611111111111112)"
11-01-2023 12:11:21.139201,"(5.0, 6.4, 6.3500000000000005)","(5.5, 9.0, 8.986666666666666)","(1.9, 2.1, 2.0744000000000002)","(13.0, 18.5, 18.2)","(31.0, 60.0, 51.0)","(4.4, 5.7, 5.611111111111112)"
11-01-2023 12:11:22.007785,"(5.0, 6.4, 6.375)","(5.5, 9.0, 8.933333333333334)","(1.9, 2.1, 2.0722033898305083)","(13.0, 18.5, 18.25)","(31.0, 60.0, 51.0)","(4.4, 5.7, 5.611111111111112)"
11-01-2023 12:11:22.912024,"(5.0, 6.6, 6.317647058823529)","(5.5, 8.8, 8.78888888888889)","(1.9, 2.1, 2.0730909090909093)","(13.0, 18.5, 18.25)","(31.0, 60.0, 51.0)","(4.4, 5.7, 5.627272727272727)"
11-01-2023 12:11:23.867243,"(5.0, 6.6, 6.317647058823529)","(5.5, 8.8, 8.78888888888889)","(1.9, 2.1, 2.0744000000000002)","(13.0, 18.5, 18.25)","(31.0, 60.0, 51.0)","(4.4, 5.7, 5.754545454545455)"
11-01-2023 12:11:24.931047,"(5.0, 6.6, 6.391304347826087)","(5.5, 8.8, 8.978947368421053)","(1.9, 2.1, 2.0670588235294116)","(13.0, 18.5, 18.153846153846153)","(31.0, 60.0, 51.0)","(4.4, 5.9, 5.87)"
11-01-2023 12:11:25.915142,"(5.0, 6.6, 6.444444444444445)","(5.5, 9.0, 8.978947368421053)","(1.9, 2.08, 2.0670588235294116)","(13.0, 18.5, 18.153846153846153)","(31.0, 60.0, 51.0)","(4.4, 5.9, 5.788235294117647)"
11-01-2023 12:11:26.915140,"(5.0, 6.6, 6.444444444444445)","(5.5, 9.0, 8.977777777777778)","(1.9, 2.08, 2.0670588235294116)","(13.0, 18.5, 18.153846153846153)","(31.0, 60.0, 51.0)","(4.4, 5.8, 5.788235294117647)"
11-01-2023 12:11:27.852322,"(5.0, 6.6, 6.444444444444445)","(5.5, 9.0, 8.883333333333333)","(1.9, 2.08, 2.0700000000000003)","(13.0, 18.5, 18.153846153846153)","(31.0, 60.0, 51.0)","(4.4, 5.8, 5.792592592592593)"
11-01-2023 12:11:28.761835,"(5.0, 6.6, 6.444444444444445)","(5.5, 9.0, 8.957894736842105)","(1.9, 2.08, 2.0623529411764707)","(13.0, 18.5, 18.153846153846153)","(31.0, 60.0, 51.0)","(4.4, 5.8, 5.793333333333333)"
11-01-2023 12:11:29.640361,"(5.0, 6.6, 6.444444444444445)","(5.5, 9.0, 8.878260869565217)","(1.9, 2.08, 2.0670588235294116)","(13.0, 18.5, 18.153846153846153)","(31.0, 60.0, 51.0)","(4.4, 5.8, 5.752)"
11-01-2023 12:11:30.519237,"(5.0, 6.6, 6.472727272727273)","(5.5, 9.0, 8.95)","(1.9, 2.08, 2.066315789473684)","(13.0, 18.5, 18.153846153846153)","(31.0, 60.0, 51.0)","(4.4, 5.8, 5.75)"
11-01-2023 12:11:31.523778,"(5.0, 6.6, 6.472727272727273)","(5.5, 9.0, 8.872727272727273)","(1.9, 2.08, 2.0707142857142857)","(13.0, 18.5, 18.153846153846153)","(31.0, 60.0, 51.0)","(4.4, 5.8, 5.724137931034482)"
11-01-2023 12:11:32.552365,"(5.0, 6.6, 6.472727272727273)","(5.5, 9.0, 8.91578947368421)","(1.9, 2.08, 2.0707142857142857)","(13.0, 18.5, 18.153846153846153)","(31.0, 60.0, 51.0)","(4.4, 5.8, 5.724137931034482)"
11-01-2023 12:11:33.558108,"(5.0, 6.6, 6.472727272727273)","(5.5, 9.0, 8.826086956521738)","(1.9, 2.08, 2.0707142857142857)","(13.0, 18.5, 18.153846153846153)","(31.0, 60.0, 51.0)","(4.4, 5.8, 5.724137931034482)"
11-01-2023 12:11:34.500821,"(5.0, 6.6, 6.472727272727273)","(5.5, 9.0, 8.857142857142858)","(1.9, 2.08, 2.0707142857142857)","(13.0, 18.5, 18.153846153846153)","(31.0, 60.0, 51.0)","(4.4, 5.8, 5.724137931034482)"
11-01-2023 12:11:35.396185,"(5.0, 6.6, 6.472727272727273)","(5.5, 9.0, 8.84)","(1.9, 2.08, 2.0766666666666667)","(13.0, 18.5, 18.153846153846153)","(31.0, 60.0, 51.0)","(4.4, 5.7, 5.675)"
11-01-2023 12:11:36.231079,"(5.0, 6.6, 6.472727272727273)","(5.5, 9.0, 8.862857142857143)","(1.9, 2.08, 2.0766666666666667)","(13.0, 18.5, 18.153846153846153)","(31.0, 60.0, 51.0)","(4.4, 5.7, 5.676470588235294)"
11-01-2023 12:11:37.218559,"(5.0, 6.6, 6.472727272727273)","(5.5, 9.0, 8.858823529411765)","(1.9, 2.08, 2.0766666666666667)","(13.0, 18.5, 18.153846153846153)","(31.0, 60.0, 51.0)","(4.4, 5.7, 5.676470588235294)"
11-01-2023 12:11:38.161955,"(5.0, 6.6, 6.472727272727273)","(5.5, 9.0, 8.862857142857143)","(1.9, 2.08, 2.0766666666666667)","(13.0, 18.5, 18.153846153846153)","(31.0, 60.0, 51.0)","(4.4, 5.7, 5.6625)"
11-01-2023 12:11:39.103378,"(5.0, 6.6, 6.472727272727273)","(5.5, 9.0, 8.866666666666667)","(1.9, 2.1, 2.081025641025641)","(13.0, 18.5, 18.153846153846153)","(31.0, 60.0, 51.0)","(4.4, 5.7, 5.66)"
11-01-2023 12:11:40.131157,"(5.0, 6.6, 6.472727272727273)","(5.5, 9.0, 8.9125)","(1.9, 2.1, 2.091818181818182)","(13.0, 18.5, 17.833333333333332)","(31.0, 60.0, 51.0)","(4.4, 5.7, 5.633333333333333)"
11-01-2023 12:11:41.181906,"(5.0, 6.6, 6.472727272727273)","(5.5, 9.2, 8.984615384615385)","(1.9, 2.08, 2.066153846153846)","(13.0, 18.0, 17.833333333333332)","(31.0, 60.0, 51.0)","(4.4, 5.7, 5.633333333333333)"
11-01-2023 12:11:42.062419,"(5.0, 6.6, 6.389473684210526)","(5.5, 9.2, 9.1)","(1.9, 2.08, 2.071111111111111)","(13.0, 18.0, 17.833333333333332)","(31.0, 60.0, 51.0)","(4.4, 5.7, 5.633333333333333)"
11-01-2023 12:11:42.980194,"(5.0, 6.6, 6.418181818181818)","(5.5, 9.2, 8.991304347826087)","(1.9, 2.08, 2.071111111111111)","(13.0, 18.0, 17.833333333333332)","(31.0, 60.0, 52.36363636363636)","(4.4, 5.7, 5.64)"
11-01-2023 12:11:43.999022,"(5.0, 6.4, 6.225806451612903)","(5.5, 9.2, 8.991304347826087)","(1.9, 2.1, 2.0932394366197182)","(13.0, 18.0, 17.38888888888889)","(31.0, 60.0, 50.30769230769231)","(4.4, 5.7, 5.5625)"
11-01-2023 12:11:45.069897,"(5.0, 7.0, 6.9)","(5.5, 8.4, 8.066666666666666)","(1.9, 2.1, 2.116)","(13.0, 17.5, 17.3)","(31.0, 60.0, 47.4)","(4.4, 5.6, 5.552380952380952)"
11-01-2023 12:11:45.986116,"(5.0, 7.2, 7.125)","(5.5, 8.2, 7.88)","(1.9, 2.12, 2.1180000000000003)","(13.0, 17.5, 17.3)","(31.0, 60.0, 47.4)","(4.4, 5.6, 5.552380952380952)"
11-01-2023 12:11:46.968600,"(5.0, 7.2, 7.0600000000000005)","(5.5, 8.0, 7.714285714285714)","(1.9, 2.14, 2.1126315789473686)","(13.0, 17.5, 17.3)","(31.0, 60.0, 47.4)","(4.4, 5.6, 5.466666666666667)"
11-01-2023 12:11:47.852118,"(5.0, 7.2, 7.0600000000000005)","(5.5, 8.0, 7.777777777777778)","(1.9, 2.14, 2.1126315789473686)","(13.0, 17.5, 17.3)","(31.0, 60.0, 47.4)","(4.4, 5.6, 5.466666666666667)"
11-01-2023 12:11:48.881437,"(5.0, 7.2, 7.0600000000000005)","(5.5, 7.8, 7.466666666666667)","(1.9, 2.14, 2.12)","(13.0, 17.5, 17.3)","(31.0, 60.0, 47.4)","(4.4, 5.6, 5.490909090909091)"
11-01-2023 12:11:49.843162,"(5.0, 7.2, 7.125)","(5.5, 7.8, 7.541176470588235)","(1.9, 2.14, 2.1292307692307695)","(13.0, 17.5, 17.3)","(31.0, 60.0, 47.4)","(4.4, 5.6, 5.477777777777778)"
11-01-2023 12:11:50.812486,"(5.0, 7.2, 7.176)","(5.5, 8.2, 7.857142857142857)","(1.9, 2.14, 2.1272727272727274)","(13.0, 17.5, 17.3)","(31.0, 60.0, 47.4)","(4.4, 5.5, 5.484615384615385)"
11-01-2023 12:11:51.758194,"(5.0, 7.2, 7.166666666666667)","(5.5, 8.2, 7.826666666666666)","(1.9, 2.14, 2.1184615384615384)","(13.0, 17.5, 17.3)","(31.0, 60.0, 47.4)","(4.4, 5.5, 5.484615384615385)"
11-01-2023 12:11:52.694430,"(5.0, 7.4, 7.351219512195122)","(5.5, 8.2, 7.826666666666666)","(1.9, 2.14, 2.116)","(13.0, 17.5, 17.3)","(31.0, 60.0, 47.4)","(4.4, 5.5, 5.45)"
11-01-2023 12:11:53.650897,"(5.0, 7.4, 7.351219512195122)","(5.5, 8.2, 7.826666666666666)","(1.9, 2.14, 2.116)","(13.0, 17.5, 17.3)","(31.0, 60.0, 47.4)","(4.4, 5.5, 5.45)"
11-01-2023 12:11:54.530889,"(5.0, 7.4, 7.351219512195122)","(5.5, 8.2, 7.826666666666666)","(1.9, 2.14, 2.116)","(13.0, 17.5, 17.3)","(31.0, 60.0, 47.4)","(4.4, 5.5, 5.42)"
11-01-2023 12:11:55.620945,"(5.0, 7.4, 7.351219512195122)","(5.5, 8.2, 7.8533333333333335)","(1.9, 2.14, 2.116)","(13.0, 17.5, 16.857142857142858)","(31.0, 60.0, 47.4)","(4.4, 5.5, 5.433333333333334)"
11-01-2023 12:11:56.552017,"(5.0, 7.4, 7.328571428571429)","(5.5, 8.2, 7.8533333333333335)","(1.9, 2.14, 2.1112)","(13.0, 17.5, 16.857142857142858)","(31.0, 60.0, 47.4)","(4.4, 5.5, 5.370588235294117)"
11-01-2023 12:11:57.509458,"(5.0, 7.4, 7.328571428571429)","(5.5, 8.2, 7.8533333333333335)","(1.9, 2.12, 2.1075)","(13.0, 17.5, 16.9)","(31.0, 60.0, 47.4)","(4.4, 5.5, 5.372727272727273)"
11-01-2023 12:11:58.575603,"(5.0, 7.4, 7.328571428571429)","(5.5, 8.2, 7.86086956521739)","(1.9, 2.12, 2.115555555555556)","(13.0, 17.5, 16.9)","(31.0, 60.0, 47.4)","(4.4, 5.5, 5.372727272727273)"
11-01-2023 12:11:59.664245,"(5.0, 7.4, 7.328571428571429)","(5.5, 8.2, 7.86086956521739)","(1.9, 2.12, 2.115555555555556)","(13.0, 17.5, 16.9)","(31.0, 60.0, 47.4)","(4.4, 5.5, 5.366666666666666)"
11-01-2023 12:12:00.646669,"(5.0, 7.4, 7.328571428571429)","(5.5, 8.2, 7.888888888888888)","(1.9, 2.12, 2.115555555555556)","(13.0, 17.5, 16.928571428571427)","(31.0, 60.0, 47.4)","(4.4, 5.5, 5.366666666666666)"
11-01-2023 12:12:01.625969,"(5.0, 7.4, 7.328571428571429)","(5.5, 8.2, 7.885714285714285)","(1.9, 2.12, 2.1055555555555556)","(13.0, 17.0, 16.928571428571427)","(31.0, 60.0, 47.4)","(4.4, 5.5, 5.3533333333333335)"
