,Jimmyjoe,Rock Fisherman,True Confessions,Boom Nz,Whats Your Secret Nz,Cassius Deck,Yesnomaybeso,Glenavril King,Louis Litt Nz,Lochiel Nz
07-01-2023 18:46:57.004209,"(9.0, 10.5, 10.415384615384616)","(6.0, 7.6, 6.987096774193548)","(31.0, 80.0, 75.83333333333334)","(2.5, 99999, 99990)","(4.0, 99999, 99990)","(5.0, 4.9, 4.561764705882354)","(91.0, 850.0, 540.0)","(31.0, 95.0, 78.33333333333334)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:46:58.339887,"(9.0, 10.5, 10.05)","(6.0, 7.6, 6.9714285714285715)","(31.0, 80.0, 75.83333333333334)","(2.5, 99999, 99990)","(4.0, 99999, 99990)","(5.0, 4.9, 4.6571428571428575)","(91.0, 850.0, 535.0)","(31.0, 95.0, 78.33333333333334)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:46:59.602447,"(9.0, 10.5, 10.05)","(6.0, 7.4, 6.9714285714285715)","(31.0, 80.0, 75.83333333333334)","(2.5, 99999, 99990)","(4.0, 99999, 99990)","(5.0, 4.8, 4.341666666666667)","(91.0, 840.0, 530.0)","(31.0, 95.0, 78.33333333333334)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:47:00.838512,"(9.0, 10.5, 10.05)","(6.0, 7.4, 6.9714285714285715)","(31.0, 80.0, 72.5)","(2.5, 99999, 99990)","(4.0, 99999, 99990)","(5.0, 4.4, 4.341666666666667)","(91.0, 830.0, 680.0)","(31.0, 95.0, 78.33333333333334)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:47:02.015046,"(9.0, 10.5, 10.05)","(6.0, 7.4, 7.057142857142857)","(31.0, 80.0, 72.5)","(2.5, 99999, 99990)","(4.0, 99999, 99990)","(5.0, 4.4, 4.341666666666667)","(91.0, 830.0, 680.0)","(31.0, 95.0, 70.0)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:47:03.227439,"(9.0, 10.5, 10.415384615384616)","(6.0, 7.2, 6.771428571428571)","(31.0, 75.0, 57.0)","(2.5, 99999, 99990)","(4.0, 99999, 99990)","(5.0, 5.0, 4.685714285714286)","(91.0, 830.0, 425.0)","(31.0, 95.0, 70.5)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:47:04.545366,"(9.0, 9.4, 9.36)","(6.0, 7.2, 6.771428571428571)","(31.0, 75.0, 53.4)","(2.5, 99999, 99990)","(4.0, 99999, 99990)","(5.0, 4.8, 4.59047619047619)","(91.0, 980.0, 425.0)","(31.0, 95.0, 68.27272727272727)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:47:05.900081,"(9.0, 10.5, 10.378571428571428)","(6.0, 7.2, 6.771428571428571)","(31.0, 75.0, 62.666666666666664)","(2.5, 99999, 99990)","(4.0, 99999, 99990)","(5.0, 4.8, 4.59047619047619)","(91.0, 980.0, 425.0)","(31.0, 95.0, 68.27272727272727)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:47:07.246298,"(9.0, 10.0, 9.666666666666666)","(6.0, 7.2, 6.771428571428571)","(31.0, 70.0, 62.666666666666664)","(2.5, 99999, 99990)","(4.0, 99999, 99990)","(5.0, 4.8, 4.707692307692308)","(91.0, 980.0, 425.0)","(31.0, 95.0, 58.25)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:47:08.701550,"(9.0, 10.0, 9.4)","(6.0, 7.2, 7.122580645161291)","(31.0, 70.0, 62.666666666666664)","(2.5, 99999, 99990)","(4.0, 99999, 99990)","(5.0, 4.8, 4.6909090909090905)","(91.0, 980.0, 425.0)","(31.0, 95.0, 58.25)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:47:09.981021,"(8.0, 10.0, 9.4)","(6.0, 7.2, 7.02)","(31.0, 70.0, 62.666666666666664)","(2.8, 99999, 99990)","(4.2, 99999, 99990)","(4.2, 4.8, 4.991093117408907)","(101.0, 980.0, 432.5)","(31.0, 95.0, 63.2)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:47:11.170187,"(8.0, 10.0, 9.4)","(6.0, 7.2, 7.02)","(31.0, 70.0, 62.666666666666664)","(2.8, 99999, 99990)","(4.2, 99999, 99990)","(4.2, 5.0, 4.991093117408907)","(101.0, 980.0, 432.5)","(31.0, 95.0, 63.2)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:47:12.331961,"(8.0, 9.8, 9.32)","(6.0, 7.2, 7.02)","(31.0, 70.0, 62.666666666666664)","(2.8, 99999, 99990)","(4.2, 99999, 99990)","(4.2, 5.0, 4.989558232931727)","(101.0, 980.0, 432.5)","(31.0, 65.0, 59.25)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:47:13.551586,"(8.0, 9.8, 9.371428571428572)","(6.0, 7.2, 6.812121212121212)","(31.0, 70.0, 62.666666666666664)","(2.8, 99999, 99990)","(4.2, 99999, 99990)","(4.2, 5.0, 4.991093117408907)","(101.0, 980.0, 432.5)","(31.0, 65.0, 59.25)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:47:14.757918,"(8.0, 9.8, 9.371428571428572)","(6.0, 7.4, 7.323076923076924)","(31.0, 70.0, 62.666666666666664)","(2.8, 99999, 99990)","(4.2, 99999, 99990)","(4.2, 5.0, 4.991093117408907)","(101.0, 980.0, 432.5)","(31.0, 65.0, 61.55555555555556)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:47:16.031910,"(8.0, 9.8, 9.371428571428572)","(6.0, 7.4, 7.252941176470588)","(31.0, 70.0, 62.666666666666664)","(2.8, 99999, 99990)","(4.2, 99999, 99990)","(4.2, 5.0, 4.979342723004695)","(101.0, 970.0, 430.0)","(31.0, 65.0, 48.0)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:47:17.391858,"(8.0, 9.8, 9.371428571428572)","(6.0, 7.4, 6.955555555555556)","(31.0, 70.0, 62.666666666666664)","(2.8, 99999, 99990)","(4.2, 99999, 99990)","(4.2, 5.0, 5.188732394366197)","(101.0, 970.0, 430.0)","(31.0, 60.0, 40.0)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:47:18.702044,"(8.0, 9.8, 9.371428571428572)","(6.0, 7.4, 6.955555555555556)","(31.0, 70.0, 62.666666666666664)","(2.8, 99999, 99990)","(4.2, 99999, 99990)","(4.2, 5.2, 5.1937500000000005)","(101.0, 970.0, 430.0)","(31.0, 60.0, 40.0)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:47:20.064823,"(8.0, 9.6, 9.257142857142858)","(6.0, 7.2, 6.8)","(31.0, 70.0, 64.0)","(2.8, 99999, 99990)","(4.2, 99999, 99990)","(4.2, 5.2, 5.1117117117117115)","(101.0, 970.0, 486.66666666666663)","(31.0, 60.0, 47.77777777777778)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:47:21.365761,"(8.0, 9.8, 9.56923076923077)","(6.0, 7.2, 6.8)","(31.0, 70.0, 64.0)","(2.8, 99999, 99990)","(4.2, 99999, 99990)","(4.2, 5.2, 5.290909090909091)","(101.0, 960.0, 486.66666666666663)","(31.0, 60.0, 48.0)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:47:22.594955,"(8.0, 9.8, 9.523076923076923)","(6.0, 7.2, 6.8)","(31.0, 70.0, 64.0)","(2.8, 99999, 99990)","(4.2, 99999, 99990)","(4.2, 5.4, 5.254545454545455)","(101.0, 960.0, 483.33333333333337)","(31.0, 60.0, 48.0)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:47:23.871634,"(8.0, 9.8, 9.588235294117649)","(6.0, 7.2, 7.1000000000000005)","(31.0, 70.0, 64.0)","(2.8, 99999, 99990)","(4.2, 99999, 99990)","(4.2, 5.4, 5.377981651376147)","(101.0, 950.0, 483.33333333333337)","(31.0, 60.0, 50.769230769230774)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:47:25.092668,"(8.0, 9.8, 9.440000000000001)","(6.0, 7.2, 7.1000000000000005)","(31.0, 70.0, 64.0)","(2.8, 99999, 99990)","(4.2, 99999, 99990)","(4.2, 5.4, 5.3847619047619055)","(101.0, 950.0, 480.0)","(31.0, 60.0, 50.769230769230774)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:47:26.362723,"(8.0, 9.8, 9.588235294117649)","(6.0, 7.0, 6.96)","(31.0, 70.0, 64.0)","(2.8, 99999, 99990)","(4.2, 99999, 99990)","(4.2, 5.4, 5.3847619047619055)","(101.0, 940.0, 480.0)","(31.0, 60.0, 50.769230769230774)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:47:27.626597,"(8.0, 9.8, 9.588235294117649)","(6.0, 7.0, 6.96)","(31.0, 70.0, 64.0)","(2.8, 99999, 99990)","(4.2, 99999, 99990)","(4.2, 5.4, 5.3847619047619055)","(101.0, 940.0, 480.0)","(31.0, 60.0, 50.769230769230774)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:47:28.954099,"(8.0, 9.8, 9.588235294117649)","(6.0, 7.0, 6.96)","(31.0, 70.0, 64.0)","(2.8, 99999, 99990)","(4.2, 99999, 99990)","(4.2, 5.4, 5.3847619047619055)","(101.0, 920.0, 473.33333333333337)","(31.0, 60.0, 50.769230769230774)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:47:30.241002,"(8.0, 9.8, 9.588235294117649)","(6.0, 7.0, 6.96)","(31.0, 70.0, 64.0)","(2.8, 99999, 99990)","(4.2, 99999, 99990)","(4.2, 5.4, 5.984313725490196)","(101.0, 920.0, 718.5714285714286)","(31.0, 60.0, 50.769230769230774)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:47:31.569960,"(8.0, 9.6, 9.36923076923077)","(6.0, 7.0, 6.96)","(31.0, 70.0, 64.0)","(2.8, 99999, 99990)","(4.2, 99999, 99990)","(4.2, 6.0, 5.45)","(101.0, 910.0, 470.0)","(31.0, 60.0, 48.25)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:47:32.862775,"(8.0, 9.6, 9.36923076923077)","(6.0, 7.6, 7.052631578947368)","(31.0, 70.0, 68.6)","(2.8, 99999, 99990)","(4.2, 99999, 99990)","(4.2, 5.9, 5.793069306930693)","(101.0, 910.0, 470.0)","(31.0, 50.0, 43.0)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:47:34.113518,"(8.0, 9.6, 9.483870967741936)","(6.0, 7.6, 7.261111111111111)","(31.0, 70.0, 68.6)","(2.8, 99999, 99990)","(4.2, 99999, 99990)","(4.2, 5.8, 5.660747663551402)","(101.0, 910.0, 470.0)","(31.0, 48.0, 43.0)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:47:35.320753,"(8.0, 9.6, 9.483870967741936)","(6.0, 7.4, 7.275)","(31.0, 70.0, 68.6)","(2.8, 99999, 99990)","(4.2, 99999, 99990)","(4.2, 5.7, 5.589247311827957)","(101.0, 910.0, 470.0)","(31.0, 48.0, 43.0)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:47:36.519622,"(8.0, 9.6, 9.483870967741936)","(6.0, 7.2, 7.1000000000000005)","(31.0, 70.0, 68.6)","(2.8, 99999, 99990)","(4.2, 99999, 99990)","(4.2, 5.6, 5.340845070422535)","(101.0, 910.0, 718.5714285714286)","(31.0, 48.0, 43.0)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:47:37.781701,"(8.0, 10.5, 10.296774193548387)","(6.0, 7.2, 7.1000000000000005)","(31.0, 70.0, 65.66666666666666)","(2.8, 99999, 99990)","(4.2, 99999, 99990)","(4.2, 5.4, 5.29375)","(101.0, 910.0, 711.4285714285714)","(31.0, 48.0, 43.0)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:47:39.143674,"(8.0, 9.8, 9.5)","(6.0, 7.0, 6.96)","(31.0, 70.0, 65.66666666666666)","(2.8, 99999, 99990)","(4.2, 99999, 99990)","(4.2, 5.4, 5.286486486486487)","(101.0, 900.0, 704.2857142857143)","(31.0, 48.0, 44.4)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:47:40.474598,"(8.0, 9.8, 9.575000000000001)","(6.0, 7.0, 6.96)","(31.0, 70.0, 65.66666666666666)","(2.8, 99999, 99990)","(4.2, 99999, 99990)","(4.2, 5.3, 5.078333333333333)","(101.0, 890.0, 704.2857142857143)","(31.0, 48.0, 44.4)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:47:41.802436,"(8.0, 9.8, 9.620000000000001)","(6.0, 7.2, 6.814814814814815)","(31.0, 70.0, 65.66666666666666)","(2.8, 99999, 99990)","(4.2, 99999, 99990)","(4.2, 5.1, 5.07258064516129)","(101.0, 890.0, 704.2857142857143)","(31.0, 48.0, 44.4)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:47:43.146909,"(8.0, 9.8, 9.620000000000001)","(6.0, 7.6, 7.323076923076924)","(31.0, 70.0, 65.66666666666666)","(2.8, 99999, 99990)","(4.2, 99999, 99990)","(4.2, 5.1, 5.064948453608247)","(101.0, 890.0, 697.1428571428571)","(31.0, 48.0, 44.4)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:47:44.377008,"(8.0, 9.8, 9.620000000000001)","(6.0, 7.4, 7.227586206896552)","(31.0, 70.0, 65.66666666666666)","(2.8, 99999, 99990)","(4.2, 99999, 99990)","(4.2, 5.1, 5.0227272727272725)","(101.0, 880.0, 456.66666666666663)","(31.0, 48.0, 45.5)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:47:45.589120,"(8.0, 9.8, 9.620000000000001)","(6.0, 7.4, 7.333333333333334)","(31.0, 70.0, 65.66666666666666)","(2.8, 99999, 99990)","(4.2, 99999, 99990)","(4.2, 5.1, 4.9904761904761905)","(101.0, 870.0, 456.66666666666663)","(31.0, 46.0, 41.714285714285715)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:47:46.816106,"(8.0, 9.8, 9.620000000000001)","(6.0, 7.2, 7.1466666666666665)","(31.0, 70.0, 65.66666666666666)","(2.8, 99999, 99990)","(4.2, 99999, 99990)","(4.2, 5.0, 4.974509803921569)","(101.0, 870.0, 453.33333333333337)","(31.0, 46.0, 43.27272727272727)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:47:48.037261,"(8.0, 9.8, 9.620000000000001)","(6.0, 7.0, 6.953846153846154)","(31.0, 70.0, 65.66666666666666)","(2.8, 99999, 99990)","(4.2, 99999, 99990)","(4.2, 5.0, 4.969047619047619)","(101.0, 860.0, 453.33333333333337)","(31.0, 46.0, 43.27272727272727)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:47:49.358224,"(8.0, 9.8, 9.620000000000001)","(6.0, 7.0, 6.953846153846154)","(31.0, 70.0, 65.66666666666666)","(2.8, 99999, 99990)","(4.2, 99999, 99990)","(4.2, 5.0, 4.91304347826087)","(101.0, 860.0, 450.0)","(31.0, 46.0, 43.27272727272727)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:47:50.668355,"(8.0, 9.8, 9.620000000000001)","(6.0, 7.0, 6.953846153846154)","(31.0, 70.0, 65.66666666666666)","(2.8, 99999, 99990)","(4.2, 99999, 99990)","(4.2, 5.0, 4.800000000000001)","(101.0, 850.0, 450.0)","(31.0, 46.0, 43.27272727272727)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:47:51.956737,"(8.0, 9.8, 9.610526315789475)","(6.0, 7.0, 6.858064516129032)","(31.0, 70.0, 65.66666666666666)","(2.8, 99999, 99990)","(4.2, 99999, 99990)","(4.2, 4.9, 4.430434782608695)","(101.0, 850.0, 446.66666666666663)","(31.0, 46.0, 43.27272727272727)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:47:53.274224,"(8.0, 9.8, 9.200000000000001)","(6.0, 7.6, 7.327272727272727)","(31.0, 70.0, 62.666666666666664)","(2.8, 99999, 99990)","(4.2, 99999, 99990)","(4.2, 4.9, 4.56)","(101.0, 840.0, 446.66666666666663)","(31.0, 46.0, 42.0)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:47:54.544533,"(8.0, 9.8, 9.200000000000001)","(6.0, 7.4, 7.342857142857143)","(31.0, 70.0, 62.666666666666664)","(2.8, 99999, 99990)","(4.2, 99999, 99990)","(4.2, 4.6, 4.5777777777777775)","(101.0, 840.0, 443.33333333333337)","(31.0, 46.0, 42.0)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:47:55.875992,"(8.0, 9.8, 9.523076923076923)","(6.0, 7.4, 7.2823529411764705)","(31.0, 70.0, 62.666666666666664)","(2.8, 99999, 99990)","(4.2, 99999, 99990)","(4.2, 4.6, 4.55)","(101.0, 830.0, 440.0)","(31.0, 46.0, 40.0)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:47:57.157637,"(8.0, 9.8, 9.523076923076923)","(6.0, 9.2, 8.4)","(31.0, 70.0, 64.5)","(2.8, 99999, 99990)","(4.2, 99999, 99990)","(4.2, 4.6, 4.55)","(101.0, 820.0, 440.0)","(31.0, 46.0, 40.0)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:47:58.437545,"(8.0, 9.8, 9.523076923076923)","(6.0, 9.0, 8.466666666666667)","(31.0, 70.0, 59.0)","(2.8, 99999, 99990)","(4.2, 99999, 99990)","(4.2, 4.6, 4.55)","(101.0, 820.0, 436.66666666666663)","(31.0, 46.0, 43.333333333333336)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:47:59.849309,"(8.0, 9.6, 9.299999999999999)","(6.0, 8.8, 7.969230769230769)","(31.0, 70.0, 68.25)","(2.8, 99999, 99990)","(4.2, 99999, 99990)","(4.2, 4.6, 4.55)","(101.0, 810.0, 436.66666666666663)","(31.0, 46.0, 43.333333333333336)","(51.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:48:01.204139,"(8.0, 9.6, 8.95)","(6.0, 9.0, 7.973333333333334)","(31.0, 70.0, 63.5)","(2.8, 99999, 99990)","(4.2, 99999, 99990)","(4.2, 4.6, 4.41764705882353)","(101.0, 810.0, 436.66666666666663)","(31.0, 46.0, 43.333333333333336)","(51.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:48:02.588169,"(8.0, 9.0, 9.36923076923077)","(6.0, 8.0, 8.657142857142858)","(31.0, 70.0, 50.3)","(2.8, 99999, 99990)","(4.2, 99999, 99990)","(4.2, 4.5, 4.277777777777778)","(101.0, 810.0, 436.66666666666663)","(31.0, 46.0, 43.333333333333336)","(51.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:48:03.896851,"(8.0, 9.6, 9.36923076923077)","(6.0, 8.8, 8.657142857142858)","(31.0, 65.0, 50.3)","(2.8, 99999, 99990)","(4.2, 99999, 99990)","(4.2, 4.3, 4.192982456140351)","(101.0, 810.0, 436.66666666666663)","(31.0, 46.0, 43.333333333333336)","(51.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:48:05.257513,"(8.0, 10.5, 9.870000000000001)","(6.0, 9.0, 8.2)","(31.0, 60.0, 56.0)","(2.8, 99999, 99990)","(4.2, 99999, 99990)","(4.2, 4.2, 4.192982456140351)","(101.0, 810.0, 436.66666666666663)","(31.0, 46.0, 43.333333333333336)","(51.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:48:06.510034,"(8.0, 10.0, 9.71764705882353)","(6.0, 9.0, 8.84)","(31.0, 60.0, 56.5)","(2.8, 99999, 99990)","(4.2, 99999, 99990)","(4.2, 4.2, 4.122222222222222)","(101.0, 810.0, 436.66666666666663)","(31.0, 46.0, 41.0)","(51.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:48:07.797545,"(8.0, 10.0, 9.610810810810811)","(6.0, 9.0, 8.84)","(31.0, 65.0, 51.7)","(2.8, 99999, 99990)","(4.2, 99999, 99990)","(4.2, 4.2, 4.120689655172414)","(101.0, 810.0, 496.66666666666663)","(31.0, 46.0, 41.63636363636364)","(51.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:48:09.032132,"(7.5, 9.8, 9.66451612903226)","(6.0, 9.0, 8.84)","(31.0, 65.0, 53.125)","(2.9, 99999, 99990)","(4.2, 99999, 99990)","(4.0, 4.2, 4.152173913043478)","(101.0, 990.0, 496.66666666666663)","(31.0, 46.0, 38.4)","(51.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:48:10.355885,"(7.5, 9.6, 9.36)","(6.0, 9.0, 8.75)","(31.0, 65.0, 56.36363636363636)","(2.9, 99999, 99990)","(4.2, 99999, 99990)","(4.0, 4.3, 4.195652173913043)","(101.0, 990.0, 496.66666666666663)","(31.0, 44.0, 41.6)","(51.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:48:11.781891,"(7.5, 9.4, 9.200000000000001)","(6.0, 9.0, 8.866666666666667)","(31.0, 65.0, 56.36363636363636)","(2.9, 99999, 99990)","(4.2, 99999, 99990)","(4.0, 4.3, 4.205263157894737)","(101.0, 990.0, 435.0)","(31.0, 44.0, 42.434782608695656)","(51.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:48:13.107330,"(7.5, 9.2, 9.058823529411764)","(6.0, 9.0, 8.866666666666667)","(31.0, 65.0, 56.36363636363636)","(2.9, 99999, 99990)","(4.2, 99999, 99990)","(4.0, 4.3, 4.1499999999999995)","(101.0, 990.0, 610.0)","(31.0, 44.0, 39.0)","(51.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:48:14.372246,"(7.5, 9.2, 9.058823529411764)","(6.0, 9.0, 9.3)","(31.0, 65.0, 56.36363636363636)","(2.9, 99999, 99990)","(4.2, 99999, 99990)","(4.0, 4.2, 4.165116279069768)","(101.0, 970.0, 483.33333333333337)","(31.0, 44.0, 39.0)","(51.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:48:15.682756,"(7.5, 9.2, 9.058823529411764)","(6.0, 9.4, 9.3)","(31.0, 65.0, 56.36363636363636)","(2.9, 99999, 99990)","(4.2, 99999, 99990)","(3.9, 4.3, 4.192592592592592)","(101.0, 950.0, 480.0)","(31.0, 44.0, 39.0)","(51.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:48:17.135874,"(7.5, 9.2, 9.122580645161289)","(6.0, 9.4, 9.3)","(31.0, 65.0, 56.5)","(2.9, 99999, 99990)","(4.2, 99999, 99990)","(3.9, 4.3, 4.16875)","(101.0, 940.0, 585.0)","(31.0, 44.0, 39.0)","(51.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:48:18.452860,"(7.5, 9.2, 9.122580645161289)","(6.0, 9.4, 8.65)","(31.0, 60.0, 53.63636363636364)","(2.9, 99999, 99990)","(4.2, 99999, 99990)","(3.9, 4.3, 4.105555555555555)","(101.0, 920.0, 585.0)","(31.0, 44.0, 41.0)","(51.0, 99999, 99990)","(26.0, 99999, 99990)"
