,Ms Lucky Leaves,Hillbilly Joker,Bad Bailey,Real Talent,Tysons Typhoon,Darley Dynamo,Lala Que,Earn The Fizz
09-01-2023 11:30:38.146418,"(4.8, 8.8, 8.311111111111112)","(11.0, 19.5, 15.648148148148149)","(11.0, 16.0, 13.75)","(17.0, 36.0, 32.36363636363636)","(10.0, 13.5, 12.566666666666666)","(2.8, 3.5, 3.3200000000000003)","(5.0, 6.2, 5.9941176470588236)","(5.0, 6.2, 5.68780487804878)"
09-01-2023 11:30:39.261890,"(4.8, 8.8, 8.311111111111112)","(11.0, 19.5, 15.648148148148149)","(11.0, 16.0, 13.75)","(17.0, 36.0, 32.36363636363636)","(10.0, 13.5, 12.566666666666666)","(2.8, 3.5, 3.3200000000000003)","(5.0, 6.2, 5.533333333333333)","(5.0, 6.2, 5.68780487804878)"
09-01-2023 11:30:40.449242,"(4.8, 8.8, 8.311111111111112)","(11.0, 19.5, 15.648148148148149)","(11.0, 16.0, 13.75)","(17.0, 36.0, 32.36363636363636)","(10.0, 13.5, 12.566666666666666)","(2.8, 3.5, 3.3363636363636364)","(5.0, 6.2, 5.48)","(5.0, 6.2, 5.68780487804878)"
09-01-2023 11:30:41.548857,"(4.8, 8.8, 8.311111111111112)","(11.0, 19.5, 15.648148148148149)","(11.0, 16.0, 13.75)","(17.0, 36.0, 32.36363636363636)","(10.0, 13.5, 12.566666666666666)","(2.8, 3.5, 3.3200000000000003)","(5.0, 6.2, 5.48)","(5.0, 6.2, 5.68780487804878)"
09-01-2023 11:30:42.680404,"(4.8, 8.8, 8.311111111111112)","(11.0, 19.5, 15.648148148148149)","(11.0, 16.0, 13.75)","(17.0, 36.0, 32.36363636363636)","(10.0, 13.5, 12.566666666666666)","(2.8, 3.5, 3.3200000000000003)","(5.0, 6.2, 5.48)","(5.0, 6.2, 5.68780487804878)"
09-01-2023 11:30:43.897461,"(4.8, 8.8, 8.311111111111112)","(11.0, 19.5, 15.648148148148149)","(11.0, 16.0, 13.529411764705882)","(17.0, 36.0, 33.333333333333336)","(10.0, 13.5, 12.625)","(2.8, 3.5, 3.3200000000000003)","(5.0, 6.2, 5.48)","(5.0, 6.2, 5.68780487804878)"
09-01-2023 11:30:44.963161,"(4.8, 8.8, 8.311111111111112)","(11.0, 19.5, 15.648148148148149)","(11.0, 16.0, 13.529411764705882)","(17.0, 36.0, 33.333333333333336)","(10.0, 13.5, 12.625)","(2.8, 3.5, 3.3200000000000003)","(5.0, 6.2, 5.48)","(5.0, 6.2, 5.68780487804878)"
09-01-2023 11:30:45.962338,"(4.8, 8.8, 8.311111111111112)","(11.0, 19.5, 15.648148148148149)","(11.0, 16.0, 13.375)","(17.0, 36.0, 33.333333333333336)","(10.0, 13.5, 12.625)","(2.8, 3.5, 3.3200000000000003)","(5.0, 6.2, 5.48)","(5.0, 6.2, 5.68780487804878)"
09-01-2023 11:30:47.147668,"(4.8, 8.8, 8.311111111111112)","(11.0, 19.5, 15.648148148148149)","(11.0, 16.0, 13.375)","(17.0, 36.0, 33.333333333333336)","(10.0, 13.5, 12.625)","(2.8, 3.5, 3.3200000000000003)","(5.0, 6.2, 5.48)","(5.0, 6.2, 5.68780487804878)"
09-01-2023 11:30:48.280022,"(4.8, 8.8, 8.311111111111112)","(11.0, 19.5, 15.648148148148149)","(11.0, 16.0, 13.375)","(17.0, 36.0, 33.333333333333336)","(10.0, 13.5, 12.625)","(2.8, 3.5, 3.3200000000000003)","(5.0, 6.2, 5.48)","(5.0, 6.2, 5.68780487804878)"
09-01-2023 11:30:49.564603,"(4.8, 8.8, 8.466666666666667)","(11.0, 19.5, 15.648148148148149)","(11.0, 16.0, 13.375)","(17.0, 36.0, 33.333333333333336)","(10.0, 13.5, 12.625)","(2.8, 3.5, 3.3363636363636364)","(5.0, 6.2, 5.48)","(5.0, 6.2, 5.68780487804878)"
09-01-2023 11:30:50.802553,"(4.8, 8.6, 8.35)","(11.0, 19.5, 15.648148148148149)","(11.0, 16.0, 13.375)","(17.0, 36.0, 33.333333333333336)","(10.0, 13.5, 12.625)","(2.8, 3.5, 3.3200000000000003)","(5.0, 6.2, 5.48)","(5.0, 6.2, 5.68780487804878)"
09-01-2023 11:30:52.165742,"(4.8, 8.6, 8.35)","(11.0, 19.5, 15.648148148148149)","(11.0, 16.0, 13.375)","(17.0, 36.0, 33.333333333333336)","(10.0, 13.5, 12.625)","(2.8, 3.5, 3.3200000000000003)","(5.0, 6.2, 5.48)","(5.0, 6.2, 5.68780487804878)"
09-01-2023 11:30:53.597153,"(4.8, 8.6, 8.35)","(11.0, 19.5, 15.648148148148149)","(11.0, 16.0, 13.375)","(17.0, 36.0, 33.333333333333336)","(10.0, 13.5, 12.625)","(2.8, 3.5, 3.4347826086956523)","(5.0, 6.2, 5.48)","(5.0, 6.2, 5.68780487804878)"
09-01-2023 11:30:54.876966,"(4.8, 8.6, 8.35)","(11.0, 19.5, 15.648148148148149)","(11.0, 16.0, 13.375)","(17.0, 36.0, 33.333333333333336)","(10.0, 13.5, 13.029411764705882)","(2.8, 3.45, 3.437037037037037)","(5.0, 6.2, 5.48)","(5.0, 6.2, 5.68780487804878)"
09-01-2023 11:30:56.045042,"(4.8, 8.6, 8.35)","(11.0, 19.5, 15.648148148148149)","(11.0, 16.0, 13.375)","(17.0, 36.0, 33.333333333333336)","(10.0, 13.5, 13.029411764705882)","(2.8, 3.45, 3.437037037037037)","(5.0, 6.2, 5.48)","(5.0, 6.2, 5.68780487804878)"
09-01-2023 11:30:57.115403,"(4.8, 8.8, 8.35)","(11.0, 19.5, 15.648148148148149)","(11.0, 16.0, 13.375)","(17.0, 36.0, 33.333333333333336)","(10.0, 13.5, 13.029411764705882)","(2.8, 3.45, 3.437037037037037)","(5.0, 6.2, 5.48)","(5.0, 6.2, 5.733333333333333)"
09-01-2023 11:30:58.299468,"(4.8, 8.8, 8.44)","(11.0, 19.5, 15.648148148148149)","(11.0, 16.0, 13.375)","(17.0, 36.0, 33.333333333333336)","(10.0, 13.5, 13.029411764705882)","(2.8, 3.45, 3.3)","(5.0, 6.2, 5.48)","(5.0, 6.2, 5.733333333333333)"
09-01-2023 11:30:59.370390,"(4.8, 8.8, 8.35)","(11.0, 19.5, 15.648148148148149)","(11.0, 16.0, 13.375)","(17.0, 36.0, 33.333333333333336)","(10.0, 13.5, 13.029411764705882)","(2.8, 3.45, 3.3)","(5.0, 6.2, 5.48)","(5.0, 6.2, 5.733333333333333)"
09-01-2023 11:31:00.477194,"(4.8, 8.8, 8.35)","(11.0, 19.5, 15.648148148148149)","(11.0, 16.0, 13.375)","(17.0, 36.0, 33.333333333333336)","(10.0, 13.5, 13.029411764705882)","(2.8, 3.45, 3.3)","(5.0, 6.2, 5.48)","(5.0, 6.2, 5.733333333333333)"
09-01-2023 11:31:01.530276,"(4.8, 8.8, 8.35)","(11.0, 19.5, 15.648148148148149)","(11.0, 16.0, 13.375)","(17.0, 36.0, 33.333333333333336)","(10.0, 13.5, 13.029411764705882)","(2.8, 3.45, 3.3)","(5.0, 6.2, 5.48)","(5.0, 6.2, 5.733333333333333)"
09-01-2023 11:31:02.612011,"(4.8, 8.8, 8.35)","(11.0, 19.5, 16.757142857142856)","(11.0, 16.0, 13.375)","(17.0, 36.0, 33.333333333333336)","(10.0, 13.5, 13.029411764705882)","(2.8, 3.45, 3.3)","(5.0, 6.2, 5.48)","(5.0, 6.2, 5.733333333333333)"
09-01-2023 11:31:03.778157,"(4.8, 8.8, 8.416)","(11.0, 19.5, 15.863636363636363)","(11.0, 16.0, 13.375)","(17.0, 36.0, 33.85714285714286)","(10.0, 13.5, 13.029411764705882)","(2.8, 3.45, 3.4250000000000003)","(5.0, 6.2, 5.453333333333334)","(5.0, 6.2, 5.8338983050847455)"
09-01-2023 11:31:04.874411,"(4.8, 8.8, 8.48)","(11.0, 19.5, 15.981481481481481)","(11.0, 16.0, 13.375)","(17.0, 36.0, 33.85714285714286)","(10.0, 13.5, 13.029411764705882)","(2.8, 3.45, 3.4250000000000003)","(5.0, 6.2, 5.453333333333334)","(5.0, 6.2, 5.8338983050847455)"
09-01-2023 11:31:06.038244,"(4.8, 8.8, 8.48)","(11.0, 19.5, 16.576923076923077)","(11.0, 16.0, 13.375)","(17.0, 36.0, 33.85714285714286)","(10.0, 13.5, 13.029411764705882)","(2.8, 3.45, 3.4250000000000003)","(5.0, 6.2, 5.453333333333334)","(5.0, 6.2, 5.8338983050847455)"
09-01-2023 11:31:07.279463,"(4.8, 8.8, 8.421052631578947)","(11.0, 19.5, 16.576923076923077)","(11.0, 16.0, 13.375)","(17.0, 36.0, 33.85714285714286)","(10.0, 13.5, 13.029411764705882)","(2.8, 3.45, 3.4250000000000003)","(5.0, 6.2, 5.453333333333334)","(5.0, 6.2, 5.8338983050847455)"
09-01-2023 11:31:08.418694,"(4.8, 8.8, 8.591304347826087)","(11.0, 19.5, 16.576923076923077)","(11.0, 16.0, 13.375)","(17.0, 36.0, 33.85714285714286)","(10.0, 13.5, 13.029411764705882)","(2.8, 3.45, 3.27)","(5.0, 6.2, 5.5)","(5.0, 6.2, 5.8338983050847455)"
09-01-2023 11:31:09.620559,"(4.8, 8.8, 8.705882352941178)","(11.0, 19.5, 16.717391304347828)","(11.0, 16.0, 14.0)","(17.0, 36.0, 32.111111111111114)","(10.0, 13.5, 12.5)","(2.8, 3.45, 3.3)","(5.0, 6.0, 5.454545454545455)","(5.0, 6.2, 5.8338983050847455)"
09-01-2023 11:31:10.847826,"(4.8, 8.8, 8.705882352941178)","(11.0, 19.5, 16.717391304347828)","(11.0, 16.0, 13.375)","(17.0, 36.0, 33.85714285714286)","(10.0, 13.5, 13.029411764705882)","(2.8, 3.45, 3.3)","(5.0, 6.0, 5.454545454545455)","(5.0, 6.2, 5.8338983050847455)"
09-01-2023 11:31:12.043792,"(4.8, 8.8, 8.705882352941178)","(11.0, 19.5, 16.717391304347828)","(11.0, 16.0, 13.433333333333334)","(17.0, 36.0, 33.85714285714286)","(10.0, 13.5, 13.029411764705882)","(2.8, 3.45, 3.3)","(5.0, 6.0, 5.454545454545455)","(5.0, 6.2, 5.8338983050847455)"
09-01-2023 11:31:13.238906,"(4.8, 8.8, 8.771428571428572)","(11.0, 19.5, 17.61764705882353)","(11.0, 15.5, 14.065217391304348)","(17.0, 36.0, 32.111111111111114)","(10.0, 13.5, 12.681818181818182)","(2.8, 3.45, 3.3055555555555554)","(5.0, 6.0, 5.454545454545455)","(5.0, 6.2, 5.8338983050847455)"
09-01-2023 11:31:14.377677,"(4.8, 8.8, 8.771428571428572)","(11.0, 19.5, 17.61764705882353)","(11.0, 15.5, 12.909090909090908)","(17.0, 36.0, 33.85714285714286)","(10.0, 13.5, 12.884615384615385)","(2.8, 3.45, 3.323684210526316)","(5.0, 6.0, 5.454545454545455)","(5.0, 6.2, 5.8338983050847455)"
09-01-2023 11:31:15.501198,"(4.8, 8.8, 8.771428571428572)","(11.0, 19.5, 17.61764705882353)","(11.0, 15.5, 12.909090909090908)","(17.0, 36.0, 33.85714285714286)","(10.0, 13.5, 13.029411764705882)","(2.8, 3.45, 3.217857142857143)","(5.0, 6.0, 5.454545454545455)","(5.0, 6.2, 5.8338983050847455)"
09-01-2023 11:31:16.611509,"(4.8, 8.8, 8.771428571428572)","(11.0, 19.5, 17.61764705882353)","(11.0, 15.5, 13.22)","(17.0, 36.0, 32.111111111111114)","(10.0, 13.5, 12.681818181818182)","(2.8, 3.45, 3.217857142857143)","(5.0, 6.0, 5.454545454545455)","(5.0, 6.2, 5.8338983050847455)"
09-01-2023 11:31:17.698194,"(4.8, 8.8, 8.771428571428572)","(11.0, 19.5, 17.61764705882353)","(11.0, 15.5, 13.22)","(17.0, 36.0, 32.111111111111114)","(10.0, 13.5, 13.029411764705882)","(2.8, 3.45, 3.217857142857143)","(5.0, 6.0, 5.454545454545455)","(5.0, 6.2, 5.8338983050847455)"
09-01-2023 11:31:18.880725,"(4.8, 8.8, 8.771428571428572)","(11.0, 19.5, 17.61764705882353)","(11.0, 15.5, 13.22)","(17.0, 36.0, 32.111111111111114)","(10.0, 13.5, 12.681818181818182)","(2.8, 3.45, 3.23125)","(5.0, 6.0, 5.454545454545455)","(5.0, 6.2, 5.8338983050847455)"
09-01-2023 11:31:20.051410,"(4.8, 8.8, 8.771428571428572)","(11.0, 19.5, 17.61764705882353)","(11.0, 15.5, 12.65)","(17.0, 36.0, 33.85714285714286)","(10.0, 13.5, 13.029411764705882)","(2.8, 3.45, 3.2208333333333337)","(5.0, 6.0, 5.454545454545455)","(5.0, 6.2, 5.84)"
09-01-2023 11:31:21.143342,"(4.8, 8.8, 8.771428571428572)","(11.0, 19.5, 17.61764705882353)","(11.0, 15.5, 12.65)","(17.0, 36.0, 33.85714285714286)","(10.0, 13.5, 13.029411764705882)","(2.8, 3.45, 3.348148148148148)","(5.0, 6.0, 5.454545454545455)","(5.0, 6.2, 5.84)"
09-01-2023 11:31:22.415190,"(4.8, 8.8, 8.771428571428572)","(11.0, 19.5, 18.166666666666668)","(11.0, 15.5, 12.729166666666666)","(17.0, 36.0, 32.111111111111114)","(10.0, 13.5, 12.462962962962964)","(2.8, 3.45, 3.320588235294118)","(5.0, 6.0, 5.454545454545455)","(5.0, 6.2, 5.84)"
09-01-2023 11:31:23.418108,"(4.8, 8.8, 8.771428571428572)","(11.0, 19.5, 17.142857142857142)","(11.0, 15.5, 12.729166666666666)","(17.0, 36.0, 32.111111111111114)","(10.0, 13.5, 12.583333333333334)","(2.8, 3.45, 3.389130434782609)","(5.0, 6.0, 5.454545454545455)","(5.0, 6.2, 5.84)"
09-01-2023 11:31:24.532157,"(4.8, 8.8, 8.616666666666667)","(11.0, 19.5, 17.166666666666668)","(11.0, 15.5, 13.702702702702704)","(17.0, 36.0, 33.85714285714286)","(10.0, 13.5, 13.1)","(2.8, 3.45, 3.389130434782609)","(5.0, 6.0, 5.454545454545455)","(5.0, 6.2, 5.84)"
09-01-2023 11:31:25.685330,"(4.8, 8.8, 8.616666666666667)","(11.0, 19.5, 17.558823529411764)","(11.0, 15.5, 13.702702702702704)","(17.0, 36.0, 29.92857142857143)","(10.0, 13.5, 12.547619047619047)","(2.8, 3.45, 3.389130434782609)","(5.0, 6.0, 5.454545454545455)","(5.0, 6.2, 5.84)"
09-01-2023 11:31:26.821575,"(4.8, 8.8, 8.616666666666667)","(11.0, 19.5, 17.666666666666668)","(11.0, 15.5, 14.109756097560975)","(17.0, 36.0, 29.79310344827586)","(10.0, 13.5, 12.346153846153847)","(2.8, 3.45, 3.4075757575757577)","(5.0, 6.0, 5.454545454545455)","(5.0, 6.2, 5.84)"
09-01-2023 11:31:27.960247,"(4.8, 8.8, 8.616666666666667)","(11.0, 19.5, 17.666666666666668)","(11.0, 15.5, 14.109756097560975)","(17.0, 36.0, 29.79310344827586)","(10.0, 13.5, 12.346153846153847)","(2.8, 3.45, 3.4075757575757577)","(5.0, 6.0, 5.710526315789474)","(5.0, 6.2, 5.84)"
09-01-2023 11:31:29.031478,"(4.8, 8.8, 8.600000000000001)","(11.0, 19.5, 17.666666666666668)","(11.0, 15.5, 14.142857142857142)","(17.0, 36.0, 29.79310344827586)","(10.0, 13.5, 12.346153846153847)","(2.8, 3.45, 3.4075757575757577)","(5.0, 5.9, 5.785714285714286)","(5.0, 6.2, 5.805714285714285)"
09-01-2023 11:31:30.182432,"(4.8, 8.8, 8.485714285714286)","(11.0, 19.5, 17.666666666666668)","(11.0, 15.5, 14.075)","(17.0, 36.0, 29.79310344827586)","(10.0, 13.5, 12.966666666666667)","(2.8, 3.45, 3.4233333333333333)","(5.0, 5.9, 5.710526315789474)","(5.0, 6.2, 5.805714285714285)"
09-01-2023 11:31:31.246143,"(4.8, 8.8, 8.56842105263158)","(11.0, 19.5, 17.928571428571427)","(11.0, 15.5, 14.075)","(17.0, 36.0, 29.79310344827586)","(10.0, 13.5, 12.966666666666667)","(2.8, 3.45, 3.4233333333333333)","(5.0, 5.9, 5.785714285714286)","(5.0, 6.2, 5.805714285714285)"
09-01-2023 11:31:32.311935,"(4.8, 8.8, 8.485714285714286)","(11.0, 19.5, 17.666666666666668)","(11.0, 15.5, 14.075)","(17.0, 36.0, 29.79310344827586)","(10.0, 13.5, 12.6)","(2.8, 3.45, 3.4125)","(5.0, 5.9, 5.785714285714286)","(5.0, 6.2, 5.805714285714285)"
09-01-2023 11:31:33.428731,"(4.8, 8.8, 8.485714285714286)","(11.0, 19.5, 17.666666666666668)","(11.0, 15.5, 14.075)","(17.0, 36.0, 29.79310344827586)","(10.0, 13.5, 12.966666666666667)","(2.8, 3.45, 3.4125)","(5.0, 5.9, 5.710526315789474)","(5.0, 6.2, 5.805714285714285)"
09-01-2023 11:31:34.511219,"(4.8, 8.8, 8.545454545454547)","(11.0, 19.5, 18.0)","(11.0, 15.5, 14.075)","(17.0, 36.0, 29.79310344827586)","(10.0, 13.5, 12.966666666666667)","(2.8, 3.45, 3.4125)","(5.0, 5.9, 5.833333333333334)","(5.0, 6.2, 5.805714285714285)"
09-01-2023 11:31:35.606159,"(4.8, 8.8, 8.470588235294118)","(11.0, 19.5, 18.0)","(11.0, 15.5, 14.075)","(17.0, 36.0, 29.79310344827586)","(10.0, 13.5, 12.6)","(2.8, 3.45, 3.4125)","(5.0, 5.9, 5.735294117647059)","(5.0, 6.2, 5.805714285714285)"
09-01-2023 11:31:36.727641,"(4.8, 8.8, 8.470588235294118)","(11.0, 19.5, 18.18)","(11.0, 15.5, 14.075)","(17.0, 36.0, 29.79310344827586)","(10.0, 13.5, 12.966666666666667)","(2.8, 3.45, 3.4125)","(5.0, 5.9, 5.735294117647059)","(5.0, 6.2, 5.805714285714285)"
09-01-2023 11:31:37.876419,"(4.8, 8.8, 8.545454545454547)","(11.0, 19.5, 18.18)","(11.0, 15.0, 13.881578947368421)","(17.0, 36.0, 29.79310344827586)","(10.0, 13.5, 12.966666666666667)","(2.8, 3.45, 3.4125)","(5.0, 5.9, 5.833333333333334)","(5.0, 6.2, 5.805714285714285)"
09-01-2023 11:31:38.957635,"(4.8, 8.8, 8.545454545454547)","(11.0, 19.5, 18.18)","(11.0, 15.0, 13.881578947368421)","(17.0, 36.0, 29.79310344827586)","(10.0, 13.5, 12.6)","(2.8, 3.45, 3.424193548387097)","(5.0, 5.9, 5.735294117647059)","(5.0, 6.2, 5.805714285714285)"
09-01-2023 11:31:40.059253,"(4.8, 8.8, 8.385185185185186)","(11.0, 19.5, 18.18)","(11.0, 15.0, 14.193548387096774)","(17.0, 36.0, 29.79310344827586)","(10.0, 13.5, 13.071428571428571)","(2.8, 3.45, 3.424193548387097)","(5.0, 5.9, 5.846666666666667)","(5.0, 6.2, 5.805714285714285)"
09-01-2023 11:31:41.188272,"(4.8, 8.8, 8.466666666666667)","(11.0, 19.5, 18.18)","(11.0, 15.0, 14.193548387096774)","(17.0, 36.0, 29.79310344827586)","(10.0, 13.5, 13.071428571428571)","(2.8, 3.45, 3.424193548387097)","(5.0, 5.9, 5.871428571428572)","(5.0, 6.2, 5.805714285714285)"
09-01-2023 11:31:42.204674,"(4.8, 8.8, 8.466666666666667)","(11.0, 19.5, 18.18)","(11.0, 15.0, 14.264705882352942)","(17.0, 36.0, 29.79310344827586)","(10.0, 13.5, 12.657894736842106)","(2.8, 3.45, 3.424193548387097)","(5.0, 5.9, 6.035294117647059)","(5.0, 6.2, 5.805714285714285)"
09-01-2023 11:31:43.205372,"(4.8, 8.8, 8.478571428571428)","(11.0, 19.5, 18.18)","(11.0, 15.0, 14.193548387096774)","(17.0, 36.0, 29.79310344827586)","(10.0, 13.5, 13.071428571428571)","(2.8, 3.45, 3.390740740740741)","(5.0, 6.2, 5.913636363636364)","(5.0, 6.2, 5.805714285714285)"
09-01-2023 11:31:44.418905,"(4.8, 8.8, 8.512)","(11.0, 19.5, 18.18)","(11.0, 15.0, 14.193548387096774)","(17.0, 36.0, 28.8)","(10.0, 13.5, 12.657894736842106)","(2.8, 3.45, 3.4152173913043478)","(5.0, 6.2, 5.945454545454545)","(5.0, 6.2, 5.805714285714285)"
09-01-2023 11:31:45.489698,"(4.8, 8.8, 8.512)","(11.0, 19.5, 18.18)","(11.0, 15.0, 14.193548387096774)","(17.0, 36.0, 28.8)","(10.0, 13.5, 12.342105263157894)","(2.8, 3.45, 3.4152173913043478)","(5.0, 6.2, 5.945454545454545)","(5.0, 6.2, 5.805714285714285)"
09-01-2023 11:31:46.636222,"(4.8, 8.8, 8.512)","(11.0, 19.5, 18.18)","(11.0, 15.0, 14.264705882352942)","(17.0, 36.0, 28.8)","(10.0, 13.5, 12.342105263157894)","(2.8, 3.45, 3.4152173913043478)","(5.0, 6.2, 5.733333333333333)","(5.0, 6.2, 5.805714285714285)"
09-01-2023 11:31:47.760269,"(4.8, 8.8, 8.512)","(11.0, 19.5, 18.18)","(11.0, 15.0, 14.264705882352942)","(17.0, 36.0, 28.8)","(10.0, 13.5, 12.342105263157894)","(2.8, 3.45, 3.4152173913043478)","(5.0, 6.2, 5.733333333333333)","(5.0, 6.2, 5.805714285714285)"
09-01-2023 11:31:48.888816,"(4.8, 8.8, 8.512)","(11.0, 19.5, 18.18)","(11.0, 15.0, 14.264705882352942)","(17.0, 36.0, 28.8)","(10.0, 13.5, 12.342105263157894)","(2.8, 3.45, 3.4152173913043478)","(5.0, 6.2, 5.733333333333333)","(5.0, 6.2, 5.805714285714285)"
09-01-2023 11:31:49.999471,"(4.8, 8.8, 8.512)","(11.0, 19.5, 18.18)","(11.0, 15.0, 14.264705882352942)","(17.0, 36.0, 28.8)","(10.0, 13.5, 13.333333333333334)","(2.8, 3.45, 3.390740740740741)","(5.0, 6.2, 5.696)","(5.0, 6.2, 5.805714285714285)"
09-01-2023 11:31:51.134085,"(4.8, 8.8, 8.512)","(11.0, 19.5, 18.136363636363637)","(11.0, 15.0, 14.193548387096774)","(17.0, 36.0, 28.8)","(10.0, 13.5, 13.117647058823529)","(2.8, 3.45, 3.402)","(5.0, 6.2, 5.696)","(5.0, 6.2, 5.805714285714285)"
09-01-2023 11:31:52.268985,"(4.8, 8.8, 8.512)","(11.0, 19.5, 18.136363636363637)","(11.0, 15.0, 14.193548387096774)","(17.0, 36.0, 28.8)","(10.0, 14.0, 12.142857142857142)","(2.8, 3.45, 3.402)","(5.0, 6.2, 5.627272727272727)","(5.0, 6.2, 5.805714285714285)"
09-01-2023 11:31:53.477360,"(4.8, 8.8, 8.488888888888889)","(11.0, 19.5, 18.071428571428573)","(11.0, 15.0, 14.193548387096774)","(17.0, 36.0, 28.8)","(10.0, 14.0, 12.4)","(2.8, 3.45, 3.402)","(5.0, 6.2, 5.627272727272727)","(5.0, 6.2, 5.80281690140845)"
09-01-2023 11:31:54.737606,"(4.8, 8.8, 8.488888888888889)","(11.0, 19.5, 18.071428571428573)","(11.0, 15.0, 14.193548387096774)","(17.0, 36.0, 28.8)","(10.0, 14.0, 12.4)","(2.8, 3.45, 3.402)","(5.0, 6.2, 5.627272727272727)","(5.0, 6.2, 5.80281690140845)"
09-01-2023 11:31:56.003338,"(4.8, 8.8, 8.488888888888889)","(11.0, 19.5, 18.071428571428573)","(11.0, 15.0, 14.193548387096774)","(17.0, 36.0, 28.8)","(10.0, 14.0, 12.142857142857142)","(2.8, 3.45, 3.376666666666667)","(5.0, 6.2, 5.627272727272727)","(5.0, 6.2, 5.80281690140845)"
09-01-2023 11:31:57.243098,"(4.8, 8.8, 8.488888888888889)","(11.0, 19.5, 18.071428571428573)","(11.0, 15.0, 14.193548387096774)","(17.0, 36.0, 28.8)","(10.0, 14.0, 12.4)","(2.8, 3.45, 3.376666666666667)","(5.0, 6.2, 5.627272727272727)","(5.0, 6.2, 5.80281690140845)"
09-01-2023 11:31:58.451867,"(4.8, 8.8, 8.488888888888889)","(11.0, 19.5, 17.76086956521739)","(11.0, 15.0, 14.193548387096774)","(17.0, 36.0, 28.8)","(10.0, 14.0, 12.2)","(2.8, 3.45, 3.376666666666667)","(5.0, 6.2, 5.80625)","(5.0, 6.2, 5.80281690140845)"
09-01-2023 11:31:59.694049,"(4.8, 8.8, 8.488888888888889)","(11.0, 19.5, 17.76086956521739)","(11.0, 15.0, 14.193548387096774)","(17.0, 36.0, 28.8)","(10.0, 14.0, 12.4)","(2.8, 3.45, 3.376666666666667)","(5.0, 6.2, 5.75)","(5.0, 6.2, 5.80281690140845)"
09-01-2023 11:32:00.870534,"(4.8, 8.8, 8.488888888888889)","(11.0, 19.5, 17.76086956521739)","(11.0, 15.0, 14.193548387096774)","(17.0, 36.0, 28.8)","(10.0, 14.0, 12.142857142857142)","(2.8, 3.45, 3.4083333333333337)","(5.0, 6.2, 5.675)","(5.0, 6.2, 5.923076923076923)"
09-01-2023 11:32:02.077132,"(4.8, 8.8, 8.488888888888889)","(11.0, 19.5, 17.76086956521739)","(11.0, 15.0, 14.193548387096774)","(17.0, 36.0, 28.8)","(10.0, 14.0, 12.4)","(2.8, 3.45, 3.291304347826087)","(5.0, 6.2, 5.675)","(5.0, 6.0, 5.833333333333333)"
09-01-2023 11:32:03.223327,"(4.8, 8.8, 8.488888888888889)","(11.0, 19.5, 17.96153846153846)","(11.0, 15.0, 14.193548387096774)","(17.0, 36.0, 28.8)","(10.0, 14.0, 12.4)","(2.8, 3.4, 3.291304347826087)","(5.0, 6.2, 5.675)","(5.0, 6.0, 5.7172413793103445)"
09-01-2023 11:32:04.462723,"(4.8, 8.8, 8.488888888888889)","(11.0, 19.5, 17.96153846153846)","(11.0, 15.0, 14.193548387096774)","(17.0, 36.0, 28.8)","(10.0, 14.0, 12.2)","(2.8, 3.4, 3.291304347826087)","(5.0, 6.2, 5.675)","(5.0, 6.0, 5.735483870967742)"
09-01-2023 11:32:05.664199,"(4.8, 8.8, 8.488888888888889)","(11.0, 19.5, 17.96153846153846)","(11.0, 15.0, 14.193548387096774)","(17.0, 36.0, 28.8)","(10.0, 14.0, 12.222222222222221)","(2.8, 3.4, 3.291304347826087)","(5.0, 6.2, 5.675)","(4.8, 6.0, 5.735483870967742)"
09-01-2023 11:32:06.847159,"(5.0, 8.8, 8.488888888888889)","(10.0, 19.5, 17.96153846153846)","(11.0, 15.0, 14.264705882352942)","(18.0, 36.0, 28.8)","(10.0, 14.0, 12.4)","(2.8, 3.4, 3.291304347826087)","(5.0, 6.2, 5.675)","(4.8, 6.0, 5.735483870967742)"
09-01-2023 11:32:08.007476,"(5.0, 8.8, 8.488888888888889)","(10.0, 19.5, 17.96153846153846)","(11.0, 15.0, 13.571428571428571)","(18.0, 36.0, 28.8)","(10.0, 14.0, 12.2)","(2.8, 3.4, 3.291304347826087)","(5.0, 6.2, 5.675)","(4.8, 6.0, 5.735483870967742)"
09-01-2023 11:32:09.194253,"(4.8, 8.8, 8.488888888888889)","(11.0, 19.5, 17.96153846153846)","(11.0, 15.0, 13.571428571428571)","(17.0, 36.0, 28.8)","(10.0, 14.0, 12.4)","(2.8, 3.4, 3.2895833333333333)","(5.0, 6.2, 5.857142857142857)","(5.0, 6.0, 5.821739130434782)"
09-01-2023 11:32:10.421880,"(4.8, 8.8, 8.418181818181818)","(11.0, 19.5, 17.27777777777778)","(11.0, 14.0, 14.0)","(17.0, 36.0, 28.8)","(10.0, 14.0, 12.142857142857142)","(2.8, 3.3, 3.2874999999999996)","(5.0, 6.2, 5.857142857142857)","(5.0, 6.0, 5.825531914893617)"
09-01-2023 11:32:11.621217,"(4.8, 8.8, 8.392)","(11.0, 19.5, 18.166666666666668)","(11.0, 15.0, 14.0)","(17.0, 36.0, 28.8)","(10.0, 14.0, 12.142857142857142)","(2.8, 3.3, 3.286842105263158)","(5.0, 6.2, 5.857142857142857)","(5.0, 6.0, 5.825531914893617)"
