,East On Henry,Chi Foose,Sidewinder,Darnum Blaze,Sir Les,My Girl Whizbang,Lofty
05-01-2023 14:28:37.501756,"(4.0, 9.4, 5.189473684210527)","(31.0, 260.0, 113.42857142857142)","(26.0, 190.0, 72.85714285714286)","(61.0, 550.0, 468.33333333333337)","(3.0, 3.35, 2.945)","(9.0, 21.0, 19.34285714285714)","(1.95, 3.25, 3.09875)"
05-01-2023 14:28:38.709802,"(4.0, 9.4, 5.189473684210527)","(31.0, 260.0, 113.42857142857142)","(26.0, 190.0, 72.85714285714286)","(61.0, 550.0, 468.33333333333337)","(3.0, 3.35, 2.945)","(9.0, 21.0, 19.34285714285714)","(1.95, 3.25, 3.09875)"
05-01-2023 14:28:39.883269,"(4.0, 9.4, 5.189473684210527)","(31.0, 260.0, 113.42857142857142)","(26.0, 190.0, 72.85714285714286)","(61.0, 550.0, 468.33333333333337)","(3.0, 3.35, 2.945)","(9.0, 21.0, 19.34285714285714)","(1.95, 3.25, 3.09875)"
05-01-2023 14:28:41.025417,"(4.0, 9.4, 5.189473684210527)","(31.0, 260.0, 113.42857142857142)","(26.0, 190.0, 72.85714285714286)","(61.0, 550.0, 468.33333333333337)","(3.0, 3.35, 2.945)","(9.0, 21.0, 19.34285714285714)","(1.95, 3.25, 3.09875)"
05-01-2023 14:28:42.174317,"(4.0, 9.4, 5.189473684210527)","(31.0, 260.0, 113.42857142857142)","(26.0, 190.0, 72.85714285714286)","(61.0, 550.0, 468.33333333333337)","(3.0, 3.35, 2.945)","(9.0, 21.0, 19.34285714285714)","(1.95, 3.25, 3.09875)"
05-01-2023 14:28:43.308477,"(4.0, 9.4, 5.189473684210527)","(31.0, 260.0, 113.42857142857142)","(26.0, 190.0, 72.85714285714286)","(61.0, 550.0, 468.33333333333337)","(3.0, 3.35, 2.945)","(9.0, 21.0, 19.34285714285714)","(1.95, 3.25, 3.09875)"
05-01-2023 14:28:44.453162,"(4.0, 9.4, 5.189473684210527)","(31.0, 260.0, 113.42857142857142)","(26.0, 190.0, 72.85714285714286)","(61.0, 550.0, 468.33333333333337)","(3.0, 3.35, 2.945)","(9.0, 21.0, 19.34285714285714)","(1.95, 3.25, 3.09875)"
05-01-2023 14:28:45.628415,"(4.0, 9.4, 5.189473684210527)","(31.0, 260.0, 113.42857142857142)","(26.0, 190.0, 72.85714285714286)","(61.0, 550.0, 468.33333333333337)","(3.0, 3.35, 3.3921052631578945)","(9.0, 21.0, 19.34285714285714)","(1.95, 3.25, 3.09875)"
05-01-2023 14:28:46.774091,"(4.0, 9.4, 5.189473684210527)","(31.0, 260.0, 113.42857142857142)","(26.0, 190.0, 67.0)","(61.0, 550.0, 468.33333333333337)","(3.0, 3.4, 3.3921052631578945)","(9.0, 21.0, 19.34285714285714)","(1.95, 3.25, 3.09875)"
05-01-2023 14:28:47.965029,"(4.0, 9.4, 5.189473684210527)","(31.0, 260.0, 113.42857142857142)","(26.0, 190.0, 67.0)","(61.0, 550.0, 468.33333333333337)","(3.0, 3.4, 3.04)","(9.0, 21.0, 19.34285714285714)","(1.95, 3.25, 2.6550000000000002)"
05-01-2023 14:28:49.178247,"(4.0, 9.4, 5.189473684210527)","(31.0, 260.0, 113.42857142857142)","(26.0, 190.0, 67.0)","(61.0, 550.0, 468.33333333333337)","(3.0, 3.4, 3.08)","(9.0, 21.0, 19.34285714285714)","(1.95, 3.25, 2.605)"
05-01-2023 14:28:50.388103,"(4.0, 9.4, 5.189473684210527)","(31.0, 260.0, 113.42857142857142)","(26.0, 190.0, 67.0)","(61.0, 550.0, 468.33333333333337)","(3.0, 3.4, 3.08)","(9.0, 21.0, 19.34285714285714)","(1.95, 3.15, 2.605)"
05-01-2023 14:28:51.572456,"(4.0, 9.4, 5.189473684210527)","(31.0, 260.0, 113.42857142857142)","(26.0, 190.0, 67.0)","(61.0, 550.0, 468.33333333333337)","(3.0, 3.4, 3.08)","(9.0, 21.0, 19.34285714285714)","(1.95, 3.15, 2.605)"
05-01-2023 14:28:52.769172,"(4.0, 9.4, 5.189473684210527)","(31.0, 260.0, 113.42857142857142)","(26.0, 190.0, 67.0)","(61.0, 550.0, 468.33333333333337)","(3.0, 3.4, 3.08)","(9.0, 21.0, 19.34285714285714)","(1.95, 3.15, 2.605)"
05-01-2023 14:28:53.985026,"(4.0, 9.4, 5.189473684210527)","(31.0, 260.0, 113.42857142857142)","(26.0, 190.0, 67.0)","(61.0, 550.0, 468.33333333333337)","(3.0, 3.4, 3.08)","(9.0, 21.0, 19.34285714285714)","(1.95, 3.15, 2.605)"
05-01-2023 14:28:55.122271,"(4.0, 9.4, 5.189473684210527)","(31.0, 260.0, 113.42857142857142)","(26.0, 190.0, 67.0)","(61.0, 550.0, 468.33333333333337)","(3.0, 3.4, 3.08)","(9.0, 21.0, 19.34285714285714)","(1.95, 3.25, 2.3857142857142857)"
05-01-2023 14:28:56.413894,"(4.0, 9.4, 5.189473684210527)","(31.0, 260.0, 113.42857142857142)","(26.0, 190.0, 67.0)","(61.0, 550.0, 468.33333333333337)","(3.0, 3.4, 3.08)","(9.0, 21.0, 19.34285714285714)","(1.95, 3.2, 2.605)"
05-01-2023 14:28:57.648149,"(4.0, 9.4, 5.189473684210527)","(31.0, 260.0, 113.42857142857142)","(26.0, 190.0, 67.0)","(61.0, 550.0, 468.33333333333337)","(3.0, 3.4, 3.08)","(9.0, 21.0, 19.34285714285714)","(1.95, 3.15, 2.605)"
05-01-2023 14:28:58.932909,"(4.0, 9.4, 5.189473684210527)","(31.0, 260.0, 113.42857142857142)","(26.0, 190.0, 67.0)","(61.0, 550.0, 468.33333333333337)","(3.0, 3.4, 3.08)","(9.0, 21.0, 19.34285714285714)","(1.95, 3.15, 2.605)"
05-01-2023 14:29:00.201115,"(4.0, 9.4, 5.189473684210527)","(31.0, 260.0, 113.42857142857142)","(26.0, 190.0, 67.0)","(61.0, 550.0, 468.33333333333337)","(3.0, 3.4, 3.08)","(9.0, 21.0, 19.34285714285714)","(1.95, 3.15, 2.605)"
05-01-2023 14:29:01.422449,"(4.0, 9.4, 5.189473684210527)","(31.0, 260.0, 113.42857142857142)","(26.0, 190.0, 103.0)","(61.0, 550.0, 468.33333333333337)","(3.0, 3.4, 3.08)","(9.0, 21.0, 19.34285714285714)","(1.95, 3.15, 2.6550000000000002)"
05-01-2023 14:29:02.631925,"(4.0, 9.4, 5.189473684210527)","(31.0, 260.0, 113.42857142857142)","(26.0, 180.0, 103.0)","(61.0, 550.0, 468.33333333333337)","(3.0, 3.4, 3.08)","(9.0, 21.0, 19.34285714285714)","(1.95, 3.25, 2.3857142857142857)"
05-01-2023 14:29:03.849388,"(4.0, 9.4, 5.189473684210527)","(31.0, 260.0, 113.42857142857142)","(26.0, 180.0, 103.0)","(61.0, 550.0, 468.33333333333337)","(3.0, 3.4, 3.08)","(9.0, 21.0, 19.34285714285714)","(1.95, 3.2, 2.3857142857142857)"
05-01-2023 14:29:05.030141,"(4.0, 9.4, 5.189473684210527)","(31.0, 260.0, 113.42857142857142)","(26.0, 180.0, 103.0)","(61.0, 550.0, 468.33333333333337)","(3.0, 3.4, 3.3)","(9.0, 21.0, 19.34285714285714)","(1.95, 3.2, 2.3857142857142857)"
05-01-2023 14:29:06.232787,"(4.0, 9.4, 5.189473684210527)","(31.0, 260.0, 113.42857142857142)","(26.0, 180.0, 103.0)","(61.0, 550.0, 468.33333333333337)","(3.0, 3.4, 3.3)","(9.0, 21.0, 19.34285714285714)","(1.95, 3.2, 2.3857142857142857)"
05-01-2023 14:29:07.463802,"(4.0, 9.4, 5.189473684210527)","(31.0, 260.0, 113.42857142857142)","(26.0, 180.0, 118.4)","(61.0, 550.0, 468.33333333333337)","(3.0, 3.4, 3.3)","(9.0, 21.0, 19.34285714285714)","(1.95, 3.2, 2.3857142857142857)"
05-01-2023 14:29:08.789524,"(4.0, 9.4, 5.189473684210527)","(31.0, 260.0, 113.42857142857142)","(26.0, 180.0, 103.5)","(61.0, 550.0, 468.33333333333337)","(3.0, 3.4, 3.3)","(9.0, 21.0, 19.34285714285714)","(1.95, 3.2, 2.3857142857142857)"
05-01-2023 14:29:10.193903,"(4.0, 9.4, 5.189473684210527)","(31.0, 260.0, 113.42857142857142)","(26.0, 180.0, 103.5)","(61.0, 550.0, 468.33333333333337)","(3.0, 3.4, 3.3)","(9.0, 21.0, 19.34285714285714)","(1.95, 3.2, 2.3857142857142857)"
05-01-2023 14:29:11.453139,"(4.0, 9.4, 5.189473684210527)","(31.0, 260.0, 113.42857142857142)","(26.0, 180.0, 103.5)","(61.0, 550.0, 468.33333333333337)","(3.0, 3.4, 3.3)","(9.0, 21.0, 19.34285714285714)","(1.95, 3.2, 2.3857142857142857)"
05-01-2023 14:29:12.722881,"(4.0, 9.4, 5.189473684210527)","(31.0, 260.0, 113.42857142857142)","(26.0, 180.0, 103.5)","(61.0, 550.0, 468.33333333333337)","(3.0, 3.4, 3.3)","(9.0, 21.0, 19.34285714285714)","(1.95, 3.2, 2.3857142857142857)"
05-01-2023 14:29:14.030545,"(4.0, 9.4, 5.189473684210527)","(31.0, 260.0, 113.42857142857142)","(26.0, 180.0, 103.5)","(61.0, 550.0, 468.33333333333337)","(3.0, 3.4, 3.3)","(9.0, 21.0, 19.34285714285714)","(1.95, 3.2, 2.3857142857142857)"
05-01-2023 14:29:15.174765,"(4.0, 9.4, 5.189473684210527)","(31.0, 260.0, 113.42857142857142)","(26.0, 180.0, 103.5)","(61.0, 550.0, 468.33333333333337)","(3.0, 3.4, 3.3)","(9.0, 21.0, 19.34285714285714)","(1.95, 3.2, 2.3857142857142857)"
05-01-2023 14:29:16.351109,"(4.0, 9.4, 5.189473684210527)","(31.0, 260.0, 113.42857142857142)","(26.0, 180.0, 103.5)","(61.0, 550.0, 468.33333333333337)","(3.0, 3.4, 3.3)","(9.0, 21.0, 19.34285714285714)","(1.95, 3.2, 2.3857142857142857)"
05-01-2023 14:29:17.473776,"(4.0, 9.4, 5.189473684210527)","(31.0, 260.0, 113.42857142857142)","(26.0, 180.0, 103.5)","(61.0, 550.0, 468.33333333333337)","(3.0, 3.4, 3.6166666666666663)","(9.0, 21.0, 19.34285714285714)","(1.95, 3.2, 2.3857142857142857)"
05-01-2023 14:29:18.599238,"(4.0, 9.4, 5.189473684210527)","(31.0, 260.0, 113.42857142857142)","(26.0, 180.0, 103.5)","(61.0, 550.0, 468.33333333333337)","(3.0, 3.9, 3.6166666666666663)","(9.0, 21.0, 19.34285714285714)","(1.95, 3.2, 2.4233333333333333)"
05-01-2023 14:29:19.805908,"(4.0, 9.4, 5.189473684210527)","(31.0, 260.0, 113.42857142857142)","(26.0, 180.0, 103.5)","(61.0, 550.0, 468.33333333333337)","(3.0, 3.9, 3.657142857142857)","(9.0, 21.0, 19.34285714285714)","(1.95, 3.15, 2.4233333333333333)"
05-01-2023 14:29:21.011927,"(4.0, 9.4, 5.189473684210527)","(31.0, 260.0, 113.42857142857142)","(26.0, 180.0, 103.5)","(61.0, 550.0, 468.33333333333337)","(3.0, 3.9, 3.657142857142857)","(9.0, 21.0, 19.34285714285714)","(1.95, 3.15, 2.4233333333333333)"
05-01-2023 14:29:22.302456,"(4.0, 9.4, 5.189473684210527)","(31.0, 260.0, 113.42857142857142)","(26.0, 180.0, 103.5)","(61.0, 550.0, 468.33333333333337)","(3.0, 3.9, 3.657142857142857)","(9.0, 21.0, 19.34285714285714)","(1.95, 3.15, 2.4233333333333333)"
05-01-2023 14:29:23.580936,"(4.0, 9.4, 5.189473684210527)","(31.0, 260.0, 113.42857142857142)","(26.0, 180.0, 103.5)","(61.0, 550.0, 468.33333333333337)","(3.0, 3.9, 3.657142857142857)","(9.0, 21.0, 19.34285714285714)","(1.95, 3.15, 2.4233333333333333)"
05-01-2023 14:29:24.836720,"(4.0, 9.4, 5.189473684210527)","(31.0, 260.0, 113.42857142857142)","(26.0, 180.0, 103.5)","(61.0, 550.0, 468.33333333333337)","(3.0, 3.9, 3.657142857142857)","(9.0, 21.0, 19.34285714285714)","(1.95, 3.15, 2.4233333333333333)"
05-01-2023 14:29:26.161797,"(4.0, 9.4, 5.189473684210527)","(31.0, 260.0, 113.42857142857142)","(26.0, 180.0, 103.5)","(61.0, 550.0, 468.33333333333337)","(3.0, 3.9, 3.657142857142857)","(9.0, 21.0, 19.34285714285714)","(1.95, 3.15, 2.4233333333333333)"
05-01-2023 14:29:27.499801,"(4.0, 9.4, 5.189473684210527)","(31.0, 260.0, 113.42857142857142)","(26.0, 180.0, 103.5)","(61.0, 550.0, 468.33333333333337)","(3.0, 3.9, 3.657142857142857)","(9.0, 21.0, 19.34285714285714)","(1.95, 3.15, 2.4233333333333333)"
05-01-2023 14:29:28.788144,"(4.0, 9.4, 5.189473684210527)","(31.0, 260.0, 113.42857142857142)","(26.0, 180.0, 103.5)","(61.0, 550.0, 468.33333333333337)","(3.0, 3.9, 3.657142857142857)","(9.0, 21.0, 19.34285714285714)","(1.95, 3.15, 2.4233333333333333)"
05-01-2023 14:29:30.088927,"(4.0, 9.4, 5.044444444444444)","(31.0, 260.0, 113.42857142857142)","(26.0, 180.0, 103.5)","(61.0, 550.0, 468.33333333333337)","(3.0, 3.9, 3.657142857142857)","(9.0, 21.0, 19.34285714285714)","(1.95, 3.15, 2.4233333333333333)"
05-01-2023 14:29:31.328764,"(4.0, 9.4, 5.044444444444444)","(31.0, 260.0, 113.42857142857142)","(26.0, 180.0, 103.5)","(61.0, 550.0, 468.33333333333337)","(3.0, 3.9, 3.590909090909091)","(9.0, 21.0, 19.34285714285714)","(1.95, 3.15, 2.4233333333333333)"
05-01-2023 14:29:32.632874,"(4.0, 9.4, 6.641379310344828)","(31.0, 260.0, 113.42857142857142)","(26.0, 180.0, 103.5)","(61.0, 550.0, 468.33333333333337)","(3.0, 3.9, 3.590909090909091)","(9.0, 21.0, 19.34285714285714)","(1.95, 3.15, 2.4233333333333333)"
05-01-2023 14:29:33.921979,"(4.0, 9.4, 6.641379310344828)","(31.0, 260.0, 113.42857142857142)","(26.0, 180.0, 103.5)","(61.0, 550.0, 468.33333333333337)","(3.0, 3.9, 3.590909090909091)","(9.0, 21.0, 19.34285714285714)","(1.95, 3.15, 2.4233333333333333)"
05-01-2023 14:29:35.252019,"(4.0, 9.4, 6.641379310344828)","(31.0, 260.0, 113.42857142857142)","(26.0, 180.0, 103.5)","(61.0, 550.0, 468.33333333333337)","(3.0, 3.9, 3.590909090909091)","(9.0, 21.0, 19.34285714285714)","(1.95, 3.15, 2.4233333333333333)"
05-01-2023 14:29:36.640038,"(4.0, 9.4, 6.641379310344828)","(31.0, 260.0, 113.42857142857142)","(26.0, 180.0, 103.5)","(61.0, 550.0, 468.33333333333337)","(3.0, 3.9, 3.590909090909091)","(9.0, 21.0, 19.34285714285714)","(1.95, 3.15, 2.4233333333333333)"
05-01-2023 14:29:37.913609,"(4.0, 9.4, 6.641379310344828)","(31.0, 260.0, 113.42857142857142)","(26.0, 180.0, 103.5)","(61.0, 550.0, 468.33333333333337)","(3.0, 3.9, 3.590909090909091)","(9.0, 21.0, 19.34285714285714)","(1.95, 3.15, 2.4233333333333333)"
05-01-2023 14:29:39.268620,"(4.0, 9.4, 6.641379310344828)","(31.0, 260.0, 113.42857142857142)","(26.0, 180.0, 103.5)","(61.0, 550.0, 468.33333333333337)","(3.0, 3.9, 3.590909090909091)","(9.0, 21.0, 19.34285714285714)","(1.95, 3.15, 2.4233333333333333)"
05-01-2023 14:29:40.635144,"(4.0, 9.4, 6.641379310344828)","(31.0, 260.0, 113.42857142857142)","(26.0, 180.0, 103.5)","(61.0, 550.0, 468.33333333333337)","(3.0, 3.9, 3.590909090909091)","(9.0, 21.0, 19.34285714285714)","(1.95, 3.15, 2.4233333333333333)"
05-01-2023 14:29:41.952509,"(4.0, 9.4, 6.641379310344828)","(31.0, 260.0, 113.42857142857142)","(26.0, 180.0, 103.5)","(61.0, 550.0, 468.33333333333337)","(3.0, 3.9, 3.590909090909091)","(9.0, 21.0, 19.34285714285714)","(1.95, 3.15, 2.4233333333333333)"
05-01-2023 14:29:43.253645,"(4.0, 9.4, 6.641379310344828)","(31.0, 260.0, 113.42857142857142)","(26.0, 180.0, 103.5)","(61.0, 550.0, 468.33333333333337)","(3.0, 3.9, 3.2466666666666666)","(9.0, 21.0, 19.34285714285714)","(1.95, 3.15, 2.4233333333333333)"
05-01-2023 14:29:44.491615,"(4.0, 9.4, 6.641379310344828)","(31.0, 260.0, 113.42857142857142)","(26.0, 180.0, 103.5)","(61.0, 550.0, 468.33333333333337)","(3.0, 3.9, 3.1653846153846152)","(9.0, 21.0, 19.34285714285714)","(1.95, 3.15, 2.4233333333333333)"
05-01-2023 14:29:45.767334,"(4.0, 9.4, 6.641379310344828)","(31.0, 260.0, 113.42857142857142)","(26.0, 180.0, 103.5)","(61.0, 550.0, 468.33333333333337)","(3.0, 3.85, 3.464)","(9.0, 21.0, 19.34285714285714)","(1.95, 3.15, 2.4233333333333333)"
05-01-2023 14:29:46.958790,"(4.0, 9.4, 6.641379310344828)","(31.0, 260.0, 113.42857142857142)","(26.0, 180.0, 103.5)","(61.0, 550.0, 468.33333333333337)","(3.0, 3.8, 3.464)","(9.0, 21.0, 19.34285714285714)","(1.95, 3.15, 2.4233333333333333)"
05-01-2023 14:29:48.215705,"(4.0, 9.4, 6.641379310344828)","(31.0, 260.0, 113.42857142857142)","(26.0, 180.0, 103.5)","(61.0, 550.0, 468.33333333333337)","(3.0, 3.8, 3.464)","(9.0, 21.0, 19.34285714285714)","(1.95, 3.15, 2.4233333333333333)"
05-01-2023 14:29:49.409198,"(4.0, 9.4, 6.641379310344828)","(31.0, 260.0, 113.42857142857142)","(26.0, 180.0, 103.5)","(61.0, 550.0, 468.33333333333337)","(3.0, 3.8, 3.464)","(9.0, 21.0, 19.34285714285714)","(1.95, 3.15, 2.4233333333333333)"
05-01-2023 14:29:50.619692,"(4.0, 9.4, 6.641379310344828)","(31.0, 260.0, 113.42857142857142)","(26.0, 180.0, 103.5)","(61.0, 550.0, 468.33333333333337)","(3.0, 3.8, 3.585)","(9.0, 21.0, 19.34285714285714)","(1.95, 3.15, 2.4233333333333333)"
05-01-2023 14:29:51.854437,"(4.0, 9.4, 6.641379310344828)","(31.0, 260.0, 113.42857142857142)","(26.0, 180.0, 103.5)","(61.0, 550.0, 468.33333333333337)","(3.0, 3.8, 3.585)","(9.0, 21.0, 19.34285714285714)","(1.95, 3.15, 2.4233333333333333)"
05-01-2023 14:29:52.987507,"(4.0, 9.4, 6.641379310344828)","(31.0, 260.0, 113.42857142857142)","(26.0, 180.0, 103.5)","(61.0, 550.0, 468.33333333333337)","(3.0, 3.8, 3.6)","(9.0, 21.0, 19.34285714285714)","(1.95, 3.15, 2.4233333333333333)"
05-01-2023 14:29:54.199077,"(4.0, 9.4, 6.641379310344828)","(31.0, 260.0, 113.42857142857142)","(26.0, 180.0, 103.5)","(61.0, 550.0, 468.33333333333337)","(3.0, 3.85, 3.6)","(9.0, 21.0, 19.34285714285714)","(1.95, 3.15, 2.4233333333333333)"
05-01-2023 14:29:55.383680,"(4.0, 9.4, 6.641379310344828)","(31.0, 260.0, 113.42857142857142)","(26.0, 180.0, 103.5)","(61.0, 550.0, 468.33333333333337)","(3.0, 3.85, 3.6)","(9.0, 21.0, 19.34285714285714)","(1.95, 3.15, 2.4233333333333333)"
05-01-2023 14:29:56.510028,"(4.0, 9.4, 6.641379310344828)","(31.0, 260.0, 113.42857142857142)","(26.0, 180.0, 103.5)","(61.0, 550.0, 468.33333333333337)","(3.0, 3.85, 3.6777777777777776)","(9.0, 21.0, 19.34285714285714)","(1.95, 3.15, 2.4233333333333333)"
05-01-2023 14:29:57.644756,"(4.0, 9.4, 6.641379310344828)","(31.0, 260.0, 113.42857142857142)","(26.0, 180.0, 103.5)","(61.0, 550.0, 468.33333333333337)","(3.0, 3.8, 3.6777777777777776)","(9.0, 21.0, 19.34285714285714)","(1.95, 3.15, 2.4233333333333333)"
05-01-2023 14:29:59.012773,"(4.0, 9.4, 6.641379310344828)","(31.0, 260.0, 113.42857142857142)","(26.0, 180.0, 103.5)","(61.0, 550.0, 468.33333333333337)","(3.0, 3.8, 3.6777777777777776)","(9.0, 21.0, 19.34285714285714)","(1.95, 3.15, 2.4233333333333333)"
05-01-2023 14:30:00.265949,"(4.0, 9.4, 6.641379310344828)","(31.0, 260.0, 113.42857142857142)","(26.0, 180.0, 103.5)","(61.0, 550.0, 468.33333333333337)","(3.0, 3.8, 3.6777777777777776)","(9.0, 21.0, 19.34285714285714)","(1.95, 3.15, 2.4233333333333333)"
05-01-2023 14:30:01.448302,"(4.0, 9.4, 6.641379310344828)","(31.0, 260.0, 113.42857142857142)","(26.0, 180.0, 103.5)","(61.0, 550.0, 468.33333333333337)","(3.0, 3.8, 3.6777777777777776)","(9.0, 21.0, 19.34285714285714)","(1.95, 3.15, 2.4233333333333333)"
05-01-2023 14:30:02.632108,"(4.0, 9.4, 6.641379310344828)","(31.0, 260.0, 113.42857142857142)","(26.0, 180.0, 103.5)","(61.0, 550.0, 468.33333333333337)","(3.0, 3.8, 3.6777777777777776)","(9.0, 21.0, 19.34285714285714)","(1.95, 3.15, 2.4233333333333333)"
05-01-2023 14:30:03.758660,"(4.0, 9.4, 6.641379310344828)","(31.0, 260.0, 113.42857142857142)","(26.0, 180.0, 103.5)","(61.0, 550.0, 468.33333333333337)","(3.0, 3.8, 3.6777777777777776)","(9.0, 21.0, 19.34285714285714)","(1.95, 3.15, 2.4233333333333333)"
05-01-2023 14:30:04.920813,"(4.0, 9.4, 6.641379310344828)","(31.0, 260.0, 113.42857142857142)","(26.0, 180.0, 103.5)","(61.0, 550.0, 468.33333333333337)","(3.0, 3.8, 3.6777777777777776)","(9.0, 21.0, 19.34285714285714)","(1.95, 3.15, 2.4233333333333333)"
05-01-2023 14:30:05.958780,"(4.0, 9.4, 6.641379310344828)","(31.0, 260.0, 113.42857142857142)","(26.0, 180.0, 103.5)","(61.0, 550.0, 468.33333333333337)","(3.0, 3.8, 3.6777777777777776)","(9.0, 21.0, 19.34285714285714)","(1.95, 3.15, 2.4233333333333333)"
05-01-2023 14:30:07.142974,"(4.0, 9.4, 6.641379310344828)","(31.0, 260.0, 113.42857142857142)","(26.0, 180.0, 103.5)","(61.0, 550.0, 468.33333333333337)","(3.0, 3.8, 3.6777777777777776)","(9.0, 21.0, 19.34285714285714)","(1.95, 3.15, 2.4233333333333333)"
05-01-2023 14:30:08.354394,"(4.0, 9.4, 6.641379310344828)","(31.0, 260.0, 113.42857142857142)","(26.0, 180.0, 103.5)","(61.0, 550.0, 468.33333333333337)","(3.0, 3.8, 3.6777777777777776)","(9.0, 21.0, 19.34285714285714)","(1.95, 3.15, 2.4233333333333333)"
05-01-2023 14:30:09.524468,"(4.0, 9.4, 6.641379310344828)","(31.0, 260.0, 113.42857142857142)","(26.0, 180.0, 103.5)","(61.0, 550.0, 468.33333333333337)","(3.0, 3.8, 3.6777777777777776)","(9.0, 21.0, 19.34285714285714)","(1.95, 3.15, 2.4233333333333333)"
05-01-2023 14:30:10.795421,"(4.0, 9.4, 6.641379310344828)","(31.0, 260.0, 113.42857142857142)","(26.0, 180.0, 103.5)","(61.0, 550.0, 468.33333333333337)","(3.0, 3.8, 3.6777777777777776)","(9.0, 21.0, 19.34285714285714)","(1.95, 3.15, 2.4233333333333333)"
05-01-2023 14:30:11.933117,"(4.0, 9.4, 6.641379310344828)","(31.0, 260.0, 113.42857142857142)","(26.0, 180.0, 103.5)","(61.0, 550.0, 468.33333333333337)","(3.0, 3.8, 3.6777777777777776)","(9.0, 21.0, 18.15)","(1.95, 3.15, 2.4233333333333333)"
05-01-2023 14:30:13.152489,"(4.0, 9.4, 6.641379310344828)","(31.0, 260.0, 113.42857142857142)","(26.0, 180.0, 103.5)","(61.0, 550.0, 468.33333333333337)","(3.0, 3.8, 3.6777777777777776)","(9.0, 21.0, 18.15)","(1.95, 3.15, 2.4233333333333333)"
05-01-2023 14:30:14.290240,"(4.0, 9.4, 6.641379310344828)","(31.0, 260.0, 113.42857142857142)","(26.0, 180.0, 103.5)","(61.0, 550.0, 468.33333333333337)","(3.0, 3.8, 3.6777777777777776)","(9.0, 21.0, 15.2)","(1.95, 3.15, 2.4233333333333333)"
05-01-2023 14:30:15.369372,"(4.0, 9.4, 6.641379310344828)","(31.0, 260.0, 113.42857142857142)","(26.0, 180.0, 103.5)","(61.0, 550.0, 468.33333333333337)","(3.0, 3.8, 3.6777777777777776)","(9.0, 21.0, 15.2)","(1.95, 3.15, 2.4233333333333333)"
05-01-2023 14:30:16.465016,"(4.0, 9.4, 6.641379310344828)","(31.0, 260.0, 113.42857142857142)","(26.0, 180.0, 103.5)","(61.0, 550.0, 468.33333333333337)","(3.0, 3.8, 3.6777777777777776)","(9.0, 21.0, 15.2)","(1.95, 3.15, 2.4233333333333333)"
05-01-2023 14:30:17.649128,"(4.0, 9.4, 6.641379310344828)","(31.0, 260.0, 113.42857142857142)","(26.0, 180.0, 103.5)","(61.0, 550.0, 468.33333333333337)","(3.0, 3.8, 3.6777777777777776)","(9.0, 21.0, 15.2)","(1.95, 3.15, 2.4233333333333333)"
05-01-2023 14:30:18.835987,"(4.0, 9.4, 6.641379310344828)","(31.0, 260.0, 113.42857142857142)","(26.0, 180.0, 103.5)","(61.0, 550.0, 468.33333333333337)","(3.0, 3.8, 3.6777777777777776)","(9.0, 21.0, 15.2)","(1.95, 3.15, 2.4233333333333333)"
05-01-2023 14:30:20.013471,"(4.0, 9.4, 6.641379310344828)","(31.0, 260.0, 113.42857142857142)","(26.0, 180.0, 103.5)","(61.0, 550.0, 468.33333333333337)","(3.0, 3.8, 3.6777777777777776)","(9.0, 21.0, 15.2)","(1.95, 3.15, 2.4233333333333333)"
05-01-2023 14:30:21.155873,"(4.0, 9.4, 6.641379310344828)","(31.0, 260.0, 113.42857142857142)","(26.0, 180.0, 103.5)","(61.0, 550.0, 468.33333333333337)","(3.0, 3.8, 3.6777777777777776)","(9.0, 21.0, 15.2)","(1.95, 3.15, 2.4233333333333333)"
05-01-2023 14:30:22.339388,"(4.0, 9.4, 6.641379310344828)","(31.0, 260.0, 113.42857142857142)","(26.0, 180.0, 103.5)","(61.0, 550.0, 468.33333333333337)","(3.0, 3.8, 3.6777777777777776)","(9.0, 21.0, 15.2)","(1.95, 3.15, 2.4233333333333333)"
05-01-2023 14:30:23.541094,"(4.0, 9.4, 6.641379310344828)","(31.0, 260.0, 113.42857142857142)","(26.0, 180.0, 103.5)","(61.0, 550.0, 468.33333333333337)","(3.0, 3.8, 3.6777777777777776)","(9.0, 21.0, 15.2)","(1.95, 3.15, 2.4233333333333333)"
05-01-2023 14:30:24.720852,"(4.0, 9.4, 6.641379310344828)","(31.0, 260.0, 113.42857142857142)","(26.0, 180.0, 103.5)","(61.0, 550.0, 468.33333333333337)","(3.0, 3.8, 3.6777777777777776)","(9.0, 21.0, 15.2)","(1.95, 3.15, 2.4233333333333333)"
05-01-2023 14:30:25.945455,"(4.0, 9.4, 6.641379310344828)","(31.0, 260.0, 113.42857142857142)","(26.0, 180.0, 103.5)","(61.0, 550.0, 468.33333333333337)","(3.0, 3.8, 3.6777777777777776)","(9.0, 21.0, 15.2)","(1.95, 3.15, 2.4233333333333333)"
05-01-2023 14:30:27.144343,"(4.0, 9.4, 6.641379310344828)","(31.0, 260.0, 113.42857142857142)","(26.0, 180.0, 103.5)","(61.0, 550.0, 468.33333333333337)","(3.0, 3.8, 3.6777777777777776)","(9.0, 21.0, 15.2)","(1.95, 3.15, 2.4233333333333333)"
