,East On Henry,Chi Foose,Sidewinder,Darnum Blaze,Sir Les,My Girl Whizbang,Lofty
05-01-2023 14:32:46.810848,"(4.0, 9.2, 6.133333333333333)","(31.0, 260.0, 99.05882352941177)","(26.0, 180.0, 155.33333333333334)","(61.0, 550.0, 468.33333333333337)","(3.0, 3.65, 3.097)","(9.0, 21.0, 17.266666666666666)","(1.95, 3.15, 2.3022222222222224)"
05-01-2023 14:32:48.108436,"(4.0, 9.2, 6.133333333333333)","(31.0, 260.0, 99.05882352941177)","(26.0, 180.0, 155.33333333333334)","(61.0, 550.0, 468.33333333333337)","(3.0, 3.65, 3.097)","(9.0, 21.0, 17.266666666666666)","(1.95, 3.15, 2.3022222222222224)"
05-01-2023 14:32:49.393799,"(4.0, 9.2, 6.133333333333333)","(31.0, 260.0, 99.05882352941177)","(26.0, 180.0, 155.33333333333334)","(61.0, 550.0, 468.33333333333337)","(3.0, 3.65, 3.097)","(9.0, 21.0, 17.266666666666666)","(1.95, 3.15, 2.3022222222222224)"
05-01-2023 14:32:50.666737,"(4.0, 9.2, 6.133333333333333)","(31.0, 260.0, 99.05882352941177)","(26.0, 180.0, 155.33333333333334)","(61.0, 550.0, 468.33333333333337)","(3.0, 3.65, 3.522051282051282)","(9.0, 21.0, 17.266666666666666)","(1.95, 3.15, 2.3022222222222224)"
05-01-2023 14:32:51.919926,"(4.0, 9.2, 6.133333333333333)","(31.0, 260.0, 99.05882352941177)","(26.0, 180.0, 155.33333333333334)","(61.0, 550.0, 468.33333333333337)","(3.0, 3.6, 3.522051282051282)","(9.0, 21.0, 17.266666666666666)","(1.95, 3.15, 2.3022222222222224)"
05-01-2023 14:32:53.238467,"(4.0, 9.2, 6.133333333333333)","(31.0, 260.0, 99.05882352941177)","(26.0, 180.0, 155.33333333333334)","(61.0, 550.0, 468.33333333333337)","(3.0, 3.6, 3.522051282051282)","(9.0, 21.0, 17.266666666666666)","(1.95, 3.15, 2.3022222222222224)"
05-01-2023 14:32:54.550275,"(4.0, 9.2, 7.359999999999999)","(31.0, 260.0, 99.05882352941177)","(26.0, 180.0, 155.33333333333334)","(61.0, 550.0, 468.33333333333337)","(3.0, 3.6, 3.522051282051282)","(9.0, 21.0, 17.266666666666666)","(1.95, 3.15, 2.3022222222222224)"
05-01-2023 14:32:55.699453,"(4.0, 9.2, 7.359999999999999)","(31.0, 260.0, 99.05882352941177)","(26.0, 180.0, 155.33333333333334)","(61.0, 550.0, 468.33333333333337)","(3.0, 3.6, 3.522051282051282)","(9.0, 21.0, 17.266666666666666)","(1.95, 3.15, 2.3022222222222224)"
05-01-2023 14:32:56.917986,"(4.0, 9.2, 7.359999999999999)","(31.0, 260.0, 99.05882352941177)","(26.0, 180.0, 155.33333333333334)","(61.0, 550.0, 468.33333333333337)","(3.0, 3.6, 3.4899999999999998)","(9.0, 21.0, 17.266666666666666)","(1.95, 3.15, 2.726111111111111)"
05-01-2023 14:32:58.104615,"(4.0, 9.2, 8.049999999999999)","(31.0, 260.0, 99.05882352941177)","(26.0, 180.0, 155.33333333333334)","(61.0, 550.0, 468.33333333333337)","(3.0, 3.55, 3.188)","(9.0, 21.0, 17.266666666666666)","(1.95, 3.15, 2.615)"
05-01-2023 14:32:59.384885,"(4.0, 9.2, 7.699999999999999)","(31.0, 260.0, 99.05882352941177)","(26.0, 180.0, 155.33333333333334)","(61.0, 550.0, 468.33333333333337)","(3.0, 3.5, 3.013076923076923)","(9.0, 21.0, 18.2)","(1.95, 3.15, 2.5846153846153848)"
05-01-2023 14:33:00.582999,"(4.0, 9.2, 7.699999999999999)","(31.0, 260.0, 99.05882352941177)","(26.0, 180.0, 155.33333333333334)","(61.0, 550.0, 468.33333333333337)","(3.0, 3.45, 3.013076923076923)","(9.0, 21.0, 15.3)","(1.95, 3.15, 2.856)"
05-01-2023 14:33:01.747497,"(4.0, 9.2, 7.699999999999999)","(31.0, 260.0, 99.05882352941177)","(26.0, 180.0, 155.33333333333334)","(61.0, 550.0, 468.33333333333337)","(3.0, 3.45, 3.013076923076923)","(9.0, 21.0, 15.3)","(1.95, 3.15, 2.4945454545454546)"
05-01-2023 14:33:02.891556,"(4.0, 9.2, 7.699999999999999)","(31.0, 260.0, 99.05882352941177)","(26.0, 180.0, 155.33333333333334)","(61.0, 550.0, 468.33333333333337)","(3.0, 3.4, 3.106666666666667)","(9.0, 21.0, 19.371428571428574)","(1.95, 3.15, 2.635)"
05-01-2023 14:33:04.048029,"(4.0, 9.2, 7.699999999999999)","(31.0, 260.0, 99.05882352941177)","(26.0, 180.0, 155.33333333333334)","(61.0, 550.0, 468.33333333333337)","(3.0, 3.4, 3.106666666666667)","(9.0, 21.0, 19.371428571428574)","(1.95, 3.15, 2.8925)"
05-01-2023 14:33:05.138865,"(4.0, 9.2, 7.699999999999999)","(31.0, 260.0, 99.05882352941177)","(26.0, 180.0, 155.33333333333334)","(61.0, 550.0, 468.33333333333337)","(3.0, 3.4, 2.96)","(9.0, 21.0, 19.371428571428574)","(1.95, 3.15, 2.8925)"
05-01-2023 14:33:06.298798,"(4.0, 9.2, 7.699999999999999)","(31.0, 260.0, 99.05882352941177)","(26.0, 180.0, 155.33333333333334)","(61.0, 550.0, 468.33333333333337)","(3.0, 3.4, 2.96)","(9.0, 21.0, 19.371428571428574)","(1.95, 3.15, 2.8925)"
05-01-2023 14:33:07.468390,"(4.0, 9.2, 7.699999999999999)","(31.0, 260.0, 99.05882352941177)","(26.0, 180.0, 155.33333333333334)","(61.0, 550.0, 468.33333333333337)","(3.0, 3.4, 2.96)","(9.0, 21.0, 19.371428571428574)","(1.95, 3.15, 2.8925)"
05-01-2023 14:33:08.612514,"(4.0, 9.2, 7.699999999999999)","(31.0, 260.0, 99.05882352941177)","(26.0, 180.0, 155.33333333333334)","(61.0, 550.0, 468.33333333333337)","(3.0, 3.4, 2.96)","(9.0, 21.0, 19.371428571428574)","(1.95, 3.15, 2.8925)"
05-01-2023 14:33:09.834697,"(4.0, 9.2, 7.699999999999999)","(31.0, 260.0, 99.05882352941177)","(26.0, 180.0, 155.33333333333334)","(61.0, 550.0, 468.33333333333337)","(3.0, 3.4, 2.96)","(9.0, 21.0, 19.371428571428574)","(1.95, 3.15, 2.8925)"
05-01-2023 14:33:10.995939,"(4.0, 9.2, 7.699999999999999)","(31.0, 260.0, 99.05882352941177)","(26.0, 180.0, 155.33333333333334)","(61.0, 550.0, 468.33333333333337)","(3.0, 3.4, 2.96)","(9.0, 21.0, 19.371428571428574)","(1.95, 3.15, 2.30125)"
05-01-2023 14:33:12.115637,"(4.0, 9.2, 7.699999999999999)","(31.0, 260.0, 99.05882352941177)","(26.0, 180.0, 155.33333333333334)","(61.0, 550.0, 468.33333333333337)","(3.0, 3.4, 2.96)","(9.0, 21.0, 19.371428571428574)","(1.95, 3.15, 2.30125)"
05-01-2023 14:33:13.304645,"(4.0, 9.2, 7.699999999999999)","(31.0, 260.0, 99.05882352941177)","(26.0, 180.0, 155.33333333333334)","(61.0, 550.0, 468.33333333333337)","(3.0, 3.4, 2.96)","(9.0, 21.0, 19.371428571428574)","(1.95, 3.15, 2.30125)"
05-01-2023 14:33:14.479306,"(4.0, 9.2, 7.699999999999999)","(31.0, 260.0, 99.05882352941177)","(26.0, 180.0, 155.33333333333334)","(61.0, 550.0, 468.33333333333337)","(3.0, 3.4, 3.02)","(9.0, 21.0, 19.371428571428574)","(1.95, 3.15, 2.30125)"
05-01-2023 14:33:15.629150,"(4.0, 9.2, 7.699999999999999)","(31.0, 260.0, 99.05882352941177)","(26.0, 180.0, 155.33333333333334)","(61.0, 550.0, 468.33333333333337)","(3.0, 3.3, 3.02)","(9.0, 21.0, 19.371428571428574)","(1.95, 3.15, 2.30125)"
05-01-2023 14:33:16.727889,"(4.0, 9.2, 7.699999999999999)","(31.0, 260.0, 99.05882352941177)","(26.0, 180.0, 155.33333333333334)","(61.0, 550.0, 468.33333333333337)","(3.0, 3.3, 3.02)","(9.0, 21.0, 19.371428571428574)","(1.95, 3.15, 2.30125)"
05-01-2023 14:33:17.818838,"(4.0, 9.2, 7.699999999999999)","(31.0, 260.0, 99.05882352941177)","(26.0, 180.0, 155.33333333333334)","(61.0, 550.0, 468.33333333333337)","(3.0, 3.3, 3.02)","(9.0, 21.0, 19.371428571428574)","(1.95, 3.15, 2.30125)"
05-01-2023 14:33:19.045509,"(4.0, 9.2, 7.699999999999999)","(31.0, 260.0, 99.05882352941177)","(26.0, 180.0, 155.33333333333334)","(61.0, 550.0, 468.33333333333337)","(3.0, 3.3, 3.02)","(9.0, 21.0, 19.371428571428574)","(1.95, 3.15, 2.6276923076923078)"
05-01-2023 14:33:20.307528,"(4.0, 9.2, 7.699999999999999)","(31.0, 260.0, 99.05882352941177)","(26.0, 180.0, 155.33333333333334)","(61.0, 550.0, 468.33333333333337)","(3.0, 3.3, 3.02)","(9.0, 21.0, 19.371428571428574)","(1.95, 3.15, 2.4111111111111114)"
05-01-2023 14:33:21.460822,"(4.0, 9.2, 7.699999999999999)","(31.0, 260.0, 99.05882352941177)","(26.0, 180.0, 155.33333333333334)","(61.0, 550.0, 468.33333333333337)","(3.0, 3.3, 3.02)","(9.0, 21.0, 19.371428571428574)","(1.95, 3.15, 2.625)"
05-01-2023 14:33:22.608907,"(4.0, 9.2, 7.699999999999999)","(31.0, 260.0, 99.05882352941177)","(26.0, 180.0, 155.33333333333334)","(61.0, 550.0, 468.33333333333337)","(3.0, 3.3, 3.02)","(9.0, 21.0, 19.371428571428574)","(1.95, 3.05, 2.625)"
05-01-2023 14:33:23.869449,"(4.0, 9.2, 7.699999999999999)","(31.0, 260.0, 99.05882352941177)","(26.0, 180.0, 155.33333333333334)","(61.0, 550.0, 468.33333333333337)","(3.0, 3.3, 3.02)","(9.0, 21.0, 19.371428571428574)","(1.95, 3.05, 2.625)"
05-01-2023 14:33:25.187629,"(4.0, 9.2, 7.699999999999999)","(31.0, 260.0, 99.05882352941177)","(26.0, 180.0, 155.33333333333334)","(61.0, 550.0, 468.33333333333337)","(3.0, 3.3, 3.02)","(9.0, 21.0, 19.371428571428574)","(1.95, 3.05, 2.625)"
05-01-2023 14:33:26.352263,"(4.0, 9.2, 7.699999999999999)","(31.0, 260.0, 99.05882352941177)","(26.0, 180.0, 155.33333333333334)","(61.0, 550.0, 468.33333333333337)","(3.0, 3.3, 2.9450000000000003)","(9.0, 21.0, 19.371428571428574)","(1.95, 3.05, 2.625)"
05-01-2023 14:33:27.565898,"(4.0, 9.2, 8.2)","(31.0, 260.0, 99.05882352941177)","(26.0, 180.0, 155.33333333333334)","(61.0, 550.0, 468.33333333333337)","(3.0, 3.15, 2.9450000000000003)","(9.0, 21.0, 19.371428571428574)","(1.95, 3.05, 2.625)"
05-01-2023 14:33:28.699101,"(4.0, 9.2, 8.2)","(31.0, 260.0, 99.05882352941177)","(26.0, 180.0, 155.33333333333334)","(61.0, 550.0, 468.33333333333337)","(3.0, 3.15, 2.9450000000000003)","(9.0, 21.0, 19.371428571428574)","(1.95, 3.05, 2.965)"
05-01-2023 14:33:29.654530,"(4.0, 9.2, 8.2)","(31.0, 260.0, 99.05882352941177)","(26.0, 180.0, 155.33333333333334)","(61.0, 550.0, 468.33333333333337)","(3.0, 3.15, 3.1222222222222222)","(9.0, 21.0, 19.371428571428574)","(1.95, 3.05, 2.635)"
05-01-2023 14:33:30.712930,"(4.0, 9.2, 8.2)","(31.0, 260.0, 99.05882352941177)","(26.0, 180.0, 155.33333333333334)","(61.0, 550.0, 468.33333333333337)","(3.0, 3.15, 3.1222222222222222)","(9.0, 21.0, 19.371428571428574)","(1.95, 3.05, 2.59)"
05-01-2023 14:33:31.776397,"(4.0, 9.2, 8.2)","(31.0, 260.0, 99.05882352941177)","(26.0, 180.0, 155.33333333333334)","(61.0, 550.0, 468.33333333333337)","(3.0, 3.15, 3.1222222222222222)","(9.0, 21.0, 19.371428571428574)","(1.95, 3.25, 2.59)"
05-01-2023 14:33:32.930468,"(4.0, 9.2, 8.2)","(31.0, 260.0, 99.05882352941177)","(26.0, 180.0, 155.33333333333334)","(61.0, 550.0, 468.33333333333337)","(3.0, 3.15, 3.1222222222222222)","(9.0, 21.0, 19.371428571428574)","(1.95, 3.25, 2.59)"
05-01-2023 14:33:34.142626,"(4.0, 9.2, 8.2)","(31.0, 260.0, 99.05882352941177)","(26.0, 180.0, 155.33333333333334)","(61.0, 550.0, 468.33333333333337)","(3.0, 3.15, 3.1222222222222222)","(9.0, 21.0, 19.371428571428574)","(1.95, 3.25, 2.59)"
05-01-2023 14:33:35.223709,"(4.0, 9.2, 8.2)","(31.0, 260.0, 99.05882352941177)","(26.0, 180.0, 155.33333333333334)","(61.0, 550.0, 468.33333333333337)","(3.0, 3.15, 3.1222222222222222)","(9.0, 21.0, 19.371428571428574)","(1.95, 3.25, 2.59)"
05-01-2023 14:33:36.320831,"(4.0, 9.2, 8.2)","(31.0, 260.0, 99.05882352941177)","(26.0, 180.0, 155.33333333333334)","(61.0, 550.0, 468.33333333333337)","(3.0, 3.15, 3.1222222222222222)","(9.0, 21.0, 19.371428571428574)","(1.95, 3.25, 2.59)"
05-01-2023 14:33:37.410534,"(4.0, 9.2, 8.2)","(31.0, 260.0, 99.05882352941177)","(26.0, 180.0, 155.33333333333334)","(61.0, 550.0, 468.33333333333337)","(3.0, 3.15, 3.1222222222222222)","(9.0, 21.0, 19.371428571428574)","(1.95, 3.25, 2.59)"
05-01-2023 14:33:38.349027,"(4.0, 9.2, 8.2)","(31.0, 260.0, 99.05882352941177)","(26.0, 180.0, 155.33333333333334)","(61.0, 550.0, 468.33333333333337)","(3.0, 3.15, 3.1222222222222222)","(9.0, 21.0, 19.371428571428574)","(1.95, 3.25, 2.59)"
05-01-2023 14:33:39.513738,"(4.0, 9.2, 7.699999999999999)","(31.0, 260.0, 99.05882352941177)","(26.0, 180.0, 155.33333333333334)","(61.0, 550.0, 468.33333333333337)","(3.0, 3.15, 3.1222222222222222)","(9.0, 21.0, 19.371428571428574)","(1.95, 3.25, 2.59)"
05-01-2023 14:33:40.605887,"(4.0, 9.2, 7.699999999999999)","(31.0, 260.0, 99.05882352941177)","(26.0, 180.0, 155.33333333333334)","(61.0, 550.0, 468.33333333333337)","(3.0, 3.15, 3.1222222222222222)","(9.0, 21.0, 19.371428571428574)","(1.95, 3.25, 2.59)"
05-01-2023 14:33:41.768322,"(4.0, 9.2, 7.699999999999999)","(31.0, 260.0, 99.05882352941177)","(26.0, 180.0, 155.33333333333334)","(61.0, 550.0, 468.33333333333337)","(3.0, 3.15, 3.1222222222222222)","(9.0, 21.0, 19.371428571428574)","(1.95, 3.25, 2.59)"
05-01-2023 14:33:43.042061,"(4.0, 9.2, 7.699999999999999)","(31.0, 260.0, 99.05882352941177)","(26.0, 180.0, 155.33333333333334)","(61.0, 550.0, 468.33333333333337)","(3.0, 3.15, 3.1222222222222222)","(9.0, 21.0, 19.371428571428574)","(1.95, 3.25, 2.59)"
05-01-2023 14:33:44.279264,"(4.0, 9.2, 7.699999999999999)","(31.0, 260.0, 99.05882352941177)","(26.0, 180.0, 155.33333333333334)","(61.0, 550.0, 495.55555555555554)","(3.0, 3.15, 3.1222222222222222)","(9.0, 21.0, 19.371428571428574)","(1.95, 3.25, 2.59)"
05-01-2023 14:33:45.406578,"(4.0, 9.2, 7.699999999999999)","(31.0, 260.0, 99.05882352941177)","(26.0, 180.0, 155.33333333333334)","(61.0, 550.0, 495.55555555555554)","(3.0, 3.15, 3.1222222222222222)","(9.0, 21.0, 19.371428571428574)","(1.95, 3.25, 2.59)"
05-01-2023 14:33:46.902724,"(4.0, 9.2, 7.699999999999999)","(31.0, 260.0, 99.05882352941177)","(26.0, 180.0, 155.33333333333334)","(61.0, 550.0, 495.55555555555554)","(3.0, 3.15, 3.1222222222222222)","(9.0, 21.0, 19.371428571428574)","(1.95, 3.25, 2.59)"
05-01-2023 14:33:47.871226,"(4.0, 9.2, 7.699999999999999)","(31.0, 260.0, 99.05882352941177)","(26.0, 180.0, 155.33333333333334)","(61.0, 550.0, 495.55555555555554)","(3.0, 3.15, 3.1222222222222222)","(9.0, 21.0, 19.371428571428574)","(1.95, 3.25, 2.7649999999999997)"
05-01-2023 14:33:49.119152,"(4.0, 9.2, 7.699999999999999)","(31.0, 260.0, 99.05882352941177)","(26.0, 180.0, 155.33333333333334)","(61.0, 550.0, 495.55555555555554)","(3.0, 3.15, 3.1222222222222222)","(9.0, 21.0, 19.371428571428574)","(1.95, 3.25, 2.7649999999999997)"
05-01-2023 14:33:50.269644,"(4.0, 9.2, 7.4399999999999995)","(31.0, 260.0, 99.05882352941177)","(26.0, 180.0, 155.33333333333334)","(61.0, 550.0, 495.55555555555554)","(3.0, 3.15, 3.1222222222222222)","(9.0, 21.0, 19.371428571428574)","(1.95, 3.25, 2.715)"
05-01-2023 14:33:51.451885,"(4.0, 9.2, 7.4399999999999995)","(31.0, 260.0, 99.05882352941177)","(26.0, 180.0, 155.33333333333334)","(61.0, 550.0, 495.55555555555554)","(3.0, 3.15, 3.1222222222222222)","(9.0, 21.0, 19.371428571428574)","(1.95, 3.15, 2.473333333333333)"
05-01-2023 14:33:52.632984,"(4.0, 9.2, 7.4399999999999995)","(31.0, 260.0, 99.05882352941177)","(26.0, 180.0, 155.33333333333334)","(61.0, 550.0, 495.55555555555554)","(3.0, 3.15, 3.1222222222222222)","(9.0, 21.0, 19.371428571428574)","(1.95, 3.15, 2.473333333333333)"
05-01-2023 14:33:53.810320,"(4.0, 9.2, 7.4399999999999995)","(31.0, 260.0, 99.05882352941177)","(26.0, 180.0, 155.33333333333334)","(61.0, 550.0, 495.55555555555554)","(3.0, 3.15, 3.1222222222222222)","(9.0, 21.0, 19.371428571428574)","(1.95, 3.15, 2.473333333333333)"
05-01-2023 14:33:54.949063,"(4.0, 9.2, 7.4399999999999995)","(31.0, 260.0, 99.05882352941177)","(26.0, 180.0, 155.33333333333334)","(61.0, 550.0, 495.55555555555554)","(3.0, 3.15, 3.1222222222222222)","(9.0, 21.0, 19.371428571428574)","(1.95, 3.15, 2.473333333333333)"
05-01-2023 14:33:56.049884,"(4.0, 9.2, 7.4399999999999995)","(31.0, 260.0, 99.05882352941177)","(26.0, 180.0, 155.33333333333334)","(61.0, 550.0, 495.55555555555554)","(3.0, 3.15, 3.1222222222222222)","(9.0, 21.0, 19.371428571428574)","(1.95, 3.15, 2.473333333333333)"
05-01-2023 14:33:57.105701,"(4.0, 9.2, 7.4399999999999995)","(31.0, 260.0, 99.05882352941177)","(26.0, 180.0, 155.33333333333334)","(61.0, 550.0, 495.55555555555554)","(3.0, 3.15, 3.0707317073170732)","(9.0, 21.0, 19.371428571428574)","(1.95, 3.15, 2.473333333333333)"
05-01-2023 14:33:58.171399,"(4.0, 9.2, 7.4399999999999995)","(31.0, 260.0, 99.05882352941177)","(26.0, 180.0, 155.33333333333334)","(61.0, 550.0, 495.55555555555554)","(3.0, 3.1, 3.0707317073170732)","(9.0, 21.0, 19.371428571428574)","(1.95, 3.15, 2.473333333333333)"
05-01-2023 14:33:59.287490,"(4.0, 9.2, 7.4399999999999995)","(31.0, 260.0, 99.05882352941177)","(26.0, 180.0, 155.33333333333334)","(61.0, 550.0, 495.55555555555554)","(3.0, 3.1, 3.0707317073170732)","(9.0, 21.0, 19.371428571428574)","(1.95, 3.15, 2.715)"
05-01-2023 14:34:00.424491,"(4.0, 9.2, 7.4399999999999995)","(31.0, 260.0, 99.05882352941177)","(26.0, 180.0, 155.33333333333334)","(61.0, 550.0, 495.55555555555554)","(3.0, 3.1, 3.0707317073170732)","(9.0, 21.0, 19.371428571428574)","(1.95, 3.15, 2.715)"
05-01-2023 14:34:01.573468,"(4.0, 9.2, 7.4399999999999995)","(31.0, 260.0, 99.05882352941177)","(26.0, 180.0, 155.33333333333334)","(61.0, 550.0, 495.55555555555554)","(3.0, 3.1, 3.0707317073170732)","(9.0, 21.0, 19.371428571428574)","(1.95, 3.15, 2.715)"
05-01-2023 14:34:02.822018,"(4.0, 9.2, 7.4399999999999995)","(31.0, 260.0, 99.05882352941177)","(26.0, 180.0, 155.33333333333334)","(61.0, 550.0, 495.55555555555554)","(3.0, 3.1, 3.0707317073170732)","(9.0, 21.0, 19.371428571428574)","(1.95, 3.15, 2.715)"
05-01-2023 14:34:03.892962,"(4.0, 9.2, 7.4399999999999995)","(31.0, 260.0, 99.05882352941177)","(26.0, 180.0, 155.33333333333334)","(61.0, 550.0, 495.55555555555554)","(3.0, 3.1, 3.0707317073170732)","(9.0, 21.0, 19.371428571428574)","(1.95, 3.15, 2.715)"
05-01-2023 14:34:04.976081,"(4.0, 9.2, 7.4399999999999995)","(31.0, 260.0, 99.05882352941177)","(26.0, 180.0, 155.33333333333334)","(61.0, 550.0, 495.55555555555554)","(3.0, 3.1, 3.0707317073170732)","(9.0, 21.0, 19.371428571428574)","(1.95, 3.15, 2.715)"
05-01-2023 14:34:06.092089,"(4.0, 9.2, 7.4399999999999995)","(31.0, 260.0, 99.05882352941177)","(26.0, 180.0, 155.33333333333334)","(61.0, 550.0, 495.55555555555554)","(3.0, 3.1, 3.0707317073170732)","(9.0, 21.0, 19.371428571428574)","(1.95, 3.15, 2.7)"
05-01-2023 14:34:07.165269,"(4.0, 9.2, 7.4399999999999995)","(31.0, 260.0, 99.05882352941177)","(26.0, 180.0, 155.33333333333334)","(61.0, 550.0, 495.55555555555554)","(3.0, 3.1, 3.0707317073170732)","(9.0, 21.0, 19.371428571428574)","(1.95, 3.1, 2.9)"
05-01-2023 14:34:08.229143,"(4.0, 9.2, 7.4399999999999995)","(31.0, 260.0, 99.05882352941177)","(26.0, 180.0, 155.33333333333334)","(61.0, 550.0, 495.55555555555554)","(3.0, 3.1, 3.0707317073170732)","(9.0, 21.0, 19.371428571428574)","(1.95, 3.05, 2.9)"
05-01-2023 14:34:09.390301,"(4.0, 9.2, 7.4399999999999995)","(31.0, 260.0, 99.05882352941177)","(26.0, 180.0, 155.33333333333334)","(61.0, 550.0, 495.55555555555554)","(3.0, 3.1, 3.0707317073170732)","(9.0, 21.0, 19.371428571428574)","(1.95, 3.05, 2.8066666666666666)"
05-01-2023 14:34:10.450581,"(4.0, 9.2, 7.4399999999999995)","(31.0, 260.0, 99.05882352941177)","(26.0, 180.0, 155.33333333333334)","(61.0, 550.0, 495.55555555555554)","(3.0, 3.1, 3.0707317073170732)","(9.0, 21.0, 19.371428571428574)","(1.95, 3.05, 2.6849999999999996)"
05-01-2023 14:34:11.553475,"(4.0, 9.2, 7.4399999999999995)","(31.0, 260.0, 99.05882352941177)","(26.0, 180.0, 155.33333333333334)","(61.0, 550.0, 495.55555555555554)","(3.0, 3.1, 3.0707317073170732)","(9.0, 21.0, 19.371428571428574)","(1.95, 3.05, 2.6849999999999996)"
05-01-2023 14:34:12.731725,"(4.0, 9.2, 7.4399999999999995)","(31.0, 260.0, 99.05882352941177)","(26.0, 180.0, 155.33333333333334)","(61.0, 550.0, 495.55555555555554)","(3.0, 3.1, 3.0707317073170732)","(9.0, 21.0, 19.371428571428574)","(1.95, 3.05, 2.6849999999999996)"
05-01-2023 14:34:13.861473,"(4.0, 9.2, 7.4399999999999995)","(31.0, 260.0, 99.05882352941177)","(26.0, 180.0, 155.33333333333334)","(61.0, 550.0, 495.55555555555554)","(3.0, 3.1, 3.0707317073170732)","(9.0, 21.0, 19.371428571428574)","(1.95, 3.05, 2.8737931034482758)"
05-01-2023 14:34:14.954184,"(4.0, 9.2, 7.4399999999999995)","(31.0, 260.0, 99.05882352941177)","(26.0, 180.0, 155.33333333333334)","(61.0, 550.0, 495.55555555555554)","(3.0, 3.1, 3.0707317073170732)","(9.0, 21.0, 19.371428571428574)","(1.95, 3.05, 2.9376923076923074)"
05-01-2023 14:34:16.143393,"(4.0, 9.2, 7.4399999999999995)","(31.0, 260.0, 99.05882352941177)","(26.0, 180.0, 155.33333333333334)","(61.0, 550.0, 495.55555555555554)","(3.0, 3.1, 3.0707317073170732)","(9.0, 21.0, 19.371428571428574)","(1.95, 3.05, 2.514)"
05-01-2023 14:34:17.246687,"(4.0, 9.2, 7.4399999999999995)","(31.0, 260.0, 99.05882352941177)","(26.0, 180.0, 155.33333333333334)","(61.0, 550.0, 495.55555555555554)","(3.0, 3.1, 3.0707317073170732)","(9.0, 21.0, 19.371428571428574)","(1.95, 3.05, 2.514)"
05-01-2023 14:34:18.449145,"(4.0, 9.2, 7.4399999999999995)","(31.0, 260.0, 99.05882352941177)","(26.0, 180.0, 155.33333333333334)","(61.0, 550.0, 495.55555555555554)","(3.0, 3.1, 3.0707317073170732)","(9.0, 21.0, 19.371428571428574)","(1.95, 3.05, 2.514)"
05-01-2023 14:34:19.750452,"(4.0, 9.2, 7.4399999999999995)","(31.0, 260.0, 99.05882352941177)","(26.0, 180.0, 155.33333333333334)","(61.0, 550.0, 495.55555555555554)","(3.0, 3.1, 3.0707317073170732)","(9.0, 21.0, 19.371428571428574)","(1.95, 3.05, 2.514)"
05-01-2023 14:34:20.820256,"(4.0, 9.2, 7.4399999999999995)","(31.0, 260.0, 99.05882352941177)","(26.0, 180.0, 155.33333333333334)","(61.0, 550.0, 495.55555555555554)","(3.0, 3.1, 3.0707317073170732)","(9.0, 21.0, 19.371428571428574)","(1.95, 3.05, 2.514)"
05-01-2023 14:34:21.935248,"(4.0, 9.2, 7.4399999999999995)","(31.0, 260.0, 99.05882352941177)","(26.0, 180.0, 155.33333333333334)","(61.0, 550.0, 495.55555555555554)","(3.0, 3.1, 3.0707317073170732)","(9.0, 21.0, 19.371428571428574)","(1.95, 3.05, 2.514)"
05-01-2023 14:34:23.120501,"(4.0, 9.2, 7.4399999999999995)","(31.0, 260.0, 99.05882352941177)","(26.0, 180.0, 155.33333333333334)","(61.0, 550.0, 495.55555555555554)","(3.0, 3.1, 3.0707317073170732)","(9.0, 21.0, 19.371428571428574)","(1.95, 3.05, 2.514)"
05-01-2023 14:34:24.133175,"(4.0, 9.2, 7.4399999999999995)","(31.0, 260.0, 99.05882352941177)","(26.0, 180.0, 155.33333333333334)","(61.0, 550.0, 495.55555555555554)","(3.0, 3.1, 3.0707317073170732)","(9.0, 21.0, 19.371428571428574)","(1.95, 3.05, 2.514)"
05-01-2023 14:34:25.220640,"(4.0, 9.2, 7.4399999999999995)","(31.0, 260.0, 99.05882352941177)","(26.0, 180.0, 155.33333333333334)","(61.0, 550.0, 495.55555555555554)","(3.0, 3.1, 3.0707317073170732)","(9.0, 21.0, 19.371428571428574)","(1.95, 3.05, 2.514)"
05-01-2023 14:34:26.345809,"(4.0, 9.2, 7.4399999999999995)","(31.0, 260.0, 99.05882352941177)","(26.0, 180.0, 155.33333333333334)","(61.0, 550.0, 495.55555555555554)","(3.0, 3.1, 3.0707317073170732)","(9.0, 21.0, 19.371428571428574)","(1.95, 3.05, 2.514)"
05-01-2023 14:34:27.362474,"(4.0, 9.8, 7.800000000000001)","(31.0, 320.0, 237.71428571428572)","(26.0, 180.0, 155.33333333333334)","(61.0, 550.0, 495.55555555555554)","(3.0, 3.1, 3.1222222222222222)","(9.0, 21.0, 19.371428571428574)","(1.95, 3.05, 2.514)"
05-01-2023 14:34:28.358243,"(4.0, 9.8, 7.800000000000001)","(31.0, 320.0, 162.9090909090909)","(26.0, 180.0, 155.33333333333334)","(61.0, 550.0, 495.55555555555554)","(3.0, 3.15, 3.1222222222222222)","(9.0, 21.0, 19.371428571428574)","(1.95, 3.05, 2.514)"
