,Micajah,Oak Hill Lg,Wise Guy,Grief,Bet Again,Hostile Afleet
16-12-2022 10:16:50.747442,"(1.75, 1.93, 1.9124078624078624)","(5.0, 6.0, 5.985)","(10.0, 15.0, 14.5)","(6.0, 7.0, 6.96)","(17.0, 29.0, 28.36842105263158)","(10.0, 17.5, 16.68181818181818)"
16-12-2022 10:16:51.657792,"(1.75, 1.93, 1.9122604422604421)","(5.0, 6.0, 5.985)","(10.0, 15.0, 14.5)","(6.0, 7.0, 6.96)","(17.0, 34.0, 28.375)","(10.0, 17.5, 16.68181818181818)"
16-12-2022 10:16:52.624289,"(1.75, 1.92, 1.9105263157894736)","(5.0, 6.0, 5.92)","(10.0, 15.0, 14.5)","(6.0, 7.0, 6.96)","(17.0, 34.0, 29.833333333333336)","(10.0, 17.5, 16.68181818181818)"
16-12-2022 10:16:53.620016,"(1.75, 1.92, 1.916)","(5.0, 6.0, 5.92)","(10.0, 15.0, 14.5)","(6.0, 7.0, 6.96)","(17.0, 34.0, 29.416666666666664)","(10.0, 17.5, 16.428571428571427)"
16-12-2022 10:16:54.569581,"(1.75, 1.92, 1.9126315789473682)","(5.0, 6.0, 5.84)","(10.0, 15.0, 14.375)","(6.0, 7.0, 6.96)","(17.0, 34.0, 32.625)","(10.0, 17.5, 16.428571428571427)"
16-12-2022 10:16:55.453477,"(1.75, 1.92, 1.9177358490566037)","(5.0, 6.0, 5.92)","(10.0, 15.0, 14.375)","(6.0, 7.0, 6.96)","(17.0, 32.0, 30.875)","(10.0, 17.5, 16.428571428571427)"
16-12-2022 10:16:56.339842,"(1.75, 1.93, 1.910752688172043)","(5.0, 6.0, 5.92)","(10.0, 15.0, 14.375)","(6.0, 7.0, 6.96)","(17.0, 32.0, 30.714285714285715)","(10.0, 17.5, 16.428571428571427)"
16-12-2022 10:16:57.263888,"(1.75, 1.93, 1.9042618384401113)","(5.0, 6.0, 5.933333333333334)","(10.0, 15.0, 14.444444444444445)","(6.0, 7.4, 7.05)","(17.0, 32.0, 31.18181818181818)","(10.0, 17.5, 16.428571428571427)"
16-12-2022 10:16:58.187415,"(1.75, 1.93, 1.9048571428571428)","(5.0, 6.0, 5.933333333333334)","(10.0, 15.0, 14.444444444444445)","(6.0, 7.4, 7.05)","(17.0, 32.0, 31.18181818181818)","(10.0, 17.5, 16.428571428571427)"
16-12-2022 10:16:59.082480,"(1.75, 1.92, 1.9183333333333332)","(5.0, 6.0, 5.933333333333334)","(10.0, 15.0, 14.411764705882353)","(6.0, 7.6, 7.3)","(17.0, 32.0, 31.18181818181818)","(10.0, 17.5, 16.68181818181818)"
16-12-2022 10:16:59.968877,"(1.75, 1.93, 1.9031889763779526)","(5.0, 6.0, 5.85)","(10.0, 15.0, 14.411764705882353)","(6.0, 7.6, 7.3)","(17.0, 32.0, 29.0)","(10.0, 17.5, 16.68181818181818)"
16-12-2022 10:17:00.882014,"(1.75, 1.94, 1.9333333333333333)","(5.0, 6.0, 5.85)","(10.0, 15.0, 14.375)","(6.0, 7.6, 7.3)","(17.0, 32.0, 28.285714285714285)","(10.0, 17.5, 16.68181818181818)"
16-12-2022 10:17:01.819501,"(1.75, 1.94, 1.931111111111111)","(5.0, 6.0, 5.85)","(10.0, 15.0, 14.23076923076923)","(6.0, 7.6, 7.3)","(17.0, 30.0, 29.454545454545453)","(10.0, 17.5, 16.75)"
16-12-2022 10:17:02.776147,"(1.75, 1.95, 1.9218965517241378)","(5.0, 6.0, 5.85)","(10.0, 15.0, 14.5)","(6.0, 7.4, 7.153846153846154)","(18.0, 30.0, 29.454545454545453)","(11.0, 17.5, 15.4)"
16-12-2022 10:17:03.708727,"(1.75, 1.94, 1.93)","(5.0, 6.0, 5.85)","(10.0, 15.0, 14.526315789473685)","(6.0, 7.4, 7.153846153846154)","(18.0, 32.0, 30.095238095238095)","(11.0, 16.5, 15.464285714285714)"
16-12-2022 10:17:04.558890,"(1.75, 1.94, 1.9375)","(5.0, 6.2, 5.910344827586207)","(10.0, 15.0, 14.526315789473685)","(6.0, 7.4, 7.181818181818182)","(18.0, 36.0, 33.14285714285714)","(11.0, 16.0, 15.464285714285714)"
16-12-2022 10:17:05.497260,"(1.75, 1.94, 1.9375)","(5.0, 6.0, 5.92)","(10.0, 15.0, 14.526315789473685)","(6.0, 7.4, 7.181818181818182)","(18.0, 36.0, 30.5)","(11.0, 16.0, 15.464285714285714)"
16-12-2022 10:17:06.423287,"(1.75, 1.94, 1.9375)","(5.0, 6.0, 5.92)","(10.0, 15.0, 14.526315789473685)","(6.0, 7.4, 7.181818181818182)","(18.0, 36.0, 33.14285714285714)","(11.0, 16.0, 15.464285714285714)"
16-12-2022 10:17:07.388338,"(1.75, 1.94, 1.9240425531914893)","(5.0, 6.0, 5.92)","(10.0, 15.0, 14.55)","(6.0, 7.2, 7.0814814814814815)","(18.0, 36.0, 33.14285714285714)","(11.0, 16.0, 15.464285714285714)"
16-12-2022 10:17:08.409049,"(1.75, 1.94, 1.9257142857142857)","(5.0, 6.0, 5.92)","(10.0, 15.0, 14.55)","(6.0, 7.2, 7.0814814814814815)","(18.0, 36.0, 33.14285714285714)","(11.0, 16.0, 15.464285714285714)"
16-12-2022 10:17:09.335283,"(1.75, 1.94, 1.9267256637168142)","(5.0, 6.2, 5.804166666666667)","(10.0, 15.0, 14.55)","(6.0, 7.2, 6.965217391304348)","(18.0, 36.0, 33.14285714285714)","(11.0, 16.0, 15.464285714285714)"
16-12-2022 10:17:10.181591,"(1.75, 1.94, 1.9285393258426966)","(5.0, 6.2, 5.804166666666667)","(10.0, 15.0, 14.55)","(6.0, 7.2, 6.965217391304348)","(18.0, 36.0, 33.14285714285714)","(11.0, 16.0, 15.464285714285714)"
16-12-2022 10:17:11.095543,"(1.75, 1.94, 1.932258064516129)","(5.0, 6.2, 5.893548387096774)","(10.0, 15.0, 14.55)","(6.0, 7.2, 6.92)","(18.0, 36.0, 29.125)","(11.0, 16.0, 15.464285714285714)"
16-12-2022 10:17:11.997959,"(1.75, 1.94, 1.9346153846153846)","(5.0, 6.2, 5.92)","(10.0, 15.0, 14.357142857142858)","(6.0, 7.2, 6.92)","(18.0, 36.0, 31.76923076923077)","(11.0, 16.0, 15.464285714285714)"
16-12-2022 10:17:12.900022,"(1.75, 1.94, 1.938095238095238)","(5.0, 6.2, 5.92)","(10.0, 15.0, 14.181818181818182)","(6.0, 7.0, 6.984615384615385)","(18.0, 34.0, 32.2)","(11.0, 16.0, 15.464285714285714)"
16-12-2022 10:17:13.887356,"(1.75, 1.94, 1.9302702702702703)","(5.0, 6.2, 5.92)","(10.0, 15.0, 14.181818181818182)","(6.0, 7.0, 6.92)","(18.0, 34.0, 32.2)","(11.0, 16.0, 15.464285714285714)"
16-12-2022 10:17:14.826887,"(1.75, 1.94, 1.9358333333333333)","(5.0, 6.2, 5.92)","(10.0, 14.0, 13.8)","(6.0, 7.2, 6.92)","(18.0, 34.0, 32.2)","(11.0, 16.0, 15.464285714285714)"
16-12-2022 10:17:15.759287,"(1.75, 1.94, 1.9393548387096773)","(5.0, 6.2, 5.92)","(10.0, 14.0, 13.8)","(6.0, 7.2, 6.92)","(18.0, 34.0, 32.2)","(11.0, 16.0, 15.464285714285714)"
16-12-2022 10:17:16.714294,"(1.75, 1.95, 1.9443243243243242)","(5.0, 6.2, 5.92)","(10.0, 14.0, 13.8)","(6.0, 7.2, 6.92)","(18.0, 34.0, 31.0)","(11.0, 16.0, 15.464285714285714)"
16-12-2022 10:17:17.664200,"(1.75, 1.95, 1.9441666666666666)","(5.0, 6.2, 5.966666666666667)","(10.0, 14.0, 13.8)","(6.0, 7.2, 6.92)","(18.0, 34.0, 31.0)","(11.0, 16.0, 15.464285714285714)"
16-12-2022 10:17:18.598904,"(1.75, 1.95, 1.948)","(5.0, 6.2, 5.966666666666667)","(10.0, 14.0, 13.8)","(6.0, 7.2, 6.870588235294117)","(18.0, 34.0, 31.0)","(11.0, 16.0, 15.464285714285714)"
16-12-2022 10:17:19.484513,"(1.75, 1.95, 1.9463636363636363)","(5.0, 6.2, 5.966666666666667)","(10.0, 14.0, 13.8)","(6.0, 7.2, 6.870588235294117)","(18.0, 34.0, 31.0)","(11.0, 16.0, 15.0625)"
16-12-2022 10:17:20.352849,"(1.75, 1.95, 1.9366666666666665)","(5.0, 6.2, 5.92)","(10.0, 14.0, 13.76923076923077)","(6.0, 7.2, 6.870588235294117)","(18.0, 34.0, 31.0)","(11.0, 16.0, 15.615384615384615)"
16-12-2022 10:17:21.263502,"(1.75, 1.95, 1.9366666666666665)","(5.0, 6.2, 5.92)","(10.0, 14.0, 13.76923076923077)","(6.0, 7.2, 6.870588235294117)","(18.0, 34.0, 31.88235294117647)","(11.0, 16.0, 15.615384615384615)"
16-12-2022 10:17:22.210902,"(1.75, 1.95, 1.9366666666666665)","(5.0, 6.2, 6.0600000000000005)","(10.0, 14.0, 13.76923076923077)","(6.0, 7.2, 6.870588235294117)","(18.0, 34.0, 31.88235294117647)","(11.0, 16.0, 15.615384615384615)"
16-12-2022 10:17:23.130416,"(1.75, 1.95, 1.9366666666666665)","(5.0, 6.0, 5.88)","(10.0, 14.0, 13.90909090909091)","(6.0, 7.2, 6.870588235294117)","(18.0, 34.0, 31.88235294117647)","(11.0, 16.0, 15.615384615384615)"
16-12-2022 10:17:24.034921,"(1.75, 1.95, 1.9266666666666665)","(5.0, 6.2, 5.984615384615385)","(10.0, 14.0, 13.90909090909091)","(6.0, 7.2, 6.870588235294117)","(18.0, 34.0, 31.88235294117647)","(11.0, 16.0, 15.615384615384615)"
16-12-2022 10:17:24.899537,"(1.75, 1.95, 1.935)","(5.0, 6.2, 5.933333333333334)","(10.0, 14.0, 13.90909090909091)","(6.0, 7.2, 6.870588235294117)","(18.0, 34.0, 31.88235294117647)","(11.0, 16.0, 15.615384615384615)"
16-12-2022 10:17:25.796159,"(1.75, 1.95, 1.9457142857142857)","(5.0, 6.2, 5.933333333333334)","(10.0, 14.0, 13.90909090909091)","(6.0, 7.2, 6.870588235294117)","(18.0, 34.0, 31.88235294117647)","(11.0, 16.0, 15.615384615384615)"
16-12-2022 10:17:26.758407,"(1.75, 1.95, 1.9337837837837837)","(5.0, 6.2, 5.933333333333334)","(10.0, 14.0, 13.90909090909091)","(6.0, 7.2, 6.870588235294117)","(18.0, 34.0, 31.88235294117647)","(11.0, 17.0, 16.045454545454547)"
16-12-2022 10:17:27.734276,"(1.75, 1.95, 1.935)","(5.0, 6.2, 5.933333333333334)","(10.0, 14.0, 13.916666666666666)","(6.0, 6.8, 6.733333333333333)","(18.0, 34.0, 31.88235294117647)","(11.0, 17.0, 16.045454545454547)"
16-12-2022 10:17:28.693790,"(1.75, 1.95, 1.94)","(5.0, 6.2, 5.933333333333334)","(10.0, 14.0, 13.916666666666666)","(6.0, 6.8, 6.733333333333333)","(18.0, 34.0, 31.88235294117647)","(11.0, 17.0, 15.833333333333334)"
16-12-2022 10:17:29.658352,"(1.75, 1.95, 1.9317647058823528)","(5.0, 6.2, 5.933333333333334)","(10.0, 14.0, 13.916666666666666)","(6.0, 6.8, 6.7176470588235295)","(18.0, 34.0, 31.88235294117647)","(11.0, 17.0, 15.833333333333334)"
16-12-2022 10:17:30.616833,"(1.75, 1.93, 1.929622641509434)","(5.0, 6.2, 5.947368421052632)","(10.0, 14.0, 13.916666666666666)","(6.0, 6.8, 6.637735849056604)","(18.0, 34.0, 31.88235294117647)","(11.0, 17.0, 15.833333333333334)"
16-12-2022 10:17:31.621893,"(1.75, 1.93, 1.929622641509434)","(5.0, 6.2, 5.947368421052632)","(10.0, 14.5, 13.966666666666667)","(6.0, 6.8, 6.616666666666666)","(18.0, 34.0, 31.88235294117647)","(11.0, 17.0, 16.6)"
16-12-2022 10:17:32.543690,"(1.75, 1.93, 1.9226086956521737)","(5.0, 6.2, 6.0285714285714285)","(10.0, 14.5, 13.966666666666667)","(6.0, 6.8, 6.616666666666666)","(18.0, 34.0, 31.88235294117647)","(11.0, 17.0, 16.6)"
16-12-2022 10:17:33.543124,"(1.75, 1.93, 1.9216)","(5.0, 6.2, 6.1)","(10.0, 14.5, 13.78)","(6.0, 6.8, 6.609999999999999)","(18.0, 34.0, 31.88235294117647)","(11.0, 17.0, 16.6)"
16-12-2022 10:17:34.441401,"(1.75, 1.93, 1.9254838709677418)","(5.0, 6.2, 6.1)","(10.0, 14.5, 13.78)","(6.0, 6.8, 6.609999999999999)","(18.0, 34.0, 31.88235294117647)","(11.0, 17.0, 16.6)"
16-12-2022 10:17:35.372429,"(1.75, 1.93, 1.9233333333333333)","(5.0, 6.2, 6.088888888888889)","(10.0, 14.5, 13.705882352941176)","(6.0, 6.8, 6.609302325581395)","(18.0, 34.0, 31.88235294117647)","(11.0, 17.5, 17.045454545454547)"
16-12-2022 10:17:36.280780,"(1.75, 1.93, 1.922)","(5.0, 6.2, 6.066666666666666)","(10.0, 14.5, 13.705882352941176)","(6.0, 6.8, 6.609302325581395)","(18.0, 34.0, 32.8)","(11.0, 17.5, 17.045454545454547)"
16-12-2022 10:17:37.298168,"(1.75, 1.93, 1.9288888888888889)","(5.0, 5.9, 5.8625)","(10.0, 14.5, 13.705882352941176)","(6.0, 6.8, 6.609302325581395)","(18.0, 34.0, 32.8)","(11.0, 17.5, 17.045454545454547)"
16-12-2022 10:17:38.328478,"(1.75, 1.94, 1.9210695187165774)","(5.0, 6.2, 6.010526315789473)","(10.0, 14.5, 13.705882352941176)","(6.0, 6.8, 6.609302325581395)","(18.0, 34.0, 32.8)","(11.0, 17.5, 17.045454545454547)"
16-12-2022 10:17:39.343281,"(1.75, 1.94, 1.9105753424657534)","(5.0, 6.2, 6.010526315789473)","(10.0, 14.5, 13.705882352941176)","(6.0, 6.8, 6.609302325581395)","(18.0, 34.0, 29.642857142857142)","(11.0, 17.5, 15.857142857142858)"
16-12-2022 10:17:40.325131,"(1.75, 1.93, 1.9173684210526316)","(5.0, 6.2, 6.08235294117647)","(10.0, 14.5, 13.681818181818182)","(6.0, 6.8, 6.609302325581395)","(18.0, 30.0, 29.642857142857142)","(11.0, 17.0, 15.8)"
16-12-2022 10:17:41.248964,"(1.75, 1.93, 1.9126415094339622)","(5.0, 6.2, 6.113043478260869)","(10.0, 14.5, 13.681818181818182)","(6.0, 6.8, 6.609302325581395)","(18.0, 30.0, 30.310344827586206)","(11.0, 17.0, 15.8)"
16-12-2022 10:17:42.228103,"(1.75, 1.93, 1.921320754716981)","(5.0, 6.2, 6.1)","(10.0, 14.5, 13.681818181818182)","(6.0, 7.0, 6.68780487804878)","(18.0, 32.0, 30.310344827586206)","(11.0, 17.0, 15.8)"
16-12-2022 10:17:43.224108,"(1.75, 1.93, 1.9219444444444445)","(5.0, 6.2, 6.1)","(10.0, 14.5, 13.681818181818182)","(6.0, 7.0, 6.68780487804878)","(18.0, 32.0, 30.310344827586206)","(11.0, 17.0, 15.8)"
16-12-2022 10:17:44.239757,"(1.75, 1.93, 1.9221875)","(5.0, 6.2, 6.05)","(10.0, 14.5, 13.681818181818182)","(6.0, 7.0, 6.68780487804878)","(18.0, 32.0, 30.310344827586206)","(11.0, 17.0, 15.8)"
16-12-2022 10:17:45.227955,"(1.75, 1.93, 1.91875)","(5.0, 6.2, 6.05)","(10.0, 14.5, 13.75)","(6.0, 7.0, 6.75)","(18.0, 32.0, 29.782608695652172)","(11.0, 17.0, 15.8)"
16-12-2022 10:17:46.143674,"(1.75, 1.93, 1.9215384615384614)","(5.0, 6.2, 6.066666666666666)","(10.0, 14.5, 13.75)","(6.0, 6.8, 6.75)","(18.0, 30.0, 29.782608695652172)","(11.0, 17.0, 15.8)"
16-12-2022 10:17:47.076159,"(1.75, 1.93, 1.9217142857142857)","(5.0, 6.2, 6.05)","(10.0, 14.5, 13.75)","(6.0, 7.0, 6.68780487804878)","(18.0, 30.0, 29.782608695652172)","(11.0, 17.0, 15.8)"
16-12-2022 10:17:48.099294,"(1.75, 1.93, 1.921875)","(5.0, 6.2, 6.065)","(10.0, 14.5, 13.75)","(6.0, 7.0, 6.654237288135594)","(18.0, 30.0, 29.791666666666668)","(11.0, 17.0, 15.8)"
16-12-2022 10:17:49.119047,"(1.75, 1.93, 1.9212)","(5.0, 6.2, 6.111764705882353)","(10.0, 14.5, 13.75)","(6.0, 7.0, 6.71875)","(18.0, 30.0, 29.4)","(11.0, 17.0, 15.8)"
16-12-2022 10:17:50.221144,"(1.75, 1.93, 1.9216129032258065)","(5.0, 6.2, 6.1230769230769235)","(10.0, 14.5, 13.75)","(6.0, 7.0, 6.636363636363636)","(18.0, 30.0, 29.82142857142857)","(11.0, 17.0, 15.8)"
16-12-2022 10:17:51.207066,"(1.75, 1.93, 1.9242168674698794)","(5.0, 6.2, 6.1230769230769235)","(10.0, 14.5, 13.75)","(6.0, 6.8, 6.634782608695652)","(18.0, 30.0, 29.642857142857142)","(11.0, 17.0, 15.8)"
16-12-2022 10:17:52.153916,"(1.75, 1.93, 1.9202040816326529)","(5.0, 6.2, 6.1230769230769235)","(10.0, 14.5, 13.75)","(6.0, 6.8, 6.554838709677419)","(18.0, 30.0, 29.642857142857142)","(11.0, 17.0, 15.8)"
16-12-2022 10:17:53.103333,"(1.75, 1.93, 1.9202040816326529)","(5.0, 6.2, 6.1230769230769235)","(10.0, 14.5, 13.75)","(6.0, 6.8, 6.554838709677419)","(18.0, 30.0, 29.333333333333332)","(11.0, 17.0, 15.8)"
16-12-2022 10:17:54.079521,"(1.75, 1.93, 1.9165671641791044)","(5.0, 6.2, 6.1230769230769235)","(10.0, 14.5, 13.75)","(6.0, 6.8, 6.56969696969697)","(18.0, 30.0, 29.333333333333332)","(11.0, 17.0, 15.8)"
16-12-2022 10:17:55.089553,"(1.75, 1.92, 1.9143478260869564)","(5.0, 6.2, 6.1230769230769235)","(10.0, 14.5, 13.75)","(6.0, 6.8, 6.56969696969697)","(18.0, 30.0, 29.333333333333332)","(11.0, 17.0, 15.8)"
16-12-2022 10:17:56.080457,"(1.75, 1.92, 1.9138095238095236)","(5.0, 6.2, 6.1230769230769235)","(10.0, 14.5, 13.75)","(6.0, 6.8, 6.537142857142857)","(18.0, 30.0, 28.6)","(11.0, 17.0, 15.8)"
16-12-2022 10:17:57.101756,"(1.75, 1.97, 1.967720207253886)","(5.0, 6.2, 6.1)","(10.0, 14.5, 13.666666666666666)","(6.0, 6.8, 6.58)","(18.0, 29.0, 28.6)","(11.0, 17.0, 16.26)"
16-12-2022 10:17:58.146647,"(1.75, 1.99, 1.9876595744680852)","(5.0, 6.2, 6.105882352941177)","(10.0, 14.0, 13.607142857142858)","(6.0, 6.6, 6.58)","(18.0, 29.0, 28.6)","(11.0, 16.5, 15.705882352941176)"
16-12-2022 10:17:59.177299,"(1.75, 1.99, 1.9773076923076922)","(5.0, 6.2, 6.105882352941177)","(10.0, 14.0, 13.607142857142858)","(6.0, 6.6, 6.58)","(18.0, 29.0, 28.6)","(11.0, 16.0, 15.615384615384615)"
16-12-2022 10:18:00.208879,"(1.75, 1.99, 1.9782142857142857)","(5.0, 6.2, 6.105882352941177)","(10.0, 14.0, 13.575)","(6.0, 6.6, 6.58)","(18.0, 29.0, 28.5)","(11.0, 16.0, 15.615384615384615)"
16-12-2022 10:18:01.220617,"(1.75, 1.99, 1.9826666666666666)","(5.0, 6.2, 6.105882352941177)","(10.0, 14.0, 13.575)","(6.0, 6.6, 6.683870967741935)","(18.0, 29.0, 27.428571428571427)","(11.0, 16.0, 15.5)"
16-12-2022 10:18:02.294445,"(1.75, 1.99, 1.9734042553191489)","(5.0, 6.2, 6.12)","(10.0, 14.0, 13.527777777777779)","(6.0, 6.8, 6.7957446808510635)","(18.0, 28.0, 27.428571428571427)","(12.0, 16.0, 15.5)"
16-12-2022 10:18:03.218988,"(1.75, 1.99, 1.975)","(5.0, 6.2, 6.04)","(10.0, 14.0, 13.527777777777779)","(6.0, 7.0, 6.7957446808510635)","(18.0, 28.0, 27.428571428571427)","(12.0, 16.0, 15.5)"
16-12-2022 10:18:04.138430,"(1.75, 1.96, 1.956705882352941)","(5.0, 6.2, 6.04)","(10.0, 14.0, 13.527777777777779)","(6.0, 7.0, 6.716129032258064)","(18.0, 28.0, 27.428571428571427)","(12.0, 16.0, 15.25)"
16-12-2022 10:18:05.127745,"(1.75, 1.95, 1.9452727272727273)","(5.0, 6.2, 6.0125)","(10.0, 14.0, 13.527777777777779)","(6.0, 7.0, 6.792592592592593)","(18.0, 28.0, 31.0)","(12.0, 15.5, 15.35)"
16-12-2022 10:18:06.119525,"(1.75, 1.95, 1.9427358490566038)","(5.0, 6.2, 6.038461538461538)","(10.0, 14.0, 13.538461538461538)","(6.0, 7.0, 6.5058823529411764)","(18.0, 34.0, 31.0)","(12.0, 15.5, 15.35)"
16-12-2022 10:18:07.185963,"(1.75, 1.95, 1.9425961538461538)","(5.0, 6.2, 6.0875)","(10.0, 14.0, 13.772727272727273)","(6.0, 6.8, 6.6461538461538465)","(18.0, 34.0, 31.0)","(12.0, 15.5, 15.35)"
16-12-2022 10:18:08.212635,"(1.75, 1.95, 1.9425961538461538)","(5.0, 6.0, 5.993333333333333)","(10.0, 14.0, 13.772727272727273)","(6.0, 6.8, 6.588235294117647)","(18.0, 34.0, 31.0)","(12.0, 15.5, 15.4375)"
16-12-2022 10:18:09.246572,"(1.75, 1.95, 1.9425961538461538)","(5.0, 6.2, 5.9750000000000005)","(10.0, 14.0, 13.894736842105264)","(6.0, 6.8, 6.733333333333333)","(18.0, 34.0, 31.0)","(12.0, 15.5, 15.4375)"
16-12-2022 10:18:10.199777,"(1.75, 1.95, 1.938041237113402)","(5.0, 6.2, 6.056)","(10.0, 14.0, 13.894736842105264)","(6.0, 7.0, 6.745882352941177)","(18.0, 34.0, 31.0)","(12.0, 15.5, 15.4375)"
16-12-2022 10:18:11.206790,"(1.75, 1.95, 1.9393087557603685)","(5.0, 6.2, 6.056)","(10.0, 13.5, 13.229166666666666)","(6.0, 7.0, 6.9625)","(18.0, 34.0, 31.6)","(12.0, 15.5, 15.458333333333334)"
16-12-2022 10:18:12.242169,"(1.75, 1.95, 1.9367796610169492)","(5.0, 6.2, 6.033333333333333)","(10.0, 13.5, 13.267857142857142)","(6.0, 7.2, 6.9625)","(18.0, 34.0, 31.6)","(12.0, 15.5, 15.458333333333334)"
16-12-2022 10:18:13.243945,"(1.75, 1.95, 1.9353164556962024)","(5.0, 6.2, 6.033333333333333)","(10.0, 13.5, 13.267857142857142)","(6.0, 7.2, 6.832258064516129)","(18.0, 34.0, 31.6)","(12.0, 15.5, 15.458333333333334)"
16-12-2022 10:18:14.202216,"(1.75, 1.95, 1.932153846153846)","(5.0, 6.2, 6.024137931034483)","(10.0, 13.5, 13.267857142857142)","(6.0, 7.2, 6.832258064516129)","(18.0, 34.0, 32.0)","(12.0, 15.5, 15.466666666666667)"
16-12-2022 10:18:15.186846,"(1.75, 1.95, 1.9351851851851851)","(5.0, 6.2, 6.017857142857143)","(10.0, 13.5, 13.25925925925926)","(6.0, 7.2, 6.923809523809524)","(18.0, 34.0, 32.0)","(12.0, 15.5, 15.466666666666667)"
16-12-2022 10:18:16.181607,"(1.75, 1.94, 1.9369999999999998)","(5.0, 6.2, 5.938461538461539)","(10.0, 13.5, 13.25925925925926)","(6.0, 7.2, 6.848484848484849)","(18.0, 34.0, 31.75)","(12.0, 15.5, 15.458333333333334)"
16-12-2022 10:18:17.253312,"(1.75, 1.95, 1.9346666666666665)","(5.0, 6.2, 5.841379310344827)","(10.0, 13.5, 13.25925925925926)","(6.0, 7.2, 6.848484848484849)","(18.0, 34.0, 31.75)","(12.0, 15.5, 15.458333333333334)"
16-12-2022 10:18:18.246893,"(1.75, 1.95, 1.930672268907563)","(5.0, 6.0, 5.833333333333333)","(10.0, 13.5, 13.25925925925926)","(6.0, 7.2, 6.848484848484849)","(18.0, 34.0, 31.75)","(12.0, 16.0, 15.535714285714286)"
16-12-2022 10:18:19.133839,"(1.75, 1.95, 1.9363095238095238)","(5.0, 6.0, 5.896551724137931)","(10.0, 13.5, 13.316666666666666)","(6.0, 7.2, 6.926829268292683)","(18.0, 34.0, 32.2)","(12.0, 16.0, 15.535714285714286)"
16-12-2022 10:18:20.078033,"(1.75, 1.95, 1.9363095238095238)","(5.0, 6.0, 5.896551724137931)","(10.0, 13.5, 13.316666666666666)","(6.0, 7.2, 6.926829268292683)","(18.0, 34.0, 32.2)","(12.0, 16.0, 15.535714285714286)"
16-12-2022 10:18:21.119741,"(1.75, 1.94, 1.9345689655172413)","(5.0, 6.0, 5.955555555555556)","(10.0, 13.5, 13.316666666666666)","(6.0, 7.2, 7.083720930232558)","(18.0, 34.0, 32.2)","(12.0, 16.0, 15.535714285714286)"
16-12-2022 10:18:22.216613,"(1.75, 1.93, 1.9166666666666665)","(5.0, 6.2, 5.981818181818182)","(10.0, 13.5, 13.316666666666666)","(6.0, 7.2, 7.083720930232558)","(18.0, 34.0, 32.2)","(12.0, 16.0, 15.535714285714286)"
16-12-2022 10:18:23.267368,"(1.75, 1.93, 1.9130303030303029)","(5.0, 6.2, 5.981818181818182)","(10.0, 13.5, 13.310344827586206)","(6.0, 7.2, 7.083720930232558)","(18.0, 34.0, 32.2)","(12.0, 16.0, 15.535714285714286)"
16-12-2022 10:18:24.296933,"(1.75, 1.93, 1.9130303030303029)","(5.0, 6.2, 5.981818181818182)","(10.0, 13.5, 13.310344827586206)","(6.0, 7.2, 7.083720930232558)","(18.0, 34.0, 32.2)","(12.0, 16.0, 15.535714285714286)"
16-12-2022 10:18:25.283457,"(1.75, 1.93, 1.9148648648648647)","(5.0, 6.2, 5.981818181818182)","(10.0, 13.5, 13.310344827586206)","(6.0, 7.2, 7.083720930232558)","(18.0, 34.0, 32.2)","(12.0, 16.0, 15.535714285714286)"
16-12-2022 10:18:26.271145,"(1.75, 1.93, 1.9124999999999999)","(5.0, 6.2, 5.933333333333334)","(10.0, 13.5, 13.310344827586206)","(6.0, 7.2, 7.083720930232558)","(18.0, 34.0, 32.2)","(12.0, 16.0, 15.535714285714286)"
16-12-2022 10:18:27.282724,"(1.75, 1.93, 1.913265306122449)","(5.0, 6.2, 5.995744680851064)","(10.0, 13.5, 13.310344827586206)","(6.0, 7.2, 7.083720930232558)","(18.0, 34.0, 31.333333333333332)","(12.0, 16.0, 15.675)"
16-12-2022 10:18:28.290857,"(1.75, 1.93, 1.913265306122449)","(5.0, 6.2, 5.943589743589744)","(10.0, 13.5, 13.310344827586206)","(6.0, 7.2, 7.083720930232558)","(18.0, 32.0, 31.333333333333332)","(12.0, 16.0, 15.675)"
16-12-2022 10:18:29.204922,"(1.75, 1.93, 1.9175757575757575)","(5.0, 6.2, 5.943589743589744)","(10.0, 13.5, 13.310344827586206)","(6.0, 7.2, 7.083720930232558)","(18.0, 32.0, 31.333333333333332)","(12.0, 16.0, 15.675)"
16-12-2022 10:18:30.177134,"(1.75, 1.93, 1.9175757575757575)","(5.0, 6.2, 5.943589743589744)","(10.0, 13.5, 13.310344827586206)","(6.0, 7.2, 7.123809523809524)","(18.0, 32.0, 31.333333333333332)","(12.0, 16.0, 15.675)"
16-12-2022 10:18:31.203293,"(1.75, 1.92, 1.9115714285714285)","(5.0, 6.2, 5.941379310344828)","(10.0, 13.5, 13.310344827586206)","(6.0, 7.2, 7.080952380952381)","(18.0, 32.0, 31.11111111111111)","(12.0, 16.0, 15.675)"
16-12-2022 10:18:32.210739,"(1.75, 1.92, 1.9104705882352941)","(5.0, 6.2, 6.058823529411765)","(10.0, 13.5, 13.310344827586206)","(6.0, 7.2, 7.080952380952381)","(18.0, 32.0, 31.11111111111111)","(12.0, 16.0, 15.675)"
