,Feels Lika Boss,Doc Harvey,Waiting For You,Half Moon Beach,White Star Village,Im Alright Jack,Vieira,Mischievous Maggie,Our Modern Minnie,Impetuoso
10,"[datetime.datetime(2022, 11, 28, 17, 54, 19, 60918), 14.0, 23.0]","[datetime.datetime(2022, 11, 28, 17, 54, 19, 60918), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 54, 19, 60918), 18.0, 99999]","[datetime.datetime(2022, 11, 28, 17, 54, 19, 60918), 6.5, 8.6]","[datetime.datetime(2022, 11, 28, 17, 54, 19, 60918), 11.0, 17.0]","[datetime.datetime(2022, 11, 28, 17, 54, 19, 60918), 10.0, 17.0]","[datetime.datetime(2022, 11, 28, 17, 54, 19, 60918), 31.0, 85.0]","[datetime.datetime(2022, 11, 28, 17, 54, 19, 60918), 3.2, 4.3]","[datetime.datetime(2022, 11, 28, 17, 54, 19, 60918), 3.0, 3.5]","[datetime.datetime(2022, 11, 28, 17, 54, 19, 60918), 15.0, 48.0]"
11,"[datetime.datetime(2022, 11, 28, 17, 54, 20, 309159), 14.0, 23.0]","[datetime.datetime(2022, 11, 28, 17, 54, 20, 309159), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 54, 20, 309159), 18.0, 99999]","[datetime.datetime(2022, 11, 28, 17, 54, 20, 309159), 6.5, 8.6]","[datetime.datetime(2022, 11, 28, 17, 54, 20, 309159), 11.0, 17.0]","[datetime.datetime(2022, 11, 28, 17, 54, 20, 309159), 10.0, 17.0]","[datetime.datetime(2022, 11, 28, 17, 54, 20, 309159), 31.0, 85.0]","[datetime.datetime(2022, 11, 28, 17, 54, 20, 309159), 3.2, 4.3]","[datetime.datetime(2022, 11, 28, 17, 54, 20, 309159), 3.0, 3.5]","[datetime.datetime(2022, 11, 28, 17, 54, 20, 309159), 15.0, 60.0]"
12,"[datetime.datetime(2022, 11, 28, 17, 54, 21, 535881), 14.0, 23.0]","[datetime.datetime(2022, 11, 28, 17, 54, 21, 535881), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 54, 21, 535881), 18.0, 99999]","[datetime.datetime(2022, 11, 28, 17, 54, 21, 535881), 6.5, 8.6]","[datetime.datetime(2022, 11, 28, 17, 54, 21, 535881), 11.0, 17.0]","[datetime.datetime(2022, 11, 28, 17, 54, 21, 535881), 10.0, 17.0]","[datetime.datetime(2022, 11, 28, 17, 54, 21, 535881), 31.0, 85.0]","[datetime.datetime(2022, 11, 28, 17, 54, 21, 535881), 3.2, 4.3]","[datetime.datetime(2022, 11, 28, 17, 54, 21, 535881), 3.0, 3.5]","[datetime.datetime(2022, 11, 28, 17, 54, 21, 535881), 15.0, 55.0]"
13,"[datetime.datetime(2022, 11, 28, 17, 54, 22, 788460), 14.0, 23.0]","[datetime.datetime(2022, 11, 28, 17, 54, 22, 788460), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 54, 22, 788460), 18.0, 99999]","[datetime.datetime(2022, 11, 28, 17, 54, 22, 788460), 6.5, 8.6]","[datetime.datetime(2022, 11, 28, 17, 54, 22, 788460), 11.0, 17.0]","[datetime.datetime(2022, 11, 28, 17, 54, 22, 788460), 10.0, 17.0]","[datetime.datetime(2022, 11, 28, 17, 54, 22, 788460), 31.0, 85.0]","[datetime.datetime(2022, 11, 28, 17, 54, 22, 788460), 3.2, 4.3]","[datetime.datetime(2022, 11, 28, 17, 54, 22, 788460), 3.0, 3.5]","[datetime.datetime(2022, 11, 28, 17, 54, 22, 788460), 15.0, 50.0]"
14,"[datetime.datetime(2022, 11, 28, 17, 54, 24, 87631), 14.0, 23.0]","[datetime.datetime(2022, 11, 28, 17, 54, 24, 87631), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 54, 24, 87631), 18.0, 99999]","[datetime.datetime(2022, 11, 28, 17, 54, 24, 87631), 6.5, 8.6]","[datetime.datetime(2022, 11, 28, 17, 54, 24, 87631), 11.0, 17.0]","[datetime.datetime(2022, 11, 28, 17, 54, 24, 87631), 10.0, 17.0]","[datetime.datetime(2022, 11, 28, 17, 54, 24, 87631), 31.0, 85.0]","[datetime.datetime(2022, 11, 28, 17, 54, 24, 87631), 3.2, 4.3]","[datetime.datetime(2022, 11, 28, 17, 54, 24, 87631), 3.0, 3.5]","[datetime.datetime(2022, 11, 28, 17, 54, 24, 87631), 15.0, 50.0]"
15,"[datetime.datetime(2022, 11, 28, 17, 54, 25, 394753), 14.0, 23.0]","[datetime.datetime(2022, 11, 28, 17, 54, 25, 394753), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 54, 25, 394753), 18.0, 99999]","[datetime.datetime(2022, 11, 28, 17, 54, 25, 394753), 6.5, 8.6]","[datetime.datetime(2022, 11, 28, 17, 54, 25, 394753), 11.0, 17.0]","[datetime.datetime(2022, 11, 28, 17, 54, 25, 394753), 10.0, 17.0]","[datetime.datetime(2022, 11, 28, 17, 54, 25, 394753), 31.0, 85.0]","[datetime.datetime(2022, 11, 28, 17, 54, 25, 394753), 3.2, 4.3]","[datetime.datetime(2022, 11, 28, 17, 54, 25, 394753), 3.0, 3.5]","[datetime.datetime(2022, 11, 28, 17, 54, 25, 394753), 15.0, 48.0]"
16,"[datetime.datetime(2022, 11, 28, 17, 54, 26, 627802), 14.0, 23.0]","[datetime.datetime(2022, 11, 28, 17, 54, 26, 627802), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 54, 26, 627802), 18.0, 99999]","[datetime.datetime(2022, 11, 28, 17, 54, 26, 627802), 6.5, 8.6]","[datetime.datetime(2022, 11, 28, 17, 54, 26, 627802), 11.0, 17.0]","[datetime.datetime(2022, 11, 28, 17, 54, 26, 627802), 10.0, 17.0]","[datetime.datetime(2022, 11, 28, 17, 54, 26, 627802), 31.0, 85.0]","[datetime.datetime(2022, 11, 28, 17, 54, 26, 627802), 3.2, 4.3]","[datetime.datetime(2022, 11, 28, 17, 54, 26, 627802), 3.0, 3.5]","[datetime.datetime(2022, 11, 28, 17, 54, 26, 627802), 15.0, 48.0]"
17,"[datetime.datetime(2022, 11, 28, 17, 54, 27, 854164), 14.0, 23.0]","[datetime.datetime(2022, 11, 28, 17, 54, 27, 854164), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 54, 27, 854164), 18.0, 99999]","[datetime.datetime(2022, 11, 28, 17, 54, 27, 854164), 6.5, 8.6]","[datetime.datetime(2022, 11, 28, 17, 54, 27, 854164), 11.0, 17.0]","[datetime.datetime(2022, 11, 28, 17, 54, 27, 854164), 10.0, 17.0]","[datetime.datetime(2022, 11, 28, 17, 54, 27, 854164), 31.0, 85.0]","[datetime.datetime(2022, 11, 28, 17, 54, 27, 854164), 3.2, 4.3]","[datetime.datetime(2022, 11, 28, 17, 54, 27, 854164), 3.0, 3.5]","[datetime.datetime(2022, 11, 28, 17, 54, 27, 854164), 15.0, 48.0]"
18,"[datetime.datetime(2022, 11, 28, 17, 54, 29, 95339), 14.0, 23.0]","[datetime.datetime(2022, 11, 28, 17, 54, 29, 95339), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 54, 29, 95339), 18.0, 99999]","[datetime.datetime(2022, 11, 28, 17, 54, 29, 95339), 6.5, 8.6]","[datetime.datetime(2022, 11, 28, 17, 54, 29, 95339), 11.0, 17.0]","[datetime.datetime(2022, 11, 28, 17, 54, 29, 95339), 10.0, 17.0]","[datetime.datetime(2022, 11, 28, 17, 54, 29, 95339), 31.0, 85.0]","[datetime.datetime(2022, 11, 28, 17, 54, 29, 95339), 3.2, 4.3]","[datetime.datetime(2022, 11, 28, 17, 54, 29, 95339), 3.0, 3.5]","[datetime.datetime(2022, 11, 28, 17, 54, 29, 95339), 15.0, 48.0]"
19,"[datetime.datetime(2022, 11, 28, 17, 54, 30, 334231), 14.0, 23.0]","[datetime.datetime(2022, 11, 28, 17, 54, 30, 334231), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 54, 30, 334231), 18.0, 99999]","[datetime.datetime(2022, 11, 28, 17, 54, 30, 334231), 6.5, 8.2]","[datetime.datetime(2022, 11, 28, 17, 54, 30, 334231), 11.0, 17.0]","[datetime.datetime(2022, 11, 28, 17, 54, 30, 334231), 10.0, 17.0]","[datetime.datetime(2022, 11, 28, 17, 54, 30, 334231), 31.0, 85.0]","[datetime.datetime(2022, 11, 28, 17, 54, 30, 334231), 3.2, 4.3]","[datetime.datetime(2022, 11, 28, 17, 54, 30, 334231), 3.0, 3.5]","[datetime.datetime(2022, 11, 28, 17, 54, 30, 334231), 15.0, 60.0]"
20,"[datetime.datetime(2022, 11, 28, 17, 54, 31, 560776), 14.0, 23.0]","[datetime.datetime(2022, 11, 28, 17, 54, 31, 560776), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 54, 31, 560776), 18.0, 99999]","[datetime.datetime(2022, 11, 28, 17, 54, 31, 560776), 6.5, 8.2]","[datetime.datetime(2022, 11, 28, 17, 54, 31, 560776), 11.0, 17.0]","[datetime.datetime(2022, 11, 28, 17, 54, 31, 560776), 10.0, 17.0]","[datetime.datetime(2022, 11, 28, 17, 54, 31, 560776), 31.0, 85.0]","[datetime.datetime(2022, 11, 28, 17, 54, 31, 560776), 3.2, 4.3]","[datetime.datetime(2022, 11, 28, 17, 54, 31, 560776), 3.0, 3.5]","[datetime.datetime(2022, 11, 28, 17, 54, 31, 560776), 15.0, 55.0]"
21,"[datetime.datetime(2022, 11, 28, 17, 54, 32, 817910), 14.0, 23.0]","[datetime.datetime(2022, 11, 28, 17, 54, 32, 817910), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 54, 32, 817910), 18.0, 99999]","[datetime.datetime(2022, 11, 28, 17, 54, 32, 817910), 6.5, 8.2]","[datetime.datetime(2022, 11, 28, 17, 54, 32, 817910), 11.0, 17.0]","[datetime.datetime(2022, 11, 28, 17, 54, 32, 817910), 10.0, 17.0]","[datetime.datetime(2022, 11, 28, 17, 54, 32, 817910), 31.0, 85.0]","[datetime.datetime(2022, 11, 28, 17, 54, 32, 817910), 3.2, 4.3]","[datetime.datetime(2022, 11, 28, 17, 54, 32, 817910), 3.0, 3.5]","[datetime.datetime(2022, 11, 28, 17, 54, 32, 817910), 15.0, 55.0]"
22,"[datetime.datetime(2022, 11, 28, 17, 54, 34, 70060), 14.0, 23.0]","[datetime.datetime(2022, 11, 28, 17, 54, 34, 70060), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 54, 34, 70060), 18.0, 99999]","[datetime.datetime(2022, 11, 28, 17, 54, 34, 70060), 6.5, 8.0]","[datetime.datetime(2022, 11, 28, 17, 54, 34, 70060), 11.0, 17.0]","[datetime.datetime(2022, 11, 28, 17, 54, 34, 70060), 10.0, 17.0]","[datetime.datetime(2022, 11, 28, 17, 54, 34, 70060), 31.0, 85.0]","[datetime.datetime(2022, 11, 28, 17, 54, 34, 70060), 3.2, 4.3]","[datetime.datetime(2022, 11, 28, 17, 54, 34, 70060), 3.0, 3.5]","[datetime.datetime(2022, 11, 28, 17, 54, 34, 70060), 15.0, 50.0]"
23,"[datetime.datetime(2022, 11, 28, 17, 54, 35, 296890), 14.0, 23.0]","[datetime.datetime(2022, 11, 28, 17, 54, 35, 296890), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 54, 35, 296890), 18.0, 99999]","[datetime.datetime(2022, 11, 28, 17, 54, 35, 296890), 6.5, 8.0]","[datetime.datetime(2022, 11, 28, 17, 54, 35, 296890), 11.0, 17.0]","[datetime.datetime(2022, 11, 28, 17, 54, 35, 296890), 10.0, 17.0]","[datetime.datetime(2022, 11, 28, 17, 54, 35, 296890), 31.0, 85.0]","[datetime.datetime(2022, 11, 28, 17, 54, 35, 296890), 3.2, 4.3]","[datetime.datetime(2022, 11, 28, 17, 54, 35, 296890), 3.0, 3.5]","[datetime.datetime(2022, 11, 28, 17, 54, 35, 296890), 15.0, 50.0]"
24,"[datetime.datetime(2022, 11, 28, 17, 54, 36, 547619), 14.0, 23.0]","[datetime.datetime(2022, 11, 28, 17, 54, 36, 547619), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 54, 36, 547619), 18.0, 99999]","[datetime.datetime(2022, 11, 28, 17, 54, 36, 547619), 6.5, 8.0]","[datetime.datetime(2022, 11, 28, 17, 54, 36, 547619), 11.0, 17.0]","[datetime.datetime(2022, 11, 28, 17, 54, 36, 547619), 10.0, 17.0]","[datetime.datetime(2022, 11, 28, 17, 54, 36, 547619), 31.0, 85.0]","[datetime.datetime(2022, 11, 28, 17, 54, 36, 547619), 3.2, 4.3]","[datetime.datetime(2022, 11, 28, 17, 54, 36, 547619), 3.0, 3.5]","[datetime.datetime(2022, 11, 28, 17, 54, 36, 547619), 15.0, 50.0]"
25,"[datetime.datetime(2022, 11, 28, 17, 54, 37, 851578), 14.0, 23.0]","[datetime.datetime(2022, 11, 28, 17, 54, 37, 851578), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 54, 37, 851578), 18.0, 99999]","[datetime.datetime(2022, 11, 28, 17, 54, 37, 851578), 6.5, 8.0]","[datetime.datetime(2022, 11, 28, 17, 54, 37, 851578), 11.0, 17.0]","[datetime.datetime(2022, 11, 28, 17, 54, 37, 851578), 10.0, 17.0]","[datetime.datetime(2022, 11, 28, 17, 54, 37, 851578), 31.0, 85.0]","[datetime.datetime(2022, 11, 28, 17, 54, 37, 851578), 3.2, 4.3]","[datetime.datetime(2022, 11, 28, 17, 54, 37, 851578), 3.0, 3.5]","[datetime.datetime(2022, 11, 28, 17, 54, 37, 851578), 15.0, 50.0]"
26,"[datetime.datetime(2022, 11, 28, 17, 54, 39, 110135), 14.0, 23.0]","[datetime.datetime(2022, 11, 28, 17, 54, 39, 110135), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 54, 39, 110135), 18.0, 99999]","[datetime.datetime(2022, 11, 28, 17, 54, 39, 110135), 6.5, 8.0]","[datetime.datetime(2022, 11, 28, 17, 54, 39, 110135), 11.0, 17.0]","[datetime.datetime(2022, 11, 28, 17, 54, 39, 110135), 10.0, 17.0]","[datetime.datetime(2022, 11, 28, 17, 54, 39, 110135), 31.0, 85.0]","[datetime.datetime(2022, 11, 28, 17, 54, 39, 110135), 3.2, 4.3]","[datetime.datetime(2022, 11, 28, 17, 54, 39, 110135), 3.0, 3.5]","[datetime.datetime(2022, 11, 28, 17, 54, 39, 110135), 15.0, 50.0]"
27,"[datetime.datetime(2022, 11, 28, 17, 54, 40, 372780), 14.0, 23.0]","[datetime.datetime(2022, 11, 28, 17, 54, 40, 372780), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 54, 40, 372780), 18.0, 99999]","[datetime.datetime(2022, 11, 28, 17, 54, 40, 372780), 6.5, 8.0]","[datetime.datetime(2022, 11, 28, 17, 54, 40, 372780), 11.0, 17.0]","[datetime.datetime(2022, 11, 28, 17, 54, 40, 372780), 10.0, 17.0]","[datetime.datetime(2022, 11, 28, 17, 54, 40, 372780), 31.0, 85.0]","[datetime.datetime(2022, 11, 28, 17, 54, 40, 372780), 3.2, 4.3]","[datetime.datetime(2022, 11, 28, 17, 54, 40, 372780), 3.0, 3.5]","[datetime.datetime(2022, 11, 28, 17, 54, 40, 372780), 15.0, 50.0]"
28,"[datetime.datetime(2022, 11, 28, 17, 54, 41, 616047), 14.0, 23.0]","[datetime.datetime(2022, 11, 28, 17, 54, 41, 616047), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 54, 41, 616047), 18.0, 99999]","[datetime.datetime(2022, 11, 28, 17, 54, 41, 616047), 6.5, 8.0]","[datetime.datetime(2022, 11, 28, 17, 54, 41, 616047), 11.0, 17.0]","[datetime.datetime(2022, 11, 28, 17, 54, 41, 616047), 10.0, 17.0]","[datetime.datetime(2022, 11, 28, 17, 54, 41, 616047), 31.0, 85.0]","[datetime.datetime(2022, 11, 28, 17, 54, 41, 616047), 3.2, 4.3]","[datetime.datetime(2022, 11, 28, 17, 54, 41, 616047), 3.0, 3.5]","[datetime.datetime(2022, 11, 28, 17, 54, 41, 616047), 15.0, 50.0]"
29,"[datetime.datetime(2022, 11, 28, 17, 54, 42, 862747), 14.0, 23.0]","[datetime.datetime(2022, 11, 28, 17, 54, 42, 862747), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 54, 42, 862747), 18.0, 99999]","[datetime.datetime(2022, 11, 28, 17, 54, 42, 862747), 6.5, 8.0]","[datetime.datetime(2022, 11, 28, 17, 54, 42, 862747), 11.0, 17.0]","[datetime.datetime(2022, 11, 28, 17, 54, 42, 862747), 10.0, 17.0]","[datetime.datetime(2022, 11, 28, 17, 54, 42, 862747), 31.0, 85.0]","[datetime.datetime(2022, 11, 28, 17, 54, 42, 862747), 3.2, 4.3]","[datetime.datetime(2022, 11, 28, 17, 54, 42, 862747), 3.0, 3.5]","[datetime.datetime(2022, 11, 28, 17, 54, 42, 862747), 15.0, 50.0]"
30,"[datetime.datetime(2022, 11, 28, 17, 54, 44, 145831), 14.0, 23.0]","[datetime.datetime(2022, 11, 28, 17, 54, 44, 145831), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 54, 44, 145831), 18.0, 99999]","[datetime.datetime(2022, 11, 28, 17, 54, 44, 145831), 6.5, 8.0]","[datetime.datetime(2022, 11, 28, 17, 54, 44, 145831), 11.0, 17.0]","[datetime.datetime(2022, 11, 28, 17, 54, 44, 145831), 10.0, 17.0]","[datetime.datetime(2022, 11, 28, 17, 54, 44, 145831), 31.0, 85.0]","[datetime.datetime(2022, 11, 28, 17, 54, 44, 145831), 3.2, 4.3]","[datetime.datetime(2022, 11, 28, 17, 54, 44, 145831), 3.0, 3.5]","[datetime.datetime(2022, 11, 28, 17, 54, 44, 145831), 15.0, 50.0]"
31,"[datetime.datetime(2022, 11, 28, 17, 54, 45, 380086), 14.0, 23.0]","[datetime.datetime(2022, 11, 28, 17, 54, 45, 380086), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 54, 45, 380086), 18.0, 99999]","[datetime.datetime(2022, 11, 28, 17, 54, 45, 380086), 6.5, 8.0]","[datetime.datetime(2022, 11, 28, 17, 54, 45, 380086), 11.0, 17.0]","[datetime.datetime(2022, 11, 28, 17, 54, 45, 380086), 10.0, 17.0]","[datetime.datetime(2022, 11, 28, 17, 54, 45, 380086), 31.0, 85.0]","[datetime.datetime(2022, 11, 28, 17, 54, 45, 380086), 3.2, 4.3]","[datetime.datetime(2022, 11, 28, 17, 54, 45, 380086), 3.0, 3.5]","[datetime.datetime(2022, 11, 28, 17, 54, 45, 380086), 15.0, 50.0]"
