,Feels Lika Boss,Doc Harvey,Waiting For You,Half Moon Beach,White Star Village,Im Alright Jack,Vieira,Mischievous Maggie,Our Modern Minnie,Impetuoso
243,"[datetime.datetime(2022, 11, 28, 17, 59, 18, 481658), 15.0, 23.0]","[datetime.datetime(2022, 11, 28, 17, 59, 18, 481658), 10.0, 15.0]","[datetime.datetime(2022, 11, 28, 17, 59, 18, 481658), 21.0, 99999]","[datetime.datetime(2022, 11, 28, 17, 59, 18, 481658), 6.5, 8.0]","[datetime.datetime(2022, 11, 28, 17, 59, 18, 481658), 11.0, 12.0]","[datetime.datetime(2022, 11, 28, 17, 59, 18, 481658), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 17, 59, 18, 481658), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 17, 59, 18, 481658), 3.2, 4.2]","[datetime.datetime(2022, 11, 28, 17, 59, 18, 481658), 2.9, 3.25]","[datetime.datetime(2022, 11, 28, 17, 59, 18, 481658), 15.0, 95.0]"
244,"[datetime.datetime(2022, 11, 28, 17, 59, 19, 748290), 15.0, 22.0]","[datetime.datetime(2022, 11, 28, 17, 59, 19, 748290), 10.0, 16.0]","[datetime.datetime(2022, 11, 28, 17, 59, 19, 748290), 21.0, 99999]","[datetime.datetime(2022, 11, 28, 17, 59, 19, 748290), 6.5, 8.0]","[datetime.datetime(2022, 11, 28, 17, 59, 19, 748290), 11.0, 12.0]","[datetime.datetime(2022, 11, 28, 17, 59, 19, 748290), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 17, 59, 19, 748290), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 17, 59, 19, 748290), 3.2, 4.2]","[datetime.datetime(2022, 11, 28, 17, 59, 19, 748290), 2.9, 3.25]","[datetime.datetime(2022, 11, 28, 17, 59, 19, 748290), 15.0, 95.0]"
245,"[datetime.datetime(2022, 11, 28, 17, 59, 21, 19330), 15.0, 21.0]","[datetime.datetime(2022, 11, 28, 17, 59, 21, 19330), 10.0, 16.0]","[datetime.datetime(2022, 11, 28, 17, 59, 21, 19330), 21.0, 99999]","[datetime.datetime(2022, 11, 28, 17, 59, 21, 19330), 6.5, 8.0]","[datetime.datetime(2022, 11, 28, 17, 59, 21, 19330), 11.0, 12.0]","[datetime.datetime(2022, 11, 28, 17, 59, 21, 19330), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 17, 59, 21, 19330), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 17, 59, 21, 19330), 3.2, 4.2]","[datetime.datetime(2022, 11, 28, 17, 59, 21, 19330), 2.9, 3.25]","[datetime.datetime(2022, 11, 28, 17, 59, 21, 19330), 15.0, 95.0]"
246,"[datetime.datetime(2022, 11, 28, 17, 59, 22, 490340), 15.0, 22.0]","[datetime.datetime(2022, 11, 28, 17, 59, 22, 490340), 10.0, 16.0]","[datetime.datetime(2022, 11, 28, 17, 59, 22, 490340), 21.0, 99999]","[datetime.datetime(2022, 11, 28, 17, 59, 22, 490340), 6.5, 8.0]","[datetime.datetime(2022, 11, 28, 17, 59, 22, 490340), 11.0, 12.0]","[datetime.datetime(2022, 11, 28, 17, 59, 22, 490340), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 17, 59, 22, 490340), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 17, 59, 22, 490340), 3.2, 4.2]","[datetime.datetime(2022, 11, 28, 17, 59, 22, 490340), 2.9, 3.25]","[datetime.datetime(2022, 11, 28, 17, 59, 22, 490340), 15.0, 95.0]"
247,"[datetime.datetime(2022, 11, 28, 17, 59, 23, 792389), 15.0, 23.0]","[datetime.datetime(2022, 11, 28, 17, 59, 23, 792389), 10.0, 16.0]","[datetime.datetime(2022, 11, 28, 17, 59, 23, 792389), 21.0, 99999]","[datetime.datetime(2022, 11, 28, 17, 59, 23, 792389), 6.5, 8.0]","[datetime.datetime(2022, 11, 28, 17, 59, 23, 792389), 11.0, 12.0]","[datetime.datetime(2022, 11, 28, 17, 59, 23, 792389), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 17, 59, 23, 792389), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 17, 59, 23, 792389), 3.2, 4.2]","[datetime.datetime(2022, 11, 28, 17, 59, 23, 792389), 2.9, 3.25]","[datetime.datetime(2022, 11, 28, 17, 59, 23, 792389), 15.0, 95.0]"
248,"[datetime.datetime(2022, 11, 28, 17, 59, 25, 80444), 15.0, 23.0]","[datetime.datetime(2022, 11, 28, 17, 59, 25, 80444), 10.0, 15.5]","[datetime.datetime(2022, 11, 28, 17, 59, 25, 80444), 21.0, 99999]","[datetime.datetime(2022, 11, 28, 17, 59, 25, 80444), 6.5, 8.0]","[datetime.datetime(2022, 11, 28, 17, 59, 25, 80444), 11.0, 12.0]","[datetime.datetime(2022, 11, 28, 17, 59, 25, 80444), 10.0, 18.0]","[datetime.datetime(2022, 11, 28, 17, 59, 25, 80444), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 17, 59, 25, 80444), 3.2, 4.2]","[datetime.datetime(2022, 11, 28, 17, 59, 25, 80444), 2.9, 3.25]","[datetime.datetime(2022, 11, 28, 17, 59, 25, 80444), 15.0, 85.0]"
249,"[datetime.datetime(2022, 11, 28, 17, 59, 26, 334152), 15.0, 23.0]","[datetime.datetime(2022, 11, 28, 17, 59, 26, 334152), 10.0, 15.5]","[datetime.datetime(2022, 11, 28, 17, 59, 26, 334152), 21.0, 99999]","[datetime.datetime(2022, 11, 28, 17, 59, 26, 334152), 6.5, 8.0]","[datetime.datetime(2022, 11, 28, 17, 59, 26, 334152), 11.0, 12.0]","[datetime.datetime(2022, 11, 28, 17, 59, 26, 334152), 10.0, 18.0]","[datetime.datetime(2022, 11, 28, 17, 59, 26, 334152), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 17, 59, 26, 334152), 3.2, 4.2]","[datetime.datetime(2022, 11, 28, 17, 59, 26, 334152), 2.9, 3.25]","[datetime.datetime(2022, 11, 28, 17, 59, 26, 334152), 15.0, 85.0]"
250,"[datetime.datetime(2022, 11, 28, 17, 59, 27, 614125), 15.0, 23.0]","[datetime.datetime(2022, 11, 28, 17, 59, 27, 614125), 10.0, 15.5]","[datetime.datetime(2022, 11, 28, 17, 59, 27, 614125), 21.0, 99999]","[datetime.datetime(2022, 11, 28, 17, 59, 27, 614125), 6.5, 8.0]","[datetime.datetime(2022, 11, 28, 17, 59, 27, 614125), 11.0, 12.0]","[datetime.datetime(2022, 11, 28, 17, 59, 27, 614125), 10.0, 18.0]","[datetime.datetime(2022, 11, 28, 17, 59, 27, 614125), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 17, 59, 27, 614125), 3.2, 4.2]","[datetime.datetime(2022, 11, 28, 17, 59, 27, 614125), 2.9, 3.25]","[datetime.datetime(2022, 11, 28, 17, 59, 27, 614125), 15.0, 85.0]"
251,"[datetime.datetime(2022, 11, 28, 17, 59, 28, 870886), 15.0, 23.0]","[datetime.datetime(2022, 11, 28, 17, 59, 28, 870886), 10.0, 15.0]","[datetime.datetime(2022, 11, 28, 17, 59, 28, 870886), 21.0, 99999]","[datetime.datetime(2022, 11, 28, 17, 59, 28, 870886), 6.5, 8.0]","[datetime.datetime(2022, 11, 28, 17, 59, 28, 870886), 11.0, 12.0]","[datetime.datetime(2022, 11, 28, 17, 59, 28, 870886), 10.0, 18.0]","[datetime.datetime(2022, 11, 28, 17, 59, 28, 870886), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 17, 59, 28, 870886), 3.2, 4.3]","[datetime.datetime(2022, 11, 28, 17, 59, 28, 870886), 2.9, 3.25]","[datetime.datetime(2022, 11, 28, 17, 59, 28, 870886), 15.0, 85.0]"
252,"[datetime.datetime(2022, 11, 28, 17, 59, 30, 155556), 15.0, 23.0]","[datetime.datetime(2022, 11, 28, 17, 59, 30, 155556), 10.0, 15.0]","[datetime.datetime(2022, 11, 28, 17, 59, 30, 155556), 21.0, 99999]","[datetime.datetime(2022, 11, 28, 17, 59, 30, 155556), 6.5, 8.0]","[datetime.datetime(2022, 11, 28, 17, 59, 30, 155556), 11.0, 12.0]","[datetime.datetime(2022, 11, 28, 17, 59, 30, 155556), 10.0, 18.0]","[datetime.datetime(2022, 11, 28, 17, 59, 30, 155556), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 17, 59, 30, 155556), 3.2, 4.3]","[datetime.datetime(2022, 11, 28, 17, 59, 30, 155556), 2.9, 3.25]","[datetime.datetime(2022, 11, 28, 17, 59, 30, 155556), 15.0, 85.0]"
253,"[datetime.datetime(2022, 11, 28, 17, 59, 31, 440050), 15.0, 22.0]","[datetime.datetime(2022, 11, 28, 17, 59, 31, 440050), 10.0, 15.0]","[datetime.datetime(2022, 11, 28, 17, 59, 31, 440050), 21.0, 99999]","[datetime.datetime(2022, 11, 28, 17, 59, 31, 440050), 6.5, 8.0]","[datetime.datetime(2022, 11, 28, 17, 59, 31, 440050), 11.0, 12.0]","[datetime.datetime(2022, 11, 28, 17, 59, 31, 440050), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 59, 31, 440050), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 17, 59, 31, 440050), 3.2, 4.2]","[datetime.datetime(2022, 11, 28, 17, 59, 31, 440050), 2.9, 3.25]","[datetime.datetime(2022, 11, 28, 17, 59, 31, 440050), 15.0, 85.0]"
254,"[datetime.datetime(2022, 11, 28, 17, 59, 32, 696134), 15.0, 22.0]","[datetime.datetime(2022, 11, 28, 17, 59, 32, 696134), 10.0, 15.0]","[datetime.datetime(2022, 11, 28, 17, 59, 32, 696134), 21.0, 99999]","[datetime.datetime(2022, 11, 28, 17, 59, 32, 696134), 6.5, 8.0]","[datetime.datetime(2022, 11, 28, 17, 59, 32, 696134), 11.0, 12.0]","[datetime.datetime(2022, 11, 28, 17, 59, 32, 696134), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 59, 32, 696134), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 17, 59, 32, 696134), 3.2, 4.2]","[datetime.datetime(2022, 11, 28, 17, 59, 32, 696134), 2.9, 3.25]","[datetime.datetime(2022, 11, 28, 17, 59, 32, 696134), 15.0, 130.0]"
255,"[datetime.datetime(2022, 11, 28, 17, 59, 33, 943280), 15.0, 22.0]","[datetime.datetime(2022, 11, 28, 17, 59, 33, 943280), 10.0, 15.0]","[datetime.datetime(2022, 11, 28, 17, 59, 33, 943280), 21.0, 99999]","[datetime.datetime(2022, 11, 28, 17, 59, 33, 943280), 6.5, 8.0]","[datetime.datetime(2022, 11, 28, 17, 59, 33, 943280), 11.0, 12.0]","[datetime.datetime(2022, 11, 28, 17, 59, 33, 943280), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 59, 33, 943280), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 17, 59, 33, 943280), 3.2, 4.2]","[datetime.datetime(2022, 11, 28, 17, 59, 33, 943280), 2.9, 3.25]","[datetime.datetime(2022, 11, 28, 17, 59, 33, 943280), 15.0, 120.0]"
256,"[datetime.datetime(2022, 11, 28, 17, 59, 35, 201035), 15.0, 22.0]","[datetime.datetime(2022, 11, 28, 17, 59, 35, 201035), 10.0, 15.0]","[datetime.datetime(2022, 11, 28, 17, 59, 35, 201035), 21.0, 99999]","[datetime.datetime(2022, 11, 28, 17, 59, 35, 201035), 6.5, 8.0]","[datetime.datetime(2022, 11, 28, 17, 59, 35, 201035), 11.0, 12.0]","[datetime.datetime(2022, 11, 28, 17, 59, 35, 201035), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 59, 35, 201035), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 17, 59, 35, 201035), 3.2, 4.2]","[datetime.datetime(2022, 11, 28, 17, 59, 35, 201035), 2.9, 3.25]","[datetime.datetime(2022, 11, 28, 17, 59, 35, 201035), 15.0, 110.0]"
257,"[datetime.datetime(2022, 11, 28, 17, 59, 36, 512068), 15.0, 22.0]","[datetime.datetime(2022, 11, 28, 17, 59, 36, 512068), 10.0, 15.0]","[datetime.datetime(2022, 11, 28, 17, 59, 36, 512068), 21.0, 99999]","[datetime.datetime(2022, 11, 28, 17, 59, 36, 512068), 6.5, 8.0]","[datetime.datetime(2022, 11, 28, 17, 59, 36, 512068), 11.0, 12.0]","[datetime.datetime(2022, 11, 28, 17, 59, 36, 512068), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 59, 36, 512068), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 17, 59, 36, 512068), 3.2, 4.2]","[datetime.datetime(2022, 11, 28, 17, 59, 36, 512068), 2.9, 3.25]","[datetime.datetime(2022, 11, 28, 17, 59, 36, 512068), 15.0, 110.0]"
258,"[datetime.datetime(2022, 11, 28, 17, 59, 37, 784968), 15.0, 22.0]","[datetime.datetime(2022, 11, 28, 17, 59, 37, 784968), 10.0, 15.0]","[datetime.datetime(2022, 11, 28, 17, 59, 37, 784968), 21.0, 99999]","[datetime.datetime(2022, 11, 28, 17, 59, 37, 784968), 6.5, 8.0]","[datetime.datetime(2022, 11, 28, 17, 59, 37, 784968), 11.0, 12.0]","[datetime.datetime(2022, 11, 28, 17, 59, 37, 784968), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 59, 37, 784968), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 17, 59, 37, 784968), 3.2, 4.3]","[datetime.datetime(2022, 11, 28, 17, 59, 37, 784968), 2.9, 3.25]","[datetime.datetime(2022, 11, 28, 17, 59, 37, 784968), 15.0, 110.0]"
259,"[datetime.datetime(2022, 11, 28, 17, 59, 39, 334453), 15.0, 21.0]","[datetime.datetime(2022, 11, 28, 17, 59, 39, 334453), 10.0, 15.0]","[datetime.datetime(2022, 11, 28, 17, 59, 39, 334453), 21.0, 99999]","[datetime.datetime(2022, 11, 28, 17, 59, 39, 334453), 6.5, 8.0]","[datetime.datetime(2022, 11, 28, 17, 59, 39, 334453), 11.0, 12.0]","[datetime.datetime(2022, 11, 28, 17, 59, 39, 334453), 10.0, 17.0]","[datetime.datetime(2022, 11, 28, 17, 59, 39, 334453), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 17, 59, 39, 334453), 3.2, 4.3]","[datetime.datetime(2022, 11, 28, 17, 59, 39, 334453), 2.9, 3.25]","[datetime.datetime(2022, 11, 28, 17, 59, 39, 334453), 15.0, 95.0]"
260,"[datetime.datetime(2022, 11, 28, 17, 59, 40, 743877), 15.0, 21.0]","[datetime.datetime(2022, 11, 28, 17, 59, 40, 743877), 10.0, 15.0]","[datetime.datetime(2022, 11, 28, 17, 59, 40, 743877), 21.0, 99999]","[datetime.datetime(2022, 11, 28, 17, 59, 40, 743877), 6.5, 8.0]","[datetime.datetime(2022, 11, 28, 17, 59, 40, 743877), 11.0, 12.0]","[datetime.datetime(2022, 11, 28, 17, 59, 40, 743877), 10.0, 15.5]","[datetime.datetime(2022, 11, 28, 17, 59, 40, 743877), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 17, 59, 40, 743877), 3.2, 4.3]","[datetime.datetime(2022, 11, 28, 17, 59, 40, 743877), 2.9, 3.25]","[datetime.datetime(2022, 11, 28, 17, 59, 40, 743877), 15.0, 95.0]"
261,"[datetime.datetime(2022, 11, 28, 17, 59, 42, 28815), 15.0, 21.0]","[datetime.datetime(2022, 11, 28, 17, 59, 42, 28815), 10.0, 15.0]","[datetime.datetime(2022, 11, 28, 17, 59, 42, 28815), 21.0, 99999]","[datetime.datetime(2022, 11, 28, 17, 59, 42, 28815), 6.5, 8.0]","[datetime.datetime(2022, 11, 28, 17, 59, 42, 28815), 11.0, 12.0]","[datetime.datetime(2022, 11, 28, 17, 59, 42, 28815), 10.0, 15.5]","[datetime.datetime(2022, 11, 28, 17, 59, 42, 28815), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 17, 59, 42, 28815), 3.2, 4.4]","[datetime.datetime(2022, 11, 28, 17, 59, 42, 28815), 2.9, 3.25]","[datetime.datetime(2022, 11, 28, 17, 59, 42, 28815), 15.0, 100.0]"
262,"[datetime.datetime(2022, 11, 28, 17, 59, 43, 301455), 15.0, 21.0]","[datetime.datetime(2022, 11, 28, 17, 59, 43, 301455), 10.0, 15.0]","[datetime.datetime(2022, 11, 28, 17, 59, 43, 301455), 21.0, 99999]","[datetime.datetime(2022, 11, 28, 17, 59, 43, 301455), 6.5, 8.0]","[datetime.datetime(2022, 11, 28, 17, 59, 43, 301455), 11.0, 12.5]","[datetime.datetime(2022, 11, 28, 17, 59, 43, 301455), 10.0, 15.5]","[datetime.datetime(2022, 11, 28, 17, 59, 43, 301455), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 17, 59, 43, 301455), 3.2, 4.4]","[datetime.datetime(2022, 11, 28, 17, 59, 43, 301455), 2.9, 3.25]","[datetime.datetime(2022, 11, 28, 17, 59, 43, 301455), 15.0, 100.0]"
263,"[datetime.datetime(2022, 11, 28, 17, 59, 44, 563817), 15.0, 21.0]","[datetime.datetime(2022, 11, 28, 17, 59, 44, 563817), 10.0, 15.0]","[datetime.datetime(2022, 11, 28, 17, 59, 44, 563817), 21.0, 99999]","[datetime.datetime(2022, 11, 28, 17, 59, 44, 563817), 6.5, 8.0]","[datetime.datetime(2022, 11, 28, 17, 59, 44, 563817), 11.0, 12.0]","[datetime.datetime(2022, 11, 28, 17, 59, 44, 563817), 10.0, 15.5]","[datetime.datetime(2022, 11, 28, 17, 59, 44, 563817), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 17, 59, 44, 563817), 3.2, 4.4]","[datetime.datetime(2022, 11, 28, 17, 59, 44, 563817), 2.9, 3.25]","[datetime.datetime(2022, 11, 28, 17, 59, 44, 563817), 15.0, 95.0]"
264,"[datetime.datetime(2022, 11, 28, 17, 59, 45, 822956), 15.0, 22.0]","[datetime.datetime(2022, 11, 28, 17, 59, 45, 822956), 10.0, 15.0]","[datetime.datetime(2022, 11, 28, 17, 59, 45, 822956), 21.0, 99999]","[datetime.datetime(2022, 11, 28, 17, 59, 45, 822956), 6.5, 8.0]","[datetime.datetime(2022, 11, 28, 17, 59, 45, 822956), 11.0, 12.0]","[datetime.datetime(2022, 11, 28, 17, 59, 45, 822956), 10.0, 15.5]","[datetime.datetime(2022, 11, 28, 17, 59, 45, 822956), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 17, 59, 45, 822956), 3.2, 4.4]","[datetime.datetime(2022, 11, 28, 17, 59, 45, 822956), 2.9, 3.25]","[datetime.datetime(2022, 11, 28, 17, 59, 45, 822956), 15.0, 95.0]"
265,"[datetime.datetime(2022, 11, 28, 17, 59, 47, 77955), 15.0, 22.0]","[datetime.datetime(2022, 11, 28, 17, 59, 47, 77955), 10.0, 15.0]","[datetime.datetime(2022, 11, 28, 17, 59, 47, 77955), 21.0, 99999]","[datetime.datetime(2022, 11, 28, 17, 59, 47, 77955), 6.5, 8.0]","[datetime.datetime(2022, 11, 28, 17, 59, 47, 77955), 11.0, 12.0]","[datetime.datetime(2022, 11, 28, 17, 59, 47, 77955), 10.0, 15.5]","[datetime.datetime(2022, 11, 28, 17, 59, 47, 77955), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 17, 59, 47, 77955), 3.2, 4.2]","[datetime.datetime(2022, 11, 28, 17, 59, 47, 77955), 2.9, 3.25]","[datetime.datetime(2022, 11, 28, 17, 59, 47, 77955), 15.0, 90.0]"
266,"[datetime.datetime(2022, 11, 28, 17, 59, 48, 388885), 15.0, 22.0]","[datetime.datetime(2022, 11, 28, 17, 59, 48, 388885), 10.0, 15.0]","[datetime.datetime(2022, 11, 28, 17, 59, 48, 388885), 21.0, 99999]","[datetime.datetime(2022, 11, 28, 17, 59, 48, 388885), 6.5, 8.0]","[datetime.datetime(2022, 11, 28, 17, 59, 48, 388885), 11.0, 12.0]","[datetime.datetime(2022, 11, 28, 17, 59, 48, 388885), 10.0, 15.5]","[datetime.datetime(2022, 11, 28, 17, 59, 48, 388885), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 17, 59, 48, 388885), 3.2, 4.2]","[datetime.datetime(2022, 11, 28, 17, 59, 48, 388885), 2.9, 3.25]","[datetime.datetime(2022, 11, 28, 17, 59, 48, 388885), 15.0, 100.0]"
267,"[datetime.datetime(2022, 11, 28, 17, 59, 49, 662238), 15.0, 22.0]","[datetime.datetime(2022, 11, 28, 17, 59, 49, 662238), 10.0, 15.0]","[datetime.datetime(2022, 11, 28, 17, 59, 49, 662238), 21.0, 99999]","[datetime.datetime(2022, 11, 28, 17, 59, 49, 662238), 6.5, 8.0]","[datetime.datetime(2022, 11, 28, 17, 59, 49, 662238), 11.0, 12.0]","[datetime.datetime(2022, 11, 28, 17, 59, 49, 662238), 10.0, 15.5]","[datetime.datetime(2022, 11, 28, 17, 59, 49, 662238), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 17, 59, 49, 662238), 3.2, 4.2]","[datetime.datetime(2022, 11, 28, 17, 59, 49, 662238), 2.9, 3.3]","[datetime.datetime(2022, 11, 28, 17, 59, 49, 662238), 15.0, 95.0]"
268,"[datetime.datetime(2022, 11, 28, 17, 59, 50, 936022), 15.0, 22.0]","[datetime.datetime(2022, 11, 28, 17, 59, 50, 936022), 10.0, 15.0]","[datetime.datetime(2022, 11, 28, 17, 59, 50, 936022), 21.0, 99999]","[datetime.datetime(2022, 11, 28, 17, 59, 50, 936022), 6.5, 8.0]","[datetime.datetime(2022, 11, 28, 17, 59, 50, 936022), 11.0, 12.0]","[datetime.datetime(2022, 11, 28, 17, 59, 50, 936022), 10.0, 15.5]","[datetime.datetime(2022, 11, 28, 17, 59, 50, 936022), 31.0, 120.0]","[datetime.datetime(2022, 11, 28, 17, 59, 50, 936022), 3.2, 4.4]","[datetime.datetime(2022, 11, 28, 17, 59, 50, 936022), 2.9, 3.3]","[datetime.datetime(2022, 11, 28, 17, 59, 50, 936022), 15.0, 95.0]"
269,"[datetime.datetime(2022, 11, 28, 17, 59, 52, 226529), 15.0, 22.0]","[datetime.datetime(2022, 11, 28, 17, 59, 52, 226529), 10.0, 15.0]","[datetime.datetime(2022, 11, 28, 17, 59, 52, 226529), 21.0, 99999]","[datetime.datetime(2022, 11, 28, 17, 59, 52, 226529), 6.5, 8.0]","[datetime.datetime(2022, 11, 28, 17, 59, 52, 226529), 11.0, 12.0]","[datetime.datetime(2022, 11, 28, 17, 59, 52, 226529), 10.0, 15.5]","[datetime.datetime(2022, 11, 28, 17, 59, 52, 226529), 31.0, 110.0]","[datetime.datetime(2022, 11, 28, 17, 59, 52, 226529), 3.2, 4.4]","[datetime.datetime(2022, 11, 28, 17, 59, 52, 226529), 2.9, 3.3]","[datetime.datetime(2022, 11, 28, 17, 59, 52, 226529), 15.0, 95.0]"
270,"[datetime.datetime(2022, 11, 28, 17, 59, 53, 490153), 15.0, 22.0]","[datetime.datetime(2022, 11, 28, 17, 59, 53, 490153), 10.0, 15.0]","[datetime.datetime(2022, 11, 28, 17, 59, 53, 490153), 21.0, 99999]","[datetime.datetime(2022, 11, 28, 17, 59, 53, 490153), 6.5, 8.0]","[datetime.datetime(2022, 11, 28, 17, 59, 53, 490153), 11.0, 12.0]","[datetime.datetime(2022, 11, 28, 17, 59, 53, 490153), 10.0, 15.0]","[datetime.datetime(2022, 11, 28, 17, 59, 53, 490153), 31.0, 110.0]","[datetime.datetime(2022, 11, 28, 17, 59, 53, 490153), 3.2, 4.4]","[datetime.datetime(2022, 11, 28, 17, 59, 53, 490153), 2.9, 3.3]","[datetime.datetime(2022, 11, 28, 17, 59, 53, 490153), 15.0, 90.0]"
271,"[datetime.datetime(2022, 11, 28, 17, 59, 54, 745082), 15.0, 22.0]","[datetime.datetime(2022, 11, 28, 17, 59, 54, 745082), 10.0, 15.0]","[datetime.datetime(2022, 11, 28, 17, 59, 54, 745082), 21.0, 99999]","[datetime.datetime(2022, 11, 28, 17, 59, 54, 745082), 6.5, 8.0]","[datetime.datetime(2022, 11, 28, 17, 59, 54, 745082), 11.0, 12.0]","[datetime.datetime(2022, 11, 28, 17, 59, 54, 745082), 10.0, 15.0]","[datetime.datetime(2022, 11, 28, 17, 59, 54, 745082), 31.0, 110.0]","[datetime.datetime(2022, 11, 28, 17, 59, 54, 745082), 3.2, 4.4]","[datetime.datetime(2022, 11, 28, 17, 59, 54, 745082), 2.9, 3.35]","[datetime.datetime(2022, 11, 28, 17, 59, 54, 745082), 15.0, 120.0]"
272,"[datetime.datetime(2022, 11, 28, 17, 59, 56, 5123), 15.0, 22.0]","[datetime.datetime(2022, 11, 28, 17, 59, 56, 5123), 10.0, 15.0]","[datetime.datetime(2022, 11, 28, 17, 59, 56, 5123), 21.0, 99999]","[datetime.datetime(2022, 11, 28, 17, 59, 56, 5123), 6.5, 8.0]","[datetime.datetime(2022, 11, 28, 17, 59, 56, 5123), 11.0, 12.0]","[datetime.datetime(2022, 11, 28, 17, 59, 56, 5123), 10.0, 15.0]","[datetime.datetime(2022, 11, 28, 17, 59, 56, 5123), 31.0, 160.0]","[datetime.datetime(2022, 11, 28, 17, 59, 56, 5123), 3.2, 4.3]","[datetime.datetime(2022, 11, 28, 17, 59, 56, 5123), 2.9, 3.35]","[datetime.datetime(2022, 11, 28, 17, 59, 56, 5123), 15.0, 110.0]"
273,"[datetime.datetime(2022, 11, 28, 17, 59, 57, 237532), 15.0, 22.0]","[datetime.datetime(2022, 11, 28, 17, 59, 57, 237532), 10.0, 15.0]","[datetime.datetime(2022, 11, 28, 17, 59, 57, 237532), 21.0, 99999]","[datetime.datetime(2022, 11, 28, 17, 59, 57, 237532), 6.5, 8.0]","[datetime.datetime(2022, 11, 28, 17, 59, 57, 237532), 11.0, 12.0]","[datetime.datetime(2022, 11, 28, 17, 59, 57, 237532), 10.0, 15.0]","[datetime.datetime(2022, 11, 28, 17, 59, 57, 237532), 31.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 59, 57, 237532), 3.2, 4.3]","[datetime.datetime(2022, 11, 28, 17, 59, 57, 237532), 2.9, 3.35]","[datetime.datetime(2022, 11, 28, 17, 59, 57, 237532), 15.0, 100.0]"
274,"[datetime.datetime(2022, 11, 28, 17, 59, 58, 507077), 15.0, 22.0]","[datetime.datetime(2022, 11, 28, 17, 59, 58, 507077), 10.0, 15.0]","[datetime.datetime(2022, 11, 28, 17, 59, 58, 507077), 21.0, 99999]","[datetime.datetime(2022, 11, 28, 17, 59, 58, 507077), 6.5, 8.0]","[datetime.datetime(2022, 11, 28, 17, 59, 58, 507077), 11.0, 12.0]","[datetime.datetime(2022, 11, 28, 17, 59, 58, 507077), 10.0, 15.0]","[datetime.datetime(2022, 11, 28, 17, 59, 58, 507077), 31.0, 170.0]","[datetime.datetime(2022, 11, 28, 17, 59, 58, 507077), 3.2, 4.3]","[datetime.datetime(2022, 11, 28, 17, 59, 58, 507077), 2.9, 3.35]","[datetime.datetime(2022, 11, 28, 17, 59, 58, 507077), 15.0, 100.0]"
