,Safe Hustle,If I Din Havadime,More Special,Fine Line,Kamaka
07-01-2023 14:23:38.411794,"(10.0, 12.0, 11.758064516129032)","(4.8, 5.9, 5.820754716981132)","(2.35, 2.8, 2.7857971014492753)","(9.0, 9.0, 8.83030303030303)","(3.4, 3.85, 3.8203125)"
07-01-2023 14:23:39.293798,"(10.0, 12.0, 11.807017543859649)","(4.8, 5.8, 5.788235294117647)","(2.35, 2.8, 2.78078431372549)","(9.0, 9.0, 8.870000000000001)","(3.4, 3.85, 3.8375)"
07-01-2023 14:23:40.137246,"(10.0, 12.0, 11.821428571428571)","(4.8, 5.8, 5.788235294117647)","(2.35, 2.78, 2.775625)","(9.0, 9.0, 8.927272727272728)","(3.4, 3.85, 3.8375)"
07-01-2023 14:23:41.007013,"(10.0, 12.0, 11.779661016949152)","(4.8, 5.8, 5.788235294117647)","(2.35, 2.76, 2.7420512820512823)","(9.0, 9.2, 9.0625)","(3.4, 3.85, 3.8433333333333333)"
07-01-2023 14:23:41.881720,"(10.0, 12.0, 11.821428571428571)","(4.8, 5.8, 5.788235294117647)","(2.35, 2.74, 2.737215189873418)","(9.0, 9.2, 9.0625)","(3.4, 3.85, 3.846428571428571)"
07-01-2023 14:23:42.760421,"(10.0, 12.0, 11.969696969696969)","(4.8, 6.0, 5.887368421052631)","(2.35, 2.76, 2.7496866096866097)","(9.0, 8.2, 8.08279569892473)","(3.4, 3.9, 3.8791666666666664)"
07-01-2023 14:23:43.643540,"(10.0, 12.0, 11.969696969696969)","(4.8, 6.0, 5.872941176470588)","(2.35, 2.76, 2.7485804416403785)","(9.0, 8.2, 8.076439790575916)","(3.4, 3.9, 3.882142857142857)"
07-01-2023 14:23:44.510623,"(10.0, 12.0, 11.969696969696969)","(4.8, 6.0, 5.872941176470588)","(2.35, 2.76, 2.7485804416403785)","(9.0, 8.2, 8.071739130434782)","(3.4, 3.9, 3.882142857142857)"
07-01-2023 14:23:45.320737,"(10.0, 12.0, 11.969696969696969)","(4.8, 5.9, 5.880519480519481)","(2.35, 2.76, 2.7485443037974684)","(9.0, 8.4, 8.296296296296296)","(3.4, 3.9, 3.882142857142857)"
07-01-2023 14:23:46.200825,"(10.0, 12.0, 11.969696969696969)","(4.8, 5.9, 5.880519480519481)","(2.4, 2.76, 2.7485443037974684)","(9.0, 8.4, 8.272727272727272)","(3.4, 3.9, 3.882142857142857)"
07-01-2023 14:23:46.992487,"(10.0, 12.0, 11.969696969696969)","(4.8, 5.9, 5.8765432098765435)","(2.4, 2.76, 2.742924528301887)","(9.0, 8.6, 8.435294117647059)","(3.4, 3.9, 3.882142857142857)"
07-01-2023 14:23:47.856330,"(10.0, 12.0, 11.966666666666667)","(4.8, 5.9, 5.866666666666667)","(2.4, 2.76, 2.74728624535316)","(9.0, 8.6, 8.502608695652173)","(3.4, 3.9, 3.882142857142857)"
07-01-2023 14:23:48.721745,"(10.0, 12.0, 11.966666666666667)","(4.8, 5.9, 5.866666666666667)","(2.4, 2.76, 2.747238805970149)","(9.0, 8.6, 8.502608695652173)","(3.4, 3.9, 3.882142857142857)"
07-01-2023 14:23:49.514490,"(10.0, 12.0, 11.966666666666667)","(4.8, 5.9, 5.866666666666667)","(2.4, 2.76, 2.747238805970149)","(9.0, 8.6, 8.502608695652173)","(3.4, 3.9, 3.882142857142857)"
07-01-2023 14:23:50.408336,"(10.0, 12.5, 12.119047619047619)","(4.8, 5.9, 5.82027027027027)","(2.4, 2.76, 2.746689655172414)","(9.0, 8.4, 8.381308411214954)","(3.4, 3.9, 3.873936170212766)"
07-01-2023 14:23:51.293414,"(10.0, 12.5, 12.313953488372093)","(4.8, 5.9, 5.815625)","(2.4, 2.76, 2.745)","(9.0, 8.4, 8.381308411214954)","(3.4, 3.9, 3.8816901408450706)"
07-01-2023 14:23:52.268748,"(10.0, 12.5, 12.339285714285714)","(4.8, 5.9, 5.835802469135802)","(2.4, 2.74, 2.733203883495146)","(9.0, 8.6, 8.561983471074381)","(3.4, 3.85, 3.8616279069767443)"
07-01-2023 14:23:53.234831,"(10.0, 12.5, 12.339285714285714)","(4.8, 5.8, 5.7866141732283465)","(2.4, 2.74, 2.731232876712329)","(9.0, 8.8, 8.666666666666666)","(3.4, 3.9, 3.85752688172043)"
07-01-2023 14:23:54.121171,"(9.0, 12.5, 12.296875)","(5.0, 5.8, 5.779545454545454)","(2.4, 2.74, 2.7262857142857144)","(8.5, 8.8, 8.771428571428572)","(3.4, 3.9, 3.8511363636363636)"
07-01-2023 14:23:55.162885,"(9.0, 12.5, 12.339285714285714)","(5.0, 5.9, 5.8707317073170735)","(2.4, 2.72, 2.701567164179105)","(8.5, 8.8, 8.882352941176471)","(3.4, 3.9, 3.838461538461538)"
07-01-2023 14:23:56.012154,"(9.0, 12.5, 12.339285714285714)","(5.0, 5.8, 5.785365853658536)","(2.4, 2.72, 2.701567164179105)","(8.5, 9.0, 8.882352941176471)","(3.4, 3.9, 3.838461538461538)"
07-01-2023 14:23:56.887713,"(9.0, 12.5, 12.339285714285714)","(5.0, 5.8, 5.786259541984733)","(2.4, 2.7, 2.695447154471545)","(8.5, 9.0, 8.841463414634147)","(3.4, 3.9, 3.9101694915254237)"
07-01-2023 14:23:57.759359,"(9.0, 12.5, 12.3125)","(5.0, 5.8, 5.785483870967742)","(2.4, 2.68, 2.674641148325359)","(8.5, 9.0, 8.814285714285715)","(3.4, 3.95, 3.908333333333333)"
07-01-2023 14:23:58.574029,"(9.0, 12.5, 12.267857142857142)","(5.0, 5.8, 5.7791044776119405)","(2.4, 2.68, 2.671068493150685)","(8.5, 9.2, 9.05)","(3.4, 3.95, 3.908333333333333)"
07-01-2023 14:23:59.381833,"(9.0, 12.5, 12.267857142857142)","(5.0, 5.8, 5.7791044776119405)","(2.4, 2.68, 2.6705483028720627)","(8.5, 9.2, 9.128947368421052)","(3.4, 3.95, 3.906422018348624)"
07-01-2023 14:24:00.188199,"(9.0, 12.5, 12.3)","(5.0, 5.8, 5.784126984126984)","(2.4, 2.68, 2.6720238095238096)","(8.5, 9.2, 9.160655737704918)","(3.4, 3.95, 3.901530612244898)"
07-01-2023 14:24:01.118753,"(9.0, 12.5, 12.3)","(5.0, 5.8, 5.784126984126984)","(2.4, 2.68, 2.67190332326284)","(8.5, 9.2, 9.146268656716417)","(3.4, 3.95, 3.901282051282051)"
07-01-2023 14:24:01.991163,"(9.0, 12.5, 12.257142857142856)","(5.0, 5.8, 5.784126984126984)","(2.4, 2.68, 2.67190332326284)","(8.5, 9.2, 9.141935483870967)","(3.4, 3.95, 3.9011450381679387)"
07-01-2023 14:24:02.819130,"(9.0, 12.5, 12.282051282051283)","(5.0, 5.8, 5.784126984126984)","(2.4, 2.68, 2.67190332326284)","(8.5, 9.2, 9.12394366197183)","(3.4, 3.95, 3.9011450381679387)"
07-01-2023 14:24:03.699079,"(9.0, 12.5, 12.289473684210526)","(5.0, 5.9, 5.821142857142857)","(2.4, 2.68, 2.663515151515152)","(8.5, 9.2, 9.104761904761904)","(3.4, 3.9, 3.879779411764706)"
07-01-2023 14:24:04.554035,"(9.0, 12.5, 12.229166666666666)","(5.0, 5.9, 5.883333333333334)","(2.4, 2.66, 2.650677966101695)","(8.5, 9.0, 8.95)","(3.4, 3.95, 3.9079710144927535)"
07-01-2023 14:24:05.383298,"(9.0, 12.5, 12.283333333333333)","(5.0, 5.9, 5.858823529411765)","(2.4, 2.66, 2.6491034482758624)","(8.5, 9.0, 8.95)","(3.4, 3.95, 3.9079710144927535)"
07-01-2023 14:24:06.246108,"(9.0, 12.5, 12.283333333333333)","(5.0, 5.9, 5.858823529411765)","(2.4, 2.66, 2.6491034482758624)","(8.5, 9.0, 8.989473684210527)","(3.4, 3.95, 3.9079710144927535)"
07-01-2023 14:24:07.071039,"(9.0, 12.5, 12.283333333333333)","(5.0, 5.9, 5.892592592592593)","(2.4, 2.64, 2.627128027681661)","(8.5, 9.2, 8.970491803278689)","(3.4, 3.95, 3.9223529411764706)"
07-01-2023 14:24:07.913656,"(9.0, 12.5, 12.283333333333333)","(5.0, 5.9, 5.8694444444444445)","(2.4, 2.64, 2.621581395348837)","(8.5, 9.2, 9.044897959183674)","(3.4, 3.95, 3.9456140350877194)"
07-01-2023 14:24:08.738723,"(9.0, 12.5, 12.283333333333333)","(5.0, 5.9, 5.826041666666667)","(2.4, 2.64, 2.6218548387096776)","(8.5, 9.0, 8.915555555555557)","(3.4, 4.1, 3.9813636363636364)"
07-01-2023 14:24:09.541193,"(9.0, 12.5, 12.283333333333333)","(5.0, 5.8, 5.7868055555555555)","(2.4, 2.64, 2.6218548387096776)","(8.5, 9.0, 8.944827586206896)","(3.4, 4.1, 4.01625)"
07-01-2023 14:24:10.435440,"(9.0, 12.5, 12.279661016949152)","(5.0, 5.8, 5.7868055555555555)","(2.4, 2.64, 2.622558139534884)","(8.5, 9.0, 8.968)","(3.4, 4.1, 4.0344827586206895)"
07-01-2023 14:24:11.275303,"(9.0, 12.5, 12.279661016949152)","(5.0, 5.9, 5.827551020408164)","(2.4, 2.62, 2.6098305084745763)","(8.5, 9.0, 8.984615384615385)","(3.4, 4.1, 4.0344827586206895)"
07-01-2023 14:24:12.164536,"(9.0, 12.5, 12.279661016949152)","(5.0, 5.9, 5.827551020408164)","(2.4, 2.62, 2.6104693140794226)","(8.5, 9.0, 8.984615384615385)","(3.4, 4.1, 4.034883720930233)"
07-01-2023 14:24:13.028281,"(9.0, 12.5, 12.279661016949152)","(5.0, 5.9, 5.825301204819277)","(2.4, 2.6, 2.5805291005291005)","(8.5, 9.2, 9.013333333333334)","(3.4, 4.1, 4.034883720930233)"
07-01-2023 14:24:13.808589,"(9.0, 12.5, 12.279661016949152)","(5.0, 5.9, 5.825301204819277)","(2.4, 2.6, 2.5807352941176473)","(8.5, 9.2, 9.013333333333334)","(3.4, 4.1, 4.034883720930233)"
07-01-2023 14:24:14.613605,"(9.0, 12.5, 12.296875)","(5.0, 5.9, 5.89344262295082)","(2.4, 2.6, 2.5894779116465863)","(8.5, 9.2, 9.017391304347827)","(3.4, 4.1, 4.041071428571429)"
07-01-2023 14:24:15.448646,"(9.0, 12.5, 12.296875)","(5.0, 5.9, 5.869512195121952)","(2.4, 2.6, 2.589182879377432)","(8.5, 9.2, 9.108333333333333)","(3.4, 4.1, 4.035384615384615)"
07-01-2023 14:24:16.260816,"(10.0, 12.5, 12.296875)","(5.0, 5.9, 5.869512195121952)","(2.4, 2.6, 2.589182879377432)","(8.5, 9.2, 9.108333333333333)","(3.4, 4.1, 4.035384615384615)"
07-01-2023 14:24:17.086148,"(10.0, 12.5, 12.296875)","(5.0, 5.9, 5.822222222222222)","(2.4, 2.6, 2.5903135888501745)","(8.5, 9.2, 9.05)","(3.4, 4.1, 4.040707964601769)"
07-01-2023 14:24:17.888367,"(10.0, 12.5, 12.296875)","(5.0, 5.9, 5.822222222222222)","(2.4, 2.6, 2.5903135888501745)","(8.5, 9.2, 9.05)","(3.4, 4.1, 4.011842105263158)"
07-01-2023 14:24:18.737445,"(10.0, 12.5, 12.296875)","(5.0, 5.9, 5.8517241379310345)","(2.4, 2.6, 2.589182879377432)","(8.5, 9.2, 9.08358208955224)","(3.4, 4.1, 4.008411214953271)"
07-01-2023 14:24:19.594366,"(10.0, 12.5, 12.296875)","(5.0, 5.9, 5.8517241379310345)","(2.4, 2.6, 2.5951020408163266)","(8.0, 9.2, 9.104)","(3.4, 4.1, 4.00873786407767)"
07-01-2023 14:24:20.395315,"(10.0, 12.5, 12.296875)","(5.0, 5.9, 5.84909090909091)","(2.4, 2.6, 2.5951020408163266)","(8.0, 9.2, 9.169655172413792)","(3.4, 4.1, 4.00873786407767)"
07-01-2023 14:24:21.235255,"(10.0, 12.5, 12.296875)","(5.0, 5.9, 5.84909090909091)","(2.4, 2.6, 2.598048780487805)","(8.0, 9.2, 9.167164179104477)","(3.4, 4.1, 4.009)"
07-01-2023 14:24:22.027290,"(10.0, 12.5, 12.296875)","(5.0, 5.9, 5.84909090909091)","(2.4, 2.6, 2.598048780487805)","(8.0, 9.2, 9.156643356643356)","(3.4, 4.1, 4.009)"
07-01-2023 14:24:22.827034,"(10.0, 12.5, 12.296875)","(5.0, 5.9, 5.815151515151515)","(2.4, 2.6, 2.596577540106952)","(8.0, 9.2, 9.156643356643356)","(3.4, 4.1, 4.033333333333333)"
07-01-2023 14:24:23.654484,"(10.0, 12.5, 12.296875)","(5.0, 5.9, 5.815151515151515)","(2.4, 2.58, 2.574560669456067)","(8.0, 9.2, 9.16115107913669)","(3.4, 4.1, 4.035483870967742)"
07-01-2023 14:24:24.446989,"(10.0, 12.5, 12.296875)","(5.0, 5.9, 5.847169811320755)","(2.4, 2.58, 2.571764705882353)","(8.0, 9.2, 9.188888888888888)","(3.4, 4.1, 4.061538461538461)"
07-01-2023 14:24:25.276672,"(10.0, 12.5, 12.296875)","(5.0, 5.9, 5.847169811320755)","(2.4, 2.58, 2.5700840336134454)","(8.0, 9.2, 9.188888888888888)","(3.4, 4.2, 4.060714285714286)"
07-01-2023 14:24:26.125511,"(10.0, 12.5, 12.296875)","(5.0, 5.9, 5.847169811320755)","(2.4, 2.58, 2.5738728323699425)","(8.0, 9.2, 9.188888888888888)","(3.4, 4.2, 4.060714285714286)"
07-01-2023 14:24:26.969412,"(10.0, 12.5, 12.296875)","(5.0, 5.9, 5.847169811320755)","(2.4, 2.58, 2.575159817351598)","(8.0, 9.2, 9.176296296296295)","(3.4, 4.2, 4.053968253968254)"
07-01-2023 14:24:27.776124,"(10.0, 12.5, 12.296875)","(5.0, 5.9, 5.847169811320755)","(2.4, 2.58, 2.5775661375661376)","(8.0, 9.2, 9.177142857142856)","(3.4, 4.1, 4.08125)"
07-01-2023 14:24:28.603613,"(10.0, 12.5, 12.296875)","(5.0, 5.9, 5.811627906976744)","(2.4, 2.6, 2.5907692307692307)","(8.0, 9.2, 9.177142857142856)","(3.4, 4.1, 4.067142857142857)"
07-01-2023 14:24:29.398588,"(10.0, 12.5, 12.296875)","(5.0, 5.9, 5.804819277108433)","(2.4, 2.62, 2.5916129032258066)","(7.5, 9.2, 9.176119402985075)","(3.4, 4.1, 4.067142857142857)"
07-01-2023 14:24:30.249610,"(10.0, 12.5, 12.296875)","(5.0, 5.8, 5.7846715328467155)","(2.4, 2.62, 2.5894915254237287)","(7.5, 9.2, 9.183206106870228)","(3.4, 4.1, 4.059803921568627)"
07-01-2023 14:24:31.052129,"(10.0, 12.5, 12.296875)","(5.0, 5.8, 5.786567164179105)","(2.4, 2.6, 2.5967251461988305)","(7.5, 9.4, 9.234146341463415)","(3.4, 4.1, 4.066935483870967)"
07-01-2023 14:24:31.845432,"(10.0, 12.5, 12.296875)","(5.0, 5.8, 5.786567164179105)","(2.4, 2.62, 2.6039240506329113)","(7.5, 9.4, 9.234146341463415)","(3.4, 4.1, 4.066935483870967)"
07-01-2023 14:24:32.661017,"(10.0, 12.0, 11.362068965517242)","(5.0, 5.9, 5.822105263157895)","(2.4, 2.6, 2.594059405940594)","(7.5, 9.4, 9.248756218905474)","(3.4, 4.1, 4.07127659574468)"
07-01-2023 14:24:33.476475,"(10.0, 11.5, 11.489795918367347)","(5.0, 5.9, 5.857777777777778)","(2.4, 2.6, 2.595774647887324)","(7.5, 9.4, 9.276666666666666)","(3.4, 4.1, 4.07127659574468)"
07-01-2023 14:24:34.280956,"(10.0, 11.5, 11.489795918367347)","(5.0, 5.9, 5.857777777777778)","(2.4, 2.62, 2.5998230088495577)","(7.5, 9.4, 9.276666666666666)","(3.4, 4.1, 4.07127659574468)"
07-01-2023 14:24:35.146186,"(10.0, 11.5, 11.428571428571429)","(5.0, 5.9, 5.857777777777778)","(2.4, 2.6, 2.5965168539325845)","(7.5, 9.4, 9.282142857142857)","(3.4, 4.1, 4.07127659574468)"
07-01-2023 14:24:35.979963,"(10.0, 11.5, 11.470588235294118)","(5.0, 5.9, 5.857777777777778)","(2.4, 2.62, 2.6032411067193677)","(7.5, 9.4, 9.282142857142857)","(3.4, 4.1, 4.07127659574468)"
07-01-2023 14:24:36.776962,"(10.0, 11.5, 11.387096774193548)","(5.0, 5.9, 5.857777777777778)","(2.4, 2.62, 2.6063333333333336)","(7.5, 9.4, 9.316546762589928)","(3.4, 4.1, 4.07127659574468)"
07-01-2023 14:24:37.572942,"(10.0, 11.5, 11.35820895522388)","(5.0, 5.9, 5.857777777777778)","(2.4, 2.62, 2.6073846153846154)","(7.5, 9.4, 9.333333333333334)","(3.4, 4.1, 4.06504854368932)"
07-01-2023 14:24:38.388845,"(10.0, 11.5, 11.360294117647058)","(5.0, 5.9, 5.857777777777778)","(2.4, 2.62, 2.6073846153846154)","(7.5, 9.4, 9.333333333333334)","(3.4, 4.1, 4.06504854368932)"
07-01-2023 14:24:39.183141,"(10.0, 11.5, 11.3203125)","(5.0, 5.9, 5.850649350649351)","(2.4, 2.64, 2.6216267942583733)","(7.5, 9.4, 9.333333333333334)","(3.4, 4.1, 4.053174603174603)"
07-01-2023 14:24:39.978746,"(10.0, 11.5, 11.3203125)","(5.0, 5.8, 5.785925925925926)","(2.4, 2.64, 2.623216783216783)","(7.5, 9.4, 9.333333333333334)","(3.4, 4.1, 4.046341463414634)"
07-01-2023 14:24:40.810059,"(10.0, 11.5, 11.314516129032258)","(5.0, 5.8, 5.785925925925926)","(2.4, 2.64, 2.623216783216783)","(7.5, 9.6, 9.433333333333334)","(3.4, 4.1, 4.036538461538461)"
07-01-2023 14:24:41.698153,"(10.0, 11.5, 11.283018867924529)","(5.0, 5.9, 5.835672514619883)","(2.4, 2.64, 2.6085589519650654)","(7.5, 9.6, 9.432941176470589)","(3.4, 4.1, 4.0375)"
07-01-2023 14:24:42.499433,"(10.0, 11.5, 11.207317073170731)","(5.0, 5.9, 5.826666666666666)","(2.4, 2.62, 2.6162068965517244)","(7.5, 9.6, 9.432941176470589)","(3.4, 4.1, 4.0375)"
07-01-2023 14:24:43.296163,"(10.0, 11.5, 11.078125)","(5.0, 5.9, 5.824691358024691)","(2.4, 2.64, 2.620714285714286)","(7.5, 9.6, 9.431460674157304)","(3.4, 4.1, 4.029310344827586)"
07-01-2023 14:24:44.097492,"(10.0, 11.0, 10.978021978021978)","(5.0, 5.9, 5.821428571428571)","(2.4, 2.64, 2.62256)","(7.5, 9.6, 9.417721518987342)","(3.4, 4.1, 4.029059829059829)"
07-01-2023 14:24:44.904825,"(10.0, 11.0, 10.930693069306932)","(5.0, 5.9, 5.821428571428571)","(2.4, 2.64, 2.62256)","(7.5, 9.6, 9.405405405405405)","(3.4, 4.1, 4.032075471698113)"
07-01-2023 14:24:45.705742,"(10.0, 11.0, 10.930693069306932)","(5.0, 5.9, 5.821428571428571)","(2.4, 2.64, 2.62256)","(7.5, 9.6, 9.405405405405405)","(3.4, 4.1, 4.032075471698113)"
07-01-2023 14:24:46.499234,"(10.0, 11.5, 11.445652173913043)","(5.0, 5.9, 5.815384615384615)","(2.4, 2.64, 2.6246575342465754)","(7.5, 9.6, 9.415384615384616)","(3.4, 4.1, 4.028260869565218)"
07-01-2023 14:24:47.294499,"(10.0, 11.5, 11.075)","(5.0, 5.9, 5.835672514619883)","(2.4, 2.64, 2.625677749360614)","(7.5, 9.4, 9.366315789473685)","(3.4, 4.1, 4.028260869565218)"
07-01-2023 14:24:48.102381,"(10.0, 11.5, 11.128571428571428)","(5.0, 5.9, 5.873134328358209)","(2.4, 2.64, 2.628811188811189)","(7.5, 9.4, 9.345762711864406)","(3.4, 4.1, 4.0376811594202895)"
07-01-2023 14:24:48.886930,"(10.0, 11.5, 11.128571428571428)","(5.0, 5.9, 5.873134328358209)","(2.4, 2.64, 2.62992125984252)","(7.5, 9.4, 9.345762711864406)","(3.4, 4.1, 4.0376811594202895)"
07-01-2023 14:24:49.759016,"(10.0, 11.5, 11.104651162790697)","(5.0, 5.9, 5.8744680851063835)","(2.4, 2.64, 2.6298360655737705)","(7.5, 9.4, 9.345762711864406)","(3.4, 4.1, 4.0376811594202895)"
07-01-2023 14:24:50.664407,"(10.0, 11.5, 11.14516129032258)","(5.0, 5.9, 5.8744680851063835)","(2.35, 2.64, 2.6298360655737705)","(7.5, 9.4, 9.345762711864406)","(3.4, 4.1, 4.0139240506329115)"
07-01-2023 14:24:51.446189,"(10.0, 11.5, 11.128571428571428)","(5.0, 5.9, 5.863380281690141)","(2.35, 2.66, 2.6575155279503107)","(7.5, 9.4, 9.345762711864406)","(3.4, 4.1, 4.0139240506329115)"
07-01-2023 14:24:52.241596,"(10.0, 11.5, 11.263636363636364)","(5.0, 5.8, 5.784057971014493)","(2.35, 2.66, 2.658181818181818)","(7.5, 9.4, 9.345762711864406)","(3.4, 4.1, 4.020370370370371)"
07-01-2023 14:24:53.085200,"(10.0, 12.0, 11.605072463768115)","(5.0, 5.8, 5.783076923076923)","(2.35, 2.66, 2.6583805668016196)","(7.5, 9.4, 9.338181818181818)","(3.4, 4.0, 3.9725806451612904)"
07-01-2023 14:24:53.882225,"(10.0, 12.0, 11.609022556390977)","(5.0, 5.8, 5.776595744680851)","(2.35, 2.66, 2.6583805668016196)","(7.5, 9.4, 9.338181818181818)","(3.4, 4.0, 3.9725806451612904)"
07-01-2023 14:24:54.676836,"(10.0, 12.0, 11.616935483870968)","(5.0, 5.8, 5.7631578947368425)","(2.35, 2.68, 2.6670833333333337)","(7.5, 9.4, 9.293506493506493)","(3.4, 4.0, 3.966558441558442)"
07-01-2023 14:24:55.464606,"(10.0, 12.0, 11.655038759689923)","(5.0, 5.8, 5.769230769230769)","(2.35, 2.7, 2.684383561643836)","(7.5, 9.4, 9.301408450704225)","(3.4, 3.95, 3.9333333333333336)"
07-01-2023 14:24:56.334426,"(10.0, 12.0, 11.642241379310345)","(5.0, 5.8, 5.773809523809524)","(2.35, 2.68, 2.673220338983051)","(7.5, 9.4, 9.30188679245283)","(3.4, 4.0, 3.931205673758865)"
07-01-2023 14:24:57.186616,"(10.0, 12.0, 11.636363636363637)","(5.0, 5.8, 5.773809523809524)","(2.35, 2.68, 2.6750000000000003)","(7.5, 9.4, 9.30188679245283)","(3.4, 4.0, 3.9297297297297296)"
07-01-2023 14:24:57.973299,"(10.0, 12.0, 11.632)","(5.0, 5.8, 5.769924812030075)","(2.35, 2.68, 2.6750000000000003)","(7.5, 9.4, 9.30188679245283)","(3.4, 4.0, 3.9297297297297296)"
07-01-2023 14:24:58.831431,"(10.0, 12.0, 11.636363636363637)","(5.0, 5.8, 5.773809523809524)","(2.35, 2.7, 2.6763333333333335)","(7.5, 9.4, 9.28095238095238)","(3.4, 4.0, 3.9265060240963856)"
07-01-2023 14:24:59.652895,"(10.0, 12.0, 11.715568862275449)","(5.0, 5.8, 5.769924812030075)","(2.35, 2.68, 2.674205607476636)","(7.5, 9.4, 9.336)","(3.4, 4.0, 3.9310734463276837)"
07-01-2023 14:25:00.455374,"(10.0, 12.0, 11.714285714285714)","(5.0, 5.8, 5.767883211678832)","(2.35, 2.7, 2.6808695652173915)","(7.5, 9.4, 9.319298245614036)","(3.4, 3.95, 3.945081967213115)"
07-01-2023 14:25:01.285844,"(10.0, 12.0, 11.814655172413794)","(5.0, 5.8, 5.767883211678832)","(2.35, 2.7, 2.6808695652173915)","(7.5, 9.4, 9.319298245614036)","(3.4, 3.95, 3.945081967213115)"
07-01-2023 14:25:02.071375,"(10.0, 12.0, 11.808695652173913)","(5.0, 5.8, 5.77007874015748)","(2.35, 2.68, 2.6714754098360656)","(7.5, 9.6, 9.511888111888112)","(3.4, 3.95, 3.912121212121212)"
07-01-2023 14:25:02.870587,"(10.0, 12.0, 11.838235294117647)","(5.0, 5.8, 5.783962264150944)","(2.35, 2.68, 2.6615151515151516)","(7.5, 9.6, 9.523076923076923)","(3.4, 3.9, 3.886875)"
07-01-2023 14:25:03.659420,"(10.0, 12.0, 11.778225806451612)","(5.0, 5.8, 5.783962264150944)","(2.35, 2.66, 2.6491638795986625)","(7.5, 9.6, 9.569724770642202)","(3.4, 3.9, 3.892138364779874)"
07-01-2023 14:25:04.494536,"(10.0, 12.0, 11.778225806451612)","(5.0, 5.9, 5.8130434782608695)","(2.35, 2.66, 2.650592592592593)","(7.5, 9.6, 9.569724770642202)","(3.4, 3.9, 3.8918749999999998)"
07-01-2023 14:25:05.375569,"(10.0, 12.0, 11.802158273381295)","(5.0, 5.9, 5.8641509433962264)","(2.35, 2.66, 2.657969543147208)","(7.5, 9.6, 9.574528301886792)","(3.4, 3.9, 3.888068181818182)"
07-01-2023 14:25:06.180378,"(10.0, 12.0, 11.811111111111112)","(5.0, 5.9, 5.797206703910615)","(2.35, 2.66, 2.65646511627907)","(7.5, 9.8, 9.680916030534352)","(3.4, 3.9, 3.8858288770053475)"
07-01-2023 14:25:06.966159,"(10.0, 12.0, 11.811111111111112)","(5.0, 5.9, 5.80609756097561)","(2.35, 2.66, 2.655801104972376)","(7.5, 9.8, 9.680916030534352)","(3.4, 3.9, 3.8858288770053475)"
07-01-2023 14:25:07.809460,"(10.0, 12.0, 11.811111111111112)","(5.0, 5.9, 5.80609756097561)","(2.35, 2.66, 2.655801104972376)","(7.5, 9.8, 9.6828125)","(3.4, 3.9, 3.8858288770053475)"
07-01-2023 14:25:08.596036,"(10.0, 12.0, 11.811111111111112)","(5.0, 5.9, 5.805454545454546)","(2.35, 2.66, 2.657818181818182)","(7.5, 9.8, 9.727884615384616)","(3.4, 3.9, 3.884131736526946)"
07-01-2023 14:25:09.387070,"(10.0, 12.0, 11.811111111111112)","(5.0, 5.9, 5.816000000000001)","(2.35, 2.66, 2.6572519083969466)","(7.5, 9.8, 9.727884615384616)","(3.4, 3.9, 3.884131736526946)"
07-01-2023 14:25:10.219551,"(10.0, 12.0, 11.811111111111112)","(5.0, 5.9, 5.816000000000001)","(2.35, 2.66, 2.6572519083969466)","(7.5, 9.8, 9.751937984496124)","(3.4, 3.9, 3.884131736526946)"
07-01-2023 14:25:11.041267,"(10.0, 12.0, 11.811111111111112)","(5.0, 5.9, 5.816000000000001)","(2.35, 2.66, 2.6586776859504133)","(7.5, 9.8, 9.751937984496124)","(3.4, 3.9, 3.884131736526946)"
07-01-2023 14:25:11.835336,"(10.0, 12.0, 11.811111111111112)","(5.0, 5.9, 5.807407407407408)","(2.35, 2.68, 2.6525321888412017)","(7.5, 9.8, 9.733333333333334)","(3.4, 3.9, 3.8820945945945944)"
07-01-2023 14:25:12.630458,"(10.0, 12.0, 11.817857142857143)","(5.0, 5.9, 5.8641509433962264)","(2.35, 2.68, 2.649808429118774)","(7.5, 9.6, 9.572932330827067)","(3.4, 3.9, 3.8820945945945944)"
07-01-2023 14:25:13.464726,"(10.0, 12.0, 11.817857142857143)","(5.0, 5.9, 5.8641509433962264)","(2.35, 2.68, 2.649808429118774)","(7.5, 9.6, 9.572932330827067)","(3.4, 3.9, 3.8820945945945944)"
07-01-2023 14:25:14.292233,"(10.0, 12.0, 11.817857142857143)","(5.0, 5.9, 5.8641509433962264)","(2.35, 2.68, 2.649808429118774)","(7.5, 9.6, 9.572932330827067)","(3.4, 3.9, 3.8820945945945944)"
07-01-2023 14:25:15.094739,"(10.0, 12.0, 11.817857142857143)","(5.0, 5.9, 5.8641509433962264)","(2.35, 2.64, 2.6322112211221125)","(7.5, 9.6, 9.572932330827067)","(3.4, 3.9, 3.8961165048543687)"
07-01-2023 14:25:15.934200,"(10.0, 12.0, 11.817857142857143)","(5.0, 5.9, 5.8641509433962264)","(2.35, 2.64, 2.6389285714285715)","(7.5, 9.6, 9.571875)","(3.4, 3.95, 3.9275862068965517)"
