,Namakwa,Hostage Of War,Ostermeier,By The Law,Lets Torque A Deel,Tea Leaves,Lucamour
07-01-2023 14:37:01.265129,"(2.0, 2.32, 2.24)","(3.7, 5.2, 4.5636363636363635)","(10.0, 13.5, 13.166666666666666)","(26.0, 60.0, 42.666666666666664)","(7.0, 9.2, 9.049999999999999)","(9.0, 16.0, 15.375)","(9.0, 14.5, 13.441176470588236)"
07-01-2023 14:37:02.202651,"(2.0, 2.32, 2.24)","(3.7, 5.2, 4.5636363636363635)","(10.0, 13.5, 13.166666666666666)","(26.0, 60.0, 42.666666666666664)","(7.0, 9.2, 9.049999999999999)","(9.0, 16.0, 15.375)","(9.0, 14.5, 13.441176470588236)"
07-01-2023 14:37:03.100569,"(2.0, 2.32, 2.24)","(3.7, 5.2, 4.5636363636363635)","(10.0, 13.5, 13.166666666666666)","(26.0, 60.0, 42.666666666666664)","(7.0, 9.2, 9.049999999999999)","(9.0, 16.0, 15.375)","(9.0, 14.5, 13.441176470588236)"
07-01-2023 14:37:04.114231,"(2.0, 2.32, 2.24)","(3.7, 5.2, 4.5636363636363635)","(10.0, 13.5, 13.481132075471699)","(26.0, 60.0, 42.666666666666664)","(7.0, 9.2, 9.049999999999999)","(9.0, 16.0, 15.375)","(9.0, 14.5, 13.7)"
07-01-2023 14:37:05.112937,"(2.0, 2.32, 2.304)","(3.7, 5.2, 4.5)","(10.0, 13.5, 13.481132075471699)","(26.0, 60.0, 42.666666666666664)","(7.0, 9.2, 9.049999999999999)","(9.0, 16.0, 15.375)","(9.0, 14.0, 13.7)"
07-01-2023 14:37:06.207051,"(2.0, 2.32, 2.304)","(3.7, 5.2, 4.5)","(10.0, 13.5, 13.481132075471699)","(26.0, 60.0, 42.666666666666664)","(7.0, 9.2, 9.049999999999999)","(9.0, 16.0, 15.375)","(9.0, 14.0, 13.7)"
07-01-2023 14:37:07.219236,"(2.0, 2.32, 2.304)","(3.7, 5.2, 4.5)","(10.0, 13.5, 13.481132075471699)","(26.0, 60.0, 42.666666666666664)","(7.0, 9.2, 9.049999999999999)","(9.0, 16.0, 15.375)","(9.0, 14.0, 13.7)"
07-01-2023 14:37:08.171915,"(2.0, 2.32, 2.304)","(3.7, 5.2, 4.5)","(10.0, 13.5, 13.481132075471699)","(26.0, 60.0, 42.666666666666664)","(7.0, 9.2, 9.049999999999999)","(9.0, 16.0, 15.375)","(9.0, 14.0, 13.7)"
07-01-2023 14:37:09.186645,"(2.0, 2.32, 2.304)","(3.7, 5.2, 4.5)","(10.0, 13.5, 13.481132075471699)","(26.0, 60.0, 42.666666666666664)","(7.0, 9.2, 9.049999999999999)","(9.0, 16.0, 15.375)","(9.0, 14.0, 13.357142857142858)"
07-01-2023 14:37:10.170191,"(2.0, 2.32, 2.304)","(3.7, 5.2, 4.5)","(10.0, 13.5, 13.481132075471699)","(26.0, 60.0, 42.666666666666664)","(7.0, 9.2, 9.049999999999999)","(9.0, 16.0, 15.375)","(9.0, 14.0, 13.357142857142858)"
07-01-2023 14:37:11.135305,"(2.0, 2.32, 2.304)","(3.7, 5.2, 4.5)","(10.0, 13.5, 13.481132075471699)","(26.0, 60.0, 42.666666666666664)","(7.0, 9.2, 9.049999999999999)","(9.0, 16.0, 15.375)","(9.0, 14.0, 13.357142857142858)"
07-01-2023 14:37:12.142992,"(2.0, 2.32, 2.304)","(3.7, 5.2, 4.5)","(10.0, 13.5, 13.481132075471699)","(26.0, 60.0, 42.666666666666664)","(7.0, 9.2, 9.049999999999999)","(9.0, 16.0, 15.375)","(9.0, 14.0, 13.357142857142858)"
07-01-2023 14:37:13.192840,"(2.0, 2.32, 2.304)","(3.7, 5.2, 4.5)","(10.0, 13.5, 13.483870967741936)","(26.0, 60.0, 42.666666666666664)","(7.0, 9.2, 9.049999999999999)","(9.0, 16.0, 15.375)","(9.0, 14.0, 13.357142857142858)"
07-01-2023 14:37:14.271128,"(2.0, 2.32, 2.304)","(3.7, 5.2, 4.5)","(10.0, 13.5, 13.483870967741936)","(26.0, 60.0, 42.666666666666664)","(7.0, 9.2, 9.049999999999999)","(9.0, 16.0, 15.375)","(9.0, 14.0, 13.357142857142858)"
07-01-2023 14:37:15.321314,"(2.0, 2.3, 2.289333333333333)","(3.7, 5.2, 4.5)","(10.0, 13.5, 13.483870967741936)","(26.0, 60.0, 42.666666666666664)","(7.0, 9.2, 9.049999999999999)","(9.0, 16.0, 15.375)","(9.0, 14.0, 13.357142857142858)"
07-01-2023 14:37:16.272112,"(2.0, 2.3, 2.289333333333333)","(3.7, 5.2, 4.5)","(10.0, 13.5, 13.483870967741936)","(26.0, 60.0, 42.666666666666664)","(7.0, 9.2, 9.049999999999999)","(9.0, 16.0, 15.375)","(9.0, 14.0, 13.357142857142858)"
07-01-2023 14:37:17.189762,"(2.0, 2.3, 2.289333333333333)","(3.7, 5.2, 4.5)","(10.0, 13.5, 13.483870967741936)","(26.0, 60.0, 42.666666666666664)","(7.0, 9.2, 9.049999999999999)","(9.0, 16.0, 15.375)","(9.0, 14.0, 13.357142857142858)"
07-01-2023 14:37:18.144507,"(2.0, 2.3, 2.289333333333333)","(3.7, 5.2, 4.5)","(10.0, 15.0, 14.865384615384615)","(26.0, 60.0, 42.666666666666664)","(7.0, 9.2, 9.049999999999999)","(9.0, 16.0, 15.375)","(9.0, 14.0, 13.357142857142858)"
07-01-2023 14:37:19.148194,"(2.0, 2.3, 2.289333333333333)","(3.7, 5.2, 4.5636363636363635)","(10.0, 15.0, 14.81203007518797)","(26.0, 60.0, 42.666666666666664)","(7.0, 9.2, 9.049999999999999)","(9.0, 16.0, 15.375)","(9.0, 14.0, 13.357142857142858)"
07-01-2023 14:37:20.171148,"(2.0, 2.3, 2.289333333333333)","(3.7, 5.2, 4.5636363636363635)","(10.0, 15.0, 14.81203007518797)","(26.0, 60.0, 42.666666666666664)","(7.0, 9.2, 9.049999999999999)","(9.0, 16.0, 15.375)","(9.0, 14.0, 13.357142857142858)"
07-01-2023 14:37:21.194714,"(2.0, 2.3, 2.289333333333333)","(3.7, 5.2, 4.5636363636363635)","(10.0, 15.0, 14.81203007518797)","(26.0, 60.0, 42.666666666666664)","(7.0, 9.2, 9.049999999999999)","(9.0, 16.0, 15.375)","(9.0, 14.0, 13.357142857142858)"
07-01-2023 14:37:22.246255,"(2.0, 2.3, 2.289333333333333)","(3.7, 5.2, 4.5636363636363635)","(10.0, 15.0, 14.81203007518797)","(26.0, 60.0, 42.666666666666664)","(7.0, 9.2, 9.049999999999999)","(9.0, 16.0, 15.375)","(9.0, 14.0, 13.357142857142858)"
07-01-2023 14:37:23.213530,"(2.0, 2.3, 2.289333333333333)","(3.7, 5.2, 4.5636363636363635)","(10.0, 15.0, 14.81203007518797)","(26.0, 60.0, 42.666666666666664)","(7.0, 9.2, 9.049999999999999)","(9.0, 16.0, 15.375)","(9.0, 14.0, 13.357142857142858)"
07-01-2023 14:37:24.140086,"(2.0, 2.3, 2.289333333333333)","(3.7, 5.2, 4.5636363636363635)","(10.0, 15.0, 14.81203007518797)","(26.0, 60.0, 42.666666666666664)","(7.0, 9.2, 9.049999999999999)","(9.0, 16.0, 15.375)","(9.0, 14.0, 13.357142857142858)"
07-01-2023 14:37:25.111559,"(2.0, 2.3, 2.289333333333333)","(3.7, 5.2, 4.5636363636363635)","(10.0, 15.0, 14.81203007518797)","(26.0, 60.0, 42.666666666666664)","(7.0, 9.2, 9.049999999999999)","(9.0, 16.0, 15.375)","(9.0, 14.0, 13.357142857142858)"
07-01-2023 14:37:26.121238,"(2.0, 2.3, 2.289333333333333)","(3.7, 5.2, 4.5636363636363635)","(10.0, 15.0, 14.81203007518797)","(26.0, 60.0, 42.666666666666664)","(7.0, 9.2, 9.049999999999999)","(9.0, 16.0, 15.375)","(9.0, 14.0, 13.357142857142858)"
07-01-2023 14:37:27.134586,"(2.0, 2.3, 2.289333333333333)","(3.7, 5.2, 4.5636363636363635)","(10.0, 15.0, 14.81203007518797)","(26.0, 60.0, 42.666666666666664)","(7.0, 9.2, 9.049999999999999)","(9.0, 16.0, 15.375)","(9.0, 14.0, 13.357142857142858)"
07-01-2023 14:37:28.150926,"(2.0, 2.3, 2.289333333333333)","(3.7, 5.2, 4.5636363636363635)","(10.0, 15.0, 14.81203007518797)","(26.0, 60.0, 42.666666666666664)","(7.0, 9.2, 9.049999999999999)","(9.0, 16.0, 15.375)","(9.0, 14.0, 13.357142857142858)"
07-01-2023 14:37:29.215636,"(2.0, 2.3, 2.289333333333333)","(3.7, 5.2, 4.5636363636363635)","(10.0, 15.0, 14.81203007518797)","(26.0, 60.0, 42.666666666666664)","(7.0, 9.2, 9.049999999999999)","(9.0, 16.0, 15.375)","(9.0, 14.0, 13.357142857142858)"
07-01-2023 14:37:30.292939,"(2.0, 2.3, 2.289333333333333)","(3.7, 5.2, 4.5636363636363635)","(10.0, 15.0, 14.81203007518797)","(26.0, 60.0, 42.666666666666664)","(7.0, 9.2, 9.049999999999999)","(9.0, 16.0, 15.375)","(9.0, 14.0, 13.357142857142858)"
07-01-2023 14:37:31.336824,"(2.0, 2.3, 2.289333333333333)","(3.7, 5.2, 4.5636363636363635)","(10.0, 15.0, 14.81203007518797)","(26.0, 60.0, 42.666666666666664)","(7.0, 9.2, 9.049999999999999)","(9.0, 16.0, 15.375)","(9.0, 14.0, 13.357142857142858)"
07-01-2023 14:37:32.378755,"(2.0, 2.3, 2.289333333333333)","(3.7, 5.2, 4.5636363636363635)","(10.0, 15.0, 14.81203007518797)","(26.0, 60.0, 42.666666666666664)","(7.0, 9.2, 9.049999999999999)","(9.0, 16.0, 15.375)","(9.0, 14.0, 13.357142857142858)"
07-01-2023 14:37:33.299672,"(2.0, 2.3, 2.289333333333333)","(3.7, 5.2, 4.5636363636363635)","(10.0, 15.0, 14.81203007518797)","(26.0, 60.0, 42.666666666666664)","(7.0, 9.2, 9.049999999999999)","(9.0, 16.0, 15.375)","(9.0, 14.0, 13.357142857142858)"
07-01-2023 14:37:34.268977,"(2.0, 2.3, 2.289333333333333)","(3.7, 5.2, 4.5636363636363635)","(10.0, 15.0, 14.81203007518797)","(26.0, 60.0, 42.666666666666664)","(7.0, 9.2, 9.049999999999999)","(9.0, 16.0, 15.375)","(9.0, 14.0, 13.357142857142858)"
07-01-2023 14:37:35.331111,"(2.0, 2.3, 2.289333333333333)","(3.7, 5.2, 4.5636363636363635)","(10.0, 15.0, 14.81203007518797)","(26.0, 60.0, 42.666666666666664)","(7.0, 9.2, 9.049999999999999)","(9.0, 16.0, 15.375)","(9.0, 14.0, 13.357142857142858)"
07-01-2023 14:37:36.321448,"(2.0, 2.3, 2.289333333333333)","(3.7, 5.2, 4.5636363636363635)","(10.0, 15.0, 14.81203007518797)","(26.0, 60.0, 42.666666666666664)","(7.0, 9.2, 9.049999999999999)","(9.0, 16.0, 15.375)","(9.0, 14.0, 13.357142857142858)"
07-01-2023 14:37:37.283521,"(2.0, 2.3, 2.289333333333333)","(3.7, 5.2, 4.5636363636363635)","(10.0, 15.0, 14.81203007518797)","(26.0, 60.0, 42.666666666666664)","(7.0, 9.2, 9.049999999999999)","(9.0, 16.0, 15.375)","(9.0, 14.0, 13.357142857142858)"
07-01-2023 14:37:38.325083,"(2.0, 2.3, 2.289333333333333)","(3.7, 5.2, 4.5636363636363635)","(10.0, 15.0, 14.81203007518797)","(26.0, 60.0, 42.666666666666664)","(7.0, 9.2, 9.049999999999999)","(9.0, 16.0, 15.375)","(9.0, 14.0, 13.357142857142858)"
07-01-2023 14:37:39.322710,"(2.0, 2.3, 2.289333333333333)","(3.7, 5.2, 4.5636363636363635)","(10.0, 15.0, 14.81203007518797)","(26.0, 60.0, 42.666666666666664)","(7.0, 9.2, 9.049999999999999)","(9.0, 16.0, 15.375)","(9.0, 14.0, 13.357142857142858)"
07-01-2023 14:37:40.333202,"(2.0, 2.3, 2.289333333333333)","(3.7, 5.2, 4.5636363636363635)","(10.0, 15.0, 14.81203007518797)","(26.0, 60.0, 42.666666666666664)","(7.0, 9.2, 9.049999999999999)","(9.0, 16.0, 15.375)","(9.0, 14.0, 13.357142857142858)"
07-01-2023 14:37:41.246467,"(2.0, 2.3, 2.289333333333333)","(3.7, 5.2, 4.5636363636363635)","(10.0, 15.0, 14.81203007518797)","(26.0, 60.0, 42.666666666666664)","(7.0, 9.2, 9.049999999999999)","(9.0, 16.0, 15.375)","(9.0, 14.0, 13.357142857142858)"
07-01-2023 14:37:42.178483,"(2.0, 2.3, 2.289333333333333)","(3.7, 5.2, 4.5636363636363635)","(10.0, 15.0, 14.81203007518797)","(26.0, 60.0, 42.666666666666664)","(7.0, 9.2, 9.049999999999999)","(9.0, 16.0, 15.375)","(9.0, 14.0, 13.357142857142858)"
07-01-2023 14:37:43.146728,"(2.0, 2.3, 2.289333333333333)","(3.7, 5.2, 4.5636363636363635)","(10.0, 15.0, 14.81203007518797)","(26.0, 60.0, 42.666666666666664)","(7.0, 9.2, 9.049999999999999)","(9.0, 16.0, 15.375)","(9.0, 14.0, 13.357142857142858)"
07-01-2023 14:37:44.117950,"(2.0, 2.3, 2.289333333333333)","(3.7, 5.2, 4.5636363636363635)","(10.0, 15.0, 14.81203007518797)","(26.0, 60.0, 42.666666666666664)","(7.0, 9.2, 9.049999999999999)","(9.0, 16.0, 15.375)","(9.0, 14.0, 13.357142857142858)"
07-01-2023 14:37:45.132569,"(2.0, 2.3, 2.289333333333333)","(3.7, 5.2, 4.5636363636363635)","(10.0, 15.0, 14.81203007518797)","(26.0, 60.0, 42.666666666666664)","(7.0, 9.2, 9.049999999999999)","(9.0, 16.0, 15.375)","(9.0, 14.0, 13.357142857142858)"
07-01-2023 14:37:46.172825,"(2.0, 2.32, 2.304)","(3.7, 5.2, 4.5636363636363635)","(10.0, 15.0, 14.81203007518797)","(26.0, 60.0, 47.0)","(7.0, 9.2, 9.049999999999999)","(9.0, 16.0, 15.375)","(9.0, 14.0, 13.5)"
07-01-2023 14:37:47.173901,"(2.0, 2.3, 2.282857142857143)","(3.7, 5.2, 4.5636363636363635)","(10.0, 15.0, 14.81203007518797)","(26.0, 60.0, 49.6)","(7.0, 9.2, 9.049999999999999)","(9.0, 16.0, 15.375)","(9.0, 14.0, 13.5)"
07-01-2023 14:37:48.151212,"(2.0, 2.3, 2.2815384615384615)","(3.7, 5.2, 4.5636363636363635)","(10.0, 15.0, 14.81203007518797)","(26.0, 60.0, 49.6)","(7.0, 9.2, 9.049999999999999)","(9.0, 16.0, 15.375)","(9.0, 14.0, 13.5)"
07-01-2023 14:37:49.096299,"(2.0, 2.3, 2.2815384615384615)","(3.7, 5.2, 4.5636363636363635)","(10.0, 15.0, 14.81203007518797)","(26.0, 60.0, 49.6)","(7.0, 9.2, 9.049999999999999)","(9.0, 16.0, 15.375)","(9.0, 14.0, 13.5)"
07-01-2023 14:37:50.097057,"(2.0, 2.3, 2.2815384615384615)","(3.7, 5.2, 4.5636363636363635)","(10.0, 15.0, 14.81203007518797)","(26.0, 60.0, 49.6)","(7.0, 9.2, 9.049999999999999)","(9.0, 16.0, 15.375)","(9.0, 14.0, 13.5)"
07-01-2023 14:37:51.063863,"(2.0, 2.3, 2.2815384615384615)","(3.7, 5.2, 4.5636363636363635)","(10.0, 15.0, 14.81203007518797)","(26.0, 60.0, 49.6)","(7.0, 9.2, 9.049999999999999)","(9.0, 16.0, 15.375)","(9.0, 14.0, 13.5)"
07-01-2023 14:37:52.047939,"(2.0, 2.3, 2.2815384615384615)","(3.7, 5.2, 4.5636363636363635)","(10.0, 15.0, 14.81203007518797)","(26.0, 60.0, 49.6)","(7.0, 9.2, 9.049999999999999)","(9.0, 16.0, 15.375)","(9.0, 14.0, 13.5)"
07-01-2023 14:37:53.014057,"(2.0, 2.3, 2.2815384615384615)","(3.7, 5.2, 4.5636363636363635)","(10.0, 15.0, 14.81203007518797)","(26.0, 60.0, 49.6)","(7.0, 9.2, 9.049999999999999)","(9.0, 16.0, 15.375)","(9.0, 14.0, 13.5)"
07-01-2023 14:37:54.028212,"(2.0, 2.3, 2.2815384615384615)","(3.7, 5.2, 4.5636363636363635)","(10.0, 15.0, 14.81203007518797)","(26.0, 60.0, 49.6)","(7.0, 9.2, 9.049999999999999)","(9.0, 16.0, 15.375)","(9.0, 14.0, 13.5)"
07-01-2023 14:37:55.074697,"(2.0, 2.3, 2.2815384615384615)","(3.7, 5.2, 4.5636363636363635)","(10.0, 15.0, 14.81203007518797)","(26.0, 60.0, 49.6)","(7.0, 9.2, 9.049999999999999)","(9.0, 16.0, 15.375)","(9.0, 14.0, 13.25)"
07-01-2023 14:37:56.069956,"(2.0, 2.3, 2.2466666666666666)","(3.7, 5.2, 4.5636363636363635)","(10.0, 15.0, 14.796747967479675)","(26.0, 60.0, 49.6)","(7.0, 9.2, 9.049999999999999)","(9.0, 16.0, 15.375)","(9.0, 14.0, 13.25)"
07-01-2023 14:37:57.061163,"(2.0, 2.3, 2.2466666666666666)","(3.7, 5.2, 4.5636363636363635)","(10.0, 15.0, 14.796747967479675)","(26.0, 60.0, 49.6)","(7.0, 9.2, 9.049999999999999)","(9.0, 16.0, 15.375)","(9.0, 14.0, 13.25)"
07-01-2023 14:37:58.017424,"(2.0, 2.3, 2.2466666666666666)","(3.7, 5.2, 4.5636363636363635)","(10.0, 15.0, 14.788135593220339)","(26.0, 60.0, 49.6)","(7.0, 9.2, 9.049999999999999)","(9.0, 16.0, 15.375)","(9.0, 14.0, 13.25)"
07-01-2023 14:37:58.995646,"(2.0, 2.3, 2.2466666666666666)","(3.7, 5.2, 4.5636363636363635)","(10.0, 15.0, 14.788135593220339)","(26.0, 60.0, 49.6)","(7.0, 9.2, 9.049999999999999)","(9.0, 16.0, 15.375)","(9.0, 14.0, 13.25)"
07-01-2023 14:38:00.020900,"(2.0, 2.3, 2.2466666666666666)","(3.7, 5.2, 4.5636363636363635)","(10.0, 15.0, 14.788135593220339)","(26.0, 60.0, 47.0)","(7.0, 9.2, 9.049999999999999)","(9.0, 16.0, 15.375)","(9.0, 14.0, 13.25)"
07-01-2023 14:38:00.931104,"(2.0, 2.3, 2.2466666666666666)","(3.7, 5.2, 4.5636363636363635)","(10.0, 15.0, 13.461538461538462)","(26.0, 60.0, 48.0)","(7.0, 9.2, 9.049999999999999)","(9.0, 16.0, 15.375)","(9.0, 14.0, 13.25)"
07-01-2023 14:38:01.893261,"(2.0, 2.3, 2.2466666666666666)","(3.7, 5.1, 4.8)","(10.0, 15.0, 13.461538461538462)","(26.0, 60.0, 48.0)","(7.0, 9.2, 9.049999999999999)","(9.0, 16.0, 15.5)","(9.0, 14.0, 13.25)"
07-01-2023 14:38:02.853625,"(2.0, 2.3, 2.2466666666666666)","(3.7, 5.1, 4.6)","(10.0, 15.0, 13.24)","(26.0, 55.0, 45.5)","(7.0, 9.2, 9.049999999999999)","(9.0, 16.0, 15.5)","(9.0, 14.0, 13.25)"
07-01-2023 14:38:03.808077,"(2.0, 2.3, 2.2466666666666666)","(3.7, 5.1, 4.457142857142857)","(10.0, 14.5, 13.5625)","(26.0, 55.0, 45.5)","(7.0, 9.2, 9.049999999999999)","(9.0, 16.0, 15.5)","(9.0, 14.0, 13.25)"
07-01-2023 14:38:04.750839,"(2.0, 2.3, 2.2466666666666666)","(3.7, 5.1, 4.699999999999999)","(10.0, 14.5, 13.375)","(26.0, 50.0, 43.0)","(7.0, 9.2, 9.049999999999999)","(9.0, 16.0, 15.5)","(9.0, 14.0, 13.25)"
07-01-2023 14:38:05.753867,"(2.0, 2.3, 2.2466666666666666)","(3.7, 5.1, 4.699999999999999)","(10.0, 14.5, 13.195652173913043)","(26.0, 50.0, 43.0)","(7.0, 9.2, 9.049999999999999)","(9.0, 16.0, 15.5)","(9.0, 14.0, 13.25)"
07-01-2023 14:38:06.761610,"(2.0, 2.3, 2.2466666666666666)","(3.7, 5.1, 4.699999999999999)","(10.0, 14.5, 13.195652173913043)","(26.0, 50.0, 43.0)","(7.0, 9.2, 9.049999999999999)","(9.0, 16.0, 15.5)","(9.0, 14.0, 13.25)"
07-01-2023 14:38:07.685451,"(2.0, 2.3, 2.2466666666666666)","(3.7, 5.1, 4.699999999999999)","(10.0, 14.5, 13.195652173913043)","(26.0, 50.0, 43.0)","(7.0, 9.2, 9.049999999999999)","(9.0, 16.0, 15.5)","(9.0, 14.0, 13.25)"
07-01-2023 14:38:08.695330,"(2.0, 2.3, 2.2466666666666666)","(3.7, 5.1, 4.699999999999999)","(10.0, 14.5, 13.195652173913043)","(26.0, 48.0, 44.0)","(7.0, 9.2, 9.049999999999999)","(9.0, 16.0, 15.5)","(9.0, 14.0, 13.25)"
07-01-2023 14:38:09.709056,"(2.0, 2.3, 2.2466666666666666)","(3.7, 5.1, 4.699999999999999)","(10.0, 14.5, 13.195652173913043)","(26.0, 48.0, 43.0)","(7.0, 9.2, 9.049999999999999)","(9.0, 16.0, 15.5)","(9.0, 14.0, 13.25)"
07-01-2023 14:38:10.751188,"(2.0, 2.3, 2.2466666666666666)","(3.7, 5.1, 4.699999999999999)","(10.0, 14.5, 13.195652173913043)","(26.0, 48.0, 43.0)","(7.0, 9.2, 9.049999999999999)","(9.0, 16.0, 15.5)","(9.0, 14.0, 12.88888888888889)"
07-01-2023 14:38:11.718068,"(2.0, 2.3, 2.2466666666666666)","(3.7, 5.1, 4.699999999999999)","(10.0, 14.5, 13.195652173913043)","(26.0, 48.0, 41.333333333333336)","(7.0, 9.2, 9.049999999999999)","(9.0, 16.0, 15.5)","(9.0, 14.0, 12.81578947368421)"
07-01-2023 14:38:12.692437,"(2.0, 2.3, 2.2466666666666666)","(3.7, 5.1, 4.699999999999999)","(10.0, 14.5, 13.195652173913043)","(26.0, 48.0, 41.333333333333336)","(7.0, 9.2, 9.049999999999999)","(9.0, 16.0, 15.5)","(9.0, 14.0, 12.928571428571429)"
07-01-2023 14:38:13.803028,"(2.0, 2.3, 2.2466666666666666)","(3.7, 5.1, 4.699999999999999)","(10.0, 14.5, 13.195652173913043)","(26.0, 48.0, 41.333333333333336)","(7.0, 9.2, 9.049999999999999)","(9.0, 16.0, 15.5)","(9.0, 14.0, 12.928571428571429)"
07-01-2023 14:38:14.848474,"(2.0, 2.3, 2.2466666666666666)","(3.7, 5.1, 4.699999999999999)","(10.0, 14.5, 13.195652173913043)","(26.0, 48.0, 41.333333333333336)","(7.0, 9.2, 9.049999999999999)","(9.0, 16.0, 15.5)","(9.0, 14.0, 12.928571428571429)"
07-01-2023 14:38:15.814949,"(2.05, 2.3, 2.2466666666666666)","(3.7, 5.1, 4.699999999999999)","(11.0, 14.5, 13.195652173913043)","(31.0, 48.0, 41.333333333333336)","(7.5, 9.2, 9.049999999999999)","(10.0, 16.0, 15.5)","(10.0, 14.0, 12.928571428571429)"
07-01-2023 14:38:16.837132,"(2.05, 2.3, 2.2466666666666666)","(3.7, 5.1, 4.699999999999999)","(11.0, 14.5, 13.195652173913043)","(31.0, 48.0, 41.333333333333336)","(7.5, 9.2, 9.049999999999999)","(10.0, 16.0, 15.5)","(10.0, 14.0, 12.928571428571429)"
07-01-2023 14:38:17.845120,"(2.05, 2.32, 2.2533333333333334)","(3.7, 5.1, 4.699999999999999)","(11.0, 14.5, 13.195652173913043)","(31.0, 48.0, 41.333333333333336)","(7.5, 9.2, 9.049999999999999)","(10.0, 16.0, 15.5)","(10.0, 14.0, 12.928571428571429)"
07-01-2023 14:38:18.945273,"(2.05, 2.3, 2.2466666666666666)","(3.7, 5.1, 4.699999999999999)","(11.0, 14.5, 13.195652173913043)","(31.0, 48.0, 41.333333333333336)","(7.5, 9.2, 9.049999999999999)","(10.0, 16.0, 15.5)","(10.0, 14.0, 12.928571428571429)"
07-01-2023 14:38:19.906695,"(2.05, 2.3, 2.2466666666666666)","(3.7, 5.1, 4.699999999999999)","(11.0, 14.5, 13.195652173913043)","(31.0, 48.0, 41.333333333333336)","(7.5, 9.2, 9.049999999999999)","(10.0, 16.0, 15.5)","(10.0, 14.0, 12.928571428571429)"
07-01-2023 14:38:20.860287,"(2.05, 2.3, 2.2466666666666666)","(3.7, 5.1, 4.699999999999999)","(11.0, 14.5, 13.195652173913043)","(31.0, 48.0, 41.333333333333336)","(7.5, 9.2, 9.049999999999999)","(10.0, 16.0, 15.5)","(10.0, 14.0, 12.928571428571429)"
07-01-2023 14:38:21.871075,"(2.05, 2.3, 2.2466666666666666)","(3.7, 5.1, 4.699999999999999)","(11.0, 14.5, 13.195652173913043)","(31.0, 48.0, 41.333333333333336)","(7.5, 9.2, 9.049999999999999)","(10.0, 16.0, 15.5)","(10.0, 14.0, 12.928571428571429)"
07-01-2023 14:38:22.857003,"(2.05, 2.3, 2.2466666666666666)","(3.7, 5.1, 4.699999999999999)","(11.0, 14.5, 13.195652173913043)","(31.0, 48.0, 41.333333333333336)","(7.5, 9.2, 9.049999999999999)","(10.0, 16.0, 15.5)","(10.0, 14.0, 12.928571428571429)"
07-01-2023 14:38:23.803932,"(2.05, 2.3, 2.2466666666666666)","(3.7, 5.1, 4.699999999999999)","(11.0, 14.5, 13.195652173913043)","(31.0, 48.0, 41.333333333333336)","(7.5, 9.2, 9.049999999999999)","(10.0, 16.0, 15.5)","(10.0, 14.0, 12.928571428571429)"
07-01-2023 14:38:24.740466,"(2.05, 2.3, 2.2466666666666666)","(3.7, 5.1, 4.699999999999999)","(11.0, 14.5, 13.195652173913043)","(31.0, 48.0, 41.333333333333336)","(7.5, 9.2, 9.049999999999999)","(10.0, 16.0, 15.5)","(10.0, 14.0, 12.928571428571429)"
07-01-2023 14:38:25.733692,"(2.05, 2.3, 2.2466666666666666)","(3.7, 5.1, 4.699999999999999)","(11.0, 14.5, 13.195652173913043)","(31.0, 48.0, 41.333333333333336)","(7.5, 9.2, 9.049999999999999)","(10.0, 16.0, 15.5)","(10.0, 14.0, 12.928571428571429)"
07-01-2023 14:38:26.671618,"(2.05, 2.3, 2.2466666666666666)","(3.7, 5.1, 4.699999999999999)","(11.0, 14.5, 13.195652173913043)","(31.0, 48.0, 41.333333333333336)","(7.5, 9.2, 9.049999999999999)","(10.0, 16.0, 15.5)","(10.0, 14.0, 12.928571428571429)"
07-01-2023 14:38:27.620949,"(2.05, 2.3, 2.2466666666666666)","(3.7, 5.1, 4.699999999999999)","(11.0, 14.5, 13.195652173913043)","(31.0, 48.0, 41.333333333333336)","(7.5, 9.2, 9.049999999999999)","(10.0, 16.0, 15.5)","(10.0, 14.0, 12.928571428571429)"
07-01-2023 14:38:28.606507,"(2.05, 2.3, 2.2466666666666666)","(3.7, 5.1, 4.699999999999999)","(11.0, 14.5, 14.136363636363637)","(31.0, 48.0, 41.333333333333336)","(7.5, 9.2, 9.049999999999999)","(10.0, 16.0, 15.5)","(10.0, 14.0, 12.928571428571429)"
07-01-2023 14:38:29.589181,"(2.05, 2.3, 2.2466666666666666)","(3.7, 5.1, 4.699999999999999)","(11.0, 14.5, 14.136363636363637)","(31.0, 48.0, 41.333333333333336)","(7.5, 9.2, 9.049999999999999)","(10.0, 16.0, 15.5)","(10.0, 14.0, 12.928571428571429)"
07-01-2023 14:38:30.635698,"(2.05, 2.3, 2.2466666666666666)","(3.7, 5.1, 4.699999999999999)","(11.0, 14.5, 14.136363636363637)","(31.0, 48.0, 41.333333333333336)","(7.5, 9.2, 9.049999999999999)","(10.0, 16.0, 15.5)","(10.0, 14.0, 12.928571428571429)"
07-01-2023 14:38:31.557846,"(2.05, 2.3, 2.2466666666666666)","(3.7, 5.1, 4.699999999999999)","(11.0, 14.5, 14.136363636363637)","(31.0, 48.0, 41.333333333333336)","(7.5, 9.2, 9.049999999999999)","(10.0, 16.0, 15.5)","(10.0, 14.0, 12.928571428571429)"
