,Bye Bye Taipan,Devastator,Game One,Mr Savant,Smart And Classy,Lenny Rocks Out,Rubeson
11-01-2023 13:48:25.390631,"(4.2, 4.9, 4.818918918918919)","(6.0, 10.5, 10.206521739130435)","(9.0, 10.5, 9.916666666666668)","(81.0, 230.0, 178.57142857142856)","(6.5, 8.2, 7.692307692307692)","(9.0, 23.0, 19.547619047619047)","(2.1, 2.52, 2.4628571428571426)"
11-01-2023 13:48:26.875290,"(4.2, 4.9, 4.820588235294117)","(6.0, 10.5, 10.206521739130435)","(9.0, 10.5, 9.9)","(81.0, 230.0, 178.57142857142856)","(6.5, 8.2, 7.652173913043478)","(9.0, 23.0, 20.21153846153846)","(2.1, 2.52, 2.4628571428571426)"
11-01-2023 13:48:28.338354,"(4.2, 4.9, 4.820588235294117)","(6.0, 10.5, 10.206521739130435)","(9.0, 10.5, 9.9)","(81.0, 230.0, 178.57142857142856)","(6.5, 8.2, 7.652173913043478)","(9.0, 23.0, 20.661290322580644)","(2.1, 2.52, 2.4628571428571426)"
11-01-2023 13:48:29.792764,"(4.2, 4.9, 4.820588235294117)","(6.0, 10.5, 10.131818181818181)","(9.0, 10.5, 9.9)","(81.0, 230.0, 178.57142857142856)","(6.5, 8.2, 7.652173913043478)","(9.0, 23.0, 20.844827586206897)","(2.1, 2.52, 2.4874509803921567)"
11-01-2023 13:48:31.173172,"(4.2, 4.9, 4.824137931034483)","(6.0, 10.5, 10.114285714285714)","(9.0, 10.5, 9.9)","(81.0, 230.0, 178.57142857142856)","(6.5, 8.2, 7.652173913043478)","(9.0, 23.0, 20.844827586206897)","(2.1, 2.5, 2.4895081967213115)"
11-01-2023 13:48:32.527198,"(4.2, 4.9, 4.808333333333334)","(6.0, 10.5, 10.114285714285714)","(9.0, 10.5, 9.9)","(81.0, 230.0, 178.57142857142856)","(6.5, 8.2, 7.652173913043478)","(9.0, 23.0, 20.844827586206897)","(2.1, 2.5, 2.4895081967213115)"
11-01-2023 13:48:33.924875,"(4.2, 4.9, 4.808333333333334)","(6.0, 10.5, 10.114285714285714)","(9.0, 10.5, 9.9)","(81.0, 230.0, 178.57142857142856)","(6.5, 8.2, 7.652173913043478)","(9.0, 23.0, 20.0)","(2.1, 2.5, 2.4895081967213115)"
11-01-2023 13:48:35.191053,"(4.2, 4.9, 4.808333333333334)","(6.0, 10.5, 10.073684210526316)","(9.0, 10.5, 9.9)","(81.0, 230.0, 166.0)","(6.5, 8.2, 7.652173913043478)","(9.0, 23.0, 20.0)","(2.1, 2.5, 2.4895081967213115)"
11-01-2023 13:48:36.704220,"(4.2, 4.9, 4.810526315789474)","(6.0, 10.5, 10.114285714285714)","(9.0, 10.5, 9.9)","(81.0, 230.0, 166.0)","(6.5, 8.2, 7.652173913043478)","(9.0, 23.0, 20.612244897959183)","(2.1, 2.5, 2.4895081967213115)"
11-01-2023 13:48:37.980125,"(4.2, 4.9, 4.810526315789474)","(6.0, 10.5, 10.144736842105264)","(9.0, 10.5, 9.9)","(81.0, 230.0, 183.33333333333334)","(6.5, 8.2, 7.652173913043478)","(9.0, 23.0, 21.016949152542374)","(2.1, 2.5, 2.4895081967213115)"
11-01-2023 13:48:39.240575,"(4.2, 4.9, 4.822222222222222)","(6.0, 10.5, 10.144736842105264)","(9.0, 10.5, 9.728571428571428)","(81.0, 230.0, 192.0)","(6.5, 8.2, 7.866666666666666)","(9.0, 23.0, 21.016949152542374)","(2.1, 2.5, 2.482)"
11-01-2023 13:48:40.609171,"(4.2, 4.8, 4.557142857142857)","(6.0, 10.5, 10.144736842105264)","(9.0, 10.5, 9.716129032258063)","(81.0, 220.0, 169.0909090909091)","(6.5, 8.2, 7.866666666666666)","(9.0, 23.0, 21.016949152542374)","(2.1, 2.5, 2.482)"
11-01-2023 13:48:41.984297,"(4.2, 4.8, 4.568181818181818)","(6.0, 10.5, 9.84375)","(9.0, 10.5, 9.375)","(81.0, 220.0, 176.25)","(6.5, 8.2, 7.866666666666666)","(9.0, 23.0, 21.016949152542374)","(2.1, 2.5, 2.482)"
11-01-2023 13:48:43.322575,"(4.2, 4.8, 4.6454545454545455)","(6.0, 10.5, 9.84375)","(9.0, 10.5, 9.571428571428571)","(81.0, 220.0, 176.25)","(6.5, 8.2, 7.866666666666666)","(9.0, 23.0, 21.016949152542374)","(2.1, 2.5, 2.482)"
11-01-2023 13:48:44.619703,"(4.2, 4.8, 4.754545454545454)","(6.0, 10.5, 9.84375)","(9.0, 10.0, 9.571428571428571)","(81.0, 220.0, 176.25)","(6.5, 8.2, 7.9692307692307685)","(9.0, 23.0, 21.016949152542374)","(2.1, 2.5, 2.482)"
11-01-2023 13:48:45.909219,"(4.2, 4.8, 4.76)","(6.0, 10.5, 10.208333333333334)","(9.0, 10.0, 9.22857142857143)","(81.0, 220.0, 176.25)","(6.5, 8.2, 7.866666666666666)","(9.0, 23.0, 21.016949152542374)","(2.1, 2.5, 2.514074074074074)"
11-01-2023 13:48:47.174540,"(4.2, 4.9, 4.78)","(6.0, 10.5, 10.208333333333334)","(9.0, 9.8, 9.4)","(81.0, 220.0, 176.25)","(6.5, 8.2, 8.049999999999999)","(9.0, 23.0, 21.016949152542374)","(2.1, 2.54, 2.525714285714286)"
11-01-2023 13:48:48.478272,"(4.2, 4.9, 4.78)","(6.0, 10.5, 10.208333333333334)","(9.0, 9.6, 9.2)","(81.0, 220.0, 170.0)","(6.5, 8.2, 8.049999999999999)","(9.0, 23.0, 21.016949152542374)","(2.1, 2.54, 2.52135593220339)"
11-01-2023 13:48:49.806931,"(4.2, 4.9, 4.82)","(6.0, 10.5, 10.208333333333334)","(9.0, 9.6, 9.2)","(81.0, 220.0, 170.0)","(6.5, 8.2, 8.049999999999999)","(9.0, 23.0, 20.263157894736842)","(2.1, 2.54, 2.52135593220339)"
11-01-2023 13:48:51.195163,"(4.2, 4.9, 4.863636363636364)","(6.0, 10.5, 10.208333333333334)","(9.0, 9.6, 9.2)","(81.0, 220.0, 170.0)","(6.5, 8.2, 8.049999999999999)","(9.0, 23.0, 20.263157894736842)","(2.1, 2.54, 2.5183673469387755)"
11-01-2023 13:48:52.525184,"(4.2, 4.9, 5.0249999999999995)","(6.0, 10.5, 10.200000000000001)","(9.0, 9.6, 8.984615384615385)","(81.0, 220.0, 170.0)","(6.5, 8.2, 8.049999999999999)","(9.0, 23.0, 20.833333333333332)","(2.1, 2.52, 2.5184)"
11-01-2023 13:48:53.936066,"(4.2, 5.1, 4.978260869565217)","(6.0, 10.5, 10.200000000000001)","(9.0, 9.6, 8.9125)","(81.0, 220.0, 170.0)","(6.5, 8.2, 8.049999999999999)","(9.0, 23.0, 21.098360655737704)","(2.1, 2.52, 2.5184)"
11-01-2023 13:48:55.393870,"(4.2, 5.1, 4.882857142857143)","(6.0, 10.5, 10.200000000000001)","(9.0, 9.6, 8.9125)","(81.0, 220.0, 170.0)","(6.5, 8.2, 8.049999999999999)","(9.0, 23.0, 20.964912280701753)","(2.1, 2.52, 2.5184)"
11-01-2023 13:48:56.694556,"(4.2, 5.1, 4.972727272727273)","(6.0, 10.5, 10.200000000000001)","(9.0, 9.6, 8.9125)","(81.0, 220.0, 170.0)","(6.5, 8.2, 8.049999999999999)","(9.0, 23.0, 20.964912280701753)","(2.1, 2.52, 2.5184)"
11-01-2023 13:48:58.120615,"(4.2, 5.1, 4.935294117647059)","(6.0, 10.5, 10.200000000000001)","(9.0, 9.6, 8.918181818181818)","(81.0, 220.0, 170.0)","(6.5, 8.2, 8.049999999999999)","(9.0, 23.0, 20.964912280701753)","(2.1, 2.52, 2.512)"
11-01-2023 13:48:59.439038,"(4.2, 5.1, 4.8999999999999995)","(6.0, 10.5, 10.200000000000001)","(9.0, 9.6, 8.904347826086957)","(81.0, 220.0, 170.0)","(6.5, 8.2, 8.049999999999999)","(9.0, 23.0, 20.964912280701753)","(2.1, 2.52, 2.5081967213114753)"
11-01-2023 13:49:00.737590,"(4.2, 5.1, 4.8999999999999995)","(6.0, 10.5, 10.200000000000001)","(9.0, 9.6, 8.891666666666666)","(81.0, 220.0, 170.0)","(6.5, 8.2, 8.049999999999999)","(9.0, 23.0, 20.964912280701753)","(2.1, 2.52, 2.5081967213114753)"
11-01-2023 13:49:02.196019,"(4.2, 5.1, 4.8999999999999995)","(6.0, 10.5, 10.16842105263158)","(9.0, 9.6, 8.891666666666666)","(81.0, 220.0, 185.0)","(6.5, 8.2, 8.049999999999999)","(9.0, 23.0, 20.964912280701753)","(2.1, 2.52, 2.5117241379310347)"
11-01-2023 13:49:03.532645,"(4.2, 5.1, 4.8999999999999995)","(6.0, 10.5, 10.200000000000001)","(9.0, 9.6, 8.929411764705883)","(81.0, 210.0, 185.0)","(6.5, 8.2, 8.049999999999999)","(9.0, 23.0, 20.964912280701753)","(2.1, 2.52, 2.5081967213114753)"
11-01-2023 13:49:04.828104,"(4.2, 5.1, 4.915384615384615)","(6.0, 10.5, 10.200000000000001)","(9.0, 9.4, 9.066666666666666)","(81.0, 210.0, 185.0)","(6.5, 8.2, 8.049999999999999)","(9.0, 23.0, 20.964912280701753)","(2.1, 2.52, 2.5081967213114753)"
11-01-2023 13:49:06.087445,"(4.2, 5.1, 4.915384615384615)","(6.0, 10.5, 10.200000000000001)","(9.0, 9.2, 8.899999999999999)","(81.0, 210.0, 185.0)","(6.5, 8.2, 8.049999999999999)","(9.0, 23.0, 21.153846153846153)","(2.1, 2.52, 2.512)"
11-01-2023 13:49:07.441942,"(4.2, 5.1, 4.915384615384615)","(6.0, 10.5, 10.200000000000001)","(9.0, 9.2, 8.700000000000001)","(81.0, 210.0, 185.0)","(6.5, 8.2, 8.049999999999999)","(9.0, 23.0, 21.153846153846153)","(2.1, 2.52, 2.512)"
11-01-2023 13:49:08.847724,"(4.2, 5.1, 4.915384615384615)","(6.0, 10.5, 10.035714285714286)","(9.0, 8.8, 8.333333333333332)","(81.0, 210.0, 185.0)","(6.5, 8.2, 8.049999999999999)","(9.0, 23.0, 21.153846153846153)","(2.1, 2.52, 2.512)"
11-01-2023 13:49:10.520485,"(4.2, 5.1, 4.966666666666667)","(6.0, 10.5, 10.229166666666666)","(9.0, 8.6, 8.45)","(81.0, 210.0, 185.0)","(6.5, 8.2, 8.049999999999999)","(9.0, 24.0, 23.55)","(2.1, 2.52, 2.512)"
11-01-2023 13:49:11.930441,"(4.2, 5.0, 4.966666666666667)","(6.0, 10.5, 10.24)","(9.0, 8.6, 8.333333333333332)","(81.0, 210.0, 170.0)","(6.5, 8.2, 8.08)","(9.0, 24.0, 23.318181818181817)","(2.1, 2.52, 2.512)"
11-01-2023 13:49:13.285941,"(4.2, 5.0, 4.96)","(6.0, 10.5, 10.314285714285715)","(9.0, 8.6, 9.085714285714285)","(81.0, 210.0, 170.0)","(6.5, 8.2, 8.049999999999999)","(9.0, 24.0, 23.318181818181817)","(2.1, 2.52, 2.5112727272727273)"
11-01-2023 13:49:14.542515,"(4.2, 4.9, 4.883333333333334)","(6.0, 10.5, 10.22)","(9.0, 9.2, 8.68)","(81.0, 210.0, 170.0)","(6.5, 8.2, 8.049999999999999)","(9.0, 24.0, 23.318181818181817)","(2.1, 2.52, 2.5112727272727273)"
11-01-2023 13:49:16.066694,"(4.2, 4.9, 4.883333333333334)","(6.0, 10.5, 10.22)","(9.0, 9.2, 8.68)","(81.0, 210.0, 170.0)","(6.5, 8.2, 8.049999999999999)","(9.0, 24.0, 23.476744186046513)","(2.1, 2.52, 2.5112727272727273)"
11-01-2023 13:49:17.688570,"(4.2, 4.9, 4.846666666666667)","(6.0, 10.5, 10.22)","(9.0, 9.2, 8.68)","(81.0, 210.0, 170.0)","(6.5, 8.2, 8.049999999999999)","(9.0, 25.0, 23.5)","(2.1, 2.52, 2.5112727272727273)"
11-01-2023 13:49:19.283732,"(4.2, 4.9, 4.846666666666667)","(6.0, 10.5, 10.22)","(9.0, 9.2, 8.95)","(81.0, 210.0, 170.0)","(6.5, 8.2, 8.049999999999999)","(9.0, 25.0, 24.666666666666668)","(2.1, 2.52, 2.5112727272727273)"
11-01-2023 13:49:20.696463,"(4.2, 4.9, 4.846666666666667)","(6.0, 10.5, 10.22)","(9.0, 9.0, 8.68)","(81.0, 210.0, 196.0)","(6.5, 8.2, 8.049999999999999)","(9.0, 25.0, 24.666666666666668)","(2.1, 2.52, 2.5112727272727273)"
11-01-2023 13:49:22.097415,"(4.2, 4.9, 4.846666666666667)","(6.0, 10.5, 10.22)","(9.0, 9.2, 8.68)","(81.0, 210.0, 194.0)","(6.5, 8.2, 8.049999999999999)","(9.0, 25.0, 24.88235294117647)","(2.1, 2.52, 2.5112727272727273)"
11-01-2023 13:49:23.567091,"(4.2, 4.9, 4.776923076923077)","(6.0, 10.5, 10.22)","(9.0, 9.2, 8.68)","(81.0, 210.0, 194.0)","(6.5, 8.2, 8.049999999999999)","(9.0, 25.0, 24.925925925925927)","(2.1, 2.52, 2.5112727272727273)"
11-01-2023 13:49:25.187637,"(4.2, 4.9, 4.776923076923077)","(6.0, 10.5, 10.22)","(9.0, 9.2, 8.81904761904762)","(81.0, 210.0, 194.0)","(6.5, 8.2, 8.049999999999999)","(9.0, 25.0, 24.925925925925927)","(2.1, 2.52, 2.5112727272727273)"
11-01-2023 13:49:26.654348,"(4.2, 4.9, 4.776923076923077)","(6.0, 10.5, 10.22)","(9.0, 9.2, 8.68)","(81.0, 210.0, 194.0)","(6.5, 8.2, 8.049999999999999)","(9.0, 25.0, 24.925925925925927)","(2.1, 2.52, 2.5112727272727273)"
11-01-2023 13:49:28.149470,"(4.2, 4.9, 4.776923076923077)","(6.0, 10.5, 10.22)","(9.0, 9.0, 8.68)","(81.0, 210.0, 194.0)","(6.5, 8.2, 8.049999999999999)","(9.0, 25.0, 24.925925925925927)","(2.1, 2.52, 2.5112727272727273)"
11-01-2023 13:49:29.533692,"(4.2, 4.9, 4.776923076923077)","(6.0, 10.5, 10.22)","(9.0, 9.0, 8.654545454545454)","(81.0, 210.0, 194.0)","(6.5, 8.2, 8.049999999999999)","(9.0, 25.0, 24.925925925925927)","(2.1, 2.52, 2.5075862068965518)"
11-01-2023 13:49:30.940805,"(4.2, 4.9, 4.776923076923077)","(6.0, 10.5, 10.22)","(9.0, 9.2, 8.654545454545454)","(81.0, 210.0, 194.0)","(6.5, 8.2, 8.049999999999999)","(9.0, 25.0, 27.642857142857142)","(2.1, 2.52, 2.5075862068965518)"
11-01-2023 13:49:32.344415,"(4.2, 4.9, 4.776923076923077)","(6.0, 10.5, 10.203703703703704)","(9.0, 9.0, 8.633333333333333)","(81.0, 210.0, 170.0)","(6.5, 8.2, 8.049999999999999)","(9.0, 28.0, 26.0)","(2.1, 2.52, 2.5075862068965518)"
11-01-2023 13:49:33.783624,"(4.2, 4.9, 4.776923076923077)","(6.0, 10.5, 10.203703703703704)","(9.0, 9.0, 8.633333333333333)","(81.0, 220.0, 170.0)","(6.5, 8.2, 8.049999999999999)","(9.0, 28.0, 27.76923076923077)","(2.1, 2.52, 2.5075862068965518)"
11-01-2023 13:49:35.055959,"(4.2, 4.9, 4.776923076923077)","(6.0, 10.5, 10.203703703703704)","(9.0, 9.0, 8.633333333333333)","(81.0, 220.0, 153.33333333333334)","(6.5, 8.2, 8.049999999999999)","(9.0, 28.0, 27.869565217391305)","(2.1, 2.52, 2.5075862068965518)"
11-01-2023 13:49:36.293482,"(4.2, 4.9, 4.776923076923077)","(6.0, 10.5, 10.203703703703704)","(9.0, 9.0, 8.64)","(81.0, 220.0, 153.33333333333334)","(6.5, 8.2, 8.049999999999999)","(9.0, 28.0, 27.869565217391305)","(2.1, 2.52, 2.464)"
11-01-2023 13:49:37.801209,"(4.2, 4.9, 4.808695652173913)","(6.0, 10.5, 10.203703703703704)","(9.0, 9.0, 8.647058823529411)","(81.0, 220.0, 153.33333333333334)","(6.5, 8.2, 8.049999999999999)","(9.0, 28.0, 27.0)","(2.1, 2.48, 2.46)"
11-01-2023 13:49:39.261648,"(4.2, 5.0, 4.818181818181818)","(6.0, 10.5, 10.203703703703704)","(9.0, 9.0, 8.647058823529411)","(81.0, 220.0, 166.66666666666666)","(6.5, 8.2, 8.049999999999999)","(9.0, 28.0, 27.0)","(2.1, 2.48, 2.46)"
11-01-2023 13:49:40.594355,"(4.2, 5.0, 4.818181818181818)","(6.0, 10.5, 10.203703703703704)","(9.0, 9.0, 8.466666666666667)","(81.0, 220.0, 153.33333333333334)","(6.5, 8.2, 7.8999999999999995)","(9.0, 28.0, 27.91304347826087)","(2.1, 2.48, 2.4714285714285715)"
11-01-2023 13:49:41.960320,"(4.2, 4.9, 4.814285714285715)","(6.0, 10.0, 9.040000000000001)","(9.0, 8.8, 8.475)","(81.0, 220.0, 153.33333333333334)","(6.5, 8.2, 7.8999999999999995)","(9.0, 28.0, 27.714285714285715)","(2.1, 2.52, 2.502)"
11-01-2023 13:49:43.301173,"(4.2, 5.0, 4.885714285714285)","(6.0, 9.4, 9.036363636363637)","(9.0, 9.0, 8.600000000000001)","(81.0, 220.0, 153.33333333333334)","(6.5, 8.2, 7.8999999999999995)","(9.0, 32.0, 27.714285714285715)","(2.1, 2.52, 2.502)"
11-01-2023 13:49:44.600018,"(4.0, 5.0, 4.885714285714285)","(7.0, 9.4, 9.036363636363637)","(7.5, 8.8, 8.600000000000001)","(91.0, 220.0, 153.33333333333334)","(6.5, 8.2, 7.8999999999999995)","(12.0, 32.0, 30.46153846153846)","(2.05, 2.52, 2.502)"
11-01-2023 13:49:45.805343,"(4.0, 5.0, 4.885714285714285)","(7.0, 9.2, 9.139999999999999)","(7.5, 8.8, 8.450000000000001)","(91.0, 220.0, 153.33333333333334)","(6.5, 8.2, 7.8999999999999995)","(12.0, 32.0, 31.25925925925926)","(2.05, 2.52, 2.496)"
11-01-2023 13:49:47.072887,"(4.0, 5.0, 4.9125)","(7.0, 9.0, 8.766666666666666)","(7.5, 9.0, 8.450000000000001)","(91.0, 220.0, 153.33333333333334)","(6.5, 8.2, 7.8999999999999995)","(12.0, 32.0, 31.393939393939394)","(2.05, 2.52, 2.515)"
11-01-2023 13:49:48.303249,"(4.0, 5.0, 4.9125)","(7.0, 8.8, 8.061538461538461)","(7.5, 9.0, 8.450000000000001)","(91.0, 220.0, 153.33333333333334)","(6.5, 8.2, 7.942857142857142)","(12.0, 32.0, 31.393939393939394)","(2.05, 2.52, 2.5165217391304346)"
11-01-2023 13:49:49.498550,"(4.0, 5.0, 4.9222222222222225)","(7.0, 8.8, 8.246153846153845)","(7.5, 9.0, 8.450000000000001)","(91.0, 220.0, 153.33333333333334)","(6.5, 8.2, 7.8999999999999995)","(12.0, 32.0, 31.67741935483871)","(2.05, 2.54, 2.5165217391304346)"
11-01-2023 13:49:50.889105,"(4.0, 5.0, 4.892307692307692)","(7.0, 8.8, 8.075)","(7.5, 9.0, 8.58)","(91.0, 220.0, 153.33333333333334)","(6.5, 8.2, 7.9818181818181815)","(12.0, 32.0, 31.142857142857142)","(2.05, 2.54, 2.5165217391304346)"
11-01-2023 13:49:52.225347,"(4.0, 5.0, 4.892307692307692)","(7.0, 8.6, 8.32)","(7.5, 9.0, 8.652631578947368)","(91.0, 220.0, 153.33333333333334)","(6.5, 8.2, 8.043478260869565)","(12.0, 32.0, 31.142857142857142)","(2.05, 2.54, 2.5165217391304346)"
11-01-2023 13:49:53.552006,"(4.0, 5.0, 4.870588235294117)","(7.0, 8.6, 8.4)","(7.5, 9.0, 8.714285714285715)","(91.0, 220.0, 153.33333333333334)","(6.5, 8.2, 8.225)","(12.0, 32.0, 31.142857142857142)","(2.05, 2.54, 2.51)"
11-01-2023 13:49:54.956943,"(4.0, 5.0, 4.870588235294117)","(6.5, 8.8, 8.4)","(7.5, 8.8, 8.714285714285715)","(91.0, 220.0, 153.33333333333334)","(6.5, 8.8, 8.345454545454546)","(12.0, 32.0, 31.142857142857142)","(2.05, 2.52, 2.514666666666667)"
11-01-2023 13:49:56.451817,"(4.0, 5.0, 4.870588235294117)","(6.5, 8.8, 8.4)","(7.5, 8.8, 8.714285714285715)","(91.0, 220.0, 158.88888888888889)","(6.5, 8.6, 8.333333333333332)","(12.0, 32.0, 31.142857142857142)","(2.05, 2.52, 2.533333333333333)"
11-01-2023 13:49:57.776286,"(4.0, 5.0, 4.892307692307692)","(6.5, 8.8, 8.356521739130434)","(7.5, 8.8, 8.714285714285715)","(91.0, 220.0, 158.88888888888889)","(6.5, 8.6, 8.333333333333332)","(12.0, 32.0, 29.9)","(2.05, 2.54, 2.534)"
11-01-2023 13:49:59.062709,"(4.0, 5.0, 4.892307692307692)","(6.5, 8.8, 8.285714285714285)","(7.5, 8.8, 8.714285714285715)","(91.0, 220.0, 158.88888888888889)","(6.5, 8.6, 8.373913043478261)","(12.0, 30.0, 29.88)","(2.05, 2.54, 2.534)"
11-01-2023 13:50:00.261590,"(4.0, 5.0, 4.941666666666666)","(6.5, 8.6, 8.128571428571428)","(7.5, 8.8, 8.714285714285715)","(91.0, 220.0, 158.88888888888889)","(6.5, 8.6, 8.373913043478261)","(12.0, 30.0, 29.81818181818182)","(2.05, 2.54, 2.534)"
11-01-2023 13:50:01.418858,"(4.0, 5.0, 4.941666666666666)","(6.5, 8.6, 8.105882352941176)","(7.5, 9.0, 8.450000000000001)","(91.0, 220.0, 158.88888888888889)","(6.5, 8.6, 8.4875)","(12.0, 32.0, 31.294117647058822)","(2.05, 2.54, 2.525)"
11-01-2023 13:50:02.619836,"(4.0, 5.0, 4.941666666666666)","(6.5, 8.4, 8.044444444444444)","(7.5, 9.0, 8.48235294117647)","(91.0, 220.0, 158.88888888888889)","(6.5, 8.6, 8.4875)","(12.0, 32.0, 31.8)","(2.05, 2.54, 2.5557894736842104)"
11-01-2023 13:50:04.126412,"(4.0, 5.0, 4.941666666666666)","(6.5, 8.4, 8.063157894736841)","(7.5, 9.0, 8.44)","(91.0, 220.0, 158.88888888888889)","(6.5, 8.6, 8.48235294117647)","(12.0, 32.0, 31.555555555555557)","(2.05, 2.56, 2.5705555555555555)"
11-01-2023 13:50:05.603006,"(4.0, 5.0, 4.8875)","(6.5, 8.4, 8.054545454545455)","(7.5, 9.0, 8.6)","(91.0, 220.0, 136.66666666666666)","(6.5, 8.6, 8.76923076923077)","(12.0, 32.0, 31.771428571428572)","(2.05, 2.58, 2.5300000000000002)"
11-01-2023 13:50:06.959742,"(4.0, 4.9, 4.822222222222222)","(6.5, 8.4, 7.925)","(7.5, 8.8, 8.6)","(91.0, 220.0, 136.66666666666666)","(6.5, 8.8, 8.76923076923077)","(12.0, 32.0, 31.764705882352942)","(2.05, 2.54, 2.526470588235294)"
11-01-2023 13:50:08.613765,"(4.0, 4.9, 4.881818181818182)","(6.5, 8.4, 7.992857142857143)","(7.5, 8.8, 8.6)","(91.0, 220.0, 136.66666666666666)","(6.5, 8.8, 8.76923076923077)","(12.0, 32.0, 31.764705882352942)","(2.05, 2.56, 2.523225806451613)"
11-01-2023 13:50:10.177445,"(4.0, 4.9, 4.8707317073170735)","(6.5, 8.4, 8.006896551724138)","(7.5, 8.8, 8.6)","(91.0, 220.0, 136.66666666666666)","(6.5, 8.8, 8.76923076923077)","(12.0, 32.0, 32.93333333333334)","(2.05, 2.56, 2.523225806451613)"
11-01-2023 13:50:11.668484,"(4.0, 4.9, 4.8707317073170735)","(6.5, 8.4, 7.789473684210526)","(7.5, 8.8, 8.56)","(91.0, 220.0, 136.66666666666666)","(6.5, 9.0, 8.957142857142857)","(12.0, 34.0, 32.93333333333334)","(2.05, 2.56, 2.526470588235294)"
11-01-2023 13:50:13.051026,"(4.0, 4.9, 4.8707317073170735)","(6.5, 8.2, 7.911111111111111)","(7.5, 8.8, 8.56)","(91.0, 220.0, 136.66666666666666)","(6.5, 9.0, 8.955555555555556)","(12.0, 34.0, 32.94736842105263)","(2.05, 2.56, 2.526470588235294)"
11-01-2023 13:50:14.620960,"(4.0, 4.9, 4.8707317073170735)","(6.5, 8.0, 7.911111111111111)","(7.5, 8.8, 8.56)","(91.0, 220.0, 136.66666666666666)","(6.5, 9.0, 8.942857142857143)","(12.0, 34.0, 31.903225806451612)","(2.05, 2.56, 2.5220000000000002)"
11-01-2023 13:50:16.089012,"(4.0, 4.9, 4.8707317073170735)","(6.5, 8.0, 7.92)","(7.5, 8.8, 8.56)","(91.0, 220.0, 136.66666666666666)","(6.5, 9.0, 8.942857142857143)","(12.0, 32.0, 31.892857142857142)","(2.05, 2.56, 2.5220000000000002)"
11-01-2023 13:50:17.650456,"(4.0, 4.9, 4.8707317073170735)","(6.5, 8.0, 7.92)","(7.5, 8.8, 8.56)","(91.0, 220.0, 136.66666666666666)","(6.5, 9.0, 8.9)","(12.0, 32.0, 31.88888888888889)","(2.05, 2.56, 2.52)"
11-01-2023 13:50:19.010951,"(4.0, 4.9, 4.8707317073170735)","(6.5, 8.0, 7.8)","(7.5, 8.8, 8.457142857142857)","(91.0, 220.0, 136.66666666666666)","(6.5, 9.0, 9.169230769230769)","(12.0, 32.0, 31.88888888888889)","(2.05, 2.56, 2.52)"
11-01-2023 13:50:20.401068,"(4.0, 4.9, 4.8707317073170735)","(6.5, 8.0, 7.8)","(7.5, 8.8, 8.457142857142857)","(91.0, 220.0, 136.66666666666666)","(6.5, 9.2, 9.1)","(13.0, 32.0, 31.88888888888889)","(2.05, 2.56, 2.470666666666667)"
11-01-2023 13:50:21.768650,"(4.0, 4.9, 4.857142857142858)","(6.5, 8.0, 7.85)","(7.5, 8.8, 8.457142857142857)","(91.0, 220.0, 136.66666666666666)","(6.5, 9.4, 9.280000000000001)","(13.0, 32.0, 32.55263157894737)","(2.05, 2.48, 2.441333333333333)"
11-01-2023 13:50:23.130415,"(4.0, 5.0, 4.966666666666667)","(6.5, 8.0, 7.85)","(7.5, 8.8, 8.32)","(91.0, 220.0, 136.66666666666666)","(6.5, 9.4, 9.311111111111112)","(13.0, 34.0, 32.513513513513516)","(2.05, 2.46, 2.445777777777778)"
11-01-2023 13:50:24.351692,"(4.0, 5.0, 4.961538461538462)","(6.5, 8.0, 7.85)","(7.5, 8.8, 8.32)","(91.0, 220.0, 136.66666666666666)","(7.0, 9.4, 9.311111111111112)","(13.0, 34.0, 32.513513513513516)","(2.1, 2.46, 2.445777777777778)"
11-01-2023 13:50:25.942925,"(4.0, 5.0, 4.957142857142857)","(6.5, 8.0, 7.833333333333333)","(7.5, 8.8, 8.4)","(91.0, 220.0, 136.66666666666666)","(7.0, 9.4, 9.311111111111112)","(13.0, 34.0, 33.411764705882355)","(2.1, 2.48, 2.459047619047619)"
11-01-2023 13:50:27.345315,"(4.0, 5.0, 4.957142857142857)","(6.5, 8.0, 7.88)","(7.5, 8.8, 8.4)","(91.0, 220.0, 136.66666666666666)","(7.0, 9.4, 9.35)","(14.0, 34.0, 33.42857142857143)","(2.1, 2.48, 2.4566666666666666)"
11-01-2023 13:50:28.783175,"(4.0, 5.0, 4.957142857142857)","(6.5, 8.0, 7.88)","(7.5, 8.8, 8.4)","(91.0, 220.0, 136.66666666666666)","(7.0, 9.4, 9.466666666666667)","(14.0, 34.0, 32.857142857142854)","(2.1, 2.48, 2.4368421052631577)"
11-01-2023 13:50:30.137130,"(4.0, 5.0, 4.933333333333334)","(6.5, 8.2, 7.947368421052631)","(7.5, 8.8, 8.457142857142857)","(91.0, 220.0, 136.66666666666666)","(7.0, 9.6, 9.507692307692308)","(14.0, 34.0, 33.05882352941177)","(2.1, 2.46, 2.4741176470588235)"
11-01-2023 13:50:31.504688,"(4.0, 5.0, 4.933333333333334)","(6.5, 8.2, 7.947368421052631)","(7.5, 8.8, 8.457142857142857)","(91.0, 220.0, 136.66666666666666)","(7.0, 9.6, 9.507692307692308)","(14.0, 34.0, 33.46666666666667)","(2.1, 2.5, 2.4725)"
