,Skipover,Win For Laila,Asgata,Miss Conveyor,Crimson Lille,Elegant Taste,Jo Amy,Mischief Melody,Santafe Express,Awesome Tap
12-01-2023 10:46:28.692504,"(13.0, 32.0, 29.666666666666668)","(8.5, 10.0, 9.6)","(20.0, 150.0, 62.0)","(7.0, 8.6, 8.52)","(21.0, 220.0, 92.0)","(2.45, 3.75, 3.7333333333333334)","(12.0, 30.0, 28.5)","(3.6, 4.5, 4.421428571428571)","(12.0, 9.4, 8.971428571428572)","(41.0, 120.0, 92.5)"
12-01-2023 10:46:30.123574,"(13.0, 32.0, 29.666666666666668)","(8.5, 10.0, 9.6)","(20.0, 150.0, 84.0)","(7.0, 8.6, 8.52)","(21.0, 220.0, 92.0)","(2.45, 3.75, 3.7333333333333334)","(12.0, 30.0, 27.6)","(3.6, 4.6, 4.421428571428571)","(12.0, 9.2, 8.971428571428572)","(41.0, 120.0, 92.5)"
12-01-2023 10:46:31.495897,"(13.0, 32.0, 29.666666666666668)","(8.5, 10.0, 9.6)","(20.0, 150.0, 84.0)","(7.0, 8.6, 8.52)","(21.0, 220.0, 92.0)","(2.45, 3.75, 3.7333333333333334)","(12.0, 30.0, 27.6)","(3.6, 4.6, 4.421428571428571)","(12.0, 9.2, 8.971428571428572)","(41.0, 120.0, 92.5)"
12-01-2023 10:46:32.836854,"(13.0, 32.0, 29.666666666666668)","(8.5, 10.0, 9.6)","(20.0, 150.0, 112.28571428571429)","(7.0, 8.6, 8.52)","(21.0, 220.0, 92.0)","(2.45, 3.75, 3.7333333333333334)","(12.0, 30.0, 27.6)","(3.6, 4.6, 4.314285714285714)","(12.0, 9.2, 8.9)","(41.0, 120.0, 92.5)"
12-01-2023 10:46:34.115376,"(13.0, 32.0, 29.666666666666668)","(8.5, 10.0, 9.6)","(20.0, 150.0, 112.28571428571429)","(7.0, 8.6, 8.52)","(21.0, 220.0, 92.0)","(2.45, 3.75, 3.7333333333333334)","(12.0, 30.0, 29.11111111111111)","(3.6, 4.6, 4.314285714285714)","(12.0, 9.4, 8.9)","(41.0, 120.0, 97.5)"
12-01-2023 10:46:35.503452,"(13.0, 32.0, 29.666666666666668)","(8.5, 10.0, 9.314285714285713)","(20.0, 150.0, 112.28571428571429)","(7.0, 8.6, 8.52)","(21.0, 220.0, 92.0)","(2.45, 3.75, 3.7333333333333334)","(12.0, 30.0, 31.09090909090909)","(3.6, 4.6, 4.421428571428571)","(12.0, 9.4, 8.899999999999999)","(41.0, 120.0, 97.5)"
12-01-2023 10:46:36.871678,"(13.0, 32.0, 29.666666666666668)","(8.5, 10.0, 9.314285714285713)","(20.0, 150.0, 112.28571428571429)","(7.0, 8.6, 8.52)","(21.0, 220.0, 92.0)","(2.45, 3.75, 3.7333333333333334)","(12.0, 34.0, 31.6)","(3.6, 4.6, 4.35)","(12.0, 9.2, 8.899999999999999)","(41.0, 120.0, 97.5)"
12-01-2023 10:46:38.206561,"(13.0, 32.0, 29.666666666666668)","(8.5, 10.0, 9.76)","(20.0, 150.0, 112.28571428571429)","(7.0, 8.6, 8.52)","(21.0, 220.0, 92.0)","(2.45, 3.75, 3.6454545454545455)","(12.0, 34.0, 31.25)","(3.6, 4.5, 4.35)","(12.0, 9.2, 8.899999999999999)","(41.0, 120.0, 98.33333333333333)"
12-01-2023 10:46:39.581116,"(13.0, 32.0, 28.0)","(8.5, 10.0, 9.76)","(20.0, 150.0, 128.0)","(7.0, 8.6, 8.52)","(21.0, 220.0, 92.0)","(2.45, 3.7, 3.5923076923076924)","(12.0, 32.0, 29.11111111111111)","(3.6, 4.5, 4.35)","(12.0, 9.2, 8.945454545454545)","(41.0, 110.0, 97.5)"
12-01-2023 10:46:40.911795,"(13.0, 32.0, 28.0)","(8.5, 10.0, 9.84)","(20.0, 150.0, 123.6)","(7.0, 8.6, 8.45)","(21.0, 220.0, 123.5)","(2.45, 3.65, 3.685294117647059)","(12.0, 30.0, 29.11111111111111)","(3.6, 4.5, 4.427272727272727)","(12.0, 9.4, 9.042857142857143)","(41.0, 120.0, 90.0)"
12-01-2023 10:46:42.169807,"(13.0, 32.0, 29.2)","(8.5, 10.0, 9.84)","(20.0, 150.0, 106.0)","(7.0, 8.6, 8.45)","(21.0, 220.0, 123.5)","(2.45, 3.85, 3.6333333333333333)","(12.0, 30.0, 26.0)","(3.6, 4.5, 4.4)","(12.0, 9.4, 8.82857142857143)","(41.0, 120.0, 90.0)"
12-01-2023 10:46:43.346208,"(12.0, 32.0, 29.2)","(9.0, 10.0, 9.83448275862069)","(20.0, 150.0, 106.0)","(7.5, 8.6, 8.533333333333333)","(26.0, 220.0, 123.5)","(2.4, 3.7, 3.6333333333333333)","(12.0, 30.0, 26.0)","(3.7, 4.5, 4.4)","(10.0, 9.4, 8.82857142857143)","(41.0, 120.0, 90.0)"
12-01-2023 10:46:44.545162,"(12.0, 27.0, 26.2)","(9.0, 10.0, 9.83448275862069)","(20.0, 150.0, 129.6153846153846)","(7.5, 8.6, 8.533333333333333)","(26.0, 220.0, 123.5)","(2.4, 3.7, 3.6954545454545453)","(12.0, 30.0, 26.0)","(3.7, 4.5, 4.4)","(10.0, 9.4, 8.82857142857143)","(41.0, 120.0, 90.0)"
12-01-2023 10:46:45.733742,"(12.0, 27.0, 26.2)","(9.0, 10.0, 9.83448275862069)","(20.0, 150.0, 137.95454545454544)","(7.5, 8.6, 8.533333333333333)","(26.0, 220.0, 123.5)","(2.4, 3.75, 3.709375)","(12.0, 30.0, 26.666666666666668)","(3.7, 4.5, 4.119565217391304)","(10.0, 9.4, 8.82857142857143)","(41.0, 120.0, 90.0)"
12-01-2023 10:46:46.906528,"(12.0, 27.0, 26.2)","(9.0, 10.0, 9.815384615384616)","(20.0, 150.0, 137.95454545454544)","(7.5, 8.6, 8.533333333333333)","(26.0, 220.0, 123.5)","(2.4, 3.85, 3.709375)","(12.0, 34.0, 26.666666666666668)","(3.7, 4.2, 4.26875)","(10.0, 9.4, 8.82857142857143)","(41.0, 120.0, 90.0)"
12-01-2023 10:46:48.068746,"(12.0, 27.0, 26.2)","(9.0, 10.0, 9.83448275862069)","(20.0, 150.0, 137.95454545454544)","(7.5, 8.6, 8.533333333333333)","(26.0, 220.0, 123.5)","(2.4, 3.85, 3.7115384615384617)","(12.0, 34.0, 25.6)","(3.7, 4.4, 4.26875)","(10.0, 9.4, 9.0)","(41.0, 120.0, 90.0)"
12-01-2023 10:46:49.284515,"(12.0, 26.0, 25.6)","(9.0, 10.0, 9.83448275862069)","(20.0, 150.0, 136.75)","(7.5, 8.6, 8.533333333333333)","(26.0, 220.0, 123.5)","(2.4, 3.85, 3.7115384615384617)","(12.0, 36.0, 27.333333333333332)","(3.7, 4.4, 4.26875)","(10.0, 9.2, 9.0)","(41.0, 120.0, 90.0)"
12-01-2023 10:46:50.484541,"(12.0, 29.0, 26.2)","(9.0, 10.0, 9.854545454545455)","(20.0, 150.0, 136.75)","(7.5, 8.6, 8.533333333333333)","(26.0, 220.0, 123.5)","(2.4, 3.85, 3.7115384615384617)","(12.0, 36.0, 26.666666666666668)","(3.7, 4.4, 4.26875)","(10.0, 9.2, 9.12)","(41.0, 120.0, 90.0)"
12-01-2023 10:46:51.733320,"(12.0, 29.0, 26.2)","(9.0, 10.0, 9.854545454545455)","(20.0, 150.0, 136.75)","(7.5, 8.6, 8.533333333333333)","(26.0, 220.0, 123.5)","(2.4, 3.85, 3.7115384615384617)","(12.0, 34.0, 26.666666666666668)","(3.7, 4.4, 4.26875)","(10.0, 9.2, 9.12)","(41.0, 120.0, 90.0)"
12-01-2023 10:46:52.933296,"(12.0, 29.0, 26.2)","(9.0, 10.0, 9.854545454545455)","(20.0, 150.0, 136.75)","(7.5, 8.6, 8.533333333333333)","(26.0, 220.0, 123.5)","(2.4, 3.85, 3.7115384615384617)","(12.0, 34.0, 26.666666666666668)","(3.7, 4.4, 4.26875)","(10.0, 9.2, 9.12)","(41.0, 120.0, 79.0)"
12-01-2023 10:46:54.176193,"(12.0, 29.0, 26.2)","(9.0, 10.5, 9.771621621621621)","(20.0, 150.0, 136.75)","(7.5, 8.6, 8.533333333333333)","(26.0, 220.0, 123.5)","(2.4, 3.85, 3.7115384615384617)","(12.0, 34.0, 26.666666666666668)","(3.7, 4.4, 4.449999999999999)","(10.0, 9.2, 9.12)","(41.0, 120.0, 80.0)"
12-01-2023 10:46:55.505474,"(12.0, 29.0, 26.0)","(9.0, 10.0, 9.8)","(20.0, 150.0, 125.9090909090909)","(7.5, 8.6, 8.533333333333333)","(26.0, 220.0, 123.5)","(2.4, 3.85, 3.7115384615384617)","(12.0, 34.0, 26.666666666666668)","(3.7, 4.6, 4.275)","(10.0, 9.2, 9.12)","(41.0, 120.0, 68.0)"
12-01-2023 10:46:56.770461,"(12.0, 29.0, 26.0)","(9.0, 10.0, 9.8)","(20.0, 150.0, 136.75)","(7.5, 8.6, 8.533333333333333)","(26.0, 220.0, 123.5)","(2.4, 3.85, 3.7115384615384617)","(12.0, 34.0, 26.666666666666668)","(3.7, 4.5, 4.328947368421052)","(10.0, 9.2, 9.1)","(41.0, 120.0, 68.0)"
12-01-2023 10:46:58.053477,"(12.0, 29.0, 26.0)","(9.0, 10.0, 9.778125000000001)","(20.0, 150.0, 136.75)","(7.5, 8.6, 8.533333333333333)","(26.0, 220.0, 123.5)","(2.4, 3.85, 3.825)","(12.0, 34.0, 26.666666666666668)","(3.7, 4.5, 4.226315789473684)","(10.0, 9.2, 9.1)","(41.0, 120.0, 68.0)"
12-01-2023 10:46:59.250035,"(12.0, 29.0, 27.0)","(9.0, 10.5, 9.778125000000001)","(20.0, 150.0, 136.75)","(7.5, 8.6, 8.533333333333333)","(26.0, 220.0, 123.5)","(2.4, 3.85, 3.825)","(12.0, 34.0, 25.2)","(3.7, 4.5, 4.226315789473684)","(10.0, 9.2, 9.1)","(41.0, 120.0, 68.0)"
12-01-2023 10:47:00.635761,"(12.0, 29.0, 27.0)","(9.0, 10.5, 9.820588235294117)","(20.0, 150.0, 136.75)","(7.5, 8.6, 8.533333333333333)","(26.0, 220.0, 123.5)","(2.4, 3.85, 3.825)","(12.0, 34.0, 25.2)","(3.7, 4.5, 4.226315789473684)","(10.0, 9.2, 9.1)","(41.0, 120.0, 68.0)"
12-01-2023 10:47:02.052516,"(12.0, 29.0, 27.0)","(9.0, 10.5, 10.264044943820224)","(20.0, 150.0, 96.25)","(7.5, 8.6, 8.533333333333333)","(26.0, 220.0, 123.5)","(2.4, 3.85, 3.7071428571428573)","(12.0, 34.0, 25.2)","(3.7, 4.5, 4.266666666666667)","(10.0, 9.2, 9.1)","(41.0, 120.0, 68.0)"
12-01-2023 10:47:03.369109,"(12.0, 29.0, 27.0)","(9.0, 10.5, 10.258620689655173)","(20.0, 140.0, 78.75)","(7.5, 8.6, 8.525)","(26.0, 220.0, 142.8)","(2.4, 3.75, 3.707692307692308)","(12.0, 34.0, 28.875)","(3.7, 4.5, 4.45)","(10.0, 9.2, 9.076923076923077)","(41.0, 120.0, 88.8)"
12-01-2023 10:47:04.632961,"(12.0, 29.0, 27.0)","(9.0, 10.5, 10.264044943820224)","(20.0, 140.0, 38.33333333333333)","(7.5, 8.6, 8.52)","(26.0, 220.0, 142.8)","(2.4, 3.95, 3.853846153846154)","(12.0, 32.0, 27.0)","(3.7, 4.5, 4.283333333333333)","(10.0, 9.2, 8.933333333333334)","(41.0, 120.0, 81.0)"
12-01-2023 10:47:05.950580,"(12.0, 29.0, 24.333333333333332)","(9.0, 10.5, 10.24698795180723)","(20.0, 140.0, 38.33333333333333)","(7.5, 8.6, 8.52)","(26.0, 220.0, 142.8)","(2.4, 3.9, 3.8454545454545452)","(12.0, 32.0, 27.0)","(3.7, 4.3, 4.283333333333333)","(10.0, 9.0, 8.933333333333334)","(41.0, 120.0, 81.0)"
12-01-2023 10:47:07.543886,"(12.0, 29.0, 24.333333333333332)","(9.0, 10.5, 10.24698795180723)","(20.0, 140.0, 38.33333333333333)","(7.5, 8.6, 8.52)","(26.0, 220.0, 142.8)","(2.4, 3.9, 3.8454545454545452)","(12.0, 32.0, 27.0)","(3.7, 4.3, 4.283333333333333)","(10.0, 9.0, 8.933333333333334)","(41.0, 120.0, 81.0)"
12-01-2023 10:47:09.014501,"(12.0, 29.0, 24.333333333333332)","(9.0, 10.5, 10.24698795180723)","(20.0, 140.0, 38.33333333333333)","(7.5, 8.6, 8.52)","(26.0, 220.0, 142.8)","(2.4, 3.9, 3.85)","(12.0, 32.0, 26.666666666666668)","(3.7, 4.3, 4.283333333333333)","(10.0, 9.0, 8.933333333333334)","(41.0, 120.0, 81.0)"
12-01-2023 10:47:10.436685,"(12.0, 29.0, 24.333333333333332)","(9.0, 10.5, 10.24698795180723)","(20.0, 140.0, 38.33333333333333)","(7.5, 8.6, 8.52)","(26.0, 220.0, 123.5)","(2.4, 3.9, 3.85)","(12.0, 36.0, 29.5)","(3.7, 4.3, 4.166666666666667)","(10.0, 9.0, 8.933333333333334)","(41.0, 120.0, 81.0)"
12-01-2023 10:47:11.963958,"(12.0, 29.0, 24.333333333333332)","(9.0, 10.5, 10.24698795180723)","(20.0, 140.0, 38.33333333333333)","(7.5, 8.6, 8.52)","(26.0, 220.0, 123.5)","(2.4, 3.9, 3.85)","(12.0, 36.0, 29.5)","(3.7, 4.2, 4.16)","(10.0, 9.0, 8.933333333333334)","(41.0, 120.0, 81.0)"
12-01-2023 10:47:13.364105,"(12.0, 29.0, 24.333333333333332)","(9.0, 10.5, 10.24698795180723)","(20.0, 140.0, 96.42857142857142)","(7.5, 8.6, 8.52)","(26.0, 220.0, 123.5)","(2.4, 3.9, 3.85)","(12.0, 36.0, 28.5)","(3.7, 4.2, 4.171428571428572)","(10.0, 9.0, 8.866666666666667)","(41.0, 120.0, 81.0)"
12-01-2023 10:47:14.715876,"(12.0, 29.0, 24.333333333333332)","(9.0, 10.5, 10.166666666666666)","(20.0, 140.0, 84.77272727272727)","(7.5, 8.6, 8.52)","(26.0, 220.0, 123.5)","(2.4, 3.9, 3.85)","(12.0, 34.0, 28.5)","(3.7, 4.2, 4.085714285714285)","(10.0, 9.0, 8.866666666666667)","(41.0, 120.0, 81.0)"
12-01-2023 10:47:15.947741,"(12.0, 29.0, 24.333333333333332)","(9.0, 10.5, 10.166666666666666)","(20.0, 140.0, 53.57142857142857)","(7.5, 8.6, 8.52)","(26.0, 220.0, 123.5)","(2.4, 3.9, 3.8261904761904764)","(12.0, 34.0, 28.5)","(3.7, 4.1, 4.066666666666666)","(10.0, 9.0, 8.692307692307692)","(41.0, 120.0, 81.0)"
12-01-2023 10:47:17.180556,"(12.0, 29.0, 24.333333333333332)","(9.0, 10.5, 10.166666666666666)","(20.0, 140.0, 53.57142857142857)","(7.5, 8.6, 8.52)","(26.0, 220.0, 123.5)","(2.4, 3.95, 3.8261904761904764)","(12.0, 34.0, 28.5)","(3.7, 4.1, 4.05)","(10.0, 9.0, 8.692307692307692)","(41.0, 120.0, 81.0)"
12-01-2023 10:47:18.318353,"(12.0, 29.0, 24.333333333333332)","(9.0, 10.5, 10.166666666666666)","(20.0, 140.0, 53.57142857142857)","(7.5, 8.6, 8.533333333333333)","(26.0, 220.0, 123.5)","(2.4, 3.95, 3.8642857142857143)","(12.0, 34.0, 28.5)","(3.7, 4.1, 4.075)","(10.0, 9.0, 8.692307692307692)","(41.0, 120.0, 81.0)"
12-01-2023 10:47:19.444074,"(12.0, 29.0, 24.333333333333332)","(9.0, 10.5, 9.744)","(20.0, 140.0, 73.05555555555556)","(7.5, 8.6, 8.533333333333333)","(26.0, 220.0, 123.5)","(2.4, 3.95, 3.8642857142857143)","(12.0, 34.0, 28.5)","(3.7, 4.2, 4.153333333333333)","(10.0, 9.0, 8.692307692307692)","(41.0, 120.0, 94.0)"
12-01-2023 10:47:20.591880,"(12.0, 26.0, 23.333333333333332)","(9.0, 10.5, 9.744)","(20.0, 140.0, 89.79166666666666)","(7.5, 8.6, 8.533333333333333)","(26.0, 220.0, 123.5)","(2.4, 3.95, 3.8642857142857143)","(12.0, 34.0, 28.5)","(3.7, 4.2, 4.153333333333333)","(10.0, 9.0, 8.692307692307692)","(41.0, 120.0, 97.71428571428571)"
12-01-2023 10:47:21.790588,"(12.0, 26.0, 23.333333333333332)","(9.0, 10.5, 9.744)","(20.0, 140.0, 89.79166666666666)","(7.5, 8.6, 8.533333333333333)","(26.0, 220.0, 123.5)","(2.4, 3.95, 3.8642857142857143)","(12.0, 34.0, 28.5)","(3.7, 4.2, 4.153333333333333)","(10.0, 9.0, 8.692307692307692)","(41.0, 120.0, 97.71428571428571)"
12-01-2023 10:47:23.004130,"(12.0, 26.0, 23.333333333333332)","(9.0, 10.5, 9.744)","(20.0, 140.0, 89.79166666666666)","(7.5, 8.6, 8.533333333333333)","(26.0, 220.0, 123.5)","(2.4, 3.95, 3.8642857142857143)","(12.0, 34.0, 28.5)","(3.7, 4.2, 4.153333333333333)","(10.0, 9.0, 8.692307692307692)","(41.0, 120.0, 97.71428571428571)"
12-01-2023 10:47:24.308458,"(12.0, 26.0, 23.333333333333332)","(9.0, 10.5, 9.744)","(20.0, 140.0, 89.79166666666666)","(7.5, 8.6, 8.533333333333333)","(26.0, 220.0, 123.5)","(2.4, 3.95, 3.8642857142857143)","(12.0, 34.0, 28.5)","(3.7, 4.2, 4.153333333333333)","(10.0, 9.0, 8.692307692307692)","(41.0, 120.0, 97.71428571428571)"
12-01-2023 10:47:25.573036,"(12.0, 26.0, 23.333333333333332)","(9.0, 10.5, 9.744)","(20.0, 140.0, 151.1875)","(7.5, 8.6, 8.533333333333333)","(26.0, 220.0, 123.5)","(2.4, 3.95, 3.8642857142857143)","(12.0, 34.0, 28.5)","(3.7, 4.2, 4.153333333333333)","(10.0, 9.0, 8.692307692307692)","(41.0, 120.0, 97.71428571428571)"
12-01-2023 10:47:26.801863,"(12.0, 26.0, 23.333333333333332)","(9.0, 10.5, 9.744)","(20.0, 170.0, 151.1875)","(7.5, 8.6, 8.533333333333333)","(26.0, 220.0, 123.5)","(2.4, 3.95, 3.9000000000000004)","(12.0, 34.0, 28.5)","(3.7, 4.2, 4.153333333333333)","(10.0, 9.0, 8.692307692307692)","(41.0, 120.0, 97.71428571428571)"
12-01-2023 10:47:28.050297,"(12.0, 26.0, 24.666666666666664)","(9.0, 10.5, 9.744)","(20.0, 170.0, 153.33333333333334)","(7.5, 8.6, 8.52)","(26.0, 220.0, 142.8)","(2.4, 3.95, 3.9000000000000004)","(12.0, 34.0, 28.5)","(3.7, 4.2, 4.153333333333333)","(10.0, 9.0, 8.692307692307692)","(41.0, 120.0, 88.8)"
12-01-2023 10:47:29.339089,"(12.0, 26.0, 23.6)","(9.0, 10.0, 9.76)","(20.0, 170.0, 153.33333333333334)","(7.5, 8.6, 8.52)","(26.0, 220.0, 142.8)","(2.4, 3.95, 3.9000000000000004)","(12.0, 34.0, 28.5)","(3.7, 4.2, 4.35)","(10.0, 9.0, 8.692307692307692)","(41.0, 120.0, 88.8)"
12-01-2023 10:47:30.592793,"(12.0, 26.0, 23.6)","(9.0, 10.5, 9.725999999999999)","(20.0, 170.0, 95.5)","(7.5, 8.6, 8.52)","(26.0, 220.0, 123.5)","(2.4, 3.95, 3.9000000000000004)","(12.0, 34.0, 28.5)","(3.7, 4.5, 4.24)","(10.0, 9.0, 8.338461538461539)","(41.0, 120.0, 88.8)"
12-01-2023 10:47:31.868151,"(12.0, 26.0, 23.6)","(9.0, 10.5, 9.725999999999999)","(20.0, 170.0, 95.5)","(7.5, 8.6, 8.52)","(26.0, 220.0, 123.5)","(2.4, 3.95, 3.9000000000000004)","(12.0, 34.0, 28.5)","(3.7, 4.6, 4.38235294117647)","(10.0, 8.4, 8.338461538461539)","(41.0, 120.0, 88.8)"
12-01-2023 10:47:33.166328,"(12.0, 24.0, 21.846153846153847)","(9.0, 10.5, 9.725999999999999)","(20.0, 170.0, 95.5)","(7.5, 8.6, 8.52)","(26.0, 220.0, 123.5)","(2.4, 3.95, 3.9000000000000004)","(12.0, 34.0, 28.5)","(3.7, 4.5, 4.308695652173913)","(10.0, 8.4, 8.338461538461539)","(41.0, 120.0, 88.8)"
12-01-2023 10:47:34.465888,"(12.0, 24.0, 20.5)","(9.0, 10.5, 9.725999999999999)","(20.0, 170.0, 120.0)","(7.5, 8.6, 8.52)","(26.0, 220.0, 123.5)","(2.4, 3.95, 3.9000000000000004)","(12.0, 34.0, 28.5)","(3.7, 4.4, 4.252380952380952)","(10.0, 8.4, 8.338461538461539)","(41.0, 120.0, 88.8)"
12-01-2023 10:47:35.832892,"(12.0, 24.0, 20.5)","(9.0, 10.5, 9.725999999999999)","(20.0, 170.0, 120.0)","(7.5, 8.6, 8.52)","(26.0, 220.0, 123.5)","(2.4, 3.95, 3.9000000000000004)","(12.0, 34.0, 28.5)","(3.7, 4.3, 4.188888888888888)","(10.0, 8.4, 8.338461538461539)","(41.0, 120.0, 88.8)"
12-01-2023 10:47:37.220076,"(12.0, 24.0, 20.5)","(9.0, 10.5, 10.10909090909091)","(20.0, 170.0, 120.0)","(7.5, 8.6, 8.52)","(26.0, 220.0, 123.5)","(2.4, 3.95, 3.9000000000000004)","(12.0, 34.0, 28.5)","(3.7, 4.3, 4.188888888888888)","(10.0, 8.4, 8.338461538461539)","(41.0, 120.0, 88.8)"
12-01-2023 10:47:38.571829,"(12.0, 24.0, 20.5)","(9.0, 10.5, 10.10909090909091)","(20.0, 170.0, 95.0)","(7.5, 8.6, 8.52)","(26.0, 220.0, 123.5)","(2.4, 3.95, 3.9125)","(12.0, 34.0, 28.5)","(3.7, 4.3, 4.188888888888888)","(10.0, 8.4, 8.338461538461539)","(41.0, 120.0, 88.8)"
12-01-2023 10:47:39.877136,"(12.0, 24.0, 21.4)","(9.0, 10.5, 10.10909090909091)","(20.0, 170.0, 95.0)","(7.5, 8.6, 8.52)","(26.0, 220.0, 123.5)","(2.4, 3.95, 3.938888888888889)","(12.0, 34.0, 28.5)","(3.7, 4.3, 4.188888888888888)","(10.0, 8.4, 8.338461538461539)","(41.0, 120.0, 88.8)"
12-01-2023 10:47:41.140528,"(12.0, 23.0, 21.4)","(9.0, 10.5, 10.075949367088608)","(20.0, 170.0, 95.0)","(7.5, 8.6, 8.559999999999999)","(26.0, 220.0, 123.5)","(2.4, 3.95, 3.9394736842105265)","(12.0, 34.0, 30.666666666666668)","(3.7, 4.3, 4.111111111111112)","(10.0, 8.4, 8.338461538461539)","(41.0, 120.0, 108.18181818181819)"
12-01-2023 10:47:42.527552,"(12.0, 23.0, 21.5)","(9.0, 10.5, 9.716883116883116)","(20.0, 170.0, 95.0)","(7.5, 8.6, 8.559999999999999)","(26.0, 220.0, 123.5)","(2.4, 3.95, 3.9394736842105265)","(12.0, 32.0, 31.6)","(3.7, 4.2, 4.111111111111112)","(10.0, 8.4, 8.338461538461539)","(41.0, 120.0, 108.18181818181819)"
12-01-2023 10:47:43.869750,"(12.0, 22.0, 21.3)","(9.0, 10.5, 9.685135135135134)","(20.0, 170.0, 95.0)","(7.5, 8.6, 8.559999999999999)","(26.0, 220.0, 90.66666666666667)","(2.4, 3.95, 4.013461538461538)","(12.0, 34.0, 32.5)","(3.7, 4.2, 4.111111111111112)","(10.0, 8.4, 8.338461538461539)","(41.0, 120.0, 108.18181818181819)"
