,Opawa Nicky,Homebush Benji,Elodie,Is That Toby,Homebush Matty,Hurunui Mouse,Go Again,Laxmans Ganguly
06-01-2023 09:31:10.786232,"(5.5, 13.0, 12.276190476190475)","(20.0, 180.0, 94.76470588235294)","(1.75, 2.8, 2.532962962962963)","(15.0, 80.0, 71.6875)","(26.0, 230.0, 106.39999999999999)","(18.0, 180.0, 95.14285714285714)","(3.7, 6.4, 5.933333333333334)","(10.0, 21.0, 19.71111111111111)"
06-01-2023 09:31:11.812274,"(5.5, 13.0, 12.276190476190475)","(20.0, 180.0, 94.76470588235294)","(1.75, 2.8, 2.532962962962963)","(15.0, 80.0, 71.6875)","(26.0, 230.0, 106.39999999999999)","(18.0, 180.0, 95.14285714285714)","(3.7, 6.4, 5.933333333333334)","(10.0, 21.0, 19.71111111111111)"
06-01-2023 09:31:12.816610,"(5.5, 13.0, 12.276190476190475)","(20.0, 180.0, 94.76470588235294)","(1.75, 2.8, 2.532962962962963)","(15.0, 80.0, 71.6875)","(26.0, 230.0, 106.39999999999999)","(18.0, 180.0, 95.14285714285714)","(3.7, 6.4, 5.933333333333334)","(10.0, 21.0, 19.71111111111111)"
06-01-2023 09:31:13.837273,"(5.5, 13.0, 12.276190476190475)","(20.0, 180.0, 94.76470588235294)","(1.75, 2.8, 2.532962962962963)","(15.0, 80.0, 71.6875)","(26.0, 230.0, 106.39999999999999)","(18.0, 180.0, 95.14285714285714)","(3.7, 6.4, 5.933333333333334)","(10.0, 21.0, 19.71111111111111)"
06-01-2023 09:31:14.862328,"(5.5, 13.0, 12.276190476190475)","(20.0, 180.0, 94.76470588235294)","(1.75, 2.8, 2.532962962962963)","(15.0, 80.0, 71.6875)","(26.0, 230.0, 106.39999999999999)","(18.0, 180.0, 95.14285714285714)","(3.7, 6.4, 5.933333333333334)","(10.0, 21.0, 19.71111111111111)"
06-01-2023 09:31:15.892992,"(5.5, 13.0, 12.276190476190475)","(20.0, 180.0, 94.76470588235294)","(1.75, 2.8, 2.532962962962963)","(15.0, 80.0, 71.6875)","(26.0, 230.0, 106.39999999999999)","(18.0, 180.0, 95.14285714285714)","(3.7, 6.4, 5.933333333333334)","(10.0, 21.0, 19.71111111111111)"
06-01-2023 09:31:16.877412,"(5.5, 13.0, 12.276190476190475)","(20.0, 180.0, 94.76470588235294)","(1.75, 2.8, 2.532962962962963)","(15.0, 80.0, 71.6875)","(26.0, 230.0, 106.39999999999999)","(18.0, 180.0, 95.14285714285714)","(3.7, 6.4, 5.933333333333334)","(10.0, 21.0, 19.71111111111111)"
06-01-2023 09:31:17.895254,"(5.5, 13.0, 12.276190476190475)","(20.0, 180.0, 94.76470588235294)","(1.75, 2.8, 2.532962962962963)","(15.0, 80.0, 71.6875)","(26.0, 230.0, 106.39999999999999)","(18.0, 180.0, 95.14285714285714)","(3.7, 6.4, 5.933333333333334)","(10.0, 21.0, 19.71111111111111)"
06-01-2023 09:31:18.922998,"(5.5, 13.0, 12.276190476190475)","(20.0, 180.0, 94.76470588235294)","(1.75, 2.8, 2.532962962962963)","(15.0, 80.0, 71.6875)","(26.0, 230.0, 106.39999999999999)","(18.0, 180.0, 95.14285714285714)","(3.7, 6.4, 5.933333333333334)","(10.0, 21.0, 19.71111111111111)"
06-01-2023 09:31:19.938907,"(5.5, 13.0, 12.276190476190475)","(20.0, 180.0, 94.76470588235294)","(1.75, 2.8, 2.532962962962963)","(15.0, 80.0, 71.6875)","(26.0, 230.0, 106.39999999999999)","(18.0, 180.0, 95.14285714285714)","(3.7, 6.4, 5.933333333333334)","(10.0, 21.0, 19.71111111111111)"
06-01-2023 09:31:20.947373,"(5.5, 13.0, 12.276190476190475)","(20.0, 180.0, 94.76470588235294)","(1.75, 2.8, 2.532962962962963)","(15.0, 80.0, 71.6875)","(26.0, 230.0, 106.39999999999999)","(18.0, 180.0, 95.14285714285714)","(3.7, 6.4, 5.933333333333334)","(10.0, 21.0, 19.71111111111111)"
06-01-2023 09:31:21.976751,"(5.5, 13.0, 12.276190476190475)","(20.0, 180.0, 94.76470588235294)","(1.75, 2.8, 2.532962962962963)","(15.0, 80.0, 71.6875)","(26.0, 230.0, 106.39999999999999)","(18.0, 180.0, 95.14285714285714)","(3.7, 6.4, 5.933333333333334)","(10.0, 21.0, 19.71111111111111)"
06-01-2023 09:31:23.014007,"(5.5, 13.0, 12.276190476190475)","(20.0, 180.0, 94.76470588235294)","(1.75, 2.8, 2.532962962962963)","(15.0, 80.0, 71.6875)","(26.0, 230.0, 106.39999999999999)","(18.0, 180.0, 95.14285714285714)","(3.7, 6.4, 5.933333333333334)","(10.0, 21.0, 19.71111111111111)"
06-01-2023 09:31:24.058278,"(5.5, 13.0, 12.276190476190475)","(20.0, 180.0, 94.76470588235294)","(1.75, 2.8, 2.532962962962963)","(15.0, 80.0, 71.6875)","(26.0, 230.0, 106.39999999999999)","(18.0, 180.0, 95.14285714285714)","(3.7, 6.4, 5.933333333333334)","(10.0, 21.0, 19.71111111111111)"
06-01-2023 09:31:25.052064,"(5.5, 13.0, 12.276190476190475)","(20.0, 180.0, 94.76470588235294)","(1.75, 2.8, 2.5143999999999997)","(15.0, 80.0, 71.6875)","(26.0, 230.0, 106.39999999999999)","(18.0, 180.0, 95.14285714285714)","(3.7, 6.4, 5.933333333333334)","(10.0, 21.0, 19.71111111111111)"
06-01-2023 09:31:26.067234,"(5.5, 13.0, 12.276190476190475)","(20.0, 180.0, 94.76470588235294)","(1.75, 2.8, 2.5143999999999997)","(15.0, 80.0, 71.6875)","(26.0, 230.0, 106.39999999999999)","(18.0, 180.0, 95.14285714285714)","(3.7, 6.4, 5.933333333333334)","(10.0, 21.0, 19.71111111111111)"
06-01-2023 09:31:27.087550,"(5.5, 13.0, 12.276190476190475)","(20.0, 180.0, 94.76470588235294)","(1.75, 2.8, 2.5143999999999997)","(15.0, 80.0, 71.6875)","(26.0, 230.0, 106.39999999999999)","(18.0, 180.0, 95.14285714285714)","(3.7, 6.4, 5.933333333333334)","(10.0, 21.0, 19.71111111111111)"
06-01-2023 09:31:28.118500,"(5.5, 13.0, 12.276190476190475)","(20.0, 180.0, 94.76470588235294)","(1.75, 2.8, 2.5143999999999997)","(15.0, 80.0, 71.6875)","(26.0, 230.0, 106.39999999999999)","(18.0, 180.0, 95.14285714285714)","(3.7, 6.4, 5.933333333333334)","(10.0, 21.0, 19.71111111111111)"
06-01-2023 09:31:29.133208,"(5.5, 13.0, 12.276190476190475)","(20.0, 180.0, 94.76470588235294)","(1.75, 2.8, 2.5143999999999997)","(15.0, 80.0, 71.6875)","(26.0, 230.0, 106.39999999999999)","(18.0, 180.0, 95.14285714285714)","(3.7, 6.4, 5.933333333333334)","(10.0, 21.0, 19.71111111111111)"
06-01-2023 09:31:30.153564,"(5.5, 13.0, 12.276190476190475)","(20.0, 180.0, 94.76470588235294)","(1.75, 2.8, 2.5143999999999997)","(15.0, 80.0, 71.6875)","(26.0, 230.0, 106.39999999999999)","(18.0, 180.0, 95.14285714285714)","(3.7, 6.4, 5.933333333333334)","(10.0, 21.0, 19.71111111111111)"
06-01-2023 09:31:31.150065,"(5.5, 13.0, 12.276190476190475)","(20.0, 180.0, 94.76470588235294)","(1.75, 2.8, 2.5143999999999997)","(15.0, 80.0, 71.6875)","(26.0, 230.0, 106.39999999999999)","(18.0, 180.0, 95.14285714285714)","(3.7, 6.4, 5.933333333333334)","(10.0, 21.0, 19.71111111111111)"
06-01-2023 09:31:32.116113,"(5.5, 13.0, 12.276190476190475)","(20.0, 180.0, 94.76470588235294)","(1.75, 2.8, 2.5143999999999997)","(15.0, 80.0, 71.6875)","(26.0, 230.0, 106.39999999999999)","(18.0, 180.0, 95.14285714285714)","(3.7, 6.4, 5.933333333333334)","(10.0, 21.0, 19.71111111111111)"
06-01-2023 09:31:33.103686,"(5.5, 13.0, 12.276190476190475)","(20.0, 180.0, 94.76470588235294)","(1.75, 2.8, 2.5143999999999997)","(15.0, 80.0, 71.6875)","(26.0, 230.0, 106.39999999999999)","(18.0, 180.0, 95.14285714285714)","(3.7, 6.4, 5.933333333333334)","(10.0, 21.0, 19.71111111111111)"
06-01-2023 09:31:34.083408,"(5.5, 13.0, 12.276190476190475)","(20.0, 180.0, 94.76470588235294)","(1.75, 2.8, 2.5143999999999997)","(15.0, 80.0, 71.6875)","(26.0, 230.0, 106.39999999999999)","(18.0, 180.0, 95.14285714285714)","(3.7, 6.4, 5.933333333333334)","(10.0, 21.0, 19.71111111111111)"
06-01-2023 09:31:35.026556,"(5.5, 13.0, 12.276190476190475)","(20.0, 180.0, 94.76470588235294)","(1.75, 2.8, 2.5143999999999997)","(15.0, 80.0, 71.6875)","(26.0, 230.0, 106.39999999999999)","(18.0, 180.0, 95.14285714285714)","(3.7, 6.4, 5.933333333333334)","(10.0, 21.0, 19.71111111111111)"
06-01-2023 09:31:35.987305,"(5.5, 13.0, 12.276190476190475)","(20.0, 180.0, 94.76470588235294)","(1.75, 2.8, 2.5143999999999997)","(15.0, 80.0, 71.6875)","(26.0, 230.0, 106.39999999999999)","(18.0, 180.0, 95.14285714285714)","(3.7, 6.4, 5.933333333333334)","(10.0, 21.0, 19.71111111111111)"
06-01-2023 09:31:36.927442,"(5.5, 13.0, 12.276190476190475)","(20.0, 180.0, 94.76470588235294)","(1.75, 2.8, 2.5143999999999997)","(15.0, 80.0, 71.6875)","(26.0, 230.0, 106.39999999999999)","(18.0, 180.0, 95.14285714285714)","(3.7, 6.4, 5.933333333333334)","(10.0, 21.0, 19.71111111111111)"
06-01-2023 09:31:37.896091,"(5.5, 13.0, 12.276190476190475)","(20.0, 180.0, 94.76470588235294)","(1.75, 2.8, 2.5143999999999997)","(15.0, 80.0, 71.6875)","(26.0, 230.0, 106.39999999999999)","(18.0, 180.0, 95.14285714285714)","(3.7, 6.4, 5.933333333333334)","(10.0, 21.0, 19.71111111111111)"
06-01-2023 09:31:38.852018,"(5.5, 13.0, 12.276190476190475)","(20.0, 180.0, 94.76470588235294)","(1.75, 2.8, 2.5143999999999997)","(15.0, 80.0, 71.6875)","(26.0, 230.0, 106.39999999999999)","(18.0, 180.0, 95.14285714285714)","(3.7, 6.4, 5.933333333333334)","(10.0, 21.0, 19.71111111111111)"
06-01-2023 09:31:39.859244,"(5.5, 13.0, 12.276190476190475)","(20.0, 180.0, 94.76470588235294)","(1.75, 2.8, 2.5143999999999997)","(15.0, 80.0, 71.6875)","(26.0, 230.0, 106.39999999999999)","(18.0, 180.0, 95.14285714285714)","(3.7, 6.4, 5.933333333333334)","(10.0, 21.0, 19.71111111111111)"
06-01-2023 09:31:40.833016,"(5.5, 13.0, 12.276190476190475)","(20.0, 180.0, 94.76470588235294)","(1.75, 2.8, 2.5143999999999997)","(15.0, 80.0, 71.6875)","(26.0, 230.0, 106.39999999999999)","(18.0, 180.0, 95.14285714285714)","(3.7, 6.4, 5.933333333333334)","(10.0, 21.0, 19.71111111111111)"
06-01-2023 09:31:41.827711,"(5.5, 13.0, 12.276190476190475)","(20.0, 180.0, 94.76470588235294)","(1.75, 2.8, 2.5143999999999997)","(15.0, 80.0, 71.6875)","(26.0, 230.0, 106.39999999999999)","(18.0, 180.0, 95.14285714285714)","(3.7, 6.4, 5.933333333333334)","(10.0, 21.0, 19.71111111111111)"
06-01-2023 09:31:42.845489,"(5.5, 13.0, 12.276190476190475)","(20.0, 180.0, 94.76470588235294)","(1.75, 2.8, 2.5143999999999997)","(15.0, 80.0, 71.6875)","(26.0, 230.0, 106.39999999999999)","(18.0, 180.0, 95.14285714285714)","(3.7, 6.4, 5.933333333333334)","(10.0, 21.0, 19.71111111111111)"
06-01-2023 09:31:43.852472,"(5.5, 13.0, 12.276190476190475)","(20.0, 180.0, 94.76470588235294)","(1.75, 2.8, 2.5143999999999997)","(15.0, 80.0, 71.6875)","(26.0, 230.0, 106.39999999999999)","(18.0, 180.0, 95.14285714285714)","(3.7, 6.4, 5.933333333333334)","(10.0, 21.0, 19.71111111111111)"
06-01-2023 09:31:44.853735,"(5.5, 13.0, 12.276190476190475)","(20.0, 180.0, 94.76470588235294)","(1.75, 2.8, 2.5143999999999997)","(15.0, 80.0, 71.6875)","(26.0, 230.0, 106.39999999999999)","(18.0, 180.0, 95.14285714285714)","(3.7, 6.4, 5.933333333333334)","(10.0, 21.0, 19.71111111111111)"
06-01-2023 09:31:45.871908,"(5.5, 13.0, 12.276190476190475)","(20.0, 180.0, 94.76470588235294)","(1.75, 2.8, 2.5143999999999997)","(15.0, 80.0, 71.6875)","(26.0, 230.0, 106.39999999999999)","(18.0, 180.0, 95.14285714285714)","(3.7, 6.4, 5.933333333333334)","(10.0, 21.0, 19.71111111111111)"
06-01-2023 09:31:46.926588,"(5.5, 13.0, 12.276190476190475)","(20.0, 180.0, 94.76470588235294)","(1.75, 2.8, 2.5143999999999997)","(15.0, 80.0, 71.6875)","(26.0, 230.0, 106.39999999999999)","(18.0, 180.0, 95.14285714285714)","(3.7, 6.4, 5.933333333333334)","(10.0, 21.0, 19.71111111111111)"
06-01-2023 09:31:47.907996,"(5.5, 13.0, 12.276190476190475)","(20.0, 180.0, 94.76470588235294)","(1.75, 2.8, 2.5143999999999997)","(15.0, 80.0, 71.6875)","(26.0, 230.0, 106.39999999999999)","(18.0, 180.0, 95.14285714285714)","(3.7, 6.4, 5.933333333333334)","(10.0, 21.0, 19.71111111111111)"
06-01-2023 09:31:48.973957,"(5.5, 13.0, 12.276190476190475)","(20.0, 180.0, 94.76470588235294)","(1.75, 2.8, 2.5143999999999997)","(15.0, 80.0, 71.6875)","(26.0, 230.0, 106.39999999999999)","(18.0, 180.0, 95.14285714285714)","(3.7, 6.4, 5.933333333333334)","(10.0, 21.0, 19.71111111111111)"
06-01-2023 09:31:49.943778,"(5.5, 13.0, 12.276190476190475)","(20.0, 180.0, 94.76470588235294)","(1.75, 2.8, 2.5143999999999997)","(15.0, 80.0, 71.6875)","(26.0, 230.0, 106.39999999999999)","(18.0, 180.0, 95.14285714285714)","(3.7, 6.4, 5.933333333333334)","(10.0, 21.0, 19.71111111111111)"
06-01-2023 09:31:50.974803,"(5.5, 13.0, 12.276190476190475)","(20.0, 180.0, 94.76470588235294)","(1.75, 2.8, 2.5143999999999997)","(15.0, 80.0, 71.6875)","(26.0, 230.0, 106.39999999999999)","(18.0, 180.0, 95.14285714285714)","(3.7, 6.4, 5.933333333333334)","(10.0, 21.0, 19.71111111111111)"
06-01-2023 09:31:51.988419,"(5.5, 13.0, 12.276190476190475)","(20.0, 180.0, 94.76470588235294)","(1.75, 2.8, 2.5143999999999997)","(15.0, 80.0, 71.6875)","(26.0, 230.0, 106.39999999999999)","(18.0, 180.0, 95.14285714285714)","(3.7, 6.4, 5.933333333333334)","(10.0, 21.0, 19.71111111111111)"
06-01-2023 09:31:52.979454,"(5.5, 13.0, 12.276190476190475)","(20.0, 180.0, 94.76470588235294)","(1.75, 2.8, 2.5143999999999997)","(15.0, 80.0, 71.6875)","(26.0, 230.0, 106.39999999999999)","(18.0, 180.0, 95.14285714285714)","(3.7, 6.4, 5.933333333333334)","(10.0, 21.0, 19.71111111111111)"
06-01-2023 09:31:53.983108,"(5.5, 13.0, 12.276190476190475)","(20.0, 180.0, 94.76470588235294)","(1.75, 2.8, 2.5143999999999997)","(15.0, 80.0, 71.6875)","(26.0, 230.0, 106.39999999999999)","(18.0, 180.0, 95.14285714285714)","(3.7, 6.4, 5.933333333333334)","(10.0, 21.0, 19.71111111111111)"
06-01-2023 09:31:54.979987,"(5.5, 14.5, 12.604166666666668)","(20.0, 180.0, 94.76470588235294)","(1.75, 2.8, 2.5143999999999997)","(15.0, 80.0, 71.6875)","(26.0, 230.0, 106.39999999999999)","(18.0, 180.0, 95.14285714285714)","(3.7, 6.4, 5.933333333333334)","(10.0, 21.0, 19.71111111111111)"
06-01-2023 09:31:55.988578,"(5.5, 14.5, 12.604166666666668)","(20.0, 180.0, 94.76470588235294)","(1.75, 2.8, 2.5143999999999997)","(15.0, 80.0, 71.6875)","(26.0, 230.0, 106.39999999999999)","(18.0, 180.0, 95.14285714285714)","(3.7, 6.4, 5.933333333333334)","(10.0, 21.0, 19.71111111111111)"
06-01-2023 09:31:56.956188,"(5.5, 14.5, 12.604166666666668)","(20.0, 180.0, 94.76470588235294)","(1.75, 2.8, 2.5143999999999997)","(15.0, 80.0, 71.6875)","(26.0, 230.0, 106.39999999999999)","(18.0, 180.0, 95.14285714285714)","(3.7, 6.4, 5.933333333333334)","(10.0, 21.0, 19.71111111111111)"
06-01-2023 09:31:58.006740,"(5.5, 14.5, 12.604166666666668)","(20.0, 180.0, 94.76470588235294)","(1.75, 2.8, 2.5143999999999997)","(15.0, 80.0, 71.6875)","(26.0, 230.0, 106.39999999999999)","(18.0, 180.0, 95.14285714285714)","(3.7, 6.4, 5.933333333333334)","(10.0, 21.0, 19.71111111111111)"
06-01-2023 09:31:58.997068,"(5.5, 14.5, 12.604166666666668)","(20.0, 180.0, 94.76470588235294)","(1.75, 2.8, 2.5143999999999997)","(15.0, 80.0, 71.6875)","(26.0, 230.0, 106.39999999999999)","(18.0, 180.0, 95.14285714285714)","(3.7, 6.4, 5.933333333333334)","(10.0, 21.0, 19.71111111111111)"
06-01-2023 09:32:00.000096,"(5.5, 14.5, 12.604166666666668)","(20.0, 180.0, 94.76470588235294)","(1.75, 2.8, 2.5143999999999997)","(15.0, 80.0, 71.6875)","(26.0, 230.0, 106.39999999999999)","(18.0, 180.0, 95.14285714285714)","(3.7, 6.4, 5.933333333333334)","(10.0, 21.0, 19.71111111111111)"
06-01-2023 09:32:01.011030,"(5.5, 14.5, 12.604166666666668)","(20.0, 180.0, 94.76470588235294)","(1.75, 2.8, 2.5143999999999997)","(15.0, 80.0, 71.6875)","(26.0, 230.0, 106.39999999999999)","(18.0, 180.0, 95.14285714285714)","(3.7, 6.4, 5.933333333333334)","(10.0, 21.0, 19.71111111111111)"
06-01-2023 09:32:02.008964,"(5.5, 14.5, 12.604166666666668)","(20.0, 180.0, 94.76470588235294)","(1.75, 2.8, 2.5143999999999997)","(15.0, 80.0, 71.6875)","(26.0, 230.0, 106.39999999999999)","(18.0, 180.0, 95.14285714285714)","(3.7, 6.4, 5.933333333333334)","(10.0, 21.0, 19.71111111111111)"
06-01-2023 09:32:03.030037,"(5.5, 14.5, 12.604166666666668)","(20.0, 180.0, 94.76470588235294)","(1.75, 2.8, 2.5143999999999997)","(15.0, 80.0, 71.6875)","(26.0, 230.0, 106.39999999999999)","(18.0, 180.0, 95.14285714285714)","(3.7, 6.4, 5.933333333333334)","(10.0, 21.0, 19.71111111111111)"
06-01-2023 09:32:04.001869,"(5.5, 14.5, 12.604166666666668)","(20.0, 180.0, 94.76470588235294)","(1.75, 2.8, 2.5143999999999997)","(15.0, 80.0, 71.6875)","(26.0, 230.0, 106.39999999999999)","(18.0, 180.0, 95.14285714285714)","(3.7, 6.4, 5.933333333333334)","(10.0, 21.0, 19.71111111111111)"
06-01-2023 09:32:04.992867,"(5.5, 14.5, 12.604166666666668)","(20.0, 180.0, 94.76470588235294)","(1.75, 2.8, 2.5143999999999997)","(15.0, 80.0, 71.6875)","(26.0, 230.0, 106.39999999999999)","(18.0, 180.0, 95.14285714285714)","(3.7, 6.4, 5.933333333333334)","(10.0, 21.0, 19.71111111111111)"
06-01-2023 09:32:05.979768,"(5.5, 14.5, 12.604166666666668)","(20.0, 180.0, 94.76470588235294)","(1.75, 2.8, 2.5143999999999997)","(15.0, 80.0, 71.6875)","(26.0, 230.0, 106.39999999999999)","(18.0, 180.0, 95.14285714285714)","(3.7, 6.4, 5.933333333333334)","(10.0, 21.0, 19.71111111111111)"
06-01-2023 09:32:06.961778,"(5.5, 14.5, 12.604166666666668)","(20.0, 180.0, 94.76470588235294)","(1.75, 2.8, 2.5143999999999997)","(15.0, 80.0, 71.6875)","(26.0, 230.0, 106.39999999999999)","(18.0, 180.0, 95.14285714285714)","(3.7, 6.4, 5.933333333333334)","(10.0, 21.0, 19.71111111111111)"
06-01-2023 09:32:07.954682,"(5.5, 15.0, 14.085714285714285)","(20.0, 180.0, 94.76470588235294)","(1.75, 2.8, 2.5143999999999997)","(15.0, 80.0, 71.6875)","(26.0, 230.0, 106.39999999999999)","(18.0, 180.0, 95.14285714285714)","(3.7, 6.4, 5.933333333333334)","(10.0, 21.0, 19.71111111111111)"
06-01-2023 09:32:08.971155,"(5.5, 15.0, 14.085714285714285)","(20.0, 180.0, 94.76470588235294)","(1.75, 2.8, 2.5143999999999997)","(15.0, 80.0, 71.6875)","(26.0, 230.0, 106.39999999999999)","(18.0, 180.0, 95.14285714285714)","(3.7, 6.4, 5.933333333333334)","(10.0, 21.0, 19.71111111111111)"
06-01-2023 09:32:09.926651,"(5.5, 15.0, 14.085714285714285)","(20.0, 180.0, 94.76470588235294)","(1.75, 2.8, 2.5143999999999997)","(15.0, 80.0, 71.6875)","(26.0, 230.0, 106.39999999999999)","(18.0, 180.0, 95.14285714285714)","(3.7, 6.4, 5.933333333333334)","(10.0, 21.0, 19.71111111111111)"
06-01-2023 09:32:10.887746,"(5.5, 15.0, 14.085714285714285)","(20.0, 180.0, 94.76470588235294)","(1.75, 2.8, 2.5143999999999997)","(15.0, 80.0, 71.6875)","(26.0, 230.0, 106.39999999999999)","(18.0, 180.0, 95.14285714285714)","(3.7, 6.4, 5.933333333333334)","(10.0, 21.0, 19.71111111111111)"
06-01-2023 09:32:11.833785,"(5.5, 15.0, 14.085714285714285)","(20.0, 180.0, 94.76470588235294)","(1.75, 2.8, 2.5143999999999997)","(15.0, 80.0, 71.6875)","(26.0, 230.0, 106.39999999999999)","(18.0, 180.0, 95.14285714285714)","(3.7, 6.4, 5.933333333333334)","(10.0, 21.0, 19.71111111111111)"
06-01-2023 09:32:12.817025,"(5.5, 15.0, 14.085714285714285)","(20.0, 180.0, 94.76470588235294)","(1.75, 2.8, 2.5143999999999997)","(15.0, 80.0, 71.6875)","(26.0, 230.0, 106.39999999999999)","(18.0, 180.0, 95.14285714285714)","(3.7, 6.4, 5.933333333333334)","(10.0, 21.0, 19.71111111111111)"
06-01-2023 09:32:13.839045,"(5.5, 15.0, 14.085714285714285)","(20.0, 180.0, 94.76470588235294)","(1.75, 2.8, 2.5143999999999997)","(15.0, 80.0, 71.6875)","(26.0, 230.0, 106.39999999999999)","(18.0, 180.0, 95.14285714285714)","(3.7, 6.4, 5.933333333333334)","(10.0, 21.0, 19.71111111111111)"
06-01-2023 09:32:14.813369,"(5.5, 15.0, 14.085714285714285)","(20.0, 180.0, 94.76470588235294)","(1.75, 2.8, 2.5143999999999997)","(15.0, 80.0, 71.6875)","(26.0, 230.0, 106.39999999999999)","(18.0, 180.0, 95.14285714285714)","(3.7, 6.4, 5.933333333333334)","(10.0, 21.0, 19.71111111111111)"
06-01-2023 09:32:15.782320,"(5.5, 15.0, 14.085714285714285)","(20.0, 180.0, 94.76470588235294)","(1.75, 2.8, 2.5143999999999997)","(15.0, 80.0, 71.6875)","(26.0, 230.0, 106.39999999999999)","(18.0, 180.0, 95.14285714285714)","(3.7, 6.4, 5.933333333333334)","(10.0, 21.0, 19.71111111111111)"
06-01-2023 09:32:16.811201,"(5.5, 15.0, 14.085714285714285)","(20.0, 180.0, 94.76470588235294)","(1.75, 2.8, 2.5143999999999997)","(15.0, 80.0, 71.6875)","(26.0, 230.0, 106.39999999999999)","(18.0, 180.0, 95.14285714285714)","(3.7, 6.4, 5.933333333333334)","(10.0, 21.0, 19.71111111111111)"
06-01-2023 09:32:17.819688,"(5.5, 15.0, 14.085714285714285)","(20.0, 180.0, 94.76470588235294)","(1.75, 2.8, 2.5143999999999997)","(15.0, 80.0, 71.6875)","(26.0, 230.0, 106.39999999999999)","(18.0, 180.0, 95.14285714285714)","(3.7, 6.4, 5.933333333333334)","(10.0, 21.0, 19.71111111111111)"
06-01-2023 09:32:18.869756,"(5.5, 15.0, 14.085714285714285)","(20.0, 180.0, 94.76470588235294)","(1.75, 2.8, 2.5143999999999997)","(15.0, 80.0, 71.6875)","(26.0, 230.0, 106.39999999999999)","(18.0, 180.0, 95.14285714285714)","(3.7, 6.4, 5.933333333333334)","(10.0, 21.0, 19.71111111111111)"
06-01-2023 09:32:19.906373,"(5.5, 15.0, 14.085714285714285)","(20.0, 180.0, 94.76470588235294)","(1.75, 2.8, 2.5143999999999997)","(15.0, 80.0, 71.6875)","(26.0, 230.0, 106.39999999999999)","(18.0, 180.0, 95.14285714285714)","(3.7, 6.4, 5.933333333333334)","(10.0, 21.0, 19.71111111111111)"
06-01-2023 09:32:20.895706,"(5.5, 15.0, 14.085714285714285)","(20.0, 180.0, 94.76470588235294)","(1.75, 2.8, 2.5143999999999997)","(15.0, 80.0, 71.6875)","(26.0, 230.0, 106.39999999999999)","(18.0, 180.0, 95.14285714285714)","(3.7, 6.4, 5.933333333333334)","(10.0, 21.0, 19.71111111111111)"
06-01-2023 09:32:21.892761,"(5.5, 15.0, 14.085714285714285)","(20.0, 180.0, 94.76470588235294)","(1.75, 2.8, 2.5143999999999997)","(15.0, 80.0, 71.6875)","(26.0, 230.0, 106.39999999999999)","(18.0, 180.0, 95.14285714285714)","(3.7, 6.4, 5.933333333333334)","(10.0, 21.0, 19.71111111111111)"
06-01-2023 09:32:22.889706,"(5.5, 15.0, 14.085714285714285)","(20.0, 180.0, 94.76470588235294)","(1.75, 2.8, 2.5143999999999997)","(15.0, 80.0, 71.6875)","(26.0, 230.0, 106.39999999999999)","(18.0, 180.0, 95.14285714285714)","(3.7, 6.4, 5.933333333333334)","(10.0, 21.0, 19.71111111111111)"
06-01-2023 09:32:23.915307,"(5.5, 15.0, 14.085714285714285)","(20.0, 180.0, 94.76470588235294)","(1.75, 2.8, 2.5143999999999997)","(15.0, 80.0, 71.6875)","(26.0, 230.0, 106.39999999999999)","(18.0, 180.0, 95.14285714285714)","(3.7, 6.4, 5.933333333333334)","(10.0, 21.0, 19.71111111111111)"
06-01-2023 09:32:24.915967,"(5.5, 15.0, 14.085714285714285)","(20.0, 180.0, 94.76470588235294)","(1.75, 2.8, 2.5143999999999997)","(15.0, 80.0, 71.6875)","(26.0, 230.0, 106.39999999999999)","(18.0, 180.0, 95.14285714285714)","(3.7, 6.4, 5.933333333333334)","(10.0, 21.0, 19.71111111111111)"
06-01-2023 09:32:25.900196,"(5.5, 15.0, 14.085714285714285)","(20.0, 180.0, 94.76470588235294)","(1.75, 2.8, 2.741937984496124)","(15.0, 80.0, 71.6875)","(26.0, 230.0, 106.39999999999999)","(18.0, 180.0, 95.14285714285714)","(3.7, 6.4, 5.933333333333334)","(10.0, 21.0, 19.71111111111111)"
06-01-2023 09:32:26.931300,"(5.5, 15.0, 14.085714285714285)","(20.0, 180.0, 94.76470588235294)","(1.75, 2.8, 2.741937984496124)","(15.0, 80.0, 71.6875)","(26.0, 230.0, 106.39999999999999)","(18.0, 180.0, 95.14285714285714)","(3.7, 6.4, 5.933333333333334)","(10.0, 21.0, 19.71111111111111)"
06-01-2023 09:32:27.971442,"(5.5, 15.0, 14.085714285714285)","(20.0, 180.0, 94.76470588235294)","(1.75, 2.8, 2.741937984496124)","(15.0, 80.0, 71.6875)","(26.0, 230.0, 106.39999999999999)","(18.0, 180.0, 95.14285714285714)","(3.7, 6.4, 5.933333333333334)","(10.0, 21.0, 19.71111111111111)"
06-01-2023 09:32:28.995185,"(5.5, 15.0, 14.085714285714285)","(20.0, 180.0, 94.76470588235294)","(1.75, 2.8, 2.7139080459770115)","(15.0, 80.0, 71.6875)","(26.0, 230.0, 106.39999999999999)","(18.0, 180.0, 95.14285714285714)","(3.7, 6.4, 5.933333333333334)","(10.0, 21.0, 19.71111111111111)"
