,My Calante,Treasure Coast,Rowdy River,Iffy Asset Class,Super Prospector,Antioch Dandy,Ryan Express
16-12-2022 12:00:02.234345,"(4.2, 4.9, 4.7)","(17.0, 28.0, 26.75)","(5.5, 5.5, 5.254545454545455)","(2.45, 3.05, 3.0287499999999996)","(16.0, 29.0, 24.5)","(26.0, 130.0, 65.72727272727272)","(4.6, 6.2, 5.933333333333334)"
16-12-2022 12:00:03.273899,"(4.2, 4.9, 4.7)","(17.0, 28.0, 24.0)","(5.5, 5.5, 5.254545454545455)","(2.45, 3.05, 3.0287499999999996)","(16.0, 29.0, 22.7)","(26.0, 120.0, 101.8)","(4.6, 6.2, 5.933333333333334)"
16-12-2022 12:00:04.305523,"(4.2, 4.9, 4.7)","(17.0, 28.0, 24.0)","(5.5, 5.5, 5.285714285714286)","(2.45, 3.05, 3.4516666666666667)","(16.0, 29.0, 25.5)","(26.0, 120.0, 101.8)","(4.6, 6.2, 5.744)"
16-12-2022 12:00:05.371069,"(4.2, 4.9, 4.7)","(17.0, 28.0, 24.0)","(5.5, 5.5, 5.285714285714286)","(2.45, 3.5, 3.1653846153846152)","(16.0, 29.0, 25.5)","(26.0, 120.0, 101.8)","(4.6, 6.0, 5.744)"
16-12-2022 12:00:06.434682,"(4.2, 4.9, 4.7)","(17.0, 28.0, 24.0)","(5.5, 5.5, 5.285714285714286)","(2.45, 3.5, 3.1653846153846152)","(16.0, 29.0, 25.5)","(26.0, 120.0, 101.8)","(4.6, 6.0, 5.6952380952380945)"
16-12-2022 12:00:07.543465,"(4.2, 4.9, 4.7)","(17.0, 28.0, 24.0)","(5.5, 5.5, 5.285714285714286)","(2.45, 3.5, 3.1752)","(16.0, 29.0, 25.5)","(26.0, 120.0, 101.8)","(4.6, 6.0, 5.6952380952380945)"
16-12-2022 12:00:08.593757,"(4.2, 4.9, 4.7)","(17.0, 28.0, 24.0)","(4.8, 5.5, 5.285714285714286)","(2.5, 3.5, 3.1752)","(16.0, 29.0, 25.5)","(26.0, 120.0, 101.8)","(5.0, 6.0, 5.6952380952380945)"
16-12-2022 12:00:09.652610,"(4.2, 4.9, 4.7)","(17.0, 27.0, 24.333333333333332)","(4.8, 5.5, 5.285714285714286)","(2.5, 3.5, 3.1752)","(16.0, 29.0, 25.5)","(26.0, 120.0, 101.8)","(5.0, 6.0, 5.6952380952380945)"
16-12-2022 12:00:10.683481,"(4.2, 4.9, 4.7)","(17.0, 27.0, 23.8)","(4.8, 5.5, 5.285714285714286)","(2.5, 3.5, 3.1752)","(16.0, 29.0, 25.5)","(26.0, 120.0, 101.8)","(5.0, 6.0, 5.6160000000000005)"
16-12-2022 12:00:11.663177,"(4.2, 4.9, 4.7)","(17.0, 27.0, 23.8)","(4.8, 5.6, 5.36)","(2.5, 3.5, 3.119375)","(16.0, 29.0, 25.333333333333332)","(26.0, 120.0, 101.8)","(5.0, 6.0, 5.753846153846154)"
16-12-2022 12:00:12.613174,"(4.2, 4.9, 4.7)","(17.0, 27.0, 23.8)","(4.8, 5.5, 5.285714285714286)","(2.5, 3.5, 3.119375)","(16.0, 29.0, 25.333333333333332)","(26.0, 120.0, 101.8)","(5.0, 6.0, 5.753846153846154)"
16-12-2022 12:00:13.621119,"(4.2, 4.9, 4.7)","(17.0, 27.0, 23.8)","(4.8, 5.5, 5.285714285714286)","(2.5, 3.5, 3.2265116279069765)","(16.0, 29.0, 26.0)","(26.0, 120.0, 101.8)","(5.0, 6.0, 5.753846153846154)"
16-12-2022 12:00:14.628843,"(4.2, 4.9, 4.7)","(17.0, 27.0, 23.8)","(4.8, 5.5, 5.285714285714286)","(2.5, 3.5, 3.3520000000000003)","(16.0, 29.0, 26.0)","(26.0, 120.0, 97.25)","(5.0, 6.0, 5.753846153846154)"
16-12-2022 12:00:15.664011,"(4.2, 4.9, 4.7)","(17.0, 27.0, 23.8)","(4.8, 5.5, 5.285714285714286)","(2.5, 3.45, 3.036)","(16.0, 29.0, 25.166666666666668)","(26.0, 120.0, 60.0)","(5.0, 6.0, 5.753846153846154)"
16-12-2022 12:00:16.764723,"(4.2, 4.9, 4.7)","(17.0, 27.0, 23.8)","(4.8, 5.5, 5.285714285714286)","(2.5, 3.4, 3.0324999999999998)","(16.0, 29.0, 23.25)","(26.0, 120.0, 60.0)","(5.0, 6.0, 5.753846153846154)"
16-12-2022 12:00:17.826155,"(4.2, 4.9, 4.7)","(17.0, 27.0, 23.8)","(4.8, 5.5, 5.285714285714286)","(2.5, 3.4, 3.202)","(16.0, 29.0, 23.25)","(26.0, 120.0, 42.85714285714286)","(5.0, 6.0, 5.933333333333334)"
16-12-2022 12:00:18.880081,"(4.2, 4.9, 4.7)","(17.0, 27.0, 23.8)","(4.8, 5.5, 5.285714285714286)","(2.5, 3.35, 3.202)","(16.0, 29.0, 23.25)","(26.0, 120.0, 42.85714285714286)","(5.0, 6.2, 5.933333333333334)"
16-12-2022 12:00:19.899124,"(4.2, 4.9, 4.7)","(17.0, 27.0, 23.8)","(4.8, 5.5, 5.285714285714286)","(2.5, 3.35, 3.262)","(16.0, 29.0, 23.25)","(26.0, 120.0, 42.85714285714286)","(5.0, 6.2, 6.015384615384615)"
16-12-2022 12:00:20.858947,"(4.2, 4.9, 4.7)","(17.0, 27.0, 23.8)","(4.8, 5.5, 5.285714285714286)","(2.5, 3.45, 3.262)","(16.0, 29.0, 23.25)","(26.0, 120.0, 42.85714285714286)","(5.0, 6.2, 6.015384615384615)"
16-12-2022 12:00:21.881807,"(4.2, 4.9, 4.7)","(17.0, 27.0, 23.8)","(4.8, 5.5, 5.235294117647059)","(2.5, 3.45, 3.262)","(16.0, 29.0, 23.25)","(26.0, 120.0, 50.0)","(5.0, 6.2, 6.104)"
16-12-2022 12:00:22.955234,"(4.2, 4.9, 4.7)","(17.0, 27.0, 23.8)","(4.8, 5.5, 5.228571428571429)","(2.5, 3.45, 3.3240000000000003)","(16.0, 29.0, 23.25)","(26.0, 110.0, 53.33333333333333)","(5.0, 6.2, 6.033333333333333)"
16-12-2022 12:00:24.012810,"(4.2, 4.9, 4.7)","(17.0, 27.0, 23.8)","(4.8, 5.5, 5.228571428571429)","(2.5, 3.45, 3.3240000000000003)","(16.0, 29.0, 22.75)","(26.0, 100.0, 53.33333333333333)","(5.0, 6.2, 6.033333333333333)"
16-12-2022 12:00:25.073710,"(4.2, 4.9, 4.7)","(17.0, 27.0, 23.8)","(4.8, 5.5, 5.228571428571429)","(2.5, 3.45, 3.341379310344828)","(16.0, 28.0, 22.75)","(26.0, 100.0, 53.33333333333333)","(5.0, 6.2, 6.033333333333333)"
16-12-2022 12:00:26.230648,"(4.2, 4.9, 4.7)","(17.0, 27.0, 23.8)","(4.8, 5.5, 5.228571428571429)","(2.5, 3.45, 3.341379310344828)","(16.0, 28.0, 22.75)","(26.0, 100.0, 53.33333333333333)","(5.0, 6.2, 6.033333333333333)"
16-12-2022 12:00:27.212298,"(4.2, 4.9, 4.7)","(17.0, 27.0, 23.8)","(4.8, 5.5, 5.228571428571429)","(2.5, 3.45, 3.341379310344828)","(16.0, 28.0, 22.75)","(26.0, 100.0, 53.33333333333333)","(5.0, 6.2, 6.033333333333333)"
16-12-2022 12:00:28.199618,"(4.2, 4.9, 4.7)","(17.0, 27.0, 24.333333333333332)","(4.8, 5.5, 5.228571428571429)","(2.5, 3.45, 3.341379310344828)","(16.0, 28.0, 22.75)","(26.0, 95.0, 62.5)","(5.0, 6.4, 6.209090909090909)"
16-12-2022 12:00:29.328828,"(4.2, 4.9, 4.7)","(17.0, 27.0, 24.333333333333332)","(4.8, 5.5, 5.228571428571429)","(2.5, 3.45, 3.341379310344828)","(16.0, 28.0, 20.125)","(26.0, 95.0, 62.5)","(5.0, 6.4, 6.209090909090909)"
16-12-2022 12:00:30.390939,"(4.2, 4.9, 4.7)","(17.0, 27.0, 24.333333333333332)","(4.8, 5.5, 5.228571428571429)","(2.5, 3.3, 3.0575)","(16.0, 28.0, 20.125)","(26.0, 95.0, 62.5)","(5.0, 6.4, 6.209090909090909)"
16-12-2022 12:00:31.431268,"(4.2, 4.9, 4.7)","(17.0, 27.0, 24.333333333333332)","(4.8, 5.5, 5.228571428571429)","(2.5, 3.2, 3.0575)","(16.0, 28.0, 22.25)","(26.0, 95.0, 62.5)","(5.0, 6.4, 6.268750000000001)"
16-12-2022 12:00:32.593510,"(4.2, 4.9, 4.7)","(17.0, 27.0, 24.333333333333332)","(4.8, 5.5, 5.275)","(2.5, 3.2, 3.048)","(16.0, 27.0, 22.25)","(26.0, 95.0, 62.5)","(5.0, 6.4, 6.268750000000001)"
16-12-2022 12:00:33.678005,"(4.2, 4.9, 4.722222222222222)","(17.0, 27.0, 24.333333333333332)","(4.8, 5.5, 5.275)","(2.5, 3.2, 3.0161290322580645)","(16.0, 27.0, 20.666666666666668)","(26.0, 95.0, 62.5)","(5.0, 6.4, 6.268750000000001)"
16-12-2022 12:00:34.709350,"(4.2, 4.9, 4.722222222222222)","(17.0, 27.0, 24.333333333333332)","(4.8, 5.5, 5.275)","(2.5, 3.2, 3.0161290322580645)","(16.0, 27.0, 20.9)","(26.0, 95.0, 50.0)","(5.0, 6.4, 6.268750000000001)"
16-12-2022 12:00:35.713275,"(4.2, 4.9, 4.722222222222222)","(17.0, 27.0, 24.333333333333332)","(4.8, 5.5, 5.275)","(2.5, 3.2, 3.0161290322580645)","(16.0, 26.0, 20.9)","(26.0, 90.0, 50.0)","(5.0, 6.4, 6.268750000000001)"
16-12-2022 12:00:36.700864,"(4.2, 4.9, 4.722222222222222)","(17.0, 27.0, 24.333333333333332)","(4.8, 5.5, 5.275)","(2.5, 3.2, 3.0161290322580645)","(16.0, 26.0, 20.9)","(26.0, 90.0, 50.0)","(5.0, 6.4, 6.268750000000001)"
16-12-2022 12:00:37.780749,"(4.2, 4.6, 4.533333333333333)","(17.0, 27.0, 24.333333333333332)","(4.8, 5.5, 5.275)","(2.5, 3.2, 3.0161290322580645)","(16.0, 26.0, 20.9)","(26.0, 90.0, 50.0)","(5.0, 6.4, 5.892307692307692)"
16-12-2022 12:00:38.891485,"(4.2, 4.8, 4.65)","(17.0, 27.0, 25.5)","(4.8, 5.5, 5.275)","(2.5, 3.2, 3.0161290322580645)","(16.0, 26.0, 20.9)","(26.0, 90.0, 50.0)","(5.0, 6.4, 5.9875)"
16-12-2022 12:00:40.072503,"(4.2, 4.8, 4.65)","(17.0, 27.0, 25.0)","(4.8, 5.5, 5.275)","(2.5, 3.15, 3.09375)","(16.0, 26.0, 21.25)","(26.0, 90.0, 48.33333333333333)","(5.0, 6.4, 5.9875)"
16-12-2022 12:00:41.241562,"(4.2, 4.8, 4.65)","(17.0, 26.0, 25.0)","(4.8, 5.5, 5.275)","(2.5, 3.15, 3.09375)","(16.0, 25.0, 20.0)","(26.0, 85.0, 48.33333333333333)","(5.0, 6.4, 6.2125)"
16-12-2022 12:00:42.470501,"(4.2, 4.8, 4.5)","(17.0, 26.0, 25.0)","(4.8, 5.8, 5.5)","(2.5, 3.15, 3.09375)","(16.0, 25.0, 20.0)","(26.0, 85.0, 48.33333333333333)","(5.0, 6.4, 6.2125)"
16-12-2022 12:00:43.689690,"(4.2, 4.8, 4.76)","(17.0, 26.0, 25.0)","(4.8, 5.8, 5.5)","(2.5, 3.15, 3.09375)","(16.0, 25.0, 20.0)","(26.0, 85.0, 43.75)","(5.0, 6.4, 6.185714285714286)"
16-12-2022 12:00:44.863574,"(4.2, 4.8, 4.76)","(17.0, 26.0, 25.0)","(4.8, 5.8, 5.5)","(2.5, 3.15, 3.05)","(16.0, 25.0, 20.0)","(26.0, 85.0, 43.75)","(5.0, 6.4, 6.185714285714286)"
16-12-2022 12:00:46.074119,"(4.2, 4.8, 4.7375)","(17.0, 26.0, 25.0)","(4.8, 5.8, 5.5)","(2.5, 3.15, 3.0576923076923075)","(16.0, 25.0, 21.833333333333332)","(26.0, 85.0, 53.57142857142857)","(5.0, 6.4, 6.185714285714286)"
16-12-2022 12:00:47.215217,"(4.2, 4.8, 4.7375)","(17.0, 26.0, 25.0)","(4.8, 5.8, 5.5)","(2.5, 3.15, 3.0576923076923075)","(16.0, 24.0, 21.833333333333332)","(26.0, 85.0, 53.57142857142857)","(5.0, 6.4, 6.16)"
16-12-2022 12:00:48.362138,"(4.2, 4.8, 4.7375)","(17.0, 26.0, 25.0)","(4.8, 5.8, 5.6909090909090905)","(2.5, 3.15, 3.0576923076923075)","(16.0, 24.0, 21.833333333333332)","(26.0, 85.0, 53.57142857142857)","(5.0, 6.4, 6.3999999999999995)"
16-12-2022 12:00:49.436917,"(4.2, 4.8, 4.7375)","(17.0, 26.0, 24.0)","(4.8, 5.8, 5.5)","(2.5, 3.15, 3.0576923076923075)","(16.0, 24.0, 21.833333333333332)","(26.0, 85.0, 53.57142857142857)","(5.0, 6.6, 6.449999999999999)"
16-12-2022 12:00:50.539992,"(4.2, 4.8, 4.7375)","(17.0, 26.0, 24.0)","(4.8, 5.8, 5.55)","(2.5, 3.15, 3.007142857142857)","(16.0, 24.0, 21.833333333333332)","(26.0, 85.0, 53.57142857142857)","(5.0, 6.6, 6.449999999999999)"
16-12-2022 12:00:51.611961,"(4.2, 4.8, 4.7375)","(17.0, 26.0, 24.0)","(4.8, 5.8, 5.55)","(2.5, 3.15, 2.9475)","(16.0, 24.0, 21.833333333333332)","(26.0, 85.0, 53.57142857142857)","(5.0, 6.6, 6.522222222222222)"
16-12-2022 12:00:52.693888,"(4.2, 4.8, 4.7375)","(17.0, 26.0, 24.0)","(4.8, 5.8, 5.442857142857143)","(2.5, 3.15, 3.076842105263158)","(16.0, 24.0, 20.1)","(26.0, 85.0, 53.57142857142857)","(5.0, 6.6, 6.522222222222222)"
16-12-2022 12:00:53.767206,"(4.2, 4.8, 4.618181818181818)","(17.0, 26.0, 24.0)","(4.8, 5.8, 5.442857142857143)","(2.5, 3.1, 3.076842105263158)","(16.0, 24.0, 20.1)","(26.0, 85.0, 53.57142857142857)","(5.0, 6.6, 6.522222222222222)"
16-12-2022 12:00:54.784754,"(4.2, 4.8, 4.618181818181818)","(17.0, 26.0, 24.0)","(4.8, 5.8, 5.442857142857143)","(2.5, 3.1, 3.076842105263158)","(16.0, 24.0, 20.1)","(26.0, 85.0, 53.57142857142857)","(5.0, 6.6, 6.516)"
16-12-2022 12:00:55.869649,"(4.2, 4.8, 4.618181818181818)","(17.0, 26.0, 24.0)","(4.8, 5.8, 5.442857142857143)","(2.5, 3.1, 3.076842105263158)","(16.0, 24.0, 20.1)","(26.0, 85.0, 53.57142857142857)","(5.0, 6.6, 6.516)"
16-12-2022 12:00:57.148192,"(4.2, 4.8, 4.618181818181818)","(17.0, 26.0, 23.6)","(4.8, 5.8, 5.442857142857143)","(2.5, 3.1, 3.076842105263158)","(16.0, 24.0, 20.1)","(26.0, 85.0, 53.57142857142857)","(5.0, 6.6, 6.45)"
16-12-2022 12:00:58.316352,"(4.2, 4.8, 4.618181818181818)","(17.0, 26.0, 24.285714285714285)","(4.8, 5.8, 5.442857142857143)","(2.5, 3.1, 3.076842105263158)","(16.0, 24.0, 20.1)","(26.0, 85.0, 53.57142857142857)","(5.0, 6.8, 6.51875)"
16-12-2022 12:00:59.450944,"(4.2, 4.8, 4.618181818181818)","(17.0, 26.0, 23.714285714285715)","(4.8, 5.8, 5.442857142857143)","(2.5, 3.1, 3.076842105263158)","(16.0, 24.0, 20.1)","(26.0, 85.0, 53.57142857142857)","(5.0, 6.8, 6.51875)"
16-12-2022 12:01:00.732946,"(4.0, 4.8, 4.618181818181818)","(17.0, 26.0, 24.4)","(4.8, 5.8, 5.442857142857143)","(2.5, 3.1, 3.0741176470588236)","(16.0, 24.0, 19.666666666666668)","(26.0, 85.0, 57.5)","(5.0, 6.8, 6.5)"
16-12-2022 12:01:01.936677,"(4.0, 4.8, 4.618181818181818)","(17.0, 26.0, 24.4)","(4.8, 5.8, 5.442857142857143)","(2.5, 3.1, 3.0741176470588236)","(16.0, 24.0, 19.666666666666668)","(26.0, 85.0, 43.75)","(5.0, 6.6, 6.5625)"
16-12-2022 12:01:03.112857,"(4.0, 4.8, 4.459090909090909)","(17.0, 26.0, 23.4)","(4.8, 5.8, 5.522222222222222)","(2.5, 3.1, 3.08625)","(16.0, 24.0, 19.666666666666668)","(26.0, 85.0, 43.75)","(5.0, 6.6, 6.5625)"
16-12-2022 12:01:04.163187,"(4.0, 4.8, 4.459090909090909)","(17.0, 26.0, 23.4)","(4.8, 5.8, 5.522222222222222)","(2.5, 3.1, 3.08625)","(16.0, 24.0, 22.142857142857142)","(26.0, 85.0, 43.75)","(5.0, 6.6, 6.580645161290322)"
16-12-2022 12:01:05.197817,"(4.0, 4.8, 4.459090909090909)","(17.0, 26.0, 23.4)","(4.8, 5.8, 5.522222222222222)","(2.5, 3.1, 3.0872)","(16.0, 24.0, 22.142857142857142)","(26.0, 85.0, 42.5)","(5.0, 6.6, 6.266666666666667)"
16-12-2022 12:01:06.338033,"(4.0, 4.7, 4.550000000000001)","(17.0, 25.0, 23.0)","(4.8, 5.8, 5.522222222222222)","(2.5, 3.1, 2.948)","(16.0, 24.0, 22.142857142857142)","(26.0, 80.0, 42.5)","(5.0, 6.4, 6.266666666666667)"
16-12-2022 12:01:07.468384,"(4.0, 4.7, 4.485714285714286)","(17.0, 25.0, 23.0)","(4.6, 5.8, 5.675)","(2.6, 2.98, 2.975)","(15.0, 24.0, 22.142857142857142)","(26.0, 80.0, 42.5)","(5.0, 6.4, 6.266666666666667)"
16-12-2022 12:01:08.594014,"(4.0, 4.7, 4.485714285714286)","(17.0, 25.0, 23.0)","(4.6, 5.8, 5.675)","(2.6, 2.98, 2.975)","(15.0, 24.0, 22.142857142857142)","(26.0, 80.0, 42.5)","(5.0, 6.4, 6.266666666666667)"
16-12-2022 12:01:09.768551,"(4.0, 4.7, 4.485714285714286)","(17.0, 25.0, 23.0)","(4.6, 5.8, 5.675)","(2.6, 2.98, 2.975)","(15.0, 24.0, 20.25)","(26.0, 80.0, 42.5)","(5.0, 6.4, 6.266666666666667)"
16-12-2022 12:01:10.842367,"(4.0, 4.7, 4.485714285714286)","(17.0, 24.0, 23.0)","(4.6, 5.8, 5.675)","(2.6, 2.98, 2.9692307692307693)","(15.0, 23.0, 19.071428571428573)","(26.0, 80.0, 42.5)","(5.0, 6.4, 6.16)"
16-12-2022 12:01:11.960951,"(4.0, 4.7, 4.485714285714286)","(17.0, 24.0, 22.5)","(4.6, 6.2, 5.966666666666667)","(2.6, 2.98, 2.9692307692307693)","(15.0, 23.0, 19.5625)","(26.0, 80.0, 42.5)","(5.0, 6.4, 6.7555555555555555)"
16-12-2022 12:01:13.234766,"(4.0, 4.7, 4.485714285714286)","(17.0, 24.0, 22.5)","(4.6, 6.2, 5.65)","(2.6, 2.98, 2.9692307692307693)","(15.0, 23.0, 19.5625)","(26.0, 80.0, 42.5)","(5.0, 6.8, 6.466666666666667)"
16-12-2022 12:01:14.446354,"(4.0, 4.7, 4.485714285714286)","(17.0, 24.0, 22.5)","(4.6, 6.0, 5.65)","(2.6, 2.98, 2.9692307692307693)","(15.0, 23.0, 19.5625)","(26.0, 80.0, 42.5)","(5.0, 7.0, 6.771428571428571)"
16-12-2022 12:01:15.656605,"(4.0, 4.7, 4.550000000000001)","(17.0, 24.0, 22.5)","(4.6, 6.0, 5.65)","(2.6, 2.98, 2.94)","(15.0, 23.0, 19.5625)","(26.0, 80.0, 42.5)","(5.0, 7.0, 6.885714285714286)"
16-12-2022 12:01:16.847464,"(4.0, 4.7, 4.550000000000001)","(17.0, 24.0, 22.5)","(4.6, 6.0, 5.65)","(2.6, 2.98, 2.94)","(15.0, 23.0, 20.2)","(26.0, 80.0, 54.5)","(5.0, 7.0, 6.885714285714286)"
16-12-2022 12:01:18.142632,"(4.0, 4.7, 4.550000000000001)","(17.0, 24.0, 21.42857142857143)","(4.6, 6.0, 5.65)","(2.6, 2.98, 2.94)","(15.0, 22.0, 20.2)","(26.0, 80.0, 54.5)","(5.0, 7.0, 6.885714285714286)"
16-12-2022 12:01:19.399043,"(4.0, 4.7, 4.550000000000001)","(17.0, 24.0, 22.2)","(4.6, 6.0, 5.866666666666667)","(2.6, 2.98, 2.9714285714285715)","(15.0, 22.0, 20.2)","(26.0, 80.0, 54.5)","(5.0, 7.0, 6.885714285714286)"
16-12-2022 12:01:20.694965,"(4.0, 4.7, 4.550000000000001)","(17.0, 24.0, 22.2)","(4.6, 6.0, 5.907692307692308)","(2.6, 2.98, 2.9714285714285715)","(15.0, 22.0, 20.2)","(26.0, 80.0, 54.5)","(5.0, 7.0, 6.885714285714286)"
16-12-2022 12:01:21.926989,"(4.0, 4.7, 4.550000000000001)","(17.0, 24.0, 21.5)","(4.6, 6.0, 5.58)","(2.6, 2.98, 2.9714285714285715)","(15.0, 22.0, 20.714285714285715)","(26.0, 80.0, 54.5)","(5.0, 7.0, 6.936)"
16-12-2022 12:01:23.103936,"(4.0, 4.7, 4.550000000000001)","(17.0, 24.0, 22.2)","(4.6, 6.0, 5.538461538461538)","(2.6, 2.98, 2.9714285714285715)","(15.0, 22.0, 20.714285714285715)","(26.0, 80.0, 54.5)","(5.0, 7.0, 6.936)"
16-12-2022 12:01:24.211513,"(4.0, 4.7, 4.485714285714286)","(17.0, 24.0, 22.625)","(4.6, 6.0, 5.416666666666666)","(2.6, 2.98, 2.9714285714285715)","(15.0, 22.0, 20.714285714285715)","(26.0, 80.0, 54.5)","(5.0, 7.0, 6.936)"
16-12-2022 12:01:25.325111,"(4.0, 4.7, 4.485714285714286)","(17.0, 24.0, 22.0)","(4.8, 6.0, 5.4399999999999995)","(2.6, 2.96, 2.9266666666666667)","(15.0, 22.0, 20.2)","(26.0, 80.0, 63.0)","(5.0, 7.0, 6.936)"
16-12-2022 12:01:26.430579,"(4.0, 4.7, 4.485714285714286)","(17.0, 24.0, 22.0)","(4.8, 6.0, 5.4399999999999995)","(2.6, 2.96, 2.9266666666666667)","(15.0, 22.0, 20.2)","(26.0, 80.0, 63.0)","(5.0, 7.0, 6.760000000000001)"
16-12-2022 12:01:27.640695,"(4.0, 4.7, 4.45)","(17.0, 24.0, 22.0)","(4.8, 6.0, 5.664000000000001)","(2.6, 2.96, 2.9266666666666667)","(15.0, 22.0, 20.2)","(26.0, 80.0, 63.0)","(5.0, 7.2, 6.760000000000001)"
16-12-2022 12:01:29.165784,"(4.0, 4.7, 4.45)","(17.0, 24.0, 21.25)","(4.8, 6.0, 5.664000000000001)","(2.6, 2.96, 2.9266666666666667)","(15.0, 22.0, 20.2)","(26.0, 80.0, 63.0)","(5.0, 7.2, 6.760000000000001)"
16-12-2022 12:01:30.491861,"(4.0, 4.7, 4.550000000000001)","(17.0, 24.0, 22.2)","(4.8, 6.0, 5.629166666666667)","(2.6, 2.96, 2.9266666666666667)","(15.0, 22.0, 20.2)","(26.0, 80.0, 63.5)","(5.0, 7.2, 6.8)"
16-12-2022 12:01:31.846297,"(4.0, 4.7, 4.5)","(17.0, 24.0, 22.8)","(4.8, 5.9, 5.38)","(2.6, 2.96, 2.9266666666666667)","(15.0, 22.0, 20.2)","(26.0, 75.0, 59.66666666666667)","(5.0, 7.0, 6.911111111111111)"
16-12-2022 12:01:33.133298,"(4.0, 4.7, 4.5)","(17.0, 25.0, 22.8)","(4.8, 5.9, 5.38)","(2.6, 2.96, 2.9266666666666667)","(15.0, 22.0, 21.1)","(26.0, 75.0, 56.33333333333333)","(5.0, 7.0, 6.911111111111111)"
16-12-2022 12:01:34.449785,"(4.0, 4.7, 4.5)","(17.0, 25.0, 22.0)","(4.8, 5.9, 5.38)","(2.6, 2.96, 2.9266666666666667)","(15.0, 22.0, 20.0)","(26.0, 70.0, 52.42857142857143)","(5.0, 7.0, 6.911111111111111)"
16-12-2022 12:01:35.667966,"(4.0, 4.7, 4.5)","(17.0, 25.0, 22.0)","(4.8, 5.9, 5.5)","(2.6, 2.96, 2.9266666666666667)","(15.0, 22.0, 20.0)","(26.0, 70.0, 52.42857142857143)","(5.0, 7.0, 6.911111111111111)"
16-12-2022 12:01:36.835330,"(4.0, 4.7, 4.5)","(17.0, 25.0, 22.0)","(4.8, 5.9, 5.6)","(2.6, 2.96, 2.9266666666666667)","(15.0, 22.0, 20.0)","(26.0, 70.0, 52.42857142857143)","(5.0, 7.0, 6.911111111111111)"
16-12-2022 12:01:38.033754,"(4.0, 4.7, 4.5)","(17.0, 25.0, 23.0)","(4.8, 5.9, 5.6)","(2.6, 2.96, 2.9266666666666667)","(15.0, 22.0, 19.75)","(26.0, 70.0, 49.57142857142857)","(5.0, 7.0, 6.721739130434782)"
16-12-2022 12:01:39.326105,"(4.0, 4.5, 4.468965517241379)","(17.0, 25.0, 23.333333333333332)","(4.8, 5.9, 5.775)","(2.6, 2.96, 2.9266666666666667)","(15.0, 22.0, 20.0)","(26.0, 65.0, 49.57142857142857)","(5.0, 7.0, 6.705263157894737)"
16-12-2022 12:01:40.689945,"(4.0, 4.7, 4.58235294117647)","(17.0, 24.0, 30.0)","(4.8, 6.0, 5.828571428571428)","(2.6, 2.96, 2.9393103448275864)","(15.0, 22.0, 20.0)","(26.0, 65.0, 49.57142857142857)","(5.0, 7.0, 6.705263157894737)"
16-12-2022 12:01:42.064421,"(4.0, 4.6, 4.371428571428571)","(17.0, 34.0, 26.5)","(4.8, 6.0, 4.9)","(2.6, 2.96, 2.9642857142857144)","(15.0, 22.0, 20.0)","(26.0, 65.0, 49.57142857142857)","(5.0, 7.0, 6.91764705882353)"
16-12-2022 12:01:43.476441,"(4.0, 4.6, 4.533333333333333)","(17.0, 30.0, 26.5)","(4.8, 6.0, 5.133333333333334)","(2.6, 2.98, 2.9175757575757575)","(15.0, 22.0, 20.0)","(26.0, 65.0, 49.57142857142857)","(5.0, 7.2, 6.91764705882353)"
16-12-2022 12:01:45.010967,"(4.0, 4.6, 4.533333333333333)","(17.0, 30.0, 26.5)","(4.8, 6.0, 5.133333333333334)","(2.6, 2.96, 2.9175757575757575)","(15.0, 22.0, 20.0)","(26.0, 65.0, 49.57142857142857)","(5.0, 7.2, 6.91764705882353)"
16-12-2022 12:01:46.465430,"(4.0, 4.6, 4.533333333333333)","(17.0, 30.0, 27.5)","(4.8, 6.0, 4.96)","(2.6, 2.96, 2.9085714285714284)","(15.0, 22.0, 20.0)","(26.0, 65.0, 49.57142857142857)","(5.0, 7.2, 7.30952380952381)"
16-12-2022 12:01:47.947508,"(4.0, 4.6, 4.742857142857143)","(17.0, 32.0, 25.25)","(4.8, 6.0, 4.918181818181818)","(2.6, 2.96, 2.8617391304347826)","(15.0, 22.0, 20.0)","(26.0, 65.0, 49.57142857142857)","(5.0, 7.4, 7.341176470588236)"
16-12-2022 12:01:49.235117,"(4.0, 4.8, 4.757142857142857)","(17.0, 32.0, 26.5)","(4.8, 5.9, 4.918181818181818)","(2.6, 2.94, 2.837142857142857)","(15.0, 22.0, 20.0)","(26.0, 65.0, 43.4)","(5.0, 7.4, 7.376470588235295)"
16-12-2022 12:01:50.619035,"(4.0, 4.8, 4.76)","(17.0, 30.0, 26.5)","(4.8, 5.9, 4.9312499999999995)","(2.6, 2.94, 2.837142857142857)","(15.0, 22.0, 20.0)","(26.0, 65.0, 43.4)","(5.0, 7.4, 7.376470588235295)"
16-12-2022 12:01:51.885897,"(3.9, 4.8, 4.725)","(18.0, 30.0, 25.0)","(4.8, 5.5, 5.16)","(2.5, 2.94, 2.837142857142857)","(15.0, 22.0, 20.0)","(26.0, 65.0, 41.4)","(5.5, 7.4, 7.1)"
