,Nightwatch Star,Eagle Uno,Parabellum,Knight Walker,Stilton,Laker,Pocket More For Less Nz,Happy As,Caesars Rockstar,Neville Shannon
10-01-2023 19:47:02.217740,"(2.0, 2.48, 2.3360000000000003)","(4.8, 8.2, 7.8)","(4.4, 8.0, 7.6)","(101.0, 220.0, 191.42857142857144)","(21.0, 25.0, 23.666666666666664)","(101.0, 220.0, 194.28571428571428)","(5.0, 99999, 99990)","(16.0, 21.0, 19.875)","(71.0, 100.0, 90.0)","(31.0, 100.0, 71.0)"
10-01-2023 19:47:03.348287,"(2.0, 2.48, 2.3360000000000003)","(4.8, 8.2, 7.243478260869566)","(4.4, 8.0, 7.6)","(101.0, 220.0, 191.42857142857144)","(21.0, 25.0, 23.666666666666664)","(101.0, 220.0, 194.28571428571428)","(5.0, 99999, 99990)","(16.0, 21.0, 19.8)","(71.0, 100.0, 90.0)","(31.0, 100.0, 71.0)"
10-01-2023 19:47:04.546390,"(2.0, 2.48, 2.3360000000000003)","(4.8, 8.0, 7.6)","(4.4, 8.0, 7.6)","(101.0, 220.0, 191.42857142857144)","(21.0, 25.0, 22.25)","(101.0, 220.0, 194.28571428571428)","(5.0, 99999, 99990)","(16.0, 22.0, 19.8)","(71.0, 100.0, 88.88888888888889)","(31.0, 100.0, 71.0)"
10-01-2023 19:47:05.732985,"(2.0, 2.48, 2.3360000000000003)","(4.8, 7.8, 7.4)","(4.4, 7.8, 7.35)","(101.0, 220.0, 191.42857142857144)","(21.0, 25.0, 22.25)","(101.0, 220.0, 194.28571428571428)","(5.0, 99999, 99990)","(16.0, 22.0, 19.875)","(71.0, 120.0, 88.88888888888889)","(31.0, 100.0, 71.0)"
10-01-2023 19:47:06.934811,"(2.0, 2.48, 2.3120000000000003)","(4.8, 7.8, 7.4)","(4.4, 7.6, 7.3999999999999995)","(101.0, 220.0, 191.42857142857144)","(21.0, 25.0, 22.25)","(101.0, 220.0, 194.28571428571428)","(5.0, 99999, 99990)","(16.0, 21.0, 18.0)","(71.0, 120.0, 88.88888888888889)","(31.0, 100.0, 71.0)"
10-01-2023 19:47:08.147583,"(2.0, 2.48, 2.3120000000000003)","(4.8, 7.8, 7.4)","(4.4, 7.6, 7.171428571428572)","(101.0, 220.0, 191.42857142857144)","(21.0, 25.0, 22.25)","(101.0, 220.0, 194.28571428571428)","(5.0, 99999, 99990)","(16.0, 22.0, 18.0)","(71.0, 120.0, 88.88888888888889)","(31.0, 100.0, 71.0)"
10-01-2023 19:47:09.427860,"(2.0, 2.48, 2.3120000000000003)","(4.8, 7.8, 7.4)","(4.4, 7.6, 7.171428571428572)","(101.0, 220.0, 191.42857142857144)","(21.0, 25.0, 22.25)","(101.0, 220.0, 194.28571428571428)","(5.0, 99999, 99990)","(16.0, 22.0, 18.0)","(71.0, 120.0, 88.88888888888889)","(31.0, 100.0, 71.0)"
10-01-2023 19:47:10.670322,"(2.0, 2.48, 2.346086956521739)","(4.8, 7.8, 7.4)","(4.4, 7.6, 7.171428571428572)","(101.0, 220.0, 191.42857142857144)","(21.0, 25.0, 22.25)","(101.0, 220.0, 194.28571428571428)","(5.0, 99999, 99990)","(16.0, 22.0, 18.0)","(71.0, 120.0, 88.88888888888889)","(31.0, 100.0, 71.0)"
10-01-2023 19:47:11.951942,"(2.0, 2.48, 2.34)","(4.8, 7.8, 7.4)","(4.4, 7.6, 7.171428571428572)","(101.0, 220.0, 191.42857142857144)","(21.0, 25.0, 22.25)","(101.0, 220.0, 194.28571428571428)","(5.0, 99999, 99990)","(16.0, 22.0, 18.0)","(71.0, 120.0, 90.0)","(31.0, 100.0, 71.0)"
10-01-2023 19:47:13.184376,"(2.0, 2.44, 2.4171428571428573)","(4.8, 8.2, 7.466666666666667)","(4.4, 7.6, 7.171428571428572)","(101.0, 220.0, 191.42857142857144)","(21.0, 25.0, 22.25)","(101.0, 220.0, 194.28571428571428)","(5.0, 99999, 99990)","(16.0, 22.0, 20.0)","(71.0, 110.0, 90.0)","(31.0, 100.0, 71.0)"
10-01-2023 19:47:14.370637,"(2.0, 2.44, 2.4171428571428573)","(4.8, 8.0, 7.771428571428571)","(4.4, 7.6, 7.266666666666667)","(101.0, 220.0, 191.42857142857144)","(21.0, 25.0, 22.25)","(101.0, 220.0, 194.28571428571428)","(5.0, 99999, 99990)","(16.0, 22.0, 20.0)","(71.0, 100.0, 90.0)","(31.0, 100.0, 71.0)"
10-01-2023 19:47:15.527978,"(2.0, 2.44, 2.424)","(4.8, 7.8, 7.4)","(4.4, 7.4, 7.266666666666667)","(101.0, 220.0, 212.0)","(21.0, 25.0, 22.25)","(101.0, 220.0, 212.0)","(5.0, 99999, 99990)","(16.0, 22.0, 20.0)","(71.0, 100.0, 90.0)","(31.0, 100.0, 71.0)"
10-01-2023 19:47:16.710159,"(2.0, 2.44, 2.424)","(4.8, 7.8, 7.235294117647059)","(4.4, 7.4, 7.266666666666667)","(101.0, 220.0, 212.0)","(21.0, 25.0, 22.5)","(101.0, 220.0, 222.5)","(5.0, 99999, 99990)","(16.0, 22.0, 20.428571428571427)","(71.0, 100.0, 90.0)","(31.0, 100.0, 61.33333333333333)"
10-01-2023 19:47:17.905117,"(2.0, 2.44, 2.393333333333333)","(4.8, 7.8, 7.235294117647059)","(4.4, 7.4, 7.266666666666667)","(101.0, 230.0, 222.5)","(21.0, 24.0, 22.5)","(101.0, 230.0, 222.5)","(5.0, 99999, 99990)","(16.0, 22.0, 20.428571428571427)","(71.0, 100.0, 90.0)","(31.0, 100.0, 61.33333333333333)"
10-01-2023 19:47:19.143193,"(2.0, 2.44, 2.42)","(4.8, 7.8, 7.235294117647059)","(4.4, 7.4, 7.266666666666667)","(101.0, 230.0, 222.5)","(21.0, 25.0, 22.8)","(101.0, 230.0, 222.5)","(5.0, 99999, 99990)","(16.0, 22.0, 20.428571428571427)","(71.0, 100.0, 90.0)","(31.0, 100.0, 61.33333333333333)"
10-01-2023 19:47:20.395585,"(2.0, 2.44, 2.4)","(4.8, 7.8, 7.235294117647059)","(4.4, 7.4, 7.266666666666667)","(101.0, 230.0, 222.5)","(21.0, 25.0, 21.5625)","(101.0, 230.0, 222.5)","(5.0, 99999, 99990)","(16.0, 22.0, 20.25)","(71.0, 100.0, 88.88888888888889)","(31.0, 100.0, 61.33333333333333)"
10-01-2023 19:47:21.688600,"(2.0, 2.44, 2.393333333333333)","(4.8, 7.8, 7.24)","(4.4, 7.4, 7.266666666666667)","(101.0, 230.0, 222.5)","(21.0, 25.0, 21.5625)","(101.0, 230.0, 222.5)","(5.0, 99999, 99990)","(16.0, 21.0, 20.25)","(71.0, 120.0, 88.88888888888889)","(31.0, 100.0, 61.33333333333333)"
10-01-2023 19:47:22.990988,"(2.0, 2.44, 2.412)","(4.8, 7.8, 7.24)","(4.4, 7.4, 7.266666666666667)","(101.0, 230.0, 222.5)","(21.0, 25.0, 21.875)","(101.0, 230.0, 222.5)","(5.0, 99999, 99990)","(16.0, 21.0, 20.5625)","(71.0, 120.0, 88.88888888888889)","(31.0, 100.0, 61.33333333333333)"
10-01-2023 19:47:24.222833,"(2.0, 2.44, 2.424444444444444)","(4.8, 7.8, 7.24)","(4.4, 7.4, 7.266666666666667)","(101.0, 230.0, 222.5)","(21.0, 25.0, 26.3)","(101.0, 230.0, 222.5)","(5.0, 99999, 99990)","(16.0, 23.0, 19.25)","(71.0, 120.0, 93.33333333333333)","(31.0, 100.0, 61.33333333333333)"
10-01-2023 19:47:25.429221,"(2.0, 2.44, 2.412)","(4.8, 7.8, 7.233333333333333)","(4.4, 7.6, 7.266666666666667)","(101.0, 230.0, 222.5)","(21.0, 29.0, 26.22222222222222)","(101.0, 230.0, 222.5)","(5.0, 99999, 99990)","(16.0, 22.0, 19.25)","(71.0, 110.0, 90.0)","(31.0, 100.0, 61.33333333333333)"
10-01-2023 19:47:26.875705,"(2.0, 2.44, 2.412)","(4.8, 7.8, 7.24)","(4.4, 7.4, 7.266666666666667)","(101.0, 230.0, 222.5)","(21.0, 28.0, 26.22222222222222)","(101.0, 230.0, 222.5)","(5.0, 99999, 99990)","(16.0, 22.0, 19.25)","(71.0, 100.0, 90.0)","(31.0, 100.0, 61.33333333333333)"
10-01-2023 19:47:28.219984,"(2.0, 2.44, 2.412)","(4.8, 7.8, 7.24)","(4.4, 7.4, 7.266666666666667)","(101.0, 230.0, 222.5)","(21.0, 28.0, 27.0)","(101.0, 230.0, 222.5)","(5.0, 99999, 99990)","(16.0, 22.0, 19.25)","(71.0, 100.0, 90.0)","(31.0, 100.0, 61.33333333333333)"
10-01-2023 19:47:29.546554,"(2.0, 2.44, 2.412)","(4.8, 7.8, 7.233333333333333)","(4.4, 7.4, 7.266666666666667)","(101.0, 230.0, 222.5)","(21.0, 29.0, 27.857142857142858)","(101.0, 230.0, 222.5)","(5.0, 99999, 99990)","(16.0, 22.0, 19.25)","(71.0, 100.0, 90.0)","(31.0, 100.0, 61.33333333333333)"
10-01-2023 19:47:30.925373,"(2.0, 2.44, 2.412)","(4.8, 7.8, 7.233333333333333)","(4.4, 7.4, 7.266666666666667)","(101.0, 230.0, 222.5)","(21.0, 29.0, 26.666666666666668)","(101.0, 230.0, 222.5)","(5.0, 99999, 99990)","(16.0, 22.0, 19.25)","(71.0, 100.0, 97.14285714285714)","(31.0, 100.0, 61.33333333333333)"
10-01-2023 19:47:32.305093,"(2.0, 2.44, 2.393333333333333)","(4.8, 7.8, 7.233333333333333)","(4.4, 7.4, 7.266666666666667)","(101.0, 230.0, 222.5)","(21.0, 29.0, 27.833333333333336)","(101.0, 230.0, 222.5)","(5.0, 99999, 99990)","(16.0, 22.0, 19.692307692307693)","(71.0, 100.0, 105.0)","(31.0, 100.0, 71.0)"
10-01-2023 19:47:33.609856,"(2.0, 2.44, 2.393333333333333)","(4.8, 7.8, 7.233333333333333)","(4.4, 7.4, 7.266666666666667)","(101.0, 230.0, 222.5)","(21.0, 29.0, 26.166666666666668)","(101.0, 230.0, 222.5)","(5.0, 99999, 99990)","(16.0, 22.0, 19.555555555555557)","(71.0, 120.0, 97.77777777777777)","(31.0, 100.0, 71.0)"
10-01-2023 19:47:34.993017,"(2.0, 2.44, 2.393333333333333)","(4.8, 7.8, 7.24)","(4.4, 7.4, 7.096)","(101.0, 230.0, 222.5)","(21.0, 32.0, 24.857142857142858)","(101.0, 230.0, 222.5)","(5.0, 99999, 99990)","(16.0, 20.0, 18.46153846153846)","(71.0, 120.0, 97.77777777777777)","(31.0, 100.0, 71.0)"
10-01-2023 19:47:36.460299,"(2.0, 2.44, 2.393333333333333)","(4.8, 7.8, 7.233333333333333)","(4.4, 8.2, 7.092307692307692)","(101.0, 230.0, 222.5)","(21.0, 30.0, 27.0)","(101.0, 230.0, 222.5)","(5.0, 99999, 99990)","(16.0, 20.0, 19.555555555555557)","(71.0, 120.0, 97.77777777777777)","(31.0, 100.0, 71.0)"
10-01-2023 19:47:37.917808,"(2.0, 2.44, 2.4123809523809525)","(4.8, 7.8, 7.24)","(4.4, 8.2, 7.4)","(101.0, 230.0, 222.5)","(21.0, 29.0, 26.2)","(101.0, 230.0, 222.5)","(5.0, 99999, 99990)","(16.0, 20.0, 20.0)","(71.0, 120.0, 100.0)","(31.0, 100.0, 71.0)"
10-01-2023 19:47:39.286969,"(2.0, 2.42, 2.388)","(4.8, 7.8, 7.24)","(4.4, 7.8, 7.3)","(101.0, 230.0, 222.5)","(21.0, 29.0, 26.2)","(101.0, 230.0, 222.5)","(5.0, 99999, 99990)","(16.0, 21.0, 19.555555555555557)","(71.0, 110.0, 100.0)","(31.0, 100.0, 71.0)"
10-01-2023 19:47:40.660936,"(2.0, 2.42, 2.388)","(4.8, 7.8, 7.24)","(4.4, 7.6, 7.3)","(101.0, 230.0, 222.5)","(21.0, 29.0, 26.2)","(101.0, 230.0, 222.5)","(5.0, 99999, 99990)","(16.0, 20.0, 19.555555555555557)","(71.0, 110.0, 100.0)","(31.0, 100.0, 71.0)"
10-01-2023 19:47:41.981852,"(2.0, 2.42, 2.388)","(4.8, 7.8, 7.24)","(4.4, 7.6, 7.3)","(101.0, 230.0, 222.5)","(21.0, 29.0, 26.2)","(101.0, 230.0, 222.5)","(5.0, 99999, 99990)","(16.0, 20.0, 20.0)","(71.0, 110.0, 100.0)","(31.0, 100.0, 48.333333333333336)"
10-01-2023 19:47:43.243299,"(2.0, 2.42, 2.388)","(4.8, 7.8, 7.24)","(4.4, 7.6, 7.428571428571428)","(101.0, 230.0, 222.5)","(21.0, 29.0, 26.2)","(101.0, 230.0, 222.5)","(5.0, 99999, 99990)","(16.0, 21.0, 19.076923076923077)","(71.0, 110.0, 100.0)","(31.0, 80.0, 51.333333333333336)"
10-01-2023 19:47:44.652761,"(2.0, 2.42, 2.4135999999999997)","(4.8, 7.8, 7.1)","(4.4, 7.6, 7.333333333333333)","(101.0, 230.0, 222.5)","(21.0, 29.0, 26.42857142857143)","(101.0, 230.0, 222.5)","(5.0, 99999, 99990)","(16.0, 21.0, 19.555555555555557)","(71.0, 110.0, 97.77777777777777)","(31.0, 70.0, 55.0)"
10-01-2023 19:47:45.994575,"(2.0, 2.44, 2.4328)","(4.8, 7.8, 7.1)","(4.4, 7.6, 7.109090909090909)","(101.0, 230.0, 222.5)","(21.0, 29.0, 24.0)","(101.0, 230.0, 222.5)","(5.0, 99999, 99990)","(16.0, 20.0, 19.11111111111111)","(71.0, 120.0, 97.77777777777777)","(31.0, 70.0, 55.0)"
10-01-2023 19:47:47.327295,"(2.0, 2.44, 2.4328)","(4.8, 7.8, 7.3999999999999995)","(4.4, 8.2, 7.833333333333333)","(101.0, 230.0, 222.5)","(21.0, 28.0, 24.666666666666668)","(101.0, 230.0, 222.5)","(5.0, 99999, 99990)","(16.0, 19.5, 19.11111111111111)","(71.0, 120.0, 97.5)","(31.0, 70.0, 52.0)"
10-01-2023 19:47:48.685635,"(2.0, 2.4, 2.3866666666666667)","(4.8, 7.6, 7.171428571428572)","(4.4, 8.0, 7.285714285714286)","(101.0, 230.0, 222.5)","(21.0, 27.0, 23.23076923076923)","(101.0, 230.0, 222.5)","(5.0, 99999, 99990)","(16.0, 19.5, 18.0)","(71.0, 120.0, 97.5)","(31.0, 70.0, 47.5)"
10-01-2023 19:47:50.028744,"(2.0, 2.48, 2.394285714285714)","(4.8, 7.6, 7.171428571428572)","(4.4, 8.0, 7.285714285714286)","(101.0, 230.0, 222.5)","(21.0, 27.0, 22.625)","(101.0, 230.0, 222.5)","(5.0, 99999, 99990)","(16.0, 19.5, 19.15)","(71.0, 120.0, 97.5)","(31.0, 70.0, 48.333333333333336)"
10-01-2023 19:47:51.381448,"(2.0, 2.48, 2.398181818181818)","(4.8, 7.6, 7.171428571428572)","(4.4, 8.0, 7.177777777777778)","(101.0, 230.0, 222.5)","(21.0, 27.0, 22.625)","(101.0, 230.0, 222.5)","(5.0, 99999, 99990)","(16.0, 19.5, 19.15)","(71.0, 120.0, 98.0)","(31.0, 65.0, 46.666666666666664)"
10-01-2023 19:47:52.820971,"(2.0, 2.46, 2.442222222222222)","(4.8, 7.6, 7.171428571428572)","(4.4, 7.8, 7.3999999999999995)","(101.0, 230.0, 222.5)","(21.0, 27.0, 22.625)","(101.0, 230.0, 222.5)","(5.0, 99999, 99990)","(16.0, 19.5, 18.333333333333332)","(71.0, 110.0, 98.0)","(31.0, 60.0, 46.666666666666664)"
10-01-2023 19:47:54.188450,"(2.0, 2.46, 2.442222222222222)","(4.8, 7.6, 7.171428571428572)","(4.4, 7.6, 7.2)","(101.0, 230.0, 211.25)","(21.0, 27.0, 21.166666666666668)","(101.0, 230.0, 216.36363636363637)","(5.0, 99999, 99990)","(16.0, 19.5, 18.333333333333332)","(71.0, 110.0, 98.0)","(31.0, 60.0, 46.666666666666664)"
10-01-2023 19:47:55.549979,"(2.0, 2.56, 2.525)","(4.8, 7.6, 7.171428571428572)","(4.4, 7.6, 7.2)","(101.0, 230.0, 211.25)","(21.0, 27.0, 21.0)","(101.0, 230.0, 216.36363636363637)","(5.0, 99999, 99990)","(16.0, 19.5, 18.333333333333332)","(71.0, 110.0, 98.0)","(31.0, 60.0, 46.666666666666664)"
10-01-2023 19:47:56.884105,"(2.0, 2.58, 2.5)","(4.8, 7.6, 7.171428571428572)","(4.4, 7.6, 7.3)","(101.0, 230.0, 211.25)","(21.0, 27.0, 21.0)","(101.0, 230.0, 216.36363636363637)","(5.0, 99999, 99990)","(16.0, 19.5, 18.333333333333332)","(71.0, 110.0, 98.0)","(31.0, 60.0, 46.666666666666664)"
10-01-2023 19:47:58.250355,"(2.0, 2.58, 2.475)","(4.8, 7.6, 7.171428571428572)","(4.4, 7.6, 7.3)","(101.0, 230.0, 211.25)","(21.0, 27.0, 23.166666666666668)","(101.0, 230.0, 216.36363636363637)","(5.0, 99999, 99990)","(16.0, 19.5, 18.333333333333332)","(71.0, 110.0, 97.5)","(31.0, 60.0, 46.666666666666664)"
10-01-2023 19:47:59.584924,"(2.0, 2.58, 2.475)","(4.8, 7.6, 7.171428571428572)","(4.4, 7.6, 7.092307692307692)","(101.0, 230.0, 211.25)","(21.0, 25.0, 21.4)","(101.0, 230.0, 216.36363636363637)","(5.0, 99999, 99990)","(16.0, 19.5, 18.333333333333332)","(71.0, 120.0, 97.77777777777777)","(31.0, 60.0, 46.666666666666664)"
10-01-2023 19:48:00.956929,"(2.0, 2.6, 2.48)","(4.8, 7.6, 7.2)","(4.4, 8.2, 7.092307692307692)","(101.0, 230.0, 211.25)","(21.0, 25.0, 23.2)","(101.0, 230.0, 216.36363636363637)","(5.0, 99999, 99990)","(16.0, 19.5, 18.333333333333332)","(71.0, 120.0, 97.77777777777777)","(31.0, 60.0, 46.666666666666664)"
10-01-2023 19:48:02.246656,"(2.0, 2.6, 2.508)","(4.8, 7.6, 7.24)","(4.4, 8.2, 7.096)","(101.0, 230.0, 211.25)","(21.0, 25.0, 23.2)","(101.0, 230.0, 216.36363636363637)","(5.0, 99999, 99990)","(16.0, 19.5, 17.75)","(71.0, 120.0, 97.77777777777777)","(31.0, 60.0, 46.666666666666664)"
10-01-2023 19:48:03.527897,"(2.0, 2.62, 2.508)","(4.8, 7.6, 7.24)","(4.4, 8.2, 7.222222222222222)","(101.0, 230.0, 211.25)","(21.0, 25.0, 23.2)","(101.0, 230.0, 216.36363636363637)","(5.0, 99999, 99990)","(16.0, 19.5, 17.75)","(71.0, 120.0, 97.77777777777777)","(31.0, 60.0, 46.666666666666664)"
10-01-2023 19:48:04.898329,"(2.0, 2.62, 2.508)","(4.8, 7.6, 7.24)","(4.4, 8.0, 7.3)","(101.0, 230.0, 211.25)","(21.0, 25.0, 22.25)","(101.0, 230.0, 216.36363636363637)","(5.0, 99999, 99990)","(16.0, 19.5, 16.583333333333332)","(71.0, 120.0, 98.0)","(31.0, 60.0, 53.333333333333336)"
10-01-2023 19:48:06.243698,"(2.0, 2.6, 2.51)","(4.8, 7.6, 7.24)","(4.4, 7.6, 7.171428571428572)","(101.0, 230.0, 211.25)","(21.0, 25.0, 23.35)","(101.0, 230.0, 216.36363636363637)","(5.0, 99999, 99990)","(16.0, 19.5, 17.0)","(71.0, 110.0, 98.0)","(31.0, 60.0, 53.333333333333336)"
10-01-2023 19:48:07.573237,"(2.0, 2.6, 2.51)","(4.8, 7.6, 7.24)","(4.4, 7.6, 7.171428571428572)","(101.0, 230.0, 211.25)","(21.0, 25.0, 21.25)","(101.0, 230.0, 217.5)","(5.0, 99999, 99990)","(16.0, 19.0, 16.428571428571427)","(71.0, 110.0, 98.0)","(31.0, 60.0, 53.333333333333336)"
10-01-2023 19:48:08.917115,"(2.0, 2.6, 2.51)","(4.8, 7.6, 7.24)","(4.4, 7.6, 7.171428571428572)","(101.0, 230.0, 211.25)","(21.0, 25.0, 21.25)","(101.0, 230.0, 217.5)","(5.0, 99999, 99990)","(16.0, 19.0, 16.428571428571427)","(71.0, 110.0, 97.77777777777777)","(31.0, 60.0, 53.333333333333336)"
10-01-2023 19:48:10.208931,"(2.0, 2.6, 2.51)","(4.8, 7.6, 7.24)","(4.4, 7.6, 7.171428571428572)","(101.0, 230.0, 160.0)","(21.0, 25.0, 21.25)","(101.0, 230.0, 217.5)","(5.0, 99999, 99990)","(16.0, 19.0, 16.428571428571427)","(71.0, 120.0, 97.77777777777777)","(31.0, 60.0, 46.666666666666664)"
10-01-2023 19:48:11.568581,"(2.0, 2.58, 2.4966666666666666)","(4.8, 7.6, 7.1)","(4.4, 7.6, 7.221052631578948)","(101.0, 190.0, 176.66666666666669)","(21.0, 25.0, 23.125)","(101.0, 230.0, 226.25)","(5.0, 99999, 99990)","(16.0, 19.0, 17.363636363636363)","(71.0, 120.0, 97.77777777777777)","(31.0, 60.0, 46.666666666666664)"
10-01-2023 19:48:12.922803,"(2.0, 2.56, 2.533333333333333)","(4.8, 7.8, 6.6571428571428575)","(4.4, 7.4, 7.0)","(101.0, 190.0, 176.66666666666669)","(21.0, 25.0, 23.125)","(101.0, 230.0, 226.25)","(5.0, 99999, 99990)","(16.0, 19.0, 17.75)","(71.0, 120.0, 98.0)","(31.0, 60.0, 46.666666666666664)"
10-01-2023 19:48:14.225378,"(2.0, 2.56, 2.533333333333333)","(4.8, 7.6, 6.9)","(4.4, 7.4, 6.6)","(101.0, 190.0, 176.66666666666669)","(21.0, 25.0, 21.75)","(101.0, 230.0, 226.25)","(5.0, 99999, 99990)","(16.0, 19.0, 17.75)","(71.0, 110.0, 98.0)","(31.0, 60.0, 55.27272727272727)"
10-01-2023 19:48:15.549343,"(2.0, 2.56, 2.533333333333333)","(4.8, 7.4, 6.9)","(4.4, 7.4, 6.56)","(101.0, 190.0, 176.66666666666669)","(21.0, 25.0, 20.5)","(101.0, 230.0, 226.25)","(5.0, 99999, 99990)","(16.0, 19.0, 18.076923076923077)","(71.0, 110.0, 97.27272727272728)","(31.0, 60.0, 50.714285714285715)"
10-01-2023 19:48:16.847633,"(2.0, 2.56, 2.52)","(4.8, 7.4, 6.9)","(4.4, 6.8, 6.444444444444445)","(101.0, 190.0, 176.66666666666669)","(21.0, 25.0, 20.5)","(101.0, 230.0, 226.25)","(5.0, 99999, 99990)","(16.0, 19.0, 18.076923076923077)","(71.0, 110.0, 85.5)","(31.0, 60.0, 42.333333333333336)"
10-01-2023 19:48:18.160425,"(2.0, 2.56, 2.528)","(4.8, 7.4, 6.9)","(4.4, 6.8, 6.444444444444445)","(101.0, 190.0, 176.66666666666669)","(21.0, 25.0, 18.875)","(101.0, 230.0, 226.25)","(5.0, 99999, 99990)","(16.0, 19.0, 18.11111111111111)","(71.0, 110.0, 85.5)","(31.0, 55.0, 43.0)"
10-01-2023 19:48:19.528146,"(2.0, 2.58, 2.570909090909091)","(4.8, 7.4, 6.9)","(4.4, 6.8, 6.290909090909091)","(101.0, 190.0, 176.66666666666669)","(21.0, 25.0, 18.8)","(101.0, 230.0, 7559.25)","(5.0, 99999, 99990)","(16.0, 19.0, 17.4)","(71.0, 110.0, 84.375)","(31.0, 50.0, 43.0)"
10-01-2023 19:48:20.882921,"(2.0, 3.0, 2.664)","(4.8, 7.4, 6.45)","(4.4, 6.8, 6.158333333333333)","(101.0, 190.0, 160.83333333333331)","(21.0, 20.0, 18.8)","(101.0, 99999, 7559.25)","(5.0, 99999, 99990)","(16.0, 19.0, 17.1875)","(71.0, 100.0, 84.375)","(31.0, 50.0, 38.0)"
10-01-2023 19:48:22.216158,"(2.0, 3.0, 2.664)","(4.8, 7.2, 6.4363636363636365)","(4.4, 6.8, 6.158333333333333)","(101.0, 190.0, 155.0)","(21.0, 20.0, 18.90909090909091)","(101.0, 99999, 9456.277777777777)","(5.0, 99999, 99990)","(16.0, 18.5, 17.6)","(71.0, 100.0, 84.375)","(31.0, 48.0, 41.0)"
10-01-2023 19:48:23.576090,"(2.0, 3.0, 2.769230769230769)","(4.8, 7.2, 6.4363636363636365)","(4.4, 6.8, 6.207692307692308)","(101.0, 180.0, 162.0)","(21.0, 20.0, 18.90909090909091)","(101.0, 99999, 9456.277777777777)","(5.0, 99999, 99990)","(16.0, 18.5, 18.125)","(71.0, 100.0, 84.375)","(31.0, 46.0, 38.5)"
10-01-2023 19:48:24.868317,"(2.0, 3.0, 2.672727272727273)","(4.8, 7.2, 6.466666666666667)","(4.4, 6.8, 6.207692307692308)","(101.0, 180.0, 149.16666666666666)","(21.0, 20.0, 18.90909090909091)","(101.0, 99999, 9456.277777777777)","(5.0, 99999, 99990)","(16.0, 20.0, 18.125)","(71.0, 100.0, 84.375)","(31.0, 46.0, 38.5)"
10-01-2023 19:48:26.216012,"(2.0, 3.0, 2.672727272727273)","(4.8, 7.0, 6.355555555555555)","(4.4, 6.8, 6.207692307692308)","(101.0, 170.0, 155.0)","(21.0, 20.0, 18.90909090909091)","(101.0, 99999, 9456.277777777777)","(5.0, 99999, 99990)","(16.0, 20.0, 18.166666666666668)","(71.0, 100.0, 84.375)","(31.0, 46.0, 37.333333333333336)"
10-01-2023 19:48:27.568265,"(2.0, 3.0, 2.7)","(4.8, 6.8, 6.216666666666667)","(4.4, 6.8, 6.207692307692308)","(101.0, 170.0, 155.0)","(21.0, 20.0, 18.90909090909091)","(101.0, 99999, 9456.277777777777)","(5.0, 99999, 99990)","(16.0, 19.5, 17.9)","(71.0, 100.0, 84.375)","(31.0, 44.0, 37.0)"
10-01-2023 19:48:28.915696,"(2.0, 2.94, 2.8036363636363637)","(4.8, 6.8, 6.216666666666667)","(4.4, 6.8, 6.207692307692308)","(101.0, 170.0, 155.0)","(21.0, 20.0, 18.90909090909091)","(101.0, 99999, 9456.277777777777)","(5.0, 99999, 99990)","(16.0, 19.5, 17.8)","(71.0, 100.0, 84.375)","(31.0, 42.0, 37.5)"
10-01-2023 19:48:30.202303,"(2.0, 2.94, 2.8036363636363637)","(4.8, 6.8, 6.216666666666667)","(4.4, 6.8, 6.207692307692308)","(101.0, 170.0, 155.0)","(21.0, 20.0, 18.90909090909091)","(101.0, 99999, 9456.277777777777)","(5.0, 99999, 99990)","(16.0, 19.0, 18.272727272727273)","(71.0, 100.0, 84.375)","(31.0, 42.0, 37.5)"
10-01-2023 19:48:31.545447,"(2.0, 2.94, 2.8328571428571427)","(4.8, 6.8, 6.216666666666667)","(4.4, 6.8, 6.207692307692308)","(101.0, 170.0, 155.0)","(21.0, 20.0, 18.90909090909091)","(101.0, 99999, 9456.277777777777)","(5.0, 99999, 99990)","(16.0, 19.0, 18.272727272727273)","(71.0, 100.0, 84.375)","(31.0, 42.0, 40.0)"
10-01-2023 19:48:32.856476,"(2.0, 2.92, 2.7333333333333334)","(4.8, 6.8, 6.216666666666667)","(4.4, 6.8, 6.207692307692308)","(101.0, 170.0, 155.0)","(21.0, 20.0, 18.90909090909091)","(101.0, 99999, 9456.277777777777)","(5.0, 99999, 99990)","(16.0, 19.0, 19.166666666666668)","(71.0, 100.0, 84.375)","(31.0, 42.0, 37.714285714285715)"
10-01-2023 19:48:34.478533,"(2.0, 2.92, 2.7333333333333334)","(4.8, 6.8, 6.216666666666667)","(4.4, 6.8, 6.207692307692308)","(101.0, 170.0, 155.0)","(21.0, 20.0, 18.90909090909091)","(101.0, 99999, 9456.277777777777)","(5.0, 99999, 99990)","(16.0, 20.0, 18.166666666666668)","(71.0, 100.0, 84.375)","(31.0, 42.0, 37.714285714285715)"
10-01-2023 19:48:36.003483,"(2.0, 2.92, 2.8644444444444446)","(4.8, 6.8, 6.076923076923077)","(4.4, 6.8, 6.31875)","(101.0, 170.0, 145.0)","(21.0, 20.0, 18.90909090909091)","(101.0, 99999, 9456.277777777777)","(5.0, 99999, 99990)","(16.0, 19.5, 17.9)","(71.0, 100.0, 84.375)","(31.0, 42.0, 37.714285714285715)"
