,Tin Amber Mine,Skylar Bree,Bears Best,Ima Midnight Rebel,Saint Jujon,Marty The Martian,Whos To Blame,Long Time Coming
06-01-2023 11:56:23.694739,"(2.8, 3.85, 3.507142857142857)","(1.8, 2.58, 2.2237500000000003)","(61.0, 190.0, 154.0)","(51.0, 140.0, 100.0)","(9.0, 17.5, 15.0)","(5.0, 7.8, 6.533333333333333)","(101.0, 190.0, 160.0)","(31.0, 60.0, 48.0)"
06-01-2023 11:56:24.979884,"(2.8, 3.85, 3.507142857142857)","(1.8, 2.56, 2.2720000000000002)","(61.0, 190.0, 154.0)","(51.0, 140.0, 100.0)","(9.0, 17.5, 15.0)","(5.0, 7.8, 6.533333333333333)","(101.0, 190.0, 160.0)","(31.0, 60.0, 48.0)"
06-01-2023 11:56:26.286877,"(2.8, 3.85, 3.507142857142857)","(1.8, 2.56, 2.2720000000000002)","(61.0, 190.0, 154.0)","(51.0, 140.0, 100.0)","(9.0, 17.5, 15.0)","(5.0, 7.8, 6.533333333333333)","(101.0, 190.0, 160.0)","(31.0, 60.0, 54.666666666666664)"
06-01-2023 11:56:27.563998,"(2.8, 3.85, 3.507142857142857)","(1.8, 2.56, 2.2680000000000002)","(61.0, 190.0, 154.0)","(51.0, 140.0, 100.0)","(9.0, 17.5, 15.0)","(5.0, 7.8, 6.533333333333333)","(101.0, 190.0, 160.0)","(31.0, 60.0, 54.666666666666664)"
06-01-2023 11:56:28.867943,"(2.8, 3.85, 3.507142857142857)","(1.8, 2.54, 2.2680000000000002)","(61.0, 190.0, 154.0)","(51.0, 140.0, 100.0)","(9.0, 17.5, 15.0)","(5.0, 7.8, 6.533333333333333)","(101.0, 190.0, 160.0)","(31.0, 60.0, 54.666666666666664)"
06-01-2023 11:56:30.118371,"(2.8, 3.85, 3.507142857142857)","(1.8, 2.54, 2.2680000000000002)","(61.0, 190.0, 154.0)","(51.0, 140.0, 118.57142857142857)","(9.0, 17.5, 15.0)","(5.0, 7.8, 6.533333333333333)","(101.0, 190.0, 160.0)","(31.0, 60.0, 54.666666666666664)"
06-01-2023 11:56:31.357761,"(2.8, 3.85, 3.507142857142857)","(1.8, 2.54, 2.2680000000000002)","(61.0, 190.0, 154.0)","(51.0, 140.0, 118.57142857142857)","(9.0, 17.5, 15.0)","(5.0, 7.8, 6.533333333333333)","(101.0, 190.0, 160.0)","(31.0, 60.0, 54.666666666666664)"
06-01-2023 11:56:32.557579,"(2.8, 3.85, 3.65)","(1.8, 2.54, 2.2680000000000002)","(61.0, 190.0, 154.0)","(51.0, 140.0, 118.57142857142857)","(9.0, 17.5, 15.0)","(5.0, 7.8, 6.533333333333333)","(101.0, 190.0, 160.0)","(31.0, 60.0, 54.666666666666664)"
06-01-2023 11:56:33.795381,"(2.8, 3.85, 3.65)","(1.8, 2.54, 2.2680000000000002)","(61.0, 190.0, 154.0)","(51.0, 140.0, 118.57142857142857)","(9.0, 17.5, 16.27777777777778)","(5.0, 7.8, 6.533333333333333)","(101.0, 190.0, 160.0)","(31.0, 60.0, 53.14285714285714)"
06-01-2023 11:56:35.025664,"(2.8, 3.85, 3.65)","(1.8, 2.54, 2.3342857142857145)","(61.0, 190.0, 154.0)","(51.0, 140.0, 118.57142857142857)","(9.0, 17.5, 16.27777777777778)","(5.0, 7.8, 6.533333333333333)","(101.0, 190.0, 160.0)","(31.0, 60.0, 53.14285714285714)"
06-01-2023 11:56:36.276794,"(2.8, 3.85, 3.65)","(1.8, 2.54, 2.3342857142857145)","(61.0, 190.0, 154.0)","(51.0, 140.0, 118.57142857142857)","(9.0, 17.5, 16.27777777777778)","(5.0, 7.8, 6.533333333333333)","(101.0, 190.0, 160.0)","(31.0, 60.0, 53.14285714285714)"
06-01-2023 11:56:37.546780,"(2.8, 3.85, 3.65)","(1.8, 2.54, 2.289090909090909)","(61.0, 190.0, 154.0)","(51.0, 140.0, 118.57142857142857)","(9.0, 17.5, 16.27777777777778)","(5.0, 7.8, 6.533333333333333)","(101.0, 190.0, 160.0)","(31.0, 60.0, 53.14285714285714)"
06-01-2023 11:56:38.785421,"(2.8, 3.85, 3.65)","(1.8, 2.58, 2.220714285714286)","(61.0, 190.0, 154.0)","(51.0, 140.0, 118.57142857142857)","(9.0, 17.5, 16.27777777777778)","(5.0, 7.8, 6.533333333333333)","(101.0, 190.0, 160.0)","(31.0, 60.0, 53.14285714285714)"
06-01-2023 11:56:40.274588,"(2.8, 3.85, 3.65)","(1.8, 2.56, 2.3600000000000003)","(61.0, 190.0, 154.0)","(51.0, 140.0, 118.57142857142857)","(9.0, 17.5, 16.27777777777778)","(5.0, 7.8, 6.533333333333333)","(101.0, 190.0, 160.0)","(31.0, 60.0, 53.14285714285714)"
06-01-2023 11:56:41.664044,"(2.8, 3.85, 3.65)","(1.8, 2.54, 2.3600000000000003)","(61.0, 190.0, 154.0)","(51.0, 140.0, 115.71428571428571)","(9.0, 17.5, 16.27777777777778)","(5.0, 7.8, 6.533333333333333)","(101.0, 190.0, 160.0)","(31.0, 60.0, 55.714285714285715)"
06-01-2023 11:56:43.028120,"(2.8, 3.85, 3.65)","(1.8, 2.54, 2.2880000000000003)","(61.0, 190.0, 154.0)","(51.0, 140.0, 115.71428571428571)","(9.0, 17.5, 16.27777777777778)","(5.0, 7.8, 6.533333333333333)","(101.0, 190.0, 160.0)","(31.0, 60.0, 46.0)"
06-01-2023 11:56:44.362755,"(2.8, 3.85, 3.65)","(1.8, 2.54, 2.2880000000000003)","(61.0, 190.0, 154.0)","(51.0, 140.0, 115.71428571428571)","(9.0, 17.5, 16.27777777777778)","(5.0, 7.8, 6.533333333333333)","(101.0, 190.0, 160.0)","(31.0, 60.0, 46.0)"
06-01-2023 11:56:45.722812,"(2.8, 3.85, 3.65)","(1.8, 2.54, 2.2880000000000003)","(61.0, 190.0, 154.0)","(51.0, 140.0, 115.71428571428571)","(9.0, 17.5, 16.27777777777778)","(5.0, 7.8, 6.533333333333333)","(101.0, 190.0, 160.0)","(31.0, 60.0, 46.0)"
06-01-2023 11:56:47.167766,"(2.8, 3.85, 3.65)","(1.8, 2.54, 2.2880000000000003)","(61.0, 190.0, 154.0)","(51.0, 140.0, 115.71428571428571)","(9.0, 17.5, 16.27777777777778)","(5.0, 7.8, 6.533333333333333)","(101.0, 190.0, 160.0)","(31.0, 60.0, 46.0)"
06-01-2023 11:56:48.517212,"(2.8, 3.85, 3.65)","(1.8, 2.54, 2.2880000000000003)","(61.0, 190.0, 154.0)","(51.0, 140.0, 115.71428571428571)","(9.0, 17.5, 16.27777777777778)","(5.0, 7.8, 6.533333333333333)","(101.0, 190.0, 160.0)","(31.0, 60.0, 47.0)"
06-01-2023 11:56:49.864067,"(2.8, 3.85, 3.65)","(1.8, 2.54, 2.2880000000000003)","(61.0, 190.0, 154.0)","(51.0, 140.0, 115.71428571428571)","(9.0, 17.5, 16.27777777777778)","(5.0, 7.8, 6.533333333333333)","(101.0, 190.0, 160.0)","(31.0, 60.0, 47.0)"
06-01-2023 11:56:51.173481,"(2.8, 3.85, 3.65)","(1.8, 2.54, 2.2880000000000003)","(61.0, 190.0, 154.0)","(51.0, 140.0, 115.71428571428571)","(9.0, 17.5, 16.27777777777778)","(5.0, 7.8, 6.533333333333333)","(101.0, 190.0, 160.0)","(31.0, 60.0, 47.0)"
06-01-2023 11:56:52.518098,"(2.8, 3.85, 3.65)","(1.8, 2.54, 2.2880000000000003)","(61.0, 190.0, 154.0)","(51.0, 140.0, 115.71428571428571)","(9.0, 17.5, 16.27777777777778)","(5.0, 7.8, 6.533333333333333)","(101.0, 190.0, 160.0)","(31.0, 60.0, 47.0)"
06-01-2023 11:56:53.859669,"(2.8, 3.85, 3.65)","(1.8, 2.54, 2.2880000000000003)","(61.0, 190.0, 154.0)","(51.0, 140.0, 115.71428571428571)","(9.0, 17.5, 16.27777777777778)","(5.0, 7.8, 6.533333333333333)","(101.0, 190.0, 160.0)","(31.0, 60.0, 47.0)"
06-01-2023 11:56:55.211185,"(2.8, 3.85, 3.65)","(1.8, 2.54, 2.2880000000000003)","(61.0, 190.0, 154.0)","(51.0, 140.0, 115.71428571428571)","(9.0, 17.5, 16.27777777777778)","(5.0, 7.8, 6.533333333333333)","(101.0, 190.0, 160.0)","(31.0, 60.0, 47.0)"
06-01-2023 11:56:56.587264,"(2.8, 3.85, 3.65)","(1.8, 2.54, 2.2880000000000003)","(61.0, 190.0, 154.0)","(51.0, 140.0, 115.71428571428571)","(9.0, 17.5, 16.27777777777778)","(5.0, 7.8, 6.533333333333333)","(101.0, 190.0, 160.0)","(31.0, 60.0, 47.0)"
06-01-2023 11:56:57.943088,"(2.8, 3.85, 3.65)","(1.8, 2.54, 2.2880000000000003)","(61.0, 190.0, 154.0)","(51.0, 140.0, 115.71428571428571)","(9.0, 17.5, 16.27777777777778)","(5.0, 7.8, 6.533333333333333)","(101.0, 190.0, 160.0)","(31.0, 60.0, 47.0)"
06-01-2023 11:56:59.269164,"(2.8, 3.85, 3.65)","(1.8, 2.54, 2.2880000000000003)","(61.0, 190.0, 154.0)","(51.0, 140.0, 115.71428571428571)","(9.0, 17.5, 16.27777777777778)","(5.0, 7.8, 6.533333333333333)","(101.0, 190.0, 160.0)","(31.0, 60.0, 47.0)"
06-01-2023 11:57:00.548945,"(2.8, 3.85, 3.65)","(1.8, 2.54, 2.2880000000000003)","(61.0, 190.0, 154.0)","(51.0, 140.0, 115.71428571428571)","(9.0, 17.5, 16.27777777777778)","(5.0, 7.8, 6.533333333333333)","(101.0, 190.0, 160.0)","(31.0, 60.0, 47.0)"
06-01-2023 11:57:01.850835,"(2.8, 3.85, 3.65)","(1.8, 2.54, 2.35)","(61.0, 190.0, 154.0)","(51.0, 140.0, 115.71428571428571)","(9.0, 17.5, 16.27777777777778)","(5.0, 7.8, 6.533333333333333)","(101.0, 190.0, 163.0)","(31.0, 60.0, 44.0)"
06-01-2023 11:57:03.091538,"(2.8, 3.85, 3.65)","(1.8, 2.52, 2.3257142857142856)","(61.0, 190.0, 154.0)","(51.0, 140.0, 115.71428571428571)","(9.0, 17.5, 16.27777777777778)","(5.0, 7.8, 6.533333333333333)","(101.0, 190.0, 163.0)","(31.0, 60.0, 52.0)"
06-01-2023 11:57:04.326763,"(2.8, 3.85, 3.65)","(1.8, 2.52, 2.282)","(61.0, 190.0, 154.0)","(51.0, 140.0, 115.71428571428571)","(9.0, 17.5, 16.27777777777778)","(5.0, 7.8, 6.533333333333333)","(101.0, 190.0, 163.0)","(31.0, 60.0, 55.2)"
06-01-2023 11:57:05.588596,"(2.8, 3.85, 3.65)","(1.8, 2.52, 2.372)","(61.0, 190.0, 160.0)","(51.0, 140.0, 115.71428571428571)","(9.0, 17.5, 16.27777777777778)","(5.0, 7.8, 7.033333333333333)","(101.0, 190.0, 163.0)","(31.0, 60.0, 55.2)"
06-01-2023 11:57:06.890522,"(2.8, 3.8, 3.69)","(1.8, 2.5, 2.372)","(61.0, 180.0, 162.85714285714286)","(51.0, 140.0, 115.71428571428571)","(9.0, 17.5, 16.27777777777778)","(5.0, 7.6, 6.85)","(101.0, 190.0, 163.0)","(31.0, 60.0, 55.2)"
06-01-2023 11:57:08.270405,"(2.8, 3.8, 3.69)","(1.8, 2.5, 2.372)","(61.0, 210.0, 162.85714285714286)","(51.0, 140.0, 115.71428571428571)","(9.0, 17.5, 16.27777777777778)","(5.0, 7.8, 6.85)","(101.0, 190.0, 163.0)","(31.0, 60.0, 53.714285714285715)"
06-01-2023 11:57:09.650541,"(2.8, 3.8, 3.69)","(1.8, 2.5, 2.372)","(61.0, 210.0, 166.66666666666669)","(51.0, 140.0, 115.71428571428571)","(9.0, 17.5, 16.27777777777778)","(5.0, 7.8, 6.85)","(101.0, 190.0, 163.0)","(31.0, 60.0, 53.714285714285715)"
06-01-2023 11:57:11.029142,"(2.8, 3.8, 3.69)","(1.8, 2.5, 2.372)","(61.0, 200.0, 188.0)","(51.0, 140.0, 115.71428571428571)","(9.0, 17.5, 16.27777777777778)","(5.0, 7.8, 6.85)","(101.0, 190.0, 163.0)","(31.0, 60.0, 53.714285714285715)"
06-01-2023 11:57:12.490201,"(2.8, 3.8, 3.69)","(1.8, 2.5, 2.372)","(61.0, 210.0, 188.0)","(51.0, 140.0, 115.71428571428571)","(9.0, 17.5, 16.27777777777778)","(5.0, 7.8, 6.85)","(101.0, 190.0, 163.0)","(31.0, 60.0, 53.714285714285715)"
06-01-2023 11:57:13.798003,"(2.8, 3.8, 3.69)","(1.8, 2.5, 2.372)","(61.0, 210.0, 188.0)","(51.0, 140.0, 115.71428571428571)","(9.0, 17.5, 16.27777777777778)","(5.0, 7.8, 6.85)","(101.0, 190.0, 163.0)","(31.0, 60.0, 53.714285714285715)"
06-01-2023 11:57:15.221755,"(2.8, 3.8, 3.69)","(1.8, 2.5, 2.372)","(61.0, 210.0, 188.0)","(51.0, 140.0, 115.71428571428571)","(9.0, 17.5, 16.27777777777778)","(5.0, 7.8, 6.85)","(101.0, 190.0, 163.0)","(31.0, 60.0, 53.714285714285715)"
06-01-2023 11:57:16.560182,"(2.8, 3.8, 3.69)","(1.8, 2.5, 2.372)","(61.0, 210.0, 188.0)","(51.0, 140.0, 115.71428571428571)","(9.0, 17.5, 16.27777777777778)","(5.0, 7.8, 6.85)","(101.0, 190.0, 163.0)","(31.0, 60.0, 53.714285714285715)"
06-01-2023 11:57:17.945487,"(2.8, 3.8, 3.69)","(1.8, 2.5, 2.3000000000000003)","(61.0, 210.0, 188.0)","(51.0, 140.0, 115.71428571428571)","(9.0, 17.5, 15.3)","(5.0, 7.8, 6.85)","(101.0, 190.0, 163.0)","(31.0, 60.0, 53.714285714285715)"
06-01-2023 11:57:19.318664,"(2.8, 3.8, 3.65)","(1.8, 2.5, 2.242857142857143)","(61.0, 210.0, 188.0)","(51.0, 140.0, 100.0)","(9.0, 17.5, 14.5)","(5.0, 7.8, 6.85)","(101.0, 190.0, 163.0)","(31.0, 60.0, 46.666666666666664)"
06-01-2023 11:57:20.715775,"(2.8, 3.8, 3.425)","(1.8, 2.5, 2.34)","(61.0, 210.0, 188.0)","(51.0, 140.0, 100.0)","(9.0, 17.5, 15.5)","(5.0, 7.8, 7.033333333333333)","(101.0, 190.0, 163.0)","(31.0, 60.0, 46.666666666666664)"
06-01-2023 11:57:22.041477,"(2.8, 3.8, 3.425)","(1.8, 2.48, 2.34)","(61.0, 210.0, 188.0)","(51.0, 140.0, 100.0)","(9.0, 17.0, 14.5)","(5.0, 7.6, 7.033333333333333)","(101.0, 190.0, 163.0)","(31.0, 60.0, 46.666666666666664)"
06-01-2023 11:57:23.392388,"(2.8, 3.8, 3.425)","(1.8, 2.48, 2.34)","(61.0, 210.0, 166.66666666666669)","(51.0, 140.0, 100.0)","(9.0, 16.5, 14.5)","(5.0, 7.6, 7.033333333333333)","(101.0, 190.0, 163.0)","(31.0, 60.0, 46.666666666666664)"
06-01-2023 11:57:24.687774,"(2.8, 3.8, 3.425)","(1.8, 2.48, 2.34)","(61.0, 200.0, 164.0)","(51.0, 140.0, 100.0)","(9.0, 16.5, 14.5)","(5.0, 7.6, 7.033333333333333)","(101.0, 190.0, 130.0)","(31.0, 60.0, 46.666666666666664)"
06-01-2023 11:57:25.970323,"(2.8, 3.8, 3.425)","(1.8, 2.48, 2.34)","(61.0, 180.0, 164.0)","(51.0, 140.0, 100.0)","(9.0, 16.5, 14.5)","(5.0, 7.6, 7.033333333333333)","(101.0, 190.0, 136.66666666666666)","(31.0, 60.0, 46.666666666666664)"
06-01-2023 11:57:27.235350,"(2.8, 3.8, 3.425)","(1.8, 2.48, 2.34)","(61.0, 180.0, 153.33333333333334)","(51.0, 140.0, 100.0)","(9.0, 16.5, 14.5)","(5.0, 7.6, 7.033333333333333)","(101.0, 190.0, 150.0)","(31.0, 60.0, 46.666666666666664)"
06-01-2023 11:57:28.577254,"(2.8, 3.8, 3.425)","(1.8, 2.48, 2.34)","(61.0, 200.0, 166.66666666666669)","(51.0, 140.0, 100.0)","(9.0, 16.5, 14.5)","(5.0, 7.6, 7.033333333333333)","(101.0, 190.0, 150.0)","(31.0, 60.0, 55.0)"
06-01-2023 11:57:29.912964,"(2.8, 3.8, 3.425)","(1.8, 2.48, 2.34)","(61.0, 200.0, 166.66666666666669)","(51.0, 140.0, 100.0)","(9.0, 16.5, 14.5)","(5.0, 7.6, 7.033333333333333)","(101.0, 190.0, 150.0)","(31.0, 60.0, 55.0)"
06-01-2023 11:57:31.417549,"(2.8, 3.8, 3.425)","(1.8, 2.48, 2.34)","(61.0, 200.0, 166.66666666666669)","(51.0, 140.0, 100.0)","(9.0, 16.5, 14.5)","(5.0, 7.6, 7.033333333333333)","(101.0, 190.0, 150.0)","(31.0, 60.0, 55.0)"
06-01-2023 11:57:32.825551,"(2.8, 3.8, 3.425)","(1.8, 2.48, 2.34)","(61.0, 200.0, 166.66666666666669)","(51.0, 140.0, 100.0)","(9.0, 16.5, 14.5)","(5.0, 7.6, 7.033333333333333)","(101.0, 190.0, 150.0)","(31.0, 60.0, 55.0)"
06-01-2023 11:57:34.077469,"(2.8, 3.8, 3.425)","(1.8, 2.48, 2.34)","(61.0, 200.0, 166.66666666666669)","(51.0, 140.0, 100.0)","(9.0, 16.5, 14.5)","(5.0, 7.6, 7.033333333333333)","(101.0, 190.0, 150.0)","(31.0, 60.0, 55.0)"
06-01-2023 11:57:35.414966,"(2.8, 3.8, 3.4666666666666663)","(1.8, 2.48, 2.25)","(61.0, 200.0, 166.66666666666669)","(51.0, 140.0, 100.0)","(9.0, 16.5, 14.5)","(5.0, 7.6, 6.85)","(101.0, 190.0, 150.0)","(31.0, 60.0, 55.0)"
06-01-2023 11:57:36.773168,"(2.8, 3.8, 3.4666666666666663)","(1.8, 2.5, 2.25)","(61.0, 200.0, 166.66666666666669)","(51.0, 140.0, 100.0)","(9.0, 16.5, 14.5)","(5.0, 7.8, 6.85)","(101.0, 190.0, 150.0)","(31.0, 60.0, 55.0)"
06-01-2023 11:57:38.204467,"(2.8, 3.8, 3.4666666666666663)","(1.8, 2.5, 2.25)","(61.0, 200.0, 166.66666666666669)","(51.0, 140.0, 100.0)","(9.0, 16.5, 14.5)","(5.0, 7.8, 6.85)","(101.0, 190.0, 150.0)","(31.0, 60.0, 55.0)"
06-01-2023 11:57:39.564448,"(2.8, 3.8, 3.4666666666666663)","(1.8, 2.5, 2.25)","(61.0, 200.0, 166.66666666666669)","(51.0, 140.0, 100.0)","(9.0, 16.5, 14.5)","(5.0, 7.8, 6.284615384615385)","(101.0, 190.0, 150.0)","(31.0, 60.0, 55.0)"
06-01-2023 11:57:40.918455,"(2.8, 3.8, 3.4666666666666663)","(1.8, 2.5, 2.25)","(61.0, 200.0, 166.66666666666669)","(51.0, 140.0, 100.0)","(9.0, 16.5, 14.5)","(5.0, 8.4, 7.3)","(101.0, 190.0, 150.0)","(31.0, 60.0, 55.0)"
06-01-2023 11:57:42.234711,"(2.8, 3.8, 3.4666666666666663)","(1.8, 2.5, 2.29)","(61.0, 200.0, 166.66666666666669)","(51.0, 140.0, 100.0)","(9.0, 16.5, 14.5)","(5.0, 8.0, 7.05)","(101.0, 190.0, 150.0)","(31.0, 60.0, 54.85714285714286)"
06-01-2023 11:57:43.391641,"(2.8, 3.8, 3.4666666666666663)","(1.8, 2.38, 2.29)","(61.0, 200.0, 166.66666666666669)","(51.0, 140.0, 100.0)","(9.0, 16.5, 14.5)","(5.0, 8.2, 7.05)","(101.0, 190.0, 150.0)","(31.0, 60.0, 54.85714285714286)"
06-01-2023 11:57:44.592909,"(2.8, 3.8, 3.4666666666666663)","(1.8, 2.48, 2.2933333333333334)","(61.0, 200.0, 166.66666666666669)","(51.0, 140.0, 118.57142857142857)","(9.0, 16.5, 14.5)","(5.0, 8.2, 7.05)","(101.0, 190.0, 150.0)","(31.0, 60.0, 54.85714285714286)"
06-01-2023 11:57:45.854267,"(2.8, 3.8, 3.4666666666666663)","(1.8, 2.48, 2.2933333333333334)","(61.0, 200.0, 166.66666666666669)","(51.0, 140.0, 118.57142857142857)","(9.0, 16.5, 14.5)","(5.0, 8.2, 7.05)","(101.0, 190.0, 150.0)","(31.0, 60.0, 54.85714285714286)"
06-01-2023 11:57:47.196325,"(2.8, 3.8, 3.4666666666666663)","(1.8, 2.48, 2.2933333333333334)","(61.0, 200.0, 166.66666666666669)","(51.0, 140.0, 118.57142857142857)","(9.0, 16.5, 14.5)","(5.0, 8.2, 7.05)","(101.0, 190.0, 150.0)","(31.0, 60.0, 54.85714285714286)"
06-01-2023 11:57:48.512038,"(2.8, 3.8, 3.4666666666666663)","(1.8, 2.48, 2.368)","(61.0, 200.0, 166.66666666666669)","(51.0, 140.0, 93.33333333333333)","(9.0, 16.5, 14.5)","(5.0, 8.2, 7.279999999999999)","(101.0, 190.0, 136.66666666666666)","(31.0, 60.0, 54.85714285714286)"
06-01-2023 11:57:49.796297,"(2.8, 3.8, 3.5999999999999996)","(1.8, 2.48, 2.34)","(61.0, 200.0, 166.66666666666669)","(51.0, 140.0, 85.55555555555556)","(9.0, 16.5, 15.59090909090909)","(5.0, 8.2, 7.279999999999999)","(101.0, 190.0, 136.66666666666666)","(31.0, 60.0, 54.85714285714286)"
06-01-2023 11:57:51.086749,"(2.8, 3.8, 3.425)","(1.8, 2.48, 2.34)","(61.0, 200.0, 166.66666666666669)","(51.0, 140.0, 85.55555555555556)","(9.0, 16.5, 15.59090909090909)","(5.0, 8.2, 7.279999999999999)","(101.0, 190.0, 136.66666666666666)","(31.0, 60.0, 54.85714285714286)"
06-01-2023 11:57:52.360828,"(2.8, 3.8, 3.425)","(1.8, 2.48, 2.34)","(61.0, 200.0, 166.66666666666669)","(51.0, 140.0, 95.0)","(9.0, 16.5, 15.59090909090909)","(5.0, 8.2, 7.279999999999999)","(101.0, 190.0, 170.0)","(31.0, 60.0, 54.85714285714286)"
06-01-2023 11:57:53.684431,"(2.8, 3.8, 3.425)","(1.8, 2.46, 2.2866666666666666)","(61.0, 200.0, 166.66666666666669)","(51.0, 120.0, 96.66666666666667)","(9.0, 16.5, 15.59090909090909)","(5.0, 8.2, 7.279999999999999)","(101.0, 190.0, 170.0)","(31.0, 60.0, 54.85714285714286)"
06-01-2023 11:57:54.967662,"(2.8, 3.8, 3.425)","(1.8, 2.46, 2.2866666666666666)","(61.0, 200.0, 166.66666666666669)","(51.0, 110.0, 90.0)","(9.0, 16.5, 15.59090909090909)","(5.0, 8.2, 7.279999999999999)","(101.0, 190.0, 170.0)","(31.0, 60.0, 54.85714285714286)"
06-01-2023 11:57:56.225670,"(2.8, 3.8, 3.425)","(1.8, 2.46, 2.2866666666666666)","(61.0, 200.0, 166.66666666666669)","(51.0, 110.0, 81.42857142857143)","(9.0, 16.5, 15.59090909090909)","(5.0, 8.2, 7.279999999999999)","(101.0, 190.0, 170.0)","(31.0, 60.0, 54.85714285714286)"
06-01-2023 11:57:57.579356,"(2.8, 3.8, 3.425)","(1.8, 2.46, 2.2866666666666666)","(61.0, 200.0, 166.66666666666669)","(51.0, 110.0, 82.5)","(9.0, 16.5, 15.59090909090909)","(5.0, 8.2, 7.279999999999999)","(101.0, 190.0, 170.0)","(31.0, 60.0, 55.0)"
06-01-2023 11:57:58.782709,"(2.8, 3.8, 3.425)","(1.8, 2.46, 2.2866666666666666)","(61.0, 200.0, 166.66666666666669)","(51.0, 95.0, 82.5)","(9.0, 16.5, 15.59090909090909)","(5.0, 8.2, 7.279999999999999)","(101.0, 190.0, 170.0)","(31.0, 60.0, 52.0)"
06-01-2023 11:58:00.071541,"(2.8, 3.8, 3.425)","(1.8, 2.46, 2.2866666666666666)","(61.0, 200.0, 130.0)","(51.0, 95.0, 82.5)","(9.0, 16.5, 15.59090909090909)","(5.0, 8.2, 6.279999999999999)","(101.0, 190.0, 170.0)","(31.0, 60.0, 52.0)"
06-01-2023 11:58:01.375208,"(2.8, 3.8, 3.425)","(1.8, 2.46, 2.33)","(61.0, 200.0, 158.0)","(51.0, 95.0, 82.5)","(9.0, 16.5, 15.59090909090909)","(5.0, 8.2, 6.9)","(101.0, 190.0, 170.0)","(31.0, 60.0, 52.0)"
06-01-2023 11:58:02.713516,"(2.8, 3.8, 3.425)","(1.8, 2.48, 2.34)","(61.0, 200.0, 147.5)","(51.0, 95.0, 82.5)","(9.0, 16.5, 15.59090909090909)","(5.0, 8.0, 6.8)","(101.0, 190.0, 170.0)","(31.0, 60.0, 52.0)"
06-01-2023 11:58:04.317673,"(2.8, 3.8, 3.4666666666666663)","(1.8, 2.48, 2.2866666666666666)","(61.0, 200.0, 147.5)","(51.0, 95.0, 82.5)","(9.0, 16.5, 18.454545454545453)","(5.0, 7.8, 6.6)","(101.0, 190.0, 170.0)","(31.0, 60.0, 52.0)"
06-01-2023 11:58:05.770442,"(2.8, 3.8, 3.4666666666666663)","(1.8, 2.46, 2.2866666666666666)","(61.0, 200.0, 147.5)","(51.0, 95.0, 82.5)","(9.0, 20.0, 16.409090909090907)","(5.0, 7.4, 6.6)","(101.0, 190.0, 170.0)","(31.0, 60.0, 52.0)"
06-01-2023 11:58:07.212130,"(2.8, 3.8, 3.4666666666666663)","(1.8, 2.46, 2.2666666666666666)","(61.0, 200.0, 147.5)","(51.0, 95.0, 82.5)","(9.0, 17.5, 18.454545454545453)","(5.0, 7.4, 6.8)","(101.0, 190.0, 170.0)","(31.0, 60.0, 52.0)"
06-01-2023 11:58:08.453675,"(2.8, 3.8, 3.4666666666666663)","(1.8, 2.4, 2.2666666666666666)","(61.0, 200.0, 147.5)","(51.0, 95.0, 82.5)","(9.0, 20.0, 17.125)","(5.0, 7.8, 6.8)","(101.0, 190.0, 170.0)","(31.0, 60.0, 52.0)"
06-01-2023 11:58:09.753220,"(2.8, 3.8, 3.4666666666666663)","(1.8, 2.4, 2.139090909090909)","(61.0, 200.0, 147.5)","(51.0, 95.0, 82.5)","(9.0, 19.0, 17.227272727272727)","(5.0, 7.8, 6.699999999999999)","(101.0, 190.0, 170.0)","(31.0, 60.0, 52.0)"
06-01-2023 11:58:11.039886,"(2.8, 3.8, 3.55)","(1.8, 2.18, 2.1570833333333335)","(61.0, 200.0, 158.0)","(51.0, 95.0, 82.5)","(9.0, 18.5, 16.0)","(5.0, 7.6, 6.699999999999999)","(101.0, 190.0, 170.0)","(31.0, 60.0, 52.0)"
06-01-2023 11:58:12.353669,"(2.8, 3.8, 3.55)","(1.8, 2.16, 2.1570833333333335)","(61.0, 200.0, 133.33333333333334)","(51.0, 95.0, 78.33333333333333)","(9.0, 17.5, 16.363636363636363)","(5.0, 7.6, 6.699999999999999)","(101.0, 190.0, 170.0)","(31.0, 60.0, 52.0)"
06-01-2023 11:58:13.693031,"(2.8, 3.8, 3.575)","(1.8, 2.16, 2.1570833333333335)","(61.0, 200.0, 133.33333333333334)","(51.0, 95.0, 78.33333333333333)","(9.0, 18.0, 17.735294117647058)","(5.0, 7.6, 6.699999999999999)","(101.0, 190.0, 170.0)","(31.0, 60.0, 52.0)"
06-01-2023 11:58:14.956798,"(2.8, 3.8, 3.575)","(1.8, 2.16, 2.1570833333333335)","(61.0, 200.0, 133.33333333333334)","(51.0, 95.0, 78.33333333333333)","(9.0, 18.5, 17.166666666666664)","(5.0, 7.6, 6.699999999999999)","(101.0, 190.0, 170.0)","(31.0, 60.0, 52.0)"
06-01-2023 11:58:16.322096,"(2.8, 3.8, 3.575)","(1.8, 2.16, 2.1570833333333335)","(61.0, 200.0, 133.33333333333334)","(51.0, 95.0, 78.33333333333333)","(9.0, 18.5, 17.166666666666664)","(5.0, 7.6, 7.114285714285714)","(101.0, 190.0, 170.0)","(31.0, 60.0, 74.66666666666667)"
