,Spritz,Smooth Heaven,Prosecute,Robell Ruby,Our Sassy Nyrah,Fearless Levi,Double The Cash,Outbreak Bindi
10-01-2023 18:28:58.196334,"(2.25, 2.72, 2.71)","(21.0, 75.0, 58.333333333333336)","(6.0, 8.0, 7.576470588235295)","(5.0, 7.4, 7.307692307692308)","(91.0, 210.0, 167.14285714285714)","(10.0, 12.0, 11.181818181818182)","(3.8, 4.7, 4.468)","(21.0, 40.0, 36.88)"
10-01-2023 18:28:59.239741,"(2.25, 2.72, 2.6984615384615385)","(21.0, 75.0, 58.333333333333336)","(6.0, 8.0, 7.666666666666666)","(5.0, 7.4, 7.307692307692308)","(91.0, 210.0, 167.14285714285714)","(10.0, 12.0, 11.181818181818182)","(3.8, 4.7, 4.458333333333334)","(21.0, 40.0, 36.88)"
10-01-2023 18:29:00.314500,"(2.25, 2.72, 2.6984615384615385)","(21.0, 75.0, 58.333333333333336)","(6.0, 8.0, 7.666666666666666)","(5.0, 7.4, 7.307692307692308)","(91.0, 210.0, 164.54545454545453)","(10.0, 12.0, 11.181818181818182)","(3.8, 4.7, 4.458333333333334)","(21.0, 40.0, 36.88)"
10-01-2023 18:29:01.383911,"(2.25, 2.72, 2.71)","(21.0, 75.0, 58.333333333333336)","(6.0, 8.0, 7.666666666666666)","(5.0, 7.4, 7.307692307692308)","(91.0, 210.0, 167.14285714285714)","(10.0, 12.0, 11.162162162162161)","(3.8, 4.7, 4.516666666666667)","(21.0, 40.0, 36.45454545454545)"
10-01-2023 18:29:02.436607,"(2.25, 2.72, 2.6984615384615385)","(21.0, 65.0, 57.142857142857146)","(6.0, 8.0, 7.657142857142857)","(5.0, 7.4, 7.307692307692308)","(91.0, 210.0, 167.14285714285714)","(10.0, 12.0, 11.162162162162161)","(3.8, 4.6, 4.504761904761905)","(21.0, 40.0, 36.285714285714285)"
10-01-2023 18:29:03.486700,"(2.25, 2.72, 2.71)","(21.0, 65.0, 56.53846153846154)","(6.0, 8.0, 7.657142857142857)","(5.0, 7.4, 7.307692307692308)","(91.0, 210.0, 198.0)","(10.0, 12.0, 11.162162162162161)","(3.8, 4.6, 4.44)","(21.0, 40.0, 36.285714285714285)"
10-01-2023 18:29:04.563259,"(2.25, 2.72, 2.716)","(21.0, 65.0, 57.22222222222222)","(6.0, 8.0, 7.621052631578948)","(5.0, 7.4, 7.307692307692308)","(91.0, 210.0, 167.14285714285714)","(10.0, 12.0, 11.162162162162161)","(3.8, 4.6, 4.316666666666666)","(21.0, 40.0, 36.285714285714285)"
10-01-2023 18:29:05.659355,"(2.25, 2.72, 2.7123076923076925)","(21.0, 65.0, 57.0)","(6.0, 8.0, 7.647058823529412)","(5.0, 7.4, 7.375)","(91.0, 210.0, 167.14285714285714)","(10.0, 12.0, 11.162162162162161)","(3.8, 4.6, 4.310714285714286)","(21.0, 40.0, 36.285714285714285)"
10-01-2023 18:29:06.721342,"(2.25, 2.72, 2.7178873239436623)","(21.0, 65.0, 57.0)","(6.0, 8.0, 7.647058823529412)","(5.0, 7.6, 7.366666666666666)","(91.0, 210.0, 167.14285714285714)","(10.0, 12.0, 11.162162162162161)","(3.8, 4.6, 4.3545454545454545)","(21.0, 40.0, 36.285714285714285)"
10-01-2023 18:29:07.753326,"(2.25, 2.72, 2.7158333333333333)","(21.0, 65.0, 57.0)","(6.0, 8.0, 7.714285714285714)","(5.0, 7.6, 7.366666666666666)","(91.0, 210.0, 167.14285714285714)","(10.0, 12.0, 11.162162162162161)","(3.8, 4.6, 4.3617647058823525)","(21.0, 40.0, 36.285714285714285)"
10-01-2023 18:29:08.770584,"(2.25, 2.72, 2.711666666666667)","(21.0, 65.0, 57.0)","(6.0, 8.0, 7.933333333333334)","(5.0, 7.6, 7.366666666666666)","(91.0, 210.0, 167.14285714285714)","(10.0, 12.0, 11.146341463414634)","(3.8, 4.6, 4.392307692307692)","(21.0, 40.0, 36.285714285714285)"
10-01-2023 18:29:09.739462,"(2.25, 2.72, 2.702352941176471)","(21.0, 65.0, 57.0)","(6.0, 8.0, 7.933333333333334)","(5.0, 7.6, 7.366666666666666)","(91.0, 210.0, 167.14285714285714)","(10.0, 12.0, 11.146341463414634)","(3.8, 4.6, 4.392307692307692)","(21.0, 40.0, 36.285714285714285)"
10-01-2023 18:29:10.752526,"(2.25, 2.72, 2.702352941176471)","(21.0, 65.0, 57.0)","(6.0, 8.0, 7.8352941176470585)","(5.0, 7.6, 7.3826086956521735)","(91.0, 210.0, 167.14285714285714)","(10.0, 12.0, 11.146341463414634)","(3.8, 4.6, 4.4411764705882355)","(21.0, 40.0, 36.285714285714285)"
10-01-2023 18:29:11.745445,"(2.25, 2.72, 2.702352941176471)","(21.0, 65.0, 57.0)","(6.0, 8.0, 7.933333333333334)","(5.0, 7.8, 7.3826086956521735)","(91.0, 210.0, 167.14285714285714)","(10.0, 12.0, 11.146341463414634)","(3.8, 4.5, 4.425925925925926)","(21.0, 40.0, 37.111111111111114)"
10-01-2023 18:29:12.758538,"(2.25, 2.7, 2.695774647887324)","(21.0, 65.0, 60.55555555555556)","(6.0, 8.0, 7.621052631578948)","(5.0, 7.8, 7.55)","(91.0, 210.0, 183.33333333333334)","(10.0, 12.0, 11.23913043478261)","(3.8, 4.5, 4.425925925925926)","(21.0, 40.0, 37.111111111111114)"
10-01-2023 18:29:13.781285,"(2.25, 2.7, 2.692105263157895)","(21.0, 65.0, 61.92307692307692)","(6.0, 8.0, 7.575)","(5.0, 7.8, 7.76)","(101.0, 210.0, 191.25)","(10.0, 12.0, 11.027777777777779)","(3.7, 4.5, 4.425925925925926)","(21.0, 40.0, 37.77777777777778)"
10-01-2023 18:29:14.831450,"(2.25, 2.7, 2.697692307692308)","(21.0, 65.0, 57.0)","(6.0, 7.8, 7.65)","(5.0, 7.8, 7.7749999999999995)","(101.0, 210.0, 182.72727272727272)","(10.0, 12.0, 11.157894736842104)","(3.7, 4.5, 4.294117647058823)","(21.0, 40.0, 37.77777777777778)"
10-01-2023 18:29:15.939609,"(2.25, 2.7, 2.6975000000000002)","(21.0, 65.0, 60.55555555555556)","(6.0, 7.8, 7.614285714285714)","(5.0, 7.8, 7.7749999999999995)","(101.0, 210.0, 191.25)","(10.0, 12.0, 11.255813953488373)","(3.7, 4.5, 4.294117647058823)","(21.0, 40.0, 37.77777777777778)"
10-01-2023 18:29:17.030795,"(2.25, 2.76, 2.7574842767295595)","(21.0, 65.0, 60.55555555555556)","(6.0, 7.8, 7.618181818181818)","(5.0, 7.8, 7.773333333333333)","(101.0, 210.0, 176.66666666666666)","(10.0, 12.0, 11.386363636363637)","(3.7, 4.5, 4.2375)","(21.0, 40.0, 38.095238095238095)"
10-01-2023 18:29:18.109538,"(2.25, 2.76, 2.7575155279503103)","(21.0, 65.0, 60.55555555555556)","(6.0, 7.8, 7.618181818181818)","(5.0, 7.8, 7.7555555555555555)","(101.0, 210.0, 185.0)","(10.0, 12.0, 11.7)","(3.7, 4.5, 4.26)","(21.0, 40.0, 38.095238095238095)"
10-01-2023 18:29:19.232345,"(2.25, 2.76, 2.7574683544303795)","(21.0, 65.0, 60.55555555555556)","(6.0, 7.8, 7.618181818181818)","(5.0, 7.8, 7.7)","(101.0, 210.0, 175.3846153846154)","(10.0, 12.0, 11.884615384615385)","(3.7, 4.5, 4.347058823529412)","(21.0, 40.0, 38.095238095238095)"
10-01-2023 18:29:20.276474,"(2.25, 2.76, 2.7574683544303795)","(21.0, 65.0, 60.55555555555556)","(6.0, 7.8, 7.618181818181818)","(5.0, 7.8, 7.7)","(101.0, 210.0, 175.3846153846154)","(10.0, 12.0, 11.884615384615385)","(3.7, 4.4, 4.347058823529412)","(21.0, 40.0, 38.095238095238095)"
10-01-2023 18:29:21.390899,"(2.25, 2.76, 2.7574683544303795)","(21.0, 65.0, 60.55555555555556)","(6.0, 7.8, 7.618181818181818)","(5.0, 7.8, 7.7)","(101.0, 210.0, 175.3846153846154)","(10.0, 12.0, 11.884615384615385)","(3.7, 4.4, 4.347058823529412)","(21.0, 40.0, 38.095238095238095)"
10-01-2023 18:29:22.417440,"(2.25, 2.76, 2.757590361445783)","(21.0, 65.0, 57.0)","(6.0, 7.8, 7.505263157894737)","(5.0, 8.0, 7.968421052631579)","(101.0, 210.0, 176.66666666666666)","(10.0, 12.0, 11.8)","(3.7, 4.5, 4.227272727272727)","(21.0, 40.0, 38.095238095238095)"
10-01-2023 18:29:23.430046,"(2.25, 2.76, 2.758787878787879)","(26.0, 65.0, 61.0)","(6.0, 7.8, 7.505263157894737)","(5.0, 8.0, 7.968421052631579)","(101.0, 210.0, 185.0)","(10.0, 12.0, 11.727272727272727)","(3.7, 4.5, 4.227272727272727)","(21.0, 40.0, 38.095238095238095)"
10-01-2023 18:29:24.509269,"(2.25, 2.76, 2.759254658385093)","(26.0, 65.0, 61.92307692307692)","(6.0, 7.8, 7.472727272727273)","(5.0, 8.0, 7.968421052631579)","(101.0, 210.0, 176.66666666666666)","(10.0, 12.0, 11.727272727272727)","(3.7, 4.5, 4.227272727272727)","(21.0, 40.0, 38.095238095238095)"
10-01-2023 18:29:25.585169,"(2.25, 2.76, 2.7580722891566265)","(26.0, 65.0, 61.111111111111114)","(6.0, 7.8, 7.472727272727273)","(5.0, 8.0, 7.968421052631579)","(101.0, 210.0, 176.66666666666666)","(10.0, 12.0, 11.727272727272727)","(3.7, 4.5, 4.227272727272727)","(21.0, 40.0, 38.095238095238095)"
10-01-2023 18:29:26.703664,"(2.25, 2.76, 2.759189189189189)","(26.0, 70.0, 64.70588235294117)","(6.0, 7.8, 7.384615384615385)","(5.0, 8.0, 7.968421052631579)","(101.0, 210.0, 185.0)","(10.0, 12.0, 11.423076923076923)","(3.7, 4.5, 4.227272727272727)","(21.0, 40.0, 38.095238095238095)"
10-01-2023 18:29:27.801159,"(2.25, 2.76, 2.7575)","(26.0, 70.0, 62.5)","(6.0, 7.8, 7.384615384615385)","(5.0, 8.0, 7.968421052631579)","(101.0, 210.0, 176.66666666666666)","(10.0, 12.5, 11.491379310344827)","(3.7, 4.5, 4.227272727272727)","(21.0, 40.0, 38.095238095238095)"
10-01-2023 18:29:28.853278,"(2.25, 2.76, 2.7544827586206897)","(26.0, 70.0, 64.70588235294117)","(6.0, 7.8, 7.384615384615385)","(5.0, 8.0, 7.968421052631579)","(101.0, 210.0, 185.0)","(10.0, 12.5, 11.491379310344827)","(3.7, 4.5, 4.227272727272727)","(21.0, 40.0, 38.095238095238095)"
10-01-2023 18:29:29.917107,"(2.25, 2.78, 2.7654545454545456)","(26.0, 70.0, 62.5)","(6.0, 7.8, 7.384615384615385)","(5.0, 8.0, 7.968421052631579)","(101.0, 210.0, 201.42857142857142)","(10.0, 12.5, 11.491379310344827)","(3.7, 4.5, 4.203703703703703)","(21.0, 40.0, 38.095238095238095)"
10-01-2023 18:29:30.921246,"(2.25, 2.76, 2.759097744360902)","(26.0, 70.0, 62.5)","(6.0, 7.8, 7.384615384615385)","(5.0, 8.0, 7.968421052631579)","(101.0, 210.0, 207.5)","(10.0, 12.5, 11.491379310344827)","(3.7, 4.5, 4.19655172413793)","(21.0, 40.0, 37.142857142857146)"
10-01-2023 18:29:31.935157,"(2.25, 2.76, 2.759097744360902)","(26.0, 70.0, 57.142857142857146)","(6.0, 7.8, 7.384615384615385)","(5.0, 8.0, 7.822222222222222)","(101.0, 210.0, 207.5)","(10.0, 12.5, 11.548076923076923)","(3.6, 4.5, 4.1985507246376805)","(21.0, 40.0, 36.36363636363637)"
10-01-2023 18:29:32.928466,"(2.25, 2.74, 2.737105263157895)","(26.0, 65.0, 57.44444444444444)","(6.0, 7.8, 7.533333333333333)","(5.0, 8.0, 7.97)","(101.0, 210.0, 207.5)","(10.0, 12.5, 11.653846153846153)","(3.6, 4.5, 4.1985507246376805)","(21.0, 40.0, 36.36363636363637)"
10-01-2023 18:29:34.000375,"(2.25, 2.74, 2.737105263157895)","(26.0, 65.0, 51.666666666666664)","(6.0, 7.8, 7.533333333333333)","(5.0, 8.0, 7.97)","(101.0, 210.0, 205.0)","(10.0, 12.5, 11.548076923076923)","(3.6, 4.5, 4.211475409836066)","(21.0, 40.0, 36.36363636363637)"
10-01-2023 18:29:35.022140,"(2.25, 2.74, 2.737105263157895)","(26.0, 65.0, 51.666666666666664)","(6.0, 7.8, 7.533333333333333)","(5.0, 8.0, 7.97)","(101.0, 210.0, 205.0)","(10.0, 12.5, 11.548076923076923)","(3.6, 4.5, 4.211475409836066)","(21.0, 40.0, 36.36363636363637)"
10-01-2023 18:29:36.050108,"(2.25, 2.74, 2.7371794871794872)","(26.0, 65.0, 51.666666666666664)","(6.0, 7.8, 7.533333333333333)","(5.0, 8.0, 7.97)","(101.0, 210.0, 205.0)","(10.0, 12.5, 11.548076923076923)","(3.6, 4.5, 4.275862068965517)","(21.0, 40.0, 36.36363636363637)"
10-01-2023 18:29:37.114256,"(2.25, 2.74, 2.737105263157895)","(26.0, 65.0, 51.666666666666664)","(6.0, 7.8, 7.533333333333333)","(5.0, 8.0, 7.97)","(101.0, 210.0, 207.5)","(10.0, 12.5, 11.548076923076923)","(3.6, 4.4, 4.271428571428571)","(21.0, 40.0, 37.0)"
10-01-2023 18:29:38.187682,"(2.25, 2.74, 2.7371794871794872)","(26.0, 65.0, 51.666666666666664)","(6.0, 7.8, 7.35)","(5.0, 8.0, 7.97)","(101.0, 230.0, 207.5)","(10.0, 12.5, 11.548076923076923)","(3.6, 4.4, 4.271428571428571)","(21.0, 40.0, 37.0)"
10-01-2023 18:29:39.382483,"(2.25, 2.74, 2.738356164383562)","(26.0, 65.0, 51.666666666666664)","(6.0, 7.8, 7.384615384615385)","(5.0, 8.0, 7.97)","(101.0, 230.0, 210.0)","(10.0, 12.5, 11.348837209302326)","(3.6, 4.4, 4.275862068965518)","(21.0, 40.0, 37.0)"
10-01-2023 18:29:40.553128,"(2.25, 2.76, 2.756216216216216)","(26.0, 65.0, 51.666666666666664)","(6.0, 7.8, 7.474074074074075)","(5.0, 8.0, 7.815384615384615)","(101.0, 220.0, 212.85714285714286)","(10.0, 12.5, 11.65)","(3.6, 4.4, 4.282051282051282)","(21.0, 40.0, 37.0)"
10-01-2023 18:29:41.890241,"(2.25, 2.78, 2.7447058823529416)","(26.0, 65.0, 58.68421052631579)","(6.0, 7.8, 7.474074074074075)","(5.0, 8.0, 7.776744186046511)","(101.0, 230.0, 212.85714285714286)","(10.0, 12.0, 11.619047619047619)","(3.6, 4.4, 4.287804878048781)","(21.0, 40.0, 37.0)"
10-01-2023 18:29:43.636051,"(2.25, 2.74, 2.705205479452055)","(26.0, 65.0, 58.68421052631579)","(6.0, 7.8, 7.562162162162163)","(5.0, 8.0, 7.776744186046511)","(101.0, 220.0, 212.0)","(10.0, 12.0, 11.652173913043478)","(3.6, 4.4, 4.3)","(21.0, 40.0, 37.0)"
10-01-2023 18:29:44.961836,"(2.25, 2.72, 2.7049056603773587)","(26.0, 65.0, 55.0)","(6.0, 7.8, 7.610526315789474)","(5.0, 8.0, 7.776744186046511)","(101.0, 220.0, 212.0)","(10.0, 12.0, 11.652173913043478)","(3.6, 4.4, 4.297777777777778)","(21.0, 40.0, 37.0)"
10-01-2023 18:29:46.206512,"(2.25, 2.72, 2.7049056603773587)","(26.0, 65.0, 55.0)","(6.0, 7.8, 7.581818181818182)","(5.0, 8.0, 7.776744186046511)","(101.0, 220.0, 212.0)","(10.0, 12.0, 11.652173913043478)","(3.6, 4.4, 4.297777777777778)","(21.0, 40.0, 37.0)"
10-01-2023 18:29:47.517454,"(2.25, 2.72, 2.697837837837838)","(26.0, 65.0, 55.0)","(6.0, 7.8, 7.571428571428571)","(5.0, 8.0, 7.8999999999999995)","(101.0, 220.0, 212.0)","(10.0, 12.0, 11.652173913043478)","(3.6, 4.4, 4.41)","(21.0, 40.0, 37.0)"
10-01-2023 18:29:48.852758,"(2.25, 2.7, 2.692768361581921)","(26.0, 65.0, 55.0)","(6.0, 7.8, 7.380645161290323)","(5.0, 8.2, 8.035294117647059)","(101.0, 220.0, 212.0)","(10.0, 12.0, 11.555555555555555)","(3.6, 4.5, 4.432692307692308)","(21.0, 40.0, 37.0)"
10-01-2023 18:29:50.187322,"(2.25, 2.64, 2.6331428571428575)","(26.0, 65.0, 58.888888888888886)","(6.0, 7.6, 7.430000000000001)","(5.0, 8.2, 8.058064516129031)","(101.0, 220.0, 212.0)","(10.0, 12.0, 11.555555555555555)","(3.6, 4.5, 4.435416666666667)","(21.0, 40.0, 37.0)"
10-01-2023 18:29:51.495922,"(2.25, 2.66, 2.6321739130434785)","(26.0, 60.0, 58.888888888888886)","(6.0, 7.6, 7.458333333333334)","(5.0, 8.2, 8.058064516129031)","(101.0, 220.0, 212.0)","(10.0, 12.0, 11.625)","(3.6, 4.5, 4.427272727272728)","(21.0, 40.0, 37.0)"
10-01-2023 18:29:52.696907,"(2.25, 2.66, 2.6321739130434785)","(26.0, 60.0, 58.888888888888886)","(6.0, 7.6, 7.464)","(5.0, 8.2, 8.058064516129031)","(101.0, 220.0, 212.0)","(10.0, 12.0, 11.833333333333334)","(3.6, 4.5, 4.425581395348837)","(21.0, 40.0, 37.77777777777778)"
10-01-2023 18:29:53.832832,"(2.25, 2.62, 2.611764705882353)","(26.0, 60.0, 49.8)","(6.0, 7.6, 7.513333333333334)","(5.0, 8.2, 8.03076923076923)","(101.0, 220.0, 212.0)","(10.0, 12.0, 11.882352941176471)","(3.6, 4.5, 4.425581395348837)","(21.0, 40.0, 37.77777777777778)"
10-01-2023 18:29:55.002680,"(2.25, 2.64, 2.6110344827586207)","(26.0, 50.0, 49.806451612903224)","(6.0, 7.6, 7.5)","(5.0, 8.2, 8.03076923076923)","(101.0, 220.0, 212.0)","(10.0, 12.5, 11.85135135135135)","(3.6, 4.5, 4.377777777777778)","(21.0, 40.0, 36.92307692307692)"
10-01-2023 18:29:56.149388,"(2.25, 2.64, 2.6110344827586207)","(26.0, 50.0, 49.77777777777778)","(6.0, 7.6, 7.777777777777778)","(5.0, 8.2, 8.0625)","(101.0, 220.0, 212.5)","(10.0, 12.5, 11.85135135135135)","(3.6, 4.4, 4.368)","(21.0, 40.0, 37.214285714285715)"
10-01-2023 18:29:57.347448,"(2.25, 2.64, 2.610526315789474)","(26.0, 50.0, 49.77777777777778)","(6.0, 7.8, 7.808333333333334)","(5.5, 8.2, 8.054545454545455)","(101.0, 220.0, 190.0)","(10.0, 12.5, 11.85135135135135)","(3.6, 4.4, 4.362962962962963)","(21.0, 40.0, 37.214285714285715)"
10-01-2023 18:29:58.557302,"(2.25, 2.64, 2.612063492063492)","(26.0, 50.0, 49.77777777777778)","(6.0, 8.0, 7.841666666666667)","(5.5, 8.2, 8.049999999999999)","(101.0, 220.0, 190.0)","(10.0, 12.5, 11.817073170731707)","(3.6, 4.4, 4.362962962962963)","(21.0, 40.0, 37.214285714285715)"
10-01-2023 18:29:59.762088,"(2.25, 2.64, 2.6205128205128205)","(26.0, 60.0, 55.07692307692308)","(6.0, 8.0, 7.683333333333333)","(5.5, 8.2, 8.049999999999999)","(101.0, 220.0, 190.0)","(10.0, 12.5, 11.795454545454545)","(3.6, 4.4, 4.360714285714286)","(21.0, 40.0, 37.214285714285715)"
10-01-2023 18:30:00.980178,"(2.25, 2.64, 2.618181818181818)","(26.0, 60.0, 56.92307692307692)","(6.0, 8.0, 7.683333333333333)","(5.5, 8.2, 8.006896551724138)","(101.0, 220.0, 190.0)","(10.0, 12.5, 11.795454545454545)","(3.6, 4.4, 4.357692307692308)","(21.0, 40.0, 37.10344827586207)"
10-01-2023 18:30:02.200608,"(2.25, 2.64, 2.618181818181818)","(26.0, 60.0, 56.92307692307692)","(6.0, 8.0, 7.728571428571429)","(5.5, 8.2, 7.977777777777777)","(101.0, 220.0, 183.33333333333334)","(10.0, 12.5, 11.795454545454545)","(3.6, 4.4, 4.364516129032258)","(21.0, 40.0, 37.10344827586207)"
10-01-2023 18:30:03.373940,"(2.25, 2.62, 2.604761904761905)","(26.0, 60.0, 56.92307692307692)","(6.0, 8.0, 7.728571428571429)","(5.5, 8.2, 7.955555555555556)","(101.0, 220.0, 183.33333333333334)","(10.0, 12.5, 11.795454545454545)","(3.6, 4.4, 4.364516129032258)","(21.0, 40.0, 37.10344827586207)"
10-01-2023 18:30:04.528811,"(2.25, 2.64, 2.6100000000000003)","(26.0, 60.0, 58.0)","(6.0, 8.0, 7.746666666666666)","(5.5, 8.0, 7.936842105263158)","(101.0, 220.0, 183.33333333333334)","(10.0, 12.5, 11.795454545454545)","(3.6, 4.4, 4.364516129032258)","(21.0, 40.0, 37.10344827586207)"
10-01-2023 18:30:05.695806,"(2.25, 2.64, 2.6103225806451613)","(26.0, 60.0, 48.90909090909091)","(6.0, 8.0, 7.746666666666666)","(5.5, 8.0, 8.153846153846153)","(101.0, 220.0, 183.33333333333334)","(10.0, 12.5, 12.0)","(3.6, 4.4, 4.366666666666667)","(21.0, 40.0, 37.10344827586207)"
10-01-2023 18:30:06.839476,"(2.25, 2.62, 2.59625)","(26.0, 50.0, 48.90909090909091)","(6.0, 8.0, 7.757142857142857)","(5.5, 8.2, 8.133333333333333)","(101.0, 220.0, 185.0)","(10.0, 12.5, 12.033333333333333)","(3.6, 4.4, 4.366666666666667)","(21.0, 40.0, 37.10344827586207)"
10-01-2023 18:30:08.033912,"(2.25, 2.62, 2.6005128205128205)","(26.0, 50.0, 48.90909090909091)","(6.0, 8.0, 7.746666666666666)","(5.5, 8.2, 7.976470588235294)","(101.0, 220.0, 185.0)","(10.0, 12.5, 12.033333333333333)","(3.6, 4.4, 4.366666666666667)","(21.0, 40.0, 37.10344827586207)"
10-01-2023 18:30:09.276708,"(2.25, 2.62, 2.5982857142857143)","(26.0, 50.0, 48.90909090909091)","(6.0, 8.0, 7.746666666666666)","(5.5, 8.0, 8.213333333333333)","(101.0, 220.0, 185.0)","(10.0, 12.5, 12.033333333333333)","(3.6, 4.4, 4.266666666666667)","(21.0, 40.0, 37.10344827586207)"
10-01-2023 18:30:10.535901,"(2.25, 2.62, 2.605925925925926)","(26.0, 50.0, 48.90909090909091)","(6.0, 8.0, 7.746666666666666)","(5.5, 8.4, 8.20952380952381)","(101.0, 220.0, 185.0)","(10.0, 12.5, 12.033333333333333)","(3.6, 4.3, 4.363636363636364)","(21.0, 40.0, 37.10344827586207)"
10-01-2023 18:30:11.720962,"(2.25, 2.62, 2.605925925925926)","(26.0, 50.0, 49.84)","(6.0, 8.0, 7.746666666666666)","(5.5, 8.4, 8.20952380952381)","(101.0, 220.0, 185.0)","(10.0, 12.5, 12.033333333333333)","(3.6, 4.4, 4.358823529411765)","(21.0, 40.0, 37.10344827586207)"
10-01-2023 18:30:12.913832,"(2.25, 2.6, 2.5947368421052635)","(26.0, 50.0, 49.84)","(6.0, 8.0, 7.746666666666666)","(5.5, 8.4, 8.226086956521739)","(101.0, 220.0, 216.66666666666666)","(10.0, 12.5, 11.58695652173913)","(3.6, 4.4, 4.36865671641791)","(21.0, 40.0, 37.10344827586207)"
10-01-2023 18:30:14.072095,"(2.25, 2.6, 2.5855172413793106)","(26.0, 55.0, 48.875)","(6.0, 8.0, 7.746666666666666)","(5.5, 8.4, 8.3)","(101.0, 230.0, 219.0909090909091)","(10.0, 12.5, 11.655172413793103)","(3.6, 4.5, 4.362068965517241)","(21.0, 40.0, 37.10344827586207)"
10-01-2023 18:30:15.310858,"(2.25, 2.6, 2.5933333333333333)","(26.0, 55.0, 48.77777777777778)","(6.0, 8.0, 7.776)","(5.5, 8.4, 8.31578947368421)","(101.0, 230.0, 219.0909090909091)","(10.0, 12.0, 11.633333333333333)","(3.6, 4.5, 4.364285714285714)","(21.0, 40.0, 37.10344827586207)"
10-01-2023 18:30:16.561581,"(2.25, 2.6, 2.585714285714286)","(26.0, 55.0, 52.2)","(6.0, 8.0, 7.776)","(5.5, 8.4, 8.31578947368421)","(101.0, 230.0, 219.0909090909091)","(10.0, 12.0, 11.475)","(3.6, 4.5, 4.352173913043478)","(21.0, 40.0, 37.10344827586207)"
10-01-2023 18:30:17.813326,"(2.25, 2.6, 2.585714285714286)","(26.0, 55.0, 52.2)","(6.0, 8.0, 7.776)","(5.5, 8.4, 8.375)","(101.0, 230.0, 219.0909090909091)","(10.0, 12.0, 11.382352941176471)","(3.6, 4.5, 4.358064516129033)","(21.0, 40.0, 37.10344827586207)"
10-01-2023 18:30:18.968506,"(2.25, 2.6, 2.585714285714286)","(26.0, 55.0, 52.333333333333336)","(6.0, 8.0, 7.896)","(5.5, 8.4, 7.957894736842105)","(101.0, 230.0, 230.0)","(10.0, 12.0, 11.416666666666666)","(3.6, 4.5, 4.362068965517241)","(21.0, 40.0, 36.888888888888886)"
10-01-2023 18:30:20.146286,"(2.25, 2.62, 2.5983783783783783)","(26.0, 55.0, 52.333333333333336)","(6.0, 8.0, 7.979310344827586)","(5.5, 8.0, 7.95)","(101.0, 260.0, 225.0)","(10.0, 12.0, 11.34375)","(3.6, 4.5, 4.380597014925373)","(21.0, 40.0, 36.888888888888886)"
10-01-2023 18:30:21.348236,"(2.25, 2.58, 2.5682553191489363)","(26.0, 55.0, 52.05263157894737)","(6.0, 8.2, 7.979310344827586)","(5.5, 8.0, 7.95)","(101.0, 260.0, 225.0)","(10.0, 11.5, 11.482758620689655)","(3.6, 4.5, 4.578980891719745)","(21.0, 40.0, 36.888888888888886)"
10-01-2023 18:30:22.535725,"(2.25, 2.52, 2.500754716981132)","(26.0, 55.0, 52.05263157894737)","(6.0, 8.4, 8.053333333333333)","(5.5, 8.4, 8.314285714285715)","(101.0, 260.0, 186.0)","(10.0, 12.0, 11.558823529411764)","(3.6, 4.6, 4.653846153846154)","(21.0, 40.0, 36.5)"
10-01-2023 18:30:23.767624,"(2.25, 2.48, 2.432)","(26.0, 50.0, 49.05263157894737)","(6.0, 8.4, 8.173913043478262)","(5.5, 8.4, 8.366666666666667)","(101.0, 250.0, 232.85714285714286)","(10.0, 12.0, 11.612903225806452)","(3.6, 4.7, 4.65)","(21.0, 40.0, 36.888888888888886)"
10-01-2023 18:30:24.996321,"(2.25, 2.46, 2.434285714285714)","(26.0, 50.0, 49.05263157894737)","(6.0, 8.4, 8.186666666666667)","(5.5, 8.4, 8.366666666666667)","(101.0, 250.0, 205.0)","(10.0, 12.0, 11.612903225806452)","(3.6, 4.7, 4.618421052631579)","(21.0, 40.0, 36.36363636363637)"
10-01-2023 18:30:26.163870,"(2.25, 2.48, 2.4676923076923076)","(26.0, 50.0, 49.05263157894737)","(6.0, 8.4, 8.193548387096774)","(5.5, 8.4, 8.375)","(101.0, 240.0, 232.85714285714286)","(10.0, 12.0, 11.625)","(3.6, 4.7, 4.639215686274509)","(21.0, 40.0, 36.36363636363637)"
10-01-2023 18:30:27.355009,"(2.25, 2.44, 2.439142091152815)","(26.0, 50.0, 49.05263157894737)","(6.0, 8.4, 8.186666666666667)","(5.5, 8.4, 8.363636363636363)","(101.0, 250.0, 186.0)","(10.0, 12.0, 11.612903225806452)","(3.6, 4.7, 4.666666666666667)","(21.0, 40.0, 36.36363636363637)"
10-01-2023 18:30:28.541569,"(2.25, 2.48, 2.4705882352941178)","(26.0, 50.0, 49.05263157894737)","(6.0, 8.4, 8.133333333333333)","(5.5, 8.4, 8.352941176470589)","(101.0, 250.0, 235.0)","(10.0, 12.0, 11.675675675675675)","(3.6, 4.7, 4.688372093023256)","(21.0, 40.0, 35.09090909090909)"
10-01-2023 18:30:29.710259,"(2.25, 2.48, 2.46)","(26.0, 50.0, 49.0)","(6.0, 8.4, 8.133333333333333)","(5.5, 8.4, 8.3)","(101.0, 240.0, 235.0)","(10.0, 12.0, 11.675675675675675)","(3.6, 4.7, 4.664285714285715)","(21.0, 38.0, 35.09090909090909)"
