,Sweet Indie,Mama Said,Stick Hunter,Spring Evie,Viva Belle,Pink Flyer,Bailey,Frosty Girl
16-12-2022 15:46:18.294184,"(1.75, 1.9, 1.89)","(9.0, 13.5, 13.065217391304348)","(19.0, 30.0, 26.470588235294116)","(11.0, 26.0, 24.636363636363637)","(10.0, 23.0, 21.47222222222222)","(6.0, 8.2, 7.268965517241379)","(5.5, 10.0, 9.80952380952381)","(21.0, 85.0, 74.78260869565219)"
16-12-2022 15:46:19.639261,"(1.75, 1.9, 1.89)","(9.0, 13.5, 13.3)","(19.0, 30.0, 25.384615384615383)","(11.0, 26.0, 24.636363636363637)","(10.0, 23.0, 21.47222222222222)","(6.0, 8.2, 7.268965517241379)","(5.5, 10.0, 10.715789473684211)","(21.0, 85.0, 74.78260869565219)"
16-12-2022 15:46:20.962770,"(1.75, 1.9, 1.8866666666666667)","(9.0, 14.0, 12.673913043478262)","(19.0, 30.0, 25.384615384615383)","(11.0, 26.0, 24.636363636363637)","(10.0, 23.0, 21.47222222222222)","(6.0, 8.2, 7.268965517241379)","(5.5, 11.0, 9.75)","(21.0, 85.0, 74.78260869565219)"
16-12-2022 15:46:23.538131,"(1.75, 1.9, 1.86)","(9.0, 13.0, 12.732142857142858)","(19.0, 30.0, 25.90909090909091)","(11.0, 26.0, 24.636363636363637)","(10.0, 23.0, 21.47222222222222)","(6.0, 8.2, 7.268965517241379)","(5.5, 10.0, 9.75)","(21.0, 85.0, 74.78260869565219)"
16-12-2022 15:46:25.116805,"(1.75, 1.9, 1.8783333333333332)","(9.0, 13.0, 13.416666666666666)","(19.0, 30.0, 25.0)","(11.0, 26.0, 24.88888888888889)","(11.0, 23.0, 21.804347826086957)","(6.0, 8.2, 7.268965517241379)","(6.0, 10.0, 10.715789473684211)","(26.0, 85.0, 74.78260869565219)"
16-12-2022 15:46:26.702986,"(1.7, 1.89, 1.8783333333333332)","(9.0, 14.0, 12.732142857142858)","(19.0, 30.0, 25.0)","(12.0, 26.0, 24.88888888888889)","(11.0, 23.0, 21.804347826086957)","(6.0, 8.2, 7.268965517241379)","(6.0, 11.0, 9.80952380952381)","(26.0, 85.0, 74.78260869565219)"
16-12-2022 15:46:28.125596,"(1.7, 1.89, 1.8816666666666666)","(9.0, 13.0, 12.732142857142858)","(19.0, 30.0, 25.0)","(12.0, 26.0, 24.88888888888889)","(11.0, 23.0, 21.804347826086957)","(6.0, 8.2, 7.268965517241379)","(6.0, 10.0, 9.80952380952381)","(26.0, 85.0, 74.78260869565219)"
16-12-2022 15:46:29.789470,"(1.7, 1.89, 1.8783333333333332)","(9.0, 13.0, 13.416666666666666)","(19.0, 30.0, 25.90909090909091)","(12.0, 26.0, 24.88888888888889)","(11.0, 23.0, 21.804347826086957)","(6.0, 8.2, 7.268965517241379)","(6.0, 11.0, 10.715789473684211)","(26.0, 85.0, 74.78260869565219)"
16-12-2022 15:46:31.062685,"(1.7, 1.89, 1.8783333333333332)","(9.0, 14.0, 13.553571428571429)","(19.0, 30.0, 25.90909090909091)","(12.0, 26.0, 24.684210526315788)","(11.0, 23.0, 21.804347826086957)","(6.0, 8.2, 7.268965517241379)","(6.0, 11.0, 9.846153846153847)","(26.0, 85.0, 74.78260869565219)"
16-12-2022 15:46:32.348157,"(1.7, 1.89, 1.865)","(9.0, 13.0, 12.732142857142858)","(19.0, 30.0, 25.0)","(12.0, 26.0, 25.074074074074073)","(11.0, 23.0, 21.47222222222222)","(6.0, 8.2, 7.268965517241379)","(6.0, 10.0, 9.846153846153847)","(26.0, 85.0, 74.78260869565219)"
16-12-2022 15:46:33.567325,"(1.7, 1.89, 1.865)","(9.0, 13.0, 12.732142857142858)","(19.0, 30.0, 25.90909090909091)","(12.0, 26.0, 25.074074074074073)","(11.0, 23.0, 21.804347826086957)","(6.0, 8.2, 7.268965517241379)","(6.0, 10.0, 9.846153846153847)","(26.0, 85.0, 74.78260869565219)"
16-12-2022 15:46:34.747802,"(1.7, 1.88, 1.8733333333333333)","(9.0, 13.0, 13.097222222222221)","(19.0, 30.0, 25.90909090909091)","(12.0, 26.0, 25.074074074074073)","(11.0, 23.0, 21.804347826086957)","(6.0, 8.2, 7.268965517241379)","(6.0, 10.0, 10.775)","(26.0, 85.0, 74.78260869565219)"
16-12-2022 15:46:35.902960,"(1.7, 1.88, 1.8699999999999999)","(9.0, 14.0, 12.732142857142858)","(19.0, 30.0, 25.0)","(12.0, 26.0, 25.074074074074073)","(11.0, 23.0, 21.804347826086957)","(6.0, 8.2, 7.268965517241379)","(6.0, 11.0, 9.846153846153847)","(26.0, 85.0, 74.78260869565219)"
16-12-2022 15:46:37.104230,"(1.7, 1.88, 1.8581818181818182)","(9.0, 13.0, 12.732142857142858)","(19.0, 30.0, 25.90909090909091)","(12.0, 26.0, 24.863636363636363)","(11.0, 23.0, 21.804347826086957)","(6.0, 8.2, 7.268965517241379)","(6.0, 10.0, 9.80952380952381)","(26.0, 85.0, 74.31818181818181)"
16-12-2022 15:46:38.431913,"(1.7, 1.88, 1.8525)","(9.0, 13.0, 12.732142857142858)","(19.0, 30.0, 25.90909090909091)","(12.0, 26.0, 25.074074074074073)","(11.0, 23.0, 21.804347826086957)","(6.0, 8.2, 7.268965517241379)","(6.0, 10.0, 9.80952380952381)","(26.0, 85.0, 74.31818181818181)"
16-12-2022 15:46:39.689104,"(1.7, 1.88, 1.8733333333333333)","(9.0, 13.0, 14.596153846153847)","(19.0, 30.0, 25.0)","(12.0, 26.0, 25.074074074074073)","(11.0, 23.0, 21.804347826086957)","(6.0, 8.2, 7.268965517241379)","(6.0, 10.0, 10.715789473684211)","(26.0, 85.0, 74.31818181818181)"
16-12-2022 15:46:40.934650,"(1.7, 1.87, 1.8616666666666668)","(9.0, 15.0, 14.596153846153847)","(19.0, 30.0, 25.0)","(12.0, 26.0, 25.074074074074073)","(11.0, 23.0, 21.804347826086957)","(6.0, 8.2, 7.268965517241379)","(6.0, 11.0, 10.715789473684211)","(26.0, 85.0, 74.31818181818181)"
16-12-2022 15:46:42.492844,"(1.7, 1.87, 1.8650000000000002)","(9.0, 14.5, 13.142857142857142)","(19.0, 30.0, 25.90909090909091)","(12.0, 26.0, 25.074074074074073)","(11.0, 23.0, 21.804347826086957)","(6.0, 8.2, 7.268965517241379)","(6.0, 11.0, 9.80952380952381)","(26.0, 85.0, 74.31818181818181)"
16-12-2022 15:46:43.912875,"(1.7, 1.87, 1.8733333333333333)","(9.0, 13.5, 13.142857142857142)","(19.0, 30.0, 25.90909090909091)","(12.0, 26.0, 25.074074074074073)","(11.0, 23.0, 21.804347826086957)","(6.0, 8.2, 7.268965517241379)","(6.0, 10.0, 9.80952380952381)","(26.0, 85.0, 74.31818181818181)"
16-12-2022 15:46:45.100455,"(1.7, 1.92, 1.8733333333333333)","(9.0, 13.5, 14.596153846153847)","(19.0, 30.0, 25.0)","(12.0, 26.0, 25.074074074074073)","(11.0, 23.0, 21.804347826086957)","(6.0, 8.2, 7.268965517241379)","(6.0, 10.0, 10.715789473684211)","(26.0, 85.0, 74.31818181818181)"
16-12-2022 15:46:46.277027,"(1.7, 1.92, 1.8553846153846154)","(9.0, 15.0, 14.596153846153847)","(19.0, 30.0, 25.0)","(12.0, 26.0, 25.074074074074073)","(11.0, 23.0, 21.804347826086957)","(6.0, 8.2, 7.268965517241379)","(6.0, 11.0, 9.80952380952381)","(26.0, 85.0, 74.31818181818181)"
16-12-2022 15:46:47.467515,"(1.7, 1.92, 1.8705882352941177)","(9.0, 14.0, 13.0)","(19.0, 30.0, 25.0)","(12.0, 26.0, 25.074074074074073)","(11.0, 23.0, 21.804347826086957)","(6.0, 8.2, 7.268965517241379)","(6.0, 10.0, 9.80952380952381)","(26.0, 85.0, 74.31818181818181)"
16-12-2022 15:46:48.937907,"(1.7, 1.92, 1.8646153846153848)","(9.0, 14.0, 13.242424242424242)","(19.0, 30.0, 25.90909090909091)","(12.0, 26.0, 25.074074074074073)","(11.0, 23.0, 21.804347826086957)","(6.0, 8.2, 7.268965517241379)","(6.0, 10.0, 9.80952380952381)","(26.0, 85.0, 74.31818181818181)"
16-12-2022 15:46:50.369557,"(1.7, 1.92, 1.8646153846153848)","(9.0, 14.0, 13.553571428571429)","(19.0, 30.0, 25.90909090909091)","(12.0, 26.0, 25.074074074074073)","(11.0, 23.0, 21.804347826086957)","(6.0, 8.2, 7.268965517241379)","(6.0, 10.0, 10.715789473684211)","(26.0, 85.0, 74.31818181818181)"
16-12-2022 15:46:51.565741,"(1.7, 1.92, 1.8646153846153848)","(9.0, 14.0, 13.553571428571429)","(19.0, 30.0, 25.90909090909091)","(12.0, 26.0, 25.074074074074073)","(11.0, 23.0, 21.804347826086957)","(6.0, 8.2, 7.268965517241379)","(6.0, 11.0, 9.80952380952381)","(26.0, 85.0, 74.31818181818181)"
16-12-2022 15:46:52.684615,"(1.7, 1.92, 1.8705882352941177)","(9.0, 13.0, 12.732142857142858)","(19.0, 30.0, 25.0)","(12.0, 26.0, 25.074074074074073)","(11.0, 23.0, 21.804347826086957)","(6.0, 8.2, 7.268965517241379)","(6.0, 10.0, 9.80952380952381)","(26.0, 85.0, 74.31818181818181)"
16-12-2022 15:46:53.788802,"(1.7, 1.92, 1.8646153846153848)","(9.0, 13.0, 12.732142857142858)","(19.0, 30.0, 25.90909090909091)","(12.0, 26.0, 24.18181818181818)","(11.0, 23.0, 19.25)","(6.0, 8.2, 7.268965517241379)","(6.0, 10.0, 9.80952380952381)","(26.0, 85.0, 67.08333333333334)"
16-12-2022 15:46:54.975935,"(1.7, 1.92, 1.8646153846153848)","(9.0, 13.0, 14.153846153846153)","(19.0, 30.0, 25.0)","(12.0, 26.0, 25.047619047619047)","(11.0, 23.0, 20.75)","(6.0, 8.2, 7.268965517241379)","(6.0, 10.0, 9.80952380952381)","(26.0, 85.0, 55.714285714285715)"
16-12-2022 15:46:56.071973,"(1.7, 1.92, 1.8646153846153848)","(9.0, 14.5, 14.153846153846153)","(19.0, 30.0, 25.0)","(12.0, 26.0, 25.047619047619047)","(11.0, 23.0, 20.75)","(6.0, 8.2, 7.268965517241379)","(6.0, 10.0, 10.715789473684211)","(26.0, 85.0, 52.5)"
16-12-2022 15:46:57.187113,"(1.7, 1.92, 1.8405882352941176)","(9.0, 14.5, 14.153846153846153)","(19.0, 30.0, 25.0)","(12.0, 26.0, 25.285714285714285)","(11.0, 23.0, 22.1)","(6.0, 8.2, 7.268965517241379)","(6.0, 11.0, 9.80952380952381)","(26.0, 85.0, 52.5)"
16-12-2022 15:46:58.301486,"(1.7, 1.92, 1.8705882352941177)","(9.0, 13.5, 13.142857142857142)","(19.0, 30.0, 25.90909090909091)","(12.0, 26.0, 25.285714285714285)","(11.0, 23.0, 22.1)","(6.0, 8.2, 7.268965517241379)","(6.0, 10.0, 9.80952380952381)","(26.0, 85.0, 68.75)"
16-12-2022 15:46:59.375743,"(1.7, 1.92, 1.8646153846153848)","(9.0, 13.5, 13.142857142857142)","(19.0, 30.0, 25.90909090909091)","(12.0, 26.0, 25.166666666666668)","(11.0, 23.0, 22.1)","(6.0, 8.2, 7.268965517241379)","(6.0, 10.0, 9.80952380952381)","(26.0, 85.0, 68.18181818181819)"
16-12-2022 15:47:00.512560,"(1.7, 1.92, 1.8646153846153848)","(9.0, 13.5, 13.142857142857142)","(19.0, 30.0, 25.227272727272727)","(12.0, 26.0, 25.166666666666668)","(11.0, 23.0, 22.1)","(6.0, 8.2, 7.268965517241379)","(6.0, 10.0, 10.715789473684211)","(26.0, 85.0, 68.18181818181819)"
16-12-2022 15:47:01.720516,"(1.7, 1.92, 1.8405882352941176)","(9.0, 15.0, 13.5)","(19.0, 30.0, 24.0)","(12.0, 26.0, 25.166666666666668)","(11.0, 23.0, 22.1)","(6.0, 8.2, 7.268965517241379)","(6.0, 11.0, 10.364705882352942)","(26.0, 85.0, 68.18181818181819)"
16-12-2022 15:47:02.965748,"(1.7, 1.92, 1.8675000000000002)","(9.0, 15.0, 14.61111111111111)","(19.0, 30.0, 28.25)","(12.0, 26.0, 25.166666666666668)","(11.0, 23.0, 21.363636363636363)","(6.0, 8.2, 7.268965517241379)","(6.0, 11.0, 10.345454545454546)","(26.0, 85.0, 74.11764705882354)"
16-12-2022 15:47:04.190312,"(1.7, 1.92, 1.86375)","(9.0, 15.0, 13.363636363636363)","(19.0, 29.0, 24.863636363636363)","(12.0, 26.0, 25.166666666666668)","(11.0, 23.0, 21.363636363636363)","(6.0, 8.2, 7.268965517241379)","(6.0, 11.0, 10.345454545454546)","(26.0, 85.0, 74.11764705882354)"
16-12-2022 15:47:05.258507,"(1.7, 1.92, 1.8646153846153848)","(9.0, 15.0, 12.882352941176471)","(19.0, 29.0, 24.272727272727273)","(12.0, 26.0, 25.166666666666668)","(11.0, 23.0, 21.363636363636363)","(6.0, 8.2, 7.268965517241379)","(6.0, 11.0, 10.345454545454546)","(26.0, 85.0, 74.11764705882354)"
16-12-2022 15:47:06.469489,"(1.7, 1.92, 1.8494117647058823)","(9.0, 15.0, 13.363636363636363)","(19.0, 28.0, 24.75)","(12.0, 26.0, 25.166666666666668)","(11.0, 23.0, 21.363636363636363)","(6.0, 8.2, 7.268965517241379)","(6.0, 11.0, 10.345454545454546)","(26.0, 85.0, 74.11764705882354)"
16-12-2022 15:47:07.556902,"(1.7, 1.92, 1.8494117647058823)","(9.0, 15.0, 13.363636363636363)","(19.0, 27.0, 24.75)","(12.0, 26.0, 25.166666666666668)","(11.0, 23.0, 22.0)","(6.0, 8.2, 7.268965517241379)","(6.0, 11.0, 9.789473684210526)","(26.0, 85.0, 75.26315789473685)"
16-12-2022 15:47:08.564573,"(1.7, 1.92, 1.8685714285714285)","(9.0, 14.0, 12.714285714285714)","(19.0, 27.0, 25.5)","(12.0, 26.0, 25.166666666666668)","(11.0, 23.0, 22.0)","(6.0, 8.2, 7.268965517241379)","(6.0, 10.0, 9.789473684210526)","(26.0, 85.0, 75.26315789473685)"
16-12-2022 15:47:09.587766,"(1.7, 1.92, 1.872)","(9.0, 14.0, 12.526315789473685)","(19.0, 27.0, 22.5)","(12.0, 26.0, 25.166666666666668)","(11.0, 23.0, 22.0)","(6.0, 8.2, 7.268965517241379)","(6.0, 10.0, 9.789473684210526)","(26.0, 85.0, 77.86666666666667)"
16-12-2022 15:47:10.599480,"(1.7, 1.92, 1.8685714285714285)","(9.0, 14.0, 12.526315789473685)","(19.0, 27.0, 22.875)","(12.0, 26.0, 25.166666666666668)","(11.0, 23.0, 22.0)","(6.0, 8.2, 7.268965517241379)","(6.0, 10.0, 10.345454545454546)","(26.0, 80.0, 77.86666666666667)"
16-12-2022 15:47:11.642971,"(1.7, 1.92, 1.8670588235294119)","(9.0, 14.0, 12.714285714285714)","(19.0, 27.0, 24.36)","(12.0, 26.0, 25.166666666666668)","(11.0, 23.0, 22.0)","(6.0, 8.2, 7.268965517241379)","(6.0, 11.0, 10.345454545454546)","(26.0, 80.0, 77.86666666666667)"
16-12-2022 15:47:12.696248,"(1.7, 1.92, 1.888)","(9.0, 14.0, 13.052631578947368)","(19.0, 27.0, 24.36)","(12.0, 26.0, 25.166666666666668)","(11.0, 23.0, 22.0)","(6.0, 8.2, 7.268965517241379)","(6.0, 11.0, 10.04)","(26.0, 80.0, 77.86666666666667)"
16-12-2022 15:47:13.696257,"(1.7, 1.92, 1.889090909090909)","(9.0, 14.0, 12.714285714285714)","(19.0, 27.0, 24.352941176470587)","(12.0, 26.0, 25.166666666666668)","(11.0, 23.0, 21.363636363636363)","(6.0, 8.2, 7.268965517241379)","(6.0, 11.0, 10.28)","(26.0, 80.0, 77.86666666666667)"
16-12-2022 15:47:14.710081,"(1.7, 1.92, 1.889090909090909)","(9.0, 14.0, 12.714285714285714)","(19.0, 27.0, 24.8)","(12.0, 26.0, 25.310344827586206)","(11.0, 23.0, 22.217391304347828)","(6.0, 8.2, 7.363636363636363)","(6.0, 11.0, 10.530434782608696)","(26.0, 80.0, 77.86666666666667)"
16-12-2022 15:47:15.738682,"(1.7, 1.92, 1.889090909090909)","(9.0, 14.0, 13.052631578947368)","(19.0, 27.0, 24.8)","(12.0, 26.0, 27.642857142857142)","(11.0, 23.0, 22.217391304347828)","(6.0, 8.0, 6.883333333333333)","(6.0, 11.0, 10.530434782608696)","(26.0, 80.0, 76.77777777777777)"
16-12-2022 15:47:16.805130,"(1.7, 1.92, 1.875925925925926)","(9.0, 14.0, 12.714285714285714)","(19.0, 27.0, 24.8)","(12.0, 28.0, 27.642857142857142)","(11.0, 23.0, 22.217391304347828)","(6.0, 7.8, 6.9230769230769225)","(6.0, 11.0, 9.818181818181818)","(26.0, 85.0, 76.77777777777777)"
16-12-2022 15:47:17.949430,"(1.7, 1.92, 1.889090909090909)","(9.0, 13.0, 12.666666666666666)","(19.0, 27.0, 24.8)","(12.0, 28.0, 27.615384615384617)","(11.0, 23.0, 22.217391304347828)","(6.0, 7.6, 7.035294117647059)","(6.0, 10.0, 9.818181818181818)","(26.0, 85.0, 76.77777777777777)"
16-12-2022 15:47:19.015150,"(1.7, 1.92, 1.875925925925926)","(9.0, 13.0, 12.5)","(19.0, 27.0, 24.8)","(12.0, 28.0, 27.615384615384617)","(11.0, 23.0, 22.217391304347828)","(6.0, 7.6, 7.175)","(6.0, 10.0, 9.818181818181818)","(26.0, 85.0, 76.77777777777777)"
16-12-2022 15:47:20.051274,"(1.7, 1.92, 1.875925925925926)","(9.0, 13.0, 12.5)","(19.0, 27.0, 24.8)","(12.0, 28.0, 27.615384615384617)","(11.0, 23.0, 22.217391304347828)","(6.0, 7.4, 7.030769230769231)","(6.0, 10.0, 9.818181818181818)","(26.0, 85.0, 75.26315789473685)"
16-12-2022 15:47:21.046426,"(1.7, 1.92, 1.8663157894736844)","(9.0, 13.0, 12.666666666666666)","(19.0, 27.0, 24.8)","(12.0, 28.0, 27.5)","(11.0, 23.0, 22.217391304347828)","(6.0, 7.4, 7.175)","(6.0, 10.0, 10.657142857142857)","(26.0, 85.0, 75.26315789473685)"
16-12-2022 15:47:22.087199,"(1.7, 1.92, 1.8663157894736844)","(9.0, 14.5, 13.5625)","(19.0, 27.0, 24.8)","(12.0, 28.0, 27.6)","(11.0, 23.0, 22.217391304347828)","(6.0, 7.4, 7.133333333333334)","(6.0, 11.0, 9.818181818181818)","(26.0, 85.0, 75.26315789473685)"
16-12-2022 15:47:23.159152,"(1.7, 1.92, 1.889090909090909)","(9.0, 14.0, 13.333333333333334)","(19.0, 27.0, 24.8)","(12.0, 28.0, 27.6)","(11.0, 23.0, 22.217391304347828)","(6.0, 7.4, 7.2615384615384615)","(6.0, 10.0, 9.818181818181818)","(26.0, 85.0, 75.26315789473685)"
16-12-2022 15:47:24.173649,"(1.7, 1.92, 1.889090909090909)","(9.0, 14.0, 12.714285714285714)","(19.0, 27.0, 24.8)","(12.0, 28.0, 27.6)","(11.0, 23.0, 22.217391304347828)","(6.0, 7.4, 7.2615384615384615)","(6.0, 10.0, 9.818181818181818)","(26.0, 85.0, 75.26315789473685)"
16-12-2022 15:47:25.156534,"(1.7, 1.92, 1.889090909090909)","(9.0, 14.0, 12.714285714285714)","(19.0, 27.0, 24.8)","(12.0, 28.0, 27.6)","(11.0, 23.0, 22.217391304347828)","(6.0, 7.4, 7.133333333333334)","(6.0, 10.0, 9.818181818181818)","(26.0, 85.0, 75.26315789473685)"
16-12-2022 15:47:26.087415,"(1.7, 1.92, 1.889090909090909)","(9.0, 14.0, 12.833333333333334)","(19.0, 27.0, 24.8)","(12.0, 28.0, 27.6)","(11.0, 23.0, 22.217391304347828)","(6.0, 7.4, 7.133333333333334)","(6.0, 10.0, 9.818181818181818)","(26.0, 85.0, 75.26315789473685)"
16-12-2022 15:47:27.057567,"(1.7, 1.92, 1.8663157894736844)","(9.0, 14.0, 12.714285714285714)","(19.0, 27.0, 24.8)","(12.0, 28.0, 27.6)","(11.0, 23.0, 22.0)","(6.0, 7.4, 7.2615384615384615)","(6.0, 11.0, 10.424)","(26.0, 85.0, 75.26315789473685)"
16-12-2022 15:47:28.026694,"(1.7, 1.92, 1.889090909090909)","(9.0, 13.0, 12.666666666666666)","(19.0, 27.0, 24.8)","(12.0, 28.0, 27.6)","(11.0, 23.0, 22.217391304347828)","(6.0, 7.4, 7.2615384615384615)","(6.0, 10.0, 9.818181818181818)","(26.0, 85.0, 75.26315789473685)"
16-12-2022 15:47:29.008104,"(1.7, 1.92, 1.875925925925926)","(9.0, 13.0, 12.357142857142858)","(19.0, 27.0, 24.8)","(12.0, 29.0, 28.52)","(11.0, 23.0, 22.217391304347828)","(6.0, 7.4, 7.133333333333334)","(6.0, 10.0, 9.818181818181818)","(26.0, 85.0, 75.26315789473685)"
16-12-2022 15:47:29.951923,"(1.7, 1.92, 1.875925925925926)","(9.0, 13.0, 12.666666666666666)","(19.0, 27.0, 24.8)","(12.0, 29.0, 28.11111111111111)","(11.0, 23.0, 22.217391304347828)","(6.0, 7.4, 7.133333333333334)","(6.0, 10.0, 9.818181818181818)","(26.0, 85.0, 75.26315789473685)"
16-12-2022 15:47:30.888506,"(1.7, 1.88, 1.8610526315789475)","(9.0, 13.0, 12.666666666666666)","(19.0, 27.0, 24.8)","(12.0, 29.0, 28.11111111111111)","(11.0, 23.0, 22.217391304347828)","(6.0, 7.4, 7.2615384615384615)","(6.0, 10.0, 10.9)","(26.0, 85.0, 75.26315789473685)"
16-12-2022 15:47:31.862808,"(1.7, 1.88, 1.8425)","(9.0, 14.0, 13.666666666666666)","(19.0, 27.0, 24.8)","(12.0, 29.0, 28.11111111111111)","(11.0, 23.0, 22.217391304347828)","(6.0, 7.4, 7.133333333333334)","(6.0, 11.0, 10.73)","(26.0, 85.0, 75.26315789473685)"
16-12-2022 15:47:32.842458,"(1.7, 1.88, 1.839090909090909)","(9.0, 14.0, 13.818181818181818)","(19.0, 27.0, 24.8)","(12.0, 29.0, 28.11111111111111)","(11.0, 23.0, 22.217391304347828)","(6.0, 7.4, 7.133333333333334)","(6.0, 11.0, 10.73)","(26.0, 85.0, 75.26315789473685)"
16-12-2022 15:47:33.833703,"(1.7, 1.88, 1.841764705882353)","(9.0, 14.0, 13.868421052631579)","(19.0, 27.0, 24.8)","(12.0, 29.0, 28.11111111111111)","(11.0, 23.0, 22.217391304347828)","(6.0, 7.4, 7.133333333333334)","(6.0, 10.0, 9.818181818181818)","(26.0, 85.0, 75.26315789473685)"
16-12-2022 15:47:34.787936,"(1.7, 1.88, 1.841764705882353)","(9.0, 14.0, 13.868421052631579)","(19.0, 27.0, 24.8)","(12.0, 29.0, 28.11111111111111)","(11.0, 23.0, 22.217391304347828)","(6.0, 7.4, 7.2615384615384615)","(6.0, 10.0, 9.818181818181818)","(26.0, 85.0, 75.26315789473685)"
16-12-2022 15:47:35.741849,"(1.7, 1.88, 1.839090909090909)","(9.0, 14.0, 13.891304347826086)","(19.0, 27.0, 24.8)","(12.0, 29.0, 28.11111111111111)","(11.0, 23.0, 22.217391304347828)","(6.0, 7.4, 7.2615384615384615)","(6.0, 10.0, 10.9)","(26.0, 85.0, 75.26315789473685)"
16-12-2022 15:47:36.725522,"(1.7, 1.88, 1.839090909090909)","(9.0, 14.0, 13.875)","(19.0, 27.0, 24.8)","(12.0, 29.0, 28.23076923076923)","(11.0, 23.0, 22.217391304347828)","(6.0, 7.4, 7.133333333333334)","(6.0, 11.0, 10.9)","(26.0, 85.0, 75.26315789473685)"
16-12-2022 15:47:37.741849,"(1.7, 1.88, 1.839090909090909)","(9.0, 14.0, 13.875)","(19.0, 27.0, 24.8)","(12.0, 29.0, 28.23076923076923)","(11.0, 23.0, 22.217391304347828)","(6.0, 7.4, 7.2615384615384615)","(6.0, 11.0, 9.818181818181818)","(26.0, 85.0, 75.26315789473685)"
16-12-2022 15:47:38.688269,"(1.7, 1.88, 1.841764705882353)","(9.0, 14.0, 13.891304347826086)","(19.0, 27.0, 24.8)","(12.0, 29.0, 28.411764705882355)","(11.0, 23.0, 22.217391304347828)","(6.0, 7.4, 7.133333333333334)","(6.0, 10.0, 9.818181818181818)","(26.0, 85.0, 75.26315789473685)"
16-12-2022 15:47:39.650080,"(1.7, 1.88, 1.841764705882353)","(9.0, 14.0, 13.891304347826086)","(19.0, 27.0, 24.8)","(12.0, 29.0, 28.411764705882355)","(11.0, 23.0, 22.217391304347828)","(6.0, 7.4, 7.2615384615384615)","(6.0, 10.0, 9.818181818181818)","(26.0, 85.0, 75.26315789473685)"
16-12-2022 15:47:40.614274,"(1.7, 1.88, 1.841764705882353)","(9.0, 14.0, 13.891304347826086)","(19.0, 27.0, 24.8)","(12.0, 29.0, 28.545454545454547)","(11.0, 23.0, 22.217391304347828)","(6.0, 7.4, 7.133333333333334)","(6.0, 10.0, 10.9)","(26.0, 85.0, 75.26315789473685)"
16-12-2022 15:47:41.556262,"(1.7, 1.88, 1.841764705882353)","(9.0, 14.0, 13.891304347826086)","(19.0, 27.0, 24.8)","(12.0, 29.0, 28.545454545454547)","(11.0, 23.0, 22.217391304347828)","(6.0, 7.4, 7.2615384615384615)","(6.0, 11.0, 10.9)","(26.0, 85.0, 75.26315789473685)"
16-12-2022 15:47:42.576723,"(1.7, 1.88, 1.841764705882353)","(9.0, 14.0, 13.868421052631579)","(19.0, 27.0, 24.870967741935484)","(12.0, 29.0, 28.545454545454547)","(11.0, 23.0, 22.217391304347828)","(6.0, 7.4, 7.2615384615384615)","(6.0, 11.0, 9.818181818181818)","(26.0, 85.0, 75.26315789473685)"
16-12-2022 15:47:43.529814,"(1.7, 1.88, 1.8436363636363637)","(9.0, 14.0, 13.868421052631579)","(19.0, 27.0, 24.870967741935484)","(12.0, 29.0, 28.545454545454547)","(11.0, 23.0, 22.217391304347828)","(6.0, 7.4, 7.133333333333334)","(6.0, 10.0, 9.818181818181818)","(26.0, 85.0, 75.26315789473685)"
16-12-2022 15:47:44.492757,"(1.7, 1.88, 1.8466666666666667)","(9.0, 14.0, 13.868421052631579)","(19.0, 27.0, 24.870967741935484)","(12.0, 29.0, 28.545454545454547)","(11.0, 23.0, 22.217391304347828)","(6.0, 7.4, 7.2615384615384615)","(6.0, 10.0, 9.8125)","(26.0, 85.0, 75.26315789473685)"
16-12-2022 15:47:45.460593,"(1.7, 1.88, 1.8492307692307692)","(9.0, 14.0, 13.071428571428571)","(19.0, 27.0, 24.870967741935484)","(12.0, 29.0, 28.545454545454547)","(11.0, 23.0, 21.22222222222222)","(6.0, 7.4, 7.2615384615384615)","(6.0, 10.0, 9.8125)","(26.0, 85.0, 75.26315789473685)"
16-12-2022 15:47:46.453538,"(1.7, 1.88, 1.8478571428571429)","(9.0, 14.0, 12.951612903225806)","(19.0, 27.0, 24.870967741935484)","(12.0, 29.0, 28.62962962962963)","(11.0, 23.0, 21.857142857142858)","(6.0, 7.4, 7.388235294117647)","(6.0, 10.0, 9.933333333333334)","(26.0, 85.0, 75.26315789473685)"
16-12-2022 15:47:47.476781,"(1.7, 1.87, 1.8575000000000002)","(9.0, 14.0, 12.716216216216216)","(19.0, 27.0, 24.870967741935484)","(12.0, 29.0, 28.545454545454547)","(11.0, 23.0, 21.22222222222222)","(6.0, 7.8, 7.569230769230769)","(6.5, 11.0, 9.785714285714286)","(26.0, 85.0, 75.26315789473685)"
16-12-2022 15:47:48.443502,"(1.7, 1.87, 1.8536363636363637)","(9.0, 12.0, 11.891304347826086)","(19.0, 27.0, 24.870967741935484)","(12.0, 30.0, 28.545454545454547)","(11.0, 23.0, 21.22222222222222)","(6.0, 7.8, 7.890909090909091)","(6.5, 10.0, 9.666666666666666)","(26.0, 85.0, 73.26315789473685)"
