,Paramount Rush,Kahlua And Soda,Up There Millie,Magic Zimba,Destini Fresco,Up There Rocco
16-12-2022 10:55:48.647891,"(3.9, 4.5, 4.093)","(4.6, 6.6, 6.1)","(21.0, 130.0, 123.07692307692308)","(20.0, 75.0, 65.07692307692307)","(15.0, 70.0, 55.0)","(1.6, 1.86, 1.8366666666666667)"
16-12-2022 10:55:49.527831,"(3.9, 4.5, 4.093)","(4.6, 6.6, 6.1)","(21.0, 130.0, 123.07692307692308)","(20.0, 75.0, 65.07692307692307)","(15.0, 70.0, 55.0)","(1.6, 1.86, 1.8473684210526318)"
16-12-2022 10:55:50.378704,"(3.9, 4.5, 4.093)","(4.6, 6.6, 6.1)","(21.0, 130.0, 123.07692307692308)","(20.0, 75.0, 65.78571428571428)","(15.0, 85.0, 45.625)","(1.6, 1.86, 1.8333333333333335)"
16-12-2022 10:55:51.278813,"(3.9, 4.5, 4.093)","(4.6, 6.6, 6.1)","(21.0, 130.0, 123.07692307692308)","(20.0, 75.0, 65.78571428571428)","(15.0, 80.0, 60.0)","(1.6, 1.86, 1.837777777777778)"
16-12-2022 10:55:52.271520,"(3.9, 4.5, 4.093)","(4.6, 6.6, 6.1)","(21.0, 130.0, 123.07692307692308)","(20.0, 75.0, 65.78571428571428)","(15.0, 80.0, 50.0)","(1.6, 1.86, 1.837777777777778)"
16-12-2022 10:55:53.171417,"(3.9, 4.5, 4.093)","(4.6, 6.6, 6.1)","(21.0, 130.0, 123.07692307692308)","(20.0, 75.0, 65.78571428571428)","(15.0, 80.0, 50.0)","(1.6, 1.86, 1.837777777777778)"
16-12-2022 10:55:54.112176,"(3.9, 4.5, 4.093)","(4.6, 6.6, 6.1)","(21.0, 130.0, 123.07692307692308)","(20.0, 75.0, 65.78571428571428)","(15.0, 80.0, 50.0)","(1.6, 1.86, 1.8473684210526318)"
16-12-2022 10:55:54.998589,"(3.9, 4.5, 4.093)","(4.6, 6.6, 6.1)","(21.0, 130.0, 123.07692307692308)","(20.0, 75.0, 65.78571428571428)","(15.0, 80.0, 50.0)","(1.6, 1.86, 1.8473684210526318)"
16-12-2022 10:55:55.885154,"(3.9, 4.5, 4.093)","(4.6, 6.6, 6.1)","(21.0, 130.0, 123.07692307692308)","(20.0, 75.0, 65.78571428571428)","(15.0, 80.0, 50.0)","(1.6, 1.86, 1.8473684210526318)"
16-12-2022 10:55:56.754048,"(3.9, 4.5, 4.093)","(4.6, 6.6, 6.1)","(21.0, 130.0, 123.07692307692308)","(20.0, 75.0, 65.78571428571428)","(15.0, 80.0, 50.0)","(1.6, 1.86, 1.837777777777778)"
16-12-2022 10:55:57.633211,"(3.9, 4.5, 4.093)","(4.6, 6.6, 6.1)","(21.0, 130.0, 123.07692307692308)","(20.0, 75.0, 65.78571428571428)","(15.0, 80.0, 50.0)","(1.6, 1.86, 1.837777777777778)"
16-12-2022 10:55:58.618902,"(3.9, 4.5, 4.093)","(4.6, 6.6, 6.1)","(21.0, 130.0, 86.0)","(20.0, 75.0, 65.78571428571428)","(15.0, 80.0, 50.0)","(1.6, 1.86, 1.837777777777778)"
16-12-2022 10:55:59.586376,"(3.9, 4.5, 4.093)","(4.6, 6.6, 6.1)","(21.0, 130.0, 86.0)","(20.0, 75.0, 65.78571428571428)","(15.0, 80.0, 50.0)","(1.6, 1.86, 1.837777777777778)"
16-12-2022 10:56:00.553397,"(3.9, 4.5, 4.093)","(4.6, 6.6, 6.1)","(21.0, 130.0, 86.0)","(20.0, 75.0, 65.78571428571428)","(15.0, 80.0, 50.0)","(1.6, 1.86, 1.8503030303030303)"
16-12-2022 10:56:01.484575,"(3.9, 4.5, 4.093)","(4.6, 6.6, 6.1)","(21.0, 130.0, 87.0)","(20.0, 75.0, 65.78571428571428)","(15.0, 80.0, 50.0)","(1.6, 1.86, 1.8503030303030303)"
16-12-2022 10:56:02.335981,"(3.9, 4.5, 4.093)","(4.6, 6.6, 6.1)","(21.0, 130.0, 87.0)","(20.0, 75.0, 65.78571428571428)","(15.0, 80.0, 50.0)","(1.6, 1.86, 1.8503030303030303)"
16-12-2022 10:56:03.236457,"(3.9, 4.5, 4.093)","(4.6, 6.6, 6.1)","(21.0, 130.0, 87.0)","(20.0, 75.0, 65.78571428571428)","(15.0, 80.0, 50.0)","(1.6, 1.86, 1.8333333333333335)"
16-12-2022 10:56:04.149788,"(3.9, 4.5, 4.093)","(4.6, 6.6, 6.1)","(21.0, 130.0, 87.0)","(20.0, 75.0, 65.78571428571428)","(15.0, 80.0, 50.0)","(1.6, 1.86, 1.8333333333333335)"
16-12-2022 10:56:05.021633,"(3.9, 4.5, 4.093)","(4.6, 6.6, 6.1)","(21.0, 130.0, 117.71428571428572)","(20.0, 75.0, 65.78571428571428)","(15.0, 80.0, 50.0)","(1.6, 1.86, 1.8333333333333335)"
16-12-2022 10:56:06.000865,"(3.9, 4.5, 4.093)","(4.6, 6.6, 6.1)","(21.0, 130.0, 123.38461538461539)","(20.0, 75.0, 65.78571428571428)","(15.0, 80.0, 50.0)","(1.6, 1.86, 1.8366666666666667)"
16-12-2022 10:56:06.971449,"(3.9, 4.5, 4.093)","(4.6, 6.6, 6.1)","(21.0, 140.0, 132.6153846153846)","(20.0, 75.0, 65.78571428571428)","(15.0, 80.0, 50.0)","(1.6, 1.86, 1.8366666666666667)"
16-12-2022 10:56:07.953233,"(3.9, 4.5, 4.093)","(4.6, 6.6, 6.1)","(21.0, 140.0, 132.6153846153846)","(20.0, 75.0, 65.78571428571428)","(15.0, 80.0, 50.0)","(1.6, 1.86, 1.8366666666666667)"
16-12-2022 10:56:08.855201,"(3.9, 4.5, 4.093)","(4.6, 6.6, 6.1)","(21.0, 140.0, 132.6153846153846)","(20.0, 75.0, 65.78571428571428)","(15.0, 80.0, 50.0)","(1.6, 1.86, 1.8333333333333335)"
16-12-2022 10:56:09.751552,"(3.9, 4.5, 4.093)","(4.8, 6.6, 6.1)","(21.0, 140.0, 132.6153846153846)","(21.0, 75.0, 65.78571428571428)","(16.0, 80.0, 50.0)","(1.6, 1.86, 1.8333333333333335)"
16-12-2022 10:56:10.660574,"(3.9, 4.5, 4.093)","(4.8, 6.6, 6.1)","(21.0, 140.0, 132.6153846153846)","(21.0, 75.0, 65.78571428571428)","(16.0, 80.0, 50.0)","(1.6, 1.86, 1.8333333333333335)"
16-12-2022 10:56:11.581345,"(3.9, 4.5, 4.093)","(4.8, 6.6, 6.1)","(21.0, 140.0, 132.6153846153846)","(21.0, 75.0, 65.78571428571428)","(16.0, 80.0, 50.0)","(1.6, 1.86, 1.8333333333333335)"
16-12-2022 10:56:12.483907,"(3.9, 4.5, 4.093)","(4.8, 6.6, 6.1)","(21.0, 140.0, 132.6153846153846)","(21.0, 75.0, 65.78571428571428)","(16.0, 80.0, 50.0)","(1.6, 1.86, 1.8366666666666667)"
16-12-2022 10:56:13.408161,"(3.9, 4.5, 4.093)","(4.8, 6.6, 6.1)","(21.0, 140.0, 132.6153846153846)","(21.0, 75.0, 65.78571428571428)","(16.0, 80.0, 50.0)","(1.6, 1.86, 1.8366666666666667)"
16-12-2022 10:56:14.403455,"(3.9, 4.5, 4.093)","(4.8, 6.6, 6.1)","(21.0, 140.0, 132.6153846153846)","(21.0, 75.0, 65.78571428571428)","(16.0, 80.0, 50.0)","(1.6, 1.86, 1.8366666666666667)"
16-12-2022 10:56:15.365912,"(3.9, 4.5, 4.093)","(4.8, 6.6, 6.1)","(21.0, 140.0, 132.6153846153846)","(21.0, 75.0, 65.78571428571428)","(16.0, 80.0, 50.0)","(1.6, 1.86, 1.8366666666666667)"
16-12-2022 10:56:16.346379,"(3.9, 4.5, 4.093)","(4.8, 6.6, 6.1)","(21.0, 140.0, 132.6153846153846)","(21.0, 75.0, 65.78571428571428)","(16.0, 80.0, 50.0)","(1.6, 1.86, 1.8366666666666667)"
16-12-2022 10:56:17.280513,"(3.9, 4.5, 4.093)","(4.8, 6.6, 6.1)","(21.0, 140.0, 132.6153846153846)","(21.0, 75.0, 65.78571428571428)","(16.0, 80.0, 50.0)","(1.6, 1.86, 1.8333333333333335)"
16-12-2022 10:56:18.178544,"(3.9, 4.5, 4.093)","(4.8, 6.6, 6.1)","(21.0, 140.0, 132.6153846153846)","(21.0, 75.0, 65.78571428571428)","(16.0, 80.0, 50.0)","(1.6, 1.86, 1.8333333333333335)"
16-12-2022 10:56:19.177360,"(3.9, 4.5, 4.093)","(4.8, 6.6, 6.1)","(21.0, 140.0, 132.6153846153846)","(21.0, 75.0, 65.78571428571428)","(16.0, 80.0, 50.0)","(1.6, 1.86, 1.8333333333333335)"
16-12-2022 10:56:20.125736,"(3.9, 4.5, 4.093)","(4.8, 6.6, 6.1)","(21.0, 140.0, 132.6153846153846)","(21.0, 75.0, 65.78571428571428)","(16.0, 80.0, 50.0)","(1.6, 1.86, 1.8333333333333335)"
16-12-2022 10:56:21.007477,"(3.9, 4.5, 4.093)","(4.8, 6.6, 6.1)","(21.0, 140.0, 93.0)","(21.0, 75.0, 65.78571428571428)","(16.0, 80.0, 50.0)","(1.6, 1.86, 1.8366666666666667)"
16-12-2022 10:56:21.917854,"(3.9, 4.5, 4.093)","(4.8, 6.6, 6.1)","(21.0, 140.0, 93.0)","(21.0, 75.0, 65.78571428571428)","(16.0, 80.0, 50.0)","(1.6, 1.86, 1.8503030303030303)"
16-12-2022 10:56:22.863323,"(3.9, 4.5, 4.093)","(4.8, 6.6, 6.1)","(21.0, 140.0, 93.0)","(21.0, 75.0, 65.78571428571428)","(16.0, 80.0, 50.0)","(1.6, 1.86, 1.828888888888889)"
16-12-2022 10:56:23.816523,"(3.9, 4.4, 4.215909090909091)","(4.8, 6.6, 6.1)","(21.0, 140.0, 93.0)","(21.0, 75.0, 65.78571428571428)","(16.0, 80.0, 50.0)","(1.6, 1.86, 1.84)"
16-12-2022 10:56:24.748579,"(3.9, 4.4, 4.215909090909091)","(4.8, 6.6, 6.1)","(21.0, 140.0, 132.76923076923077)","(21.0, 75.0, 65.78571428571428)","(16.0, 80.0, 50.0)","(1.6, 1.86, 1.84)"
16-12-2022 10:56:25.698935,"(3.9, 4.4, 4.215909090909091)","(4.8, 6.6, 6.1)","(21.0, 140.0, 133.28571428571428)","(21.0, 75.0, 65.78571428571428)","(16.0, 80.0, 50.0)","(1.6, 1.86, 1.84)"
16-12-2022 10:56:26.598671,"(3.9, 4.4, 4.215909090909091)","(4.8, 6.6, 6.1)","(21.0, 140.0, 133.28571428571428)","(21.0, 75.0, 65.78571428571428)","(16.0, 80.0, 50.0)","(1.6, 1.86, 1.84)"
16-12-2022 10:56:27.536718,"(3.9, 4.4, 4.089285714285714)","(4.8, 6.6, 6.1)","(21.0, 140.0, 132.33333333333334)","(21.0, 75.0, 65.78571428571428)","(16.0, 80.0, 50.0)","(1.6, 1.86, 1.84)"
16-12-2022 10:56:28.460121,"(3.9, 4.4, 4.089285714285714)","(4.8, 6.6, 6.1)","(21.0, 140.0, 132.33333333333334)","(21.0, 75.0, 65.78571428571428)","(16.0, 80.0, 50.0)","(1.6, 1.86, 1.84)"
16-12-2022 10:56:29.319054,"(3.9, 4.4, 4.089285714285714)","(4.8, 6.6, 6.1)","(21.0, 140.0, 132.33333333333334)","(21.0, 75.0, 65.78571428571428)","(16.0, 80.0, 50.0)","(1.6, 1.86, 1.84)"
16-12-2022 10:56:30.277602,"(3.9, 4.4, 4.089285714285714)","(4.8, 6.6, 6.1)","(21.0, 140.0, 132.33333333333334)","(21.0, 75.0, 65.78571428571428)","(16.0, 80.0, 50.0)","(1.6, 1.86, 1.84)"
16-12-2022 10:56:31.243528,"(3.9, 4.4, 4.089285714285714)","(4.8, 6.6, 6.1)","(21.0, 140.0, 132.33333333333334)","(21.0, 75.0, 65.78571428571428)","(16.0, 80.0, 50.0)","(1.6, 1.86, 1.84)"
16-12-2022 10:56:32.234702,"(3.9, 4.4, 4.089285714285714)","(4.8, 6.6, 6.1)","(21.0, 140.0, 132.33333333333334)","(21.0, 75.0, 65.78571428571428)","(16.0, 80.0, 50.0)","(1.6, 1.86, 1.837777777777778)"
16-12-2022 10:56:33.204085,"(3.9, 4.4, 4.089285714285714)","(4.8, 6.6, 6.1)","(21.0, 140.0, 132.33333333333334)","(21.0, 75.0, 65.78571428571428)","(16.0, 80.0, 50.0)","(1.6, 1.86, 1.837777777777778)"
16-12-2022 10:56:34.154994,"(3.9, 4.4, 4.089285714285714)","(4.8, 6.6, 6.1)","(21.0, 140.0, 132.33333333333334)","(21.0, 75.0, 65.78571428571428)","(16.0, 80.0, 50.0)","(1.6, 1.86, 1.84)"
16-12-2022 10:56:35.041004,"(3.9, 4.4, 4.089285714285714)","(4.8, 6.6, 6.1)","(21.0, 140.0, 132.33333333333334)","(21.0, 75.0, 65.78571428571428)","(16.0, 80.0, 50.0)","(1.6, 1.86, 1.84)"
16-12-2022 10:56:35.919578,"(3.9, 4.4, 4.089285714285714)","(4.8, 6.6, 6.1)","(21.0, 140.0, 132.33333333333334)","(21.0, 75.0, 65.78571428571428)","(16.0, 80.0, 50.0)","(1.6, 1.86, 1.84)"
16-12-2022 10:56:36.768859,"(3.9, 4.4, 4.089285714285714)","(4.8, 6.6, 6.1)","(21.0, 140.0, 132.33333333333334)","(21.0, 75.0, 65.78571428571428)","(16.0, 80.0, 50.0)","(1.6, 1.86, 1.84)"
16-12-2022 10:56:37.686330,"(3.9, 4.4, 4.089285714285714)","(4.8, 6.6, 6.1)","(21.0, 140.0, 132.33333333333334)","(21.0, 75.0, 65.78571428571428)","(16.0, 80.0, 50.0)","(1.6, 1.86, 1.837777777777778)"
16-12-2022 10:56:38.638936,"(3.9, 4.4, 4.089285714285714)","(4.8, 6.6, 6.054545454545455)","(21.0, 140.0, 132.33333333333334)","(21.0, 75.0, 65.78571428571428)","(16.0, 80.0, 50.0)","(1.6, 1.86, 1.837777777777778)"
16-12-2022 10:56:39.628152,"(3.9, 4.4, 4.089285714285714)","(4.8, 6.6, 6.054545454545455)","(21.0, 140.0, 132.33333333333334)","(21.0, 75.0, 65.78571428571428)","(16.0, 80.0, 50.0)","(1.6, 1.86, 1.837777777777778)"
16-12-2022 10:56:40.529442,"(3.9, 4.4, 4.089285714285714)","(4.8, 6.6, 6.054545454545455)","(21.0, 140.0, 132.33333333333334)","(21.0, 75.0, 65.78571428571428)","(16.0, 80.0, 50.0)","(1.6, 1.86, 1.84)"
16-12-2022 10:56:41.407159,"(3.9, 4.4, 4.089285714285714)","(4.8, 6.6, 6.054545454545455)","(21.0, 140.0, 132.33333333333334)","(21.0, 75.0, 65.78571428571428)","(16.0, 80.0, 50.0)","(1.6, 1.86, 1.84)"
16-12-2022 10:56:42.362888,"(3.9, 4.4, 4.089285714285714)","(4.8, 6.6, 6.054545454545455)","(21.0, 140.0, 95.0)","(21.0, 75.0, 65.78571428571428)","(16.0, 80.0, 50.0)","(1.6, 1.86, 1.837777777777778)"
16-12-2022 10:56:43.254605,"(3.9, 4.4, 4.089285714285714)","(4.8, 6.6, 6.054545454545455)","(21.0, 140.0, 126.85714285714286)","(21.0, 75.0, 65.78571428571428)","(16.0, 80.0, 46.666666666666664)","(1.6, 1.86, 1.837777777777778)"
16-12-2022 10:56:44.145713,"(3.9, 4.4, 4.089285714285714)","(4.8, 6.6, 6.054545454545455)","(21.0, 140.0, 131.63636363636363)","(21.0, 75.0, 61.5625)","(16.0, 80.0, 46.666666666666664)","(1.6, 1.86, 1.837777777777778)"
16-12-2022 10:56:45.012866,"(3.9, 4.4, 4.089285714285714)","(4.8, 6.6, 6.054545454545455)","(21.0, 140.0, 131.63636363636363)","(21.0, 75.0, 61.5625)","(16.0, 80.0, 46.666666666666664)","(1.6, 1.86, 1.837777777777778)"
16-12-2022 10:56:45.933009,"(3.9, 4.4, 4.089285714285714)","(4.8, 6.6, 6.054545454545455)","(21.0, 140.0, 131.63636363636363)","(21.0, 75.0, 61.5625)","(16.0, 80.0, 46.666666666666664)","(1.6, 1.86, 1.8466666666666667)"
16-12-2022 10:56:46.849767,"(3.9, 4.4, 4.089285714285714)","(4.8, 6.6, 6.054545454545455)","(21.0, 140.0, 131.63636363636363)","(21.0, 75.0, 61.5625)","(16.0, 80.0, 46.666666666666664)","(1.6, 1.86, 1.8466666666666667)"
16-12-2022 10:56:47.696035,"(3.9, 4.4, 4.089285714285714)","(4.8, 6.6, 6.054545454545455)","(21.0, 140.0, 131.63636363636363)","(21.0, 75.0, 61.5625)","(16.0, 80.0, 46.666666666666664)","(1.6, 1.86, 1.8466666666666667)"
16-12-2022 10:56:48.624383,"(3.9, 4.4, 4.089285714285714)","(4.8, 6.6, 6.054545454545455)","(21.0, 140.0, 131.63636363636363)","(21.0, 75.0, 59.642857142857146)","(16.0, 80.0, 62.72727272727273)","(1.6, 1.86, 1.8466666666666667)"
16-12-2022 10:56:49.549433,"(3.9, 4.4, 4.089285714285714)","(4.8, 6.6, 6.054545454545455)","(21.0, 140.0, 131.63636363636363)","(21.0, 75.0, 64.25)","(16.0, 80.0, 62.72727272727273)","(1.6, 1.86, 1.8466666666666667)"
16-12-2022 10:56:50.484689,"(3.9, 4.4, 4.089285714285714)","(4.8, 6.6, 6.054545454545455)","(21.0, 140.0, 131.63636363636363)","(21.0, 75.0, 64.25)","(16.0, 80.0, 62.72727272727273)","(1.6, 1.86, 1.8466666666666667)"
16-12-2022 10:56:51.369067,"(3.9, 4.4, 4.089285714285714)","(4.8, 6.6, 6.054545454545455)","(21.0, 140.0, 131.63636363636363)","(21.0, 70.0, 53.375)","(16.0, 80.0, 62.72727272727273)","(1.6, 1.86, 1.8466666666666667)"
16-12-2022 10:56:52.282379,"(3.9, 4.4, 4.089285714285714)","(4.8, 6.6, 6.054545454545455)","(21.0, 140.0, 131.63636363636363)","(21.0, 70.0, 53.375)","(16.0, 80.0, 52.85714285714286)","(1.6, 1.86, 1.8466666666666667)"
16-12-2022 10:56:53.243643,"(3.9, 4.4, 4.089285714285714)","(4.8, 6.6, 6.054545454545455)","(21.0, 140.0, 131.63636363636363)","(21.0, 70.0, 53.375)","(16.0, 80.0, 52.85714285714286)","(1.6, 1.86, 1.8466666666666667)"
16-12-2022 10:56:54.208664,"(3.9, 4.4, 4.089285714285714)","(4.8, 6.6, 6.054545454545455)","(21.0, 140.0, 131.63636363636363)","(21.0, 70.0, 53.375)","(16.0, 80.0, 52.85714285714286)","(1.6, 1.86, 1.8466666666666667)"
16-12-2022 10:56:55.165855,"(3.9, 4.4, 4.089285714285714)","(4.8, 6.6, 6.054545454545455)","(21.0, 140.0, 131.63636363636363)","(21.0, 70.0, 53.375)","(16.0, 80.0, 52.85714285714286)","(1.6, 1.86, 1.8466666666666667)"
16-12-2022 10:56:56.059700,"(3.9, 4.4, 4.089285714285714)","(4.8, 6.6, 6.054545454545455)","(21.0, 140.0, 131.63636363636363)","(21.0, 70.0, 53.375)","(16.0, 80.0, 52.85714285714286)","(1.6, 1.86, 1.8466666666666667)"
16-12-2022 10:56:57.018033,"(3.9, 4.4, 4.089285714285714)","(4.8, 6.6, 6.016666666666667)","(21.0, 140.0, 131.63636363636363)","(21.0, 70.0, 53.375)","(16.0, 80.0, 52.85714285714286)","(1.6, 1.86, 1.8466666666666667)"
16-12-2022 10:56:57.916870,"(3.9, 4.4, 4.089285714285714)","(4.8, 6.6, 6.016666666666667)","(21.0, 140.0, 131.63636363636363)","(21.0, 70.0, 53.375)","(16.0, 80.0, 52.85714285714286)","(1.6, 1.86, 1.8466666666666667)"
16-12-2022 10:56:58.791330,"(3.9, 4.4, 4.089285714285714)","(4.8, 6.6, 6.016666666666667)","(21.0, 140.0, 131.63636363636363)","(21.0, 70.0, 53.375)","(16.0, 80.0, 52.85714285714286)","(1.6, 1.86, 1.8551515151515152)"
16-12-2022 10:56:59.678621,"(3.9, 4.4, 4.089285714285714)","(4.8, 6.6, 6.016666666666667)","(21.0, 140.0, 131.63636363636363)","(21.0, 70.0, 53.375)","(16.0, 80.0, 52.85714285714286)","(1.6, 1.86, 1.8503030303030303)"
16-12-2022 10:57:00.630042,"(3.9, 4.4, 4.089285714285714)","(4.8, 6.6, 6.016666666666667)","(21.0, 140.0, 131.63636363636363)","(21.0, 70.0, 53.375)","(16.0, 80.0, 52.85714285714286)","(1.6, 1.86, 1.845263157894737)"
16-12-2022 10:57:01.616205,"(3.9, 4.4, 4.089285714285714)","(4.8, 6.6, 6.016666666666667)","(21.0, 140.0, 131.63636363636363)","(21.0, 70.0, 53.375)","(16.0, 80.0, 52.85714285714286)","(1.6, 1.86, 1.845263157894737)"
16-12-2022 10:57:02.557814,"(3.9, 4.4, 4.089285714285714)","(4.8, 6.6, 6.016666666666667)","(21.0, 140.0, 131.63636363636363)","(21.0, 70.0, 53.375)","(16.0, 80.0, 52.85714285714286)","(1.6, 1.86, 1.845263157894737)"
16-12-2022 10:57:03.466991,"(3.9, 4.4, 4.089285714285714)","(4.8, 6.6, 6.016666666666667)","(21.0, 140.0, 131.63636363636363)","(21.0, 70.0, 53.375)","(16.0, 80.0, 52.85714285714286)","(1.6, 1.86, 1.845263157894737)"
16-12-2022 10:57:04.405614,"(3.9, 4.4, 4.089285714285714)","(4.8, 6.6, 6.016666666666667)","(21.0, 140.0, 131.63636363636363)","(21.0, 70.0, 53.375)","(16.0, 80.0, 64.0)","(1.6, 1.86, 1.8333333333333335)"
16-12-2022 10:57:05.297809,"(3.9, 4.4, 4.089285714285714)","(4.8, 6.6, 6.016666666666667)","(21.0, 140.0, 131.63636363636363)","(21.0, 70.0, 53.375)","(16.0, 75.0, 64.0)","(1.6, 1.86, 1.8333333333333335)"
16-12-2022 10:57:06.252650,"(3.9, 4.4, 4.089285714285714)","(4.8, 6.6, 6.016666666666667)","(21.0, 140.0, 131.63636363636363)","(21.0, 70.0, 53.375)","(16.0, 75.0, 59.5)","(1.6, 1.86, 1.8333333333333335)"
16-12-2022 10:57:07.124786,"(3.9, 4.4, 4.089285714285714)","(4.8, 6.6, 6.016666666666667)","(21.0, 140.0, 131.63636363636363)","(21.0, 70.0, 53.375)","(16.0, 75.0, 49.166666666666664)","(1.6, 1.86, 1.8333333333333335)"
16-12-2022 10:57:08.049013,"(3.9, 4.4, 4.089285714285714)","(4.8, 6.6, 6.016666666666667)","(21.0, 140.0, 131.63636363636363)","(21.0, 70.0, 53.375)","(16.0, 75.0, 49.166666666666664)","(1.6, 1.86, 1.845263157894737)"
16-12-2022 10:57:09.036366,"(3.9, 4.4, 4.089285714285714)","(4.8, 6.6, 6.016666666666667)","(21.0, 140.0, 131.63636363636363)","(21.0, 70.0, 53.375)","(16.0, 75.0, 49.166666666666664)","(1.6, 1.86, 1.845263157894737)"
16-12-2022 10:57:09.958956,"(3.9, 4.4, 4.089285714285714)","(4.8, 6.6, 6.016666666666667)","(21.0, 140.0, 131.63636363636363)","(21.0, 70.0, 53.375)","(16.0, 75.0, 49.166666666666664)","(1.6, 1.86, 1.845263157894737)"
16-12-2022 10:57:10.894098,"(3.9, 4.4, 4.089285714285714)","(4.8, 6.6, 6.016666666666667)","(21.0, 140.0, 131.63636363636363)","(21.0, 70.0, 53.375)","(16.0, 75.0, 49.166666666666664)","(1.6, 1.86, 1.845263157894737)"
16-12-2022 10:57:11.838419,"(3.9, 4.4, 4.089285714285714)","(4.8, 6.6, 6.016666666666667)","(21.0, 140.0, 131.63636363636363)","(21.0, 70.0, 53.375)","(16.0, 75.0, 49.166666666666664)","(1.6, 1.86, 1.8333333333333335)"
16-12-2022 10:57:12.813187,"(3.9, 4.4, 4.089285714285714)","(4.8, 6.6, 6.016666666666667)","(21.0, 140.0, 131.63636363636363)","(21.0, 70.0, 53.375)","(16.0, 75.0, 49.166666666666664)","(1.6, 1.86, 1.8333333333333335)"
16-12-2022 10:57:13.774573,"(3.9, 4.4, 4.089285714285714)","(4.8, 6.6, 6.016666666666667)","(21.0, 140.0, 131.63636363636363)","(21.0, 70.0, 53.375)","(16.0, 75.0, 49.166666666666664)","(1.6, 1.86, 1.8333333333333335)"
16-12-2022 10:57:14.651450,"(3.9, 4.4, 4.089285714285714)","(4.8, 6.6, 6.016666666666667)","(21.0, 140.0, 131.63636363636363)","(21.0, 70.0, 53.375)","(16.0, 75.0, 49.166666666666664)","(1.6, 1.86, 1.8333333333333335)"
16-12-2022 10:57:15.600105,"(3.9, 4.4, 4.089285714285714)","(4.8, 6.6, 6.016666666666667)","(21.0, 140.0, 131.63636363636363)","(21.0, 70.0, 53.375)","(16.0, 75.0, 49.166666666666664)","(1.6, 1.86, 1.8503030303030303)"
16-12-2022 10:57:16.472657,"(3.9, 4.4, 4.089285714285714)","(4.8, 6.6, 6.016666666666667)","(21.0, 140.0, 128.75)","(21.0, 70.0, 52.0)","(16.0, 75.0, 49.166666666666664)","(1.6, 1.86, 1.8503030303030303)"
16-12-2022 10:57:17.456908,"(3.9, 4.4, 4.089285714285714)","(4.8, 6.6, 6.016666666666667)","(21.0, 140.0, 128.75)","(21.0, 70.0, 52.0)","(16.0, 75.0, 49.166666666666664)","(1.6, 1.86, 1.8446153846153848)"
16-12-2022 10:57:18.374857,"(3.9, 4.4, 4.089285714285714)","(4.8, 6.6, 6.016666666666667)","(21.0, 140.0, 133.0769230769231)","(21.0, 70.0, 55.17647058823529)","(16.0, 75.0, 49.166666666666664)","(1.6, 1.86, 1.82)"
16-12-2022 10:57:19.246105,"(3.9, 4.4, 4.089285714285714)","(4.8, 6.6, 6.016666666666667)","(21.0, 140.0, 133.0769230769231)","(21.0, 70.0, 50.61538461538461)","(16.0, 75.0, 49.166666666666664)","(1.6, 1.85, 1.82)"
16-12-2022 10:57:20.232889,"(3.9, 4.4, 4.089285714285714)","(4.8, 6.6, 6.016666666666667)","(21.0, 140.0, 133.0769230769231)","(21.0, 70.0, 50.61538461538461)","(16.0, 75.0, 49.166666666666664)","(1.6, 1.85, 1.7922222222222222)"
16-12-2022 10:57:21.184611,"(3.9, 4.4, 4.089285714285714)","(4.8, 6.6, 6.016666666666667)","(21.0, 140.0, 133.0769230769231)","(21.0, 70.0, 50.61538461538461)","(16.0, 75.0, 49.166666666666664)","(1.6, 1.85, 1.7922222222222222)"
16-12-2022 10:57:22.093978,"(3.9, 4.4, 4.089285714285714)","(4.8, 6.6, 6.016666666666667)","(21.0, 140.0, 133.0769230769231)","(21.0, 70.0, 50.61538461538461)","(16.0, 75.0, 49.166666666666664)","(1.6, 1.85, 1.7922222222222222)"
16-12-2022 10:57:23.003945,"(3.9, 4.4, 4.089285714285714)","(4.8, 6.6, 6.016666666666667)","(21.0, 140.0, 104.0)","(21.0, 70.0, 50.61538461538461)","(16.0, 75.0, 49.166666666666664)","(1.6, 1.85, 1.80125)"
16-12-2022 10:57:23.925237,"(3.9, 4.4, 4.108108108108109)","(4.8, 6.6, 6.016666666666667)","(21.0, 140.0, 104.0)","(21.0, 70.0, 50.61538461538461)","(16.0, 75.0, 49.166666666666664)","(1.6, 1.85, 1.765294117647059)"
16-12-2022 10:57:24.913155,"(3.9, 4.4, 4.108108108108109)","(4.8, 6.6, 6.016666666666667)","(21.0, 140.0, 104.0)","(21.0, 70.0, 50.61538461538461)","(16.0, 75.0, 49.166666666666664)","(1.6, 1.85, 1.765294117647059)"
16-12-2022 10:57:25.792096,"(3.9, 4.4, 4.108108108108109)","(4.8, 6.6, 6.016666666666667)","(21.0, 140.0, 104.0)","(21.0, 70.0, 50.61538461538461)","(16.0, 75.0, 49.166666666666664)","(1.6, 1.85, 1.765294117647059)"
16-12-2022 10:57:26.674878,"(3.9, 4.4, 4.108108108108109)","(4.8, 6.6, 6.016666666666667)","(21.0, 140.0, 104.0)","(21.0, 70.0, 50.61538461538461)","(16.0, 75.0, 49.166666666666664)","(1.6, 1.85, 1.80125)"
