,Our Girl Socks,Grants Treasure,Gerrys Gift,No Return,Dynamite Swan,Aston Cristiano,Boot A Dream,Lofty
10-01-2023 20:15:50.453559,"(5.5, 5.5, 5.392857142857143)","(31.0, 30.0, 28.823529411764707)","(17.0, 34.0, 31.866666666666667)","(17.0, 32.0, 31.416666666666668)","(2.35, 2.6, 2.5783783783783782)","(4.8, 8.6, 8.399999999999999)","(26.0, 36.0, 30.333333333333332)","(3.4, 6.2, 5.963157894736843)"
10-01-2023 20:15:51.598874,"(5.5, 5.5, 5.392857142857143)","(31.0, 30.0, 28.823529411764707)","(17.0, 34.0, 31.866666666666667)","(17.0, 32.0, 31.416666666666668)","(2.35, 2.58, 2.593170731707317)","(4.8, 8.6, 8.411764705882353)","(26.0, 36.0, 30.75)","(3.4, 6.2, 5.963157894736843)"
10-01-2023 20:15:52.761210,"(5.5, 5.5, 5.392857142857143)","(31.0, 30.0, 28.823529411764707)","(17.0, 34.0, 30.4)","(17.0, 32.0, 31.416666666666668)","(2.35, 2.6, 2.6123076923076924)","(4.8, 8.6, 8.184)","(26.0, 36.0, 30.75)","(3.4, 6.2, 6.004347826086956)"
10-01-2023 20:15:53.936439,"(5.5, 5.5, 5.23)","(31.0, 30.0, 28.823529411764707)","(17.0, 34.0, 30.4)","(17.0, 32.0, 31.416666666666668)","(2.35, 2.64, 2.63)","(4.8, 8.6, 8.184)","(26.0, 36.0, 30.75)","(3.4, 6.2, 5.8545454545454545)"
10-01-2023 20:15:55.050861,"(5.5, 5.5, 5.242857142857143)","(31.0, 30.0, 28.823529411764707)","(17.0, 34.0, 30.4)","(17.0, 32.0, 31.416666666666668)","(2.35, 2.64, 2.63)","(4.8, 8.6, 8.31111111111111)","(26.0, 36.0, 30.75)","(3.4, 6.0, 5.8545454545454545)"
10-01-2023 20:15:56.133568,"(5.5, 5.4, 5.266666666666667)","(31.0, 30.0, 28.823529411764707)","(17.0, 34.0, 30.4)","(17.0, 32.0, 31.416666666666668)","(2.35, 2.64, 2.6271428571428572)","(4.8, 8.6, 8.31111111111111)","(26.0, 36.0, 30.75)","(3.4, 6.0, 5.8545454545454545)"
10-01-2023 20:15:57.199165,"(5.5, 5.3, 5.242857142857143)","(31.0, 30.0, 28.823529411764707)","(17.0, 34.0, 30.4)","(17.0, 32.0, 31.416666666666668)","(2.35, 2.64, 2.626153846153846)","(4.8, 8.6, 8.31111111111111)","(26.0, 36.0, 30.75)","(3.4, 6.0, 5.8545454545454545)"
10-01-2023 20:15:58.346214,"(5.5, 5.3, 5.086666666666667)","(31.0, 30.0, 28.823529411764707)","(17.0, 34.0, 30.4)","(17.0, 32.0, 31.416666666666668)","(2.35, 2.64, 2.626153846153846)","(4.8, 8.6, 8.31111111111111)","(26.0, 36.0, 30.75)","(3.4, 6.0, 5.8545454545454545)"
10-01-2023 20:15:59.519196,"(5.5, 5.3, 5.006666666666667)","(31.0, 30.0, 28.823529411764707)","(17.0, 34.0, 30.4)","(17.0, 32.0, 32.666666666666664)","(2.35, 2.64, 2.697777777777778)","(4.8, 8.6, 8.31111111111111)","(26.0, 36.0, 30.75)","(3.4, 6.0, 5.8545454545454545)"
10-01-2023 20:16:00.737862,"(5.5, 5.2, 5.0200000000000005)","(31.0, 30.0, 28.823529411764707)","(17.0, 34.0, 30.4)","(17.0, 34.0, 32.666666666666664)","(2.35, 2.72, 2.7083333333333335)","(4.8, 8.6, 8.31111111111111)","(26.0, 36.0, 30.75)","(3.4, 6.0, 5.8545454545454545)"
10-01-2023 20:16:01.910876,"(5.5, 5.1, 5.033333333333333)","(31.0, 30.0, 28.823529411764707)","(17.0, 34.0, 30.4)","(17.0, 34.0, 32.73684210526316)","(2.35, 2.72, 2.7533333333333334)","(4.8, 8.6, 7.75)","(26.0, 36.0, 30.75)","(3.4, 6.0, 5.8545454545454545)"
10-01-2023 20:16:03.107998,"(5.5, 5.1, 5.05)","(31.0, 30.0, 28.823529411764707)","(17.0, 34.0, 30.57142857142857)","(17.0, 34.0, 32.26086956521739)","(2.35, 2.78, 2.7300000000000004)","(4.8, 8.0, 7.8)","(26.0, 36.0, 30.75)","(3.4, 6.0, 5.8545454545454545)"
10-01-2023 20:16:04.277202,"(5.5, 5.1, 5.05)","(31.0, 30.0, 28.823529411764707)","(17.0, 34.0, 30.57142857142857)","(17.0, 34.0, 32.26086956521739)","(2.35, 2.74, 2.7300000000000004)","(4.8, 8.0, 7.875)","(26.0, 36.0, 30.75)","(3.4, 6.0, 5.885714285714285)"
10-01-2023 20:16:05.438120,"(5.5, 5.1, 5.05)","(31.0, 30.0, 28.823529411764707)","(17.0, 34.0, 32.31578947368421)","(17.0, 34.0, 32.26086956521739)","(2.35, 2.74, 2.7300000000000004)","(4.8, 8.0, 7.777777777777778)","(26.0, 36.0, 30.75)","(3.4, 6.0, 5.8545454545454545)"
10-01-2023 20:16:06.518674,"(5.5, 5.1, 5.05)","(31.0, 30.0, 28.823529411764707)","(17.0, 34.0, 32.31578947368421)","(17.0, 34.0, 32.26086956521739)","(2.35, 2.74, 2.7300000000000004)","(4.8, 8.0, 7.857142857142857)","(26.0, 36.0, 30.75)","(3.4, 6.0, 5.8545454545454545)"
10-01-2023 20:16:07.658081,"(5.5, 5.1, 5.05)","(31.0, 30.0, 28.823529411764707)","(17.0, 34.0, 32.31578947368421)","(17.0, 34.0, 32.26086956521739)","(2.35, 2.74, 2.7244444444444444)","(4.8, 8.0, 7.866666666666666)","(26.0, 36.0, 30.75)","(3.4, 6.0, 5.8545454545454545)"
10-01-2023 20:16:08.782498,"(5.5, 5.1, 5.05)","(31.0, 30.0, 28.823529411764707)","(17.0, 34.0, 32.31578947368421)","(17.0, 34.0, 32.26086956521739)","(2.35, 2.74, 2.7244444444444444)","(4.8, 8.0, 7.866666666666666)","(26.0, 36.0, 30.75)","(3.4, 6.0, 5.8545454545454545)"
10-01-2023 20:16:09.875778,"(5.5, 5.1, 5.05)","(31.0, 30.0, 28.823529411764707)","(17.0, 34.0, 32.31578947368421)","(17.0, 34.0, 32.26086956521739)","(2.35, 2.74, 2.7219047619047623)","(4.8, 8.0, 7.888888888888888)","(26.0, 36.0, 31.333333333333332)","(3.4, 6.0, 5.936)"
10-01-2023 20:16:10.955163,"(5.5, 5.1, 5.05)","(31.0, 30.0, 28.823529411764707)","(17.0, 34.0, 32.35294117647059)","(17.0, 34.0, 32.26086956521739)","(2.35, 2.74, 2.710769230769231)","(4.8, 8.0, 7.888888888888888)","(26.0, 36.0, 33.09090909090909)","(3.4, 6.0, 5.936)"
10-01-2023 20:16:11.963069,"(5.5, 5.1, 5.05)","(31.0, 30.0, 28.823529411764707)","(17.0, 34.0, 31.846153846153847)","(17.0, 34.0, 32.26086956521739)","(2.35, 2.74, 2.710769230769231)","(4.8, 8.0, 7.888888888888888)","(26.0, 36.0, 33.09090909090909)","(3.4, 6.0, 5.851612903225806)"
10-01-2023 20:16:13.218696,"(5.5, 5.1, 4.976470588235294)","(31.0, 30.0, 28.823529411764707)","(17.0, 34.0, 32.72727272727273)","(17.0, 34.0, 31.941176470588236)","(2.35, 2.74, 2.7014285714285715)","(4.8, 8.0, 7.888888888888888)","(26.0, 36.0, 32.30769230769231)","(3.4, 6.2, 5.906666666666666)"
10-01-2023 20:16:14.251095,"(5.5, 5.1, 4.8999999999999995)","(31.0, 30.0, 28.823529411764707)","(17.0, 34.0, 32.72727272727273)","(17.0, 34.0, 31.941176470588236)","(2.35, 2.74, 2.716756756756757)","(4.8, 8.0, 7.888888888888888)","(26.0, 36.0, 30.46153846153846)","(3.4, 6.2, 5.9750000000000005)"
10-01-2023 20:16:15.337708,"(5.5, 5.1, 4.925)","(31.0, 30.0, 28.823529411764707)","(17.0, 34.0, 32.72727272727273)","(17.0, 34.0, 31.941176470588236)","(2.35, 2.72, 2.716756756756757)","(4.8, 8.0, 7.888888888888888)","(26.0, 36.0, 30.46153846153846)","(3.4, 6.2, 5.9750000000000005)"
10-01-2023 20:16:16.550004,"(5.5, 5.1, 4.925)","(31.0, 30.0, 28.823529411764707)","(17.0, 34.0, 32.72727272727273)","(17.0, 34.0, 31.941176470588236)","(2.35, 2.72, 2.7263636363636365)","(4.8, 8.0, 7.888888888888888)","(26.0, 36.0, 30.46153846153846)","(3.4, 6.2, 6.0)"
10-01-2023 20:16:17.810907,"(5.5, 5.1, 4.925)","(31.0, 30.0, 28.823529411764707)","(17.0, 34.0, 32.72727272727273)","(17.0, 34.0, 31.941176470588236)","(2.35, 2.74, 2.704137931034483)","(4.8, 8.0, 7.866666666666666)","(26.0, 36.0, 30.46153846153846)","(3.4, 6.2, 5.985714285714286)"
10-01-2023 20:16:18.980793,"(5.5, 5.1, 4.8999999999999995)","(31.0, 30.0, 28.823529411764707)","(17.0, 34.0, 32.72727272727273)","(17.0, 34.0, 31.941176470588236)","(2.35, 2.74, 2.704137931034483)","(4.8, 8.0, 7.866666666666666)","(26.0, 36.0, 31.058823529411764)","(3.4, 6.2, 6.075)"
10-01-2023 20:16:20.144641,"(5.5, 5.1, 4.8999999999999995)","(31.0, 30.0, 28.823529411764707)","(17.0, 34.0, 32.72727272727273)","(17.0, 34.0, 31.941176470588236)","(2.35, 2.74, 2.704137931034483)","(4.8, 8.0, 7.866666666666666)","(26.0, 36.0, 31.058823529411764)","(3.4, 6.2, 6.075)"
10-01-2023 20:16:21.166233,"(5.5, 5.1, 4.8999999999999995)","(31.0, 30.0, 28.823529411764707)","(17.0, 34.0, 32.72727272727273)","(17.0, 34.0, 31.941176470588236)","(2.35, 2.74, 2.7048)","(4.8, 8.0, 7.866666666666666)","(26.0, 36.0, 31.058823529411764)","(3.4, 6.2, 6.075)"
10-01-2023 20:16:22.216140,"(4.8, 5.1, 4.8999999999999995)","(26.0, 30.0, 28.823529411764707)","(18.0, 34.0, 32.72727272727273)","(18.0, 34.0, 32.1578947368421)","(2.35, 2.74, 2.7048)","(5.0, 8.0, 7.866666666666666)","(26.0, 36.0, 31.058823529411764)","(3.5, 6.2, 6.075)"
10-01-2023 20:16:23.238679,"(4.8, 5.1, 4.8999999999999995)","(26.0, 30.0, 28.823529411764707)","(18.0, 34.0, 32.72727272727273)","(18.0, 34.0, 32.1578947368421)","(2.35, 2.74, 2.7048)","(5.0, 8.0, 7.866666666666666)","(26.0, 36.0, 29.53846153846154)","(3.5, 6.2, 6.075)"
10-01-2023 20:16:24.244878,"(4.8, 5.1, 4.8999999999999995)","(26.0, 30.0, 28.823529411764707)","(18.0, 34.0, 32.72727272727273)","(18.0, 34.0, 31.5)","(2.35, 2.74, 2.715263157894737)","(5.0, 8.0, 7.888888888888888)","(26.0, 36.0, 29.53846153846154)","(3.5, 6.2, 6.075)"
10-01-2023 20:16:25.280948,"(4.8, 5.1, 4.9799999999999995)","(26.0, 30.0, 28.823529411764707)","(18.0, 34.0, 32.72727272727273)","(18.0, 34.0, 31.857142857142858)","(2.35, 2.72, 2.715263157894737)","(5.0, 8.0, 7.888888888888888)","(26.0, 36.0, 29.53846153846154)","(3.5, 6.2, 6.075)"
10-01-2023 20:16:26.281453,"(4.8, 5.1, 4.9799999999999995)","(26.0, 30.0, 28.823529411764707)","(18.0, 34.0, 32.72727272727273)","(18.0, 34.0, 31.857142857142858)","(2.35, 2.72, 2.715263157894737)","(5.0, 8.0, 7.888888888888888)","(26.0, 36.0, 29.53846153846154)","(3.5, 6.2, 6.075)"
10-01-2023 20:16:27.319399,"(4.8, 5.1, 4.9799999999999995)","(26.0, 30.0, 28.823529411764707)","(18.0, 34.0, 32.72727272727273)","(18.0, 34.0, 31.857142857142858)","(2.35, 2.72, 2.715263157894737)","(5.0, 8.0, 7.861538461538461)","(26.0, 36.0, 29.53846153846154)","(3.5, 6.2, 6.075)"
10-01-2023 20:16:28.337781,"(4.8, 5.1, 4.9799999999999995)","(26.0, 30.0, 28.823529411764707)","(18.0, 34.0, 32.72727272727273)","(18.0, 34.0, 33.45454545454545)","(2.35, 2.72, 2.7121739130434785)","(5.0, 8.0, 7.883333333333333)","(26.0, 36.0, 29.53846153846154)","(3.5, 6.2, 6.075)"
10-01-2023 20:16:29.388032,"(4.8, 5.1, 4.963636363636363)","(26.0, 30.0, 28.823529411764707)","(18.0, 34.0, 32.35294117647059)","(18.0, 34.0, 33.45454545454545)","(2.35, 2.72, 2.6951020408163266)","(5.0, 8.0, 7.859999999999999)","(26.0, 36.0, 29.53846153846154)","(3.5, 6.2, 6.036363636363637)"
10-01-2023 20:16:30.406053,"(4.8, 5.1, 4.963636363636363)","(26.0, 30.0, 28.823529411764707)","(18.0, 34.0, 32.35294117647059)","(18.0, 34.0, 33.45454545454545)","(2.35, 2.7, 2.6939622641509438)","(5.0, 8.0, 7.883333333333333)","(26.0, 36.0, 29.53846153846154)","(3.5, 6.2, 6.036363636363637)"
10-01-2023 20:16:31.464740,"(4.8, 5.1, 4.963636363636363)","(26.0, 30.0, 28.823529411764707)","(18.0, 34.0, 32.35294117647059)","(18.0, 34.0, 33.45454545454545)","(2.35, 2.7, 2.6939622641509438)","(5.0, 8.0, 7.883333333333333)","(26.0, 36.0, 29.53846153846154)","(3.5, 6.2, 6.08)"
10-01-2023 20:16:32.526134,"(4.8, 5.1, 4.96875)","(26.0, 30.0, 28.823529411764707)","(18.0, 34.0, 32.35294117647059)","(18.0, 34.0, 33.45454545454545)","(2.35, 2.7, 2.6939622641509438)","(5.0, 8.0, 7.816666666666666)","(26.0, 36.0, 29.53846153846154)","(3.5, 6.2, 6.08)"
10-01-2023 20:16:33.658719,"(4.8, 5.1, 4.96875)","(26.0, 30.0, 28.823529411764707)","(18.0, 34.0, 31.333333333333332)","(18.0, 34.0, 33.45454545454545)","(2.35, 2.7, 2.696923076923077)","(5.0, 8.0, 7.873684210526315)","(26.0, 36.0, 29.53846153846154)","(3.5, 6.2, 6.147826086956522)"
10-01-2023 20:16:34.785720,"(4.8, 5.0, 4.944444444444445)","(26.0, 30.0, 28.823529411764707)","(18.0, 32.0, 30.61111111111111)","(18.0, 34.0, 33.45454545454545)","(2.35, 2.7, 2.696923076923077)","(5.0, 8.0, 7.895652173913043)","(26.0, 36.0, 29.53846153846154)","(3.5, 6.2, 6.1454545454545455)"
10-01-2023 20:16:35.875063,"(4.8, 5.0, 4.890909090909091)","(26.0, 30.0, 28.823529411764707)","(18.0, 32.0, 30.61111111111111)","(18.0, 34.0, 33.45454545454545)","(2.35, 2.7, 2.696923076923077)","(5.0, 8.0, 7.914285714285714)","(26.0, 36.0, 29.53846153846154)","(3.5, 6.2, 6.162962962962963)"
10-01-2023 20:16:37.163335,"(4.8, 5.0, 4.927272727272727)","(21.0, 30.0, 28.823529411764707)","(18.0, 32.0, 30.61111111111111)","(19.0, 34.0, 33.45454545454545)","(2.35, 2.66, 2.6085714285714285)","(5.0, 8.2, 7.924137931034482)","(26.0, 36.0, 29.53846153846154)","(3.5, 6.4, 6.162962962962963)"
10-01-2023 20:16:38.357091,"(4.8, 5.0, 4.927272727272727)","(21.0, 30.0, 28.823529411764707)","(18.0, 32.0, 30.61111111111111)","(19.0, 34.0, 33.45454545454545)","(2.35, 2.64, 2.6085714285714285)","(5.0, 8.2, 8.149999999999999)","(26.0, 36.0, 29.53846153846154)","(3.5, 6.4, 6.258823529411765)"
10-01-2023 20:16:39.446756,"(4.8, 5.0, 4.927272727272727)","(21.0, 30.0, 28.823529411764707)","(18.0, 32.0, 29.5)","(19.0, 34.0, 33.45454545454545)","(2.35, 2.64, 2.6180000000000003)","(5.0, 8.2, 8.272727272727273)","(26.0, 36.0, 29.53846153846154)","(3.5, 6.4, 6.329411764705883)"
10-01-2023 20:16:40.522064,"(4.8, 5.0, 4.927272727272727)","(21.0, 30.0, 28.823529411764707)","(18.0, 32.0, 30.0)","(19.0, 34.0, 33.45454545454545)","(2.35, 2.64, 2.610810810810811)","(5.0, 8.6, 8.312)","(26.0, 36.0, 29.53846153846154)","(3.5, 6.4, 6.314285714285715)"
10-01-2023 20:16:41.586844,"(4.8, 5.0, 4.927272727272727)","(21.0, 30.0, 28.823529411764707)","(18.0, 32.0, 30.0)","(19.0, 34.0, 33.45454545454545)","(2.35, 2.64, 2.610810810810811)","(5.0, 8.6, 8.312)","(26.0, 36.0, 29.53846153846154)","(3.5, 6.4, 6.314285714285715)"
10-01-2023 20:16:42.656362,"(4.8, 5.0, 4.927272727272727)","(21.0, 30.0, 28.823529411764707)","(18.0, 32.0, 30.0)","(19.0, 34.0, 33.45454545454545)","(2.35, 2.64, 2.610810810810811)","(5.0, 8.6, 8.312)","(26.0, 36.0, 29.53846153846154)","(3.5, 6.4, 6.314285714285715)"
10-01-2023 20:16:43.717776,"(4.8, 5.0, 4.927272727272727)","(21.0, 30.0, 28.823529411764707)","(18.0, 32.0, 30.0)","(19.0, 34.0, 33.45454545454545)","(2.35, 2.64, 2.598181818181818)","(5.0, 8.6, 8.39)","(26.0, 36.0, 29.53846153846154)","(3.5, 6.4, 6.314285714285715)"
10-01-2023 20:16:44.761133,"(4.8, 5.0, 4.9)","(21.0, 30.0, 28.823529411764707)","(18.0, 32.0, 30.88888888888889)","(19.0, 34.0, 33.45454545454545)","(2.35, 2.62, 2.5942857142857143)","(5.0, 8.6, 8.413333333333332)","(26.0, 36.0, 29.53846153846154)","(3.5, 6.4, 6.355555555555556)"
10-01-2023 20:16:45.909475,"(4.8, 5.2, 5.144827586206897)","(21.0, 30.0, 28.823529411764707)","(18.0, 32.0, 30.88888888888889)","(19.0, 34.0, 33.45454545454545)","(2.35, 2.58, 2.5171428571428573)","(5.0, 8.6, 8.514285714285714)","(26.0, 36.0, 29.53846153846154)","(3.5, 6.4, 6.302564102564102)"
10-01-2023 20:16:47.071372,"(4.8, 5.3, 5.171428571428571)","(21.0, 30.0, 28.823529411764707)","(18.0, 32.0, 31.2)","(19.0, 34.0, 33.45454545454545)","(2.35, 2.54, 2.466105263157895)","(5.0, 8.6, 8.514285714285714)","(26.0, 36.0, 29.53846153846154)","(3.5, 6.6, 6.438095238095238)"
10-01-2023 20:16:48.198316,"(4.8, 5.4, 5.294117647058823)","(21.0, 30.0, 28.823529411764707)","(18.0, 32.0, 31.2)","(19.0, 34.0, 33.45454545454545)","(2.35, 2.5, 2.4645652173913044)","(5.0, 8.6, 8.514285714285714)","(26.0, 36.0, 29.53846153846154)","(3.5, 6.6, 6.4941176470588236)"
10-01-2023 20:16:49.318173,"(4.8, 5.3, 5.25)","(21.0, 30.0, 28.823529411764707)","(18.0, 32.0, 31.2)","(19.0, 34.0, 33.45454545454545)","(2.35, 2.5, 2.4357142857142855)","(5.0, 8.6, 8.514285714285714)","(26.0, 36.0, 29.53846153846154)","(3.5, 6.6, 6.585714285714285)"
10-01-2023 20:16:50.416739,"(4.8, 5.3, 5.23)","(21.0, 30.0, 28.823529411764707)","(18.0, 32.0, 31.2)","(19.0, 34.0, 33.45454545454545)","(2.35, 2.46, 2.4010526315789473)","(5.0, 8.6, 8.514285714285714)","(26.0, 36.0, 29.53846153846154)","(3.5, 6.6, 6.7)"
10-01-2023 20:16:51.513597,"(4.8, 5.4, 5.2875000000000005)","(21.0, 30.0, 28.823529411764707)","(18.0, 32.0, 31.2)","(19.0, 34.0, 33.45454545454545)","(2.35, 2.42, 2.393103448275862)","(5.0, 8.6, 8.514285714285714)","(26.0, 36.0, 29.53846153846154)","(3.5, 6.8, 6.7)"
10-01-2023 20:16:52.573991,"(4.8, 5.4, 5.327272727272727)","(21.0, 30.0, 28.823529411764707)","(18.0, 32.0, 31.2)","(19.0, 34.0, 33.45454545454545)","(2.35, 2.44, 2.394285714285714)","(5.0, 8.6, 8.514285714285714)","(26.0, 36.0, 29.53846153846154)","(3.5, 6.8, 6.71304347826087)"
10-01-2023 20:16:53.655738,"(4.8, 5.4, 5.327272727272727)","(21.0, 30.0, 28.823529411764707)","(18.0, 32.0, 31.2)","(19.0, 34.0, 33.45454545454545)","(2.35, 2.42, 2.394285714285714)","(5.0, 8.6, 8.514285714285714)","(26.0, 36.0, 29.53846153846154)","(3.5, 6.8, 6.7555555555555555)"
10-01-2023 20:16:54.773893,"(4.8, 5.4, 5.327272727272727)","(21.0, 30.0, 28.823529411764707)","(18.0, 32.0, 31.2)","(19.0, 34.0, 33.45454545454545)","(2.35, 2.42, 2.384)","(5.0, 8.6, 8.514285714285714)","(26.0, 36.0, 29.53846153846154)","(3.5, 6.8, 6.7555555555555555)"
10-01-2023 20:16:55.935455,"(4.8, 5.4, 5.327272727272727)","(21.0, 30.0, 28.823529411764707)","(18.0, 32.0, 31.2)","(19.0, 34.0, 33.45454545454545)","(2.35, 2.4, 2.3499999999999996)","(5.0, 8.6, 8.666666666666666)","(26.0, 36.0, 29.53846153846154)","(3.5, 6.8, 6.7555555555555555)"
10-01-2023 20:16:57.075607,"(4.8, 5.6, 5.364705882352941)","(21.0, 30.0, 28.823529411764707)","(18.0, 32.0, 31.2)","(19.0, 34.0, 33.45454545454545)","(2.35, 2.38, 2.3435294117647056)","(5.0, 8.8, 8.719999999999999)","(26.0, 36.0, 29.53846153846154)","(3.5, 6.8, 6.8533333333333335)"
10-01-2023 20:16:58.161139,"(4.8, 5.6, 5.431578947368421)","(21.0, 30.0, 28.823529411764707)","(18.0, 32.0, 31.2)","(19.0, 34.0, 33.45454545454545)","(2.35, 2.36, 2.328)","(5.0, 9.2, 8.799999999999999)","(26.0, 36.0, 29.53846153846154)","(3.5, 7.0, 6.904)"
10-01-2023 20:16:59.203453,"(4.8, 5.6, 5.52)","(21.0, 34.0, 33.609756097560975)","(18.0, 32.0, 31.2)","(19.0, 34.0, 33.45454545454545)","(2.35, 2.34, 2.316)","(5.0, 9.2, 8.799999999999999)","(26.0, 36.0, 29.53846153846154)","(3.5, 7.0, 6.871428571428571)"
10-01-2023 20:17:00.266170,"(4.8, 5.6, 5.536842105263157)","(21.0, 34.0, 33.609756097560975)","(18.0, 32.0, 31.2)","(19.0, 34.0, 33.45454545454545)","(2.35, 2.32, 2.3)","(5.0, 9.2, 8.9)","(26.0, 36.0, 29.53846153846154)","(3.5, 7.0, 6.871428571428571)"
10-01-2023 20:17:01.441563,"(4.8, 5.6, 5.5249999999999995)","(21.0, 34.0, 33.609756097560975)","(18.0, 32.0, 31.2)","(19.0, 34.0, 33.6)","(2.35, 2.32, 2.2941176470588234)","(5.0, 9.2, 9.08)","(26.0, 36.0, 30.857142857142858)","(3.5, 7.0, 6.7727272727272725)"
10-01-2023 20:17:02.468287,"(4.8, 5.6, 5.54)","(21.0, 34.0, 33.627906976744185)","(18.0, 32.0, 31.36842105263158)","(19.0, 34.0, 33.6)","(2.35, 2.32, 2.2989473684210524)","(5.0, 9.2, 9.133333333333333)","(26.0, 36.0, 33.05263157894737)","(3.5, 6.8, 6.590909090909091)"
10-01-2023 20:17:03.569575,"(4.8, 5.6, 5.5285714285714285)","(21.0, 34.0, 33.627906976744185)","(18.0, 32.0, 31.2)","(19.0, 34.0, 33.6)","(2.35, 2.34, 2.306)","(5.0, 9.4, 9.163636363636364)","(26.0, 36.0, 33.565217391304344)","(3.5, 6.6, 6.670967741935484)"
10-01-2023 20:17:04.574147,"(4.8, 5.6, 5.516666666666667)","(21.0, 34.0, 33.627906976744185)","(18.0, 32.0, 31.2)","(19.0, 34.0, 33.6)","(2.35, 2.32, 2.30375)","(5.0, 9.6, 9.375)","(26.0, 36.0, 33.565217391304344)","(3.5, 6.8, 6.723076923076923)"
10-01-2023 20:17:05.614347,"(4.8, 5.6, 5.5285714285714285)","(21.0, 34.0, 33.627906976744185)","(18.0, 32.0, 31.555555555555557)","(19.0, 34.0, 33.6)","(2.35, 2.32, 2.2712499999999998)","(5.0, 9.4, 9.375)","(26.0, 36.0, 33.565217391304344)","(3.5, 6.8, 6.731034482758621)"
10-01-2023 20:17:06.697826,"(4.8, 5.6, 5.488888888888889)","(21.0, 34.0, 33.627906976744185)","(18.0, 34.0, 33.333333333333336)","(19.0, 34.0, 33.6)","(2.35, 2.32, 2.315652173913043)","(5.0, 9.4, 9.375)","(26.0, 36.0, 32.888888888888886)","(3.5, 6.8, 6.731034482758621)"
10-01-2023 20:17:07.814344,"(4.8, 5.6, 5.5285714285714285)","(21.0, 34.0, 33.627906976744185)","(18.0, 34.0, 32.36363636363636)","(19.0, 34.0, 33.6)","(2.35, 2.36, 2.3136363636363635)","(5.0, 9.4, 9.36923076923077)","(26.0, 36.0, 32.18181818181818)","(3.5, 6.8, 6.731034482758621)"
10-01-2023 20:17:08.872463,"(4.8, 5.6, 5.509090909090909)","(21.0, 34.0, 33.627906976744185)","(18.0, 34.0, 32.36363636363636)","(19.0, 34.0, 33.6)","(2.35, 2.36, 2.33)","(5.0, 9.4, 9.436363636363637)","(26.0, 36.0, 32.18181818181818)","(3.5, 6.8, 6.742857142857143)"
10-01-2023 20:17:09.896199,"(4.8, 5.6, 5.433333333333334)","(21.0, 34.0, 33.627906976744185)","(18.0, 34.0, 32.57142857142857)","(19.0, 34.0, 33.6)","(2.35, 2.36, 2.361333333333333)","(5.0, 9.8, 9.533333333333333)","(26.0, 36.0, 32.18181818181818)","(3.5, 6.8, 6.690909090909091)"
10-01-2023 20:17:10.897076,"(4.8, 5.6, 5.433333333333334)","(21.0, 34.0, 33.627906976744185)","(18.0, 34.0, 33.333333333333336)","(19.0, 34.0, 33.6)","(2.35, 2.38, 2.3766153846153846)","(5.0, 9.8, 9.533333333333333)","(26.0, 36.0, 32.18181818181818)","(3.5, 6.8, 6.742857142857143)"
10-01-2023 20:17:11.957395,"(4.8, 5.6, 5.433333333333334)","(21.0, 34.0, 33.54545454545455)","(18.0, 34.0, 33.333333333333336)","(19.0, 34.0, 33.6)","(2.35, 2.38, 2.3732307692307693)","(5.0, 9.8, 9.457142857142857)","(26.0, 36.0, 32.18181818181818)","(3.5, 6.8, 6.742857142857143)"
10-01-2023 20:17:13.029987,"(4.8, 5.6, 5.433333333333334)","(21.0, 34.0, 33.54545454545455)","(18.0, 34.0, 32.57142857142857)","(19.0, 34.0, 33.6)","(2.35, 2.38, 2.365333333333333)","(5.0, 9.8, 9.457142857142857)","(26.0, 36.0, 32.18181818181818)","(3.5, 6.8, 6.690909090909091)"
10-01-2023 20:17:14.120187,"(4.8, 5.6, 5.433333333333334)","(21.0, 34.0, 33.54545454545455)","(18.0, 29.0, 28.941176470588236)","(19.0, 34.0, 33.6)","(2.35, 2.38, 2.3723809523809525)","(5.0, 9.8, 9.457142857142857)","(26.0, 36.0, 32.18181818181818)","(3.5, 6.8, 6.742857142857143)"
10-01-2023 20:17:15.127263,"(4.8, 5.5, 5.421052631578948)","(21.0, 34.0, 33.54545454545455)","(18.0, 34.0, 33.4)","(19.0, 34.0, 33.6)","(2.35, 2.38, 2.3739999999999997)","(5.0, 9.8, 9.4625)","(26.0, 36.0, 32.888888888888886)","(3.5, 6.8, 6.742857142857143)"
10-01-2023 20:17:16.155339,"(4.8, 5.5, 5.382608695652174)","(21.0, 34.0, 33.54545454545455)","(18.0, 34.0, 33.4)","(19.0, 34.0, 33.6)","(2.35, 2.38, 2.375384615384615)","(5.0, 9.8, 9.309090909090909)","(26.0, 36.0, 32.888888888888886)","(3.5, 6.8, 6.690909090909091)"
10-01-2023 20:17:17.096854,"(4.8, 5.5, 5.361538461538462)","(21.0, 34.0, 33.627906976744185)","(18.0, 34.0, 33.4)","(19.0, 34.0, 33.6)","(2.35, 2.38, 2.375384615384615)","(5.0, 9.8, 9.309090909090909)","(26.0, 36.0, 32.18181818181818)","(3.5, 6.8, 6.742857142857143)"
