,Market Mate,Bring Me Roses,Max Inferno,Trip Me Up,Akuna Street,Mystical Skye,Gunai Redeemer,Mini Mango
12-01-2023 08:19:08.627271,"(6.0, 7.2, 7.0)","(3.5, 4.9, 4.785714285714286)","(10.0, 13.5, 13.01388888888889)","(81.0, 380.0, 290.0)","(11.0, 23.0, 21.6875)","(10.0, 14.5, 13.58)","(3.0, 3.2, 3.1291666666666664)","(5.0, 8.0, 7.7)"
12-01-2023 08:19:09.898217,"(6.0, 7.2, 7.0)","(3.5, 4.9, 4.785714285714286)","(10.0, 13.5, 13.01388888888889)","(81.0, 380.0, 290.0)","(11.0, 22.0, 21.25)","(10.0, 14.5, 13.58)","(3.0, 3.15, 3.1291666666666664)","(5.0, 8.0, 7.7)"
12-01-2023 08:19:11.227219,"(6.0, 7.2, 7.0)","(3.5, 4.9, 4.785714285714286)","(10.0, 13.5, 13.01388888888889)","(81.0, 380.0, 290.0)","(11.0, 22.0, 21.25)","(10.0, 14.5, 13.58)","(3.0, 3.15, 3.1291666666666664)","(5.0, 8.0, 7.7)"
12-01-2023 08:19:12.564222,"(6.0, 7.2, 7.0)","(3.5, 4.9, 4.785714285714286)","(10.0, 13.5, 13.01388888888889)","(81.0, 380.0, 290.0)","(11.0, 22.0, 20.5)","(10.0, 14.5, 13.58)","(3.0, 3.15, 3.1291666666666664)","(5.0, 8.0, 7.7)"
12-01-2023 08:19:13.861708,"(6.0, 7.2, 7.0)","(3.6, 4.9, 4.785714285714286)","(10.0, 13.5, 12.686046511627907)","(81.0, 380.0, 290.0)","(12.0, 22.0, 20.5)","(10.0, 14.5, 13.58)","(2.8, 3.15, 3.1194444444444445)","(5.0, 8.0, 7.7)"
12-01-2023 08:19:15.099587,"(6.0, 7.2, 6.699999999999999)","(3.6, 4.9, 4.785714285714286)","(10.0, 13.5, 12.686046511627907)","(81.0, 380.0, 290.0)","(12.0, 22.0, 21.181818181818183)","(10.0, 14.5, 13.58)","(2.8, 3.2, 3.1194444444444445)","(5.0, 8.0, 7.7)"
12-01-2023 08:19:16.313575,"(6.0, 7.2, 6.699999999999999)","(3.6, 4.9, 4.75)","(10.0, 13.5, 12.686046511627907)","(81.0, 380.0, 290.0)","(12.0, 22.0, 21.4375)","(10.0, 14.5, 13.58)","(2.8, 3.2, 3.125)","(5.0, 8.0, 7.7)"
12-01-2023 08:19:17.430237,"(6.0, 7.2, 7.0)","(3.6, 4.9, 4.75)","(10.0, 13.5, 12.686046511627907)","(81.0, 380.0, 290.0)","(12.0, 22.0, 21.4375)","(10.0, 14.5, 13.58)","(2.8, 3.15, 3.125)","(5.0, 8.0, 7.9)"
12-01-2023 08:19:18.985686,"(6.0, 7.2, 7.133333333333334)","(3.6, 4.9, 4.75)","(10.0, 13.5, 12.686046511627907)","(81.0, 380.0, 290.0)","(12.0, 22.0, 21.4375)","(10.0, 14.5, 13.58)","(2.8, 3.15, 3.126923076923077)","(5.0, 8.2, 7.699999999999999)"
12-01-2023 08:19:20.351367,"(6.0, 7.2, 7.15)","(3.6, 4.9, 4.66)","(10.0, 13.5, 12.686046511627907)","(81.0, 380.0, 290.0)","(12.0, 22.0, 21.4375)","(10.0, 14.5, 13.58)","(2.8, 3.15, 3.126923076923077)","(5.0, 8.2, 7.699999999999999)"
12-01-2023 08:19:21.640762,"(6.0, 7.2, 7.066666666666666)","(3.6, 4.9, 4.66)","(10.0, 13.5, 12.686046511627907)","(81.0, 380.0, 290.0)","(12.0, 22.0, 21.4375)","(10.0, 14.5, 13.58)","(2.8, 3.15, 3.14375)","(5.0, 8.2, 7.699999999999999)"
12-01-2023 08:19:23.022062,"(6.0, 7.2, 7.066666666666666)","(3.6, 4.9, 4.66)","(10.0, 13.5, 12.6)","(81.0, 380.0, 290.0)","(12.0, 22.0, 21.4375)","(10.0, 14.5, 13.58)","(2.8, 3.15, 3.1205882352941177)","(5.0, 8.2, 7.699999999999999)"
12-01-2023 08:19:24.382907,"(6.0, 7.2, 7.066666666666666)","(3.6, 4.9, 4.66)","(10.0, 13.0, 12.214285714285714)","(81.0, 380.0, 290.0)","(12.0, 22.0, 21.4375)","(10.0, 14.5, 13.58)","(2.8, 3.2, 3.1205882352941177)","(5.0, 8.2, 7.699999999999999)"
12-01-2023 08:19:25.696072,"(6.0, 7.2, 7.066666666666666)","(3.6, 4.9, 4.66)","(10.0, 12.5, 12.357142857142858)","(81.0, 380.0, 245.0)","(12.0, 22.0, 21.4375)","(10.0, 14.5, 13.58)","(2.8, 3.2, 3.1291666666666664)","(5.0, 8.2, 7.699999999999999)"
12-01-2023 08:19:27.052523,"(6.0, 7.2, 7.166666666666667)","(3.6, 4.9, 4.66)","(10.0, 12.5, 11.555555555555555)","(81.0, 380.0, 245.0)","(12.0, 22.0, 21.4375)","(10.0, 14.5, 13.58)","(2.8, 3.15, 3.1291666666666664)","(5.0, 8.2, 7.699999999999999)"
12-01-2023 08:19:28.414562,"(6.0, 7.2, 7.166666666666667)","(3.6, 4.9, 4.7)","(10.0, 12.0, 11.555555555555555)","(81.0, 380.0, 245.0)","(12.0, 22.0, 21.4375)","(10.0, 14.5, 13.58)","(2.8, 3.15, 3.1233333333333335)","(5.0, 8.2, 7.699999999999999)"
12-01-2023 08:19:29.686863,"(6.0, 7.2, 7.166666666666667)","(3.6, 4.9, 4.66)","(10.0, 12.0, 11.555555555555555)","(81.0, 380.0, 245.0)","(12.0, 22.0, 21.4375)","(10.0, 14.5, 13.58)","(2.8, 3.2, 3.14)","(5.0, 8.2, 7.699999999999999)"
12-01-2023 08:19:30.946241,"(6.0, 7.2, 7.166666666666667)","(3.6, 4.9, 4.66)","(10.0, 12.0, 11.692307692307692)","(81.0, 380.0, 245.0)","(12.0, 22.0, 21.4375)","(10.0, 14.5, 13.54)","(2.8, 3.25, 3.169767441860465)","(5.0, 8.2, 7.699999999999999)"
12-01-2023 08:19:32.203511,"(6.0, 7.2, 7.066666666666666)","(3.6, 4.9, 4.66)","(10.0, 12.0, 11.272727272727273)","(81.0, 380.0, 245.0)","(12.0, 22.0, 21.470588235294116)","(10.0, 14.5, 13.54)","(2.8, 3.3, 3.169767441860465)","(5.0, 8.2, 7.699999999999999)"
12-01-2023 08:19:33.675703,"(6.0, 7.2, 7.0)","(3.6, 4.9, 4.6)","(10.0, 12.0, 11.294117647058824)","(81.0, 380.0, 245.0)","(12.0, 22.0, 23.4)","(10.0, 14.5, 13.54)","(2.8, 3.3, 3.181818181818182)","(5.0, 8.2, 7.699999999999999)"
12-01-2023 08:19:34.887160,"(6.0, 7.2, 7.166666666666667)","(3.6, 4.9, 4.6)","(10.0, 12.0, 11.294117647058824)","(81.0, 380.0, 245.0)","(12.0, 24.0, 22.636363636363637)","(10.0, 14.5, 13.54)","(2.8, 3.2, 3.1750000000000003)","(5.0, 8.2, 7.7124999999999995)"
12-01-2023 08:19:36.112786,"(6.0, 7.2, 7.166666666666667)","(3.6, 4.8, 4.7)","(10.0, 12.0, 11.294117647058824)","(81.0, 380.0, 245.0)","(12.0, 24.0, 22.636363636363637)","(10.0, 14.5, 13.54)","(2.8, 3.2, 3.1750000000000003)","(5.0, 8.2, 7.7124999999999995)"
12-01-2023 08:19:37.343604,"(6.0, 7.2, 7.166666666666667)","(3.6, 4.8, 4.7823529411764705)","(10.0, 12.0, 11.294117647058824)","(81.0, 380.0, 245.0)","(12.0, 24.0, 23.6)","(10.0, 14.5, 13.54)","(2.8, 3.2, 3.1750000000000003)","(5.0, 8.2, 7.7124999999999995)"
12-01-2023 08:19:38.697113,"(6.0, 7.2, 7.166666666666667)","(3.6, 4.8, 4.728571428571429)","(10.0, 12.0, 11.2)","(81.0, 380.0, 245.0)","(12.0, 24.0, 23.6)","(10.0, 14.5, 13.6)","(2.8, 3.2, 3.1714285714285717)","(5.0, 8.2, 7.68)"
12-01-2023 08:19:39.907918,"(6.0, 7.2, 7.166666666666667)","(3.6, 4.8, 4.728571428571429)","(10.0, 12.0, 11.2)","(81.0, 380.0, 245.0)","(12.0, 24.0, 23.379310344827587)","(10.0, 14.0, 13.6)","(2.8, 3.2, 3.1483870967741936)","(5.0, 8.2, 7.68)"
12-01-2023 08:19:41.094884,"(6.0, 7.2, 7.08)","(3.6, 4.8, 4.728571428571429)","(10.0, 12.0, 11.2)","(81.0, 380.0, 245.0)","(12.0, 24.0, 23.4375)","(10.0, 14.0, 13.6)","(2.8, 3.25, 3.1625)","(5.5, 8.2, 7.68)"
12-01-2023 08:19:42.416265,"(6.0, 7.2, 7.08)","(3.6, 4.8, 4.7318181818181815)","(10.0, 12.0, 11.225806451612904)","(81.0, 380.0, 245.0)","(12.0, 24.0, 23.454545454545453)","(10.0, 14.0, 13.6)","(2.8, 3.25, 3.175)","(5.5, 8.2, 7.68)"
12-01-2023 08:19:43.734994,"(6.0, 7.2, 7.166666666666667)","(3.6, 4.8, 4.688888888888889)","(10.0, 12.0, 11.225806451612904)","(81.0, 380.0, 245.0)","(13.0, 24.0, 23.454545454545453)","(10.0, 14.0, 13.6)","(2.8, 3.2, 3.18)","(5.5, 8.2, 7.68)"
12-01-2023 08:19:45.007300,"(6.0, 7.2, 7.166666666666667)","(3.6, 4.8, 4.706896551724138)","(10.0, 12.0, 11.225806451612904)","(81.0, 380.0, 245.0)","(13.0, 24.0, 23.454545454545453)","(10.0, 14.0, 13.6)","(2.8, 3.2, 3.18)","(5.5, 8.2, 7.68)"
12-01-2023 08:19:46.441703,"(6.0, 7.2, 7.166666666666667)","(3.6, 4.8, 4.652173913043478)","(10.0, 12.0, 11.35)","(81.0, 380.0, 245.0)","(13.0, 24.0, 23.454545454545453)","(10.0, 14.0, 13.6)","(2.8, 3.2, 3.18)","(5.5, 8.2, 7.68)"
12-01-2023 08:19:47.864990,"(6.0, 7.2, 7.166666666666667)","(3.6, 4.9, 4.714285714285714)","(10.0, 11.5, 11.175)","(81.0, 380.0, 245.0)","(13.0, 24.0, 23.454545454545453)","(10.0, 14.0, 13.6)","(2.8, 3.2, 3.18)","(5.5, 8.2, 7.68)"
12-01-2023 08:19:49.310463,"(6.0, 7.2, 7.166666666666667)","(3.6, 4.9, 4.705)","(10.0, 11.5, 10.642857142857142)","(81.0, 380.0, 245.0)","(13.0, 24.0, 23.454545454545453)","(10.0, 14.0, 13.6)","(2.8, 3.2, 3.1625)","(5.5, 8.2, 7.68)"
12-01-2023 08:19:51.061524,"(6.0, 7.2, 7.1)","(3.6, 4.9, 4.74)","(10.0, 11.5, 10.8)","(81.0, 380.0, 245.0)","(13.0, 24.0, 23.454545454545453)","(10.0, 14.0, 13.6)","(2.8, 3.25, 3.18125)","(5.5, 8.2, 7.68)"
12-01-2023 08:19:52.647734,"(6.0, 7.4, 7.333333333333334)","(3.6, 4.9, 4.714285714285714)","(10.0, 11.0, 10.833333333333334)","(81.0, 380.0, 245.0)","(13.0, 24.0, 23.454545454545453)","(10.0, 14.0, 13.6)","(2.8, 3.2, 3.185714285714286)","(5.5, 8.2, 7.68)"
12-01-2023 08:19:54.035983,"(6.0, 7.4, 7.342857142857143)","(3.6, 4.9, 4.714285714285714)","(10.0, 11.0, 10.833333333333334)","(81.0, 380.0, 245.0)","(13.0, 24.0, 23.454545454545453)","(10.0, 14.0, 13.6)","(2.8, 3.2, 3.185714285714286)","(5.5, 8.2, 7.68)"
12-01-2023 08:19:55.336759,"(6.0, 7.4, 7.342857142857143)","(3.6, 4.9, 4.76)","(10.0, 11.0, 10.583333333333334)","(81.0, 380.0, 245.0)","(13.0, 24.0, 23.454545454545453)","(10.0, 14.0, 13.6)","(2.8, 3.2, 3.1666666666666665)","(5.5, 8.2, 7.68)"
12-01-2023 08:19:56.559889,"(6.0, 7.4, 7.342857142857143)","(3.6, 4.9, 4.76)","(10.0, 11.0, 10.565217391304348)","(81.0, 380.0, 245.0)","(13.0, 24.0, 23.454545454545453)","(10.0, 14.0, 13.6)","(2.8, 3.2, 3.1483870967741936)","(5.5, 8.2, 7.68)"
12-01-2023 08:19:57.848682,"(6.0, 7.4, 7.36842105263158)","(3.6, 4.9, 4.76)","(10.0, 11.0, 10.565217391304348)","(81.0, 380.0, 245.0)","(13.0, 24.0, 23.454545454545453)","(10.0, 14.0, 13.6)","(2.8, 3.25, 3.172727272727273)","(5.5, 8.2, 7.68)"
12-01-2023 08:19:59.307205,"(6.0, 7.4, 7.325)","(3.6, 4.9, 4.81219512195122)","(10.0, 11.0, 10.565217391304348)","(81.0, 380.0, 245.0)","(13.0, 24.0, 23.454545454545453)","(10.0, 14.0, 13.6)","(2.8, 3.25, 3.21875)","(5.5, 8.2, 7.68)"
12-01-2023 08:20:00.625410,"(6.0, 7.4, 7.366666666666667)","(3.6, 4.9, 4.752631578947368)","(10.0, 11.0, 10.565217391304348)","(81.0, 380.0, 245.0)","(13.0, 24.0, 23.454545454545453)","(10.0, 14.0, 13.6)","(2.8, 3.25, 3.183333333333333)","(5.5, 8.2, 7.68)"
12-01-2023 08:20:02.005420,"(6.0, 7.4, 7.366666666666667)","(3.6, 4.9, 4.766666666666667)","(10.0, 11.0, 10.565217391304348)","(81.0, 380.0, 245.0)","(13.0, 24.0, 23.454545454545453)","(10.0, 14.0, 13.6)","(2.8, 3.25, 3.183333333333333)","(5.5, 8.2, 7.68)"
12-01-2023 08:20:03.351942,"(6.0, 7.4, 7.366666666666667)","(3.6, 4.9, 4.766666666666667)","(10.0, 11.0, 10.565217391304348)","(81.0, 380.0, 245.0)","(13.0, 24.0, 23.333333333333332)","(10.0, 14.0, 13.6)","(2.8, 3.25, 3.1777777777777776)","(5.5, 8.2, 7.666666666666666)"
12-01-2023 08:20:04.690829,"(6.0, 7.4, 7.366666666666667)","(3.6, 4.9, 4.766666666666667)","(10.0, 11.0, 10.565217391304348)","(81.0, 380.0, 245.0)","(13.0, 24.0, 23.333333333333332)","(10.0, 14.0, 13.6)","(2.8, 3.3, 3.274489795918367)","(5.5, 8.2, 7.666666666666666)"
12-01-2023 08:20:05.996946,"(6.0, 7.8, 7.08421052631579)","(3.6, 4.8, 4.693333333333333)","(10.0, 11.0, 10.565217391304348)","(81.0, 380.0, 245.0)","(13.0, 24.0, 23.333333333333332)","(10.0, 14.0, 13.6)","(2.8, 3.3, 3.274489795918367)","(5.5, 8.2, 7.635294117647058)"
12-01-2023 08:20:07.397073,"(6.0, 7.6, 7.12)","(3.6, 4.8, 4.693333333333333)","(10.0, 11.0, 10.565217391304348)","(81.0, 380.0, 245.0)","(13.0, 24.0, 23.37142857142857)","(10.0, 14.0, 13.6)","(2.8, 3.3, 3.29)","(5.5, 8.2, 7.635294117647058)"
12-01-2023 08:20:08.664284,"(6.0, 7.6, 7.12)","(3.6, 4.8, 4.67)","(10.0, 11.0, 10.583333333333334)","(81.0, 380.0, 245.0)","(13.0, 24.0, 23.37142857142857)","(10.0, 14.0, 13.6)","(2.8, 3.3, 3.29)","(5.5, 8.2, 7.644444444444444)"
12-01-2023 08:20:09.895828,"(6.0, 7.6, 7.3538461538461535)","(3.6, 4.8, 4.626666666666666)","(10.0, 11.0, 10.583333333333334)","(81.0, 380.0, 245.0)","(13.0, 24.0, 23.37142857142857)","(10.0, 14.0, 13.6)","(2.8, 3.3, 3.29)","(5.5, 8.0, 7.685714285714285)"
12-01-2023 08:20:11.099292,"(6.0, 7.8, 7.430769230769231)","(3.6, 4.8, 4.6)","(10.0, 11.0, 10.583333333333334)","(81.0, 380.0, 245.0)","(13.0, 24.0, 23.37142857142857)","(10.0, 14.0, 13.6)","(2.8, 3.3, 3.29)","(5.5, 8.2, 7.6499999999999995)"
12-01-2023 08:20:12.292743,"(6.0, 7.8, 7.48)","(3.6, 4.6, 4.58)","(10.0, 11.0, 10.583333333333334)","(81.0, 380.0, 245.0)","(13.0, 24.0, 23.37142857142857)","(10.0, 14.0, 13.6)","(2.8, 3.3, 3.29)","(5.5, 8.0, 7.72)"
12-01-2023 08:20:13.421045,"(6.0, 7.8, 7.48)","(3.6, 4.6, 4.58)","(10.0, 11.0, 10.565217391304348)","(81.0, 380.0, 245.0)","(13.0, 24.0, 23.37142857142857)","(10.0, 14.0, 13.6)","(2.8, 3.3, 3.29)","(5.5, 8.0, 7.72)"
12-01-2023 08:20:14.629971,"(6.0, 7.8, 7.328571428571428)","(3.6, 4.6, 4.58)","(10.0, 11.0, 10.565217391304348)","(81.0, 380.0, 245.0)","(13.0, 24.0, 23.37142857142857)","(10.0, 14.0, 13.6)","(2.8, 3.3, 3.3265625)","(5.5, 8.0, 7.72)"
12-01-2023 08:20:15.840292,"(6.0, 7.8, 7.328571428571428)","(3.6, 4.6, 4.58)","(10.0, 11.0, 10.565217391304348)","(81.0, 380.0, 245.0)","(13.0, 24.0, 23.37142857142857)","(10.0, 14.0, 13.6)","(2.8, 3.35, 3.3265625)","(5.5, 8.0, 7.6499999999999995)"
12-01-2023 08:20:17.077646,"(6.0, 7.8, 7.525)","(3.6, 4.8, 4.561538461538461)","(10.0, 11.0, 10.565217391304348)","(81.0, 380.0, 245.0)","(13.0, 24.0, 23.37142857142857)","(10.0, 14.0, 13.6)","(2.8, 3.35, 3.3473684210526313)","(5.5, 8.0, 7.6499999999999995)"
12-01-2023 08:20:18.337196,"(6.0, 7.8, 7.525)","(3.6, 4.6, 4.561538461538461)","(10.0, 11.0, 10.565217391304348)","(81.0, 380.0, 245.0)","(13.0, 24.0, 23.37142857142857)","(10.0, 14.0, 13.6)","(2.8, 3.4, 3.3473684210526313)","(5.5, 8.0, 7.6499999999999995)"
12-01-2023 08:20:19.585646,"(6.0, 7.8, 7.525)","(3.6, 4.6, 4.561538461538461)","(10.0, 11.0, 10.565217391304348)","(81.0, 380.0, 245.0)","(13.0, 24.0, 23.37142857142857)","(10.0, 14.0, 13.6)","(2.8, 3.4, 3.3499999999999996)","(5.5, 8.0, 7.6499999999999995)"
12-01-2023 08:20:20.978293,"(6.0, 7.8, 7.525)","(3.6, 4.6, 4.561538461538461)","(9.0, 11.0, 10.565217391304348)","(81.0, 380.0, 245.0)","(13.0, 24.0, 23.37142857142857)","(10.0, 14.0, 13.6)","(2.8, 3.4, 3.3499999999999996)","(5.5, 8.0, 7.6499999999999995)"
12-01-2023 08:20:22.226244,"(6.0, 7.8, 7.525)","(3.6, 4.6, 4.561538461538461)","(9.0, 11.0, 10.565217391304348)","(81.0, 380.0, 245.0)","(13.0, 24.0, 23.37142857142857)","(10.0, 14.0, 13.6)","(2.8, 3.4, 3.3499999999999996)","(5.5, 8.0, 7.6499999999999995)"
12-01-2023 08:20:23.560884,"(6.0, 7.8, 7.305882352941176)","(3.6, 4.6, 4.62)","(9.0, 11.0, 10.565217391304348)","(81.0, 380.0, 245.0)","(13.0, 24.0, 23.37142857142857)","(10.0, 14.0, 13.6)","(2.8, 3.4, 3.3499999999999996)","(5.5, 8.0, 7.6499999999999995)"
12-01-2023 08:20:24.963078,"(6.0, 7.8, 7.305882352941176)","(3.6, 4.8, 4.596296296296296)","(9.0, 11.0, 10.565217391304348)","(81.0, 380.0, 245.0)","(13.0, 24.0, 23.37142857142857)","(10.0, 14.0, 13.6)","(2.8, 3.4, 3.3333333333333335)","(5.5, 8.0, 7.6499999999999995)"
12-01-2023 08:20:26.310257,"(6.0, 7.8, 7.505263157894737)","(3.6, 4.6, 4.596296296296296)","(9.0, 11.0, 10.565217391304348)","(81.0, 380.0, 245.0)","(13.0, 24.0, 23.37142857142857)","(10.0, 14.0, 13.6)","(2.8, 3.35, 3.335)","(5.5, 8.0, 7.8)"
12-01-2023 08:20:27.470192,"(6.0, 7.8, 7.505263157894737)","(3.6, 4.6, 4.596296296296296)","(9.0, 11.0, 10.565217391304348)","(81.0, 380.0, 245.0)","(13.0, 24.0, 23.37142857142857)","(10.0, 14.0, 13.6)","(2.8, 3.35, 3.335)","(5.5, 8.0, 7.8)"
12-01-2023 08:20:28.752404,"(6.0, 7.8, 7.505263157894737)","(3.6, 4.6, 4.596296296296296)","(9.0, 11.0, 10.565217391304348)","(81.0, 380.0, 245.0)","(13.0, 24.0, 23.37142857142857)","(10.0, 14.0, 13.6)","(2.8, 3.35, 3.345)","(5.5, 8.0, 7.72)"
12-01-2023 08:20:29.926412,"(6.0, 7.8, 7.505263157894737)","(3.6, 4.6, 4.596296296296296)","(9.0, 11.0, 10.565217391304348)","(81.0, 380.0, 245.0)","(13.0, 24.0, 23.37142857142857)","(10.0, 14.0, 13.6)","(2.8, 3.35, 3.345)","(5.5, 7.8, 7.536)"
12-01-2023 08:20:31.093249,"(6.0, 7.8, 7.505263157894737)","(3.6, 4.6, 4.595454545454545)","(9.0, 11.0, 10.553571428571429)","(81.0, 380.0, 245.0)","(13.0, 24.0, 23.37142857142857)","(10.0, 14.0, 13.6)","(2.8, 3.35, 3.3473684210526313)","(5.5, 7.6, 7.435294117647059)"
12-01-2023 08:20:32.285150,"(6.0, 7.8, 7.328571428571428)","(3.6, 4.6, 4.595454545454545)","(9.0, 11.0, 10.565217391304348)","(81.0, 380.0, 245.0)","(13.0, 24.0, 23.37142857142857)","(10.0, 14.0, 13.6)","(2.8, 3.4, 3.3473684210526313)","(5.5, 7.6, 7.435294117647059)"
12-01-2023 08:20:33.578187,"(6.0, 7.8, 7.328571428571428)","(3.6, 4.6, 4.595454545454545)","(9.0, 11.0, 10.565217391304348)","(81.0, 380.0, 180.0)","(13.0, 24.0, 23.37142857142857)","(10.0, 14.0, 13.6)","(2.8, 3.4, 3.3473684210526313)","(5.5, 7.6, 7.435294117647059)"
12-01-2023 08:20:34.841877,"(6.0, 7.8, 7.336842105263158)","(3.6, 4.6, 4.595454545454545)","(9.0, 11.0, 10.565217391304348)","(81.0, 390.0, 245.0)","(13.0, 24.0, 23.37142857142857)","(10.0, 14.0, 13.6)","(2.8, 3.4, 3.368181818181818)","(5.5, 7.6, 7.435294117647059)"
12-01-2023 08:20:36.132326,"(6.0, 7.8, 7.278260869565218)","(3.6, 4.6, 4.595454545454545)","(9.0, 11.0, 10.565217391304348)","(81.0, 380.0, 245.0)","(13.0, 24.0, 23.37142857142857)","(10.0, 14.0, 13.6)","(2.8, 3.4, 3.376315789473684)","(5.5, 7.6, 7.435294117647059)"
12-01-2023 08:20:37.412058,"(6.0, 7.8, 7.133333333333333)","(3.6, 4.6, 4.595454545454545)","(9.0, 11.0, 10.565217391304348)","(81.0, 380.0, 245.0)","(13.0, 24.0, 23.37142857142857)","(10.0, 14.0, 13.6)","(2.8, 3.45, 3.411111111111111)","(5.5, 7.6, 7.435294117647059)"
12-01-2023 08:20:38.671516,"(6.0, 7.4, 7.171428571428572)","(3.6, 4.6, 4.571428571428571)","(9.0, 11.0, 10.565217391304348)","(81.0, 360.0, 193.33333333333331)","(13.0, 24.0, 23.37142857142857)","(10.0, 14.0, 13.6)","(2.8, 3.45, 3.411111111111111)","(5.5, 7.6, 7.435294117647059)"
12-01-2023 08:20:39.860893,"(6.0, 7.4, 7.12)","(3.6, 4.6, 4.5473684210526315)","(9.0, 11.0, 10.615384615384615)","(81.0, 360.0, 193.33333333333331)","(13.0, 24.0, 23.37142857142857)","(10.0, 14.0, 13.6)","(2.8, 3.45, 3.45)","(5.5, 7.6, 7.435294117647059)"
12-01-2023 08:20:41.001733,"(6.0, 7.4, 7.12)","(3.6, 4.6, 4.5473684210526315)","(9.0, 11.0, 10.615384615384615)","(81.0, 360.0, 193.33333333333331)","(13.0, 24.0, 23.37142857142857)","(10.0, 14.0, 13.384615384615385)","(2.8, 3.5, 3.4299999999999997)","(5.5, 7.6, 7.435294117647059)"
12-01-2023 08:20:42.178881,"(6.0, 7.4, 7.12)","(3.6, 4.5, 4.488888888888889)","(9.0, 11.0, 10.565217391304348)","(81.0, 360.0, 245.0)","(13.0, 24.0, 23.37142857142857)","(10.0, 14.0, 13.5)","(2.8, 3.55, 3.4299999999999997)","(5.5, 7.6, 7.435294117647059)"
12-01-2023 08:20:43.366113,"(6.0, 7.4, 7.300000000000001)","(3.6, 4.5, 4.488888888888889)","(9.0, 11.0, 10.583333333333334)","(81.0, 380.0, 200.0)","(13.0, 24.0, 23.5)","(10.0, 14.0, 13.5)","(2.8, 3.55, 3.4299999999999997)","(5.5, 7.6, 7.435294117647059)"
12-01-2023 08:20:44.560790,"(6.0, 7.4, 7.300000000000001)","(3.6, 4.5, 4.488888888888889)","(9.0, 11.0, 10.583333333333334)","(81.0, 370.0, 196.66666666666669)","(13.0, 24.0, 23.5)","(10.0, 14.0, 13.5)","(2.8, 3.55, 3.4299999999999997)","(5.5, 7.6, 7.435294117647059)"
12-01-2023 08:20:45.856582,"(5.5, 7.6, 7.25)","(3.7, 4.5, 4.488888888888889)","(9.0, 11.5, 11.1)","(81.0, 370.0, 475.55555555555554)","(14.0, 26.0, 26.0)","(11.0, 14.0, 12.666666666666666)","(2.9, 3.55, 3.4625)","(5.5, 7.6, 7.366666666666666)"
12-01-2023 08:20:47.127463,"(5.5, 7.6, 7.18)","(3.7, 4.5, 4.475)","(9.0, 13.0, 11.961538461538462)","(81.0, 490.0, 475.55555555555554)","(14.0, 29.0, 26.0)","(11.0, 13.5, 12.666666666666666)","(2.9, 3.5, 3.4625)","(5.5, 7.6, 7.345454545454546)"
12-01-2023 08:20:48.445712,"(5.5, 7.6, 7.18)","(3.7, 4.5, 4.428571428571429)","(9.0, 13.0, 12.0)","(81.0, 490.0, 438.0)","(15.0, 29.0, 26.942857142857143)","(11.0, 13.5, 13.125)","(2.9, 3.5, 3.441666666666667)","(6.0, 7.6, 7.2444444444444445)"
12-01-2023 08:20:49.713297,"(6.0, 7.4, 7.373913043478261)","(3.7, 4.9, 4.898263027295286)","(9.0, 13.0, 12.0)","(81.0, 490.0, 438.0)","(15.0, 29.0, 26.833333333333332)","(11.0, 13.5, 12.789473684210526)","(2.9, 3.45, 3.375)","(6.0, 7.6, 7.230769230769231)"
12-01-2023 08:20:50.997183,"(6.0, 7.6, 7.36)","(3.7, 4.9, 4.89830985915493)","(9.0, 12.5, 12.4)","(81.0, 470.0, 442.5)","(15.0, 29.0, 27.423076923076923)","(11.0, 13.0, 12.75)","(2.9, 3.4, 3.3285714285714287)","(6.0, 7.6, 7.2444444444444445)"
12-01-2023 08:20:52.321833,"(6.0, 7.6, 7.3)","(3.7, 4.9, 4.899438202247191)","(9.0, 13.0, 12.647058823529411)","(81.0, 470.0, 442.5)","(15.0, 28.0, 27.423076923076923)","(11.0, 13.0, 12.789473684210526)","(2.9, 3.35, 3.225)","(6.0, 7.6, 7.25)"
12-01-2023 08:20:53.554124,"(6.0, 7.6, 7.511111111111111)","(3.7, 4.9, 4.899718309859155)","(9.0, 13.0, 12.34375)","(81.0, 490.0, 471.42857142857144)","(15.0, 27.0, 25.653846153846153)","(11.0, 13.0, 12.789473684210526)","(2.9, 3.25, 3.1095)","(6.0, 7.6, 7.25)"
12-01-2023 08:20:54.971955,"(6.0, 7.6, 7.527272727272727)","(3.7, 5.0, 4.942857142857143)","(9.0, 13.0, 12.34375)","(81.0, 490.0, 471.42857142857144)","(15.0, 26.0, 25.967741935483872)","(11.0, 13.0, 12.789473684210526)","(2.9, 3.2, 3.1081218274111677)","(6.0, 7.6, 7.25)"
12-01-2023 08:20:56.360239,"(6.0, 7.6, 7.527272727272727)","(3.7, 5.0, 4.942857142857143)","(9.0, 13.0, 12.34375)","(101.0, 490.0, 471.42857142857144)","(15.0, 27.0, 25.967741935483872)","(11.0, 13.0, 12.625)","(2.9, 3.2, 3.108205128205128)","(6.0, 7.6, 7.25)"
12-01-2023 08:20:57.666770,"(6.0, 7.6, 7.527272727272727)","(3.7, 5.0, 4.942857142857143)","(9.0, 13.0, 12.34375)","(101.0, 490.0, 471.42857142857144)","(15.0, 27.0, 25.967741935483872)","(11.0, 13.0, 12.625)","(2.9, 3.2, 3.1126050420168068)","(6.0, 7.6, 7.25)"
