,Vintage Fame,Montana Grace,Buckle Up Kenzie,Old News,Thumping,Rojo Diamond,Panama Dance
10-01-2023 12:02:16.750842,"(3.1, 5.9, 4.1230769230769235)","(81.0, 610.0, 340.0)","(4.2, 8.0, 4.826666666666666)","(10.0, 18.5, 12.990909090909092)","(21.0, 100.0, 51.25)","(1.75, 1.86, 1.7683333333333333)","(51.0, 410.0, 241.8181818181818)"
10-01-2023 12:02:17.789898,"(3.1, 5.9, 4.1230769230769235)","(81.0, 610.0, 340.0)","(4.2, 8.0, 4.826666666666666)","(10.0, 18.5, 12.990909090909092)","(21.0, 100.0, 51.25)","(1.75, 1.86, 1.7683333333333333)","(51.0, 410.0, 241.8181818181818)"
10-01-2023 12:02:18.838072,"(3.1, 5.9, 4.1230769230769235)","(81.0, 610.0, 340.0)","(4.2, 8.0, 4.826666666666666)","(10.0, 18.5, 12.990909090909092)","(21.0, 100.0, 51.25)","(1.75, 1.86, 1.7683333333333333)","(51.0, 410.0, 241.8181818181818)"
10-01-2023 12:02:19.848158,"(3.1, 5.9, 4.1230769230769235)","(81.0, 610.0, 340.0)","(4.2, 8.0, 4.826666666666666)","(10.0, 18.5, 12.990909090909092)","(21.0, 100.0, 51.25)","(1.75, 1.86, 1.7683333333333333)","(51.0, 410.0, 241.8181818181818)"
10-01-2023 12:02:20.892614,"(3.1, 5.9, 4.1230769230769235)","(81.0, 610.0, 340.0)","(4.2, 8.0, 4.826666666666666)","(10.0, 18.5, 12.990909090909092)","(21.0, 100.0, 51.25)","(1.75, 1.86, 1.7683333333333333)","(51.0, 410.0, 241.8181818181818)"
10-01-2023 12:02:21.896641,"(3.1, 5.9, 4.1230769230769235)","(81.0, 610.0, 340.0)","(4.2, 8.0, 4.826666666666666)","(10.0, 18.5, 12.990909090909092)","(21.0, 100.0, 51.25)","(1.75, 1.86, 1.7683333333333333)","(51.0, 410.0, 241.8181818181818)"
10-01-2023 12:02:22.927679,"(3.1, 5.9, 4.1230769230769235)","(81.0, 610.0, 340.0)","(4.2, 8.0, 4.826666666666666)","(10.0, 18.5, 12.990909090909092)","(21.0, 100.0, 51.25)","(1.75, 1.86, 1.7683333333333333)","(51.0, 410.0, 241.8181818181818)"
10-01-2023 12:02:23.913117,"(3.1, 5.9, 4.1230769230769235)","(81.0, 610.0, 340.0)","(4.2, 8.0, 4.826666666666666)","(10.0, 18.5, 12.990909090909092)","(21.0, 100.0, 51.25)","(1.75, 1.86, 1.7683333333333333)","(51.0, 410.0, 241.8181818181818)"
10-01-2023 12:02:24.926926,"(3.1, 5.9, 4.1230769230769235)","(81.0, 610.0, 340.0)","(4.2, 8.0, 4.826666666666666)","(10.0, 18.5, 12.990909090909092)","(21.0, 100.0, 51.25)","(1.75, 1.86, 1.7683333333333333)","(51.0, 410.0, 241.8181818181818)"
10-01-2023 12:02:25.890004,"(3.1, 5.9, 4.1230769230769235)","(81.0, 610.0, 340.0)","(4.2, 8.0, 4.826666666666666)","(10.0, 18.5, 12.990909090909092)","(21.0, 100.0, 51.25)","(1.75, 1.86, 1.7683333333333333)","(51.0, 410.0, 241.8181818181818)"
10-01-2023 12:02:26.862801,"(3.1, 5.9, 4.1230769230769235)","(81.0, 610.0, 340.0)","(4.2, 8.0, 4.826666666666666)","(10.0, 18.5, 12.990909090909092)","(21.0, 100.0, 51.25)","(1.75, 1.86, 1.7683333333333333)","(51.0, 410.0, 241.8181818181818)"
10-01-2023 12:02:27.803931,"(3.1, 5.9, 4.1230769230769235)","(81.0, 610.0, 340.0)","(4.2, 8.0, 4.826666666666666)","(10.0, 18.5, 12.990909090909092)","(21.0, 100.0, 51.25)","(1.75, 1.86, 1.7683333333333333)","(51.0, 410.0, 241.8181818181818)"
10-01-2023 12:02:28.799612,"(3.1, 5.9, 4.1230769230769235)","(81.0, 610.0, 340.0)","(4.2, 8.0, 4.826666666666666)","(10.0, 18.5, 12.990909090909092)","(21.0, 100.0, 51.25)","(1.75, 1.86, 1.7683333333333333)","(51.0, 410.0, 241.8181818181818)"
10-01-2023 12:02:29.808371,"(3.1, 5.9, 4.1230769230769235)","(81.0, 610.0, 340.0)","(4.2, 8.0, 4.826666666666666)","(10.0, 18.5, 12.990909090909092)","(21.0, 100.0, 51.25)","(1.75, 1.86, 1.7683333333333333)","(51.0, 410.0, 241.8181818181818)"
10-01-2023 12:02:30.848355,"(3.1, 5.9, 4.1230769230769235)","(81.0, 610.0, 340.0)","(4.2, 8.0, 4.826666666666666)","(10.0, 18.5, 12.990909090909092)","(21.0, 100.0, 51.25)","(1.75, 1.86, 1.7683333333333333)","(51.0, 410.0, 241.8181818181818)"
10-01-2023 12:02:31.872585,"(3.1, 5.9, 4.1230769230769235)","(81.0, 610.0, 340.0)","(4.2, 8.0, 4.826666666666666)","(10.0, 18.5, 12.990909090909092)","(21.0, 100.0, 51.25)","(1.75, 1.86, 1.7683333333333333)","(51.0, 410.0, 241.8181818181818)"
10-01-2023 12:02:32.917434,"(3.1, 5.9, 4.1230769230769235)","(81.0, 610.0, 340.0)","(4.2, 8.0, 4.826666666666666)","(10.0, 18.5, 12.990909090909092)","(21.0, 100.0, 51.25)","(1.75, 1.86, 1.7683333333333333)","(51.0, 410.0, 241.8181818181818)"
10-01-2023 12:02:33.940632,"(3.1, 5.9, 4.1230769230769235)","(81.0, 610.0, 340.0)","(4.2, 8.0, 4.826666666666666)","(10.0, 18.5, 12.990909090909092)","(21.0, 100.0, 51.25)","(1.75, 1.86, 1.7683333333333333)","(51.0, 410.0, 241.8181818181818)"
10-01-2023 12:02:34.976929,"(3.1, 5.9, 4.1230769230769235)","(81.0, 610.0, 340.0)","(4.2, 8.0, 4.826666666666666)","(10.0, 18.5, 12.990909090909092)","(21.0, 100.0, 51.25)","(1.75, 1.86, 1.7683333333333333)","(51.0, 410.0, 241.8181818181818)"
10-01-2023 12:02:35.983564,"(3.1, 5.9, 4.1230769230769235)","(81.0, 610.0, 340.0)","(4.2, 8.0, 4.826666666666666)","(10.0, 18.5, 12.990909090909092)","(21.0, 100.0, 51.25)","(1.75, 1.86, 1.7683333333333333)","(51.0, 410.0, 241.8181818181818)"
10-01-2023 12:02:36.928536,"(3.1, 5.9, 4.1230769230769235)","(81.0, 610.0, 340.0)","(4.2, 8.0, 4.826666666666666)","(10.0, 18.5, 12.990909090909092)","(21.0, 100.0, 51.25)","(1.75, 1.86, 1.7683333333333333)","(51.0, 410.0, 241.8181818181818)"
10-01-2023 12:02:37.889272,"(3.1, 5.9, 4.1230769230769235)","(81.0, 610.0, 340.0)","(4.2, 8.0, 4.826666666666666)","(10.0, 18.5, 12.990909090909092)","(21.0, 100.0, 51.25)","(1.75, 1.86, 1.7683333333333333)","(51.0, 410.0, 241.8181818181818)"
10-01-2023 12:02:38.833684,"(3.1, 5.9, 4.1230769230769235)","(81.0, 610.0, 340.0)","(4.2, 8.0, 4.826666666666666)","(10.0, 18.5, 12.990909090909092)","(21.0, 100.0, 51.25)","(1.75, 1.86, 1.7683333333333333)","(51.0, 410.0, 241.8181818181818)"
10-01-2023 12:02:39.865344,"(3.1, 5.9, 4.1230769230769235)","(81.0, 610.0, 340.0)","(4.2, 8.0, 4.826666666666666)","(10.0, 18.5, 12.990909090909092)","(21.0, 100.0, 51.25)","(1.75, 1.86, 1.7683333333333333)","(51.0, 410.0, 241.8181818181818)"
10-01-2023 12:02:40.891503,"(3.1, 5.9, 4.1230769230769235)","(81.0, 610.0, 340.0)","(4.2, 8.0, 4.826666666666666)","(10.0, 18.5, 12.990909090909092)","(21.0, 100.0, 51.25)","(1.75, 1.86, 1.7683333333333333)","(51.0, 410.0, 241.8181818181818)"
10-01-2023 12:02:41.936714,"(3.1, 5.9, 4.1230769230769235)","(81.0, 610.0, 340.0)","(4.2, 8.0, 4.826666666666666)","(10.0, 18.5, 12.990909090909092)","(21.0, 100.0, 51.25)","(1.75, 1.86, 1.7683333333333333)","(51.0, 410.0, 241.8181818181818)"
10-01-2023 12:02:43.002882,"(3.1, 5.9, 4.1230769230769235)","(81.0, 610.0, 340.0)","(4.2, 8.0, 4.826666666666666)","(10.0, 18.5, 12.990909090909092)","(21.0, 100.0, 51.25)","(1.75, 1.86, 1.7683333333333333)","(51.0, 410.0, 241.8181818181818)"
10-01-2023 12:02:44.122556,"(3.1, 5.9, 4.1230769230769235)","(81.0, 610.0, 340.0)","(4.2, 8.0, 4.826666666666666)","(10.0, 18.5, 12.990909090909092)","(21.0, 100.0, 51.25)","(1.75, 1.86, 1.7683333333333333)","(51.0, 410.0, 241.8181818181818)"
10-01-2023 12:02:45.239350,"(3.1, 5.9, 4.1230769230769235)","(81.0, 610.0, 340.0)","(4.2, 8.0, 4.826666666666666)","(10.0, 18.5, 12.990909090909092)","(21.0, 100.0, 51.25)","(1.75, 1.86, 1.7683333333333333)","(51.0, 410.0, 241.8181818181818)"
10-01-2023 12:02:46.315459,"(3.1, 5.9, 4.1230769230769235)","(81.0, 610.0, 340.0)","(4.2, 8.0, 4.826666666666666)","(10.0, 18.5, 12.990909090909092)","(21.0, 100.0, 51.25)","(1.75, 1.86, 1.7683333333333333)","(51.0, 410.0, 241.8181818181818)"
10-01-2023 12:02:47.420578,"(3.1, 5.9, 4.1230769230769235)","(81.0, 610.0, 340.0)","(4.2, 8.0, 4.826666666666666)","(10.0, 18.5, 12.990909090909092)","(21.0, 100.0, 51.25)","(1.75, 1.86, 1.7683333333333333)","(51.0, 410.0, 241.8181818181818)"
10-01-2023 12:02:48.536596,"(3.1, 5.9, 4.1230769230769235)","(81.0, 610.0, 340.0)","(4.2, 8.0, 4.826666666666666)","(10.0, 18.5, 12.990909090909092)","(21.0, 100.0, 51.25)","(1.75, 1.86, 1.7683333333333333)","(51.0, 410.0, 241.8181818181818)"
10-01-2023 12:02:49.591085,"(3.1, 5.9, 4.1230769230769235)","(81.0, 610.0, 340.0)","(4.2, 8.0, 4.826666666666666)","(10.0, 18.5, 12.990909090909092)","(21.0, 100.0, 51.25)","(1.75, 1.86, 1.7683333333333333)","(51.0, 410.0, 241.8181818181818)"
10-01-2023 12:02:50.684727,"(3.1, 5.9, 4.1230769230769235)","(81.0, 610.0, 340.0)","(4.2, 8.0, 4.826666666666666)","(10.0, 18.5, 12.990909090909092)","(21.0, 100.0, 51.25)","(1.75, 1.86, 1.7683333333333333)","(51.0, 410.0, 241.8181818181818)"
10-01-2023 12:02:51.778420,"(3.1, 5.9, 4.1230769230769235)","(81.0, 610.0, 340.0)","(4.2, 8.0, 4.826666666666666)","(10.0, 18.5, 12.990909090909092)","(21.0, 100.0, 51.25)","(1.75, 1.86, 1.7683333333333333)","(51.0, 410.0, 241.8181818181818)"
10-01-2023 12:02:52.840076,"(3.1, 5.9, 4.1230769230769235)","(81.0, 610.0, 340.0)","(4.2, 8.0, 5.166666666666666)","(10.0, 18.5, 12.990909090909092)","(21.0, 100.0, 51.25)","(1.75, 1.86, 1.7683333333333333)","(51.0, 410.0, 241.8181818181818)"
10-01-2023 12:02:53.914988,"(3.1, 5.9, 4.2846153846153845)","(81.0, 610.0, 340.0)","(4.2, 7.2, 5.033333333333333)","(10.0, 18.5, 12.990909090909092)","(21.0, 100.0, 51.25)","(1.75, 1.86, 1.7683333333333333)","(51.0, 410.0, 241.8181818181818)"
10-01-2023 12:02:55.002054,"(3.1, 5.9, 4.2846153846153845)","(81.0, 610.0, 340.0)","(4.2, 7.2, 5.033333333333333)","(10.0, 18.5, 12.990909090909092)","(21.0, 100.0, 51.25)","(1.75, 1.86, 1.7683333333333333)","(51.0, 410.0, 241.8181818181818)"
10-01-2023 12:02:56.031594,"(3.1, 5.9, 4.2846153846153845)","(81.0, 610.0, 340.0)","(4.2, 7.2, 5.033333333333333)","(10.0, 18.5, 12.990909090909092)","(21.0, 100.0, 51.25)","(1.75, 1.86, 1.7683333333333333)","(51.0, 410.0, 241.8181818181818)"
10-01-2023 12:02:57.078187,"(3.1, 5.9, 4.2846153846153845)","(81.0, 610.0, 340.0)","(4.2, 7.2, 5.033333333333333)","(10.0, 18.5, 12.990909090909092)","(21.0, 100.0, 51.25)","(1.75, 1.86, 1.7683333333333333)","(51.0, 410.0, 241.8181818181818)"
10-01-2023 12:02:58.058294,"(3.1, 5.9, 4.2846153846153845)","(81.0, 610.0, 340.0)","(4.2, 7.2, 5.033333333333333)","(10.0, 18.5, 12.990909090909092)","(21.0, 100.0, 51.25)","(1.75, 1.86, 1.7683333333333333)","(51.0, 410.0, 241.8181818181818)"
10-01-2023 12:02:59.015895,"(3.1, 5.9, 4.2846153846153845)","(81.0, 610.0, 340.0)","(4.2, 7.2, 5.033333333333333)","(10.0, 18.5, 12.990909090909092)","(21.0, 100.0, 51.25)","(1.75, 1.86, 1.7683333333333333)","(51.0, 410.0, 241.8181818181818)"
10-01-2023 12:02:59.987769,"(3.1, 5.9, 4.2846153846153845)","(81.0, 610.0, 340.0)","(4.2, 7.2, 5.033333333333333)","(10.0, 18.5, 12.990909090909092)","(21.0, 100.0, 51.25)","(1.75, 1.86, 1.7683333333333333)","(51.0, 410.0, 241.8181818181818)"
10-01-2023 12:03:00.992326,"(3.1, 5.9, 4.2846153846153845)","(81.0, 610.0, 340.0)","(4.2, 7.2, 5.033333333333333)","(10.0, 18.5, 12.990909090909092)","(21.0, 100.0, 51.25)","(1.75, 1.86, 1.7683333333333333)","(51.0, 410.0, 241.8181818181818)"
10-01-2023 12:03:01.995530,"(3.1, 5.9, 4.2846153846153845)","(81.0, 610.0, 340.0)","(4.2, 7.2, 5.033333333333333)","(10.0, 18.5, 12.990909090909092)","(21.0, 100.0, 51.25)","(1.75, 1.86, 1.7683333333333333)","(51.0, 410.0, 241.8181818181818)"
10-01-2023 12:03:03.099526,"(3.1, 5.9, 4.2846153846153845)","(81.0, 610.0, 340.0)","(4.2, 7.2, 5.033333333333333)","(10.0, 18.5, 12.990909090909092)","(21.0, 100.0, 51.25)","(1.75, 1.86, 1.7683333333333333)","(51.0, 410.0, 241.8181818181818)"
10-01-2023 12:03:04.192501,"(3.1, 5.9, 4.2846153846153845)","(81.0, 610.0, 340.0)","(4.2, 7.2, 5.033333333333333)","(10.0, 18.5, 12.990909090909092)","(21.0, 100.0, 51.25)","(1.75, 1.86, 1.7683333333333333)","(51.0, 410.0, 241.8181818181818)"
10-01-2023 12:03:05.276747,"(3.1, 5.9, 4.2846153846153845)","(81.0, 610.0, 340.0)","(4.2, 7.2, 5.033333333333333)","(10.0, 18.5, 14.4)","(21.0, 100.0, 55.42857142857143)","(1.75, 1.86, 1.7683333333333333)","(51.0, 410.0, 142.36363636363637)"
10-01-2023 12:03:06.400860,"(3.1, 5.9, 4.325)","(81.0, 610.0, 340.0)","(4.2, 7.2, 5.033333333333333)","(10.0, 18.0, 14.4)","(21.0, 100.0, 55.42857142857143)","(1.75, 1.86, 1.7683333333333333)","(51.0, 410.0, 142.36363636363637)"
10-01-2023 12:03:07.441779,"(3.1, 5.9, 4.325)","(81.0, 610.0, 340.0)","(4.2, 7.2, 5.033333333333333)","(10.0, 18.0, 14.4)","(21.0, 100.0, 55.42857142857143)","(1.75, 1.86, 1.7683333333333333)","(51.0, 410.0, 142.36363636363637)"
10-01-2023 12:03:08.461167,"(3.1, 5.9, 4.325)","(81.0, 610.0, 340.0)","(4.2, 7.2, 5.033333333333333)","(10.0, 18.0, 14.4)","(21.0, 100.0, 55.42857142857143)","(1.75, 1.86, 1.7683333333333333)","(51.0, 410.0, 142.36363636363637)"
10-01-2023 12:03:09.467730,"(3.1, 5.9, 4.325)","(81.0, 610.0, 340.0)","(4.2, 7.2, 5.033333333333333)","(10.0, 18.0, 14.4)","(21.0, 100.0, 55.42857142857143)","(1.75, 1.86, 1.7683333333333333)","(51.0, 410.0, 142.36363636363637)"
10-01-2023 12:03:10.447976,"(3.1, 5.9, 4.325)","(81.0, 610.0, 340.0)","(4.2, 7.2, 5.033333333333333)","(10.0, 18.0, 14.4)","(21.0, 100.0, 55.42857142857143)","(1.75, 1.86, 1.7683333333333333)","(51.0, 410.0, 142.36363636363637)"
10-01-2023 12:03:11.400727,"(3.1, 5.9, 4.325)","(81.0, 610.0, 340.0)","(4.2, 7.2, 5.033333333333333)","(10.0, 18.0, 14.4)","(21.0, 100.0, 55.42857142857143)","(1.75, 1.86, 1.7683333333333333)","(51.0, 410.0, 142.36363636363637)"
10-01-2023 12:03:12.453297,"(3.1, 5.9, 4.24423076923077)","(81.0, 610.0, 340.0)","(4.2, 7.2, 5.033333333333333)","(10.0, 20.0, 15.65)","(21.0, 100.0, 55.42857142857143)","(1.75, 1.86, 1.7683333333333333)","(51.0, 410.0, 142.36363636363637)"
10-01-2023 12:03:13.507758,"(3.1, 5.9, 4.24423076923077)","(81.0, 610.0, 340.0)","(4.2, 7.2, 5.033333333333333)","(10.0, 20.0, 15.65)","(21.0, 100.0, 55.42857142857143)","(1.75, 1.86, 1.7683333333333333)","(51.0, 410.0, 142.36363636363637)"
10-01-2023 12:03:14.606995,"(3.1, 5.9, 4.24423076923077)","(81.0, 610.0, 340.0)","(4.2, 7.2, 5.033333333333333)","(10.0, 20.0, 15.65)","(21.0, 100.0, 55.42857142857143)","(1.75, 1.86, 1.7683333333333333)","(51.0, 410.0, 142.36363636363637)"
10-01-2023 12:03:15.691129,"(3.1, 5.9, 4.24423076923077)","(81.0, 610.0, 340.0)","(4.2, 7.2, 5.033333333333333)","(10.0, 20.0, 15.65)","(21.0, 100.0, 55.42857142857143)","(1.75, 1.86, 1.7683333333333333)","(51.0, 410.0, 142.36363636363637)"
10-01-2023 12:03:16.836759,"(3.1, 5.9, 4.24423076923077)","(81.0, 610.0, 340.0)","(4.2, 7.2, 5.033333333333333)","(10.0, 20.0, 15.65)","(21.0, 100.0, 55.42857142857143)","(1.75, 1.86, 1.7683333333333333)","(51.0, 410.0, 142.36363636363637)"
10-01-2023 12:03:17.952649,"(3.1, 5.9, 4.24423076923077)","(81.0, 610.0, 340.0)","(4.2, 7.2, 5.033333333333333)","(10.0, 20.0, 15.65)","(21.0, 100.0, 55.42857142857143)","(1.75, 1.86, 1.7683333333333333)","(51.0, 410.0, 142.36363636363637)"
10-01-2023 12:03:19.050794,"(3.1, 5.9, 4.24423076923077)","(81.0, 610.0, 340.0)","(4.2, 7.2, 5.033333333333333)","(10.0, 20.0, 15.65)","(21.0, 100.0, 55.42857142857143)","(1.75, 1.86, 1.7683333333333333)","(51.0, 410.0, 142.36363636363637)"
10-01-2023 12:03:20.084528,"(3.1, 5.9, 4.24423076923077)","(81.0, 610.0, 340.0)","(4.2, 7.2, 5.033333333333333)","(10.0, 20.0, 15.65)","(21.0, 100.0, 55.42857142857143)","(1.75, 1.86, 1.7683333333333333)","(51.0, 410.0, 142.36363636363637)"
