,Alta Queen,Moonlightsshadow,Alta Hurrah Nz,Dwayne,Pocket The Change Nz,All Black Rain,Mister Montblanc
10-01-2023 18:06:28.261267,"(3.9, 5.9, 5.366666666666667)","(101.0, 210.0, 184.28571428571428)","(6.0, 99999, 99990)","(101.0, 210.0, 192.0)","(2.35, 99999, 99990)","(101.0, 220.0, 197.14285714285714)","(2.35, 3.2, 3.125)"
10-01-2023 18:06:29.477397,"(3.9, 5.9, 5.366666666666667)","(101.0, 210.0, 184.28571428571428)","(6.0, 99999, 99990)","(101.0, 210.0, 192.0)","(2.35, 99999, 99990)","(101.0, 220.0, 197.14285714285714)","(2.35, 3.2, 3.125)"
10-01-2023 18:06:30.794871,"(3.9, 5.9, 5.366666666666667)","(101.0, 210.0, 184.28571428571428)","(6.0, 99999, 99990)","(101.0, 210.0, 192.0)","(2.35, 99999, 99990)","(101.0, 220.0, 197.14285714285714)","(2.35, 3.2, 3.125)"
10-01-2023 18:06:32.131393,"(3.9, 5.9, 5.366666666666667)","(101.0, 210.0, 184.28571428571428)","(6.0, 99999, 99990)","(101.0, 210.0, 192.0)","(2.35, 99999, 99990)","(101.0, 220.0, 197.14285714285714)","(2.35, 3.2, 3.125)"
10-01-2023 18:06:33.395893,"(3.9, 5.9, 5.366666666666667)","(101.0, 210.0, 184.28571428571428)","(6.0, 99999, 99990)","(101.0, 210.0, 192.0)","(2.35, 99999, 99990)","(101.0, 220.0, 197.14285714285714)","(2.35, 3.2, 3.125)"
10-01-2023 18:06:34.622021,"(3.9, 5.9, 5.366666666666667)","(101.0, 210.0, 184.28571428571428)","(6.0, 99999, 99990)","(101.0, 210.0, 192.0)","(2.35, 99999, 99990)","(101.0, 220.0, 197.14285714285714)","(2.35, 3.2, 3.125)"
10-01-2023 18:06:35.838804,"(3.9, 5.9, 5.366666666666667)","(101.0, 210.0, 184.28571428571428)","(6.0, 99999, 99990)","(101.0, 210.0, 192.0)","(2.35, 99999, 99990)","(101.0, 220.0, 197.14285714285714)","(2.35, 3.2, 3.125)"
10-01-2023 18:06:36.911714,"(3.9, 5.9, 5.366666666666667)","(101.0, 210.0, 184.28571428571428)","(6.0, 99999, 99990)","(101.0, 210.0, 192.0)","(2.35, 99999, 99990)","(101.0, 220.0, 197.14285714285714)","(2.35, 3.2, 3.125)"
10-01-2023 18:06:38.073130,"(3.9, 5.9, 5.366666666666667)","(101.0, 210.0, 184.28571428571428)","(6.0, 99999, 99990)","(101.0, 210.0, 192.0)","(2.35, 99999, 99990)","(101.0, 220.0, 197.14285714285714)","(2.35, 3.2, 3.125)"
10-01-2023 18:06:39.317677,"(3.9, 5.9, 5.366666666666667)","(101.0, 210.0, 184.28571428571428)","(6.0, 99999, 99990)","(101.0, 210.0, 192.0)","(2.35, 99999, 99990)","(101.0, 220.0, 197.14285714285714)","(2.35, 3.2, 3.125)"
10-01-2023 18:06:40.692886,"(3.9, 5.9, 5.366666666666667)","(101.0, 210.0, 184.28571428571428)","(6.0, 99999, 99990)","(101.0, 210.0, 192.0)","(2.35, 99999, 99990)","(101.0, 220.0, 197.14285714285714)","(2.35, 3.2, 3.125)"
10-01-2023 18:06:42.225751,"(3.9, 5.9, 5.366666666666667)","(101.0, 210.0, 184.28571428571428)","(6.0, 99999, 99990)","(101.0, 210.0, 192.0)","(2.35, 99999, 99990)","(101.0, 220.0, 197.14285714285714)","(2.35, 3.2, 3.125)"
10-01-2023 18:06:43.523016,"(3.9, 5.9, 5.366666666666667)","(101.0, 210.0, 184.28571428571428)","(6.0, 99999, 99990)","(101.0, 210.0, 192.0)","(2.35, 99999, 99990)","(101.0, 220.0, 197.14285714285714)","(2.35, 3.2, 3.125)"
10-01-2023 18:06:44.607712,"(3.9, 5.9, 5.366666666666667)","(101.0, 210.0, 184.28571428571428)","(6.0, 99999, 99990)","(101.0, 210.0, 192.0)","(2.35, 99999, 99990)","(101.0, 220.0, 197.14285714285714)","(2.35, 3.2, 3.125)"
10-01-2023 18:06:45.753478,"(3.9, 5.9, 5.366666666666667)","(101.0, 210.0, 184.28571428571428)","(6.0, 99999, 99990)","(101.0, 210.0, 192.0)","(2.35, 99999, 99990)","(101.0, 220.0, 197.14285714285714)","(2.35, 3.2, 3.125)"
10-01-2023 18:06:46.922052,"(3.9, 5.9, 5.366666666666667)","(101.0, 210.0, 184.28571428571428)","(6.0, 99999, 99990)","(101.0, 210.0, 192.0)","(2.35, 99999, 99990)","(101.0, 220.0, 197.14285714285714)","(2.35, 3.2, 3.125)"
10-01-2023 18:06:48.275937,"(3.9, 5.9, 5.366666666666667)","(101.0, 210.0, 184.28571428571428)","(6.0, 99999, 99990)","(101.0, 210.0, 192.0)","(2.35, 99999, 99990)","(101.0, 220.0, 197.14285714285714)","(2.35, 3.2, 3.125)"
10-01-2023 18:06:49.554553,"(3.9, 5.9, 5.366666666666667)","(101.0, 210.0, 184.28571428571428)","(6.0, 99999, 99990)","(101.0, 210.0, 192.0)","(2.35, 99999, 99990)","(101.0, 220.0, 197.14285714285714)","(2.35, 3.2, 3.125)"
10-01-2023 18:06:50.741253,"(3.9, 5.9, 5.366666666666667)","(101.0, 210.0, 184.28571428571428)","(6.0, 99999, 99990)","(101.0, 210.0, 192.0)","(2.35, 99999, 99990)","(101.0, 220.0, 197.14285714285714)","(2.35, 3.2, 3.125)"
10-01-2023 18:06:51.993882,"(3.9, 5.9, 5.366666666666667)","(101.0, 210.0, 184.28571428571428)","(6.0, 99999, 99990)","(101.0, 210.0, 192.0)","(2.35, 99999, 99990)","(101.0, 220.0, 197.14285714285714)","(2.35, 3.2, 3.125)"
10-01-2023 18:06:53.230720,"(3.9, 5.9, 5.366666666666667)","(101.0, 210.0, 184.28571428571428)","(6.0, 99999, 99990)","(101.0, 210.0, 192.0)","(2.35, 99999, 99990)","(101.0, 220.0, 197.14285714285714)","(2.35, 3.2, 3.125)"
10-01-2023 18:06:54.461738,"(3.9, 5.9, 5.366666666666667)","(101.0, 210.0, 184.28571428571428)","(6.0, 99999, 99990)","(101.0, 210.0, 192.0)","(2.35, 99999, 99990)","(101.0, 220.0, 197.14285714285714)","(2.35, 3.2, 3.125)"
10-01-2023 18:06:55.628651,"(3.9, 5.9, 5.366666666666667)","(101.0, 210.0, 184.28571428571428)","(6.0, 99999, 99990)","(101.0, 210.0, 192.0)","(2.35, 99999, 99990)","(101.0, 220.0, 197.14285714285714)","(2.35, 3.2, 3.125)"
10-01-2023 18:06:56.730385,"(3.9, 5.9, 5.366666666666667)","(101.0, 210.0, 184.28571428571428)","(6.0, 99999, 99990)","(101.0, 210.0, 192.0)","(2.3, 99999, 99990)","(101.0, 220.0, 197.14285714285714)","(2.35, 3.2, 3.125)"
10-01-2023 18:06:57.830500,"(3.9, 5.9, 5.366666666666667)","(101.0, 210.0, 184.28571428571428)","(6.0, 99999, 99990)","(101.0, 210.0, 192.0)","(2.3, 99999, 99990)","(101.0, 220.0, 197.14285714285714)","(2.35, 3.2, 3.125)"
10-01-2023 18:06:58.889728,"(3.9, 5.9, 5.366666666666667)","(101.0, 210.0, 184.28571428571428)","(6.0, 99999, 99990)","(101.0, 210.0, 192.0)","(2.3, 99999, 99990)","(101.0, 220.0, 197.14285714285714)","(2.35, 3.2, 3.125)"
10-01-2023 18:07:00.005307,"(3.9, 5.9, 5.366666666666667)","(101.0, 210.0, 184.28571428571428)","(6.0, 99999, 99990)","(101.0, 210.0, 192.0)","(2.3, 99999, 99990)","(101.0, 220.0, 197.14285714285714)","(2.35, 3.2, 3.125)"
10-01-2023 18:07:01.021216,"(3.9, 5.9, 5.366666666666667)","(101.0, 210.0, 184.28571428571428)","(6.0, 99999, 99990)","(101.0, 210.0, 192.0)","(2.3, 99999, 99990)","(101.0, 220.0, 197.14285714285714)","(2.35, 3.2, 3.125)"
10-01-2023 18:07:02.080769,"(3.9, 5.9, 5.366666666666667)","(101.0, 210.0, 184.28571428571428)","(6.0, 99999, 99990)","(101.0, 210.0, 192.0)","(2.3, 99999, 99990)","(101.0, 220.0, 197.14285714285714)","(2.35, 3.2, 3.125)"
10-01-2023 18:07:03.102400,"(3.9, 5.9, 5.366666666666667)","(101.0, 210.0, 184.28571428571428)","(6.0, 99999, 99990)","(101.0, 210.0, 192.0)","(2.3, 99999, 99990)","(101.0, 220.0, 197.14285714285714)","(2.35, 3.2, 3.125)"
10-01-2023 18:07:04.148791,"(3.9, 5.9, 5.366666666666667)","(101.0, 210.0, 184.28571428571428)","(6.0, 99999, 99990)","(101.0, 210.0, 192.0)","(2.3, 99999, 99990)","(101.0, 220.0, 197.14285714285714)","(2.35, 3.2, 3.125)"
10-01-2023 18:07:05.190971,"(3.9, 5.9, 5.366666666666667)","(101.0, 210.0, 184.28571428571428)","(6.0, 99999, 99990)","(101.0, 210.0, 192.0)","(2.3, 99999, 99990)","(101.0, 220.0, 197.14285714285714)","(2.35, 3.2, 3.125)"
10-01-2023 18:07:06.338392,"(3.9, 5.9, 5.366666666666667)","(101.0, 210.0, 184.28571428571428)","(6.0, 99999, 99990)","(101.0, 210.0, 192.0)","(2.3, 99999, 99990)","(101.0, 220.0, 197.14285714285714)","(2.35, 3.2, 3.125)"
10-01-2023 18:07:07.446928,"(3.9, 5.9, 5.366666666666667)","(101.0, 210.0, 184.28571428571428)","(6.0, 99999, 99990)","(101.0, 210.0, 192.0)","(2.3, 99999, 99990)","(101.0, 220.0, 197.14285714285714)","(2.35, 3.2, 3.125)"
10-01-2023 18:07:08.602221,"(3.9, 5.9, 5.366666666666667)","(101.0, 210.0, 184.28571428571428)","(6.0, 99999, 99990)","(101.0, 210.0, 192.0)","(2.3, 99999, 99990)","(101.0, 220.0, 197.14285714285714)","(2.35, 3.2, 3.125)"
10-01-2023 18:07:09.782625,"(3.9, 5.9, 5.366666666666667)","(101.0, 210.0, 184.28571428571428)","(6.0, 99999, 99990)","(101.0, 210.0, 192.0)","(2.3, 99999, 99990)","(101.0, 220.0, 197.14285714285714)","(2.35, 3.2, 3.125)"
10-01-2023 18:07:10.835730,"(3.9, 5.9, 5.366666666666667)","(101.0, 210.0, 184.28571428571428)","(6.0, 99999, 99990)","(101.0, 210.0, 192.0)","(2.3, 99999, 99990)","(101.0, 220.0, 197.14285714285714)","(2.35, 3.2, 3.125)"
10-01-2023 18:07:12.043451,"(3.9, 5.9, 5.366666666666667)","(101.0, 210.0, 184.28571428571428)","(6.0, 99999, 99990)","(101.0, 210.0, 192.0)","(2.3, 99999, 99990)","(101.0, 220.0, 197.14285714285714)","(2.35, 3.2, 3.125)"
10-01-2023 18:07:13.081620,"(3.9, 5.9, 5.366666666666667)","(101.0, 210.0, 184.28571428571428)","(6.0, 99999, 99990)","(101.0, 210.0, 192.0)","(2.3, 99999, 99990)","(101.0, 220.0, 197.14285714285714)","(2.35, 3.2, 3.125)"
10-01-2023 18:07:14.162364,"(3.9, 5.9, 5.366666666666667)","(101.0, 210.0, 184.28571428571428)","(6.0, 99999, 99990)","(101.0, 210.0, 192.0)","(2.3, 99999, 99990)","(101.0, 220.0, 197.14285714285714)","(2.35, 3.2, 3.125)"
10-01-2023 18:07:15.254961,"(3.9, 5.9, 5.366666666666667)","(101.0, 210.0, 184.28571428571428)","(6.0, 99999, 99990)","(101.0, 210.0, 192.0)","(2.3, 99999, 99990)","(101.0, 220.0, 197.14285714285714)","(2.35, 3.2, 3.125)"
10-01-2023 18:07:16.453260,"(3.9, 5.9, 5.366666666666667)","(101.0, 210.0, 184.28571428571428)","(6.0, 99999, 99990)","(101.0, 210.0, 192.0)","(2.3, 99999, 99990)","(101.0, 220.0, 197.14285714285714)","(2.35, 3.2, 3.125)"
10-01-2023 18:07:17.624702,"(3.9, 5.9, 5.366666666666667)","(101.0, 210.0, 184.28571428571428)","(6.0, 99999, 99990)","(101.0, 210.0, 192.0)","(2.3, 99999, 99990)","(101.0, 220.0, 197.14285714285714)","(2.35, 3.2, 3.125)"
10-01-2023 18:07:18.763668,"(3.9, 5.9, 5.366666666666667)","(101.0, 210.0, 184.28571428571428)","(6.0, 99999, 99990)","(101.0, 210.0, 192.0)","(2.3, 99999, 99990)","(101.0, 220.0, 197.14285714285714)","(2.35, 3.2, 3.125)"
10-01-2023 18:07:19.942214,"(3.9, 5.9, 5.366666666666667)","(101.0, 210.0, 184.28571428571428)","(6.0, 99999, 99990)","(101.0, 210.0, 192.0)","(2.3, 99999, 99990)","(101.0, 220.0, 197.14285714285714)","(2.35, 3.2, 3.125)"
10-01-2023 18:07:20.987889,"(3.9, 5.9, 5.366666666666667)","(101.0, 210.0, 184.28571428571428)","(6.0, 99999, 99990)","(101.0, 210.0, 192.0)","(2.3, 99999, 99990)","(101.0, 220.0, 197.14285714285714)","(2.35, 3.2, 3.125)"
10-01-2023 18:07:21.958394,"(3.9, 5.9, 5.366666666666667)","(101.0, 210.0, 184.28571428571428)","(6.0, 99999, 99990)","(101.0, 210.0, 192.0)","(2.3, 99999, 99990)","(101.0, 220.0, 197.14285714285714)","(2.35, 3.2, 3.125)"
10-01-2023 18:07:22.972672,"(3.9, 5.9, 5.366666666666667)","(101.0, 210.0, 184.28571428571428)","(6.0, 99999, 99990)","(101.0, 210.0, 192.0)","(2.3, 99999, 99990)","(101.0, 220.0, 197.14285714285714)","(2.35, 3.2, 3.125)"
10-01-2023 18:07:23.980643,"(3.9, 5.9, 5.366666666666667)","(101.0, 210.0, 184.28571428571428)","(6.0, 99999, 99990)","(101.0, 210.0, 192.0)","(2.3, 99999, 99990)","(101.0, 220.0, 197.14285714285714)","(2.35, 3.2, 3.125)"
10-01-2023 18:07:25.107351,"(3.9, 5.9, 5.366666666666667)","(101.0, 210.0, 184.28571428571428)","(6.0, 99999, 99990)","(101.0, 210.0, 192.0)","(2.3, 99999, 99990)","(101.0, 220.0, 197.14285714285714)","(2.35, 3.2, 3.125)"
10-01-2023 18:07:26.319228,"(3.9, 5.9, 5.366666666666667)","(101.0, 210.0, 184.28571428571428)","(6.0, 99999, 99990)","(101.0, 210.0, 192.0)","(2.3, 99999, 99990)","(101.0, 220.0, 197.14285714285714)","(2.35, 3.2, 3.125)"
10-01-2023 18:07:27.449229,"(3.9, 5.9, 5.366666666666667)","(101.0, 210.0, 184.28571428571428)","(6.0, 99999, 99990)","(101.0, 210.0, 192.0)","(2.3, 99999, 99990)","(101.0, 220.0, 197.14285714285714)","(2.35, 3.2, 3.125)"
10-01-2023 18:07:28.491021,"(3.9, 5.9, 5.366666666666667)","(101.0, 210.0, 184.28571428571428)","(6.0, 99999, 99990)","(101.0, 210.0, 192.0)","(2.3, 99999, 99990)","(101.0, 220.0, 197.14285714285714)","(2.35, 3.2, 3.125)"
10-01-2023 18:07:29.553931,"(3.9, 5.9, 5.366666666666667)","(101.0, 210.0, 184.28571428571428)","(6.0, 99999, 99990)","(101.0, 210.0, 192.0)","(2.3, 99999, 99990)","(101.0, 220.0, 197.14285714285714)","(2.35, 3.2, 3.125)"
10-01-2023 18:07:30.651418,"(3.9, 5.9, 5.366666666666667)","(101.0, 210.0, 184.28571428571428)","(6.0, 99999, 99990)","(101.0, 210.0, 192.0)","(2.3, 99999, 99990)","(101.0, 220.0, 197.14285714285714)","(2.35, 3.2, 3.125)"
10-01-2023 18:07:31.769250,"(3.9, 5.9, 5.366666666666667)","(101.0, 210.0, 184.28571428571428)","(6.0, 99999, 99990)","(101.0, 210.0, 192.0)","(2.3, 99999, 99990)","(101.0, 220.0, 197.14285714285714)","(2.35, 3.2, 3.125)"
10-01-2023 18:07:32.813951,"(3.9, 5.9, 5.366666666666667)","(101.0, 210.0, 184.28571428571428)","(6.0, 99999, 99990)","(101.0, 210.0, 192.0)","(2.3, 99999, 99990)","(101.0, 220.0, 197.14285714285714)","(2.35, 3.2, 3.125)"
10-01-2023 18:07:33.860811,"(3.9, 5.9, 5.366666666666667)","(101.0, 210.0, 184.28571428571428)","(6.0, 99999, 99990)","(101.0, 210.0, 192.0)","(2.3, 99999, 99990)","(101.0, 220.0, 197.14285714285714)","(2.35, 3.2, 3.125)"
10-01-2023 18:07:34.902866,"(3.9, 5.9, 5.366666666666667)","(101.0, 210.0, 184.28571428571428)","(6.0, 99999, 99990)","(101.0, 210.0, 192.0)","(2.3, 99999, 99990)","(101.0, 220.0, 197.14285714285714)","(2.35, 3.2, 3.125)"
10-01-2023 18:07:35.970979,"(3.9, 5.9, 5.366666666666667)","(101.0, 210.0, 184.28571428571428)","(6.0, 99999, 99990)","(101.0, 210.0, 192.0)","(2.3, 99999, 99990)","(101.0, 220.0, 197.14285714285714)","(2.35, 3.2, 3.125)"
10-01-2023 18:07:37.077010,"(3.9, 5.9, 5.366666666666667)","(101.0, 210.0, 184.28571428571428)","(6.0, 99999, 99990)","(101.0, 210.0, 192.0)","(2.3, 99999, 99990)","(101.0, 220.0, 197.14285714285714)","(2.35, 3.2, 3.125)"
10-01-2023 18:07:38.164984,"(3.9, 5.9, 5.366666666666667)","(101.0, 210.0, 184.28571428571428)","(6.0, 99999, 99990)","(101.0, 210.0, 192.0)","(2.3, 99999, 99990)","(101.0, 220.0, 197.14285714285714)","(2.35, 3.2, 3.1333333333333337)"
10-01-2023 18:07:39.226977,"(3.9, 5.9, 5.366666666666667)","(101.0, 210.0, 184.28571428571428)","(6.0, 99999, 99990)","(101.0, 210.0, 192.0)","(2.3, 99999, 99990)","(101.0, 220.0, 197.14285714285714)","(2.35, 3.2, 3.1333333333333337)"
10-01-2023 18:07:40.227841,"(3.9, 5.9, 5.366666666666667)","(101.0, 210.0, 184.28571428571428)","(6.0, 99999, 99990)","(101.0, 210.0, 192.0)","(2.3, 99999, 99990)","(101.0, 220.0, 197.14285714285714)","(2.35, 3.2, 3.1333333333333337)"
10-01-2023 18:07:41.240667,"(3.9, 5.9, 5.366666666666667)","(101.0, 210.0, 184.28571428571428)","(6.0, 99999, 99990)","(101.0, 210.0, 192.0)","(2.3, 99999, 99990)","(101.0, 220.0, 197.14285714285714)","(2.35, 3.2, 2.91)"
10-01-2023 18:07:42.291708,"(3.9, 5.9, 5.366666666666667)","(101.0, 210.0, 184.28571428571428)","(6.0, 99999, 99990)","(101.0, 210.0, 192.0)","(2.3, 99999, 99990)","(101.0, 220.0, 197.14285714285714)","(2.35, 3.2, 2.91)"
10-01-2023 18:07:43.406510,"(3.9, 5.9, 5.366666666666667)","(101.0, 210.0, 184.28571428571428)","(6.0, 99999, 99990)","(101.0, 210.0, 192.0)","(2.3, 99999, 99990)","(101.0, 220.0, 197.14285714285714)","(2.35, 3.2, 2.91)"
10-01-2023 18:07:44.558061,"(3.9, 5.8, 5.3578947368421055)","(101.0, 210.0, 184.28571428571428)","(6.0, 99999, 99990)","(101.0, 210.0, 192.0)","(2.3, 99999, 99990)","(101.0, 220.0, 197.14285714285714)","(2.35, 3.2, 2.91)"
10-01-2023 18:07:45.645504,"(3.9, 5.8, 5.3578947368421055)","(101.0, 210.0, 184.28571428571428)","(6.0, 99999, 99990)","(101.0, 210.0, 192.0)","(2.3, 99999, 99990)","(101.0, 220.0, 197.14285714285714)","(2.35, 3.2, 2.91)"
10-01-2023 18:07:46.708923,"(3.9, 5.8, 5.683333333333334)","(101.0, 210.0, 184.28571428571428)","(6.0, 99999, 99990)","(101.0, 210.0, 192.0)","(2.3, 99999, 99990)","(101.0, 220.0, 197.14285714285714)","(2.35, 3.2, 2.91)"
10-01-2023 18:07:47.726543,"(3.9, 5.8, 5.54)","(101.0, 210.0, 184.28571428571428)","(6.0, 99999, 99990)","(101.0, 210.0, 192.0)","(2.3, 99999, 99990)","(101.0, 220.0, 197.14285714285714)","(2.35, 3.2, 2.91)"
10-01-2023 18:07:48.699691,"(3.9, 5.8, 5.54)","(101.0, 210.0, 184.28571428571428)","(6.0, 99999, 99990)","(101.0, 210.0, 192.0)","(2.3, 99999, 99990)","(101.0, 220.0, 197.14285714285714)","(2.35, 3.2, 2.91)"
10-01-2023 18:07:49.744130,"(3.9, 5.8, 5.54)","(101.0, 210.0, 184.28571428571428)","(6.0, 99999, 99990)","(101.0, 210.0, 192.0)","(2.3, 99999, 99990)","(101.0, 220.0, 197.14285714285714)","(2.35, 3.2, 2.91)"
10-01-2023 18:07:50.718733,"(3.9, 5.8, 5.54)","(101.0, 210.0, 184.28571428571428)","(6.0, 99999, 99990)","(101.0, 210.0, 192.0)","(2.3, 99999, 99990)","(101.0, 220.0, 197.14285714285714)","(2.35, 3.2, 2.91)"
10-01-2023 18:07:51.798418,"(3.9, 5.8, 5.54)","(101.0, 210.0, 184.28571428571428)","(6.0, 99999, 99990)","(101.0, 210.0, 192.0)","(2.3, 99999, 99990)","(101.0, 220.0, 197.14285714285714)","(2.35, 3.2, 2.91)"
10-01-2023 18:07:52.838729,"(3.9, 5.8, 5.54)","(101.0, 210.0, 184.28571428571428)","(6.0, 99999, 99990)","(101.0, 210.0, 192.0)","(2.3, 99999, 99990)","(101.0, 220.0, 197.14285714285714)","(2.35, 3.2, 2.91)"
10-01-2023 18:07:53.976551,"(3.9, 5.8, 5.54)","(101.0, 210.0, 184.28571428571428)","(6.0, 99999, 99990)","(101.0, 210.0, 192.0)","(2.3, 99999, 99990)","(101.0, 220.0, 197.14285714285714)","(2.35, 3.2, 2.91)"
10-01-2023 18:07:54.924634,"(3.9, 5.8, 5.54)","(101.0, 210.0, 184.28571428571428)","(6.0, 99999, 99990)","(101.0, 210.0, 192.0)","(2.3, 99999, 99990)","(101.0, 220.0, 197.14285714285714)","(2.35, 3.2, 2.91)"
10-01-2023 18:07:55.905333,"(3.9, 5.8, 5.15)","(101.0, 210.0, 184.28571428571428)","(6.0, 99999, 99990)","(101.0, 210.0, 192.0)","(2.3, 99999, 99990)","(101.0, 220.0, 197.14285714285714)","(2.35, 3.2, 2.91)"
10-01-2023 18:07:57.058936,"(3.9, 5.8, 5.15)","(101.0, 210.0, 184.28571428571428)","(6.0, 99999, 99990)","(101.0, 210.0, 192.0)","(2.3, 99999, 99990)","(101.0, 220.0, 197.14285714285714)","(2.35, 3.2, 2.91)"
10-01-2023 18:07:58.306337,"(3.9, 5.8, 5.15)","(101.0, 210.0, 184.28571428571428)","(6.0, 99999, 99990)","(101.0, 210.0, 192.0)","(2.3, 99999, 99990)","(101.0, 220.0, 197.14285714285714)","(2.35, 3.2, 2.91)"
10-01-2023 18:07:59.431177,"(3.9, 5.8, 5.15)","(101.0, 210.0, 184.28571428571428)","(6.0, 99999, 99990)","(101.0, 210.0, 192.0)","(2.3, 99999, 99990)","(101.0, 220.0, 197.14285714285714)","(2.35, 3.2, 2.91)"
10-01-2023 18:08:00.541334,"(3.9, 5.8, 5.15)","(101.0, 210.0, 184.28571428571428)","(6.0, 99999, 99990)","(101.0, 210.0, 192.0)","(2.3, 99999, 99990)","(101.0, 220.0, 197.14285714285714)","(2.35, 3.2, 2.91)"
10-01-2023 18:08:01.637339,"(3.9, 5.8, 5.54)","(101.0, 210.0, 184.28571428571428)","(6.0, 99999, 99990)","(101.0, 210.0, 192.0)","(2.3, 99999, 99990)","(101.0, 220.0, 197.14285714285714)","(2.35, 3.2, 2.91)"
10-01-2023 18:08:02.679613,"(3.9, 5.8, 5.7)","(101.0, 210.0, 184.28571428571428)","(6.0, 99999, 99990)","(101.0, 210.0, 192.0)","(2.3, 99999, 99990)","(101.0, 220.0, 197.14285714285714)","(2.35, 3.2, 2.91)"
10-01-2023 18:08:03.753301,"(3.9, 5.8, 5.7)","(101.0, 210.0, 184.28571428571428)","(6.0, 99999, 99990)","(101.0, 210.0, 192.0)","(2.3, 99999, 99990)","(101.0, 220.0, 197.14285714285714)","(2.35, 3.2, 2.91)"
10-01-2023 18:08:04.753050,"(3.9, 5.8, 5.7)","(101.0, 210.0, 184.28571428571428)","(6.0, 99999, 99990)","(101.0, 210.0, 192.0)","(2.3, 99999, 99990)","(101.0, 220.0, 197.14285714285714)","(2.35, 3.2, 2.91)"
10-01-2023 18:08:05.892184,"(3.9, 5.8, 5.7)","(101.0, 210.0, 184.28571428571428)","(6.0, 99999, 99990)","(101.0, 210.0, 192.0)","(2.3, 99999, 99990)","(101.0, 220.0, 197.14285714285714)","(2.35, 3.2, 2.91)"
10-01-2023 18:08:06.971393,"(3.9, 5.8, 5.7)","(101.0, 210.0, 184.28571428571428)","(6.0, 99999, 99990)","(101.0, 210.0, 192.0)","(2.3, 99999, 99990)","(101.0, 220.0, 197.14285714285714)","(2.35, 3.2, 2.91)"
10-01-2023 18:08:08.069524,"(3.9, 5.8, 5.7)","(101.0, 210.0, 184.28571428571428)","(6.0, 99999, 99990)","(101.0, 210.0, 192.0)","(2.3, 99999, 99990)","(101.0, 220.0, 197.14285714285714)","(2.35, 3.2, 2.91)"
10-01-2023 18:08:09.186151,"(3.9, 5.8, 5.7)","(101.0, 210.0, 184.28571428571428)","(6.0, 99999, 99990)","(101.0, 210.0, 192.0)","(2.3, 99999, 99990)","(101.0, 220.0, 197.14285714285714)","(2.35, 3.2, 2.93)"
10-01-2023 18:08:10.279290,"(3.9, 5.6, 5.06)","(101.0, 210.0, 184.28571428571428)","(6.0, 99999, 99990)","(101.0, 210.0, 192.0)","(2.3, 99999, 99990)","(101.0, 220.0, 197.14285714285714)","(2.35, 3.2, 2.93)"
10-01-2023 18:08:11.348550,"(3.9, 5.6, 5.06)","(101.0, 210.0, 184.28571428571428)","(6.0, 99999, 99990)","(101.0, 210.0, 192.0)","(2.3, 99999, 99990)","(101.0, 220.0, 197.14285714285714)","(2.35, 3.2, 2.93)"
10-01-2023 18:08:12.414065,"(3.9, 5.6, 5.06)","(101.0, 210.0, 184.28571428571428)","(6.0, 99999, 99990)","(101.0, 210.0, 155.55555555555554)","(2.3, 99999, 99990)","(101.0, 220.0, 197.14285714285714)","(2.35, 3.2, 2.93)"
10-01-2023 18:08:13.517772,"(3.9, 5.6, 5.06)","(101.0, 210.0, 184.28571428571428)","(6.0, 99999, 99990)","(101.0, 160.0, 155.55555555555554)","(2.3, 99999, 99990)","(101.0, 220.0, 197.14285714285714)","(2.35, 3.2, 2.93)"
10-01-2023 18:08:14.785305,"(3.9, 5.6, 5.06)","(101.0, 210.0, 184.28571428571428)","(6.0, 99999, 99990)","(101.0, 160.0, 155.55555555555554)","(2.3, 99999, 99990)","(101.0, 220.0, 197.14285714285714)","(2.35, 3.2, 2.93)"
10-01-2023 18:08:16.039974,"(3.9, 5.6, 5.06)","(101.0, 210.0, 184.28571428571428)","(6.0, 99999, 99990)","(101.0, 160.0, 155.55555555555554)","(2.3, 99999, 99990)","(101.0, 220.0, 197.14285714285714)","(2.35, 3.2, 2.93)"
10-01-2023 18:08:17.272948,"(3.9, 5.6, 5.06)","(101.0, 210.0, 184.28571428571428)","(6.0, 99999, 99990)","(101.0, 160.0, 155.55555555555554)","(2.3, 99999, 99990)","(101.0, 220.0, 197.14285714285714)","(2.35, 3.2, 2.93)"
10-01-2023 18:08:18.459223,"(3.9, 5.6, 4.742857142857143)","(101.0, 210.0, 184.28571428571428)","(6.0, 99999, 99990)","(101.0, 160.0, 155.55555555555554)","(2.3, 99999, 99990)","(101.0, 220.0, 197.14285714285714)","(2.35, 3.2, 2.93)"
10-01-2023 18:08:19.646610,"(3.9, 5.6, 4.6375)","(101.0, 210.0, 184.28571428571428)","(6.0, 99999, 99990)","(101.0, 160.0, 155.55555555555554)","(2.3, 99999, 99990)","(101.0, 220.0, 197.14285714285714)","(2.35, 3.2, 2.93)"
10-01-2023 18:08:20.780906,"(3.9, 5.6, 4.6375)","(101.0, 210.0, 184.28571428571428)","(6.0, 99999, 99990)","(101.0, 160.0, 155.55555555555554)","(2.3, 99999, 99990)","(101.0, 220.0, 197.14285714285714)","(2.35, 3.2, 2.93)"
