,Aikhal,Keyless Go,Tango And Cash,White Hart Express,Cape Wrath,Kentucky Nick,Prickley Prince,Splendid Chap,Princess Alakhai,Sassolino,Missedthedeel,Poetic Whisper
08-12-2022 13:16:09.043184,"(8.0, 7.8, 7.624242424242424)","(21.0, 48.0, 45.333333333333336)","(4.2, 5.0, 4.825287356321839)","(26.0, 95.0, 75.4)","(101.0, 390.0, 350.0)","(3.9, 6.2, 5.66)","(41.0, 65.0, 57.6)","(3.5, 4.2, 4.070588235294117)","(101.0, 380.0, 285.0)","(5.5, 7.0, 6.618181818181818)","(101.0, 140.0, 110.0)","(14.0, 22.0, 20.125)"
08-12-2022 13:16:10.523501,"(8.0, 7.8, 7.624242424242424)","(21.0, 48.0, 45.333333333333336)","(4.2, 5.0, 4.825287356321839)","(26.0, 95.0, 75.4)","(101.0, 390.0, 346.6666666666667)","(3.9, 6.2, 5.66)","(41.0, 60.0, 54.0)","(3.5, 4.2, 4.070588235294117)","(101.0, 380.0, 285.0)","(5.5, 7.0, 6.618181818181818)","(101.0, 140.0, 110.0)","(14.0, 22.0, 20.5)"
08-12-2022 13:16:12.016106,"(8.0, 7.8, 7.6066666666666665)","(21.0, 48.0, 46.857142857142854)","(4.2, 5.0, 4.825287356321839)","(26.0, 95.0, 82.75)","(101.0, 390.0, 310.0)","(3.9, 6.2, 5.66)","(41.0, 60.0, 54.0)","(3.5, 4.2, 4.070588235294117)","(101.0, 380.0, 285.0)","(5.5, 7.0, 6.618181818181818)","(101.0, 130.0, 105.0)","(14.0, 22.0, 20.5)"
08-12-2022 13:16:13.520829,"(8.0, 7.8, 7.690566037735849)","(21.0, 48.0, 46.857142857142854)","(4.2, 5.0, 4.825287356321839)","(26.0, 95.0, 82.75)","(101.0, 390.0, 310.0)","(3.9, 6.2, 5.66)","(41.0, 60.0, 54.0)","(3.5, 4.2, 4.070588235294117)","(101.0, 380.0, 285.0)","(5.5, 7.0, 6.618181818181818)","(101.0, 120.0, 105.0)","(14.0, 22.0, 20.5)"
08-12-2022 13:16:15.012673,"(8.0, 7.8, 7.690566037735849)","(21.0, 48.0, 46.857142857142854)","(4.2, 5.0, 4.825287356321839)","(26.0, 95.0, 82.75)","(101.0, 390.0, 310.0)","(3.9, 6.2, 5.66)","(41.0, 60.0, 54.0)","(3.5, 4.2, 4.070588235294117)","(101.0, 380.0, 285.0)","(5.5, 7.0, 6.618181818181818)","(101.0, 120.0, 105.0)","(14.0, 22.0, 20.5)"
08-12-2022 13:16:16.627722,"(8.0, 8.8, 7.76)","(21.0, 48.0, 43.0)","(4.2, 5.0, 4.825287356321839)","(26.0, 95.0, 82.75)","(101.0, 390.0, 310.0)","(3.9, 6.2, 5.66)","(41.0, 60.0, 54.0)","(3.5, 4.2, 4.070588235294117)","(101.0, 380.0, 285.0)","(5.5, 7.0, 6.618181818181818)","(101.0, 120.0, 116.36363636363636)","(14.0, 22.0, 20.5)"
08-12-2022 13:16:18.204492,"(8.0, 8.4, 7.688888888888888)","(21.0, 48.0, 39.666666666666664)","(4.2, 5.0, 4.825287356321839)","(26.0, 95.0, 82.75)","(101.0, 390.0, 310.0)","(3.9, 6.2, 5.66)","(41.0, 60.0, 54.0)","(3.5, 4.2, 4.070588235294117)","(101.0, 380.0, 285.0)","(5.5, 7.0, 6.618181818181818)","(101.0, 120.0, 114.78260869565217)","(14.0, 22.0, 20.5)"
08-12-2022 13:16:19.628655,"(8.0, 8.4, 7.688888888888888)","(21.0, 48.0, 39.666666666666664)","(4.2, 5.0, 4.825287356321839)","(26.0, 95.0, 82.75)","(101.0, 390.0, 310.0)","(3.9, 6.2, 5.66)","(41.0, 60.0, 54.0)","(3.5, 4.2, 4.070588235294117)","(101.0, 380.0, 285.0)","(5.5, 7.0, 6.618181818181818)","(101.0, 120.0, 114.78260869565217)","(14.0, 22.0, 20.5)"
08-12-2022 13:16:21.153243,"(8.0, 8.4, 7.688888888888888)","(21.0, 48.0, 39.666666666666664)","(4.2, 5.0, 4.825287356321839)","(26.0, 95.0, 82.75)","(101.0, 390.0, 310.0)","(3.9, 6.2, 5.66)","(41.0, 60.0, 54.0)","(3.5, 4.2, 4.070588235294117)","(101.0, 380.0, 285.0)","(5.5, 7.0, 6.618181818181818)","(101.0, 120.0, 114.78260869565217)","(14.0, 22.0, 20.5)"
08-12-2022 13:16:22.866060,"(8.0, 8.4, 7.714285714285714)","(21.0, 48.0, 42.285714285714285)","(4.2, 5.0, 4.715)","(26.0, 95.0, 82.75)","(101.0, 390.0, 310.0)","(3.9, 6.2, 5.764516129032258)","(41.0, 60.0, 54.0)","(3.5, 4.2, 4.070588235294117)","(101.0, 380.0, 285.0)","(5.5, 7.0, 6.7375)","(101.0, 120.0, 99.0)","(14.0, 22.0, 20.125)"
08-12-2022 13:16:24.398608,"(8.0, 8.4, 7.714285714285714)","(21.0, 48.0, 42.285714285714285)","(4.2, 5.0, 4.553125)","(26.0, 95.0, 82.75)","(101.0, 390.0, 310.0)","(3.9, 6.2, 5.984)","(41.0, 60.0, 54.0)","(3.5, 4.2, 4.070588235294117)","(101.0, 380.0, 285.0)","(5.5, 7.0, 6.7375)","(101.0, 120.0, 99.0)","(14.0, 22.0, 20.125)"
08-12-2022 13:16:25.896129,"(8.0, 8.4, 7.714285714285714)","(21.0, 48.0, 44.36363636363636)","(4.2, 4.6, 4.788888888888889)","(26.0, 95.0, 82.75)","(101.0, 390.0, 310.0)","(3.9, 6.2, 5.954545454545454)","(41.0, 60.0, 54.0)","(3.5, 4.2, 4.070588235294117)","(101.0, 380.0, 285.0)","(5.5, 7.0, 6.7375)","(101.0, 120.0, 99.0)","(14.0, 22.0, 20.8)"
08-12-2022 13:16:27.579076,"(8.0, 8.4, 7.482352941176471)","(21.0, 48.0, 44.666666666666664)","(4.2, 4.9, 4.685714285714286)","(26.0, 95.0, 65.0)","(101.0, 390.0, 310.0)","(3.9, 6.2, 5.764516129032258)","(41.0, 60.0, 54.0)","(3.5, 4.2, 4.070588235294117)","(101.0, 380.0, 285.0)","(5.5, 7.0, 6.9625)","(101.0, 120.0, 102.0)","(14.0, 22.0, 20.5)"
08-12-2022 13:16:29.101150,"(8.0, 8.0, 7.482352941176471)","(21.0, 48.0, 44.666666666666664)","(4.2, 4.9, 4.7384615384615385)","(26.0, 95.0, 65.0)","(101.0, 390.0, 310.0)","(3.9, 6.2, 5.982258064516129)","(41.0, 60.0, 54.0)","(3.5, 4.2, 4.195744680851064)","(101.0, 380.0, 285.0)","(5.5, 7.4, 7.0)","(101.0, 120.0, 102.0)","(14.0, 22.0, 20.5)"
08-12-2022 13:16:30.597686,"(8.0, 7.8, 7.757142857142857)","(21.0, 48.0, 44.666666666666664)","(4.2, 4.9, 4.7384615384615385)","(26.0, 95.0, 65.0)","(101.0, 390.0, 310.0)","(3.9, 6.2, 5.982258064516129)","(41.0, 60.0, 54.0)","(3.5, 4.2, 4.171428571428572)","(101.0, 380.0, 285.0)","(5.5, 7.2, 7.0)","(101.0, 120.0, 102.0)","(14.0, 22.0, 20.5)"
08-12-2022 13:16:32.212072,"(8.0, 7.8, 7.654545454545454)","(21.0, 48.0, 44.666666666666664)","(4.2, 4.9, 4.870833333333334)","(26.0, 95.0, 65.0)","(101.0, 390.0, 310.0)","(3.9, 6.2, 5.940384615384615)","(41.0, 60.0, 54.0)","(3.5, 4.2, 4.171428571428572)","(101.0, 380.0, 285.0)","(5.5, 7.2, 7.1)","(101.0, 120.0, 102.0)","(14.0, 22.0, 20.5)"
