,City Slicker,Chop And Drop,Single Swinger,Ethical Miss,Nulas Biscuit,Regent Tree,Hound Em Down,Ebby Collerson
10,"[datetime.datetime(2022, 11, 28, 17, 56, 50, 274879), 10.0, 18.0]","[datetime.datetime(2022, 11, 28, 17, 56, 50, 274879), 17.0, 42.0]","[datetime.datetime(2022, 11, 28, 17, 56, 50, 274879), 1.8, 2.36]","[datetime.datetime(2022, 11, 28, 17, 56, 50, 274879), 2.5, 4.6]","[datetime.datetime(2022, 11, 28, 17, 56, 50, 274879), 61.0, 460.0]","[datetime.datetime(2022, 11, 28, 17, 56, 50, 274879), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 17, 56, 50, 274879), 101.0, 99999]","[datetime.datetime(2022, 11, 28, 17, 56, 50, 274879), 8.0, 16.0]"
11,"[datetime.datetime(2022, 11, 28, 17, 56, 51, 401189), 10.0, 18.0]","[datetime.datetime(2022, 11, 28, 17, 56, 51, 401189), 17.0, 42.0]","[datetime.datetime(2022, 11, 28, 17, 56, 51, 401189), 1.8, 2.36]","[datetime.datetime(2022, 11, 28, 17, 56, 51, 401189), 2.5, 4.6]","[datetime.datetime(2022, 11, 28, 17, 56, 51, 401189), 61.0, 460.0]","[datetime.datetime(2022, 11, 28, 17, 56, 51, 401189), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 17, 56, 51, 401189), 101.0, 99999]","[datetime.datetime(2022, 11, 28, 17, 56, 51, 401189), 8.0, 16.0]"
12,"[datetime.datetime(2022, 11, 28, 17, 56, 52, 544111), 10.0, 18.0]","[datetime.datetime(2022, 11, 28, 17, 56, 52, 544111), 17.0, 42.0]","[datetime.datetime(2022, 11, 28, 17, 56, 52, 544111), 1.8, 2.36]","[datetime.datetime(2022, 11, 28, 17, 56, 52, 544111), 2.5, 4.6]","[datetime.datetime(2022, 11, 28, 17, 56, 52, 544111), 61.0, 460.0]","[datetime.datetime(2022, 11, 28, 17, 56, 52, 544111), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 17, 56, 52, 544111), 101.0, 99999]","[datetime.datetime(2022, 11, 28, 17, 56, 52, 544111), 8.0, 16.0]"
13,"[datetime.datetime(2022, 11, 28, 17, 56, 53, 691266), 10.0, 18.0]","[datetime.datetime(2022, 11, 28, 17, 56, 53, 691266), 17.0, 42.0]","[datetime.datetime(2022, 11, 28, 17, 56, 53, 691266), 1.8, 2.36]","[datetime.datetime(2022, 11, 28, 17, 56, 53, 691266), 2.5, 4.6]","[datetime.datetime(2022, 11, 28, 17, 56, 53, 691266), 61.0, 460.0]","[datetime.datetime(2022, 11, 28, 17, 56, 53, 691266), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 17, 56, 53, 691266), 101.0, 99999]","[datetime.datetime(2022, 11, 28, 17, 56, 53, 691266), 8.0, 16.0]"
14,"[datetime.datetime(2022, 11, 28, 17, 56, 54, 840871), 10.0, 18.0]","[datetime.datetime(2022, 11, 28, 17, 56, 54, 840871), 17.0, 42.0]","[datetime.datetime(2022, 11, 28, 17, 56, 54, 840871), 1.8, 2.36]","[datetime.datetime(2022, 11, 28, 17, 56, 54, 840871), 2.5, 4.6]","[datetime.datetime(2022, 11, 28, 17, 56, 54, 840871), 61.0, 460.0]","[datetime.datetime(2022, 11, 28, 17, 56, 54, 840871), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 17, 56, 54, 840871), 101.0, 99999]","[datetime.datetime(2022, 11, 28, 17, 56, 54, 840871), 8.0, 16.0]"
15,"[datetime.datetime(2022, 11, 28, 17, 56, 55, 970238), 10.0, 18.0]","[datetime.datetime(2022, 11, 28, 17, 56, 55, 970238), 17.0, 42.0]","[datetime.datetime(2022, 11, 28, 17, 56, 55, 970238), 1.8, 2.36]","[datetime.datetime(2022, 11, 28, 17, 56, 55, 970238), 2.5, 4.6]","[datetime.datetime(2022, 11, 28, 17, 56, 55, 970238), 61.0, 460.0]","[datetime.datetime(2022, 11, 28, 17, 56, 55, 970238), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 17, 56, 55, 970238), 101.0, 99999]","[datetime.datetime(2022, 11, 28, 17, 56, 55, 970238), 8.0, 16.0]"
16,"[datetime.datetime(2022, 11, 28, 17, 56, 57, 109634), 10.0, 18.0]","[datetime.datetime(2022, 11, 28, 17, 56, 57, 109634), 17.0, 42.0]","[datetime.datetime(2022, 11, 28, 17, 56, 57, 109634), 1.8, 2.36]","[datetime.datetime(2022, 11, 28, 17, 56, 57, 109634), 2.5, 4.6]","[datetime.datetime(2022, 11, 28, 17, 56, 57, 109634), 61.0, 460.0]","[datetime.datetime(2022, 11, 28, 17, 56, 57, 109634), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 17, 56, 57, 109634), 101.0, 99999]","[datetime.datetime(2022, 11, 28, 17, 56, 57, 109634), 8.0, 16.0]"
17,"[datetime.datetime(2022, 11, 28, 17, 56, 58, 275444), 10.0, 18.0]","[datetime.datetime(2022, 11, 28, 17, 56, 58, 275444), 17.0, 42.0]","[datetime.datetime(2022, 11, 28, 17, 56, 58, 275444), 1.8, 2.36]","[datetime.datetime(2022, 11, 28, 17, 56, 58, 275444), 2.5, 4.6]","[datetime.datetime(2022, 11, 28, 17, 56, 58, 275444), 61.0, 460.0]","[datetime.datetime(2022, 11, 28, 17, 56, 58, 275444), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 17, 56, 58, 275444), 101.0, 99999]","[datetime.datetime(2022, 11, 28, 17, 56, 58, 275444), 8.0, 16.0]"
18,"[datetime.datetime(2022, 11, 28, 17, 56, 59, 463929), 10.0, 18.0]","[datetime.datetime(2022, 11, 28, 17, 56, 59, 463929), 17.0, 42.0]","[datetime.datetime(2022, 11, 28, 17, 56, 59, 463929), 1.8, 2.36]","[datetime.datetime(2022, 11, 28, 17, 56, 59, 463929), 2.5, 4.6]","[datetime.datetime(2022, 11, 28, 17, 56, 59, 463929), 61.0, 460.0]","[datetime.datetime(2022, 11, 28, 17, 56, 59, 463929), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 17, 56, 59, 463929), 101.0, 99999]","[datetime.datetime(2022, 11, 28, 17, 56, 59, 463929), 8.0, 16.0]"
19,"[datetime.datetime(2022, 11, 28, 17, 57, 0, 613202), 10.0, 18.0]","[datetime.datetime(2022, 11, 28, 17, 57, 0, 613202), 17.0, 42.0]","[datetime.datetime(2022, 11, 28, 17, 57, 0, 613202), 1.8, 2.36]","[datetime.datetime(2022, 11, 28, 17, 57, 0, 613202), 2.5, 4.6]","[datetime.datetime(2022, 11, 28, 17, 57, 0, 613202), 61.0, 460.0]","[datetime.datetime(2022, 11, 28, 17, 57, 0, 613202), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 17, 57, 0, 613202), 101.0, 99999]","[datetime.datetime(2022, 11, 28, 17, 57, 0, 613202), 8.0, 16.0]"
20,"[datetime.datetime(2022, 11, 28, 17, 57, 1, 761115), 10.0, 18.0]","[datetime.datetime(2022, 11, 28, 17, 57, 1, 761115), 17.0, 42.0]","[datetime.datetime(2022, 11, 28, 17, 57, 1, 761115), 1.8, 2.36]","[datetime.datetime(2022, 11, 28, 17, 57, 1, 761115), 2.5, 4.6]","[datetime.datetime(2022, 11, 28, 17, 57, 1, 761115), 61.0, 460.0]","[datetime.datetime(2022, 11, 28, 17, 57, 1, 761115), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 17, 57, 1, 761115), 101.0, 99999]","[datetime.datetime(2022, 11, 28, 17, 57, 1, 761115), 8.0, 16.0]"
21,"[datetime.datetime(2022, 11, 28, 17, 57, 2, 930421), 10.0, 18.0]","[datetime.datetime(2022, 11, 28, 17, 57, 2, 930421), 17.0, 42.0]","[datetime.datetime(2022, 11, 28, 17, 57, 2, 930421), 1.8, 2.36]","[datetime.datetime(2022, 11, 28, 17, 57, 2, 930421), 2.5, 4.6]","[datetime.datetime(2022, 11, 28, 17, 57, 2, 930421), 61.0, 460.0]","[datetime.datetime(2022, 11, 28, 17, 57, 2, 930421), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 17, 57, 2, 930421), 101.0, 99999]","[datetime.datetime(2022, 11, 28, 17, 57, 2, 930421), 8.0, 16.0]"
22,"[datetime.datetime(2022, 11, 28, 17, 57, 4, 68251), 10.0, 18.0]","[datetime.datetime(2022, 11, 28, 17, 57, 4, 68251), 17.0, 42.0]","[datetime.datetime(2022, 11, 28, 17, 57, 4, 68251), 1.8, 2.36]","[datetime.datetime(2022, 11, 28, 17, 57, 4, 68251), 2.5, 4.6]","[datetime.datetime(2022, 11, 28, 17, 57, 4, 68251), 61.0, 460.0]","[datetime.datetime(2022, 11, 28, 17, 57, 4, 68251), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 17, 57, 4, 68251), 101.0, 99999]","[datetime.datetime(2022, 11, 28, 17, 57, 4, 68251), 8.0, 16.0]"
23,"[datetime.datetime(2022, 11, 28, 17, 57, 5, 228741), 10.0, 18.0]","[datetime.datetime(2022, 11, 28, 17, 57, 5, 228741), 17.0, 42.0]","[datetime.datetime(2022, 11, 28, 17, 57, 5, 228741), 1.8, 2.36]","[datetime.datetime(2022, 11, 28, 17, 57, 5, 228741), 2.5, 4.6]","[datetime.datetime(2022, 11, 28, 17, 57, 5, 228741), 61.0, 460.0]","[datetime.datetime(2022, 11, 28, 17, 57, 5, 228741), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 17, 57, 5, 228741), 101.0, 99999]","[datetime.datetime(2022, 11, 28, 17, 57, 5, 228741), 8.0, 16.0]"
24,"[datetime.datetime(2022, 11, 28, 17, 57, 6, 364870), 10.0, 18.0]","[datetime.datetime(2022, 11, 28, 17, 57, 6, 364870), 17.0, 42.0]","[datetime.datetime(2022, 11, 28, 17, 57, 6, 364870), 1.8, 2.36]","[datetime.datetime(2022, 11, 28, 17, 57, 6, 364870), 2.5, 4.6]","[datetime.datetime(2022, 11, 28, 17, 57, 6, 364870), 61.0, 460.0]","[datetime.datetime(2022, 11, 28, 17, 57, 6, 364870), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 17, 57, 6, 364870), 101.0, 99999]","[datetime.datetime(2022, 11, 28, 17, 57, 6, 364870), 8.0, 16.0]"
25,"[datetime.datetime(2022, 11, 28, 17, 57, 7, 498100), 10.0, 18.0]","[datetime.datetime(2022, 11, 28, 17, 57, 7, 498100), 17.0, 42.0]","[datetime.datetime(2022, 11, 28, 17, 57, 7, 498100), 1.8, 2.36]","[datetime.datetime(2022, 11, 28, 17, 57, 7, 498100), 2.5, 4.6]","[datetime.datetime(2022, 11, 28, 17, 57, 7, 498100), 61.0, 460.0]","[datetime.datetime(2022, 11, 28, 17, 57, 7, 498100), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 17, 57, 7, 498100), 101.0, 99999]","[datetime.datetime(2022, 11, 28, 17, 57, 7, 498100), 8.0, 16.0]"
26,"[datetime.datetime(2022, 11, 28, 17, 57, 8, 640206), 10.0, 18.0]","[datetime.datetime(2022, 11, 28, 17, 57, 8, 640206), 17.0, 42.0]","[datetime.datetime(2022, 11, 28, 17, 57, 8, 640206), 1.8, 2.36]","[datetime.datetime(2022, 11, 28, 17, 57, 8, 640206), 2.5, 4.6]","[datetime.datetime(2022, 11, 28, 17, 57, 8, 640206), 61.0, 460.0]","[datetime.datetime(2022, 11, 28, 17, 57, 8, 640206), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 17, 57, 8, 640206), 101.0, 99999]","[datetime.datetime(2022, 11, 28, 17, 57, 8, 640206), 8.0, 16.0]"
27,"[datetime.datetime(2022, 11, 28, 17, 57, 9, 788541), 10.0, 18.0]","[datetime.datetime(2022, 11, 28, 17, 57, 9, 788541), 17.0, 42.0]","[datetime.datetime(2022, 11, 28, 17, 57, 9, 788541), 1.8, 2.36]","[datetime.datetime(2022, 11, 28, 17, 57, 9, 788541), 2.5, 4.6]","[datetime.datetime(2022, 11, 28, 17, 57, 9, 788541), 61.0, 460.0]","[datetime.datetime(2022, 11, 28, 17, 57, 9, 788541), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 17, 57, 9, 788541), 101.0, 99999]","[datetime.datetime(2022, 11, 28, 17, 57, 9, 788541), 8.0, 16.0]"
28,"[datetime.datetime(2022, 11, 28, 17, 57, 10, 942446), 10.0, 18.0]","[datetime.datetime(2022, 11, 28, 17, 57, 10, 942446), 17.0, 42.0]","[datetime.datetime(2022, 11, 28, 17, 57, 10, 942446), 1.8, 2.36]","[datetime.datetime(2022, 11, 28, 17, 57, 10, 942446), 2.5, 4.6]","[datetime.datetime(2022, 11, 28, 17, 57, 10, 942446), 61.0, 460.0]","[datetime.datetime(2022, 11, 28, 17, 57, 10, 942446), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 17, 57, 10, 942446), 101.0, 99999]","[datetime.datetime(2022, 11, 28, 17, 57, 10, 942446), 8.0, 16.0]"
29,"[datetime.datetime(2022, 11, 28, 17, 57, 12, 83846), 10.0, 18.0]","[datetime.datetime(2022, 11, 28, 17, 57, 12, 83846), 17.0, 42.0]","[datetime.datetime(2022, 11, 28, 17, 57, 12, 83846), 1.8, 2.36]","[datetime.datetime(2022, 11, 28, 17, 57, 12, 83846), 2.5, 4.6]","[datetime.datetime(2022, 11, 28, 17, 57, 12, 83846), 61.0, 460.0]","[datetime.datetime(2022, 11, 28, 17, 57, 12, 83846), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 17, 57, 12, 83846), 101.0, 99999]","[datetime.datetime(2022, 11, 28, 17, 57, 12, 83846), 8.0, 16.0]"
30,"[datetime.datetime(2022, 11, 28, 17, 57, 13, 279580), 10.0, 18.0]","[datetime.datetime(2022, 11, 28, 17, 57, 13, 279580), 17.0, 42.0]","[datetime.datetime(2022, 11, 28, 17, 57, 13, 279580), 1.8, 2.36]","[datetime.datetime(2022, 11, 28, 17, 57, 13, 279580), 2.5, 4.6]","[datetime.datetime(2022, 11, 28, 17, 57, 13, 279580), 61.0, 460.0]","[datetime.datetime(2022, 11, 28, 17, 57, 13, 279580), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 17, 57, 13, 279580), 101.0, 99999]","[datetime.datetime(2022, 11, 28, 17, 57, 13, 279580), 8.0, 16.0]"
31,"[datetime.datetime(2022, 11, 28, 17, 57, 14, 425853), 10.0, 18.0]","[datetime.datetime(2022, 11, 28, 17, 57, 14, 425853), 17.0, 42.0]","[datetime.datetime(2022, 11, 28, 17, 57, 14, 425853), 1.8, 2.36]","[datetime.datetime(2022, 11, 28, 17, 57, 14, 425853), 2.5, 4.6]","[datetime.datetime(2022, 11, 28, 17, 57, 14, 425853), 61.0, 460.0]","[datetime.datetime(2022, 11, 28, 17, 57, 14, 425853), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 17, 57, 14, 425853), 101.0, 99999]","[datetime.datetime(2022, 11, 28, 17, 57, 14, 425853), 8.0, 16.0]"
32,"[datetime.datetime(2022, 11, 28, 17, 57, 15, 600186), 10.0, 18.0]","[datetime.datetime(2022, 11, 28, 17, 57, 15, 600186), 17.0, 42.0]","[datetime.datetime(2022, 11, 28, 17, 57, 15, 600186), 1.8, 2.36]","[datetime.datetime(2022, 11, 28, 17, 57, 15, 600186), 2.5, 4.6]","[datetime.datetime(2022, 11, 28, 17, 57, 15, 600186), 61.0, 460.0]","[datetime.datetime(2022, 11, 28, 17, 57, 15, 600186), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 17, 57, 15, 600186), 101.0, 99999]","[datetime.datetime(2022, 11, 28, 17, 57, 15, 600186), 8.0, 16.0]"
33,"[datetime.datetime(2022, 11, 28, 17, 57, 16, 779637), 10.0, 18.0]","[datetime.datetime(2022, 11, 28, 17, 57, 16, 779637), 17.0, 42.0]","[datetime.datetime(2022, 11, 28, 17, 57, 16, 779637), 1.8, 2.36]","[datetime.datetime(2022, 11, 28, 17, 57, 16, 779637), 2.5, 4.6]","[datetime.datetime(2022, 11, 28, 17, 57, 16, 779637), 61.0, 460.0]","[datetime.datetime(2022, 11, 28, 17, 57, 16, 779637), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 17, 57, 16, 779637), 101.0, 99999]","[datetime.datetime(2022, 11, 28, 17, 57, 16, 779637), 8.0, 16.0]"
34,"[datetime.datetime(2022, 11, 28, 17, 57, 17, 930979), 10.0, 18.0]","[datetime.datetime(2022, 11, 28, 17, 57, 17, 930979), 17.0, 42.0]","[datetime.datetime(2022, 11, 28, 17, 57, 17, 930979), 1.8, 2.36]","[datetime.datetime(2022, 11, 28, 17, 57, 17, 930979), 2.5, 4.6]","[datetime.datetime(2022, 11, 28, 17, 57, 17, 930979), 61.0, 460.0]","[datetime.datetime(2022, 11, 28, 17, 57, 17, 930979), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 17, 57, 17, 930979), 101.0, 99999]","[datetime.datetime(2022, 11, 28, 17, 57, 17, 930979), 8.0, 16.0]"
35,"[datetime.datetime(2022, 11, 28, 17, 57, 19, 65190), 10.0, 18.0]","[datetime.datetime(2022, 11, 28, 17, 57, 19, 65190), 17.0, 42.0]","[datetime.datetime(2022, 11, 28, 17, 57, 19, 65190), 1.8, 2.36]","[datetime.datetime(2022, 11, 28, 17, 57, 19, 65190), 2.5, 4.6]","[datetime.datetime(2022, 11, 28, 17, 57, 19, 65190), 61.0, 460.0]","[datetime.datetime(2022, 11, 28, 17, 57, 19, 65190), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 17, 57, 19, 65190), 101.0, 99999]","[datetime.datetime(2022, 11, 28, 17, 57, 19, 65190), 8.0, 16.0]"
36,"[datetime.datetime(2022, 11, 28, 17, 57, 20, 226012), 10.0, 18.0]","[datetime.datetime(2022, 11, 28, 17, 57, 20, 226012), 17.0, 42.0]","[datetime.datetime(2022, 11, 28, 17, 57, 20, 226012), 1.8, 2.36]","[datetime.datetime(2022, 11, 28, 17, 57, 20, 226012), 2.5, 4.6]","[datetime.datetime(2022, 11, 28, 17, 57, 20, 226012), 61.0, 460.0]","[datetime.datetime(2022, 11, 28, 17, 57, 20, 226012), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 17, 57, 20, 226012), 101.0, 99999]","[datetime.datetime(2022, 11, 28, 17, 57, 20, 226012), 8.0, 16.0]"
37,"[datetime.datetime(2022, 11, 28, 17, 57, 21, 355937), 10.0, 18.0]","[datetime.datetime(2022, 11, 28, 17, 57, 21, 355937), 17.0, 42.0]","[datetime.datetime(2022, 11, 28, 17, 57, 21, 355937), 1.8, 2.36]","[datetime.datetime(2022, 11, 28, 17, 57, 21, 355937), 2.5, 4.6]","[datetime.datetime(2022, 11, 28, 17, 57, 21, 355937), 61.0, 460.0]","[datetime.datetime(2022, 11, 28, 17, 57, 21, 355937), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 17, 57, 21, 355937), 101.0, 99999]","[datetime.datetime(2022, 11, 28, 17, 57, 21, 355937), 8.0, 16.0]"
38,"[datetime.datetime(2022, 11, 28, 17, 57, 22, 487035), 10.0, 18.0]","[datetime.datetime(2022, 11, 28, 17, 57, 22, 487035), 17.0, 42.0]","[datetime.datetime(2022, 11, 28, 17, 57, 22, 487035), 1.8, 2.36]","[datetime.datetime(2022, 11, 28, 17, 57, 22, 487035), 2.5, 4.6]","[datetime.datetime(2022, 11, 28, 17, 57, 22, 487035), 61.0, 460.0]","[datetime.datetime(2022, 11, 28, 17, 57, 22, 487035), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 17, 57, 22, 487035), 101.0, 99999]","[datetime.datetime(2022, 11, 28, 17, 57, 22, 487035), 8.0, 16.0]"
39,"[datetime.datetime(2022, 11, 28, 17, 57, 23, 637497), 10.0, 18.0]","[datetime.datetime(2022, 11, 28, 17, 57, 23, 637497), 17.0, 42.0]","[datetime.datetime(2022, 11, 28, 17, 57, 23, 637497), 1.8, 2.36]","[datetime.datetime(2022, 11, 28, 17, 57, 23, 637497), 2.5, 4.6]","[datetime.datetime(2022, 11, 28, 17, 57, 23, 637497), 61.0, 460.0]","[datetime.datetime(2022, 11, 28, 17, 57, 23, 637497), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 17, 57, 23, 637497), 101.0, 99999]","[datetime.datetime(2022, 11, 28, 17, 57, 23, 637497), 8.0, 16.0]"
