,Animal,Victory Medal Nz,Arthur Lowe Nz,Alakazam,Premonition,Clarenden Envoy,Steam Cleaned
07-01-2023 21:29:33.168956,"(1.5, 1.82, 1.8002739726027397)","(12.0, 99999, 99990)","(61.0, 99999, 99990)","(17.0, 29.0, 26.666666666666668)","(4.2, 4.6, 4.516304347826087)","(9.0, 11.5, 11.209090909090909)","(14.0, 28.0, 26.387096774193548)"
07-01-2023 21:29:34.143220,"(1.5, 1.82, 1.8017721518987342)","(12.0, 99999, 99990)","(61.0, 99999, 99990)","(17.0, 28.0, 26.285714285714285)","(4.2, 4.6, 4.516304347826087)","(9.0, 11.5, 11.209090909090909)","(14.0, 28.0, 26.81818181818182)"
07-01-2023 21:29:35.117967,"(1.5, 1.82, 1.8017721518987342)","(12.0, 99999, 99990)","(61.0, 99999, 99990)","(17.0, 28.0, 26.22222222222222)","(4.2, 4.6, 4.486486486486487)","(9.0, 11.5, 11.209090909090909)","(14.0, 27.0, 26.0)"
07-01-2023 21:29:36.130365,"(1.5, 1.81, 1.8004761904761906)","(12.0, 99999, 99990)","(61.0, 99999, 99990)","(17.0, 28.0, 26.608695652173914)","(4.2, 4.5, 4.471153846153847)","(9.0, 11.5, 11.209090909090909)","(14.0, 27.0, 26.36)"
07-01-2023 21:29:37.087463,"(1.5, 1.81, 1.798888888888889)","(12.0, 99999, 99990)","(61.0, 99999, 99990)","(17.0, 28.0, 26.608695652173914)","(4.2, 4.5, 4.471153846153847)","(9.0, 11.5, 11.209090909090909)","(14.0, 27.0, 26.36)"
07-01-2023 21:29:38.081752,"(1.5, 1.82, 1.8131428571428572)","(12.0, 99999, 99990)","(61.0, 99999, 99990)","(17.0, 28.0, 26.608695652173914)","(4.2, 4.5, 4.385964912280702)","(9.0, 11.5, 11.191666666666666)","(14.0, 27.0, 26.36)"
07-01-2023 21:29:39.046453,"(1.5, 1.82, 1.8111926605504587)","(12.0, 99999, 99990)","(61.0, 99999, 99990)","(17.0, 28.0, 25.904761904761905)","(4.2, 4.4, 4.37)","(9.0, 11.5, 11.150943396226415)","(14.0, 26.0, 25.863636363636363)"
07-01-2023 21:29:40.047430,"(1.5, 1.82, 1.8019512195121952)","(12.0, 99999, 99990)","(61.0, 99999, 99990)","(17.0, 28.0, 24.5625)","(4.2, 4.4, 4.368421052631579)","(9.0, 11.5, 11.191666666666666)","(14.0, 26.0, 25.73913043478261)"
07-01-2023 21:29:41.002838,"(1.5, 1.82, 1.8018181818181818)","(12.0, 99999, 99990)","(61.0, 99999, 99990)","(18.0, 28.0, 24.875)","(4.2, 4.5, 4.493700787401575)","(9.0, 11.5, 11.296875)","(15.0, 26.0, 25.23076923076923)"
07-01-2023 21:29:41.953979,"(1.5, 1.8, 1.7911267605633803)","(12.0, 99999, 99990)","(61.0, 99999, 99990)","(18.0, 28.0, 25.1875)","(3.9, 4.5, 4.504301075268817)","(9.0, 11.5, 11.296875)","(15.0, 26.0, 25.77777777777778)"
07-01-2023 21:29:42.870351,"(1.5, 1.8, 1.7889473684210526)","(12.0, 99999, 99990)","(61.0, 99999, 99990)","(18.0, 28.0, 24.875)","(3.9, 4.6, 4.506)","(9.0, 11.5, 11.395833333333334)","(15.0, 26.0, 25.625)"
07-01-2023 21:29:43.786475,"(1.5, 1.8, 1.7931159420289855)","(12.0, 99999, 99990)","(61.0, 99999, 99990)","(18.0, 28.0, 25.5)","(3.9, 4.6, 4.506)","(9.0, 11.5, 11.395833333333334)","(15.0, 26.0, 25.625)"
07-01-2023 21:29:44.738926,"(1.5, 1.82, 1.8055294117647058)","(12.0, 99999, 99990)","(61.0, 99999, 99990)","(18.0, 28.0, 25.5)","(3.9, 4.6, 4.517045454545454)","(9.0, 11.5, 11.311475409836065)","(15.0, 26.0, 25.733333333333334)"
07-01-2023 21:29:45.741208,"(1.5, 1.82, 1.7998360655737706)","(12.0, 99999, 99990)","(61.0, 99999, 99990)","(18.0, 28.0, 25.5)","(3.9, 4.6, 4.5179775280898875)","(9.0, 11.5, 11.25)","(15.0, 26.0, 25.789473684210527)"
07-01-2023 21:29:46.738608,"(1.5, 1.82, 1.8050000000000002)","(12.0, 99999, 99990)","(61.0, 99999, 99990)","(18.0, 28.0, 25.67857142857143)","(3.9, 4.6, 4.5291262135922326)","(9.0, 11.5, 11.253333333333334)","(15.0, 26.0, 25.692307692307693)"
07-01-2023 21:29:47.761559,"(1.5, 1.81, 1.8013924050632912)","(12.0, 99999, 99990)","(61.0, 99999, 99990)","(18.0, 28.0, 25.903225806451612)","(3.9, 4.6, 4.5625)","(9.0, 11.5, 11.215384615384615)","(15.0, 26.0, 25.166666666666668)"
07-01-2023 21:29:48.765401,"(1.5, 1.81, 1.8041379310344827)","(12.0, 99999, 99990)","(61.0, 99999, 99990)","(18.0, 28.0, 24.4)","(3.9, 4.6, 4.550515463917526)","(9.0, 11.5, 11.260416666666666)","(15.0, 26.0, 25.4)"
07-01-2023 21:29:49.775796,"(1.5, 1.83, 1.8223497267759563)","(12.0, 99999, 99990)","(61.0, 99999, 99990)","(18.0, 28.0, 24.4)","(3.9, 4.6, 4.550515463917526)","(9.0, 11.5, 11.260416666666666)","(15.0, 26.0, 25.714285714285715)"
07-01-2023 21:29:50.817524,"(1.5, 1.84, 1.8312987012987014)","(12.0, 99999, 99990)","(71.0, 99999, 99990)","(18.0, 28.0, 25.88235294117647)","(3.9, 4.6, 4.550515463917526)","(9.0, 11.0, 10.833333333333334)","(15.0, 26.0, 24.9)"
07-01-2023 21:29:51.859866,"(1.5, 1.83, 1.8245038167938932)","(12.0, 99999, 99990)","(71.0, 99999, 99990)","(18.0, 28.0, 25.523809523809526)","(3.9, 4.6, 4.520164609053498)","(9.0, 11.0, 10.807692307692308)","(15.0, 25.0, 24.833333333333332)"
07-01-2023 21:29:52.904331,"(1.5, 1.86, 1.859713603818616)","(12.0, 99999, 99990)","(71.0, 99999, 99990)","(18.0, 28.0, 25.22222222222222)","(3.9, 4.7, 4.553030303030303)","(9.0, 11.0, 10.519480519480519)","(15.0, 25.0, 22.307692307692307)"
07-01-2023 21:29:53.909932,"(1.5, 1.87, 1.865076923076923)","(12.0, 99999, 99990)","(71.0, 99999, 99990)","(18.0, 27.0, 25.125)","(3.9, 4.7, 4.553030303030303)","(9.0, 11.0, 10.435897435897436)","(15.0, 23.0, 22.0625)"
07-01-2023 21:29:54.928896,"(1.5, 1.89, 1.8865333333333332)","(12.0, 99999, 99990)","(71.0, 99999, 99990)","(18.0, 27.0, 26.529411764705884)","(3.9, 4.7, 4.553030303030303)","(9.0, 10.5, 10.435897435897436)","(15.0, 23.0, 22.055555555555557)"
07-01-2023 21:29:55.937765,"(1.5, 1.89, 1.8859374999999998)","(12.0, 99999, 99990)","(71.0, 99999, 99990)","(18.0, 26.0, 25.57142857142857)","(3.9, 4.7, 4.553030303030303)","(9.0, 10.5, 10.435897435897436)","(15.0, 23.0, 22.055555555555557)"
07-01-2023 21:29:56.921352,"(1.5, 1.9, 1.8995774647887322)","(12.0, 99999, 99990)","(71.0, 99999, 99990)","(18.0, 26.0, 24.0)","(3.9, 4.7, 4.554681647940075)","(9.0, 10.5, 10.25531914893617)","(15.0, 22.0, 21.555555555555557)"
07-01-2023 21:29:57.908307,"(1.5, 1.9, 1.8995774647887322)","(12.0, 99999, 99990)","(71.0, 99999, 99990)","(18.0, 26.0, 24.0)","(3.9, 4.7, 4.556370656370657)","(9.0, 10.5, 10.25531914893617)","(15.0, 22.0, 21.285714285714285)"
07-01-2023 21:29:58.903352,"(1.5, 1.91, 1.9065853658536585)","(12.0, 99999, 99990)","(71.0, 99999, 99990)","(18.0, 26.0, 23.857142857142858)","(3.9, 4.7, 4.550467289719626)","(9.0, 10.5, 10.175)","(15.0, 22.0, 21.285714285714285)"
07-01-2023 21:29:59.942481,"(1.5, 1.93, 1.921111111111111)","(12.0, 99999, 99990)","(71.0, 99999, 99990)","(18.0, 25.0, 23.857142857142858)","(3.9, 4.6, 4.547169811320755)","(9.0, 10.5, 10.15)","(15.0, 22.0, 21.3)"
07-01-2023 21:30:00.983335,"(1.5, 1.93, 1.9229032258064516)","(12.0, 99999, 99990)","(71.0, 99999, 99990)","(18.0, 25.0, 23.923076923076923)","(3.9, 4.6, 4.559230769230769)","(9.0, 10.5, 10.357142857142858)","(15.0, 22.0, 21.285714285714285)"
07-01-2023 21:30:02.045788,"(1.5, 1.93, 1.9271929824561402)","(12.0, 99999, 99990)","(71.0, 99999, 99990)","(18.0, 24.0, 23.8)","(3.9, 4.6, 4.559230769230769)","(9.0, 10.5, 10.357142857142858)","(15.0, 22.0, 19.11764705882353)"
07-01-2023 21:30:03.134353,"(1.5, 1.93, 1.9271929824561402)","(12.0, 99999, 99990)","(71.0, 99999, 99990)","(18.0, 24.0, 24.41176470588235)","(3.9, 4.6, 4.559230769230769)","(9.0, 10.5, 10.337837837837839)","(15.0, 21.0, 19.11764705882353)"
07-01-2023 21:30:04.152081,"(1.5, 1.93, 1.9271929824561402)","(12.0, 99999, 99990)","(71.0, 99999, 99990)","(18.0, 25.0, 24.41176470588235)","(3.9, 4.6, 4.5576)","(9.0, 10.5, 10.337837837837839)","(15.0, 21.0, 19.10810810810811)"
07-01-2023 21:30:05.197610,"(1.5, 1.93, 1.9230434782608694)","(12.0, 99999, 99990)","(71.0, 99999, 99990)","(18.0, 25.0, 24.615384615384617)","(3.9, 4.6, 4.5576)","(9.0, 10.5, 10.337837837837839)","(15.0, 21.0, 19.10810810810811)"
07-01-2023 21:30:06.144603,"(1.55, 1.93, 1.9227272727272726)","(12.0, 99999, 99990)","(71.0, 99999, 99990)","(17.0, 25.0, 24.615384615384617)","(3.9, 4.6, 4.556410256410256)","(8.5, 10.5, 10.383720930232558)","(15.0, 21.0, 19.10810810810811)"
07-01-2023 21:30:07.082546,"(1.55, 1.93, 1.9274193548387095)","(12.0, 99999, 99990)","(71.0, 99999, 99990)","(17.0, 25.0, 24.615384615384617)","(3.9, 4.7, 4.556410256410256)","(8.5, 10.5, 10.383720930232558)","(15.0, 21.0, 19.10810810810811)"
07-01-2023 21:30:08.067406,"(1.55, 1.93, 1.9274193548387095)","(12.0, 99999, 99990)","(71.0, 99999, 99990)","(17.0, 25.0, 24.615384615384617)","(3.9, 4.7, 4.5566929133858265)","(8.5, 10.5, 10.291666666666666)","(15.0, 21.0, 19.055555555555557)"
07-01-2023 21:30:09.044395,"(1.55, 1.94, 1.9198780487804878)","(12.0, 99999, 99990)","(71.0, 99999, 99990)","(17.0, 25.0, 24.523809523809526)","(3.9, 4.6, 4.5566929133858265)","(8.5, 10.5, 10.1875)","(15.0, 21.0, 19.055555555555557)"
07-01-2023 21:30:10.064572,"(1.55, 1.94, 1.9198780487804878)","(12.0, 99999, 99990)","(71.0, 99999, 99990)","(17.0, 25.0, 25.4)","(3.9, 4.6, 4.557454545454545)","(8.5, 10.5, 10.169811320754716)","(15.0, 21.0, 19.055555555555557)"
07-01-2023 21:30:11.151100,"(1.55, 1.9, 1.8823076923076922)","(12.0, 99999, 99990)","(71.0, 99999, 99990)","(17.0, 26.0, 25.4)","(3.9, 4.7, 4.612093023255814)","(8.5, 11.0, 10.214285714285714)","(15.0, 21.0, 19.25)"
07-01-2023 21:30:12.182624,"(1.55, 1.9, 1.8766891891891893)","(12.0, 99999, 99990)","(71.0, 99999, 99990)","(17.0, 26.0, 25.482758620689655)","(3.9, 4.7, 4.620253164556962)","(8.5, 11.0, 10.365384615384615)","(15.0, 20.0, 19.25)"
07-01-2023 21:30:13.212398,"(1.55, 1.9, 1.881451612903226)","(12.0, 99999, 99990)","(71.0, 99999, 99990)","(17.0, 26.0, 25.482758620689655)","(3.9, 4.7, 4.628136882129278)","(8.5, 11.0, 10.415384615384616)","(15.0, 20.0, 19.5)"
07-01-2023 21:30:14.198841,"(1.55, 1.9, 1.881451612903226)","(12.0, 99999, 99990)","(71.0, 99999, 99990)","(17.0, 26.0, 25.482758620689655)","(3.9, 4.7, 4.628136882129278)","(8.5, 11.0, 10.568181818181818)","(15.0, 20.0, 19.5)"
07-01-2023 21:30:15.231386,"(1.55, 1.9, 1.881451612903226)","(12.0, 99999, 99990)","(71.0, 99999, 99990)","(17.0, 26.0, 25.482758620689655)","(3.9, 4.7, 4.628136882129278)","(8.5, 11.0, 10.568181818181818)","(15.0, 20.0, 19.5)"
07-01-2023 21:30:16.264080,"(1.55, 1.9, 1.881451612903226)","(12.0, 99999, 99990)","(71.0, 99999, 99990)","(17.0, 26.0, 25.482758620689655)","(3.9, 4.7, 4.628136882129278)","(8.5, 11.0, 10.547619047619047)","(15.0, 20.0, 19.5)"
07-01-2023 21:30:17.299797,"(1.55, 1.89, 1.8891891891891892)","(12.0, 99999, 99990)","(71.0, 99999, 99990)","(17.0, 26.0, 25.482758620689655)","(3.9, 4.7, 4.628136882129278)","(8.5, 11.0, 10.18421052631579)","(15.0, 20.0, 19.5)"
07-01-2023 21:30:18.248296,"(1.55, 1.9, 1.883063063063063)","(12.0, 99999, 99990)","(71.0, 99999, 99990)","(17.0, 26.0, 25.482758620689655)","(3.9, 4.7, 4.628136882129278)","(8.5, 10.5, 10.197368421052632)","(15.0, 20.0, 19.5)"
07-01-2023 21:30:19.219329,"(1.55, 1.91, 1.8819565217391303)","(12.0, 99999, 99990)","(71.0, 99999, 99990)","(17.0, 26.0, 25.166666666666668)","(3.9, 4.7, 4.633516483516483)","(8.5, 10.5, 10.4375)","(15.0, 20.0, 20.6)"
07-01-2023 21:30:20.165953,"(1.55, 1.87, 1.8694557823129252)","(12.0, 99999, 99990)","(71.0, 99999, 99990)","(17.0, 26.0, 25.444444444444443)","(3.9, 4.7, 4.633516483516483)","(8.5, 10.5, 10.4375)","(15.0, 21.0, 20.6)"
07-01-2023 21:30:21.152149,"(1.55, 1.87, 1.869047619047619)","(12.0, 99999, 99990)","(71.0, 99999, 99990)","(17.0, 26.0, 25.444444444444443)","(3.9, 4.7, 4.633879781420765)","(8.5, 10.5, 10.4375)","(15.0, 21.0, 20.6)"
07-01-2023 21:30:22.129138,"(1.55, 1.87, 1.869047619047619)","(12.0, 99999, 99990)","(71.0, 99999, 99990)","(17.0, 26.0, 25.6)","(3.9, 4.7, 4.633879781420765)","(8.5, 10.5, 10.4375)","(15.0, 21.0, 20.6)"
07-01-2023 21:30:23.184108,"(1.55, 1.87, 1.869047619047619)","(12.0, 99999, 99990)","(71.0, 99999, 99990)","(17.0, 26.0, 25.6)","(3.9, 4.7, 4.633879781420765)","(8.5, 10.5, 10.4375)","(15.0, 21.0, 20.6)"
07-01-2023 21:30:24.134616,"(1.55, 1.87, 1.8685185185185187)","(12.0, 99999, 99990)","(71.0, 99999, 99990)","(17.0, 26.0, 25.6)","(3.9, 4.7, 4.633879781420765)","(8.5, 10.5, 10.4375)","(15.0, 21.0, 20.6)"
07-01-2023 21:30:25.105128,"(1.55, 1.88, 1.8722222222222222)","(12.0, 99999, 99990)","(71.0, 99999, 99990)","(17.0, 26.0, 25.6)","(3.9, 4.7, 4.633516483516483)","(8.5, 10.5, 10.3)","(15.0, 21.0, 20.6)"
07-01-2023 21:30:26.116822,"(1.55, 1.9, 1.8751315789473686)","(12.0, 99999, 99990)","(71.0, 99999, 99990)","(17.0, 26.0, 25.6)","(3.9, 4.7, 4.633516483516483)","(8.5, 10.5, 10.329268292682928)","(15.0, 21.0, 20.6)"
07-01-2023 21:30:27.067829,"(1.55, 1.9, 1.873380281690141)","(12.0, 99999, 99990)","(71.0, 99999, 99990)","(17.0, 26.0, 25.6)","(3.9, 4.7, 4.633516483516483)","(8.5, 10.5, 10.3)","(15.0, 21.0, 20.6)"
07-01-2023 21:30:28.065788,"(1.55, 1.9, 1.873380281690141)","(12.0, 99999, 99990)","(71.0, 99999, 99990)","(17.0, 26.0, 26.4)","(3.9, 4.7, 4.654464285714286)","(8.5, 10.5, 10.35593220338983)","(15.0, 21.0, 20.6)"
07-01-2023 21:30:29.047719,"(1.55, 1.9, 1.8863468634686347)","(12.0, 99999, 99990)","(71.0, 99999, 99990)","(17.0, 27.0, 26.4)","(3.9, 4.7, 4.644565217391304)","(8.5, 11.0, 10.1875)","(15.0, 21.0, 20.6)"
07-01-2023 21:30:30.055468,"(1.55, 1.88, 1.8784999999999998)","(12.0, 99999, 99990)","(71.0, 99999, 99990)","(17.0, 27.0, 26.4)","(3.9, 4.7, 4.644565217391304)","(8.5, 10.5, 10.1875)","(15.0, 21.0, 20.6)"
07-01-2023 21:30:30.990823,"(1.55, 1.88, 1.8784999999999998)","(12.0, 99999, 99990)","(71.0, 99999, 99990)","(17.0, 27.0, 26.4)","(3.9, 4.7, 4.658333333333333)","(8.5, 10.5, 10.1875)","(15.0, 21.0, 20.6)"
07-01-2023 21:30:32.016188,"(1.55, 1.88, 1.8786307053941909)","(12.0, 99999, 99990)","(71.0, 99999, 99990)","(17.0, 27.0, 26.4)","(3.9, 4.7, 4.716831683168317)","(8.5, 10.5, 10.1875)","(15.0, 21.0, 20.6)"
07-01-2023 21:30:32.941086,"(1.55, 1.88, 1.8786307053941909)","(12.0, 99999, 99990)","(71.0, 99999, 99990)","(17.0, 27.0, 26.4)","(3.9, 4.8, 4.728260869565217)","(8.5, 10.5, 10.1875)","(15.0, 21.0, 20.6)"
07-01-2023 21:30:33.939425,"(1.55, 1.88, 1.8784999999999998)","(12.0, 99999, 99990)","(71.0, 99999, 99990)","(17.0, 27.0, 26.4)","(3.9, 4.8, 4.728260869565217)","(8.5, 10.5, 10.1875)","(15.0, 21.0, 20.6)"
07-01-2023 21:30:34.925961,"(1.55, 1.88, 1.8785714285714286)","(12.0, 99999, 99990)","(71.0, 99999, 99990)","(17.0, 27.0, 26.4)","(3.9, 4.8, 4.728260869565217)","(8.5, 10.5, 10.1875)","(15.0, 21.0, 20.6)"
07-01-2023 21:30:35.957189,"(1.55, 1.88, 1.8616666666666668)","(12.0, 99999, 99990)","(71.0, 99999, 99990)","(17.0, 27.0, 26.4)","(3.9, 4.8, 4.728260869565217)","(8.5, 10.5, 10.083333333333334)","(15.0, 21.0, 20.6)"
07-01-2023 21:30:36.951743,"(1.55, 1.88, 1.8605405405405406)","(12.0, 99999, 99990)","(71.0, 99999, 99990)","(17.0, 27.0, 26.4)","(3.9, 4.8, 4.728260869565217)","(8.5, 10.5, 10.083333333333334)","(15.0, 21.0, 20.6)"
07-01-2023 21:30:37.962844,"(1.55, 1.88, 1.862)","(12.0, 99999, 99990)","(71.0, 99999, 99990)","(17.0, 27.0, 26.4)","(3.9, 4.8, 4.728260869565217)","(8.5, 10.5, 10.083333333333334)","(15.0, 21.0, 20.6)"
07-01-2023 21:30:38.952218,"(1.55, 1.88, 1.862)","(12.0, 99999, 99990)","(71.0, 99999, 99990)","(17.0, 27.0, 26.4)","(3.9, 4.8, 4.728260869565217)","(8.5, 10.5, 10.083333333333334)","(15.0, 21.0, 20.6)"
07-01-2023 21:30:39.944904,"(1.55, 1.88, 1.8633333333333333)","(12.0, 99999, 99990)","(71.0, 99999, 99990)","(17.0, 27.0, 26.4)","(3.9, 4.8, 4.7195121951219505)","(8.5, 10.5, 10.125)","(15.0, 21.0, 20.6)"
07-01-2023 21:30:40.906645,"(1.55, 1.88, 1.8666666666666667)","(12.0, 99999, 99990)","(71.0, 99999, 99990)","(17.0, 27.0, 26.4)","(3.9, 4.8, 4.7195121951219505)","(8.5, 10.5, 10.125)","(15.0, 21.0, 20.6)"
07-01-2023 21:30:41.939297,"(1.55, 1.88, 1.8666666666666667)","(12.0, 99999, 99990)","(71.0, 99999, 99990)","(17.0, 27.0, 26.4)","(3.9, 4.8, 4.714285714285714)","(8.5, 10.5, 10.125)","(15.0, 21.0, 20.6)"
07-01-2023 21:30:42.943989,"(1.55, 1.88, 1.8786899563318777)","(12.0, 99999, 99990)","(71.0, 99999, 99990)","(17.0, 27.0, 26.4)","(3.9, 4.8, 4.714285714285714)","(8.5, 10.5, 10.125)","(15.0, 21.0, 20.6)"
07-01-2023 21:30:44.215258,"(1.55, 1.89, 1.888)","(12.0, 99999, 99990)","(71.0, 99999, 99990)","(17.0, 27.0, 26.166666666666668)","(3.9, 4.8, 4.7214285714285715)","(8.5, 10.5, 10.084375)","(15.0, 21.0, 19.761904761904763)"
07-01-2023 21:30:45.377846,"(1.55, 1.88, 1.8757692307692306)","(12.0, 99999, 99990)","(71.0, 99999, 99990)","(17.0, 27.0, 26.375)","(3.9, 4.8, 4.738888888888889)","(8.5, 10.5, 10.084375)","(15.0, 21.0, 19.761904761904763)"
07-01-2023 21:30:46.404972,"(1.55, 1.88, 1.8758490566037735)","(12.0, 99999, 99990)","(71.0, 99999, 99990)","(17.0, 27.0, 26.375)","(3.9, 4.8, 4.7326530612244895)","(8.5, 10.5, 10.084375)","(15.0, 21.0, 19.761904761904763)"
07-01-2023 21:30:47.552066,"(1.55, 1.88, 1.8758490566037735)","(12.0, 99999, 99990)","(71.0, 99999, 99990)","(17.0, 27.0, 26.375)","(3.9, 4.8, 4.6826923076923075)","(8.5, 10.5, 10.041379310344828)","(15.0, 21.0, 19.761904761904763)"
07-01-2023 21:30:48.700096,"(1.55, 1.9, 1.8873214285714284)","(12.0, 99999, 99990)","(71.0, 99999, 99990)","(17.0, 27.0, 25.583333333333332)","(3.9, 4.7, 4.667999999999999)","(8.5, 10.5, 9.685714285714285)","(15.0, 21.0, 19.761904761904763)"
07-01-2023 21:30:49.733463,"(1.55, 1.91, 1.8835860058309037)","(12.0, 99999, 99990)","(71.0, 99999, 99990)","(17.0, 26.0, 26.375)","(3.9, 4.8, 4.6899999999999995)","(8.5, 10.5, 9.781818181818181)","(15.0, 21.0, 19.761904761904763)"
07-01-2023 21:30:50.761254,"(1.55, 1.9, 1.877319587628866)","(12.0, 99999, 99990)","(71.0, 99999, 99990)","(17.0, 27.0, 27.4)","(3.9, 4.8, 4.744)","(8.5, 10.0, 9.9)","(15.0, 21.0, 20.217391304347828)"
07-01-2023 21:30:51.841494,"(1.55, 1.9, 1.8773684210526316)","(12.0, 99999, 99990)","(71.0, 99999, 99990)","(17.0, 28.0, 27.4)","(4.0, 4.8, 4.744)","(8.5, 10.0, 9.68421052631579)","(15.0, 21.0, 20.217391304347828)"
07-01-2023 21:30:52.857594,"(1.55, 1.9, 1.8766666666666667)","(12.0, 99999, 99990)","(71.0, 99999, 99990)","(17.0, 28.0, 27.4)","(4.0, 4.8, 4.744)","(8.5, 10.0, 9.745454545454546)","(15.0, 21.0, 20.217391304347828)"
07-01-2023 21:30:53.936957,"(1.55, 1.9, 1.8766666666666667)","(12.0, 99999, 99990)","(71.0, 99999, 99990)","(17.0, 28.0, 27.75)","(4.0, 4.8, 4.747169811320754)","(8.5, 10.0, 9.745454545454546)","(15.0, 21.0, 20.217391304347828)"
07-01-2023 21:30:55.020475,"(1.55, 1.9, 1.8772413793103448)","(12.0, 99999, 99990)","(71.0, 99999, 99990)","(17.0, 28.0, 27.75)","(4.0, 4.8, 4.747169811320754)","(8.5, 10.0, 9.745454545454546)","(15.0, 21.0, 19.903225806451612)"
07-01-2023 21:30:56.049507,"(1.55, 1.9, 1.8772413793103448)","(12.0, 99999, 99990)","(71.0, 99999, 99990)","(17.0, 28.0, 27.75)","(4.0, 4.8, 4.75625)","(8.5, 10.0, 9.676190476190476)","(15.0, 21.0, 19.692307692307693)"
07-01-2023 21:30:57.023489,"(1.55, 1.9, 1.8774358974358976)","(12.0, 99999, 99990)","(71.0, 99999, 99990)","(17.0, 28.0, 27.75)","(4.0, 4.8, 4.761643835616439)","(8.5, 10.0, 9.676190476190476)","(15.0, 21.0, 19.692307692307693)"
07-01-2023 21:30:58.017355,"(1.55, 1.9, 1.8753271028037384)","(12.0, 99999, 99990)","(71.0, 99999, 99990)","(17.0, 28.0, 27.75)","(4.0, 4.8, 4.761643835616439)","(8.5, 10.0, 9.714285714285714)","(15.0, 21.0, 19.620689655172413)"
07-01-2023 21:30:59.005385,"(1.55, 1.9, 1.8753271028037384)","(12.0, 99999, 99990)","(71.0, 99999, 99990)","(17.0, 28.0, 27.75)","(4.0, 4.8, 4.761643835616439)","(8.5, 10.0, 9.714285714285714)","(15.0, 21.0, 19.620689655172413)"
07-01-2023 21:31:00.049409,"(1.55, 1.9, 1.8753271028037384)","(12.0, 99999, 99990)","(71.0, 99999, 99990)","(18.0, 28.0, 27.75)","(4.0, 4.8, 4.761643835616439)","(8.5, 10.0, 9.694117647058823)","(15.0, 21.0, 19.620689655172413)"
07-01-2023 21:31:01.067062,"(1.55, 1.9, 1.8753271028037384)","(12.0, 99999, 99990)","(71.0, 99999, 99990)","(18.0, 28.0, 27.785714285714285)","(4.0, 4.8, 4.761643835616439)","(8.5, 10.0, 9.694117647058823)","(15.0, 21.0, 19.620689655172413)"
07-01-2023 21:31:02.117477,"(1.55, 1.91, 1.9006976744186046)","(12.0, 99999, 99990)","(71.0, 99999, 99990)","(18.0, 28.0, 27.785714285714285)","(4.0, 4.8, 4.686538461538461)","(8.5, 10.0, 9.694117647058823)","(15.0, 21.0, 19.620689655172413)"
07-01-2023 21:31:03.198458,"(1.55, 1.92, 1.8830769230769229)","(12.0, 99999, 99990)","(71.0, 99999, 99990)","(18.0, 28.0, 27.785714285714285)","(4.0, 4.7, 4.684375)","(8.5, 10.0, 9.711111111111112)","(15.0, 21.0, 19.620689655172413)"
07-01-2023 21:31:04.414566,"(1.55, 1.93, 1.9267857142857143)","(12.0, 99999, 99990)","(71.0, 99999, 99990)","(18.0, 28.0, 27.785714285714285)","(4.0, 4.7, 4.684375)","(8.5, 10.0, 9.711111111111112)","(15.0, 21.0, 19.620689655172413)"
07-01-2023 21:31:05.532040,"(1.55, 1.93, 1.9267857142857143)","(12.0, 99999, 99990)","(71.0, 99999, 99990)","(18.0, 28.0, 26.857142857142858)","(4.0, 4.7, 4.6761904761904765)","(8.5, 10.0, 9.61)","(15.0, 21.0, 19.620689655172413)"
07-01-2023 21:31:06.647976,"(1.55, 1.93, 1.9267857142857143)","(12.0, 99999, 99990)","(71.0, 99999, 99990)","(18.0, 28.0, 26.736842105263158)","(4.0, 4.7, 4.6761904761904765)","(8.5, 10.0, 9.61)","(15.0, 21.0, 19.620689655172413)"
07-01-2023 21:31:07.804099,"(1.55, 1.93, 1.9267857142857143)","(12.0, 99999, 99990)","(71.0, 99999, 99990)","(18.0, 28.0, 26.736842105263158)","(4.0, 4.7, 4.6761904761904765)","(8.5, 10.0, 9.61)","(15.0, 21.0, 19.620689655172413)"
07-01-2023 21:31:09.003425,"(1.55, 1.93, 1.9262886597938145)","(12.0, 99999, 99990)","(71.0, 99999, 99990)","(18.0, 28.0, 26.736842105263158)","(4.0, 4.7, 4.6761904761904765)","(8.5, 10.0, 9.61)","(15.0, 21.0, 19.620689655172413)"
07-01-2023 21:31:10.031187,"(1.55, 1.93, 1.9260204081632653)","(12.0, 99999, 99990)","(71.0, 99999, 99990)","(18.0, 28.0, 26.736842105263158)","(4.0, 4.7, 4.6761904761904765)","(8.5, 10.0, 9.564705882352941)","(15.0, 21.0, 19.620689655172413)"
07-01-2023 21:31:11.005220,"(1.55, 1.93, 1.9260204081632653)","(12.0, 99999, 99990)","(71.0, 99999, 99990)","(18.0, 28.0, 26.736842105263158)","(4.0, 4.7, 4.6761904761904765)","(8.5, 9.8, 9.564705882352941)","(15.0, 21.0, 19.333333333333332)"
07-01-2023 21:31:12.004356,"(1.55, 1.93, 1.9260204081632653)","(12.0, 99999, 99990)","(71.0, 99999, 99990)","(18.0, 28.0, 26.736842105263158)","(4.0, 4.7, 4.6761904761904765)","(8.5, 9.8, 9.564705882352941)","(15.0, 21.0, 19.333333333333332)"
