,Regal Sun,Jimmy Seven,Nitro Lad,Berry Berry Good,Westozi,Peppi Grove,Deuce Afloat,Justa Lil Faith,Schnoots,Tu Tu Won One Too
08-12-2022 14:46:09.496127,"(5.5, 9.4, 8.309090909090909)","(26.0, 95.0, 55.25)","(51.0, 150.0, 90.0)","(4.2, 6.0, 5.172727272727273)","(9.0, 12.0, 10.875)","(14.0, 30.0, 23.75)","(101.0, 390.0, 210.0)","(2.8, 3.65, 3.4749999999999996)","(3.6, 4.2, 4.177777777777778)","(71.0, 250.0, 133.33333333333334)"
08-12-2022 14:46:10.908164,"(5.5, 9.4, 8.309090909090909)","(26.0, 95.0, 55.25)","(51.0, 150.0, 90.0)","(4.2, 6.0, 5.172727272727273)","(9.0, 12.0, 10.875)","(14.0, 30.0, 23.75)","(101.0, 390.0, 210.0)","(2.8, 3.65, 3.4749999999999996)","(3.6, 4.2, 4.177777777777778)","(71.0, 250.0, 133.33333333333334)"
08-12-2022 14:46:12.320019,"(5.5, 9.4, 8.309090909090909)","(26.0, 95.0, 55.25)","(51.0, 150.0, 90.0)","(4.2, 6.0, 5.172727272727273)","(9.0, 12.0, 10.875)","(14.0, 30.0, 23.75)","(101.0, 390.0, 210.0)","(2.8, 3.65, 3.4749999999999996)","(3.6, 4.2, 4.177777777777778)","(71.0, 250.0, 133.33333333333334)"
08-12-2022 14:46:13.730112,"(5.5, 9.4, 8.309090909090909)","(26.0, 95.0, 59.66666666666667)","(51.0, 150.0, 90.0)","(4.2, 6.0, 5.172727272727273)","(9.0, 12.0, 10.875)","(14.0, 30.0, 23.75)","(101.0, 390.0, 210.0)","(2.8, 3.65, 3.4749999999999996)","(3.6, 4.2, 4.177777777777778)","(71.0, 250.0, 133.33333333333334)"
08-12-2022 14:46:15.041955,"(5.5, 9.4, 8.309090909090909)","(26.0, 90.0, 58.0)","(51.0, 150.0, 90.0)","(4.2, 6.0, 5.172727272727273)","(9.0, 12.0, 10.875)","(14.0, 30.0, 23.75)","(101.0, 390.0, 210.0)","(2.8, 3.65, 3.4749999999999996)","(3.6, 4.2, 4.177777777777778)","(71.0, 250.0, 133.33333333333334)"
08-12-2022 14:46:16.432454,"(5.5, 9.4, 8.309090909090909)","(26.0, 90.0, 58.0)","(51.0, 150.0, 90.0)","(4.2, 6.0, 5.172727272727273)","(9.0, 12.0, 10.875)","(14.0, 30.0, 23.75)","(101.0, 390.0, 210.0)","(2.8, 3.65, 3.4749999999999996)","(3.6, 4.2, 4.177777777777778)","(71.0, 250.0, 133.33333333333334)"
08-12-2022 14:46:17.794634,"(5.5, 9.4, 8.309090909090909)","(26.0, 90.0, 58.0)","(51.0, 150.0, 90.0)","(4.2, 6.0, 5.172727272727273)","(9.0, 12.0, 10.875)","(14.0, 30.0, 23.75)","(101.0, 390.0, 210.0)","(2.8, 3.65, 3.4749999999999996)","(3.6, 4.2, 4.177777777777778)","(71.0, 250.0, 133.33333333333334)"
08-12-2022 14:46:19.134950,"(5.5, 9.4, 8.309090909090909)","(26.0, 90.0, 58.0)","(51.0, 150.0, 90.0)","(4.2, 6.0, 5.172727272727273)","(9.0, 12.0, 10.875)","(14.0, 30.0, 23.75)","(101.0, 390.0, 210.0)","(2.8, 3.65, 3.4749999999999996)","(3.6, 4.2, 4.177777777777778)","(71.0, 250.0, 133.33333333333334)"
08-12-2022 14:46:20.524665,"(5.5, 9.4, 8.309090909090909)","(26.0, 90.0, 58.0)","(51.0, 150.0, 90.0)","(4.2, 6.0, 5.172727272727273)","(9.0, 12.0, 10.875)","(14.0, 30.0, 23.75)","(101.0, 390.0, 210.0)","(2.8, 3.65, 3.4749999999999996)","(3.6, 4.2, 4.177777777777778)","(71.0, 250.0, 133.33333333333334)"
08-12-2022 14:46:22.124022,"(5.5, 9.4, 8.309090909090909)","(26.0, 90.0, 58.0)","(51.0, 150.0, 90.0)","(4.2, 6.0, 5.172727272727273)","(9.0, 12.0, 10.875)","(14.0, 30.0, 23.75)","(101.0, 390.0, 210.0)","(2.8, 3.65, 3.4749999999999996)","(3.6, 4.2, 4.177777777777778)","(71.0, 250.0, 133.33333333333334)"
08-12-2022 14:46:23.726915,"(5.5, 9.4, 8.309090909090909)","(26.0, 90.0, 58.0)","(51.0, 150.0, 90.0)","(4.2, 6.0, 5.172727272727273)","(9.0, 12.0, 10.875)","(14.0, 30.0, 23.75)","(101.0, 390.0, 210.0)","(2.8, 3.65, 3.4749999999999996)","(3.6, 4.2, 4.177777777777778)","(71.0, 250.0, 133.33333333333334)"
08-12-2022 14:46:25.265087,"(5.5, 9.4, 8.309090909090909)","(26.0, 90.0, 58.0)","(51.0, 150.0, 90.0)","(4.2, 6.0, 5.172727272727273)","(9.0, 12.0, 10.875)","(14.0, 30.0, 23.75)","(101.0, 390.0, 210.0)","(2.8, 3.65, 3.4749999999999996)","(3.6, 4.2, 4.177777777777778)","(71.0, 250.0, 133.33333333333334)"
08-12-2022 14:46:26.774011,"(5.5, 9.4, 8.309090909090909)","(26.0, 90.0, 58.0)","(51.0, 150.0, 90.0)","(4.2, 6.0, 5.172727272727273)","(9.0, 12.0, 10.875)","(14.0, 30.0, 23.75)","(101.0, 390.0, 210.0)","(2.8, 3.65, 3.4749999999999996)","(3.6, 4.2, 4.177777777777778)","(71.0, 250.0, 133.33333333333334)"
08-12-2022 14:46:28.310050,"(5.5, 9.4, 8.309090909090909)","(26.0, 90.0, 58.0)","(51.0, 150.0, 90.0)","(4.2, 6.0, 5.172727272727273)","(9.0, 12.0, 10.875)","(14.0, 30.0, 23.75)","(101.0, 390.0, 210.0)","(2.8, 3.65, 3.4749999999999996)","(3.6, 4.2, 4.177777777777778)","(71.0, 250.0, 133.33333333333334)"
08-12-2022 14:46:29.793901,"(5.5, 9.4, 8.309090909090909)","(26.0, 90.0, 58.0)","(51.0, 150.0, 90.0)","(4.2, 6.0, 5.172727272727273)","(9.0, 12.0, 10.875)","(14.0, 30.0, 23.75)","(101.0, 390.0, 210.0)","(2.8, 3.65, 3.4749999999999996)","(3.6, 4.2, 4.177777777777778)","(71.0, 250.0, 133.33333333333334)"
08-12-2022 14:46:31.218525,"(5.5, 9.4, 8.309090909090909)","(26.0, 90.0, 58.0)","(51.0, 150.0, 90.0)","(4.2, 6.0, 5.172727272727273)","(9.0, 12.0, 10.875)","(14.0, 30.0, 23.75)","(101.0, 390.0, 210.0)","(2.8, 3.65, 3.4749999999999996)","(3.6, 4.2, 4.177777777777778)","(71.0, 250.0, 133.33333333333334)"
08-12-2022 14:46:32.659677,"(5.5, 9.4, 8.309090909090909)","(26.0, 90.0, 58.0)","(51.0, 150.0, 90.0)","(4.2, 6.0, 5.172727272727273)","(9.0, 12.0, 10.875)","(14.0, 30.0, 23.75)","(101.0, 390.0, 210.0)","(2.8, 3.65, 3.4749999999999996)","(3.6, 4.2, 4.177777777777778)","(71.0, 250.0, 133.33333333333334)"
08-12-2022 14:46:34.074891,"(5.5, 9.4, 8.309090909090909)","(26.0, 90.0, 58.0)","(51.0, 150.0, 90.0)","(4.2, 6.0, 5.172727272727273)","(9.0, 12.0, 10.875)","(14.0, 30.0, 23.75)","(101.0, 390.0, 210.0)","(2.8, 3.65, 3.4749999999999996)","(3.6, 4.2, 4.177777777777778)","(71.0, 250.0, 133.33333333333334)"
08-12-2022 14:46:35.515258,"(5.5, 9.4, 8.309090909090909)","(26.0, 90.0, 58.0)","(51.0, 150.0, 90.0)","(4.2, 6.0, 5.172727272727273)","(9.0, 12.0, 10.875)","(14.0, 30.0, 23.75)","(101.0, 390.0, 210.0)","(2.8, 3.65, 3.4749999999999996)","(3.6, 4.2, 4.177777777777778)","(71.0, 250.0, 133.33333333333334)"
08-12-2022 14:46:36.900460,"(5.5, 9.4, 8.309090909090909)","(26.0, 90.0, 58.0)","(51.0, 150.0, 90.0)","(4.2, 6.0, 5.172727272727273)","(9.0, 12.0, 10.875)","(14.0, 30.0, 23.75)","(101.0, 390.0, 210.0)","(2.8, 3.65, 3.4749999999999996)","(3.6, 4.2, 4.177777777777778)","(71.0, 250.0, 133.33333333333334)"
08-12-2022 14:46:38.242071,"(5.5, 9.4, 8.309090909090909)","(26.0, 90.0, 58.0)","(51.0, 150.0, 90.0)","(4.2, 6.0, 5.172727272727273)","(9.0, 12.0, 10.875)","(14.0, 30.0, 23.75)","(101.0, 390.0, 210.0)","(2.8, 3.65, 3.4749999999999996)","(3.6, 4.2, 4.177777777777778)","(71.0, 250.0, 133.33333333333334)"
08-12-2022 14:46:39.563223,"(5.5, 9.4, 8.309090909090909)","(26.0, 90.0, 58.0)","(51.0, 150.0, 90.0)","(4.2, 6.0, 5.172727272727273)","(9.0, 12.0, 10.875)","(14.0, 30.0, 23.75)","(101.0, 390.0, 210.0)","(2.8, 3.65, 3.4749999999999996)","(3.6, 4.2, 4.177777777777778)","(71.0, 250.0, 133.33333333333334)"
08-12-2022 14:46:40.876187,"(5.5, 9.4, 8.309090909090909)","(26.0, 90.0, 58.0)","(51.0, 150.0, 90.0)","(4.2, 6.0, 5.172727272727273)","(9.0, 12.0, 10.875)","(14.0, 30.0, 23.75)","(101.0, 390.0, 210.0)","(2.8, 3.65, 3.4749999999999996)","(3.6, 4.2, 4.177777777777778)","(71.0, 250.0, 133.33333333333334)"
08-12-2022 14:46:42.140575,"(5.5, 9.4, 8.309090909090909)","(26.0, 90.0, 58.0)","(51.0, 150.0, 90.0)","(4.2, 6.0, 5.172727272727273)","(9.0, 12.0, 10.875)","(14.0, 30.0, 23.75)","(101.0, 390.0, 210.0)","(2.8, 3.65, 3.4749999999999996)","(3.6, 4.2, 4.177777777777778)","(71.0, 250.0, 133.33333333333334)"
08-12-2022 14:46:43.506576,"(5.5, 9.4, 8.309090909090909)","(26.0, 90.0, 58.0)","(51.0, 150.0, 90.0)","(4.2, 6.0, 5.172727272727273)","(9.0, 12.0, 10.875)","(14.0, 30.0, 23.75)","(101.0, 390.0, 210.0)","(2.8, 3.65, 3.4749999999999996)","(3.6, 4.2, 4.177777777777778)","(71.0, 250.0, 133.33333333333334)"
08-12-2022 14:46:44.781233,"(5.5, 9.4, 8.309090909090909)","(26.0, 90.0, 58.0)","(51.0, 150.0, 90.0)","(4.2, 6.0, 5.172727272727273)","(9.0, 12.0, 10.875)","(14.0, 30.0, 23.75)","(101.0, 390.0, 210.0)","(2.8, 3.65, 3.4749999999999996)","(3.6, 4.2, 4.177777777777778)","(71.0, 250.0, 133.33333333333334)"
08-12-2022 14:46:46.180671,"(5.5, 9.4, 8.309090909090909)","(26.0, 90.0, 58.0)","(51.0, 150.0, 90.0)","(4.2, 6.0, 5.172727272727273)","(9.0, 12.0, 10.875)","(14.0, 30.0, 23.75)","(101.0, 390.0, 210.0)","(2.8, 3.65, 3.4749999999999996)","(3.6, 4.2, 4.177777777777778)","(71.0, 250.0, 133.33333333333334)"
08-12-2022 14:46:47.516566,"(5.5, 9.4, 8.309090909090909)","(26.0, 90.0, 58.0)","(51.0, 150.0, 90.0)","(4.2, 6.0, 5.172727272727273)","(9.0, 12.0, 10.875)","(14.0, 30.0, 23.75)","(101.0, 390.0, 210.0)","(2.8, 3.65, 3.4749999999999996)","(3.6, 4.2, 4.177777777777778)","(71.0, 250.0, 133.33333333333334)"
08-12-2022 14:46:48.883283,"(5.5, 9.4, 8.309090909090909)","(26.0, 90.0, 58.0)","(51.0, 150.0, 90.0)","(4.2, 6.0, 5.172727272727273)","(9.0, 12.0, 10.875)","(14.0, 30.0, 23.75)","(101.0, 390.0, 210.0)","(2.8, 3.65, 3.4749999999999996)","(3.6, 4.2, 4.177777777777778)","(71.0, 250.0, 133.33333333333334)"
08-12-2022 14:46:50.284083,"(5.5, 9.4, 8.309090909090909)","(26.0, 90.0, 58.0)","(51.0, 150.0, 90.0)","(4.2, 6.0, 5.172727272727273)","(9.0, 12.0, 10.875)","(14.0, 30.0, 23.75)","(101.0, 390.0, 210.0)","(2.8, 3.65, 3.4749999999999996)","(3.6, 4.2, 4.177777777777778)","(71.0, 250.0, 133.33333333333334)"
08-12-2022 14:46:51.642825,"(5.5, 9.4, 8.309090909090909)","(26.0, 90.0, 58.0)","(51.0, 150.0, 90.0)","(4.2, 6.0, 5.172727272727273)","(9.0, 12.0, 10.875)","(14.0, 30.0, 23.75)","(101.0, 390.0, 210.0)","(2.8, 3.65, 3.4749999999999996)","(3.6, 4.2, 4.177777777777778)","(71.0, 250.0, 133.33333333333334)"
08-12-2022 14:46:53.034613,"(5.5, 9.4, 8.309090909090909)","(26.0, 90.0, 58.0)","(51.0, 150.0, 90.0)","(4.2, 6.0, 5.172727272727273)","(9.0, 12.0, 10.875)","(14.0, 30.0, 23.75)","(101.0, 390.0, 210.0)","(2.8, 3.65, 3.4749999999999996)","(3.6, 4.2, 4.177777777777778)","(71.0, 250.0, 133.33333333333334)"
08-12-2022 14:46:54.545745,"(5.5, 9.4, 8.309090909090909)","(26.0, 90.0, 58.0)","(51.0, 150.0, 90.0)","(4.2, 6.0, 5.172727272727273)","(9.0, 12.0, 10.875)","(14.0, 30.0, 23.75)","(101.0, 390.0, 210.0)","(2.8, 3.65, 3.4749999999999996)","(3.6, 4.2, 4.177777777777778)","(71.0, 250.0, 133.33333333333334)"
08-12-2022 14:46:55.987982,"(5.5, 9.4, 8.309090909090909)","(26.0, 90.0, 58.0)","(51.0, 150.0, 90.0)","(4.2, 6.0, 5.172727272727273)","(9.0, 12.0, 10.875)","(14.0, 30.0, 23.75)","(101.0, 390.0, 210.0)","(2.8, 3.65, 3.4749999999999996)","(3.6, 4.2, 4.177777777777778)","(71.0, 250.0, 133.33333333333334)"
08-12-2022 14:46:57.466269,"(5.5, 9.4, 8.309090909090909)","(26.0, 90.0, 58.0)","(51.0, 150.0, 90.0)","(4.2, 6.0, 5.172727272727273)","(9.0, 12.0, 10.875)","(14.0, 30.0, 23.75)","(101.0, 390.0, 210.0)","(2.8, 3.65, 3.4749999999999996)","(3.6, 4.2, 4.177777777777778)","(71.0, 250.0, 133.33333333333334)"
08-12-2022 14:46:58.912360,"(5.5, 9.4, 8.309090909090909)","(26.0, 90.0, 58.0)","(51.0, 150.0, 90.0)","(4.2, 6.0, 5.172727272727273)","(9.0, 12.0, 10.875)","(14.0, 30.0, 23.75)","(101.0, 390.0, 210.0)","(2.8, 3.65, 3.4749999999999996)","(3.6, 4.2, 4.177777777777778)","(71.0, 250.0, 133.33333333333334)"
08-12-2022 14:47:00.417870,"(5.5, 9.4, 8.309090909090909)","(26.0, 90.0, 58.0)","(51.0, 150.0, 90.0)","(4.2, 6.0, 5.172727272727273)","(9.0, 12.0, 10.875)","(14.0, 30.0, 23.75)","(101.0, 390.0, 210.0)","(2.8, 3.65, 3.4749999999999996)","(3.6, 4.2, 4.177777777777778)","(71.0, 250.0, 133.33333333333334)"
08-12-2022 14:47:01.921520,"(5.5, 9.4, 8.309090909090909)","(26.0, 90.0, 58.0)","(51.0, 150.0, 90.0)","(4.2, 6.0, 5.172727272727273)","(9.0, 12.0, 10.875)","(14.0, 30.0, 23.75)","(101.0, 390.0, 210.0)","(2.8, 3.65, 3.4749999999999996)","(3.6, 4.2, 4.177777777777778)","(71.0, 250.0, 133.33333333333334)"
08-12-2022 14:47:03.501513,"(5.5, 9.4, 8.309090909090909)","(26.0, 90.0, 58.0)","(51.0, 150.0, 90.0)","(4.2, 6.0, 5.172727272727273)","(9.0, 12.0, 10.875)","(14.0, 30.0, 23.75)","(101.0, 390.0, 210.0)","(2.8, 3.65, 3.4749999999999996)","(3.6, 4.2, 4.177777777777778)","(71.0, 250.0, 133.33333333333334)"
08-12-2022 14:47:05.001464,"(5.5, 9.4, 8.309090909090909)","(26.0, 90.0, 58.0)","(51.0, 150.0, 90.0)","(4.2, 6.0, 5.172727272727273)","(9.0, 12.0, 10.875)","(14.0, 30.0, 23.75)","(101.0, 390.0, 210.0)","(2.8, 3.65, 3.4749999999999996)","(3.6, 4.2, 4.177777777777778)","(71.0, 250.0, 133.33333333333334)"
08-12-2022 14:47:06.537836,"(5.5, 9.4, 8.309090909090909)","(26.0, 90.0, 58.0)","(51.0, 150.0, 90.0)","(4.2, 6.0, 5.172727272727273)","(9.0, 12.0, 10.875)","(14.0, 30.0, 23.75)","(101.0, 390.0, 210.0)","(2.8, 3.65, 3.4749999999999996)","(3.6, 4.2, 4.177777777777778)","(71.0, 250.0, 133.33333333333334)"
08-12-2022 14:47:08.269024,"(5.5, 9.2, 8.466666666666667)","(26.0, 90.0, 58.0)","(51.0, 150.0, 90.0)","(4.2, 6.0, 5.172727272727273)","(9.0, 12.0, 10.875)","(14.0, 30.0, 23.75)","(101.0, 390.0, 210.0)","(2.8, 3.65, 3.4749999999999996)","(3.6, 4.2, 4.177777777777778)","(71.0, 250.0, 133.33333333333334)"
08-12-2022 14:47:09.911239,"(5.5, 9.2, 8.015384615384615)","(26.0, 90.0, 58.0)","(51.0, 150.0, 90.0)","(4.2, 6.0, 5.172727272727273)","(9.0, 12.0, 10.875)","(14.0, 30.0, 23.75)","(101.0, 390.0, 210.0)","(2.8, 3.65, 3.4749999999999996)","(3.6, 4.2, 4.177777777777778)","(71.0, 250.0, 133.33333333333334)"
08-12-2022 14:47:11.561289,"(5.5, 9.2, 8.015384615384615)","(26.0, 90.0, 58.0)","(51.0, 150.0, 90.0)","(4.2, 6.0, 5.172727272727273)","(9.0, 12.0, 10.875)","(14.0, 30.0, 23.75)","(101.0, 390.0, 210.0)","(2.8, 3.65, 3.4749999999999996)","(3.6, 4.2, 4.177777777777778)","(71.0, 250.0, 133.33333333333334)"
08-12-2022 14:47:13.199209,"(5.5, 9.2, 8.015384615384615)","(26.0, 90.0, 58.0)","(51.0, 150.0, 90.0)","(4.2, 6.0, 5.172727272727273)","(9.0, 12.0, 10.875)","(14.0, 30.0, 23.75)","(101.0, 390.0, 210.0)","(2.8, 3.65, 3.4749999999999996)","(3.6, 4.2, 4.177777777777778)","(71.0, 250.0, 133.33333333333334)"
08-12-2022 14:47:14.795736,"(5.5, 9.2, 8.015384615384615)","(26.0, 90.0, 58.0)","(51.0, 150.0, 90.0)","(4.2, 6.0, 5.172727272727273)","(9.0, 12.0, 10.875)","(14.0, 30.0, 23.75)","(101.0, 390.0, 210.0)","(2.8, 3.65, 3.4749999999999996)","(3.6, 4.2, 4.177777777777778)","(71.0, 250.0, 133.33333333333334)"
08-12-2022 14:47:16.400085,"(5.5, 9.2, 8.015384615384615)","(26.0, 90.0, 58.0)","(51.0, 150.0, 90.0)","(4.2, 6.0, 5.172727272727273)","(9.0, 12.0, 10.875)","(14.0, 30.0, 23.75)","(101.0, 390.0, 210.0)","(2.8, 3.65, 3.4749999999999996)","(3.6, 4.2, 4.177777777777778)","(71.0, 250.0, 133.33333333333334)"
08-12-2022 14:47:17.947853,"(5.5, 9.2, 8.015384615384615)","(26.0, 90.0, 58.0)","(51.0, 150.0, 90.0)","(4.2, 6.0, 5.172727272727273)","(9.0, 12.0, 10.875)","(14.0, 30.0, 23.75)","(101.0, 390.0, 210.0)","(2.8, 3.65, 3.4749999999999996)","(3.6, 4.2, 4.177777777777778)","(71.0, 250.0, 133.33333333333334)"
08-12-2022 14:47:19.520612,"(5.5, 9.2, 8.015384615384615)","(26.0, 90.0, 58.0)","(51.0, 150.0, 90.0)","(4.2, 6.0, 5.172727272727273)","(9.0, 12.0, 10.875)","(14.0, 30.0, 23.75)","(101.0, 390.0, 210.0)","(2.8, 3.65, 3.4749999999999996)","(3.6, 4.2, 4.177777777777778)","(71.0, 250.0, 133.33333333333334)"
08-12-2022 14:47:21.084621,"(5.5, 9.2, 8.015384615384615)","(26.0, 90.0, 58.0)","(51.0, 150.0, 90.0)","(4.2, 6.0, 5.172727272727273)","(9.0, 12.0, 10.875)","(14.0, 30.0, 23.75)","(101.0, 390.0, 210.0)","(2.8, 3.65, 3.4749999999999996)","(3.6, 4.2, 4.177777777777778)","(71.0, 250.0, 133.33333333333334)"
08-12-2022 14:47:22.577162,"(5.5, 9.2, 8.015384615384615)","(26.0, 90.0, 58.0)","(51.0, 150.0, 90.0)","(4.2, 6.0, 5.172727272727273)","(9.0, 12.0, 10.875)","(14.0, 30.0, 23.75)","(101.0, 390.0, 210.0)","(2.8, 3.65, 3.4749999999999996)","(3.6, 4.2, 4.177777777777778)","(71.0, 250.0, 133.33333333333334)"
08-12-2022 14:47:24.064140,"(5.5, 9.2, 8.015384615384615)","(26.0, 90.0, 58.0)","(51.0, 150.0, 90.0)","(4.2, 6.0, 5.172727272727273)","(9.0, 12.0, 10.875)","(14.0, 30.0, 23.75)","(101.0, 390.0, 210.0)","(2.8, 3.65, 3.4749999999999996)","(3.6, 4.2, 4.177777777777778)","(71.0, 250.0, 133.33333333333334)"
08-12-2022 14:47:25.590164,"(5.5, 9.2, 8.015384615384615)","(26.0, 90.0, 58.0)","(51.0, 150.0, 90.0)","(4.2, 6.0, 5.172727272727273)","(9.0, 12.0, 10.875)","(14.0, 30.0, 23.75)","(101.0, 390.0, 210.0)","(2.8, 3.65, 3.4749999999999996)","(3.6, 4.2, 4.177777777777778)","(71.0, 250.0, 133.33333333333334)"
08-12-2022 14:47:27.129130,"(5.5, 9.2, 8.015384615384615)","(26.0, 90.0, 58.0)","(51.0, 150.0, 90.0)","(4.2, 6.0, 5.172727272727273)","(9.0, 12.0, 10.875)","(14.0, 30.0, 23.75)","(101.0, 390.0, 210.0)","(2.8, 3.65, 3.4749999999999996)","(3.6, 4.2, 4.177777777777778)","(71.0, 250.0, 133.33333333333334)"
08-12-2022 14:47:28.693404,"(5.5, 9.2, 8.015384615384615)","(26.0, 90.0, 58.0)","(51.0, 150.0, 90.0)","(4.2, 6.0, 5.172727272727273)","(9.0, 12.0, 10.875)","(14.0, 30.0, 23.75)","(101.0, 390.0, 210.0)","(2.8, 3.65, 3.4749999999999996)","(3.6, 4.2, 4.177777777777778)","(71.0, 250.0, 133.33333333333334)"
08-12-2022 14:47:30.389985,"(5.5, 9.2, 8.015384615384615)","(26.0, 90.0, 58.0)","(51.0, 150.0, 90.0)","(4.2, 6.0, 5.172727272727273)","(9.0, 12.0, 10.875)","(14.0, 30.0, 25.0)","(101.0, 390.0, 210.0)","(2.8, 3.65, 3.4749999999999996)","(3.6, 4.2, 4.177777777777778)","(71.0, 250.0, 133.33333333333334)"
08-12-2022 14:47:31.923864,"(5.5, 9.2, 8.015384615384615)","(26.0, 90.0, 58.0)","(51.0, 150.0, 90.0)","(4.2, 6.0, 5.172727272727273)","(9.0, 12.0, 10.875)","(14.0, 30.0, 25.0)","(101.0, 390.0, 210.0)","(2.8, 3.65, 3.4749999999999996)","(3.6, 4.2, 4.177777777777778)","(71.0, 250.0, 133.33333333333334)"
08-12-2022 14:47:33.344047,"(5.5, 9.2, 8.015384615384615)","(26.0, 90.0, 58.0)","(51.0, 150.0, 90.0)","(4.2, 6.0, 5.172727272727273)","(9.0, 12.0, 10.875)","(14.0, 30.0, 25.0)","(101.0, 390.0, 210.0)","(2.8, 3.65, 3.4749999999999996)","(3.6, 4.2, 4.177777777777778)","(71.0, 250.0, 133.33333333333334)"
08-12-2022 14:47:34.878730,"(5.5, 9.2, 8.015384615384615)","(26.0, 90.0, 58.0)","(51.0, 150.0, 90.0)","(4.2, 6.0, 5.172727272727273)","(9.0, 12.0, 10.875)","(14.0, 30.0, 25.0)","(101.0, 390.0, 210.0)","(2.8, 3.65, 3.4749999999999996)","(3.6, 4.2, 4.177777777777778)","(71.0, 250.0, 133.33333333333334)"
