,Invincible Bay,Always Hapi,Sebastian The Fox,Sachem,Savvy Sovereign,Le Messager,Mr Invincible,Stelvio,Top Arctic,Mortar,Demando,Oamanikka,Friday At Five,Zazster
04-01-2023 15:32:43.732202,"(7.5, 11.0, 10.526315789473685)","(31.0, 60.0, 58.68421052631579)","(8.5, 12.0, 11.419847328244275)","(4.4, 5.3, 5.266666666666667)","(3.1, 3.5, 3.4850666666666665)","(16.0, 19.0, 18.814814814814813)","(16.0, 19.5, 18.842105263157894)","(19.0, 29.0, 26.166666666666668)","(31.0, 200.0, 149.375)","(51.0, 95.0, 86.1764705882353)","(8.0, 8.8, 8.816326530612246)","(51.0, 65.0, 64.28571428571429)","(41.0, 65.0, 63.07692307692308)","(101.0, 560.0, 440.0)"
04-01-2023 15:32:45.443290,"(7.5, 11.0, 10.526315789473685)","(31.0, 60.0, 58.68421052631579)","(8.5, 12.0, 11.419847328244275)","(4.4, 5.3, 5.266666666666667)","(3.1, 3.5, 3.4850666666666665)","(16.0, 19.0, 18.814814814814813)","(16.0, 19.5, 18.842105263157894)","(19.0, 29.0, 26.166666666666668)","(31.0, 200.0, 106.66666666666666)","(51.0, 95.0, 86.1764705882353)","(8.0, 9.2, 8.816326530612246)","(51.0, 65.0, 64.28571428571429)","(41.0, 65.0, 63.07692307692308)","(101.0, 560.0, 472.0)"
04-01-2023 15:32:47.073921,"(7.5, 11.0, 10.526315789473685)","(31.0, 60.0, 58.68421052631579)","(8.5, 12.0, 11.419847328244275)","(4.4, 5.3, 5.266666666666667)","(3.1, 3.5, 3.4850666666666665)","(16.0, 19.0, 18.814814814814813)","(16.0, 19.5, 18.842105263157894)","(19.0, 29.0, 26.166666666666668)","(31.0, 190.0, 103.33333333333334)","(51.0, 95.0, 86.1764705882353)","(8.0, 9.2, 8.9)","(51.0, 65.0, 64.28571428571429)","(41.0, 65.0, 63.07692307692308)","(101.0, 540.0, 420.0)"
04-01-2023 15:32:48.844879,"(7.5, 11.0, 10.494845360824742)","(31.0, 60.0, 58.68421052631579)","(8.5, 12.0, 11.419847328244275)","(4.4, 5.3, 5.266666666666667)","(3.1, 3.5, 3.4869209809264303)","(16.0, 19.0, 18.79591836734694)","(16.0, 19.5, 18.842105263157894)","(19.0, 29.0, 26.166666666666668)","(31.0, 180.0, 122.5)","(51.0, 95.0, 86.1764705882353)","(8.0, 9.0, 8.9)","(51.0, 65.0, 64.28571428571429)","(41.0, 65.0, 63.07692307692308)","(101.0, 530.0, 332.0)"
04-01-2023 15:32:50.605553,"(7.5, 11.0, 10.494845360824742)","(31.0, 60.0, 58.68421052631579)","(8.5, 12.0, 11.407407407407408)","(4.4, 5.3, 5.266666666666667)","(3.1, 3.5, 3.48646408839779)","(16.0, 19.0, 18.91111111111111)","(16.0, 19.5, 18.842105263157894)","(19.0, 29.0, 26.166666666666668)","(31.0, 180.0, 122.5)","(51.0, 95.0, 86.1764705882353)","(8.0, 9.0, 8.9)","(51.0, 65.0, 64.28571428571429)","(41.0, 70.0, 68.33333333333333)","(101.0, 530.0, 332.0)"
04-01-2023 15:32:52.483268,"(7.5, 11.0, 10.494845360824742)","(31.0, 60.0, 58.68421052631579)","(8.5, 12.0, 11.419847328244275)","(4.4, 5.3, 5.266666666666667)","(3.1, 3.5, 3.48646408839779)","(16.0, 19.0, 18.91111111111111)","(16.0, 19.5, 18.842105263157894)","(19.0, 29.0, 26.166666666666668)","(31.0, 180.0, 122.5)","(51.0, 95.0, 80.0)","(8.0, 9.0, 8.9)","(51.0, 65.0, 64.28571428571429)","(41.0, 70.0, 68.0952380952381)","(101.0, 530.0, 332.0)"
04-01-2023 15:32:54.190955,"(7.5, 11.0, 10.516129032258064)","(31.0, 60.0, 58.68421052631579)","(8.5, 12.0, 11.419847328244275)","(4.4, 5.3, 5.266666666666667)","(3.1, 3.5, 3.48646408839779)","(16.0, 19.0, 18.91111111111111)","(16.0, 19.5, 18.842105263157894)","(19.0, 29.0, 26.166666666666668)","(31.0, 180.0, 122.5)","(51.0, 95.0, 81.66666666666667)","(8.0, 9.0, 8.9)","(51.0, 65.0, 64.375)","(41.0, 70.0, 68.0952380952381)","(101.0, 530.0, 332.0)"
04-01-2023 15:32:55.872800,"(7.5, 11.0, 10.516129032258064)","(31.0, 60.0, 58.68421052631579)","(8.5, 12.0, 11.419847328244275)","(4.4, 5.3, 5.266666666666667)","(3.1, 3.5, 3.48646408839779)","(16.0, 19.0, 18.91111111111111)","(16.0, 19.5, 18.842105263157894)","(19.0, 29.0, 26.166666666666668)","(31.0, 180.0, 122.5)","(51.0, 95.0, 81.66666666666667)","(8.0, 9.0, 8.9)","(51.0, 65.0, 64.44444444444444)","(41.0, 70.0, 68.0952380952381)","(101.0, 530.0, 332.0)"
04-01-2023 15:32:57.547236,"(7.5, 11.0, 10.516129032258064)","(31.0, 60.0, 58.68421052631579)","(8.5, 12.0, 11.419847328244275)","(4.4, 5.3, 5.266666666666667)","(3.1, 3.5, 3.48646408839779)","(16.0, 19.0, 18.91111111111111)","(16.0, 19.5, 18.842105263157894)","(19.0, 29.0, 26.166666666666668)","(31.0, 180.0, 111.0)","(51.0, 95.0, 81.66666666666667)","(8.0, 9.0, 8.9)","(51.0, 65.0, 64.44444444444444)","(41.0, 70.0, 68.0952380952381)","(101.0, 530.0, 346.66666666666663)"
04-01-2023 15:32:59.146113,"(7.5, 11.0, 10.516129032258064)","(31.0, 60.0, 58.68421052631579)","(8.5, 12.0, 11.537234042553191)","(4.4, 5.3, 5.266666666666667)","(3.1, 3.5, 3.48646408839779)","(16.0, 19.0, 18.91111111111111)","(16.0, 19.5, 18.842105263157894)","(19.0, 29.0, 26.166666666666668)","(31.0, 180.0, 111.0)","(51.0, 95.0, 77.94117647058823)","(8.0, 9.0, 8.9)","(51.0, 65.0, 64.44444444444444)","(41.0, 70.0, 68.0952380952381)","(101.0, 530.0, 346.66666666666663)"
04-01-2023 15:33:00.825981,"(7.5, 11.0, 10.516129032258064)","(31.0, 60.0, 58.68421052631579)","(8.5, 12.0, 11.537234042553191)","(4.4, 5.3, 5.266666666666667)","(3.1, 3.5, 3.48646408839779)","(16.0, 19.0, 18.91111111111111)","(16.0, 19.5, 18.842105263157894)","(19.0, 29.0, 26.166666666666668)","(31.0, 180.0, 111.0)","(51.0, 100.0, 77.94117647058823)","(8.0, 9.0, 8.9)","(51.0, 65.0, 64.44444444444444)","(41.0, 70.0, 68.0952380952381)","(101.0, 530.0, 346.66666666666663)"
04-01-2023 15:33:02.468333,"(7.5, 11.0, 10.516129032258064)","(31.0, 60.0, 58.68421052631579)","(8.5, 12.0, 11.51123595505618)","(4.4, 5.3, 5.266666666666667)","(3.1, 3.5, 3.48646408839779)","(16.0, 19.0, 18.91111111111111)","(16.0, 19.5, 18.77659574468085)","(19.0, 29.0, 26.166666666666668)","(31.0, 180.0, 130.71428571428572)","(51.0, 100.0, 77.94117647058823)","(8.0, 9.0, 8.9)","(51.0, 65.0, 64.44444444444444)","(41.0, 70.0, 68.0952380952381)","(101.0, 530.0, 332.0)"
04-01-2023 15:33:04.243034,"(7.5, 11.0, 10.516129032258064)","(31.0, 60.0, 58.68421052631579)","(8.5, 12.0, 11.921875)","(4.4, 5.3, 5.208235294117647)","(3.1, 3.5, 3.48646408839779)","(16.0, 19.0, 18.91111111111111)","(16.0, 19.0, 18.77659574468085)","(19.0, 29.0, 26.166666666666668)","(31.0, 180.0, 130.71428571428572)","(51.0, 100.0, 77.94117647058823)","(8.0, 9.0, 8.9)","(51.0, 65.0, 64.44444444444444)","(41.0, 70.0, 68.0952380952381)","(101.0, 530.0, 420.0)"
04-01-2023 15:33:05.920950,"(7.5, 11.0, 10.516129032258064)","(31.0, 60.0, 58.68421052631579)","(8.5, 12.0, 11.935897435897436)","(4.4, 5.3, 5.208235294117647)","(3.0, 3.5, 3.48646408839779)","(16.0, 19.0, 18.91111111111111)","(15.0, 19.0, 18.77659574468085)","(19.0, 29.0, 26.166666666666668)","(31.0, 180.0, 111.0)","(51.0, 100.0, 77.94117647058823)","(8.0, 9.0, 8.9)","(51.0, 65.0, 64.44444444444444)","(41.0, 70.0, 68.0952380952381)","(101.0, 530.0, 420.0)"
04-01-2023 15:33:07.611894,"(7.5, 11.0, 10.476744186046512)","(31.0, 60.0, 58.68421052631579)","(8.5, 12.0, 11.96031746031746)","(4.4, 5.3, 5.208235294117647)","(3.0, 3.5, 3.48646408839779)","(16.0, 19.0, 18.906976744186046)","(15.0, 19.0, 18.77659574468085)","(19.0, 29.0, 26.166666666666668)","(31.0, 180.0, 107.0)","(51.0, 100.0, 77.94117647058823)","(8.0, 9.0, 8.9)","(51.0, 65.0, 64.44444444444444)","(41.0, 70.0, 68.0952380952381)","(101.0, 520.0, 413.33333333333337)"
04-01-2023 15:33:09.449373,"(7.5, 11.0, 10.476744186046512)","(31.0, 60.0, 58.68421052631579)","(8.5, 12.0, 11.970588235294118)","(4.4, 5.3, 5.208235294117647)","(3.0, 3.5, 3.48646408839779)","(16.0, 19.0, 18.435897435897434)","(15.0, 19.0, 18.77659574468085)","(19.0, 29.0, 26.166666666666668)","(31.0, 170.0, 107.5)","(51.0, 100.0, 77.94117647058823)","(8.0, 9.0, 8.9)","(51.0, 65.0, 64.44444444444444)","(41.0, 70.0, 68.0952380952381)","(101.0, 520.0, 406.66666666666663)"
04-01-2023 15:33:11.646985,"(7.5, 11.0, 10.476744186046512)","(31.0, 60.0, 58.68421052631579)","(8.5, 12.0, 11.970588235294118)","(4.4, 5.3, 5.208235294117647)","(3.0, 3.5, 3.48646408839779)","(16.0, 18.5, 18.444444444444443)","(15.0, 19.0, 18.77659574468085)","(19.0, 29.0, 26.166666666666668)","(31.0, 150.0, 107.5)","(51.0, 100.0, 77.94117647058823)","(8.0, 9.0, 8.9)","(51.0, 65.0, 64.44444444444444)","(41.0, 70.0, 68.0952380952381)","(101.0, 500.0, 440.0)"
04-01-2023 15:33:13.400528,"(7.5, 11.0, 10.476744186046512)","(31.0, 60.0, 58.68421052631579)","(8.5, 12.0, 11.970588235294118)","(4.4, 5.3, 5.208235294117647)","(3.0, 3.5, 3.48646408839779)","(16.0, 18.5, 18.444444444444443)","(15.0, 19.0, 18.77659574468085)","(19.0, 29.0, 26.166666666666668)","(31.0, 150.0, 107.5)","(51.0, 100.0, 77.94117647058823)","(8.0, 9.0, 8.9)","(51.0, 65.0, 64.44444444444444)","(41.0, 70.0, 68.0952380952381)","(101.0, 500.0, 328.8888888888889)"
04-01-2023 15:33:15.093168,"(7.5, 11.0, 10.476744186046512)","(31.0, 60.0, 58.68421052631579)","(8.5, 12.0, 11.970588235294118)","(4.6, 5.3, 5.208235294117647)","(3.0, 3.5, 3.48646408839779)","(15.0, 18.5, 18.4390243902439)","(16.0, 19.0, 18.77659574468085)","(19.0, 29.0, 26.166666666666668)","(31.0, 150.0, 107.5)","(51.0, 100.0, 77.94117647058823)","(7.5, 9.0, 8.9)","(51.0, 65.0, 64.44444444444444)","(41.0, 70.0, 68.0952380952381)","(101.0, 490.0, 328.8888888888889)"
04-01-2023 15:33:16.662669,"(7.5, 11.0, 10.476744186046512)","(31.0, 60.0, 56.666666666666664)","(8.5, 12.0, 11.891566265060241)","(4.6, 5.3, 5.208235294117647)","(3.0, 3.5, 3.48646408839779)","(15.0, 18.5, 18.083333333333332)","(16.0, 19.0, 18.77659574468085)","(19.0, 29.0, 26.8)","(31.0, 150.0, 107.5)","(51.0, 100.0, 77.94117647058823)","(7.5, 9.0, 8.945454545454545)","(51.0, 65.0, 64.44444444444444)","(41.0, 70.0, 64.28571428571429)","(101.0, 490.0, 254.28571428571428)"
04-01-2023 15:33:18.665788,"(7.5, 11.0, 10.476744186046512)","(31.0, 60.0, 56.666666666666664)","(8.5, 12.0, 11.891566265060241)","(4.6, 5.3, 5.208235294117647)","(3.0, 3.5, 3.486350974930362)","(15.0, 18.5, 17.85)","(16.0, 19.0, 18.766666666666666)","(19.0, 30.0, 26.8)","(31.0, 150.0, 128.75)","(51.0, 100.0, 76.5625)","(7.5, 9.2, 8.945454545454545)","(51.0, 65.0, 64.44444444444444)","(41.0, 70.0, 66.84210526315789)","(101.0, 490.0, 340.0)"
04-01-2023 15:33:20.442264,"(7.5, 11.0, 10.476744186046512)","(31.0, 60.0, 56.666666666666664)","(8.5, 12.0, 11.891566265060241)","(4.6, 5.3, 5.208235294117647)","(3.0, 3.5, 3.486350974930362)","(15.0, 18.0, 17.85)","(16.0, 19.0, 18.766666666666666)","(19.0, 30.0, 26.8)","(31.0, 150.0, 130.3846153846154)","(51.0, 100.0, 76.5625)","(7.5, 9.2, 8.945454545454545)","(51.0, 65.0, 64.44444444444444)","(41.0, 70.0, 66.84210526315789)","(101.0, 490.0, 292.0)"
04-01-2023 15:33:22.249622,"(7.5, 11.0, 10.476744186046512)","(31.0, 60.0, 56.666666666666664)","(9.0, 12.0, 11.883116883116884)","(4.6, 5.3, 5.227102803738317)","(3.0, 3.5, 3.486350974930362)","(15.0, 18.0, 17.823529411764707)","(16.0, 19.0, 18.766666666666666)","(19.0, 30.0, 26.8)","(31.0, 150.0, 128.75)","(51.0, 100.0, 76.5625)","(7.5, 9.2, 8.945454545454545)","(51.0, 65.0, 64.44444444444444)","(41.0, 70.0, 66.84210526315789)","(101.0, 490.0, 380.0)"
04-01-2023 15:33:24.174121,"(7.5, 11.0, 10.476744186046512)","(31.0, 60.0, 56.666666666666664)","(9.0, 12.0, 11.883116883116884)","(4.6, 5.3, 5.248684210526315)","(3.0, 3.5, 3.486350974930362)","(15.0, 18.0, 17.823529411764707)","(16.0, 19.0, 18.766666666666666)","(19.0, 30.0, 26.8)","(31.0, 150.0, 128.75)","(51.0, 100.0, 76.5625)","(7.5, 9.2, 8.945454545454545)","(51.0, 65.0, 64.44444444444444)","(41.0, 70.0, 66.84210526315789)","(101.0, 490.0, 380.0)"
04-01-2023 15:33:26.944170,"(7.5, 11.0, 10.476744186046512)","(31.0, 60.0, 56.666666666666664)","(9.0, 12.0, 11.883116883116884)","(4.6, 5.3, 5.248684210526315)","(3.0, 3.5, 3.4804953560371517)","(15.0, 18.0, 17.166666666666668)","(16.0, 19.0, 18.766666666666666)","(19.0, 30.0, 26.8)","(31.0, 150.0, 128.75)","(51.0, 100.0, 76.5625)","(7.5, 9.2, 8.945454545454545)","(51.0, 65.0, 64.44444444444444)","(41.0, 70.0, 66.84210526315789)","(101.0, 490.0, 387.1428571428571)"
04-01-2023 15:33:29.280263,"(7.5, 11.0, 10.476744186046512)","(31.0, 60.0, 56.42857142857143)","(9.0, 12.0, 11.883116883116884)","(4.6, 5.3, 5.248684210526315)","(3.0, 3.5, 3.4804347826086954)","(15.0, 17.5, 16.208333333333332)","(16.0, 19.0, 18.766666666666666)","(19.0, 30.0, 26.8)","(31.0, 150.0, 90.0)","(51.0, 100.0, 76.5625)","(7.5, 9.2, 8.945454545454545)","(51.0, 65.0, 64.44444444444444)","(41.0, 70.0, 66.84210526315789)","(101.0, 490.0, 387.1428571428571)"
04-01-2023 15:33:31.206831,"(7.5, 11.0, 10.476744186046512)","(31.0, 60.0, 56.42857142857143)","(9.0, 12.0, 11.883116883116884)","(4.6, 5.3, 5.248684210526315)","(3.0, 3.5, 3.4804347826086954)","(15.0, 16.5, 16.1875)","(16.0, 19.0, 18.766666666666666)","(19.0, 30.0, 26.8)","(31.0, 150.0, 126.36363636363637)","(51.0, 100.0, 76.5625)","(7.5, 9.2, 8.945454545454545)","(51.0, 65.0, 64.44444444444444)","(41.0, 70.0, 66.84210526315789)","(101.0, 480.0, 403.33333333333337)"
04-01-2023 15:33:33.309507,"(7.5, 11.0, 10.476744186046512)","(31.0, 60.0, 56.42857142857143)","(9.0, 12.0, 11.883116883116884)","(4.6, 5.3, 5.248684210526315)","(3.0, 3.5, 3.4804347826086954)","(15.0, 16.5, 16.1875)","(16.0, 19.0, 19.185714285714287)","(19.0, 30.0, 26.8)","(31.0, 130.0, 115.55555555555556)","(51.0, 100.0, 76.5625)","(7.5, 9.2, 8.945454545454545)","(51.0, 65.0, 64.44444444444444)","(41.0, 70.0, 66.84210526315789)","(101.0, 460.0, 418.0)"
04-01-2023 15:33:35.234674,"(7.5, 11.0, 10.476744186046512)","(31.0, 60.0, 56.42857142857143)","(9.0, 12.0, 11.933823529411764)","(4.6, 5.3, 5.248684210526315)","(3.0, 3.5, 3.4804347826086954)","(15.0, 16.5, 16.25)","(16.0, 19.5, 19.115384615384617)","(19.0, 30.0, 26.8)","(31.0, 130.0, 115.55555555555556)","(51.0, 100.0, 76.5625)","(7.5, 9.2, 8.945454545454545)","(51.0, 65.0, 64.44444444444444)","(41.0, 70.0, 66.84210526315789)","(101.0, 450.0, 383.33333333333337)"
04-01-2023 15:33:37.159584,"(7.5, 11.0, 10.476744186046512)","(31.0, 60.0, 56.42857142857143)","(9.0, 12.5, 11.754310344827585)","(4.6, 5.3, 5.248684210526315)","(3.0, 3.5, 3.4804347826086954)","(15.0, 17.0, 16.214285714285715)","(16.0, 19.5, 19.115384615384617)","(19.0, 30.0, 26.8)","(31.0, 130.0, 115.55555555555556)","(51.0, 100.0, 76.5625)","(7.5, 9.2, 8.906666666666666)","(51.0, 65.0, 64.44444444444444)","(41.0, 65.0, 63.333333333333336)","(101.0, 450.0, 338.8888888888889)"
04-01-2023 15:33:38.978208,"(7.5, 11.0, 10.525252525252526)","(31.0, 60.0, 56.42857142857143)","(9.0, 12.0, 11.754310344827585)","(4.6, 5.3, 5.248684210526315)","(3.0, 3.5, 3.4804347826086954)","(15.0, 16.5, 16.214285714285715)","(16.0, 19.5, 19.115384615384617)","(19.0, 30.0, 26.8)","(31.0, 130.0, 115.55555555555556)","(51.0, 100.0, 76.5625)","(7.5, 9.2, 8.906666666666666)","(51.0, 65.0, 64.44444444444444)","(41.0, 65.0, 63.333333333333336)","(101.0, 450.0, 338.8888888888889)"
04-01-2023 15:33:41.474696,"(7.5, 11.0, 10.525252525252526)","(31.0, 60.0, 56.42857142857143)","(9.0, 12.0, 11.754310344827585)","(4.6, 5.3, 5.248684210526315)","(3.0, 3.5, 3.4804347826086954)","(15.0, 16.5, 16.214285714285715)","(16.0, 19.5, 19.115384615384617)","(19.0, 30.0, 26.8)","(31.0, 130.0, 115.55555555555556)","(51.0, 100.0, 76.5625)","(7.5, 9.2, 8.906666666666666)","(51.0, 65.0, 64.44444444444444)","(41.0, 65.0, 63.333333333333336)","(101.0, 450.0, 338.8888888888889)"
04-01-2023 15:33:43.292952,"(7.5, 11.0, 10.525252525252526)","(31.0, 60.0, 56.42857142857143)","(9.0, 12.0, 11.754310344827585)","(4.6, 5.3, 5.248684210526315)","(3.0, 3.5, 3.4804347826086954)","(15.0, 16.5, 16.214285714285715)","(16.0, 19.5, 18.906779661016948)","(19.0, 30.0, 26.8)","(41.0, 130.0, 115.55555555555556)","(51.0, 100.0, 76.5625)","(7.5, 9.2, 8.906666666666666)","(51.0, 65.0, 64.44444444444444)","(41.0, 65.0, 63.333333333333336)","(101.0, 450.0, 338.8888888888889)"
04-01-2023 15:33:45.519302,"(7.5, 11.0, 10.525252525252526)","(31.0, 60.0, 56.42857142857143)","(9.0, 12.0, 11.754310344827585)","(4.6, 5.3, 5.248684210526315)","(3.0, 3.5, 3.4723684210526318)","(15.0, 16.5, 16.214285714285715)","(16.0, 19.5, 18.936363636363637)","(19.0, 30.0, 26.8)","(41.0, 130.0, 110.5)","(51.0, 100.0, 76.5625)","(7.5, 9.2, 8.906666666666666)","(51.0, 65.0, 64.44444444444444)","(41.0, 65.0, 60.714285714285715)","(101.0, 560.0, 456.66666666666663)"
04-01-2023 15:33:47.861430,"(7.5, 11.0, 10.525252525252526)","(31.0, 60.0, 56.42857142857143)","(9.0, 12.0, 11.754310344827585)","(4.6, 5.3, 5.248684210526315)","(3.0, 3.5, 3.4571428571428573)","(15.0, 16.5, 16.157894736842106)","(16.0, 19.5, 18.906779661016948)","(19.0, 30.0, 26.8)","(41.0, 130.0, 110.5)","(51.0, 100.0, 76.5625)","(7.5, 9.2, 8.906666666666666)","(51.0, 65.0, 64.375)","(41.0, 65.0, 60.714285714285715)","(101.0, 560.0, 456.66666666666663)"
04-01-2023 15:33:49.835948,"(7.5, 11.0, 10.525252525252526)","(31.0, 60.0, 56.42857142857143)","(9.0, 12.0, 11.743243243243244)","(4.6, 5.3, 5.248684210526315)","(3.0, 3.5, 3.4571428571428573)","(15.0, 17.0, 16.157894736842106)","(16.0, 19.5, 18.906779661016948)","(19.0, 30.0, 26.8)","(41.0, 130.0, 110.5)","(51.0, 100.0, 76.5625)","(7.5, 9.2, 8.876190476190477)","(51.0, 65.0, 64.375)","(41.0, 65.0, 60.714285714285715)","(101.0, 560.0, 456.66666666666663)"
04-01-2023 15:33:52.185022,"(7.5, 11.0, 10.525252525252526)","(31.0, 60.0, 56.42857142857143)","(9.0, 12.0, 11.743243243243244)","(4.6, 5.3, 5.248684210526315)","(3.0, 3.5, 3.4571428571428573)","(15.0, 17.0, 16.61904761904762)","(16.0, 19.5, 18.906779661016948)","(19.0, 30.0, 26.8)","(41.0, 130.0, 110.5)","(51.0, 100.0, 76.5625)","(7.5, 9.2, 8.876190476190477)","(51.0, 65.0, 64.375)","(41.0, 65.0, 60.714285714285715)","(101.0, 560.0, 456.66666666666663)"
04-01-2023 15:33:54.344400,"(7.5, 11.0, 10.525252525252526)","(31.0, 60.0, 56.42857142857143)","(9.0, 12.0, 11.682481751824817)","(4.6, 5.3, 5.248684210526315)","(3.0, 3.5, 3.4571428571428573)","(15.0, 17.0, 16.11111111111111)","(16.0, 19.5, 18.906779661016948)","(19.0, 30.0, 26.8)","(41.0, 120.0, 107.77777777777777)","(51.0, 100.0, 76.5625)","(7.5, 9.2, 8.876190476190477)","(51.0, 65.0, 64.375)","(41.0, 65.0, 60.714285714285715)","(101.0, 550.0, 450.0)"
04-01-2023 15:33:56.276408,"(7.5, 11.0, 10.525252525252526)","(31.0, 60.0, 56.42857142857143)","(9.0, 12.0, 11.682481751824817)","(4.6, 5.3, 5.248684210526315)","(3.0, 3.5, 3.4571428571428573)","(15.0, 17.0, 15.857142857142858)","(16.0, 19.5, 18.953125)","(19.0, 30.0, 26.8)","(41.0, 120.0, 100.0)","(51.0, 100.0, 76.5625)","(7.5, 9.2, 8.876190476190477)","(51.0, 65.0, 64.375)","(41.0, 65.0, 60.714285714285715)","(101.0, 540.0, 443.33333333333337)"
04-01-2023 15:33:58.283158,"(7.5, 11.0, 10.525252525252526)","(31.0, 60.0, 56.42857142857143)","(9.0, 12.0, 11.682481751824817)","(4.6, 5.3, 5.248684210526315)","(3.0, 3.5, 3.5658536585365854)","(15.0, 16.0, 15.666666666666666)","(16.0, 19.5, 18.983333333333334)","(19.0, 30.0, 26.8)","(41.0, 110.0, 100.0)","(51.0, 100.0, 76.5625)","(7.5, 9.2, 8.876190476190477)","(51.0, 65.0, 64.375)","(41.0, 65.0, 60.714285714285715)","(101.0, 540.0, 443.33333333333337)"
04-01-2023 15:34:00.231064,"(7.5, 11.0, 10.4031007751938)","(31.0, 60.0, 56.42857142857143)","(9.0, 12.0, 11.682481751824817)","(4.6, 5.3, 5.248684210526315)","(3.0, 3.6, 3.531137724550898)","(15.0, 16.0, 15.666666666666666)","(16.0, 19.5, 18.953125)","(19.0, 30.0, 26.8)","(41.0, 110.0, 100.0)","(51.0, 100.0, 76.5625)","(7.5, 9.2, 8.906666666666666)","(51.0, 65.0, 64.375)","(41.0, 65.0, 60.714285714285715)","(101.0, 540.0, 443.33333333333337)"
04-01-2023 15:34:02.168520,"(7.5, 11.0, 10.4031007751938)","(31.0, 60.0, 56.42857142857143)","(9.0, 12.0, 11.682481751824817)","(4.6, 5.3, 5.247999999999999)","(3.0, 3.6, 3.5374999999999996)","(15.0, 16.0, 15.666666666666666)","(16.0, 19.5, 18.852941176470587)","(19.0, 30.0, 26.8)","(41.0, 110.0, 100.0)","(51.0, 100.0, 76.5625)","(7.5, 9.2, 8.906666666666666)","(51.0, 65.0, 64.375)","(41.0, 65.0, 57.5)","(101.0, 540.0, 443.33333333333337)"
04-01-2023 15:34:04.033406,"(7.5, 11.0, 10.4031007751938)","(31.0, 60.0, 56.42857142857143)","(9.0, 12.0, 11.682481751824817)","(4.6, 5.3, 5.247999999999999)","(3.0, 3.55, 3.5275)","(15.0, 16.0, 15.666666666666666)","(16.0, 19.0, 18.852941176470587)","(19.0, 30.0, 26.8)","(41.0, 110.0, 100.0)","(51.0, 100.0, 76.5625)","(7.5, 9.2, 8.906666666666666)","(51.0, 65.0, 64.375)","(41.0, 65.0, 57.5)","(101.0, 540.0, 443.33333333333337)"
04-01-2023 15:34:05.836263,"(7.5, 11.0, 10.4031007751938)","(31.0, 60.0, 59.0)","(9.0, 12.0, 11.682481751824817)","(4.6, 5.3, 5.248344370860927)","(3.0, 3.55, 3.5275)","(15.0, 16.0, 16.333333333333332)","(16.0, 19.0, 18.24561403508772)","(19.0, 30.0, 26.166666666666668)","(41.0, 110.0, 104.16666666666666)","(51.0, 100.0, 88.0)","(7.5, 9.2, 8.727272727272728)","(51.0, 65.0, 64.375)","(41.0, 65.0, 64.33333333333333)","(101.0, 540.0, 443.33333333333337)"
04-01-2023 15:34:07.689020,"(7.5, 11.0, 10.4031007751938)","(31.0, 60.0, 59.0)","(9.0, 12.0, 11.682481751824817)","(4.6, 5.3, 5.248344370860927)","(3.1, 3.55, 3.5339285714285715)","(14.0, 17.0, 16.333333333333332)","(16.0, 18.5, 18.76)","(19.0, 29.0, 26.166666666666668)","(41.0, 110.0, 102.22222222222223)","(51.0, 100.0, 88.0)","(7.5, 8.8, 8.705882352941178)","(51.0, 65.0, 64.375)","(41.0, 65.0, 63.25)","(101.0, 540.0, 443.33333333333337)"
04-01-2023 15:34:09.403632,"(7.5, 11.0, 10.4031007751938)","(31.0, 60.0, 58.75)","(9.0, 12.0, 11.678571428571429)","(4.6, 5.3, 5.25)","(3.1, 3.55, 3.5320224719101123)","(14.0, 17.0, 16.742857142857144)","(16.0, 19.0, 18.70731707317073)","(19.0, 29.0, 26.166666666666668)","(41.0, 110.0, 96.875)","(51.0, 100.0, 88.33333333333333)","(7.5, 8.8, 8.705882352941178)","(51.0, 65.0, 64.375)","(41.0, 65.0, 63.25)","(101.0, 540.0, 366.0)"
04-01-2023 15:34:11.096128,"(7.5, 11.0, 10.4031007751938)","(31.0, 60.0, 59.411764705882355)","(9.0, 12.0, 11.678571428571429)","(4.6, 5.3, 5.25)","(3.1, 3.55, 3.5320224719101123)","(14.0, 17.0, 16.742857142857144)","(16.0, 19.0, 18.70731707317073)","(19.0, 29.0, 26.166666666666668)","(41.0, 100.0, 96.875)","(51.0, 90.0, 88.33333333333333)","(7.5, 8.8, 8.69)","(51.0, 65.0, 64.375)","(41.0, 65.0, 63.421052631578945)","(101.0, 540.0, 366.0)"
04-01-2023 15:34:12.807798,"(7.5, 11.0, 10.4031007751938)","(31.0, 60.0, 59.411764705882355)","(9.0, 12.0, 11.678571428571429)","(4.6, 5.3, 5.25)","(3.1, 3.55, 3.5320224719101123)","(14.0, 17.0, 16.76923076923077)","(16.0, 19.0, 18.70731707317073)","(19.0, 29.0, 26.166666666666668)","(41.0, 100.0, 96.875)","(51.0, 90.0, 88.33333333333333)","(7.5, 8.8, 8.69)","(51.0, 65.0, 64.375)","(41.0, 65.0, 63.421052631578945)","(101.0, 540.0, 366.0)"
