,Knight Walker,Yarraman Markle,Nightwatch Star,Gemmas Express,Lexy Can Bern,Beatboxer,Blissfull Donna,Caesars Rockstar,Neville Shannon
15-12-2022 14:48:16.258654,"(15.0, 34.0, 29.6)","(4.0, 5.3, 5.0)","(2.7, 3.0, 2.9948837209302326)","(41.0, 75.0, 60.0)","(5.0, 6.0, 5.85)","(12.0, 23.0, 20.6)","(5.0, 7.2, 6.814285714285714)","(16.0, 36.0, 31.875)","(21.0, 36.0, 32.4)"
15-12-2022 14:48:17.320458,"(15.0, 34.0, 28.0)","(4.0, 5.3, 5.234782608695652)","(2.7, 3.0, 2.9948837209302326)","(41.0, 75.0, 60.0)","(5.0, 6.0, 5.85)","(12.0, 23.0, 21.57142857142857)","(5.0, 7.2, 6.814285714285714)","(16.0, 36.0, 29.799999999999997)","(21.0, 36.0, 32.4)"
15-12-2022 14:48:18.411579,"(15.0, 32.0, 28.0)","(4.0, 5.3, 5.0)","(2.7, 3.0, 2.9948837209302326)","(41.0, 75.0, 56.25)","(5.0, 6.0, 5.85)","(12.0, 22.0, 21.57142857142857)","(5.0, 7.2, 6.814285714285714)","(16.0, 34.0, 25.0)","(21.0, 36.0, 32.4)"
15-12-2022 14:48:19.494991,"(15.0, 32.0, 30.25)","(4.0, 5.3, 5.25)","(2.7, 3.0, 2.9948837209302326)","(41.0, 75.0, 56.25)","(5.0, 7.8, 7.066666666666666)","(12.0, 22.0, 20.636363636363637)","(5.0, 7.2, 6.814285714285714)","(16.0, 26.0, 25.0)","(21.0, 36.0, 32.4)"
15-12-2022 14:48:20.616303,"(15.0, 36.0, 27.0)","(4.0, 5.3, 5.242857142857143)","(2.7, 3.2, 3.1333333333333333)","(41.0, 75.0, 62.5)","(5.0, 7.4, 6.0285714285714285)","(12.0, 22.0, 19.857142857142858)","(5.0, 7.2, 6.814285714285714)","(16.0, 26.0, 25.0625)","(21.0, 36.0, 28.5)"
15-12-2022 14:48:21.757696,"(15.0, 36.0, 25.5)","(4.0, 5.3, 5.1499999999999995)","(2.7, 3.2, 3.14)","(41.0, 75.0, 58.333333333333336)","(5.0, 7.4, 6.5)","(12.0, 22.0, 19.857142857142858)","(5.0, 7.2, 6.814285714285714)","(16.0, 26.0, 25.0625)","(21.0, 36.0, 30.0)"
15-12-2022 14:48:22.924024,"(15.0, 34.0, 27.333333333333332)","(4.0, 5.3, 5.125)","(2.7, 3.2, 3.066666666666667)","(41.0, 75.0, 60.0)","(5.0, 7.4, 6.5)","(12.0, 22.0, 19.857142857142858)","(5.0, 7.2, 6.814285714285714)","(16.0, 26.0, 25.318181818181817)","(21.0, 34.0, 36.666666666666664)"
15-12-2022 14:48:24.134024,"(15.0, 32.0, 26.666666666666668)","(4.0, 5.2, 5.140000000000001)","(2.7, 3.2, 3.066666666666667)","(41.0, 75.0, 60.0)","(5.0, 7.4, 6.8375)","(12.0, 22.0, 19.857142857142858)","(5.0, 7.2, 6.814285714285714)","(16.0, 26.0, 25.0625)","(21.0, 42.0, 35.57142857142857)"
15-12-2022 14:48:25.345716,"(15.0, 30.0, 27.0)","(4.0, 5.2, 5.05)","(2.7, 3.2, 3.1647058823529415)","(41.0, 75.0, 60.0)","(5.0, 7.4, 6.930434782608696)","(12.0, 22.0, 19.857142857142858)","(5.0, 7.2, 6.8999999999999995)","(16.0, 26.0, 25.0625)","(21.0, 42.0, 32.416666666666664)"
15-12-2022 14:48:26.524600,"(15.0, 36.0, 30.0)","(4.0, 5.2, 5.05)","(2.7, 3.2, 3.1647058823529415)","(41.0, 75.0, 60.0)","(5.0, 7.4, 6.14)","(12.0, 22.0, 19.857142857142858)","(5.0, 9.0, 6.905882352941176)","(16.0, 26.0, 25.0625)","(21.0, 40.0, 32.5)"
15-12-2022 14:48:27.664974,"(15.0, 36.0, 30.0)","(4.0, 5.2, 4.9)","(2.7, 3.2, 3.1647058823529415)","(41.0, 75.0, 60.0)","(5.0, 7.4, 6.14)","(12.0, 22.0, 19.857142857142858)","(5.0, 8.6, 6.905882352941176)","(16.0, 26.0, 25.0625)","(21.0, 40.0, 32.5)"
15-12-2022 14:48:28.763204,"(15.0, 36.0, 30.0)","(4.0, 5.2, 5.015384615384615)","(2.7, 3.2, 3.1586206896551725)","(41.0, 75.0, 60.0)","(5.0, 7.4, 6.175)","(12.0, 22.0, 19.857142857142858)","(5.0, 8.4, 6.888888888888888)","(16.0, 26.0, 25.0625)","(21.0, 40.0, 32.5)"
15-12-2022 14:48:29.814121,"(15.0, 36.0, 30.0)","(4.0, 5.2, 5.015384615384615)","(2.7, 3.2, 3.1142857142857143)","(51.0, 75.0, 60.0)","(5.0, 7.2, 6.15)","(13.0, 22.0, 19.857142857142858)","(5.0, 8.4, 6.888888888888888)","(16.0, 26.0, 25.0625)","(21.0, 40.0, 32.5)"
15-12-2022 14:48:30.946536,"(15.0, 34.0, 25.428571428571427)","(4.0, 5.2, 5.015384615384615)","(2.7, 3.2, 3.1142857142857143)","(51.0, 75.0, 60.0)","(5.0, 7.2, 6.15)","(13.0, 22.0, 19.857142857142858)","(5.0, 8.2, 7.033333333333333)","(16.0, 26.0, 25.0625)","(21.0, 40.0, 32.5)"
15-12-2022 14:48:32.082405,"(15.0, 34.0, 28.0)","(4.0, 5.2, 5.015384615384615)","(2.7, 3.2, 3.1142857142857143)","(51.0, 75.0, 63.0)","(5.0, 7.2, 6.15)","(13.0, 22.0, 20.0)","(5.0, 8.0, 7.52)","(16.0, 26.0, 25.25)","(21.0, 40.0, 34.0)"
15-12-2022 14:48:33.218078,"(15.0, 32.0, 28.0)","(4.0, 5.2, 5.015384615384615)","(2.7, 3.2, 3.1586206896551725)","(51.0, 75.0, 63.0)","(5.0, 7.0, 6.4)","(13.0, 22.0, 20.2)","(5.0, 8.0, 7.52)","(16.0, 26.0, 25.25)","(21.0, 40.0, 34.0)"
15-12-2022 14:48:34.376509,"(15.0, 30.0, 28.0)","(4.0, 5.2, 5.015384615384615)","(2.7, 3.2, 3.1586206896551725)","(51.0, 75.0, 63.0)","(5.0, 7.0, 5.96)","(13.0, 22.0, 20.2)","(5.0, 8.0, 7.52)","(16.0, 26.0, 25.25)","(21.0, 40.0, 34.0)"
15-12-2022 14:48:35.559461,"(15.0, 30.0, 28.0)","(4.0, 5.2, 5.05)","(2.7, 3.2, 3.1586206896551725)","(51.0, 75.0, 63.0)","(5.0, 6.2, 5.8)","(13.0, 22.0, 20.2)","(5.0, 8.0, 7.666666666666667)","(16.0, 26.0, 25.25)","(21.0, 40.0, 35.0)"
15-12-2022 14:48:36.784808,"(15.0, 36.0, 30.0)","(4.0, 5.2, 5.118181818181818)","(2.6, 3.2, 3.1586206896551725)","(51.0, 75.0, 63.0)","(5.0, 6.2, 6.057142857142857)","(13.0, 22.0, 20.2)","(5.0, 8.0, 7.4)","(18.0, 26.0, 25.25)","(21.0, 40.0, 34.5)"
15-12-2022 14:48:37.914986,"(15.0, 34.0, 30.666666666666668)","(4.0, 5.2, 5.131818181818182)","(2.6, 3.2, 3.1586206896551725)","(51.0, 75.0, 63.0)","(5.0, 6.2, 6.057142857142857)","(13.0, 22.0, 20.2)","(5.0, 8.0, 7.4)","(18.0, 26.0, 25.25)","(21.0, 40.0, 34.5)"
15-12-2022 14:48:39.038496,"(15.0, 34.0, 30.666666666666668)","(4.0, 5.2, 5.05)","(2.6, 3.2, 3.1586206896551725)","(51.0, 75.0, 63.0)","(5.0, 6.2, 6.057142857142857)","(13.0, 22.0, 20.2)","(5.0, 8.0, 7.4)","(18.0, 26.0, 25.25)","(21.0, 40.0, 34.5)"
15-12-2022 14:48:40.165828,"(15.0, 34.0, 30.666666666666668)","(4.0, 5.2, 5.05)","(2.6, 3.2, 3.1586206896551725)","(51.0, 75.0, 68.33333333333333)","(5.0, 6.2, 6.057142857142857)","(13.0, 22.0, 20.2)","(5.0, 8.0, 7.4)","(18.0, 26.0, 25.25)","(21.0, 40.0, 34.5)"
15-12-2022 14:48:41.277824,"(15.0, 34.0, 30.666666666666668)","(4.0, 5.2, 4.9)","(2.6, 3.2, 3.1586206896551725)","(51.0, 75.0, 68.33333333333333)","(5.0, 6.2, 6.088888888888889)","(13.0, 22.0, 20.2)","(5.0, 8.0, 7.4)","(18.0, 26.0, 25.25)","(21.0, 40.0, 34.5)"
15-12-2022 14:48:42.424137,"(15.0, 34.0, 30.666666666666668)","(4.0, 5.2, 4.9)","(2.6, 3.2, 3.1586206896551725)","(51.0, 75.0, 68.33333333333333)","(5.0, 6.2, 6.088888888888889)","(13.0, 22.0, 20.2)","(5.0, 8.0, 7.4)","(18.0, 26.0, 25.25)","(21.0, 40.0, 34.5)"
15-12-2022 14:48:43.551984,"(15.0, 32.0, 29.333333333333332)","(4.0, 5.2, 4.9)","(2.6, 3.2, 3.1586206896551725)","(51.0, 75.0, 66.42857142857143)","(5.0, 6.2, 6.088888888888889)","(13.0, 22.0, 20.2)","(5.0, 8.0, 7.7)","(18.0, 26.0, 25.25)","(21.0, 40.0, 34.5)"
15-12-2022 14:48:44.718169,"(15.0, 32.0, 29.333333333333332)","(4.0, 5.2, 4.9)","(2.6, 3.2, 3.1586206896551725)","(51.0, 75.0, 66.42857142857143)","(5.0, 6.2, 6.088888888888889)","(13.0, 22.0, 20.2)","(5.0, 8.0, 7.4)","(18.0, 26.0, 25.25)","(21.0, 40.0, 34.5)"
15-12-2022 14:48:45.884833,"(15.0, 32.0, 29.333333333333332)","(4.0, 5.2, 5.05)","(2.6, 3.2, 3.1586206896551725)","(51.0, 75.0, 63.0)","(5.0, 6.2, 6.088888888888889)","(13.0, 22.0, 20.2)","(5.0, 8.0, 7.4)","(18.0, 26.0, 25.25)","(21.0, 40.0, 34.5)"
15-12-2022 14:48:47.033982,"(15.0, 32.0, 29.333333333333332)","(4.0, 5.2, 4.9)","(2.6, 3.2, 3.1586206896551725)","(51.0, 75.0, 63.0)","(5.0, 6.2, 6.088888888888889)","(13.0, 22.0, 20.0)","(5.0, 8.0, 7.4)","(18.0, 26.0, 25.25)","(21.0, 40.0, 34.5)"
15-12-2022 14:48:48.154250,"(15.0, 32.0, 29.333333333333332)","(4.0, 5.2, 4.9)","(2.6, 3.2, 3.1586206896551725)","(51.0, 75.0, 63.0)","(5.0, 6.2, 6.088888888888889)","(13.0, 22.0, 20.0)","(5.0, 8.0, 7.4)","(18.0, 26.0, 25.25)","(21.0, 40.0, 34.5)"
15-12-2022 14:48:49.274206,"(15.0, 32.0, 29.333333333333332)","(4.0, 5.2, 5.05)","(2.6, 3.2, 3.1586206896551725)","(51.0, 75.0, 63.0)","(5.0, 6.2, 6.088888888888889)","(13.0, 22.0, 20.0)","(5.0, 8.0, 7.64)","(18.0, 26.0, 25.25)","(21.0, 40.0, 34.5)"
15-12-2022 14:48:50.385921,"(15.0, 32.0, 29.333333333333332)","(4.0, 5.2, 4.9)","(2.6, 3.2, 3.1586206896551725)","(51.0, 75.0, 63.0)","(5.0, 6.2, 6.088888888888889)","(13.0, 22.0, 20.0)","(5.0, 8.0, 7.64)","(18.0, 26.0, 25.25)","(21.0, 40.0, 34.5)"
15-12-2022 14:48:51.512934,"(15.0, 32.0, 29.333333333333332)","(4.0, 5.2, 4.9)","(2.6, 3.2, 3.1586206896551725)","(51.0, 75.0, 63.0)","(5.0, 6.2, 6.088888888888889)","(13.0, 22.0, 19.6)","(5.0, 8.0, 7.666666666666667)","(18.0, 26.0, 25.25)","(21.0, 40.0, 34.5)"
15-12-2022 14:48:52.656148,"(15.0, 32.0, 29.333333333333332)","(4.0, 5.2, 4.9)","(2.6, 3.2, 3.1)","(51.0, 75.0, 63.0)","(5.0, 6.2, 6.088888888888889)","(13.0, 22.0, 20.0)","(5.0, 8.0, 7.666666666666667)","(18.0, 26.0, 25.25)","(21.0, 40.0, 34.5)"
15-12-2022 14:48:53.785926,"(15.0, 32.0, 29.333333333333332)","(4.0, 5.2, 4.9)","(2.6, 3.2, 3.1)","(51.0, 75.0, 63.0)","(5.0, 6.2, 6.088888888888889)","(13.0, 22.0, 20.0)","(5.0, 8.0, 7.52)","(18.0, 26.0, 25.25)","(21.0, 40.0, 34.5)"
15-12-2022 14:48:54.947428,"(15.0, 32.0, 29.333333333333332)","(4.0, 5.2, 5.05)","(2.6, 3.2, 3.1)","(51.0, 75.0, 63.0)","(5.0, 6.2, 6.088888888888889)","(13.0, 22.0, 20.0)","(5.0, 8.0, 7.666666666666667)","(18.0, 26.0, 25.25)","(21.0, 40.0, 34.5)"
15-12-2022 14:48:56.034592,"(15.0, 32.0, 29.333333333333332)","(4.0, 5.2, 4.9)","(2.6, 3.2, 3.161904761904762)","(51.0, 75.0, 63.0)","(5.0, 6.2, 6.088888888888889)","(13.0, 22.0, 20.0)","(5.0, 8.0, 7.666666666666667)","(18.0, 26.0, 25.25)","(21.0, 40.0, 34.5)"
15-12-2022 14:48:57.142571,"(15.0, 32.0, 29.333333333333332)","(4.0, 5.2, 5.1375)","(2.6, 3.2, 3.161904761904762)","(51.0, 75.0, 63.0)","(5.0, 6.2, 6.088888888888889)","(13.0, 22.0, 20.0)","(5.0, 8.0, 7.666666666666667)","(18.0, 26.0, 25.25)","(21.0, 40.0, 34.5)"
15-12-2022 14:48:58.253847,"(15.0, 32.0, 29.333333333333332)","(4.0, 5.2, 5.131818181818182)","(2.6, 3.2, 3.073684210526316)","(51.0, 75.0, 63.0)","(5.0, 6.2, 6.088888888888889)","(13.0, 22.0, 20.0)","(5.0, 8.0, 7.666666666666667)","(18.0, 26.0, 25.25)","(21.0, 40.0, 34.5)"
15-12-2022 14:48:59.339524,"(15.0, 32.0, 30.25)","(4.0, 5.2, 5.05)","(2.6, 3.2, 3.1052631578947367)","(51.0, 75.0, 63.0)","(5.0, 6.2, 6.088888888888889)","(13.0, 22.0, 20.0)","(5.0, 8.0, 7.666666666666667)","(18.0, 26.0, 25.25)","(21.0, 40.0, 34.5)"
15-12-2022 14:49:00.445006,"(15.0, 34.0, 29.0)","(4.0, 5.2, 4.9)","(2.6, 3.2, 3.1052631578947367)","(51.0, 75.0, 63.0)","(5.0, 6.2, 6.088888888888889)","(13.0, 22.0, 20.0)","(5.0, 8.0, 7.52)","(18.0, 26.0, 25.25)","(21.0, 40.0, 34.5)"
15-12-2022 14:49:01.544102,"(15.0, 36.0, 32.0)","(4.0, 5.2, 4.9)","(2.6, 3.2, 3.1052631578947367)","(51.0, 75.0, 63.0)","(5.0, 6.2, 6.088888888888889)","(13.0, 22.0, 20.0)","(5.0, 8.0, 7.52)","(18.0, 26.0, 25.25)","(21.0, 40.0, 34.5)"
15-12-2022 14:49:02.666806,"(15.0, 36.0, 32.0)","(4.0, 5.2, 4.9)","(2.6, 3.2, 3.1052631578947367)","(51.0, 75.0, 63.0)","(5.0, 6.2, 6.088888888888889)","(13.0, 22.0, 20.2)","(5.0, 8.0, 7.672727272727273)","(18.0, 26.0, 25.25)","(21.0, 40.0, 34.5)"
15-12-2022 14:49:03.809660,"(15.0, 38.0, 31.0)","(4.0, 5.2, 4.9)","(2.6, 3.2, 3.1052631578947367)","(51.0, 75.0, 63.0)","(5.0, 6.2, 6.088888888888889)","(13.0, 22.0, 20.2)","(5.0, 8.0, 7.672727272727273)","(18.0, 26.0, 25.25)","(21.0, 40.0, 34.5)"
15-12-2022 14:49:04.947867,"(15.0, 50.0, 37.0)","(4.0, 5.2, 4.9)","(2.6, 3.2, 3.1052631578947367)","(51.0, 75.0, 63.0)","(5.0, 6.2, 6.088888888888889)","(13.0, 22.0, 20.2)","(5.0, 8.0, 7.672727272727273)","(18.0, 26.0, 25.25)","(21.0, 40.0, 34.5)"
15-12-2022 14:49:06.059609,"(15.0, 48.0, 36.0)","(4.0, 5.2, 5.05)","(2.6, 3.2, 3.1052631578947367)","(51.0, 75.0, 63.0)","(5.0, 6.2, 6.088888888888889)","(13.0, 22.0, 20.2)","(5.0, 8.0, 7.672727272727273)","(18.0, 26.0, 25.25)","(21.0, 40.0, 34.5)"
15-12-2022 14:49:07.204488,"(15.0, 46.0, 35.0)","(4.0, 5.2, 4.985714285714286)","(2.6, 3.2, 3.1052631578947367)","(51.0, 75.0, 63.0)","(5.0, 6.2, 6.088888888888889)","(13.0, 22.0, 20.2)","(5.0, 8.0, 7.672727272727273)","(18.0, 26.0, 25.25)","(21.0, 40.0, 34.5)"
15-12-2022 14:49:08.316705,"(15.0, 46.0, 35.0)","(4.0, 5.2, 4.985714285714286)","(2.6, 3.2, 3.1052631578947367)","(51.0, 75.0, 63.0)","(5.0, 6.2, 6.088888888888889)","(13.0, 22.0, 20.2)","(5.0, 8.0, 7.672727272727273)","(18.0, 26.0, 25.25)","(21.0, 40.0, 34.5)"
15-12-2022 14:49:09.401022,"(15.0, 44.0, 34.0)","(4.0, 5.2, 4.985714285714286)","(2.6, 3.2, 3.1052631578947367)","(51.0, 75.0, 63.0)","(5.0, 6.2, 6.088888888888889)","(13.0, 22.0, 20.2)","(5.0, 8.0, 7.672727272727273)","(18.0, 26.0, 25.25)","(21.0, 40.0, 34.5)"
15-12-2022 14:49:10.532173,"(15.0, 44.0, 34.0)","(4.0, 5.2, 4.985714285714286)","(2.6, 3.2, 3.1052631578947367)","(51.0, 75.0, 63.0)","(5.0, 6.2, 6.088888888888889)","(13.0, 22.0, 20.2)","(5.0, 8.0, 7.672727272727273)","(18.0, 26.0, 25.25)","(21.0, 40.0, 34.5)"
15-12-2022 14:49:11.613669,"(15.0, 42.0, 33.0)","(4.0, 5.2, 4.9)","(2.6, 3.2, 3.1052631578947367)","(51.0, 75.0, 63.0)","(5.0, 6.2, 6.088888888888889)","(13.0, 22.0, 20.2)","(5.0, 8.0, 7.672727272727273)","(18.0, 26.0, 25.25)","(21.0, 40.0, 34.5)"
15-12-2022 14:49:12.708447,"(15.0, 42.0, 33.0)","(4.0, 5.2, 5.05)","(2.6, 3.2, 3.1052631578947367)","(51.0, 75.0, 63.0)","(5.0, 6.2, 6.088888888888889)","(13.0, 22.0, 20.2)","(5.0, 8.0, 7.672727272727273)","(18.0, 26.0, 25.25)","(21.0, 40.0, 34.5)"
15-12-2022 14:49:13.808477,"(15.0, 42.0, 33.0)","(4.0, 5.2, 4.9)","(2.6, 3.2, 3.08)","(51.0, 75.0, 63.0)","(5.0, 6.2, 6.088888888888889)","(13.0, 22.0, 20.2)","(5.0, 8.0, 7.672727272727273)","(18.0, 26.0, 25.25)","(21.0, 40.0, 34.5)"
15-12-2022 14:49:14.873246,"(15.0, 42.0, 33.0)","(4.0, 5.2, 4.9)","(2.6, 3.2, 3.08)","(51.0, 75.0, 63.0)","(5.0, 6.2, 6.088888888888889)","(13.0, 22.0, 20.2)","(5.0, 8.0, 7.672727272727273)","(18.0, 26.0, 25.25)","(21.0, 40.0, 35.875)"
15-12-2022 14:49:15.947605,"(15.0, 42.0, 33.0)","(4.0, 5.2, 5.0636363636363635)","(2.6, 3.2, 3.08)","(51.0, 75.0, 63.0)","(5.0, 6.2, 6.088888888888889)","(13.0, 22.0, 20.2)","(5.0, 8.0, 7.672727272727273)","(18.0, 26.0, 25.25)","(21.0, 40.0, 35.875)"
15-12-2022 14:49:16.983701,"(15.0, 40.0, 34.666666666666664)","(4.0, 5.1, 5.045454545454545)","(2.6, 3.2, 3.08)","(51.0, 75.0, 63.0)","(5.0, 6.2, 6.088888888888889)","(13.0, 22.0, 20.2)","(5.0, 8.0, 7.866666666666667)","(18.0, 26.0, 25.25)","(21.0, 40.0, 35.875)"
15-12-2022 14:49:18.050552,"(15.0, 42.0, 31.2)","(4.0, 5.4, 5.0)","(2.6, 3.2, 3.08)","(51.0, 75.0, 63.0)","(5.0, 6.2, 6.088888888888889)","(13.0, 22.0, 25.666666666666668)","(5.0, 7.8, 7.466666666666667)","(18.0, 26.0, 25.25)","(21.0, 40.0, 35.875)"
15-12-2022 14:49:19.145567,"(15.0, 42.0, 29.25)","(4.0, 5.0, 4.76)","(2.6, 3.2, 3.08)","(51.0, 75.0, 63.0)","(5.0, 6.2, 6.088888888888889)","(13.0, 29.0, 23.0)","(5.0, 7.8, 7.561904761904762)","(18.0, 26.0, 25.25)","(21.0, 40.0, 35.875)"
15-12-2022 14:49:20.263777,"(15.0, 40.0, 34.666666666666664)","(4.0, 5.0, 4.76)","(2.6, 3.2, 3.08)","(51.0, 75.0, 63.0)","(5.0, 6.2, 6.088888888888889)","(13.0, 27.0, 22.5)","(5.0, 7.8, 7.511111111111111)","(18.0, 26.0, 25.25)","(21.0, 40.0, 35.875)"
15-12-2022 14:49:21.389567,"(15.0, 40.0, 34.666666666666664)","(4.0, 5.0, 4.76)","(2.6, 3.2, 3.08)","(51.0, 75.0, 63.0)","(5.0, 6.2, 6.088888888888889)","(13.0, 26.0, 20.75)","(5.0, 7.6, 7.511111111111111)","(18.0, 26.0, 25.25)","(21.0, 40.0, 35.875)"
15-12-2022 14:49:22.555463,"(15.0, 40.0, 34.666666666666664)","(4.0, 5.0, 4.76)","(2.6, 3.2, 3.08)","(51.0, 75.0, 63.0)","(5.0, 6.2, 6.088888888888889)","(13.0, 26.0, 21.5)","(5.0, 7.6, 7.511111111111111)","(18.0, 26.0, 25.25)","(21.0, 40.0, 35.875)"
15-12-2022 14:49:23.739427,"(16.0, 40.0, 34.666666666666664)","(3.9, 5.0, 4.76)","(2.6, 3.2, 3.0875)","(51.0, 75.0, 105.0)","(5.0, 6.2, 6.057142857142857)","(13.0, 24.0, 20.0)","(5.0, 7.6, 7.511111111111111)","(18.0, 26.0, 25.25)","(21.0, 40.0, 35.875)"
15-12-2022 14:49:24.904440,"(16.0, 40.0, 34.666666666666664)","(3.9, 5.0, 4.76)","(2.6, 3.2, 3.0875)","(51.0, 130.0, 102.0)","(5.0, 6.2, 6.057142857142857)","(13.0, 24.0, 20.666666666666668)","(5.0, 7.6, 7.454545454545454)","(18.0, 26.0, 25.25)","(21.0, 40.0, 35.875)"
15-12-2022 14:49:26.059542,"(16.0, 40.0, 34.666666666666664)","(3.9, 5.0, 4.884615384615385)","(2.6, 3.2, 3.0875)","(51.0, 120.0, 101.25)","(5.0, 6.2, 6.057142857142857)","(13.0, 24.0, 20.666666666666668)","(5.0, 7.6, 7.454545454545454)","(18.0, 26.0, 25.25)","(21.0, 40.0, 35.875)"
15-12-2022 14:49:27.175742,"(16.0, 40.0, 29.333333333333332)","(3.9, 5.0, 4.916666666666667)","(2.6, 3.2, 3.08)","(51.0, 110.0, 92.5)","(5.0, 6.2, 6.057142857142857)","(13.0, 24.0, 20.666666666666668)","(5.0, 7.6, 7.454545454545454)","(18.0, 26.0, 25.25)","(21.0, 40.0, 35.875)"
15-12-2022 14:49:28.313592,"(16.0, 38.0, 29.6)","(3.9, 5.0, 4.76)","(2.6, 3.2, 3.08)","(51.0, 110.0, 92.5)","(5.0, 6.2, 6.057142857142857)","(13.0, 24.0, 20.666666666666668)","(5.0, 7.6, 7.314285714285714)","(18.0, 26.0, 25.25)","(21.0, 40.0, 34.142857142857146)"
15-12-2022 14:49:29.396594,"(16.0, 36.0, 28.8)","(3.9, 5.0, 4.76)","(2.6, 3.2, 3.08)","(51.0, 110.0, 92.5)","(5.0, 6.2, 6.057142857142857)","(13.0, 24.0, 20.636363636363637)","(5.0, 7.6, 7.066666666666666)","(18.0, 26.0, 25.25)","(21.0, 65.0, 39.333333333333336)"
15-12-2022 14:49:30.441428,"(16.0, 34.0, 26.5)","(3.9, 5.0, 4.76)","(2.6, 3.2, 3.08)","(51.0, 110.0, 92.5)","(5.0, 6.2, 6.057142857142857)","(13.0, 28.0, 20.636363636363637)","(5.0, 7.6, 7.066666666666666)","(18.0, 26.0, 25.25)","(21.0, 60.0, 39.333333333333336)"
15-12-2022 14:49:31.500669,"(16.0, 32.0, 29.333333333333332)","(3.9, 4.9, 4.8)","(2.6, 3.2, 3.08)","(51.0, 110.0, 92.5)","(5.0, 6.2, 6.057142857142857)","(13.0, 25.0, 21.0)","(5.0, 7.6, 7.113043478260869)","(18.0, 26.0, 25.25)","(21.0, 55.0, 37.666666666666664)"
15-12-2022 14:49:32.564279,"(16.0, 30.0, 27.0)","(3.9, 4.9, 4.72)","(2.6, 3.2, 3.118181818181818)","(51.0, 110.0, 92.5)","(5.0, 6.2, 6.057142857142857)","(13.0, 24.0, 21.5)","(5.0, 7.6, 7.24)","(18.0, 26.0, 23.5)","(21.0, 50.0, 34.0)"
15-12-2022 14:49:33.675797,"(16.0, 30.0, 27.0)","(3.9, 4.9, 4.72)","(2.6, 3.2, 3.1289473684210525)","(51.0, 110.0, 92.5)","(5.0, 6.2, 5.9714285714285715)","(13.0, 24.0, 21.5)","(5.0, 7.4, 7.24)","(18.0, 26.0, 23.5)","(21.0, 50.0, 33.2)"
15-12-2022 14:49:34.788916,"(16.0, 30.0, 28.0)","(3.9, 4.9, 4.72)","(2.6, 3.2, 3.1289473684210525)","(51.0, 110.0, 92.5)","(5.0, 6.2, 5.96)","(13.0, 24.0, 21.0)","(5.0, 7.4, 7.171428571428572)","(18.0, 26.0, 23.5)","(21.0, 50.0, 33.2)"
15-12-2022 14:49:35.886931,"(16.0, 30.0, 28.0)","(3.9, 4.9, 4.675)","(2.6, 3.2, 3.118181818181818)","(51.0, 100.0, 80.0)","(5.0, 6.2, 5.96)","(13.0, 23.0, 21.0)","(5.0, 7.4, 7.171428571428572)","(18.0, 26.0, 23.5)","(21.0, 50.0, 34.0)"
15-12-2022 14:49:36.976764,"(16.0, 30.0, 28.0)","(3.9, 4.9, 4.675)","(2.6, 3.2, 3.1289473684210525)","(51.0, 100.0, 84.61538461538461)","(5.0, 6.2, 5.96)","(13.0, 23.0, 20.142857142857142)","(5.0, 7.4, 7.171428571428572)","(18.0, 26.0, 23.5)","(21.0, 50.0, 33.2)"
15-12-2022 14:49:38.101030,"(16.0, 30.0, 28.0)","(3.9, 4.9, 4.675)","(2.6, 3.2, 3.1289473684210525)","(51.0, 100.0, 83.33333333333334)","(5.0, 6.2, 5.96)","(13.0, 23.0, 20.142857142857142)","(5.0, 7.4, 7.171428571428572)","(18.0, 26.0, 23.5)","(21.0, 50.0, 33.2)"
15-12-2022 14:49:39.224753,"(16.0, 30.0, 28.0)","(3.9, 4.9, 4.675)","(2.6, 3.2, 3.1205882352941177)","(51.0, 100.0, 83.33333333333334)","(5.0, 6.2, 5.96)","(13.0, 23.0, 20.142857142857142)","(5.0, 7.4, 7.171428571428572)","(18.0, 26.0, 23.5)","(21.0, 50.0, 33.2)"
15-12-2022 14:49:40.341088,"(16.0, 30.0, 28.0)","(3.9, 4.9, 4.811764705882354)","(2.6, 3.2, 3.1205882352941177)","(51.0, 100.0, 83.33333333333334)","(5.0, 6.2, 5.96)","(13.0, 23.0, 20.142857142857142)","(5.0, 7.4, 7.171428571428572)","(18.0, 26.0, 23.5)","(21.0, 50.0, 34.0)"
15-12-2022 14:49:41.467031,"(16.0, 30.0, 28.0)","(3.9, 4.9, 4.66)","(2.6, 3.2, 3.1205882352941177)","(51.0, 100.0, 70.83333333333333)","(5.0, 6.2, 5.96)","(13.0, 23.0, 20.142857142857142)","(5.0, 7.4, 7.171428571428572)","(18.0, 26.0, 23.5)","(21.0, 50.0, 33.2)"
15-12-2022 14:49:42.555645,"(16.0, 30.0, 28.0)","(3.9, 4.9, 4.825)","(2.6, 3.2, 3.1205882352941177)","(51.0, 100.0, 83.33333333333334)","(5.0, 6.2, 5.96)","(13.0, 23.0, 20.142857142857142)","(5.0, 7.4, 7.171428571428572)","(18.0, 26.0, 23.5)","(21.0, 50.0, 33.2)"
