,Fools Mirage,Cat Named Hercules,Homegrown Legend,Prince Carolina J,Forever Indian,Eura Bunny Boy,Charm The Ladies
08-12-2022 12:53:08.389298,"(2.5, 3.05, 2.8249999999999997)","(31.0, 980.0, 358.6666666666667)","(21.0, 85.0, 40.66666666666667)","(4.0, 4.6, 4.49090909090909)","(10.0, 23.0, 18.0)","(26.0, 80.0, 52.0)","(3.0, 3.4, 3.2249999999999996)"
08-12-2022 12:53:09.711001,"(2.5, 3.05, 2.8249999999999997)","(31.0, 980.0, 358.6666666666667)","(21.0, 85.0, 40.66666666666667)","(4.0, 4.6, 4.49090909090909)","(10.0, 23.0, 18.0)","(26.0, 80.0, 52.0)","(3.0, 3.4, 3.2249999999999996)"
08-12-2022 12:53:11.010541,"(2.5, 3.05, 2.8249999999999997)","(31.0, 980.0, 358.6666666666667)","(21.0, 85.0, 40.66666666666667)","(4.0, 4.6, 4.49090909090909)","(10.0, 23.0, 18.0)","(26.0, 80.0, 52.0)","(3.0, 3.4, 3.2249999999999996)"
08-12-2022 12:53:12.333111,"(2.5, 3.05, 2.8249999999999997)","(31.0, 980.0, 358.6666666666667)","(21.0, 85.0, 40.66666666666667)","(4.0, 4.6, 4.49090909090909)","(10.0, 23.0, 18.0)","(26.0, 80.0, 52.0)","(3.0, 3.4, 3.2249999999999996)"
08-12-2022 12:53:13.668493,"(2.5, 3.05, 2.8249999999999997)","(31.0, 980.0, 358.6666666666667)","(21.0, 85.0, 40.66666666666667)","(4.0, 4.6, 4.49090909090909)","(10.0, 23.0, 18.0)","(26.0, 80.0, 52.0)","(3.0, 3.4, 3.2249999999999996)"
08-12-2022 12:53:15.063800,"(2.5, 3.05, 2.8249999999999997)","(31.0, 980.0, 358.6666666666667)","(21.0, 85.0, 40.66666666666667)","(4.0, 4.6, 4.49090909090909)","(10.0, 23.0, 18.0)","(26.0, 80.0, 52.0)","(3.0, 3.4, 3.2249999999999996)"
08-12-2022 12:53:16.403820,"(2.5, 3.05, 2.8249999999999997)","(31.0, 980.0, 358.6666666666667)","(21.0, 85.0, 40.66666666666667)","(4.0, 4.6, 4.49090909090909)","(10.0, 23.0, 18.0)","(26.0, 80.0, 52.0)","(3.0, 3.4, 3.2249999999999996)"
08-12-2022 12:53:17.855839,"(2.5, 3.05, 2.8249999999999997)","(31.0, 980.0, 358.6666666666667)","(21.0, 85.0, 40.66666666666667)","(4.0, 4.6, 4.49090909090909)","(10.0, 23.0, 18.0)","(26.0, 80.0, 52.0)","(3.0, 3.4, 3.2249999999999996)"
08-12-2022 12:53:19.257843,"(2.5, 3.05, 2.915)","(31.0, 980.0, 358.6666666666667)","(21.0, 85.0, 40.66666666666667)","(4.0, 4.6, 4.49090909090909)","(10.0, 23.0, 18.0)","(26.0, 80.0, 52.0)","(3.0, 3.4, 3.2249999999999996)"
08-12-2022 12:53:20.675820,"(2.5, 3.05, 2.915)","(31.0, 980.0, 358.6666666666667)","(21.0, 85.0, 40.66666666666667)","(4.0, 4.6, 4.38076923076923)","(10.0, 23.0, 18.0)","(26.0, 80.0, 52.0)","(3.0, 3.4, 3.2249999999999996)"
08-12-2022 12:53:22.030850,"(2.5, 3.05, 2.915)","(31.0, 980.0, 358.6666666666667)","(21.0, 85.0, 40.66666666666667)","(4.0, 4.6, 4.38076923076923)","(10.0, 23.0, 18.0)","(26.0, 80.0, 52.0)","(3.0, 3.4, 3.2249999999999996)"
08-12-2022 12:53:23.349121,"(2.5, 3.05, 2.915)","(31.0, 980.0, 358.6666666666667)","(21.0, 85.0, 40.66666666666667)","(4.0, 4.6, 4.38076923076923)","(10.0, 23.0, 18.0)","(26.0, 80.0, 52.0)","(3.0, 3.4, 3.2249999999999996)"
08-12-2022 12:53:24.608294,"(2.5, 3.05, 2.915)","(31.0, 980.0, 358.6666666666667)","(21.0, 85.0, 40.66666666666667)","(4.0, 4.6, 4.434782608695652)","(10.0, 23.0, 18.0)","(26.0, 80.0, 52.0)","(3.0, 3.4, 3.2249999999999996)"
08-12-2022 12:53:25.887093,"(2.5, 3.05, 2.8249999999999997)","(31.0, 980.0, 358.6666666666667)","(21.0, 85.0, 40.66666666666667)","(4.0, 4.6, 4.434782608695652)","(10.0, 23.0, 22.342105263157897)","(26.0, 80.0, 52.0)","(3.0, 3.4, 3.2249999999999996)"
08-12-2022 12:53:27.398201,"(2.45, 3.05, 2.8249999999999997)","(31.0, 980.0, 358.6666666666667)","(21.0, 85.0, 40.66666666666667)","(4.2, 4.6, 4.434782608695652)","(10.0, 23.0, 19.166666666666668)","(26.0, 80.0, 52.0)","(3.0, 3.4, 3.2249999999999996)"
08-12-2022 12:53:28.847767,"(2.45, 3.05, 2.8249999999999997)","(31.0, 980.0, 358.6666666666667)","(21.0, 85.0, 40.66666666666667)","(4.2, 4.6, 4.434782608695652)","(10.0, 23.0, 19.166666666666668)","(26.0, 80.0, 52.0)","(3.0, 3.4, 3.2249999999999996)"
08-12-2022 12:53:30.245068,"(2.45, 3.05, 2.8249999999999997)","(31.0, 980.0, 358.6666666666667)","(21.0, 85.0, 40.66666666666667)","(4.2, 4.6, 4.434782608695652)","(10.0, 23.0, 18.6)","(26.0, 80.0, 52.0)","(3.0, 3.4, 3.2249999999999996)"
08-12-2022 12:53:31.854304,"(2.45, 3.05, 2.8249999999999997)","(31.0, 980.0, 358.6666666666667)","(21.0, 85.0, 40.66666666666667)","(4.2, 4.6, 4.434782608695652)","(10.0, 23.0, 18.6)","(26.0, 80.0, 52.0)","(3.0, 3.4, 3.2249999999999996)"
08-12-2022 12:53:33.200477,"(2.45, 3.05, 2.8249999999999997)","(31.0, 980.0, 358.6666666666667)","(21.0, 85.0, 40.66666666666667)","(4.2, 4.6, 4.434782608695652)","(10.0, 23.0, 18.6)","(26.0, 80.0, 52.0)","(3.0, 3.4, 3.2249999999999996)"
08-12-2022 12:53:34.591517,"(2.45, 3.05, 2.8249999999999997)","(31.0, 980.0, 358.6666666666667)","(21.0, 85.0, 40.66666666666667)","(4.2, 4.6, 4.434782608695652)","(10.0, 23.0, 18.6)","(26.0, 80.0, 52.0)","(3.0, 3.4, 3.2249999999999996)"
08-12-2022 12:53:35.934623,"(2.45, 3.05, 2.8249999999999997)","(31.0, 980.0, 358.6666666666667)","(21.0, 85.0, 40.66666666666667)","(4.2, 4.6, 4.38076923076923)","(10.0, 23.0, 18.6)","(26.0, 80.0, 52.0)","(3.0, 3.4, 3.2249999999999996)"
08-12-2022 12:53:37.236339,"(2.45, 3.05, 2.915)","(31.0, 980.0, 358.6666666666667)","(21.0, 85.0, 40.66666666666667)","(4.2, 4.6, 4.372)","(10.0, 23.0, 18.6)","(26.0, 80.0, 52.0)","(3.0, 3.4, 3.2249999999999996)"
08-12-2022 12:53:38.501874,"(2.4, 3.05, 2.915)","(31.0, 980.0, 358.6666666666667)","(21.0, 85.0, 40.66666666666667)","(4.2, 4.6, 4.372)","(10.0, 23.0, 18.6)","(26.0, 80.0, 52.0)","(3.0, 3.4, 3.143333333333333)"
08-12-2022 12:53:39.736024,"(2.4, 2.98, 2.794285714285714)","(31.0, 980.0, 360.0)","(21.0, 85.0, 40.66666666666667)","(4.2, 4.6, 4.372)","(10.0, 23.0, 18.6)","(26.0, 80.0, 52.0)","(3.0, 3.4, 3.085714285714286)"
08-12-2022 12:53:41.061781,"(2.4, 2.98, 2.794285714285714)","(31.0, 980.0, 360.0)","(21.0, 85.0, 40.66666666666667)","(4.2, 4.6, 4.372)","(10.0, 23.0, 18.6)","(26.0, 80.0, 52.0)","(3.0, 3.4, 3.15)"
08-12-2022 12:53:42.355892,"(2.4, 2.98, 2.794285714285714)","(31.0, 980.0, 360.0)","(21.0, 85.0, 40.66666666666667)","(4.2, 4.6, 4.372)","(10.0, 23.0, 18.6)","(26.0, 80.0, 52.0)","(3.0, 3.35, 3.15)"
08-12-2022 12:53:43.689931,"(2.4, 2.98, 2.794285714285714)","(31.0, 980.0, 360.0)","(21.0, 85.0, 40.66666666666667)","(4.2, 4.6, 4.453846153846154)","(10.0, 23.0, 18.6)","(26.0, 80.0, 52.0)","(3.0, 3.35, 3.15)"
08-12-2022 12:53:45.077190,"(2.4, 2.98, 2.794285714285714)","(31.0, 980.0, 360.0)","(21.0, 85.0, 40.66666666666667)","(4.2, 4.6, 4.453846153846154)","(10.0, 23.0, 18.6)","(26.0, 80.0, 52.0)","(3.0, 3.35, 3.15)"
08-12-2022 12:53:46.510764,"(2.4, 2.98, 2.794285714285714)","(31.0, 980.0, 360.0)","(21.0, 85.0, 40.66666666666667)","(4.2, 4.6, 4.453846153846154)","(10.0, 23.0, 18.6)","(26.0, 80.0, 52.0)","(3.0, 3.35, 3.15)"
08-12-2022 12:53:47.793590,"(2.4, 2.98, 2.794285714285714)","(31.0, 980.0, 360.0)","(21.0, 85.0, 40.66666666666667)","(4.2, 4.6, 4.43235294117647)","(10.0, 23.0, 18.6)","(26.0, 80.0, 52.0)","(3.0, 3.35, 3.15)"
08-12-2022 12:53:48.932097,"(2.4, 2.98, 2.794285714285714)","(31.0, 980.0, 360.0)","(21.0, 85.0, 40.66666666666667)","(4.2, 4.6, 4.43235294117647)","(10.0, 23.0, 18.6)","(26.0, 80.0, 52.0)","(3.0, 3.35, 3.15)"
08-12-2022 12:53:50.185306,"(2.4, 2.98, 2.794285714285714)","(31.0, 980.0, 360.0)","(21.0, 85.0, 40.66666666666667)","(4.2, 4.6, 4.43235294117647)","(10.0, 23.0, 18.6)","(26.0, 80.0, 52.0)","(3.0, 3.35, 3.15)"
08-12-2022 12:53:51.430420,"(2.4, 2.98, 2.794285714285714)","(31.0, 980.0, 360.0)","(21.0, 85.0, 40.66666666666667)","(4.2, 4.6, 4.43235294117647)","(10.0, 23.0, 18.6)","(26.0, 80.0, 52.0)","(3.0, 3.35, 3.15)"
08-12-2022 12:53:52.702978,"(2.4, 2.98, 2.794285714285714)","(31.0, 980.0, 360.0)","(21.0, 85.0, 40.66666666666667)","(4.2, 4.6, 4.43235294117647)","(10.0, 23.0, 18.6)","(26.0, 80.0, 52.0)","(3.0, 3.35, 3.15)"
08-12-2022 12:53:54.005338,"(2.4, 2.98, 2.794285714285714)","(31.0, 980.0, 360.0)","(21.0, 85.0, 40.66666666666667)","(4.2, 4.6, 4.43235294117647)","(10.0, 23.0, 18.6)","(26.0, 80.0, 52.0)","(3.0, 3.35, 3.15)"
08-12-2022 12:53:55.151534,"(2.4, 2.98, 2.794285714285714)","(31.0, 980.0, 360.0)","(21.0, 85.0, 40.66666666666667)","(4.2, 4.6, 4.43235294117647)","(10.0, 23.0, 18.6)","(26.0, 80.0, 52.0)","(3.0, 3.35, 3.05625)"
08-12-2022 12:53:56.275197,"(2.4, 2.98, 2.794285714285714)","(31.0, 980.0, 360.0)","(21.0, 85.0, 40.66666666666667)","(4.2, 4.6, 4.43235294117647)","(10.0, 23.0, 18.6)","(26.0, 80.0, 52.0)","(3.0, 3.45, 3.05625)"
08-12-2022 12:53:57.440108,"(2.4, 2.98, 2.794285714285714)","(31.0, 980.0, 360.0)","(21.0, 85.0, 40.66666666666667)","(4.2, 4.6, 4.43235294117647)","(10.0, 23.0, 18.6)","(26.0, 80.0, 52.0)","(3.0, 3.45, 3.109090909090909)"
08-12-2022 12:53:58.542888,"(2.4, 2.98, 2.794285714285714)","(31.0, 980.0, 360.0)","(21.0, 85.0, 40.66666666666667)","(4.2, 4.6, 4.43235294117647)","(10.0, 23.0, 18.6)","(26.0, 80.0, 52.0)","(3.0, 3.4, 3.109090909090909)"
08-12-2022 12:53:59.861355,"(2.4, 2.98, 2.794285714285714)","(31.0, 980.0, 360.0)","(21.0, 85.0, 40.66666666666667)","(4.2, 4.6, 4.43235294117647)","(10.0, 23.0, 18.6)","(26.0, 80.0, 52.0)","(3.0, 3.4, 3.109090909090909)"
08-12-2022 12:54:01.288978,"(2.4, 3.0, 2.915)","(31.0, 980.0, 360.0)","(21.0, 85.0, 40.66666666666667)","(4.2, 4.6, 4.43235294117647)","(10.0, 23.0, 18.6)","(26.0, 80.0, 52.0)","(3.0, 3.4, 3.109090909090909)"
08-12-2022 12:54:02.513643,"(2.4, 3.05, 2.915)","(31.0, 980.0, 360.0)","(21.0, 85.0, 40.66666666666667)","(4.2, 4.6, 4.43235294117647)","(10.0, 23.0, 18.6)","(26.0, 80.0, 52.0)","(3.0, 3.4, 3.109090909090909)"
08-12-2022 12:54:03.669122,"(2.4, 3.05, 2.915)","(31.0, 980.0, 360.0)","(21.0, 85.0, 40.66666666666667)","(4.2, 4.6, 4.43235294117647)","(10.0, 23.0, 18.6)","(26.0, 80.0, 52.0)","(3.0, 3.4, 3.109090909090909)"
08-12-2022 12:54:04.906488,"(2.4, 3.05, 2.915)","(31.0, 980.0, 280.0)","(21.0, 85.0, 40.66666666666667)","(4.2, 4.6, 4.38076923076923)","(10.0, 23.0, 18.6)","(26.0, 80.0, 52.0)","(3.0, 3.4, 3.15)"
08-12-2022 12:54:06.284955,"(2.4, 2.98, 2.802222222222222)","(31.0, 970.0, 280.0)","(21.0, 85.0, 40.66666666666667)","(4.2, 4.6, 4.38076923076923)","(10.0, 23.0, 18.6)","(26.0, 80.0, 52.0)","(3.0, 3.35, 3.15)"
08-12-2022 12:54:07.535565,"(2.4, 2.98, 2.802222222222222)","(31.0, 970.0, 280.0)","(21.0, 85.0, 40.66666666666667)","(4.2, 4.6, 4.38076923076923)","(10.0, 23.0, 18.8)","(26.0, 80.0, 52.0)","(3.0, 3.35, 3.15)"
08-12-2022 12:54:08.811489,"(2.4, 2.98, 2.802222222222222)","(31.0, 970.0, 280.0)","(21.0, 85.0, 40.66666666666667)","(4.2, 4.6, 4.38076923076923)","(10.0, 23.0, 18.8)","(26.0, 80.0, 52.0)","(3.0, 3.35, 3.15)"
08-12-2022 12:54:10.075891,"(2.4, 2.98, 2.802222222222222)","(31.0, 970.0, 280.0)","(21.0, 85.0, 40.66666666666667)","(4.2, 4.6, 4.38076923076923)","(10.0, 23.0, 18.8)","(26.0, 80.0, 52.0)","(3.0, 3.35, 3.15)"
08-12-2022 12:54:11.299559,"(2.4, 2.98, 2.802222222222222)","(31.0, 970.0, 280.0)","(21.0, 85.0, 40.66666666666667)","(4.2, 4.6, 4.38076923076923)","(10.0, 23.0, 18.8)","(26.0, 80.0, 52.0)","(3.0, 3.35, 3.15)"
08-12-2022 12:54:12.476960,"(2.4, 2.98, 2.802222222222222)","(31.0, 970.0, 280.0)","(21.0, 85.0, 40.66666666666667)","(4.2, 4.6, 4.38076923076923)","(10.0, 23.0, 18.8)","(26.0, 80.0, 52.0)","(3.0, 3.35, 3.15)"
08-12-2022 12:54:13.760483,"(2.4, 2.98, 2.802222222222222)","(31.0, 970.0, 280.0)","(21.0, 85.0, 40.66666666666667)","(4.2, 4.6, 4.38076923076923)","(10.0, 23.0, 18.8)","(26.0, 80.0, 52.0)","(3.0, 3.35, 3.15)"
08-12-2022 12:54:14.938037,"(2.4, 2.98, 2.802222222222222)","(31.0, 970.0, 280.0)","(21.0, 85.0, 40.66666666666667)","(4.2, 4.6, 4.38076923076923)","(10.0, 23.0, 18.8)","(26.0, 80.0, 52.0)","(3.0, 3.35, 3.15)"
08-12-2022 12:54:16.060073,"(2.4, 2.98, 2.802222222222222)","(31.0, 970.0, 280.0)","(21.0, 85.0, 40.66666666666667)","(4.2, 4.6, 4.38076923076923)","(10.0, 23.0, 18.8)","(26.0, 80.0, 52.0)","(3.0, 3.35, 3.15)"
08-12-2022 12:54:17.170008,"(2.4, 2.98, 2.802222222222222)","(31.0, 970.0, 280.0)","(21.0, 85.0, 40.66666666666667)","(4.2, 4.6, 4.388888888888888)","(10.0, 23.0, 18.8)","(26.0, 80.0, 52.0)","(3.0, 3.35, 3.15)"
08-12-2022 12:54:18.265395,"(2.4, 2.98, 2.802222222222222)","(31.0, 970.0, 280.0)","(21.0, 85.0, 40.66666666666667)","(4.2, 4.6, 4.388888888888888)","(10.0, 23.0, 18.8)","(26.0, 80.0, 52.0)","(3.0, 3.35, 3.15)"
08-12-2022 12:54:19.401390,"(2.4, 2.98, 2.802222222222222)","(31.0, 970.0, 280.0)","(21.0, 85.0, 40.66666666666667)","(4.2, 4.6, 4.508433734939759)","(10.0, 23.0, 18.8)","(26.0, 80.0, 52.0)","(3.0, 3.35, 3.15)"
08-12-2022 12:54:20.495814,"(2.4, 2.98, 2.802222222222222)","(31.0, 970.0, 280.0)","(21.0, 85.0, 40.66666666666667)","(4.2, 4.6, 4.508433734939759)","(10.0, 23.0, 18.8)","(26.0, 80.0, 52.0)","(3.0, 3.35, 3.15)"
08-12-2022 12:54:21.623137,"(2.4, 2.98, 2.802222222222222)","(31.0, 970.0, 280.0)","(21.0, 85.0, 40.66666666666667)","(4.2, 4.6, 4.508433734939759)","(10.0, 23.0, 18.8)","(26.0, 80.0, 52.0)","(3.0, 3.35, 3.15)"
08-12-2022 12:54:22.810121,"(2.4, 2.98, 2.802222222222222)","(31.0, 970.0, 280.0)","(21.0, 85.0, 40.66666666666667)","(4.2, 4.6, 4.508433734939759)","(10.0, 23.0, 18.8)","(26.0, 80.0, 52.0)","(3.0, 3.35, 3.15)"
08-12-2022 12:54:23.981829,"(2.4, 2.98, 2.802222222222222)","(31.0, 970.0, 280.0)","(21.0, 85.0, 40.66666666666667)","(4.2, 4.6, 4.479365079365079)","(10.0, 23.0, 18.8)","(26.0, 80.0, 52.0)","(3.0, 3.35, 3.15)"
08-12-2022 12:54:25.736472,"(2.4, 2.98, 2.802222222222222)","(31.0, 970.0, 280.0)","(21.0, 85.0, 40.66666666666667)","(4.2, 4.6, 4.394594594594595)","(10.0, 23.0, 18.8)","(26.0, 80.0, 52.0)","(3.0, 3.35, 3.15)"
08-12-2022 12:54:27.470200,"(2.4, 2.98, 2.802222222222222)","(31.0, 970.0, 280.0)","(21.0, 85.0, 40.66666666666667)","(4.2, 4.6, 4.394594594594595)","(10.0, 23.0, 18.8)","(26.0, 80.0, 52.0)","(3.0, 3.35, 3.15)"
08-12-2022 12:54:28.819204,"(2.4, 2.98, 2.802222222222222)","(31.0, 970.0, 280.0)","(21.0, 85.0, 40.66666666666667)","(4.2, 4.6, 4.394594594594595)","(10.0, 23.0, 18.8)","(26.0, 80.0, 52.0)","(3.0, 3.35, 3.15)"
08-12-2022 12:54:30.047321,"(2.4, 2.98, 2.802222222222222)","(31.0, 970.0, 280.0)","(21.0, 85.0, 40.66666666666667)","(4.2, 4.6, 4.394594594594595)","(10.0, 23.0, 18.8)","(26.0, 80.0, 52.0)","(3.0, 3.35, 3.15)"
08-12-2022 12:54:31.376234,"(2.4, 2.98, 2.802222222222222)","(31.0, 970.0, 280.0)","(21.0, 85.0, 40.66666666666667)","(4.2, 4.6, 4.394594594594595)","(10.0, 23.0, 18.8)","(26.0, 80.0, 70.5)","(3.0, 3.35, 3.15)"
08-12-2022 12:54:32.735536,"(2.4, 2.96, 2.79125)","(31.0, 970.0, 505.0)","(21.0, 85.0, 35.125)","(4.2, 4.6, 4.394594594594595)","(10.0, 23.0, 16.333333333333332)","(26.0, 80.0, 66.0)","(3.0, 3.35, 3.15)"
08-12-2022 12:54:34.048686,"(2.4, 2.96, 2.8099999999999996)","(31.0, 960.0, 505.0)","(21.0, 85.0, 35.125)","(4.2, 4.6, 4.394594594594595)","(10.0, 23.0, 16.333333333333332)","(26.0, 80.0, 66.0)","(3.0, 3.35, 3.15)"
08-12-2022 12:54:35.275620,"(2.4, 2.96, 2.8084210526315787)","(31.0, 960.0, 778.0)","(21.0, 85.0, 35.125)","(4.2, 4.6, 4.394594594594595)","(10.0, 23.0, 16.333333333333332)","(26.0, 80.0, 66.0)","(3.0, 3.35, 3.15)"
08-12-2022 12:54:36.563451,"(2.4, 2.96, 2.8084210526315787)","(31.0, 960.0, 510.0)","(21.0, 85.0, 35.125)","(4.2, 4.6, 4.394594594594595)","(10.0, 23.0, 16.333333333333332)","(26.0, 80.0, 66.0)","(3.0, 3.35, 3.15)"
08-12-2022 12:54:37.773154,"(2.4, 2.96, 2.915)","(31.0, 740.0, 510.0)","(21.0, 85.0, 35.125)","(4.2, 4.6, 4.394594594594595)","(10.0, 23.0, 16.333333333333332)","(26.0, 80.0, 66.0)","(3.0, 3.35, 3.15)"
08-12-2022 12:54:38.924623,"(2.4, 2.96, 2.915)","(31.0, 740.0, 510.0)","(21.0, 85.0, 35.125)","(4.2, 4.6, 4.394594594594595)","(10.0, 23.0, 16.333333333333332)","(26.0, 80.0, 66.25)","(3.0, 3.35, 3.15)"
08-12-2022 12:54:40.078531,"(2.4, 2.96, 2.915)","(31.0, 740.0, 510.0)","(21.0, 85.0, 35.125)","(4.2, 4.6, 4.394594594594595)","(10.0, 23.0, 16.333333333333332)","(26.0, 80.0, 66.25)","(3.0, 3.35, 3.15)"
08-12-2022 12:54:41.339231,"(2.4, 2.96, 2.915)","(31.0, 740.0, 510.0)","(21.0, 85.0, 35.125)","(4.2, 4.6, 4.394594594594595)","(10.0, 23.0, 16.333333333333332)","(26.0, 80.0, 66.25)","(3.0, 3.35, 3.15)"
08-12-2022 12:54:42.560150,"(2.4, 2.96, 2.915)","(31.0, 650.0, 392.85714285714283)","(21.0, 85.0, 35.125)","(4.2, 4.6, 4.394594594594595)","(10.0, 23.0, 16.333333333333332)","(26.0, 80.0, 66.25)","(3.0, 3.35, 3.15)"
08-12-2022 12:54:43.910852,"(2.4, 2.96, 2.915)","(31.0, 650.0, 392.85714285714283)","(21.0, 85.0, 35.125)","(4.2, 4.6, 4.394594594594595)","(10.0, 23.0, 16.333333333333332)","(26.0, 80.0, 66.25)","(3.0, 3.35, 3.15)"
08-12-2022 12:54:45.243338,"(2.4, 2.96, 2.915)","(31.0, 650.0, 392.85714285714283)","(21.0, 85.0, 35.125)","(4.2, 4.6, 4.394594594594595)","(10.0, 23.0, 16.333333333333332)","(26.0, 80.0, 66.25)","(3.0, 3.35, 3.15)"
08-12-2022 12:54:46.544902,"(2.4, 2.96, 2.915)","(31.0, 650.0, 392.85714285714283)","(21.0, 85.0, 35.125)","(4.2, 4.6, 4.394594594594595)","(10.0, 23.0, 16.333333333333332)","(26.0, 80.0, 58.0)","(3.0, 3.35, 3.15)"
08-12-2022 12:54:47.902728,"(2.4, 2.96, 2.915)","(31.0, 640.0, 522.0)","(21.0, 85.0, 51.75)","(4.2, 4.6, 4.394594594594595)","(10.0, 23.0, 16.333333333333332)","(26.0, 80.0, 61.666666666666664)","(3.0, 3.35, 3.15)"
08-12-2022 12:54:49.278116,"(2.4, 2.96, 2.9066666666666667)","(31.0, 640.0, 445.0)","(21.0, 85.0, 60.0625)","(4.2, 4.6, 4.394594594594595)","(10.0, 23.0, 16.333333333333332)","(26.0, 80.0, 61.666666666666664)","(3.0, 3.35, 3.15)"
08-12-2022 12:54:50.691057,"(2.4, 3.0, 2.933333333333333)","(31.0, 640.0, 183.75)","(21.0, 85.0, 60.0625)","(4.2, 4.6, 4.394594594594595)","(10.0, 23.0, 16.333333333333332)","(26.0, 80.0, 61.666666666666664)","(3.0, 3.35, 3.15)"
08-12-2022 12:54:51.969763,"(2.4, 3.0, 2.933333333333333)","(31.0, 570.0, 183.75)","(21.0, 85.0, 60.0625)","(4.2, 4.6, 4.254545454545455)","(10.0, 23.0, 16.333333333333332)","(26.0, 80.0, 61.666666666666664)","(3.0, 3.35, 3.15)"
08-12-2022 12:54:53.242936,"(2.4, 3.0, 2.933333333333333)","(31.0, 570.0, 183.75)","(21.0, 85.0, 60.0625)","(4.2, 4.6, 4.254545454545455)","(10.0, 23.0, 16.333333333333332)","(26.0, 80.0, 61.666666666666664)","(3.0, 3.35, 3.15)"
08-12-2022 12:54:54.496477,"(2.4, 3.0, 2.933333333333333)","(31.0, 570.0, 183.75)","(21.0, 85.0, 60.0625)","(4.2, 4.6, 4.254545454545455)","(10.0, 23.0, 16.333333333333332)","(26.0, 80.0, 61.666666666666664)","(3.0, 3.35, 3.15)"
08-12-2022 12:54:55.754651,"(2.4, 3.0, 2.933333333333333)","(31.0, 570.0, 183.75)","(21.0, 85.0, 60.0625)","(4.2, 4.6, 4.254545454545455)","(10.0, 23.0, 16.333333333333332)","(26.0, 80.0, 61.666666666666664)","(3.0, 3.35, 3.15)"
08-12-2022 12:54:56.974596,"(2.4, 3.0, 2.933333333333333)","(31.0, 570.0, 183.75)","(21.0, 85.0, 60.0625)","(4.2, 4.6, 4.254545454545455)","(10.0, 23.0, 16.333333333333332)","(26.0, 80.0, 61.666666666666664)","(3.0, 3.35, 3.15)"
08-12-2022 12:54:58.204543,"(2.4, 3.0, 2.833333333333333)","(31.0, 570.0, 183.75)","(21.0, 85.0, 60.0625)","(4.2, 4.6, 4.254545454545455)","(10.0, 23.0, 16.333333333333332)","(26.0, 80.0, 61.666666666666664)","(3.0, 3.35, 3.15)"
08-12-2022 12:54:59.441521,"(2.4, 3.0, 2.833333333333333)","(31.0, 570.0, 168.75)","(21.0, 85.0, 60.0625)","(4.2, 4.6, 4.254545454545455)","(10.0, 23.0, 16.333333333333332)","(26.0, 80.0, 61.666666666666664)","(3.0, 3.35, 3.15)"
08-12-2022 12:55:00.962848,"(2.4, 3.0, 2.833333333333333)","(31.0, 510.0, 168.75)","(21.0, 85.0, 60.0625)","(4.2, 4.6, 4.254545454545455)","(10.0, 23.0, 16.333333333333332)","(26.0, 80.0, 61.666666666666664)","(3.0, 3.35, 3.15)"
08-12-2022 12:55:02.560685,"(2.4, 3.0, 2.9666666666666663)","(31.0, 510.0, 163.5)","(21.0, 85.0, 58.400000000000006)","(4.2, 4.6, 4.37906976744186)","(10.0, 23.0, 18.0)","(26.0, 80.0, 66.25)","(3.0, 3.35, 3.15)"
08-12-2022 12:55:03.968437,"(2.4, 3.05, 2.915)","(31.0, 510.0, 163.5)","(21.0, 85.0, 58.400000000000006)","(4.2, 4.6, 4.37906976744186)","(10.0, 23.0, 18.0)","(26.0, 80.0, 66.25)","(3.0, 3.35, 3.15)"
08-12-2022 12:55:05.329323,"(2.4, 3.05, 2.915)","(31.0, 510.0, 163.5)","(21.0, 85.0, 58.400000000000006)","(4.2, 4.6, 4.37906976744186)","(10.0, 23.0, 18.0)","(26.0, 80.0, 66.25)","(3.0, 3.35, 3.15)"
08-12-2022 12:55:06.594991,"(2.4, 3.05, 2.8249999999999997)","(31.0, 510.0, 163.5)","(21.0, 85.0, 58.400000000000006)","(4.2, 4.6, 4.37906976744186)","(10.0, 23.0, 18.0)","(26.0, 80.0, 66.25)","(3.0, 3.35, 3.15)"
08-12-2022 12:55:07.938100,"(2.4, 3.05, 2.8249999999999997)","(31.0, 510.0, 163.5)","(21.0, 85.0, 58.400000000000006)","(4.2, 4.6, 4.238095238095238)","(10.0, 23.0, 18.0)","(26.0, 80.0, 66.25)","(3.0, 3.35, 3.15)"
08-12-2022 12:55:09.171823,"(2.4, 3.05, 2.8249999999999997)","(31.0, 510.0, 158.5)","(21.0, 85.0, 58.400000000000006)","(4.2, 4.6, 4.238095238095238)","(10.0, 23.0, 18.0)","(26.0, 80.0, 66.25)","(3.0, 3.35, 3.15)"
08-12-2022 12:55:10.379355,"(2.4, 3.05, 2.8249999999999997)","(31.0, 490.0, 158.5)","(21.0, 85.0, 58.400000000000006)","(4.2, 4.6, 4.238095238095238)","(10.0, 23.0, 18.0)","(26.0, 80.0, 66.25)","(3.0, 3.35, 3.15)"
08-12-2022 12:55:11.551132,"(2.4, 3.1, 2.94)","(31.0, 480.0, 192.0)","(21.0, 85.0, 58.400000000000006)","(4.2, 4.6, 4.238095238095238)","(10.0, 23.0, 18.0)","(26.0, 80.0, 66.25)","(3.0, 3.35, 3.15)"
