,Hes Blazing,Ebony Princess,What A Stunner,On Any Day,Love Letter,Here He Comes,Tuta Panda
10,"[datetime.datetime(2022, 11, 28, 10, 28, 14, 635520), 3.5, 6.8]","[datetime.datetime(2022, 11, 28, 10, 28, 14, 635520), 20.0, 75.0]","[datetime.datetime(2022, 11, 28, 10, 28, 14, 635520), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 10, 28, 14, 635520), 3.6, 6.2]","[datetime.datetime(2022, 11, 28, 10, 28, 14, 635520), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 28, 14, 635520), 5.0, 9.0]","[datetime.datetime(2022, 11, 28, 10, 28, 14, 635520), 6.0, 14.5]"
11,"[datetime.datetime(2022, 11, 28, 10, 28, 15, 747145), 3.5, 6.8]","[datetime.datetime(2022, 11, 28, 10, 28, 15, 747145), 20.0, 75.0]","[datetime.datetime(2022, 11, 28, 10, 28, 15, 747145), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 10, 28, 15, 747145), 3.6, 6.2]","[datetime.datetime(2022, 11, 28, 10, 28, 15, 747145), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 28, 15, 747145), 5.0, 9.0]","[datetime.datetime(2022, 11, 28, 10, 28, 15, 747145), 6.0, 14.5]"
12,"[datetime.datetime(2022, 11, 28, 10, 28, 16, 872705), 3.5, 6.8]","[datetime.datetime(2022, 11, 28, 10, 28, 16, 872705), 20.0, 75.0]","[datetime.datetime(2022, 11, 28, 10, 28, 16, 872705), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 10, 28, 16, 872705), 3.6, 6.2]","[datetime.datetime(2022, 11, 28, 10, 28, 16, 872705), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 28, 16, 872705), 5.0, 9.0]","[datetime.datetime(2022, 11, 28, 10, 28, 16, 872705), 6.0, 14.5]"
13,"[datetime.datetime(2022, 11, 28, 10, 28, 17, 989733), 3.5, 6.8]","[datetime.datetime(2022, 11, 28, 10, 28, 17, 989733), 20.0, 75.0]","[datetime.datetime(2022, 11, 28, 10, 28, 17, 989733), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 10, 28, 17, 989733), 3.6, 6.2]","[datetime.datetime(2022, 11, 28, 10, 28, 17, 989733), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 28, 17, 989733), 5.0, 9.0]","[datetime.datetime(2022, 11, 28, 10, 28, 17, 989733), 6.0, 14.5]"
14,"[datetime.datetime(2022, 11, 28, 10, 28, 19, 114670), 3.5, 6.8]","[datetime.datetime(2022, 11, 28, 10, 28, 19, 114670), 20.0, 75.0]","[datetime.datetime(2022, 11, 28, 10, 28, 19, 114670), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 10, 28, 19, 114670), 3.6, 6.2]","[datetime.datetime(2022, 11, 28, 10, 28, 19, 114670), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 28, 19, 114670), 5.0, 9.0]","[datetime.datetime(2022, 11, 28, 10, 28, 19, 114670), 6.0, 14.5]"
15,"[datetime.datetime(2022, 11, 28, 10, 28, 20, 274751), 3.5, 6.8]","[datetime.datetime(2022, 11, 28, 10, 28, 20, 274751), 20.0, 75.0]","[datetime.datetime(2022, 11, 28, 10, 28, 20, 274751), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 10, 28, 20, 274751), 3.6, 6.2]","[datetime.datetime(2022, 11, 28, 10, 28, 20, 274751), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 28, 20, 274751), 5.0, 9.0]","[datetime.datetime(2022, 11, 28, 10, 28, 20, 274751), 6.0, 14.5]"
16,"[datetime.datetime(2022, 11, 28, 10, 28, 21, 407535), 3.5, 6.8]","[datetime.datetime(2022, 11, 28, 10, 28, 21, 407535), 20.0, 75.0]","[datetime.datetime(2022, 11, 28, 10, 28, 21, 407535), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 10, 28, 21, 407535), 3.6, 6.2]","[datetime.datetime(2022, 11, 28, 10, 28, 21, 407535), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 28, 21, 407535), 5.0, 9.0]","[datetime.datetime(2022, 11, 28, 10, 28, 21, 407535), 6.0, 14.5]"
17,"[datetime.datetime(2022, 11, 28, 10, 28, 22, 531412), 3.5, 6.8]","[datetime.datetime(2022, 11, 28, 10, 28, 22, 531412), 20.0, 75.0]","[datetime.datetime(2022, 11, 28, 10, 28, 22, 531412), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 10, 28, 22, 531412), 3.6, 6.2]","[datetime.datetime(2022, 11, 28, 10, 28, 22, 531412), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 28, 22, 531412), 5.0, 9.0]","[datetime.datetime(2022, 11, 28, 10, 28, 22, 531412), 6.0, 14.5]"
18,"[datetime.datetime(2022, 11, 28, 10, 28, 23, 662958), 3.5, 6.8]","[datetime.datetime(2022, 11, 28, 10, 28, 23, 662958), 20.0, 75.0]","[datetime.datetime(2022, 11, 28, 10, 28, 23, 662958), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 10, 28, 23, 662958), 3.6, 6.2]","[datetime.datetime(2022, 11, 28, 10, 28, 23, 662958), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 28, 23, 662958), 5.0, 9.0]","[datetime.datetime(2022, 11, 28, 10, 28, 23, 662958), 6.0, 14.5]"
19,"[datetime.datetime(2022, 11, 28, 10, 28, 24, 789319), 3.5, 6.8]","[datetime.datetime(2022, 11, 28, 10, 28, 24, 789319), 20.0, 75.0]","[datetime.datetime(2022, 11, 28, 10, 28, 24, 790318), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 10, 28, 24, 790318), 3.6, 6.2]","[datetime.datetime(2022, 11, 28, 10, 28, 24, 790318), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 28, 24, 790318), 5.0, 9.0]","[datetime.datetime(2022, 11, 28, 10, 28, 24, 790318), 6.0, 14.5]"
20,"[datetime.datetime(2022, 11, 28, 10, 28, 25, 923312), 3.5, 6.8]","[datetime.datetime(2022, 11, 28, 10, 28, 25, 923312), 20.0, 75.0]","[datetime.datetime(2022, 11, 28, 10, 28, 25, 923312), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 10, 28, 25, 923312), 3.6, 6.2]","[datetime.datetime(2022, 11, 28, 10, 28, 25, 923312), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 28, 25, 923312), 5.0, 9.0]","[datetime.datetime(2022, 11, 28, 10, 28, 25, 923312), 6.0, 14.5]"
21,"[datetime.datetime(2022, 11, 28, 10, 28, 27, 46474), 3.5, 6.8]","[datetime.datetime(2022, 11, 28, 10, 28, 27, 46474), 20.0, 75.0]","[datetime.datetime(2022, 11, 28, 10, 28, 27, 46474), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 10, 28, 27, 46474), 3.6, 6.2]","[datetime.datetime(2022, 11, 28, 10, 28, 27, 46474), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 28, 27, 46474), 5.0, 9.0]","[datetime.datetime(2022, 11, 28, 10, 28, 27, 46474), 6.0, 14.5]"
22,"[datetime.datetime(2022, 11, 28, 10, 28, 28, 162539), 3.5, 6.8]","[datetime.datetime(2022, 11, 28, 10, 28, 28, 162539), 20.0, 75.0]","[datetime.datetime(2022, 11, 28, 10, 28, 28, 162539), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 10, 28, 28, 162539), 3.6, 6.2]","[datetime.datetime(2022, 11, 28, 10, 28, 28, 162539), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 28, 28, 162539), 5.0, 9.0]","[datetime.datetime(2022, 11, 28, 10, 28, 28, 162539), 6.0, 14.5]"
23,"[datetime.datetime(2022, 11, 28, 10, 28, 29, 272746), 3.5, 6.8]","[datetime.datetime(2022, 11, 28, 10, 28, 29, 272746), 20.0, 75.0]","[datetime.datetime(2022, 11, 28, 10, 28, 29, 272746), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 10, 28, 29, 272746), 3.6, 6.2]","[datetime.datetime(2022, 11, 28, 10, 28, 29, 272746), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 28, 29, 272746), 5.0, 9.0]","[datetime.datetime(2022, 11, 28, 10, 28, 29, 272746), 6.0, 14.5]"
24,"[datetime.datetime(2022, 11, 28, 10, 28, 30, 387715), 3.5, 6.8]","[datetime.datetime(2022, 11, 28, 10, 28, 30, 387715), 20.0, 75.0]","[datetime.datetime(2022, 11, 28, 10, 28, 30, 387715), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 10, 28, 30, 387715), 3.6, 6.2]","[datetime.datetime(2022, 11, 28, 10, 28, 30, 387715), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 28, 30, 387715), 5.0, 9.0]","[datetime.datetime(2022, 11, 28, 10, 28, 30, 387715), 6.0, 14.5]"
25,"[datetime.datetime(2022, 11, 28, 10, 28, 31, 500702), 3.5, 6.8]","[datetime.datetime(2022, 11, 28, 10, 28, 31, 500702), 20.0, 75.0]","[datetime.datetime(2022, 11, 28, 10, 28, 31, 500702), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 10, 28, 31, 500702), 3.6, 6.2]","[datetime.datetime(2022, 11, 28, 10, 28, 31, 500702), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 28, 31, 500702), 5.0, 9.0]","[datetime.datetime(2022, 11, 28, 10, 28, 31, 500702), 6.0, 14.5]"
26,"[datetime.datetime(2022, 11, 28, 10, 28, 32, 616752), 3.5, 6.8]","[datetime.datetime(2022, 11, 28, 10, 28, 32, 616752), 20.0, 75.0]","[datetime.datetime(2022, 11, 28, 10, 28, 32, 616752), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 10, 28, 32, 616752), 3.6, 6.2]","[datetime.datetime(2022, 11, 28, 10, 28, 32, 616752), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 28, 32, 616752), 5.0, 9.0]","[datetime.datetime(2022, 11, 28, 10, 28, 32, 616752), 6.0, 14.5]"
27,"[datetime.datetime(2022, 11, 28, 10, 28, 33, 726781), 3.5, 6.8]","[datetime.datetime(2022, 11, 28, 10, 28, 33, 726781), 20.0, 75.0]","[datetime.datetime(2022, 11, 28, 10, 28, 33, 726781), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 10, 28, 33, 726781), 3.6, 6.2]","[datetime.datetime(2022, 11, 28, 10, 28, 33, 726781), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 28, 33, 726781), 5.0, 9.0]","[datetime.datetime(2022, 11, 28, 10, 28, 33, 726781), 6.0, 14.5]"
28,"[datetime.datetime(2022, 11, 28, 10, 28, 34, 847133), 3.5, 6.8]","[datetime.datetime(2022, 11, 28, 10, 28, 34, 847133), 20.0, 75.0]","[datetime.datetime(2022, 11, 28, 10, 28, 34, 847133), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 10, 28, 34, 847133), 3.6, 6.2]","[datetime.datetime(2022, 11, 28, 10, 28, 34, 847133), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 28, 34, 847133), 5.0, 9.0]","[datetime.datetime(2022, 11, 28, 10, 28, 34, 847133), 6.0, 14.5]"
29,"[datetime.datetime(2022, 11, 28, 10, 28, 35, 962507), 3.5, 6.8]","[datetime.datetime(2022, 11, 28, 10, 28, 35, 962507), 20.0, 75.0]","[datetime.datetime(2022, 11, 28, 10, 28, 35, 962507), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 10, 28, 35, 962507), 3.6, 6.2]","[datetime.datetime(2022, 11, 28, 10, 28, 35, 962507), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 28, 35, 962507), 5.0, 9.0]","[datetime.datetime(2022, 11, 28, 10, 28, 35, 962507), 6.0, 14.5]"
30,"[datetime.datetime(2022, 11, 28, 10, 28, 37, 80965), 3.5, 6.8]","[datetime.datetime(2022, 11, 28, 10, 28, 37, 80965), 20.0, 75.0]","[datetime.datetime(2022, 11, 28, 10, 28, 37, 80965), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 10, 28, 37, 80965), 3.6, 6.2]","[datetime.datetime(2022, 11, 28, 10, 28, 37, 80965), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 28, 37, 80965), 5.0, 9.0]","[datetime.datetime(2022, 11, 28, 10, 28, 37, 80965), 6.0, 14.5]"
31,"[datetime.datetime(2022, 11, 28, 10, 28, 38, 226948), 3.5, 6.8]","[datetime.datetime(2022, 11, 28, 10, 28, 38, 226948), 20.0, 75.0]","[datetime.datetime(2022, 11, 28, 10, 28, 38, 226948), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 10, 28, 38, 226948), 3.6, 6.2]","[datetime.datetime(2022, 11, 28, 10, 28, 38, 226948), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 28, 38, 226948), 5.0, 9.0]","[datetime.datetime(2022, 11, 28, 10, 28, 38, 226948), 6.0, 14.5]"
32,"[datetime.datetime(2022, 11, 28, 10, 28, 39, 342507), 3.5, 6.8]","[datetime.datetime(2022, 11, 28, 10, 28, 39, 342507), 20.0, 75.0]","[datetime.datetime(2022, 11, 28, 10, 28, 39, 342507), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 10, 28, 39, 342507), 3.6, 6.2]","[datetime.datetime(2022, 11, 28, 10, 28, 39, 342507), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 28, 39, 342507), 5.0, 9.0]","[datetime.datetime(2022, 11, 28, 10, 28, 39, 342507), 6.0, 14.5]"
33,"[datetime.datetime(2022, 11, 28, 10, 28, 40, 454941), 3.5, 6.8]","[datetime.datetime(2022, 11, 28, 10, 28, 40, 454941), 20.0, 75.0]","[datetime.datetime(2022, 11, 28, 10, 28, 40, 454941), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 10, 28, 40, 454941), 3.6, 6.2]","[datetime.datetime(2022, 11, 28, 10, 28, 40, 454941), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 28, 40, 454941), 5.0, 9.0]","[datetime.datetime(2022, 11, 28, 10, 28, 40, 454941), 6.0, 14.5]"
34,"[datetime.datetime(2022, 11, 28, 10, 28, 41, 570024), 3.5, 6.8]","[datetime.datetime(2022, 11, 28, 10, 28, 41, 570024), 20.0, 75.0]","[datetime.datetime(2022, 11, 28, 10, 28, 41, 570024), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 10, 28, 41, 570024), 3.6, 6.2]","[datetime.datetime(2022, 11, 28, 10, 28, 41, 570024), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 28, 41, 570024), 5.0, 9.0]","[datetime.datetime(2022, 11, 28, 10, 28, 41, 570024), 6.0, 14.5]"
35,"[datetime.datetime(2022, 11, 28, 10, 28, 42, 684633), 3.5, 6.8]","[datetime.datetime(2022, 11, 28, 10, 28, 42, 684633), 20.0, 75.0]","[datetime.datetime(2022, 11, 28, 10, 28, 42, 684633), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 10, 28, 42, 684633), 3.6, 6.2]","[datetime.datetime(2022, 11, 28, 10, 28, 42, 684633), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 28, 42, 684633), 5.0, 9.0]","[datetime.datetime(2022, 11, 28, 10, 28, 42, 684633), 6.0, 14.5]"
36,"[datetime.datetime(2022, 11, 28, 10, 28, 43, 799101), 3.5, 6.8]","[datetime.datetime(2022, 11, 28, 10, 28, 43, 799101), 20.0, 75.0]","[datetime.datetime(2022, 11, 28, 10, 28, 43, 799101), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 10, 28, 43, 799101), 3.6, 6.2]","[datetime.datetime(2022, 11, 28, 10, 28, 43, 799101), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 28, 43, 799101), 5.0, 9.0]","[datetime.datetime(2022, 11, 28, 10, 28, 43, 799101), 6.0, 14.5]"
37,"[datetime.datetime(2022, 11, 28, 10, 28, 44, 907847), 3.5, 6.8]","[datetime.datetime(2022, 11, 28, 10, 28, 44, 907847), 20.0, 75.0]","[datetime.datetime(2022, 11, 28, 10, 28, 44, 907847), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 10, 28, 44, 907847), 3.6, 6.2]","[datetime.datetime(2022, 11, 28, 10, 28, 44, 907847), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 28, 44, 907847), 5.0, 9.0]","[datetime.datetime(2022, 11, 28, 10, 28, 44, 907847), 6.0, 14.5]"
38,"[datetime.datetime(2022, 11, 28, 10, 28, 46, 20113), 3.5, 6.8]","[datetime.datetime(2022, 11, 28, 10, 28, 46, 20113), 20.0, 75.0]","[datetime.datetime(2022, 11, 28, 10, 28, 46, 20113), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 10, 28, 46, 20113), 3.6, 6.2]","[datetime.datetime(2022, 11, 28, 10, 28, 46, 20113), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 28, 46, 20113), 5.0, 9.0]","[datetime.datetime(2022, 11, 28, 10, 28, 46, 20113), 6.0, 14.5]"
39,"[datetime.datetime(2022, 11, 28, 10, 28, 47, 133175), 3.5, 6.8]","[datetime.datetime(2022, 11, 28, 10, 28, 47, 133175), 20.0, 75.0]","[datetime.datetime(2022, 11, 28, 10, 28, 47, 133175), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 10, 28, 47, 133175), 3.6, 6.2]","[datetime.datetime(2022, 11, 28, 10, 28, 47, 133175), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 28, 47, 133175), 5.0, 9.0]","[datetime.datetime(2022, 11, 28, 10, 28, 47, 133175), 6.0, 14.5]"
40,"[datetime.datetime(2022, 11, 28, 10, 28, 48, 244204), 3.5, 6.8]","[datetime.datetime(2022, 11, 28, 10, 28, 48, 244204), 20.0, 75.0]","[datetime.datetime(2022, 11, 28, 10, 28, 48, 244204), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 10, 28, 48, 244204), 3.6, 6.2]","[datetime.datetime(2022, 11, 28, 10, 28, 48, 244204), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 28, 48, 244204), 5.0, 9.0]","[datetime.datetime(2022, 11, 28, 10, 28, 48, 244204), 6.0, 14.5]"
41,"[datetime.datetime(2022, 11, 28, 10, 28, 49, 364174), 3.5, 6.8]","[datetime.datetime(2022, 11, 28, 10, 28, 49, 364174), 20.0, 75.0]","[datetime.datetime(2022, 11, 28, 10, 28, 49, 364174), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 10, 28, 49, 364174), 3.6, 6.2]","[datetime.datetime(2022, 11, 28, 10, 28, 49, 364174), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 28, 49, 364174), 5.0, 9.0]","[datetime.datetime(2022, 11, 28, 10, 28, 49, 364174), 6.0, 14.5]"
42,"[datetime.datetime(2022, 11, 28, 10, 28, 50, 480967), 3.5, 6.8]","[datetime.datetime(2022, 11, 28, 10, 28, 50, 480967), 20.0, 75.0]","[datetime.datetime(2022, 11, 28, 10, 28, 50, 480967), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 10, 28, 50, 480967), 3.6, 6.2]","[datetime.datetime(2022, 11, 28, 10, 28, 50, 480967), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 28, 50, 480967), 5.0, 9.0]","[datetime.datetime(2022, 11, 28, 10, 28, 50, 480967), 6.0, 14.5]"
43,"[datetime.datetime(2022, 11, 28, 10, 28, 51, 599919), 3.5, 6.8]","[datetime.datetime(2022, 11, 28, 10, 28, 51, 599919), 20.0, 75.0]","[datetime.datetime(2022, 11, 28, 10, 28, 51, 599919), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 10, 28, 51, 599919), 3.6, 6.2]","[datetime.datetime(2022, 11, 28, 10, 28, 51, 599919), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 28, 51, 599919), 5.0, 9.0]","[datetime.datetime(2022, 11, 28, 10, 28, 51, 599919), 6.0, 14.5]"
44,"[datetime.datetime(2022, 11, 28, 10, 28, 52, 706634), 3.5, 6.8]","[datetime.datetime(2022, 11, 28, 10, 28, 52, 706634), 20.0, 75.0]","[datetime.datetime(2022, 11, 28, 10, 28, 52, 706634), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 10, 28, 52, 706634), 3.6, 6.2]","[datetime.datetime(2022, 11, 28, 10, 28, 52, 706634), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 28, 52, 706634), 5.0, 9.0]","[datetime.datetime(2022, 11, 28, 10, 28, 52, 706634), 6.0, 14.5]"
45,"[datetime.datetime(2022, 11, 28, 10, 28, 53, 819085), 3.5, 6.8]","[datetime.datetime(2022, 11, 28, 10, 28, 53, 819085), 20.0, 75.0]","[datetime.datetime(2022, 11, 28, 10, 28, 53, 819085), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 10, 28, 53, 819085), 3.6, 6.2]","[datetime.datetime(2022, 11, 28, 10, 28, 53, 819085), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 28, 53, 819085), 5.0, 9.0]","[datetime.datetime(2022, 11, 28, 10, 28, 53, 819085), 6.0, 14.5]"
