,Hes Blazing,Ebony Princess,What A Stunner,On Any Day,Love Letter,Here He Comes,Tuta Panda
1090,"[datetime.datetime(2022, 11, 28, 10, 48, 26, 92059), 3.4, 4.9]","[datetime.datetime(2022, 11, 28, 10, 48, 26, 92059), 21.0, 95.0]","[datetime.datetime(2022, 11, 28, 10, 48, 26, 92059), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 10, 48, 26, 92059), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 10, 48, 26, 92059), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 10, 48, 26, 92059), 5.5, 8.8]","[datetime.datetime(2022, 11, 28, 10, 48, 26, 92059), 6.5, 12.0]"
1091,"[datetime.datetime(2022, 11, 28, 10, 48, 27, 256747), 3.4, 4.9]","[datetime.datetime(2022, 11, 28, 10, 48, 27, 256747), 21.0, 95.0]","[datetime.datetime(2022, 11, 28, 10, 48, 27, 256747), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 10, 48, 27, 256747), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 10, 48, 27, 256747), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 10, 48, 27, 256747), 5.5, 8.8]","[datetime.datetime(2022, 11, 28, 10, 48, 27, 256747), 6.5, 12.0]"
1092,"[datetime.datetime(2022, 11, 28, 10, 48, 28, 400035), 3.4, 4.9]","[datetime.datetime(2022, 11, 28, 10, 48, 28, 400035), 21.0, 95.0]","[datetime.datetime(2022, 11, 28, 10, 48, 28, 400035), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 10, 48, 28, 400035), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 10, 48, 28, 400035), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 10, 48, 28, 400035), 5.5, 8.8]","[datetime.datetime(2022, 11, 28, 10, 48, 28, 400035), 6.5, 12.0]"
1093,"[datetime.datetime(2022, 11, 28, 10, 48, 29, 512045), 3.4, 4.9]","[datetime.datetime(2022, 11, 28, 10, 48, 29, 512045), 21.0, 95.0]","[datetime.datetime(2022, 11, 28, 10, 48, 29, 512045), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 10, 48, 29, 512045), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 10, 48, 29, 512045), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 10, 48, 29, 512045), 5.5, 8.8]","[datetime.datetime(2022, 11, 28, 10, 48, 29, 512045), 6.5, 12.0]"
1094,"[datetime.datetime(2022, 11, 28, 10, 48, 30, 631551), 3.4, 4.9]","[datetime.datetime(2022, 11, 28, 10, 48, 30, 631551), 21.0, 95.0]","[datetime.datetime(2022, 11, 28, 10, 48, 30, 631551), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 10, 48, 30, 631551), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 10, 48, 30, 631551), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 10, 48, 30, 631551), 5.5, 8.8]","[datetime.datetime(2022, 11, 28, 10, 48, 30, 631551), 6.5, 12.0]"
1095,"[datetime.datetime(2022, 11, 28, 10, 48, 31, 742801), 3.4, 4.9]","[datetime.datetime(2022, 11, 28, 10, 48, 31, 742801), 21.0, 95.0]","[datetime.datetime(2022, 11, 28, 10, 48, 31, 742801), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 10, 48, 31, 742801), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 10, 48, 31, 742801), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 10, 48, 31, 742801), 5.5, 8.8]","[datetime.datetime(2022, 11, 28, 10, 48, 31, 742801), 6.5, 12.0]"
1096,"[datetime.datetime(2022, 11, 28, 10, 48, 32, 841517), 3.4, 4.9]","[datetime.datetime(2022, 11, 28, 10, 48, 32, 841517), 21.0, 95.0]","[datetime.datetime(2022, 11, 28, 10, 48, 32, 841517), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 10, 48, 32, 841517), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 10, 48, 32, 841517), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 10, 48, 32, 841517), 5.5, 8.8]","[datetime.datetime(2022, 11, 28, 10, 48, 32, 841517), 6.5, 12.0]"
1097,"[datetime.datetime(2022, 11, 28, 10, 48, 33, 976765), 3.4, 4.9]","[datetime.datetime(2022, 11, 28, 10, 48, 33, 976765), 21.0, 95.0]","[datetime.datetime(2022, 11, 28, 10, 48, 33, 976765), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 10, 48, 33, 976765), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 10, 48, 33, 976765), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 10, 48, 33, 976765), 5.5, 8.8]","[datetime.datetime(2022, 11, 28, 10, 48, 33, 976765), 6.5, 12.0]"
1098,"[datetime.datetime(2022, 11, 28, 10, 48, 35, 93282), 3.4, 4.9]","[datetime.datetime(2022, 11, 28, 10, 48, 35, 93282), 21.0, 95.0]","[datetime.datetime(2022, 11, 28, 10, 48, 35, 93282), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 10, 48, 35, 93282), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 10, 48, 35, 93282), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 10, 48, 35, 93282), 5.5, 8.8]","[datetime.datetime(2022, 11, 28, 10, 48, 35, 93282), 6.5, 12.0]"
1099,"[datetime.datetime(2022, 11, 28, 10, 48, 36, 216305), 3.4, 4.9]","[datetime.datetime(2022, 11, 28, 10, 48, 36, 216305), 21.0, 95.0]","[datetime.datetime(2022, 11, 28, 10, 48, 36, 216305), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 10, 48, 36, 216305), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 10, 48, 36, 216305), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 10, 48, 36, 216305), 5.5, 8.8]","[datetime.datetime(2022, 11, 28, 10, 48, 36, 216305), 6.5, 12.0]"
1100,"[datetime.datetime(2022, 11, 28, 10, 48, 37, 316884), 3.4, 4.9]","[datetime.datetime(2022, 11, 28, 10, 48, 37, 316884), 21.0, 95.0]","[datetime.datetime(2022, 11, 28, 10, 48, 37, 316884), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 10, 48, 37, 316884), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 10, 48, 37, 316884), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 10, 48, 37, 316884), 5.5, 8.8]","[datetime.datetime(2022, 11, 28, 10, 48, 37, 316884), 6.5, 12.0]"
1101,"[datetime.datetime(2022, 11, 28, 10, 48, 38, 435479), 3.4, 4.9]","[datetime.datetime(2022, 11, 28, 10, 48, 38, 435479), 21.0, 95.0]","[datetime.datetime(2022, 11, 28, 10, 48, 38, 435479), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 10, 48, 38, 435479), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 10, 48, 38, 435479), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 10, 48, 38, 435479), 5.5, 8.8]","[datetime.datetime(2022, 11, 28, 10, 48, 38, 435479), 6.5, 12.0]"
1102,"[datetime.datetime(2022, 11, 28, 10, 48, 39, 570678), 3.4, 4.9]","[datetime.datetime(2022, 11, 28, 10, 48, 39, 570678), 21.0, 80.0]","[datetime.datetime(2022, 11, 28, 10, 48, 39, 570678), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 10, 48, 39, 570678), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 10, 48, 39, 570678), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 10, 48, 39, 570678), 5.5, 8.8]","[datetime.datetime(2022, 11, 28, 10, 48, 39, 570678), 6.5, 12.0]"
1103,"[datetime.datetime(2022, 11, 28, 10, 48, 40, 675198), 3.4, 4.9]","[datetime.datetime(2022, 11, 28, 10, 48, 40, 675198), 21.0, 80.0]","[datetime.datetime(2022, 11, 28, 10, 48, 40, 675198), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 10, 48, 40, 675198), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 10, 48, 40, 675198), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 10, 48, 40, 675198), 5.5, 8.8]","[datetime.datetime(2022, 11, 28, 10, 48, 40, 675198), 6.5, 12.0]"
1104,"[datetime.datetime(2022, 11, 28, 10, 48, 41, 794838), 3.4, 4.9]","[datetime.datetime(2022, 11, 28, 10, 48, 41, 794838), 21.0, 80.0]","[datetime.datetime(2022, 11, 28, 10, 48, 41, 794838), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 10, 48, 41, 794838), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 10, 48, 41, 794838), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 10, 48, 41, 794838), 5.5, 8.8]","[datetime.datetime(2022, 11, 28, 10, 48, 41, 794838), 6.5, 12.0]"
1105,"[datetime.datetime(2022, 11, 28, 10, 48, 42, 922517), 3.4, 4.9]","[datetime.datetime(2022, 11, 28, 10, 48, 42, 922517), 21.0, 80.0]","[datetime.datetime(2022, 11, 28, 10, 48, 42, 922517), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 10, 48, 42, 922517), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 10, 48, 42, 922517), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 10, 48, 42, 922517), 5.5, 8.8]","[datetime.datetime(2022, 11, 28, 10, 48, 42, 922517), 6.5, 12.0]"
1106,"[datetime.datetime(2022, 11, 28, 10, 48, 44, 19159), 3.4, 4.9]","[datetime.datetime(2022, 11, 28, 10, 48, 44, 19159), 21.0, 80.0]","[datetime.datetime(2022, 11, 28, 10, 48, 44, 19159), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 10, 48, 44, 19159), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 10, 48, 44, 19159), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 10, 48, 44, 19159), 5.5, 8.8]","[datetime.datetime(2022, 11, 28, 10, 48, 44, 19159), 6.5, 12.0]"
1107,"[datetime.datetime(2022, 11, 28, 10, 48, 45, 134401), 3.4, 4.9]","[datetime.datetime(2022, 11, 28, 10, 48, 45, 134401), 21.0, 80.0]","[datetime.datetime(2022, 11, 28, 10, 48, 45, 134401), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 10, 48, 45, 134401), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 10, 48, 45, 134401), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 10, 48, 45, 134401), 5.5, 8.8]","[datetime.datetime(2022, 11, 28, 10, 48, 45, 134401), 6.5, 12.0]"
1108,"[datetime.datetime(2022, 11, 28, 10, 48, 46, 259567), 3.4, 4.9]","[datetime.datetime(2022, 11, 28, 10, 48, 46, 259567), 21.0, 80.0]","[datetime.datetime(2022, 11, 28, 10, 48, 46, 259567), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 10, 48, 46, 259567), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 10, 48, 46, 259567), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 10, 48, 46, 259567), 5.5, 8.8]","[datetime.datetime(2022, 11, 28, 10, 48, 46, 259567), 6.5, 12.0]"
1109,"[datetime.datetime(2022, 11, 28, 10, 48, 47, 379039), 3.4, 4.9]","[datetime.datetime(2022, 11, 28, 10, 48, 47, 379039), 21.0, 80.0]","[datetime.datetime(2022, 11, 28, 10, 48, 47, 379039), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 10, 48, 47, 379039), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 10, 48, 47, 379039), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 10, 48, 47, 379039), 5.5, 8.8]","[datetime.datetime(2022, 11, 28, 10, 48, 47, 379039), 6.5, 12.0]"
1110,"[datetime.datetime(2022, 11, 28, 10, 48, 48, 477011), 3.4, 4.9]","[datetime.datetime(2022, 11, 28, 10, 48, 48, 477011), 21.0, 80.0]","[datetime.datetime(2022, 11, 28, 10, 48, 48, 477011), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 10, 48, 48, 477011), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 10, 48, 48, 477011), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 10, 48, 48, 477011), 5.5, 8.8]","[datetime.datetime(2022, 11, 28, 10, 48, 48, 477011), 6.5, 12.0]"
1111,"[datetime.datetime(2022, 11, 28, 10, 48, 49, 616731), 3.4, 4.9]","[datetime.datetime(2022, 11, 28, 10, 48, 49, 616731), 21.0, 80.0]","[datetime.datetime(2022, 11, 28, 10, 48, 49, 616731), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 10, 48, 49, 616731), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 10, 48, 49, 616731), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 10, 48, 49, 616731), 5.5, 8.8]","[datetime.datetime(2022, 11, 28, 10, 48, 49, 616731), 6.5, 12.0]"
1112,"[datetime.datetime(2022, 11, 28, 10, 48, 50, 740268), 3.4, 4.9]","[datetime.datetime(2022, 11, 28, 10, 48, 50, 740268), 21.0, 80.0]","[datetime.datetime(2022, 11, 28, 10, 48, 50, 740268), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 10, 48, 50, 740268), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 10, 48, 50, 740268), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 10, 48, 50, 740268), 5.5, 8.8]","[datetime.datetime(2022, 11, 28, 10, 48, 50, 740268), 6.5, 12.0]"
1113,"[datetime.datetime(2022, 11, 28, 10, 48, 51, 882559), 3.4, 4.9]","[datetime.datetime(2022, 11, 28, 10, 48, 51, 882559), 21.0, 80.0]","[datetime.datetime(2022, 11, 28, 10, 48, 51, 882559), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 10, 48, 51, 882559), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 10, 48, 51, 882559), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 10, 48, 51, 882559), 5.5, 8.8]","[datetime.datetime(2022, 11, 28, 10, 48, 51, 882559), 6.5, 12.0]"
1114,"[datetime.datetime(2022, 11, 28, 10, 48, 53, 8287), 3.4, 4.9]","[datetime.datetime(2022, 11, 28, 10, 48, 53, 8287), 21.0, 80.0]","[datetime.datetime(2022, 11, 28, 10, 48, 53, 8287), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 10, 48, 53, 8287), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 10, 48, 53, 8287), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 10, 48, 53, 8287), 5.5, 8.8]","[datetime.datetime(2022, 11, 28, 10, 48, 53, 8287), 6.5, 12.0]"
1115,"[datetime.datetime(2022, 11, 28, 10, 48, 54, 141248), 3.4, 4.9]","[datetime.datetime(2022, 11, 28, 10, 48, 54, 141248), 21.0, 80.0]","[datetime.datetime(2022, 11, 28, 10, 48, 54, 141248), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 10, 48, 54, 141248), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 10, 48, 54, 141248), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 10, 48, 54, 141248), 5.5, 8.8]","[datetime.datetime(2022, 11, 28, 10, 48, 54, 141248), 6.5, 12.0]"
1116,"[datetime.datetime(2022, 11, 28, 10, 48, 55, 262962), 3.5, 4.9]","[datetime.datetime(2022, 11, 28, 10, 48, 55, 262962), 21.0, 80.0]","[datetime.datetime(2022, 11, 28, 10, 48, 55, 262962), 5.5, 8.8]","[datetime.datetime(2022, 11, 28, 10, 48, 55, 262962), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 10, 48, 55, 262962), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 10, 48, 55, 262962), 5.5, 8.8]","[datetime.datetime(2022, 11, 28, 10, 48, 55, 262962), 6.5, 12.0]"
1117,"[datetime.datetime(2022, 11, 28, 10, 48, 56, 398055), 3.5, 4.9]","[datetime.datetime(2022, 11, 28, 10, 48, 56, 398055), 21.0, 80.0]","[datetime.datetime(2022, 11, 28, 10, 48, 56, 398055), 5.5, 8.8]","[datetime.datetime(2022, 11, 28, 10, 48, 56, 398055), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 10, 48, 56, 398055), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 10, 48, 56, 398055), 5.5, 8.8]","[datetime.datetime(2022, 11, 28, 10, 48, 56, 398055), 6.5, 12.0]"
1118,"[datetime.datetime(2022, 11, 28, 10, 48, 57, 599610), 3.5, 4.9]","[datetime.datetime(2022, 11, 28, 10, 48, 57, 599610), 21.0, 80.0]","[datetime.datetime(2022, 11, 28, 10, 48, 57, 599610), 5.5, 8.8]","[datetime.datetime(2022, 11, 28, 10, 48, 57, 599610), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 10, 48, 57, 599610), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 10, 48, 57, 599610), 5.5, 8.8]","[datetime.datetime(2022, 11, 28, 10, 48, 57, 599610), 6.5, 12.0]"
1119,"[datetime.datetime(2022, 11, 28, 10, 48, 58, 771479), 3.5, 4.9]","[datetime.datetime(2022, 11, 28, 10, 48, 58, 771479), 21.0, 80.0]","[datetime.datetime(2022, 11, 28, 10, 48, 58, 771479), 5.5, 8.8]","[datetime.datetime(2022, 11, 28, 10, 48, 58, 771479), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 10, 48, 58, 771479), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 10, 48, 58, 771479), 5.5, 8.8]","[datetime.datetime(2022, 11, 28, 10, 48, 58, 771479), 6.5, 12.0]"
1120,"[datetime.datetime(2022, 11, 28, 10, 48, 59, 948742), 3.5, 4.9]","[datetime.datetime(2022, 11, 28, 10, 48, 59, 948742), 21.0, 80.0]","[datetime.datetime(2022, 11, 28, 10, 48, 59, 948742), 5.5, 8.8]","[datetime.datetime(2022, 11, 28, 10, 48, 59, 948742), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 10, 48, 59, 948742), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 10, 48, 59, 948742), 5.5, 8.8]","[datetime.datetime(2022, 11, 28, 10, 48, 59, 948742), 6.5, 12.0]"
1121,"[datetime.datetime(2022, 11, 28, 10, 49, 1, 150271), 3.5, 4.9]","[datetime.datetime(2022, 11, 28, 10, 49, 1, 150271), 21.0, 80.0]","[datetime.datetime(2022, 11, 28, 10, 49, 1, 150271), 5.5, 8.8]","[datetime.datetime(2022, 11, 28, 10, 49, 1, 150271), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 10, 49, 1, 150271), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 10, 49, 1, 150271), 5.5, 8.8]","[datetime.datetime(2022, 11, 28, 10, 49, 1, 150271), 6.5, 12.0]"
1122,"[datetime.datetime(2022, 11, 28, 10, 49, 2, 299767), 3.5, 4.9]","[datetime.datetime(2022, 11, 28, 10, 49, 2, 299767), 21.0, 80.0]","[datetime.datetime(2022, 11, 28, 10, 49, 2, 299767), 5.5, 8.8]","[datetime.datetime(2022, 11, 28, 10, 49, 2, 299767), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 10, 49, 2, 299767), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 10, 49, 2, 299767), 5.5, 8.8]","[datetime.datetime(2022, 11, 28, 10, 49, 2, 299767), 6.5, 12.0]"
1123,"[datetime.datetime(2022, 11, 28, 10, 49, 3, 501744), 3.5, 5.0]","[datetime.datetime(2022, 11, 28, 10, 49, 3, 501744), 21.0, 80.0]","[datetime.datetime(2022, 11, 28, 10, 49, 3, 501744), 5.5, 8.8]","[datetime.datetime(2022, 11, 28, 10, 49, 3, 501744), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 10, 49, 3, 501744), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 10, 49, 3, 501744), 5.5, 8.8]","[datetime.datetime(2022, 11, 28, 10, 49, 3, 501744), 6.5, 12.0]"
1124,"[datetime.datetime(2022, 11, 28, 10, 49, 4, 631976), 3.5, 5.0]","[datetime.datetime(2022, 11, 28, 10, 49, 4, 631976), 21.0, 80.0]","[datetime.datetime(2022, 11, 28, 10, 49, 4, 631976), 5.5, 8.8]","[datetime.datetime(2022, 11, 28, 10, 49, 4, 631976), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 10, 49, 4, 631976), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 10, 49, 4, 631976), 5.5, 8.8]","[datetime.datetime(2022, 11, 28, 10, 49, 4, 631976), 6.5, 12.0]"
1125,"[datetime.datetime(2022, 11, 28, 10, 49, 5, 760917), 3.5, 5.0]","[datetime.datetime(2022, 11, 28, 10, 49, 5, 760917), 21.0, 80.0]","[datetime.datetime(2022, 11, 28, 10, 49, 5, 760917), 5.5, 8.8]","[datetime.datetime(2022, 11, 28, 10, 49, 5, 760917), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 10, 49, 5, 760917), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 10, 49, 5, 760917), 5.5, 8.8]","[datetime.datetime(2022, 11, 28, 10, 49, 5, 760917), 6.5, 12.0]"
1126,"[datetime.datetime(2022, 11, 28, 10, 49, 6, 872958), 3.5, 5.0]","[datetime.datetime(2022, 11, 28, 10, 49, 6, 872958), 21.0, 80.0]","[datetime.datetime(2022, 11, 28, 10, 49, 6, 872958), 5.5, 8.8]","[datetime.datetime(2022, 11, 28, 10, 49, 6, 872958), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 10, 49, 6, 872958), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 10, 49, 6, 872958), 5.5, 8.8]","[datetime.datetime(2022, 11, 28, 10, 49, 6, 872958), 6.5, 12.0]"
1127,"[datetime.datetime(2022, 11, 28, 10, 49, 7, 984474), 3.5, 5.0]","[datetime.datetime(2022, 11, 28, 10, 49, 7, 984474), 21.0, 80.0]","[datetime.datetime(2022, 11, 28, 10, 49, 7, 984474), 5.5, 8.8]","[datetime.datetime(2022, 11, 28, 10, 49, 7, 984474), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 10, 49, 7, 984474), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 10, 49, 7, 984474), 5.5, 8.8]","[datetime.datetime(2022, 11, 28, 10, 49, 7, 984474), 6.5, 12.0]"
1128,"[datetime.datetime(2022, 11, 28, 10, 49, 9, 93562), 3.5, 5.0]","[datetime.datetime(2022, 11, 28, 10, 49, 9, 93562), 21.0, 80.0]","[datetime.datetime(2022, 11, 28, 10, 49, 9, 93562), 5.5, 8.8]","[datetime.datetime(2022, 11, 28, 10, 49, 9, 93562), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 10, 49, 9, 93562), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 10, 49, 9, 93562), 5.5, 8.8]","[datetime.datetime(2022, 11, 28, 10, 49, 9, 93562), 6.5, 12.0]"
1129,"[datetime.datetime(2022, 11, 28, 10, 49, 10, 203428), 3.5, 5.0]","[datetime.datetime(2022, 11, 28, 10, 49, 10, 203428), 21.0, 80.0]","[datetime.datetime(2022, 11, 28, 10, 49, 10, 203428), 5.5, 8.8]","[datetime.datetime(2022, 11, 28, 10, 49, 10, 203428), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 10, 49, 10, 203428), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 10, 49, 10, 203428), 5.5, 8.8]","[datetime.datetime(2022, 11, 28, 10, 49, 10, 203428), 6.5, 12.0]"
1130,"[datetime.datetime(2022, 11, 28, 10, 49, 11, 356362), 3.5, 5.0]","[datetime.datetime(2022, 11, 28, 10, 49, 11, 356362), 21.0, 80.0]","[datetime.datetime(2022, 11, 28, 10, 49, 11, 356362), 5.5, 8.8]","[datetime.datetime(2022, 11, 28, 10, 49, 11, 356362), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 10, 49, 11, 356362), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 10, 49, 11, 356362), 5.5, 8.8]","[datetime.datetime(2022, 11, 28, 10, 49, 11, 356362), 6.5, 12.0]"
1131,"[datetime.datetime(2022, 11, 28, 10, 49, 12, 464749), 3.5, 5.0]","[datetime.datetime(2022, 11, 28, 10, 49, 12, 464749), 21.0, 80.0]","[datetime.datetime(2022, 11, 28, 10, 49, 12, 464749), 5.5, 8.8]","[datetime.datetime(2022, 11, 28, 10, 49, 12, 464749), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 10, 49, 12, 464749), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 10, 49, 12, 464749), 5.5, 8.8]","[datetime.datetime(2022, 11, 28, 10, 49, 12, 464749), 6.5, 12.0]"
1132,"[datetime.datetime(2022, 11, 28, 10, 49, 13, 580551), 3.5, 5.0]","[datetime.datetime(2022, 11, 28, 10, 49, 13, 580551), 21.0, 80.0]","[datetime.datetime(2022, 11, 28, 10, 49, 13, 580551), 5.5, 8.8]","[datetime.datetime(2022, 11, 28, 10, 49, 13, 580551), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 10, 49, 13, 580551), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 10, 49, 13, 580551), 5.5, 8.8]","[datetime.datetime(2022, 11, 28, 10, 49, 13, 580551), 6.5, 12.0]"
1133,"[datetime.datetime(2022, 11, 28, 10, 49, 14, 698631), 3.5, 5.0]","[datetime.datetime(2022, 11, 28, 10, 49, 14, 698631), 21.0, 80.0]","[datetime.datetime(2022, 11, 28, 10, 49, 14, 698631), 5.5, 8.8]","[datetime.datetime(2022, 11, 28, 10, 49, 14, 698631), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 10, 49, 14, 698631), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 10, 49, 14, 698631), 5.5, 8.8]","[datetime.datetime(2022, 11, 28, 10, 49, 14, 698631), 6.5, 12.0]"
1134,"[datetime.datetime(2022, 11, 28, 10, 49, 15, 810970), 3.5, 5.0]","[datetime.datetime(2022, 11, 28, 10, 49, 15, 810970), 21.0, 80.0]","[datetime.datetime(2022, 11, 28, 10, 49, 15, 810970), 5.5, 8.8]","[datetime.datetime(2022, 11, 28, 10, 49, 15, 810970), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 10, 49, 15, 810970), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 10, 49, 15, 810970), 5.5, 8.8]","[datetime.datetime(2022, 11, 28, 10, 49, 15, 810970), 6.5, 12.0]"
1135,"[datetime.datetime(2022, 11, 28, 10, 49, 16, 921761), 3.5, 5.0]","[datetime.datetime(2022, 11, 28, 10, 49, 16, 921761), 21.0, 80.0]","[datetime.datetime(2022, 11, 28, 10, 49, 16, 921761), 5.5, 8.8]","[datetime.datetime(2022, 11, 28, 10, 49, 16, 921761), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 10, 49, 16, 921761), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 10, 49, 16, 921761), 5.5, 8.8]","[datetime.datetime(2022, 11, 28, 10, 49, 16, 921761), 6.5, 12.0]"
