,Cawbourne Roses,We Back,Zipping Abigail,Battle Born,Coco Model,Magic Flame,Here Comes Buddy,You Know Tree
10-01-2023 18:51:41.174335,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.2)","(10.0, 20.0, 13.454545454545455)","(4.0, 6.6, 5.833333333333333)","(7.0, 11.5, 11.076470588235294)","(5.0, 7.2, 6.95)","(11.0, 32.0, 28.25)","(6.5, 15.0, 10.899999999999999)"
10-01-2023 18:51:42.434325,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.2)","(10.0, 20.0, 13.454545454545455)","(4.0, 6.6, 5.833333333333333)","(7.0, 11.5, 11.076470588235294)","(5.0, 7.2, 6.95)","(11.0, 32.0, 28.25)","(6.5, 15.0, 10.899999999999999)"
10-01-2023 18:51:43.913617,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.2)","(10.0, 20.0, 13.454545454545455)","(4.0, 6.6, 5.833333333333333)","(7.0, 11.5, 11.076470588235294)","(5.0, 7.2, 6.95)","(11.0, 32.0, 28.25)","(6.5, 15.0, 10.899999999999999)"
10-01-2023 18:51:45.299920,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.2)","(10.0, 20.0, 13.454545454545455)","(4.0, 6.6, 5.833333333333333)","(7.0, 11.5, 11.076470588235294)","(5.0, 7.2, 6.95)","(11.0, 32.0, 28.25)","(6.5, 15.0, 10.899999999999999)"
10-01-2023 18:51:46.719195,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.2)","(10.0, 20.0, 13.454545454545455)","(4.0, 6.6, 5.833333333333333)","(7.0, 11.5, 11.076470588235294)","(5.0, 7.2, 6.95)","(11.0, 32.0, 28.25)","(6.5, 15.0, 10.899999999999999)"
10-01-2023 18:51:47.982770,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.2)","(10.0, 20.0, 13.454545454545455)","(4.0, 6.6, 5.833333333333333)","(7.0, 11.5, 11.076470588235294)","(5.0, 7.2, 6.95)","(11.0, 32.0, 28.25)","(6.5, 15.0, 10.899999999999999)"
10-01-2023 18:51:49.276761,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.2)","(10.0, 20.0, 13.454545454545455)","(4.0, 6.6, 5.833333333333333)","(7.0, 11.5, 11.076470588235294)","(5.0, 7.2, 6.716666666666667)","(11.0, 32.0, 28.25)","(6.5, 15.0, 13.73846153846154)"
10-01-2023 18:51:50.512967,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.2)","(10.0, 20.0, 13.454545454545455)","(4.0, 6.6, 5.833333333333333)","(7.0, 11.5, 11.076470588235294)","(5.0, 7.8, 6.666666666666667)","(11.0, 32.0, 28.25)","(6.5, 15.0, 13.974999999999998)"
10-01-2023 18:51:51.744120,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.2)","(10.0, 20.0, 13.454545454545455)","(4.0, 6.6, 6.381818181818182)","(7.0, 11.5, 11.076470588235294)","(5.0, 7.4, 6.95)","(11.0, 32.0, 28.25)","(6.5, 15.0, 13.73846153846154)"
10-01-2023 18:51:53.032823,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.2)","(10.0, 20.0, 13.454545454545455)","(4.0, 6.6, 6.381818181818182)","(7.0, 11.5, 11.076470588235294)","(5.0, 7.2, 6.95)","(11.0, 32.0, 28.25)","(6.5, 15.0, 13.73846153846154)"
10-01-2023 18:51:54.303045,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.2)","(10.0, 20.0, 13.454545454545455)","(4.0, 6.6, 6.381818181818182)","(7.0, 11.5, 11.076470588235294)","(5.0, 7.2, 6.95)","(11.0, 32.0, 28.25)","(6.5, 15.0, 12.333333333333332)"
10-01-2023 18:51:55.572378,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.2)","(10.0, 20.0, 13.454545454545455)","(4.0, 6.6, 6.381818181818182)","(7.0, 11.5, 11.076470588235294)","(5.0, 7.2, 6.95)","(11.0, 32.0, 28.25)","(6.5, 15.0, 12.333333333333332)"
10-01-2023 18:51:56.886093,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.2)","(10.0, 20.0, 13.454545454545455)","(4.0, 6.6, 6.381818181818182)","(7.0, 11.5, 11.076470588235294)","(5.0, 7.2, 6.95)","(11.0, 32.0, 28.25)","(6.5, 15.0, 12.333333333333332)"
10-01-2023 18:51:58.158997,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.2)","(10.0, 20.0, 13.454545454545455)","(4.0, 6.6, 6.381818181818182)","(7.0, 11.5, 11.076470588235294)","(5.0, 7.2, 6.95)","(11.0, 32.0, 28.25)","(6.5, 15.0, 12.333333333333332)"
10-01-2023 18:51:59.378194,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.2)","(10.0, 20.0, 13.454545454545455)","(4.0, 6.6, 6.381818181818182)","(7.0, 11.5, 11.076470588235294)","(5.0, 7.2, 6.95)","(11.0, 32.0, 28.5)","(6.5, 15.0, 12.333333333333332)"
10-01-2023 18:52:00.620060,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.2)","(10.0, 20.0, 13.454545454545455)","(4.0, 6.6, 6.5593220338983045)","(7.0, 11.5, 11.076470588235294)","(5.0, 7.2, 6.95)","(11.0, 32.0, 28.5)","(6.5, 15.0, 12.333333333333332)"
10-01-2023 18:52:01.891463,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.2)","(10.0, 20.0, 13.454545454545455)","(4.0, 6.6, 6.5593220338983045)","(7.0, 11.5, 10.41139240506329)","(5.0, 7.2, 6.95)","(11.0, 32.0, 27.5)","(6.5, 15.0, 11.58)"
10-01-2023 18:52:03.203377,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.2)","(10.0, 20.0, 13.454545454545455)","(4.0, 6.6, 6.445161290322581)","(7.0, 10.5, 9.924050632911392)","(5.0, 7.2, 6.95)","(11.0, 32.0, 27.5)","(6.5, 14.5, 11.58)"
10-01-2023 18:52:04.481840,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.2)","(10.0, 20.0, 12.5)","(4.0, 6.6, 5.3428571428571425)","(7.0, 10.0, 10.89873417721519)","(5.0, 7.2, 6.061538461538461)","(11.0, 32.0, 24.92857142857143)","(6.5, 14.5, 11.74)"
10-01-2023 18:52:05.761410,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.2)","(10.0, 16.5, 12.5)","(4.0, 6.6, 5.3428571428571425)","(7.0, 11.0, 10.89873417721519)","(5.0, 6.8, 5.6)","(11.0, 26.0, 24.92857142857143)","(6.5, 14.5, 11.74)"
10-01-2023 18:52:06.997483,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.125)","(10.0, 16.5, 12.5)","(4.0, 6.6, 5.55)","(7.0, 11.0, 10.89873417721519)","(5.0, 6.8, 5.5249999999999995)","(11.0, 26.0, 24.92857142857143)","(6.5, 14.5, 12.446666666666665)"
10-01-2023 18:52:08.277065,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.125)","(10.0, 16.5, 12.5)","(4.0, 6.6, 5.55)","(7.0, 11.0, 10.05)","(5.0, 6.8, 6.114285714285714)","(11.0, 26.0, 26.0)","(6.5, 14.5, 11.58)"
10-01-2023 18:52:09.432178,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.125)","(10.0, 16.5, 12.5)","(4.0, 6.6, 5.55)","(7.0, 11.0, 10.05)","(5.0, 6.8, 6.114285714285714)","(11.0, 36.0, 27.5)","(6.5, 14.5, 11.58)"
10-01-2023 18:52:10.664785,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.125)","(10.0, 20.0, 13.454545454545455)","(4.0, 6.6, 5.55)","(7.0, 11.0, 10.05)","(5.0, 6.8, 6.114285714285714)","(11.0, 29.0, 27.5)","(6.5, 14.5, 11.58)"
10-01-2023 18:52:11.851756,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.0)","(10.0, 20.0, 14.333333333333334)","(4.0, 6.6, 5.55)","(7.0, 11.0, 10.05)","(5.0, 6.8, 6.114285714285714)","(11.0, 29.0, 27.5)","(6.5, 14.5, 10.95)"
10-01-2023 18:52:13.046828,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.125)","(10.0, 20.0, 14.333333333333334)","(4.0, 6.6, 5.55)","(7.0, 11.0, 10.05)","(5.0, 6.8, 6.114285714285714)","(11.0, 29.0, 27.5)","(6.5, 14.5, 10.95)"
10-01-2023 18:52:14.266620,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.125)","(10.0, 20.0, 14.333333333333334)","(4.0, 6.6, 5.55)","(7.0, 11.0, 10.05)","(5.0, 6.8, 6.114285714285714)","(11.0, 29.0, 27.5)","(6.5, 14.5, 12.725)"
10-01-2023 18:52:15.485619,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.125)","(10.0, 20.0, 14.181818181818182)","(4.0, 6.6, 5.55)","(7.0, 11.0, 10.05)","(5.0, 6.8, 6.114285714285714)","(11.0, 29.0, 27.5)","(6.5, 14.5, 12.725)"
10-01-2023 18:52:16.673835,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.125)","(10.0, 20.0, 14.181818181818182)","(4.0, 6.6, 5.55)","(7.0, 11.0, 10.05)","(5.0, 6.8, 6.114285714285714)","(11.0, 29.0, 27.5)","(6.5, 14.5, 12.725)"
10-01-2023 18:52:18.205989,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.125)","(10.0, 19.5, 16.5)","(4.0, 6.6, 5.55)","(7.0, 11.0, 10.05)","(5.0, 6.8, 6.114285714285714)","(11.0, 29.0, 27.5)","(6.5, 14.5, 12.725)"
10-01-2023 18:52:19.887404,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.125)","(10.0, 19.5, 16.5)","(4.0, 6.6, 5.55)","(7.0, 11.0, 10.05)","(5.0, 6.8, 6.114285714285714)","(11.0, 29.0, 27.5)","(6.5, 14.5, 12.725)"
10-01-2023 18:52:21.110882,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.125)","(10.0, 19.5, 16.5)","(4.0, 6.6, 5.55)","(7.0, 11.0, 10.05)","(5.0, 6.8, 6.114285714285714)","(11.0, 29.0, 25.833333333333332)","(6.5, 14.5, 12.725)"
10-01-2023 18:52:22.372705,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.125)","(10.0, 19.5, 14.181818181818182)","(4.0, 6.6, 5.55)","(7.0, 11.0, 10.05)","(5.0, 6.8, 6.114285714285714)","(11.0, 29.0, 26.125)","(6.5, 14.5, 12.725)"
10-01-2023 18:52:23.628655,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.125)","(10.0, 20.0, 14.181818181818182)","(4.0, 6.6, 5.55)","(7.0, 11.0, 10.05)","(5.0, 6.8, 6.114285714285714)","(11.0, 29.0, 26.125)","(6.5, 14.5, 11.74)"
10-01-2023 18:52:24.823042,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.125)","(10.0, 20.0, 14.625)","(4.0, 6.6, 5.55)","(7.0, 11.0, 10.05)","(5.0, 6.8, 6.114285714285714)","(11.0, 29.0, 26.125)","(6.5, 14.5, 12.822222222222223)"
10-01-2023 18:52:25.987416,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.125)","(10.0, 19.0, 14.625)","(4.0, 6.6, 5.55)","(7.0, 11.0, 10.05)","(5.0, 6.8, 6.114285714285714)","(11.0, 29.0, 26.125)","(6.5, 13.5, 10.333333333333334)"
10-01-2023 18:52:27.150694,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.125)","(10.0, 19.0, 14.625)","(4.0, 6.6, 5.55)","(7.0, 11.0, 10.05)","(5.0, 6.8, 6.061538461538461)","(11.0, 29.0, 25.0)","(6.5, 14.0, 10.333333333333334)"
10-01-2023 18:52:28.325657,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.125)","(10.0, 19.0, 14.625)","(4.0, 6.6, 5.55)","(7.0, 11.0, 10.05)","(5.0, 6.6, 6.061538461538461)","(11.0, 29.0, 25.0)","(6.5, 14.0, 10.333333333333334)"
10-01-2023 18:52:29.551033,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.125)","(10.0, 19.0, 14.625)","(4.0, 6.6, 5.55)","(7.0, 11.0, 10.05)","(5.0, 6.6, 6.061538461538461)","(11.0, 29.0, 25.0)","(6.5, 14.0, 10.333333333333334)"
10-01-2023 18:52:30.783985,"(3.6, 4.7, 4.175)","(10.0, 14.0, 13.3)","(10.0, 18.5, 16.333333333333332)","(4.0, 6.6, 5.0)","(7.0, 11.0, 10.155555555555555)","(5.0, 6.6, 6.1)","(11.0, 29.0, 25.0)","(6.5, 14.0, 10.571428571428571)"
10-01-2023 18:52:32.116934,"(3.6, 4.7, 4.2)","(10.0, 14.0, 13.3)","(10.0, 18.5, 17.055555555555557)","(4.0, 6.6, 6.085714285714285)","(7.0, 11.0, 10.155555555555555)","(5.0, 6.6, 6.1)","(11.0, 29.0, 27.0)","(6.5, 14.0, 12.061538461538461)"
10-01-2023 18:52:33.388348,"(3.6, 4.7, 4.2)","(10.0, 14.0, 13.3)","(10.0, 18.5, 17.055555555555557)","(4.0, 6.2, 4.885714285714285)","(7.0, 11.0, 10.155555555555555)","(5.0, 6.6, 6.1)","(11.0, 29.0, 25.125)","(6.5, 14.0, 14.044444444444444)"
10-01-2023 18:52:34.600028,"(3.6, 4.7, 4.2)","(10.0, 14.0, 13.3)","(10.0, 18.5, 17.055555555555557)","(4.0, 6.6, 5.52)","(7.0, 11.0, 10.155555555555555)","(5.0, 6.6, 6.1)","(11.0, 29.0, 26.857142857142858)","(6.5, 16.0, 13.85)"
10-01-2023 18:52:35.649842,"(3.6, 4.7, 4.2)","(10.0, 14.0, 13.3)","(10.0, 18.5, 17.055555555555557)","(4.0, 6.6, 5.52)","(7.0, 11.0, 10.155555555555555)","(5.0, 6.6, 6.1)","(11.0, 29.0, 26.857142857142858)","(6.5, 16.0, 11.899999999999999)"
10-01-2023 18:52:36.915725,"(3.6, 4.7, 4.2)","(10.0, 14.0, 13.3)","(10.0, 18.5, 17.055555555555557)","(4.0, 6.6, 5.142857142857143)","(7.0, 11.0, 10.155555555555555)","(5.0, 6.6, 6.1)","(11.0, 29.0, 27.125)","(6.5, 16.0, 11.0)"
10-01-2023 18:52:38.197345,"(3.6, 4.7, 4.2)","(10.0, 14.0, 13.3)","(10.0, 18.5, 17.055555555555557)","(4.0, 6.6, 5.142857142857143)","(7.0, 11.0, 10.155555555555555)","(5.0, 6.6, 6.1)","(11.0, 29.0, 27.125)","(6.5, 16.5, 11.0)"
10-01-2023 18:52:39.533926,"(3.6, 4.7, 4.2)","(10.0, 14.0, 13.3)","(10.0, 18.5, 17.055555555555557)","(4.0, 6.6, 5.142857142857143)","(7.0, 11.0, 10.05)","(5.0, 6.6, 6.1)","(11.0, 29.0, 27.125)","(6.5, 16.5, 11.0)"
10-01-2023 18:52:40.959001,"(3.6, 4.7, 4.2)","(10.0, 14.0, 13.3)","(10.0, 18.5, 17.055555555555557)","(4.0, 6.6, 5.142857142857143)","(7.0, 11.0, 10.05)","(5.0, 6.6, 6.1)","(11.0, 29.0, 26.1)","(6.5, 16.5, 10.413333333333332)"
10-01-2023 18:52:42.415352,"(3.6, 4.7, 4.5)","(10.0, 14.0, 13.3)","(10.0, 18.5, 17.055555555555557)","(4.0, 6.6, 5.142857142857143)","(7.0, 11.0, 10.05)","(5.0, 6.6, 6.1)","(11.0, 29.0, 27.0)","(6.5, 16.5, 10.93125)"
10-01-2023 18:52:43.985223,"(3.6, 4.7, 4.5)","(10.0, 14.0, 13.3)","(10.0, 18.5, 17.055555555555557)","(4.0, 6.6, 5.142857142857143)","(7.0, 11.0, 10.05)","(5.0, 6.6, 5.877777777777777)","(11.0, 29.0, 27.0)","(6.5, 16.0, 13.82857142857143)"
10-01-2023 18:52:45.260895,"(3.6, 4.7, 4.5)","(10.0, 14.0, 13.3)","(10.0, 18.5, 17.055555555555557)","(4.0, 6.6, 5.142857142857143)","(7.0, 11.0, 9.0)","(5.0, 6.6, 5.877777777777777)","(11.0, 29.0, 27.0)","(6.5, 16.0, 13.82857142857143)"
10-01-2023 18:52:46.526398,"(3.6, 4.7, 4.5)","(10.0, 14.0, 13.3)","(10.0, 18.5, 17.055555555555557)","(4.0, 6.6, 5.142857142857143)","(7.0, 10.5, 9.3)","(5.0, 6.6, 5.877777777777777)","(11.0, 29.0, 27.0)","(6.5, 16.0, 13.82857142857143)"
10-01-2023 18:52:47.784250,"(3.6, 4.7, 4.5)","(10.0, 14.0, 13.3)","(10.0, 18.5, 17.055555555555557)","(4.0, 6.6, 5.142857142857143)","(7.0, 10.0, 9.3)","(5.0, 6.6, 5.877777777777777)","(11.0, 29.0, 27.0)","(6.5, 16.0, 13.82857142857143)"
10-01-2023 18:52:49.069855,"(3.6, 4.7, 4.5)","(10.0, 14.0, 13.3)","(10.0, 18.5, 17.055555555555557)","(4.0, 6.6, 5.142857142857143)","(7.0, 10.0, 9.3)","(5.0, 6.6, 5.85)","(11.0, 29.0, 22.0)","(6.5, 16.0, 13.82857142857143)"
10-01-2023 18:52:50.338939,"(3.6, 4.7, 4.5)","(10.0, 14.0, 13.3)","(10.0, 18.5, 17.055555555555557)","(4.0, 6.6, 5.142857142857143)","(7.0, 10.0, 9.3)","(5.0, 6.4, 5.85)","(11.0, 29.0, 22.0)","(6.5, 16.0, 13.82857142857143)"
10-01-2023 18:52:51.617216,"(3.6, 4.7, 4.5)","(10.0, 14.0, 13.3)","(10.0, 18.5, 17.055555555555557)","(4.0, 6.6, 5.142857142857143)","(7.0, 10.0, 9.3)","(5.0, 6.4, 5.85)","(11.0, 29.0, 22.0)","(6.5, 16.0, 13.82857142857143)"
10-01-2023 18:52:52.903600,"(3.6, 4.7, 4.5)","(10.0, 14.0, 13.3)","(10.0, 18.5, 17.055555555555557)","(4.0, 6.6, 5.142857142857143)","(7.0, 10.0, 9.3)","(5.0, 6.4, 5.85)","(11.0, 29.0, 22.0)","(6.5, 16.0, 13.82857142857143)"
10-01-2023 18:52:54.150075,"(3.6, 4.7, 4.5)","(10.0, 14.0, 13.3)","(10.0, 18.5, 17.055555555555557)","(4.0, 6.6, 5.142857142857143)","(7.0, 10.0, 9.3)","(5.0, 6.4, 5.85)","(11.0, 29.0, 22.0)","(6.5, 16.0, 13.82857142857143)"
10-01-2023 18:52:55.355436,"(3.6, 4.7, 4.5)","(10.0, 14.0, 13.3)","(10.0, 18.5, 17.055555555555557)","(4.0, 6.6, 5.142857142857143)","(7.0, 10.0, 9.3)","(5.0, 6.4, 5.85)","(11.0, 29.0, 22.0)","(6.5, 16.0, 14.48)"
10-01-2023 18:52:56.632217,"(3.6, 4.7, 4.5)","(10.0, 14.0, 13.3)","(10.0, 17.5, 16.27777777777778)","(4.0, 6.6, 5.142857142857143)","(7.0, 10.0, 9.3)","(5.0, 6.4, 5.85)","(11.0, 29.0, 22.0)","(6.5, 16.0, 14.355555555555556)"
10-01-2023 18:52:57.856205,"(3.6, 4.7, 4.5)","(10.0, 14.0, 13.3)","(10.0, 17.5, 16.27777777777778)","(4.0, 6.6, 5.15)","(7.0, 10.0, 9.3)","(5.0, 6.4, 5.85)","(11.0, 29.0, 22.0)","(6.5, 16.0, 13.942857142857143)"
10-01-2023 18:52:59.117475,"(3.6, 4.7, 4.5)","(10.0, 14.0, 13.3)","(10.0, 17.5, 16.27777777777778)","(4.0, 6.4, 5.15)","(7.0, 10.0, 9.3)","(5.0, 6.4, 5.85)","(11.0, 29.0, 22.0)","(6.5, 16.0, 13.942857142857143)"
10-01-2023 18:53:00.337635,"(3.6, 4.7, 4.5)","(10.0, 14.0, 13.3)","(10.0, 17.5, 16.27777777777778)","(4.0, 6.4, 5.15)","(7.0, 10.0, 9.3)","(5.0, 6.4, 5.85)","(11.0, 29.0, 22.0)","(6.5, 16.0, 13.666666666666668)"
10-01-2023 18:53:01.566249,"(3.6, 4.7, 4.5)","(10.0, 14.0, 13.3)","(10.0, 17.5, 16.27777777777778)","(4.0, 6.4, 5.8375)","(7.0, 10.0, 9.3)","(5.0, 6.4, 5.85)","(11.0, 29.0, 20.25)","(6.5, 16.0, 14.0)"
10-01-2023 18:53:02.822355,"(3.6, 4.7, 4.5)","(10.0, 14.0, 13.3)","(10.0, 17.5, 16.27777777777778)","(4.0, 6.4, 5.275)","(7.0, 10.0, 9.3)","(5.0, 6.4, 5.85)","(11.0, 29.0, 22.53846153846154)","(6.5, 16.0, 14.057142857142857)"
10-01-2023 18:53:04.110301,"(3.6, 4.7, 4.5)","(10.0, 14.0, 13.3)","(10.0, 17.5, 16.27777777777778)","(4.0, 6.4, 4.8999999999999995)","(7.0, 10.0, 9.3)","(5.0, 6.4, 5.85)","(11.0, 29.0, 24.714285714285715)","(6.5, 16.0, 14.057142857142857)"
10-01-2023 18:53:05.341576,"(3.6, 4.7, 4.5)","(10.0, 14.0, 13.3)","(10.0, 17.5, 16.27777777777778)","(4.0, 6.4, 4.8999999999999995)","(7.0, 10.0, 9.3)","(5.0, 6.4, 5.85)","(11.0, 26.0, 24.714285714285715)","(6.5, 16.0, 14.057142857142857)"
10-01-2023 18:53:06.581444,"(3.6, 4.7, 4.5)","(10.0, 14.0, 13.3)","(10.0, 17.5, 16.27777777777778)","(4.0, 6.4, 5.9)","(7.0, 10.0, 9.3)","(5.0, 6.4, 5.85)","(11.0, 26.0, 24.714285714285715)","(6.5, 16.0, 14.057142857142857)"
10-01-2023 18:53:07.764180,"(3.6, 4.7, 4.5)","(10.0, 14.0, 13.3)","(10.0, 17.5, 16.27777777777778)","(4.0, 6.4, 5.9)","(7.0, 10.0, 9.3)","(5.0, 6.4, 5.85)","(11.0, 26.0, 24.714285714285715)","(6.5, 16.0, 13.8)"
10-01-2023 18:53:08.855510,"(3.6, 4.7, 4.5)","(10.0, 14.0, 13.3)","(10.0, 17.5, 16.27777777777778)","(4.0, 6.4, 5.8375)","(7.0, 10.0, 9.3)","(5.0, 6.4, 5.85)","(11.0, 26.0, 23.857142857142858)","(6.5, 16.0, 13.866666666666667)"
10-01-2023 18:53:09.920227,"(3.6, 4.7, 4.5)","(10.0, 14.0, 13.3)","(10.0, 17.5, 16.27777777777778)","(4.0, 6.4, 4.8)","(7.0, 10.0, 9.3)","(5.0, 6.4, 5.85)","(11.0, 25.0, 24.2)","(6.5, 16.0, 13.866666666666667)"
10-01-2023 18:53:11.028723,"(3.6, 4.7, 4.5)","(10.0, 14.0, 13.3)","(10.0, 17.5, 16.27777777777778)","(4.0, 6.4, 4.8)","(7.0, 10.0, 9.3)","(5.0, 6.4, 5.85)","(11.0, 25.0, 24.2)","(6.5, 16.0, 13.866666666666667)"
10-01-2023 18:53:12.121591,"(3.6, 4.7, 4.5)","(10.0, 14.0, 13.3)","(10.0, 17.5, 16.27777777777778)","(4.0, 6.4, 4.8)","(7.0, 10.0, 9.3)","(5.0, 6.4, 5.85)","(11.0, 25.0, 24.2)","(6.5, 16.0, 13.866666666666667)"
10-01-2023 18:53:13.289275,"(3.6, 4.7, 4.5)","(10.0, 14.0, 13.3)","(10.0, 17.5, 16.27777777777778)","(4.0, 6.2, 4.8)","(7.0, 10.0, 9.3)","(5.0, 6.4, 5.85)","(11.0, 25.0, 26.0)","(6.5, 16.0, 13.933333333333334)"
10-01-2023 18:53:14.356629,"(3.6, 4.7, 4.5)","(10.0, 14.0, 13.3)","(10.0, 17.5, 16.27777777777778)","(4.0, 6.2, 5.5777777777777775)","(7.0, 10.0, 9.3)","(5.0, 6.4, 5.85)","(11.0, 28.0, 24.615384615384613)","(6.5, 16.0, 14.0)"
10-01-2023 18:53:15.468385,"(3.6, 4.7, 4.5)","(10.0, 14.0, 13.3)","(10.0, 17.5, 16.27777777777778)","(4.0, 6.2, 5.5777777777777775)","(7.0, 10.0, 9.3)","(5.0, 6.4, 5.85)","(11.0, 28.0, 24.615384615384613)","(6.5, 16.0, 14.0)"
10-01-2023 18:53:16.658345,"(3.6, 4.7, 4.5)","(10.0, 14.0, 13.3)","(10.0, 17.5, 16.27777777777778)","(4.0, 6.2, 5.5777777777777775)","(7.0, 10.0, 9.3)","(5.0, 6.4, 5.85)","(11.0, 28.0, 24.615384615384613)","(6.5, 16.0, 14.0)"
10-01-2023 18:53:17.817020,"(3.6, 4.7, 4.5)","(10.0, 14.0, 13.3)","(10.0, 17.5, 16.27777777777778)","(4.0, 6.2, 5.5777777777777775)","(7.0, 10.0, 9.3)","(5.0, 6.4, 5.75)","(11.0, 28.0, 24.857142857142858)","(6.5, 16.0, 14.285714285714285)"
10-01-2023 18:53:19.040925,"(3.6, 4.7, 4.5)","(10.0, 14.0, 13.3)","(10.0, 17.5, 16.27777777777778)","(4.0, 6.2, 5.5777777777777775)","(7.0, 10.0, 9.3)","(5.0, 6.2, 5.75)","(11.0, 28.0, 24.857142857142858)","(6.5, 16.0, 14.285714285714285)"
10-01-2023 18:53:20.310772,"(3.6, 4.7, 4.5)","(10.0, 14.0, 13.3)","(10.0, 17.5, 16.27777777777778)","(4.0, 6.2, 5.5777777777777775)","(7.0, 10.0, 9.3)","(5.0, 6.2, 5.75)","(11.0, 28.0, 24.857142857142858)","(6.5, 16.0, 14.285714285714285)"
10-01-2023 18:53:21.527246,"(3.6, 4.7, 4.5)","(10.0, 14.0, 13.3)","(10.0, 17.5, 16.27777777777778)","(4.0, 6.2, 5.5777777777777775)","(7.0, 10.0, 9.3)","(5.0, 6.2, 5.75)","(11.0, 28.0, 20.875)","(6.5, 16.0, 14.285714285714285)"
10-01-2023 18:53:22.740748,"(3.6, 4.7, 4.2)","(10.0, 14.0, 13.3)","(10.0, 17.5, 16.27777777777778)","(4.0, 6.2, 5.5777777777777775)","(7.0, 10.0, 9.3)","(5.0, 6.2, 6.160330578512397)","(11.0, 28.0, 20.875)","(6.5, 16.0, 14.285714285714285)"
10-01-2023 18:53:23.908190,"(3.6, 4.7, 4.2)","(10.0, 14.0, 13.3)","(10.0, 17.5, 16.27777777777778)","(4.0, 6.2, 5.5777777777777775)","(7.0, 10.0, 9.3)","(5.0, 6.2, 5.65)","(11.0, 28.0, 20.875)","(6.5, 16.0, 14.166666666666666)"
10-01-2023 18:53:25.051941,"(3.6, 4.7, 4.5)","(10.0, 14.0, 13.3)","(10.0, 17.5, 16.27777777777778)","(4.0, 6.2, 5.5777777777777775)","(7.0, 10.0, 9.3)","(5.0, 6.2, 5.65)","(11.0, 28.0, 20.875)","(6.5, 16.0, 12.666666666666666)"
10-01-2023 18:53:26.142165,"(3.6, 4.7, 4.5)","(10.0, 14.0, 13.3)","(10.0, 17.5, 16.27777777777778)","(4.0, 6.2, 5.5777777777777775)","(7.0, 10.0, 9.3)","(5.0, 6.2, 5.65)","(11.0, 28.0, 21.666666666666668)","(6.5, 17.0, 13.4)"
10-01-2023 18:53:27.274263,"(3.6, 4.7, 4.5)","(10.0, 14.0, 13.3)","(10.0, 17.5, 16.27777777777778)","(4.0, 6.2, 5.3652173913043475)","(7.0, 10.0, 9.3)","(5.0, 6.2, 6.160330578512397)","(11.0, 28.0, 23.25)","(6.5, 17.0, 13.4)"
10-01-2023 18:53:28.542954,"(3.6, 4.7, 4.2)","(10.0, 14.0, 13.3)","(10.0, 17.5, 16.27777777777778)","(4.0, 6.2, 5.3652173913043475)","(7.0, 10.0, 8.4)","(5.0, 6.2, 6.160330578512397)","(11.0, 28.0, 23.25)","(6.5, 17.0, 13.4)"
