,Aston Hamrun,Fletcher Flash,Molly Cruiser,Drop Fifty,Grumpy Sailor,Osprey Warrior,Ibrox Goram
12-01-2023 17:18:26.801579,"(11.0, 15.0, 14.771428571428572)","(6.5, 9.0, 8.837837837837837)","(41.0, 85.0, 77.0)","(11.0, 15.5, 15.2625)","(17.0, 29.0, 26.441176470588236)","(2.15, 2.6, 2.592280701754386)","(2.7, 3.2, 3.1757142857142857)"
12-01-2023 17:18:27.874520,"(11.0, 15.0, 14.863636363636363)","(6.5, 9.0, 8.837837837837837)","(41.0, 85.0, 77.0)","(11.0, 15.5, 14.73913043478261)","(17.0, 29.0, 26.483870967741936)","(2.15, 2.6, 2.595421686746988)","(2.7, 3.2, 3.1635135135135135)"
12-01-2023 17:18:29.031614,"(11.0, 15.5, 14.84375)","(6.5, 9.0, 8.837837837837837)","(41.0, 85.0, 77.5)","(11.0, 15.5, 14.928571428571429)","(17.0, 29.0, 26.636363636363637)","(2.15, 2.6, 2.5955882352941178)","(2.7, 3.2, 3.114141414141414)"
12-01-2023 17:18:30.140766,"(11.0, 15.5, 15.133333333333333)","(6.5, 9.0, 8.837837837837837)","(41.0, 85.0, 77.0)","(10.0, 15.5, 15.010204081632653)","(17.0, 29.0, 22.526315789473685)","(2.15, 2.6, 2.6286486486486487)","(2.7, 3.15, 3.120879120879121)"
12-01-2023 17:18:31.202029,"(11.0, 16.0, 15.807692307692308)","(6.5, 9.0, 8.923076923076923)","(41.0, 85.0, 77.0)","(10.0, 15.5, 15.194444444444445)","(17.0, 23.0, 22.666666666666668)","(2.15, 2.64, 2.622)","(2.7, 3.15, 3.111764705882353)"
12-01-2023 17:18:32.238679,"(11.0, 16.0, 15.916666666666666)","(6.5, 9.0, 8.988888888888889)","(41.0, 85.0, 77.0)","(10.0, 15.5, 15.210526315789474)","(17.0, 23.0, 22.666666666666668)","(2.15, 2.64, 2.6186861313868612)","(2.7, 3.15, 3.125)"
12-01-2023 17:18:33.266070,"(11.0, 16.5, 15.916666666666666)","(6.5, 9.2, 9.028571428571428)","(41.0, 80.0, 77.77777777777777)","(10.0, 15.5, 15.222222222222221)","(17.0, 23.0, 22.7)","(2.15, 2.64, 2.6166887417218545)","(2.7, 3.15, 3.127450980392157)"
12-01-2023 17:18:34.250313,"(11.0, 16.5, 15.916666666666666)","(6.5, 9.2, 9.024390243902438)","(41.0, 80.0, 77.77777777777777)","(10.0, 15.5, 15.222222222222221)","(17.0, 23.0, 22.7)","(2.15, 2.64, 2.6172903225806454)","(2.7, 3.15, 3.124107142857143)"
12-01-2023 17:18:35.187243,"(11.0, 16.0, 15.916666666666666)","(6.5, 9.2, 9.05)","(41.0, 80.0, 77.77777777777777)","(10.0, 15.5, 15.142857142857142)","(17.0, 23.0, 22.7)","(2.15, 2.64, 2.6182716049382715)","(2.7, 3.15, 3.1204545454545456)"
12-01-2023 17:18:36.177430,"(11.0, 16.5, 16.066666666666666)","(6.5, 9.2, 9.05)","(41.0, 80.0, 78.0)","(10.0, 15.5, 15.012820512820513)","(17.0, 23.0, 22.761904761904763)","(2.15, 2.64, 2.609019607843137)","(2.7, 3.15, 3.101086956521739)"
12-01-2023 17:18:37.197347,"(11.0, 16.5, 16.428571428571427)","(6.5, 9.2, 9.066666666666666)","(41.0, 80.0, 78.0)","(10.0, 15.5, 15.012820512820513)","(17.0, 23.0, 22.761904761904763)","(2.15, 2.64, 2.609019607843137)","(2.7, 3.15, 3.101086956521739)"
12-01-2023 17:18:38.164347,"(11.0, 17.5, 17.272727272727273)","(6.5, 9.2, 9.11578947368421)","(41.0, 80.0, 78.0)","(10.0, 15.5, 15.196428571428571)","(17.0, 22.0, 21.6)","(2.15, 2.62, 2.6032911392405063)","(2.7, 3.15, 3.106818181818182)"
12-01-2023 17:18:39.159035,"(11.0, 17.0, 16.928571428571427)","(6.5, 9.2, 8.99047619047619)","(41.0, 80.0, 77.77777777777777)","(10.0, 15.0, 14.764705882352942)","(17.0, 23.0, 22.761904761904763)","(2.15, 2.7, 2.6708333333333334)","(2.7, 3.1, 3.0662499999999997)"
12-01-2023 17:18:40.205664,"(11.0, 16.5, 16.444444444444443)","(6.5, 9.2, 8.933333333333334)","(41.0, 85.0, 66.25)","(10.0, 15.5, 15.155172413793103)","(17.0, 24.0, 23.11764705882353)","(2.15, 2.66, 2.6293333333333333)","(2.7, 3.1, 3.091111111111111)"
12-01-2023 17:18:41.255125,"(11.0, 17.0, 16.65)","(6.5, 9.2, 8.985714285714286)","(41.0, 80.0, 70.0)","(10.0, 16.0, 15.863636363636363)","(17.0, 24.0, 22.96551724137931)","(2.15, 2.64, 2.5908333333333333)","(2.7, 3.1, 3.095945945945946)"
12-01-2023 17:18:42.201191,"(11.0, 17.0, 16.705882352941178)","(6.5, 9.2, 9.133333333333333)","(41.0, 80.0, 73.33333333333333)","(10.0, 16.0, 15.863636363636363)","(17.0, 24.0, 22.96551724137931)","(2.15, 2.6, 2.581818181818182)","(2.7, 3.15, 3.098275862068965)"
12-01-2023 17:18:43.261190,"(11.0, 17.0, 16.65)","(6.5, 9.2, 9.14782608695652)","(41.0, 80.0, 73.33333333333333)","(10.0, 16.0, 15.7)","(17.0, 24.0, 23.0)","(2.15, 2.6, 2.5721739130434784)","(2.7, 3.15, 3.0999999999999996)"
12-01-2023 17:18:44.300473,"(11.0, 17.0, 16.65)","(6.5, 9.2, 9.125)","(41.0, 80.0, 73.33333333333333)","(10.0, 16.0, 15.7)","(17.0, 24.0, 23.0)","(2.15, 2.6, 2.5721739130434784)","(2.7, 3.15, 3.05)"
12-01-2023 17:18:45.292818,"(11.0, 17.0, 16.65)","(6.5, 9.4, 9.290909090909091)","(41.0, 80.0, 73.33333333333333)","(10.0, 16.5, 16.25)","(17.0, 24.0, 23.0)","(2.15, 2.6, 2.5702439024390245)","(2.7, 3.05, 3.0494252873563217)"
12-01-2023 17:18:46.273665,"(12.0, 17.0, 16.575757575757574)","(6.5, 9.4, 9.329411764705883)","(41.0, 80.0, 76.0)","(10.0, 16.5, 15.357142857142858)","(17.0, 24.0, 22.96551724137931)","(2.2, 2.6, 2.625161290322581)","(2.6, 3.05, 3.0352941176470587)"
12-01-2023 17:18:47.273154,"(12.0, 17.0, 16.59375)","(6.5, 9.4, 9.329411764705883)","(41.0, 75.0, 61.666666666666664)","(10.0, 15.0, 14.810897435897436)","(17.0, 24.0, 22.96551724137931)","(2.2, 2.64, 2.6237500000000002)","(2.6, 3.1, 2.9967441860465116)"
12-01-2023 17:18:48.285404,"(12.0, 17.0, 16.633333333333333)","(6.5, 9.8, 9.706382978723404)","(41.0, 75.0, 63.333333333333336)","(10.0, 15.5, 15.13125)","(17.0, 24.0, 23.0)","(2.2, 2.64, 2.6307317073170733)","(2.6, 3.0, 2.979672131147541)"
12-01-2023 17:18:49.221282,"(12.0, 17.0, 16.710526315789473)","(6.5, 10.0, 9.705882352941176)","(41.0, 75.0, 64.5)","(10.0, 15.5, 15.115853658536585)","(17.0, 24.0, 23.2)","(2.2, 2.64, 2.647936507936508)","(2.6, 3.0, 2.950285714285714)"
12-01-2023 17:18:50.162064,"(12.0, 17.0, 16.794117647058822)","(6.5, 10.0, 9.7)","(41.0, 75.0, 64.5)","(10.0, 15.5, 15.074324324324325)","(17.0, 24.0, 22.88235294117647)","(2.2, 2.66, 2.6900000000000004)","(2.6, 2.96, 2.9192)"
12-01-2023 17:18:51.137052,"(12.0, 17.5, 17.107142857142858)","(6.5, 10.0, 9.709999999999999)","(41.0, 70.0, 68.0)","(10.0, 15.5, 15.074324324324325)","(17.0, 24.0, 22.914285714285715)","(2.2, 2.7, 2.6968750000000004)","(2.6, 2.96, 2.913913043478261)"
12-01-2023 17:18:52.175772,"(12.0, 17.5, 17.058823529411764)","(6.5, 10.0, 9.709999999999999)","(41.0, 70.0, 68.0)","(10.0, 15.5, 15.070512820512821)","(17.0, 24.0, 22.914285714285715)","(2.2, 2.7, 2.6962025316455698)","(2.6, 2.94, 2.9103703703703703)"
12-01-2023 17:18:53.240308,"(12.0, 17.0, 16.92)","(6.5, 9.8, 9.657142857142857)","(41.0, 75.0, 65.9090909090909)","(10.0, 15.5, 15.121951219512194)","(17.0, 24.0, 23.071428571428573)","(2.2, 2.72, 2.6812244897959183)","(2.6, 2.94, 2.908510638297872)"
12-01-2023 17:18:54.318554,"(12.0, 17.5, 17.166666666666668)","(6.5, 9.8, 9.727272727272728)","(41.0, 75.0, 67.3076923076923)","(10.0, 15.5, 15.121951219512194)","(17.0, 24.0, 23.57894736842105)","(2.2, 2.72, 2.6525000000000003)","(2.6, 2.94, 2.9466666666666668)"
12-01-2023 17:18:55.455394,"(12.0, 17.5, 17.4)","(6.5, 10.0, 9.694656488549619)","(41.0, 70.0, 68.63636363636364)","(10.0, 15.5, 15.226744186046512)","(17.0, 24.0, 23.57894736842105)","(2.2, 2.66, 2.653571428571429)","(2.6, 2.96, 2.949090909090909)"
12-01-2023 17:18:56.547412,"(12.0, 17.5, 17.4)","(6.5, 9.8, 9.647328244274808)","(41.0, 70.0, 66.76470588235294)","(10.0, 15.5, 15.262195121951219)","(17.0, 24.0, 23.375)","(2.2, 2.66, 2.674509803921569)","(2.6, 2.96, 2.9210526315789473)"
12-01-2023 17:18:57.574207,"(12.0, 17.5, 17.22222222222222)","(6.5, 9.6, 9.572222222222223)","(41.0, 75.0, 68.63636363636364)","(10.0, 15.5, 15.185567010309278)","(17.0, 24.0, 24.485714285714288)","(2.2, 2.68, 2.6561038961038963)","(2.6, 2.94, 2.9216666666666664)"
12-01-2023 17:18:58.494205,"(12.0, 17.5, 17.045454545454547)","(6.5, 9.6, 9.572222222222223)","(41.0, 75.0, 64.5)","(10.0, 15.5, 15.185567010309278)","(17.0, 25.0, 25.88888888888889)","(2.2, 2.66, 2.6618867924528304)","(2.6, 2.94, 2.925333333333333)"
12-01-2023 17:18:59.532240,"(12.0, 17.5, 17.0)","(6.5, 9.6, 9.547619047619047)","(41.0, 75.0, 65.0)","(10.0, 15.5, 15.243243243243244)","(17.0, 26.0, 25.783783783783782)","(2.2, 2.68, 2.66821052631579)","(2.6, 2.94, 2.958666666666667)"
12-01-2023 17:19:00.592249,"(12.0, 17.5, 16.97826086956522)","(6.5, 9.6, 9.257142857142856)","(41.0, 75.0, 65.66666666666667)","(10.0, 15.5, 15.253521126760564)","(17.0, 27.0, 25.676470588235293)","(2.2, 2.68, 2.6791666666666667)","(2.6, 2.98, 2.96)"
12-01-2023 17:19:01.572169,"(12.0, 17.0, 16.84375)","(6.5, 9.8, 9.52)","(41.0, 75.0, 65.66666666666667)","(10.0, 15.5, 15.24)","(17.0, 27.0, 25.676470588235293)","(2.2, 2.68, 2.656923076923077)","(2.6, 2.98, 2.9625)"
12-01-2023 17:19:02.615517,"(12.0, 17.0, 16.82608695652174)","(6.5, 9.8, 9.533333333333333)","(41.0, 70.0, 68.84615384615384)","(10.0, 15.5, 15.757575757575758)","(17.0, 27.0, 25.676470588235293)","(2.2, 2.66, 2.6882352941176473)","(2.6, 2.98, 2.9530434782608697)"
12-01-2023 17:19:03.722128,"(12.0, 17.0, 16.533333333333335)","(6.5, 9.6, 9.43)","(41.0, 70.0, 68.84615384615384)","(10.0, 16.0, 15.722222222222221)","(17.0, 27.0, 25.676470588235293)","(2.2, 2.7, 2.687643979057592)","(2.6, 2.96, 2.949333333333333)"
12-01-2023 17:19:04.761639,"(12.0, 16.5, 16.195652173913043)","(6.5, 9.6, 9.44)","(41.0, 70.0, 68.84615384615384)","(10.0, 16.0, 15.722222222222221)","(17.0, 27.0, 26.375)","(2.2, 2.7, 2.6805309734513276)","(2.6, 2.96, 2.949375)"
12-01-2023 17:19:05.811805,"(12.0, 16.5, 16.033333333333335)","(6.5, 9.6, 9.44)","(41.0, 70.0, 68.75)","(10.0, 16.0, 15.785714285714286)","(17.0, 27.0, 27.666666666666668)","(2.2, 2.7, 2.6742372881355934)","(2.6, 2.96, 2.888)"
12-01-2023 17:19:06.797531,"(12.0, 16.5, 15.875)","(6.5, 9.8, 9.48)","(41.0, 75.0, 60.45454545454545)","(10.0, 16.5, 15.729508196721312)","(17.0, 28.0, 27.9375)","(2.2, 2.72, 2.64962962962963)","(2.6, 2.92, 2.913191489361702)"
12-01-2023 17:19:07.739061,"(12.0, 16.5, 15.884615384615385)","(6.5, 9.8, 9.633333333333335)","(41.0, 75.0, 60.45454545454545)","(10.0, 16.5, 15.787878787878787)","(17.0, 28.0, 27.9375)","(2.2, 2.66, 2.64962962962963)","(2.6, 2.94, 2.913191489361702)"
12-01-2023 17:19:08.749899,"(12.0, 16.5, 15.94186046511628)","(6.5, 9.8, 9.65)","(41.0, 75.0, 62.142857142857146)","(10.0, 16.5, 15.596153846153847)","(17.0, 28.0, 27.88888888888889)","(2.2, 2.68, 2.6384615384615384)","(2.6, 2.94, 2.92)"
12-01-2023 17:19:09.724948,"(12.0, 16.5, 15.94186046511628)","(6.5, 9.8, 9.600000000000001)","(41.0, 75.0, 62.142857142857146)","(10.0, 16.5, 15.810344827586206)","(17.0, 28.0, 27.941176470588236)","(2.2, 2.66, 2.602935779816514)","(2.6, 2.94, 2.9254545454545453)"
12-01-2023 17:19:10.725807,"(12.0, 16.5, 16.166666666666668)","(6.5, 9.8, 9.633333333333335)","(41.0, 75.0, 62.142857142857146)","(10.0, 16.5, 15.827272727272728)","(17.0, 28.0, 27.941176470588236)","(2.2, 2.62, 2.5914285714285716)","(2.6, 2.96, 2.9363636363636365)"
12-01-2023 17:19:11.790617,"(12.0, 16.5, 16.17142857142857)","(6.5, 9.8, 9.7)","(41.0, 75.0, 62.142857142857146)","(10.0, 16.5, 15.881818181818181)","(17.0, 28.0, 27.875)","(2.2, 2.64, 2.577777777777778)","(2.6, 2.96, 2.9459999999999997)"
12-01-2023 17:19:12.780315,"(12.0, 16.5, 16.181818181818183)","(6.5, 10.0, 9.831372549019608)","(41.0, 75.0, 62.142857142857146)","(10.0, 16.5, 15.359477124183007)","(17.0, 28.0, 27.956521739130434)","(2.2, 2.62, 2.562222222222222)","(2.6, 2.98, 2.9791387559808613)"
12-01-2023 17:19:13.724106,"(12.0, 16.5, 16.193548387096776)","(6.5, 10.0, 9.960975609756098)","(41.0, 75.0, 62.142857142857146)","(10.0, 15.5, 15.359477124183007)","(17.0, 29.0, 27.88)","(2.2, 2.6, 2.558666666666667)","(2.6, 2.98, 3.0153846153846153)"
12-01-2023 17:19:14.759226,"(12.0, 16.5, 15.928571428571429)","(6.5, 10.5, 10.198630136986301)","(41.0, 75.0, 62.142857142857146)","(10.0, 15.5, 15.317307692307692)","(17.0, 29.0, 27.956521739130434)","(2.2, 2.58, 2.5463636363636364)","(2.6, 3.05, 3.0409090909090906)"
12-01-2023 17:19:15.752944,"(12.0, 16.0, 15.966666666666667)","(6.5, 10.5, 10.185393258426966)","(41.0, 75.0, 62.58620689655172)","(10.0, 15.5, 15.196969696969697)","(17.0, 29.0, 28.0)","(2.2, 2.58, 2.5475675675675675)","(2.6, 3.05, 3.0352941176470587)"
12-01-2023 17:19:16.716039,"(12.0, 16.0, 15.961538461538462)","(7.0, 10.5, 10.170588235294117)","(41.0, 75.0, 62.58620689655172)","(10.0, 15.5, 15.196969696969697)","(17.0, 29.0, 27.705882352941178)","(2.2, 2.58, 2.5326315789473686)","(2.6, 3.05, 3.018)"
12-01-2023 17:19:17.742177,"(12.0, 16.5, 15.939024390243903)","(7.0, 10.5, 10.179012345679013)","(41.0, 75.0, 62.58620689655172)","(10.0, 15.0, 14.953703703703704)","(17.0, 29.0, 28.476190476190474)","(2.2, 2.58, 2.5273684210526315)","(2.6, 3.05, 3.022413793103448)"
12-01-2023 17:19:18.814526,"(12.0, 16.5, 16.047619047619047)","(7.0, 10.5, 10.203947368421053)","(41.0, 75.0, 64.0909090909091)","(10.0, 15.0, 15.12251655629139)","(17.0, 29.0, 28.322580645161292)","(2.2, 2.56, 2.510212765957447)","(2.6, 3.05, 3.040625)"
12-01-2023 17:19:19.887201,"(12.0, 16.5, 15.905405405405405)","(7.0, 10.5, 10.364583333333334)","(41.0, 75.0, 64.0909090909091)","(10.0, 15.5, 15.11038961038961)","(17.0, 29.0, 28.275862068965516)","(2.2, 2.54, 2.5043243243243243)","(2.6, 3.05, 3.0485294117647057)"
12-01-2023 17:19:20.984965,"(12.0, 16.5, 16.214285714285715)","(7.0, 10.5, 10.416666666666666)","(41.0, 75.0, 64.0909090909091)","(10.0, 15.5, 15.11038961038961)","(17.0, 29.0, 28.45)","(2.2, 2.52, 2.498723404255319)","(2.6, 3.05, 3.0482758620689654)"
12-01-2023 17:19:21.982728,"(12.0, 16.5, 16.214285714285715)","(7.0, 11.0, 10.560240963855422)","(41.0, 75.0, 64.41176470588235)","(10.0, 15.5, 15.11038961038961)","(17.0, 29.0, 28.45)","(2.2, 2.52, 2.4907462686567166)","(2.6, 3.05, 3.0358974358974358)"
12-01-2023 17:19:23.017783,"(12.0, 16.5, 16.214285714285715)","(7.0, 11.0, 10.554878048780488)","(41.0, 75.0, 64.41176470588235)","(10.0, 15.5, 15.11038961038961)","(17.0, 29.0, 28.5)","(2.2, 2.52, 2.4927659574468084)","(2.6, 3.1, 3.025531914893617)"
12-01-2023 17:19:23.945092,"(12.0, 16.5, 16.214285714285715)","(7.0, 11.0, 10.554878048780488)","(41.0, 75.0, 64.41176470588235)","(10.0, 15.5, 15.11038961038961)","(17.0, 29.0, 28.5)","(2.2, 2.52, 2.4927659574468084)","(2.6, 3.1, 3.025531914893617)"
12-01-2023 17:19:24.868633,"(12.0, 16.5, 16.214285714285715)","(7.0, 11.0, 10.554878048780488)","(41.0, 75.0, 66.07142857142857)","(10.0, 15.5, 15.11038961038961)","(17.0, 29.0, 28.5)","(2.2, 2.48, 2.489787234042553)","(2.6, 3.1, 3.0285714285714285)"
12-01-2023 17:19:25.891880,"(12.0, 17.0, 16.857142857142858)","(7.0, 11.0, 10.532051282051283)","(41.0, 75.0, 62.57142857142857)","(10.0, 15.5, 15.11038961038961)","(17.0, 29.0, 28.5)","(2.2, 2.5, 2.4832)","(2.6, 3.1, 3.0285714285714285)"
12-01-2023 17:19:27.013954,"(12.0, 17.5, 17.236842105263158)","(7.0, 11.0, 10.532051282051283)","(41.0, 75.0, 58.333333333333336)","(10.0, 15.5, 15.354545454545455)","(17.0, 29.0, 31.0625)","(2.2, 2.5, 2.4625641025641025)","(2.6, 3.1, 3.0285714285714285)"
12-01-2023 17:19:28.095323,"(12.0, 17.5, 17.236842105263158)","(7.0, 11.0, 10.532051282051283)","(41.0, 75.0, 58.333333333333336)","(10.0, 15.5, 14.69047619047619)","(17.0, 32.0, 30.705882352941178)","(2.2, 2.48, 2.4316666666666666)","(2.6, 3.1, 3.0527027027027027)"
12-01-2023 17:19:29.117022,"(12.0, 17.5, 17.236842105263158)","(7.0, 10.5, 10.487804878048781)","(41.0, 75.0, 58.333333333333336)","(10.0, 15.5, 15.411764705882353)","(17.0, 32.0, 30.705882352941178)","(2.2, 2.44, 2.4419607843137254)","(2.6, 3.1, 3.062179487179487)"
12-01-2023 17:19:30.134904,"(12.0, 17.5, 17.236842105263158)","(7.0, 10.5, 10.488095238095237)","(41.0, 75.0, 58.333333333333336)","(10.0, 15.5, 15.411764705882353)","(17.0, 32.0, 30.75)","(2.2, 2.46, 2.444918032786885)","(2.6, 3.1, 3.0615853658536585)"
12-01-2023 17:19:31.194119,"(12.0, 17.5, 17.236842105263158)","(7.0, 10.5, 10.3125)","(41.0, 75.0, 58.333333333333336)","(10.0, 15.5, 15.295454545454545)","(17.0, 32.0, 30.545454545454547)","(2.2, 2.46, 2.4419607843137254)","(2.6, 3.1, 3.0623376623376624)"
12-01-2023 17:19:32.187564,"(12.0, 17.5, 17.236842105263158)","(7.0, 10.5, 10.496644295302014)","(41.0, 75.0, 64.28571428571429)","(10.0, 15.5, 15.295454545454545)","(18.0, 32.0, 30.545454545454547)","(2.2, 2.46, 2.44)","(2.6, 3.1, 3.0641791044776117)"
12-01-2023 17:19:33.127205,"(12.0, 17.5, 17.1875)","(7.0, 10.5, 10.496644295302014)","(41.0, 75.0, 65.19607843137254)","(10.0, 15.5, 15.05)","(18.0, 32.0, 30.545454545454547)","(2.2, 2.46, 2.4435714285714285)","(2.6, 3.1, 3.0703703703703704)"
12-01-2023 17:19:34.110060,"(12.0, 17.5, 17.205882352941178)","(7.0, 10.5, 10.496753246753247)","(41.0, 75.0, 65.19607843137254)","(10.0, 15.5, 15.346846846846846)","(18.0, 32.0, 30.545454545454547)","(2.2, 2.46, 2.44)","(2.6, 3.1, 3.065079365079365)"
12-01-2023 17:19:35.117368,"(12.0, 17.5, 17.205882352941178)","(7.0, 10.5, 10.496753246753247)","(41.0, 75.0, 65.19607843137254)","(10.0, 15.5, 15.324561403508772)","(18.0, 32.0, 30.6)","(2.2, 2.46, 2.422285714285714)","(2.6, 3.1, 3.0702127659574465)"
12-01-2023 17:19:36.102884,"(12.0, 17.5, 17.272727272727273)","(7.0, 11.0, 10.534883720930232)","(41.0, 75.0, 66.2280701754386)","(10.0, 15.5, 15.324561403508772)","(18.0, 32.0, 30.8)","(2.2, 2.44, 2.4110714285714283)","(2.6, 3.1, 3.0845238095238097)"
12-01-2023 17:19:37.106590,"(12.0, 18.0, 17.6)","(7.0, 11.0, 10.731707317073171)","(41.0, 75.0, 67.3076923076923)","(10.0, 15.5, 15.34251968503937)","(18.0, 32.0, 31.217391304347828)","(2.2, 2.44, 2.409122807017544)","(2.6, 3.1, 3.0136986301369864)"
12-01-2023 17:19:38.165883,"(12.0, 18.0, 17.846153846153847)","(7.0, 11.0, 10.849056603773585)","(41.0, 75.0, 67.06896551724138)","(10.0, 15.5, 15.34251968503937)","(18.0, 32.0, 31.217391304347828)","(2.2, 2.44, 2.412283464566929)","(2.6, 3.1, 3.027710843373494)"
12-01-2023 17:19:39.113264,"(12.0, 18.0, 17.846153846153847)","(7.0, 11.0, 10.902173913043478)","(41.0, 75.0, 67.06896551724138)","(10.0, 15.5, 15.34251968503937)","(18.0, 32.0, 31.217391304347828)","(2.2, 2.44, 2.412283464566929)","(2.6, 3.1, 3.027710843373494)"
12-01-2023 17:19:40.105361,"(12.0, 18.0, 17.846153846153847)","(7.0, 11.0, 10.902173913043478)","(41.0, 75.0, 67.06896551724138)","(10.0, 15.5, 15.34251968503937)","(18.0, 32.0, 31.357142857142858)","(2.2, 2.44, 2.412283464566929)","(2.6, 3.1, 3.027710843373494)"
12-01-2023 17:19:41.121158,"(12.0, 18.0, 17.846153846153847)","(7.0, 11.0, 10.902173913043478)","(41.0, 75.0, 67.06896551724138)","(10.0, 15.5, 15.34251968503937)","(18.0, 32.0, 31.357142857142858)","(2.2, 2.44, 2.412283464566929)","(2.6, 3.1, 3.027710843373494)"
12-01-2023 17:19:42.211893,"(12.0, 18.0, 17.846153846153847)","(7.0, 11.0, 9736.144736842105)","(41.0, 75.0, 9998.5)","(10.0, 15.5, 9998.5)","(18.0, 32.0, 9998.5)","(2.2, 2.44, 9998.5)","(2.6, 3.1, 9998.5)"
12-01-2023 17:19:43.272503,"(12.0, 99998, 9998.5)","(7.0, 99998, 9998.5)","(41.0, 99998, 9998.5)","(10.0, 99998, 9998.5)","(18.0, 99998, 9998.5)","(2.2, 99998, 9998.5)","(2.6, 99998, 9998.5)"
12-01-2023 17:19:44.239944,"(12.0, 99998, 9998.5)","(7.0, 99998, 9998.5)","(41.0, 99998, 9998.5)","(10.0, 99998, 9998.5)","(18.0, 99998, 9998.5)","(2.2, 99998, 9998.5)","(2.6, 99998, 9998.5)"
12-01-2023 17:19:45.256778,"(12.0, 99998, 9998.5)","(7.0, 99998, 9998.5)","(41.0, 99998, 9998.5)","(10.0, 99998, 9998.5)","(19.0, 99998, 9998.5)","(2.2, 99998, 9998.5)","(2.6, 99998, 9998.5)"
12-01-2023 17:19:46.229187,"(12.0, 99998, 9998.5)","(7.0, 99998, 9998.5)","(41.0, 99998, 9998.5)","(10.0, 99998, 9998.5)","(19.0, 99998, 9998.5)","(2.2, 99998, 9998.5)","(2.6, 99998, 9998.5)"
12-01-2023 17:19:47.121053,"(12.0, 99998, 9998.5)","(7.0, 99998, 9998.5)","(41.0, 99998, 9998.5)","(10.0, 99998, 9998.5)","(19.0, 99998, 9998.5)","(2.2, 99998, 9998.5)","(2.6, 99998, 9998.5)"
12-01-2023 17:19:48.010721,"(12.0, 99998, 9998.5)","(7.0, 99998, 9998.5)","(41.0, 99998, 9998.5)","(10.0, 99998, 9998.5)","(19.0, 99998, 9998.5)","(2.2, 99998, 9998.5)","(2.6, 99998, 9998.5)"
12-01-2023 17:19:49.034823,"(12.0, 99998, 9998.5)","(7.0, 99998, 9998.5)","(41.0, 99998, 9998.5)","(10.0, 99998, 9998.5)","(19.0, 99998, 9998.5)","(2.2, 99998, 9998.5)","(2.6, 99998, 9998.5)"
12-01-2023 17:19:50.091164,"(12.0, 99998, 9998.5)","(7.0, 99998, 9998.5)","(41.0, 99998, 9998.5)","(10.0, 99998, 9998.5)","(19.0, 99998, 9998.5)","(2.2, 99998, 9998.5)","(2.6, 99998, 9998.5)"
12-01-2023 17:19:50.992422,"(12.0, 99998, 9998.5)","(7.0, 99998, 9998.5)","(41.0, 99998, 9998.5)","(10.0, 99998, 9998.5)","(19.0, 99998, 9998.5)","(2.2, 99998, 9998.5)","(2.6, 99998, 9998.5)"
12-01-2023 17:19:51.930907,"(12.0, 99998, 9998.5)","(7.0, 99998, 9998.5)","(41.0, 99998, 9998.5)","(10.0, 99998, 9998.5)","(19.0, 99998, 9998.5)","(2.2, 99998, 9998.5)","(2.6, 99998, 9998.5)"
12-01-2023 17:19:52.899850,"(12.0, 99998, 9998.5)","(7.0, 99998, 9998.5)","(41.0, 99998, 9998.5)","(10.0, 99998, 9998.5)","(19.0, 99998, 9998.5)","(2.2, 99998, 9998.5)","(2.6, 99998, 9998.5)"
12-01-2023 17:19:53.837658,"(12.0, 99998, 9998.5)","(7.0, 99998, 9998.5)","(41.0, 99998, 9998.5)","(10.0, 99998, 9998.5)","(19.0, 99998, 9998.5)","(2.2, 99998, 9998.5)","(2.6, 99998, 9998.5)"
