,Amuri Andy,Its Better,Anna Jem,Money Bags,Taieri Missile,Miss Adobe,Opawa Barns
05-01-2023 15:43:22.371077,"(3.4, 4.7, 4.024137931034483)","(3.2, 5.0, 4.383333333333333)","(4.2, 7.0, 4.975)","(17.0, 95.0, 86.27777777777777)","(10.0, 25.0, 14.333333333333332)","(21.0, 220.0, 92.71428571428571)","(3.8, 12.0, 7.342857142857143)"
05-01-2023 15:43:23.473429,"(3.4, 4.7, 4.024137931034483)","(3.2, 5.0, 4.383333333333333)","(4.2, 7.0, 4.975)","(17.0, 95.0, 86.27777777777777)","(10.0, 25.0, 14.333333333333332)","(21.0, 220.0, 92.71428571428571)","(3.8, 12.0, 7.342857142857143)"
05-01-2023 15:43:24.564126,"(3.4, 4.7, 4.024137931034483)","(3.2, 5.0, 4.159090909090909)","(4.2, 7.0, 4.975)","(17.0, 95.0, 86.27777777777777)","(10.0, 25.0, 14.333333333333332)","(21.0, 220.0, 92.71428571428571)","(3.8, 12.0, 7.342857142857143)"
05-01-2023 15:43:25.557732,"(3.4, 4.7, 4.024137931034483)","(3.2, 5.0, 4.159090909090909)","(4.2, 7.0, 4.975)","(17.0, 95.0, 86.27777777777777)","(10.0, 25.0, 14.333333333333332)","(21.0, 220.0, 92.71428571428571)","(3.8, 12.0, 7.342857142857143)"
05-01-2023 15:43:26.493737,"(3.4, 4.7, 4.024137931034483)","(3.2, 5.0, 4.159090909090909)","(4.2, 7.0, 4.975)","(17.0, 95.0, 86.27777777777777)","(10.0, 25.0, 14.333333333333332)","(21.0, 220.0, 92.71428571428571)","(3.8, 12.0, 7.342857142857143)"
05-01-2023 15:43:27.445231,"(3.4, 4.7, 4.35)","(3.2, 5.0, 4.383333333333333)","(4.2, 7.0, 4.975)","(17.0, 95.0, 86.27777777777777)","(10.0, 25.0, 14.333333333333332)","(21.0, 220.0, 92.71428571428571)","(3.8, 12.0, 7.342857142857143)"
05-01-2023 15:43:28.458411,"(3.4, 4.7, 4.35)","(3.2, 5.0, 4.383333333333333)","(4.2, 7.0, 4.975)","(17.0, 95.0, 86.27777777777777)","(10.0, 25.0, 14.333333333333332)","(21.0, 220.0, 92.71428571428571)","(3.8, 12.0, 7.342857142857143)"
05-01-2023 15:43:29.523378,"(3.4, 4.7, 4.35)","(3.2, 5.0, 4.159090909090909)","(4.2, 7.0, 4.975)","(17.0, 95.0, 86.27777777777777)","(10.0, 25.0, 14.333333333333332)","(21.0, 220.0, 92.71428571428571)","(3.8, 12.0, 7.342857142857143)"
05-01-2023 15:43:30.589488,"(3.4, 4.7, 4.35)","(3.2, 5.0, 4.159090909090909)","(4.2, 7.0, 4.975)","(17.0, 95.0, 86.27777777777777)","(10.0, 25.0, 14.333333333333332)","(21.0, 220.0, 92.71428571428571)","(3.8, 12.0, 7.342857142857143)"
05-01-2023 15:43:31.636531,"(3.4, 4.7, 4.35)","(3.2, 5.0, 4.159090909090909)","(4.2, 7.0, 4.975)","(17.0, 95.0, 86.27777777777777)","(10.0, 25.0, 14.333333333333332)","(21.0, 220.0, 92.71428571428571)","(3.8, 12.0, 7.342857142857143)"
05-01-2023 15:43:32.678294,"(3.4, 4.7, 3.711764705882353)","(3.2, 5.0, 4.383333333333333)","(4.2, 7.0, 4.975)","(17.0, 95.0, 86.27777777777777)","(10.0, 25.0, 22.333333333333332)","(21.0, 220.0, 92.71428571428571)","(3.8, 12.0, 7.342857142857143)"
05-01-2023 15:43:33.655076,"(3.4, 4.7, 3.711764705882353)","(3.2, 5.0, 4.383333333333333)","(4.2, 7.0, 4.975)","(17.0, 95.0, 86.27777777777777)","(10.0, 25.0, 22.333333333333332)","(21.0, 220.0, 92.71428571428571)","(3.8, 12.0, 7.342857142857143)"
05-01-2023 15:43:34.634954,"(3.3, 4.7, 3.711764705882353)","(3.2, 5.0, 4.383333333333333)","(4.4, 7.0, 4.975)","(18.0, 95.0, 86.27777777777777)","(10.0, 25.0, 22.333333333333332)","(26.0, 220.0, 92.71428571428571)","(3.8, 12.0, 7.342857142857143)"
05-01-2023 15:43:35.598751,"(3.3, 4.7, 3.711764705882353)","(3.2, 5.0, 4.159090909090909)","(4.4, 7.0, 4.975)","(18.0, 95.0, 86.27777777777777)","(10.0, 25.0, 22.333333333333332)","(26.0, 220.0, 92.71428571428571)","(3.8, 12.0, 7.342857142857143)"
05-01-2023 15:43:36.601873,"(3.3, 4.7, 3.711764705882353)","(3.2, 5.0, 4.159090909090909)","(4.4, 7.0, 4.975)","(18.0, 95.0, 64.8076923076923)","(10.0, 25.0, 22.333333333333332)","(26.0, 220.0, 92.71428571428571)","(3.8, 12.0, 7.342857142857143)"
05-01-2023 15:43:37.587048,"(3.3, 4.7, 3.711764705882353)","(3.2, 5.0, 4.159090909090909)","(4.4, 7.0, 4.975)","(18.0, 95.0, 64.8076923076923)","(10.0, 25.0, 22.333333333333332)","(26.0, 220.0, 179.5)","(3.8, 12.0, 8.56842105263158)"
05-01-2023 15:43:38.577322,"(3.3, 4.7, 3.711764705882353)","(3.2, 5.0, 4.383333333333333)","(4.4, 7.0, 4.975)","(18.0, 95.0, 64.8076923076923)","(10.0, 25.0, 22.333333333333332)","(26.0, 220.0, 179.5)","(3.8, 12.0, 8.56842105263158)"
05-01-2023 15:43:39.586877,"(3.3, 4.7, 3.711764705882353)","(3.2, 5.0, 4.383333333333333)","(4.4, 7.0, 4.975)","(18.0, 95.0, 46.25)","(10.0, 25.0, 20.485714285714284)","(26.0, 220.0, 58.81818181818182)","(3.8, 12.0, 8.56842105263158)"
05-01-2023 15:43:40.572891,"(3.3, 4.7, 3.711764705882353)","(3.2, 5.0, 4.159090909090909)","(4.4, 7.0, 4.975)","(18.0, 95.0, 46.25)","(10.0, 25.0, 20.485714285714284)","(26.0, 220.0, 58.81818181818182)","(3.8, 12.0, 8.56842105263158)"
05-01-2023 15:43:41.568373,"(3.3, 4.7, 3.711764705882353)","(3.2, 5.0, 4.159090909090909)","(4.4, 7.0, 4.975)","(18.0, 95.0, 46.25)","(10.0, 25.0, 18.53333333333333)","(26.0, 220.0, 58.81818181818182)","(3.8, 12.0, 8.56842105263158)"
05-01-2023 15:43:42.564610,"(3.3, 4.7, 3.711764705882353)","(3.2, 5.0, 4.159090909090909)","(4.4, 7.0, 4.975)","(18.0, 95.0, 46.25)","(10.0, 27.0, 19.08888888888889)","(26.0, 220.0, 58.81818181818182)","(3.8, 12.0, 8.56842105263158)"
05-01-2023 15:43:43.617569,"(3.3, 4.7, 3.711764705882353)","(3.2, 5.0, 4.159090909090909)","(4.4, 7.0, 4.975)","(18.0, 95.0, 46.25)","(10.0, 28.0, 22.62857142857143)","(26.0, 220.0, 58.81818181818182)","(3.8, 12.0, 8.56842105263158)"
05-01-2023 15:43:44.600500,"(3.3, 4.7, 3.711764705882353)","(3.2, 5.0, 4.159090909090909)","(4.4, 7.0, 4.975)","(18.0, 95.0, 46.25)","(10.0, 28.0, 22.62857142857143)","(26.0, 220.0, 58.81818181818182)","(3.8, 12.0, 8.56842105263158)"
05-01-2023 15:43:45.610357,"(3.3, 4.7, 3.711764705882353)","(3.2, 5.0, 4.159090909090909)","(4.4, 7.0, 4.975)","(18.0, 95.0, 46.25)","(10.0, 28.0, 22.62857142857143)","(26.0, 220.0, 58.81818181818182)","(3.8, 12.0, 8.56842105263158)"
05-01-2023 15:43:46.603056,"(3.3, 4.7, 3.711764705882353)","(3.2, 5.0, 4.159090909090909)","(4.4, 7.0, 4.975)","(18.0, 95.0, 46.25)","(10.0, 28.0, 24.9)","(26.0, 220.0, 58.81818181818182)","(3.8, 12.0, 8.56842105263158)"
05-01-2023 15:43:47.580767,"(3.3, 4.7, 3.711764705882353)","(3.2, 5.0, 4.159090909090909)","(4.4, 7.0, 4.975)","(18.0, 95.0, 46.25)","(10.0, 28.0, 24.9)","(26.0, 220.0, 58.81818181818182)","(3.8, 12.0, 8.56842105263158)"
05-01-2023 15:43:48.534942,"(3.3, 4.7, 3.711764705882353)","(3.2, 5.0, 4.159090909090909)","(4.4, 7.0, 4.975)","(18.0, 95.0, 46.25)","(10.0, 28.0, 24.9)","(26.0, 220.0, 58.81818181818182)","(3.8, 12.0, 8.56842105263158)"
05-01-2023 15:43:49.498367,"(3.3, 4.7, 3.711764705882353)","(3.2, 5.0, 4.159090909090909)","(4.4, 7.0, 4.975)","(18.0, 95.0, 46.25)","(10.0, 28.0, 24.9)","(26.0, 220.0, 58.81818181818182)","(3.8, 12.0, 8.56842105263158)"
05-01-2023 15:43:50.481961,"(3.3, 4.7, 3.711764705882353)","(3.2, 5.0, 4.159090909090909)","(4.4, 7.0, 4.975)","(18.0, 95.0, 46.25)","(10.0, 28.0, 26.309090909090912)","(26.0, 220.0, 58.81818181818182)","(3.8, 12.0, 8.56842105263158)"
05-01-2023 15:43:51.537184,"(3.3, 4.7, 3.711764705882353)","(3.2, 5.0, 4.159090909090909)","(4.4, 7.0, 4.975)","(18.0, 95.0, 39.285714285714285)","(10.0, 28.0, 24.9)","(26.0, 220.0, 94.0)","(3.8, 12.0, 8.56842105263158)"
05-01-2023 15:43:52.604310,"(3.3, 4.7, 3.711764705882353)","(3.2, 5.0, 4.159090909090909)","(4.4, 7.0, 4.975)","(18.0, 95.0, 62.70833333333333)","(10.0, 28.0, 15.733333333333333)","(26.0, 220.0, 94.0)","(3.8, 12.0, 8.56842105263158)"
05-01-2023 15:43:53.714414,"(3.3, 4.7, 3.711764705882353)","(3.2, 5.0, 4.159090909090909)","(4.4, 7.0, 4.975)","(18.0, 95.0, 62.70833333333333)","(10.0, 28.0, 15.733333333333333)","(26.0, 220.0, 94.0)","(3.8, 12.0, 8.56842105263158)"
05-01-2023 15:43:54.789964,"(3.3, 4.7, 3.711764705882353)","(3.2, 5.0, 4.159090909090909)","(4.4, 7.0, 4.975)","(18.0, 95.0, 62.70833333333333)","(10.0, 28.0, 15.733333333333333)","(26.0, 220.0, 94.0)","(3.8, 12.0, 8.56842105263158)"
05-01-2023 15:43:55.861881,"(3.3, 4.7, 3.711764705882353)","(3.2, 5.0, 4.159090909090909)","(4.4, 7.0, 4.975)","(18.0, 95.0, 62.70833333333333)","(10.0, 28.0, 15.733333333333333)","(26.0, 220.0, 94.0)","(3.8, 12.0, 8.56842105263158)"
05-01-2023 15:43:56.856517,"(3.3, 4.7, 3.711764705882353)","(3.2, 5.0, 4.159090909090909)","(4.4, 7.0, 4.975)","(19.0, 95.0, 62.70833333333333)","(10.0, 28.0, 15.733333333333333)","(26.0, 220.0, 94.0)","(3.8, 12.0, 8.56842105263158)"
05-01-2023 15:43:57.783663,"(3.3, 4.7, 3.711764705882353)","(3.2, 5.0, 4.159090909090909)","(4.4, 7.0, 4.975)","(19.0, 95.0, 62.70833333333333)","(10.0, 28.0, 15.733333333333333)","(26.0, 220.0, 94.0)","(3.8, 12.0, 8.56842105263158)"
05-01-2023 15:43:58.756140,"(3.3, 4.7, 3.711764705882353)","(3.2, 5.0, 4.159090909090909)","(4.4, 7.0, 4.975)","(19.0, 95.0, 62.70833333333333)","(10.0, 28.0, 15.733333333333333)","(26.0, 220.0, 94.0)","(3.8, 12.0, 8.56842105263158)"
05-01-2023 15:43:59.735878,"(3.3, 4.7, 3.711764705882353)","(3.2, 5.0, 4.159090909090909)","(4.4, 7.0, 4.975)","(19.0, 95.0, 62.70833333333333)","(10.0, 28.0, 15.733333333333333)","(26.0, 220.0, 94.0)","(3.8, 12.0, 8.56842105263158)"
05-01-2023 15:44:00.819688,"(3.3, 4.7, 3.711764705882353)","(3.2, 5.0, 4.159090909090909)","(4.4, 7.0, 4.975)","(19.0, 95.0, 62.70833333333333)","(10.0, 28.0, 15.733333333333333)","(26.0, 220.0, 94.0)","(3.8, 12.0, 8.56842105263158)"
05-01-2023 15:44:01.889819,"(3.3, 4.7, 3.711764705882353)","(3.2, 5.0, 4.159090909090909)","(4.4, 7.0, 4.975)","(19.0, 95.0, 62.70833333333333)","(10.0, 28.0, 15.733333333333333)","(26.0, 220.0, 60.45454545454545)","(3.8, 12.0, 8.56842105263158)"
05-01-2023 15:44:02.976129,"(3.3, 4.7, 3.5279069767441857)","(3.2, 5.0, 4.159090909090909)","(4.4, 7.0, 4.975)","(19.0, 95.0, 62.70833333333333)","(10.0, 28.0, 15.733333333333333)","(26.0, 220.0, 60.45454545454545)","(3.8, 12.0, 8.56842105263158)"
05-01-2023 15:44:03.993849,"(3.3, 4.7, 3.5279069767441857)","(3.2, 5.0, 4.159090909090909)","(4.4, 7.0, 4.975)","(19.0, 95.0, 62.70833333333333)","(10.0, 28.0, 15.733333333333333)","(26.0, 220.0, 60.45454545454545)","(3.8, 12.0, 8.56842105263158)"
05-01-2023 15:44:05.016857,"(3.3, 4.7, 3.5279069767441857)","(3.2, 5.0, 4.159090909090909)","(4.4, 7.0, 4.975)","(19.0, 95.0, 62.70833333333333)","(10.0, 28.0, 15.733333333333333)","(26.0, 220.0, 60.45454545454545)","(3.8, 12.0, 8.56842105263158)"
05-01-2023 15:44:05.952209,"(3.3, 4.7, 3.5969696969696967)","(3.2, 5.0, 4.383333333333333)","(4.4, 7.0, 4.975)","(19.0, 95.0, 62.70833333333333)","(10.0, 28.0, 15.733333333333333)","(26.0, 220.0, 60.45454545454545)","(3.8, 12.0, 8.56842105263158)"
05-01-2023 15:44:06.876860,"(3.3, 4.7, 3.5969696969696967)","(3.2, 5.0, 4.383333333333333)","(4.4, 7.0, 4.975)","(19.0, 95.0, 62.70833333333333)","(10.0, 28.0, 15.733333333333333)","(26.0, 220.0, 60.45454545454545)","(3.8, 12.0, 8.56842105263158)"
05-01-2023 15:44:07.868501,"(3.3, 4.6, 3.9499999999999997)","(3.2, 5.0, 4.383333333333333)","(4.4, 7.0, 4.975)","(19.0, 95.0, 62.70833333333333)","(10.0, 28.0, 15.733333333333333)","(26.0, 220.0, 60.45454545454545)","(3.8, 12.0, 8.56842105263158)"
05-01-2023 15:44:08.853344,"(3.3, 4.5, 3.9717391304347824)","(3.2, 5.0, 4.383333333333333)","(4.4, 7.0, 4.975)","(19.0, 95.0, 62.70833333333333)","(10.0, 28.0, 15.733333333333333)","(26.0, 220.0, 60.45454545454545)","(3.8, 12.0, 8.56842105263158)"
05-01-2023 15:44:09.896805,"(3.3, 4.5, 3.9717391304347824)","(3.2, 5.0, 4.383333333333333)","(4.4, 7.0, 4.975)","(19.0, 95.0, 62.70833333333333)","(10.0, 28.0, 15.733333333333333)","(26.0, 220.0, 60.45454545454545)","(3.8, 12.0, 8.56842105263158)"
05-01-2023 15:44:10.902428,"(3.3, 4.5, 3.9717391304347824)","(3.2, 5.0, 4.383333333333333)","(4.4, 7.0, 4.975)","(19.0, 95.0, 62.70833333333333)","(10.0, 28.0, 15.733333333333333)","(26.0, 220.0, 60.45454545454545)","(3.8, 12.0, 8.56842105263158)"
05-01-2023 15:44:11.969533,"(3.3, 4.7, 3.7364864864864864)","(3.2, 5.0, 4.383333333333333)","(4.4, 7.0, 4.975)","(19.0, 95.0, 62.70833333333333)","(10.0, 28.0, 15.733333333333333)","(26.0, 220.0, 60.45454545454545)","(3.8, 12.0, 8.56842105263158)"
05-01-2023 15:44:12.974845,"(3.3, 4.7, 3.7364864864864864)","(3.2, 5.0, 4.383333333333333)","(4.4, 7.0, 4.975)","(19.0, 95.0, 62.70833333333333)","(10.0, 28.0, 15.733333333333333)","(26.0, 220.0, 85.6923076923077)","(3.8, 12.0, 8.56842105263158)"
05-01-2023 15:44:14.008875,"(3.3, 4.7, 3.7364864864864864)","(3.2, 5.0, 4.383333333333333)","(4.4, 7.0, 4.975)","(19.0, 95.0, 62.70833333333333)","(10.0, 28.0, 15.733333333333333)","(26.0, 220.0, 85.6923076923077)","(3.8, 12.0, 8.56842105263158)"
05-01-2023 15:44:15.048652,"(3.3, 4.7, 3.7364864864864864)","(3.2, 5.0, 4.383333333333333)","(4.4, 7.0, 4.975)","(19.0, 95.0, 62.70833333333333)","(10.0, 28.0, 15.733333333333333)","(26.0, 220.0, 85.6923076923077)","(3.8, 12.0, 8.56842105263158)"
05-01-2023 15:44:16.005305,"(3.3, 4.7, 3.7364864864864864)","(3.2, 5.0, 4.383333333333333)","(4.4, 7.0, 4.975)","(19.0, 95.0, 62.70833333333333)","(10.0, 28.0, 15.733333333333333)","(26.0, 220.0, 85.6923076923077)","(3.8, 12.0, 8.56842105263158)"
05-01-2023 15:44:16.965671,"(3.3, 4.7, 3.7364864864864864)","(3.2, 5.0, 4.383333333333333)","(4.4, 7.0, 4.975)","(19.0, 95.0, 62.70833333333333)","(10.0, 28.0, 15.733333333333333)","(26.0, 220.0, 85.6923076923077)","(3.8, 12.0, 8.56842105263158)"
05-01-2023 15:44:17.949759,"(3.3, 4.7, 3.7364864864864864)","(3.2, 5.0, 4.383333333333333)","(4.4, 7.0, 4.975)","(19.0, 95.0, 62.70833333333333)","(10.0, 28.0, 15.733333333333333)","(26.0, 220.0, 85.6923076923077)","(3.8, 12.0, 8.56842105263158)"
05-01-2023 15:44:18.944472,"(3.3, 4.7, 3.7364864864864864)","(3.2, 4.9, 4.050000000000001)","(4.4, 7.0, 4.975)","(19.0, 95.0, 62.70833333333333)","(10.0, 28.0, 15.733333333333333)","(26.0, 220.0, 85.6923076923077)","(3.8, 12.0, 8.56842105263158)"
05-01-2023 15:44:19.936790,"(3.3, 4.7, 3.7364864864864864)","(3.2, 4.8, 4.072727272727272)","(4.4, 7.0, 4.975)","(19.0, 95.0, 62.70833333333333)","(10.0, 28.0, 15.733333333333333)","(26.0, 220.0, 85.6923076923077)","(3.8, 12.0, 8.56842105263158)"
05-01-2023 15:44:20.948456,"(3.3, 4.7, 3.7364864864864864)","(3.2, 4.8, 4.266666666666667)","(4.4, 7.0, 4.975)","(19.0, 95.0, 62.70833333333333)","(10.0, 28.0, 15.733333333333333)","(26.0, 220.0, 85.6923076923077)","(3.8, 12.0, 8.56842105263158)"
05-01-2023 15:44:21.850835,"(3.3, 4.7, 3.7364864864864864)","(3.2, 4.8, 4.266666666666667)","(4.4, 7.0, 4.975)","(19.0, 95.0, 62.70833333333333)","(10.0, 28.0, 15.733333333333333)","(26.0, 220.0, 85.6923076923077)","(3.8, 12.0, 8.56842105263158)"
05-01-2023 15:44:22.829499,"(3.3, 4.7, 3.7364864864864864)","(3.2, 4.8, 4.266666666666667)","(4.4, 7.0, 4.975)","(19.0, 95.0, 62.70833333333333)","(10.0, 28.0, 15.733333333333333)","(26.0, 220.0, 85.6923076923077)","(3.8, 12.0, 8.56842105263158)"
05-01-2023 15:44:23.860809,"(3.3, 4.7, 3.7364864864864864)","(3.2, 4.8, 4.266666666666667)","(4.4, 7.0, 4.975)","(19.0, 95.0, 62.70833333333333)","(10.0, 28.0, 15.733333333333333)","(26.0, 220.0, 85.6923076923077)","(3.8, 12.0, 8.56842105263158)"
05-01-2023 15:44:24.940790,"(3.3, 4.7, 3.7364864864864864)","(3.2, 4.8, 4.266666666666667)","(4.4, 7.0, 4.975)","(19.0, 95.0, 62.70833333333333)","(10.0, 28.0, 15.733333333333333)","(26.0, 220.0, 85.6923076923077)","(3.8, 12.0, 8.56842105263158)"
05-01-2023 15:44:26.034529,"(3.3, 4.7, 3.7364864864864864)","(3.2, 4.8, 4.266666666666667)","(4.4, 7.0, 4.975)","(19.0, 95.0, 62.70833333333333)","(10.0, 28.0, 15.733333333333333)","(26.0, 220.0, 85.6923076923077)","(3.8, 12.0, 8.56842105263158)"
05-01-2023 15:44:27.148443,"(3.3, 4.7, 3.7364864864864864)","(3.2, 4.8, 4.266666666666667)","(4.4, 7.0, 4.975)","(19.0, 95.0, 62.70833333333333)","(10.0, 28.0, 15.733333333333333)","(26.0, 220.0, 85.6923076923077)","(3.8, 12.0, 8.56842105263158)"
05-01-2023 15:44:28.215882,"(3.3, 4.7, 3.7364864864864864)","(3.2, 4.8, 4.266666666666667)","(4.4, 7.0, 4.975)","(19.0, 95.0, 62.70833333333333)","(10.0, 28.0, 15.733333333333333)","(26.0, 220.0, 85.6923076923077)","(3.8, 12.0, 8.56842105263158)"
05-01-2023 15:44:29.268605,"(3.3, 4.7, 3.9077777777777776)","(3.2, 4.8, 4.266666666666667)","(4.4, 7.0, 4.975)","(19.0, 95.0, 62.70833333333333)","(10.0, 28.0, 15.733333333333333)","(26.0, 220.0, 85.6923076923077)","(3.8, 12.0, 8.56842105263158)"
05-01-2023 15:44:30.260468,"(3.3, 4.7, 3.9077777777777776)","(3.2, 4.8, 4.4)","(4.4, 7.0, 4.975)","(19.0, 95.0, 62.70833333333333)","(10.0, 28.0, 15.733333333333333)","(26.0, 220.0, 85.6923076923077)","(3.8, 12.0, 8.56842105263158)"
05-01-2023 15:44:31.212848,"(3.3, 4.7, 3.9077777777777776)","(3.2, 4.8, 4.4)","(4.4, 7.0, 4.975)","(19.0, 95.0, 62.70833333333333)","(10.0, 28.0, 15.733333333333333)","(26.0, 220.0, 85.6923076923077)","(3.8, 12.0, 8.56842105263158)"
05-01-2023 15:44:32.191308,"(3.3, 4.7, 3.9077777777777776)","(3.2, 4.8, 4.4)","(4.4, 7.0, 4.975)","(19.0, 95.0, 62.70833333333333)","(10.0, 28.0, 15.733333333333333)","(26.0, 220.0, 85.6923076923077)","(3.8, 12.0, 8.56842105263158)"
05-01-2023 15:44:33.155592,"(3.3, 4.7, 3.9077777777777776)","(3.2, 4.8, 4.4)","(4.4, 7.0, 4.975)","(19.0, 95.0, 62.70833333333333)","(10.0, 28.0, 15.733333333333333)","(26.0, 220.0, 85.6923076923077)","(3.8, 12.0, 8.56842105263158)"
05-01-2023 15:44:34.192136,"(3.3, 4.7, 3.9077777777777776)","(3.2, 4.8, 4.4)","(4.4, 7.0, 4.975)","(19.0, 95.0, 62.70833333333333)","(10.0, 28.0, 15.733333333333333)","(26.0, 220.0, 85.6923076923077)","(3.8, 12.0, 8.56842105263158)"
05-01-2023 15:44:35.228015,"(3.3, 4.7, 3.9077777777777776)","(3.2, 4.8, 4.4)","(4.4, 7.0, 4.975)","(19.0, 95.0, 62.70833333333333)","(10.0, 28.0, 15.733333333333333)","(26.0, 220.0, 85.6923076923077)","(3.8, 12.0, 8.56842105263158)"
05-01-2023 15:44:36.244073,"(3.3, 4.7, 3.9077777777777776)","(3.2, 4.8, 4.4)","(4.4, 7.0, 4.975)","(19.0, 95.0, 62.70833333333333)","(10.0, 28.0, 15.733333333333333)","(26.0, 220.0, 85.6923076923077)","(3.8, 12.0, 8.56842105263158)"
05-01-2023 15:44:37.184808,"(3.3, 4.7, 3.9077777777777776)","(3.2, 4.8, 4.4)","(4.4, 7.0, 4.975)","(19.0, 95.0, 62.70833333333333)","(10.0, 28.0, 15.733333333333333)","(26.0, 220.0, 85.6923076923077)","(3.8, 12.0, 8.56842105263158)"
05-01-2023 15:44:38.154900,"(3.3, 4.7, 3.9077777777777776)","(3.2, 4.8, 4.4)","(4.4, 7.0, 4.975)","(19.0, 95.0, 62.70833333333333)","(10.0, 28.0, 15.733333333333333)","(26.0, 220.0, 85.6923076923077)","(3.8, 12.0, 8.56842105263158)"
05-01-2023 15:44:39.163947,"(3.3, 4.7, 3.9077777777777776)","(3.2, 4.8, 4.228571428571429)","(4.4, 7.0, 4.975)","(19.0, 95.0, 62.70833333333333)","(10.0, 28.0, 15.733333333333333)","(26.0, 220.0, 85.6923076923077)","(3.8, 12.0, 8.56842105263158)"
05-01-2023 15:44:40.202148,"(3.3, 4.7, 3.9077777777777776)","(3.2, 4.8, 4.228571428571429)","(4.4, 7.0, 4.975)","(19.0, 95.0, 62.70833333333333)","(10.0, 28.0, 15.733333333333333)","(26.0, 220.0, 85.6923076923077)","(3.8, 12.0, 8.56842105263158)"
05-01-2023 15:44:41.289670,"(3.3, 4.7, 3.9077777777777776)","(3.2, 4.8, 4.228571428571429)","(4.4, 7.0, 4.975)","(19.0, 95.0, 62.70833333333333)","(10.0, 28.0, 15.733333333333333)","(26.0, 220.0, 85.6923076923077)","(3.8, 12.0, 8.56842105263158)"
05-01-2023 15:44:42.379744,"(3.3, 4.7, 3.9077777777777776)","(3.2, 4.8, 3.911111111111111)","(4.4, 7.0, 4.975)","(19.0, 95.0, 62.70833333333333)","(10.0, 28.0, 15.733333333333333)","(26.0, 220.0, 85.6923076923077)","(3.8, 12.0, 8.56842105263158)"
05-01-2023 15:44:43.419770,"(3.3, 4.7, 3.9077777777777776)","(3.2, 4.8, 3.911111111111111)","(4.4, 7.0, 4.975)","(19.0, 95.0, 62.70833333333333)","(10.0, 28.0, 15.733333333333333)","(26.0, 220.0, 85.6923076923077)","(3.8, 12.0, 8.56842105263158)"
05-01-2023 15:44:44.360733,"(3.3, 4.7, 3.9077777777777776)","(3.2, 4.8, 3.911111111111111)","(4.4, 7.0, 4.975)","(19.0, 95.0, 62.70833333333333)","(10.0, 28.0, 15.733333333333333)","(26.0, 220.0, 85.6923076923077)","(3.8, 12.0, 8.56842105263158)"
05-01-2023 15:44:45.287472,"(3.3, 4.7, 3.9077777777777776)","(3.2, 4.8, 3.911111111111111)","(4.4, 7.0, 4.975)","(19.0, 95.0, 62.70833333333333)","(10.0, 28.0, 15.733333333333333)","(26.0, 220.0, 85.6923076923077)","(3.8, 12.0, 8.56842105263158)"
05-01-2023 15:44:46.232919,"(3.3, 4.7, 3.9077777777777776)","(3.2, 4.8, 3.911111111111111)","(4.4, 7.0, 4.975)","(19.0, 95.0, 62.70833333333333)","(10.0, 28.0, 15.733333333333333)","(26.0, 220.0, 85.6923076923077)","(3.8, 12.0, 8.56842105263158)"
05-01-2023 15:44:47.215406,"(3.3, 4.7, 3.9077777777777776)","(3.2, 4.8, 3.911111111111111)","(4.4, 7.0, 4.975)","(19.0, 95.0, 62.70833333333333)","(10.0, 28.0, 15.733333333333333)","(26.0, 220.0, 85.6923076923077)","(3.8, 12.0, 8.56842105263158)"
05-01-2023 15:44:48.251614,"(3.3, 4.7, 3.9077777777777776)","(3.2, 4.8, 3.911111111111111)","(4.4, 7.0, 4.975)","(19.0, 95.0, 62.70833333333333)","(10.0, 28.0, 15.733333333333333)","(26.0, 220.0, 85.6923076923077)","(3.8, 12.0, 8.56842105263158)"
05-01-2023 15:44:49.269522,"(3.3, 4.7, 3.9077777777777776)","(3.2, 4.8, 3.911111111111111)","(4.4, 7.0, 4.975)","(19.0, 95.0, 62.70833333333333)","(10.0, 28.0, 15.733333333333333)","(26.0, 220.0, 85.6923076923077)","(3.8, 12.0, 8.56842105263158)"
05-01-2023 15:44:50.309112,"(3.3, 4.7, 3.9077777777777776)","(3.2, 4.8, 3.911111111111111)","(4.4, 7.0, 4.975)","(19.0, 95.0, 62.70833333333333)","(10.0, 28.0, 16.066666666666666)","(26.0, 220.0, 85.6923076923077)","(3.8, 12.0, 8.56842105263158)"
05-01-2023 15:44:51.246433,"(3.3, 4.6, 4.179032258064516)","(3.2, 4.8, 3.911111111111111)","(4.4, 7.0, 4.975)","(19.0, 95.0, 62.70833333333333)","(10.0, 29.0, 16.066666666666666)","(26.0, 220.0, 85.6923076923077)","(3.8, 12.0, 8.56842105263158)"
05-01-2023 15:44:52.204459,"(3.3, 4.6, 4.179032258064516)","(3.2, 4.8, 3.911111111111111)","(4.4, 7.0, 4.975)","(19.0, 95.0, 72.20588235294117)","(10.0, 29.0, 16.066666666666666)","(26.0, 220.0, 95.28571428571429)","(3.8, 12.0, 8.56842105263158)"
05-01-2023 15:44:53.144864,"(3.3, 4.6, 4.179032258064516)","(3.2, 4.8, 3.911111111111111)","(4.4, 7.0, 4.975)","(19.0, 95.0, 72.20588235294117)","(10.0, 29.0, 16.066666666666666)","(26.0, 220.0, 95.28571428571429)","(3.8, 12.0, 8.56842105263158)"
