,Amuri Andy,Its Better,Anna Jem,Money Bags,Taieri Missile,Miss Adobe,Opawa Barns
05-01-2023 15:35:12.678295,"(3.4, 5.1, 4.739024390243902)","(3.4, 5.1, 4.728571428571428)","(4.2, 7.0, 6.491935483870968)","(16.0, 150.0, 107.65625)","(9.0, 22.0, 21.36190476190476)","(21.0, 220.0, 92.71428571428571)","(3.7, 12.5, 7.859999999999999)"
05-01-2023 15:35:13.714014,"(3.4, 5.1, 4.739024390243902)","(3.4, 5.1, 4.728571428571428)","(4.2, 7.0, 6.491935483870968)","(16.0, 150.0, 107.65625)","(9.0, 22.0, 21.36190476190476)","(21.0, 220.0, 92.71428571428571)","(3.7, 12.5, 7.859999999999999)"
05-01-2023 15:35:14.628722,"(3.4, 5.1, 4.739024390243902)","(3.4, 5.1, 4.728571428571428)","(4.2, 7.0, 6.491935483870968)","(16.0, 150.0, 107.65625)","(9.0, 22.0, 21.36190476190476)","(21.0, 220.0, 92.71428571428571)","(3.7, 12.5, 7.859999999999999)"
05-01-2023 15:35:15.601725,"(3.4, 5.1, 4.739024390243902)","(3.4, 5.1, 4.728571428571428)","(4.2, 7.0, 6.491935483870968)","(16.0, 150.0, 107.65625)","(9.0, 22.0, 21.36190476190476)","(21.0, 220.0, 92.71428571428571)","(3.7, 12.5, 7.859999999999999)"
05-01-2023 15:35:16.539638,"(3.4, 5.1, 4.739024390243902)","(3.4, 5.1, 4.728571428571428)","(4.2, 7.0, 6.491935483870968)","(16.0, 150.0, 107.65625)","(9.0, 22.0, 21.36190476190476)","(21.0, 220.0, 92.71428571428571)","(3.7, 12.5, 7.859999999999999)"
05-01-2023 15:35:17.545687,"(3.4, 5.1, 4.739024390243902)","(3.4, 5.1, 4.728571428571428)","(4.2, 7.0, 6.491935483870968)","(16.0, 150.0, 107.65625)","(9.0, 22.0, 21.36190476190476)","(21.0, 220.0, 92.71428571428571)","(3.7, 12.5, 7.859999999999999)"
05-01-2023 15:35:18.601259,"(3.4, 5.1, 4.739024390243902)","(3.4, 5.1, 4.728571428571428)","(4.2, 7.0, 6.491935483870968)","(16.0, 150.0, 107.65625)","(9.0, 22.0, 21.36190476190476)","(21.0, 220.0, 92.71428571428571)","(3.7, 12.5, 7.859999999999999)"
05-01-2023 15:35:19.615192,"(3.4, 5.1, 4.739024390243902)","(3.4, 5.1, 4.728571428571428)","(4.2, 7.0, 6.491935483870968)","(16.0, 150.0, 107.65625)","(9.0, 22.0, 21.36190476190476)","(21.0, 220.0, 92.71428571428571)","(3.7, 12.5, 7.859999999999999)"
05-01-2023 15:35:20.632718,"(3.4, 5.1, 4.739024390243902)","(3.4, 5.1, 4.728571428571428)","(4.2, 7.0, 6.491935483870968)","(16.0, 150.0, 107.65625)","(9.0, 22.0, 21.36190476190476)","(21.0, 220.0, 92.71428571428571)","(3.7, 12.5, 7.859999999999999)"
05-01-2023 15:35:21.563050,"(3.4, 5.1, 4.739024390243902)","(3.4, 5.1, 4.728571428571428)","(4.2, 7.0, 6.491935483870968)","(16.0, 150.0, 107.65625)","(9.0, 22.0, 21.36190476190476)","(21.0, 220.0, 92.71428571428571)","(3.7, 12.5, 9.491304347826087)"
05-01-2023 15:35:22.763568,"(3.4, 5.1, 4.739024390243902)","(3.4, 5.1, 4.728571428571428)","(4.2, 7.0, 5.45)","(16.0, 150.0, 107.65625)","(9.0, 22.0, 21.36190476190476)","(21.0, 220.0, 92.71428571428571)","(3.7, 12.5, 9.491304347826087)"
05-01-2023 15:35:23.702198,"(3.4, 5.1, 4.739024390243902)","(3.4, 5.1, 4.728571428571428)","(4.2, 7.0, 5.45)","(16.0, 150.0, 107.65625)","(9.0, 22.0, 21.36190476190476)","(21.0, 220.0, 92.71428571428571)","(3.7, 12.5, 9.491304347826087)"
05-01-2023 15:35:24.662816,"(3.4, 5.1, 4.739024390243902)","(3.4, 5.1, 4.728571428571428)","(4.2, 7.0, 5.45)","(16.0, 150.0, 107.65625)","(9.0, 22.0, 21.36190476190476)","(21.0, 220.0, 92.71428571428571)","(3.7, 12.5, 9.491304347826087)"
05-01-2023 15:35:25.666566,"(3.4, 5.1, 4.739024390243902)","(3.4, 5.1, 4.728571428571428)","(4.2, 7.0, 5.45)","(16.0, 150.0, 107.65625)","(9.0, 22.0, 21.36190476190476)","(21.0, 220.0, 92.71428571428571)","(3.7, 12.5, 9.491304347826087)"
05-01-2023 15:35:26.600576,"(3.4, 5.1, 4.739024390243902)","(3.4, 5.1, 4.728571428571428)","(4.2, 7.0, 5.45)","(16.0, 150.0, 107.65625)","(9.0, 22.0, 21.36190476190476)","(21.0, 220.0, 92.71428571428571)","(3.7, 12.5, 9.491304347826087)"
05-01-2023 15:35:27.656671,"(3.4, 5.1, 4.739024390243902)","(3.4, 5.1, 4.728571428571428)","(4.2, 7.0, 5.45)","(16.0, 150.0, 107.65625)","(9.0, 22.0, 21.36190476190476)","(21.0, 220.0, 92.71428571428571)","(3.7, 12.5, 9.491304347826087)"
05-01-2023 15:35:28.677587,"(3.4, 5.1, 4.739024390243902)","(3.4, 5.1, 4.728571428571428)","(4.2, 7.0, 5.45)","(16.0, 150.0, 107.65625)","(9.0, 22.0, 21.36190476190476)","(21.0, 220.0, 92.71428571428571)","(3.7, 12.5, 9.491304347826087)"
05-01-2023 15:35:29.707803,"(3.4, 5.1, 4.739024390243902)","(3.4, 5.1, 4.728571428571428)","(4.2, 7.0, 5.45)","(16.0, 150.0, 107.65625)","(9.0, 22.0, 21.36190476190476)","(21.0, 220.0, 92.71428571428571)","(3.7, 12.5, 9.491304347826087)"
05-01-2023 15:35:31.002846,"(3.4, 5.1, 4.739024390243902)","(3.4, 5.1, 4.728571428571428)","(4.2, 7.0, 5.45)","(16.0, 150.0, 107.65625)","(9.0, 22.0, 21.36190476190476)","(21.0, 220.0, 92.71428571428571)","(3.7, 12.5, 9.491304347826087)"
05-01-2023 15:35:32.148148,"(3.4, 5.1, 4.739024390243902)","(3.4, 5.1, 4.728571428571428)","(4.2, 7.0, 5.45)","(16.0, 150.0, 107.65625)","(9.0, 22.0, 21.36190476190476)","(21.0, 220.0, 92.71428571428571)","(3.7, 12.5, 9.491304347826087)"
05-01-2023 15:35:33.168417,"(3.4, 5.1, 4.739024390243902)","(3.4, 5.1, 4.728571428571428)","(4.2, 7.0, 5.45)","(16.0, 150.0, 107.65625)","(9.0, 22.0, 21.36190476190476)","(21.0, 220.0, 92.71428571428571)","(3.7, 12.5, 9.491304347826087)"
05-01-2023 15:35:34.146454,"(3.4, 5.1, 4.739024390243902)","(3.4, 5.1, 4.728571428571428)","(4.2, 7.0, 5.45)","(16.0, 150.0, 107.65625)","(9.0, 22.0, 21.36190476190476)","(21.0, 220.0, 92.71428571428571)","(3.7, 12.5, 9.491304347826087)"
05-01-2023 15:35:35.123765,"(3.4, 5.1, 4.739024390243902)","(3.4, 5.1, 4.728571428571428)","(4.2, 7.0, 5.45)","(16.0, 150.0, 107.65625)","(9.0, 22.0, 21.36190476190476)","(21.0, 220.0, 92.71428571428571)","(3.7, 12.5, 8.677777777777777)"
05-01-2023 15:35:36.065880,"(3.4, 5.1, 4.739024390243902)","(3.4, 5.1, 4.728571428571428)","(4.2, 7.0, 5.45)","(16.0, 150.0, 107.65625)","(9.0, 22.0, 21.36190476190476)","(21.0, 220.0, 92.71428571428571)","(3.7, 12.5, 8.677777777777777)"
05-01-2023 15:35:36.982937,"(3.4, 5.1, 4.739024390243902)","(3.4, 5.1, 4.728571428571428)","(4.2, 7.0, 5.45)","(16.0, 150.0, 107.65625)","(9.0, 22.0, 21.36190476190476)","(21.0, 220.0, 92.71428571428571)","(3.7, 12.5, 8.677777777777777)"
05-01-2023 15:35:37.927512,"(3.4, 5.1, 4.739024390243902)","(3.4, 5.1, 4.728571428571428)","(4.2, 7.0, 5.45)","(16.0, 150.0, 107.65625)","(9.0, 22.0, 21.36190476190476)","(21.0, 220.0, 92.71428571428571)","(3.7, 12.5, 8.677777777777777)"
05-01-2023 15:35:38.867307,"(3.4, 5.1, 4.739024390243902)","(3.4, 5.1, 4.728571428571428)","(4.2, 7.0, 5.45)","(16.0, 150.0, 107.65625)","(9.0, 22.0, 21.36190476190476)","(21.0, 220.0, 92.71428571428571)","(3.7, 12.5, 8.677777777777777)"
05-01-2023 15:35:39.838853,"(3.4, 5.1, 4.739024390243902)","(3.4, 5.1, 4.728571428571428)","(4.2, 7.0, 5.45)","(16.0, 150.0, 107.65625)","(9.0, 22.0, 21.36190476190476)","(21.0, 220.0, 92.71428571428571)","(3.7, 12.5, 8.677777777777777)"
05-01-2023 15:35:40.870804,"(3.4, 5.1, 4.739024390243902)","(3.4, 5.1, 4.728571428571428)","(4.2, 7.0, 5.45)","(16.0, 150.0, 107.65625)","(9.0, 22.0, 21.36190476190476)","(21.0, 220.0, 92.71428571428571)","(3.7, 12.5, 8.677777777777777)"
05-01-2023 15:35:41.858838,"(3.4, 5.1, 4.739024390243902)","(3.4, 5.1, 4.728571428571428)","(4.2, 7.0, 5.45)","(16.0, 150.0, 107.65625)","(9.0, 22.0, 21.36190476190476)","(21.0, 220.0, 92.71428571428571)","(3.7, 12.5, 8.677777777777777)"
05-01-2023 15:35:42.931982,"(3.4, 5.1, 4.739024390243902)","(3.4, 5.1, 4.728571428571428)","(4.2, 7.0, 5.45)","(16.0, 150.0, 107.65625)","(9.0, 22.0, 21.36190476190476)","(21.0, 220.0, 92.71428571428571)","(3.7, 12.5, 8.677777777777777)"
05-01-2023 15:35:44.285884,"(3.4, 5.1, 4.739024390243902)","(3.4, 5.0, 4.647619047619047)","(4.2, 7.0, 5.45)","(16.0, 150.0, 107.65625)","(9.0, 22.0, 21.36190476190476)","(21.0, 220.0, 92.71428571428571)","(3.7, 12.5, 8.677777777777777)"
05-01-2023 15:35:45.344318,"(3.4, 5.1, 4.739024390243902)","(3.4, 5.0, 4.647619047619047)","(4.2, 7.0, 5.45)","(16.0, 150.0, 107.65625)","(9.0, 22.0, 21.36190476190476)","(21.0, 220.0, 92.71428571428571)","(3.7, 12.5, 8.677777777777777)"
05-01-2023 15:35:46.339719,"(3.4, 5.1, 4.739024390243902)","(3.4, 5.0, 4.647619047619047)","(4.2, 7.0, 5.45)","(16.0, 150.0, 107.65625)","(9.0, 22.0, 21.36190476190476)","(21.0, 220.0, 92.71428571428571)","(3.7, 12.5, 8.677777777777777)"
05-01-2023 15:35:47.423167,"(3.4, 5.1, 4.739024390243902)","(3.4, 5.0, 4.647619047619047)","(4.2, 7.0, 5.45)","(16.0, 150.0, 107.65625)","(9.0, 22.0, 21.36190476190476)","(21.0, 220.0, 92.71428571428571)","(3.7, 12.5, 8.677777777777777)"
05-01-2023 15:35:48.533381,"(3.4, 5.1, 4.739024390243902)","(3.4, 5.0, 4.647619047619047)","(4.2, 7.0, 5.45)","(16.0, 150.0, 107.65625)","(9.0, 22.0, 21.36190476190476)","(21.0, 220.0, 92.71428571428571)","(3.7, 12.5, 8.677777777777777)"
05-01-2023 15:35:49.622917,"(3.4, 5.1, 4.739024390243902)","(3.4, 5.0, 4.647619047619047)","(4.2, 7.0, 5.45)","(16.0, 150.0, 107.65625)","(9.0, 22.0, 21.36190476190476)","(21.0, 220.0, 92.71428571428571)","(3.7, 12.5, 8.677777777777777)"
05-01-2023 15:35:50.677111,"(3.4, 5.1, 4.739024390243902)","(3.4, 5.0, 4.647619047619047)","(4.2, 7.0, 5.45)","(16.0, 150.0, 107.65625)","(9.0, 22.0, 21.36190476190476)","(21.0, 220.0, 92.71428571428571)","(3.7, 12.5, 7.94)"
05-01-2023 15:35:51.684599,"(3.4, 5.1, 4.739024390243902)","(3.4, 5.0, 4.647619047619047)","(4.2, 7.0, 5.45)","(16.0, 150.0, 107.65625)","(9.0, 22.0, 21.36190476190476)","(21.0, 220.0, 92.71428571428571)","(3.7, 12.5, 7.94)"
05-01-2023 15:35:52.769247,"(3.4, 5.1, 4.14)","(3.4, 5.0, 4.04)","(4.2, 7.0, 5.45)","(16.0, 150.0, 107.65625)","(9.0, 22.0, 21.36190476190476)","(21.0, 220.0, 92.71428571428571)","(3.7, 12.5, 7.94)"
05-01-2023 15:35:53.758973,"(3.4, 5.1, 4.14)","(3.4, 5.0, 4.04)","(4.2, 7.0, 5.45)","(16.0, 150.0, 107.65625)","(9.0, 22.0, 21.36190476190476)","(21.0, 220.0, 92.71428571428571)","(3.7, 12.5, 7.94)"
05-01-2023 15:35:54.787405,"(3.4, 5.1, 4.14)","(3.4, 5.0, 4.04)","(4.2, 7.0, 5.45)","(16.0, 150.0, 107.65625)","(9.0, 22.0, 21.36190476190476)","(21.0, 220.0, 92.71428571428571)","(3.7, 12.5, 7.94)"
05-01-2023 15:35:55.788972,"(3.4, 5.1, 4.14)","(3.4, 5.0, 4.04)","(4.2, 7.0, 5.45)","(16.0, 150.0, 107.65625)","(9.0, 22.0, 21.36190476190476)","(21.0, 220.0, 92.71428571428571)","(3.7, 12.5, 7.94)"
05-01-2023 15:35:56.944122,"(3.4, 5.1, 4.14)","(3.4, 5.0, 4.04)","(4.2, 7.0, 5.45)","(16.0, 150.0, 107.65625)","(9.0, 22.0, 21.36190476190476)","(21.0, 220.0, 92.71428571428571)","(3.7, 12.5, 7.94)"
05-01-2023 15:35:58.042071,"(3.4, 5.1, 4.14)","(3.4, 5.0, 4.04)","(4.2, 7.0, 5.45)","(16.0, 150.0, 107.65625)","(9.0, 22.0, 21.36190476190476)","(21.0, 220.0, 92.71428571428571)","(3.7, 12.5, 7.94)"
05-01-2023 15:35:59.107877,"(3.4, 5.1, 4.14)","(3.4, 5.0, 4.04)","(4.2, 7.0, 6.581081081081081)","(16.0, 150.0, 107.65625)","(9.0, 22.0, 21.36190476190476)","(21.0, 220.0, 92.71428571428571)","(3.7, 12.5, 7.94)"
05-01-2023 15:36:00.166975,"(3.4, 5.1, 4.14)","(3.4, 5.0, 4.04)","(4.2, 7.0, 6.581081081081081)","(16.0, 150.0, 107.65625)","(9.0, 22.0, 21.36190476190476)","(21.0, 220.0, 92.71428571428571)","(3.7, 12.5, 7.94)"
05-01-2023 15:36:01.228216,"(3.4, 5.1, 4.14)","(3.4, 5.0, 4.04)","(4.2, 7.0, 5.729166666666667)","(16.0, 150.0, 107.65625)","(9.0, 22.0, 21.36190476190476)","(21.0, 220.0, 92.71428571428571)","(3.7, 12.5, 7.94)"
05-01-2023 15:36:02.240434,"(3.4, 5.1, 4.14)","(3.4, 5.0, 4.04)","(4.2, 7.0, 5.729166666666667)","(16.0, 150.0, 107.65625)","(9.0, 22.0, 21.36190476190476)","(21.0, 220.0, 92.71428571428571)","(3.7, 12.5, 7.94)"
05-01-2023 15:36:03.252792,"(3.4, 5.1, 4.14)","(3.4, 5.0, 4.04)","(4.2, 7.0, 5.729166666666667)","(16.0, 150.0, 107.65625)","(9.0, 22.0, 21.36190476190476)","(21.0, 220.0, 92.71428571428571)","(3.7, 12.5, 7.94)"
05-01-2023 15:36:04.252956,"(3.4, 5.1, 4.14)","(3.4, 5.0, 4.04)","(4.2, 7.0, 5.729166666666667)","(16.0, 150.0, 107.65625)","(9.0, 22.0, 21.36190476190476)","(21.0, 220.0, 92.71428571428571)","(3.7, 12.5, 7.94)"
05-01-2023 15:36:05.146098,"(3.4, 5.1, 4.14)","(3.4, 5.0, 4.04)","(4.2, 7.4, 5.9625)","(16.0, 150.0, 107.65625)","(9.0, 22.0, 21.36190476190476)","(21.0, 220.0, 92.71428571428571)","(3.7, 12.5, 7.94)"
05-01-2023 15:36:06.220439,"(3.4, 5.1, 4.14)","(3.4, 5.0, 4.04)","(4.2, 7.4, 5.9625)","(16.0, 150.0, 107.65625)","(9.0, 22.0, 21.36190476190476)","(21.0, 220.0, 92.71428571428571)","(3.7, 12.5, 9.6)"
05-01-2023 15:36:07.255595,"(3.4, 5.1, 4.14)","(3.4, 5.0, 4.04)","(4.2, 7.4, 5.9625)","(16.0, 150.0, 107.65625)","(9.0, 22.0, 21.36190476190476)","(21.0, 220.0, 92.71428571428571)","(3.7, 12.5, 9.6)"
05-01-2023 15:36:08.324589,"(3.4, 5.1, 4.14)","(3.4, 5.0, 4.04)","(4.2, 7.4, 5.9625)","(16.0, 150.0, 107.65625)","(9.0, 22.0, 21.36190476190476)","(21.0, 220.0, 92.71428571428571)","(3.7, 12.0, 10.705263157894736)"
05-01-2023 15:36:09.352546,"(3.4, 5.1, 4.14)","(3.4, 5.0, 4.04)","(4.2, 7.4, 5.9625)","(16.0, 150.0, 107.65625)","(9.0, 22.0, 21.36190476190476)","(21.0, 220.0, 92.71428571428571)","(3.7, 12.0, 10.705263157894736)"
05-01-2023 15:36:10.386519,"(3.4, 5.1, 4.14)","(3.4, 5.0, 4.04)","(4.2, 7.4, 5.9625)","(16.0, 150.0, 107.65625)","(9.0, 22.0, 21.36190476190476)","(21.0, 220.0, 92.71428571428571)","(3.7, 12.0, 10.705263157894736)"
05-01-2023 15:36:11.437405,"(3.4, 5.1, 4.14)","(3.4, 5.0, 4.04)","(4.2, 7.4, 5.9625)","(16.0, 150.0, 107.65625)","(9.0, 22.0, 21.36190476190476)","(21.0, 220.0, 92.71428571428571)","(3.7, 12.0, 10.705263157894736)"
05-01-2023 15:36:12.468810,"(3.4, 5.1, 4.14)","(3.4, 5.0, 4.04)","(4.2, 7.4, 5.9625)","(16.0, 150.0, 107.65625)","(9.0, 22.0, 21.36190476190476)","(21.0, 220.0, 92.71428571428571)","(3.7, 12.0, 10.705263157894736)"
05-01-2023 15:36:13.504034,"(3.4, 5.1, 4.14)","(3.4, 5.0, 4.04)","(4.2, 7.4, 5.9625)","(16.0, 150.0, 107.65625)","(9.0, 22.0, 21.36190476190476)","(21.0, 220.0, 92.71428571428571)","(3.7, 12.0, 10.705263157894736)"
05-01-2023 15:36:14.491064,"(3.4, 5.1, 4.14)","(3.4, 5.0, 4.04)","(4.2, 7.4, 5.9625)","(16.0, 150.0, 107.65625)","(9.0, 22.0, 21.36190476190476)","(21.0, 220.0, 92.71428571428571)","(3.7, 12.0, 10.705263157894736)"
05-01-2023 15:36:15.514950,"(3.4, 5.1, 4.14)","(3.4, 5.0, 4.04)","(4.2, 7.4, 5.9625)","(16.0, 150.0, 107.65625)","(9.0, 22.0, 21.36190476190476)","(21.0, 220.0, 92.71428571428571)","(3.7, 12.0, 10.705263157894736)"
05-01-2023 15:36:16.479919,"(3.4, 5.1, 4.14)","(3.4, 5.0, 4.04)","(4.2, 7.4, 5.9625)","(16.0, 150.0, 107.65625)","(9.0, 22.0, 21.36190476190476)","(21.0, 220.0, 92.71428571428571)","(3.7, 12.0, 10.705263157894736)"
05-01-2023 15:36:17.440763,"(3.4, 5.1, 4.14)","(3.4, 5.0, 4.04)","(4.2, 7.4, 5.9625)","(16.0, 150.0, 107.65625)","(9.0, 22.0, 21.36190476190476)","(21.0, 220.0, 92.71428571428571)","(3.7, 12.0, 10.705263157894736)"
05-01-2023 15:36:18.527312,"(3.4, 5.1, 4.14)","(3.4, 5.0, 4.04)","(4.2, 7.4, 5.9625)","(16.0, 150.0, 107.65625)","(9.0, 22.0, 21.36190476190476)","(21.0, 220.0, 92.71428571428571)","(3.7, 12.0, 10.705263157894736)"
05-01-2023 15:36:19.601651,"(3.4, 5.1, 4.14)","(3.4, 5.0, 4.04)","(4.2, 7.4, 5.9625)","(16.0, 150.0, 107.65625)","(9.0, 22.0, 21.36190476190476)","(21.0, 220.0, 92.71428571428571)","(3.7, 12.0, 10.705263157894736)"
05-01-2023 15:36:20.658516,"(3.4, 5.1, 4.14)","(3.4, 5.0, 4.04)","(4.2, 7.4, 5.9625)","(16.0, 150.0, 107.65625)","(9.0, 22.0, 21.36190476190476)","(21.0, 220.0, 92.71428571428571)","(3.7, 12.0, 10.705263157894736)"
05-01-2023 15:36:21.723770,"(3.4, 5.1, 4.14)","(3.4, 5.0, 4.04)","(4.2, 7.4, 5.9625)","(16.0, 150.0, 107.65625)","(9.0, 22.0, 21.36190476190476)","(21.0, 220.0, 92.71428571428571)","(3.7, 12.0, 10.25357142857143)"
05-01-2023 15:36:22.706903,"(3.4, 5.1, 4.14)","(3.4, 5.0, 4.04)","(4.2, 7.4, 5.9625)","(16.0, 150.0, 107.65625)","(9.0, 22.0, 21.36190476190476)","(21.0, 220.0, 92.71428571428571)","(3.7, 12.0, 10.25357142857143)"
05-01-2023 15:36:23.731969,"(3.4, 5.1, 4.14)","(3.4, 5.0, 4.04)","(4.2, 7.4, 5.9625)","(16.0, 150.0, 107.65625)","(9.0, 22.0, 21.36190476190476)","(21.0, 220.0, 92.71428571428571)","(3.7, 12.0, 10.25357142857143)"
05-01-2023 15:36:24.729179,"(3.4, 5.1, 4.14)","(3.4, 5.0, 4.04)","(4.2, 7.4, 5.9625)","(16.0, 150.0, 107.65625)","(9.0, 22.0, 21.36190476190476)","(21.0, 220.0, 92.71428571428571)","(3.7, 12.0, 10.25357142857143)"
05-01-2023 15:36:25.683358,"(3.4, 5.1, 4.14)","(3.4, 5.0, 4.04)","(4.2, 7.4, 5.9625)","(16.0, 150.0, 107.65625)","(9.0, 22.0, 21.36190476190476)","(21.0, 220.0, 92.71428571428571)","(3.7, 12.0, 10.25357142857143)"
05-01-2023 15:36:26.628497,"(3.4, 5.1, 4.14)","(3.4, 5.0, 4.04)","(4.2, 7.4, 5.9625)","(16.0, 150.0, 107.65625)","(9.0, 22.0, 21.36190476190476)","(21.0, 220.0, 92.71428571428571)","(3.7, 12.0, 10.25357142857143)"
05-01-2023 15:36:27.543903,"(3.4, 5.1, 4.14)","(3.4, 5.0, 4.04)","(4.2, 7.4, 5.9625)","(16.0, 150.0, 107.65625)","(9.0, 22.0, 21.36190476190476)","(21.0, 220.0, 92.71428571428571)","(3.7, 12.0, 9.790909090909091)"
