,Towering Star,Finniss Blossom,Velocity Cleo,Highly Praised,Pure By Design,Easy Street,Didelis,Irish Brandy
10-01-2023 14:14:03.823805,"(2.8, 3.7, 3.1642857142857146)","(10.0, 19.5, 16.5)","(11.0, 22.0, 14.4)","(9.0, 16.5, 10.82)","(2.7, 3.7, 3.3285714285714283)","(15.0, 44.0, 21.083333333333332)","(6.5, 11.0, 7.760000000000001)","(16.0, 48.0, 25.142857142857142)"
10-01-2023 14:14:05.087697,"(2.8, 3.7, 3.1642857142857146)","(10.0, 19.5, 16.5)","(11.0, 22.0, 14.4)","(9.0, 16.5, 10.82)","(2.7, 3.7, 3.3285714285714283)","(15.0, 44.0, 21.083333333333332)","(6.5, 11.0, 7.760000000000001)","(16.0, 48.0, 25.142857142857142)"
10-01-2023 14:14:06.273787,"(2.8, 3.7, 3.1642857142857146)","(10.0, 19.5, 16.5)","(11.0, 22.0, 14.4)","(9.0, 16.5, 10.82)","(2.7, 3.7, 3.3285714285714283)","(15.0, 44.0, 21.083333333333332)","(6.5, 11.0, 7.760000000000001)","(16.0, 48.0, 25.142857142857142)"
10-01-2023 14:14:07.528631,"(2.8, 3.7, 3.1642857142857146)","(10.0, 19.5, 16.5)","(11.0, 22.0, 14.4)","(9.0, 16.5, 10.82)","(2.7, 3.7, 3.3285714285714283)","(15.0, 44.0, 21.083333333333332)","(6.5, 11.0, 7.760000000000001)","(16.0, 48.0, 25.142857142857142)"
10-01-2023 14:14:08.944354,"(2.8, 3.7, 3.3666666666666667)","(10.0, 19.5, 16.5)","(11.0, 22.0, 14.4)","(9.0, 16.5, 10.82)","(2.7, 3.7, 3.3285714285714283)","(15.0, 44.0, 21.083333333333332)","(6.5, 11.0, 7.760000000000001)","(16.0, 48.0, 25.142857142857142)"
10-01-2023 14:14:10.297366,"(2.8, 3.7, 3.118181818181818)","(10.0, 19.5, 16.5)","(11.0, 22.0, 14.4)","(9.0, 16.5, 10.82)","(2.7, 3.7, 3.3285714285714283)","(15.0, 44.0, 21.083333333333332)","(6.5, 11.0, 7.760000000000001)","(16.0, 48.0, 25.142857142857142)"
10-01-2023 14:14:11.641187,"(2.8, 3.65, 3.118181818181818)","(10.0, 19.5, 16.5)","(11.0, 22.0, 14.4)","(9.0, 16.5, 10.82)","(2.7, 3.7, 3.3285714285714283)","(15.0, 44.0, 21.5)","(6.5, 11.0, 7.760000000000001)","(16.0, 48.0, 25.142857142857142)"
10-01-2023 14:14:13.075925,"(2.8, 3.65, 3.118181818181818)","(10.0, 19.5, 18.125)","(11.0, 22.0, 14.4)","(9.0, 16.5, 10.82)","(2.7, 3.7, 3.3285714285714283)","(15.0, 44.0, 21.5)","(6.5, 11.0, 7.760000000000001)","(16.0, 48.0, 25.142857142857142)"
10-01-2023 14:14:14.531457,"(2.8, 3.65, 3.25)","(10.0, 19.5, 18.125)","(11.0, 22.0, 14.4)","(9.0, 16.5, 10.82)","(2.7, 3.7, 3.3285714285714283)","(15.0, 44.0, 38.5)","(6.5, 11.0, 7.760000000000001)","(16.0, 48.0, 48.666666666666664)"
10-01-2023 14:14:15.971020,"(2.8, 3.65, 3.25)","(10.0, 19.5, 18.125)","(11.0, 22.0, 14.4)","(9.0, 16.5, 10.82)","(2.7, 3.7, 3.3285714285714283)","(15.0, 60.0, 38.5)","(6.5, 11.0, 7.760000000000001)","(16.0, 65.0, 48.666666666666664)"
10-01-2023 14:14:17.232134,"(2.8, 3.65, 3.25)","(10.0, 19.5, 18.125)","(11.0, 22.0, 14.4)","(9.0, 16.5, 10.82)","(2.7, 3.7, 3.3285714285714283)","(15.0, 60.0, 38.5)","(6.5, 11.0, 7.760000000000001)","(16.0, 65.0, 48.666666666666664)"
10-01-2023 14:14:18.472343,"(2.8, 3.65, 3.25)","(10.0, 19.5, 18.125)","(11.0, 22.0, 14.4)","(9.0, 16.5, 10.82)","(2.7, 3.7, 3.3285714285714283)","(15.0, 60.0, 38.5)","(6.5, 11.0, 7.760000000000001)","(16.0, 65.0, 48.666666666666664)"
10-01-2023 14:14:19.600569,"(2.8, 3.65, 3.1590909090909087)","(10.0, 19.5, 18.125)","(11.0, 22.0, 14.4)","(9.0, 16.5, 10.82)","(2.7, 3.7, 3.3285714285714283)","(15.0, 60.0, 38.5)","(6.5, 11.0, 7.760000000000001)","(16.0, 65.0, 48.666666666666664)"
10-01-2023 14:14:20.783117,"(2.8, 3.65, 3.25)","(10.0, 19.5, 18.125)","(11.0, 22.0, 14.4)","(9.0, 16.5, 10.82)","(2.7, 3.7, 3.3285714285714283)","(15.0, 60.0, 38.5)","(6.5, 11.0, 7.760000000000001)","(16.0, 65.0, 48.666666666666664)"
10-01-2023 14:14:21.926698,"(2.8, 3.65, 3.25)","(10.0, 19.5, 18.125)","(11.0, 22.0, 14.4)","(9.0, 16.5, 10.82)","(2.7, 3.7, 3.3285714285714283)","(15.0, 60.0, 38.5)","(6.5, 11.0, 7.760000000000001)","(16.0, 65.0, 48.666666666666664)"
10-01-2023 14:14:23.404626,"(2.8, 3.65, 3.25)","(10.0, 19.5, 18.125)","(11.0, 22.0, 14.4)","(9.0, 16.5, 10.82)","(2.7, 3.7, 3.3285714285714283)","(15.0, 60.0, 38.5)","(6.5, 11.0, 7.760000000000001)","(16.0, 65.0, 48.666666666666664)"
10-01-2023 14:14:24.744900,"(2.8, 3.65, 3.25)","(10.0, 19.5, 18.125)","(11.0, 22.0, 14.4)","(9.0, 16.5, 10.82)","(2.7, 3.7, 3.3285714285714283)","(15.0, 60.0, 38.5)","(6.5, 11.0, 7.760000000000001)","(16.0, 65.0, 48.666666666666664)"
10-01-2023 14:14:26.071537,"(2.8, 3.65, 3.25)","(10.0, 19.5, 18.125)","(11.0, 22.0, 14.4)","(9.0, 16.5, 10.82)","(2.7, 3.7, 3.3285714285714283)","(15.0, 60.0, 51.4)","(6.5, 11.0, 7.760000000000001)","(16.0, 65.0, 48.666666666666664)"
10-01-2023 14:14:27.280357,"(2.8, 3.65, 3.2195652173913043)","(10.0, 19.5, 18.125)","(11.0, 22.0, 14.4)","(9.0, 16.5, 10.82)","(2.7, 3.7, 3.3285714285714283)","(15.0, 60.0, 51.4)","(6.5, 11.0, 7.760000000000001)","(16.0, 65.0, 48.666666666666664)"
10-01-2023 14:14:28.464650,"(2.8, 3.65, 3.2964285714285713)","(10.0, 19.5, 18.125)","(11.0, 22.0, 14.4)","(9.0, 16.5, 10.82)","(2.7, 3.7, 3.3285714285714283)","(15.0, 60.0, 51.4)","(6.5, 11.0, 7.760000000000001)","(16.0, 65.0, 48.666666666666664)"
10-01-2023 14:14:29.828062,"(2.8, 3.65, 3.2964285714285713)","(10.0, 19.5, 18.125)","(11.0, 22.0, 14.4)","(9.0, 16.5, 10.82)","(2.7, 3.7, 3.3285714285714283)","(15.0, 60.0, 51.4)","(6.5, 11.0, 7.760000000000001)","(16.0, 65.0, 48.666666666666664)"
10-01-2023 14:14:31.165202,"(2.8, 3.65, 3.2964285714285713)","(10.0, 19.5, 18.125)","(11.0, 22.0, 14.4)","(9.0, 16.5, 10.82)","(2.7, 3.7, 3.3285714285714283)","(15.0, 60.0, 51.4)","(6.5, 11.0, 7.760000000000001)","(16.0, 65.0, 48.666666666666664)"
10-01-2023 14:14:32.410173,"(2.8, 3.65, 3.176315789473684)","(10.0, 19.5, 18.125)","(11.0, 22.0, 14.4)","(9.0, 16.5, 10.82)","(2.7, 3.7, 3.3285714285714283)","(15.0, 60.0, 51.4)","(6.5, 11.0, 7.760000000000001)","(16.0, 65.0, 40.5)"
10-01-2023 14:14:33.602529,"(2.8, 3.65, 3.176315789473684)","(10.0, 19.5, 18.125)","(11.0, 22.0, 14.4)","(9.0, 16.5, 10.82)","(2.7, 3.7, 3.3285714285714283)","(15.0, 60.0, 51.4)","(6.5, 11.0, 7.760000000000001)","(16.0, 65.0, 59.55555555555556)"
10-01-2023 14:14:34.737624,"(2.8, 3.65, 3.339655172413793)","(10.0, 19.5, 18.125)","(11.0, 22.0, 14.4)","(9.0, 16.5, 10.82)","(2.7, 3.7, 3.3285714285714283)","(15.0, 60.0, 51.4)","(6.5, 11.0, 7.760000000000001)","(16.0, 65.0, 61.230769230769226)"
10-01-2023 14:14:35.855750,"(2.8, 3.65, 3.2195652173913043)","(10.0, 19.5, 18.125)","(11.0, 22.0, 14.4)","(9.0, 16.5, 10.82)","(2.7, 3.7, 3.3285714285714283)","(15.0, 60.0, 29.0)","(6.5, 11.0, 7.760000000000001)","(16.0, 65.0, 38.588235294117645)"
10-01-2023 14:14:36.955793,"(2.8, 3.65, 3.2195652173913043)","(10.0, 19.5, 18.125)","(11.0, 22.0, 14.4)","(9.0, 16.5, 10.82)","(2.7, 3.7, 3.3285714285714283)","(15.0, 44.0, 29.0)","(6.5, 11.0, 7.760000000000001)","(16.0, 48.0, 38.588235294117645)"
10-01-2023 14:14:38.124252,"(2.8, 3.6, 3.2666666666666666)","(10.0, 19.5, 18.125)","(11.0, 22.0, 14.4)","(9.0, 16.5, 10.82)","(2.7, 3.7, 3.3285714285714283)","(15.0, 44.0, 29.0)","(6.5, 11.0, 7.760000000000001)","(16.0, 48.0, 43.529411764705884)"
10-01-2023 14:14:39.303882,"(2.8, 3.6, 3.2041666666666666)","(10.0, 19.5, 18.125)","(11.0, 22.0, 14.4)","(9.0, 16.5, 10.82)","(2.7, 3.7, 3.3285714285714283)","(15.0, 44.0, 29.0)","(6.5, 11.0, 7.760000000000001)","(16.0, 55.0, 43.529411764705884)"
10-01-2023 14:14:40.581702,"(2.8, 3.45, 3.3916666666666666)","(10.0, 19.5, 18.125)","(11.0, 22.0, 14.4)","(9.0, 16.5, 10.82)","(2.7, 3.7, 3.3249999999999997)","(15.0, 44.0, 29.0)","(6.5, 11.0, 7.914285714285715)","(16.0, 55.0, 43.529411764705884)"
10-01-2023 14:14:41.887544,"(2.8, 3.45, 3.3916666666666666)","(10.0, 19.5, 18.125)","(11.0, 22.0, 14.4)","(9.0, 16.5, 10.82)","(2.7, 3.5, 3.315384615384615)","(15.0, 44.0, 29.0)","(6.5, 11.0, 8.959999999999999)","(16.0, 55.0, 43.529411764705884)"
10-01-2023 14:14:43.604208,"(2.8, 3.45, 3.3916666666666666)","(10.0, 19.5, 18.125)","(11.0, 22.0, 14.4)","(9.0, 16.5, 12.95)","(2.7, 3.5, 3.315384615384615)","(15.0, 44.0, 29.0)","(6.5, 11.0, 10.666666666666666)","(16.0, 55.0, 43.529411764705884)"
10-01-2023 14:14:44.901298,"(2.8, 3.45, 3.3916666666666666)","(10.0, 19.5, 18.125)","(11.0, 22.0, 14.4)","(9.0, 16.5, 13.344444444444445)","(2.7, 3.5, 3.315384615384615)","(15.0, 44.0, 36.111111111111114)","(6.5, 11.0, 10.25)","(16.0, 55.0, 65.84615384615385)"
10-01-2023 14:14:46.189555,"(2.8, 3.45, 3.4000000000000004)","(10.0, 19.5, 18.125)","(11.0, 22.0, 14.4)","(9.0, 16.5, 13.344444444444445)","(2.7, 3.5, 3.3285714285714283)","(15.0, 60.0, 36.111111111111114)","(6.5, 11.0, 10.0)","(16.0, 70.0, 65.84615384615385)"
10-01-2023 14:14:47.586474,"(2.8, 3.45, 3.2333333333333334)","(10.0, 19.5, 18.125)","(11.0, 22.0, 14.4)","(9.0, 16.5, 13.344444444444445)","(2.7, 3.5, 3.3285714285714283)","(15.0, 60.0, 36.111111111111114)","(6.5, 12.0, 10.333333333333334)","(16.0, 70.0, 65.84615384615385)"
10-01-2023 14:14:48.963891,"(2.8, 3.45, 3.2333333333333334)","(10.0, 19.5, 18.125)","(11.0, 22.0, 14.4)","(9.0, 16.5, 13.05)","(2.7, 3.5, 3.3285714285714283)","(15.0, 60.0, 36.111111111111114)","(6.5, 11.5, 9.299999999999999)","(16.0, 70.0, 65.84615384615385)"
10-01-2023 14:14:50.140276,"(2.8, 3.45, 3.207692307692308)","(10.0, 19.5, 18.125)","(11.0, 22.0, 14.4)","(9.0, 16.5, 14.775)","(2.7, 3.5, 3.3285714285714283)","(15.0, 60.0, 36.111111111111114)","(6.5, 11.5, 9.299999999999999)","(16.0, 70.0, 65.84615384615385)"
10-01-2023 14:14:51.291144,"(2.8, 3.45, 3.1673076923076926)","(10.0, 19.5, 18.125)","(11.0, 22.0, 14.4)","(9.0, 16.5, 14.775)","(2.7, 3.5, 3.3285714285714283)","(15.0, 60.0, 36.111111111111114)","(6.5, 11.5, 9.299999999999999)","(16.0, 70.0, 65.84615384615385)"
10-01-2023 14:14:52.411815,"(2.8, 3.45, 3.207692307692308)","(10.0, 19.5, 18.125)","(11.0, 22.0, 14.4)","(9.0, 16.5, 14.775)","(2.7, 3.5, 3.3285714285714283)","(15.0, 60.0, 36.111111111111114)","(6.5, 11.5, 9.299999999999999)","(16.0, 70.0, 65.84615384615385)"
10-01-2023 14:14:53.534001,"(2.8, 3.45, 3.207692307692308)","(10.0, 19.5, 18.125)","(11.0, 22.0, 14.4)","(9.0, 16.5, 14.775)","(2.7, 3.5, 3.3285714285714283)","(15.0, 60.0, 36.111111111111114)","(6.5, 11.5, 9.299999999999999)","(16.0, 70.0, 65.84615384615385)"
10-01-2023 14:14:54.600630,"(2.8, 3.45, 3.207692307692308)","(10.0, 19.5, 18.125)","(11.0, 22.0, 14.4)","(9.0, 16.5, 14.775)","(2.7, 3.5, 3.3285714285714283)","(15.0, 60.0, 36.111111111111114)","(6.5, 11.5, 10.722222222222221)","(16.0, 70.0, 65.84615384615385)"
10-01-2023 14:14:55.616230,"(2.8, 3.45, 3.207692307692308)","(10.0, 19.5, 18.125)","(11.0, 22.0, 14.4)","(9.0, 16.5, 14.775)","(2.7, 3.5, 3.3285714285714283)","(15.0, 60.0, 36.111111111111114)","(6.5, 11.5, 9.75)","(16.0, 70.0, 65.84615384615385)"
10-01-2023 14:14:56.764201,"(2.8, 3.45, 3.176086956521739)","(10.0, 19.5, 18.125)","(11.0, 22.0, 14.4)","(9.0, 16.5, 14.775)","(2.7, 3.5, 3.3285714285714283)","(15.0, 60.0, 36.111111111111114)","(6.5, 11.5, 9.75)","(16.0, 70.0, 65.84615384615385)"
10-01-2023 14:14:57.976982,"(2.8, 3.45, 3.176086956521739)","(10.0, 19.5, 18.125)","(11.0, 22.0, 14.4)","(9.0, 16.5, 14.775)","(2.7, 3.5, 3.3285714285714283)","(15.0, 60.0, 36.111111111111114)","(6.5, 11.5, 9.75)","(16.0, 70.0, 65.5)"
10-01-2023 14:14:59.197108,"(2.8, 3.45, 3.1673076923076926)","(10.0, 19.5, 18.125)","(11.0, 22.0, 17.77777777777778)","(9.0, 16.5, 14.775)","(2.7, 3.5, 3.3285714285714283)","(15.0, 60.0, 36.111111111111114)","(6.5, 11.5, 9.75)","(16.0, 70.0, 65.5)"
10-01-2023 14:15:00.427622,"(2.8, 3.45, 3.207692307692308)","(10.0, 19.5, 18.125)","(11.0, 22.0, 17.77777777777778)","(9.0, 16.5, 15.021428571428572)","(2.7, 3.5, 3.3285714285714283)","(15.0, 60.0, 42.5)","(6.5, 11.5, 9.75)","(16.0, 70.0, 64.11111111111111)"
10-01-2023 14:15:01.560207,"(2.8, 3.45, 3.207692307692308)","(10.0, 19.5, 18.125)","(11.0, 22.0, 17.77777777777778)","(9.0, 16.5, 15.021428571428572)","(2.7, 3.5, 3.3285714285714283)","(15.0, 60.0, 42.5)","(6.5, 11.5, 9.75)","(16.0, 70.0, 64.11111111111111)"
10-01-2023 14:15:02.694086,"(2.8, 3.45, 3.207692307692308)","(10.0, 19.5, 18.125)","(11.0, 22.0, 17.77777777777778)","(9.0, 16.5, 15.021428571428572)","(2.7, 3.5, 3.45)","(15.0, 60.0, 35.294117647058826)","(6.5, 11.5, 9.0)","(16.0, 70.0, 52.333333333333336)"
10-01-2023 14:15:03.868024,"(2.8, 3.45, 3.207692307692308)","(10.0, 19.5, 19.107142857142858)","(11.0, 22.0, 17.2)","(9.0, 16.5, 15.064285714285715)","(2.7, 3.6, 3.3388888888888886)","(15.0, 60.0, 42.5)","(6.5, 11.0, 9.25)","(16.0, 70.0, 43.5)"
10-01-2023 14:15:05.049351,"(2.8, 3.45, 3.2055555555555557)","(10.0, 19.5, 18.5)","(11.0, 22.0, 17.5)","(9.0, 16.5, 16.0)","(2.7, 3.65, 3.3388888888888886)","(15.0, 60.0, 46.77777777777777)","(6.5, 10.5, 9.0)","(16.0, 70.0, 59.666666666666664)"
10-01-2023 14:15:06.330834,"(2.8, 3.45, 3.164814814814815)","(10.0, 19.5, 19.166666666666668)","(11.0, 22.0, 19.67741935483871)","(9.0, 17.0, 16.794117647058822)","(2.7, 3.65, 3.3388888888888886)","(15.0, 55.0, 46.77777777777777)","(6.5, 10.5, 9.0)","(16.0, 65.0, 59.666666666666664)"
10-01-2023 14:15:07.580010,"(2.8, 3.45, 3.2055555555555557)","(10.0, 19.5, 18.8)","(11.0, 22.0, 19.67741935483871)","(9.0, 17.0, 16.794117647058822)","(2.7, 3.65, 3.3388888888888886)","(15.0, 55.0, 46.77777777777777)","(6.5, 10.5, 9.0)","(16.0, 65.0, 59.666666666666664)"
10-01-2023 14:15:08.753750,"(2.8, 3.45, 3.2055555555555557)","(10.0, 19.5, 18.8)","(11.0, 22.0, 14.444444444444445)","(9.0, 17.0, 13.75)","(2.7, 3.65, 3.3388888888888886)","(15.0, 55.0, 46.77777777777777)","(6.5, 10.5, 9.0)","(16.0, 65.0, 59.666666666666664)"
10-01-2023 14:15:09.986158,"(2.8, 3.45, 3.2055555555555557)","(10.0, 19.5, 18.8)","(11.0, 22.0, 16.333333333333332)","(9.0, 17.0, 15.916666666666666)","(2.7, 3.65, 3.3388888888888886)","(15.0, 55.0, 39.583333333333336)","(6.5, 10.5, 8.135135135135135)","(16.0, 65.0, 41.0)"
10-01-2023 14:15:11.166111,"(2.8, 3.45, 3.2055555555555557)","(10.0, 19.5, 19.333333333333332)","(11.0, 22.0, 16.333333333333332)","(9.0, 17.0, 16.535714285714285)","(2.7, 3.65, 3.3388888888888886)","(15.0, 55.0, 43.6)","(6.5, 10.5, 8.984615384615385)","(16.0, 65.0, 41.0)"
10-01-2023 14:15:12.388637,"(2.8, 3.45, 3.2055555555555557)","(10.0, 19.5, 19.333333333333332)","(11.0, 22.0, 19.62962962962963)","(9.0, 17.0, 16.808823529411764)","(2.7, 3.65, 3.3388888888888886)","(15.0, 50.0, 30.615384615384613)","(6.5, 10.0, 8.101960784313725)","(16.0, 65.0, 41.0)"
10-01-2023 14:15:13.661868,"(2.8, 3.45, 3.2055555555555557)","(10.0, 19.5, 19.227272727272727)","(11.0, 22.0, 19.62962962962963)","(9.0, 17.0, 16.142857142857142)","(2.7, 3.65, 3.3388888888888886)","(15.0, 50.0, 30.615384615384613)","(6.5, 10.0, 9.072727272727274)","(16.0, 65.0, 41.0)"
10-01-2023 14:15:14.910579,"(2.8, 3.45, 3.2055555555555557)","(10.0, 19.5, 19.227272727272727)","(11.0, 22.0, 19.62962962962963)","(9.0, 17.0, 16.142857142857142)","(2.7, 3.65, 3.3388888888888886)","(15.0, 50.0, 30.615384615384613)","(6.5, 9.8, 8.536842105263158)","(16.0, 65.0, 41.0)"
10-01-2023 14:15:16.187320,"(2.8, 3.45, 3.2055555555555557)","(10.0, 19.5, 19.384615384615383)","(11.0, 22.0, 18.903225806451612)","(9.0, 17.0, 16.759999999999998)","(2.7, 3.65, 3.3388888888888886)","(15.0, 50.0, 30.615384615384613)","(6.5, 9.8, 8.025806451612903)","(16.0, 65.0, 41.0)"
10-01-2023 14:15:17.434365,"(2.8, 3.45, 3.2055555555555557)","(10.0, 19.5, 19.384615384615383)","(11.0, 22.0, 18.903225806451612)","(9.0, 17.0, 16.759999999999998)","(2.7, 3.65, 3.3388888888888886)","(15.0, 50.0, 30.615384615384613)","(6.5, 9.8, 8.025806451612903)","(16.0, 65.0, 41.0)"
10-01-2023 14:15:18.668998,"(2.8, 3.45, 3.2055555555555557)","(10.0, 19.5, 19.384615384615383)","(11.0, 22.0, 18.903225806451612)","(9.0, 17.0, 16.759999999999998)","(2.7, 3.65, 3.3388888888888886)","(15.0, 50.0, 33.2)","(6.5, 9.8, 8.025806451612903)","(16.0, 65.0, 41.0)"
10-01-2023 14:15:19.865121,"(2.8, 3.45, 3.2055555555555557)","(10.0, 19.5, 19.384615384615383)","(11.0, 22.0, 18.903225806451612)","(9.0, 17.0, 16.759999999999998)","(2.7, 3.65, 3.533333333333333)","(15.0, 50.0, 33.46666666666667)","(6.5, 9.8, 8.025806451612903)","(16.0, 65.0, 41.0)"
10-01-2023 14:15:21.017846,"(2.8, 3.45, 3.115217391304348)","(10.0, 19.5, 19.384615384615383)","(11.0, 22.0, 18.903225806451612)","(9.0, 17.0, 14.25)","(2.7, 3.65, 3.5227272727272725)","(15.0, 50.0, 33.46666666666667)","(6.5, 9.8, 7.771875)","(16.0, 65.0, 46.33333333333333)"
10-01-2023 14:15:22.164188,"(2.8, 3.45, 3.2055555555555557)","(10.0, 19.5, 19.384615384615383)","(11.0, 22.0, 18.903225806451612)","(9.0, 17.0, 14.25)","(2.7, 3.65, 3.41)","(15.0, 50.0, 34.5)","(6.5, 9.8, 8.733333333333334)","(16.0, 50.0, 43.6)"
10-01-2023 14:15:23.339960,"(2.8, 3.45, 3.2055555555555557)","(10.0, 19.5, 19.384615384615383)","(11.0, 22.0, 19.0)","(9.0, 17.0, 14.25)","(2.7, 3.65, 3.41)","(15.0, 50.0, 34.5)","(6.5, 9.4, 9.114285714285714)","(16.0, 50.0, 34.94117647058823)"
10-01-2023 14:15:24.556815,"(2.8, 3.45, 3.2055555555555557)","(10.0, 19.5, 19.384615384615383)","(11.0, 22.0, 19.0)","(9.0, 17.0, 14.25)","(2.7, 3.65, 3.41)","(15.0, 50.0, 34.5)","(6.5, 9.4, 8.48)","(16.0, 50.0, 34.94117647058823)"
10-01-2023 14:15:25.830169,"(2.8, 3.45, 3.2055555555555557)","(10.0, 19.5, 19.384615384615383)","(11.0, 22.0, 19.0)","(9.0, 17.0, 14.25)","(2.7, 3.65, 3.41)","(15.0, 50.0, 34.5)","(6.5, 9.2, 8.36)","(16.0, 50.0, 34.94117647058823)"
10-01-2023 14:15:27.037239,"(2.8, 3.45, 3.2055555555555557)","(10.0, 19.5, 19.384615384615383)","(11.0, 22.0, 19.0)","(9.0, 17.0, 14.25)","(2.7, 3.65, 3.41)","(15.0, 50.0, 32.64705882352941)","(6.5, 9.0, 8.272727272727273)","(16.0, 50.0, 34.94117647058823)"
10-01-2023 14:15:28.206014,"(2.8, 3.45, 3.115217391304348)","(10.0, 19.5, 19.384615384615383)","(11.0, 22.0, 19.09090909090909)","(9.0, 17.0, 14.25)","(2.7, 3.65, 3.49)","(15.0, 48.0, 43.0)","(6.5, 9.0, 8.272727272727273)","(16.0, 50.0, 34.94117647058823)"
10-01-2023 14:15:29.381546,"(2.8, 3.45, 3.1750000000000003)","(10.0, 19.5, 19.384615384615383)","(11.0, 22.0, 19.09090909090909)","(9.0, 17.0, 14.25)","(2.7, 3.65, 3.49)","(15.0, 46.0, 34.42857142857143)","(6.5, 9.0, 8.600000000000001)","(16.0, 50.0, 34.94117647058823)"
10-01-2023 14:15:30.523789,"(2.8, 3.4, 3.194736842105263)","(10.0, 19.5, 19.22222222222222)","(11.0, 22.0, 19.09090909090909)","(9.0, 17.0, 14.25)","(2.7, 3.65, 3.49)","(15.0, 46.0, 41.22222222222222)","(6.5, 8.8, 8.163636363636364)","(16.0, 50.0, 34.94117647058823)"
10-01-2023 14:15:31.661398,"(2.8, 3.35, 3.1652173913043478)","(10.0, 19.5, 19.22222222222222)","(11.0, 22.0, 18.941176470588236)","(9.0, 17.0, 14.25)","(2.7, 3.65, 3.49)","(15.0, 44.0, 41.22222222222222)","(6.5, 8.8, 8.163636363636364)","(16.0, 50.0, 34.94117647058823)"
10-01-2023 14:15:32.866960,"(2.8, 3.35, 3.1625)","(10.0, 19.5, 19.22222222222222)","(11.0, 22.0, 15.90625)","(9.0, 17.0, 16.45)","(2.7, 3.65, 3.49)","(15.0, 44.0, 28.523809523809526)","(6.5, 8.8, 7.8)","(16.0, 50.0, 34.94117647058823)"
10-01-2023 14:15:34.030526,"(2.8, 3.3, 3.2714285714285714)","(10.0, 19.5, 19.386363636363637)","(11.0, 22.0, 15.90625)","(9.0, 17.0, 16.45)","(2.7, 3.65, 3.49)","(15.0, 44.0, 28.090909090909093)","(6.5, 8.6, 7.133333333333333)","(16.0, 50.0, 34.94117647058823)"
10-01-2023 14:15:35.140784,"(2.8, 3.3, 3.2)","(10.0, 19.5, 19.386363636363637)","(11.0, 22.0, 15.90625)","(9.0, 17.0, 16.45)","(2.7, 3.65, 3.5384615384615388)","(15.0, 44.0, 28.090909090909093)","(6.5, 8.6, 7.037209302325581)","(16.0, 50.0, 34.94117647058823)"
10-01-2023 14:15:36.154008,"(2.8, 3.35, 3.1125000000000003)","(10.0, 19.5, 19.386363636363637)","(11.0, 22.0, 18.25)","(9.0, 17.0, 16.796296296296298)","(2.7, 3.7, 3.5384615384615388)","(15.0, 44.0, 28.090909090909093)","(6.5, 8.6, 7.0875)","(16.0, 50.0, 34.94117647058823)"
10-01-2023 14:15:37.245489,"(2.8, 3.35, 3.1125000000000003)","(10.0, 19.5, 19.391304347826086)","(11.0, 22.0, 18.25)","(9.0, 17.0, 14.5)","(2.7, 3.7, 3.475)","(15.0, 44.0, 28.090909090909093)","(6.5, 8.4, 7.029166666666667)","(16.0, 50.0, 34.94117647058823)"
10-01-2023 14:15:38.345341,"(2.8, 3.35, 3.1125000000000003)","(10.0, 19.5, 19.391304347826086)","(11.0, 22.0, 17.45)","(9.0, 17.0, 14.5)","(2.7, 3.7, 3.475)","(15.0, 44.0, 28.090909090909093)","(6.5, 8.4, 7.029166666666667)","(16.0, 50.0, 34.94117647058823)"
10-01-2023 14:15:39.503474,"(2.8, 3.35, 3.1125000000000003)","(10.0, 19.5, 19.391304347826086)","(11.0, 22.0, 16.944444444444443)","(9.0, 17.0, 14.5)","(2.7, 3.7, 3.475)","(15.0, 44.0, 28.090909090909093)","(6.5, 8.4, 7.6)","(16.0, 50.0, 34.94117647058823)"
10-01-2023 14:15:40.617666,"(2.8, 3.35, 3.23125)","(10.0, 19.5, 19.391304347826086)","(11.0, 22.0, 18.5)","(9.0, 17.0, 14.5)","(2.7, 3.7, 3.536363636363636)","(15.0, 44.0, 28.090909090909093)","(6.5, 8.2, 7.6)","(16.0, 50.0, 34.94117647058823)"
10-01-2023 14:15:41.730115,"(2.8, 3.35, 3.23125)","(10.0, 19.5, 19.391304347826086)","(11.0, 22.0, 18.5)","(9.0, 17.0, 14.5)","(2.7, 3.7, 3.536363636363636)","(15.0, 44.0, 28.090909090909093)","(6.5, 8.2, 7.6)","(16.0, 50.0, 34.94117647058823)"
10-01-2023 14:15:42.888089,"(2.8, 3.35, 3.2204545454545457)","(10.0, 19.5, 19.391304347826086)","(11.0, 22.0, 18.5)","(9.0, 17.0, 14.5)","(2.7, 3.7, 3.6)","(15.0, 44.0, 28.090909090909093)","(6.5, 8.2, 7.999999999999999)","(16.0, 50.0, 33.88235294117647)"
10-01-2023 14:15:44.287941,"(2.8, 3.35, 3.2204545454545457)","(10.0, 19.5, 19.391304347826086)","(11.0, 22.0, 18.5)","(9.0, 17.0, 14.5)","(2.7, 3.7, 3.6)","(15.0, 44.0, 27.333333333333336)","(6.5, 8.2, 7.999999999999999)","(16.0, 48.0, 43.2)"
10-01-2023 14:15:45.600393,"(2.8, 3.35, 3.2204545454545457)","(10.0, 19.5, 19.391304347826086)","(11.0, 22.0, 18.5)","(9.0, 17.0, 14.5)","(2.7, 3.7, 3.6)","(15.0, 44.0, 27.333333333333336)","(6.5, 8.2, 7.3538461538461535)","(16.0, 46.0, 43.2)"
